"","KLF4","Jagged","SHH","TrCP","AKT","FUS","TWIST1","SNAI2","ERK","MEK","RKIP","GSK3","DSH","AXIN2","RAF","DELTA","cMet","TCFLEF","RAS","CD44","Frizzled","cateninmemb","Ecadherin","FOXC2","LIV1","SRC","cateninnuc","STAT","GLI","EGR1","Destcompl","PI3K","Wnt","cfos","SNAI1","IKK","NFB","Patched","SMO","Csn","SOSGRB2","SMAD","ILK","SUFU","HEY1","NOTCHic","Csl","NOTCH","TGF","TGFR","CDC42","PAK1","ZEB2","ZEB1","miR200"
"AXIN2",-0.204081465513911,0.116168220733438,0.102421035248904,-0.0666666666666667,-0.0788888888888889,0.107692307692308,-0.134971924126758,-0.209813797364101,-0.0300402704961629,-0.0286609601513353,-0.137240537240537,0.125391548827476,0.126666666666667,0.512220735000587,0.075845290421415,0.075845290421415,0.12847099705961,0.129389632715543,0.0766326919962182,0.130679198952354,0.133643410852713,-0.149196318332211,-0.0746179745880579,0.0591682400347506,-0.133333333333333,-0.133643410852713,-0.130124608936901,-0.126666666666667,-0.13098672033005,0.0266666666666667,0.131250062910862,-0.075845290421415,-0.12847099705961,0.0291056910569106,0.142095674529044,0.0777777777777778,0.0734299516908213,-0.104716117216117,-0.102930402930403,0.0777777777777778,0.00938303086970689,0.0203646192776628,0.0199677938808374,-0.1,0.0125597489694853,-0.0930451127819549,-0.0894736842105263,-0.0910180857549279,0.147835359125883,0.147505326122583,0.14662037037037,0.142916666666667,0.214453499567313,0.214453499567313,0.231771715216131
"RKIP",-0.227833572453372,-0.0846774193548387,-0.0976393442622951,-0.2,-0.198755411255411,-0.1,-0.0859863339275104,0.20999358862272,0.166551724137931,0.151658107116654,-0.263165266106443,0.10311268715524,0.1,0.164721050164088,0.126623376623377,0.126623376623377,0.13859649122807,0.125309777941357,0.136025086025086,0.123211875843455,0.133333333333333,0.12975193681076,0.209805761599231,0.0646035956380784,0,-0.133333333333333,-0.122001889900644,-0.1,-0.117948717948718,-0.12,-0.0173442199179323,-0.126623376623377,-0.133333333333333,-0.17,0.0859641839419514,0.201785714285714,0.214285714285714,0.096,0.1,0.2,0.199174603174603,0.133692281294882,0.132702182284981,0.1,0.131010452961672,-0.0151515151515151,-0.0333333333333333,-0.0113053613053613,0.12386292834891,0.126666666666667,0.126666666666667,0.133333333333333,0.227833572453372,0.227833572453372,0.249641351773866
"RAF",-0.227833572453372,-0.0846774193548387,-0.0976393442622951,-0.2,-0.198755411255411,-0.1,-0.0859863339275104,0.20999358862272,0.166551724137931,0.151658107116654,-0.263165266106443,0.10311268715524,0.1,0.164721050164088,0.126623376623377,0.126623376623377,0.13859649122807,0.125309777941357,0.136025086025086,0.123211875843455,0.133333333333333,0.12975193681076,0.209805761599231,0.0646035956380784,0,-0.133333333333333,-0.122001889900644,-0.1,-0.117948717948718,-0.12,-0.0173442199179323,-0.126623376623377,-0.133333333333333,-0.17,0.0859641839419514,0.201785714285714,0.214285714285714,0.096,0.1,0.2,0.199174603174603,0.133692281294882,0.132702182284981,0.1,0.131010452961672,-0.0151515151515151,-0.0333333333333333,-0.0113053613053613,0.12386292834891,0.126666666666667,0.126666666666667,0.133333333333333,0.227833572453372,0.227833572453372,0.249641351773866
"ERK",-0.230523950930344,-0.0856649761393538,-0.102555513628592,-0.214285714285714,-0.200730586646669,-0.096,-0.0847273986879926,0.212372268698806,0.0499914404499878,0.0524984042382886,-0.259544096190008,0.104720785221104,0.133333333333333,0.162607229025877,0.137612387612388,0.137612387612388,0.125309777941357,0.124418246777968,0.139042530626689,0.122001889900644,0.117948717948718,0.130654847035815,0.210466451665806,0.0693714404059232,-0.133333333333333,-0.123211875843455,-0.123584913444635,-0.13859649122807,-0.116788474683212,-0.166551724137931,-0.0170773085890991,-0.137612387612388,-0.12004662004662,-0.151658107116654,0.0845040699818374,0.195225999490705,0.198755411255411,0.103521697203472,0.0976393442622951,0.201785714285714,0.195981507165973,0.131803520765939,0.133323277604845,0.1,0.130216161928474,-0.00181631021047079,-0.0113053613053613,-0.00541741824371179,0.121578898510135,0.122403074334311,0.12386292834891,0.126666666666667,0.232601726434124,0.232601726434124,0.252647027728458
"MEK",-0.225872788139646,-0.0838577472236912,-0.103521697203472,-0.2,-0.195225999490705,-0.1,-0.0870852350264115,0.212913296651917,0.151658107116654,0.0499914404499878,-0.263165266106443,0.103358387400941,0.133333333333333,0.164721050164088,0.136025086025086,0.136025086025086,0.123211875843455,0.122001889900644,0.137612387612388,0.125309777941357,0.133333333333333,0.132678766079053,0.208166417336935,0.0709099019443847,-0.1,-0.13859649122807,-0.124418246777968,-0.133333333333333,-0.12004662004662,-0.17,-0.0154613747296478,-0.136025086025086,-0.117948717948718,-0.166551724137931,0.0840411070188745,0.198755411255411,0.201785714285714,0.0976393442622951,0.096,0.214285714285714,0.196952380952381,0.133323277604845,0.133692281294882,0.1,0.129192271143491,-0.0113053613053613,-0.0151515151515151,-0.00181631021047079,0.122403074334311,0.12386292834891,0.126666666666667,0.126666666666667,0.233389128008927,0.233389128008927,0.249950949297086
"SHH",-0.25,0.105714285714286,0.213333333333333,0,0.15,0.2,-0.1,-0.30367816091954,-0.2,-0.22,-0.08,0.0230769230769231,0.2,0.247619047619048,-0.2,-0.2,0.1,0.0933333333333333,-0.192307692307692,0.1,0.2,-0.147240143369176,-0.101944444444444,0,0,-0.1,-0.0877777777777778,-0.1,-0.2,0,0.00441558441558441,0.2,-0.2,0.1,0.116666666666667,-0.1,0,-0.333333333333333,-0.3,0,-0.1,0,0,-0.2,0,0,-0.1,0,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.275,0.275,0.283333333333333
"miR200",-0.312698412698413,-0.00930037560936626,0.0184943129700972,0,0.017593984962406,0.0075,-0.0773436583866032,-0.100667610786804,-0.0142857142857143,-0.0149659863945578,-0.00383176425131699,0.0627956902444187,0.04,0.0820166399704029,-0.0821890547263682,-0.0821890547263682,0.0250581751377832,0.0208313158547442,-0.0864284562226275,0.0160694110928394,0.012,0.0274145715621754,0.013377629850394,-0.00963475548841403,0,-0.00956521739130435,-0.018710103733532,-0.04,-0.0187017489552701,0.0142857142857143,-0.0213704112791971,0.0821890547263682,-0.0274929577464789,0.0142857142857143,0.000310060310060311,-0.017593984962406,-0.0147368421052632,-0.0119725738396624,-0.0208333333333333,-0.02,-0.00164087685364281,-0.000571476128387938,-0.000884955752212389,-0.02,-2.82485875706215e-05,0.0194088669950739,0.00561576354679802,0.0131941777295372,0.00209206713443067,0.000347881087919039,0.00196078431372549,0,0.316290322580645,0.316290322580645,0.250077608254696
"FUS",-0.297586520947177,0.10321540128769,0.217878787878788,0.1,0.127868131868132,0.213333333333333,-0.104227263913128,-0.312151102699484,-0.215337995337995,-0.211889719475926,-0.0789690721649485,0.0255901548852161,0.2,0.243549653744556,-0.179807692307692,-0.179807692307692,0.0877777777777778,0.0902524109626818,-0.17849764863957,0.0887486515641855,0.2,-0.153489201724054,-0.108347617905624,0.00868421052631579,-0.1,-0.0933333333333333,-0.0902524109626818,-0.1,-0.196367521367521,0.22,0.0100290147243126,0.179807692307692,-0.194444444444444,0.212307692307692,0.119398313190157,-0.131714285714286,-0.135714285714286,-0.218888888888889,-0.213333333333333,-0.15,-0.130904183535762,-0.00965181771633385,-0.0115873015873016,-0.333333333333333,-0.0139034878165313,0.00909090909090909,0.00909090909090909,0.00454545454545455,0.0443693693693694,0.0443693693693694,0.0416666666666667,0.0333333333333333,0.31861287303733,0.31861287303733,0.327158195023842
"TCFLEF",-0.268570155334861,0.105651346246435,0.108202764976959,0.0857142857142857,0.075814119961385,0.106666666666667,-0.247501263680481,-0.316328137635368,-0.174227642276423,-0.174907914385266,-0.0924732515957203,0.151040345147155,0.117647058823529,0.460079609279609,-0.0504774983854406,-0.0504774983854406,0.111773504273504,0.00880175212843954,-0.0482435956259137,0.107999919367844,0.112647058823529,-0.154994846749792,-0.19580320685602,-0.0119783863901538,-0.1,-0.1075,-0.00802855625215088,-0.1125,-0.1131938550225,0.175714285714286,0.136371968318074,0.0504774983854406,-0.116920563097034,0.173275261324042,0.209829103950443,-0.0790749895266024,-0.0726233766233766,-0.108202764976959,-0.111428571428571,-0.0766233766233766,-0.101042223245816,-0.00252901882146121,-0.00233781423255107,-0.1,-0.00426593078948203,-0.0213454487486051,-0.0291885860035071,-0.023671030143954,0.3155904445234,0.314928192867771,0.313059033989267,0.315384615384615,0.371964380648591,0.371964380648591,0.38857334098298
"SMAD",-0.375401423530291,-0.100091607317414,-0.128213879699419,-0.1,-0.0844070961718021,-0.120833333333333,-0.0895764279767479,-0.229812566918905,-0.0312721037402208,-0.0283874883556054,-0.0818866973076257,-0.172750671773228,0.0523809523809524,0.10157682703411,-0.135354543564151,-0.135354543564151,0.0581979458450047,0.0589794926564022,-0.138644017248361,0.0607434003904592,0.0468253968253968,0.0862229835914823,0.109963079207719,-0.0203185107231656,-0.08,-0.0601587301587302,-0.0609045179856829,-0.0657142857142857,-0.0470605932836149,0.0285714285714286,-0.0559092107906993,0.135354543564151,-0.0449023199023199,0.0382488479262673,0.0892144235692623,0.0844070961718021,0.0746031746031746,0.128585626911315,0.125833333333333,0.0888888888888889,0.0700606329488317,0.0314564431002787,0.13288501452885,0.108333333333333,0.150707163566933,0.12512315270936,0.128571428571429,0.126710454296661,0.160843237588111,0.159648018464605,0.162441314553991,0.166666666666667,0.382780023967541,0.382780023967541,0.399134347151215
"Frizzled",-0.379271708683473,0.00349598930481283,-0.014006423683843,-0.1,-0.119583333333333,0,-0.182408963585434,-0.188571467420864,0.0274509803921569,0.0274509803921569,-0.200238095238095,0.0788662486938349,0.2,0.156264975334743,0.112132604237867,0.112132604237867,0.0986842105263158,0.0985422994572524,0.112920005812671,0.105827067669173,0.125,-0.00146758138283562,0.0866720284698255,0.0589153563694567,-0.1,-0.125,-0.102351823266776,-0.1,-0.105827067669173,-0.0333333333333333,0.0129963399693196,-0.112132604237867,-0.0986842105263158,-0.0333333333333333,0.178554175293306,0.125833333333333,0.113333333333333,0.00432900432900433,0.00909090909090909,0.133333333333333,0.139393939393939,0.0553969129713533,0.054462333532101,0,0.0388979814511729,-0.11547619047619,-0.107142857142857,-0.097829131652661,0.301366459627329,0.30231884057971,0.306666666666667,0.3,0.394698164221013,0.394698164221013,0.411805555555556
"DSH",-0.391893067906774,-0.00115517348588484,-0.012165932886297,-0.133333333333333,-0.127629310344828,-0.00909090909090909,-0.177444424578342,-0.189619197339374,0.0274509803921569,0.0297066194899012,-0.196741591741592,0.0828105642390785,0.125,0.152467506980312,0.112920005812671,0.112920005812671,0.105827067669173,0.102351823266776,0.114880790126396,0.0985422994572524,0.0986842105263158,-0.00559007843819487,0.0902716772845752,0.0550192524733528,-0.1,-0.0986842105263158,-0.100659926561522,-0.125,-0.0986375251855128,-0.0333333333333333,0.00956122546550285,-0.112920005812671,-0.105827067669173,-0.0274509803921569,0.17884403036577,0.119583333333333,0.125833333333333,0.014006423683843,0.00432900432900433,0.113333333333333,0.141832963784183,0.0542648374996552,0.0553969129713533,0,0.0424067533809975,-0.097829131652661,-0.11547619047619,-0.104122837946367,0.300321163460082,0.301366459627329,0.30231884057971,0.306666666666667,0.39627296737062,0.39627296737062,0.418512872628726
"SRC",-0.481072351421189,0.0113902611150318,-0.00625272331154684,0.1,0.103418803418803,-0.0166666666666667,-0.161695086522673,-0.134385882956492,-0.157575757575758,-0.163236134934248,-0.103812316715543,0.050995670995671,0,-0.0608015640273705,-0.0235961618690029,-0.0235961618690029,-0.01,-0.0144582167133147,-0.0281416164144575,-0.00836065573770492,0,-0.0336697350696004,-0.0131224004753417,0.0849719887955182,0.2,0,0.0111025120153281,0.1,0.00836065573770492,0.166666666666667,0.0270317725752508,0.0235961618690029,0.01,0.157575757575758,0.213922930361377,-0.0923076923076923,-0.1,0.000370370370370371,-0.00333333333333333,-0.1,0.0585714285714286,0.0121325272641062,0.00942982456140351,-0.0333333333333333,0.0404832836809004,0.0752380952380952,0.08,0.0895238095238095,0.327247474747475,0.323611111111111,0.323611111111111,0.311111111111111,0.397836178496556,0.397836178496556,0.410636802810716
"GSK3",-0.3926564266854,0.00161854914185238,-0.0140798084843831,-0.113333333333333,-0.128484011199528,-0.00432900432900433,-0.179365039175013,-0.188583822015819,0.0297066194899012,0.0319793467626285,-0.196992218308008,-0.0205172227825521,0.0986842105263158,0.153532955990967,0.114880790126396,0.114880790126396,0.0985422994572524,0.100659926561522,0.114670706092783,0.102351823266776,0.105827067669173,-0.00293755854429566,0.0888558063593201,0.0574115969709605,-0.125,-0.105827067669173,-0.101975716035207,-0.0986842105263158,-0.102411110091173,-0.0274509803921569,0.0117803166948089,-0.114880790126396,-0.0986375251855128,-0.0274509803921569,0.178733288394562,0.127629310344828,0.119583333333333,0.012165932886297,0.014006423683843,0.125833333333333,0.139507382388834,0.0541149124621739,0.0542648374996552,0.00909090909090909,0.0406766495747691,-0.104122837946367,-0.097829131652661,-0.101265695089224,0.300064753203672,0.300321163460082,0.301366459627329,0.30231884057971,0.399690500803012,0.399690500803012,0.419567972277026
"STAT",-0.518330362448009,-0.0256598981814793,-0.0366471153186527,0,-0.0441888619854722,-0.025,-0.0382372666480612,-0.0665261001624638,0.0274509803921569,0.0306767868437698,-0.0796444658944659,0.01514463729417,-0.0142857142857143,-0.068270944741533,0.0818961952026468,0.0818961952026468,-0.0142857142857143,-0.0159034446100692,0.0886126131130946,-0.0168498168498168,-0.0142857142857143,-0.0244882366066113,0.00351150791290938,0.0147007498295842,0.1,0.0142857142857143,0.0174529082572683,0.0142857142857143,0.0168067226890756,-0.0333333333333333,0.0215711245092114,-0.0818961952026468,0.0142857142857143,-0.0333333333333333,0.104929874540849,0.0357142857142857,0.05,0.0339922480620155,0.0316666666666667,0.05,0.198932676518883,0.0402354378366372,0.0413848631239936,0.05,0.0413333333333333,0.0139904610492846,0.00588235294117647,0.0110778396900613,0.20139163372859,0.202840909090909,0.202840909090909,0.209090909090909,0.4188900842747,0.4188900842747,0.439983958416588
"PI3K",-0.414035087719298,-0.00517543859649123,-0.0277777777777778,0,-0.0535444947209653,0,-0.215632035660546,-0.201583356800901,0.0274509803921569,0.0323690131790421,-0.239285714285714,0.19018759018759,0.1,0.143428571428571,0.192952380952381,0.192952380952381,0.0893719806763285,0.0919795426059243,0.19432224396608,0.0970642883686362,0.111111111111111,-0.0240401902160923,0.0432000953554899,0.0910638792102207,-0.1,-0.111111111111111,-0.0946599549770584,-0.1,-0.0970642883686362,-0.0333333333333333,0.0304018282032778,-0.192952380952381,-0.0893719806763285,-0.0333333333333333,0.239263285024155,0.0509803921568627,0.0333333333333333,0.0166666666666667,0.0166666666666667,0.0333333333333333,0.178076923076923,0.0677381352541016,0.0653381352541016,0,0.0501933878182491,-0.125,-0.125,-0.115322580645161,0.341834050693448,0.342647058823529,0.342647058823529,0.325,0.431299965918497,0.431299965918497,0.445334044924209
"AKT",-0.428565002249213,-0.00914894853026607,-0.0267251461988304,-0.0333333333333333,-0.162635403811874,-0.0166666666666667,-0.212268121287457,-0.202688884439092,0.0323690131790421,0.0374323043182826,-0.237422360248447,0.193010170832751,0.111111111111111,0.140901495616297,0.19432224396608,0.19432224396608,0.0970642883686362,0.0946599549770584,0.195045135532345,0.0919795426059243,0.0893719806763285,-0.027200230990812,0.0456243377797323,0.0888082401124763,-0.1,-0.0893719806763285,-0.0934291857462891,-0.111111111111111,-0.0920363554077424,-0.0333333333333333,0.0273414477235425,-0.19432224396608,-0.0970642883686362,-0.0274509803921569,0.238511405324907,0.0535444947209653,0.0509803921568627,0.0277777777777778,0.0166666666666667,0.0333333333333333,0.182521367521368,0.0674014349174013,0.0677381352541016,0,0.0539527863144897,-0.115322580645161,-0.125,-0.120200629425649,0.340927706282572,0.341834050693448,0.342647058823529,0.342647058823529,0.436779417973291,0.436779417973291,0.453890194656829
"NOTCH",-0.418599033816425,0.00244348244348244,-0.0219079939668175,0,-0.0111111111111111,-0.0333333333333333,-0.139694915254237,-0.249013622543034,-0.0133333333333333,-0.0204761904761905,-0.102652519893899,-0.0656478578892372,0.1,0.112398921832884,-0.0351515151515151,-0.0351515151515151,0.0723076923076923,0.065980685980686,-0.036600790513834,0.0692773892773893,0.08,0.0789689206155544,0.101263723825693,-0.0140816326530612,0,-0.08,-0.0672051757766044,-0.1,-0.0692773892773893,0,-0.0620703640890557,0.0351515151515151,-0.0723076923076923,-0.02,0.120384615384615,0.0222222222222222,0.0333333333333333,0.016025641025641,0.00833333333333333,0,0.0957894736842105,0.0414285714285714,0.0380952380952381,0,0.13768115942029,0.0942857142857143,0.08,0.00396313364055299,0.207111111111111,0.207111111111111,0.211111111111111,0.2,0.437117552334944,0.437117552334944,0.45021645021645
"NOTCHic",-0.432884748102139,-0.000867775834663251,-0.0251338004184304,0,-0.0227390180878553,-0.00833333333333333,-0.135292399530967,-0.249214023344638,-0.0204761904761905,-0.0147619047619048,-0.0956102663727725,-0.0681271967322124,0.08,0.109621144055106,-0.036600790513834,-0.036600790513834,0.0692773892773893,0.0672051757766044,-0.0292116279522576,0.065980685980686,0.0723076923076923,0.0779547218325929,0.102948256750655,-0.0173074391046741,-0.1,-0.0723076923076923,-0.066136473486528,-0.08,-0.0660515828257764,-0.02,-0.0597370307557223,0.036600790513834,-0.0692773892773893,0.0133333333333333,0.12514652014652,0.0111111111111111,0.0222222222222222,0.0219079939668175,0.016025641025641,0.0333333333333333,0.091244019138756,0.0392702980472765,0.0414285714285714,0.0333333333333333,0.139219620958751,0.00396313364055299,0.0942857142857143,0.00133155469318457,0.206474168435952,0.207111111111111,0.207111111111111,0.211111111111111,0.440821256038647,0.440821256038647,0.460043039811826
"ZEB2",-0.53887033684141,-0.12423106178169,-0.111290782388343,-0.1,-0.0966173416407061,-0.0964285714285714,-0.0755944260135933,-0.0716639296824873,-0.063907753254103,-0.0602492166687372,-0.0572463768115942,-0.0496865337558246,-0.0454545454545455,-0.0448949162518086,-0.0432900432900433,-0.0432900432900433,-0.0398245614035088,-0.0369554951541608,-0.0366519276583516,-0.0351949317738791,-0.0321212121212121,-0.0312338446459505,-0.00886153391413364,-0.00398135198135198,0,0.0266666666666667,0.0365658847645504,0.04,0.0403545689784222,0.0416666666666667,0.0425910714713022,0.0432900432900433,0.0449417249417249,0.0574561403508772,0.0733311943748353,0.0919444444444445,0.0986111111111111,0.105836236933798,0.110714285714286,0.111111111111111,0.112069597069597,0.114474652794818,0.11569416498994,0.125,0.126173020527859,0.132,0.133333333333333,0.134732240437158,0.180570329141758,0.18321583178726,0.183896103896104,0.185714285714286,0.442432804908641,0.442432804908641,0.461051114600282
"cfos",-0.43584126984127,-0.0157986111111111,-0.0299596063036923,0,-0.031359649122807,-0.019047619047619,-0.127073593073593,-0.254658893418018,-0.00434782608695652,0.000736919675755343,-0.0952680652680653,-0.0807738095238095,0.1,0.109885057471264,-0.00735294117647059,-0.00735294117647059,0.0837037037037037,0.0802784963181003,-0.00247489239598278,0.0782982982982983,0.08,0.0857934025053503,0.095316979982075,-0.00830907972945276,-0.1,-0.08,-0.0787970148366188,-0.1,-0.0784405458089669,0.08,-0.0778850133632837,0.00735294117647059,-0.0837037037037037,0,0.118808701846677,0.0208333333333333,0.0333333333333333,0.0287250384024578,0.019047619047619,0.0333333333333333,0.1125,0.0401860385731353,0.0417989417989418,0.0333333333333333,0.0411294352823588,0.0153846153846154,0,0.0107692307692308,0.207563025210084,0.207563025210084,0.20952380952381,0.214285714285714,0.443293362542757,0.443293362542757,0.462914862914863
"Csl",-0.437170462387854,0.000694724165336749,-0.0251338004184304,-0.0333333333333333,-0.0235142118863049,-0.016025641025641,-0.138226936777017,-0.248393739974019,-0.0147619047619048,-0.0136749482401656,-0.0988360728243853,-0.0673908197071756,0.0723076923076923,0.109364074646366,-0.0292116279522576,-0.0292116279522576,0.065980685980686,0.066136473486528,-0.0314175103051988,0.0672051757766044,0.0692773892773893,0.0793308686215837,0.10318081489019,-0.0127097379552488,-0.08,-0.0692773892773893,-0.0677945638238636,-0.0723076923076923,-0.0668580344386796,0.0133333333333333,-0.0607729844424987,0.0292116279522576,-0.0660515828257764,0.0204761904761905,0.122379721727548,0.0227390180878553,0.0111111111111111,0.0251338004184304,0.0219079939668175,0.0222222222222222,0.0904310110086747,0.0387147424917209,0.0392702980472765,0.00833333333333333,0.13856602618751,0.00133155469318457,0.00396313364055299,0.0040588274204573,0.207607955284024,0.206474168435952,0.207111111111111,0.207111111111111,0.448003576480636,0.448003576480636,0.464182473363024
"TrCP",-0.440759302628155,-0.0139581203135651,-0.0309596063036923,-0.0333333333333333,-0.0332115009746589,-0.019047619047619,-0.129247506117071,-0.253573902459609,0.000736919675755343,0.00207025300908868,-0.0969255238316012,-0.0825919913419913,0.08,0.109885057471264,-0.00247489239598278,-0.00247489239598278,0.0782982982982983,0.0787970148366188,-0.00292943785052824,0.0802784963181003,0.0837037037037037,0.0881743548863027,0.0949709592208293,-0.00486080386738379,-0.1,-0.0837037037037037,-0.0804521872504119,-0.08,-0.0799039604431132,0,-0.076982757724186,0.00247489239598278,-0.0784405458089669,0.00434782608695652,0.117615384424242,0.031359649122807,0.0208333333333333,0.0299596063036923,0.0287250384024578,0.0333333333333333,0.109529702970297,0.0395408772828128,0.0401860385731353,0.019047619047619,0.0396588470470647,0.0107692307692308,0.0153846153846154,0.0140659340659341,0.208109473297516,0.207563025210084,0.207563025210084,0.20952380952381,0.45004577411832,0.45004577411832,0.466975776620447
"LIV1",-0.440759302628155,-0.0139581203135651,-0.0309596063036923,-0.0333333333333333,-0.0332115009746589,-0.019047619047619,-0.129247506117071,-0.253573902459609,0.000736919675755343,0.00207025300908868,-0.0969255238316012,-0.0825919913419913,0.08,0.109885057471264,-0.00247489239598278,-0.00247489239598278,0.0782982982982983,0.0787970148366188,-0.00292943785052824,0.0802784963181003,0.0837037037037037,0.0881743548863027,0.0949709592208293,-0.00486080386738379,-0.1,-0.0837037037037037,-0.0804521872504119,-0.08,-0.0799039604431132,0,-0.076982757724186,0.00247489239598278,-0.0784405458089669,0.00434782608695652,0.117615384424242,0.031359649122807,0.0208333333333333,0.0299596063036923,0.0287250384024578,0.0333333333333333,0.109529702970297,0.0395408772828128,0.0401860385731353,0.019047619047619,0.0396588470470647,0.0107692307692308,0.0153846153846154,0.0140659340659341,0.208109473297516,0.207563025210084,0.207563025210084,0.20952380952381,0.45004577411832,0.45004577411832,0.466975776620447
"EGR1",-0.440759302628155,-0.0139581203135651,-0.0309596063036923,-0.0333333333333333,-0.0332115009746589,-0.019047619047619,-0.129247506117071,-0.253573902459609,0.000736919675755343,0.00207025300908868,-0.0969255238316012,-0.0825919913419913,0.08,0.109885057471264,-0.00247489239598278,-0.00247489239598278,0.0782982982982983,0.0787970148366188,-0.00292943785052824,0.0802784963181003,0.0837037037037037,0.0881743548863027,0.0949709592208293,-0.00486080386738379,-0.1,-0.0837037037037037,-0.0804521872504119,-0.08,-0.0799039604431132,0,-0.076982757724186,0.00247489239598278,-0.0784405458089669,0.00434782608695652,0.117615384424242,0.031359649122807,0.0208333333333333,0.0299596063036923,0.0287250384024578,0.0333333333333333,0.109529702970297,0.0395408772828128,0.0401860385731353,0.019047619047619,0.0396588470470647,0.0107692307692308,0.0153846153846154,0.0140659340659341,0.208109473297516,0.207563025210084,0.207563025210084,0.20952380952381,0.45004577411832,0.45004577411832,0.466975776620447
"SNAI1",-0.447924411662423,-0.0146640026665063,-0.0299887325172846,-0.0333333333333333,-0.0352948343079922,-0.0287250384024578,-0.128119300988866,-0.254143798537383,0.00207025300908868,0.00251868350236222,-0.0965071137897602,-0.0818659187347306,0.0837037037037037,0.108952656538863,-0.00292943785052824,-0.00292943785052824,0.0802784963181003,0.0804521872504119,-0.00325784507548719,0.0787970148366188,0.0784405458089669,0.087172627770586,0.0962196584924214,-0.00651264630702801,-0.08,-0.0782982982982983,-0.0799875512153061,-0.0837037037037037,-0.0786242529476836,0.00434782608695652,-0.0782437226364667,0.00292943785052824,-0.0799039604431132,-0.000736919675755343,0.0172595125381212,0.0332115009746589,0.031359649122807,0.0309596063036923,0.0299596063036923,0.0208333333333333,0.112171212404259,0.0399098809728497,0.0395408772828128,0.019047619047619,0.0402540851423028,0.0140659340659341,0.0107692307692308,0.0112087912087912,0.208109473297516,0.208109473297516,0.207563025210084,0.207563025210084,0.451398787648455,0.451398787648455,0.470530051356277
