"","HEY1","SMO","TGFR","AKT","Jagged","NOTCHic","NOTCH","Csn","Csl","GSK3","cfos","ERK","EGR1","RAF","PI3K","cMet","TCFLEF","CD44","cateninmemb","GLI","LIV1","Frizzled","Wnt","SRC","Destcompl","cateninnuc","DSH","AXIN2","STAT","Ecadherin","DELTA","RAS","SOSGRB2","SNAI2","TWIST1","ZEB1","MEK","TrCP","RKIP","SNAI1","NFB","IKK","FUS","SUFU","CDC42","PAK1","TGF","Patched","FOXC2","SHH","miR200","SMAD","ILK","ZEB2","KLF4"
"AKT",-0.091116880082357,-0.13974358974359,0.0107288378766141,-0.0486768133826957,0.0429911699779249,0.0620967741935484,0.0645357985837923,0,0.075,-0.114800268429301,0.00308123249299719,0.0211140193782431,-0.0380952380952381,-0.148253810116824,-0.148253810116824,-0.255823114083984,-0.265344926653149,-0.259777916343871,0.0399621777190764,-0.259733728609123,0.2,0.251207729468599,0.255823114083984,0.251207729468599,0.338763860900276,0.266421849730072,0.255555555555556,0.30280385078219,0.255555555555556,0.115985270290175,0.148253810116824,0.152832123369836,-0.0579059829059829,0.243781542483306,-0.0936718017030846,0.0689647682179864,-0.0312406016567241,-0.0333333333333333,-0.0572707343807088,-0.0582381073456588,-0.0294117647058824,-0.0422322775263952,0.116666666666667,0.1,-0.00341176470588235,0.0205882352941176,-0.0200943967890008,0.131410256410256,-0.000456629378323864,0.134568151147099,0.117721317793642,0.0943745676048197,0.0980782713085234,0.144692573944968,0.148582995951417
"SNAI2",-0.0633212778782399,0.114117647058824,-0.186432521726639,-0.184008447583437,-0.151496792439004,-0.0631578947368421,-0.067053998632946,-0.133333333333333,-0.0614035087719298,0.175287561981958,-0.196078431372549,-0.209803921568627,-0.166666666666667,0.179421895154249,0.179421895154249,0.140459118346442,0.144214799534781,0.141534387163647,0.0589358559094515,0.140993877704731,-0.12,-0.136233766233766,-0.140459118346442,-0.136233766233766,-0.179522223514167,-0.144835917547203,-0.129090909090909,-0.194830239591044,-0.129090909090909,-0.161474399384629,-0.179421895154249,-0.182161621181647,0.175997295469912,0.19199640782604,0.177038739695978,-0.0940123767568702,0.21250662427133,0.1,0.139166666666667,0.16489188044952,0.158333333333333,0.175574712643678,-0.12,-0.1,0.17703081232493,0.162745098039216,0.193885937875708,-0.107995198079232,0.217941259006501,-0.107995198079232,0.15187937069232,0.0685452427483562,0.0613682092555332,0.183441577512062,0.180384615384615
"SMAD",-0.249206259407801,-0.2175,-0.181600965195268,-0.157958916900093,-0.169115486663874,-0.172348111658456,-0.181078270388615,-0.138888888888889,-0.178095238095238,-0.0801703573508085,-0.168202764976959,-0.172853927767656,-0.171428571428571,-0.135815497457419,-0.135815497457419,-0.0235854341736695,-0.0282747150420548,-0.0297672523554877,-0.0314661795079828,-0.00210556829261865,0.06,0.00476190476190476,-0.00293040293040293,0.0314285714285714,-0.0123724166267503,0.028578666409836,0.00476190476190476,0.0325237927441855,0.0314285714285714,0.0693634075805918,0.135815497457419,0.137131286931103,0.0814847678201716,0.151080463343014,0.0824475052350793,0.0521311450579089,0.173815466229195,0.15,0.123180604455191,0.145455507306314,0.153174603174603,0.147292250233427,0.2375,0.2,0.182159624413146,0.166666666666667,0.185585028940288,0.231261467889908,0.190354052189545,0.228659237406637,0.251996483115699,0.154340818998353,0.245769390426925,0.272776677553571,0.268794828518163
"TGF",-0.203932946486138,-0.16,-0.38,-0.0452380952380952,-0.122778595974472,-0.186666666666667,-0.20735632183908,0.0333333333333333,-0.186666666666667,0.0482713633398565,-0.180952380952381,-0.207268170426065,-0.166666666666667,-0.123214285714286,-0.123214285714286,-0.0666666666666667,-0.0659218801721284,-0.0685534591194969,-0.0501625427579836,-0.044743935309973,0,0.0428571428571429,0.0428571428571429,0.0666666666666667,0.0608003354694118,0.0697496313683007,0,0.0704585537918871,0,0.112472853387165,0.123214285714286,0.128571428571429,0.159210526315789,0.0705207944329092,0.178333333333333,-0.0287941196865682,0.196157059314954,0,0.124242424242424,0.220867768595041,0.0166666666666667,0.0452380952380952,0.126666666666667,0.0666666666666667,0.38,0.38,0.283571428571429,0.191034482758621,0.292919254658385,0.191034482758621,0.234179326420706,0.202003910068426,0.193939393939394,0.287427594017983,0.281973048563438
"NOTCH",-0.0456521739130435,-0.125,-0.184888888888889,-0.0777777777777778,-0.0273112073112073,0.0657142857142857,-0.0568663594470046,0,0.08,-0.088453500522466,-0.18,-0.18,-0.2,-0.129090909090909,-0.129090909090909,-0.112307692307692,-0.122497502497502,-0.121398601398601,-0.0793901821208067,-0.121398601398601,0,0.12,0.112307692307692,0.12,0.164834409843756,0.131068931068931,0.1,0.162291105121294,0.1,0.14091454442558,0.129090909090909,0.139235836627141,0.0347368421052632,0.241861188920012,0.0659152542372881,0.0520933977455717,0.151428571428571,0,0.147038019451813,0.175641025641026,0.1,0.0666666666666667,0.1,0,0.188888888888889,0.2,0.184888888888889,0.163461538461538,0.212244897959184,0.157579185520362,0.276969696969697,0.168571428571429,0.145238095238095,0.301368760064412,0.305072463768116
"SRC",-0.174428997020854,-0.103333333333333,-0.333333333333333,0.0286324786324786,-0.0708615619854152,-0.149761904761905,-0.164047619047619,0.05,-0.145,0.000346320346320345,-0.172727272727273,-0.172727272727273,-0.2,-0.0970880267000417,-0.0970880267000417,-0.015,-0.0174790083966413,-0.0199180327868852,-0.0135219278551115,-0.0199180327868852,0,0.025,0.015,0.025,0.0416463608854913,0.0235192768530172,0,-0.03182030685537,0.1,0.0793391902215432,0.0970880267000417,0.100118329730345,0.188571428571429,0.137794759673781,0.176258683844891,0.00813117699910153,0.159519725557461,-0.1,0.288269794721408,0.245836121511682,-0.0166666666666667,-0.0397435897435897,0.0833333333333333,0.0333333333333333,0.333333333333333,0.333333333333333,0.336969696969697,0.129259259259259,0.347390289449113,0.123376906318083,0.250317669448104,0.178004978662873,0.155482456140351,0.302478286912249,0.206136950904393
"Jagged",-0.05,-0.1,-0.188888888888889,-0.0666666666666667,-0.0347186147186147,0.08,0.0657142857142857,0,0.1,-0.0839080459770115,-0.2,-0.18,-0.1,-0.12,-0.12,-0.12,-0.121398601398601,-0.112307692307692,-0.0757252606548381,-0.112307692307692,0,0.1,0.12,0.1,0.162965250965251,0.122497502497502,0,0.152857142857143,0,0.144140350877193,0.12,0.129090909090909,0.04,0.23921568627451,0.071,0.0557971014492754,0.18,0,0.143589743589744,0.183333333333333,0,0.1,0,0,0.2,0.2,0.184888888888889,0.125,0.214285714285714,0.163461538461538,0.256969696969697,0.145238095238095,0.15,0.305072463768116,0.283333333333333
"Csl",-0.0667683126762411,-0.157579185520362,-0.177882519462137,-0.0762273901808786,-0.0291496455010528,-0.0542347804996362,-0.0633256895905453,-0.0666666666666667,-0.0568663594470046,-0.0969139248216907,-0.151428571428571,-0.148571428571429,-0.18,-0.141698890814333,-0.141698890814333,-0.122497502497502,-0.129389541755954,-0.131068931068931,-0.0733549239808535,-0.129731934731935,0.12,0.121398601398601,0.122473870215806,0.121398601398601,0.169959943055212,0.131619387382026,0.112307692307692,0.17339864582395,0.112307692307692,0.136365593252105,0.141698890814333,0.146845949637863,0.0388018827556697,0.247290690727505,0.0573203396327479,0.0623000685047286,0.142049689440994,0.1,0.145986549340824,0.175519729867556,0.0777777777777778,0.0708010335917313,0.163461538461538,0.125,0.184888888888889,0.184888888888889,0.176748732614065,0.175858755412835,0.204643859768602,0.174134617481801,0.278956927314629,0.17497430626927,0.16497430626927,0.306930454355388,0.303643892339544
"NOTCHic",-0.0687290969899666,-0.163461538461538,-0.184888888888889,-0.0708010335917313,-0.0359204788343861,-0.0568663594470046,-0.0542347804996362,-0.1,0.0657142857142857,-0.091759285646433,-0.18,-0.151428571428571,-0.18,-0.139235836627141,-0.139235836627141,-0.121398601398601,-0.131068931068931,-0.122497502497502,-0.0735078291796302,-0.122473870215806,0.1,0.112307692307692,0.121398601398601,0.112307692307692,0.169167743177089,0.129389541755954,0.12,0.16645777178796,0.12,0.138923732786989,0.139235836627141,0.141698890814333,0.0347368421052632,0.246470407356886,0.0602548768787976,0.0661674718196457,0.148571428571429,0,0.139995765930686,0.178286528286528,0.0666666666666667,0.0777777777777778,0.125,0.1,0.184888888888889,0.188888888888889,0.177882519462137,0.157579185520362,0.205793285055958,0.175858755412835,0.271767384830969,0.16497430626927,0.168571428571429,0.308035426731079,0.297929606625259
"cfos",-0.176686656671664,-0.164285714285714,-0.215406162464986,-0.0822368421052632,-0.0675,-0.0807692307692308,-0.0761538461538462,-0.1,-0.05,-0.0688365800865801,-0.2,-0.178260869565217,-0.08,-0.141993464052288,-0.141993464052288,-0.141111111111111,-0.151012101210121,-0.141111111111111,-0.102410210674278,-0.141111111111111,0.1,0.13,0.141111111111111,0.13,0.185637832478846,0.149160249358269,0.15,0.179638752052545,0.15,0.15446237029436,0.141993464052288,0.145652000637653,0.05,0.257317281258887,0.0784069264069264,0.0656001383604289,0.17656595431098,0,0.150909090909091,0.19358101813798,0.075,0.0875,0.114285714285714,0.1,0.20952380952381,0.214285714285714,0.207830404889228,0.154608294930876,0.234988043998087,0.178065085054332,0.282310499957559,0.173254821641918,0.174867724867725,0.323100426611323,0.312666666666667
"CDC42",-0.176686656671664,-0.164285714285714,-0.215406162464986,-0.0822368421052632,-0.0675,-0.0807692307692308,-0.0761538461538462,-0.1,-0.05,-0.0688365800865801,-0.2,-0.178260869565217,-0.18,-0.141993464052288,-0.141993464052288,-0.141111111111111,-0.151012101210121,-0.141111111111111,-0.102410210674278,-0.141111111111111,0.1,0.13,0.141111111111111,0.13,0.185637832478846,0.149160249358269,0.15,0.179638752052545,0.15,0.15446237029436,0.141993464052288,0.145652000637653,0.05,0.257317281258887,0.0784069264069264,0.0656001383604289,0.17656595431098,0,0.150909090909091,0.19358101813798,0.075,0.0875,0.114285714285714,0.1,0.20952380952381,0.314285714285714,0.207830404889228,0.154608294930876,0.234988043998087,0.178065085054332,0.282310499957559,0.173254821641918,0.174867724867725,0.323100426611323,0.312666666666667
"TrCP",-0.17521606843637,-0.154608294930876,-0.207830404889228,-0.0914961013645224,-0.0607515337423313,-0.0761538461538462,-0.0882417582417582,-0.075,-0.0807692307692308,-0.0742911255411255,-0.178260869565217,-0.17656595431098,-0.2,-0.145652000637653,-0.145652000637653,-0.141111111111111,-0.149160249358269,-0.151012101210121,-0.102043910307978,-0.14940379403794,0.15,0.141111111111111,0.141111111111111,0.141111111111111,0.186540088117944,0.151091283841028,0.13,0.187185921863866,0.13,0.151625000052146,0.145652000637653,0.150652000637653,0.054950495049505,0.258221440390894,0.075146056841709,0.0627062476851878,0.169899287644313,0.1,0.156986438975389,0.19286502768452,0.0875,0.0822368421052632,0.164285714285714,0.114285714285714,0.215406162464986,0.20952380952381,0.207830404889228,0.178065085054332,0.234988043998087,0.177065085054332,0.290432327368726,0.184222563577402,0.173254821641918,0.324065056836403,0.319224043715847
"PAK1",-0.17521606843637,-0.154608294930876,-0.207830404889228,-0.0914961013645224,-0.0607515337423313,-0.0761538461538462,-0.0882417582417582,-0.075,-0.0807692307692308,-0.0742911255411255,-0.178260869565217,-0.17656595431098,-0.2,-0.145652000637653,-0.145652000637653,-0.141111111111111,-0.149160249358269,-0.151012101210121,-0.102043910307978,-0.14940379403794,0.15,0.141111111111111,0.141111111111111,0.141111111111111,0.186540088117944,0.151091283841028,0.13,0.187185921863866,0.13,0.151625000052146,0.145652000637653,0.150652000637653,0.054950495049505,0.258221440390894,0.075146056841709,0.0627062476851878,0.169899287644313,0.1,0.156986438975389,0.19286502768452,0.0875,0.0822368421052632,0.164285714285714,0.114285714285714,0.215406162464986,0.20952380952381,0.207830404889228,0.178065085054332,0.234988043998087,0.177065085054332,0.290432327368726,0.184222563577402,0.173254821641918,0.324065056836403,0.319224043715847
"LIV1",-0.17521606843637,-0.154608294930876,-0.207830404889228,-0.0914961013645224,-0.0607515337423313,-0.0761538461538462,-0.0882417582417582,-0.075,-0.0807692307692308,-0.0742911255411255,-0.178260869565217,-0.17656595431098,-0.2,-0.145652000637653,-0.145652000637653,-0.141111111111111,-0.149160249358269,-0.151012101210121,-0.102043910307978,-0.14940379403794,0.15,0.141111111111111,0.141111111111111,0.141111111111111,0.186540088117944,0.151091283841028,0.13,0.187185921863866,0.13,0.151625000052146,0.145652000637653,0.150652000637653,0.054950495049505,0.258221440390894,0.075146056841709,0.0627062476851878,0.169899287644313,0.1,0.156986438975389,0.19286502768452,0.0875,0.0822368421052632,0.164285714285714,0.114285714285714,0.215406162464986,0.20952380952381,0.207830404889228,0.178065085054332,0.234988043998087,0.177065085054332,0.290432327368726,0.184222563577402,0.173254821641918,0.324065056836403,0.319224043715847
"EGR1",-0.17521606843637,-0.154608294930876,-0.207830404889228,-0.0914961013645224,-0.0607515337423313,-0.0761538461538462,-0.0882417582417582,-0.075,-0.0807692307692308,-0.0742911255411255,-0.178260869565217,-0.17656595431098,-0.2,-0.145652000637653,-0.145652000637653,-0.141111111111111,-0.149160249358269,-0.151012101210121,-0.102043910307978,-0.14940379403794,0.15,0.141111111111111,0.141111111111111,0.141111111111111,0.186540088117944,0.151091283841028,0.13,0.187185921863866,0.13,0.151625000052146,0.145652000637653,0.150652000637653,0.054950495049505,0.258221440390894,0.075146056841709,0.0627062476851878,0.169899287644313,0.1,0.156986438975389,0.19286502768452,0.0875,0.0822368421052632,0.164285714285714,0.114285714285714,0.215406162464986,0.20952380952381,0.207830404889228,0.178065085054332,0.234988043998087,0.177065085054332,0.290432327368726,0.184222563577402,0.173254821641918,0.324065056836403,0.319224043715847
"SHH",-0.133333333333333,0.1,-0.4,-0.15,-0.202857142857143,0,-0.0333333333333333,0,-0.1,0.28974358974359,-0.1,-0.2,0,0.25,0.25,0.2,0.206666666666667,0.2,-0.225232974910394,0.3,0,-0.2,-0.3,-0.1,-0.295844155844156,-0.223333333333333,-0.2,-0.342857142857143,-0.1,0.1625,-0.25,-0.273076923076923,0.25,-0.227662835249042,0.225,-0.025,0.3,0,0.22,0.333333333333333,0,0.1,0,0,0.3,0.2,0.48,-0.0666666666666667,0.375,-0.146666666666667,0.216666666666667,0.15,0.133333333333333,0.325,0.25
"SNAI1",-0.18771606843637,-0.178065085054332,-0.207830404889228,-0.0887183235867446,-0.0659280043305666,-0.0882417582417582,-0.0849764521193093,-0.0875,-0.0761538461538462,-0.0755452509536668,-0.17656595431098,-0.169899287644313,-0.178260869565217,-0.150652000637653,-0.150652000637653,-0.151012101210121,-0.151091283841028,-0.149160249358269,-0.0996604906188587,-0.147392825116551,0.13,0.141111111111111,0.14940379403794,0.141111111111111,0.187472105661803,0.15042014290143,0.141111111111111,0.188817623495568,0.141111111111111,0.151572970915829,0.150652000637653,0.152950851212366,0.0515542686344106,0.259126569455594,0.0756588773545295,0.0670112907356183,0.172141440110681,0.075,0.156568028933548,0.091263604196975,0.0822368421052632,0.0914961013645224,0.154608294930876,0.164285714285714,0.207830404889228,0.215406162464986,0.204604598437616,0.177065085054332,0.233082071952344,0.186967997675692,0.289567774054605,0.182377545127218,0.184222563577402,0.32763209250676,0.320781676114601
"STAT",-0.182,-0.108333333333333,-0.270604066985646,-0.0959806295399516,-0.0799852631088433,-0.0581346051934287,-0.057163731407021,-0.1,-0.0392156862745098,0.0760258121940365,-0.24,-0.228235294117647,-0.2,0.0347808105872622,0.0347808105872622,-0.00633116883116883,-0.0121010736547014,-0.00547646797646798,-0.0170013807901854,-0.00549083269671505,0.1,0.00178571428571429,0.00633116883116883,0.00178571428571429,-0.042281364982304,0.00959809391691834,0.0142857142857143,-0.043274764451235,0.0142857142857143,0.0792997576634364,-0.0347808105872622,-0.0347808105872622,0.185714285714286,0.0792399322852461,0.183067448959503,0.0524027254796486,0.229310562934851,0,0.148833655083655,0.20014669287416,0.08,0.0942857142857143,0.075,0.05,0.265340909090909,0.259090909090909,0.268188608048448,0.106007751937984,0.280159509202454,0.124591822734445,0.287430330253366,0.178941085013049,0.181239935587762,0.336282947821409,0.225846702317291
"GLI",-0.206979386393648,-0.0851190476190476,-0.362641509433962,-0.0904636964434897,-0.0873136611994535,-0.107278956675508,-0.119659909056461,-0.0722222222222222,-0.109778956675508,0.0224914934816401,-0.289047619047619,-0.287748917748918,-0.305714285714286,-0.187423804541,-0.187423804541,-0.153446105428796,-0.163029625357144,-0.16465300198052,-0.104190327701623,-0.171798619241794,0.15,0.0561290322580645,0.062011385199241,0.146129032258065,0.206747871485788,0.164643492661388,0.04,0.199640700483092,0.13,0.168581275390883,0.187423804541,0.194354497610307,0.0934007585335019,0.270677201504425,0.116662649744144,0.0418678955453149,0.280566597306929,0.0833333333333333,0.149401548468083,0.219062957746897,0.077485380116959,0.0795261964434897,0.0851190476190476,0.0476190476190476,0.373333333333333,0.373333333333333,0.360994450610433,0.113690476190476,0.290548460612315,0.11657113462669,0.30673244196464,0.211991747391332,0.203343098742683,0.353753029527223,0.347994851994852
"TCFLEF",-0.117654708662416,0.0271428571428571,-0.491359180557181,-0.203224349283255,-0.20935481982875,-0.0322493224932249,-0.0312526447523611,-0.151948051948052,-0.028327753865774,0.228224742771467,-0.331114982578397,-0.349210220673635,-0.304285714285714,0.193399019184218,0.193399019184218,0.166688034188034,0.0660569420961368,0.167316965005644,-0.17703761785457,0.161312623154055,-0.133333333333333,-0.15921568627451,-0.160070387129211,-0.165833333333333,-0.280060812609911,-0.067861065807477,-0.13921568627451,-0.517558974358974,-0.145833333333333,0.178378743764137,-0.193399019184218,-0.192479176871471,0.193699984646092,0.217599168413045,0.308528565851283,-0.0287149122807018,0.361455118632819,0.142857142857143,0.154799559167929,0.310645999746418,0.171948051948052,0.194528697109342,-0.0366666666666667,-0.0166666666666667,0.477340488968396,0.456410256410256,0.49566381631877,-0.0287557603686636,0.503020890152273,-0.0158723247858415,0.28081668666006,0.142150841789566,0.136605908711172,0.357850035442141,0.347114527629234
"Patched",-0.156410256410256,0.0666666666666667,-0.48,-0.221428571428571,-0.213968253968254,-0.0333333333333333,-0.0424242424242424,0,0,0.299267399267399,-0.2,-0.3,-0.1,0.273076923076923,0.273076923076923,0.2,0.223333333333333,0.206666666666667,-0.241899641577061,0.3,-0.1,-0.3,-0.3,-0.2,-0.305734265734266,-0.222362459546926,-0.2,-0.361038961038961,-0.1,0.173179611650485,-0.273076923076923,-0.279326923076923,0.283333333333333,-0.234329501915709,0.265740740740741,-0.0583333333333333,0.338461538461538,0,0.277142857142857,0.349462365591398,0.1,0.15,-0.1,0,0.4,0.3,0.53,-0.146666666666667,0.435,-0.134166666666667,0.280952380952381,0.19,0.15,0.375,0.327777777777778
"FUS",-0.202787068004459,0.134166666666667,-0.551621621621622,-0.260659340659341,-0.242582711799579,-0.0424242424242424,-0.0560606060606061,-0.15,-0.0424242424242424,0.311015296789885,-0.338461538461538,-0.377855477855478,-0.3,0.290954830053667,0.290954830053667,0.223333333333333,0.226121858043166,0.222362459546926,-0.254761459298671,0.31474358974359,-0.2,-0.3,-0.316666666666667,-0.206666666666667,-0.311608763555801,-0.223947944999688,-0.3,-0.383870402461107,-0.2,0.1880964594491,-0.290954830053667,-0.293138236167204,0.314507422402159,-0.233915720604262,0.286205785397347,-0.0393669196908253,0.383602604292259,0.1,0.286421207658321,0.375562994522215,0.221428571428571,0.241428571428571,-0.146666666666667,-0.0666666666666667,0.53,0.48,0.567579068430132,-0.111944444444444,0.478375680580762,-0.110934343434343,0.317097261263197,0.228853046594982,0.201111111111111,0.42809348029531,0.418761384335155
"SUFU",-0.229293092100845,0.111944444444444,-0.567579068430132,-0.272068736632495,-0.255171785433784,-0.0560606060606061,-0.0544733044733045,-0.221428571428571,-0.0424242424242424,0.313585990877289,-0.377855477855478,-0.383602604292259,-0.338461538461538,0.293138236167204,0.293138236167204,0.222362459546926,0.223947944999688,0.226121858043166,-0.255034310594715,0.318832809074445,-0.2,-0.316666666666667,-0.31474358974359,-0.223333333333333,-0.311768253188975,-0.226147433490737,-0.3,-0.388320051173051,-0.206666666666667,0.189950218460429,-0.293138236167204,-0.29503697034442,0.320801128695866,-0.233190605245,0.291360424572605,-0.0321205428792311,0.395091965994387,0.15,0.289278350515464,0.384251239837377,0.241428571428571,0.260659340659341,-0.134166666666667,-0.146666666666667,0.551621621621622,0.53,0.573298989534669,-0.110934343434343,0.48606798827307,-0.0935598260598261,0.324160458289219,0.233702931121541,0.228853046594982,0.445001692855697,0.432533839424975
"ZEB2",-0.403550642905482,-0.351428571428571,-0.324539270253556,-0.279771547248183,-0.273240887694449,-0.269538461538462,-0.259155947877259,-0.255555555555556,-0.228205128205128,-0.215558569274446,-0.176315789473684,-0.166638370118845,-0.15,-0.125562770562771,-0.125562770562771,-0.0991228070175439,-0.0947018367515032,-0.0880116959064328,-0.0852915576228371,-0.070599217296465,0.05,0.0687878787878788,0.0816083916083916,0.0833333333333333,0.0847672894378699,0.0915849536346201,0.0954545454545455,0.109653644619925,0.11,0.121984847659698,0.125562770562771,0.125776903325083,0.129047619047619,0.130569916778077,0.144329105183655,0.144619126610262,0.176394467679821,0.2,0.210756843800322,0.242064846661277,0.255555555555556,0.284444444444444,0.285714285714286,0.3,0.307532467532468,0.312987012987013,0.322422868137154,0.334355400696864,0.341964257964258,0.361628127969591,0.386257626406836,0.39745329387205,0.398672806067172,0.494033499623108,0.576669901679946
"ZEB1",-0.396687802698165,-0.308712121212121,-0.359330909841188,-0.326465343687087,-0.264383941885584,-0.225122549019608,-0.220163871333657,-0.293333333333333,-0.19375,0.00718529221778434,-0.236,-0.232470588235294,-0.2,0.068936996658393,0.068936996658393,0.00701909281536254,0.0116290218933767,0.0153524261486959,-0.0281312072699043,0.0269245966505207,-0.0333333333333333,-0.0267131242740999,-0.0190208165817922,-0.01682301438399,-0.129932324670046,-0.0142709005626527,-0.00476190476190476,-0.122377459439942,0.00512820512820513,-0.0197671371793854,-0.068936996658393,-0.0703543194930387,0.196218323586745,-0.0494672544250435,0.272865922877345,0.116431751803478,0.239078517750713,0.233333333333333,0.263082217588987,0.307087579762679,0.29859649122807,0.326465343687087,0.254166666666667,0.266666666666667,0.343594869232051,0.342145593869732,0.361299413778196,0.298908199643494,0.383083701346723,0.319904640924633,0.403285483931502,0.395283189418713,0.393840881726406,0.509346908640056,0.494839898797722
"miR200",-0.36454802259887,-0.266666666666667,-0.327798861480076,-0.309053766491701,-0.250119635578998,-0.208866995073892,-0.244460215412875,-0.22,-0.229556650246305,-0.0705257804027287,-0.18,-0.211818181818182,-0.2,0.0327745885954841,0.0327745885954841,0.0161175750153092,0.013281833977321,0.00375802445351149,-0.0111927307577932,0.0180535520817211,0,-0.004,-0.027943661971831,0.00782608695652174,-0.0910640221574095,-0.00828183397732102,-0.04,-0.0713711789658666,-0.04,0.0529115538999314,-0.0327745885954841,-0.0310289526852597,0.169419729206963,-0.0183152408375196,0.25387046491341,0.219695340501792,0.20569573283859,0.2,0.238966384891578,0.277987197987198,0.277894736842105,0.280751879699248,0.28,0.18,0.329411764705882,0.3,0.344077931247518,0.326160337552743,0.362471403934819,0.313116859291873,0.390946879501426,0.395837122111153,0.364175680104884,0.586017025089606,0.576501035196687
