"","SNAI1","AKT","NFB","RKIP","Jagged","NOTCH","NOTCHic","Csn","Csl","TWIST1","TrCP","cfos","MEK","EGR1","FOXC2","STAT","cateninmemb","RAS","RAF","PI3K","DELTA","CD44","Destcompl","Wnt","Frizzled","GLI","Ecadherin","LIV1","SRC","cateninnuc","TCFLEF","cMet","AXIN2","DSH","ZEB1","TGFR","CDC42","PAK1","TGF","SNAI2","ERK","GSK3","SOSGRB2","SUFU","IKK","FUS","SMO","HEY1","Patched","SHH","ILK","SMAD","miR200","ZEB2","KLF4"
"KLF4",-0.0134028749158579,0.0342857142857143,0.02,-0.0186868686868687,0.0346508563899868,0.0985862970453312,0.0996172248803828,0,0.0890909090909091,-0.0243877995642702,0.1,0.0709090909090909,0.0857665802965985,0.08,0.0799870045484081,-0.0333333333333333,0.0192009672802356,0.0343250377073906,0.0335897435897436,0.0335897435897436,0.0335897435897436,-0.0360205396617697,-0.0917814907919193,-0.036890104879161,-0.0392156862745098,-0.036890104879161,0.00664298232458113,-0.0333333333333333,0.0392156862745098,0.0367427477693262,0.0383616767855155,0.036890104879161,0.0421212711262689,0.0333333333333333,-0.00433952528379773,-0.00157575757575757,-0.00290909090909091,0.00909090909090909,-0.000112342941611233,0.153263070720174,-0.0826737967914438,0.090345431973473,0.0738707833047456,0,-0.0342857142857143,-0.0333333333333333,-0.0333333333333333,0.0138579067990833,-0.0395833333333333,-0.0342069892473118,0.00133333333333333,-0.000115942028985507,0.00606430606430606,0.00952528379772962,-0.0037037037037037
"FOXC2",-0.0134028749158579,0.0342857142857143,0.02,-0.0186868686868687,0.0346508563899868,0.0985862970453312,0.0996172248803828,0,0.0890909090909091,-0.0243877995642702,0.1,0.0709090909090909,0.0857665802965985,0.08,0.0799870045484081,-0.0333333333333333,0.0192009672802356,0.0343250377073906,0.0335897435897436,0.0335897435897436,0.0335897435897436,-0.0360205396617697,-0.0917814907919193,-0.036890104879161,-0.0392156862745098,-0.036890104879161,0.00664298232458113,-0.0333333333333333,0.0392156862745098,0.0367427477693262,0.0383616767855155,0.036890104879161,0.0421212711262689,0.0333333333333333,-0.00433952528379773,-0.00157575757575757,-0.00290909090909091,0.00909090909090909,-0.000112342941611233,0.153263070720174,-0.0826737967914438,0.090345431973473,0.0738707833047456,0,-0.0342857142857143,-0.0333333333333333,-0.0333333333333333,0.0138579067990833,-0.0395833333333333,-0.0342069892473118,0.00133333333333333,-0.000115942028985507,0.00606430606430606,0.00952528379772962,-0.0037037037037037
"Ecadherin",-0.0111876850424401,0.0290909090909091,0.0342857142857143,-0.0220576552037226,0.0367103529574925,0.095240572138268,0.0985862970453312,0.02,0.0996172248803828,-0.0264362166964862,0,0.0826737967914438,0.083805795982873,0.0709090909090909,0.0793005056925728,-0.0392156862745098,0.0189445570238253,0.036559674578899,0.0343250377073906,0.0343250377073906,0.0343250377073906,-0.0383616767855155,-0.0916882941469985,-0.036890104879161,-0.036890104879161,-0.038890104879161,-0.0935517596423127,-0.0333333333333333,0.036890104879161,0.0370228598141441,0.0367427477693262,0.0360205396617697,0.0427398278272998,0.0392156862745098,-0.00576132623166503,-0.000112342941611233,-0.00157575757575757,-0.00290909090909091,0.000430152537593107,0.152721228456478,-0.0857665802965985,0.0912284341809785,0.0712392043573772,-0.0333333333333333,-0.0342857142857143,-0.0333333333333333,-0.0395833333333333,0.013186765859486,-0.0342069892473118,-0.034994390822115,-0.000115942028985507,-0.00326364178685476,0.00736784423935262,0.0104731510963078,-0.00623534927332396
"cateninmemb",-0.0205458246758867,0.104098124098124,0.0942857142857143,-0.0346597133916556,0.286687134901449,0.253786986078688,0.254158733290584,0.08,0.24488038277512,-0.264179136086464,0.1,0.116791443850267,0.128814892404947,0.110909090909091,0.15955803774526,-0.284313725490196,0.175992629499131,0.114319855574374,0.112085218702866,0.112085218702866,0.112085218702866,-0.29450117201738,-0.227430463478636,-0.293014607607277,-0.291290469676243,-0.295681274273944,0.0481032163133424,-0.266666666666667,0.291290469676243,0.294345592973807,0.294625705018625,0.292160034893634,0.139085515907064,0.284313725490196,-0.00715732738593068,0.00157871396895787,0.00109090909090909,0.00509090909090909,0.002844536753768,0.38378657290051,-0.126069794365731,0.226406016456988,0.146768830309049,-0.233333333333333,-0.105396825396825,-0.25,-0.2625,0.0289783173794228,-0.263575268817204,-0.262787867242401,0.000231884057971015,-0.00243155419868758,0.0143497656905478,0.0185523992585311,-0.00876699484294421
"IKK",-0.0168292338139666,0.171750321750322,0.0857142857142857,-0.00846994535519126,0.114304904717276,0.190909090909091,0.186147186147186,0.1,0.190909090909091,-0.218202614379085,0,-0.0142857142857143,-0.0240634920634921,0,0.132669552669553,-0.1,-0.026562552903335,0.0489413188142771,0.0489413188142771,0.0489413188142771,0.0489413188142771,-0.123418803418803,-0.21580215594947,-0.118803418803419,-0.111111111111111,-0.123418803418803,0.0426777445880504,-0.1,0.111111111111111,0.124541595380471,0.122853831667391,0.118803418803419,0.0971428571428571,0.1,-0.00102255639097744,-0.0934343434343434,-0.0888888888888889,-0.1,-0.0958343434343434,0.370718506580714,0.0262857142857143,0.100677655677656,-0.0739495798319328,-0.1,-0.169047619047619,-0.12,-0.12,-0.0888544891640867,-0.123703703703704,-0.127151979565773,-0.1,-0.0930693069306931,0.01561872909699,0.0195488721804511,0.0168498168498168
"cateninnuc",-0.0745907426215114,0.0537054924242424,0.0549242424242424,-0.0944340721313426,0.261943526873876,0.295932488729099,0.293659761456372,0.0458333333333333,0.293659761456372,-0.21252154297679,0.0333333333333333,0.120979986197377,0.122594200574337,0.11304347826087,0.159256715961634,-0.268298368298368,0.2060308045468,0.0667070067070067,0.0675487575487575,0.0675487575487575,0.0675487575487575,-0.274233495972626,-0.24801050729779,-0.276755783426421,-0.272407957339464,-0.275965269592429,-0.0311745241401955,-0.260606060606061,0.271076146076146,0.174286790597232,0.274756274165308,0.275423972163103,0.0933320607438564,0.268298368298368,-0.012791815680505,0.00114942528735632,0,0,-0.000160618380765949,0.462111241795792,-0.123511631766998,0.245828057608407,0.135369344255528,-0.211111111111111,-0.0529242424242424,-0.231111111111111,-0.229471766848816,0.0256151863383978,-0.231335120886083,-0.235038824589787,-0.00581240981240981,-0.00758594323669358,0.0164796480219368,0.0259018030317088,-0.0131041457553913
"ZEB1",-0.0492740460945974,-0.0591807387320761,-0.0796491228070176,-0.0302876234017433,-0.0778949547409142,-0.0943627450980392,-0.0943627450980392,-0.0533333333333333,-0.104166666666667,0.0207059169651974,-0.0333333333333333,-0.07,-0.0663306556102617,-0.05,-0.000359940676341883,0.0256410256410256,-0.00236802777311025,-0.0725283640301862,-0.0733157656049894,-0.0733157656049894,-0.0733157656049894,0.0289618051723504,0.111053397605352,0.0366635397123202,0.0308943089430894,0.034945326653901,-0.0893591603352939,0.0333333333333333,-0.0232020012507817,-0.0286406784704309,-0.0292277626191589,-0.0310451385056837,-0.0328687241034149,-0.0333333333333333,-0.103315438273106,-0.0201042879575441,-0.0175662168915542,-0.0132183908045977,-0.017348382445733,-0.0938735080595546,0.0711764705882353,-0.0265937756817175,0.0473294346978558,0.0583333333333333,0.0648950244463618,0.0958333333333333,0.0821969696969697,0.0457831201613585,0.0763146167557932,0.0823644388198502,0.0608751108112042,0.064721264657358,0.00486817709348691,0.0357753282376265,0.0386838096382486
"ERK",-0.20620821954013,-0.0298547867854398,-0.0201839826839827,-0.0886045299222167,-0.0915287272835392,-0.0180537804504078,-0.0188848053811557,-0.0232142857142857,-0.0123154623154623,-0.142338580893692,0.0142857142857143,-0.106016140865737,0.0103951868965654,-0.137931034482759,-0.0305580646959957,-0.00526315789473684,0.134039475907846,-0.0445799579957996,-0.046010101010101,-0.046010101010101,-0.046010101010101,-0.00672581737266349,-0.173118984798279,-0.000699300699300699,0,-0.0019524335313809,-0.146287950262274,0,0.00526315789473684,0.00575152988815296,0.00616819655481963,0.00596245859403754,0.00350138344581074,0,-0.0142830715027193,0.0281087191681366,0.026648865153538,0.0257142857142857,0.0308559719153893,0.297157020665663,-0.00231719246759599,0.0477838011724034,0.0531403914316536,0.0666666666666667,0.0307722179781003,0.0706666666666667,0.0886994535519126,0.107920925971371,0.0958889960355727,0.0973382713978915,0.112233207793256,0.107369985908757,0.0770971001210182,0.0957050573125992,0.093455896255269
"TWIST1",-0.0662353432548224,-0.0661172161172161,-0.0423076923076923,-0.09736272344968,-0.0667654815702471,-0.0688507230016664,-0.0716809116809117,-0.05,-0.0562962962962963,0.0588068450110784,-0.1,0.0797101449275362,0.0650597128772613,0.0666666666666667,-0.163195506668875,0.0666666666666667,0.0418364569940724,0.0341938099276961,0.0345362756811207,0.0345362756811207,0.0345362756811207,0.0670440627759264,0.0865101381370874,0.0669590643274854,0.0722222222222222,0.0685590643274854,0.0109529995545685,0.0666666666666667,-0.0722222222222222,-0.0671772121189418,-0.0678097595599999,-0.065839243498818,-0.0650656332914397,-0.0666666666666667,-0.0468872381153083,0.120229885057471,0.120229885057471,0.113333333333333,0.117724190296651,-0.343707384450787,-0.0665522501906941,-0.0766298805662354,0.0272154745838956,0.166666666666667,0.0661172161172161,0.155555555555556,0.167555555555556,0.0757310486124046,0.171665144596651,0.166246425384829,0.0910865410865411,0.0920766400964421,0.109763127554764,0.105739072405739,0.109526787575568
"TGF",-0.0297043865225683,-0.0206140350877193,-0.0416666666666667,-0.0939393939393939,-0.123649975454099,-0.0232183908045977,-0.0266666666666667,0.0333333333333333,-0.0466666666666667,-0.00462962962962963,0,0.123809523809524,0.144628237259816,0.166666666666667,-0.113307453416149,0.1,0.03727407971503,0.0220238095238095,0.0327380952380952,0.0327380952380952,0.0327380952380952,0.0614465408805031,0.090328088037266,0.0871428571428571,0.0571428571428571,0.085256064690027,-0.0380893854748603,0,-0.0333333333333333,-0.0613269236556228,-0.0627623303541874,-0.0633333333333333,-0.0518077601410935,-0.1,0.0157645100894529,0.205714285714286,0.22,0.22,0.105714285714286,-0.0620810437655113,-0.129072681704261,-0.0648898828937968,0.101315789473684,0.0666666666666667,0.0416666666666667,0.126666666666667,0.143333333333333,0.106382978723404,0.126091954022989,0.138591954022989,0.122121212121212,0.133411534701857,0.0994755244755245,0.134375332270069,0.138011695906433
"TGFR",-0.0329492242806804,-0.025265197878417,-0.0416666666666667,-0.105367965367965,-0.129447076903375,-0.0253766641858927,-0.0232183908045977,-0.0416666666666667,-0.0266666666666667,-0.0113911954659286,0.0333333333333333,0.129072681704261,0.156957004383104,0.123809523809524,-0.12160439664759,0.0333333333333333,0.0379669203616813,0.0278717627401838,0.0220238095238095,0.0220238095238095,0.0220238095238095,0.0627623303541874,0.090328088037266,0.085256064690027,0.0871428571428571,0.0859012259803495,-0.0411558249978586,0.1,-0.0633333333333333,-0.0623012372074385,-0.0613269236556228,-0.0614465408805031,-0.0582455283814368,-0.0571428571428571,0.00557583084416986,0.105714285714286,0.205714285714286,0.22,0.112806484295846,-0.0625440067284742,-0.144628237259816,-0.0670903718913518,0.0852664067576348,0.126666666666667,0.0206140350877193,0.143333333333333,0.126091954022989,0.110860590663703,0.138591954022989,0.14593658679135,0.133411534701857,0.13092043149901,0.101528310399278,0.135507407741767,0.136225981620718
"DSH",-0.0336991028295376,-0.133419540229885,-0.164166666666667,-0.0150749250749251,-0.16514115159806,-0.187323950559245,-0.186624649859944,-0.126666666666667,-0.196428571428571,0.0405781035818583,-0.0666666666666667,-0.00117647058823529,-0.016046980195587,0.04,0.0289806806820271,0.2,-0.0757106518517251,-0.0156629204068321,-0.012021463824199,-0.012021463824199,-0.012021463824199,0.232464024299159,0.278102216662955,0.226503759398496,0.215789473684211,0.232386112339673,-0.0633759014299214,0.2,-0.215789473684211,-0.231778784931818,-0.231511643346778,-0.226503759398496,-0.142854925468997,-0.2,0.0700431937250368,-0.075776397515528,-0.0710144927536232,-0.0666666666666667,-0.0740342372367823,-0.103408794931407,0.0122875816993464,-0.152908353880432,-0.00665188470066519,0.1,0.139166666666667,0.163636363636364,0.149350649350649,0.0977741407528641,0.139673229995811,0.146421696253479,0.116221297116755,0.126409976362038,0.165848577235772,0.229350570705914,0.230847678877376
"GSK3",-0.0340313287431589,-0.143675950486295,-0.139166666666667,-0.0183330704383336,-0.168498815831637,-0.195895379130673,-0.187323950559245,-0.164166666666667,-0.186624649859944,0.0368649153616278,-0.126666666666667,-0.0122875816993464,-0.0194560711046779,-0.00117647058823529,0.0253124191190287,0.215789473684211,-0.0760643211709116,-0.0120914918354035,-0.0156629204068321,-0.0156629204068321,-0.0156629204068321,0.231511643346778,0.27736251958652,0.232386112339673,0.226503759398496,0.232386112339673,-0.0641332277387788,0.2,-0.226503759398496,-0.232634048089712,-0.231778784931818,-0.232464024299159,-0.141180648452254,-0.215789473684211,0.0669228371128526,-0.0740342372367823,-0.075776397515528,-0.0710144927536232,-0.0722393654419105,-0.104444170254962,0.016046980195587,-0.255237804795573,-0.00897746609601403,0.163636363636364,0.133419540229885,0.149350649350649,0.139673229995811,0.105040576739023,0.146421696253479,0.155034136444867,0.126409976362038,0.127759301699369,0.16854494300365,0.231876573677683,0.233137755213254
"ILK",-0.0444323671497584,-0.211463046757164,-0.2,-0.0361021331609567,-0.145614035087719,-0.15893300248139,-0.165384615384615,-0.166666666666667,-0.15,0.0144418423106948,-0.2,0.0285714285714286,-0.0240804518528723,0,0.0463646922183508,0.2,-0.0669575661402054,0.0129006701061496,0.0252294372294372,0.0252294372294372,0.0252294372294372,0.209624674842066,0.245458933408637,0.201932367149758,0.188888888888889,0.209624674842066,-0.0574751145428751,0.1,-0.188888888888889,-0.212136178132881,-0.213579477101953,-0.201932367149758,-0.130952380952381,-0.2,0.0705954525536784,-0.0745882352941176,-0.0705882352941176,-0.1,-0.0770272596843616,-0.0102581097209371,0.0126050420168067,-0.122655122655123,-0.0334615384615385,0,0.229411764705882,0.1,0.15,0.0926445363737262,0.134615384615385,0.126282051282051,0.103985594237695,0.107985594237695,0.169814113666573,0.233800006491715,0.22609649122807
"SHH",-0.116666666666667,0.1,0,-0.08,0.117142857142857,0.233333333333333,0.2,0,0.1,-0.15,0,-0.1,-0.08,0,0.025,-0.1,0.165017921146953,0.0230769230769231,0,0,0,-0.2,-0.237662337662338,-0.1,0,-0.1,-0.0244444444444444,0,0.1,0.233333333333333,0.233333333333333,0.2,0.0571428571428571,0,0.05,-0.0333333333333333,-0.0333333333333333,0,-0.0333333333333333,0.400383141762452,0.1,0.192307692307692,0,0.2,-0.1,0.2,0.1,0.0666666666666667,0.0666666666666667,-0.0133333333333333,0.0666666666666667,0.1,0.2,0.25,0.25
"Patched",-0.11989247311828,0.0571428571428571,0.1,-0.0942857142857143,0.120846560846561,0.206060606060606,0.233333333333333,0,0.2,-0.175925925925926,0,-0.1,-0.0723076923076923,-0.1,0.015,-0.1,0.170573476702509,0.0418269230769231,0.0230769230769231,0.0230769230769231,0.0230769230769231,-0.233333333333333,-0.245354645354645,-0.1,-0.1,-0.125,-0.0331823085221143,-0.1,0.2,0.238187702265372,0.233333333333333,0.2,0.0935064935064935,0,0.0416666666666667,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.025,0.417716475095785,0.08,0.201831501831502,0.0333333333333333,0.2,-0.1,0.1,0.0666666666666667,0.105128205128205,-0.0133333333333333,0.0116666666666667,0.1,0.1,0.207142857142857,0.258333333333333,0.238888888888889
"SMO",-0.11989247311828,0.0531428571428571,0.1,-0.0998412698412698,0.120846560846561,0.216060606060606,0.206060606060606,0.1,0.233333333333333,-0.175925925925926,0,-0.08,-0.0632167832167832,-0.1,0.0253448275862069,-0.2,0.177369593207363,0.0418269230769231,0.0418269230769231,0.0418269230769231,0.0418269230769231,-0.233333333333333,-0.245354645354645,-0.125,-0.1,-0.125,-0.0365033417324464,-0.1,0.2,0.23893958196462,0.238187702265372,0.233333333333333,0.0797133900582176,0.1,0.043361581920904,-0.025,-0.0333333333333333,-0.0333333333333333,-0.0277027027027027,0.429145046524357,0.0723076923076923,0.212511113481987,0.0280701754385965,0.1,-0.0571428571428571,0.0666666666666667,-0.0133333333333333,0.10989010989011,0.0116666666666667,0.000555555555555559,0.1,0.0984126984126984,0.213471971066908,0.263418079096045,0.247222222222222
"FUS",-0.12366605802394,0.0646813186813187,0.0571428571428571,-0.100872197676321,0.124461018677886,0.222878787878788,0.216060606060606,0.1,0.206060606060606,-0.178543726973046,0.1,-0.0723076923076923,-0.0597685073547143,-0.08,0.0253448275862069,-0.2,0.179418010339579,0.0387701545179711,0.0418269230769231,0.0418269230769231,0.0418269230769231,-0.238187702265372,-0.245208659953186,-0.125,-0.125,-0.130769230769231,-0.0370512869379259,-0.2,0.233333333333333,0.23948306022549,0.23893958196462,0.233333333333333,0.0877879242197083,0.1,0.0464290665834806,-0.0277027027027027,-0.025,-0.0333333333333333,-0.0277027027027027,0.43363337686547,0.0632167832167832,0.214183354284663,0.039608636977058,0.0666666666666667,-0.0531428571428571,-0.0133333333333333,0.0116666666666667,0.111339385252429,0.000555555555555559,-0.000454545454545451,0.0984126984126984,0.101638504864311,0.214462070076809,0.266485563758622,0.248861566484517
"SUFU",-0.124177131277773,0.065352459620916,0.0531428571428571,-0.105361993594689,0.123748429604252,0.22525974025974,0.222878787878788,0.0571428571428571,0.216060606060606,-0.18122413934418,0.1,-0.0632167832167832,-0.0576408477802462,-0.0723076923076923,0.0246004107127578,-0.233333333333333,0.179963712931667,0.0400359773027812,0.0387701545179711,0.0387701545179711,0.0387701545179711,-0.23893958196462,-0.244411211787316,-0.130769230769231,-0.125,-0.131884472404918,-0.0381841396670711,-0.2,0.233333333333333,0.239738814701193,0.23948306022549,0.238187702265372,0.0852118118075303,0.125,0.0449797912211618,-0.0277027027027027,-0.0277027027027027,-0.025,-0.0259275547737086,0.435676883787026,0.0597685073547143,0.213669215467182,0.0361121334805545,-0.0133333333333333,-0.0646813186813187,0.0116666666666667,0.000555555555555559,0.112544204529537,-0.000454545454545451,-0.000840645840645837,0.101638504864311,0.102793239275397,0.215949058924392,0.26890102269582,0.251855578460565
"CD44",-0.259649122807018,-0.146666666666667,-0.1,-0.110740740740741,-0.152167832167832,-0.137593984962406,-0.142857142857143,-0.2,-0.1,-0.227692307692308,-0.1,-0.125,-0.195,-0.2,-0.119166666666667,0.1,0.00851648351648352,-0.0561904761904762,-0.0761904761904762,-0.0761904761904762,-0.0761904761904762,-0.0566666666666667,-0.079144385026738,-0.05,-0.1,-0.0566666666666667,-0.0440229073933341,0.1,0,0.046577221228384,0.0450387596899225,-0.05,0.06,0,-0.0714285714285714,0.114166666666667,0.126666666666667,0.0666666666666667,0.119722222222222,0.332396492396492,0.205,-0.0154761904761905,0.0523809523809524,0.1,0.166666666666667,0.1,0.15,0.126900584795322,0.15,0.177272727272727,0.183333333333333,0.189455782312925,0.242463768115942,0.271428571428571,0.338095238095238
"miR200",-0.173074148074148,-0.17213789189956,-0.146315789473684,-0.142397255755657,-0.148597746343802,-0.152295232529014,-0.153990147783251,-0.12,-0.143645320197044,-0.0514610951420767,-0.1,-0.0857142857142857,-0.107761286332715,-0.0857142857142857,-0.0339592115201871,0.06,0.0285920456063682,-0.0974846084177234,-0.0917489475698431,-0.0917489475698431,-0.0917489475698431,0.0433648692349505,0.099786965133712,0.0526760563380282,0.04,0.0537749574369293,-0.0367502277509746,0,-0.0295652173913043,-0.0451036859737672,-0.0449521708222521,-0.0422412737293325,-0.0400806353290367,-0.06,0.0756720430107527,0.0151565464895636,0.0183823529411765,0.0125,0.0134123604430519,-0.0515872927198727,0.108441558441558,0.037166563294537,0.100486782720825,0.12,0.183458646616541,0.145,0.191666666666667,0.168305084745763,0.185337552742616,0.19294624839479,0.187281921618205,0.195118912213816,0.173013934209366,0.330819892473118,0.32451690821256
"GLI",-0.171556918830426,-0.0890255773361976,-0.0842105263157895,-0.132732603378085,-0.0974961655339314,-0.0729345080207149,-0.0634106984969054,-0.1,-0.0709106984969054,-0.120932453699856,-0.0666666666666667,-0.0940476190476191,-0.103246155317979,-0.0857142857142857,-0.0151030916752666,0.07,0.0728852909979539,-0.0367999017251867,-0.0393741591509293,-0.0393741591509293,-0.0393741591509293,0.0633293089883068,0.0508428334690628,0.196204933586338,0.190322580645161,0.0932262101820824,-0.0772674349168013,0.05,-0.0603225806451613,-0.0643114858073037,-0.0636539843129821,-0.067639653815893,-0.0602128623188406,-0.2,0.0912858849633043,-0.0985220125786163,-0.101666666666667,-0.101666666666667,-0.0973455419903811,0.158328988798464,0.0927489177489178,-0.165164583429424,0.0591433934796767,0.238095238095238,0.0780880773361976,0.238095238095238,0.232832080200501,0.14034916225069,0.234872896527032,0.242691826568184,0.144461974199363,0.148245757983147,0.234328014606652,0.339478238607271,0.332883740883741
"STAT",-0.192950309790949,-0.0844955609362389,-0.11,-0.160024131274131,-0.0877354698913082,-0.0419014102623469,-0.0428722840487546,-0.05,-0.0509803921568627,-0.203598849925686,0,-0.00666666666666667,-0.00932321315623024,0.0333333333333333,-0.0111833674164963,-0.0428571428571429,-0.0122012195228602,0.0751410441588583,0.0766335814722911,0.0766335814722911,0.0766335814722911,-0.0260836385836386,-0.0678316070899232,-0.0303571428571429,-0.0303571428571429,-0.0261554621848739,-0.0148957326386113,0.1,0.0303571428571429,0.0267566645308568,0.0263990959968878,0.0303571428571429,0.0337074690015866,0.0428571428571429,0.0872870719024565,0.0220095693779904,0.0272727272727273,0.0272727272727273,0.0253912118900677,0.148777703204948,0.0125490196078431,0.0647040498442368,0.177257799671593,0.05,0.0861904761904762,0.125,0.105,0.170666666666667,0.107325581395349,0.113520271660836,0.173107890499195,0.185751568660114,0.256650167562072,0.368979738210507,0.460497128144187
"LIV1",-0.247543254405283,-0.146929824561404,-0.125,-0.215480688740357,-0.145394086571234,-0.125677655677656,-0.113589743589744,-0.15,-0.108974358974359,-0.148075475249388,-0.1,-0.0443478260869565,-0.0553760746745271,-0.04,-0.060883919589703,0.07,0.0729109415416614,0.0174707862943157,0.0138344226579521,0.0138344226579521,0.0138344226579521,0.0781190100992081,0.0808020743421486,0.0789668615984405,0.0737037037037037,0.0794546664764893,-0.0916643024855581,0.05,-0.0737037037037037,-0.080514923253742,-0.0788597508399489,-0.0791091091091091,-0.0675614214456114,-0.07,0.0824116534182478,0.0406799083269671,0.0361344537815126,0.0380952380952381,0.0417728045018305,0.148285409499491,0.0460427413411938,-0.0660995670995671,0.074009900990099,0.171428571428571,0.130263157894737,0.154761904761905,0.157987711213518,0.180980098186201,0.169098822324629,0.180098822324629,0.191235705751835,0.194461512203448,0.276769615706612,0.393075193999339,0.385339578454333
"SMAD",-0.26907806038048,-0.250692810457516,-0.222222222222222,-0.231016528498826,-0.246702695154308,-0.226458675424193,-0.21376026272578,-0.255555555555556,-0.205714285714286,-0.17669623379176,-0.2,-0.076036866359447,-0.0829241651072109,-0.0857142857142857,-0.0638233246961097,0.0685714285714286,0.0518018869406339,-0.093765101519181,-0.0963966804665495,-0.0963966804665495,-0.0963966804665495,0.076957643663526,0.101098898504479,0.104639804639805,0.100793650793651,0.104639804639805,-0.0720944756456669,0.04,-0.0741269841269841,-0.0799012016404279,-0.0781788105563347,-0.0780485527544351,-0.0628403022162833,-0.0952380952380952,0.076277971501078,0.0415684048424626,0.0343058350100604,0.0357142857142857,0.0423652175914666,0.0999295832106042,0.0713857035687493,0.00418748892433103,0.0811963916001183,0.275,0.23202614379085,0.2625,0.2775,0.244699135576726,0.293096330275229,0.301646516148835,0.306422071079605,0.206422071079605,0.300364605381701,0.422717459528691,0.415115454998964
"ZEB2",-0.313453714099837,-0.290685358255452,-0.283333333333333,-0.265024154589372,-0.260878888982939,-0.242456494325347,-0.237538461538462,-0.233333333333333,-0.228205128205128,-0.227325216066969,-0.2,-0.159649122807018,-0.157642828550527,-0.133333333333333,-0.0960559440559441,-0.06,-0.0360652909572808,-0.0343050418532217,-0.0340909090909091,-0.0340909090909091,-0.0340909090909091,-0.0280799220272904,-0.0249257647096153,-0.0172494172494172,-0.0121212121212121,-0.0108273989007934,-0.00221365448915955,0,0.0266666666666667,0.0274305713779398,0.0280799220272904,0.0345614035087719,0.0368145441466186,0.0454545454545455,0.0550717819907786,0.0923067408781695,0.092987012987013,0.0948051948051948,0.0949522435236721,0.107852034710518,0.156423316355405,0.160502447054145,0.185659340659341,0.225,0.276666666666667,0.282142857142857,0.285,0.304900744416873,0.309390243902439,0.313935698447894,0.33694706701749,0.345483652383343,0.354740171933135,0.443688209020144,0.535283211498559
