"","KLF4","FOXC2","ILK","RKIP","SHH","AKT","SMO","TWIST1","Patched","NFB","SNAI2","NOTCH","AXIN2","TrCP","CD44","TCFLEF","MEK","GLI","cateninmemb","STAT","PAK1","RAS","PI3K","DELTA","CDC42","GSK3","TGF","RAF","TGFR","EGR1","DSH","ZEB1","Wnt","cfos","Destcompl","Frizzled","LIV1","cMet","SRC","ERK","cateninnuc","Csl","NOTCHic","Ecadherin","SOSGRB2","Jagged","FUS","SUFU","Csn","SNAI1","IKK","HEY1","SMAD","miR200","ZEB2"
"cateninmemb",-0.289357712142522,-0.378983680674283,-0.0638260869565217,-0.278205235107322,0.245775124883583,-0.0744203944203944,0.25,-0.389817358600796,0.248924731182796,-0.0657142857142857,-0.436137243088749,0.23426975318501,-0.390269349365028,-0.1,-0.328946129902533,-0.33355385094861,0.0312031166730985,-0.330035662059531,0.197069071853355,-0.296078431372549,-0.0630909090909091,-0.0428883229269361,-0.0465196078431373,-0.0465196078431373,-0.0644242424242424,0.315057648054025,0.0728642371316036,0.0465196078431373,0.069790096082779,-0.0527272727272727,0.296078431372549,-0.123947368421053,0.322702328726198,-0.0409625668449198,0.326708917229958,0.312357501139991,0.266666666666667,0.321922718531295,0.312357501139991,-0.0378697833397652,0.337288678212849,-0.234354066985646,-0.235384994820697,0.0478649984598496,0.201391020432728,-0.293901087733645,-0.25,-0.233333333333333,0.08,0.299958934550358,0.0731216931216931,0.0859197809691296,0.0703636172228656,0.227482622901617,0.300727529724786
"STAT",-0.201247771836007,-0.218932515337423,-0.165136876006441,-0.184607464607465,-0.129734170268231,-0.0737126715092817,-0.121666666666667,-0.0582241346859038,-0.11468992248062,-0.07,-0.0303652669062182,-0.0885553171675388,0.0875681181563535,0,0.0283369408369408,0.033068802035679,-0.0514864010120177,0.0285236822001528,0.0122483184896908,0.0428571428571429,-0.00909090909090909,0.0676251959803958,0.07508788254756,0.07508788254756,-0.0215909090909091,-0.069192256341789,0.0141792640362434,-0.07508788254756,0.0136961722488038,0.0333333333333333,-0.0428571428571429,0.0553254437869823,-0.0394480519480519,0.0333333333333333,-0.0814743328717545,-0.0303571428571429,-0.1,-0.0394480519480519,-0.0303571428571429,0.0568627450980392,-0.0310425803431879,0.0725490196078431,0.091467938526762,0.00742501868460796,0.0246305418719212,0.0889689418562658,0.075,0.1,0.05,0.158092874867068,0.0652380952380952,0.158,0.173182853017935,0.268177782204531,0.308938497400036
"Jagged",-0.283333333333333,-0.262857142857143,-0.15,-0.241025641025641,-0.138461538461538,-0.0888888888888889,-0.1,-0.137,-0.1,0,-0.12516339869281,-0.174285714285714,0.0142857142857143,0,0.0123076923076923,0.0153379953379953,-0.0866666666666667,0.0123076923076923,-0.00176696542893726,0,0,0.0442424242424242,0.0533333333333333,0.0533333333333333,0,0.0118773946360153,0.0293333333333333,-0.0533333333333333,0.0333333333333333,0.1,0,0.0384057971014493,-0.02,0,-0.0102857142857143,0,0,-0.02,0,0.02,-0.00544788544788545,0.1,0.16,-0.0056140350877193,0.08,0.0833766233766234,0,0,0,0.225,0.1,0.05,0.145238095238095,0.27030303030303,0.322463768115942
"DELTA",-0.283333333333333,-0.262857142857143,-0.15,-0.241025641025641,-0.138461538461538,-0.0888888888888889,-0.1,-0.137,-0.1,0,-0.12516339869281,-0.174285714285714,0.0142857142857143,0,0.0123076923076923,0.0153379953379953,-0.0866666666666667,0.0123076923076923,-0.00176696542893726,0,0,0.0442424242424242,0.0533333333333333,0.0533333333333333,0,0.0118773946360153,0.0293333333333333,-0.0533333333333333,0.0333333333333333,0.1,0,0.0384057971014493,-0.02,0,-0.0102857142857143,0,0,-0.02,0,0.02,-0.00544788544788545,0.1,0.16,-0.0056140350877193,0.08,0.0833766233766234,0,0,0,0.225,0.1,0.05,0.145238095238095,0.27030303030303,0.322463768115942
"NOTCHic",-0.329606625258799,-0.271448321263989,-0.175238095238095,-0.252778919316073,-0.153009293047244,-0.102325581395349,-0.138461538461538,-0.144355292612728,-0.132579185520362,-0.0888888888888889,-0.132242106372721,-0.0877831675964104,0.0106169511829889,0,0.00544788544788545,0.00912135483564055,-0.0980952380952381,0.00566057598315663,0.000713839133364282,0.02,-0.0333333333333333,0.0374315439682756,0.0398945981554677,0.0398945981554677,-0.0293333333333333,0.0174559070327095,0.0261486199575372,-0.0398945981554677,0.0293333333333333,0.02,-0.02,0.0524798711755234,-0.0153379953379953,0.0866666666666667,-0.00748197596795727,-0.0123076923076923,0,-0.0153379953379953,-0.0123076923076923,0.100952380952381,-0.00652593498831231,0.174285714285714,0.0904147465437788,-0.00526700154526018,0.10488038277512,0.0893368882772856,0.1,0.1,0.1,0.231495726495727,0.1,0.0687290969899666,0.180274066461117,0.293738207842254,0.339500805152979
"cateninnuc",-0.333673997019193,-0.453175856929955,-0.0938542568542569,-0.327245070892714,0.207813988032847,-0.0285767045454545,0.212750455373406,-0.365498393096642,0.207160393261605,-0.0295454545454545,-0.539226499295671,0.268629767654206,-0.494382815384421,-0.0333333333333333,-0.32588401936228,-0.331037118690137,0.00896946857018151,-0.327395733113422,0.235443293867675,-0.294172494172494,-0.110285714285714,0.0256271706271706,0.0239436689436689,0.0239436689436689,-0.121054945054945,0.362088957952064,0.126571182569376,-0.0239436689436689,0.122204370342301,-0.0282608695652174,0.294172494172494,-0.0934482354448532,0.320676365524489,-0.0266735679779158,0.378870043403911,0.311980713350576,0.278787878787879,0.319534813013074,0.310839160839161,-0.0140153401298145,0.233495003252412,-0.272065285624608,-0.270902494926933,-0.0315409087575572,0.220577358666221,-0.268532312172647,-0.211111111111111,-0.211111111111111,0.00833333333333333,0.353672805519315,0.0215454545454545,0.114979706558209,0.105723288232156,0.25215883232142,0.340989197195174
"Csl",-0.338178053830228,-0.280069010919162,-0.180274066461117,-0.264299656643262,-0.152147224081726,-0.118604651162791,-0.132579185520362,-0.146838362590155,-0.153009293047244,-0.1,-0.133957244329469,-0.0905104403236831,0.0108740205917293,-0.1,0.00912135483564055,0.00652593498831231,-0.0948343685300207,0.010499285660576,0.00224289112113187,0.0123076923076923,-0.0293333333333333,0.0414756616153344,0.0374315439682756,0.0374315439682756,-0.0293333333333333,0.0173086316277022,0.0309105247194419,-0.0374315439682756,0.0261486199575372,0.0866666666666667,-0.0123076923076923,0.0469550092970703,-0.00566057598315663,0.100952380952381,-0.00644602228118092,-0.0153379953379953,-0.02,-0.00544788544788545,-0.0153379953379953,0.0980952380952381,-0.00715486580592237,0.0904147465437788,0.0877831675964104,-0.00189490852200436,0.107319407165364,0.0935035549439523,0.138461538461538,0.1,0.0888888888888889,0.237424580250667,0.102325581395349,0.0719970708461757,0.190274066461117,0.30528504880086,0.345578153219277
"cfos",-0.347714285714286,-0.312199221151875,-0.178571428571429,-0.271631701631702,-0.149493656482904,-0.105263157894737,-0.135714285714286,-0.188225108225108,-0.126036866359447,-0.1,-0.215859007172876,-0.0851282051282051,-0.0970114942528736,0,-0.0825125125125125,-0.0775620174630076,-0.105350036845984,-0.0820857699805068,-0.0674330278173384,-0.05,-0.0428571428571429,0.0262553802008608,0.0323529411764706,0.0323529411764706,-0.0476190476190476,0.0867721861471862,0.0402215431627196,-0.0323529411764706,0.0417366946778711,0.12,0.05,0.0506341519658711,0.0662962962962963,0.08,0.0992328157877405,0.07,0.1,0.0662962962962963,0.07,0.110434782608696,0.0816360915370816,0.0666666666666667,0.0897435897435897,0.0796189785535975,0.129166666666667,0.0857986111111111,0.0857142857142857,0.1,0.1,0.255601950791824,0.1,0.173238380809595,0.188248847926267,0.306306765130295,0.3577827741266
"TrCP",-0.357550351288056,-0.32392335908291,-0.188248847926267,-0.286548828703525,-0.149493656482904,-0.121929824561404,-0.126036866359447,-0.190942499529456,-0.149493656482904,-0.1,-0.219113980048102,-0.0884249084249084,-0.0976404250704836,-0.1,-0.0775620174630076,-0.0816360915370816,-0.102683370179317,-0.0757443065658727,-0.0652352256195362,-0.07,-0.0476190476190476,0.0335281074735881,0.0262553802008608,0.0262553802008608,-0.0417366946778711,0.0871358225108225,0.0451395759496049,-0.0262553802008608,0.0402215431627196,0.08,0.07,0.0464540876571894,0.0820857699805068,0.110434782608696,0.101187703005786,0.0662962962962963,0.05,0.0825125125125125,0.0662962962962963,0.105350036845984,0.0812222984336333,0.0897435897435897,0.0851282051282051,0.0835636152317982,0.13213696369637,0.0925470773687798,0.135714285714286,0.0857142857142857,0.1,0.26586448062476,0.105263157894737,0.180591321986066,0.199216589861751,0.318997120460244,0.366464446152323
"EGR1",-0.357550351288056,-0.32392335908291,-0.188248847926267,-0.286548828703525,-0.149493656482904,-0.121929824561404,-0.126036866359447,-0.190942499529456,-0.149493656482904,-0.1,-0.219113980048102,-0.0884249084249084,-0.0976404250704836,-0.1,-0.0775620174630076,-0.0816360915370816,-0.102683370179317,-0.0757443065658727,-0.0652352256195362,-0.07,-0.0476190476190476,0.0335281074735881,0.0262553802008608,0.0262553802008608,-0.0417366946778711,0.0871358225108225,0.0451395759496049,-0.0262553802008608,0.0402215431627196,0.08,0.07,0.0464540876571894,0.0820857699805068,0.110434782608696,0.101187703005786,0.0662962962962963,0.05,0.0825125125125125,0.0662962962962963,0.105350036845984,0.0812222984336333,0.0897435897435897,0.0851282051282051,0.0835636152317982,0.13213696369637,0.0925470773687798,0.135714285714286,0.0857142857142857,0.1,0.26586448062476,0.105263157894737,0.180591321986066,0.199216589861751,0.318997120460244,0.366464446152323
"NFB",-0.356959706959707,-0.276763997401448,-0.244740099009901,-0.350658540002802,-0.150961855083168,-0.0326683826683827,-0.136296296296296,-0.0792156862745098,-0.15698595146871,-0.0404761904761905,0.164802913406518,-0.208123632639762,-0.0325278622087133,0.1,-0.0464609590033319,-0.0570094822100829,-0.137746031746032,-0.0458388552770575,0.035814047968514,-0.0111111111111111,-0.138888888888889,0.187926170125829,0.186931145250207,0.186931145250207,-0.175252525252525,0.354948287007111,0.179181639176576,-0.186931145250207,0.172852525252525,0.0928571428571429,0.0111111111111111,-0.0246274306455795,0.0357264957264957,0.0888571428571429,0.267115967754454,0.0188034188034188,0,0.0357264957264957,0.0188034188034188,0.126634920634921,0.0603820312296908,0.195670995670996,0.203607503607504,0.0878555999234506,0.284491375497567,0.0754058421491485,0.14,0.12,-0.142857142857143,0.345890991901658,0.0215572715572716,0.231816674038036,0.271134151054511,0.296988551970819,0.375537118658716
"SNAI1",-0.366584619200829,-0.330657793644536,-0.199216589861751,-0.294917029540345,-0.158619870075137,-0.129568713450292,-0.149493656482904,-0.197609166196123,-0.149493656482904,-0.105263157894737,-0.220555481891883,-0.0908738880167451,-0.100437627867686,-0.1,-0.0816360915370816,-0.0812222984336333,-0.105822383632232,-0.0799490597651414,-0.067411391422645,-0.0662962962962963,-0.0417366946778711,0.0320502749612728,0.0335281074735881,0.0335281074735881,-0.0402215431627196,0.087597868715443,0.0471557049818629,-0.0335281074735881,0.0451395759496049,0.110434782608696,0.0662962962962963,0.0473150962672755,0.0757443065658727,0.105350036845984,0.101735948619821,0.0820857699805068,0.07,0.0775620174630076,0.0825125125125125,0.102683370179317,0.0839584884181455,0.0851282051282051,0.0884249084249084,0.0839798483223289,0.134778473130332,0.0939588420746622,0.126036866359447,0.135714285714286,0.1,0.168711455713728,0.121929824561404,0.188924655319399,0.200323600931862,0.32447262478301,0.377903560543467
"ERK",-0.378444718783713,-0.465576026955337,-0.254362587268395,-0.510016633834299,-0.168085642810225,-0.0324628834019012,-0.162032786885246,-0.431366708359855,-0.157457623486553,-0.0387445887445887,0.113234662189303,-0.213283351211248,-0.254758690459524,0.0142857142857143,-0.220477841430031,-0.22512468157873,-0.18857151907659,-0.21497362286836,-0.0740080014676359,-0.171929824561403,-0.0933333333333333,0.247344058581682,0.246573981573982,0.246573981573982,-0.103613707165109,0.435951314523985,0.10599198582076,-0.246573981573982,0.104343634172408,0.216551724137931,0.166666666666667,-0.0620268359568397,0.199184149184149,0.252721936903889,0.449478531273932,0.185897435897436,0.166666666666667,0.204447307078886,0.191160593792173,0.182721936903888,0.231235792689841,0.204273504273504,0.215222409382993,0.191754919102683,0.322192633687779,0.094329921843212,0.144,0.14,0.0357142857142857,0.481778823733696,0.0352151769798829,0.221808608254958,0.267432496082984,0.305773627165553,0.394540971116057
"RAS",-0.366428571428571,-0.445873015873016,-0.208225108225108,-0.543037735849057,-0.156531073446328,0.198888888888889,-0.116666666666667,-0.360141843971631,-0.144666666666667,0.233333333333333,0.0550264905536183,-0.318470705064548,-0.278787878787879,0.1,-0.257071339173967,-0.277071339173967,-0.35843653250774,-0.254411764705882,0.0108011669973281,-0.1,-0.14,0.412435897435897,0.495128205128205,0.495128205128205,-0.16,0.638888888888889,0.196517181129878,-0.495128205128205,0.171764705882353,0.3,0.1,-0.148240058910162,0.229411764705882,0.325,0.519310717566532,0.2,0,0.229411764705882,0.2,0.340789473684211,0.294918364669718,0.3,0.305263157894737,0.137754541430099,0.286580086580087,0.0746658781785926,0.1,0.1,-0.2,0.523362831858407,-0.226666666666667,0.0891304347826087,0.232714904143476,0.323169230769231,0.416944035346097
"Wnt",-0.352941176470588,-0.50251012145749,-0.164957264957265,-0.418333333333333,-0.0647186147186147,0.0858333333333333,-0.05,-0.367941176470588,-0.0409090909090909,0.133333333333333,-0.31698275862069,-0.122619047619048,-0.292121212121212,0.1,-0.272368421052632,-0.297368421052632,-0.206274509803922,-0.272368421052632,0.0958898305084746,-0.1,-0.1,0.293335611756664,0.279699248120301,0.279699248120301,-0.1,0.595924764890282,0.159710144927536,-0.279699248120301,0.146666666666667,0.1,0.2,-0.0387374461979914,0.225,0.133333333333333,0.542248478338704,0.3,0,0.225,0.2,0.153333333333333,0.325845242244685,0.1,0.114285714285714,0.086338091491514,0.260606060606061,-0.0254656862745098,0,0,-0.1,0.443064182194617,-0.0733333333333333,0.153846153846154,0.171934009143311,0.308383838383838,0.418794835007174
"Frizzled",-0.419607843137255,-0.553672912155164,-0.171934009143311,-0.461190476190476,-0.055041195363776,0.0858333333333333,-0.0409090909090909,-0.401274509803922,-0.0647186147186147,0.0733333333333333,-0.349474872185358,-0.132422969187675,-0.324679351656096,0.1,-0.297368421052632,-0.325845242244685,-0.239607843137255,-0.297368421052632,0.110175544794189,-0.2,-0.1,0.305146635378712,0.293335611756664,0.293335611756664,-0.146666666666667,0.626833855799373,0.168281573498965,-0.293335611756664,0.159710144927536,0.133333333333333,0.3,-0.0456681392672983,0.272368421052632,0.153333333333333,0.568508425288306,0.225,0.1,0.272368421052632,0.225,0.206274509803922,0.337273813673256,0.114285714285714,0.122619047619048,0.0870373921908147,0.293939393939394,-0.0365767973856209,0.05,0,-0.133333333333333,0.473222912353347,-0.0858333333333333,0.160229132569558,0.206513448395648,0.347446338383838,0.45542849837351
"PI3K",-0.428728070175439,-0.464192799070848,-0.179543817527011,-0.47120232708468,-0.0675213675213675,0.213574660633484,-0.05,-0.306250777811719,-0.0730769230769231,0.2,-0.22468293080867,-0.146836228287841,-0.313904761904762,0.2,-0.290709773318469,-0.316133502132028,-0.249272167883547,-0.290709773318469,0.0966738163974086,-0.2,-0.225,0.340713514795707,0.325645021645022,0.325645021645022,-0.254411764705882,0.626671476671477,0.276102821616451,-0.325645021645022,0.270411764705882,0.133333333333333,0.2,-0.0626463475988769,0.267632850241546,0.161904761904762,0.565227584115131,0.211111111111111,0.1,0.267632850241546,0.211111111111111,0.21484593837535,0.328298450585637,0.125,0.140384615384615,0.100149312742749,0.313461538461538,-0.0283333333333333,0.05,0,-0.233333333333333,0.503458132045089,-0.205882352941176,0.167248511754616,0.209143817527011,0.353816073898041,0.465321502182839
"ILK",-0.428728070175439,-0.464192799070848,-0.179543817527011,-0.47120232708468,-0.0675213675213675,0.213574660633484,-0.05,-0.306250777811719,-0.0730769230769231,0.2,-0.22468293080867,-0.146836228287841,-0.313904761904762,0.2,-0.290709773318469,-0.316133502132028,-0.249272167883547,-0.290709773318469,0.0966738163974086,-0.2,-0.225,0.340713514795707,0.325645021645022,0.325645021645022,-0.254411764705882,0.626671476671477,0.276102821616451,-0.325645021645022,0.270411764705882,0.133333333333333,0.2,-0.0626463475988769,0.267632850241546,0.161904761904762,0.565227584115131,0.211111111111111,0.1,0.267632850241546,0.211111111111111,0.21484593837535,0.328298450585637,0.125,0.140384615384615,0.100149312742749,0.313461538461538,-0.0283333333333333,0.05,0,-0.233333333333333,0.503458132045089,-0.205882352941176,0.167248511754616,0.209143817527011,0.353816073898041,0.465321502182839
"DSH",-0.457471920807158,-0.585274643756896,-0.206513448395648,-0.494057609057609,-0.0691516248116288,0.0892816091954023,-0.0647186147186147,-0.431061743846475,-0.055041195363776,0.0858333333333333,-0.370080227249386,-0.128926465691172,-0.354637157563269,0.133333333333333,-0.325845242244685,-0.337273813673256,-0.253893557422969,-0.32547299621603,0.115475898151079,-0.225,-0.146666666666667,0.311028988319888,0.305146635378712,0.305146635378712,-0.159710144927536,0.652587916124199,0.1742049184467,-0.305146635378712,0.168281573498965,0.153333333333333,0.225,-0.0409437298184794,0.297368421052632,0.206274509803922,0.584729799334108,0.272368421052632,0.2,0.297368421052632,0.272368421052632,0.239607843137255,0.350363751340219,0.122619047619048,0.132422969187675,0.0865984106280403,0.323207686622321,-0.0389023787809697,0.0409090909090909,0.05,-0.0733333333333333,0.503077984817115,-0.0858333333333333,0.191808079937979,0.22349458047112,0.368178045700912,0.490074167664849
"AKT",-0.467189608636977,-0.498027385537013,-0.209143817527011,-0.510332761867289,-0.0791003148897886,0.106503953562777,-0.0730769230769231,-0.337137627964624,-0.0675213675213675,0.205882352941176,-0.24468293080867,-0.144397203897597,-0.34170259583978,0.233333333333333,-0.316133502132028,-0.328298450585637,-0.260664572946838,-0.315849438122938,0.101872593155818,-0.211111111111111,-0.254411764705882,0.346737611181249,0.340713514795707,0.340713514795707,-0.270411764705882,0.652074702477928,0.286072610136089,-0.340713514795707,0.276102821616451,0.161904761904762,0.211111111111111,-0.0640162106125756,0.290709773318469,0.21484593837535,0.581522042345073,0.267632850241546,0.2,0.290709773318469,0.267632850241546,0.249272167883547,0.341067681354867,0.140384615384615,0.146836228287841,0.10105840365184,0.346794871794872,-0.0309823399558499,0.05,0.05,-0.2,0.532280187182933,-0.213574660633484,0.1935643012283,0.229009137392331,0.379484523095902,0.500937940539004
"GSK3",-0.491823065845326,-0.615099205160405,-0.22349458047112,-0.52438342359395,-0.0696300937111503,0.0798798997936929,-0.055041195363776,-0.450139848840073,-0.0691516248116288,0.0858333333333333,-0.386905076257152,-0.131264128028834,-0.372749790744395,0.0733333333333333,-0.337273813673256,-0.350363751340219,-0.264689011968424,-0.336322052819804,0.122195615215624,-0.272368421052632,-0.159710144927536,0.321113021933333,0.311028988319888,0.311028988319888,-0.168281573498965,0.568394904476944,0.182153636395418,-0.311028988319888,0.1742049184467,0.206274509803922,0.272368421052632,-0.0461443241721198,0.32547299621603,0.239607843137255,0.597304649633509,0.297368421052632,0.225,0.325845242244685,0.297368421052632,0.253893557422969,0.357337435550746,0.132422969187675,0.128926465691172,0.0888703895546126,0.342277454064181,-0.0393403349853493,0.0647186147186147,0.0409090909090909,-0.0858333333333333,0.526223056799397,-0.0892816091954023,0.206686972671543,0.24253506023124,0.391976404434792,0.515482785792635
"ZEB1",-0.512229814618255,-0.427480104197711,-0.391582847087154,-0.340127776800891,-0.304282673923662,-0.33715559390279,-0.291666666666667,-0.341545484012646,-0.281862745098039,-0.309122807017544,-0.252234636447762,-0.170405930967428,-0.185847803260056,-0.233333333333333,-0.075770319071969,-0.0717809573698413,-0.140286257234171,-0.0687111836282065,-0.0405552332827531,-0.0435897435897436,-0.0561302681992337,-0.0924921981467802,-0.0857205446034731,-0.0857205446034731,-0.0546809928369149,0.012552263880387,0.0565975362639104,0.0857205446034731,0.0562038354765088,0.116666666666667,0.0380952380952381,0.109937498929914,0.0553091217725364,0.128666666666667,0.139706188553499,0.064924506387921,0.0666666666666667,0.0625758746275246,0.0704190118824265,0.141607843137255,0.0763797832015439,0.158333333333333,0.172058823529412,0.181880582914971,0.186159844054581,0.221393501778288,0.241666666666667,0.266666666666667,0.293333333333333,0.335261985020763,0.32715559390279,0.353442214089882,0.396390539394846,0.414345885998423,0.52696660719414
"AXIN2",-0.485307156819569,-0.597430516400071,-0.125925925925926,-0.580522962700382,0.193884885606197,0.179371980676328,0.187362637362637,-0.551599891356484,0.190934065934066,0.171014492753623,-0.608683252168653,0.0649593578540947,-0.0817395847690808,0.133333333333333,-0.529763031696682,-0.555437123138651,-0.294042691442061,-0.52997135262996,0.390903126097695,-0.386666666666667,-0.172083333333333,0.284963863116194,0.271315569152939,0.271315569152939,-0.19554012345679,0.714212139881476,0.224010581122026,-0.271315569152939,0.211469326996613,0.206666666666667,0.386666666666667,-0.22817441953719,0.496009088479016,0.238373983739837,0.748357793487875,0.449457364341085,0.3,0.496009088479016,0.449457364341085,0.269215105235165,0.573206254137354,-0.0557894736842105,-0.0629323308270677,0.0394282277893962,0.289770354314534,-0.378035695209608,-0.173076923076923,-0.15,-0.166666666666667,0.625320873700086,-0.178260869565217,0.122956918088764,0.150925925925926,0.392796723678212,0.528871257643705
"Destcompl",-0.505401606666658,-0.601247683004267,-0.162142857142857,-0.581189018543146,0.149300365611307,0.127725132277219,0.151932129173508,-0.540959325573017,0.154522802748638,0.127743271221532,-0.592878491403845,0.0681929585767697,-0.555437123138651,0.133333333333333,-0.512027760739681,-0.525178445671188,-0.264480458325654,-0.512461501951146,0.362226502879385,-0.427777777777778,-0.179387755102041,0.245626569900891,0.237934262208583,0.237934262208583,-0.191111893033075,0.690320396871059,0.207648061039298,-0.237934262208583,0.201638208822549,0.196410256410256,0.427777777777778,-0.177615523545218,0.491496752414968,0.226713286713287,0.612578221893071,0.464764079147641,0.377777777777778,0.491132238351621,0.464764079147641,0.248024762123123,0.535581301357062,-0.0690795142969056,-0.0679925577751665,0.0261797748879905,0.287907379552395,-0.338936740042998,-0.154789272030651,-0.144444444444444,-0.119047619047619,0.611766820268891,-0.125040568518829,0.159273205427052,0.178400167084378,0.389323749830854,0.532473899828201
"ZEB2",-0.62538328819968,-0.456725718725719,-0.409561213434453,-0.342914653784219,-0.336080139372822,-0.334267912772586,-0.320714285714286,-0.309312632795318,-0.306080139372822,-0.3,-0.239860161443937,-0.212036990332072,-0.201778126558272,-0.2,-0.166218323586745,-0.1609366334459,-0.159298176598065,-0.1563805307842,-0.132066897702998,-0.13,-0.102597402597403,-0.0990623580559341,-0.0924242424242424,-0.0924242424242424,-0.0898701298701299,0.00474463990820034,0.092288875146018,0.0924242424242424,0.0959925788497217,0.108333333333333,0.122727272727273,0.127648399897209,0.141701631701632,0.145175438596491,0.145921335745675,0.149393939393939,0.15,0.15140350877193,0.156666666666667,0.158078664402943,0.166650919160185,0.197435897435897,0.214769230769231,0.217845087692333,0.222692307692308,0.24846095969001,0.260714285714286,0.275,0.3,0.320748819985116,0.333333333333333,0.367858109632303,0.410780725629575,0.415604464626768,0.544408845668924
"miR200",-0.603416149068323,-0.435123683904172,-0.364011799410029,-0.336871636839972,-0.289973858007705,-0.332047098879274,-0.2475,-0.365001215553363,-0.301930379746835,-0.298947368421053,-0.284441341227664,-0.188554729898973,-0.215519105696184,-0.2,-0.158279859911791,-0.17216874880068,-0.149938157081014,-0.149969354589073,-0.132682634767637,-0.16,-0.0416666666666667,-0.128466405742246,-0.134202066590126,-0.134202066590126,-0.071078431372549,0.00662311014238824,0.0681151905623465,0.134202066590126,0.0646268184693232,0.114285714285714,0.16,0.203978494623656,0.158760563380282,0.114285714285714,0.176119071906219,0.132,0.1,0.165021432945499,0.138260869565217,0.137012987012987,0.167623294255226,0.169852216748768,0.173300492610837,0.297777231074001,0.18972920696325,0.221654023815232,0.2675,0.18,0.22,0.325124505124505,0.307518796992481,0.329265536723164,0.399434996902193,0.41057000911309,0.616025985663083
