"","GSK3","ZEB2","TGF","AXIN2","TGFR","FOXC2","miR200","PAK1","cMet","CD44","Wnt","GLI","SRC","TCFLEF","TWIST1","SHH","ILK","Csn","SMAD","PI3K","HEY1","NOTCHic","NFB","NOTCH","SOSGRB2","Csl","SNAI1","Jagged","TrCP","EGR1","IKK","ZEB1","SMO","DSH","KLF4","AKT","RAF","DELTA","STAT","MEK","RKIP","SNAI2","FUS","Patched","RAS","ERK","cfos","Frizzled","SUFU","LIV1","Destcompl","cateninnuc","CDC42","Ecadherin","cateninmemb"
"Csn",0.0731098016955799,0.134615384615385,0.0408081469581844,-0.183925775102298,0.0372281946908813,0.0512902872786835,0.020590533218488,0.00454545454545455,-0.139710566403545,-0.149932788625767,-0.139710566403545,-0.149754234525816,-0.138505747126437,-0.155077483159529,-0.0263370733987845,-0.0173121637161828,0.000662525879917183,0.03,-0.00165109879874606,0.121839138295981,-0.0044296788482835,-0.0755411255411255,0.0133333333333333,-0.0832334332334332,0.089966562896345,-0.0742424242424242,-0.0243963127243758,0.019569544801225,0.18,0.01,-0.0425,0.0125227460711332,0.0206349206349206,0.183333333333333,-0.137108381814264,-0.0545,-0.121839138295981,-0.121839138295981,0.183333333333333,0.000110930735930737,0.00342555678131792,-0.190321142974503,0.053968253968254,0.00665642601126472,-0.127405357105962,0.0074025974025974,0.000909090909090911,0.138505747126437,0.0428571428571429,0.2,-0.117216744135939,0.154656557122247,-0.00902306648575305,0.0986266865489041,0.116316155617502
"SMAD",0.0485642316469384,0.139002839043973,0.132778070188363,-0.0822994796791126,0.137957353056889,0.136545727040305,0.00607552617582251,0.1,-0.0355088702147526,-0.0460543247602071,-0.0554334554334554,-0.0655053978794986,-0.0315873015873016,-0.0470041212323917,0.0536260775671781,0.0724857042165456,0.0923083309384679,0.0166666666666667,-0.00340595477581778,0.148001587931719,0.0790111832866942,-0.0846305418719212,0.05,-0.0782813355227148,0.0947722567287785,-0.0742857142857143,0.0395654515735161,0.1024329004329,0.05,-0.0285714285714286,-0.0715686274509804,0.00952942758719384,-0.0866666666666667,0.0571428571428571,-0.146899905498377,-0.0582352941176471,-0.148001587931719,-0.148001587931719,0.0371428571428572,-0.0327241494439544,-0.067912050524167,-0.205224954462854,-0.0666666666666667,-0.0765749235474006,-0.152277903721193,-0.0240703032901082,-0.0124423963133641,0.0515873015873016,-0.0416666666666667,0.08,0.0902487720784194,0.0431540705738304,-0.129577464788732,0.118370981576877,0.12830088159953
"TWIST1",-0.0432337592761894,0.151685896422739,0.134390538604171,-0.0399838870806613,0.134162748171369,0.166323033680498,0.1066359221605,0.155757575757576,-0.033080040526849,-0.0214334541814675,-0.0341102756892231,-0.0221102756892231,-0.030952380952381,-0.0194426425428764,-0.00447363880716283,0.0904497979320842,0.123427973427973,0.1,0.122437874418072,0.0433119072461261,0.119004159682126,-0.036011396011396,0.0923076923076923,-0.0407283771434715,0.175405347258894,-0.0437037037037037,0.141642131992702,0.0225247025885228,0,0.06,-0.0637362637362637,0.0992913966598177,-0.0911111111111111,0.0142857142857143,-0.15002084636231,-0.0705159247532129,-0.0433119072461261,-0.0433119072461261,0.0142857142857143,0.0357448455662192,-0.109755096711618,-0.284451226887238,-0.111111111111111,-0.0870015220700152,-0.0364625921776329,0.0243020594965675,0.0295652173913043,0.030952380952381,-0.1,0,0.033687746793239,0.0213402848660506,-0.145412748171369,-0.0614916822875423,-0.0118819030527329
"SNAI1",-0.00178962539111054,0.158707594279249,0.175164047037978,-0.0987565893226271,0.178591466392816,0.181579389581432,0.0229674795710681,0.177871148459384,-0.0693767034361094,-0.0708581849175909,-0.068774307041316,-0.0700540145367456,-0.0664064064064064,-0.069065081469315,0.0746458251893034,-0.0112126570965698,0.00710360129714969,-0.0333333333333333,0.00648859514708819,0.0829188586003507,0.00913025630042122,0.0135897435897436,-0.0175438596491228,0.0131815803244375,0.126297091973348,0.0058974358974359,-0.0137759624616856,0.00220248406110911,-0.0583333333333333,-0.0269565217391304,0.0323586744639376,0.0328538500321924,0.01173692894123,0.0637037037037037,-0.162141050240637,0.0337475633528265,-0.0829188586003507,-0.0829188586003507,0.0637037037037037,-0.0389228767846069,-0.110005185333787,-0.235068889049138,-0.00184331797235023,0.01373692894123,-0.0842324875001865,-0.0460977646769835,-0.0354310980103169,0.0663352826510721,0.0142857142857143,0.06,0.0946171791858623,0.0676711733639975,-0.182416603004838,0.104512915901909,0.121543121173496
"Csl",-0.0227084266891331,0.158811843311003,0.171313160453552,-0.093870266947218,0.177435609433144,0.178108707331653,0.0237113284036099,0.148444444444444,-0.0500632700632701,-0.0553693925122497,-0.0499451086547861,-0.0547838183322054,-0.0445687645687646,-0.0552167207565245,0.0700415084233224,-0.0187894375684731,0.000709146968139774,-0.0666666666666667,0.00682025807925088,0.0701471342250952,0.102975277067349,-0.00518069366965802,-0.0333333333333333,0.00300112451216016,0.128220718092348,0.00534562211981567,0.0803854197332458,0.00834012826148588,-0.0333333333333333,-0.0533333333333333,0.0170542635658915,0.0321724006014181,0.00222473604826545,0.0415384615384615,-0.166218081435473,0.0348837209302326,-0.0701471342250952,-0.0701471342250952,0.0415384615384615,-0.0542028985507246,-0.109150238127662,-0.222448601018216,0.0198717948717949,0.0162032306719214,-0.0712500754015658,-0.0433333333333333,-0.0319047619047619,0.0445687645687646,0.0583333333333333,0.08,0.0847125235720633,0.0525294708994633,-0.174250896057348,0.126609179194936,0.13701714374977
"TrCP",0.000784632034632035,0.161536622569532,0.178591466392816,-0.0971248876909254,0.182416603004838,0.185264268869869,0.0246005247199634,0.152380952380952,-0.0664064064064064,-0.0693767034361094,-0.0663352826510721,-0.068774307041316,-0.0637037037037037,-0.0708581849175909,0.0770047995482778,-0.01373692894123,0.00129714968424646,-0.0583333333333333,0.00710360129714969,0.0829188586003507,0.00377311344327836,0.0058974358974359,-0.0333333333333333,0.0135897435897436,0.12516501650165,0.0166666666666667,0.0844446781077094,-0.000856339468302659,-0.0333333333333333,-0.04,0.0175438596491228,0.0327308488021801,-0.00184331797235023,0.06,-0.166813947436898,0.0323586744639376,-0.0829188586003507,-0.0829188586003507,0.06,-0.0460977646769835,-0.11126041545931,-0.235638785126912,0.0142857142857143,0.01173692894123,-0.0829188586003507,-0.0354310980103169,-0.0269565217391304,0.0637037037037037,0.0476190476190476,0.1,0.0950557756770904,0.069065081469315,-0.177871148459384,0.105657556900868,0.123097525318573
"PAK1",0.000784632034632035,0.161536622569532,0.178591466392816,-0.0971248876909254,0.182416603004838,0.185264268869869,0.0246005247199634,0.152380952380952,-0.0664064064064064,-0.0693767034361094,-0.0663352826510721,-0.068774307041316,-0.0637037037037037,-0.0708581849175909,0.0770047995482778,-0.01373692894123,0.00129714968424646,-0.0583333333333333,0.00710360129714969,0.0829188586003507,0.00377311344327836,0.0058974358974359,-0.0333333333333333,0.0135897435897436,0.12516501650165,0.0166666666666667,0.0844446781077094,-0.000856339468302659,-0.0333333333333333,-0.04,0.0175438596491228,0.0327308488021801,-0.00184331797235023,0.06,-0.166813947436898,0.0323586744639376,-0.0829188586003507,-0.0829188586003507,0.06,-0.0460977646769835,-0.11126041545931,-0.235638785126912,0.0142857142857143,0.01173692894123,-0.0829188586003507,-0.0354310980103169,-0.0269565217391304,0.0637037037037037,0.0476190476190476,0.1,0.0950557756770904,0.069065081469315,-0.177871148459384,0.105657556900868,0.123097525318573
"EGR1",0.000784632034632035,0.161536622569532,0.178591466392816,-0.0971248876909254,0.182416603004838,0.185264268869869,0.0246005247199634,0.152380952380952,-0.0664064064064064,-0.0693767034361094,-0.0663352826510721,-0.068774307041316,-0.0637037037037037,-0.0708581849175909,0.0770047995482778,-0.01373692894123,0.00129714968424646,-0.0583333333333333,0.00710360129714969,0.0829188586003507,0.00377311344327836,0.0058974358974359,-0.0333333333333333,0.0135897435897436,0.12516501650165,0.0166666666666667,0.0844446781077094,-0.000856339468302659,-0.0333333333333333,-0.04,0.0175438596491228,0.0327308488021801,-0.00184331797235023,0.06,-0.166813947436898,0.0323586744639376,-0.0829188586003507,-0.0829188586003507,0.06,-0.0460977646769835,-0.11126041545931,-0.235638785126912,0.0142857142857143,0.01173692894123,-0.0829188586003507,-0.0354310980103169,-0.0269565217391304,0.0637037037037037,0.0476190476190476,0.1,0.0950557756770904,0.069065081469315,-0.177871148459384,0.105657556900868,0.123097525318573
"NOTCH",-0.0203848833159178,0.16304347826087,0.174250896057348,-0.0886253369272237,0.148444444444444,0.179591836734694,0.0272727272727273,0.2,-0.0415384615384615,-0.0445687645687646,-0.0415384615384615,-0.0445687645687646,-0.08,-0.0500632700632701,0.0784745762711864,-0.00222473604826545,0.0214285714285714,0,0.00142857142857143,0.0527272727272727,0.121014492753623,0.108571428571429,-0.0333333333333333,0.00534562211981567,0.123157894736842,0.08,0.0932051282051282,0.00985088985088985,0,0,0.0666666666666667,0.0369565217391304,0.0583333333333333,0.1,-0.151932367149758,0.0333333333333333,-0.0527272727272727,-0.0527272727272727,0.1,-0.0319047619047619,-0.116445623342175,-0.215770068711245,0.0333333333333333,0.0198717948717949,-0.06866930171278,-0.0533333333333333,-0.02,0.08,0,0,0.0782786417926605,0.0553693925122497,-0.144444444444444,0.128242784380306,0.13219892414937
"NOTCHic",-0.0187319907539343,0.16378421900161,0.177435609433144,-0.0900142258161126,0.174250896057348,0.184430546412113,0.0278507619548082,0.144444444444444,-0.0445687645687646,-0.0500632700632701,-0.0445687645687646,-0.0499451086547861,-0.0415384615384615,-0.0553693925122497,0.0765877838183563,-0.0162032306719214,0.00142857142857143,-0.0333333333333333,0.000709146968139774,0.06866930171278,0.101014492753623,0.00534562211981567,-0.0666666666666667,-0.00518069366965802,0.109521531100478,0.108571428571429,0.0831522181522182,0.00521512826148588,0,-0.02,0.0333333333333333,0.0376972624798712,0.0198717948717949,0.08,-0.166218081435473,0.0170542635658915,-0.06866930171278,-0.06866930171278,0.08,-0.0433333333333333,-0.120670975454851,-0.221180890354532,0.0583333333333333,0.00222473604826545,-0.0701471342250952,-0.0319047619047619,-0.0533333333333333,0.0415384615384615,0.0333333333333333,0.1,0.0829453084593271,0.0552167207565245,-0.148444444444444,0.12870220245075,0.136864238550993
"cfos",0.00260281385281385,0.165073600061493,0.182416603004838,-0.0952380952380952,0.177871148459384,0.189402199904352,0.0276462099991512,0.157142857142857,-0.0637037037037037,-0.0664064064064064,-0.0637037037037037,-0.0663352826510721,-0.06,-0.0693767034361094,0.0818961038961039,-0.01173692894123,0.00291005291005291,-0.0333333333333333,0.00129714968424646,0.0816993464052288,0.00377311344327836,0.0166666666666667,-0.0583333333333333,0.0058974358974359,0.108333333333333,0.0166666666666667,0.0870699764370651,-0.00208333333333333,0,0.08,0.0333333333333333,0.0381970867443022,0.0142857142857143,0.1,-0.165174603174603,0.0175438596491228,-0.0816993464052288,-0.0816993464052288,0.1,-0.0354310980103169,-0.120652680652681,-0.233649635036496,0.0476190476190476,-0.00184331797235023,-0.0829188586003507,-0.0269565217391304,-0.04,0.06,0.0333333333333333,0.1,0.0931008884590453,0.0708581849175909,-0.152380952380952,0.106972435793602,0.122181774402822
"SOSGRB2",-0.106215221586891,0.167005012531328,0.156653417504481,-0.179386688668867,0.157362637362637,0.16949938949939,0.0859245313958475,0.214285714285714,-0.158385093167702,-0.136645962732919,-0.163095238095238,-0.141356107660456,-0.171428571428571,-0.133488067996077,0.112028985507246,-0.00339409176618479,0.0258064516129032,0,0.0293029551094067,0.110357815442561,0.118560606060606,-0.0195804195804196,0.0111111111111111,-0.00127056042549,0.243055555555556,-0.0272727272727273,0.147808102345416,0.0552028704323441,0,0.0761904761904762,0.0257309941520468,0.0781829573934837,0,0.1,-0.162719298245614,0.0465643274853801,-0.110357815442561,-0.110357815442561,0.1,0.0942903942903943,0.054422514619883,0.12417895656437,-0.0333333333333333,0.0243243243243243,-0.102665507750254,0.0851994851994852,0.10952380952381,0.171428571428571,0,0,-0.142485515975449,0.139797819430112,-0.184285714285714,0.245997421292465,0.239870051870052
"SRC",-0.023982683982684,0.181259359089548,0.121554834054834,0.0694270899740746,0.103373015873016,0.123660130718954,0.0354852876592007,0.111111111111111,0.02,0.0183606557377049,0.02,0.0183606557377049,0,0.0147021191523391,0.0804888215233043,0.0451416122004357,0.0368421052631579,0.1,0.0215267899478426,0.00163537755527743,0.00539556438265475,-0.0907142857142857,0.1,-0.0978571428571429,0.22,-0.105,0.0634075759673094,0.0286097388849682,0.1,0.133333333333333,-0.0769230769230769,0.0137017070979335,-0.0133333333333333,0,-0.0690568475452197,-0.0991452991452991,-0.00163537755527743,-0.00163537755527743,-0.1,0.122565275395464,0.0584229390681004,0.0224295618978642,-0.0333333333333333,-0.0392592592592593,-0.009211135131035,0.113131313131313,0.124242424242424,0,-0.0333333333333333,-0.2,0.0191157031374423,-0.0122412690404822,-0.0986111111111111,0.00331536655066067,-0.0730111510252956
"RKIP",-0.0486209613869188,0.189913916786227,0.165625278148643,-0.17471870604782,0.160952380952381,0.18464485705865,0.0663277544453499,0.2,-0.150877192982456,-0.127800269905533,-0.156666666666667,-0.133589743589744,-0.166666666666667,-0.131296773402037,0.100484254307784,0.0979234972677595,0.134777492511767,0.1,0.133787393501866,0.164935064935065,0.126945412311266,-0.124242424242424,0.114285714285714,-0.108857808857809,0.38184126984127,-0.133333333333333,0.132311656151276,0.154834667313445,0.1,0.21,-0.0767857142857143,0.0640707795313247,-0.0933333333333333,0.1,-0.179913916786227,-0.0616341991341991,-0.164935064935065,-0.164935064935065,0.1,0.246500366837858,0.123389355742297,0.255546715626275,-0.133333333333333,-0.0733333333333333,-0.158952158952159,0.235862068965517,0.26,0.166666666666667,-0.1,0,-0.135615151984139,0.138675908262087,-0.18,0.279036225567274,0.255000883236177
"RAF",-0.0486209613869188,0.189913916786227,0.165625278148643,-0.17471870604782,0.160952380952381,0.18464485705865,0.0663277544453499,0.2,-0.150877192982456,-0.127800269905533,-0.156666666666667,-0.133589743589744,-0.166666666666667,-0.131296773402037,0.100484254307784,0.0979234972677595,0.134777492511767,0.1,0.133787393501866,0.164935064935065,0.126945412311266,-0.124242424242424,0.114285714285714,-0.108857808857809,0.38184126984127,-0.133333333333333,0.132311656151276,0.154834667313445,0.1,0.21,-0.0767857142857143,0.0640707795313247,-0.0933333333333333,0.1,-0.179913916786227,-0.0616341991341991,-0.164935064935065,-0.164935064935065,0.1,0.246500366837858,0.123389355742297,0.255546715626275,-0.133333333333333,-0.0733333333333333,-0.158952158952159,0.235862068965517,0.26,0.166666666666667,-0.1,0,-0.135615151984139,0.138675908262087,-0.18,0.279036225567274,0.255000883236177
"FUS",-0.144360845289507,0.194046133582891,0.204378953421507,-0.180855027031939,0.216081081081081,0.132232304900182,0.0610877362600636,0.226666666666667,-0.0366666666666667,-0.0376375404530744,0.0583333333333333,0.0583333333333333,-0.02,-0.0278631043628489,0.0425769085993909,0.0398232323232323,0.0112698412698413,-0.05,0.00546338965693805,0.0118627012522361,0.00797897754419493,0.000909090909090909,-0.0357142857142857,-0.00363636363636364,0.167881241565452,-0.00909090909090909,0.129261223661711,0.0908895901064576,-0.1,-0.04,0.0637142857142857,0.0273170773976639,-0.0408333333333333,-0.1,-0.211247723132969,0.0675604395604396,-0.0118627012522361,-0.0118627012522361,0,-0.0693465155534121,-0.131191294387171,-0.202425728573689,-0.0533333333333333,-0.0408333333333333,-0.00967929513869902,-0.0842890442890443,-0.0630769230769231,-0.075,0.0666666666666667,0,0.112005179226364,0.0237870174063271,-0.235,0.0202903100583074,0.0872255261208226
"SUFU",-0.13947652652344,0.194529225370331,0.205759624032946,-0.176873762394936,0.204378953421507,0.133969277604896,0.06777918607419,0.235,-0.0376375404530744,-0.0278631043628489,0.0583333333333333,0.0676270136307311,-0.0366666666666667,-0.0237870174063271,0.050618145712793,0.0363483288483289,0.00546338965693805,-0.0357142857142857,0.00569433653915514,0.00967929513869902,0.00195488115865276,-0.00363636363636364,-0.0637142857142857,-0.00443001443001443,0.157391731075942,0.000909090909090909,0.132498020935987,0.0825760509140585,-0.05,-0.0630769230769231,0.0675604395604396,0.0335972706343788,-0.0408333333333333,-0.075,-0.202265687204825,0.0668892986208423,-0.00967929513869902,-0.00967929513869902,0.02,-0.0697720474683057,-0.139762722958599,-0.198668312621151,-0.0408333333333333,-0.0398232323232323,-0.00335018121464839,-0.0693465155534121,-0.0842890442890443,-0.0583333333333333,-0.0533333333333333,0,0.107061000597975,0.0268049202196264,-0.216081081081081,0.0210112163404907,0.0839513105682987
"Destcompl",-0.133007410487327,0.196838098174823,0.209006629875181,0.176535205135123,0.20220860031853,0.208377413140205,0.105543836010729,0.182244897959184,0.128929553147504,0.122586269565415,0.128392633783926,0.12189912729042,0.120471841704718,0.116284899702401,0.152785117398512,0.11177114926023,0.00531746031746032,0.157142857142857,0.00286131996658312,-0.15247648617299,-8.72631641862416e-05,-0.0441088915001959,0.152795031055901,-0.0459124987146247,0.0650659495935033,-0.0462828045436741,0.185045125069962,-0.146169036192401,0.2,0.0333333333333333,-0.166308544569414,0.0946236582823077,-0.101083743842365,-0.0944444444444444,-0.18914232752418,-0.175033376784179,0.15247648617299,0.15247648617299,-0.0944444444444444,0.0385022669106504,-0.187892184834267,0.132277620725165,-0.0896551724137931,-0.111964572857909,0.146668008935942,0.0418777943368107,0.0424242424242424,-0.120471841704718,-0.1,-0.0944444444444444,0.0498752070314431,-0.115876944577465,-0.184313863476425,0.0805785070651243,-0.117418704822131
"ERK",-0.0431677995304872,0.197377983777853,0.182233122858677,-0.176981944896425,0.181683672309227,0.200597733011526,0.0659020578509226,0.160952380952381,-0.131296773402037,-0.138675908262087,-0.137086247086247,-0.144855670645144,-0.127800269905533,-0.141464012351307,0.101501360179259,0.095934295790067,0.121610271730649,0.0767857142857143,0.122826077201773,0.167523587523588,0.112728843896745,-0.113967297908904,0.0616341991341991,-0.117014389321646,0.360870396054862,-0.108857808857809,0.123390715980336,0.155871601937186,0.114285714285714,0.235862068965517,-0.0839871403106697,0.0704262350993787,-0.0979234972677595,0.156666666666667,-0.200980948249975,-0.0867394338886514,-0.167523587523588,-0.167523587523588,0.150877192982456,0.144527293485954,0.108791056372703,0.247497334210344,-0.0733333333333333,-0.10511303975142,-0.171373972562091,0.154833700171191,0.246500366837858,0.133589743589744,-0.0933333333333333,0.166666666666667,-0.129057309665446,0.140630679017973,-0.165625278148643,0.283579454619629,0.263466788502406
"MEK",-0.0419870547530122,0.197850424722735,0.181683672309227,-0.172916904246018,0.165625278148643,0.199059271473065,0.0666373519685697,0.18,-0.127800269905533,-0.131296773402037,-0.133589743589744,-0.137086247086247,-0.150877192982456,-0.138675908262087,0.105246159069688,0.10511303975142,0.133787393501866,0.114285714285714,0.121610271730649,0.158952158952159,0.123309048674902,-0.108857808857809,0.0767857142857143,-0.113967297908904,0.36184126984127,-0.124242424242424,0.131029604869225,0.15647401157574,0.1,0.26,-0.0616341991341991,0.0712136366741819,-0.0733333333333333,0.166666666666667,-0.19167862266858,-0.0839871403106697,-0.158952158952159,-0.158952158952159,0.166666666666667,0.154833700171191,0.106284092584402,0.250923844580046,-0.0933333333333333,-0.0979234972677595,-0.167523587523588,0.246500366837858,0.235862068965517,0.156666666666667,-0.133333333333333,0.1,-0.132477076670331,0.141464012351307,-0.160952380952381,0.283407810266728,0.259878932016665
"SMO",-0.13800633023934,0.203248587570622,0.216081081081081,-0.175264964920137,0.235,0.142758620689655,0.0670283303194696,0.166666666666667,-0.02,-0.0366666666666667,0.075,0.0583333333333333,0,-0.0376375404530744,0.0462418300653595,0.0408333333333333,0.00333333333333334,-0.1,0.0112698412698413,0.00721153846153846,0.00073260073260073,-0.00909090909090909,-0.05,0.000909090909090909,0.164035087719298,0,0.122657450076805,0.0872751322751323,0,-0.1,0.0357142857142857,0.0230225988700565,-0.0533333333333333,-0.1,-0.219444444444444,0.0637142857142857,-0.00721153846153846,-0.00721153846153846,0,-0.0842890442890443,-0.132222222222222,-0.207273125342091,0.0666666666666667,-0.0408333333333333,-0.0118627012522361,-0.0630769230769231,-0.04,-0.1,0.1,0.1,0.117114668277459,0.0278631043628489,-0.226666666666667,0.0227560634829649,0.0952329749103943
"Patched",-0.123443223443223,0.208333333333333,0.235,-0.161471861471861,0.226666666666667,0.16,0.080952380952381,0.166666666666667,0,-0.02,0.1,0.075,0,-0.0366666666666667,0.0638888888888889,0.0408333333333333,-0.0166666666666667,0,0.00333333333333334,-0.0115384615384615,-0.0230769230769231,0,-0.1,-0.00909090909090909,0.116666666666667,0,0.12741935483871,0.0694179894179894,0,-0.1,0.05,0.0416666666666667,0.0666666666666667,0,-0.211111111111111,0.0357142857142857,0.0115384615384615,0.0115384615384615,0.1,-0.0630769230769231,-0.16,-0.203463601532567,0.1,-0.0533333333333333,-0.00721153846153846,-0.04,-0.1,-0.1,0,0.1,0.111688311688312,0.0376375404530744,-0.166666666666667,0.0290291262135922,0.0952329749103943
"GLI",-0.0877048341299723,0.213940092165899,0.347982292982255,-0.104791666666667,0.353394057688137,0.262642651358789,0.0359417775207249,0.333333333333333,-0.0745554681353265,-0.0754175371008438,0.00444022770398482,-0.0959853042109088,-0.0696774193548387,-0.0750928617761684,0.126682206682207,0.10450254825777,0.0285832059495388,-0.0277777777777778,0.0361507735171064,0.136993206769977,0.028486048944453,-0.0165893015030946,-0.00146198830409357,-0.00801787293166603,0.353437535915412,-0.0090893015030946,0.160671656757793,0.0386781769400357,-0.0166666666666667,0.0571428571428571,-0.00466046067549827,0.0488837685611879,-0.121240601503759,-0.02,-0.218725868725869,0.0125270393245017,-0.136993206769977,-0.136993206769977,0.06,0.0564313219009352,-0.153163311365893,-0.245902370836668,-0.110714285714286,-0.104914070891514,-0.135607068156116,0.0647186147186147,0.0738095238095238,-0.0103225806451613,-0.0857142857142857,0.1,0.0750778314475464,0.0734789944719245,-0.354022988505747,0.129684599330581,0.140381401596722
"TGF",-0.0981393470630261,0.228579617687169,0.305515873015873,-0.114153439153439,0.393015873015873,0.315512422360248,0.0896270396270396,0.42,-0.08,-0.0781132075471698,-0.0942857142857143,-0.0923989218328841,-0.1,-0.079428997020854,0.194074074074074,0.109741379310345,0.12969696969697,0.0333333333333333,0.116793743890518,0.173809523809524,0.124564796905222,-0.0133333333333333,0.00833333333333333,-0.0167816091954023,0.378947368421053,-0.0333333333333333,0.229516846789574,0.142973735886107,0,0.133333333333333,0.0202380952380952,0.0994924069065945,-0.08,0.1,-0.221306890414442,0.00444862155388471,-0.173809523809524,-0.173809523809524,0.1,0.125580618212197,-0.137662337662338,-0.092828614778569,-0.113333333333333,-0.0972413793103448,-0.180952380952381,0.110025062656642,0.104761904761905,0.114285714285714,-0.133333333333333,0,0.0369312666850888,0.0832567482170263,-0.397777777777778,0.178462020562415,0.173718557450362
"TGFR",-0.0959388580654711,0.230466410139999,0.310480412022965,-0.113724254604083,0.305515873015873,0.321189278255445,0.0910933152868637,0.397777777777778,-0.0781132075471698,-0.079428997020854,-0.0923989218328841,-0.0943344057038518,-0.08,-0.0832567482170263,0.195853433504679,0.101266803039158,0.116793743890518,0.00833333333333333,0.116437872004397,0.180952380952381,0.11262449839776,-0.0167816091954023,-0.0202380952380952,-0.0218175804184239,0.37277452891488,-0.0133333333333333,0.222732186022612,0.137901272117991,0.0333333333333333,0.104761904761905,0.00444862155388471,0.101379199359425,-0.0972413793103448,0.114285714285714,-0.230235461843013,-0.00485370402751064,-0.180952380952381,-0.180952380952381,0.1,0.114621714102608,-0.140519480519481,-0.0960693555193098,-0.08,-0.109741379310345,-0.182121971595656,0.125580618212197,0.110025062656642,0.0942857142857143,-0.113333333333333,0.1,0.0395522344270243,0.0838767659318181,-0.393015873015873,0.179654524821359,0.176489920036967
"AXIN2",-0.214441051066909,0.238656608008891,0.262013462285265,0.539308727812916,0.252442505189555,0.261818446970672,0.1451588844737,0.272916666666667,0.167107725207164,0.176886905017889,0.167107725207164,0.176541687471315,0.155038759689922,0.176535205135123,0.204681338494726,0.144552032666787,0.0082815734989648,0.233333333333333,0.00709109730848861,-0.225622848503471,0.00389494101461647,-0.0452631578947368,0.220289855072464,-0.0439118065433855,0.0811245696799694,-0.0452631578947368,0.245577180511782,-0.179902025119416,0.2,0.0266666666666667,-0.21304347826087,0.141720545659473,-0.132783882783883,-0.166666666666667,-0.224475143386207,-0.218599033816425,0.225622848503471,0.225622848503471,-0.166666666666667,0.0377167126489183,-0.235405884438143,0.176012550322256,-0.142307692307692,-0.136355311355311,0.228772454802684,0.0356477471316769,0.0291056910569106,-0.155038759689922,-0.15,-0.2,0.221736406046172,-0.172427985074595,-0.256867283950617,0.0939896848067309,-0.149510100105856
"TCFLEF",-0.16617926624329,0.297051169590643,0.481588526330168,0.505710866910867,0.486224287919572,0.49002515729255,0.104173229715398,0.482051282051282,0.148846153846154,0.150732946298984,0.142963800904977,0.144206036929822,0.161666666666667,0.0572621559209772,0.288866603234281,0.172775343266141,0.0579205589731906,0.162337662337662,0.0627006736959439,-0.201301123454553,0.0447781266850636,-0.0422604814283437,0.182337662337662,-0.04392161099645,0.169528020881314,-0.0383389128008927,0.288761162129363,-0.0939065176235303,0.171428571428571,0.131428571428571,-0.185563468789275,0.0833777689172426,-0.17952380952381,-0.16078431372549,-0.196681627196333,-0.18012868618058,0.201301123454553,0.201301123454553,-0.166666666666667,0.147569271611083,-0.176317215410754,-0.240145999327318,-0.17,-0.17952380952381,0.20353502621408,0.150290360046458,0.143623693379791,-0.15578431372549,-0.15,-0.166666666666667,0.224491644153973,-0.0579494411443448,-0.489028026237329,0.0888263562022028,0.0605444434058958
