"","ZEB1","AXIN2","Ecadherin","LIV1","cateninmemb","CDC42","cMet","TCFLEF","CD44","TWIST1","Wnt","STAT","SRC","GLI","Frizzled","DSH","ERK","NFB","Csn","Patched","SNAI2","FUS","ZEB2","TrCP","SUFU","RKIP","SHH","SMO","SMAD","SNAI1","ILK","AKT","HEY1","IKK","Jagged","MEK","cfos","NOTCH","NOTCHic","Csl","EGR1","miR200","SOSGRB2","Destcompl","TGFR","cateninnuc","RAF","PI3K","DELTA","RAS","TGF","KLF4","PAK1","FOXC2","GSK3"
"SNAI2",-0.00810656597440738,-0.177316668881002,-0.39920985333314,-0.12,-0.18249332278579,-0.105882352941176,-0.119460398756173,-0.12314291732396,-0.123761474024991,-0.1183062109353,-0.119460398756173,-0.110909090909091,-0.118051948051948,-0.124273232980772,-0.118051948051948,-0.110909090909091,-0.096078431372549,-0.158333333333333,-0.133333333333333,0.104393757503001,0.381827869986834,0.12,0.00420201384518565,0.1,0.1,0.000833333333333335,-0.105802208207227,-0.102352941176471,0.0381221940895773,0.00601996795266856,0.0366867873910127,0.165396067026728,0.0524562989752863,0.161781609195402,0.127571445243482,0.0974297827239004,0.105882352941176,0.17145705172021,0.168859649122807,0.16359649122807,0.1,0.00306167744135851,0.170114942528736,0.11918269846971,0.108446455505279,0.123453476330171,0.156006494420881,0.156006494420881,0.156006494420881,0.158289599443712,0.112173163579813,-0.00769230769230769,0.105882352941176,0.111775611099158,0.122628395340685
"cateninmemb",-0.00605184902596609,-0.12314291732396,0.147240669636417,0,0.0301390631071071,-0.0590909090909091,-0.0214084339499197,-0.0186012351927507,-0.0177295041840334,-0.0123868745511861,-0.0222180291523185,-0.0176470588235294,-0.0153214774281806,-0.0182180291523185,-0.0153214774281806,-0.0176470588235294,-0.0786603451127405,-0.115238095238095,-0.12,0.0135752688172043,0.0977176588973032,0,0.00581573811864481,0.1,0.0333333333333333,0.00628099384118646,-0.0151500719668106,-0.0125,0.025323086640699,0.0092186040442329,0.0255652173913043,0.115045695045695,0.0371700309165765,0.118941798941799,0.0197193269394011,0.0719936784460738,0.0714438502673797,0.117574923850775,0.117203176638879,0.116172248803828,0.0890909090909091,0.00177772775538139,0.127271222653546,0.0710160019848016,0.0634811529933481,0.017387416331873,0.108257918552036,0.108257918552036,0.108257918552036,0.107419929725221,0.0633003211669467,-0.0112048757618378,0.0550909090909091,0.0755313619993122,0.0761408163375008
"SMO",-0.153531073446328,0.231586804000597,-0.0172658398914086,0.1,-0.10403625987403,0.213333333333333,0.07,0.0806796116504854,0.07,0.00816993464052287,0.175,0.1,0.05,0.175,0.15,0.2,-0.0815384615384615,0.15,0.1,-0.0941666666666667,-0.228948002189381,-0.266666666666667,0.00663841807909604,0,-0.3,0.0455555555555556,0.116388888888889,0.106666666666667,-0.102222222222222,0.073963133640553,-0.113333333333333,-0.209428571428571,-0.126739926739927,-0.221428571428571,-0.138253968253968,0.0906293706293706,0.12,-0.260606060606061,-0.260606060606061,-0.233333333333333,0.1,0.0564798071127185,-0.173684210526316,-0.139636177775713,-0.205,-0.0769202131542448,-0.226923076923077,-0.226923076923077,-0.226923076923077,-0.226923076923077,-0.218513513513514,0.0194444444444444,-0.233333333333333,0.075,-0.152327607667413
"cateninnuc",-0.0150694852145266,-0.255815291220999,0.0146094053530852,-0.0757575757575758,0.0981797609896485,-0.098945054945055,-0.0896093037397385,-0.0873966835659533,-0.0888156529460878,-0.102216413151264,-0.0908650115022956,-0.0834498834498835,-0.0917832167832168,-0.0900744976683035,-0.0930389245457739,-0.0834498834498835,-0.0735190572284684,-0.236363636363636,-0.233333333333333,0.0779689780402539,0.192478630969741,0.0666666666666667,0.013599259524346,0.233333333333333,0.0666666666666667,0.0611706234212438,-0.0764439235740229,-0.0748633879781421,0.0426472934371979,0.0684543701604435,0.0392366522366522,0.236269886363636,0.0610461478481324,0.232363636363636,0.0948252285569849,0.07627135080645,0.079848171152519,0.24464820986106,0.243284573497423,0.242121782799749,0.0782608695652174,0.00397517043094131,0.215099802476552,0.135185984748848,0.101243905519768,-0.0116919659783715,0.217908127908128,0.217908127908128,0.217908127908128,0.217908127908128,0.0994971806289379,-0.0194452048544575,0.0897142857142857,0.101758072528564,0.147947411436085
"IKK",-0.0363558897243108,0.19952380952381,0.293191624210531,0.1,0.151564115586462,0.0111111111111111,0.161111111111111,0.160450528755613,0.156495726495726,0.0092156862745098,0.161111111111111,0.15,0.161111111111111,0.156495726495726,0.161111111111111,0.15,-0.00485714285714285,-0.114285714285714,-0.1,-0.136296296296296,-0.37582520070433,-0.12,0.0197844611528822,0,-0.1,0.10063752276867,0.12250319284802,0.14,0.0648789878987899,0.0850720949957591,0.0638888888888889,-0.0212998712998713,0.0606811145510836,-0.00238095238095238,-0.0413667603873789,0.00263492063492063,-0.00714285714285715,-0.134487734487734,-0.123376623376623,-0.109090909090909,-0.05,0.0202898550724638,-0.0178571428571429,0.055759434222365,-0.0111111111111111,-0.161294410612154,-0.129764065335753,-0.129764065335753,-0.129764065335753,-0.126947163927302,-0.0135111111111111,0.0164835164835165,0,0.121731601731602,-0.0379120879120879
"GLI",-0.152400580303806,-0.077866847826087,-0.0625424129318135,-0.05,-0.0657937187566645,0.076551724137931,-0.0611880409126672,-0.0580644403752736,-0.0577397650505982,-0.083673960448154,0.0478937381404175,-0.07,-0.0538709677419355,-0.0499786022851145,0.0561290322580645,0.04,-0.217121212121212,0.0736842105263158,0.1,-0.0321339061940566,-0.158984208547488,-0.030952380952381,0.0202328042328042,-0.133333333333333,0.019047619047619,0.0552454463775218,0.0218458403504352,0.0362155388471178,-0.0640039000628458,0.0774845350257155,-0.0650849811439269,-0.081624261546724,-0.0714762223251187,-0.067561761546724,-0.0603750047396959,0.216568725933367,0.200238095238095,-0.0697173803208286,-0.0640030946065429,-0.0615030946065429,0.208571428571429,0.0117525714739337,0.0135838792475961,0.063864271128703,-0.0796963782259814,0.0570483017022311,-0.080863520853057,-0.080863520853057,-0.080863520853057,-0.0810615406550372,-0.0794610841083343,0.0157640497640498,-0.08,0.165598770209838,0.0531589183511798
"cfos",-0.143543179983858,-0.0754187192118227,-0.0506745172178318,-0.1,-0.0627986130284485,-0.0285714285714286,-0.0514814814814815,-0.0541841841841842,-0.0541841841841842,-0.0773593073593074,-0.0514814814814815,-0.05,-0.07,-0.0541130604288499,-0.07,-0.05,-0.0756521739130435,0.075,0.1,0.0389400921658986,-0.159367080607957,0.0857142857142857,0.0207713593912141,0,0.1,0.0031934731934732,-0.0327672526597258,-0.0357142857142857,-0.0248079877112135,0.0410477286426654,-0.0119047619047619,-0.0447368421052632,-0.0157671164417791,-0.05,-0.0234375,0.0909064112011791,0.08,-0.0315384615384615,-0.0269230769230769,-0.05,0.24,0.0151133180544945,0.0222222222222222,0.0767571938144116,0.0305322128851541,0.0541841841841842,-0.00893246187363834,-0.00893246187363834,-0.00893246187363834,-0.00527392528827249,0.0305322128851541,0.0254285714285714,0.0714285714285714,0.166208922593428,-0.0254437229437229
"CDC42",-0.143543179983858,-0.0754187192118227,-0.0506745172178318,-0.1,-0.0627986130284485,-0.0285714285714286,-0.0514814814814815,-0.0541841841841842,-0.0541841841841842,-0.0773593073593074,-0.0514814814814815,-0.05,-0.07,-0.0541130604288499,-0.07,-0.05,-0.0756521739130435,0.075,0.1,0.0389400921658986,-0.159367080607957,0.0857142857142857,0.0207713593912141,0,0.1,0.0031934731934732,-0.0327672526597258,-0.0357142857142857,-0.0248079877112135,0.0410477286426654,-0.0119047619047619,-0.0447368421052632,-0.0157671164417791,-0.05,-0.0234375,0.0909064112011791,0.08,-0.0315384615384615,-0.0269230769230769,-0.05,0.14,0.0151133180544945,0.0222222222222222,0.0767571938144116,0.0305322128851541,0.0541841841841842,-0.00893246187363834,-0.00893246187363834,-0.00893246187363834,-0.00527392528827249,0.0305322128851541,0.0254285714285714,-0.0285714285714286,0.166208922593428,-0.0254437229437229
"SNAI1",-0.142019704942034,-0.0745566881611124,-0.0515378048111332,-0.07,-0.0629086929312746,-0.0305322128851541,-0.0541841841841842,-0.0533565979772876,-0.0541841841841842,-0.0790817153860632,-0.0555764750629962,-0.0514814814814815,-0.0541841841841842,-0.0553936597065063,-0.0541130604288499,-0.0514814814814815,-0.0909064112011791,0.0447368421052632,0.05,0.0417672526597258,-0.159481835769666,0.0389400921658986,0.0240516558597737,-0.075,0.0357142857142857,0.00341308067399749,-0.0435148254752598,-0.0327672526597258,-0.0234224383718492,-0.0633089416195247,-0.0267434715821813,-0.0556164717348928,-0.0275318223241321,-0.0521442495126706,-0.0290513578130639,0.095839146627188,0.0909064112011791,-0.0368759811616955,-0.0348351648351648,-0.0315384615384615,0.0756521739130435,0.0160324850015437,0.0214226705689437,0.0759489231377198,0.0267070762731322,0.0542858700474993,-0.0061830161973634,-0.0061830161973634,-0.0061830161973634,-0.00519779452248655,0.0301344956279709,0.0258064887974494,0.0305322128851541,0.166698779316908,-0.0247800565770863
"SMAD",-0.163734965773775,0.0170631996912549,0.0691382887016057,0.02,0.0313242773138206,0.0104963112005366,0.0171521942110177,0.0185524655814384,0.0167885578473814,-0.0884401600871488,0.0303724053724054,0.00571428571428572,0.0112698412698413,0.0289335564515421,0.0246031746031746,0.019047619047619,-0.111059907834101,-0.0753968253968254,-0.0611111111111111,-0.0589220183486239,-0.183766396689208,-0.0625,0.0250204250758664,0.05,-0.025,0.0207715780296425,0.0570632822891443,0.0525,-0.0360810878619098,0.0544847424081295,0.0658236740428521,0.0708478057889823,0.113842693148259,0.0695144724556489,0.0647951403435275,0.114906061680255,0.111059907834101,0.0736179529282978,0.0752052545155993,0.080952380952381,0.114285714285714,0.0164093045469841,-0.00723158828748891,-0.0490324284240613,-0.00770301511115108,-0.0181471970910635,0.0518630597931908,0.0518630597931908,0.0518630597931908,0.0508762176879276,-0.0148743298521869,0.0208337960358346,-0.0119047619047619,0.206339339933627,0.0275153251093101
"TrCP",-0.143864723392218,-0.0747897883942126,-0.0522662127195619,-0.05,-0.0616997119295474,-0.0305322128851541,-0.0541841841841842,-0.0541841841841842,-0.0541841841841842,-0.0806201769245248,-0.0541130604288499,-0.07,-0.0514814814814815,-0.0555764750629962,-0.0514814814814815,-0.07,-0.0909064112011791,0.05,0.075,0.0327672526597258,-0.158643753302351,0.0357142857142857,0.0268806841500566,-0.1,0.0857142857142857,0.00927082125977154,-0.0417672526597258,-0.0389400921658986,-0.0267434715821813,0.0365131224374148,-0.0248079877112135,-0.0521442495126706,-0.0275318223241321,-0.0447368421052632,-0.0283454754601227,0.0909064112011791,0.0756521739130435,-0.0348351648351648,-0.0315384615384615,-0.0269230769230769,0.08,0.0161285464808905,0.0172717271727173,0.0766068178745619,0.0305322128851541,0.0533565979772876,-0.00527392528827249,-0.00527392528827249,-0.00527392528827249,-0.0061830161973634,0.0267070762731322,0.0205105386416862,0.0285714285714286,0.167588232938255,-0.0232619047619048
"LIV1",-0.143864723392218,-0.0747897883942126,-0.0522662127195619,-0.05,-0.0616997119295474,-0.0305322128851541,-0.0541841841841842,-0.0541841841841842,-0.0541841841841842,-0.0806201769245248,-0.0541130604288499,-0.07,-0.0514814814814815,-0.0555764750629962,-0.0514814814814815,-0.07,-0.0909064112011791,0.05,0.075,0.0327672526597258,-0.158643753302351,0.0357142857142857,0.0268806841500566,-0.1,0.0857142857142857,0.00927082125977154,-0.0417672526597258,-0.0389400921658986,-0.0267434715821813,0.0365131224374148,-0.0248079877112135,-0.0521442495126706,-0.0275318223241321,-0.0447368421052632,-0.0283454754601227,0.0909064112011791,0.0756521739130435,-0.0348351648351648,-0.0315384615384615,-0.0269230769230769,0.08,0.0161285464808905,0.0172717271727173,0.0766068178745619,0.0305322128851541,0.0533565979772876,-0.00527392528827249,-0.00527392528827249,-0.00527392528827249,-0.0061830161973634,0.0267070762731322,0.0205105386416862,0.0285714285714286,0.167588232938255,-0.0232619047619048
"EGR1",-0.143864723392218,-0.0747897883942126,-0.0522662127195619,-0.05,-0.0616997119295474,-0.0305322128851541,-0.0541841841841842,-0.0541841841841842,-0.0541841841841842,-0.0806201769245248,-0.0541130604288499,-0.07,-0.0514814814814815,-0.0555764750629962,-0.0514814814814815,-0.07,-0.0909064112011791,0.05,0.075,0.0327672526597258,-0.158643753302351,0.0357142857142857,0.0268806841500566,-0.1,0.0857142857142857,0.00927082125977154,-0.0417672526597258,-0.0389400921658986,-0.0267434715821813,0.0365131224374148,-0.0248079877112135,-0.0521442495126706,-0.0275318223241321,-0.0447368421052632,-0.0283454754601227,0.0909064112011791,0.0756521739130435,-0.0348351648351648,-0.0315384615384615,-0.0269230769230769,0.08,0.0161285464808905,0.0172717271727173,0.0766068178745619,0.0305322128851541,0.0533565979772876,-0.00527392528827249,-0.00527392528827249,-0.00527392528827249,-0.0061830161973634,0.0267070762731322,0.0205105386416862,0.0285714285714286,0.167588232938255,-0.0232619047619048
"STAT",-0.145427649273803,-0.129941431117902,-0.193469266321963,0,-0.104581085687893,-0.0522727272727273,-0.0811688311688312,-0.0842317339162765,-0.082023532023532,-0.175894736614377,-0.0811688311688312,-0.0857142857142857,-0.0857142857142857,-0.082009167303285,-0.0857142857142857,-0.0857142857142857,-0.126666666666667,0.03,0.05,0.0346899224806202,-0.0339781105781669,0.075,0.0274610005379236,0,0.1,0.0344658944658945,-0.0338049667284078,-0.0416666666666667,-0.0173496585040813,0.0685113429063702,-0.0070048309178744,-0.0044955609362389,-0.00733333333333334,-0.00619047619047619,-0.000899241603466956,0.12989247311828,0.126666666666667,0.0184249926682822,0.01939586645469,0.00588235294117647,0.166666666666667,0.0128813995775419,0.122167487684729,0.108220562396911,0.0522727272727273,0.0829206492917235,0.0960659636062862,0.0960659636062862,0.0960659636062862,0.0968122322630026,0.0537220026350461,0.126430976430976,0.0772727272727273,0.204159509202454,0.0747641299510458
"RKIP",-0.0629966523194644,0.157313642756681,0.1667763983002,0,0.105373104196634,0.0666666666666667,0.128070175438597,0.11163660900503,0.116531713900135,-0.0645187165775401,0.133333333333333,0.1,0.133333333333333,0.121794871794872,0.133333333333333,0.1,-0.160344827586207,-0.0857142857142857,-0.1,-0.0826666666666667,-0.347950399253949,-0.0666666666666667,0.0278986131037781,0.1,-0.1,0.0593837535014006,0.0875846994535519,0.0866666666666667,0.0552239691234849,0.18099654949517,0.0581942661531878,0.0645021645021645,0.0708091366627952,0.0857142857142857,0.0401285471743876,0.128429933969186,0.15,0.046037296037296,0.0575757575757576,0.0666666666666667,0.1,0.0178750078355168,-0.000952380952380955,0.108349193335871,-0.0619047619047619,-0.116471214602994,0.0532467532467533,0.0532467532467533,0.0532467532467533,0.0541014541014541,-0.0553627058299955,0.0318986131037781,-0.0333333333333333,0.122826407309166,0.0129235618597321
"RAF",-0.0629966523194644,0.157313642756681,0.1667763983002,0,0.105373104196634,0.0666666666666667,0.128070175438597,0.11163660900503,0.116531713900135,-0.0645187165775401,0.133333333333333,0.1,0.133333333333333,0.121794871794872,0.133333333333333,0.1,-0.160344827586207,-0.0857142857142857,-0.1,-0.0826666666666667,-0.347950399253949,-0.0666666666666667,0.0278986131037781,0.1,-0.1,0.0593837535014006,0.0875846994535519,0.0866666666666667,0.0552239691234849,0.18099654949517,0.0581942661531878,0.0645021645021645,0.0708091366627952,0.0857142857142857,0.0401285471743876,0.128429933969186,0.15,0.046037296037296,0.0575757575757576,0.0666666666666667,0.1,0.0178750078355168,-0.000952380952380955,0.108349193335871,-0.0619047619047619,-0.116471214602994,0.0532467532467533,0.0532467532467533,0.0532467532467533,0.0541014541014541,-0.0553627058299955,0.0318986131037781,-0.0333333333333333,0.122826407309166,0.0129235618597321
"MEK",-0.0574410967639088,0.152809138252176,0.168597891924972,0.1,0.104153592001512,0.0619047619047619,0.116531713900135,0.116471214602994,0.11163660900503,-0.0648850169438405,0.121794871794872,0.133333333333333,0.128070175438597,0.116899766899767,0.133333333333333,0.133333333333333,-0.128429933969186,-0.0857142857142857,-0.0857142857142857,-0.0875846994535519,-0.34965356227098,-0.0866666666666667,0.0294859146910797,0.1,-0.0666666666666667,0.0541205956066637,0.0817023465123754,0.0826666666666667,0.0607590244740384,0.184842703341324,0.0552239691234849,0.058619811560988,0.0653545912082498,0.0645021645021645,0.0417678914366827,0.0167632673025189,0.160344827586207,0.0467672230445953,0.046037296037296,0.0575757575757576,0.15,0.0194229954516159,0.00571428571428571,0.108349193335871,-0.0553627058299955,-0.119259318692214,0.0541014541014541,0.0541014541014541,0.0541014541014541,0.0594982794982795,-0.0524429978007985,0.0299378287900526,-0.0666666666666667,0.119222803705562,0.0195574684936387
"SRC",-0.198420185684337,-0.136954396701942,-0.169034108592932,0,-0.0891528214339171,0.0319444444444444,-0.1,-0.0864654138344662,-0.0852459016393443,-0.169958317544524,-0.1,0,-0.1,-0.0852459016393443,-0.1,-0.1,-0.172727272727273,-0.116666666666667,-0.15,0.0503703703703704,-0.0985477913828094,0.0666666666666667,0.0298592392932016,0.1,-0.0333333333333333,0.0652329749103943,-0.0356644880174292,-0.0466666666666667,-0.0251955903271693,0.15957804254687,-0.0260964912280702,0.124358974358974,-0.00573485600794439,0.124358974358974,0.000853328628557989,0.159519725557461,0.172727272727273,0.139761904761905,0.139761904761905,0.135,0.2,0.0660225442834139,0.104285714285714,0.00794871794871795,-0.0462301587301587,0.0875839820671284,0.221343345848978,0.221343345848978,0.221343345848978,0.216797891303523,-0.0462301587301587,0.129198966408269,-0.0444444444444444,0.303095238095238,-0.0118614718614719
"TGFR",-0.0483623506774493,0.00658139746122579,0.0457054771024739,0,0.0266703425354895,0.0104761904761905,0.00522012578616352,0.00988519755649845,0.00653591525984773,-0.00590022406748386,0.014743935309973,0.0333333333333333,0.00333333333333333,0.0153890966002956,0.0128571428571429,0.0428571428571429,-0.0762238930659983,-0.18452380952381,-0.141666666666667,-0.0620545977011494,-0.00251990209916667,-0.0566666666666667,0.0351672416928667,0.166666666666667,-0.00666666666666668,0.0496536796536797,0.0637495129553867,0.0808045977011494,0.0703339212350807,-0.0166405811940808,0.0728250244379277,0.180484641837151,0.100257898130239,0.189786967418546,0.0654025527736868,0.0775937560796969,0.0784461152882205,0.173984949971058,0.180459770114943,0.166666666666667,0.104761904761905,0.0373360973472208,-0.0111111111111111,-0.0721797541429279,-0.0979761904761905,-0.011568102782362,0.116071428571429,0.116071428571429,0.116071428571429,0.123088972431078,-0.0965577507598784,0.0377438160618939,0.0133333333333333,0.00369409259811766,0.111035543042395
"TGF",-0.0510038601114116,0.00701058201058201,0.0446833305948078,0,0.0266703425354895,-0.0133333333333333,0.00333333333333333,0.00653591525984773,0.00522012578616352,-0.00981481481481482,0.0128571428571429,0,0.0333333333333333,0.014743935309973,0.0428571428571429,0,-0.0784461152882205,-0.141666666666667,-0.166666666666667,-0.0808045977011494,-0.00136249469175926,-0.00666666666666668,0.0378087511268289,0.2,-0.0666666666666667,0.0510822510822511,0.0620545977011494,0.0566666666666667,0.0728250244379277,-0.0257851239669421,0.0712121212121212,0.189786967418546,0.100257898130239,0.18452380952381,0.0654025527736868,0.0762238930659983,0.104761904761905,0.180459770114943,0.166666666666667,0.146666666666667,0.133333333333333,0.037042842215256,0,-0.0687523347880892,-0.0104761904761905,-0.00988519755649845,0.116071428571429,0.116071428571429,0.116071428571429,0.116071428571429,-0.0979761904761905,0.0341723874904653,-0.02,0.00762422360248447,0.107368061379803
"TCFLEF",-0.247838649654439,0.469657631257631,-0.276475153150553,0.1,-0.207497934451689,0.2144305307096,0.120854700854701,0.0197157093052833,0.11708111594904,-0.0333908050323026,0.125266465560583,0.125,0.12,0.120918639473627,0.124411764705882,0.129411764705882,-0.140174216027875,0.13974025974026,0.15974025974026,-0.0256067588325653,0.179292609607587,-0.00333333333333334,0.0512786638312954,-0.114285714285714,0.0166666666666667,0.188825366212059,0.0188582925748966,0.0223809523809524,-0.110631844690816,0.231264890386229,-0.108528594212805,-0.135427496766908,-0.121679703111619,-0.136514453288647,-0.169240749979485,0.146296665007466,0.148745644599303,-0.233830056885677,-0.234162282799299,-0.23808385142675,0.141428571428571,0.0787641474990873,-0.178719484108706,0.239614876149889,-0.211626792391843,-0.020402994528651,-0.077682159467358,-0.077682159467358,-0.077682159467358,-0.0749226325291189,-0.211295666564029,0.150047746371276,-0.205128205128205,0.224951226085669,0.170295265289546
"RAS",-0.0874926362297496,-0.0854808959156785,0.087399295247304,0,0.0719198436287474,0.04,-0.0588235294117647,-0.0594127274477713,-0.0609511889862328,-0.0935624659028914,-0.0588235294117647,-0.1,-0.1,-0.0588235294117647,-0.1,-0.1,-0.0931578947368421,-0.166666666666667,-0.2,-0.078,-0.278158180896536,-0.1,0.0728166421207658,0.2,-0.1,-0.00244654088050314,0.0932542372881356,0.05,0.0946815089672232,0.0751229105211406,0.0926406926406926,0.161111111111111,0.0982213438735178,0.133333333333333,0.103370786516854,0.10296181630547,0.13,0.179344587884806,0.173684210526316,0.2,0.08,0.0784923076923077,0.0896103896103896,-0.0629987862546002,-0.04,0.0647951637083945,0.117435897435897,0.117435897435897,0.117435897435897,0.0058974358974359,-0.0568316831683168,0.0717857142857143,-0.06,0.111111111111111,-0.0939405684754522
"cMet",-0.148629148629149,-0.0552380952380952,-0.0681474509264424,0.1,-0.0696125819613364,0.0741666666666667,-0.03,-0.0354025044722719,-0.0323255813953488,-0.118193192575215,-0.03,0,0.05,-0.03,-0.05,-0.1,-0.16,-0.1,-0.1,-0.0581818181818182,-0.254202666757411,-0.1,0.0862914862914863,0.1,-0.1,0.0451851851851852,0.0644318181818182,0.04,0.0630509173366316,0.134096540786996,0.0575963718820862,0.08625,0.0621947024423805,0.08,0.0652974561670214,0.158181818181818,0.16,0.085842265237562,0.0879699248120301,0.114285714285714,0.1,0.0934923967940272,-0.03,0.109428931277671,-0.0797222222222222,0.0376623914779216,0.0247619047619048,0.0247619047619048,0.0247619047619048,0.0153279424977538,-0.0861052009456265,0.187301587301587,-0.0866666666666667,0.163285864978903,-0.0414746543778802
"CD44",-0.147619047619048,-0.06,-0.0694197155574856,0.1,-0.0713919413919414,0.0866666666666667,0.05,-0.0323255813953488,-0.03,-0.117069597069597,-0.05,0.1,0,-0.03,-0.1,0,-0.16,-0.1,-0.1,-0.04,-0.252742812742813,-0.1,0.0873015873015873,0,-0.1,0.0562962962962963,0.0581818181818182,0.1,0.0575963718820862,0.139181286549708,0.0555555555555556,0.08,0.060233918128655,0.1,0.0631235431235431,0.16,0.1,0.0879699248120301,0.114285714285714,0.1,0.1,0.0950548967940272,-0.05,0.105374877223617,-0.0741666666666667,0.0354025044722719,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0247619047619048,-0.0797222222222222,0.192063492063492,-0.0666666666666667,0.167083333333333,-0.0285714285714286
"Destcompl",-0.186781052229711,0.233024516991946,-0.0306099622988487,0.166666666666667,-0.200871258285176,0.142068965517241,0.177243917399305,0.177579227151912,0.177990186056021,-0.00144572372848112,0.177706948777069,0.166666666666667,0.170776255707763,0.178634592561856,0.170776255707763,0.166666666666667,-0.107772555313539,-0.0238095238095238,-0.0238095238095238,-0.0952086576992777,-0.231005542583956,-0.0827586206896552,0.090184573366812,0.0666666666666667,-0.1,0.160836113424017,0.0977231644691036,0.0884729064039409,-0.0551503759398496,0.176551368768817,-0.0524603174603175,0.0366156184948131,-0.057453828223059,0.0319176319176319,-0.204819224954333,0.113257787381049,0.107226107226107,-0.0629155412273823,-0.0631159420289855,-0.0663768115942029,0.11025641025641,0.100999971751022,-0.103311229087244,0.0301223346013691,-0.147858439201452,-0.176814311292656,0.0302584618435381,0.0302584618435381,0.0302584618435381,0.0288455890020939,-0.150321493388644,0.0974550387605456,-0.14,0.121709644414159,0.124276095860644
"AXIN2",-0.231616611274764,0.593334839272861,-0.0440380048770256,0.233333333333333,-0.237162094633932,0.19341049382716,0.226065223202352,0.233024516991946,0.23079708440109,-0.000688174670595225,0.226065223202352,0.226666666666667,0.224341085271318,0.231096669743233,0.224341085271318,0.226666666666667,-0.168010029633007,-0.0917874396135266,-0.122222222222222,-0.126236263736264,-0.275806993918961,-0.142307692307692,0.137019730211895,0.133333333333333,-0.15,0.208080566387018,0.129842821113313,0.128021978021978,-0.0564757303887739,0.232795451349825,-0.0580630319760755,0.0827536231884058,-0.0598600483996021,0.0816425120772947,-0.242612587177805,0.166630719288179,0.172682926829268,-0.0611466165413534,-0.0611466165413534,-0.0557894736842105,0.18,0.140549330445849,-0.141332823324408,0.206661599100156,-0.192525538074948,-0.233586557631808,0.0944105623171367,0.0944105623171367,0.0944105623171367,0.0930982263591315,-0.195825868107951,0.142669468717727,-0.199583333333333,0.167779332299239,0.203833020399382
