"","AXIN2","cateninnuc","GLI","TCFLEF","CD44","TGFR","CDC42","PAK1","Destcompl","RAS","RAF","DELTA","LIV1","SNAI2","IKK","GSK3","MEK","SMAD","ERK","cfos","Jagged","SMO","Patched","TrCP","SUFU","FUS","SHH","FOXC2","SNAI1","Csl","NOTCH","EGR1","TWIST1","RKIP","NOTCHic","HEY1","NFB","Csn","ILK","AKT","cateninmemb","PI3K","STAT","DSH","SRC","Frizzled","cMet","Wnt","TGF","Ecadherin","ZEB2","SOSGRB2","KLF4","miR200","ZEB1"
"Csn",0.208008636292099,0.178339155960138,0.172708693530333,0.175993996609567,0.172778562525966,0.157054761159239,0.150644504748982,0.143181818181818,0.464730579866463,-0.263434090608863,-0.259787257595427,-0.259787257595427,0.133333333333333,0.106084906664284,-0.145,0.520689820043361,-0.0325703463203463,-0.0225836473518658,-0.0263203463203463,-0.0224242424242424,0.0613321584246825,-0.0344877344877345,-0.0420146162081646,0.22,-0.0142857142857143,-0.0253968253968254,-0.0469326489950498,0.144017734924283,-0.176545233810414,0.159090909090909,0.176835664335664,0.0133333333333333,0.000645161290322581,-0.171140923836466,0.168181818181818,0.00994462901439646,0.136666666666667,0.12,0.0207841614906832,0.1538,0.070096876501402,0.259787257595427,-0.15,-0.15,-0.160344827586207,-0.160344827586207,-0.168778562525966,-0.168778562525966,-0.160634713426542,0.00944327370894669,0.0236492969396195,-0.123452092701487,0.0235839977016448,-0.0616704228205867,-0.0832770885028949
"Patched",-0.256709956709957,-0.120960086299892,-0.0125,-0.112222222222222,-0.106666666666667,-0.0133333333333333,-0.0333333333333333,-0.0333333333333333,-0.243156843156843,0.0514423076923077,0.0576923076923077,0.0576923076923077,-0.1,-0.253455938697318,0,-0.26007326007326,-0.0861538461538462,0.0566666666666667,-0.14,-0.2,-0.149417989417989,0.2,0.08,0,0,0.1,0.08,-0.105,0.0865591397849462,0,-0.0757575757575758,0.1,-0.0138888888888889,0.0542857142857143,-0.0666666666666667,-0.058974358974359,0.1,0,-0.0666666666666667,-0.0142857142857143,-0.103781362007168,-0.0576923076923077,0.1,0,0.1,0,0.1,0,0.0216666666666667,0.00597626752966559,0.025,0.0833333333333333,0.0555555555555556,0.161904761904762,0.208333333333333
"HEY1",0.364163790170151,0.312395898867603,0.302838184191078,0.308784441831489,0.303767719423462,0.0277575757575758,0.0210909090909091,0.00909090909090909,0.310779645876035,0.0681108597285068,0.0688461538461538,0.0688461538461538,0.233333333333333,0.390659492646452,0.0752380952380952,0.295082001185077,0.066057665802966,-0.0254492753623188,0.0650267379679144,0.0709090909090909,0.300169915042479,-0.25,-0.26875,-0.1,-0.2,-0.233333333333333,-0.27627688172043,0.182253926642916,-0.0663061007223095,0.147272727272727,0.167077393577665,-0.08,0.240069716775599,-0.0555761698618841,0.157799043062201,0.00517952635599695,-0.08,-0.1,0.024,-0.0678306878306878,0.0403896250542592,-0.0688461538461538,-0.266666666666667,-0.266666666666667,-0.284313725490196,-0.284313725490196,-0.29594163246694,-0.29594163246694,-0.0301966001478197,-0.24702777973181,0.0252115583075335,-0.176858204688393,0,-0.0346235246235246,-0.0513983488132095
"SNAI2",0.418202070719532,0.376916879752017,0.363565779704968,0.371792656149532,0.364163790170151,0.0230984701572937,0.015406162464986,0.00588235294117647,0.359911948278994,0.121980199226848,0.123350062240547,0.123350062240547,0.26,0.650105845705,0.129885057471264,0.341465130554755,0.0868839427662957,-0.0246772501034918,0.0882352941176471,0.0941176470588235,0.356881098142953,-0.289411764705882,-0.311860744297719,-0.1,-0.2,-0.26,-0.324536800635747,0.223452811924947,-0.0615853246801966,0.184649122807018,0.21212690817954,-0.1,0.288917621683555,-0.0493717948717949,0.200438596491228,-0.00215491259795057,-0.133333333333333,-0.133333333333333,0.021327967806841,-0.123860961085722,-0.0622591252548617,-0.123350062240547,-0.305454545454545,-0.305454545454545,-0.334025974025974,-0.334025974025974,-0.352335833180904,-0.352335833180904,-0.0274462962442502,-0.428166075640722,0.0261785189846864,-0.213624070317782,0,-0.0345602165711621,-0.0495603104677995
"MEK",0.248971439794225,0.219738448901338,0.204498834498834,0.215649229570483,0.210814623972519,0.154267912772586,0.153333333333333,0.153333333333333,0.432122277569929,-0.114655344655345,-0.110528360528361,-0.110528360528361,0.1,0.409409164142745,-0.101244588744589,0.375952354675759,-0.0334666177549523,-0.111635526073864,0.0715333822450477,0.103448275862069,0.174264455427304,-0.126666666666667,-0.144699453551913,0.1,-0.0666666666666667,-0.106666666666667,-0.145353048323154,0.0768151440565234,-0.235785236713596,0.138383838383838,0.160871205031789,-0.1,-0.0306230044465339,-0.0991154356479434,0.1499222999223,0.0941583078168444,0.0982142857142857,0.0857142857142857,0.109052500243606,0.111832824038706,-0.0595974781914524,0.110528360528361,-0.166666666666667,-0.166666666666667,-0.192982456140351,-0.186666666666667,-0.204520917678812,-0.198205128205128,-0.157917547809082,-0.167995410159863,0.0274332627359887,-0.148952380952381,0.0270205643232903,-0.0656678344122867,-0.102773655803785
"RAF",0.237259728082513,0.215649229570483,0.198205128205128,0.210814623972519,0.204520917678812,0.153333333333333,0.153333333333333,0.133333333333333,0.425009306858632,-0.110528360528361,-0.104545454545455,-0.104545454545455,0,0.401866585067319,-0.0982142857142857,0.365878644602049,0.0715333822450477,-0.109052500243606,0.103448275862069,0.1,0.172625111165009,-0.106666666666667,-0.126666666666667,0.1,-0.1,-0.0666666666666667,-0.144699453551913,0.0723106395520189,-0.226810877739237,0.111111111111111,0.1499222999223,-0.1,-0.0309893048128342,-0.0951680672268908,0.138383838383838,0.0996128532713899,0.0857142857142857,0.1,0.114002995293111,0.101244588744589,-0.0610608928255987,0.104545454545455,-0.1,-0.1,-0.166666666666667,-0.166666666666667,-0.192982456140351,-0.186666666666667,-0.154267912772586,-0.165081020360228,0.0290205643232903,-0.142285714285714,0.0270205643232903,-0.0628814567033084,-0.0956307986609278
"cateninnuc",0.312395898867603,0.064583300281596,0.160253807141836,0.163727183186871,0.161710753015101,0.0325714285714286,0.0325714285714286,0.0325714285714286,0.266615055305054,-0.0348717948717949,-0.0348717948717949,-0.0348717948717949,0.142424242424242,0.340076780584948,-0.0424242424242424,0.253658187109339,0.0470753259168481,-0.029431418058976,0.0466166103205179,0.0504140786749483,0.15940960916417,-0.132750455373406,-0.134613809410673,0.0333333333333333,-0.111111111111111,-0.131111111111111,-0.134395944486926,0.134824830906798,-0.120685139139223,0.0788449466415568,0.082534164400542,-0.0456521739130435,0.107306582843693,-0.112165673862944,0.0811705280369057,0.0156744616225642,0.0424242424242424,0.0333333333333333,0.0279307359307359,0.0424242424242424,0.123909246779134,0.0348717948717949,-0.15011655011655,-0.15011655011655,-0.155672105672106,-0.154226139157646,-0.158932975237323,-0.157487008722863,-0.0334447910168434,-0.0254862779097432,0.0291949757224719,-0.135349231819104,-0.00470161511086778,-0.0377650189405175,-0.060361965561073
"ERK",0.256288512964956,0.222724560012449,0.209761992393571,0.219738448901338,0.215649229570483,0.157917547809082,0.154267912772586,0.153333333333333,0.43689491943389,-0.116965575678447,-0.114655344655345,-0.114655344655345,0.166666666666667,0.413557045116596,-0.111832824038706,0.38112946639238,-0.0354164784791863,-0.111331574706083,-0.0334666177549523,0.0715333822450477,0.178180118077907,-0.144699453551913,-0.145353048323154,0.0857142857142857,-0.106666666666667,-0.126666666666667,-0.149217782622671,0.0817724090137883,-0.238794495972855,0.1499222999223,0.163918296444531,-0.103448275862069,-0.0315938782329416,-0.111093151525381,0.160871205031789,0.0944996047451721,0.101244588744589,0.0982142857142857,0.111635526073864,0.112750255231367,-0.0590455002705692,0.114655344655345,-0.192982456140351,-0.186666666666667,-0.204520917678812,-0.198205128205128,-0.210814623972519,-0.204498834498834,-0.162862602754137,-0.168784974183207,0.0304253887202407,-0.14506888580675,0.0239197891294918,-0.0717952853926789,-0.108600427457328
"FUS",-0.271681042595585,-0.127500213792537,-0.0257478632478632,-0.123967605096885,-0.120960086299892,-0.0297747747747748,-0.0216666666666667,-0.0133333333333333,-0.254850386980755,0.0556567892602979,0.0560934704830054,0.0560934704830054,-0.1,-0.261504156188983,0.0182857142857143,-0.26733370751944,-0.0957672212844627,0.0632616487455197,-0.0831235431235431,-0.0861538461538462,-0.159056543634857,0.08,0.08,0.1,0.2,0.08,0.0890909090909091,-0.105499092558984,0.0937019969278034,-0.0757575757575758,-0.0784848484848485,0.14,-0.0175538103548575,0.0787988872524955,-0.0807575757575758,-0.0585602802994107,-0.0142857142857143,0,-0.0677777777777778,-0.0105934065934066,-0.107930627071984,-0.0560934704830054,0.1,0,0.106666666666667,0.0125,0.112222222222222,0.0180555555555556,0.0340300939237109,0.0119753576575532,0.031342934387023,0.0493252361673414,0.0420309653916211,0.168998382659242,0.225428061419015
"SOSGRB2",0.219918866886689,0.193476925333535,0.181211180124224,0.189079219788602,0.18592132505176,0.109010989010989,0.112857142857143,0.0928571428571429,0.375818849308782,-0.260611328407939,-0.252919020715631,-0.252919020715631,0,0.259995233155068,-0.215204678362573,0.367197947758958,-0.0249132249132249,-0.0233837130611324,0.00235950235950235,0.0158730158730159,0.0714922350907812,-0.0166666666666667,-0.040990990990991,0.2,0,0.0333333333333333,-0.0502933165723863,0.0853113553113553,-0.166287135749822,0.209090909090909,0.257411602482025,-0.00476190476190476,-0.00278260869565217,-0.0609649122807017,0.247552447552448,0.0158143939393939,0.188888888888889,0.2,0.0296774193548387,0.223538011695906,-0.0521980811980812,0.252919020715631,-0.1,-0.1,-0.171428571428571,-0.171428571428571,-0.184472049689441,-0.179761904761905,-0.108301769152833,-0.130613309042368,0.0356390977443609,-0.0302777777777778,0.0342105263157895,-0.0784071558313782,-0.114786967418546
"SUFU",-0.276599075382471,-0.129392796912741,-0.0276065993073428,-0.127500213792537,-0.123967605096885,-0.0340300939237109,-0.0297747747747748,-0.0216666666666667,-0.257668037166827,0.0572390677413106,0.0556567892602979,0.0556567892602979,-0.1,-0.264470537204144,0.0105934065934066,-0.270675609833065,-0.10129913617808,0.0644163831566052,-0.0957672212844627,-0.0831235431235431,-0.159294073326068,0.08,0.0890909090909091,0,0.08,0.08,0.0894770094770095,-0.107236065263698,0.0959166476944132,-0.0807575757575758,-0.0864213564213564,0.0861538461538462,-0.0194094804579503,0.0792070505178016,-0.0784848484848485,-0.053741003190977,-0.0182857142857143,-0.0142857142857143,-0.0632616487455197,-0.0179759569289771,-0.109840586144289,-0.0556567892602979,0.106666666666667,0.0125,0.112222222222222,0.0180555555555556,0.120960086299892,0.0257478632478632,0.0342273325824881,0.0131082103866984,0.0366569440488587,0.0542203410624463,0.0366417438347349,0.167883141023555,0.230742071080851
"SMO",-0.263606508434095,-0.123967605096885,-0.0180555555555556,-0.120960086299892,-0.112222222222222,-0.0216666666666667,-0.0133333333333333,-0.0333333333333333,-0.250908781141339,0.0560934704830054,0.0514423076923077,0.0514423076923077,-0.1,-0.259170224411604,0.0142857142857143,-0.262985881432483,-0.0831235431235431,0.0677777777777778,-0.0861538461538462,-0.14,-0.149417989417989,0.08,0.08,0,0.1,0.2,0.08,-0.101551724137931,0.0937019969278034,-0.0666666666666667,-0.0807575757575758,0.2,-0.0138888888888889,0.0653968253968254,-0.0757575757575758,-0.0542124542124542,0,0.1,-0.0566666666666667,-0.0182857142857143,-0.109606604725615,-0.0514423076923077,0.1,0,0.1,0,0.106666666666667,0.0125,0.0297747747747748,0.0122493302602929,0.036864406779661,0.0570175438596491,0.0305555555555556,0.158107293550332,0.223587570621469
"SHH",-0.247619047619048,-0.112222222222222,0,-0.106666666666667,-0.1,-0.0333333333333333,-0.0333333333333333,0,-0.237662337662338,0.0576923076923077,0.05,0.05,0,-0.241455938697318,-0.1,-0.241025641025641,-0.14,0.0666666666666667,-0.2,-0.1,-0.145714285714286,0.1,0.2,0,0,0,0.08,-0.075,0.0833333333333333,-0.1,-0.0666666666666667,0,-0.025,0.04,0,-0.0666666666666667,0,0,-0.0666666666666667,0,-0.112114695340502,-0.05,0.1,0,0.1,0,0.1,0,0.0133333333333333,0.00888888888888889,0.05,0.05,0,0.133333333333333,0.2
"cMet",-0.102063492063492,-0.0667129559443316,-0.0754545454545455,-0.0684078711985689,-0.0730232558139535,0.158888888888889,0.153333333333333,0.153333333333333,0.137816453362672,-0.026648697214735,-0.0247619047619048,-0.0247619047619048,-0.1,0.162205726147332,-0.126666666666667,0.155337941628264,0.115454545454545,-0.130746237889095,0.11,0.14,0.112074592074592,-0.11,-0.119090909090909,0.1,-0.1,-0.15,-0.119090909090909,0.0779008438818566,-0.13855098712369,0.114285714285714,0.119660854263318,-0.1,-0.117165905255793,-0.04,0.109022556390977,0.0993808049535604,0.133333333333333,0.1,0.121655328798186,0.132916666666667,0.0612746861679246,0.0247619047619048,0.2,0.1,0.2,0.1,0.08,0.08,-0.158888888888889,0.0691489639420507,0.0571428571428571,-0.03,0.168253968253968,-0.142224143610013,-0.170562770562771
"GLI",0.108283514492754,0.0737395599884094,0.0595155234365538,0.0746361529352115,0.0762595295585881,-0.0310887009325526,-0.0304597701149425,-0.0166666666666667,0.062547609132795,0.125308753283022,0.126298852292923,0.126298852292923,0.1,0.196813462781822,0.09671798543979,-0.158372704049224,-0.0541412546937409,0.0447685631362185,-0.058008658008658,-0.0333333333333333,-0.0510225159514205,-0.0515664160401002,-0.0536072323666309,-0.1,-0.0476190476190476,-0.0726190476190476,-0.0490804833954374,0.0425746044031648,0.0851532384339522,-0.0635543766578249,-0.0806972338006821,0,0.0782204637467795,0.0800182273866484,-0.0835543766578249,-0.0354405686748641,-0.0742690058479532,-0.111111111111111,-0.0469307252983807,-0.09046798543979,-0.0489179498689878,-0.126298852292923,-0.1,-0.18,-0.0838709677419355,-0.163870967741935,-0.0814319433516916,-0.165047438330171,0.0313239950501997,-0.0495209301197417,0.0671257040450589,0.0943416465540359,0.0717580437580438,0.216870910307443,0.221609404335211
"TrCP",0.115311831954643,0.0828455187861128,0.0854742547425474,0.0828455187861128,0.0832158891564832,-0.100280112044818,-0.100280112044818,-0.0904761904761905,0.104679697168232,-0.0212914172813742,-0.0203823263722833,-0.0203823263722833,0.1,0.210922202316455,0.0396929824561404,-0.0109145021645022,0.0268081552444117,0.0303191670933607,0.024141488577745,0.0495652173913044,-0.0436232532379005,0.0287250384024578,0.0274904705012232,-0.0666666666666667,0.0523809523809524,0.0190476190476191,0.0324904705012232,0.0618317301689389,0.0490630133589561,-0.0269230769230769,-0.0354945054945055,-0.08,0.0762916431394692,0.0703517109041971,-0.0376923076923077,-0.0249191580680248,-0.0291666666666667,-0.0666666666666667,-0.0316094896740058,-0.0341374269005848,-0.0497940987991182,0.0203823263722833,-0.1,-0.1,-0.0888888888888889,-0.0888888888888889,-0.0861861861861862,-0.0888888888888889,0.0991872158699546,-0.0537243919374903,0.0838261033335892,0.0829070407040704,0.0852302888368462,0.222069692359331,0.221371743058406
"PAK1",0.115311831954643,0.0828455187861128,0.0854742547425474,0.0828455187861128,0.0832158891564832,-0.100280112044818,-0.100280112044818,-0.0904761904761905,0.104679697168232,-0.0212914172813742,-0.0203823263722833,-0.0203823263722833,0.1,0.210922202316455,0.0396929824561404,-0.0109145021645022,0.0268081552444117,0.0303191670933607,0.024141488577745,0.0495652173913044,-0.0436232532379005,0.0287250384024578,0.0274904705012232,-0.0666666666666667,0.0523809523809524,0.0190476190476191,0.0324904705012232,0.0618317301689389,0.0490630133589561,-0.0269230769230769,-0.0354945054945055,-0.08,0.0762916431394692,0.0703517109041971,-0.0376923076923077,-0.0249191580680248,-0.0291666666666667,-0.0666666666666667,-0.0316094896740058,-0.0341374269005848,-0.0497940987991182,0.0203823263722833,-0.1,-0.1,-0.0888888888888889,-0.0888888888888889,-0.0861861861861862,-0.0888888888888889,0.0991872158699546,-0.0537243919374903,0.0838261033335892,0.0829070407040704,0.0852302888368462,0.222069692359331,0.221371743058406
"LIV1",0.115311831954643,0.0828455187861128,0.0854742547425474,0.0828455187861128,0.0832158891564832,-0.100280112044818,-0.100280112044818,-0.0904761904761905,0.104679697168232,-0.0212914172813742,-0.0203823263722833,-0.0203823263722833,0.1,0.210922202316455,0.0396929824561404,-0.0109145021645022,0.0268081552444117,0.0303191670933607,0.024141488577745,0.0495652173913044,-0.0436232532379005,0.0287250384024578,0.0274904705012232,-0.0666666666666667,0.0523809523809524,0.0190476190476191,0.0324904705012232,0.0618317301689389,0.0490630133589561,-0.0269230769230769,-0.0354945054945055,-0.08,0.0762916431394692,0.0703517109041971,-0.0376923076923077,-0.0249191580680248,-0.0291666666666667,-0.0666666666666667,-0.0316094896740058,-0.0341374269005848,-0.0497940987991182,0.0203823263722833,-0.1,-0.1,-0.0888888888888889,-0.0888888888888889,-0.0861861861861862,-0.0888888888888889,0.0991872158699546,-0.0537243919374903,0.0838261033335892,0.0829070407040704,0.0852302888368462,0.222069692359331,0.221371743058406
"EGR1",0.115311831954643,0.0828455187861128,0.0854742547425474,0.0828455187861128,0.0832158891564832,-0.100280112044818,-0.100280112044818,-0.0904761904761905,0.104679697168232,-0.0212914172813742,-0.0203823263722833,-0.0203823263722833,0.1,0.210922202316455,0.0396929824561404,-0.0109145021645022,0.0268081552444117,0.0303191670933607,0.024141488577745,0.0495652173913044,-0.0436232532379005,0.0287250384024578,0.0274904705012232,-0.0666666666666667,0.0523809523809524,0.0190476190476191,0.0324904705012232,0.0618317301689389,0.0490630133589561,-0.0269230769230769,-0.0354945054945055,-0.08,0.0762916431394692,0.0703517109041971,-0.0376923076923077,-0.0249191580680248,-0.0291666666666667,-0.0666666666666667,-0.0316094896740058,-0.0341374269005848,-0.0497940987991182,0.0203823263722833,-0.1,-0.1,-0.0888888888888889,-0.0888888888888889,-0.0861861861861862,-0.0888888888888889,0.0991872158699546,-0.0537243919374903,0.0838261033335892,0.0829070407040704,0.0852302888368462,0.222069692359331,0.221371743058406
"CDC42",0.118456486042693,0.0828455187861128,0.0888888888888889,0.0832158891564832,0.0861861861861862,-0.100280112044818,-0.0904761904761905,0.0142857142857143,0.10558195280733,-0.0203823263722833,-0.0228213507625272,-0.0228213507625272,0.1,0.212549688754068,0.0291666666666667,-0.00727813852813853,0.024141488577745,0.0316094896740058,0.0495652173913044,0.08,-0.0387152777777778,0.0190476190476191,0.0287250384024578,-0.1,0.0666666666666667,0.0523809523809524,0.0274904705012232,0.0632110405137665,0.0516883116883117,-0.05,-0.0376923076923077,-0.1,0.0779220779220779,0.0742191142191142,-0.0269230769230769,-0.0175662168915542,-0.0666666666666667,-0.0666666666666667,-0.0235449735449736,-0.0396929824561404,-0.0503435493485688,0.0228213507625272,-0.1,-0.1,-0.1,-0.1,-0.0888888888888889,-0.0888888888888889,0.100280112044818,-0.0528247379582515,0.0873630808255506,0.0680555555555556,0.0704761904761905,0.214455479161361,0.224908720550367
"DELTA",0.162857142857143,0.125760905760906,0.127692307692308,0.124662004662005,0.127692307692308,-0.0888888888888889,-0.1,-0.2,0.154857142857143,0.0133333333333333,0.0133333333333333,0.0133333333333333,0,0.257541478129713,0.0666666666666667,0.0616858237547893,0.1,0.030952380952381,0.1,0,-0.0070995670995671,0.0666666666666667,0.0416666666666667,0,0,0.1,0.00320512820512821,0.0957142857142857,0.05,-0.2,-0.14,0.1,0.129,0.041025641025641,-0.14,0.0833333333333333,-0.1,0,-0.0166666666666667,-0.0777777777777778,-0.0347045911834644,-0.0133333333333333,0,0,-0.1,-0.1,-0.12,-0.12,0.0928888888888889,-0.0711929824561404,0.0884057971014493,0.1,0.0666666666666667,0.198787878787879,0.210628019323672
"SNAI1",0.113913230556041,0.0827422663338671,0.0849258086730776,0.0828455187861128,0.0828455187861128,-0.0991872158699546,-0.100280112044818,-0.100280112044818,0.104076626992793,-0.0207988064439358,-0.0212914172813742,-0.0212914172813742,0.1,0.209614793667444,0.0341374269005848,-0.0123006407783635,0.0326377516569678,0.0321641855435452,0.0268081552444117,0.024141488577745,-0.0433879591202534,0.0274904705012232,0.0324904705012232,-0.0666666666666667,0.0190476190476191,0.0287250384024578,0.0330729947730679,0.0624670541841867,-0.0498693709826809,-0.0376923076923077,-0.0395761381475667,-0.0495652173913044,0.0755736944215205,0.064912380360264,-0.0354945054945055,-0.0255143961632629,-0.0396929824561404,-0.0291666666666667,-0.0303191670933607,-0.0389985380116959,-0.050243148885474,0.0212914172813742,-0.0888888888888889,-0.0888888888888889,-0.0861861861861862,-0.0888888888888889,-0.0832158891564832,-0.0854742547425474,0.0981791513538255,-0.0526317800748472,0.0888691537640935,0.089322135043693,0.0818034975595877,0.218899663540887,0.223708766428639
"Destcompl",0.39038118967175,0.349545047405828,0.338947207552737,0.34572046810955,0.340104029753386,0.251369680358532,0.242948627726953,0.231224489795918,0.51447181095372,-0.233437383459618,-0.229983694291643,-0.229983694291643,0.283333333333333,0.352321195294016,-0.220737507694029,0.598891802802097,-0.0110176839830295,-0.146507936507937,-0.0105957430547595,-0.0111421911421911,0.339482433033835,-0.26200328407225,-0.271847843657742,0.166666666666667,-0.233333333333333,-0.250574712643678,-0.278230822381146,0.220205814918335,-0.346812471912443,0.242687034860948,0.263376239356896,0.00205128205128206,0.00953807389303732,-0.330690356959171,0.253556600078339,0.124352399737015,0.212629399585921,0.195238095238095,0.144285714285714,0.228791198969197,0.287944677077642,0.229983694291643,-0.304761904761905,-0.304761904761905,-0.31983039791259,-0.31983039791259,-0.332268208857863,-0.331711586031402,-0.256000222230453,0.0234040008555622,0.103376099437617,-0.216960889058523,0.0958456570680967,-0.259947846970454,-0.3485832856115
"ZEB2",-0.179990899008973,-0.162573784011886,-0.160766022967858,-0.160106251544354,-0.154824561403509,-0.154632034632035,-0.14987012987013,-0.148051948051948,-0.13946979903751,-0.118698981247161,-0.118484848484848,-0.118484848484848,-0.1,-0.0658185307779175,-0.0533333333333333,-0.0371991079206298,-0.0340628321393571,-0.0331894745584199,-0.0243067345783814,-0.0114035087719298,-0.011049660948404,-0.00857142857142857,-0.00125435540069686,0,0,0,0.00238200823566677,0.00694172494172494,0.0110780054701757,0.0153846153846154,0.0160403530895334,0.0166666666666667,0.016781609501444,0.0196457326892109,0.022051282051282,0.0242499436047823,0.0333333333333333,0.0333333333333333,0.0368480111437858,0.052398753894081,0.0846419005665109,0.118484848484848,0.12,0.127272727272727,0.133333333333333,0.140606060606061,0.146491228070175,0.153426573426573,0.155690235690236,0.182742809924964,0.188305656811951,0.198608058608059,0.28041582095419,0.29092290866039,0.344185021918531
"ZEB1",-0.3910981146739,-0.355743647300221,-0.33663155635748,-0.351536210901004,-0.346483019411642,0.150451170353909,0.151974012993503,0.15632183908046,-0.356003997734703,-0.0630428422178322,-0.0638302437926354,-0.0638302437926354,-0.266666666666667,-0.398700517975765,0.0294909404659189,-0.316545210814138,0.0330968299213959,0.0393990915771271,0.0256078431372549,0.0126666666666667,-0.195539448722186,0.139393939393939,0.149197860962567,0,0.0916666666666667,0.116666666666667,0.155959426798866,-0.117900733217134,-0.0129584999127511,-0.133333333333333,-0.156765516123805,-0.0166666666666667,-0.282111880844034,-0.0215083691292589,-0.150980392156863,-0.0202850344819257,-0.0147368421052632,-0.02,-0.0398798608078964,-0.0309195118944903,0.0143237294969295,0.0638302437926354,0.305128205128205,0.295238095238095,0.3270794246404,0.31718931475029,0.338844130522753,0.328727776288752,-0.147695264842098,0.249411355850527,0.242275712499277,-0.0341130604288499,0.249773282865707,0.216283664902126,0.110643892662589
"miR200",-0.335161670050996,-0.314192215413446,-0.298397771242842,-0.309040700261931,-0.301104192325423,-0.00518659076533839,-0.00196078431372549,0,-0.307871028783466,-0.125918536990856,-0.126666666666667,-0.126666666666667,-0.2,-0.299041687262572,-0.0281203007518797,-0.212096371628775,-0.0122448979591837,0.00422226537575942,-0.0142857142857143,-0.0142857142857143,-0.105270135059538,0.0458333333333333,0.0546940928270042,0,0.02,0.0325,0.0633897450009173,-0.0617988515549491,0.0177570577570578,-0.0446305418719212,-0.0623200022264897,0.0142857142857143,-0.178956483189612,0.012282189741125,-0.0549753694581281,2.82485875706215e-05,0.0252631578947368,0.02,-0.00265486725663717,0.0281203007518797,0.100284460670864,0.126666666666667,0.24,0.24,0.270434782608696,0.268,0.288744641763625,0.28630985915493,0.00809356750952444,0.319424320076626,0.307679211469534,0.0686621534493875,0.312698412698413,0.253859246847165,0.321823476702509
