"","SMO","IKK","TrCP","Csl","AKT","NOTCHic","NOTCH","Jagged","cfos","EGR1","SOSGRB2","CDC42","TGFR","TGF","PAK1","STAT","AXIN2","GSK3","cateninmemb","cMet","TCFLEF","cateninnuc","CD44","Ecadherin","miR200","RAS","RAF","PI3K","DELTA","GLI","Frizzled","Wnt","SRC","Destcompl","LIV1","DSH","SNAI2","ZEB2","ZEB1","TWIST1","ERK","HEY1","MEK","SNAI1","Csn","SHH","Patched","SUFU","FUS","NFB","ILK","SMAD","RKIP","KLF4","FOXC2"
"FUS",0.055,-0.0477142857142857,-0.1,0.0393939393939394,-0.040021978021978,0.0243939393939394,0.0289393939393939,-0.0693188627525977,0.212307692307692,0.22,0.0875843454790823,0.103333333333333,0.0898198198198198,0.103649607053862,0.12,-0.1,-0.255125034885155,-0.0358734694319329,-0.127819226687491,-0.0955555555555555,-0.0936430071943613,-0.0941864854552309,-0.100409924487594,-0.0513992045626002,-0.102091800500122,-0.128928617462562,-0.133732110912343,-0.133732110912343,-0.133732110912343,0.00523504273504274,0.0125,0.00138888888888889,0.106666666666667,-0.0123883596740497,0.1,0,-0.317874020158426,-0.00689837440643305,-0.00689837440643305,-0.10856146414354,-0.215337995337995,-0.0324096193661411,-0.207292018326501,-0.105334318754891,0.05,-0.051969696969697,-0.055,0,-0.08,0.0357142857142857,-0.0322222222222222,-0.0212544802867384,-0.144994272623139,-0.00519125683060109,-0.203811252268603
"Wnt",0.05,-0.0866666666666667,-0.1,0.15,-0.0991666666666667,0.135714285714286,0.127380952380952,0.00818627450980392,0.2,0.1,0.142424242424242,0.0666666666666667,0.06,0.0339130434782609,0.1,-0.1,-0.160606060606061,0.0734326018808778,-0.155084745762712,-0.125,-0.123496240601504,-0.109588955833292,-0.109210526315789,-0.171599977520513,-0.128080808080808,-0.197060833902939,-0.18796992481203,-0.18796992481203,-0.18796992481203,0.109210526315789,0.2,0.125,0.1,0.0572206914802534,0,0.2,-0.23051724137931,-0.00549976087996174,-0.00549976087996174,-0.195882352941176,-0.24,-0.0543589743589744,-0.245882352941176,-0.212215320910973,0.1,-0.0361471861471861,-0.0409090909090909,0,-0.1,0.0666666666666667,-0.0632478632478632,-0.0469687934804214,-0.235,-0.0274509803921569,-0.34663967611336
"DELTA",0.0666666666666667,0.0666666666666667,0,0,0.0333333333333333,-0.06,-0.06,0.0451948051948052,0.2,0.1,0.12,0.1,0.0222222222222222,0.0182222222222222,0,0,-0.124285714285714,0.0256704980842912,-0.191927931223706,-0.08,-0.0907226107226107,-0.0874259074259074,-0.0876923076923077,-0.194,-0.110909090909091,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,0.0876923076923077,0.1,0.08,0.1,0.0637374517374517,0,0,-0.275867269984917,-0.0036231884057971,-0.0036231884057971,-0.163,-0.26,-0.183333333333333,-0.26,-0.158333333333333,0,-0.0551282051282051,-0.0166666666666667,0,-0.1,-0.1,-0.0833333333333333,-0.0595238095238095,-0.143589743589744,-0.0166666666666667,-0.312857142857143
"SMO",-0.08,0.0357142857142857,0,-0.0666666666666667,0.0477142857142857,-0.0393939393939394,-0.0243939393939394,0.0620899470899471,-0.22,-0.2,-0.0991228070175439,-0.12,-0.103333333333333,-0.0898198198198198,-0.1,0.1,0.253261680847888,0.0415590881610299,0.134336917562724,0.106666666666667,0.100409924487594,0.0936430071943613,0.0955555555555555,0.0533170127817783,0.0981314044605184,0.133732110912343,0.136057692307692,0.136057692307692,0.136057692307692,-0.00138888888888889,0,-0.0125,-0.1,0.00523507500251686,-0.1,0,0.32200328407225,-0.00353107344632768,-0.00353107344632768,0.100708061002179,0.212307692307692,0.0483516483516484,0.215337995337995,0.113824884792627,-0.1,0.055,0.055,-0.1,0,-0.05,0.0433333333333333,0.0322222222222222,0.137777777777778,0.0166666666666667,0.207758620689655
"NFB",0.116296296296296,0.24015444015444,0.1,-0.032034632034632,0.237932217932218,-0.0304473304473304,-0.0285118465763627,0.0937412544191451,-0.0388571428571429,-0.0428571428571429,0.126468376824414,0.145454545454545,0.147854545454545,0.14468998849252,0.15,0.0888888888888889,0.116433637284701,-0.177162249515191,0.111818070708716,0.0842735042735043,0.0831507123118365,0.0833860064294836,0.0848384760249167,0.0723670497926316,-0.00337903788054845,0.182949252612223,0.1864318396769,0.1864318396769,0.1864318396769,-0.0842735042735043,-0.0888888888888889,-0.0842735042735043,-0.0888888888888889,-0.0962265886220369,-0.1,-0.0888888888888889,0.336992182922098,-0.00285057471264368,-0.00285057471264368,0.184276377217554,0.0321904761904762,-0.11062030075188,0.0315368814192344,-0.0111844648161703,-0.142857142857143,-0.119744572158365,-0.119744572158365,-0.12,-0.12,-0.242857142857143,-0.109220297029703,-0.111079033089183,-0.00292139554434636,-0.00128205128205128,0.121840028055167
"Csn",0.0183261183261183,0.115833333333333,0.02,-0.109090909090909,0.119833333333333,-0.102597402597403,-0.100674325674326,0.0158000932094196,-0.0990909090909091,-0.09,-0.0160659518044506,-0.0547489823609227,-0.0637233413352817,-0.0563247733161886,-0.0681818181818182,0.0833333333333333,0.110286630468996,-0.0905149331860486,0.0273831154713595,0.0790126021326686,0.074918282732883,0.0718515358898282,0.0723459354660019,0.000120196361116576,0.00815562007757237,0.19167187499507,0.190328304937489,0.190328304937489,0.190328304937489,-0.0724623837920572,-0.0729885057471264,-0.0790126021326686,-0.0729885057471264,-0.0457210685845171,-0.0666666666666667,-0.0833333333333333,0.0585204186269265,-0.00256575682382134,-0.00256575682382134,0.0663035686457846,0.0874025974025974,-0.0229568106312292,0.0926109307359307,0.0707195871881778,-0.12,-0.0229885544269468,-0.017250849508914,-0.0142857142857143,-0.00317460317460317,-0.12,-0.0163341097308489,-0.0150487626871471,0.0970231450635151,0.00433096315449257,0.0960595744909877
"SUFU",0.055,-0.040021978021978,-0.05,0.0243939393939394,-0.0433776827199646,0.0289393939393939,0.0233838383838384,-0.0690813330613863,0.215337995337995,0.212307692307692,0.0840878419825788,0.0898198198198198,0.103649607053862,0.0963517766791089,0.103333333333333,-0.106666666666667,-0.251612154323094,-0.0415289964242208,-0.127137098447382,-0.100409924487594,-0.0941864854552309,-0.0926008077058702,-0.0936430071943613,-0.0492364857160503,-0.0987460755930592,-0.129561528854967,-0.128928617462562,-0.128928617462562,-0.128928617462562,-0.000341165443395926,0.00138888888888889,0.00523504273504274,0.0955555555555555,-0.0088264245331672,0.1,0.0125,-0.317676261424081,-0.000618181169718077,-0.000618181169718077,-0.101344969298179,-0.207292018326501,-0.0239758844263821,-0.206866486411607,-0.105163961003613,0.0357142857142857,-0.0438615888615889,-0.051969696969697,-0.08,-0.055,0.0477142857142857,-0.0212544802867384,-0.0265662585777314,-0.138055497112935,-0.015370897549164,-0.203066835395153
"SOSGRB2",-0.0333333333333333,0.0801169590643275,0.1,-0.227272727272727,0.100950292397661,-0.21958041958042,-0.206904363242391,-0.0170332370309495,0.111111111111111,0.1,0.0188888888888889,-0.0442857142857143,-0.00582417582417582,0.00197724261554049,-0.0142857142857143,0.1,0.13661303630363,-0.00702724733580273,0.214452049452049,0.109937888198758,0.111112564018743,0.103273175873427,0.102691511387164,0.212091769290825,0.0499640505562704,0.113834564682022,0.103578154425612,0.103578154425612,0.103578154425612,-0.10703933747412,-0.114285714285714,-0.114285714285714,-0.114285714285714,-0.055366259393105,0,-0.1,-0.162045077228615,0.0018421052631579,0.0018421052631579,0.00571014492753623,-0.0543543543543544,0.0457386363636364,-0.0907179907179907,-0.0215188343994314,-0.1,0.0361617431384873,0.00360360360360361,0,0.1,-0.0222222222222222,0.0518279569892473,0.0329468381081284,-0.153801169590643,0.0118421052631579,0.0453235653235653
"Jagged",-0.0666666666666667,-0.0666666666666667,0,0,-0.0333333333333333,0.06,0.06,-0.0451948051948052,-0.2,-0.1,-0.12,-0.1,-0.0222222222222222,-0.0182222222222222,0,0,0.124285714285714,-0.0256704980842912,0.191927931223706,0.08,0.0907226107226107,0.0874259074259074,0.0876923076923077,0.194,0.110909090909091,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,-0.0876923076923077,-0.1,-0.08,-0.1,-0.0637374517374517,0,0,0.275867269984917,0.0036231884057971,0.0036231884057971,0.163,0.26,0.183333333333333,0.26,0.158333333333333,0,0.0551282051282051,0.0166666666666667,0,0.1,0.1,0.0833333333333333,0.0595238095238095,0.143589743589744,0.0166666666666667,0.312857142857143
"IKK",-0.12,-0.242857142857143,0,0.0272727272727273,-0.24015444015444,0.032034632034632,0.0304473304473304,-0.0923024054982818,0.0428571428571429,0,-0.127521008403361,-0.15,-0.145454545454545,-0.147854545454545,-0.15,-0.1,-0.117142857142857,0.175201465201465,-0.113824406505971,-0.0888888888888889,-0.0848384760249167,-0.0831507123118365,-0.0842735042735043,-0.0736511589419093,0.00307692307692308,-0.1864318396769,-0.187840290381125,-0.187840290381125,-0.187840290381125,0.0842735042735043,0.0888888888888889,0.0888888888888889,0.0888888888888889,0.0983860570605751,0.1,0.1,-0.33861819918226,0.004,0.004,-0.185228758169935,-0.0388571428571429,0.105263157894737,-0.0321904761904762,0.00817076618603336,0.1,0.119744572158365,0.116296296296296,0.1,0.12,0.142857142857143,0.10625,0.109220297029703,0.00163934426229508,-0.00256410256410256,-0.125425685425685
"Csl",-0.0374811463046757,-0.0439276485788114,-0.0666666666666667,-0.0496774193548387,-0.0322997416020672,-0.0417826825127334,-0.0354190461490971,-0.0332869225605153,-0.252857142857143,-0.26,-0.103730112420741,-0.0311254480286738,-0.0202974225509668,-0.0173495767459782,-0.0182222222222222,0.0876923076923077,0.127118328148061,-0.0133416600994082,0.18376141042616,0.0874259074259074,0.0840048137976164,0.0820036702870389,0.0829361115075401,0.186989422700239,0.109987653612271,0.0270829133752451,0.0274505604340687,0.0274505604340687,0.0274505604340687,-0.0848086322279871,-0.0907226107226107,-0.0896473419054064,-0.0907226107226107,-0.062114051371821,-0.08,-0.0876923076923077,0.278890261388697,0.00753970160407826,0.00753970160407826,0.162532386556276,0.261428571428571,0.145316851378232,0.255993788819876,0.141846470759514,0.0333333333333333,0.027822266067375,0.0192015764122026,0.0166666666666667,0.0551282051282051,0.0555555555555556,0.0465262076053443,0.0420817631608999,0.152322675105423,0.0150517598343685,0.310247667476334
"GLI",-0.12249373433584,-0.0968373314237976,-0.1,-0.0341644562334217,-0.0874623314237976,-0.0166644562334218,-0.0138073133762789,-0.0350865874731192,-0.322857142857143,-0.322857142857143,-0.333294257365054,-0.128908045977011,-0.11192691390154,-0.113573972725069,-0.111666666666667,0.1,0.129459541062802,0.10500146866405,0.178627094533488,0.0999213217938631,0.0973351148973114,0.0956017018668272,0.0973351148973114,0.179891147789154,0.108687442588371,-0.143124091521215,-0.142926071719235,-0.142926071719235,-0.142926071719235,-0.120816343009407,-0.0296774193548387,-0.0237950664136622,-0.109677419354839,-0.068071987277027,-0.1,-0.02,0.29308499998795,0.00804173067076292,0.00804173067076292,0.147036104811996,0.326753246753247,0.036413798425683,0.316256009184186,0.101333575484228,0.0888888888888889,0.116455269567216,0.106167203723595,0.123809523809524,0.148809523809524,0.115204678362573,0.0363288358470675,0.0293018088200405,0.13819660643891,0.0112981552981553,0.267259201926385
"TrCP",-0.0410138248847926,-0.0508771929824561,-0.0666666666666667,-0.0487179487179487,-0.039766081871345,-0.037948717948718,-0.0324542124542125,-0.0366675187457396,-0.235652173913043,-0.24,-0.133319581958196,-0.0358543417366947,-0.0176725235548765,-0.0182189716423082,-0.0142857142857143,0.1,0.132579545806612,0.000472943722943724,0.176341141435898,0.103003003003003,0.100652434612831,0.0995489863369686,0.101022804983201,0.175841230461599,0.110616940207863,-0.002388978256984,-0.00147988734789309,-0.00147988734789309,-0.00147988734789309,-0.10340892882613,-0.111111111111111,-0.105847953216374,-0.111111111111111,-0.0780841106916669,-0.1,-0.1,0.291805102409371,0.00837671926364966,0.00837671926364966,0.171071334462639,0.250906411201179,0.0483853661404592,0.240239744534512,0.139165199623192,0.0416666666666667,0.032026170563805,0.020026170563805,0.0238095238095238,0.0571428571428571,0.0666666666666667,0.0497269158559481,0.0432753029527223,0.15069157361975,0.0132661982825917,0.302371646724291
"PAK1",-0.0410138248847926,-0.0508771929824561,-0.0666666666666667,-0.0487179487179487,-0.039766081871345,-0.037948717948718,-0.0324542124542125,-0.0366675187457396,-0.235652173913043,-0.24,-0.133319581958196,-0.0358543417366947,-0.0176725235548765,-0.0182189716423082,-0.0142857142857143,0.1,0.132579545806612,0.000472943722943724,0.176341141435898,0.103003003003003,0.100652434612831,0.0995489863369686,0.101022804983201,0.175841230461599,0.110616940207863,-0.002388978256984,-0.00147988734789309,-0.00147988734789309,-0.00147988734789309,-0.10340892882613,-0.111111111111111,-0.105847953216374,-0.111111111111111,-0.0780841106916669,-0.1,-0.1,0.291805102409371,0.00837671926364966,0.00837671926364966,0.171071334462639,0.250906411201179,0.0483853661404592,0.240239744534512,0.139165199623192,0.0416666666666667,0.032026170563805,0.020026170563805,0.0238095238095238,0.0571428571428571,0.0666666666666667,0.0497269158559481,0.0432753029527223,0.15069157361975,0.0132661982825917,0.302371646724291
"KLF4",-0.0333333333333333,-0.0942857142857143,-0.1,-0.0109090909090909,-0.0905820105820106,-0.0214354066985646,-0.01834262319341,-0.0144246058788787,0.0527272727272727,0.08,-0.115537449971412,-0.0492727272727273,-0.0692727272727273,-0.0541507760532151,-0.0772727272727273,0,-0.11316023216523,0.0160011531632737,-0.205984745832307,-0.00136798905608755,-0.00283956096244207,-0.00645101799855664,-0.00919407601260929,-0.205971503159099,0.0102930402930403,-0.0764856711915536,-0.0808974358974359,-0.0808974358974359,-0.0808974358974359,0.00826454078022548,0.0176470588235294,0.00136798905608755,0.0176470588235294,0.00983281349139736,0.0333333333333333,0,-0.125534286121108,0.00947368421052632,0.00947368421052632,0.00599128540305011,-0.0703743315508022,0.0228418640183346,-0.056972269695132,0.0320069191487601,0.1,0.034005376344086,0.0458333333333333,0,0.0333333333333333,0.08,0.032,0.0377971014492754,0.0221603793032364,0.0037037037037037,-0.0542515292061572
"SMAD",-0.129166666666667,-0.122829131652661,-0.15,-0.180952380952381,-0.112162464985994,-0.172906403940887,-0.16655719759168,-0.133373830470605,-0.26036866359447,-0.257142857142857,-0.114892043774031,-0.0237089201877934,-0.0142117134838828,-0.0102276497388629,-0.0166666666666667,0.0942857142857143,0.13169854032525,-0.13302044794526,0.189245709670451,0.0923249299719888,0.0893615649787731,0.0864233684235552,0.0875976572447161,0.192393742753905,0.116584388941353,0.140106579967187,0.139448685230345,0.139448685230345,0.139448685230345,-0.109249743062693,-0.114285714285714,-0.114285714285714,-0.0942857142857143,-0.0621035509014171,-0.08,-0.114285714285714,0.289766254548798,0.00956673863228455,0.00956673863228455,0.15776490928157,0.269670989175865,0.132579564319894,0.262940219945096,0.128396259206743,0.116666666666667,0.12063353341746,0.113570336391437,0.116666666666667,0.154166666666667,0.14047619047619,0.150791582846377,0.0446011066559012,0.140345667686344,0.0175035637285364,0.30924211290781
"CDC42",-0.0571428571428571,-0.0666666666666667,-0.1,-0.0333333333333333,-0.0508771929824561,-0.0487179487179487,-0.037948717948718,-0.0293055555555555,-0.24,-0.26,-0.126388888888889,-0.0142857142857143,-0.0358543417366947,-0.0176725235548765,0.0714285714285714,0.1,0.134466338259442,-0.000254329004329003,0.1785389436337,0.111111111111111,0.101022804983201,0.100652434612831,0.103003003003003,0.179370642226305,0.115185468126645,-0.00147988734789309,0.00217864923747277,0.00217864923747277,0.00217864923747277,-0.105847953216374,-0.1,-0.111111111111111,-0.1,-0.0785352385112158,-0.1,-0.1,0.292709261541378,0.0112706099388908,0.0112706099388908,0.177593073593074,0.235652173913043,0.0322088955522239,0.250906411201179,0.132243958573073,0.0666666666666667,0.020026170563805,0.0410138248847926,0.0666666666666667,0.0238095238095238,0.0416666666666667,0.0335978835978836,0.0497269158559481,0.161188811188811,0.0263809523809524,0.314095784655326
"SNAI2",-0.125882352941176,-0.14367816091954,-0.1,-0.0614035087719298,-0.144882980196649,-0.0666666666666667,-0.0666666666666667,-0.121667198923063,0.0823529411764706,0.1,-0.157031778228533,-0.10812324929972,-0.117524958701429,-0.111313778577206,-0.117647058823529,-0.110909090909091,-0.168942449434079,0.0684447997632741,-0.296541726406339,-0.111009694530821,-0.110067448660075,-0.111154405181814,-0.11316023216523,-0.390241489235828,0.0129857433010683,-0.13171562694128,-0.134455352968677,-0.134455352968677,-0.134455352968677,0.112613972605688,0.118051948051948,0.111009694530821,0.118051948051948,0.0685480964261898,0.12,0.110909090909091,0.171310651742101,0.0113209565764632,0.0113209565764632,-0.100456320983604,-0.0882352941176471,0.0296865581675708,-0.0814785373608903,0.0273998610210487,0.133333333333333,0.131861082461153,0.13608643457383,0.1,0.12,0.133333333333333,0.0462105969148223,0.049559879211473,0.0190384615384615,-0.000192307692307693,-0.0898177496610152
"NOTCHic",-0.0551282051282051,-0.0555555555555556,-0.1,0.06,-0.0439276485788114,-0.0496774193548387,-0.0417826825127334,-0.0254744225605153,-0.26,-0.26,-0.0996650717703349,-0.0182222222222222,-0.0311254480286738,-0.0202974225509668,-0.0222222222222222,0.08,0.129946091644205,-0.0176126468446218,0.184984652016374,0.0907226107226107,0.0829361115075401,0.0840048137976164,0.0874259074259074,0.190477794793262,0.115434276705953,0.0274505604340687,0.0318840579710145,0.0318840579710145,0.0318840579710145,-0.0896473419054064,-0.0876923076923077,-0.0907226107226107,-0.0876923076923077,-0.0597374517374517,-0.1,-0.08,0.279113975035229,0.012512077294686,0.012512077294686,0.171335998294425,0.252857142857143,0.132898550724638,0.261428571428571,0.134336589336589,0.0666666666666667,0.0192015764122026,0.0374811463046757,0.0666666666666667,0.0166666666666667,0.0333333333333333,0.0328571428571429,0.0465262076053443,0.164765071418787,0.0250517598343685,0.320592495062541
"SNAI1",-0.020026170563805,-0.039766081871345,-0.0416666666666667,-0.037948717948718,-0.0487938596491228,-0.0324542124542125,-0.0361276818419676,-0.0345498716869161,-0.250906411201179,-0.235652173913043,-0.129923355543101,-0.0176725235548765,-0.0182189716423082,-0.0240657458358566,-0.0358543417366947,0.111111111111111,0.131647144874211,0.00238713514208564,0.174026806375449,0.101022804983201,0.0995489863369686,0.0987745929451255,0.100652434612831,0.175945288734231,0.11340272310892,-0.00370260715681979,-0.002388978256984,-0.002388978256984,-0.002388978256984,-0.102494852043681,-0.105847953216374,-0.10340892882613,-0.103003003003003,-0.0778648124460529,-0.1,-0.111111111111111,0.290430647162975,0.0141577770742278,0.0141577770742278,0.174250821642126,0.240239744534512,0.0412425089976021,0.236203870095051,0.0373858401925869,0.0666666666666667,0.0291135492045817,0.032026170563805,0.0571428571428571,0.0410138248847926,0.0508771929824561,0.0432753029527223,0.037002240222095,0.158641364414729,0.0104624599648347,0.303006970739539
"cateninmemb",-0.0458333333333333,-0.0905820105820106,-0.1,-0.0214354066985646,-0.0892833092833093,-0.01834262319341,-0.0194578648290977,-0.0119074434074829,0.0703743315508022,0.0527272727272727,-0.116853239445096,-0.0692727272727273,-0.0541507760532151,-0.0615648809356744,-0.0492727272727273,-0.0176470588235294,-0.110067448660075,0.00606737832883658,0.128595840129831,-0.00919407601260929,-0.00645101799855664,-0.00364989755037737,-0.00283956096244207,0.157770558754799,0.0130863363824258,-0.0795582968898776,-0.0764856711915536,-0.0764856711915536,-0.0764856711915536,0.00226454078022548,0.00136798905608755,0.00826454078022548,0.00136798905608755,0.0170089551502976,0,0.0176470588235294,-0.126918994128333,0.0151608880019955,0.0151608880019955,0.0121365367996982,-0.056972269695132,0.0288821324747104,-0.0605016814598379,0.0269436280095196,0.08,0.0403045889425112,0.034005376344086,0.0333333333333333,0.0333333333333333,0.0942857142857143,0.0377971014492754,0.0351336631926168,0.0255311658200904,-0.00515705578996718,-0.0549380280619924
"NOTCH",-0.0166666666666667,-0.0333333333333333,0,0.06,-0.0555555555555556,0.06,-0.0496774193548387,-0.0340836940836941,-0.26,-0.2,-0.104210526315789,-0.0222222222222222,-0.0182222222222222,-0.0311254480286738,-0.1,0.1,0.129946091644205,-0.0143068617206548,0.187215889338889,0.0876923076923077,0.0874259074259074,0.0829361115075401,0.0907226107226107,0.194,0.119480519480519,0.0318840579710145,0.0333333333333333,0.0333333333333333,0.0333333333333333,-0.0907226107226107,-0.08,-0.0876923076923077,-0.08,-0.0637374517374517,0,-0.1,0.27851277263042,0.0221417069243156,0.0221417069243156,0.178254237288136,0.26,0.152898550724638,0.252857142857143,0.147564102564103,0.1,0.0374811463046757,0.0551282051282051,0.1,0.0666666666666667,0.0666666666666667,0.0595238095238095,0.0328571428571429,0.174624226348364,0.0036231884057971,0.318979591836735
"STAT",-0.0833333333333333,-0.0942857142857143,-0.1,-0.0274509803921569,-0.0892009685230024,-0.035559088500265,-0.0326464671410417,-0.0288887918079195,-0.233333333333333,-0.233333333333333,-0.222742200328407,-0.0363636363636364,-0.0416267942583732,-0.0372789681714167,-0.0363636363636364,-0.0142857142857143,-0.0545129380423498,0.0544103248776146,-0.0520236455998208,-0.00178571428571429,-0.00503195980325318,-0.00300573811076212,-0.00093101343101343,0.0322983268287251,0.122176262262479,-0.0942174981173537,-0.091232423490488,-0.091232423490488,-0.091232423490488,-0.00073529411764706,0.00178571428571429,0.00178571428571429,0.00178571428571429,0.0225985389219513,-0.1,0.0142857142857143,0.0891864782182823,0.0230141653218576,0.0230141653218576,0.0884928747747339,0.23921568627451,0.0513333333333334,0.242441492726123,0.159706119622527,0.1,0.0602010015778281,0.0717054263565891,0.1,0.05,0.08,0.0533816425120773,0.0625770448109279,0.182549871299871,0.126322043969103,0.25640081799591
"ILK",-0.0333333333333333,0.0176470588235294,0,-0.15,0.00995475113122172,-0.134615384615385,-0.137841191066998,0.0152631578947368,-0.228571428571429,-0.2,-0.107692307692308,-0.0691176470588235,-0.0411176470588235,-0.061442850310856,-0.075,0.1,0.17752380952381,-0.205555555555556,0.157177555457177,0.120289855072464,0.119194679062034,0.121050349165126,0.131059085841695,0.175699409261111,0.134426900820343,0.23556923441855,0.246528138528139,0.246528138528139,0.246528138528139,-0.131059085841695,-0.133333333333333,-0.120289855072464,-0.133333333333333,-0.0627803750536015,-0.1,-0.1,0.244721719345769,0.0254429783988185,0.0254429783988185,0.214063967235742,0.234453781512605,0.0282951602596442,0.222978371676539,0.179943639291465,0.0333333333333333,0.0200854700854701,0.0256410256410256,0.1,0.05,0,0.0382633053221289,0.0198633053221289,0.240368455074337,0.0114035087719298,0.330450638792102
"cMet",-0.21,-0.0666666666666667,-0.1,-0.242857142857143,-0.0291666666666667,-0.24812030075188,-0.245992641177412,-0.144306273436708,0.09,0.05,0.175714285714286,-0.110833333333333,-0.0997222222222222,-0.0784456264775414,-0.0733333333333333,0,-0.00888888888888889,-0.174635176651306,0.0359323061280357,0.00666666666666667,0.0151818723911747,0.0191366746510617,0.0136434108527132,0.100667807022415,0.156847139877031,0.147654986522911,0.151428571428571,0.151428571428571,0.151428571428571,-0.0157575757575758,0,-0.00666666666666667,-0.1,-0.104629517654728,-0.1,0.1,-0.16242080709234,0.105050505050505,0.105050505050505,0.236114746676544,-0.06,0.150085999312006,-0.0254545454545455,0.207335171518936,0,0.164545454545455,0.164545454545455,0.1,0.15,0.0333333333333333,0.174263038548753,0.190626674912389,0.0448148148148148,0.222222222222222,0.269150843881857
"CD44",-0.15,-0.0333333333333333,0,-0.2,-0.0666666666666667,-0.242857142857143,-0.24812030075188,-0.146480186480186,0.05,0.1,0.169047619047619,-0.0733333333333333,-0.110833333333333,-0.0997222222222222,-0.133333333333333,0.1,-0.02,-0.160119047619048,0.0277472527472527,0.1,0.0136434108527132,0.0151818723911747,0.00666666666666667,0.101940071653458,0.164659639877031,0.151428571428571,0.142857142857143,0.142857142857143,0.142857142857143,-0.00666666666666667,0.1,0,0,-0.110034923060133,-0.1,0,-0.171179931179931,0.122222222222222,0.122222222222222,0.246227106227106,-0.09,0.152046783625731,-0.06,0.214114832535885,0.1,0.164545454545455,0.21,0.1,0.1,0,0.172222222222222,0.174263038548753,0.0707407407407407,0.212698412698413,0.270416666666667
"ZEB2",-0.314285714285714,-0.303611111111111,-0.3,-0.292307692307692,-0.291461578400831,-0.290974358974359,-0.289335014712064,-0.27783906923048,-0.255263157894737,-0.25,-0.220494505494505,-0.113766233766234,-0.0994805194805195,-0.0978932178932179,-0.0974025974025974,-0.07,-0.0653676773126463,-0.0551775468255246,-0.0517954755968529,-0.0485964912280702,-0.0480618016088735,-0.0463734899205618,-0.0448927875243665,-0.0278373609748208,-0.0161739733500476,0.0197657517357731,0.0221212121212121,0.0221212121212121,0.0221212121212121,0.0304011890250422,0.0324242424242424,0.034988344988345,0.0433333333333333,0.0498411979416959,0.05,0.0590909090909091,0.0880264348115367,0.20730612096188,0.20730612096188,0.212095774157876,0.277843803056027,0.279701105346267,0.280282827446271,0.28712310765385,0.288888888888889,0.292334494773519,0.292334494773519,0.3,0.3,0.301388888888889,0.301741732445958,0.302351488543519,0.308727858293076,0.309956622993987,0.398376068376068
