"","PAK1","CDC42","GSK3","TGFR","TGF","Frizzled","Wnt","DSH","STAT","LIV1","NOTCH","IKK","NFB","RKIP","AKT","ILK","cfos","EGR1","SOSGRB2","SHH","Patched","ZEB2","ZEB1","PI3K","RAF","DELTA","RAS","miR200","SMO","FUS","MEK","HEY1","ERK","SUFU","KLF4","SMAD","Csn","TrCP","SNAI2","SNAI1","Destcompl","Csl","Jagged","NOTCHic","TWIST1","cateninnuc","cMet","TCFLEF","CD44","SRC","GLI","AXIN2","FOXC2","cateninmemb","Ecadherin"
"Ecadherin",0.00509090909090909,0.00909090909090909,-0.0152630291637291,0.00860310421286031,0.00950726334486754,-0.0344277245782034,-0.0275311728540654,-0.0274509803921569,-0.0274509803921569,-0.0333333333333333,-0.0360128887525427,0.0568253968253968,0.0457142857142857,0.0236967241782651,0.0503318903318903,0.00301449275362319,0.067807486631016,0.0854545454545454,0.0795356745207788,0.0314706629413259,0.032258064516129,0.0259233146987905,0.0259233146987905,0.0514630467571644,-0.0514630467571644,-0.0514630467571644,0.049228409885656,0.0224777002430634,-0.0333333333333333,-0.0333333333333333,-0.0735564253817741,-0.00859860234514794,-0.07708583714648,-0.0333333333333333,0.0320675105485232,-0.000835315998175246,-0.06,0,0.0381558626534241,-0.0253627102254045,0.0206059445036839,0.0379904306220096,0.030844434242209,0.0348976471168549,0.00948469468482614,0.0293122747211356,0.0283407680564642,0.0300592401739834,0.0306819051802101,0.0344277245782034,0.0301978395207321,0.131784280270207,0.0645275802644487,0.266960231502914,0.218326834693319
"cateninnuc",0.0182857142857143,0.0198241758241758,0.0101292600969692,0.0209736011115321,0.0207552605001784,-0.125085416866239,-0.125085416866239,-0.131934731934732,-0.131934731934732,-0.124242424242424,-0.0261165325572105,0.0384242424242424,0.0424242424242424,0.0930011716984422,0.0415492424242424,0.00372150072150072,0.0837474120082816,0.0789855072463768,0.102057721814265,0.106954818040307,0.107608412811549,0.0531821247326717,0.0531821247326717,0.0427987327987328,-0.0427987327987328,-0.0427987327987328,0.0444822344822345,0.0457075796605697,-0.109471766848816,-0.111111111111111,-0.0851235587972724,-0.00982571265418725,-0.0837474120082816,-0.111111111111111,0.0688718557045959,-0.00385792636952255,-0.0333333333333333,-0.0333333333333333,0.0364522964315953,-0.102702682998872,-0.0040394814143946,0.0279347143753923,0.129280098216149,0.0279347143753923,0.0959848276041307,0.0261742510145837,0.126379176379176,0.125207667197958,0.126776001776002,0.126379176379176,0.125480673783235,0.278446283417209,0.07839909816959,0.191107500636114,0.149378913505718
"IKK",-0.05,-0.0388888888888889,0.13970695970696,-0.0297979797979798,-0.0289979797979798,-0.0888888888888889,-0.0965811965811966,-0.1,-0.1,-0.1,0.109090909090909,0.197619047619048,0.314285714285714,0.0973588342440802,0.211132561132561,0.104861111111111,0.0928571428571429,0.05,-0.0951680672268908,0.123703703703704,0.123703703703704,0.074671679197995,0.074671679197995,0.108892921960073,-0.108892921960073,-0.108892921960073,0.111709823368523,0.0814938684503902,-0.12,-0.12,-0.091968253968254,-0.0993808049535604,-0.0808571428571429,-0.1,0.0706959706959707,-0.105851210121012,-0.3,-0.2,0.0841650998298863,-0.122335312411648,-0.0372414439430771,-0.109090909090909,-0.00975945017182131,-0.104329004329004,0.156895424836601,0.0894538606403013,0.0965811965811966,0.0894538606403013,0.0888888888888889,0.0888888888888889,0.0888888888888889,0.122142857142857,0.0391053391053391,0.215036527718092,0.234558769207382
"NFB",-0.0388888888888889,-0.0297979797979798,0.144020685197156,-0.0289979797979798,-0.0283650684055747,-0.0965811965811966,-0.0888888888888889,-0.0888888888888889,-0.0888888888888889,-0.1,0.108445747800587,0.211132561132561,0.197619047619048,0.102487039372285,0.204465894465894,0.105851210121012,0.0808571428571429,0.0928571428571429,-0.0856943830163644,0.121294065149487,0.123703703703704,0.081951372684585,0.081951372684585,0.111709823368523,-0.111709823368523,-0.111709823368523,0.10971977361728,0.0866298201120216,-0.123703703703704,-0.12,-0.0873930905695612,-0.0993808049535604,-0.091968253968254,-0.12,0.0764652014652015,-0.103248979637741,-0.314285714285714,-0.3,0.082742335602244,-0.118773668576032,-0.0352480884613495,-0.104329004329004,-0.00975945017182131,-0.109090909090909,0.15594304388422,0.0885911155422621,0.0888888888888889,0.0894538606403013,0.0894538606403013,0.0965811965811966,0.0888888888888889,0.121433637284701,0.0363164944838252,0.214930931097184,0.235842878356659
"RAF",0.133333333333333,0.126666666666667,0.191292356185973,0.131428571428571,0.128624833110814,0.0333333333333333,0.0633333333333333,0.1,0.1,0,0.0315850815850816,-0.0107142857142857,0.0142857142857143,0.19936974789916,0.0226190476190476,-0.0971758664955071,0.02,-0.03,0.0786031746031746,-0.111475409836066,-0.1,0.0847441415590627,0.0847441415590627,0.175974025974026,-0.175974025974026,-0.175974025974026,0.199050949050949,0.085257983204451,0.12,0.1,-0.0235216434336024,0.0960898180410376,0.00413793103448276,0.1,0.0847441415590627,0.0942055694658041,0,0,-0.106289561112083,-0.194094265242764,-0.0653165795935099,-0.0333333333333333,0.0900456787129113,0.00303030303030303,-0.179477124183007,-0.0603523100710726,-0.0701754385964912,-0.0621334805545332,-0.0586369770580297,-0.0333333333333333,-0.0517948717948718,-0.0922526957337084,-0.138918361332154,-0.115076084487849,-0.0899568035045081
"ERK",0.131428571428571,0.128624833110814,0.197148546783308,0.130814614132712,0.127517910836009,0.0517948717948718,0.0552913752913753,0.0633333333333333,0.0701754385964912,0.0333333333333333,0.021572343246727,-0.00208683473389356,0.0226190476190476,0.198119931156747,0.0116746331560147,-0.0975266026761362,0.0235216434336024,-0.00413793103448276,0.075971027893358,-0.108974699406966,-0.105593056894889,0.0874713006641745,0.0874713006641745,0.183495393495394,-0.183495393495394,-0.183495393495394,0.193286372593303,0.0884184579206532,0.111475409836066,0.1,-0.112166025977706,0.0964311149693652,-0.100188310100269,0.12,0.0905352952298333,0.095094991733887,0.0107142857142857,-0.0142857142857143,-0.102496880566491,-0.188752384900884,-0.0606385949430733,-0.0315850815850816,0.089176628742538,-0.0118770523880013,-0.179839868235071,-0.0596088156472808,-0.0621334805545332,-0.0596088156472808,-0.0603523100710726,-0.0586369770580297,-0.053536989326463,-0.0935666926574614,-0.135670498084291,-0.111430337634796,-0.0906972190901905
"MEK",0.126666666666667,0.131428571428571,0.209228474122091,0.128624833110814,0.130814614132712,0.0633333333333333,0.0517948717948718,0.0333333333333333,0.0333333333333333,0.1,0.0118770523880013,0.0226190476190476,-0.0107142857142857,0.211211853162318,-0.00208683473389356,-0.0942055694658041,-0.00413793103448276,0.02,0.0808253968253968,-0.105593056894889,-0.111475409836066,0.091093347908269,0.091093347908269,0.199050949050949,-0.199050949050949,-0.199050949050949,0.183495393495394,0.0886635559598689,0.1,0.12,-0.100188310100269,0.0960898180410376,-0.0235216434336024,0.1,0.0827833572453372,0.0975266026761362,-0.0142857142857143,0,-0.100693454056121,-0.183196829345328,-0.0544379185056438,0.00303030303030303,0.0867669901883211,-0.0315850815850816,-0.184971629677512,-0.0596088156472808,-0.0586369770580297,-0.0603523100710726,-0.0621334805545332,-0.0701754385964912,-0.0552913752913753,-0.0940544975355102,-0.138918361332154,-0.109222425951264,-0.0950569856538706
"SOSGRB2",0.0928571428571429,0.0928571428571429,0.213694153750255,0.0928571428571429,0.0921479229989868,0.0571428571428571,0.0738095238095238,0.1,0.1,0,0.204323845168916,0.173099415204678,0.188888888888889,0.135562865497076,0.189766081871345,0,0.0873015873015873,0.0761904761904762,-0.00694444444444444,-0.0132097213492562,-0.00855855855855856,0.124661654135338,0.124661654135338,0.259133709981168,-0.259133709981168,-0.259133709981168,0.265543966391424,0.12159442089861,0.0166666666666667,0,-0.0805038805038805,0.100284090909091,-0.0683826683826684,0,0.118947368421053,-0.000699300699300699,-0.2,-0.1,-0.0158059425347016,-0.138221748400853,-0.11924797797281,-0.209090909090909,-0.0160235446619956,-0.186013986013986,-0.0851014492753623,-0.0761888760474634,-0.0788819875776397,-0.0763800806363735,-0.0774327122153209,-0.0571428571428571,-0.072360248447205,-0.104359185918592,-0.0998656898656899,-0.116559845559846,-0.0856219772689744
"AXIN2",0.136666666666667,0.14037037037037,0.163238915292691,0.137715503113733,0.137715503113733,0.146976744186047,0.148700882117081,0.14,0.14,0.133333333333333,0.10811589785274,0.091304347826087,0.0782608695652174,0.114959825121115,0.081304347826087,-0.0122843340234645,0.096260162601626,0.113333333333333,-0.0121982801365691,-0.127450459376689,-0.128434065934066,0.200088605814158,0.200088605814158,0.0973243510440742,-0.0973243510440742,-0.0973243510440742,0.0918125400204522,0.217086053311514,0.123076923076923,0.123076923076923,-0.100133833242941,0.020436692850486,-0.108409695311906,0.1,0.190582687548128,0.0142684610075914,-0.1,-0.0666666666666667,-0.106673345197616,-0.121583161888269,-0.160153278087683,-0.10280701754386,-0.130964259007737,-0.113521303258145,-0.13619994809988,-0.14775602433718,-0.148700882117081,-0.147799258232554,-0.148385424703832,-0.146976744186047,-0.148071951299471,0.253431438912456,-0.182521732755925,-0.183386172591315,-0.14380981987463
"CD44",0.133333333333333,0.153333333333333,0.107142857142857,0.165833333333333,0.160277777777778,-0.1,0,0,-0.1,-0.1,0.0120300751879699,0,0,0.201481481481482,0.00666666666666667,-0.111111111111111,0.025,0,0.233333333333333,-0.118181818181818,-0.1,0.207936507936508,0.207936507936508,0.0904761904761905,-0.0904761904761905,-0.0904761904761905,0.127619047619048,0.222859025032938,0.1,0.1,-0.035,0.105847953216374,-0.025,0.1,0.298412698412698,0.10907029478458,0.1,0,-0.0365545565545566,-0.133200425305688,-0.0989905052930263,0,0.112074592074592,0.0142857142857143,-0.118461538461538,0.0232081097197376,0.1,0.0170542635658915,0.0333333333333333,0.2,0.0333333333333333,0.05,-0.16625,0.048956043956044,0.0213402453588101
"TWIST1",-0.0375757575757576,-0.0341274817136886,-0.0858704276544199,-0.0353774817136886,-0.0351496912808868,-0.111904761904762,-0.115062656641604,-0.128571428571429,-0.128571428571429,-0.1,-0.0123017792829114,0.101831501831502,0.0923076923076923,0.114964654095089,0.0933569255603154,0.11968786968787,0.120289855072464,0.133333333333333,-0.0597410471552348,0.22512579196377,0.224633181126332,0.209750100978171,0.209750100978171,-0.0072897711607389,0.0072897711607389,0.0072897711607389,-0.0100294971881362,0.224058624183349,-0.234222222222222,-0.222222222222222,-0.119726880471783,-0.122251195132551,-0.128184591914569,-0.233333333333333,0.20980821346675,-0.118037704671368,-0.1,-0.1,0.084858525432622,-0.148045489719779,0.0862785500697742,0.0185185185185185,0.0105454427995008,0.0056980056980057,0.0731005502887654,0.115244632637138,0.116160081053698,0.113577007565257,0.11495526177659,0.111904761904762,0.113462656641604,0.164383895674218,0.0626153291569646,0.25861861539344,0.306871572634537
"cMet",0.153333333333333,0.165833333333333,0.128110599078341,0.160277777777778,0.160277777777778,0,-0.0333333333333333,-0.1,-0.2,-0.1,-0.011374180131179,0.00666666666666667,0,0.205185185185185,-0.0120833333333333,-0.10907029478458,0.025,0.025,0.226666666666667,-0.108806818181818,-0.118181818181818,0.215007215007215,0.215007215007215,0.127619047619048,-0.127619047619048,-0.127619047619048,0.104977538185085,0.230671525032938,0.1,0.1,-0.015,0.1078087375301,-0.035,0.1,0.307936507936508,0.110888476602762,0,0.1,-0.024145797430469,-0.124725849034502,-0.0827742890768101,0.0142857142857143,0.103378939900679,-0.0120300751879699,-0.126326707000864,0.0237730814711501,0.0333333333333333,0.0232081097197376,0.0170542635658915,0.1,0.0196969696969697,0.0420634920634921,-0.159920886075949,0.0578528411090689,0.0165056397608457
"SRC",0.0888888888888889,0.0763888888888889,-0.0904761904761905,0.0763888888888889,0.0691161616161616,-0.025,-0.015,0,-0.1,-0.2,-0.11952380952381,-0.13974358974359,-0.116666666666667,0.0576083414793092,-0.123076923076923,-0.0655701754385965,-0.0909090909090909,-0.1,0.197142857142857,-0.0481045751633987,-0.0422222222222222,0.225786163522013,0.225786163522013,-0.158247809762203,0.158247809762203,0.158247809762203,-0.138550840065233,0.233227931488801,0.0533333333333333,0.0333333333333333,0.0961501810558414,0.0261833829857663,0.113131313131313,0.0333333333333333,0.335658914728682,0.0628674727358938,0.15,0.1,-0.0343276222378139,0.0382726686496214,0.0326309921962096,0.11,0.0430645730416373,0.133809523809524,-0.0565757231274473,0.0271465507756629,0.015,0.0264754098360656,0.0264754098360656,0.025,0.0264754098360656,0.0790535084363976,-0.0624509803921569,0.0970528364017363,0.0409201963613728
"RAS",0.14,0.12,0.0834237726098191,0.125882352941176,0.120931857891672,0.05,0.0794117647058824,0.1,0.1,0,0.151986097318769,0.113333333333333,0.133333333333333,-0.00987421383647799,0.141111111111111,0.0909090909090909,0.18,0.18,-0.0718614718614719,0.0834689265536723,0.0953333333333333,0.226388070692194,0.226388070692194,0.166410256410256,-0.166410256410256,-0.166410256410256,0.0933333333333333,0.242584615384615,-0.0833333333333333,-0.1,-0.179174406604747,0.0134387351778656,-0.153684210526316,-0.1,0.225357142857143,-0.0929499072356215,-0.1,-0.2,-0.00134846716982318,-0.110639134709931,-0.0678896998664441,-0.15,-0.119010447466982,-0.123684210526316,-0.0318494271685761,-0.0643176682773275,-0.0794117647058824,-0.0691335322999904,-0.0645181476846058,-0.05,-0.0669117647058824,-0.0938339920948617,-0.128888888888889,-0.0365316564980575,-0.000955280662989835
"SMO",0.233333333333333,0.233333333333333,0.0251111348198727,0.225,0.222297297297297,-0.2,-0.1875,-0.2,-0.1,-0.1,-0.0192424242424242,0.0642857142857143,0.05,0.0768253968253968,0.0682857142857143,-0.0666666666666667,0.04,0.1,0.215789473684211,0.141111111111111,0.146666666666667,0.288418079096045,0.288418079096045,0.0639423076923077,-0.0639423076923077,-0.0639423076923077,0.0639423076923077,0.296805304400241,-0.146666666666667,-0.0666666666666667,-0.0446620046620047,0.0637362637362637,-0.0476923076923077,-0.1,0.291666666666667,0.0714285714285714,-0.1,0,0.0117657361795293,-0.0817972350230415,-0.00616190011538849,0.0333333333333333,0.134153439153439,0.0242424242424242,0.00664488017429194,0.0994217745009774,0.0933333333333333,0.0979180151024811,0.0988888888888889,0.1,0.193055555555556,0.251067323481117,-0.09,0.128976232731322,0.0586275411297802
"FUS",0.233333333333333,0.225,0.0241077903382673,0.222297297297297,0.220169637722829,-0.1875,-0.193055555555556,-0.2,-0.1,-0.1,-0.0192424242424242,0.0682857142857143,0.0642857142857143,0.0716707576501391,0.0721318681318681,-0.0714285714285714,0.0476923076923077,0.04,0.208097165991903,0.14010101010101,0.141111111111111,0.289031576028561,0.289031576028561,0.0639423076923077,-0.0639423076923077,-0.0639423076923077,0.0678724386966745,0.297795403410142,-0.146666666666667,-0.146666666666667,-0.0481102805240736,0.0651855390985826,-0.0446620046620047,-0.0666666666666667,0.296584699453552,0.0694930875576037,-0.05,-0.1,0.0137406015296191,-0.0836840274758717,-0.00747576872852717,0.0242424242424242,0.135358258430548,0.0192424242424242,0.00716844038371602,0.0999652527618469,0.0988888888888889,0.0994217745009774,0.0979180151024811,0.0933333333333333,0.191132478632479,0.251688441493539,-0.0860526315789474,0.131769528820707,0.0610932945544378
"SUFU",0.225,0.222297297297297,0.0253931373819691,0.220169637722829,0.220366876381606,-0.193055555555556,-0.191132478632479,-0.1875,-0.0933333333333333,-0.1,-0.020036075036075,0.0721318681318681,0.0682857142857143,0.0737115739766697,0.0701184453130762,-0.0694930875576037,0.0446620046620047,0.0476923076923077,0.208796466691204,0.14048711048711,0.14010101010101,0.290480851390879,0.290480851390879,0.0678724386966745,-0.0678724386966745,-0.0678724386966745,0.067555983000472,0.29891064504583,-0.141111111111111,-0.146666666666667,-0.04768474860918,0.0639807198214741,-0.0481102805240736,-0.146666666666667,0.297183501848762,0.0692621406753866,-0.0642857142857143,-0.05,0.0132791644828161,-0.0838543852271494,-0.00667832056265795,0.0192424242424242,0.135595788121759,0.0192424242424242,0.00737462595072633,0.0997094982861436,0.0979180151024811,0.0999652527618469,0.0994217745009774,0.0988888888888889,0.192991214691958,0.252859401680893,-0.0867970484523965,0.133270210948948,0.0628440669540258
"miR200",0,0.00196078431372549,-0.00451965690685953,0.00196078431372549,0.00312357501139991,-0.124,-0.128225352112676,-0.12,-0.12,-0.1,-0.0154356961954858,0.0233082706766917,0.0147368421052632,0.00583057683789922,0.0214214782238615,0.000884955752212389,0.00428571428571428,0.0142857142857143,0.0272856221792392,0.0301064024949551,0.0279324894514768,0.317208781362007,0.317208781362007,0.102123995407578,-0.102123995407578,-0.102123995407578,0.10087711261456,0.251456918599524,-0.0266666666666667,-0.02,-0.00997526283240569,-0.00169491525423729,-0.0133766233766234,-0.02,0.317046238785369,5.54831192609649e-05,-0.02,0,0.10428228638441,-0.00591112591112591,0.0785747396051493,0.0160591133004926,0.0340898425637337,0.0126108374384236,0.113076923076923,0.131823255213755,0.128573178199633,0.131217194607694,0.130820369210869,0.124347826086957,0.130423154310478,0.177923072718941,0.0230828250340445,0.302680337102259,0.347730286555611
"GLI",0.23,0.219655172413793,0.0966418167091082,0.217768379960963,0.219415438784492,0.0103225806451613,0.00444022770398482,0.02,0.1,0.1,-0.0115893015030946,-0.0254445637904284,-0.0274853801169591,0.0351678510169076,-0.0223195637904284,-0.0717333928745227,-0.114285714285714,-0.114285714285714,0.263492318890549,0.014332955404384,0.0106292517006803,0.325803294077488,0.325803294077488,0.144077100669357,-0.144077100669357,-0.144077100669357,0.142690962055496,0.344348087413103,-0.00654761904761906,-0.00654761904761906,0.111717012269498,0.0707773833410506,0.115584415584416,-0.0190476190476191,0.323850707850708,0.0701117712529011,0.0222222222222222,0.0333333333333333,-0.0842416423600317,-0.017185344968461,-0.0881686669536467,0.0090893015030946,0.0446805861639214,0.0115893015030946,-0.0672791912859824,-0.0824034703435946,-0.0854445318646735,-0.0819850603017536,-0.0845824628991562,-0.0903225806451613,-0.103163631959304,-0.115409118357488,-0.123166817165463,-0.120911608071555,-0.0944005294235088
"TCFLEF",0.315384615384615,0.315384615384615,0.170744625377592,0.314450035945363,0.313456658461919,-0.0755882352941177,-0.0730241327300151,-0.0705882352941176,-0.075,-0.1,0.0282896217666496,0.120925010473398,0.127376623376623,0.107709969233595,0.127446749603832,-0.0165465178096757,0.126480836236934,0.114285714285714,0.150203592814371,0.0788200314758795,0.0806605222734255,0.378701355661882,0.378701355661882,0.160039820377365,-0.160039820377365,-0.160039820377365,0.162536535226249,0.395598410959857,-0.0790476190476191,-0.0933333333333333,-0.124576074332172,0.0179562914327402,-0.119814169570267,-0.1,0.376437165775401,0.015590494865125,-0.123376623376623,-0.114285714285714,-0.00440654044204437,-0.213922337541584,-0.146186844748048,-0.0291885860035071,0.0913126006226349,-0.0233062330623306,-0.0440315329241218,-0.0221048317780471,0.0774358974358974,-0.0219330104722052,0.0768069666182874,0.08,0.0724030147175927,0.427508180708181,-0.222513327991595,0.104227387165493,0.128352992945357
"AKT",0.205882352941176,0.201882352941176,0.256379268879269,0.202695361071258,0.199372098231379,0.106763285024155,0.108301746562616,0.111111111111111,0.111111111111111,0.1,0.146957271681898,0.218099547511312,0.241176470588235,0.162538292909137,0.129210658622423,-0.0195748699479792,0.160224089635854,0.119047619047619,0.0384188034188034,-0.040353126405758,-0.0382478632478633,0.379898699233733,0.379898699233733,0.209402834608314,-0.209402834608314,-0.209402834608314,0.219282352680603,0.399522163962858,0.041025641025641,0.0333333333333333,-0.151052062244279,0.032763449335679,-0.142191302750608,0.05,0.378829284750337,0.0165445669176762,-0.2,-0.233333333333333,-0.0177150555223899,-0.194904864819052,-0.074416288870672,-0.155769230769231,-0.0219036830486813,-0.139640198511166,-0.0849864148274501,-0.101835557500935,-0.108301746562616,-0.103835557500935,-0.103217000799904,-0.106763285024155,-0.103273813601722,-0.152330067044868,-0.214753958065896,-0.101991489813194,-0.0948393284661862
"PI3K",0.2,0.205882352941176,0.268879268879269,0.201882352941176,0.202695361071258,0.111111111111111,0.106763285024155,0.1,0.1,0.1,0.139640198511166,0.241176470588235,0.2,0.175581771170006,0.218099547511312,-0.0171748699479792,0.119047619047619,0.133333333333333,0.0473076923076923,-0.0382478632478633,-0.041025641025641,0.381268562247432,0.381268562247432,0.221731601731602,-0.221731601731602,-0.221731601731602,0.209402834608314,0.395244089096548,0.0333333333333333,0.05,-0.142191302750608,0.0320115696364309,-0.160224089635854,0,0.366008771929825,0.0195748699479792,-0.233333333333333,-0.2,-0.016006512808822,-0.189641706924316,-0.068047388953385,-0.125,-0.0258771929824561,-0.155769230769231,-0.091408433176074,-0.103835557500935,-0.106763285024155,-0.103217000799904,-0.108301746562616,-0.111111111111111,-0.108301746562616,-0.154857142857143,-0.218513356562137,-0.102093426612379,-0.100142358769216
"ILK",0.2,0.205882352941176,0.268879268879269,0.201882352941176,0.202695361071258,0.111111111111111,0.106763285024155,0.1,0.1,0.1,0.139640198511166,0.241176470588235,0.2,0.175581771170006,0.218099547511312,-0.0171748699479792,0.119047619047619,0.133333333333333,0.0473076923076923,-0.0382478632478633,-0.041025641025641,0.381268562247432,0.381268562247432,0.221731601731602,-0.221731601731602,-0.221731601731602,0.209402834608314,0.395244089096548,0.0333333333333333,0.05,-0.142191302750608,0.0320115696364309,-0.160224089635854,0,0.366008771929825,0.0195748699479792,-0.233333333333333,-0.2,-0.016006512808822,-0.189641706924316,-0.068047388953385,-0.125,-0.0258771929824561,-0.155769230769231,-0.091408433176074,-0.103835557500935,-0.106763285024155,-0.103217000799904,-0.108301746562616,-0.111111111111111,-0.108301746562616,-0.154857142857143,-0.218513356562137,-0.102093426612379,-0.100142358769216
"TrCP",0.171428571428571,0.161624649859944,-0.0214545454545455,0.158594346829641,0.158594346829641,0.0888888888888889,0.083625730994152,0.1,0.1,0.1,-0.00769230769230769,-0.0385964912280702,-0.0333333333333333,0.0171026027379619,-0.0348927875243665,-0.0364823348694316,-0.0443478260869565,-0.04,0.0934543454345435,-0.0441411503669568,-0.0471411503669568,0.388762682575892,0.388762682575892,0.00152505446623094,-0.00152505446623094,-0.00152505446623094,0.00197959992077639,0.406276172982653,0.0508448540706605,0.0476190476190476,0.0454325718496684,0.0362105711849957,0.0494325718496684,0.0476190476190476,0.386455893832943,0.0351920122887865,0.0333333333333333,0.0333333333333333,-0.083710268295873,-0.0322334149541787,-0.0698328809575807,0,0.0120718302658487,0.00769230769230769,-0.0929303594955769,-0.0786348308021234,-0.0834834834834835,-0.0789106928710889,-0.0815032854636815,-0.0888888888888889,-0.0811867066039081,-0.113587694023608,-0.162111842213757,-0.125826917266552,-0.10244313505639
"GSK3",0.297971014492754,0.297018633540373,0.048614752347636,0.291792152704136,0.292817793729777,0.119736842105263,0.11516167870657,0.119736842105263,0.119736842105263,0.125,0.119427043544691,0.0945258620689655,0.0795833333333333,0.14607637976059,0.0834147509578544,-0.0281109023192163,0.108583877995643,0.134509803921569,0.0605180563433541,-0.0507302633100752,-0.055036483405769,0.389701946704931,0.389701946704931,0.147402486594608,-0.147402486594608,-0.147402486594608,0.139209209283683,0.40892848301518,0.0519689987431923,0.0551948051948052,-0.111138560155588,0.0438696242812844,-0.121365832882861,0.0409090909090909,0.381787651694488,0.0300599278064727,-0.110833333333333,-0.0733333333333333,-0.0609161463950074,-0.164393326592518,-0.0511420056036186,-0.11890756302521,-0.0224031989894048,-0.127998472116119,-0.179623397837627,-0.112596078585387,-0.115101080515859,-0.112398710164335,-0.114624890039669,-0.119736842105263,-0.114218282480155,-0.166423155016071,-0.313769551541889,-0.139474665071298,-0.159947802626984
"NOTCH",0.2,0.188888888888889,-0.0302943225357018,0.176888888888889,0.170437275985663,0.02,0.0123076923076923,0,0,0,-0.0153917050691244,-0.0222222222222222,-0.0333333333333333,0.0221927497789567,-0.0333333333333333,-0.0380952380952381,-0.02,0,0.114736842105263,-0.041025641025641,-0.041025641025641,0.391384863123994,0.391384863123994,0.0224242424242424,-0.0224242424242424,-0.0224242424242424,0.0238735177865613,0.407272727272727,0.0333333333333333,0.0333333333333333,0.0342857142857143,0.13768115942029,0.02,0,0.38768115942029,0.0380952380952381,0,0,-0.0674399674399675,-0.0370512820512821,0.000518024032042724,-0.08,0.0230784030784031,-0.0942857142857143,-0.0795254237288136,0.00293706293706294,-0.0123076923076923,7.99200799200796e-05,-0.00321678321678322,-0.02,-0.00321678321678322,-0.00862533692722372,-0.165510204081633,0.00395448368459208,0.0184510469722694
"ZEB1",0.21455938697318,0.210211560886224,0.0952033822927623,0.20868871824663,0.207901316671826,0.0024390243902439,-0.00333020637898687,0,-0.00769230769230769,0,0.108763774104683,0.127483462755249,0.129122807017544,0.0993413549699817,0.12891203418382,0.0823800261977534,0.103333333333333,0.0833333333333333,0.119337231968811,0.107440164677971,0.106372549019608,0.456910860988381,0.456910860988381,0.101859215550886,-0.101859215550886,-0.101859215550886,0.103276538385532,0.479186589731657,-0.108333333333333,-0.108333333333333,-0.0978915090265181,-0.0728967836998925,-0.0974509803921569,-0.108333333333333,0.453177404388547,-0.0843031031208303,-0.113333333333333,-0.133333333333333,0.0344175048165172,-0.118874171577212,0.00497032573544435,-0.110416666666667,-0.0844286771070312,-0.110416666666667,-0.0266931403653277,0.0136120071471833,0.0111356362432403,0.0127313809240913,0.0111356362432403,0.00525328330206379,0.00298656376730302,0.109747874975589,-0.186802648492274,0.224171627690363,0.179373979293587
