"","IKK","Patched","SMO","HEY1","NFB","TrCP","NOTCHic","Jagged","EGR1","ZEB1","Csl","Csn","SRC","TCFLEF","LIV1","cateninnuc","CD44","STAT","Ecadherin","CDC42","SOSGRB2","TGFR","TGF","PAK1","GSK3","DSH","RAF","PI3K","DELTA","RAS","cMet","AXIN2","GLI","Wnt","cateninmemb","SNAI2","Frizzled","Destcompl","TWIST1","ERK","cfos","MEK","SNAI1","NOTCH","RKIP","SUFU","FUS","AKT","SHH","ILK","SMAD","FOXC2","miR200","ZEB2","KLF4"
"TWIST1",-0.0721611721611722,0.00810958904109589,0.004,-0.13718259141988,-0.0769230769230769,-0.1,0.0188034188034188,-0.00229603616661867,0.0666666666666667,0.09004004004004,0.0111111111111111,-0.1,0.111111111111111,0.107550460768056,0.1,0.107492956455232,0.106172206556723,0.1,0.219217907841141,-0.00526645768025078,0.0672651528486769,-0.00651645768025078,-0.00537750551624167,-0.00181818181818182,0.135885411491969,-0.1,0.0307572292771534,0.0307572292771534,0.0307572292771534,0.032127092290852,-0.108983451536643,-0.0883248471958149,-0.105553216374269,-0.107953216374269,-0.216169067044881,0.367992337402772,-0.111111111111111,-0.123957467445248,-0.06580159638226,-0.0257055682684973,-0.036231884057971,-0.0341632797112834,0.1536247514503,-0.0131430414449282,0.125714199627243,-0.0333333333333333,0,0.0806357484323586,-0.00170564815439638,0.136204386204386,0.135214287194485,0.141793727652692,0.153544701813227,0.182739757301161,0.17245153220763
"Wnt",0.02,-0.109090909090909,-0.1,-0.10974358974359,0,0.1,0.0142857142857143,-0.0991176470588235,-0.1,-0.0534194165471066,0,0.1,-0.1,-0.0977443609022556,0,-0.0891350893790768,-0.101315789473684,-0.1,0.167165898617512,0.1,-0.00909090909090909,0.12,0.111304347826087,0.1,-0.135188087774295,0.2,-0.0481203007518797,-0.0481203007518797,-0.0481203007518797,-0.0208475734791524,0.075,0.0775757575757576,0.101315789473684,0.075,-0.0450847457627119,0.0232758620689655,0.2,0.209324553620075,0.112352941176471,0.0666666666666667,0.0666666666666667,0.0372549019607843,0.0209627329192547,-0.00595238095238095,0.0266666666666667,0,0.1,0.005,0.113852813852814,0.100854700854701,0.0892267938779567,0.101781376518219,0.146262626262626,0.19167862266858,0.194117647058824
"ILK",-0.117647058823529,-0.107692307692308,-0.1,-0.0764235025056335,-0.1,0,-0.00769230769230769,-0.0859649122807018,-0.0666666666666667,-0.0451635100702728,0,-0.1,-0.0888888888888889,-0.0955910788630022,-0.1,-0.0986838623681569,-0.102935711631364,-0.1,0.104199909295997,0.0176470588235294,-0.0476923076923077,0.0136470588235294,0.0144600669536107,0,-0.124218374218374,0.1,-0.0521904761904762,-0.0521904761904762,-0.0521904761904762,-0.0549302022178734,0.110628019323672,0.070952380952381,0.102935711631364,0.110628019323672,-0.01112084499841,-0.0418066786463013,0.0888888888888889,0.194160417516447,0.0118702553485162,0.0372549019607843,0.0666666666666667,0.0356155576984892,0.0040780998389694,0.0205955334987593,0.0219295410471881,0.1,0.1,0.125339366515837,0.107692307692308,0.074109643857543,0.074909643857543,0.0123019744483159,0.149468992091943,0.192101936153983,0.18640350877193
"AKT",-0.125339366515837,-0.107692307692308,-0.107692307692308,-0.0771753822048816,-0.117647058823529,-0.1,-0.0205955334987593,-0.0819914023469269,-0.0666666666666667,-0.0485881676045194,-0.00769230769230769,-0.1,-0.110628019323672,-0.0986838623681569,-0.1,-0.0982223239066184,-0.0955910788630022,-0.0888888888888889,0.105260515356603,0.0136470588235294,-0.061025641025641,0.0144600669536107,0.0135537225427346,0.0176470588235294,-0.12058934196031,0.0888888888888889,-0.0549302022178734,-0.0549302022178734,-0.0549302022178734,-0.0566169492058253,0.102935711631364,0.0698693484614062,0.0967904602347158,0.102935711631364,-0.00979566660901144,-0.0421081861839897,0.110628019323672,0.195235686333651,0.00728309938521346,0.0356155576984892,0.0372549019607843,0.0457421399769702,0.00332622013972128,0.00718089935241784,0.0175817149602316,0.1,0.1,0.00816764934411993,0.105587044534413,0.074909643857543,0.0779399468878461,0.0115500947490678,0.149468992091943,0.194156730674531,0.194095816464238
"Frizzled",-0.005,-0.113852813852814,-0.109090909090909,-0.090594653573377,0.02,0.1,0.00595238095238095,-0.0920469399881165,-0.0666666666666667,-0.0464887234777997,0.0142857142857143,0,-0.075,-0.0891350893790768,-0.1,-0.0919922322362197,-0.0977443609022556,-0.1,0.167865199316812,0.12,0.00606060606060606,0.111304347826087,0.112256728778468,0.1,-0.135794148380355,0.2,-0.0208475734791524,-0.0208475734791524,-0.0208475734791524,-0.0216349750539556,0.101315789473684,0.0682734319943622,0.0977443609022556,0.101315789473684,-0.049211729889696,0.0280077232677037,0.075,0.206406781736786,0.115210084033613,0.0372549019607843,0.0666666666666667,0.0335511982570806,0.0193754313319531,0.0116946778711485,0.0409523809523809,0.1,0.1,0.0175,0.113852813852814,0.0892267938779567,0.090161373317209,0.115734864890312,0.152512626262626,0.200589513757689,0.194117647058824
"GSK3",0.00204022988505747,-0.113239316920299,-0.113852813852814,-0.0940791433445177,-0.0175,0.02,0.00159203541556483,-0.090169499825156,-0.0372549019607843,-0.0505743197619195,-0.0116946778711485,-0.005,-0.0977443609022556,-0.0917250906511796,-0.075,-0.0912645643353901,-0.0919922322362197,-0.101315789473684,0.168315079532808,0.112256728778468,-0.0105474483920315,0.113302024945715,0.110225101868792,0.111304347826087,-0.23384650504809,0.101315789473684,-0.0235957593676811,-0.0235957593676811,-0.0235957593676811,-0.0225453391996138,0.0891350893790768,0.0687512463788872,0.0933850070978408,0.0905548184185955,-0.048858997856691,0.0276064500413163,0.0977443609022556,0.208121179613686,0.111141831838301,0.0448293937458024,0.0335511982570806,0.0465339392003479,0.0209681897700098,-0.00444917827270768,0.0353053963580279,0.109090909090909,0.113852813852814,-0.00118552903035662,0.112282379121255,0.0928028827511713,0.092053257563765,0.113775420825604,0.15427112567646,0.202803130071994,0.204382228693745
"DSH",-0.0175,-0.113852813852814,-0.113852813852814,-0.0923490395382893,-0.005,0,-0.0116946778711485,-0.0873957771974188,-0.0666666666666667,-0.0504257313518155,0.00595238095238095,0.02,-0.101315789473684,-0.0919922322362197,-0.1,-0.0917250906511796,-0.0891350893790768,-0.075,0.169006551380026,0.111304347826087,-0.0110125646711013,0.112256728778468,0.113302024945715,0.12,-0.131849832835112,0.075,-0.0216349750539556,-0.0216349750539556,-0.0216349750539556,-0.0235957593676811,0.0977443609022556,0.066163727353012,0.0905548184185955,0.0977443609022556,-0.0481516592183179,0.0281241377030937,0.101315789473684,0.207170140515412,0.110245545026521,0.0335511982570806,0.0372549019607843,0.0448293937458024,0.0190855762594893,-0.00159203541556483,0.0360572760572761,0.1,0.109090909090909,-0.00204022988505747,0.113239316920299,0.090161373317209,0.0928028827511713,0.116167765323212,0.152512626262626,0.202951718482098,0.202855511136493
"SRC",0.00769230769230769,-0.0685185185185185,-0.05,-0.0827540549486925,0,0.1,0.0542857142857143,-0.0235221124441308,-0.166666666666667,-0.0267819706498952,0.04,0,0.125,0.136855257896841,0.2,0.131709844026595,0.133196721311475,0.2,0.267148374501316,0.0694444444444444,0.127142857142857,0.0551587301587302,0.0460678210678211,0.0444444444444444,-0.0322943722943723,-0.1,0.0234626616604088,0.0234626616604088,0.0234626616604088,0.0158869040846513,-0.125,-0.0929576267584683,-0.133196721311475,-0.125,-0.25958763658135,0.219017818316245,-0.125,-0.170668498168498,0.0938120500189466,0.164646464646465,0.175757575757576,0.181627596721936,0.0656758420523694,-0.0471428571428572,0.174910394265233,0.1,0.05,0.00341880341880342,0.0567538126361656,0.0868421052631579,0.0931484115694642,0.146736694677871,0.187310789049919,0.249520814615154,0.130103359173127
"SHH",-0.1,-0.2,-0.1,-0.0666666666666667,0,0,0,0.0828571428571429,0,0.025,0.1,0,0.1,0.156666666666667,0,0.14,0.15,0.1,0.0919444444444445,-0.0333333333333333,0.1,-0.0333333333333333,-0.0733333333333333,0,0.207692307692308,0,0.05,0.05,0.05,0.0423076923076923,-0.1,-0.0476190476190476,-0.05,0,-0.172329749103943,0.270574712643678,0,-0.191948051948052,0.025,0,0.1,0.02,0.2,0.0333333333333333,0.2,0.2,0.2,0.15,0.08,0.0666666666666667,0.0666666666666667,0.15,0.183333333333333,0.275,0.2
"FUS",-0.111142857142857,-0.0841666666666667,-0.0675,-0.090922121356904,-0.107142857142857,-0.1,0.0121212121212121,0.0711563715178173,-0.02,0.000472253994662231,0.0121212121212121,-0.15,0.156666666666667,0.149803635301847,0.1,0.14545580921489,0.146796116504854,0.15,0.100886887426528,-0.0733333333333333,0.0767881241565452,-0.0733333333333333,-0.0722695035460993,-0.0733333333333333,0.202857575799746,-0.05,0.0516100178890877,0.0516100178890877,0.0516100178890877,0.0441864371030615,-0.14,-0.0453487541943314,-0.041025641025641,-0.0333333333333333,-0.179446928929535,0.276586852508601,-0.05,-0.185771050089502,0.0266550890280487,0.0708158508158508,0.0738461538461539,0.0719652761032071,0.202524418166536,0.00151515151515151,0.201178203240059,0.2,0.08,0.122681318681319,0.0871969696969697,0.0919047619047619,0.0951305683563748,0.164446460980036,0.214400599191926,0.305953866417109,0.277140255009107
"SUFU",-0.122681318681319,-0.0871969696969697,-0.0841666666666667,-0.0969462177424461,-0.111142857142857,-0.15,-0.00151515151515151,0.0718689605914515,-0.0738461538461539,-0.00532484745461313,0.0121212121212121,-0.107142857142857,0.14,0.14545580921489,0.15,0.146223072642,0.149803635301847,0.156666666666667,0.101916753543933,-0.0733333333333333,0.0718930192614403,-0.0722695035460993,-0.0724667422048764,-0.0733333333333333,0.20594240870463,-0.05,0.0441864371030615,0.0441864371030615,0.0441864371030615,0.0426041586220488,-0.146796116504854,-0.0441777940069778,-0.0428843770851206,-0.041025641025641,-0.176718415969098,0.275993576305569,-0.0333333333333333,-0.185079928345749,0.0239746766569147,0.0719652761032071,0.0708158508158508,0.0783482548266114,0.200309767399926,-0.00562770562770563,0.197504733852304,0.08,0.0675,0.115298768345748,0.0860386685386685,0.0951305683563748,0.0985947715896312,0.162213210359689,0.215515840827614,0.307886233566867,0.284924686146832
"miR200",0.0118796992481203,-0.0237974683544304,-0.02,-0.00169491525423729,0.0147368421052632,0,-0.0126108374384236,-0.0236946535602973,-0.0142857142857143,-0.313512544802867,-0.00916256157635468,0.02,-0.104347826086957,-0.105426332079215,-0.1,-0.10557784723073,-0.104632681285564,-0.1,-0.239941214517624,0.0352941176470588,0.00803030303030303,0.0352941176470588,0.035875512995896,0.0333333333333333,-0.0635819324088397,0.1,0.0748258706467662,0.0748258706467662,0.0748258706467662,0.0745764940881627,0.105756276791182,0.0742409222192793,0.104309549605324,0.105408450704225,0.227307607561986,-0.123402398565702,0.104,0.127710961070363,0.101538461538462,0.00519480519480519,0.0142857142857143,0.00587507730364873,-0.00171532171532172,0.0143057526926609,-0.000922601377776521,0.02,0.02,-0.00999290679529011,0.0237974683544304,0.00281874795149131,0.00375918682296467,0.0196699777187582,0.247023841020666,0.311375448028674,0.312698412698413
"Jagged",-0.0666666666666667,-0.0666666666666667,-0.0666666666666667,-0.25,-0.1,0,0.06,-0.091948051948052,-0.1,-0.0463768115942029,0,0,0.1,0.0966899766899767,0,0.102184482184482,0.0815384615384615,0,0.185122807017544,-0.1,0.02,-0.111111111111111,-0.123111111111111,0,0.0647509578544061,0,-0.08,-0.08,-0.08,-0.0345454545454546,-0.12,-0.0657142857142857,-0.0815384615384615,-0.12,-0.192116334369856,0.261437908496732,-0.1,-0.117451737451737,0.095,0.22,0.2,0.153333333333333,0.2,-0.0314285714285714,0.174358974358974,0,0.1,0.122222222222222,0.0897435897435898,0.15,0.135714285714286,0.275714285714286,0.273939393939394,0.324154589371981,0.311111111111111
"DELTA",-0.0666666666666667,-0.0666666666666667,-0.0666666666666667,-0.25,-0.1,0,0.06,-0.091948051948052,-0.1,-0.0463768115942029,0,0,0.1,0.0966899766899767,0,0.102184482184482,0.0815384615384615,0,0.185122807017544,-0.1,0.02,-0.111111111111111,-0.123111111111111,0,0.0647509578544061,0,-0.08,-0.08,-0.08,-0.0345454545454546,-0.12,-0.0657142857142857,-0.0815384615384615,-0.12,-0.192116334369856,0.261437908496732,-0.1,-0.117451737451737,0.095,0.22,0.2,0.153333333333333,0.2,-0.0314285714285714,0.174358974358974,0,0.1,0.122222222222222,0.0897435897435898,0.15,0.135714285714286,0.275714285714286,0.273939393939394,0.324154589371981,0.311111111111111
"TGF",-0.0761904761904762,-0.177471264367816,-0.153333333333333,-0.190586718246293,-0.0333333333333333,0,-0.0333333333333333,-0.149288168875798,-0.133333333333333,0.038418510043224,-0.0133333333333333,-0.0333333333333333,0.133333333333333,0.113114862628269,0,0.109765580331618,0.105220125786164,0.1,0.207206046664476,0.0288888888888889,0.0105263157894737,0.0288888888888889,-0.0693253968253968,0.04,-0.0297145342155127,-0.1,0.0446428571428571,0.0446428571428571,0.0446428571428571,0.0428571428571429,-0.103333333333333,-0.0872134038800706,-0.0861725067385445,-0.0842857142857143,-0.207705723813249,0.128256506996208,-0.114285714285714,-0.0210897245186309,0.208888888888889,0.135588972431078,0.161904761904762,0.128922305764411,0.264558169103624,0.0609195402298851,0.193939393939394,0.133333333333333,0.153333333333333,0.10250626566416,0.183721264367816,0.205151515151515,0.203538611925709,0.364472049689441,0.269076708731881,0.334097958994984,0.31955250444953
"SMAD",-0.199953314659197,-0.199579510703364,-0.204166666666667,-0.226118951646849,-0.229365079365079,-0.15,-0.169195402298851,-0.18665814830331,-0.171428571428571,-0.0455444866121786,-0.193333333333333,-0.205555555555556,0.0938095238095238,0.0925750544451159,0.12,0.0937908599162405,0.0886401833460657,0.0771428571428571,0.185056457080809,-0.105734406438632,-0.00406684412895593,-0.101823791913492,-0.103815823786002,-0.107142857142857,0.103674463937622,-0.0571428571428571,0.0286444734304996,0.0286444734304996,0.0286444734304996,0.0332497365883944,-0.0977310924369748,-0.0726530263577385,-0.0670995072074209,-0.0757326007326007,-0.189123582952997,0.26116389454249,-0.0738095238095238,-0.0378672608518321,0.0839380531898324,0.195584610438324,0.174654377880184,0.187892302746016,0.163878544842255,0.173163656267105,0.164010036787377,0.166666666666667,0.204166666666667,0.20928664799253,0.203668730034219,0.246171727815563,0.141409823053659,0.277317651932833,0.29190649863775,0.336336527376499,0.333417110064362
"TGFR",-0.10250626566416,-0.183721264367816,-0.177471264367816,-0.190586718246293,-0.0761904761904762,-0.0333333333333333,-0.0609195402298851,-0.144215705107682,-0.161904761904762,0.0320034157036014,-0.0333333333333333,-0.0333333333333333,0.103333333333333,0.109765580331618,0.1,0.11038559804641,0.113114862628269,0.133333333333333,0.209250339679808,0.0288888888888889,-0.00305393112410656,-0.0693253968253968,-0.0671977372509287,0.0288888888888889,-0.0226240696678354,-0.114285714285714,0.0428571428571429,0.0428571428571429,0.0428571428571429,0.0405179615705931,-0.105220125786164,-0.0893593266268517,-0.0932692809320928,-0.0861725067385445,-0.20608909563773,0.129413914403615,-0.0842857142857143,-0.0208881116154051,0.204262554369316,0.128922305764411,0.135588972431078,0.141251072887699,0.262493272348461,0.0515670222442735,0.18965367965368,0.153333333333333,0.153333333333333,0.0885527772920674,0.182026349113579,0.203538611925709,0.20745320267304,0.366655455802978,0.273475535711353,0.339758336353475,0.33205250444953
"STAT",-0.134285714285714,-0.0880232558139535,-0.095,-0.136666666666667,-0.12,-0.1,-0.0527291997880233,-0.0372417549132679,-0.2,-0.0450242065626681,-0.0392156862745098,-0.1,0.101785714285714,0.10542523984953,0.2,0.106974703496729,0.108895271395271,0.114285714285714,0.255805219772354,-0.0852272727272727,0.0600164203612479,-0.0852272727272727,-0.0828118137900747,-0.0727272727272727,0.110422785936805,-0.114285714285714,-0.0810845740281224,-0.0810845740281224,-0.0810845740281224,-0.0810845740281224,-0.106331168831169,-0.0782492017786136,-0.107171504965623,-0.106331168831169,-0.239478569945991,0.190434910494015,-0.101785714285714,-0.128526540571742,0.040629036131285,0.197647058823529,0.18,0.20517394054396,0.195620105968407,0.0401078405647223,0.199465894465894,0.05,0.075,0.115641646489104,0.0906781230705907,0.138727858293076,0.141026708867788,0.250710293115201,0.285783845129485,0.342585619508696,0.234907902554961
"Csl",-0.103100775193798,-0.0902495985987447,-0.0956259426847662,-0.236144228036811,-0.133333333333333,-0.0666666666666667,-0.0674678632064031,-0.0811136455217581,-0.153333333333333,-0.056182418305887,-0.0911520737327189,-0.122222222222222,0.0966899766899767,0.0970247999909941,0.12,0.0978824329240987,0.0944293801436658,0.0815384615384615,0.186897218844084,-0.119885304659498,0.00530750379274128,-0.117974476634021,-0.120015292960551,-0.123111111111111,0.06597054426612,-0.0815384615384615,-0.0490667653186394,-0.0490667653186394,-0.0490667653186394,-0.0461255888480511,-0.102184482184482,-0.0760615988808742,-0.0926577186254605,-0.0999157831415896,-0.1921966866096,0.268046182037528,-0.0966899766899767,-0.119844101351115,0.0918082789693302,0.186190476190476,0.16047619047619,0.18184265010352,0.190142578838231,0.0692860450245849,0.188518010891853,0.0666666666666667,0.0897435897435898,0.110077519379845,0.0928358054952965,0.142189105858171,0.139411328080393,0.292808487132339,0.299528321867662,0.350457024403697,0.346297446514838
"NOTCHic",-0.133333333333333,-0.0956259426847662,-0.0897435897435898,-0.232876254180602,-0.122222222222222,-0.1,-0.0911520737327189,-0.0738219788550915,-0.22,-0.054524959742351,0.0314285714285714,-0.0666666666666667,0.0815384615384615,0.0944293801436658,0.1,0.0970247999909941,0.102184482184482,0.12,0.1893390793092,-0.123111111111111,-0.00200956937799043,-0.119885304659498,-0.117974476634021,-0.111111111111111,0.0705360818213483,-0.12,-0.0475889328063241,-0.0475889328063241,-0.0475889328063241,-0.0490667653186394,-0.0966899766899767,-0.0799176400119796,-0.0999157831415896,-0.0966899766899767,-0.189597298230395,0.267971610822017,-0.0815384615384615,-0.120392547420585,0.0897766762605266,0.16047619047619,0.153333333333333,0.186190476190476,0.186585266585267,0.0674678632064031,0.189900499371116,0.0666666666666667,0.0666666666666667,0.103100775193798,0.0902495985987447,0.135714285714286,0.142189105858171,0.297406188281764,0.294517428621475,0.351561996779388,0.342011732229124
"PAK1",-0.110087719298246,-0.099610286169426,-0.100844854070661,-0.138098597759944,-0.141666666666667,-0.0666666666666667,-0.0743589743589744,-0.0855679107021132,-0.16,-0.0590016397861123,-0.0974358974358974,-0.116666666666667,0.121111111111111,0.123520649362234,0.15,0.124486166603613,0.121298427140011,0.11,0.201127115191319,-0.107563025210084,-0.00338283828382838,-0.104532722179781,-0.107264962616939,-0.10952380952381,0.0529540043290043,-0.11,-0.0593894468356448,-0.0593894468356448,-0.0593894468356448,-0.0562076286538266,-0.129219219219219,-0.0995876320599808,-0.119057195835116,-0.126374269005848,-0.212521011259488,0.295244098966727,-0.121111111111111,-0.142677457821594,0.109074345943911,0.186381724392041,0.164347826086957,0.185048391058708,0.192434724575748,0.0754578754578755,0.191536014629937,0.080952380952381,0.0976190476190476,0.117495126705653,0.100610286169426,0.144256699095409,0.141676053934118,0.301497480405114,0.303071236185599,0.354303922597251,0.350314858183711
"LIV1",-0.110087719298246,-0.099610286169426,-0.100844854070661,-0.138098597759944,-0.141666666666667,-0.0666666666666667,-0.0743589743589744,-0.0855679107021132,-0.16,-0.0590016397861123,-0.0974358974358974,-0.116666666666667,0.121111111111111,0.123520649362234,0.15,0.124486166603613,0.121298427140011,0.11,0.201127115191319,-0.107563025210084,-0.00338283828382838,-0.104532722179781,-0.107264962616939,-0.10952380952381,0.0529540043290043,-0.11,-0.0593894468356448,-0.0593894468356448,-0.0593894468356448,-0.0562076286538266,-0.129219219219219,-0.0995876320599808,-0.119057195835116,-0.126374269005848,-0.212521011259488,0.295244098966727,-0.121111111111111,-0.142677457821594,0.109074345943911,0.186381724392041,0.164347826086957,0.185048391058708,0.192434724575748,0.0754578754578755,0.191536014629937,0.080952380952381,0.0976190476190476,0.117495126705653,0.100610286169426,0.144256699095409,0.141676053934118,0.301497480405114,0.303071236185599,0.354303922597251,0.350314858183711
"EGR1",-0.110087719298246,-0.099610286169426,-0.100844854070661,-0.138098597759944,-0.141666666666667,-0.0666666666666667,-0.0743589743589744,-0.0855679107021132,-0.16,-0.0590016397861123,-0.0974358974358974,-0.116666666666667,0.121111111111111,0.123520649362234,0.15,0.124486166603613,0.121298427140011,0.11,0.201127115191319,-0.107563025210084,-0.00338283828382838,-0.104532722179781,-0.107264962616939,-0.10952380952381,0.0529540043290043,-0.11,-0.0593894468356448,-0.0593894468356448,-0.0593894468356448,-0.0562076286538266,-0.129219219219219,-0.0995876320599808,-0.119057195835116,-0.126374269005848,-0.212521011259488,0.295244098966727,-0.121111111111111,-0.142677457821594,0.109074345943911,0.186381724392041,0.164347826086957,0.185048391058708,0.192434724575748,0.0754578754578755,0.191536014629937,0.080952380952381,0.0976190476190476,0.117495126705653,0.100610286169426,0.144256699095409,0.141676053934118,0.301497480405114,0.303071236185599,0.354303922597251,0.350314858183711
"CDC42",-0.141666666666667,-0.100844854070661,-0.0976190476190476,-0.135157421289355,-0.116666666666667,-0.1,-0.0974358974358974,-0.0788194444444444,-0.22,-0.0567508359275914,-0.0666666666666667,-0.0666666666666667,0.11,0.121298427140011,0.1,0.123520649362234,0.129219219219219,0.15,0.203272443911042,-0.10952380952381,-0.00833333333333333,-0.107563025210084,-0.104532722179781,0.0142857142857143,0.0576812770562771,-0.15,-0.0581699346405229,-0.0581699346405229,-0.0581699346405229,-0.0593894468356448,-0.121111111111111,-0.103990147783251,-0.126374269005848,-0.121111111111111,-0.210140058878536,0.295244098966727,-0.11,-0.143579713460692,0.106900432900433,0.164347826086957,0.16,0.186381724392041,0.188377445339471,0.0743589743589744,0.193193473193473,0.0666666666666667,0.080952380952381,0.110087719298246,0.099610286169426,0.139417989417989,0.144256699095409,0.306325066612011,0.297487479840421,0.354625466005611,0.345396825396825
"SNAI1",-0.117495126705653,-0.100610286169426,-0.099610286169426,-0.133336692998039,-0.110087719298246,-0.116666666666667,-0.0754578754578755,-0.0832149695256426,-0.164347826086957,-0.0596166459361738,-0.0743589743589744,-0.141666666666667,0.129219219219219,0.124486166603613,0.11,0.122730874915435,0.123520649362234,0.121111111111111,0.200502765555523,-0.104532722179781,0.00529640699919049,-0.107264962616939,-0.106660123907262,-0.107563025210084,0.0518318921177832,-0.121111111111111,-0.0562076286538266,-0.0562076286538266,-0.0562076286538266,-0.0586706828410187,-0.121298427140011,-0.102617935090284,-0.121068164756506,-0.119057195835116,-0.211933791915792,0.296417414420967,-0.126374269005848,-0.143828773611068,0.109176910046475,0.185048391058708,0.186381724392041,0.18280623859234,0.0899436213729005,0.0803558346415489,0.197812165257552,0.0976190476190476,0.100844854070661,0.120272904483431,0.101969509470397,0.141676053934118,0.142783065004229,0.304674100481353,0.305280650210575,0.359100970567731,0.351249437622963
"GLI",-0.091281775868242,-0.214437880415324,-0.216478696741855,-0.154051979900876,-0.109649122807018,-0.05,-0.0612267904509284,-0.0907704516315596,-0.142857142857143,-0.0311145246629118,-0.0787267904509284,-0.0833333333333333,0.126129032258065,0.128887816787244,0.15,0.130621229817729,0.127264440163868,0.11,0.228363588331283,-0.0117816091954023,-0.00540206106577788,-0.0111526783777922,-0.0127997372013216,-0.00833333333333333,0.13232719326567,0.02,0.0882995332768615,0.0882995332768615,0.0882995332768615,0.0932500283263665,-0.13588512981904,-0.101843297101449,-0.0939262788162623,-0.00201138519924098,-0.231863746599306,0.305734811559338,0.00387096774193549,-0.114431703090527,0.157633650069983,0.173268398268398,0.151190476190476,0.168296022577791,0.251043521795066,0.0640839333080712,0.238140419659784,0.180952380952381,0.205952380952381,0.102219275868242,0.219787674654007,0.161324562458135,0.159162400295973,0.350380224458204,0.330411776046451,0.390250896057348,0.386602316602317
"ZEB2",-0.219722222222222,-0.219163763066202,-0.214285714285714,-0.208575456801263,-0.204166666666667,-0.2,-0.196923076923077,-0.189164720999567,-0.183333333333333,-0.178975059391392,-0.176923076923077,-0.166666666666667,-0.0566666666666667,-0.0509237295115724,-0.05,-0.0493652879531308,-0.0459941520467836,-0.03,-0.0276564845681612,-0.0197402597402597,-0.0194322344322344,-0.0176994434137291,-0.0161121418264275,-0.0142857142857143,0.0033505991823214,0.0409090909090909,0.0414285714285714,0.0414285714285714,0.0414285714285714,0.0416427041908841,0.0487719298245614,0.0535555719046412,0.0580485874981288,0.0598834498834499,0.0600656750924964,0.0632943615332733,0.0675757575757576,0.0875223104714983,0.123097084138759,0.150565930956423,0.157017543859649,0.162761052907643,0.182990823207449,0.185447667087011,0.190257648953301,0.2,0.2,0.205703530633437,0.216436490338929,0.223021978021978,0.227290270704905,0.254449106449106,0.35726144462242,0.419263650835154,0.512293224386435
