"","miR200","TGF","AXIN2","cateninmemb","cateninnuc","TCFLEF","CD44","ILK","GLI","FUS","DSH","RAF","PI3K","DELTA","RAS","AKT","ZEB1","Destcompl","RKIP","NOTCHic","GSK3","FOXC2","NOTCH","Jagged","Csl","ERK","MEK","cfos","EGR1","SNAI1","LIV1","SNAI2","IKK","SHH","NFB","Csn","SOSGRB2","SMO","Patched","TrCP","SUFU","STAT","Frizzled","SRC","Wnt","TWIST1","Ecadherin","cMet","SMAD","HEY1","PAK1","CDC42","TGFR","ZEB2","KLF4"
"cMet",-0.11037233750549,-0.132228132387707,-0.197460317460317,-0.189534759427998,-0.18603569732068,-0.177561121049493,-0.172945736434109,-0.0072562358276644,-0.174848484848485,0,-0.1,-0.00952380952380952,-0.00952380952380952,-0.00952380952380952,-0.0208445642407907,-0.0883333333333333,0.0405483405483406,-0.0675764163159121,-0.118888888888889,-0.0879699248120301,0.0654953917050691,-0.00985759493670887,0.0688209886418173,-0.0606699098003446,0.114285714285714,0.095,0.0822727272727273,0.085,0.125,0.0443318105227115,0.1,0.0703607989739377,0.113333333333333,-0.0147727272727273,0.133333333333333,0.1,-0.030952380952381,0,-0.0272727272727273,0,-0.1,0.2,0.15,0.25,0.156666666666667,0.157826892208915,0.146679936285938,0.156666666666667,0.010892599464028,0.00636394908840729,0.0733333333333333,0.110833333333333,0.138611111111111,0.117893217893218,0.226984126984127
"TWIST1",-0.105458547322084,0.0114142346408076,0.319120717991686,0.297992205897103,0.285359013006555,0.280931180919149,0.278634090566928,-0.16987441987442,0.279928153717627,-0.311111111111111,0.228571428571429,0.0324738390899049,0.0324738390899049,0.0324738390899049,0.038295756898124,-0.144968026323958,0.0633888274239151,0.136912363604205,-0.0690121798817451,-0.203304843304843,0.154400152510085,-0.0441769127346772,0.213682201795409,0.27090961120521,0.200740740740741,0.152440884820748,0.15890854651229,0.155072463768116,0.133333333333333,0.0969545871512617,-0.2,-0.0750890229399209,0.134798534798535,0.332642658448988,0.153846153846154,0.1,0.214786129202605,0.315111111111111,0.330179604261796,0.1,0.233333333333333,-0.228571428571429,-0.256349206349206,-0.256349206349206,-0.267928153717627,-0.192768424684901,-0.259260787875971,-0.266987504221547,0.173504782910724,0.19537468181536,0.0103030303030303,-4.17972831765881e-05,-0.00754179728317659,0.118117240047065,0.100479466333125
"AXIN2",-0.151984294392152,-0.233028165033809,0.182175495556202,-0.229663071791876,-0.237733940915855,-0.229908605853165,-0.228384573027843,-0.16229583620888,-0.228646462201107,0.0730769230769231,-0.173333333333333,0.0731781027196252,0.0731781027196252,0.0731781027196252,0.0590048743731685,-0.108454106280193,0.0723477578511557,-0.174757385104605,-0.131942868958998,0.0273370927318296,-0.170010933129926,-0.0417714603897274,-0.0388235792183161,-0.140726647030995,-0.0291228070175439,0.116296633994377,0.107331116752998,0.106016260162602,0.113333333333333,0.143907152917483,0.166666666666667,0.143705404168989,0.12512077294686,-0.0596440581276647,0.10048309178744,0.122222222222222,0.0584260557893096,-0.054029304029304,-0.066529304029304,0.0666666666666667,-0.05,0.173333333333333,0.208217054263566,0.208217054263566,0.211665330125635,0.190518351755674,0.146078990563178,0.211665330125635,0.161502185415229,0.158065295083551,0.207916666666667,0.216558641975309,0.230717934010707,0.181836766541046,0.185300151691919
"SRC",-0.184289269506661,-0.232568542568543,-0.346806069106209,-0.377781769196228,-0.348790443554122,-0.337381047580968,-0.317868852459016,-0.172149122807018,-0.317868852459016,-0.1,-0.2,-0.211814768460576,-0.211814768460576,-0.211814768460576,-0.220905677551485,-0.088034188034188,-0.0356169511829889,-0.0461518553909858,0.0646464646464646,-0.0366666666666667,0.198528138528139,0.131545284780579,0.0188095238095238,-0.0127840508115737,0.07,0.153535353535354,0.140327806365542,0.175757575757576,0.166666666666667,0.064273818808359,0.2,0.153004609616066,0.0935897435897436,0.0807625272331155,0.116666666666667,0.15,0.278571428571429,0.08,0.0837037037037037,0.1,0.1,0.3,0.25,0.25,0.29,0.268157130226096,0.346783945901593,0.29,0.17485182550972,0.172856669976829,0.155555555555556,0.205555555555556,0.21984126984127,0.242662473794549,0.341214470284238
"SHH",-0.166666666666667,0.0533333333333333,0.342857142857143,0.155698924731183,0.214444444444444,0.22,0.2,-0.0666666666666667,0.3,-0.2,0.2,0.1,0.1,0.1,0.0461538461538462,-0.1,0,0.0402597402597403,-0.12,-0.2,0.0435897435897436,-0.15,0.233333333333333,0.174285714285714,0.1,0.1,0.12,0.1,0,0.15,0,-0.0508045977011494,0.1,0.293333333333333,0,0,0,0.3,0.333333333333333,0,0.2,-0.1,-0.2,-0.1,-0.3,-0.025,0.0225,-0.2,0.0666666666666667,0.0666666666666667,0,-0.0333333333333333,-0.0333333333333333,0.25,0.2
"Patched",-0.180952380952381,0.045,0.37012987012987,0.136254480286738,0.221240560949299,0.214444444444444,0.22,-0.0666666666666667,0.325,-0.3,0.2,0.0461538461538462,0.0461538461538462,0.0461538461538462,0.0649038461538462,-0.171428571428571,-0.00833333333333333,0.0215784215784216,-0.12,-0.233333333333333,0.0673992673992674,-0.14,0.278787878787879,0.185396825396825,0.2,0.12,0.158461538461538,0.1,0.1,0.159677419354839,-0.1,-0.0361379310344828,0.1,0.293333333333333,0.1,0,0.0333333333333333,0.333333333333333,0.293333333333333,0,0.2,-0.1,-0.3,-0.2,-0.3,-0.0361111111111111,0.00987864077669903,-0.2,0.0866666666666667,0.0743589743589744,-0.0333333333333333,-0.0333333333333333,-0.0533333333333333,0.258333333333333,0.233333333333333
"SMO",-0.189813140446052,0.0504054054054054,0.377026421854008,0.145963218150816,0.214473643656066,0.221240560949299,0.214444444444444,-0.0866666666666667,0.319444444444444,-0.333333333333333,0.3,0.0649038461538462,0.0649038461538462,0.0649038461538462,0.0462991949910555,-0.143428571428571,-0.0100282485875706,0.0324311347567161,-0.125555555555556,-0.278787878787879,0.056719655748782,-0.150344827586207,0.268787878787879,0.188968253968254,0.233333333333333,0.158461538461538,0.143310023310023,0.12,0.1,0.159677419354839,-0.1,-0.0456617405582923,0.171428571428571,0.315555555555556,0.1,0.1,0.0280701754385965,0.293333333333333,0.293333333333333,0,0.3,-0.2,-0.3,-0.2,-0.325,-0.0272875816993464,0.0213177551678429,-0.22,0.0850793650793651,0.0981684981684982,-0.0333333333333333,-0.0533333333333333,-0.045,0.270197740112994,0.241666666666667
"SUFU",-0.198234503028407,0.0471362795503548,0.382219375728359,0.140385517774058,0.213082978694429,0.216919295829979,0.214473643656066,-0.0934664618535586,0.320817049534522,-0.293333333333333,0.325,0.0545961382224965,0.0545961382224965,0.0545961382224965,0.0451024673364206,-0.151249944686186,-0.0138396353277384,0.028682856740286,-0.12652336535989,-0.277878787878788,0.0592207089595703,-0.150615821448033,0.273910533910534,0.191395063343522,0.268787878787879,0.151356000321518,0.146675149257688,0.143310023310023,0.158461538461538,0.164224042735637,-0.2,-0.0420722597607719,0.162659340659341,0.320633360633361,0.143428571428571,0.171428571428571,0.039608636977058,0.315555555555556,0.312525252525253,0.1,0.293333333333333,-0.22,-0.319444444444444,-0.214444444444444,-0.327136752136752,-0.0241483794539748,0.0222214979552532,-0.221240560949299,0.0913879399136048,0.110461147024793,-0.045,-0.0504054054054054,-0.0461500862564692,0.278840044727558,0.254055004744609
"TCFLEF",-0.232409030059632,-0.307002879725697,0.202555311355311,-0.31675934692728,-0.269909995394823,-0.266645390583827,-0.153472423802612,-0.121571504518873,-0.143796408195385,-0.12,-0.0862745098039216,-0.0117545242509141,-0.0117545242509141,-0.0117545242509141,-0.00820656104460664,-0.0919033715232874,-5.78592947013984e-05,-0.189679917569257,-0.106202415392386,-0.118220946915352,-0.0964435366602293,-0.143135488443943,0.115895365520003,0.0190034501263933,0.143711142993783,0.102439024390244,0.108561473369836,0.116724738675958,0.114285714285714,0.223503746369855,0.0333333333333333,0.125772038783396,0.0777729367406787,0.0930537257451961,0.106805194805195,0.0948051948051948,0.163033317979426,0.0961904761904762,0.101029185867896,0.0857142857142857,0.1,0.0958333333333333,0.106274509803922,0.115833333333333,0.13447963800905,0.190865372248613,0.280611475391722,0.144038461538462,0.128646074308548,0.14603837980144,0.261538461538462,0.287119856887299,0.297400230719074,0.290670476696793,0.191313343519226
"GLI",-0.272628857210901,-0.221932948065368,-0.278212560386473,-0.270431036585106,-0.2590219215795,-0.254180319666768,-0.24573876122521,-0.135090207355463,-0.213218943033631,-0.180952380952381,-0.06,-0.0874632517813543,-0.0874632517813543,-0.0874632517813543,-0.0884533507912553,-0.0584735648645423,-0.0512284519542584,-0.12514240745704,-0.120189367071194,0.00138152077807251,0.0939067839332199,0.0140329377364981,-0.00995294934950108,0.000426476795490557,0.0061184792219275,0.104891774891775,0.101024371576858,0.106190476190476,0.122857142857143,0.152930107526882,0.15,0.182998382725216,0.0584735648645423,0.174779541446208,0.0564327485380117,0.0722222222222222,0.0366092020074321,0.180952380952381,0.180952380952381,0.0833333333333333,0.180952380952381,0.19,0.0825806451612903,0.21258064516129,0.10258064516129,0.235221959704133,0.228110867576668,0.234531864673485,0.136171288436544,0.135746257138447,0.19,0.203793103448276,0.213227065712427,0.307895118620925,0.30953667953668
"SMAD",-0.280649972320818,-0.36452062997854,-0.320606598663427,-0.320437864280756,-0.299193518237958,-0.292000002533804,-0.282366352601647,-0.322362933869783,-0.252779973823139,-0.233333333333333,-0.176190476190476,-0.296910565417116,-0.296910565417116,-0.296910565417116,-0.30151582857501,-0.169975723622782,-0.0459295903291253,-0.0799119789394112,-0.139502535017877,-0.0951395730706076,0.0915463442155171,0.0393399212970755,0.0840284619594965,0.122079458176232,0.112380952380952,0.175093773443361,0.171247619597207,0.17741935483871,0.2,0.17617520382843,0.16,0.227262551062623,0.172642390289449,0.220591612382479,0.174603174603175,0.188888888888889,0.215712806861875,0.233333333333333,0.22691131498471,0.2,0.233333333333333,0.202857142857143,0.215079365079365,0.241746031746032,0.236233211233211,0.287770113908607,0.270266823264511,0.265275443510738,0.224743886250736,0.33879253504669,0.321428571428571,0.33692152917505,0.355357283364994,0.317237603243147,0.321244467487642
"ILK",-0.258928451551402,-0.308590148254424,-0.269428571428571,-0.248758773488632,-0.260727123949058,-0.24196423735112,-0.232359717577109,-0.213429371748699,-0.232359717577109,-0.1,-0.1,0.129316017316017,0.129316017316017,0.129316017316017,0.0936995789598529,-0.101206636500754,-0.00120461885518607,-0.0984545511593612,-0.204153199741435,-0.142307692307692,-0.22008177008177,-0.169551684088269,0.119727047146402,0.0235087719298246,0.15,0.217647058823529,0.199614271938283,0.2,0.2,0.246207729468599,0.1,0.0913375172654249,0.129411764705882,0.129059829059829,0.1,0.1,0.193846153846154,0.133333333333333,0.117948717948718,0,0.1,0.1,0.177777777777778,0.177777777777778,0.190821256038647,0.203697292649538,0.259248784798939,0.190821256038647,0.214229371748699,0.220963239498201,0.25,0.267647058823529,0.299647058823529,0.32010338056056,0.315789473684211
"AKT",-0.257324173476536,-0.325206462453819,-0.289284167096441,-0.267005460542659,-0.264573277795212,-0.260727123949058,-0.24196423735112,-0.214229371748699,-0.240739605845265,-0.133333333333333,-0.177777777777778,0.0936995789598529,0.0936995789598529,0.0936995789598529,0.101169458477925,-0.218378353672471,-0.0114785914579258,-0.110282508148608,-0.197320901604789,-0.119727047146402,-0.210404350726931,-0.153010330704811,0.113629486170792,0.0182107586847914,0.142307692307692,0.199614271938283,0.204677563077524,0.217647058823529,0.2,0.248964621699175,0.1,0.107317416762912,0.101206636500754,0.115375618533513,0.129411764705882,0.1,0.211623931623932,0.117948717948718,0.129059829059829,0.1,0.1,0.177777777777778,0.190821256038647,0.190821256038647,0.232359717577109,0.206449586227519,0.257279087829242,0.232359717577109,0.22466708218641,0.221715119197449,0.267647058823529,0.299647058823529,0.308590148254424,0.324897901108505,0.321772379667116
"Wnt",-0.252929292929293,-0.417101449275362,-0.223636363636364,-0.231483050847458,-0.229080565652542,-0.22312030075188,-0.180263157894737,-0.211965811965812,-0.180263157894737,-0.1,-0.2,0.0353383458646616,0.0353383458646616,0.0353383458646616,0.0535201640464798,-0.2175,-0.0160688665710187,-0.0869689752331138,-0.188333333333333,-0.135714285714286,-0.0768808777429467,-0.0613765182186235,0.135714285714286,0.0537009803921569,0.15,0.2,0.217647058823529,0.2,0.1,0.266614906832298,0,0.139655172413793,0.18,0.131168831168831,0.2,0.1,0.263636363636364,0.1,0.145454545454545,0.1,0,0.1,0.2,0.1,0.175,0.272941176470588,0.230663894196546,0.175,0.237547207314649,0.216410256410256,0.3,0.366666666666667,0.386666666666667,0.334720229555237,0.317647058823529
"Frizzled",-0.270116792929293,-0.423768115942029,-0.260845665961945,-0.233070352434759,-0.249080565652542,-0.229080565652542,-0.22312030075188,-0.237547207314649,-0.22312030075188,-0.1,-0.2,0.0535201640464798,0.0535201640464798,0.0535201640464798,0.0133626837315192,-0.18,-0.0111183715215137,-0.0707886038803287,-0.199047619047619,-0.135714285714286,-0.0993051201671891,-0.06835326240467,0.110224089635854,0.0405696672608437,0.135714285714286,0.217647058823529,0.195424836601307,0.2,0.2,0.260265700483092,0.1,0.127983248123572,0.2175,0.147297863426896,0.18,0.2,0.254545454545455,0.145454545454545,0.131168831168831,0.1,0.1,0.1,0.175,0.175,0.180263157894737,0.30436974789916,0.250477414010065,0.180263157894737,0.238481786753902,0.244069830878341,0.366666666666667,0.386666666666667,0.417101449275362,0.341650922624544,0.336694677871148
"Jagged",-0.292121212121212,-0.405777777777778,-0.231428571428571,-0.294991768794586,-0.291168831168831,-0.259300699300699,-0.213846153846154,-0.216666666666667,-0.213846153846154,-0.1,0,-0.14,-0.14,-0.14,-0.176363636363636,-0.122222222222222,-0.0328502415458937,-0.13969111969112,-0.158974358974359,-0.18,-0.0325670498084291,-0.0371428571428571,0.151428571428571,0.0566233766233766,0.2,0.26,0.226666666666667,0.2,0.1,0.233333333333333,0,0.215082956259427,0.133333333333333,0.141025641025641,0.1,0,0.22,0.133333333333333,0.133333333333333,0,0,0,0.1,0.1,0.16,0.278,0.269719298245614,0.16,0.24047619047619,0.316666666666667,0.2,0.3,0.377777777777778,0.355072463768116,0.333333333333333
"DELTA",-0.292121212121212,-0.405777777777778,-0.231428571428571,-0.294991768794586,-0.291168831168831,-0.259300699300699,-0.213846153846154,-0.216666666666667,-0.213846153846154,-0.1,0,-0.14,-0.14,-0.14,-0.176363636363636,-0.122222222222222,-0.0328502415458937,-0.13969111969112,-0.158974358974359,-0.18,-0.0325670498084291,-0.0371428571428571,0.151428571428571,0.0566233766233766,0.2,0.26,0.226666666666667,0.2,0.1,0.233333333333333,0,0.215082956259427,0.133333333333333,0.141025641025641,0.1,0,0.22,0.133333333333333,0.133333333333333,0,0,0,0.1,0.1,0.16,0.278,0.269719298245614,0.16,0.24047619047619,0.316666666666667,0.2,0.3,0.377777777777778,0.355072463768116,0.333333333333333
"STAT",-0.296371605992475,-0.436711942075214,-0.42879590997238,-0.444501269820428,-0.424098905943937,-0.413252660413544,-0.393378843378843,-0.252737520128824,-0.391252864782277,-0.1,-0.271428571428571,-0.238926799007444,-0.238926799007444,-0.238926799007444,-0.245643216917892,-0.0907990314769976,-0.0417070109377802,-0.187510295423713,-0.13842824967825,0.0591414944356121,-0.12646639964397,0.0521104294478528,-0.0756463488045441,-0.0576233413716376,-0.0294117647058824,0.195686274509804,0.1946110056926,0.213333333333333,0.233333333333333,0.213492682432775,0.3,0.211096848237293,0.0857142857142857,0.0795033271592234,0.1,0.1,0.15952380952381,0.0933333333333333,0.0910077519379845,0.1,0.1,0.271428571428571,0.321428571428571,0.321428571428571,0.366883116883117,0.418983906315241,0.399368764430364,0.366883116883117,0.258484646565606,0.25,0.363636363636364,0.394886363636364,0.415938995215311,0.355226824457594,0.45461477520301
"NOTCH",-0.306406926406926,-0.428358422939068,-0.282371967654987,-0.321693339475214,-0.311168831168831,-0.291168831168831,-0.259300699300699,-0.24047619047619,-0.259300699300699,-0.133333333333333,-0.1,-0.176363636363636,-0.176363636363636,-0.176363636363636,-0.192305665349144,-0.122222222222222,-0.0402576489533011,-0.147167755205138,-0.148629531388152,-0.151428571428571,-0.0348397770811564,-0.0228571428571429,0.0288479262672811,0.0381048581048581,0.18,0.226666666666667,0.212380952380952,0.26,0.2,0.237948717948718,0,0.229368670545141,0.122222222222222,0.135143288084465,0.133333333333333,0.1,0.256842105263158,0.133333333333333,0.141025641025641,0,0.1,0.1,0.16,0.16,0.213846153846154,0.306813559322034,0.280203169213356,0.213846153846154,0.257142857142857,0.347101449275362,0.3,0.377777777777778,0.405777777777778,0.362479871175523,0.355072463768116
"Csl",-0.316033281766026,-0.463123071898439,-0.348253144461613,-0.348832926724223,-0.333466763684249,-0.325061960939824,-0.311168831168831,-0.260739979445015,-0.307687796074893,-0.141025641025641,-0.213846153846154,-0.207576601309735,-0.207576601309735,-0.207576601309735,-0.211620718956794,-0.114470284237726,-0.0498627236412487,-0.151243318885821,-0.155210955416191,-0.00516371574096532,-0.0447814754952072,-0.000647280046612635,-0.00847264789539831,0.0140637433145711,0.0288479262672811,0.206666666666667,0.20231884057971,0.212380952380952,0.226666666666667,0.233722187635231,0.16,0.242972911091857,0.115245478036176,0.120284185377753,0.122222222222222,0.122222222222222,0.248231610067297,0.135143288084465,0.129766943998443,0.133333333333333,0.133333333333333,0.213846153846154,0.259300699300699,0.259300699300699,0.288332957365215,0.337274822578561,0.294110715778405,0.291168831168831,0.26518442388946,0.361601197892758,0.405777777777778,0.428358422939068,0.450651416569641,0.373766959368689,0.377215320910973
"cfos",-0.317723453017571,-0.434097275273746,-0.282282430213465,-0.298426236194343,-0.288801871178109,-0.276579648955887,-0.257767767767768,-0.255291005291005,-0.254424951267057,-0.147619047619048,-0.15,-0.201633986928105,-0.201633986928105,-0.201633986928105,-0.215048621074446,-0.133333333333333,-0.0478227449171759,-0.14754951001293,-0.156550116550117,-0.067948717948718,0.00726190476190476,-0.0312263441962151,0.051025641025641,0.078125,0.0833333333333333,0.22695652173913,0.225261606484893,0.24,0.36,0.242283960764973,0.1,0.201762568331911,0.133333333333333,0.163807817033623,0.133333333333333,0.133333333333333,0.2875,0.164285714285714,0.167511520737327,0.1,0.133333333333333,0.15,0.19,0.19,0.230740740740741,0.309038961038961,0.266220341780699,0.230740740740741,0.260129714968425,0.260894552723638,0.371428571428571,0.395238095238095,0.412885154061625,0.379211345555171,0.369142857142857
"TrCP",-0.32279959514955,-0.44502623702238,-0.306181801282647,-0.308682646450753,-0.297215664281557,-0.288801871178109,-0.276579648955887,-0.260129714968425,-0.272473731754861,-0.164285714285714,-0.19,-0.215048621074446,-0.215048621074446,-0.215048621074446,-0.220957711983537,-0.12962962962963,-0.0520028092258576,-0.149203645351276,-0.157102602737962,-0.051025641025641,0.00398917748917749,-0.0222608269548358,0.0378388278388278,0.0683090490797546,0.067948717948718,0.225261606484893,0.21992827315156,0.22695652173913,0.24,0.241090643342539,0.15,0.206464195818349,0.133333333333333,0.157807817033623,0.133333333333333,0.133333333333333,0.282549504950495,0.167511520737327,0.163807817033623,0.133333333333333,0.147619047619048,0.19,0.230740740740741,0.230740740740741,0.254424951267057,0.318821569734613,0.270857019981391,0.257767767767768,0.26400068271036,0.263835729194226,0.395238095238095,0.412885154061625,0.434097275273746,0.382105236230412,0.382257611241218
"LIV1",-0.32279959514955,-0.44502623702238,-0.306181801282647,-0.308682646450753,-0.297215664281557,-0.288801871178109,-0.276579648955887,-0.260129714968425,-0.272473731754861,-0.164285714285714,-0.19,-0.215048621074446,-0.215048621074446,-0.215048621074446,-0.220957711983537,-0.12962962962963,-0.0520028092258576,-0.149203645351276,-0.157102602737962,-0.051025641025641,0.00398917748917749,-0.0222608269548358,0.0378388278388278,0.0683090490797546,0.067948717948718,0.225261606484893,0.21992827315156,0.22695652173913,0.24,0.241090643342539,0.15,0.206464195818349,0.133333333333333,0.157807817033623,0.133333333333333,0.133333333333333,0.282549504950495,0.167511520737327,0.163807817033623,0.133333333333333,0.147619047619048,0.19,0.230740740740741,0.230740740740741,0.254424951267057,0.318821569734613,0.270857019981391,0.257767767767768,0.26400068271036,0.263835729194226,0.395238095238095,0.412885154061625,0.434097275273746,0.382105236230412,0.382257611241218
"EGR1",-0.32279959514955,-0.44502623702238,-0.306181801282647,-0.308682646450753,-0.297215664281557,-0.288801871178109,-0.276579648955887,-0.260129714968425,-0.272473731754861,-0.164285714285714,-0.19,-0.215048621074446,-0.215048621074446,-0.215048621074446,-0.220957711983537,-0.12962962962963,-0.0520028092258576,-0.149203645351276,-0.157102602737962,-0.051025641025641,0.00398917748917749,-0.0222608269548358,0.0378388278388278,0.0683090490797546,0.067948717948718,0.225261606484893,0.21992827315156,0.22695652173913,0.24,0.241090643342539,0.15,0.206464195818349,0.133333333333333,0.157807817033623,0.133333333333333,0.133333333333333,0.282549504950495,0.167511520737327,0.163807817033623,0.133333333333333,0.147619047619048,0.19,0.230740740740741,0.230740740740741,0.254424951267057,0.318821569734613,0.270857019981391,0.257767767767768,0.26400068271036,0.263835729194226,0.395238095238095,0.412885154061625,0.434097275273746,0.382105236230412,0.382257611241218
"SNAI1",-0.324432640298446,-0.451881075732057,-0.322731917832764,-0.31521114386008,-0.302378286893844,-0.297215664281557,-0.288801871178109,-0.26400068271036,-0.284356729926708,-0.167511520737327,-0.230740740740741,-0.220957711983537,-0.220957711983537,-0.220957711983537,-0.223584969783209,-0.124074074074074,-0.0550778399761651,-0.15035496114075,-0.15626578265428,-0.0378388278388278,0.00194297286871544,-0.017051170029804,0.0268184196755625,0.061956107903284,0.051025641025641,0.21992827315156,0.214098676739004,0.225261606484893,0.22695652173913,0.139845091741116,0.19,0.209984142181071,0.12962962962963,0.152953448101585,0.133333333333333,0.133333333333333,0.285191014384457,0.163807817033623,0.157807817033623,0.133333333333333,0.164285714285714,0.230740740740741,0.254424951267057,0.257767767767768,0.272473731754861,0.325077979991023,0.27356253506984,0.276579648955887,0.266829711000643,0.266216681575179,0.412885154061625,0.434097275273746,0.44502623702238,0.383950254680597,0.386307455477978
"ZEB2",-0.344362951015834,-0.31887308458737,-0.301419264127654,-0.296121184320894,-0.284740748228517,-0.281104384592153,-0.269132553606238,-0.260820564412114,-0.252833985586279,-0.2,-0.195454545454545,-0.193484848484848,-0.193484848484848,-0.193484848484848,-0.192842450197911,-0.1798753894081,-0.17745870361741,-0.139968185534973,-0.110338164251208,-0.0698461538461538,-0.0066625548181499,0.0450691530691531,0.0616494325346784,0.080869583874123,0.0871794871794872,0.111941143180532,0.113160655375654,0.128070175438597,0.133333333333333,0.14579451260334,0.15,0.169401644250512,0.173333333333333,0.185685777636997,0.188888888888889,0.188888888888889,0.189798534798535,0.191428571428571,0.193867595818815,0.2,0.2,0.21,0.215454545454545,0.23,0.243659673659674,0.253643149137241,0.257435971566893,0.258947368421053,0.26447910099748,0.269701105346267,0.279220779220779,0.299220779220779,0.306703772418058,0.408521284458387,0.503019171801816
