"","Patched","SHH","HEY1","SMO","Csl","NOTCH","NOTCHic","SMAD","AXIN2","SNAI2","DSH","GLI","SNAI1","STAT","SRC","cateninnuc","RKIP","LIV1","Destcompl","TWIST1","PAK1","PI3K","CDC42","ZEB2","GSK3","TGFR","TGF","RAS","RAF","DELTA","KLF4","FOXC2","miR200","CD44","TCFLEF","cMet","MEK","ERK","EGR1","Frizzled","Wnt","cfos","cateninmemb","IKK","AKT","NFB","TrCP","Csn","SOSGRB2","SUFU","ILK","FUS","Jagged","ZEB1","Ecadherin"
"RKIP",0.076,0.0579672131147541,0.027022841656988,0.04,-0.0111111111111111,-0.0188034188034188,-0.0111111111111111,0.0324797595292263,0.0647210501640881,-0.252150434225098,0,0.0612820512820513,0.0610367902111272,0,0.0666666666666667,0.0503742808684552,0.0425770308123249,0,0.0528656758870796,-0.00279263220439691,0.1,0.241883116883117,0.08,0.144785270205643,0.21769109535067,-0.0847619047619048,-0.0800890075656431,-0.239319014319014,-0.241883116883117,-0.241883116883117,0.138785270205643,-0.0901414677276746,0.141700753539279,-0.0565452091767881,-0.0572445098760888,-0.0719298245614035,-0.10050623624358,-0.119655172413793,-0.08,-0.0666666666666667,-0.0766666666666667,-0.13,-0.168724354606708,0.0392857142857143,0.0544372294372294,0.0142857142857143,0,0,-0.180253968253968,-0.1,-0.0196084724005135,-0.1,-0.0789231142372059,0.0125260640841703,-0.241647586821022
"RAF",0.076,0.0579672131147541,0.027022841656988,0.04,-0.0111111111111111,-0.0188034188034188,-0.0111111111111111,0.0324797595292263,0.0647210501640881,-0.252150434225098,0,0.0612820512820513,0.0610367902111272,0,0.0666666666666667,0.0503742808684552,0.0425770308123249,0,0.0528656758870796,-0.00279263220439691,0.1,0.241883116883117,0.08,0.144785270205643,0.21769109535067,-0.0847619047619048,-0.0800890075656431,-0.239319014319014,-0.241883116883117,-0.241883116883117,0.138785270205643,-0.0901414677276746,0.141700753539279,-0.0565452091767881,-0.0572445098760888,-0.0719298245614035,-0.10050623624358,-0.119655172413793,-0.08,-0.0666666666666667,-0.0766666666666667,-0.13,-0.168724354606708,0.0392857142857143,0.0544372294372294,0.0142857142857143,0,0,-0.180253968253968,-0.1,-0.0196084724005135,-0.1,-0.0789231142372059,0.0125260640841703,-0.241647586821022
"TWIST1",0.0899604261796043,0.0943939237165501,0.0562302104674986,0.0831111111111111,0.0688888888888889,0.0777906789227544,0.074017094017094,0.0374246433652374,0.0383295199424232,0.294104836383702,0.00476190476190476,0.0210917293233083,0.111876934587869,0.00476190476190476,0.0214285714285714,0.0183341128363079,0.123845895585026,0.0333333333333333,0.0296719052756609,-0.00951990483455014,-0.0757575757575758,-0.0680864287632156,-0.0723092998955068,0.15137593734085,0.0110347113510084,0.0773092998955068,0.0738924434034795,0.0739083465714348,0.0680864287632156,0.0680864287632156,0.148519908276006,0.0432015471400318,0.132212206966426,-0.0196597941919654,-0.0219568845441859,-0.0256838905775076,0.0302289467991849,0.0257513348588863,0.0266666666666667,-0.0214285714285714,-0.0266917293233083,0.0310144927536232,-0.0183994659558105,-0.152930402930403,-0.156320233438877,-0.157692307692308,-0.1,-0.15,0.115908779753173,-0.1,-0.0403949403949404,-0.111111111111111,-0.00951339119373589,-0.0777444110777444,0.0670970111359624
"FUS",-0.0919444444444445,-0.0868939393939394,-0.12681955725434,-0.0808333333333333,-0.0606060606060606,-0.0674242424242424,-0.0606060606060606,-0.130071684587814,0.25484660267269,0.223822616861186,0,-0.00747863247863248,0.0375025360113613,0.1,0.106666666666667,0.0962779274766345,0.0288070692194404,0.1,-0.00235881811845145,-0.0276109571228142,0.146666666666667,0.227728085867621,0.146666666666667,0.186577588298499,0.0380824044395171,-0.152072072072072,-0.151008242284838,-0.223797954863254,-0.227728085867621,-0.227728085867621,0.177140255009107,-0.0792649727767695,0.138658920141562,-0.0981984897518878,-0.0951909709548953,-0.101111111111111,-0.0806221364842054,-0.0817715617715618,-0.12,0,0.00555555555555555,-0.0969230769230769,0.133514272083777,0.196857142857143,0.204549450549451,0.192857142857143,0.1,0.15,-0.190890688259109,0.133333333333333,0.125555555555556,0.0933333333333333,-0.0399493210938994,0.0498544244566913,0.0667840353160813
"SUFU",-0.0868939393939394,-0.0903688428688429,-0.132843653639882,-0.0919444444444445,-0.0606060606060606,-0.0674242424242424,-0.0674242424242424,-0.130764525234465,0.252270490260512,0.224284053907988,0,-0.0108243573856957,0.0380136092651944,0.106666666666667,0.101111111111111,0.0969428891134631,0.0316642120765832,0.1,-7.28000429596951e-05,-0.0249305447516802,0.146666666666667,0.223797954863254,0.152072072072072,0.188026863660818,0.0352546409433732,-0.151008242284838,-0.150811003626061,-0.223481499167051,-0.223797954863254,-0.223797954863254,0.175343847823479,-0.0785205559033204,0.13791542571777,-0.0951909709548953,-0.0962779274766345,-0.0981984897518878,-0.0793455407395246,-0.0806221364842054,-0.0969230769230769,0.00555555555555555,0.00747863247863248,-0.0817715617715618,0.134059974675865,0.204549450549451,0.202536027730659,0.196857142857143,0.15,0.192857142857143,-0.188792786161207,0.0933333333333333,0.130071684587814,0.0808333333333333,-0.0363863757257284,0.0503375162441309,0.0652392361399742
"SMAD",0.0310779816513761,0.0240147846253538,0.0484966376056115,0.0375,0.0685714285714286,0.0702681992337165,0.0766174055829228,-0.0973521455713237,0.123522744780393,0.193882459695999,0.104761904761905,0.0929390553491273,0.0040270491157588,0.0914285714285714,0.0858730158730159,0.0795577912872665,-0.00589767580326196,0.12,0.0145566718175714,0.0170129498703096,-0.0261904761904762,-0.00404695740940283,-0.0388665325285044,0.19187902244506,-0.0651854202606082,0.0304866442603479,0.0332754888818619,0.00273116793571862,0.00404695740940283,0.00404695740940283,0.188639985585745,0.0159027994838627,0.19239007022914,-0.0805111620405738,-0.0787472543065168,-0.0721475256769374,-0.112580480284906,-0.108734326438753,-0.114285714285714,-0.0992063492063492,-0.0857448107448107,-0.111059907834101,-0.078583237984278,-0.023202614379085,-0.0218692810457516,-0.00555555555555556,-0.05,-0.0388888888888889,-0.110351966873706,-0.05,0.00116166938084747,-0.0375,-0.0703989666247731,0.0790152728165784,-0.106550324042743
"TGF",0.0267816091954023,0.0330316091954023,0.0439716312056738,0.0233333333333333,0.186666666666667,0.169425287356322,0.186666666666667,0.00637341153470187,0.146031746031746,0.200441730987962,0.1,0.112102425876011,0.105940877304514,0.1,0.133333333333333,0.0981527790316271,0.0874458874458874,0,-0.00966963481494815,0.102222222222222,-0.16,-0.1125,-0.148888888888889,0.203507847352241,-0.167157456589942,0.144126984126984,0.049484126984127,0.126785714285714,0.1125,0.1125,0.210780574624968,0.0294099378881988,0.177097567183774,-0.102578616352201,-0.0933680900364118,-0.123333333333333,-0.0914619883040936,-0.107017543859649,-0.133333333333333,-0.142857142857143,-0.132857142857143,-0.133333333333333,-0.0911556723510857,-0.152380952380952,-0.131328320802005,-0.166666666666667,-0.2,-0.166666666666667,0.0394736842105263,-0.0666666666666667,-0.0112121212121212,-0.00666666666666668,-0.0502025036818851,0.00213623650694588,-0.116310695507253
"TGFR",0.0330316091954023,0.023427089421391,0.0409865565788081,0.0267816091954023,0.186666666666667,0.165828165054164,0.169425287356322,0.00530579587633888,0.136160501396553,0.200210249506481,0.142857142857143,0.102425006521172,0.106235862555251,0.133333333333333,0.123333333333333,0.098772796746419,0.0931601731601731,0.1,-0.00664544126656106,0.108272044286279,-0.148888888888889,-0.126785714285714,-0.144126984126984,0.203885205842807,-0.168868948032485,0.049484126984127,0.0466472475515029,0.132633667502089,0.126785714285714,0.126785714285714,0.201852003196397,0.030719981556321,0.176804312051809,-0.0933680900364118,-0.0981527790316271,-0.102578616352201,-0.0900921252903949,-0.0914619883040936,-0.133333333333333,-0.132857142857143,-0.112102425876011,-0.107017543859649,-0.0895390441755661,-0.131328320802005,-0.138305064988052,-0.152380952380952,-0.166666666666667,-0.166666666666667,0.0456465237166992,-0.00666666666666668,-0.00637341153470187,-0.0233333333333333,-0.0429561268702909,0.000249444054115695,-0.119888208284085
"NOTCH",-0.0730769230769231,-0.084841628959276,-0.0123188405797101,-0.05,0.08,-0.0619354838709677,0.08,-0.111904761904762,0.130970350404313,0.198247504129857,0.1,0.0845687645687646,0.00243589743589744,0.1,0.12,0.0750240235954522,-0.0428824049513705,0,0.0681068090787717,0.016135593220339,0,0.112727272727273,-0.0333333333333333,0.222302737520129,0.0923371647509579,0.0133333333333333,0.0262365591397849,-0.117075098814229,-0.112727272727273,-0.112727272727273,0.229710144927536,0.0108163265306122,0.21004329004329,-0.0845687645687646,-0.0680852480852481,-0.0815384615384615,-0.08,-0.08,-0.2,-0.12,-0.0815384615384615,-0.18,-0.0837798710396601,0.111111111111111,0.155555555555556,0.1,0,0,-0.144210526315789,0,0.111904761904762,0.1,0.0318807118807119,0.0938003220611916,-0.103754951895869
"NOTCHic",-0.084841628959276,-0.0837663601420717,-0.0138573021181717,-0.0730769230769231,0.08,-0.0514091680814941,-0.0619354838709677,-0.122696128811237,0.119859239293202,0.19844790493146,0.12,0.0684397323107001,0.000848595848595848,0.12,0.0815384615384615,0.0742606648168262,-0.0245725457964409,0.1,0.0731068090787717,0.0318588636605906,-0.0333333333333333,0.117075098814229,-0.0133333333333333,0.224524959742351,0.0873784870650074,0.0262365591397849,0.0179563043627149,-0.107715492902899,-0.117075098814229,-0.117075098814229,0.218995859213251,-0.000473996050032914,0.21640167154618,-0.0680852480852481,-0.0750240235954522,-0.0845687645687646,-0.0771428571428572,-0.08,-0.18,-0.0815384615384615,-0.0845687645687646,-0.08,-0.0799259156644066,0.155555555555556,0.139276485788114,0.111111111111111,0,0.1,-0.130574162679426,0.1,0.111904761904762,0.05,0.041814486715149,0.0856521739130435,-0.104826927393572
"cfos",-0.0899385560675883,-0.0862348523638846,-0.115767116441779,-0.0738095238095238,-0.0333333333333333,-0.0733333333333333,-0.0871794871794872,-0.123195084485407,0.126206896551724,0.200309034031662,0.15,0.0800584795321637,0.00528138528138528,0.15,0.09,0.0867905529291668,-0.022960372960373,0.1,0.0945658232718726,0.0374199134199134,-0.0428571428571429,0.124291938997821,-0.019047619047619,0.226524847227026,0.103349567099567,0.0327731092436975,0.0251973516679399,-0.115755353631968,-0.124291938997821,-0.124291938997821,0.222952380952381,0.0114832274373164,0.217354214413038,-0.0794894894894895,-0.0864201825587964,-0.101111111111111,-0.0739572586588062,-0.0756521739130435,-0.08,-0.09,-0.101111111111111,-0.08,-0.0894258426849742,0.15,0.134210526315789,0.1,0,0.1,-0.120833333333333,0.1,0.111904761904762,0.0571428571428571,0.0697222222222222,0.0860774818401937,-0.0816341669546479
"Csl",-0.0837663601420717,-0.0966973946248303,-0.0236612236867991,-0.084841628959276,-0.0619354838709677,-0.0595909862633122,-0.0514091680814941,-0.118251684366792,0.120116308701942,0.200013900457187,0.0815384615384615,0.0740848936010226,-0.00112768873638439,0.0815384615384615,0.0845687645687646,0.0742034892879526,-0.0259550342757036,0.12,0.0712177170617089,0.0275699246086718,-0.0133333333333333,0.107715492902899,-0.0262365591397849,0.226734904493732,0.0910603721901915,0.0179563043627149,0.0209041501677035,-0.108450787020546,-0.107715492902899,-0.107715492902899,0.220424430641822,0.00757198096146134,0.21400515738496,-0.0750240235954522,-0.0742606648168262,-0.0680852480852481,-0.0793167701863354,-0.0771428571428572,-0.08,-0.0845687645687646,-0.0684397323107001,-0.08,-0.0808433468570671,0.139276485788114,0.141602067183463,0.155555555555556,0.1,0.111111111111111,-0.124883105768857,0.05,0.122696128811237,0.0730769230769231,0.0412936533818156,0.0895195772279606,-0.106687392509851
"SNAI1",-0.101234852363885,-0.0967688329464089,-0.125185883948782,-0.0862348523638846,-0.0733333333333333,-0.0803663003663004,-0.0832234432234432,-0.122891152413828,0.125577965734114,0.202311399455016,0.101111111111111,0.0863384099731501,-0.0956860087002181,0.101111111111111,0.0794894894894895,0.0874940225676052,-0.0249183470235737,0.09,0.0930667631214967,0.0328976168758778,-0.0327731092436975,0.114391717268331,-0.0251973516679399,0.227081714532034,0.107452777420599,0.0273831440176667,0.0283912085337957,-0.116854771455523,-0.114391717268331,-0.114391717268331,0.227625278148643,0.0196320247032324,0.216311679170178,-0.0867905529291668,-0.0856871046533047,-0.0864201825587964,-0.0775327444585072,-0.0752905919921395,-0.0756521739130435,-0.0800584795321637,-0.0854243331907003,-0.0739572586588062,-0.0914847164536926,0.136062378167641,0.136062378167641,0.134210526315789,0.1,0.15,-0.113241328849866,0.0738095238095238,0.119324116743472,0.0899385560675883,0.0680751633986928,0.0898323811255209,-0.0815245637083179
"TrCP",-0.0862348523638846,-0.101234852363885,-0.124590645853544,-0.0899385560675883,-0.0871794871794872,-0.0832234432234432,-0.0733333333333333,-0.119324116743472,0.125577965734114,0.202479015948479,0.09,0.0854243331907003,0.00217875998305593,0.09,0.101111111111111,0.0856871046533047,-0.0224078867725276,0.15,0.0912575525951809,0.0336155655938265,-0.019047619047619,0.115755353631968,-0.0327731092436975,0.229418737902268,0.109895021645022,0.0251973516679399,0.0273831440176667,-0.114391717268331,-0.115755353631968,-0.115755353631968,0.222952380952381,0.0197590895062819,0.215831371773444,-0.0864201825587964,-0.0867905529291668,-0.0794894894894895,-0.0752905919921395,-0.0739572586588062,-0.08,-0.101111111111111,-0.0800584795321637,-0.0756521739130435,-0.0897921430512746,0.134210526315789,0.136062378167641,0.15,0.1,0.1,-0.115882838283828,0.0571428571428571,0.123195084485407,0.0738095238095238,0.0697222222222222,0.0889713725154348,-0.0839179039788694
"EGR1",-0.0862348523638846,-0.101234852363885,-0.124590645853544,-0.0899385560675883,-0.0871794871794872,-0.0832234432234432,-0.0733333333333333,-0.119324116743472,0.125577965734114,0.202479015948479,0.09,0.0854243331907003,0.00217875998305593,0.09,0.101111111111111,0.0856871046533047,-0.0224078867725276,0.15,0.0912575525951809,0.0336155655938265,-0.019047619047619,0.115755353631968,-0.0327731092436975,0.229418737902268,0.109895021645022,0.0251973516679399,0.0273831440176667,-0.114391717268331,-0.115755353631968,-0.115755353631968,0.222952380952381,0.0197590895062819,0.215831371773444,-0.0864201825587964,-0.0867905529291668,-0.0794894894894895,-0.0752905919921395,-0.0739572586588062,-0.08,-0.101111111111111,-0.0800584795321637,-0.0756521739130435,-0.0897921430512746,0.134210526315789,0.136062378167641,0.15,0.1,0.1,-0.115882838283828,0.0571428571428571,0.123195084485407,0.0738095238095238,0.0697222222222222,0.0889713725154348,-0.0839179039788694
"DELTA",-0.05,-0.0730769230769231,-0.0166666666666667,-0.1,0.1,0.08,0.08,-0.111904761904762,0.132857142857143,0.206184012066365,0,0.0815384615384615,-0.00833333333333333,0,0.1,0.0680852480852481,-0.0256410256410256,0,0.0737142857142857,0.028,0,0.14,0,0.229710144927536,0.0923371647509579,0.0333333333333333,0.0133333333333333,-0.112727272727273,-0.14,-0.14,0.216666666666667,-0.0157142857142857,0.215757575757576,-0.0815384615384615,-0.0845687645687646,-0.12,-0.08,-0.18,-0.1,-0.1,-0.12,-0.2,-0.0759264678982989,0.1,0.111111111111111,0,0,0,-0.16,0,0.116666666666667,0,0.0355844155844156,0.0789855072463768,-0.104561403508772
"Csn",-0.0950146627565982,-0.0999326955434835,-0.142306201550388,-0.0939393939393939,-0.147979797979798,-0.171406371406371,-0.175252525252525,-0.132365833586145,-0.0425776085930123,0.111183627990619,0.0166666666666667,-0.0198035629946378,0.14351752986772,0.0166666666666667,-0.00747126436781609,-0.0176079949999721,0.140213155221566,0,0.0521599427118513,0.148962131837307,0.0659090909090909,0.185592086063058,0.0674016282225237,0.251389578163772,0.182573335186169,-0.0635554743763699,-0.0666580996746993,-0.182329130208931,-0.185592086063058,-0.185592086063058,0.247229763700352,-0.0617910066863651,0.216172342337167,0.0200442228684854,0.0158641585598038,0.00626644509070766,-0.0241910173160173,-0.0273160173160173,-0.0766666666666667,0.00747126436781609,0.00626644509070766,-0.0312121212121212,-0.106162927146099,0.215833333333333,0.210233333333333,0.186666666666667,0.22,0.17,-0.0843998616395711,0.1,0.131080486542443,0.0666666666666667,0.07745187378348,0.063262200165426,-0.137815211398293
"TCFLEF",-0.152672811059908,-0.161261768115123,-0.063521299203857,-0.154285714285714,-0.0311971943248844,-0.0400044381526481,-0.0410011158935119,-0.067225381084091,-0.487532600732601,0.239806985692212,-0.127450980392157,-0.144080751587145,0.190305415179892,-0.120833333333333,-0.135833333333333,-0.0370934393687749,0.0930385268861643,-0.133333333333333,0.126196146588113,0.238737481408068,0.0948717948717949,-0.0641976731760125,0.0878950506857483,0.259691077441077,0.107498225022923,-0.0906987890035054,-0.0893742856922471,0.0603868978803489,0.0641976731760125,0.0641976731760125,0.256784759358289,0.0208049605960507,0.210153253707471,0.137494355749073,0.0362343328395653,0.134978632478632,-0.104003650240584,-0.101962833914053,-0.104285714285714,0.142450980392157,0.141596279537456,-0.106724738675958,-0.108633943900625,-0.0581717637201508,-0.05925872024189,-0.0646233766233766,-0.0857142857142857,-0.0766233766233766,0.0259714417319208,0.133333333333333,0.0712406774512038,0.14,0.150543260924977,0.0109171982987772,-0.0900390067678714
"Frizzled",-0.106060606060606,-0.0996089931573803,-0.14746317512275,-0.0727272727272727,-0.135714285714286,-0.166106442577031,-0.152380952380952,-0.143256668468579,-0.0599013389711064,0.0672821712172305,-0.1,-0.00883458646616541,0.149620427881297,0,0,-0.0159112184434596,0.159761904761905,-0.1,0.0371657557158791,0.141834733893557,0.0666666666666667,0.175256322624744,0.0733333333333333,0.261170693826915,0.171400208986416,-0.0646376811594203,-0.0655900621118013,-0.171319314750728,-0.175256322624744,-0.175256322624744,0.2703081232493,-0.0525506072874494,0.21761047979798,0.00883458646616541,0.0187683613006025,0.00526315789473684,-0.000217864923747274,-0.00392156862745098,-0.0333333333333333,0,0.00526315789473684,-0.0333333333333333,-0.116837503362927,0.178333333333333,0.197083333333333,0.153333333333333,0.1,0.133333333333333,-0.0787878787878788,0,0.131107135758299,0.1,0.0694206773618538,0.046431902874649,-0.168324450267802
"GSK3",-0.10881144714511,-0.110246853843675,-0.156259387105995,-0.0996089931573803,-0.166106442577031,-0.172779769250357,-0.166805743276332,-0.143308717915554,-0.0678353697593075,0.0666480691200631,-0.00526315789473684,-0.0167517155819627,0.149936283242653,-0.00526315789473684,-0.00883458646616541,-0.0171585235941369,0.16591014248909,0,0.038751896411587,0.147577507751405,0.0646376811594203,0.170478978616274,0.0655900621118013,0.265152161225214,0.069890737147138,-0.0666353582790486,-0.0666353582790486,-0.16837813828014,-0.170478978616274,-0.170478978616274,0.266150411843386,-0.0505911632227422,0.217867821175614,0.0159112184434596,0.0186716814888737,0.0187683613006025,0.00297335175431151,0.00354153357249333,-0.00392156862745098,0.00883458646616541,0.0186385080347929,-0.000217864923747274,-0.114249031358103,0.195933908045977,0.19935271146478,0.197083333333333,0.153333333333333,0.178333333333333,-0.06519740799945,0.0727272727272727,0.139860442053485,0.106060606060606,0.0772076971094915,0.0479470366627175,-0.170705791542216
"NFB",0.0183397190293742,0.0207493575835911,-0.030030959752322,0.0459259259259259,-0.0311688311688312,-0.050073081040823,-0.0391053391053391,-0.0310341187464471,0.0547517730496454,0.334654746332583,0.0555555555555556,0.0496955728416403,0.170436985139484,0.0555555555555556,0.0478632478632479,0.0426606900061473,0.161321283452431,0,0.0827607161938504,0.162334267040149,-0.0611111111111111,0.0922053798897438,-0.0702020202020202,0.267917033964221,0.197237664296488,0.0678020202020202,0.0722323999488556,-0.0976780167056642,-0.0922053798897438,-0.0922053798897438,0.274908424908425,0.0449659946074289,0.217693419151451,-0.0491496450818485,-0.0394450037316375,-0.0463247863247863,-0.0310662931839402,-0.0304126984126984,-0.0428571428571429,-0.0478632478632479,-0.0463247863247863,-0.0548571428571428,-0.0575000090413952,0.0390604890604891,0.0568382668382668,0.030952380952381,0.1,0.114285714285714,0.024796550199027,-0.12,0.0276883938393839,-0.02,-0.0314665381097184,0.0337972517500648,-0.0425229839552884
"Wnt",-0.0727272727272727,-0.106060606060606,-0.153846153846154,-0.1,-0.15,-0.152380952380952,-0.135714285714286,-0.131107135758299,-0.0575757575757576,0.0732758620689655,-0.2,-0.00526315789473684,0.148033126293996,-0.1,0,-0.0187683613006025,0.163333333333333,0,0.0432665514718473,0.140882352941176,0.1,0.166165413533835,0.0666666666666667,0.268101386896222,0.164733542319749,-0.0733333333333333,-0.0646376811594203,-0.175256322624744,-0.166165413533835,-0.166165413533835,0.26078431372549,-0.0525506072874494,0.20979797979798,0.00526315789473684,0.00883458646616541,0,-0.00392156862745098,-0.0333333333333333,0,0.1,0,-0.0333333333333333,-0.111440677966102,0.153333333333333,0.178333333333333,0.133333333333333,0.1,0.1,-0.0757575757575758,0,0.142735042735043,0,0.0724509803921569,0.049402199904352,-0.176949158892511
"IKK",0.0459259259259259,0.0183397190293742,-0.030030959752322,0.02,-0.0454545454545455,-0.0391053391053391,-0.0311688311688312,-0.0276883938393839,0.0533333333333333,0.33932954308055,0,0.0463247863247863,0.166327396098388,0,0.0555555555555556,0.0394450037316375,0.172859744990893,0.1,0.0840896198483355,0.168366013071895,-0.05,0.0964307320024198,-0.0611111111111111,0.273664160401002,0.198021978021978,0.0702020202020202,0.0678020202020202,-0.0922053798897438,-0.0964307320024198,-0.0964307320024198,0.263369963369963,0.038989898989899,0.217391304347826,-0.0463247863247863,-0.0491496450818485,-0.0478632478632479,-0.0304126984126984,-0.0548571428571428,0,-0.0555555555555556,-0.0478632478632479,-0.0428571428571429,-0.0535929340677944,0.030952380952381,0.0390604890604891,0.114285714285714,0.2,0.1,0.0216386554621849,-0.1,0.0326388888888889,-0.12,-0.0278694158075601,0.0280501253132832,-0.0481409614833783
"PI3K",-0.0897435897435898,-0.0980769230769231,-0.137745938855817,-0.0666666666666667,-0.15,-0.177047146401985,-0.157692307692308,-0.132017286914766,-0.0585714285714286,0.125194244411366,0,-0.00601263470828688,0.210559581320451,0,0.0111111111111111,-0.0133491132451848,0.203652230122818,-0.1,0.0487728656145085,0.191131249363609,0.1,0.238095238095238,0.0941176470588235,0.298365223883019,0.280711880711881,-0.0901176470588235,-0.0893046389287422,-0.238095238095238,-0.238095238095238,-0.238095238095238,0.30109649122807,-0.0839419279907085,0.242487010109961,0.00601263470828688,0.0156171544822982,0.0106280193236715,-0.00556091288974606,-0.00392156862745098,-0.0333333333333333,-0.0111111111111111,0.0106280193236715,-0.0333333333333333,-0.125439843537288,0.284313725490196,0.302262443438914,0.266666666666667,0.2,0.233333333333333,-0.0730769230769231,0,0.123217286914766,0.1,0.0657894736842105,0.014432137234854,-0.163559527408889
"ILK",-0.0897435897435898,-0.0980769230769231,-0.137745938855817,-0.0666666666666667,-0.15,-0.177047146401985,-0.157692307692308,-0.132017286914766,-0.0585714285714286,0.125194244411366,0,-0.00601263470828688,0.210559581320451,0,0.0111111111111111,-0.0133491132451848,0.203652230122818,-0.1,0.0487728656145085,0.191131249363609,0.1,0.238095238095238,0.0941176470588235,0.298365223883019,0.280711880711881,-0.0901176470588235,-0.0893046389287422,-0.238095238095238,-0.238095238095238,-0.238095238095238,0.30109649122807,-0.0839419279907085,0.242487010109961,0.00601263470828688,0.0156171544822982,0.0106280193236715,-0.00556091288974606,-0.00392156862745098,-0.0333333333333333,-0.0111111111111111,0.0106280193236715,-0.0333333333333333,-0.125439843537288,0.284313725490196,0.302262443438914,0.266666666666667,0.2,0.233333333333333,-0.0730769230769231,0,0.123217286914766,0.1,0.0657894736842105,0.014432137234854,-0.163559527408889
"AKT",-0.0980769230769231,-0.102287449392713,-0.146016615547546,-0.0897435897435898,-0.157692307692308,-0.175827634206863,-0.177047146401985,-0.133700788598268,-0.064708612686952,0.125294746923929,0.0111111111111111,-0.0155098414121975,0.211311461019699,0.0111111111111111,-0.0106280193236715,-0.0153491132451848,0.205515584160085,0,0.0536529317848972,0.196330026122018,0.0941176470588235,0.238095238095238,0.0901176470588235,0.301104949910417,0.274663493615107,-0.0893046389287422,-0.0890025241251168,-0.237854274239816,-0.238095238095238,-0.238095238095238,0.298532388663968,-0.0846938076899566,0.242487010109961,0.0156171544822982,0.0133491132451848,0.00601263470828688,-0.00429509010493593,-0.00556091288974606,-0.0333333333333333,0.0106280193236715,0.00601263470828688,-0.00392156862745098,-0.120648813975616,0.302262443438914,0.203272544449015,0.284313725490196,0.233333333333333,0.266666666666667,-0.0597435897435898,0.1,0.132017286914766,0.0666666666666667,0.0750609968630185,0.0185417262759499,-0.16416558801495
