"","FOXC2","PAK1","TGF","TGFR","SMO","TrCP","FUS","SOSGRB2","TWIST1","Csn","IKK","SNAI2","AKT","NFB","RAF","DELTA","cateninmemb","DSH","KLF4","EGR1","cfos","ERK","GSK3","ZEB2","MEK","AXIN2","SRC","Destcompl","cMet","cateninnuc","TCFLEF","CD44","STAT","LIV1","Frizzled","Wnt","GLI","PI3K","RAS","Ecadherin","HEY1","miR200","ILK","RKIP","SNAI1","SMAD","Jagged","SHH","Patched","SUFU","Csl","NOTCH","NOTCHic","ZEB1","CDC42"
"ERK",-0.0386777228156538,-0.0457142857142857,-0.051814727328746,-0.0485180240320427,-0.0750819672131147,-0.214285714285714,-0.08,0.0135053166897827,-0.024260743698208,-0.239285714285714,-0.214544181308887,-0.263075228905363,-0.216379043694208,-0.218073593073593,0.195814740814741,0.195814740814741,0.0640413227966535,0.11,-0.0361327060603027,0.026551724137931,0.0201687454145268,-0.0748312545854732,0.135908408527111,0.0392787888601443,0.070095878540905,-0.0850177856151922,-0.108097165991903,0.186535777369862,-0.111593669488406,-0.106813996320105,-0.106466774097883,-0.109812499004946,-0.115789473684211,-0.1,-0.102307692307692,-0.105804195804196,-0.104049809839284,-0.195814740814741,-0.193944553796039,-0.0986209379385359,0.104265367160564,0.00966301376180512,0.104085601173886,-0.119054590022492,0.0344177084400844,0.104693503909448,0.0737500208984549,0.0817031664174342,0.0875002678667095,0.1,-0.0448717948717949,-0.0354049853200631,-0.0412221598352985,0.0278384312434403,0.0485180240320427
"KLF4",-0.0126588021778584,-0.0590909090909091,-0.0506031042128603,-0.0510909090909091,-0.0666666666666667,-0.1,-0.0333333333333333,-0.0860062893081761,-0.0471111111111111,0,-0.00380952380952381,0.0760208460036875,0.0073015873015873,0.02,-0.0178205128205128,-0.0178205128205128,0.024417402832037,-0.0333333333333333,-0.0962962962962963,-0.08,-0.0709090909090909,-0.0650267379679144,-0.0921596684336447,0.0899432404540764,0.0681195214730691,-0.0106007894876591,0.0274509803921569,-0.0897545764177381,0.0297765617875057,0.0336425826040923,0.0352615116202816,0.0376026487440274,0.0333333333333333,0.0333333333333333,0.0274509803921569,0.0297765617875057,0.0366731135116436,0.0178205128205128,0.0214969834087481,-0.00614353778553263,0.0292895339954163,-0.0334228734228734,0.0253333333333333,0.0605236033807462,0.0534621682651683,0.0354782608695652,0.042510562900368,0.0446908602150538,0.0479166666666667,0,-0.0309090909090909,-0.0287387165195087,-0.0256459330143541,0.0569246646026832,0.0470909090909091
"FOXC2",-0.0126588021778584,-0.0590909090909091,-0.0506031042128603,-0.0510909090909091,-0.0666666666666667,-0.1,-0.0333333333333333,-0.0860062893081761,-0.0471111111111111,0,-0.00380952380952381,0.0760208460036875,0.0073015873015873,0.02,-0.0178205128205128,-0.0178205128205128,0.024417402832037,-0.0333333333333333,-0.0962962962962963,-0.08,-0.0709090909090909,-0.0650267379679144,-0.0921596684336447,0.0899432404540764,0.0681195214730691,-0.0106007894876591,0.0274509803921569,-0.0897545764177381,0.0297765617875057,0.0336425826040923,0.0352615116202816,0.0376026487440274,0.0333333333333333,0.0333333333333333,0.0274509803921569,0.0297765617875057,0.0366731135116436,0.0178205128205128,0.0214969834087481,-0.00614353778553263,0.0292895339954163,-0.0334228734228734,0.0253333333333333,0.0605236033807462,0.0534621682651683,0.0354782608695652,0.042510562900368,0.0446908602150538,0.0479166666666667,0,-0.0309090909090909,-0.0287387165195087,-0.0256459330143541,0.0569246646026832,0.0470909090909091
"cMet",-0.13495253164557,-0.113333333333333,-0.128433806146572,-0.136944444444444,0.07,0.1,0.05,-0.0623809523809524,-0.109301559863358,0.2,0.173333333333333,0.188245590581357,0.198333333333333,0.166666666666667,-0.148571428571429,-0.148571428571429,0.0604260685933284,0.1,-0.0158730158730159,-0.175,-0.155,-0.165,-0.134447004608295,0.102741702741703,0.159545454545455,-0.0315873015873016,0.05,-0.145961062557701,-0.0166666666666667,-0.0166965828810527,-0.0189564698867024,-0.0143410852713178,0,0.1,-0.05,-0.0166666666666667,-0.0166666666666667,0.148571428571429,0.142911051212938,-0.0425953866974519,-0.0798417612659099,-0.0437246102327624,-0.0649659863945578,0.197777777777778,0.0870813397129186,-0.063147804576376,-0.058407824059998,-0.0572159090909091,-0.0790909090909091,-0.1,0.0142857142857143,0.0301871700527916,0.0195488721804511,0.0906204906204906,0.125833333333333
"CD44",-0.13875,-0.133333333333333,-0.136944444444444,-0.125833333333333,0.05,0,0.1,-0.0690476190476191,-0.119413919413919,0.1,0.166666666666667,0.192625152625153,0.173333333333333,0.2,-0.128571428571429,-0.128571428571429,0.0643406593406594,0,-0.00158730158730159,-0.2,-0.175,-0.155,-0.139285714285714,0.115873015873016,0.165,-0.03,0,-0.145285386882026,0.05,-0.0189564698867024,-0.0143410852713178,-0.0166666666666667,0.1,0.1,-0.1,-0.05,-0.0166666666666667,0.128571428571429,0.148571428571429,-0.0448854630333297,-0.0935672514619883,-0.0515371102327624,-0.0833333333333333,0.216296296296296,0.0870813397129186,-0.0649659863945578,-0.0692773892773893,-0.0790909090909091,-0.07,-0.1,0,0.0195488721804511,0.0142857142857143,0.0936507936507936,0.113333333333333
"AXIN2",-0.162361003555383,-0.12625,-0.12258545458774,-0.123245520594341,-0.152930402930403,0.133333333333333,-0.157692307692308,0.00416110615269101,-0.121388135566635,0.122222222222222,0.136714975845411,-0.214563230095925,0.137826086956522,0.135265700483092,-0.164003208596634,-0.164003208596634,0.126911948968941,-0.126666666666667,-0.111098646104557,0.0266666666666667,0.0291056910569106,0.0300402704961629,-0.114447026149543,0.116537064177084,-0.0334885463582319,-0.0176553797775293,0.142945736434109,-0.120208602724218,0.13949746057204,0.138664710874149,0.139226751514011,0.139812917985289,0.126666666666667,0.133333333333333,0.142945736434109,0.13949746057204,0.14012639138965,0.164003208596634,0.16295333983023,-0.0109066235272498,0.0748925105923078,-0.0500153713022057,0.0855532551184725,0.100831167040844,0.103932421039094,0.0859500805152979,0.148835289270072,0.160038131267639,0.163644688644689,0.15,0.153333333333333,0.161393178893179,0.158690476190476,0.0892272563389039,0.125015432098765
"SRC",-0.109355742296919,-0.111111111111111,-0.11455266955267,-0.121825396825397,-0.01,0.1,-0.05,-0.114285714285714,-0.0410887962612101,0,0.00512820512820513,-0.0507909075134479,-0.000427350427350423,-0.0333333333333333,0.0654818523153942,0.0654818523153942,0.0455104026343362,0.1,-0.0327519379844961,0.0333333333333333,-0.0121212121212121,-0.0121212121212121,0.21974025974026,0.120327942497754,-0.0124070897655803,-0.0663224106421862,-0.05,0.0557306099697404,-0.07,-0.0823608274810881,-0.08437425029988,-0.0880327868852459,0,0,-0.05,-0.07,-0.0880327868852459,-0.0654818523153942,-0.0745727614063033,-0.106188000452706,0.00539556438265475,0.0163519250475772,0.0576754385964912,-0.0521342456826328,0.0408263361592126,0.0369547178757705,0.0294354269583627,0.0477995642701525,0.0507407407407407,0.1,0.07,0.089047619047619,0.0747619047619048,0.0638963761605271,0.136111111111111
"SNAI1",-0.299926433151126,-0.303641456582633,-0.299218892763586,-0.301033408892618,-0.0706434545144223,-0.0416666666666667,-0.074347158218126,-0.224251354380721,-0.159565058130275,-0.0166666666666667,-0.0166666666666667,-0.166047493699882,-0.0125,-0.0166666666666667,-0.0803454680714365,-0.0803454680714365,0.0257004817081198,0.0237037037037037,-0.132924895610662,0.0478260869565217,0.0427413411938099,0.0427413411938099,-0.0757755936307916,0.131633639058198,-0.0440866326736305,-0.0347340969592108,-0.021001001001001,-0.0456119811978078,-0.021991100010902,-0.0223972302791012,-0.0223972302791012,-0.0208799888997909,-0.0237037037037037,-0.02,-0.0184405458089669,-0.0199039604431132,-0.0193555143736434,0.0803454680714365,0.0795244500090391,0.016044861240618,0.0577776762879065,0.00759771681974791,0.0659890766342379,0.137543898190931,0.0489965945293407,0.0658660754042256,0.0730549340390553,0.0723910273299563,0.0706434545144223,0.0904761904761905,0.0943589743589744,0.0936682365253794,0.0932600732600733,0.12802228368574,0.302126305067482
"cfos",-0.302594794015167,-0.314285714285714,-0.302126305067482,-0.303641456582633,-0.0904761904761905,-0.1,-0.0238095238095238,-0.2375,-0.162190476190476,-0.0666666666666667,-0.0166666666666667,-0.164788763547888,-0.0166666666666667,-0.0416666666666667,-0.0786492374727669,-0.0786492374727669,0.0237685794135232,0,-0.137301587301587,0.08,0,0.0478260869565217,-0.077129329004329,0.131870940466582,-0.0427413411938099,-0.0358292282430214,-0.02,-0.0464453145311411,-0.0237037037037037,-0.0208799888997909,-0.021991100010902,-0.021001001001001,0,-0.1,-0.02,-0.0237037037037037,-0.0184405458089669,0.0786492374727669,0.0835272862532547,0.0166156694745439,0.0615942028985507,0.00647228588405059,0.0653439153439154,0.146550116550117,0.150562770562771,0.0621181088923025,0.0727777777777778,0.0706434545144223,0.074347158218126,0.0666666666666667,0.0666666666666667,0.0943589743589744,0.105128205128205,0.131967024097775,0.30952380952381
"PAK1",-0.302594794015167,-0.30952380952381,-0.301033408892618,-0.302126305067482,-0.074347158218126,-0.0666666666666667,-0.0904761904761905,-0.224628712871287,-0.161103519668737,-0.0416666666666667,-0.0166666666666667,-0.166416249985501,-0.0166666666666667,-0.0166666666666667,-0.0835272862532547,-0.0835272862532547,0.0261495317944755,0.02,-0.130744210252407,0,0.0478260869565217,0.0427413411938099,-0.0767656926406926,0.133478657508383,-0.0427413411938099,-0.0352002974254113,-0.0237037037037037,-0.0453926829521938,-0.021001001001001,-0.0223972302791012,-0.0208799888997909,-0.021991100010902,-0.02,0,-0.0237037037037037,-0.0184405458089669,-0.0199039604431132,0.0835272862532547,0.0803454680714365,0.0159928321043017,0.0571824381926684,0.00596467167085262,0.0621181088923025,0.140472768483818,0.146505491326494,0.0659890766342379,0.0709372869802318,0.0706434545144223,0.0706434545144223,0.0238095238095238,0.105128205128205,0.0932600732600733,0.0943589743589744,0.130359307055974,0.303641456582633
"LIV1",-0.302594794015167,-0.30952380952381,-0.301033408892618,-0.302126305067482,-0.074347158218126,-0.0666666666666667,-0.0904761904761905,-0.224628712871287,-0.161103519668737,-0.0416666666666667,-0.0166666666666667,-0.166416249985501,-0.0166666666666667,-0.0166666666666667,-0.0835272862532547,-0.0835272862532547,0.0261495317944755,0.02,-0.130744210252407,0,0.0478260869565217,0.0427413411938099,-0.0767656926406926,0.133478657508383,-0.0427413411938099,-0.0352002974254113,-0.0237037037037037,-0.0453926829521938,-0.021001001001001,-0.0223972302791012,-0.0208799888997909,-0.021991100010902,-0.02,0,-0.0237037037037037,-0.0184405458089669,-0.0199039604431132,0.0835272862532547,0.0803454680714365,0.0159928321043017,0.0571824381926684,0.00596467167085262,0.0621181088923025,0.140472768483818,0.146505491326494,0.0659890766342379,0.0709372869802318,0.0706434545144223,0.0706434545144223,0.0238095238095238,0.105128205128205,0.0932600732600733,0.0943589743589744,0.130359307055974,0.303641456582633
"EGR1",-0.302594794015167,-0.30952380952381,-0.301033408892618,-0.302126305067482,-0.074347158218126,-0.0666666666666667,-0.0904761904761905,-0.224628712871287,-0.161103519668737,-0.0416666666666667,-0.0166666666666667,-0.166416249985501,-0.0166666666666667,-0.0166666666666667,-0.0835272862532547,-0.0835272862532547,0.0261495317944755,0.02,-0.130744210252407,0,0.0478260869565217,0.0427413411938099,-0.0767656926406926,0.133478657508383,-0.0427413411938099,-0.0352002974254113,-0.0237037037037037,-0.0453926829521938,-0.021001001001001,-0.0223972302791012,-0.0208799888997909,-0.021991100010902,-0.02,0,-0.0237037037037037,-0.0184405458089669,-0.0199039604431132,0.0835272862532547,0.0803454680714365,0.0159928321043017,0.0571824381926684,0.00596467167085262,0.0621181088923025,0.140472768483818,0.146505491326494,0.0659890766342379,0.0709372869802318,0.0706434545144223,0.0706434545144223,0.0238095238095238,0.105128205128205,0.0932600732600733,0.0943589743589744,0.130359307055974,0.303641456582633
"NOTCHic",-0.304753127057275,-0.311111111111111,-0.308700591283702,-0.311885304659498,-0.0858974358974359,-0.1,-0.0166666666666667,-0.248755980861244,-0.147028461784458,-0.0666666666666667,-0.0222222222222222,-0.120820743212586,-0.0198966408268734,-0.0555555555555556,-0.0532279314888011,-0.0532279314888011,0.0226225798582873,0,-0.15163906142167,-0.02,-0.02,0.0228571428571429,-0.0804035654349134,0.139919484702093,-0.02,-0.0309591194968554,-0.00769230769230769,-0.0597805602665416,-0.0107226107226107,-0.00774179655313788,-0.0100318728890157,-0.00962370962370962,0,-0.1,-0.00769230769230769,-0.0107226107226107,-0.00749680427099782,0.0532279314888011,0.0576614290257469,0.0303590593586174,-0.0307134894091416,0.00732627680604559,0.0723809523809524,0.159788794660091,0.164696784696785,0.0659061322370675,0.0761377891179216,0.0752079988322873,0.074132730015083,0.0666666666666667,0.154285714285714,0.0883264613145768,0.096221198156682,0.135990338164251,0.315111111111111
"Csl",-0.305327839700953,-0.315111111111111,-0.308473833914088,-0.308700591283702,-0.074132730015083,-0.0666666666666667,-0.0858974358974359,-0.238186875170187,-0.147705662687392,-0.0555555555555556,-0.0198966408268734,-0.122834166031378,-0.0237726098191215,-0.0222222222222222,-0.0576614290257469,-0.0576614290257469,0.0253748734362689,0.00769230769230769,-0.140210489993099,-0.02,0.0228571428571429,0.02,-0.080256290029906,0.14268191564132,-0.0210869565217391,-0.0296737724531536,-0.0107226107226107,-0.0582570989624587,-0.00962370962370962,-0.00939988689047351,-0.00774179655313788,-0.0100318728890157,-0.00769230769230769,0,-0.0107226107226107,-0.00749680427099782,-0.00830325588390105,0.0576614290257469,0.0554555466728057,0.0291962686609429,-0.0379030318928017,0.00492976264482555,0.0659061322370675,0.156562988208479,0.159953701692832,0.0681283544592897,0.0735336224512549,0.0726217919357355,0.0752079988322873,0.0166666666666667,0.096221198156682,0.0883264613145768,0.0883264613145768,0.135990338164251,0.311885304659498
"NOTCH",-0.309591836734694,-0.3,-0.311885304659498,-0.315111111111111,-0.0166666666666667,0,-0.0666666666666667,-0.244210526315789,-0.148915254237288,-0.1,-0.0555555555555556,-0.120219540807776,-0.0222222222222222,-0.0666666666666667,-0.0575757575757576,-0.0575757575757576,0.0256651762071716,0.1,-0.148067632850242,0,-0.02,-0.02,-0.0853622431208638,0.148067632850242,-0.0228571428571429,-0.0267924528301887,0,-0.0584472269332082,-0.00769230769230769,-0.0100318728890157,-0.00962370962370962,-0.0107226107226107,-0.1,0,0,-0.00769230769230769,-0.0107226107226107,0.0575757575757576,0.0532279314888011,0.0335749858517261,-0.0384057971014493,0.0102164502164502,0.0690476190476191,0.164014146772767,0.162051282051282,0.0723809523809524,0.0741510341510342,0.074132730015083,0.0858974358974359,0.1,0.14,0.096221198156682,0.154285714285714,0.132286634460548,0.311111111111111
"Jagged",-0.315714285714286,-0.2,-0.315111111111111,-0.311111111111111,-0.0666666666666667,0,-0.1,-0.26,-0.154,0,-0.0666666666666667,-0.116515837104072,-0.0555555555555556,-0.1,-0.0666666666666667,-0.0666666666666667,0.0230473751600512,0,-0.161111111111111,-0.1,0,-0.02,-0.078544061302682,0.148067632850242,0.02,-0.04,-0.1,-0.0612509652509653,0,-0.00962370962370962,-0.0107226107226107,-0.00769230769230769,0,0,-0.1,0,-0.00769230769230769,0.0666666666666667,0.0575757575757576,0.0279298245614035,-0.0166666666666667,-0.00121212121212121,0.0833333333333333,0.174358974358974,0.166666666666667,0.0690476190476191,0.0815584415584416,0.0858974358974359,0.0166666666666667,0,0.2,0.154285714285714,0.14,0.147101449275362,0.3
"STAT",-0.272719836400818,-0.277272727272727,-0.269861082218062,-0.269377990430622,-0.085,-0.1,-0.025,-0.314285714285714,-0.0865433084323639,-0.1,-0.0361904761904762,-0.0450840475157953,-0.0446650524616626,-0.06,-0.00565550041356493,-0.00565550041356493,0.0567786532280534,0.0285714285714286,-0.0543969102792632,-0.0333333333333333,-0.0133333333333333,0.0219607843137255,-0.134577214063195,0.150358615743231,-0.0208855154965212,-0.0445640633875928,-0.0410714285714286,-0.105682393366621,-0.0456168831168831,-0.0409637681713591,-0.0408445786600361,-0.0430527805527805,-0.0285714285714286,0,-0.0410714285714286,-0.0456168831168831,-0.0414152024446142,0.00565550041356493,0.00938684369714702,-0.0902071346024901,0.0766666666666667,-0.00449254220228023,0.0768921095008052,0.199689510939511,0.197972679983183,0.0722944083513799,0.0411846014049558,0.0747098168347397,0.0826744186046512,0.05,0.0294117647058824,0.0542871255035733,0.0591414944356121,0.149713107405415,0.277272727272727
"SMAD",-0.351335539185314,-0.326190476190476,-0.328798597486079,-0.330392222984087,-0.194166666666667,-0.15,-0.204166666666667,-0.232379473528542,-0.19724143955616,-0.116666666666667,-0.109943977591036,-0.207707648316071,-0.104610644257703,-0.111904761904762,-0.201691979054424,-0.201691979054424,-0.0354669147554606,-0.0523809523809524,-0.164058850855356,0,0.0354838709677419,0.0331582895723931,-0.15586348627702,0.164134182376157,-0.0331582895723931,0.0292455118319231,0.0457142857142857,-0.0193228678550176,0.0535574229691877,0.0531087352115129,0.0535140037018878,0.053921059332824,0.0457142857142857,0.06,0.0523809523809524,0.061996336996337,0.061996336996337,0.201691979054424,0.200047242212319,0.098688801602122,0.156313488976667,0.000867063944337708,0.18029440878756,0.187370780919168,0.195920211508921,0.0831515516447024,0.204921379695573,0.194064350920273,0.187744648318043,0.141666666666667,0.245714285714286,0.243059660645868,0.242266009852217,0.153500449759057,0.327598926894702
"TWIST1",0.004309681316433,0.0175757575757576,0.0175018238706284,0.0172740334378265,-0.0866666666666667,-0.2,-0.0666666666666667,-0.0280995129965382,-0.0043968163161527,-0.15,-0.151831501831502,0.30668580202281,-0.143356925560315,-0.142307692307692,0.0205622500815417,0.0205622500815417,0.0514334854366385,0.0333333333333333,-0.190014592453617,-0.2,-0.18695652173913,-0.181693363844394,-0.107787576829043,0.185253674727359,0.183185901157826,-0.0485026801155833,-0.0388888888888889,-0.084885440038952,-0.0367612293144208,-0.0335511474326747,-0.0329185999916166,-0.0315403457802843,-0.0333333333333333,-0.0333333333333333,-0.0388888888888889,-0.0357309941520468,-0.0309309941520468,-0.0205622500815417,-0.0174800583007197,0.0302436632021401,0.145967591730304,-0.0762491702477029,0.150759850759851,0.196200691852866,0.185403534530472,0.156370411815956,0.0761094952842271,0.0711055626785433,0.0715981735159817,0.0333333333333333,0.0311111111111111,0.033409127560071,0.0362393162393162,0.14868903991711,-0.0210240334378265
"TGF",-0.410419254658385,-0.26,-0.393333333333333,-0.293333333333333,-0.12,-0.2,-0.153333333333333,-0.280263157894737,-0.290185185185185,-0.233333333333333,-0.16547619047619,-0.066469459743796,-0.14968671679198,-0.208333333333333,-0.136309523809524,-0.136309523809524,-0.0389967721710375,0,-0.191050088990592,-0.133333333333333,-0.119047619047619,-0.113784461152882,-0.286848072562358,0.187413725354229,0.0804511278195489,0.0284391534391534,0.0333333333333333,-0.0675701193578398,0.0533333333333333,0.0612551533206945,0.0593412777226084,0.0514465408805031,0,0,0.0428571428571429,0.0628571428571429,0.0609703504043127,0.136309523809524,0.136309523809524,0.0973948582226187,0.126370083816892,-0.0223766176352383,0.136060606060606,0.284415584415584,0.276366815003179,0.12960899315738,0.155197594501718,0.153512931034483,0.144137931034483,0.133333333333333,0.0733333333333333,0.104367816091954,0.0733333333333333,0.195246284353836,0.293333333333333
"TGFR",-0.409982573435678,-0.293333333333333,-0.393333333333333,-0.393333333333333,-0.144137931034483,-0.233333333333333,-0.12,-0.274090318388564,-0.292676288388032,-0.208333333333333,-0.14968671679198,-0.0710990893734257,-0.140384391210585,-0.16547619047619,-0.136309523809524,-0.136309523809524,-0.0373801439955179,-0.0428571428571429,-0.187478660419164,-0.119047619047619,-0.113784461152882,-0.0804511278195489,-0.284647583564803,0.188545800825927,0.0722319497373571,0.0348769216794968,0.0533333333333333,-0.0661588290352591,0.0514465408805031,0.0609894314429266,0.0612551533206945,0.0593412777226084,0.0333333333333333,0,0.0628571428571429,0.0609703504043127,0.0693574471785062,0.136309523809524,0.140987886382623,0.0963727117149526,0.117414859936295,-0.0203238317114847,0.12960899315738,0.281558441558442,0.274891888749491,0.131388352587985,0.156646869864037,0.148428185271771,0.153512931034483,0.153333333333333,0.0733333333333333,0.112281485156702,0.104367816091954,0.191850057938741,0.293333333333333
"Wnt",-0.423481781376518,-0.3,-0.373333333333333,-0.373333333333333,-0.1,0.1,-0.1,-0.160606060606061,-0.282647058823529,0.1,0.126666666666667,-0.259741379310345,0.126666666666667,0.0666666666666667,-0.361654135338346,-0.361654135338346,0.0708050847457627,-0.2,-0.227450980392157,0,0.0333333333333333,0.0333333333333333,-0.305564263322884,0.215255858440937,-0.0509803921568627,0.103636363636364,0.1,-0.248836376655926,0.175,0.178866454215008,0.17687969924812,0.169736842105263,0.1,0,0.2,0.175,0.169736842105263,0.361654135338346,0.357108680792891,0.00712225094601176,0.105128205128205,-0.0171717171717172,0.116239316239316,0.243333333333333,0.280590062111801,0.0999602464718744,0.133676470588235,0.161471861471861,0.109090909090909,0,0.2,0.247619047619048,0.214285714285714,0.142515542802487,0.366666666666667
"Frizzled",-0.421156199981169,-0.366666666666667,-0.372380952380952,-0.373333333333333,-0.109090909090909,0.1,-0.1,-0.145454545454545,-0.28359943977591,0.0666666666666667,0.126666666666667,-0.267627814641575,0.139166666666667,0.126666666666667,-0.357108680792891,-0.357108680792891,0.0755669895076675,-0.2,-0.213165266106443,0.0333333333333333,0.0333333333333333,0.0509803921568627,-0.306170323928945,0.21822615547064,-0.0694989106753812,0.117589852008457,0.175,-0.244327092836297,0.169736842105263,0.175533120881674,0.178866454215008,0.17687969924812,0.1,0.1,0.175,0.169736842105263,0.17687969924812,0.357108680792891,0.357896082367694,0.00828775211151293,0.0817239498090562,-0.00935921717171717,0.0999602464718744,0.236190476190476,0.272653554175293,0.104633143668136,0.130646167557932,0.14856863566541,0.161471861471861,0.1,0.214285714285714,0.273109243697479,0.247619047619048,0.131624453693576,0.373333333333333
"FUS",-0.261161524500907,-0.373333333333333,-0.376611079164271,-0.378738738738739,0.174166666666667,-0.1,0.186666666666667,-0.287584345479082,-0.0933639598946036,-0.1,-0.0611428571428571,0.190758506700313,-0.0419120879120879,-0.0571428571428571,-0.0928667262969588,-0.0928667262969588,-0.103489217276386,0.2,-0.237249544626594,-0.08,-0.0723076923076923,-0.0571561771561772,-0.226963510669716,0.231024921146581,0.0445124989952576,-0.000930054453292832,-0.0666666666666667,-0.238549804182125,-0.0666666666666667,-0.0599972255459248,-0.0583667907633161,-0.0598705501618123,-0.1,-0.1,-0.175,-0.175,-0.169230769230769,0.0928667262969588,0.0967968573013257,0.0497382048298472,0.0243191591017678,-0.0133961768690431,0.0155555555555556,0.24548519063983,0.233784018780976,0.0226523297491039,-0.0647883597883598,-0.164570707070707,-0.1575,-0.266666666666667,-0.157575757575758,-0.121666666666667,-0.137575757575758,0.106987626078819,0.373333333333333
"SMO",-0.263793103448276,-0.333333333333333,-0.378738738738739,-0.373333333333333,0.186666666666667,0,0.266666666666667,-0.299122807017544,-0.0949346405228758,-0.1,-0.0571428571428571,0.195964969896004,-0.0611428571428571,-0.1,-0.0951923076923077,-0.0951923076923077,-0.105537634408602,0.2,-0.238888888888889,-0.1,-0.08,-0.0723076923076923,-0.227966855151321,0.231638418079096,0.0571561771561772,-0.0077623525899388,-0.1,-0.240447614401103,-0.0666666666666667,-0.0583667907633161,-0.0598705501618123,-0.0666666666666667,-0.1,-0.1,-0.2,-0.175,-0.175,0.0951923076923077,0.0928667262969588,0.0475464240079294,0.0373626373626374,-0.023297166968053,0.0266666666666667,0.256825396825397,0.237557603686636,0.0155555555555556,-0.0647883597883598,-0.1575,-0.174166666666667,-0.3,-0.166666666666667,-0.137575757575758,-0.157575757575758,0.11864406779661,0.373333333333333
"ILK",-0.437073170731707,-0.375,-0.393460066953611,-0.392647058823529,-0.1,0,-0.1,-0.178461538461538,-0.29799861973775,-0.0333333333333333,0.0392156862745098,-0.286390956269864,0.0469079939668175,0.0333333333333333,-0.364831168831169,-0.364831168831169,0.0733627584243157,-0.1,-0.22609649122807,0.0333333333333333,0.0333333333333333,0.0509803921568627,-0.318554593554594,0.232128714478147,-0.075570556091289,0.117619047619048,0.177777777777778,-0.259802118958719,0.173429951690821,0.17922026249249,0.182313045997644,0.174968413229283,0.1,0.1,0.177777777777778,0.173429951690821,0.174968413229283,0.364831168831169,0.364831168831169,-0.00138821313114868,0.0859886321595534,-0.0166760650367208,0.101240496198479,0.251179702650291,0.276006441223832,0.103640496198479,0.129824561403509,0.147649572649573,0.161538461538462,0.1,0.225,0.28802729528536,0.255769230769231,0.147773017186815,0.392647058823529
