"","miR200","SUFU","LIV1","SNAI2","CDC42","Csn","TGF","FOXC2","ERK","FUS","ZEB2","ZEB1","SMO","IKK","AXIN2","NFB","TCFLEF","CD44","STAT","TWIST1","cMet","Csl","SRC","GSK3","RKIP","RAS","RAF","PI3K","DELTA","Ecadherin","Frizzled","SNAI1","Wnt","DSH","GLI","KLF4","Jagged","NOTCHic","cateninmemb","NOTCH","cateninnuc","SOSGRB2","Patched","SMAD","SHH","ILK","MEK","EGR1","HEY1","AKT","cfos","PAK1","TGFR","Destcompl","TrCP"
"MEK",-0.00837387198476536,0.0666666666666667,0,-0.28773976189838,-0.0314285714285714,0.0571428571428571,-0.0319538460039176,-0.0332469073848384,-0.0342993396918562,0.0466666666666667,0.00870232971237275,0.00870232971237275,0.0586666666666667,0.0537337662337662,0.00189556645252848,0.0446428571428571,0.00322364792031325,0.0034781008465219,0,-0.0726872147460383,-0.001417004048583,0.0575757575757576,-0.00526315789473684,0.0367474824921633,-0.112074303405573,0.096965256965257,0.0934731934731935,0.0934731934731935,-0.0934731934731935,-0.0980462411934997,0.01,0.00655951332964962,0.00615384615384615,0,0.00125874125874126,0.00636059301769488,-0.068217509665226,-0.0652680652680653,-0.0968695647892205,-0.0689177003045616,-0.00173665907272961,-0.0350476190476191,-0.0603060109289617,-0.0629099275620166,-0.0596524161577199,-0.0618029164919059,-0.0607006603081438,0.05,-0.0717037975574561,-0.0619690603514133,0.053448275862069,0.0266666666666667,0.0304939919893191,-0.183281365846238,-0.1
"Csn",-0.0168165719798768,0.0142857142857143,0.133333333333333,0.0639505559334562,-0.105461329715061,-0.08,-0.10856395501339,-0.0975090060512771,-0.000303030303030308,0.00317460317460317,0.0102282878411911,0.0102282878411911,-0.00591630591630592,-0.109166666666667,0.0855119806421152,-0.105,0.107213679940592,0.103998245856991,0.116666666666667,0.00274037712326632,0.0982204680792134,-0.12020202020202,0.0994252873563218,-0.029228303866577,0.0908307210031348,0.0237226605575358,0.0227629676592633,0.0227629676592633,-0.0227629676592633,0.00993051352464669,-0.0994252873563218,0.0942891054168591,-0.0982204680792134,-0.116666666666667,-0.10389732397441,0.00629605688429218,0.0227649046953266,0.116305916305916,0.0372510744102263,0.109575147075147,-0.106311695574988,0.0106007148622161,0.00269049946469301,0.0119840781959369,0.00105115520239793,0.00915631469979296,0.00134469696969697,0.0366666666666667,0.0160077519379845,0.0987666666666667,0.0093939393939394,0.115909090909091,0.105461329715061,0.138119938608376,-0.02
"STAT",-0.118452339451566,-0.05,0.2,-0.0257608976381844,-0.234659090909091,-0.1,-0.245401526708735,-0.231580095432856,-0.171764705882353,-0.05,0.0196252465483235,0.0196252465483235,-0.0966666666666667,-0.104761904761905,0.0650917709741239,-0.1,0.08476177257723,0.0869699744699745,0.0571428571428571,-0.039939013177394,0.0878246753246753,-0.0823529411764706,0.0696428571428571,0.102383177570093,0.0893243243243243,0.094053152352382,0.0947994210090984,0.0947994210090984,-0.0947994210090984,-0.0466869047855033,-0.0696428571428571,0.162362914119425,-0.0878246753246753,-0.0571428571428571,-0.0886650114591291,-0.0725787284610814,0.0837404326704645,0.0904610492845787,-0.0323208856184062,0.093373670643802,-0.084642583065907,0.0226190476190476,0.0710852713178295,0.103823088455772,0.0702003155656171,0.0934782608695652,0.179291587602783,0.2,0.106,0.0962873284907183,0.16,0.240909090909091,0.247816985645933,-0.122538706452442,0.1
"cfos",-0.135353535353535,-0.0666666666666667,-0.1,-0.237741334091699,-0.328571428571429,-0.0666666666666667,-0.335612426788897,-0.340202227232356,-0.270434782608696,-0.080952380952381,0.0238729390061109,0.0238729390061109,-0.114285714285714,-0.0541666666666667,-0.0535632183908046,-0.0416666666666667,-0.0372427873417972,-0.0322922922922923,-0.1,-0.16565367965368,-0.0214814814814815,-0.0333333333333333,-0.04,-0.0540205627705628,0.112657342657343,-0.0727124183006536,-0.0727124183006536,-0.0727124183006536,0.0727124183006536,-0.0112762936348105,0.04,0.20083292235191,0.0214814814814815,0.1,0.0293762183235867,0.0444761904761905,0.107118055555556,0.0641025641025641,0.0336102376880453,0.0748717948717949,0.0365020466010565,0.138888888888889,0.0788018433179723,0.114601467827274,0.0849746828241452,0.111375661375661,0.265350036845984,0.32,0.117416291854073,0.0594298245614035,0.24,0.314285714285714,0.346218487394958,0.0678920329870319,0.1
"SUFU",-0.148839836053088,-0.173333333333333,0,-0.24204589282863,-0.156666666666667,0.0857142857142857,-0.157568928616392,-0.302420660833224,-0.176006751868821,-0.198333333333333,0.0281562340038951,0.0281562340038951,-0.203888888888889,0.0698681318681319,0.0246204766469224,0.0737142857142857,0.00612504553560629,0.0058533064051715,-0.00666666666666667,-0.10539394310347,0.00735706580366774,0.152575757575758,0.00444444444444444,-0.151299774422674,0.17411319166842,-0.146447027050385,-0.14707993844279,-0.14707993844279,0.14707993844279,-0.051147586693301,0.0888888888888889,0.212312819649142,0.085042735042735,0.1,0.0861579766784228,0.0407354689528048,-0.0373311070319055,-0.145757575757576,-0.0828577416274315,-0.148138528138528,-0.00597159285018429,-0.00841001104158999,0.182676767676768,0.0283763239831183,0.188468273468273,0.0286072708653354,0.173028028464565,0.192307692307692,0.0181478901751296,-0.0759084003245077,0.177156177156177,0.156666666666667,0.160921985815603,0.144346275180286,-0.1
"cateninmemb",-0.0644352357760179,0.1,0.0666666666666667,-0.0715401397916045,-0.0297575757575758,0.04,-0.0343286514864162,-0.0931658683328901,-0.0941088262859033,0.05,0.0294192723235465,0.0294192723235465,0.05,0.0368253968253968,-0.00915930446785681,0.0257142857142857,0.0457294148296626,0.0438614198109827,0.0372549019607843,0.00797434305814194,0.0421891790083071,0.0361722488038278,0.0395804833561332,-0.0581571819367841,0.018621783068011,-0.0502488687782805,-0.0502488687782805,-0.0502488687782805,0.0502488687782805,-0.106771550154764,-0.0395804833561332,0.0281209781007568,-0.0430287592182021,-0.0372549019607843,-0.0443620925515355,0.0481481481481482,0.0556885671996538,-0.0413268879790855,0.020131526650359,-0.0439291184623569,-0.0451691907400268,0.0512744124462099,-0.0639784946236559,0.0245524792083377,-0.0576792820252307,0.0238260869565217,0.0976382380506092,0.114545454545455,0.0111757015191678,-0.0433189033189033,0.0910160427807487,0.0310909090909091,0.0341478196600148,0.0529957902895717,-0.1
"PAK1",-0.135861149566733,-0.080952380952381,-0.1,-0.238283829570903,-0.346218487394958,-0.0416666666666667,-0.332333738264307,-0.338133261715115,-0.265350036845984,-0.114285714285714,0.0299822637649534,0.0299822637649534,-0.0788018433179723,-0.0594298245614035,-0.0541921492084147,-0.0541666666666667,-0.0365020466010565,-0.0372427873417972,-0.04,-0.169458027479767,-0.0322922922922923,-0.0641025641025641,-0.0214814814814815,-0.05729329004329,0.109894911718116,-0.0718033273915627,-0.0727124183006536,-0.0727124183006536,0.0727124183006536,-0.0116223143960562,0.0214814814814815,0.202503566743318,0.0293762183235867,0.04,0.0347420719821233,0.0264434035909446,0.10527756475801,0.0748717948717949,0.0339765380543457,0.0792673992673993,0.0352606672907117,0.135918591859186,0.0849746828241452,0.1010530807305,0.0899746828241452,0.114601467827274,0.246683370179317,0.24,0.118886880089367,0.0742446393762183,0.270434782608696,0.328571428571429,0.335612426788897,0.0695461683253778,0.0666666666666667
"LIV1",-0.135861149566733,-0.080952380952381,-0.1,-0.238283829570903,-0.346218487394958,-0.0416666666666667,-0.332333738264307,-0.338133261715115,-0.265350036845984,-0.114285714285714,0.0299822637649534,0.0299822637649534,-0.0788018433179723,-0.0594298245614035,-0.0541921492084147,-0.0541666666666667,-0.0365020466010565,-0.0372427873417972,-0.04,-0.169458027479767,-0.0322922922922923,-0.0641025641025641,-0.0214814814814815,-0.05729329004329,0.109894911718116,-0.0718033273915627,-0.0727124183006536,-0.0727124183006536,0.0727124183006536,-0.0116223143960562,0.0214814814814815,0.202503566743318,0.0293762183235867,0.04,0.0347420719821233,0.0264434035909446,0.10527756475801,0.0748717948717949,0.0339765380543457,0.0792673992673993,0.0352606672907117,0.135918591859186,0.0849746828241452,0.1010530807305,0.0899746828241452,0.114601467827274,0.246683370179317,0.24,0.118886880089367,0.0742446393762183,0.270434782608696,0.328571428571429,0.335612426788897,0.0695461683253778,0.0666666666666667
"EGR1",-0.135861149566733,-0.080952380952381,-0.1,-0.238283829570903,-0.346218487394958,-0.0416666666666667,-0.332333738264307,-0.338133261715115,-0.265350036845984,-0.114285714285714,0.0299822637649534,0.0299822637649534,-0.0788018433179723,-0.0594298245614035,-0.0541921492084147,-0.0541666666666667,-0.0365020466010565,-0.0372427873417972,-0.04,-0.169458027479767,-0.0322922922922923,-0.0641025641025641,-0.0214814814814815,-0.05729329004329,0.109894911718116,-0.0718033273915627,-0.0727124183006536,-0.0727124183006536,0.0727124183006536,-0.0116223143960562,0.0214814814814815,0.202503566743318,0.0293762183235867,0.04,0.0347420719821233,0.0264434035909446,0.10527756475801,0.0748717948717949,0.0339765380543457,0.0792673992673993,0.0352606672907117,0.135918591859186,0.0849746828241452,0.1010530807305,0.0899746828241452,0.114601467827274,0.246683370179317,0.24,0.118886880089367,0.0742446393762183,0.270434782608696,0.328571428571429,0.335612426788897,0.0695461683253778,0.0666666666666667
"SNAI1",-0.136533579922161,-0.114285714285714,-0.04,-0.238250306272211,-0.335612426788897,-0.0541666666666667,-0.333341802780436,-0.340801622579156,-0.246683370179317,-0.0788018433179723,0.0305972699150149,0.0305972699150149,-0.0849746828241452,-0.0742446393762183,-0.053492848509114,-0.0594298245614035,-0.0352606672907117,-0.0365020466010565,-0.0214814814814815,-0.169560591582331,-0.0372427873417972,-0.0748717948717949,-0.0322922922922923,-0.0577553362479105,0.111986961927321,-0.0722959382290011,-0.0718033273915627,-0.0718033273915627,0.0718033273915627,-0.0120385474865869,0.0293762183235867,0.101080079198834,0.0347420719821233,0.0214814814814815,0.0338279951996736,0.0304932478277047,0.100806976522715,0.0792673992673993,0.0344255881407014,0.0780429094714809,0.0346411525772372,0.134786516387488,0.0899746828241452,0.104374113940832,0.083955265348417,0.1010530807305,0.244889648206223,0.270434782608696,0.108767832470319,0.0756335282651072,0.265350036845984,0.346218487394958,0.332333738264307,0.0692172209569567,0.0416666666666667
"SOSGRB2",-0.0363606549105679,0.2,0,-0.337531197133501,-0.0928571428571429,0.3,-0.0988309562777648,-0.105506715506716,-0.169069069069069,0.166666666666667,0.0331829573934837,0.0331829573934837,0.133333333333333,0.240350877192982,-0.0124106160616062,0.266666666666667,-0.0124550506701536,-0.0229813664596273,0,-0.119449275362319,-0.0273291925465838,0.272727272727273,-0.0142857142857143,-0.129225734527277,-0.0357090643274854,-0.162262784296683,-0.15969868173258,-0.15969868173258,0.15969868173258,-0.109670039725114,0.0142857142857143,0.116810945273632,0.030952380952381,0,0.0266045548654244,0.0317543859649123,-0.163776677313587,-0.257342657342657,-0.107948753948754,-0.258751108046883,0.00920457265868137,-0.0794444444444444,-0.130630630630631,-0.13102037747199,-0.130630630630631,-0.133118279569892,0.150887250887251,0.166666666666667,-0.148768939393939,-0.236184210526316,0.155555555555556,0.0928571428571429,0.0967032967032967,-0.209866345436815,-0.2
"FUS",-0.152557308172047,-0.133333333333333,0,-0.242375490719204,-0.156666666666667,0.1,-0.160921985815603,-0.307631578947368,-0.177156177156177,-0.173333333333333,0.0334702436657308,0.0334702436657308,-0.198333333333333,0.0737142857142857,0.0253230527593346,0.0857142857142857,0.0058533064051715,0.00735706580366774,0,-0.108899097742646,0.00444444444444444,0.157575757575758,-0.00666666666666667,-0.152842190875116,0.180235640648012,-0.14707993844279,-0.148389982110912,-0.148389982110912,0.148389982110912,-0.0512505733050415,0.1,0.209076022374866,0.0888888888888889,0.1,0.085042735042735,0.0425318761384335,-0.0408940524000765,-0.152575757575758,-0.0834034442195188,-0.145757575757576,-0.00612504553560629,-0.00910931174089069,0.203888888888889,0.0286072708653354,0.182676767676768,0.0163492063492064,0.176006751868821,0.2,0.00609969740404523,-0.0698681318681319,0.192307692307692,0.173333333333333,0.156666666666667,0.144293111969228,-0.1
"Csl",-0.142878672576054,-0.0916666666666667,-0.12,-0.249143616924263,-0.353691756272401,-0.0333333333333333,-0.339375711383108,-0.36025810991805,-0.296190476190476,-0.130128205128205,0.0342960471881923,0.0342960471881923,-0.0889517345399698,-0.0403100775193799,-0.0534461736384907,-0.0333333333333333,-0.0423705193388945,-0.0425231910946197,-0.0507692307692308,-0.181092348662093,-0.0355844155844156,-0.0404608294930876,-0.0234965034965035,-0.0786312917029073,0.123292660902525,-0.088997333361585,-0.0901002745380556,-0.0901002745380556,0.0901002745380556,-0.020015432708826,0.0234965034965035,0.218081290689986,0.0331739228513422,0.0507692307692308,0.0404319873674712,0.0342443064182195,0.099603848521481,0.0562503031772981,0.0198917708648001,0.0617048486318435,0.0410554821748007,0.145935737347804,0.0943280786259913,0.105670891857942,0.101224630350129,0.121226447413498,0.275538302277433,0.253333333333333,0.0225070496425995,0.0581395348837209,0.296190476190476,0.331111111111111,0.344137616145013,0.0915698543042595,0.0666666666666667
"SMO",-0.151567209162146,-0.1,-0.1,-0.24183689107827,-0.173333333333333,0.1,-0.156666666666667,-0.305,-0.192307692307692,-0.133333333333333,0.0353107344632768,0.0353107344632768,-0.173333333333333,0.0857142857142857,0.025944170771757,0.1,0.00735706580366774,0.00444444444444444,0,-0.10942265795207,-0.00666666666666667,0.166666666666667,0,-0.155183327998862,0.177142857142857,-0.148389982110912,-0.157692307692308,-0.157692307692308,0.157692307692308,-0.0520724911132606,0.1,0.218509984639017,0.1,0.1,0.0888888888888889,0.0277777777777778,-0.0324603174603175,-0.157575757575758,-0.0820999060444723,-0.152575757575758,-0.0058533064051715,-0.00526315789473684,0.198333333333333,0.0163492063492064,0.203888888888889,0.0433333333333333,0.177156177156177,0.1,0.0278388278388278,-0.0737142857142857,0.2,0.133333333333333,0.156666666666667,0.145023038976527,0
"CD44",-0.0655599472990777,-0.1,0.1,0.289048729048729,-0.0733333333333333,-0.2,-0.0427777777777778,-0.03375,0.03,-0.1,0.0365079365079365,0.0365079365079365,-0.2,-0.3,0.08,-0.2,0.109612403100775,0.0933333333333333,0.1,0.000879120879120879,0.2,-0.2,0.2,0.157142857142857,0.124074074074074,0.165714285714286,0.185714285714286,0.185714285714286,-0.185714285714286,-0.00842688090326783,-0.1,-0.00467836257309942,-0.1,0,-0.0933333333333333,-0.053968253968254,0.155710955710956,0.3,-0.00659340659340659,0.284210526315789,-0.112689326177698,0.00952380952380954,0.16,0.135374149659864,0.132727272727273,0.133333333333333,-0.03,0,0.140350877192982,0.28,0.05,0.133333333333333,0.0483333333333333,0.165027829313544,0.1
"cMet",-0.0655599472990777,-0.1,0.1,0.297077926129021,-0.0483333333333333,-0.2,-0.0385224586288416,-0.0299525316455696,0.03,-0.2,0.0395382395382396,0.0395382395382396,-0.16,-0.28,0.0911111111111111,-0.3,0.112689326177698,0.109612403100775,0.2,0.00874428941844672,0.0933333333333333,-0.3,0.2,0.170046082949309,0.138888888888889,0.182695417789757,0.165714285714286,0.165714285714286,-0.165714285714286,-0.00613680456738997,-0.1,-0.00298344731886213,-0.0933333333333333,-0.1,-0.111515151515152,-0.0634920634920635,0.164406607884869,0.284210526315789,0.000168159242892341,0.265061590145577,-0.103084806403687,0.0228571428571429,0.132727272727273,0.1317377860235,0.135852272727273,0.135374149659864,-0.0536363636363636,0.05,0.142311661506708,0.255,-0.03,0.0733333333333333,0.0427777777777778,0.160298099583814,0.2
"cateninnuc",-0.0999818101899932,-0.0333333333333333,0.0242424242424242,-0.198072794775025,-0.124571428571429,0.141666666666667,-0.126973175296319,-0.195909396614315,-0.163352290099676,-0.0333333333333333,0.0459474655237789,0.0459474655237789,-0.0218579234972678,0.144636363636364,0.0260569391659896,0.138636363636364,0.0170206452709619,0.0160497714845541,0.0165501165501165,-0.0985380887884874,0.0120815175163001,0.12391713747646,0.010994560994561,-0.153634036680905,0.14422627992355,-0.156843476843477,-0.158190278190278,-0.158190278190278,0.158190278190278,-0.100832051522106,-0.0124405275090207,0.163068745296356,-0.0135274840307598,-0.0165501165501165,-0.0170847962837242,0.0694436840344314,0.0353828923264866,-0.129731090964832,-0.0798704434447164,-0.129276545510286,-0.116219761537187,0.0716899277094043,0.027447985609069,0.0370692246967827,0.0263586609903326,0.0355685425685426,0.167022014870318,0.178260869565217,0.0103151495760678,-0.144636363636364,0.167149758454106,0.124571428571429,0.124571428571429,0.135209699547411,-0.166666666666667
"DELTA",-0.144242424242424,0,0,-0.243790849673203,-0.3,0,-0.331111111111111,-0.372857142857143,-0.22,-0.1,0.0471014492753623,0.0471014492753623,-0.0666666666666667,-0.0666666666666667,-0.0457142857142857,-0.1,-0.0234965034965035,-0.0507692307692308,0,-0.188,-0.12,0,-0.1,-0.0938697318007663,0.138461538461538,-0.103636363636364,-0.14,-0.14,0.14,-0.0231929824561403,0.1,0.25,0.12,0,0.0507692307692308,0.0166666666666667,0.0928138528138528,-0.06,0.0301591366380099,-0.0885714285714286,0.0355844155844156,0.16,0.0916666666666667,0.0928571428571429,0.130128205128205,0.116666666666667,0.253333333333333,0.1,0.0166666666666667,0.0333333333333333,0.2,0.2,0.311111111111111,0.0905328185328185,0
"Destcompl",-0.112497155159562,0.0333333333333333,0.0944444444444444,0.161977554133477,-0.126720619282196,0.0190476190476191,-0.132017482128968,-0.115828543959456,-0.0941014177079751,0.0367816091954023,0.0714229182268035,0.0714229182268035,0.0367816091954023,0.0506966593923116,0.0595589364376068,0.0407867494824017,0.108883063482327,0.112444707317944,0.0873015873015873,-0.0232339337341419,0.112817841646302,-0.0240736388562475,0.102370080452272,-0.132096520135624,0.141107824373509,-0.0607275586692025,-0.0624544032531899,-0.0624544032531899,0.0624544032531899,0.041938027335377,-0.102370080452272,0.153077960906574,-0.112271070551282,-0.0873015873015873,-0.112085541794325,0.0691268025114479,0.174242962414437,0.0240736388562475,0.167336930576169,0.0302860637059469,-0.107710192498136,0.00586421190824309,-0.0372997439104282,0.101357560568087,-0.0374931675081071,0.0996031746031746,0.100008590703756,0.0702564102564102,0.104469547546471,-0.047340954694325,0.0793473193473193,0.117755102040816,0.132510092966406,0.0261594819735914,-0.0333333333333333
"TGFR",-0.153116797304784,-0.153333333333333,0,-0.194784176396169,-0.445396825396825,-0.0583333333333333,-0.347917088821344,-0.341536046543166,-0.295889724310777,-0.136666666666667,0.0791987401322059,0.0791987401322059,-0.147011494252874,-0.0350250626566416,0.0165958928476811,-0.0297619047619048,0.0286079263338449,0.0343495531281033,0,-0.206241597469356,0.0369811320754717,-0.0333333333333333,0.02,-0.095880195978761,0.113982683982684,-0.102401837928154,-0.103571428571429,-0.103571428571429,0.103571428571429,-0.0623284137110918,-0.0342857142857143,0.248586649338862,-0.051266846361186,-0.0142857142857143,-0.0493313624902182,0.0848266499582289,0.165506872852234,0.0436781609195402,-0.0249724694099447,0.054469527826015,-0.0286965002931009,0.154353476283301,0.143886494252874,0.160354028170582,0.141061635495811,0.159286412512219,0.299999313351873,0.252380952380952,0.16843634823946,0.0420018068426881,0.28922305764411,0.431111111111111,0.350753968253968,-0.0377239882675543,0.0333333333333333
"KLF4",-0.116752136752137,-0.2,-0.1,-0.188674095293862,-0.0914545454545455,0.2,-0.0789667405764967,-0.192043086643813,-0.197860962566845,-0.1,0.082125902992776,0.082125902992776,-0.1,0.146666666666667,-0.0494201573074812,0.18,-0.0681959167738029,-0.0698681575764785,-0.0333333333333333,-0.173106753812636,-0.0672594619243046,0.134545454545455,-0.0509803921568628,-0.155680463137604,0.126767676767677,-0.156983408748115,-0.155512820512821,-0.155512820512821,0.155512820512821,-0.0324598308522344,0.0509803921568628,0.148606797252073,0.0672594619243046,0.0333333333333333,0.0689835998553391,0.0925925925925926,-0.0461850892735451,-0.124019138755981,-0.0362482109128451,-0.127111922261135,0.0650825917426697,0.0882647226986849,0.11875,0.0543188405797101,0.11122311827957,0.0586666666666667,0.182397045041072,0.2,0.0251031321619557,-0.139259259259259,0.227272727272727,0.0954545454545455,0.0794545454545455,0.142786061310756,-0.1
"FOXC2",-0.116752136752137,-0.2,-0.1,-0.188674095293862,-0.0914545454545455,0.2,-0.0789667405764967,-0.192043086643813,-0.197860962566845,-0.1,0.082125902992776,0.082125902992776,-0.1,0.146666666666667,-0.0494201573074812,0.18,-0.0681959167738029,-0.0698681575764785,-0.0333333333333333,-0.173106753812636,-0.0672594619243046,0.134545454545455,-0.0509803921568628,-0.155680463137604,0.126767676767677,-0.156983408748115,-0.155512820512821,-0.155512820512821,0.155512820512821,-0.0324598308522344,0.0509803921568628,0.148606797252073,0.0672594619243046,0.0333333333333333,0.0689835998553391,0.0925925925925926,-0.0461850892735451,-0.124019138755981,-0.0362482109128451,-0.127111922261135,0.0650825917426697,0.0882647226986849,0.11875,0.0543188405797101,0.11122311827957,0.0586666666666667,0.182397045041072,0.2,0.0251031321619557,-0.139259259259259,0.227272727272727,0.0954545454545455,0.0794545454545455,0.142786061310756,-0.1
"Ecadherin",-0.117310795970014,-0.1,-0.0333333333333333,-0.1878914342463,-0.0794545454545455,0.18,-0.0805942270141097,-0.194560249115208,-0.182397045041072,-0.1,0.082125902992776,0.082125902992776,-0.11875,0.139259259259259,-0.0483892294724297,0.146666666666667,-0.0650825917426697,-0.0681959167738029,-0.0509803921568628,-0.172548094594759,-0.0698681575764785,0.124019138755981,-0.0672594619243046,-0.155018211481975,0.131636590625355,-0.158659386401746,-0.156983408748115,-0.156983408748115,0.156983408748115,-0.132654572819128,0.0672594619243046,0.151771354214098,0.0689835998553391,0.0509803921568628,0.0669835998553391,0.0951242381622129,-0.0464139222254901,-0.127111922261135,-0.0357353904000246,-0.132688130439574,0.063775402200186,0.0935278805934218,0.11122311827957,0.0584350633400007,0.109648315129964,0.0543188405797101,0.181220574452836,0.227272727272727,0.0244319912223584,-0.147051467051467,0.197860962566845,0.0914545454545455,0.0789667405764967,0.141201718347102,-0.2
"SNAI2",-0.154395155378229,-0.2,-0.18,0.127497530567507,-0.0887955182072829,0.2,-0.0849891796183356,-0.248006235298025,-0.250980392156863,-0.18,0.120845395426893,0.120845395426893,-0.174117647058824,0.207758620689655,-0.0993771392057497,0.225,-0.139364482893572,-0.138745926192541,-0.134545454545455,-0.216760638206715,-0.134444850923724,0.209210526315789,-0.127402597402597,-0.198829053887914,0.174102564102564,-0.215016728907214,-0.215016728907214,-0.215016728907214,0.215016728907214,0.170065302939019,0.127402597402597,0.197765582880937,0.134444850923724,0.134545454545455,0.138188166431746,0.134807692307692,-0.120561058553933,-0.196929824561404,0.0707023984733612,-0.194332421964001,0.137656408359411,0.132488167680865,0.184321728691477,0.0839207493766426,0.182913277987251,0.0901408450704225,0.240169581346052,0.2,0.0481314044605184,-0.196915247195679,0.252941176470588,0.0745098039215686,0.0862314156431803,0.1875575767502,-0.1
"miR200",-0.0525957609430579,-0.2,-0.2,-0.212965218018045,-0.230882352941176,-0.16,-0.236171175146728,-0.257503959455179,-0.176493506493506,-0.2,0.175031362007168,0.175031362007168,-0.193333333333333,-0.135639097744361,-0.0925403912368989,-0.144210526315789,-0.13368218375006,-0.129317104384981,-0.18,-0.209007107412015,-0.128193508879363,-0.0908374384236453,-0.140869565217391,-0.0571950507963634,0.120012251090818,-0.120469177229143,-0.125706084959816,-0.125706084959816,0.125706084959816,0.135721933870914,0.136,0.148035298035298,0.123323943661972,0.18,0.124422844760873,0.183747412008282,0.145458067609686,0.101182266009852,0.0681747742200328,0.111916729286688,0.136409456477333,0.131331399097357,0.189535864978903,0.19829867913481,0.181927169326729,0.196104321768039,0.175813234384663,0.142857142857143,0.208531073446328,0.145073060008512,0.162857142857143,0.225,0.237333965844402,0.180722931712687,0.1
"ZEB1",0.0155941937305476,-0.3,-0.166666666666667,-0.229380679318558,-0.323146759953357,-0.213333333333333,-0.319261712589353,-0.37236935900948,-0.249803921568627,-0.3125,0.213469566121916,0.213469566121916,-0.3125,-0.237319528329019,-0.0654582201484508,-0.229122807017544,-0.132517977052303,-0.130390317477835,-0.143589743589744,-0.281722387721817,-0.130390317477835,-0.152083333333333,-0.136272670419012,-0.0792766929219073,0.225271337302285,-0.12916460514244,-0.13184177049677,-0.13184177049677,0.13184177049677,0.0562031066522819,0.130778164924506,0.268225107650743,0.123085857232199,0.138095238095238,0.122054929397147,0.219317578889045,0.217138563985116,0.159926470588235,-0.0123490044139794,0.16240580943121,0.132811519126667,0.178440545808967,0.306617647058824,0.332459116899586,0.304838287628219,0.335824501514971,0.243195992053209,0.233333333333333,0.352090534681208,0.237319528329019,0.253333333333333,0.315900383141762,0.321623917313763,0.179244779177957,0.233333333333333
