"","PAK1","STAT","CDC42","cMet","GLI","SRC","TGFR","TGF","ZEB1","KLF4","FOXC2","PI3K","DELTA","cateninmemb","EGR1","SOSGRB2","miR200","Patched","TWIST1","SMO","TrCP","SUFU","FUS","SNAI1","ILK","HEY1","RKIP","Csn","SMAD","ZEB2","SHH","SNAI2","AKT","ERK","cfos","NOTCHic","MEK","NFB","IKK","Csl","NOTCH","Jagged","RAF","GSK3","RAS","Ecadherin","Frizzled","Wnt","DSH","LIV1","CD44","TCFLEF","cateninnuc","AXIN2","Destcompl"
"NOTCHic",0.0666666666666667,-0.02,0.0546666666666667,-0.0307226107226107,-0.0296473419054064,-0.0276923076923077,0.0578924731182796,0.0648988425450312,0.0410144927536232,-0.0465148378191857,0.0629427254772877,0.0289855072463768,0.0289855072463768,-0.00755720169929543,-0.06,0.0807177033492823,0.00594600005004629,-0.123491704374057,0.0567451231212024,-0.13525641025641,-0.1,0.133333333333333,0.158333333333333,-0.0126088726088726,0.0761904761904762,0.0306911928651059,-0.0042116536531301,-0.133333333333333,0.0797875984926344,0.0475201288244767,0.113814285019219,0.0764407265055621,-0.1328165374677,0.06,0.06,0.13889400921659,0.0514285714285714,-0.166666666666667,-0.144444444444444,0.248571428571429,0.133630851321853,0.119619340678943,-0.0289855072463768,-0.0337647636236978,-0.0284928964089384,0.037733784518105,0.0276923076923077,0.0307226107226107,0.02,0,0.0318215118215118,0.0322296750868179,0.0317716598196424,0.0327238694219826,0.025792155306174
"Csl",0.0546666666666667,-0.0276923076923077,0.0578924731182796,-0.0318215118215118,-0.0296473419054064,-0.0307226107226107,0.0648988425450312,0.070114262046165,0.0448818960685403,-0.0465148378191857,0.0692645645577475,0.0284928964089384,0.0284928964089384,-0.00786301209684895,-0.06,0.0831567277395262,0.00485667543130991,-0.113814285019219,0.0592281930986291,-0.123491704374057,-0.133333333333333,0.158333333333333,0.13525641025641,-0.0102373311068963,0.0797875984926344,0.0300375980938641,0.00177912975700815,-0.166666666666667,0.08534315404819,0.0508350459515485,0.115538422950253,0.0765152977210729,-0.122739018087855,0.0514285714285714,0.06,0.133630851321853,0.0470807453416149,-0.144444444444444,-0.1328165374677,0.13889400921659,0.128176305867308,0.121181840678943,-0.0284928964089384,-0.0309665309285579,-0.0259193669971737,0.0384314589367097,0.0307226107226107,0.0296473419054064,0.0276923076923077,0.02,0.0322296750868179,0.0317716598196424,0.0320575374640106,0.0340092164656844,0.0273156166102569
"cfos",0.0571428571428571,-0.15,0.0523809523809524,-0.153703703703704,-0.161598440545809,-0.15,0.0661064425770308,0.0782276546982429,0.0645739651792921,-0.0548253968253968,0.105812666530027,-0.0382897603485839,-0.0382897603485839,-0.066602687737405,-0.16,0.1125,0.0102325778796367,-0.143394777265745,0.106588744588745,-0.15952380952381,-0.1,0.133333333333333,0.176190476190476,0.0313924050632911,0.0817460317460317,-0.0724387806096951,0.0342191142191142,-0.133333333333333,0.0914234511008704,0.0604193089665245,0.137221937759572,0.120922362309224,-0.105043859649123,0.0843478260869565,0.08,0.16025641025641,0.0724834193072955,-0.158333333333333,-0.120833333333333,0.183333333333333,0.152564102564103,0.161006944444444,0.0382897603485839,0.0644615800865801,0.0468263457144375,0.13200093131597,0.15,0.153703703703704,0.15,0.1,0.164514514514515,0.171445207583821,0.173667429806044,0.199868637110016,0.223085791934886
"CDC42",0.157142857142857,-0.15,0.0523809523809524,-0.153703703703704,-0.161598440545809,-0.15,0.0661064425770308,0.0782276546982429,0.0645739651792921,-0.0548253968253968,0.105812666530027,-0.0382897603485839,-0.0382897603485839,-0.066602687737405,-0.06,0.1125,0.0102325778796367,-0.143394777265745,0.106588744588745,-0.15952380952381,-0.1,0.133333333333333,0.176190476190476,0.0313924050632911,0.0817460317460317,-0.0724387806096951,0.0342191142191142,-0.133333333333333,0.0914234511008704,0.0604193089665245,0.137221937759572,0.120922362309224,-0.105043859649123,0.0843478260869565,0.08,0.16025641025641,0.0724834193072955,-0.158333333333333,-0.120833333333333,0.183333333333333,0.152564102564103,0.161006944444444,0.0382897603485839,0.0644615800865801,0.0468263457144375,0.13200093131597,0.15,0.153703703703704,0.15,0.1,0.164514514514515,0.171445207583821,0.173667429806044,0.199868637110016,0.223085791934886
"PAK1",0.0523809523809524,-0.15,0.0661064425770308,-0.164514514514515,-0.167939903960443,-0.153703703703704,0.0782276546982429,0.0864243760097183,0.069397116304694,-0.0564647410876919,0.118226459633475,-0.0468263457144375,-0.0468263457144375,-0.0658700870048043,-0.08,0.121410891089109,0.00921734945324076,-0.137221937759572,0.114740918501788,-0.143394777265745,-0.133333333333333,0.176190476190476,0.15952380952381,0.0397456270203317,0.0914234511008704,-0.0783211335508716,0.044716351788175,-0.158333333333333,0.100455709165387,0.0671717205420872,0.146221937759572,0.122369016920435,-0.0957846003898635,0.0724834193072955,0.0843478260869565,0.152564102564103,0.0671500859739622,-0.120833333333333,-0.105043859649123,0.16025641025641,0.151465201465201,0.168982404567144,0.0468263457144375,0.0757343073593073,0.0577354366235284,0.13442307664469,0.153703703703704,0.161598440545809,0.15,0.15,0.171445207583821,0.173667429806044,0.176150188426733,0.208044737738947,0.231356468626615
"LIV1",0.0523809523809524,-0.15,0.0661064425770308,-0.164514514514515,-0.167939903960443,-0.153703703703704,0.0782276546982429,0.0864243760097183,0.069397116304694,-0.0564647410876919,0.118226459633475,-0.0468263457144375,-0.0468263457144375,-0.0658700870048043,-0.08,0.121410891089109,0.00921734945324076,-0.137221937759572,0.114740918501788,-0.143394777265745,-0.133333333333333,0.176190476190476,0.15952380952381,0.0397456270203317,0.0914234511008704,-0.0783211335508716,0.044716351788175,-0.158333333333333,0.100455709165387,0.0671717205420872,0.146221937759572,0.122369016920435,-0.0957846003898635,0.0724834193072955,0.0843478260869565,0.152564102564103,0.0671500859739622,-0.120833333333333,-0.105043859649123,0.16025641025641,0.151465201465201,0.168982404567144,0.0468263457144375,0.0757343073593073,0.0577354366235284,0.13442307664469,0.153703703703704,0.161598440545809,0.15,0.15,0.171445207583821,0.173667429806044,0.176150188426733,0.208044737738947,0.231356468626615
"SOSGRB2",0.135714285714286,0,0.115714285714286,-0.0360248447204969,-0.0407349896480331,-0.0142857142857143,0.108021978021978,0.104475878731198,0.0874185463659148,-0.0785964912280702,0.107680097680098,0.150470809792844,0.150470809792844,0.0686127686127686,0.0476190476190476,0.0875,0.0298698882413784,-0.0968468468468468,0.061768115942029,-0.0833333333333333,0,0,0.0666666666666667,0.0689033404406539,0.0870967741935484,0.00918560606060607,0.09375,-0.1,0.0808030678998421,0.071453634085213,0.094521265451498,0.0226449650783712,-0.146929824561403,0.00463320463320463,-0.0142857142857143,0.134965034965035,0.00463320463320463,-0.133333333333333,-0.13859649122807,0.127272727272727,0.147641091303063,0.0792846794486194,-0.150470809792844,0.0331429735917814,-0.14662465594669,-0.0256156471865887,0.0142857142857143,0.0392857142857143,0,0,0.0374741200828157,0.0385267516617631,0.0413948204954151,0.036791804180418,0.135874490908048
"SNAI1",0.0661064425770308,-0.153703703703704,0.0782276546982429,-0.171445207583821,-0.169585242168853,-0.164514514514515,0.0864243760097183,0.0916663114935893,0.0732101544350753,-0.0630067971624583,0.126485671831696,-0.0577354366235284,-0.0577354366235284,-0.0658355446904692,-0.0843478260869565,0.127825985428732,0.00912128797389398,-0.146221937759572,0.120176815937686,-0.137221937759572,-0.158333333333333,0.15952380952381,0.143394777265745,-0.0563397822323373,0.100455709165387,-0.0884401811699192,0.0505740923739491,-0.120833333333333,0.107712781736112,0.0719687685125669,0.154183102808116,0.123810518764217,-0.0950901559454191,0.0671500859739622,0.0724834193072955,0.151465201465201,0.0680469469605093,-0.105043859649123,-0.0957846003898635,0.152564102564103,0.153914181057038,0.173688286920085,0.0577354366235284,0.083325066435215,0.0629899522228716,0.136712358642608,0.161598440545809,0.167939903960443,0.153703703703704,0.15,0.173667429806044,0.176150188426733,0.179609145576966,0.212473642167852,0.237770942310825
"Patched",0.0333333333333333,-0.1,0.133333333333333,-0.15,-0.2875,-0.1,0.153333333333333,0.161666666666667,0.216666666666667,-0.0666666666666667,0.345,-0.273076923076923,-0.273076923076923,0.0970250896057348,0.1,0.0333333333333333,0.0238095238095238,-0.253333333333333,0.208333333333333,-0.133333333333333,0,0,0.1,0.232795698924731,0.116666666666667,-0.105128205128205,0.194285714285714,0,0.126666666666667,0.1,0.303333333333333,0.0812567049808429,0.114285714285714,-0.08,-0.1,0,-0.0569230769230769,0.1,0.1,0,0.00909090909090909,0.211005291005291,0.273076923076923,0.368131868131868,0.316826923076923,0.111240560949299,0.2,0.25,0.2,0.1,0.196666666666667,0.218888888888889,0.233451995685005,0.321645021645022,0.418581418581419
"SMO",0.133333333333333,-0.1,0.153333333333333,-0.196666666666667,-0.309722222222222,-0.15,0.161666666666667,0.172477477477477,0.228531073446328,-0.0916666666666667,0.369137931034483,-0.316826923076923,-0.316826923076923,0.100908584751366,0.1,0.0596491228070175,0.0250753465943339,-0.303333333333333,0.228921568627451,-0.253333333333333,0,0.1,0.133333333333333,0.26136712749616,0.126666666666667,-0.119413919413919,0.210952380952381,0.1,0.134603174603175,0.105084745762712,0.325555555555556,0.0926852764094143,0.102285714285714,-0.0569230769230769,-0.08,0.00909090909090909,-0.0478321678321678,0.1,0.114285714285714,0,0.0340909090909091,0.228862433862434,0.316826923076923,0.405995945801771,0.347059481216458,0.120465653200221,0.25,0.2875,0.2,0.1,0.218888888888889,0.233451995685005,0.248489589669968,0.352679504403642,0.450364364317853
"Wnt",0.3,-0.1,0.3,-0.25,-0.276315789473684,-0.2,0.32,0.341739130434783,0.199378287900526,-0.107843137254902,0.395303643724696,-0.418796992481203,-0.418796992481203,0.0517796610169492,0,0.260606060606061,0.0245454545454545,-0.195454545454545,0.297941176470588,-0.15,0.1,0,0.1,0.283954451345756,0.158974358974359,-0.165641025641026,0.255,0.1,0.175253428741801,0.105404112864658,0.20974025974026,0.159913793103448,0.0991666666666667,0.0733333333333333,0.0333333333333333,-0.0357142857142857,0.0909803921568628,0.0666666666666667,0.0866666666666667,-0.05,-0.0273809523809524,0.213676470588235,0.418796992481203,0.590360501567398,0.455160628844839,0.182241204900528,0.3,0.25,0.2,0,0.276315789473684,0.304887218045113,0.329390529303391,0.303636363636364,0.585957128846962
"CD44",0.2,-0.1,0.22,0,0.08,0,0.1825,0.149166666666667,0.117460317460317,-0.0301587301587302,0.135833333333333,0.214285714285714,0.214285714285714,0.0477289377289377,0.1,0.169047619047619,0.0346420729029425,-0.04,0.095970695970696,0,-0.1,-0.1,-0.1,0.0814194577352472,0.0666666666666667,-0.00467836257309941,0.0992592592592592,0,0.0605442176870748,0.111111111111111,0.0490909090909091,-0.00817848817848818,-0.133333333333333,-0.125,-0.125,0.0714285714285714,-0.095,0,-0.1,0,0.0977443609022556,0.0136130536130536,-0.214285714285714,-0.080952380952381,-0.217142857142857,-0.0554163500162849,-0.1,-0.1,0,0.1,-0.08,-0.0730232558139535,-0.0822540250447227,-0.11,0.0148041034595656
"AKT",0.280882352941176,-0.255555555555556,0.296882352941176,-0.297294685990338,-0.313495803308774,-0.277294685990338,0.320459588713534,0.33707590291293,0.199447240476465,-0.10548807917229,0.396985512561893,-0.399152938385815,-0.399152938385815,0.04440505928811,-0.0761904761904762,0.305470085470085,0.0289798938063162,-0.213888888888889,0.308463120852038,-0.2,0.166666666666667,0.15,0.2,0.293328217887714,0.154925650260104,-0.154284611741239,0.290083190466822,0.166666666666667,0.174117569452023,0.112855983304732,0.22125730994152,0.151940602535728,0.116993464052288,0.102034256325481,0.0938375350140056,-0.0225186104218362,0.0995026107558608,0.172549019607843,0.205882352941176,-0.00961538461538461,-0.0212990982267143,0.233753921226908,0.399152938385815,0.524927655976043,0.419634866096659,0.190109926273926,0.277294685990338,0.297294685990338,0.255555555555556,0.2,0.314808810284123,0.331097470077938,0.342174393154861,0.350387141138044,0.58974275277776
"Frizzled",0.3,-0.2,0.32,-0.276315789473684,-0.304887218045113,-0.25,0.341739130434783,0.365548654244306,0.216209971068843,-0.103081232492997,0.430187364654929,-0.455160628844839,-0.455160628844839,0.0571764864137746,-0.0333333333333333,0.293939393939394,0.0323579545454546,-0.20974025974026,0.331274509803922,-0.195454545454545,0.1,0.1,0.15,0.30776397515528,0.175253428741801,-0.176279323513366,0.297857142857143,0.0666666666666667,0.183664643695072,0.128176390092381,0.229095098449937,0.167800228434679,0.130416666666667,0.0909803921568628,0.0733333333333333,-0.0273809523809524,0.102091503267974,0.0866666666666667,0.0991666666666667,-0.0357142857142857,-0.0371848739495798,0.236908793820559,0.455160628844839,0.634602925809822,0.487444093411769,0.187136309795633,0.25,0.276315789473684,0.3,0.1,0.304887218045113,0.329390529303391,0.347961957874819,0.336194503171247,0.624418667308501
"RAF",0.3,0,0.293333333333333,-0.0701754385964912,-0.0887179487179487,-0.0333333333333333,0.283809523809524,0.281005785491767,0.13394643711143,-0.129890004782401,0.292499263188918,-0.162012987012987,-0.162012987012987,0.0794438135614606,-0.03,0.237396825396825,0.014845616574445,-0.0426666666666667,0.258306595365419,-0.00666666666666667,0.1,-0.1,-0.0333333333333333,0.281785340361802,0.0510697475395806,-0.0531165311653117,0.293977591036415,0.1,0.0421588564504717,0.129890004782401,0.0541420765027322,0.147063589205572,0.029491341991342,0.104137931034483,0.08,-0.0484848484848485,0.119031548055759,0.0571428571428571,0.0446428571428571,-0.0666666666666667,-0.0254079254079254,0.0372261298407309,0.162012987012987,0.344641449960599,0.176542901542902,0.00349563607767277,0.0333333333333333,0.0733333333333333,0,0,0.0855600539811066,0.0946509630720157,0.103556815489318,0.0798523206751055,0.371596513169728
"MEK",0.293333333333333,-0.0333333333333333,0.283809523809524,-0.0855600539811066,-0.0978088578088578,-0.0701754385964912,0.281005785491767,0.288305055564759,0.14426389742889,-0.129890004782401,0.305111875801531,-0.176542901542902,-0.176542901542902,0.0816389355126801,-0.08,0.248507936507937,0.0201087744691818,-0.0541420765027322,0.26892930598813,-0.0426666666666667,0.1,-0.0333333333333333,0.00666666666666667,0.297810981387443,0.0421588564504717,-0.0422074402562207,0.311082854194309,0.0571428571428571,0.0388378232401396,0.134651909544306,0.0534884817314904,0.151443151249368,0.0424325184619302,0.119031548055759,0.104137931034483,-0.0254079254079254,0.0273648813890927,0.0446428571428571,0.029491341991342,-0.0484848484848485,-0.0275977064298232,0.0388654741030259,0.176542901542902,0.360120565439714,0.188288933288933,0.00513498033996785,0.0733333333333333,0.0887179487179487,0.0333333333333333,0,0.0946509630720157,0.103556815489318,0.110620012515341,0.093365834188619,0.386450069655083
"DSH",0.32,-0.25,0.341739130434783,-0.304887218045113,-0.327763035038577,-0.276315789473684,0.365548654244306,0.382621824976014,0.231958002564906,-0.12346958200756,0.458325892793457,-0.487444093411769,-0.487444093411769,0.0638902673325025,-0.0733333333333333,0.315890613451589,0.0293091740576497,-0.229095098449937,0.355387984981227,-0.20974025974026,0.0666666666666667,0.15,0.195454545454545,0.331821946169772,0.183664643695072,-0.183296867373015,0.320934065934066,0.0866666666666667,0.201400492751676,0.136050405840412,0.244432521762821,0.178393942055167,0.140761494252874,0.102091503267974,0.0909803921568628,-0.0371848739495798,0.104347142365718,0.0991666666666667,0.130416666666667,-0.0273809523809524,-0.0322897690544749,0.2547382511849,0.487444093411769,0.671957914208894,0.514054737669472,0.193545440612139,0.276315789473684,0.304887218045113,0.25,0.2,0.329390529303391,0.347961957874819,0.361051895541783,0.3636206635088,0.655334697842852
"ERK",0.283809523809524,-0.0701754385964912,0.281005785491767,-0.0946509630720157,-0.105578281367755,-0.0855600539811066,0.288305055564759,0.297370989630694,0.154815078531252,-0.133765973774649,0.318616149305805,-0.188288933288933,-0.188288933288933,0.0843068287969488,-0.104137931034483,0.254333179226383,0.021579362704476,-0.0534884817314904,0.280441095169822,-0.0541420765027322,0.0571428571428571,0.00666666666666667,0.0426666666666667,0.30822764805411,0.0388378232401396,-0.0377705801879614,0.326960291520215,0.0446428571428571,0.0430931423890758,0.139848759938006,0.0544546653063696,0.15486966161907,0.0543591239665174,0.0273648813890927,0.119031548055759,-0.0275977064298232,0.0276434329211261,0.029491341991342,0.0424325184619302,-0.0254079254079254,-0.0311988144630642,0.0427811367536283,0.188288933288933,0.375106941461513,0.197199824378042,0.00688575273955591,0.0887179487179487,0.0978088578088578,0.0733333333333333,0.0333333333333333,0.103556815489318,0.110620012515341,0.115411679182007,0.103934939879676,0.398137405243208
"RAS",0.22,-0.1,0.22,-0.191176470588235,-0.216176470588235,-0.15,0.225882352941176,0.232813046010483,0.156064064801178,-0.155357142857143,0.261111111111111,-0.424871794871795,-0.424871794871795,0.0434919657316626,-0.08,0.212554112554113,0.0597846153846154,-0.0693333333333333,0.279432624113475,-0.0333333333333333,0.2,-0.1,0,0.247885939036382,0.0606060606060606,-0.166403162055336,0.272220125786164,0.2,0.068769325912183,0.148140648011782,0.0811977401129944,0.1351140950253,0.16,0.116842105263158,0.08,-0.134210526315789,0.130567595459236,0.166666666666667,0.16,-0.15,-0.121002979145978,0.082534989158289,0.424871794871795,0.527454780361757,0.349871794871795,0.0702116279098376,0.15,0.191176470588235,0.1,0,0.214580725907384,0.229965341292,0.242146644408147,0.235889328063241,0.491010293917271
"GSK3",0.341739130434783,-0.276315789473684,0.365548654244306,-0.329390529303391,-0.345687563340464,-0.304887218045113,0.382621824976014,0.397493619847809,0.242804956502499,-0.129576452236568,0.482408827402707,-0.514054737669472,-0.514054737669472,0.0671617085349782,-0.0909803921568628,0.337751078567868,0.0320055398255277,-0.244432521762821,0.376258663598384,-0.229095098449937,0.0866666666666667,0.195454545454545,0.20974025974026,0.349651403534113,0.201400492751676,-0.198867801629071,0.343239830345093,0.0991666666666667,0.213244570712695,0.149869127980085,0.264049746643203,0.184002225057756,0.154436707928087,0.104347142365718,0.102091503267974,-0.0322897690544749,0.111733506002082,0.130416666666667,0.140761494252874,-0.0371848739495798,-0.0309910677557736,0.272986426367381,0.514054737669472,0.600410493243836,0.536743813299724,0.19917599708234,0.304887218045113,0.327763035038577,0.276315789473684,0.25,0.347961957874819,0.361051895541783,0.372170316594415,0.385386264726456,0.679885596046445
"cateninnuc",0.187428571428571,-0.20955710955711,0.207428571428571,-0.245305901827641,-0.259479953241121,-0.229001554001554,0.22352052545156,0.234874237241953,0.261188971247704,-0.137103446178179,0.414877106500057,-0.382636867636868,-0.382636867636868,0.126952072151578,-0.104347826086957,0.25402068682653,0.0519169599407137,-0.240194594349976,0.33625806101924,-0.223424408014572,0.233333333333333,0.155555555555556,0.195555555555556,0.35727429823068,0.158714285714286,-0.137311582464686,0.340284141003744,0.220833333333333,0.170037614500097,0.1681525012884,0.256970193478516,0.111950443817351,0.273043560606061,0.129403080256135,0.121808143547274,-0.0091023226616447,0.134907667412098,0.248106060606061,0.262106060606061,-0.0091023226616447,-0.00864777720709924,0.271677831426741,0.382636867636868,0.504758143370873,0.400650335650336,0.159328615726003,0.227365328735192,0.243669676561279,0.20955710955711,0.178787878787879,0.261178917700657,0.27484583330932,0.185091621765548,0.404986778134155,0.527794477149474
"FOXC2",0.0954545454545455,-0.166666666666667,0.115454545454545,-0.238075695394437,-0.250144660911678,-0.207843137254902,0.124787878787879,0.138934220251293,0.223632610939112,-0.12962962962963,0.326379646434093,-0.292692307692308,-0.292692307692308,0.0871765565058248,-0.12,0.206360777587193,0.0741310541310541,-0.24375,0.331607843137255,-0.2,0.1,0.2,0.166666666666667,0.283595856785715,0.129333333333333,-0.104033613445378,0.266388373531231,0.2,0.140927536231884,0.169767801857585,0.26633064516129,0.15092279374709,0.216825396825397,0.110909090909091,0.110909090909091,0.0572248803827751,0.124311152764761,0.22,0.205714285714286,0.0309090909090909,0.0644413752281359,0.262914906183272,0.292692307692308,0.387401491240108,0.311809954751131,0.102094760270415,0.207843137254902,0.238075695394437,0.166666666666667,0.166666666666667,0.251119173655306,0.261487066631895,0.273317701750201,0.306594641160747,0.406615765245566
"Ecadherin",0.115454545454545,-0.207843137254902,0.124787878787879,-0.251119173655306,-0.260144660911678,-0.238075695394437,0.138934220251293,0.152496607231402,0.238324554067075,-0.143553680262541,0.346745779157205,-0.311809954751131,-0.311809954751131,0.089356043685312,-0.110909090909091,0.219518672324035,0.0746897133489312,-0.26633064516129,0.346691642019937,-0.24375,0.2,0.166666666666667,0.2,0.296254084633816,0.140927536231884,-0.115443009418532,0.284740433456324,0.22,0.153760466013966,0.178298607544789,0.278141668783338,0.157003468039685,0.233708513708514,0.124311152764761,0.110909090909091,0.0644413752281359,0.133330760607898,0.205714285714286,0.216825396825397,0.0572248803827751,0.0603521558972809,0.273670054924691,0.311809954751131,0.407710542012735,0.324659116762304,0.00706068042620813,0.238075695394437,0.250144660911678,0.207843137254902,0.166666666666667,0.261487066631895,0.273317701750201,0.284148700816495,0.320409074150438,0.424789111005118
"TCFLEF",0.356410256410256,-0.304166666666667,0.38896839594514,-0.355662393162393,-0.37241887836517,-0.329166666666667,0.409529143608692,0.423105302549089,0.277918793195109,-0.164774318818436,0.599033552105784,-0.315354531684857,-0.315354531684857,-0.00916079976181226,-0.105714285714286,0.371627821280516,0.0430978459291712,-0.281228878648233,0.47884110661786,-0.253809523809524,0.0571428571428571,0.183333333333333,0.23,0.397476800280148,0.152478924584188,-0.133232467408888,0.354145658263305,0.102597402597403,0.167584087108088,0.182829656211235,0.303928265151301,0.17865588453157,0.157525873845649,0.121602787456446,0.113031358885017,0.0433126095966842,0.129766052762568,0.130597402597403,0.153178047758693,0.0472341782241352,0.0509538056099732,0.316825938908581,0.315354531684857,0.556954079778676,0.34150433457579,0.204787667833115,0.321078431372549,0.347574157868276,0.296078431372549,0.266666666666667,0.381448556684406,0.299890710178106,0.313120950727934,0.722032722832723,0.626732648871814
"Destcompl",0.292040816326531,-0.355555555555556,0.314799437016186,-0.420900065880642,-0.442713608794483,-0.392541856925419,0.336904700174081,0.355525389829253,0.351567515381114,-0.237869476591542,0.518962593315485,-0.557113992019299,-0.557113992019299,0.265489159301482,-0.0764102564102564,0.297090008309754,0.0832395456276253,-0.372919959955872,0.471322419031037,-0.344422550629447,0.233333333333333,0.255555555555556,0.30727969348659,0.518549575964196,0.278095238095238,-0.27067479529018,0.478268211994575,0.261904761904762,0.295054302422723,0.264046113974421,0.393616284907516,0.244850514824347,0.306757376410134,0.106315869922427,0.0915617715617716,-0.013298080689385,0.115176629416098,0.270600414078675,0.291321134799396,-0.0154719937328633,-0.0110936718717498,0.454766360369774,0.557113992019299,0.759939597814589,0.583487618392925,0.161379374741404,0.392541856925419,0.420264629202646,0.355555555555556,0.305555555555556,0.444034394238851,0.463349462732002,0.478953746260814,0.484093321226254,0.708109371115251
"AXIN2",0.276666666666667,-0.326666666666667,0.314938271604938,-0.423258487035552,-0.456591820368885,-0.38015503875969,0.343256855675735,0.367679297919959,0.375505471248915,-0.266808108435255,0.525478284401001,-0.558328267714081,-0.558328267714081,0.293597963213202,-0.04,0.295420403190389,0.114826496020663,-0.371016483516484,0.483527009389078,-0.326373626373626,0.2,0.2,0.269230769230769,0.539855151429351,0.295215090867265,-0.288441527589601,0.489471523100555,0.255555555555556,0.316246836899011,0.298040871595686,0.40544271302468,0.28284847168779,0.333526570048309,0.0797082288579895,0.0619512195121951,-0.0177380952380952,0.0955702978235068,0.294685990338164,0.313526570048309,-0.0266666666666667,-0.0130083655083655,0.466559509820379,0.558328267714081,0.756958184200747,0.596910944879435,0.166073217135283,0.38015503875969,0.423258487035552,0.326666666666667,0.266666666666667,0.457012430253218,0.484093321226254,0.506272309553102,0.795057930175455,0.814149302517749
