"","TGF","FOXC2","PAK1","MEK","TWIST1","ERK","RKIP","Destcompl","GLI","cateninnuc","TCFLEF","SNAI1","Ecadherin","SHH","Patched","miR200","IKK","AKT","SUFU","AXIN2","NFB","Csn","NOTCHic","TrCP","Csl","cateninmemb","RAS","RAF","KLF4","GSK3","ZEB2","ZEB1","PI3K","DELTA","Jagged","NOTCH","LIV1","FUS","SMAD","SNAI2","ILK","HEY1","STAT","DSH","SMO","EGR1","SRC","Frizzled","cMet","CD44","Wnt","cfos","CDC42","SOSGRB2","TGFR"
"LIV1",0.236492003656902,0.230595067295211,0.195238095238095,0.354778678457382,0.190810653115001,0.344112011790715,0.254352406341357,0.207198598155139,0.181894166310084,0.186961040931679,0.184202420242024,0.17957612088726,0.157894479281607,0.0689977242987996,0.0699977242987996,0.121325915383843,0.0394736842105263,0.0468810916179337,0.0428571428571429,0.131591225950367,0.05,0.025,-0.0530769230769231,0,-0.0423076923076923,0.0766625826848849,0.0483407967769517,0.0510680695042244,-0.0115633619568046,0.0826985930735931,0.0124771731862037,0.0124771731862037,-0.0510680695042244,-0.0510680695042244,0.0677200494205862,0.0486813186813187,-0.15,-0.0928571428571429,-0.0553012459464072,-0.154228360878088,-0.0346560846560846,-0.0337081459270365,-0.17,-0.17,-0.0638248847926267,-0.28,-0.181111111111111,-0.181111111111111,-0.181111111111111,-0.183091309130913,-0.178479532163743,-0.301739130434783,-0.23249299719888,-0.308677117711771,-0.237038451744334
"EGR1",0.236492003656902,0.230595067295211,0.195238095238095,0.354778678457382,0.190810653115001,0.344112011790715,0.254352406341357,0.207198598155139,0.181894166310084,0.186961040931679,0.184202420242024,0.17957612088726,0.157894479281607,0.0689977242987996,0.0699977242987996,0.121325915383843,0.0394736842105263,0.0468810916179337,0.0428571428571429,0.131591225950367,0.05,0.025,-0.0530769230769231,0,-0.0423076923076923,0.0766625826848849,0.0483407967769517,0.0510680695042244,-0.0115633619568046,0.0826985930735931,0.0124771731862037,0.0124771731862037,-0.0510680695042244,-0.0510680695042244,0.0677200494205862,0.0486813186813187,-0.15,-0.0928571428571429,-0.0553012459464072,-0.154228360878088,-0.0346560846560846,-0.0337081459270365,-0.17,-0.17,-0.0638248847926267,-0.28,-0.181111111111111,-0.181111111111111,-0.181111111111111,-0.183091309130913,-0.178479532163743,-0.301739130434783,-0.23249299719888,-0.308677117711771,-0.237038451744334
"STAT",0.35844471603911,0.325289706884799,0.263636363636364,0.396445287792536,0.316397428991132,0.354509803921569,0.265588803088803,0.278901141831271,0.263607715813598,0.270799006040985,0.268772784348494,0.191136905105397,0.253848857090626,0.079049873087741,0.0710852713178295,0.137695907128868,0.0733333333333333,0.0682485875706215,0,0.157443340972753,0.04,0,-0.0472708002119767,-0.1,-0.0607843137254902,0.0650863492076346,0.205971923879363,0.209703267162945,0.0605466428995841,0.207049399198932,0.0174735520889367,0.0174735520889367,-0.209703267162945,-0.209703267162945,0.101152098696397,0.0540669167168311,-0.1,-0.05,-0.048178688433561,-0.15168746505082,-0.0424315619967794,-0.0393333333333333,-0.242857142857143,-0.242857142857143,-0.0966666666666667,-0.233333333333333,-0.255357142857143,-0.255357142857143,-0.264448051948052,-0.265302752802753,-0.264448051948052,-0.313333333333333,-0.319886363636364,-0.441133004926108,-0.354096889952153
"Csn",-0.0596096075524708,-0.0549907024181786,0,-0.119193722943723,-0.0163503194639239,-0.0962770562770563,-0.0464418970432427,0.166986333669123,0.0139979886418132,0.0134351069578698,0.013254710084749,0.0212354453695196,-0.144850254575597,-0.0263172252860249,-0.0287762416794675,-0.0750637207948839,-0.075,-0.0694,0.0285714285714286,0.0312538361661945,-0.0666666666666667,-0.05,-0.0593073593073593,0.1,-0.0606060606060606,-0.0896264118315036,0.103676471085332,0.103868409664986,-0.0127975292681175,0.116429728469326,0.0212307692307692,0.0212307692307692,-0.103868409664986,-0.103868409664986,-0.0106156286348736,0.0535381285381285,-0.0666666666666667,0.0158730158730159,0.0343823548196522,0.0584359211435203,0.035667701863354,0.0386821705426357,-0.0333333333333333,-0.0333333333333333,0.0492063492063492,0.106666666666667,-0.0160919540229885,-0.0160919540229885,-0.0100678576374463,-0.0122900798596686,-0.0100678576374463,0.0975757575757576,0.0313432835820896,0.0838763980168339,0.0569843092231152
"GLI",0.400664523454144,0.292631901444788,0.356666666666667,0.424072971227667,0.213031305611951,0.409155844155844,0.252983745813934,0.224735357626208,0.201135290080342,0.194784106505247,0.192452964843561,0.205380058056791,0.159174680933426,0.241455214314446,0.239397601145721,0.131135417729845,0.0374448024823965,0.0468198024823965,0.20952380952381,0.136022041062802,0.0435672514619883,0.0277777777777778,-0.0275773651635721,0.0166666666666667,-0.0175773651635721,0.0742489403152786,-0.0944242298065075,-0.0926420515886857,-0.0203363363363363,-0.0337562681206036,0.0220504352278546,0.0220504352278546,0.0926420515886857,0.0926420515886857,0.000447006449736513,0.0228154604016673,-0.15,-0.24702380952381,-0.119764610265271,-0.163670482253988,-0.105710556211217,-0.105550410728679,-0.17,-0.28,-0.231234335839599,-0.354285714285714,-0.186129032258065,-0.296129032258065,-0.188568056648308,-0.19115426354486,-0.2973055028463,-0.379285714285714,-0.387701149425287,-0.519906141056584,-0.397135111689438
"SHH",0.42,0.325,0.2,0.3,0.15,0.2,0.22,0.21948051948052,0.2,0.125555555555556,0.12,0.233333333333333,0.0544444444444444,0.226666666666667,0.266666666666667,0.15,0.1,0.1,0.2,0.019047619047619,0,0,0,0,-0.1,-0.0963440860215054,0.192307692307692,0.2,-0.05,0.176923076923077,0.025,0.025,-0.2,-0.2,0.0771428571428571,0,0,-0.2,-0.0666666666666667,-0.0577011494252874,-0.0666666666666667,-0.0666666666666667,-0.1,-0.2,-0.3,0,-0.1,-0.2,-0.1,-0.1,-0.2,-0.1,-0.3,-0.3,-0.4
"AKT",0.0397018700487343,0.0335843266703344,0.0558823529411765,-0.0476601431192938,0.0960080029884577,-0.040065206410433,-0.0210280767825525,0.2312063310483,0.0846785789171021,0.0854724104454939,0.0850108719839554,0.00817136440134152,-0.107196936925127,0.0271052631578947,0.025,-0.0622408636391279,0.073604826546003,-0.025385072443896,0.05,0.0641705346398487,0.0607843137254902,0.0666666666666667,-0.0653225806451613,0.1,-0.075,-0.0966447840433071,0.0757639431592229,0.0755229793038012,-0.0247582096266307,0.0576576052382504,0.0252964879599808,0.0252964879599808,-0.0755229793038012,-0.0755229793038012,0.0291140931799698,0.0641030684500393,-0.1,-0.0166666666666667,0.0168420337832103,-0.0125397083714155,0.0158319327731092,0.0203354213401529,-0.0888888888888889,-0.0888888888888889,-0.0166666666666667,0.080952380952381,-0.0845410628019324,-0.0845410628019324,-0.0830026012634708,-0.0835675730148833,-0.0830026012634708,0.0515406162464986,-0.0438823529411765,0.0187606837606838,-0.0381912960306074
"TCFLEF",0.494583320369825,0.479845283630352,0.451282051282051,0.45488468558155,0.363455431631587,0.439918699186992,0.293095926895348,0.201959511993284,0.276058523743946,0.174890539769941,0.174289165199494,0.254294589650238,0.180033292816719,0.253857774259516,0.245268817204301,0.150213494671326,0.164913280268119,0.161652410702902,0.2,0.108866910866911,0.145558441558442,0.141558441558442,-0.0027419097720389,0.114285714285714,-0.0125458313406663,0.0603662348976076,0.13437016569138,0.134238759646702,-0.143855042016807,0.0942401776592551,0.034728291688818,0.034728291688818,-0.134238759646702,-0.134238759646702,0.12178605730652,0.00772529847635783,-0.233333333333333,-0.22,-0.143637147216497,-0.130902819975376,-0.141916305916306,-0.121982174009579,-0.258333333333333,-0.262745098039216,-0.253333333333333,-0.381428571428571,-0.263333333333333,-0.267745098039216,-0.271025641025641,-0.271654571843251,-0.275437405731523,-0.41801393728223,-0.476863446630889,-0.584481498541379,-0.489947558780421
"SUFU",0.463285946150103,0.367310551985337,0.436666666666667,0.383821817702962,0.190870601264621,0.371481392171047,0.291673796666433,0.242033909292797,0.243952753153497,0.14163338942399,0.141479936738568,0.249010825960323,0.0508757419803748,0.274523614523615,0.261010101010101,0.167418939000591,0.146549450549451,0.144536027730659,0.226666666666667,0.0402163512665639,0.138857142857143,0.142857142857143,0.0195454545454545,0.1,0.0172727272727273,-0.0964771999563042,0.181007344453883,0.178792154580466,-0.0542597864380529,0.183437307726949,0.0368500652276891,0.0368500652276891,-0.178792154580466,-0.178792154580466,0.0807305934517393,-0.013989898989899,-0.1,-0.226666666666667,-0.115991977759094,-0.0661278806623702,-0.119918074756784,-0.116044877071593,-0.12,-0.225,-0.26,-0.338461538461538,-0.125555555555556,-0.230555555555556,-0.136235167206041,-0.138490806303785,-0.242094017094017,-0.365734265734266,-0.447477477477478,-0.439872408293461,-0.45598811577535
"SRC",0.383358585858586,0.365532212885154,0.288888888888889,0.074023251381742,0.200904382973348,0.0494949494949495,0.168621700879765,0.0639775441949355,0.243196721311475,0.248544023106641,0.245635745701719,0.2596273125562,0.273398409868998,0.0356862745098039,0.0533333333333333,0.14948323817889,-0.0423076923076923,-0.0200854700854701,-0.1,0.149997874962812,-0.05,-0.15,-0.114761904761905,-0.1,-0.11,0.0923035473731477,0.149286608260325,0.149286608260325,0.0698966408268734,0.244588744588745,0.0390985324947589,0.0390985324947589,-0.149286608260325,-0.149286608260325,0.0971106798400377,0.104047619047619,0,0,-0.0157835467045993,-0.0760098137292624,-0.00767543859649122,-0.00476663356504469,-0.1,-0.2,-0.02,0,-0.225,-0.225,-0.235,-0.243196721311475,-0.235,-0.0272727272727273,-0.326388888888889,-0.16,-0.359722222222222
"Patched",0.436666666666667,0.345,0.3,0.338461538461538,0.175925925925926,0.3,0.262857142857143,0.227172827172827,0.225,0.136235167206041,0.125555555555556,0.223655913978495,0.0457065803667745,0.226666666666667,0.226666666666667,0.164285714285714,0.1,0.142857142857143,0.2,0.0372294372294372,0.1,0,0,0,0,-0.0852329749103943,0.179807692307692,0.192307692307692,-0.0388888888888889,0.176923076923077,0.0416666666666667,0.0416666666666667,-0.192307692307692,-0.192307692307692,0.0882539682539683,-0.0272727272727273,-0.1,-0.3,-0.106666666666667,-0.0510344827586207,-0.0666666666666667,-0.058974358974359,-0.1,-0.2,-0.266666666666667,-0.1,-0.1,-0.2,-0.1,-0.12,-0.2,-0.2,-0.4,-0.366666666666667,-0.42
"NFB",0.0783784682265695,0.0887636754569025,0.0777777777777778,0.0309785247432306,0.195798319327731,0.0211746031746032,0.0328289197141656,0.244547293539872,0.139987515605493,0.144860723034834,0.143213664211304,0.079707669606237,0.0680239108797665,0.130251888781178,0.11338441890166,-0.0376264621581842,0.0520592020592021,0.0476147576147576,0.2,0.109533941236069,0.0547619047619048,0.171428571428571,-0.0822510822510822,0.1,-0.087012987012987,0.0260799928059371,0.0255058772241398,0.032471051353493,-0.0543956043956044,0.143796595561301,0.0433907181747472,0.0433907181747472,-0.032471051353493,-0.032471051353493,0.0236819991054954,0.0828962435414048,-0.15,-0.16,-0.0720292940074677,-0.0933876976561869,-0.0612486248624863,-0.0594593100398054,-0.161111111111111,-0.161111111111111,-0.134074074074074,0.0357142857142857,-0.145726495726496,-0.145726495726496,-0.141111111111111,-0.139416195856874,-0.141111111111111,0.00771428571428571,-0.10050505050505,-0.0928858911985847,-0.0885050505050505
"IKK",0.0885050505050505,0.10031746031746,0,0.0211746031746032,0.201830065359477,-0.00771428571428571,0.0418032786885246,0.242886163971766,0.141111111111111,0.143213664211304,0.139416195856874,0.0728583545377438,0.0654556925812111,0.11338441890166,0.134074074074074,-0.0312820512820513,0.0547619047619048,0.0520592020592021,0.1,0.110952380952381,0.171428571428571,0.1,-0.087012987012987,0,-0.0727272727272727,0.0282975218450079,0.032471051353493,0.0437386569872958,-0.0582417582417582,0.147326007326007,0.0491378446115288,0.0491378446115288,-0.0437386569872958,-0.0437386569872958,0.0359122149328335,0.0822510822510822,-0.1,-0.2,-0.0612486248624863,-0.089729161070821,-0.0305555555555556,-0.0291021671826625,-0.15,-0.15,-0.16,0.05,-0.161111111111111,-0.161111111111111,-0.145726495726496,-0.141111111111111,-0.145726495726496,0.0357142857142857,-0.0777777777777778,-0.0792016806722689,-0.10050505050505
"cateninnuc",0.245099035682984,0.266086017807329,0.234857142857143,0.291533395061239,0.165390455934083,0.290615963868578,0.239020877385642,0.20995135097074,0.0906825852329128,-0.0106302042005566,0.0890660123142183,0.199079148015483,0.0268496053406696,0.121208559134432,0.124912262838136,0.120452345963048,0.223863636363636,0.229332386363636,0.0666666666666667,0.019439353817481,0.223863636363636,0.220833333333333,0.0537620987167696,0.233333333333333,0.0572504708097928,-0.0892382300164839,0.206935161935162,0.20457825957826,-0.0877490342792834,0.182991993319838,0.0584460146936026,0.0584460146936026,-0.20457825957826,-0.20457825957826,0.0679607578997911,-0.0560348259894969,-0.0757575757575758,-0.0966666666666667,-0.0569038543690658,-0.0355800192257466,-0.0573131313131313,-0.0536527241734038,-0.0757575757575758,-0.0757575757575758,-0.108142076502732,-0.288405797101449,-0.0840909090909091,-0.0853466168534662,-0.0862648221343874,-0.0894394253089905,-0.0875205298969444,-0.286818495514148,-0.233318681318681,-0.321128351597006,-0.239640520399141
"TGF",0.293571428571429,0.291801242236025,0.34,0.334352548036759,0.236666666666667,0.318796992481203,0.251082251082251,0.101703653808866,0.0722911051212938,0.0619299750233216,0.0614515061238001,0.219443738080102,0.0528422726632553,0.152327586206897,0.164827586206897,0.133819963561343,-0.0297619047619048,0.00181704260651629,0.0666666666666667,0.0358465608465608,-0.0583333333333333,-0.0333333333333333,-0.0433333333333333,0,-0.0533333333333333,0.0104265464310782,-0.175,-0.1875,-0.0683447749809306,0.0558382257012394,0.0756175022536579,0.0756175022536579,0.1875,0.1875,-0.0902123220422189,0.0295402298850575,0,-0.0866666666666667,-0.135171065493646,-0.112876629016391,-0.144848484848485,-0.145067698259188,0,0,-0.12,-0.3,-0.0333333333333333,-0.0428571428571429,-0.0533333333333333,-0.0627672955974843,-0.0628571428571429,-0.271428571428571,-0.34,-0.419736842105263,-0.368571428571429
"cMet",0.184893617021277,0.173090717299578,0.153333333333333,-0.0640909090909091,0.158000576202823,-0.095,-0.0103703703703704,-0.046028755482537,0.179090909090909,0.187373235094954,0.186243291592129,0.152355851106966,0.240730260008293,-0.0990340909090909,-0.120909090909091,0.110283541941151,-0.0266666666666667,-0.00791666666666667,-0.1,0.134761904761905,-0.0333333333333333,0,-0.0481203007518797,-0.1,-0.0428571428571429,0.125350266578025,0.151374663072776,0.145714285714286,0.0222222222222222,0.127534562211982,0.0767676767676768,0.0767676767676768,-0.145714285714286,-0.145714285714286,0.170261477652782,0.0417373220284754,0.1,0.15,0.132803545660688,-0.0356771533413869,0.116439909297052,0.101995184038528,0,-0.1,0.13,0.075,-0.05,-0.15,-0.17,-0.181627906976744,-0.17,0.095,-0.153333333333333,0.154761904761905,-0.17
"CD44",0.17,0.159166666666667,0.133333333333333,-0.095,0.145641025641026,-0.095,-0.0140740740740741,-0.0507584852122667,0.17,0.186243291592129,0.181627906976744,0.135406698564593,0.237931277819998,-0.120909090909091,-0.13,0.107158541941151,-0.0333333333333333,-0.0266666666666667,-0.1,0.13,0,-0.1,-0.0428571428571429,0,0,0.128553113553114,0.145714285714286,0.142857142857143,0.0412698412698413,0.117857142857143,0.0777777777777778,0.0777777777777778,-0.142857142857143,-0.142857142857143,0.176783216783217,0.0481203007518797,0.1,0.1,0.116439909297052,-0.0312975912975913,0.138888888888889,0.127485380116959,0.1,0,0.15,0.1,0,-0.1,-0.05,-0.17,-0.15,0.075,-0.153333333333333,0.154761904761905,-0.153333333333333
"AXIN2",0.181057263051772,0.174904650384744,0.176666666666667,0.169511697308401,0.119049140827369,0.170201352480815,0.150808617905392,0.128466812446629,0.105807800356075,0.106356456511769,0.105621480290411,0.128706403503388,-0.000574244244997712,0.084593316519546,0.0855769230769231,0.115127123107545,0.133816425120773,0.136038647342995,0.05,-0.0323563716556656,0.135265700483092,0.122222222222222,0.0202882205513784,0.133333333333333,0.023859649122807,-0.0984629473861233,0.137421791695284,0.136896857312082,-0.0788515711316629,0.113817070547048,0.0787529505886714,0.0787529505886714,-0.136896857312082,-0.136896857312082,0.107972515146428,-0.0209638962270541,-0.1,-0.0730769230769231,0.0365711985277203,-0.0921960982966939,0.0401426270991488,0.0404195415351602,-0.0933333333333333,-0.0933333333333333,-0.0730769230769231,-0.153333333333333,-0.10031007751938,-0.10031007751938,-0.102034215450414,-0.105504246996156,-0.102034215450414,-0.165528455284553,-0.175432098765432,-0.179293070962075,-0.178086966022069
"SNAI2",0.168361703655821,0.192285563557056,0.162745098039216,0.216428192898781,0.154369248170554,0.213725490196078,0.149153846153846,0.15463672827493,0.121456331572322,0.123426483354838,0.121563129317571,0.131673231546436,0.0505218713740738,0.119455556870636,0.116638655462185,0.117546458207129,0.154885057471264,0.15849951530259,0.1,0.0860360082499795,0.158333333333333,0.133333333333333,-0.056140350877193,0.1,-0.0508771929824561,0.0182538713603116,0.154014411119087,0.155840895137352,-0.0976923076923077,0.141688774435596,0.0877744912943151,0.0877744912943151,-0.155840895137352,-0.155840895137352,0.117319372836106,0.0535429482797904,-0.12,-0.12,-0.00948016648535551,-0.0832420454827949,0.00248155600268276,0.0115280289330922,-0.110909090909091,-0.110909090909091,-0.102352941176471,-0.166666666666667,-0.118051948051948,-0.118051948051948,-0.116643497347723,-0.12094457261654,-0.116643497347723,-0.196078431372549,-0.16750700280112,-0.217207572684246,-0.168361703655821
"Destcompl",0.294176450979666,0.292470739822658,0.279387755102041,0.321159570871129,0.240575346559109,0.315252397875349,0.308126796338462,0.173973466032326,0.211852570496077,0.212922394255494,0.212820405474259,0.266396193743743,0.0161418511137547,0.1190445243666,0.11382208722927,0.163716154192877,0.221336243075374,0.221336243075374,0.0777777777777778,0.105621480290411,0.218633540372671,0.214285714285714,0.0452898550724638,0.2,0.0463768115942029,-0.197218801974826,0.239474493934955,0.238061621093511,-0.115065776652818,0.239145851643553,0.106452689308841,0.106452689308841,-0.238061621093511,-0.238061621093511,0.210857172404308,-0.0426846446516221,-0.188888888888889,-0.0881226053639847,0.0238220551378446,-0.139660188913694,0.0223015873015873,0.0235801805032574,-0.196031746031746,-0.196031746031746,-0.108122605363985,-0.298461538461538,-0.202881061100239,-0.202881061100239,-0.209348722791781,-0.211587528761931,-0.209811754169546,-0.313613053613054,-0.28283603096411,-0.292813440263187,-0.289151820437794
"KLF4",0.296124168514412,0.315290381125227,0.263636363636364,0.336396714262087,0.315420479302832,0.322994652406417,0.261214182642754,0.256870177390952,0.248437819393997,0.254669544991108,0.251307153957484,0.233617928679299,0.144564066132059,0.240994623655914,0.229166666666667,0.158770858770859,0.264761904761905,0.268465608465608,0.2,0.12094457261654,0.26,0.2,-0.0527272727272727,0.1,-0.0527272727272727,-0.0479656465936954,0.26459653092006,0.26974358974359,-0.133333333333333,0.228168583109137,0.114788441692466,0.114788441692466,-0.26974358974359,-0.26974358974359,0.241110353913952,0.0516963448922212,-0.233333333333333,-0.233333333333333,-0.0284057971014493,-0.147483363125093,-0.00666666666666667,0.00521008403361344,-0.233333333333333,-0.233333333333333,-0.216666666666667,-0.2,-0.23921568627451,-0.23921568627451,-0.241541267669859,-0.247628224191598,-0.241541267669859,-0.281818181818182,-0.291636363636364,-0.361620926243568,-0.295636363636364
"HEY1",0.296124168514412,0.315290381125227,0.263636363636364,0.336396714262087,0.315420479302832,0.322994652406417,0.261214182642754,0.256870177390952,0.248437819393997,0.254669544991108,0.251307153957484,0.233617928679299,0.144564066132059,0.240994623655914,0.229166666666667,0.158770858770859,0.264761904761905,0.268465608465608,0.2,0.12094457261654,0.26,0.2,-0.0527272727272727,0.1,-0.0527272727272727,-0.0479656465936954,0.26459653092006,0.26974358974359,-0.133333333333333,0.228168583109137,0.114788441692466,0.114788441692466,-0.26974358974359,-0.26974358974359,0.241110353913952,0.0516963448922212,-0.233333333333333,-0.233333333333333,-0.0284057971014493,-0.147483363125093,-0.00666666666666667,0.00521008403361344,-0.233333333333333,-0.233333333333333,-0.216666666666667,-0.2,-0.23921568627451,-0.23921568627451,-0.241541267669859,-0.247628224191598,-0.241541267669859,-0.281818181818182,-0.291636363636364,-0.361620926243568,-0.295636363636364
"FOXC2",0.296124168514412,0.315290381125227,0.263636363636364,0.336396714262087,0.315420479302832,0.322994652406417,0.261214182642754,0.256870177390952,0.248437819393997,0.254669544991108,0.251307153957484,0.233617928679299,0.144564066132059,0.240994623655914,0.229166666666667,0.158770858770859,0.264761904761905,0.268465608465608,0.2,0.12094457261654,0.26,0.2,-0.0527272727272727,0.1,-0.0527272727272727,-0.0479656465936954,0.26459653092006,0.26974358974359,-0.133333333333333,0.228168583109137,0.114788441692466,0.114788441692466,-0.26974358974359,-0.26974358974359,0.241110353913952,0.0516963448922212,-0.233333333333333,-0.233333333333333,-0.0284057971014493,-0.147483363125093,-0.00666666666666667,0.00521008403361344,-0.233333333333333,-0.233333333333333,-0.216666666666667,-0.2,-0.23921568627451,-0.23921568627451,-0.241541267669859,-0.247628224191598,-0.241541267669859,-0.281818181818182,-0.291636363636364,-0.361620926243568,-0.295636363636364
"Ecadherin",0.300283300521646,0.318722875404403,0.291636363636364,0.343847694654244,0.318958654349387,0.336396714262087,0.268330287511668,0.259945666673337,0.252437819393997,0.255696622488774,0.254669544991108,0.240263498299552,0.0450509210492933,0.255955253577174,0.240994623655914,0.159701957467321,0.268465608465608,0.26976430976431,0.233333333333333,0.121563129317571,0.264761904761905,0.26,-0.0516963448922212,0.2,-0.0527272727272727,-0.0507861594142082,0.264037871702183,0.26459653092006,-0.135864978902954,0.229713836972271,0.115736308991045,0.115736308991045,-0.26459653092006,-0.26459653092006,0.236762527826996,0.0535550809517007,-0.233333333333333,-0.216666666666667,-0.0305849738568972,-0.150433393227441,-0.0284057971014493,-0.016937566973098,-0.23921568627451,-0.23921568627451,-0.229166666666667,-0.281818181818182,-0.241541267669859,-0.241541267669859,-0.247628224191598,-0.251307153957484,-0.248437819393997,-0.322994652406417,-0.295636363636364,-0.373463031506726,-0.296124168514412
"cateninmemb",0.300283300521646,0.318722875404403,0.291636363636364,0.343847694654244,0.318958654349387,0.336396714262087,0.268330287511668,0.259945666673337,0.252437819393997,0.255696622488774,0.254669544991108,0.240263498299552,0.096977438487141,0.255955253577174,0.240994623655914,0.159701957467321,0.268465608465608,0.26976430976431,0.233333333333333,0.121563129317571,0.264761904761905,0.26,-0.0516963448922212,0.2,-0.0527272727272727,-0.130767409458868,0.264037871702183,0.26459653092006,-0.135864978902954,0.229713836972271,0.115736308991045,0.115736308991045,-0.26459653092006,-0.26459653092006,0.236762527826996,0.0535550809517007,-0.233333333333333,-0.216666666666667,-0.0305849738568972,-0.150433393227441,-0.0284057971014493,-0.016937566973098,-0.23921568627451,-0.23921568627451,-0.229166666666667,-0.281818181818182,-0.241541267669859,-0.241541267669859,-0.247628224191598,-0.251307153957484,-0.248437819393997,-0.322994652406417,-0.295636363636364,-0.373463031506726,-0.296124168514412
"TWIST1",0.32421622953278,0.343392016835378,0.305454545454545,0.29301330874233,0.236812093639897,0.279580472921434,0.279197496588801,0.199630458250484,0.180980116959064,0.183765498006222,0.181867855683047,0.263909661152451,0.172856483670147,0.263118039153939,0.252773211567732,0.188846032910596,0.173076923076923,0.179856584093872,0.233333333333333,0.120756716401878,0.173076923076923,0.15,-0.0114529914529915,0.1,-0.00888888888888889,0.0498688170950732,0.0894582048865362,0.0921979309139334,-0.159276631227851,0.166660941972417,0.150383717050384,0.150383717050384,-0.0921979309139334,-0.0921979309139334,0.073714644214028,0.00862280277374617,-0.166666666666667,-0.244444444444444,-0.100752102237251,-0.125181807294205,-0.0931613431613432,-0.0885143105482089,-0.166666666666667,-0.166666666666667,-0.240444444444444,-0.213333333333333,-0.172222222222222,-0.172222222222222,-0.17434988179669,-0.179570765330827,-0.175380116959064,-0.261159420289855,-0.315799373040752,-0.369404838741223,-0.320799373040752
