"","KLF4","Ecadherin","NFB","TrCP","SUFU","FUS","cateninmemb","miR200","NOTCHic","NOTCH","SOSGRB2","CD44","SRC","cMet","DSH","Wnt","EGR1","AXIN2","cfos","GSK3","ZEB1","SNAI2","TWIST1","RAF","PI3K","DELTA","RAS","ERK","MEK","GLI","Frizzled","Csl","TCFLEF","STAT","cateninnuc","RKIP","Jagged","LIV1","Destcompl","SNAI1","CDC42","PAK1","TGFR","TGF","SHH","Patched","FOXC2","SMO","ZEB2","Csn","AKT","IKK","ILK","SMAD","HEY1"
"KLF4",-0.0814814814814815,0.110292289295337,0.02,0.1,0,-0.0333333333333333,0.0786286207017914,0.044008954008954,-0.0737799043062201,-0.0727489764711686,0.011663807890223,0.0028279704197149,0.00784313725490196,-0.0223894208846329,-0.0333333333333333,-0.0223894208846329,0,0.0384429942312723,0.0454545454545455,0.0772703178539249,0.0952063983488132,-0.120087008621669,0.0299782135076253,-0.0058974358974359,-0.0058974358974359,-0.0058974358974359,-0.0213386123680241,-0.027807486631016,-0.0535806825073047,-0.00347264808088432,-0.00784313725490196,0.0527272727272727,0.016904471051857,0.0333333333333333,0.00507383593355065,0.0719027004741291,0.0180264413247921,-0.0333333333333333,-0.0733336350109787,0.0672107460045417,0.0912727272727273,0.127272727272727,0.105939393939394,0.0986223207686622,0.0571236559139785,0.0625,0.137679527682552,0.05,0.0701341589267286,0,-0.000952380952380949,0.0323809523809524,0.096,0.0815072463768116,0.0950802139037433
"Wnt",-0.0725490196078431,-0.158178786856993,-0.133333333333333,-0.1,0,-0.1,-0.124364406779661,0.000909090909090909,-0.0428571428571429,-0.0511904761904762,-0.0121212121212121,0.0881578947368421,0.1,0.125,0.2,0.125,-0.1,0.0606060606060606,0,-0.0443573667711599,0.153371592539455,-0.155948275862069,0.139411764705882,-0.0909774436090226,-0.0909774436090226,-0.0909774436090226,-0.0637047163362953,-0.02,0.0211764705882353,-0.0881578947368421,-0.2,0,-0.0881578947368421,-0.1,-0.0808731265249216,0.055,0.118897058823529,0,0.145520633882844,0.106314699792961,0.133333333333333,0.1,0.166666666666667,0.188405797101449,0.173376623376623,0.159090909090909,0.179514170040486,0.15,0.074988043998087,0.1,0.125833333333333,0.113333333333333,0.152136752136752,0.168415821904194,0.141025641025641
"DSH",-0.0860487884474178,-0.163209986269228,-0.125833333333333,-0.133333333333333,-0.15,-0.159090909090909,-0.125753155447562,-0.0055314578713969,-0.0413865546218487,-0.0378900511253452,-0.0394678492239468,0.0808731265249216,0.0881578947368421,0.0881578947368421,0.125,0.0881578947368421,0.02,0.0633732080891339,-0.0211764705882353,-0.0508679482237367,0.148444485655538,-0.155321033415236,0.135885928839621,-0.0692165273599173,-0.0692165273599173,-0.0692165273599173,-0.0683761912254636,0.0211764705882353,0.0309509066784609,-0.0822755417956656,-0.0881578947368421,0.0511904761904762,-0.0884921741439692,-0.125,-0.0850193335384483,0.0552247752247752,0.125192572095787,-0.1,0.146190344535445,0.101994478951001,0.188405797101449,0.166666666666667,0.181739130434783,0.179996970156037,0.178898095769261,0.173376623376623,0.177349667875984,0.173376623376623,0.0815367303627865,0.113333333333333,0.147672413793103,0.125833333333333,0.176827036857465,0.186260999121616,0.174956212134264
"GSK3",-0.0845220708901659,-0.167589307968274,-0.125833333333333,-0.113333333333333,-0.159090909090909,-0.173376623376623,-0.122923800894069,-0.00283509210351882,-0.0378900511253452,-0.0391887524240465,-0.0362120352704584,0.0884921741439692,0.0881578947368421,0.0808731265249216,0.0881578947368421,0.0822755417956656,-0.0211764705882353,0.0714401791698036,-0.0211764705882353,-0.147706550553188,0.147107189964602,-0.153681689152941,0.140623444844743,-0.0683761912254636,-0.0683761912254636,-0.0683761912254636,-0.0750988803010938,0.0309509066784609,0.0218599975875518,-0.0902944097201939,-0.0881578947368421,0.0413865546218487,-0.0850193335384483,-0.0881578947368421,-0.0873877545910798,0.0569791611896875,0.133513739978999,-0.125,0.145661989480848,0.102548188807036,0.181739130434783,0.188405797101449,0.179996970156037,0.177432867591934,0.182725846965434,0.178898095769261,0.175595281911071,0.173376623376623,0.0849542637951788,0.125833333333333,0.148527114647804,0.147672413793103,0.186260999121616,0.182812723259547,0.184298772687897
"SNAI2",-0.115384615384615,0.306439979953835,0.0666666666666667,0.1,-0.1,-0.12,0.157733109968131,0.064263425012552,-0.126315789473684,-0.128913192071087,0.0296146044624746,0.105089618847002,0.107012987012987,0.0943369306749588,0.0927272727272727,0.0943369306749588,0.0333333333333333,0.0817455760750596,0.0392156862745098,0.122806370977773,0.133607509964338,0.175377685367832,0.142827243749036,-0.0550324721044064,-0.0550324721044064,-0.0550324721044064,-0.0623384081774658,-0.0294117647058824,-0.0429252782193959,-0.105566877199023,-0.107012987012987,0.117543859649123,-0.0970483817335998,-0.0927272727272727,-0.101396207820556,0.128961538461538,0.127679555112059,-0.12,-0.121312668399546,0.130589517271439,0.153221288515406,0.162745098039216,0.159204194498312,0.156719722448623,0.153341223813469,0.151932773109244,0.183876719773076,0.137647058823529,0.107655548563038,-0.0666666666666667,-0.0371693671236671,-0.0287356321839081,0.129778672032193,0.125472451936499,0.130590717299578
"CD44",-0.231746031746032,-0.0928661383128868,-0.2,-0.1,-0.1,-0.1,-0.0734249084249084,0.0505182257356171,-0.0142857142857143,-0.00902255639097744,0.252380952380952,-0.0933333333333333,0,0,0,-0.1,-0.3,-0.08,-0.3,-0.030952380952381,0.152380952380952,0.294332334332334,0.0965567765567766,0.219047619047619,0.219047619047619,0.219047619047619,0.216190476190476,0.32,0.35,0.0933333333333333,0.1,0,0.0863565891472868,-0.1,0.0940488968395945,-0.00111111111111111,0.182843822843823,-0.1,-0.0508730765033286,0.177644869750133,0.153333333333333,0.133333333333333,0.165833333333333,0.171388888888889,0.218181818181818,0.2,0.179583333333333,0.2,0.117460317460317,0.2,0.32,0.3,0.233333333333333,0.25578231292517,0.170760233918129
"RAS",-0.128214285714286,-0.00989252969523339,-0.233333333333333,-0.2,-0.1,-0.2,-0.0341909058998096,0.0640923076923077,-0.0157894736842105,-0.00635551142005958,0.080952380952381,0.0962453066332916,0.1,0.0941176470588235,0.1,0.0941176470588235,-0.22,0.0814492753623188,-0.17,-0.0290180878552972,0.132735640648012,0.201180121706873,0.0328205128205128,0.122564102564103,0.122564102564103,0.122564102564103,0.0206410256410256,0.175263157894737,0.200753353973168,-0.0982843137254902,-0.1,0,-0.091629922017907,-0.1,-0.0936129248507682,0.0169937106918239,0.220354819633353,0,0.0573423590865451,0.101789577187807,0.12,0.1,0.149411764705882,0.152382061735585,0.234418079096045,0.229333333333333,0.149206349206349,0.233333333333333,0.123059646539028,0.2,0.258888888888889,0.253333333333333,0.232034632034632,0.246320346320346,0.13201581027668
"SHH",-0.1,-0.1425,0,0,-0.2,-0.2,-0.152831541218638,0.05,-0.2,-0.233333333333333,-0.15,0,0.1,0.1,0.2,0.2,0,-0.0380952380952381,-0.1,0.146153846153846,0.275,-0.266130268199234,0.15,0,0,0,0.0384615384615385,0,0.06,-0.1,-0.2,0.1,-0.0333333333333333,-0.1,-0.00555555555555555,0.26,0.117142857142857,0,-0.131688311688312,0.316666666666667,0.3,0.2,0.4,0.46,0.32,0.4,0.375,0.3,0.125,0,0,-0.1,0.133333333333333,0.2,0.133333333333333
"TWIST1",-0.127256618720033,-0.116860462268875,-0.0769230769230769,0,-0.1,-0.133333333333333,0.00872414963033691,0.0730454529574119,-0.0742450142450143,-0.0695280331129388,-0.17480881691408,0.0200839833498126,0.0238095238095238,0.000405268490374872,-0.00952380952380952,0.00170426065162907,0.0533333333333333,0.043703071122426,0.118550724637681,0.0492491939647195,0.157375796849481,-0.287132510026733,0.0762590806726962,-0.0315414709216101,-0.0315414709216101,-0.0315414709216101,-0.0435277722914731,-0.100129672006102,-0.117542607329485,-0.0217042606516291,-0.0238095238095238,0.0562962962962963,-0.00400435088426898,0.00952380952380952,-0.0140676056283748,0.144452192278279,0.0400921453525376,-0.0333333333333333,-0.0310919479457089,0.141544147038927,0.164952978056426,0.189090909090909,0.179952978056426,0.173347055505173,0.141500416132443,0.143963470319635,0.203455734063386,0.145333333333333,0.130118715206435,0.1,0.0828149251878065,0.115018315018315,0.194831194831195,0.183940105722284,0.196479791395046
"cMet",-0.217460317460317,-0.100245273172938,-0.3,-0.2,-0.1,-0.2,-0.0652398550441255,0.0567682257356171,-0.00902255639097744,-0.023916173412254,0.252380952380952,-0.0863565891472868,0,-0.0933333333333333,-0.1,-0.0933333333333333,-0.3,-0.0752380952380952,-0.32,-0.0261136712749616,0.141269841269841,0.29871189637613,0.102174754084866,0.216190476190476,0.216190476190476,0.216190476190476,0.218077268643306,0.35,0.337272727272727,0.0842424242424242,0.1,0.0142857142857143,0.0940488968395945,0,0.0883991793254702,-0.00111111111111111,0.198061214148171,-0.1,-0.0461433467735989,0.194594022292506,0.165833333333333,0.153333333333333,0.171388888888889,0.171388888888889,0.236931818181818,0.218181818181818,0.178317510548523,0.2,0.132611832611833,0.2,0.32625,0.32,0.25578231292517,0.253964131106988,0.192328861369109
"Patched",-0.133333333333333,-0.16871359223301,0.1,0,-0.2,-0.3,-0.138942652329749,0.0285714285714286,-0.233333333333333,-0.206060606060606,-0.216666666666667,0.0333333333333333,0.1,0,0.2,0.1,-0.1,0.00735930735930735,0,0.16043956043956,0.283333333333333,-0.262130268199234,0.175925925925926,0.0384615384615385,0.0384615384615385,0.0384615384615385,-0.00528846153846154,0.06,0.0676923076923077,-0.1375,-0.2,0.2,-0.00555555555555555,-0.1,-0.0220604099244876,0.288571428571429,0.165291005291005,-0.1,-0.132787212787213,0.306989247311828,0.4,0.3,0.46,0.451666666666667,0.345,0.32,0.385,0.4,0.133333333333333,0,0.0142857142857143,0,0.2,0.24,0.202564102564103
"SMO",-0.141666666666667,-0.164654551642604,0,0,-0.3,-0.4,-0.16030187563072,0.0197106690777577,-0.206060606060606,-0.226060606060606,-0.253508771929825,0.00555555555555555,0,0.0333333333333333,0.2,0.1375,0,-0.0271234512613823,-0.06,0.159468686653153,0.268079096045198,-0.270701696770662,0.158278867102397,-0.00528846153846154,-0.00528846153846154,-0.00528846153846154,0.00866502683363149,0.0676923076923077,0.0828438228438228,-0.109722222222222,-0.1,0.233333333333333,-0.0220604099244876,-0.1,-0.00777469563877331,0.271904761904762,0.161719576719577,-0.1,-0.133562406585662,0.333179723502304,0.46,0.4,0.451666666666667,0.46518018018018,0.383888888888889,0.345,0.391896551724138,0.32,0.138418079096045,-0.1,0.0662857142857143,0.0142857142857143,0.24,0.260634920634921,0.245421245421245
"SRC",-0.228359173126615,-0.243006960359902,-0.233333333333333,-0.1,-0.1,-0.1,-0.130335653345308,0.0278055921534182,0.0371428571428572,0.0192857142857143,-0.0357142857142857,-0.0864754098360656,-0.075,-0.075,-0.1,-0.075,-0.233333333333333,-0.0673233031578053,-0.260606060606061,-0.0779220779220779,0.215798143156634,0.0613528159397657,0.115721864342554,0.166324572382144,0.166324572382144,0.166324572382144,0.175415481473053,0.216161616161616,0.214274823708786,0.0864754098360656,0.075,-0.08,0.0840363854458217,0,0.0878395174368731,0.131671554252199,0.115356974829452,0,0.0979526994744386,0.267029022939027,0.311111111111111,0.311111111111111,0.320634920634921,0.338816738816739,0.167450980392157,0.173333333333333,0.353104575163399,0.14,0.138896376160527,0.2,0.252136752136752,0.241025641025641,0.211842105263158,0.219950213371266,0.164515061238001
"DELTA",-0.138888888888889,-0.0551228070175439,-0.1,0,0,-0.1,-0.0186409365282605,0.00606060606060606,-0.02,-0.0485714285714286,-0.16,-0.00307692307692308,0,0.02,0,0.02,-0.1,-0.00571428571428572,0,0.00344827586206897,0.178985507246377,-0.144444444444444,0.171,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,-0.0260606060606061,0.02,0.02,0.00307692307692308,0,0,0.0121678321678322,0,0.0154645354645355,0.18974358974359,0.152034632034632,0,0.000525096525096527,0.283333333333333,0.3,0.2,0.333333333333333,0.353333333333333,0.196794871794872,0.158333333333333,0.362857142857143,0.133333333333333,0.160628019323671,0,0.144444444444444,0.133333333333333,0.216666666666667,0.230952380952381,0.116666666666667
"SMAD",-0.154704783547157,-0.184315723042281,-0.278571428571429,-0.25,-0.233333333333333,-0.295833333333333,-0.114449048074066,0.00257221010127324,-0.222101806239737,-0.217339901477833,-0.188198757763975,-0.057772854596384,-0.0519047619047619,-0.0675910364145658,-0.0619047619047619,-0.0586996336996337,-0.0571428571428571,-0.05124558200126,-0.00875576036866359,0.0411864256601099,0.175943764125826,-0.0688150083193979,0.127732178729242,0.0977990510217584,0.0977990510217584,0.0977990510217584,0.0892464194428111,0.0366627371128496,0.0289704294205419,0.0486276912535905,0.0452380952380952,0.220952380952381,0.0668637636872931,0.0685714285714286,0.0597715651057328,0.168909577780546,0.247418377321603,0.04,0.0990987234588492,0.21939888337469,0.299027498323273,0.297619047619048,0.311876660334446,0.307095783840422,0.297326972704433,0.291750764525994,0.318147478898603,0.290833333333333,0.163332487755272,0.283333333333333,0.286885154061625,0.296218487394958,0.345085416866239,0.242228274009096,0.367194042315321
"cfos",-0.173174603174603,-0.185002119208614,-0.158333333333333,-0.1,-0.133333333333333,-0.147619047619048,-0.122531225288417,0.000785162549868432,-0.148717948717949,-0.144102564102564,-0.209722222222222,-0.0998098098098098,-0.09,-0.0862962962962963,-0.05,-0.0862962962962963,0.08,-0.083136288998358,-0.04,-0.0589745670995671,0.190112994350282,-0.105111068979682,0.163099567099567,-0.0162309368191721,-0.0162309368191721,-0.0162309368191721,-0.0101333758435624,0.00956521739130435,0.0383787767133382,0.09682261208577,0.09,0.133333333333333,0.0908989187207009,0.05,0.0975655853873676,0.203193473193473,0.142083333333333,0.1,0.0938944352582702,0.275638117157105,0.338095238095238,0.314285714285714,0.340056022408964,0.34611662846957,0.198096944871138,0.194393241167435,0.369842180774749,0.197619047619048,0.167149006495253,0.133333333333333,0.184649122807018,0.158333333333333,0.234656084656085,0.254010923365762,0.241854072963518
"CDC42",-0.173174603174603,-0.185002119208614,-0.158333333333333,-0.1,-0.133333333333333,-0.147619047619048,-0.122531225288417,0.000785162549868432,-0.148717948717949,-0.144102564102564,-0.209722222222222,-0.0998098098098098,-0.09,-0.0862962962962963,-0.05,-0.0862962962962963,-0.02,-0.083136288998358,-0.04,-0.0589745670995671,0.190112994350282,-0.105111068979682,0.163099567099567,-0.0162309368191721,-0.0162309368191721,-0.0162309368191721,-0.0101333758435624,0.00956521739130435,0.0383787767133382,0.09682261208577,0.09,0.133333333333333,0.0908989187207009,0.05,0.0975655853873676,0.203193473193473,0.142083333333333,0.1,0.0938944352582702,0.275638117157105,0.338095238095238,0.414285714285714,0.340056022408964,0.34611662846957,0.198096944871138,0.194393241167435,0.369842180774749,0.197619047619048,0.167149006495253,0.133333333333333,0.184649122807018,0.158333333333333,0.234656084656085,0.254010923365762,0.241854072963518
"NOTCHic",-0.174913733609386,-0.0636467412170202,-0.144444444444444,-0.1,-0.133333333333333,-0.158333333333333,-0.02528261107134,0.00194830217951605,-0.158248847926267,-0.150354111084162,-0.183444976076555,-0.0154645354645355,-0.00307692307692308,-0.0121678321678322,0.02,-0.0121678321678322,-0.02,-0.00660527103923331,-0.02,-0.0072955257908236,0.196022544283414,-0.142400144203751,0.172940091674662,-0.0246113306982872,-0.0246113306982872,-0.0246113306982872,-0.0270743848854793,0.0128571428571429,0.03,0.0132431009850365,0.00307692307692308,0.0485714285714286,0.0134237191380049,-0.02,0.0144924214280812,0.212473070073847,0.155345890312778,0,0.00359674761543921,0.281265771265771,0.353333333333333,0.333333333333333,0.359784946236559,0.3591480035614,0.202171215880893,0.196794871794872,0.378755760368664,0.196794871794872,0.171739130434783,0.133333333333333,0.176485788113695,0.155555555555556,0.244285714285714,0.259393627954779,0.152251950947603
"SNAI1",-0.171913176281186,-0.189114473337999,-0.184649122807018,-0.158333333333333,-0.197619047619048,-0.194393241167435,-0.122508070550237,0.00132008357953046,-0.141904761904762,-0.14843537414966,-0.217030273782095,-0.0975655853873676,-0.0998098098098098,-0.0908989187207009,-0.0862962962962963,-0.0875543194028432,-0.00956521739130435,-0.0802071426729852,-0.0383787767133382,-0.0562610957524324,0.185015760098197,-0.104289111643384,0.164195999652521,-0.0192242849344714,-0.0192242849344714,-0.0192242849344714,-0.0147907873975256,0.0290454433800049,0.0317360263396462,0.0939528568799912,0.09682261208577,0.144102564102564,0.09218627504254,0.0862962962962963,0.0960582420017553,0.204400158507512,0.14979029832792,0.09,0.0938114152081449,0.178602300647707,0.34611662846957,0.340056022408964,0.341198595682684,0.344827627940749,0.208232867201236,0.206096944871138,0.368554006564522,0.198096944871138,0.173286411920755,0.158333333333333,0.194602826510721,0.182797270955166,0.251430278204472,0.254997313874828,0.26125183206716
"TrCP",-0.166617226125423,-0.191299697063285,-0.158333333333333,-0.133333333333333,-0.147619047619048,-0.197619047619048,-0.116670419427611,0.00180039097626437,-0.144102564102564,-0.141904761904762,-0.216652915291529,-0.0908989187207009,-0.0862962962962963,-0.0998098098098098,-0.09,-0.09682261208577,-0.04,-0.0718155342813768,-0.00956521739130435,-0.0546109307359307,0.18464675640816,-0.102579423410062,0.167990871447393,-0.0101333758435624,-0.0101333758435624,-0.0101333758435624,-0.0192242849344714,0.0383787767133382,0.0290454433800049,0.0875543194028432,0.0862962962962963,0.148717948717949,0.0975655853873676,0.09,0.09218627504254,0.208165848884081,0.154966768916155,0.05,0.0941951871379694,0.275399453672618,0.340056022408964,0.338095238095238,0.34611662846957,0.341198595682684,0.206096944871138,0.198096944871138,0.36639390491268,0.194393241167435,0.173901418070816,0.158333333333333,0.182797270955166,0.184649122807018,0.254010923365762,0.251430278204472,0.262442308257636
"PAK1",-0.166617226125423,-0.191299697063285,-0.158333333333333,-0.133333333333333,-0.147619047619048,-0.197619047619048,-0.116670419427611,0.00180039097626437,-0.144102564102564,-0.141904761904762,-0.216652915291529,-0.0908989187207009,-0.0862962962962963,-0.0998098098098098,-0.09,-0.09682261208577,-0.04,-0.0718155342813768,-0.00956521739130435,-0.0546109307359307,0.18464675640816,-0.102579423410062,0.167990871447393,-0.0101333758435624,-0.0101333758435624,-0.0101333758435624,-0.0192242849344714,0.0383787767133382,0.0290454433800049,0.0875543194028432,0.0862962962962963,0.148717948717949,0.0975655853873676,0.09,0.09218627504254,0.208165848884081,0.154966768916155,0.05,0.0941951871379694,0.275399453672618,0.340056022408964,0.338095238095238,0.34611662846957,0.341198595682684,0.206096944871138,0.198096944871138,0.36639390491268,0.194393241167435,0.173901418070816,0.158333333333333,0.182797270955166,0.184649122807018,0.254010923365762,0.251430278204472,0.262442308257636
"EGR1",-0.166617226125423,-0.191299697063285,-0.158333333333333,-0.133333333333333,-0.147619047619048,-0.197619047619048,-0.116670419427611,0.00180039097626437,-0.144102564102564,-0.141904761904762,-0.216652915291529,-0.0908989187207009,-0.0862962962962963,-0.0998098098098098,-0.09,-0.09682261208577,-0.04,-0.0718155342813768,-0.00956521739130435,-0.0546109307359307,0.18464675640816,-0.102579423410062,0.167990871447393,-0.0101333758435624,-0.0101333758435624,-0.0101333758435624,-0.0192242849344714,0.0383787767133382,0.0290454433800049,0.0875543194028432,0.0862962962962963,0.148717948717949,0.0975655853873676,0.09,0.09218627504254,0.208165848884081,0.154966768916155,0.05,0.0941951871379694,0.275399453672618,0.340056022408964,0.338095238095238,0.34611662846957,0.341198595682684,0.206096944871138,0.198096944871138,0.36639390491268,0.194393241167435,0.173901418070816,0.158333333333333,0.182797270955166,0.184649122807018,0.254010923365762,0.251430278204472,0.262442308257636
"NOTCH",-0.160628019323671,-0.0631873231465761,-0.133333333333333,0,-0.1,-0.133333333333333,-0.0202116171565327,0.0117748917748918,-0.0485714285714286,-0.158248847926267,-0.165263157894737,-0.0121678321678322,0.02,-0.00307692307692308,0,-0.00307692307692308,0,-0.00382749326145553,-0.02,-0.00564263322884013,0.193800322061192,-0.141798941798942,0.176084745762712,-0.0260606060606061,-0.0260606060606061,-0.0260606060606061,-0.0246113306982872,0.02,0.0128571428571429,0.0121678321678322,-0.02,0.02,0.0154645354645355,0,0.0134237191380049,0.213881520778072,0.152034632034632,0,0.00426341428210587,0.281794871794872,0.333333333333333,0.3,0.353333333333333,0.359784946236559,0.196794871794872,0.196794871794872,0.377142857142857,0.158333333333333,0.175442834138486,0.1,0.155555555555556,0.144444444444444,0.230952380952381,0.244285714285714,0.138405797101449
"TGFR",-0.199697159565581,-0.197642277033966,-0.0976190476190476,-0.0333333333333333,-0.193333333333333,-0.193333333333333,-0.132148293018395,0.0248382472798491,-0.277471264367816,-0.282507235590838,-0.420646523716699,-0.082848394571334,-0.0766666666666667,-0.0710062893081761,-0.0571428571428571,-0.0614824797843666,0.152380952380952,-0.0719054431500784,0.147117794486216,-0.0556565661398699,0.202036739747547,-0.147564223093671,0.227381705548965,-0.11547619047619,-0.11547619047619,-0.11547619047619,-0.107873851294904,-0.184895572263993,-0.173936668154404,0.0724502217198505,0.0671428571428571,0.253333333333333,0.0780637055761187,0.0666666666666667,0.0838210129277573,0.25995670995671,0.187487460246313,0.1,0.105409273203953,0.298052787920045,0.469523809523809,0.46,0.373095238095238,0.383024316109423,0.235819452561855,0.237514367816092,0.392795912555263,0.231264367816092,0.198411322760876,0.0833333333333333,0.106921373200443,0.0976190476190476,0.258494623655914,0.268814908353423,0.274052368717342
"TGF",-0.183625730994152,-0.200197643303131,-0.0833333333333333,0,-0.133333333333333,-0.193333333333333,-0.122448523965278,0.0286505639953916,-0.253333333333333,-0.277471264367816,-0.414473684210526,-0.0710062893081761,-0.0666666666666667,-0.0766666666666667,-0.1,-0.0671428571428571,0.166666666666667,-0.0603174603174603,0.152380952380952,-0.0510110893672537,0.19033862654,-0.145712371241819,0.231296296296296,-0.111904761904762,-0.111904761904762,-0.111904761904762,-0.11547619047619,-0.147117794486216,-0.184895572263993,0.0614824797843666,0.0571428571428571,0.233333333333333,0.082848394571334,0.1,0.0780637055761187,0.252813852813853,0.196183112420226,0,0.10460282159105,0.297167832167832,0.46,0.46,0.469523809523809,0.373095238095238,0.237514367816092,0.231264367816092,0.381878881987578,0.193333333333333,0.20180754917597,0.0333333333333333,0.0976190476190476,0.0976190476190476,0.263333333333333,0.258494623655914,0.27852998065764
"ZEB2",-0.332263257032241,-0.260219268391348,-0.245833333333333,-0.2,-0.2,-0.2,-0.170573358822725,-0.157507665976571,-0.142974358974359,-0.141335014712064,-0.138827838827839,-0.130146198830409,-0.13,-0.127368421052632,-0.122727272727273,-0.12016317016317,-0.116666666666667,-0.105798530217198,-0.100877192982456,-0.0298082443392164,0.00978644000474355,0.0486895722815996,0.0664012091585059,0.0696753246753247,0.0696753246753247,0.0696753246753247,0.0733155816346394,0.0782965478211658,0.0892721575772634,0.121998032548491,0.122727272727273,0.125641025641026,0.129441973478297,0.13,0.131000415036738,0.133478260869565,0.149880420828396,0.15,0.158787198132301,0.183800569341094,0.194285714285714,0.196103896103896,0.199047619047619,0.203809523809524,0.218108964206525,0.220836236933798,0.224447552447552,0.225714285714286,0.231742527829095,0.233333333333333,0.240807372793354,0.243611111111111,0.245959603776505,0.251447408654554,0.255525603428829
"ZEB1",-0.247763803496686,-0.026679303261911,-0.189122807017544,-0.133333333333333,-0.2,-0.2,-0.0401625219605132,-0.153660974312301,-0.175980392156863,-0.177633284718846,-0.143508771929825,-0.0341579142601381,-0.0337085678549093,-0.0376301364823603,-0.0333333333333333,-0.0298624140087555,-0.116666666666667,0.000793960245788992,-0.104666666666667,0.0626285607754145,0.0256239236554961,-0.122006186885926,0.177979245275076,-0.00695442146152518,-0.00695442146152518,-0.00695442146152518,-0.00774182303632833,0.0893725490196078,0.0889320203852466,0.0253950600568654,0.0260162601626016,0.158333333333333,0.0376153610686487,0.041025641025641,0.0370282769199207,0.156442345533255,0.182886837306205,0.0333333333333333,-0.0461469950277167,0.191279964544234,0.269740129935032,0.279885057471264,0.274308657853814,0.277064563365625,0.226742408383606,0.229233511586453,0.283255486083725,0.227272727272727,0.245094377504202,0.173333333333333,0.196734048235342,0.2038769053782,0.270951454769182,0.27239376246149,0.28230545792722
