"","GSK3","ZEB2","RKIP","EGR1","cfos","ERK","MEK","RAS","RAF","PI3K","cMet","CD44","Wnt","cateninnuc","TCFLEF","GLI","Csn","Frizzled","SUFU","DSH","HEY1","SMO","SMAD","NOTCHic","Csl","miR200","ILK","KLF4","Patched","TGFR","SHH","FOXC2","NOTCH","TGF","TrCP","IKK","AKT","FUS","PAK1","NFB","CDC42","Jagged","STAT","SRC","SNAI2","LIV1","Ecadherin","AXIN2","cateninmemb","ZEB1","DELTA","SNAI1","SOSGRB2","TWIST1","Destcompl"
"TGF",0.0812164135060417,-0.0189413586667591,0.227272727272727,0.133333333333333,0.147619047619048,0.11077694235589,0.13077694235589,0.0982142857142857,0.103571428571429,0.103571428571429,0.0133333333333333,0.00389937106918239,-0.00571428571428572,0.00617209834190966,0.0052151605428666,-0.0151482479784367,0.0333333333333333,0.0142857142857143,-0.0666666666666667,0,0.0615731785944552,0.0233333333333333,0.047781036168133,-0.0633333333333333,-0.0733333333333333,0.243083688342309,0.0493939393939394,-0.0262140859394864,0.0198850574712644,0.0863492063492064,0.0417600574712644,-0.00416149068322981,-0.0633333333333333,-0.00293650793650794,0,-0.0547619047619048,-0.0652882205513784,-0.00666666666666668,-0.08,-0.0833333333333333,-0.124444444444444,-0.0487972508591065,0,-0.0333333333333333,-0.00215097383544134,0,-0.0630814398385052,-0.00921516754850088,-0.0381979018418184,-0.307729006310242,-0.103571428571429,-0.182978385251113,-0.128947368421053,-0.195555555555556,-0.0869481346573126
"IKK",-0.326758241758242,-0.00428571428571428,-0.0228597449908925,0,-0.0142857142857143,-0.0342857142857143,-0.0276190476190476,-0.148205993370994,-0.143980641258318,-0.143980641258318,-0.0290598290598291,-0.0429059829059829,-0.0290598290598291,-0.0409536121700893,-0.0468607851658699,-0.0429059829059829,-0.3,-0.0444444444444444,-0.1,-0.1,0.128792569659443,0.12,0.123700495049505,0.194805194805195,0.209090909090909,-0.0230434782608696,0.11875,-0.0117216117216117,0.101481481481481,0.138383838383838,0.10492975734355,0.124242424242424,0.183694083694084,0.127983838383838,0.2,0.230952380952381,0.222844272844273,-0.12,-0.15,0.314285714285714,-0.161111111111111,-0.0730396751015308,0.1,0.0444444444444444,-0.29956262870445,0.1,0.206320152967745,0.0723809523809524,0.182121212121212,0.026812030075188,0.143980641258318,0.0218334746960701,0.134243697478992,-0.15937908496732,0.251903091716926
"NFB",-0.329111182934712,-0.000837438423645319,-0.02029564242679,-0.0142857142857143,-0.0342857142857143,-0.0276190476190476,-0.0178151260504202,-0.150693555560049,-0.148205993370994,-0.148205993370994,-0.0429059829059829,-0.0468607851658699,-0.0429059829059829,-0.0383653768759717,-0.0409536121700893,-0.0474003649284548,-0.314285714285714,-0.0290598290598291,-0.12,-0.0444444444444444,0.134149712516586,0.101481481481481,0.115150309175899,0.183694083694084,0.194805194805195,-0.0179075265992381,0.123700495049505,-0.00210622710622711,0.10492975734355,0.127983838383838,0.113363492283309,0.126234456114934,0.190790857887632,0.132414218130674,0.3,0.222844272844273,0.225066495066495,-0.12,-0.161111111111111,0.230952380952381,-0.138383838383838,-0.0773562218641207,0.0444444444444444,0.0290598290598291,-0.298546368541848,0.1,0.206801693898724,0.0752178318135765,0.175891011487632,0.023363754213119,0.148205993370994,0.0242992281207276,0.133191065900044,-0.164775910364146,0.25040807510563
"Csn",0.317546396451035,0.00517452440033085,0.122065524887224,0.09,0.0718181818181818,0.0757142857142857,0.074672619047619,0.190883259676943,0.192610706893833,0.192610706893833,-0.131089876748373,-0.135089876748373,-0.131089876748373,-0.131497794102243,-0.133482159706572,-0.13502000775274,0.12,-0.129885057471264,-0.0142857142857143,-0.133333333333333,-0.0158887043189369,0.00519480519480519,-0.00894281868889279,-0.0974025974025974,-0.0909090909090909,0.040242406338332,-0.00971402691511387,0.00424190188896071,0.0105711492808267,-0.0587316911943778,0.0122104935431218,-0.0756090162772716,-0.0935564435564436,-0.0618343164927071,-0.22,-0.128333333333333,-0.122733333333333,-0.0142857142857143,0.0568181818181818,-0.12,0.0612957937584803,-0.0272781204594676,0.133333333333333,0.129885057471264,-0.0887149546263574,0.133333333333333,-0.00193237039729678,0.169400869531004,0.0435594862563057,-0.0485310173697271,-0.192610706893833,-0.111048165012974,-0.118849302432838,-0.11778868630201,-0.245660309338733
"SOSGRB2",0.182232531376991,0.0087218045112782,0.249415204678363,0.19047619047619,0.223809523809524,0.226512226512227,0.223481923481924,0.0571635520788063,0.0674199623352166,0.0674199623352166,0.00124223602484472,-0.00890269151138716,-0.00238095238095238,-0.0055495668258684,-0.00153427045875559,-0.0125258799171843,-0.1,0.0142857142857143,-0.2,0,0.0543560606060606,0.15,0.146937363711557,0.0545454545454545,0.0545454545454545,0.145061366331139,0.143440860215054,0.00157894736842105,0.141891891891892,-0.0753846153846154,0.144217473287241,-0.0702564102564103,0.0531370038412292,-0.0718385160938352,0,0.0497076023391813,0.041374269005848,-0.133333333333333,0.1,0.0444444444444444,0.06,-0.161585939287136,0,-0.0142857142857143,0.316642468317839,0,-0.17205018223901,0.0040497799779978,-0.144354822354822,-0.155614035087719,-0.0674199623352166,-0.0801769722814499,-0.288333333333333,-0.0688115942028985,-0.170002294498939
"cateninnuc",0.254902472611395,0.0144879498580616,0.208297049517893,0.144927536231884,0.146514837819186,0.157907242882477,0.162035683249449,0.177497827497827,0.175645975645976,0.175645975645976,-0.0297692645518732,-0.0222295820121907,-0.028133039285511,-0.119888331003378,-0.0173752130801519,-0.0210184147795821,0.204166666666667,-0.0161765175463806,0.0555555555555556,0.00163170163170163,-0.10279895878911,-0.0708014571948998,-0.10268089981869,-0.166903166469584,-0.178531073446328,0.200768754799751,-0.0951774891774892,0.00982373695896828,-0.0552735068843408,-0.112859416445623,-0.054619912113099,-0.116064847720585,-0.158721348287765,-0.104125791991475,-0.166666666666667,-0.213318181818182,-0.207849431818182,0.0855555555555556,0.104,-0.219318181818182,0.116307692307692,0.00534614461239249,-0.00163170163170163,0.0178127428127428,0.163640422887065,0.00606060606060606,-0.125514379558509,-0.12621308877782,-0.0935166765796677,-0.228780224112655,-0.175645975645976,-0.178161646893095,-0.077615350092526,-0.032332684431781,-0.26444616880714
"CD44",0.20952380952381,0.0444444444444444,0.233703703703704,0.2,0.225,0.205,0.205,0.0447619047619048,0.0476190476190476,0.0476190476190476,0.2,0.08,0.1,0.0637209302325581,0.0637209302325581,0.08,-0.1,0.1,-0.1,0,0.0269005847953216,0.05,0.0198412698412698,0.0571428571428571,0.1,0.214835309617918,0.00555555555555555,-0.0603174603174603,-0.01,-0.0858333333333333,-0.000909090909090907,-0.08,0.0203007518796992,-0.0858333333333333,0,0.0666666666666667,0.02,-0.1,0.133333333333333,0.1,0.0733333333333333,-0.0166899766899767,-0.1,-0.2,0.204400044400044,-0.1,-0.2246189338834,-0.11,-0.194688644688645,-0.244444444444444,-0.0476190476190476,-0.159383306751728,-0.0690476190476191,-0.167545787545788,-0.191078249481611
"SHH",-0.256410256410256,0.05,-0.18,0,-0.1,-0.1,-0.16,-0.157692307692308,-0.15,-0.15,0,0,-0.1,-0.00888888888888889,-0.02,-0.1,0,-0.2,-0.2,-0.2,0.133333333333333,0.3,0.166666666666667,0.2,0.1,-0.266666666666667,0.133333333333333,0,0.4,0.333333333333333,0.28,0.125,0.233333333333333,0.253333333333333,0,0.1,0.2,-0.2,-0.2,0,-0.233333333333333,-0.134285714285714,0.1,0.1,-0.16544061302682,0,0.105833333333333,0.152380952380952,0.129462365591398,0.3,0.15,0.133333333333333,0.15,0.075,0.267272727272727
"cMet",0.203072196620584,0.0515151515151515,0.237407407407407,0.225,0.205,0.205,0.214090909090909,0.0428751123090746,0.0447619047619048,0.0447619047619048,0.08,0.0637209302325581,0.08,0.0699356194980949,0.0637209302325581,0.0618181818181818,-0.1,0.1,-0.1,0.1,0.0406260749914001,-0.01,0.018023088023088,0.0203007518796992,0.0571428571428571,0.216397809617918,0.0198412698412698,-0.0555555555555556,-0.000909090909090907,-0.0858333333333333,0.0147159090909091,-0.0812658227848101,0.0266837306031035,-0.0837056737588652,0.1,0.02,0.02,-0.05,0.0733333333333333,0.0666666666666667,0.0858333333333333,-0.0319073679943245,-0.2,-0.2,0.200750409363548,-0.1,-0.224873386809609,-0.0957142857142857,-0.200738466752702,-0.245454545454545,-0.0447619047619048,-0.16446805251444,-0.0690476190476191,-0.179905338107585,-0.192429600832962
"SNAI2",0.143451564044877,0.0549653870358716,0.107653846153846,0.166666666666667,0.149019607843137,0.131372549019608,0.134075251722311,0.112681714967229,0.114051577980928,0.114051577980928,0.0565630144503384,0.0458103262782954,0.0565630144503384,0.0451587926930998,0.0406556871030377,0.0464025866428518,0.133333333333333,0.0523376623376623,0.1,0.0309090909090909,-0.0926160337552743,-0.0694117647058824,-0.0831650188210603,-0.111842105263158,-0.0925438596491228,0.1382812515753,-0.0903420523138833,0.0417307692307692,-0.0877791116446579,-0.0855634561516914,-0.0779199567150804,-0.111478142040994,-0.118335611756664,-0.0923957542883374,-0.1,-0.125574712643678,-0.134008447583437,0.04,0.092156862745098,-0.108333333333333,0.0778711484593837,0.0583280605270514,-0.0309090909090909,-0.0523376623376623,0.343411998671035,-0.04,-0.248779413821244,-0.0994063209773442,-0.186730898692152,-0.140535556954059,-0.114051577980928,-0.100827264168976,0.0231237322515213,0.0367805852268415,-0.144241860858413
"SMO",-0.274671930011736,0.0581920903954802,-0.171269841269841,-0.1,-0.16,-0.121538461538462,-0.106386946386946,-0.167866726296959,-0.170192307692308,-0.170192307692308,-0.02,-0.00888888888888889,-0.125,0.00630200095708527,0.00179072276159655,-0.113888888888889,-0.1,-0.1,-0.3,-0.1,0.167032967032967,0.28,0.132857142857143,0.224242424242424,0.233333333333333,-0.238908981314045,0.156666666666667,0.0722222222222222,0.305,0.253333333333333,0.310555555555556,0.131896551724138,0.244242424242424,0.264144144144144,0,0.185714285714286,0.205714285714286,-0.4,-0.333333333333333,0.2,-0.253333333333333,-0.149497354497354,0,0,-0.158583470169677,0.1,0.100688777033401,0.158023585609793,0.113227198385357,0.288135593220339,0.170192307692308,0.142012288786482,0.190350877192982,0.0594226579520697,0.272767232767233
"PI3K",-0.213107263107263,0.0593216969342876,-0.206480284421461,-0.133333333333333,-0.133333333333333,-0.103921568627451,-0.121954355512697,-0.146951313526656,-0.141471861471861,-0.141471861471861,0.132850241545894,0.122081010776663,0.132850241545894,0.118332394083786,0.118126208516776,0.122081010776663,-0.1,0.111111111111111,-0.1,0.1,0.105152524131436,0.0833333333333333,0.0962836334533813,0.134615384615385,0.15,-0.231450974073925,0.0890836334533814,0.0532894736842105,0.0756410256410256,0.0561176470588235,0.0561965811965812,0.0535493612078978,0.128163771712159,0.0406704925872788,0,0.0823529411764706,0.0849170437405732,-0.1,-0.05,0.1,-0.0441176470588235,-0.0207894736842105,-0.1,-0.111111111111111,0.197665893354432,-0.1,0.0620698653394423,-0.17,-0.0278489806437667,0.294255806027557,0.141471861471861,0.170720611916264,0.176923076923077,0.184866895201892,0.232654032401452
"SRC",-0.0876190476190476,0.0616127583108715,-0.0725317693059629,-0.0333333333333333,-0.00606060606060606,-0.0282828282828283,-0.0339432056413188,-0.0225979444001972,-0.0165373383395912,-0.0165373383395912,-0.03,-0.0414754098360656,-0.03,-0.0465771722630858,-0.0463534586165534,-0.0414754098360656,0,-0.05,-0.1,-0.1,0.0453988745448527,0.15,0.0976766239924135,0.0107142857142857,0.025,-0.190575318401405,0.0859649122807018,0.158720930232558,0.101851851851852,0.0706349206349206,0.0959694989106754,0.0600513538748833,-0.0178571428571429,0.0633621933621934,-0.1,0.041025641025641,0.00769230769230769,-0.15,-0.0444444444444444,0.0333333333333333,-0.0944444444444444,-0.0680886850152905,0.2,0.05,0.0947257059653411,0.2,0.164701072348131,0.0834799608993157,0.162066307439006,0.243261455525606,0.0165373383395912,0.147791008729727,-0.00285714285714286,0.112771251736769,0.113197961458831
"cateninmemb",0.232945823975999,0.0639432844726816,0.192493844660779,0.209090909090909,0.17379679144385,0.168642152268593,0.180799015013691,0.17200042973786,0.177307692307692,0.177307692307692,0.068892721901703,0.0538425546776228,0.0698822271490794,0.0648615741575609,0.0579521437187187,0.0552155604824127,0.18,0.0836753305973552,0.1,0.0627450980392157,-0.112600940315113,-0.160416666666667,-0.11389633996561,-0.177247570660484,-0.155598086124402,0.199698501374479,-0.108811594202899,0.0385841537740272,-0.155040322580645,-0.121667405764967,-0.13614268478537,-0.141653710181946,-0.16944087921067,-0.121848237591368,-0.2,-0.216507936507936,-0.213910533910534,0.116666666666667,0.102545454545455,-0.194285714285714,0.106545454545455,0.0757858869608258,-0.0627450980392157,-0.0836753305973552,0.159759752308671,-0.0333333333333333,-0.156928607255763,-0.131992600563119,-0.144885167703256,-0.217768232261725,-0.177307692307692,-0.169753932721223,-0.00759757455388041,0.0495741531870352,-0.238895442548117
"Patched",-0.265934065934066,0.0666666666666667,-0.165714285714286,-0.1,-0.1,-0.16,-0.121538461538462,-0.170192307692308,-0.157692307692308,-0.157692307692308,0,-0.02,-0.1,0.00179072276159655,-0.00888888888888889,-0.125,0,-0.1,-0.2,-0.2,0.171794871794872,0.4,0.156666666666667,0.233333333333333,0.2,-0.245238095238095,0.166666666666667,0.0555555555555556,0.28,0.253333333333333,0.305,0.125,0.224242424242424,0.253333333333333,0,0.2,0.185714285714286,-0.3,-0.233333333333333,0.1,-0.333333333333333,-0.16021164021164,0.1,0,-0.16144061302682,0.1,0.0951537216828479,0.161471861471861,0.123906810035842,0.3,0.157692307692308,0.13010752688172,0.216666666666667,0.0564814814814815,0.272767232767233
"DELTA",-0.0716475095785441,0.0910628019323671,-0.0717948717948718,-0.1,0,0.02,0.02,-0.00787878787878788,-0.0533333333333333,-0.0533333333333333,-0.08,-0.0107692307692308,-0.08,-0.0467998667998668,-0.0259207459207459,-0.0107692307692308,0,-0.1,0,0,0.15,0.133333333333333,0.0357142857142857,0.26,0.2,-0.134545454545455,0.05,0.138888888888889,0.133333333333333,-0.0444444444444444,0.0948717948717949,-0.0271428571428571,0.245714285714286,-0.0244444444444444,0,0.133333333333333,0.122222222222222,-0.1,0,0.1,0.1,-0.0708225108225108,0,0.1,0.0709401709401709,0,0.104385964912281,0.0742857142857143,0.104283885128956,0.221014492753623,0.0533333333333333,0.025,0,0.06,0.104988416988417
"NOTCH",-0.0739202368512713,0.0947665056360708,-0.0752431476569408,0,0.02,0.02,-0.0228571428571429,-0.0122266139657444,-0.00787878787878788,-0.00787878787878788,-0.0107692307692308,-0.0259207459207459,-0.0107692307692308,-0.0447590504733362,-0.0467998667998668,-0.0259207459207459,-0.1,-0.08,-0.1,-0.1,0.145652173913043,0.133333333333333,0.0657142857142857,0.245714285714286,0.26,-0.154545454545455,0.0357142857142857,0.0910628019323671,0.0948717948717949,-0.0244444444444444,0.059577677224736,-0.0536734693877551,0.110230414746544,-0.0599283154121864,0,0.122222222222222,0.111111111111111,-0.133333333333333,0.1,0.133333333333333,0.0444444444444444,-0.0745262145262145,0.1,0.08,0.0693528693528694,0,0.094708545557442,0.0686253369272237,0.119467131202254,0.232125603864734,0.00787878787878788,0.0111538461538462,0.0263157894736842,0.0515254237288136,0.108726734745426
"SNAI1",-0.0755859800265741,0.106423861053985,-0.0617473615714444,0.000869565217391305,0.0127339719970523,0.0220673053303857,0.0162377089178296,0.0055221663216518,0.00470114825925443,0.00470114825925443,-0.0663372283174263,-0.0596705616507597,-0.0690443588646413,-0.0620260705251299,-0.0585671133748976,-0.0622801906745133,-0.0958333333333333,-0.0695321637426901,-0.0857142857142857,-0.0511111111111111,0.0652382842192349,0.0752005461682881,0.0576603503362222,0.106080586080586,0.0917948717948718,-0.143519266786697,0.0572913466461853,0.108211920690854,0.0882005461682881,-0.0506268081002893,0.0817927791779968,-0.0512867797611755,0.110570381998953,-0.0504251951970635,0.108333333333333,0.0824805068226121,0.0908138401559454,-0.0566820276497696,0.0588235294117647,0.0695175438596491,0.0588235294117647,-0.0882619291070211,0.0511111111111111,0.0673273273273273,0.0941836897574308,0.04,0.0977412709593468,0.0897777715669713,0.111076207114139,0.226011037281681,-0.00470114825925443,-0.0846523146396939,0.0261772733877161,0.0230316567490481,0.112181332913889
"cfos",-0.0745562770562771,0.107550251739114,-0.0582983682983683,0.12,0.04,0.000869565217391305,0.0127339719970523,0.00515569371379988,0.0124727668845316,0.0124727668845316,-0.0511111111111111,-0.0673273273273273,-0.0511111111111111,-0.0596705616507597,-0.0663372283174263,-0.0695321637426901,-0.133333333333333,-0.04,-0.133333333333333,-0.1,0.0697901049475262,0.0857142857142857,0.0676139272913466,0.102564102564103,0.133333333333333,-0.146468890586538,0.0579365079365079,0.096031746031746,0.0566820276497696,-0.0588235294117647,0.0752005461682881,-0.0571852155496345,0.0917948717948718,-0.0588235294117647,0.1,0.0958333333333333,0.0695175438596491,-0.119047619047619,0.0571428571428571,0.108333333333333,0.0333333333333333,-0.0931944444444444,0.1,0.04,0.0923540935949695,0.1,0.0915063441061914,0.0905254515599343,0.116094332339518,0.227193589300127,-0.0124727668845316,0.0105956490766617,0.0402777777777778,0.0180779220779221,0.11343916499409
"CDC42",-0.0745562770562771,0.107550251739114,-0.0582983682983683,0.02,0.04,0.000869565217391305,0.0127339719970523,0.00515569371379988,0.0124727668845316,0.0124727668845316,-0.0511111111111111,-0.0673273273273273,-0.0511111111111111,-0.0596705616507597,-0.0663372283174263,-0.0695321637426901,-0.133333333333333,-0.04,-0.133333333333333,-0.1,0.0697901049475262,0.0857142857142857,0.0676139272913466,0.102564102564103,0.133333333333333,-0.146468890586538,0.0579365079365079,0.096031746031746,0.0566820276497696,-0.0588235294117647,0.0752005461682881,-0.0571852155496345,0.0917948717948718,-0.0588235294117647,0.1,0.0958333333333333,0.0695175438596491,-0.119047619047619,0.157142857142857,0.108333333333333,0.0333333333333333,-0.0931944444444444,0.1,0.04,0.0923540935949695,0.1,0.0915063441061914,0.0905254515599343,0.116094332339518,0.227193589300127,-0.0124727668845316,0.0105956490766617,0.0402777777777778,0.0180779220779221,0.11343916499409
"PAK1",-0.0785562770562771,0.108514881964194,-0.0621657716132854,0.04,0.000869565217391305,0.0127339719970523,0.0220673053303857,0.00470114825925443,0.00515569371379988,0.00515569371379988,-0.0673273273273273,-0.0663372283174263,-0.0695321637426901,-0.0585671133748976,-0.0596705616507597,-0.0690443588646413,-0.108333333333333,-0.0511111111111111,-0.119047619047619,-0.04,0.0771430461239968,0.0566820276497696,0.0572913466461853,0.0917948717948718,0.102564102564103,-0.14342320530735,0.0676139272913466,0.109146500130107,0.0752005461682881,-0.0588235294117647,0.0882005461682881,-0.0516679741703241,0.106080586080586,-0.0506268081002893,0.133333333333333,0.0695175438596491,0.0824805068226121,-0.0857142857142857,0.0333333333333333,0.0958333333333333,0.0588235294117647,-0.0962619291070211,0.04,0.0511111111111111,0.0930774209005753,0.1,0.0950357558708973,0.0930411748303746,0.109867226112412,0.226872045891767,-0.00515569371379988,0.0117889664990961,0.0333470847084709,0.0186214003387916,0.112236157475293
"LIV1",-0.0785562770562771,0.108514881964194,-0.0621657716132854,0.04,0.000869565217391305,0.0127339719970523,0.0220673053303857,0.00470114825925443,0.00515569371379988,0.00515569371379988,-0.0673273273273273,-0.0663372283174263,-0.0695321637426901,-0.0585671133748976,-0.0596705616507597,-0.0690443588646413,-0.108333333333333,-0.0511111111111111,-0.119047619047619,-0.04,0.0771430461239968,0.0566820276497696,0.0572913466461853,0.0917948717948718,0.102564102564103,-0.14342320530735,0.0676139272913466,0.109146500130107,0.0752005461682881,-0.0588235294117647,0.0882005461682881,-0.0516679741703241,0.106080586080586,-0.0506268081002893,0.133333333333333,0.0695175438596491,0.0824805068226121,-0.0857142857142857,0.0333333333333333,0.0958333333333333,0.0588235294117647,-0.0962619291070211,0.04,0.0511111111111111,0.0930774209005753,0.1,0.0950357558708973,0.0930411748303746,0.109867226112412,0.226872045891767,-0.00515569371379988,0.0117889664990961,0.0333470847084709,0.0186214003387916,0.112236157475293
"EGR1",-0.0785562770562771,0.108514881964194,-0.0621657716132854,0.04,0.000869565217391305,0.0127339719970523,0.0220673053303857,0.00470114825925443,0.00515569371379988,0.00515569371379988,-0.0673273273273273,-0.0663372283174263,-0.0695321637426901,-0.0585671133748976,-0.0596705616507597,-0.0690443588646413,-0.108333333333333,-0.0511111111111111,-0.119047619047619,-0.04,0.0771430461239968,0.0566820276497696,0.0572913466461853,0.0917948717948718,0.102564102564103,-0.14342320530735,0.0676139272913466,0.109146500130107,0.0752005461682881,-0.0588235294117647,0.0882005461682881,-0.0516679741703241,0.106080586080586,-0.0506268081002893,0.133333333333333,0.0695175438596491,0.0824805068226121,-0.0857142857142857,0.0333333333333333,0.0958333333333333,0.0588235294117647,-0.0962619291070211,0.04,0.0511111111111111,0.0930774209005753,0.1,0.0950357558708973,0.0930411748303746,0.109867226112412,0.226872045891767,-0.00515569371379988,0.0117889664990961,0.0333470847084709,0.0186214003387916,0.112236157475293
"NOTCHic",-0.0797053608182135,0.111803542673108,-0.0625670913189126,0.02,0.02,-0.0228571428571429,-0.00285714285714285,-0.0206009982021976,-0.0122266139657444,-0.0122266139657444,-0.0259207459207459,-0.0467998667998668,-0.0259207459207459,-0.0357514168855499,-0.0447590504733362,-0.0485013910820363,-0.133333333333333,-0.0107692307692308,-0.133333333333333,-0.08,0.177959866220736,0.0948717948717949,0.0721891058581706,0.110230414746544,0.245714285714286,-0.15165528113505,0.0657142857142857,0.0982056590752243,0.059577677224736,-0.0599283154121864,0.084308860020435,-0.056899275839368,0.0997040989570701,-0.0592913727370271,0.1,0.111111111111111,0.0808785529715762,-0.133333333333333,0.0444444444444444,0.122222222222222,0.0244444444444444,-0.0990295257844927,0.08,0.0107692307692308,0.0687516669480597,0.1,0.0872047170735216,0.0797364480383348,0.113584778261078,0.235829307568438,0.0122266139657444,0.00850834350834351,0.058133971291866,0.0332864300181217,0.10906006807876
"Csl",-0.0836817967534123,0.111803542673108,-0.0657928977705255,0.02,-0.0228571428571429,-0.00285714285714285,0.00801242236024845,-0.0213362923198447,-0.0206009982021976,-0.0206009982021976,-0.0467998667998668,-0.0447590504733362,-0.0485013910820363,-0.0345507307792035,-0.0357514168855499,-0.0468884878562298,-0.122222222222222,-0.0259207459207459,-0.133333333333333,-0.0107692307692308,0.182535029619429,0.059577677224736,0.0577446614137262,0.0997040989570701,0.110230414746544,-0.146644387888863,0.0721891058581706,0.11391994478951,0.084308860020435,-0.0592913727370271,0.0972398945031936,-0.0500027241152301,0.117885917138888,-0.0490872911043741,0.133333333333333,0.0808785529715762,0.0971576227390181,-0.0948717948717949,0.0244444444444444,0.111111111111111,0.0599283154121864,-0.100071192451159,0.0107692307692308,0.0259207459207459,0.0698702351807219,0.08,0.0919721589339867,0.0825642115344788,0.105327897527133,0.233066876629212,0.0206009982021976,0.012460912678304,0.0459388493406465,0.0335121636524333,0.10741472987035
"ZEB1",0.00237060219083017,0.114444127322247,0.0649690605976873,0.0333333333333333,0.0453333333333333,0.055921568627451,0.0519568109181999,-0.0595724490524816,-0.0616196931469698,-0.0616196931469698,0.0124894235367693,0.0180449790923249,0.00582060216206557,0.0154031004230489,0.0180449790923249,0.011662526560691,-0.0466666666666667,0.00197444831591173,-0.0416666666666667,0.019047619047619,0.0348534367187217,0.0643939393939394,0.0224926999461592,0.0783088235294118,0.0645833333333333,0.00100039176967358,0.0244157768692362,0.120932970180041,0.0722370766488414,0.0471361189117793,0.0647637670403004,0.0438023986345123,0.0799617160913952,0.048317221273984,0.0666666666666667,0.0634052343974691,0.0691195201117548,-0.0416666666666667,-0.0438697318007663,0.0519298245614035,-0.0395219057138098,-0.0354893840895657,-0.0256410256410256,-0.00856785490931832,-0.13139956697698,-0.0333333333333333,0.119258755897301,0.0780376816553125,0.18053476023046,-0.0456860483785257,0.0616196931469698,-0.0460038772032754,-0.0640545808966862,-0.143383722230096,0.0939208939208939
"STAT",-0.136430796617712,0.116433566433566,-0.0919996782496783,0,-0.02,-0.0258823529411765,-0.0119038583175206,-0.0863084546251374,-0.0810845740281224,-0.0810845740281224,-0.0548701298701299,-0.0625624375624376,-0.0548701298701299,-0.0497892322669641,-0.0546760022312073,-0.0641138273491215,-0.15,-0.0321428571428571,-0.15,-0.0571428571428571,0.0846666666666667,0.0783333333333333,0.0695568882225554,0.0795972443031266,0.103921568627451,-0.159312398297697,0.0741545893719807,0.213032283620519,0.0760077519379845,-0.00101674641148325,0.0928219112300199,-0.0142658486707566,0.086393360807981,0.00622963040011095,0.1,0.106190476190476,0.101105730427764,-0.125,-0.0272727272727273,0.13,-0.0147727272727273,-0.0761924067148965,0.0571428571428571,0.0321428571428571,0.0138368945686705,0.2,0.18401507252876,0.10292256762845,0.170574941647398,0.245194549040703,0.0810845740281224,0.0358549134928944,0.0141625615763547,-0.0185905964766534,0.135594230163703
