"","FOXC2","Ecadherin","GLI","SHH","FUS","cMet","LIV1","ERK","SMAD","ILK","SUFU","HEY1","cateninmemb","KLF4","GSK3","ZEB2","ZEB1","TrCP","Csn","SNAI2","RAF","PI3K","DELTA","RAS","AXIN2","STAT","EGR1","RKIP","cfos","DSH","MEK","NFB","SMO","miR200","TCFLEF","SNAI1","IKK","Wnt","Patched","SRC","cateninnuc","CD44","Csl","AKT","Frizzled","Jagged","Destcompl","NOTCHic","NOTCH","PAK1","TWIST1","CDC42","TGFR","TGF","SOSGRB2"
"NOTCHic",-0.248571428571429,-0.00681993168962024,0.00239717271975337,-0.0591799250717657,-0.0583333333333333,0.0120745920745921,0,-0.227142857142857,-0.078359027064063,-0.0747619047619048,-0.0333333333333333,0.0274470457079153,-0.00561634184184712,-0.0170117322291235,-0.0213316551090846,0.020450885668277,-0.020450885668277,0,0.0333333333333333,0.0805994353619015,0.0580764163372859,0.0580764163372859,0.0580764163372859,0.0595542488496012,0.00123315363881402,-0.02,0.22,0.126670900735981,0.22,-0.02,0.224285714285714,0.0666666666666667,0.0506410256410256,0.125314415834647,-0.00749060463346178,0.170655270655271,0.0777777777777778,-0.0120745920745921,0.0624057315233786,0.00307692307692308,-0.00336846722888162,-0.00218448218448219,0.134285714285714,0.0847545219638243,0.00307692307692308,0.0432539841811365,-0.0132861352674437,0.0504147465437788,0.0477831675964104,0.211111111111111,0.128959385992964,0.231111111111111,0.237562724014337,0.240747437390133,0.243444976076555
"AKT",-0.0355326120178495,0.153294628377878,-0.12799075752197,-0.0140395861448493,0,-0.134136008918618,-0.1,0.0381687101069936,0.0292816957085865,0.0302917967186875,0,0.0247723283589865,0.144973477596223,-0.0217723796671165,-0.0681017160855871,0.0210870587884815,-0.0210870587884815,0.0333333333333333,0.0333333333333333,0.0404828329940054,0.0739104548419617,0.0739104548419617,0.0739104548419617,0.0741514186973834,0.0862527075812275,0.133333333333333,-0.0476190476190476,0.0193734015345269,-0.0299719887955182,0.133333333333333,-0.0331054189677531,0.0392156862745098,0.0153846153846154,-0.0655442919907722,0.13390070109638,0.0136325414986742,0.0520361990950226,0.134136008918618,0.00982905982905983,0.120289855072464,0.130823778019457,0.127921319653081,-0.0346153846153846,-0.0469536998948764,0.120289855072464,0.0271668409434181,0.26502072457157,-0.0313895781637717,-0.025292017188162,0.00588235294117647,0.10838007469276,0.00588235294117647,0.00994739359158297,0.0114579676097099,-0.00269230769230769
"PAK1",-0.296733643836004,-0.126050795593197,-0.0888361146769363,-0.0864624793764579,-0.0595238095238095,-0.103693693693694,-0.05,-0.209874723655122,-0.0831967912613074,-0.0799709848096945,-0.0761904761904762,-0.0739556692242114,-0.0794849646706545,-0.0303960447567005,-0.0935800865800866,0.0227658269513411,-0.0227658269513411,0.0333333333333333,0.0833333333333333,0.122672295212256,0.155586109782666,0.155586109782666,0.155586109782666,0.156495200691757,0.0685178300337702,0.11,0.2,0.147265000193177,0.221739130434783,0.11,0.227208056988455,0.0958333333333333,0.0821044546850998,0.132568421923453,0.101064430767401,0.210450525879667,0.111622807017544,0.102982456140351,0.0734624793764579,0.0766666666666667,0.0938920169742976,0.0888422085451789,0.0974358974358974,0.111622807017544,0.0766666666666667,0.0764922034764826,0.101619210543648,0.0928205128205128,0.103809523809524,0.247619047619048,0.172420478072652,0.257422969187675,0.264998726763433,0.264452278676001,0.284323432343234
"LIV1",-0.296733643836004,-0.126050795593197,-0.0888361146769363,-0.0864624793764579,-0.0595238095238095,-0.103693693693694,-0.05,-0.209874723655122,-0.0831967912613074,-0.0799709848096945,-0.0761904761904762,-0.0739556692242114,-0.0794849646706545,-0.0303960447567005,-0.0935800865800866,0.0227658269513411,-0.0227658269513411,0.0333333333333333,0.0833333333333333,0.122672295212256,0.155586109782666,0.155586109782666,0.155586109782666,0.156495200691757,0.0685178300337702,0.11,0.2,0.147265000193177,0.221739130434783,0.11,0.227208056988455,0.0958333333333333,0.0821044546850998,0.132568421923453,0.101064430767401,0.210450525879667,0.111622807017544,0.102982456140351,0.0734624793764579,0.0766666666666667,0.0938920169742976,0.0888422085451789,0.0974358974358974,0.111622807017544,0.0766666666666667,0.0764922034764826,0.101619210543648,0.0928205128205128,0.103809523809524,0.247619047619048,0.172420478072652,0.257422969187675,0.264998726763433,0.264452278676001,0.284323432343234
"EGR1",-0.296733643836004,-0.126050795593197,-0.0888361146769363,-0.0864624793764579,-0.0595238095238095,-0.103693693693694,-0.05,-0.209874723655122,-0.0831967912613074,-0.0799709848096945,-0.0761904761904762,-0.0739556692242114,-0.0794849646706545,-0.0303960447567005,-0.0935800865800866,0.0227658269513411,-0.0227658269513411,0.0333333333333333,0.0833333333333333,0.122672295212256,0.155586109782666,0.155586109782666,0.155586109782666,0.156495200691757,0.0685178300337702,0.11,0.2,0.147265000193177,0.221739130434783,0.11,0.227208056988455,0.0958333333333333,0.0821044546850998,0.132568421923453,0.101064430767401,0.210450525879667,0.111622807017544,0.102982456140351,0.0734624793764579,0.0766666666666667,0.0938920169742976,0.0888422085451789,0.0974358974358974,0.111622807017544,0.0766666666666667,0.0764922034764826,0.101619210543648,0.0928205128205128,0.103809523809524,0.247619047619048,0.172420478072652,0.257422969187675,0.264998726763433,0.264452278676001,0.284323432343234
"PI3K",-0.0302694541231127,0.15511281019606,-0.134136008918618,-0.00982905982905983,0,-0.120289855072464,-0.1,0.0299719887955182,0.0302917967186875,0.0294917967186875,0,0.0240204486597383,0.140182448034551,-0.0157894736842105,-0.0701178451178451,0.0238267848158787,-0.0238267848158787,0,0.0333333333333333,0.0317391144010406,0.0698008658008658,0.0698008658008658,0.0698008658008658,0.0739104548419617,0.096,0.1,-0.0333333333333333,0.0224789915966387,-0.0476190476190476,0.1,-0.0381687101069936,0.0333333333333333,0,-0.0650095326324835,0.127921319653081,0.0103743961352657,0.0392156862745098,0.120289855072464,0.0153846153846154,0.133333333333333,0.13390070109638,0.134136008918618,-0.05,0.0520361990950226,0.133333333333333,0.031140350877193,0.262456622007468,-0.0346153846153846,-0.0313895781637717,0,0.112355609860956,0.00588235294117647,0.00588235294117647,0.00994739359158297,-0.00269230769230769
"Jagged",-0.234285714285714,-0.00385964912280702,-0.00307692307692308,-0.0506410256410256,0,0.02,0,-0.22,-0.0714285714285714,-0.0666666666666667,0,0.0333333333333333,-0.00566306932504115,-0.0111111111111111,-0.0256704980842912,0.0241545893719807,-0.0241545893719807,0,0,0.0766465560583208,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0624242424242424,0.00571428571428572,0,0.1,0.123076923076923,0.2,0,0.22,0,0.0333333333333333,0.122424242424242,-0.0120745920745921,0.166666666666667,0.0333333333333333,-0.02,0.0583333333333333,0,-0.00218448218448219,0.00307692307692308,0.1,0.0666666666666667,0,0.0433766233766234,-0.0156911196911197,0.12,0.134285714285714,0.2,0.128,0.2,0.211111111111111,0.231111111111111,0.22
"DELTA",-0.234285714285714,-0.00385964912280702,-0.00307692307692308,-0.0506410256410256,0,0.02,0,-0.22,-0.0714285714285714,-0.0666666666666667,0,0.0333333333333333,-0.00566306932504115,-0.0111111111111111,-0.0256704980842912,0.0241545893719807,-0.0241545893719807,0,0,0.0766465560583208,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0624242424242424,0.00571428571428572,0,0.1,0.123076923076923,0.2,0,0.22,0,0.0333333333333333,0.122424242424242,-0.0120745920745921,0.166666666666667,0.0333333333333333,-0.02,0.0583333333333333,0,-0.00218448218448219,0.00307692307692308,0.1,0.0666666666666667,0,0.0433766233766234,-0.0156911196911197,0.12,0.134285714285714,0.2,0.128,0.2,0.211111111111111,0.231111111111111,0.22
"SNAI1",-0.297368967851251,-0.122252668642104,-0.101450374274742,-0.0827731589881084,-0.0821044546850998,-0.0888422085451789,-0.11,-0.227208056988455,-0.0835657949513443,-0.0831967912613074,-0.0595238095238095,-0.0745509073194495,-0.0857371235653005,-0.0207387238844263,-0.0977385024216708,0.0300228995220669,-0.0300228995220669,0.0833333333333333,0.0958333333333333,0.111106757163312,0.156495200691757,0.156495200691757,0.156495200691757,0.159286662103908,0.0841355456514858,0.0766666666666667,0.221739130434783,0.158143661281043,0.209874723655122,0.0766666666666667,0.221378460575899,0.111622807017544,0.0734624793764579,0.136891188494058,0.0938920169742976,0.10795942267682,0.111622807017544,0.0888361146769363,0.0864624793764579,0.103693693693694,0.100087164109042,0.101064430767401,0.0928205128205128,0.116483918128655,0.102982456140351,0.0854333799470709,0.0994262280875079,0.103809523809524,0.100544217687075,0.257422969187675,0.184010221662396,0.264998726763433,0.264452278676001,0.26787969803084,0.293002677626253
"cfos",-0.29052674728428,-0.120722075870013,-0.102982456140351,-0.0734624793764579,-0.0761904761904762,-0.0766666666666667,-0.1,-0.221739130434783,-0.0799709848096945,-0.0751322751322751,-0.0333333333333333,-0.0710144927536232,-0.0884593236450135,-0.0189206349206349,-0.097943722943723,0.0308044121603444,-0.0308044121603444,0,0.0333333333333333,0.105131608051316,0.150708061002179,0.150708061002179,0.150708061002179,0.155586109782666,0.0899014778325123,0.05,0.32,0.157762237762238,0.2,0.05,0.209874723655122,0.0833333333333333,0.0595238095238095,0.136121721415839,0.0888422085451789,0.199710669077758,0.0958333333333333,0.0766666666666667,0.0821044546850998,0.11,0.101064430767401,0.103693693693694,0.0666666666666667,0.111622807017544,0.11,0.0838541666666667,0.096506428588761,0.0974358974358974,0.0928205128205128,0.214285714285714,0.183290043290043,0.247619047619048,0.257422969187675,0.264998726763433,0.283333333333333
"CDC42",-0.29052674728428,-0.120722075870013,-0.102982456140351,-0.0734624793764579,-0.0761904761904762,-0.0766666666666667,-0.1,-0.221739130434783,-0.0799709848096945,-0.0751322751322751,-0.0333333333333333,-0.0710144927536232,-0.0884593236450135,-0.0189206349206349,-0.097943722943723,0.0308044121603444,-0.0308044121603444,0,0.0333333333333333,0.105131608051316,0.150708061002179,0.150708061002179,0.150708061002179,0.155586109782666,0.0899014778325123,0.05,0.22,0.157762237762238,0.2,0.05,0.209874723655122,0.0833333333333333,0.0595238095238095,0.136121721415839,0.0888422085451789,0.199710669077758,0.0958333333333333,0.0766666666666667,0.0821044546850998,0.11,0.101064430767401,0.103693693693694,0.0666666666666667,0.111622807017544,0.11,0.0838541666666667,0.096506428588761,0.0974358974358974,0.0928205128205128,0.314285714285714,0.183290043290043,0.247619047619048,0.257422969187675,0.264998726763433,0.283333333333333
"MEK",-0.176698449112242,-0.0122129143098855,0.0682983682983683,-0.126971391835423,-0.1,0.0489203778677463,0.1,-0.172347762289068,-0.14260740275459,-0.142238399064553,-0.1,-0.120130222081442,0.0174810904366141,-0.0446197991391679,0.0955577434300838,0.0326944956844527,-0.0326944956844527,0.2,0.185714285714286,0.114124834238031,-0.031984681984682,-0.031984681984682,-0.031984681984682,-0.0354767454767455,-0.0737310094905032,-0.0333333333333333,0.17,-0.0826551673300899,0.187241379310345,-0.0333333333333333,0.0890144289557349,0.173214285714286,0.128,0.0991853334862123,-0.0550735122651555,0.0993618176814036,0.188365800865801,-0.041025641025641,0.113245901639344,-0.0912280701754386,-0.0693857799231481,-0.0761931051404736,0.175757575757576,0.184836389101095,-0.0833333333333333,0.105142251450944,-0.220165327367516,0.164219114219114,0.1780877273578,0.18,0.106339477515948,0.170476190476191,0.182625723186471,0.184085577201069,0.232634920634921
"TCFLEF",-0.439370197298215,0.0772407308950448,-0.144881569127093,-0.137330958506498,-0.133333333333333,-0.131431623931624,-0.133333333333333,5.80720092915196e-05,-0.0401071721542689,-0.0387687400318979,-0.1,0.00500751736606718,0.103380592949978,-0.0300483829895595,-0.0871454301804178,0.0348956228956229,-0.0348956228956229,0.142857142857143,0.133766233766234,0.0521474972959842,0.217366788397474,0.217366788397474,0.217366788397474,0.219075066978289,0.0460796092796093,0.120833333333333,-0.00428571428571428,0.207518023602884,-0.00672473867595819,0.127450980392157,-0.00277916044466567,0.153766233766234,0.133333333333333,0.144749908725812,0.0354861744946359,0.229430316313162,0.163443653121072,0.138049270990447,0.139784946236559,0.140833333333333,0.0384071366939486,0.138349862925335,0.246532759445242,0.16670452268629,0.147450980392157,0.137117350047311,0.120572128675292,0.26025824964132,0.258597120073214,0.31025641025641,0.272658501118519,0.319558735837806,0.323297053594815,0.326608311872961,0.238007676953785
"GSK3",0.00701352503066089,0.127577565734231,-0.143071839791859,-0.0119362418423945,-0.0147186147186147,-0.132530000497934,-0.15,0.0333192458269858,0.0332645424644508,0.0331146174269695,0.00909090909090909,0.0288067474992307,0.127701973932011,-0.0283243246160837,-0.258708532632795,0.0363035114313998,-0.0363035114313998,-0.0466666666666667,-0.0466666666666667,0.0224176854219,0.137441914187971,0.137441914187971,0.137441914187971,0.139542754524106,0.10000729120702,0.123684210526316,-0.0356862745098039,0.0533254464833412,-0.0430936819172113,0.123684210526316,-0.0390010640088039,-0.0341666666666667,0.00826700181538891,-0.0446112808488338,0.137040028908229,0.0579513537804741,-0.0330172413793103,0.132694481301292,0.0162424619380883,0.145112781954887,0.142105818381913,0.143006190974124,-0.0210084033613445,-0.0287437371058061,0.145112781954887,0.0312043041678228,0.250458960751954,-0.0119174942704354,-0.0142551566080978,-0.0510144927536232,0.0485404115060904,-0.0481573498964803,-0.047112053729233,-0.0442915409087201,-0.00885267880162944
"RKIP",-0.164986737400531,-0.00292329682354668,0.041025641025641,-0.113245901639344,-0.1,0.0912280701754386,0,-0.187241379310345,-0.142238399064553,-0.143228498074454,-0.1,-0.11831204026326,0.00113962702197996,-0.025011956001913,0.0869582348305752,0.043011956001913,-0.043011956001913,0.2,0.2,0.0873608439703911,-0.0448051948051948,-0.0448051948051948,-0.0448051948051948,-0.031984681984682,-0.038595874355368,-0.1,0.12,-0.0721288515406162,0.17,-0.1,0.172347762289068,0.185714285714286,0.1,0.10259090624163,-0.0761931051404736,0.0871823305019164,0.173214285714286,-0.0833333333333333,0.128,-0.0333333333333333,-0.0550735122651555,-0.0489203778677463,0.166666666666667,0.188365800865801,-0.0333333333333333,0.121535694073894,-0.227278298078813,0.175757575757576,0.164219114219114,0.2,0.125020796197267,0.18,0.170476190476191,0.182625723186471,0.243746031746032
"SOSGRB2",-0.112295482295482,0.0207949387597958,0.0314699792960662,-0.00961659333752357,0,0.0677018633540373,0,-0.0557271557271557,-0.025967365967366,-0.0266666666666667,0,-0.0122159090909091,0.0255175695175695,-0.0282456140350877,0.110362139029741,0.0439598997493734,-0.0439598997493734,0.3,0.2,0.00658009137324799,-0.00941619585687382,-0.00941619585687382,-0.00941619585687382,0.00212226568158772,-0.0355885588558856,-0.1,0.0142857142857143,-0.0525584795321637,0.0476190476190476,-0.1,0.0405756405756406,0.166666666666667,0,0.0834709818612982,-0.0541091860084995,0.0449296375266525,0.16140350877193,-0.0619047619047619,0.0189189189189189,-0.0285714285714286,-0.0401512510180597,-0.0372670807453416,0.154545454545455,0.17390350877193,-0.0285714285714286,0.018999457769569,-0.0659094820168646,0.16993006993007,0.165704717817394,0.135714285714286,0.0942028985507246,0.115714285714286,0.108021978021978,0.120078715610631,0.118611111111111
"SUFU",-0.11519529121426,0.12499248201858,-0.0838099323229435,-0.0640983190983191,-0.0283333333333333,-0.210647249190939,-0.15,0.0922096294510088,-0.00436005955189446,-0.00320532514080901,-0.0533333333333333,0.015660923675591,0.221695448375411,-0.0408808066926257,-0.229843418469318,0.0480025935353006,-0.0480025935353006,0.15,0.192857142857143,0.0567056442135692,0.335181644546172,0.335181644546172,0.335181644546172,0.336447467330982,0.0597414726743505,0.21,-0.103076923076923,0.0798143862355939,-0.0818648018648019,0.1,-0.0798692039190939,0.188857142857143,0.0561111111111111,-0.0214745753096657,0.208906484235071,0.0891442691623833,0.200395604395604,0.101282051282051,0.049040404040404,0.176666666666667,0.199238965053485,0.192602136408984,0.295757575757576,0.205093590972786,0.0666666666666667,0.138619189649296,0.286670581327373,0.288939393939394,0.305606060606061,0.131666666666667,0.138498415960784,0.128963963963964,0.134283112900134,0.136058260829128,0.150637958532695
"SHH",-0.075,0.107777777777778,-0.05,-0.0533333333333333,0.2,-0.2,0,0.1,0.0166666666666667,0,0.2,0,0.221505376344086,-0.05,-0.21025641025641,0.05,-0.05,0,0,0.0630651340996169,0.3,0.3,0.3,0.307692307692308,0.0285714285714286,0.1,0,0.06,-0.1,0,-0.08,0,-0.1,-0.0333333333333333,0.21,0.0833333333333333,0.1,0.1,-0.0666666666666667,0.1,0.176666666666667,0.15,0.1,0.15,0,0.117142857142857,0.276623376623377,0.2,0.266666666666667,0,0.1,-0.0333333333333333,0.0666666666666667,0.106666666666667,0.05
"FUS",-0.104029038112523,0.131377651946489,-0.101282051282051,-0.049040404040404,-0.0533333333333333,-0.176666666666667,-0.2,0.0818648018648019,-0.00320532514080901,-0.00126984126984127,0.0666666666666667,0.0168657429526995,0.207916457925206,-0.0259107468123862,-0.234213598417904,0.0537996949845759,-0.0537996949845759,0.1,0.15,0.0351499421700623,0.322517889087657,0.322517889087657,0.322517889087657,0.335181644546172,0.0852684047586596,0.15,-0.08,0.0859368352151857,-0.103076923076923,0.05,-0.0922096294510088,0.192857142857143,0.0283333333333333,-0.019987586462082,0.192602136408984,0.0760267223140017,0.188857142857143,0.0666666666666667,0.0561111111111111,0.21,0.208906484235071,0.210647249190939,0.275757575757576,0.200395604395604,0.1,0.149308025753809,0.280556812055709,0.295757575757576,0.288939393939394,0.106666666666667,0.14942625101233,0.131666666666667,0.128963963963964,0.134283112900134,0.1555330634278
"TWIST1",-0.104111295681063,0.0599469090887711,0.0950569757727653,-0.0325756873683185,-0.0222222222222222,0.0904424181019926,0.1,-0.129809305873379,-0.144265192284994,-0.143275093275093,-0.0333333333333333,-0.141025641025641,0.0552094443282901,-0.070283510527413,0.112199665758007,0.0611620392322147,-0.0611620392322147,0.1,0.1,0.00548404125011513,-0.0224437272381611,-0.0224437272381611,-0.0224437272381611,-0.0234711244984351,-0.0784730860537312,-0.0857142857142857,0.113333333333333,0.0553640836249532,0.135072463768116,-0.0857142857142857,0.133291892938056,0.0923076923076923,0.0342222222222222,0.0835841805540999,-0.0918348177157616,0.0764961282618945,0.0923076923076923,-0.0894569757727653,0.0301126331811263,-0.0968253968253968,-0.0947675376697582,-0.0956633016361291,0.0037037037037037,0.0940026075619296,-0.0968253968253968,0.0124059108782379,-0.113271884084252,-0.00142450142450142,0.00234908348115895,0.133333333333333,-0.0754377792306854,0.129885057471264,0.132385057471264,0.132612847904066,0.127215474583896
"cMet",-0.106777426160338,-0.173234571564091,-0.134848484848485,0.0302840909090909,0.05,-0.116666666666667,0.1,-0.08,0.0391115233972377,0.0409297052154195,0.1,0.0149982800137599,-0.10925292975115,-0.158730158730159,-0.113613671274962,0.0617604617604618,-0.0617604617604618,-0.2,-0.3,0.0368086900933616,0.0257142857142857,0.0257142857142857,0.0257142857142857,0.0257142857142857,0.113809523809524,0,0.1,0.173333333333333,0.1,0.1,0.0818181818181818,-0.233333333333333,-0.03,0.0894954984628898,0.123750745378652,0.0959100370340335,-0.186666666666667,0.116666666666667,-0.0209090909090909,0.05,0.131660349898426,0.137596899224806,-0.228571428571429,-0.174166666666667,0.15,-0.023378939900679,0.0685323023558318,-0.181203007518797,-0.183330667093265,0.0466666666666667,0.0524583281886653,0.0591666666666667,0.0813888888888889,0.0941548463356974,-0.0533333333333333
"cateninmemb",-0.213527787763039,0.186398926336519,-0.0709870905860339,-0.105936203539074,-0.0666666666666667,-0.0924173754436051,-0.0333333333333333,0.0715066982744363,-0.0168458434221146,-0.0146666666666667,-0.1,0.00591403858675868,0.0901176332355341,-0.0684013127051102,-0.134327973361621,0.0641547205063118,-0.0641547205063118,0.1,0.16,0.0744965730974131,0.187575414781297,0.187575414781297,0.187575414781297,0.186178766736604,0.0492857636593614,0.0980392156862745,-0.0854545454545454,0.117445377878765,-0.0560427807486631,0.0980392156862745,-0.0569968943528677,0.164761904761905,0.104166666666667,0.112145551531026,0.0884864641869047,0.13060348206667,0.175873015873016,0.0929870905860339,0.0901881720430108,0.0585043319653443,0.0765350169413398,0.0706782450088226,0.182488038277512,0.178470418470419,0.0585043319653443,0.0647596775774792,0.14850125117557,0.171147832091945,0.187132962203469,0.0790909090909091,0.0906962670853568,0.0777575757575758,0.0850746489283075,0.084893817101906,0.132158225753062
"AXIN2",-0.201406189438976,0.0497282096759037,-0.141601882253257,-0.129417672491443,-0.123076923076923,-0.136570435712376,-0.133333333333333,-0.00223387280601778,-0.0228778467908903,-0.0220841959972395,-0.1,-0.0118178305805081,0.143171891529503,-0.0798667995580589,-0.132284075573549,0.0865901813798841,-0.0865901813798841,0.133333333333333,0.144444444444444,0.105500867422668,0.177261548498573,0.177261548498573,0.177261548498573,0.179623753222982,-0.0164266352206074,0.126666666666667,0,0.151280475796605,-0.0024390243902439,0.126666666666667,0.00154421763360399,0.157487922705314,0.123076923076923,0.125101244129284,0.140247197262814,0.154487802542338,0.164734299516908,0.136570435712376,0.128434065934066,0.138294573643411,0.142365658136139,0.141302296911115,0.145263157894737,0.168067632850242,0.138294573643411,0.136983457200849,0.141067865628098,0.154191729323308,0.15554308067466,0.142916666666667,0.148791742652459,0.14908950617284,0.152629329181689,0.155269593208092,0.136060747729752
"TGF",-0.400605590062112,-0.13066048542322,-0.110053908355795,-0.202614942528736,-0.153333333333333,-0.0966666666666667,0,-0.252882205513784,-0.191808406647116,-0.186969696969697,-0.133333333333333,-0.15364281108962,-0.0799962686463648,-0.0960844139333842,0.0578324480477122,0.0906298684788387,-0.0906298684788387,0.2,0.233333333333333,0.130200464777822,0.214880952380952,0.214880952380952,0.214880952380952,0.22202380952381,0.0696649029982363,0.1,0.233333333333333,0.156709956709957,0.247619047619048,0.1,0.272882205513784,0.258333333333333,0.186666666666667,0.165298542453715,0.10153260509765,0.30124284806103,0.286904761904762,0.115714285714286,0.190114942528736,0.0666666666666667,0.0986617917005206,0.0910062893081761,0.273333333333333,0.297431077694236,0.0857142857142857,0.194207167403044,0.0830915002384743,0.283333333333333,0.300574712643678,0.42,0.291666666666667,0.442222222222222,0.466031746031746,0.374960317460317,0.460526315789474
"TGFR",-0.407155808402723,-0.128616192407887,-0.121021650291279,-0.204309857782973,-0.186666666666667,-0.0910062893081761,-0.1,-0.272882205513784,-0.195722997394447,-0.191808406647116,-0.153333333333333,-0.155135348403052,-0.083229524997404,-0.0889415567905271,0.0531869712750961,0.0955355288561972,-0.0955355288561972,0.233333333333333,0.258333333333333,0.123487501814859,0.22202380952381,0.22202380952381,0.22202380952381,0.226702172096909,0.0821112549295668,0.0666666666666667,0.247619047619048,0.166709956709957,0.252882205513784,0.0857142857142857,0.270142479486387,0.286904761904762,0.190114942528736,0.169697369433187,0.0986617917005206,0.303307744816192,0.297431077694236,0.110053908355795,0.202614942528736,0.0966666666666667,0.103710507378111,0.10153260509765,0.283333333333333,0.30905898467098,0.115714285714286,0.202178181895797,0.0828898873352485,0.300574712643678,0.3056106838667,0.442222222222222,0.30341043890866,0.466031746031746,0.374960317460317,0.381343296183722,0.481513970110461
"cateninnuc",-0.398631663418549,0.154965558571323,-0.240412798438409,-0.240316027258294,-0.228888888888889,-0.223651227999054,-0.23030303030303,0.0556066602021473,-0.0344428380472037,-0.0332150072150072,-0.188888888888889,0.0075571484721385,0.236281994859921,-0.0690224168871856,-0.276329671408812,0.098846550376748,-0.098846550376748,0.3,0.325,0.0815916188671108,0.388490248490248,0.388490248490248,0.388490248490248,0.393204053204053,0.0884864641869047,0.207226107226107,-0.0615942028985507,0.297969083852459,-0.0695307108350587,0.207226107226107,-0.0611112473581106,0.346212121212121,0.227249544626594,0.172960948724115,0.230688284793392,0.302484168794296,0.356212121212121,0.224602521758567,0.244019730961998,0.237781662781663,0.13894567225542,0.239127418475245,0.375768989328311,0.366368371212121,0.238732956541176,0.221870996848105,0.295265782767609,0.394373640491102,0.394373640491102,0.193714285714286,0.290414182750709,0.204483516483517,0.208506504989264,0.214401701495814,0.238783715777021
"Destcompl",-0.3535184297408,0.0754134227087281,-0.28773580880593,-0.19469487800615,-0.177011494252874,-0.285974076129464,-0.261111111111111,-0.00205892468187551,-0.0446073517126149,-0.0426190476190476,-0.166666666666667,-0.020499671268902,0.283677212016765,-0.114865991056872,-0.282235009685721,0.125576332907508,-0.125576332907508,0.233333333333333,0.261904761904762,0.166827168158356,0.333027148453581,0.333027148453581,0.333027148453581,0.336009880007741,0.140247197262814,0.275396825396825,-0.00564102564102564,0.30944963806863,0.000419580419580423,0.275396825396825,0.00459057025149576,0.279296066252588,0.185582922824302,0.186471170197826,0.289833205141936,0.324622303774665,0.289205976162498,0.286437107507228,0.190246135259535,0.279506414437921,0.289680221970084,0.287093479114538,0.277955346650999,0.295917385558471,0.279506414437921,0.272148509018684,0.206765603635175,0.285564042303173,0.292177268756079,0.227142857142857,0.30640290180289,0.236108374384236,0.242424163857921,0.24587243971999,0.209040902121717
