"","GSK3","Destcompl","RAS","RKIP","RAF","PI3K","DELTA","SNAI2","AXIN2","cateninnuc","TCFLEF","SUFU","LIV1","CD44","Wnt","SRC","GLI","Frizzled","NOTCH","SMAD","ILK","STAT","SOSGRB2","DSH","EGR1","Csn","cfos","ERK","NFB","IKK","AKT","cateninmemb","TGF","PAK1","TGFR","FOXC2","CDC42","ZEB2","ZEB1","MEK","Ecadherin","Jagged","NOTCHic","KLF4","Csl","SMO","Patched","HEY1","TWIST1","SHH","TrCP","FUS","cMet","SNAI1","miR200"
"TCFLEF",0.334699554456215,0.46837495161325,0.320725390400881,0.164154383064701,0.307453379888398,0.307453379888398,0.307453379888398,-0.11359923487214,0.573255677655678,0.140450949880049,0.133749918952214,0.05,0.133333333333333,0.226991614255765,0.21062091503268,0.208333333333333,0.21869544919417,0.199509803921569,0.00157702710503752,-0.0594160434401956,-0.0561655654287233,0.183333333333333,-0.00452633195148166,0.174509803921569,-0.124285714285714,-0.17012987012987,-0.141358885017422,-0.148025551684088,-0.19812987012987,-0.227162128194386,-0.239118649933517,-0.124651830525684,0.259401462741364,0.205128205128205,0.250792191218186,0.24873784873477,0.233035181872391,-0.000166002126528444,-0.000166002126528444,0.145984735357558,0.00729087882268495,0.213775463653852,0.0027419097720389,0.00301916221033868,0.0125458313406663,-0.0757142857142857,-0.0853917050691244,0.0469207980461192,0.0027180928648352,-0.0884591897317011,0.142857142857143,-0.0566666666666667,-0.219444444444444,-0.283502418084008,-0.198796310784263
"SRC",-0.488484848484848,-0.359410336040771,-0.293012098456404,-0.410068426197458,-0.276345431789737,-0.276345431789737,-0.276345431789737,-0.297004790681182,-0.281078668876705,-0.261230223794151,-0.252952818872451,0.0333333333333333,0,-0.243196721311475,-0.235,-0.225,-0.243196721311475,-0.225,0.095,0.076434329065908,0.0719298245614035,-0.1,-0.194285714285714,-0.2,-0.166666666666667,-0.05,-0.157575757575758,-0.146464646464646,0.0166666666666667,0.0551282051282051,0.0829059829059829,-0.0318133512947164,-0.174931457431457,-0.111111111111111,-0.16765873015873,-0.152885154061625,-0.148611111111111,0.0101153039832285,0.0101153039832285,0.144577854011816,0.182686670627847,-0.13477946365561,-0.105714285714286,0.11156330749354,-0.12,-0.0133333333333333,-0.00962962962962963,-0.0904832836809003,0.141983074396867,-0.00668845315904139,0.1,-0.0333333333333333,0.235,0.335771692365174,0.223431415605329
"Jagged",0.179693486590038,0.22634749034749,0.178181818181818,0.123076923076923,0.16,0.16,0.16,0.284338863750628,0.191428571428571,0.138255078255078,0.137156177156177,0,0,0.152307692307692,0.16,0.1,0.152307692307692,0.1,-0.16,-0.0285714285714286,-0.0333333333333333,0,0.04,0,0.1,0,0,0.02,0,-0.0333333333333333,-0.0666666666666667,0.0216681909639656,0.0773333333333333,0,0.0333333333333333,0.0542857142857143,0,0.0123188405797101,0.0123188405797101,0.0466666666666667,-0.060140350877193,0.0825108225108225,0.16,0.0166666666666667,0.1,0.0333333333333333,0.00833333333333333,0.133333333333333,-0.02,-0.0147435897435897,0,0,-0.16,-0.141666666666667,-0.0939393939393939
"NOTCHic",0.200767866755328,0.247830356391104,0.18800547778059,0.165233309672358,0.179631093544137,0.179631093544137,0.179631093544137,0.291080389129428,0.189541778975741,0.152880409303528,0.146010180295895,-0.0333333333333333,0.1,0.138255078255078,0.137156177156177,0.152307692307692,0.138231445973381,0.152307692307692,-0.0242614601018676,-0.0402740664611168,-0.0352380952380952,0.16,0.063444976076555,0.16,0.02,-0.0333333333333333,-0.0466666666666667,-0.0466666666666667,-0.0666666666666667,-0.1,-0.106976744186046,0.022630352322461,0.0755046914594891,0.0333333333333333,0.0837849462365591,0.0580381830151415,0.0773333333333333,0.0160225442834139,0.0160225442834139,0.0380952380952381,-0.0685827754190099,0.0747109696778571,0.0374193548387097,0.0158902691511387,0.16,-0.0147435897435897,-0.0147435897435897,0.139754738015608,-0.0485683829016096,-0.00506617038875104,0,0.00833333333333333,-0.137156177156177,-0.1550814000814,-0.115128493856818
"Csl",0.208868014030733,0.255082032198539,0.196093713074708,0.167537457137796,0.18800547778059,0.18800547778059,0.18800547778059,0.297120657585804,0.194426097741808,0.156596818680315,0.152880409303528,-0.00833333333333333,0.16,0.146010180295895,0.138231445973381,0.137156177156177,0.146295962102414,0.137156177156177,-0.0260796419200494,-0.0413851775722279,-0.0402740664611168,0.152307692307692,0.0707620492472867,0.152307692307692,-0.0466666666666667,-0.0666666666666667,-0.0466666666666667,-0.0380952380952381,-0.1,-0.106976744186046,-0.110852713178295,0.0201838691420329,0.0757314488291036,0.0773333333333333,0.0755046914594891,0.0580381830151415,0.0837849462365591,0.0165750304712592,0.0165750304712592,0.0413561076604555,-0.0680013800701727,0.0814818030111904,0.0242614601018676,0.0216045548654244,0.0374193548387097,-0.0147435897435897,-0.00506617038875104,0.1443299014143,-0.0447309111183139,-0.00247996349219931,0.0333333333333333,-0.0147435897435897,-0.138255078255078,-0.156662427749384,-0.114039169238081
"PI3K",-0.55460557960558,-0.590854172549758,-0.481431062088596,-0.299466709760827,-0.460883116883117,-0.460883116883117,-0.460883116883117,-0.307692445231167,-0.327523809523809,-0.310008134102369,-0.299080299050822,0,-0.1,-0.290605722779636,-0.285990338164251,-0.255555555555556,-0.290605722779636,-0.255555555555556,-0.110918114143921,0.0252565026010404,0.0212565026010404,-0.2,-0.0423076923076923,-0.2,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0509803921568627,0.1,0.117647058823529,0.145852187028658,0.0633725165597325,-0.210736967957915,-0.125,-0.190411764705882,-0.183993031358885,-0.154411764705882,0.018186945161238,0.018186945161238,-0.0526197364191578,0.120555945763658,-0.132631578947368,0.107692307692308,0.0116228070175439,0.1,0.0333333333333333,0.0487179487179487,-0.0138297514546127,0.0809546436773807,0.057051282051282,0,0,0.285990338164251,0.343389694041868,0.224733489077751
"RAF",-0.2123719464145,-0.289000129668592,-0.212237762237762,-0.225420168067227,-0.204545454545455,-0.204545454545455,-0.204545454545455,-0.347250101999184,-0.019971870604782,-0.0244355350020276,-0.0241810820758189,0.1,0,-0.0234817813765182,-0.02,0,-0.0276923076923077,0,-0.00726495726495726,0.0961857674856061,0.0971758664955071,0,-0.0928253968253968,0,-0.07,0.2,-0.07,-0.066551724137931,0.214285714285714,0.214285714285714,0.211255411255411,0.103906932142226,-0.0379706275033378,-0.0333333333333333,-0.0314285714285714,-0.0346448570586502,-0.0266666666666667,0.0221252989000478,0.0221252989000478,0.0686793837123991,-0.0915893494157766,-0.110639501980758,0.0111111111111111,0.0181252989000478,0.0111111111111111,-0.1,-0.096,-0.0992644212156407,0.112400475341652,-0.0910819672131147,-0.2,-0.1,0.0157894736842105,0.207200538970675,0.0541983743914415
"cfos",0.17273538961039,0.218980958620618,0.167601891705192,0.143193473193473,0.163943355119826,0.163943355119826,0.163943355119826,0.284363130786489,0.171789819376026,0.140894657033271,0.135709471848086,-0.0333333333333333,0.1,0.128778778778779,0.131481481481481,0.15,0.128849902534113,0.15,-0.0207692307692308,-0.0355009387267452,-0.0322751322751323,0.15,0.0611111111111111,0.15,0.12,-0.0333333333333333,-0.04,-0.0443478260869565,-0.0583333333333333,-0.0833333333333333,-0.0885964912280702,0.0514527315354612,0.048332060096766,0.0142857142857143,0.0574229691876751,0.0349402199904352,0.0476190476190476,0.023469387755102,0.023469387755102,0.0358732498157701,-0.0770155980874033,0.0575,0.0346153846153846,0.0254285714285714,0.05,0.00238095238095238,-0.000844854070660522,0.0358820589705147,-0.0623549783549784,0.00779712123798145,0,0.019047619047619,-0.131481481481481,-0.129090909090909,-0.0990747814277226
"MEK",-0.216548850591404,-0.29234741000332,-0.214459984459984,-0.228051747014595,-0.212237762237762,-0.212237762237762,-0.212237762237762,-0.347250101999184,-0.0235754742083856,-0.0242496613960796,-0.0244355350020276,0.1,0,-0.0241810820758189,-0.0276923076923077,-0.0157894736842105,-0.0283916083916084,-0.02,-0.00507517624305945,0.096554771175643,0.0961857674856061,0,-0.0906031746031746,0,-0.07,0.214285714285714,-0.066551724137931,-0.0686793837123991,0.214285714285714,0.211255411255411,0.214784823020117,0.105858151654421,-0.0430801165544327,-0.0266666666666667,-0.0379706275033378,-0.0391493615631547,-0.0314285714285714,0.0237126004873494,0.0237126004873494,-0.0329872829542675,-0.0914072000532993,-0.110639501980758,0.00726495726495726,0.0220468675274988,0.0111111111111111,-0.096,-0.0910819672131147,-0.0974462393974589,0.113499376440553,-0.0878139933569056,-0.2,-0.1,0.0234817813765182,0.211687718457855,0.0582231421932991
"TrCP",0.177826298701299,0.223492236816107,0.173056437159737,0.142640987005628,0.167601891705192,0.167601891705192,0.167601891705192,0.289064758272926,0.174934473464077,0.142963622550512,0.140894657033271,-0.019047619047619,0.15,0.135709471848086,0.128849902534113,0.131481481481481,0.136166975704845,0.131481481481481,-0.0218681318681319,-0.0367912613073903,-0.0355009387267452,0.15,0.07002200220022,0.15,-0.04,-0.0583333333333333,-0.0443478260869565,-0.0358732498157701,-0.0833333333333333,-0.0885964912280702,-0.0885964912280702,0.0494380795208092,0.0461462677470392,0.0476190476190476,0.048332060096766,0.0328712544731938,0.0574229691876751,0.0244340179801824,0.0244340179801824,0.0358732498157701,-0.0770848022396524,0.063021472392638,0.0207692307692308,0.0270679156908665,0.0346153846153846,-0.000844854070660522,0.00779712123798145,0.038823235441103,-0.0580071522680218,0.0107971212379815,0.0333333333333333,0.00238095238095238,-0.128778778778779,-0.128852245606422,-0.0990747814277226
"EGR1",0.177826298701299,0.223492236816107,0.173056437159737,0.142640987005628,0.167601891705192,0.167601891705192,0.167601891705192,0.289064758272926,0.174934473464077,0.142963622550512,0.140894657033271,-0.019047619047619,0.15,0.135709471848086,0.128849902534113,0.131481481481481,0.136166975704845,0.131481481481481,-0.0218681318681319,-0.0367912613073903,-0.0355009387267452,0.15,0.07002200220022,0.15,-0.04,-0.0583333333333333,-0.0443478260869565,-0.0358732498157701,-0.0833333333333333,-0.0885964912280702,-0.0885964912280702,0.0494380795208092,0.0461462677470392,0.0476190476190476,0.048332060096766,0.0328712544731938,0.0574229691876751,0.0244340179801824,0.0244340179801824,0.0358732498157701,-0.0770848022396524,0.063021472392638,0.0207692307692308,0.0270679156908665,0.0346153846153846,-0.000844854070660522,0.00779712123798145,0.038823235441103,-0.0580071522680218,0.0107971212379815,0.0333333333333333,0.00238095238095238,-0.128778778778779,-0.128852245606422,-0.0990747814277226
"TGF",-0.327956388034666,-0.155247117785583,-0.130952380952381,-0.265800865800866,-0.123809523809524,-0.123809523809524,-0.123809523809524,-0.256966247057794,-0.0526014109347443,-0.0553939093015558,-0.0501307514068189,-0.0666666666666667,0,-0.0514465408805031,-0.0342857142857143,-0.0333333333333333,-0.0323989218328841,-0.0142857142857143,0.0164367816091954,-0.0298924731182796,-0.0266666666666667,0,-0.134210526315789,0,-0.133333333333333,-0.166666666666667,-0.119047619047619,-0.113784461152882,-0.116666666666667,-0.0880952380952381,-0.0670426065162907,0.000579864838996949,-0.0309126984126984,0.08,0.0815873015873016,-0.0269409937888199,0.0911111111111111,0.0337905369484317,0.0337905369484317,0.0982289055973267,0.0255335136848035,0.0188880706921944,-0.0233333333333333,0.0374269005847953,-0.0133333333333333,0.03,0.033448275862069,0.0372662798194713,0.220740740740741,0.039698275862069,0.2,0.0466666666666667,0.0533333333333333,0.257781309599491,0.188482972965732
"SMAD",0.199907018628823,0.102594223349299,0.186504279257095,0.117565441129564,0.183214805572884,0.183214805572884,0.183214805572884,0.196456999474651,0.0324618606772561,0.0342411451565431,0.0335319252983871,0.0666666666666667,0.02,0.031496647143706,0.00680708180708181,0.0287301587301587,0.0118430530301034,0.00873015873015873,0.113284072249589,-0.030782185850679,0.0701701951017019,0.0342857142857143,0.0856403430937592,0.0142857142857143,-0.0285714285714286,0.0388888888888889,-0.0382488479262673,-0.0335976851355696,0.0246031746031746,0.0147992530345472,0.0161325863678805,-0.0100334847862354,0.0224688915616605,0.0142857142857143,0.0224688915616605,0.0200902932032263,0.0241448692152917,0.03607922475847,0.03607922475847,0.0326361466740311,-0.00754445125678357,-0.0654768887026951,-0.110903119868637,0.0368691281214033,-0.102857142857143,-0.0716666666666667,-0.0725840978593272,-0.103238809136553,-0.106485051058465,-0.0714688562236395,-0.05,-0.0666666666666667,-0.0267693744164332,-0.115640336366143,-0.0992446296959632
"TGFR",-0.333579859917306,-0.162706795204938,-0.133291562238931,-0.275800865800866,-0.130952380952381,-0.130952380952381,-0.130952380952381,-0.260901432242979,-0.0538889645828129,-0.0592025895495629,-0.0553939093015558,-0.0466666666666667,0,-0.0501307514068189,-0.0323989218328841,-0.0533333333333333,-0.0317537605425615,-0.0342857142857143,0.0085231125444472,-0.0288248574599166,-0.0298924731182796,-0.0333333333333333,-0.132975958414555,-0.0142857142857143,-0.119047619047619,-0.116666666666667,-0.113784461152882,-0.0982289055973267,-0.0880952380952381,-0.0670426065162907,-0.0554146995395466,0.00288933366116785,-0.0330403579871665,0.0911111111111111,-0.0309126984126984,-0.0299977623477718,0.0815873015873016,0.0364320463823939,0.0364320463823939,0.0995987686110253,0.0251927981822482,0.0210619837356727,-0.0164367816091954,0.0338554720133667,-0.0233333333333333,0.033448275862069,0.039698275862069,0.0417438917597698,0.225367075260314,0.0413931911163063,0.166666666666667,0.03,0.0514465408805031,0.261616117859078,0.190535758889485
"SOSGRB2",-0.3898708958176,-0.358070900017209,-0.259300304215558,-0.245833333333333,-0.245197740112994,-0.245197740112994,-0.245197740112994,-0.402564492930229,-0.0466927942794279,-0.0606737268810067,-0.0593352947586357,0.2,0,-0.0519668737060041,-0.0392857142857143,-0.0142857142857143,-0.0552277432712215,-0.0142857142857143,0.0741357234314981,0.199300699300699,0.2,0,-0.194444444444444,0,-0.180952380952381,0.2,-0.16984126984127,-0.167138567138567,0.233333333333333,0.23859649122807,0.246929824561404,0.112809172809173,-0.0512080118463097,-0.0357142857142857,-0.0434065934065934,-0.0466544566544567,-0.0357142857142857,0.0393734335839599,0.0393734335839599,0.167138567138567,-0.0837733169492939,-0.223713261770213,-0.0727272727272727,0.0350877192982456,-0.0727272727272727,-0.2,-0.197297297297297,-0.202840909090909,0.11663768115942,-0.190320553111251,-0.1,-0.2,0.0360248447204969,0.188492537313433,0.0843914768283761
"GLI",0.25129901109954,0.235711389176987,0.259804675519622,0.0936182652170736,0.255250220074078,0.255250220074078,0.255250220074078,0.27571655526555,0.181770833333333,0.151529569742224,0.149437519533019,0.0476190476190476,0.15,0.143918039013538,0.209146110056926,0.140322580645161,0.11552908878033,0.210322580645161,-0.0208996463306808,-0.0542723416122245,-0.0531912605311434,0.15,0.0459782400490365,0.22,-0.154285714285714,-0.116666666666667,-0.154285714285714,-0.147792207792208,-0.132456140350877,-0.130415324024347,-0.130415324024347,0.0470758884007448,0.114242093714519,0.111666666666667,0.115418564302754,0.00968792999656003,0.118563218390805,0.0494489674005803,0.0494489674005803,0.147239721604362,-0.0811259596918117,0.0935282754632089,0.0208996463306808,0.0533058773058773,0.0283996463306808,-0.0653822055137845,-0.0613005728607232,0.0577125242235599,-0.0400207573976674,-0.0600660049594887,0.0833333333333333,-0.0601190476190476,-0.137883556254917,-0.0982499769733812,-0.0734334705542136
"Patched",-0.275457875457875,-0.341938061938062,-0.220192307692308,-0.0485714285714286,-0.207692307692308,-0.207692307692308,-0.207692307692308,-0.172107279693487,-0.247619047619048,-0.122891046386192,-0.104444444444444,0,-0.1,-0.0933333333333333,0,-0.1,0,0,-0.0424242424242424,-0.04,-0.05,-0.1,0.116666666666667,0,0.1,0,0.1,0.04,0.1,0.1,0.0857142857142857,0.135322580645161,-0.00833333333333333,0.1,0,-0.11,0,0.05,0.05,-0.0476923076923077,-0.0482011866235167,-0.0694179894179894,0.0333333333333333,0.0666666666666667,0,0.133333333333333,0.0533333333333333,0.0435897435897436,-0.00648148148148148,0.0408333333333333,0,0.1,0.1,0.093010752688172,-0.0166666666666667
"CD44",0.081547619047619,0.0709811197206155,0.0571428571428571,0.00888888888888889,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.149361749361749,-0.18,-0.145074537865236,-0.14968992248062,-0.1,0.1,-0.156666666666667,-0.15,0,-0.156666666666667,-0.1,0.0300751879699248,-0.0868480725623583,-0.0888888888888889,0.1,-0.0333333333333333,0,0,-0.1,-0.025,-0.005,-0.2,-0.2,-0.193333333333333,-0.104249084249084,-0.0758333333333333,-0.0666666666666667,-0.0591666666666667,-0.0658333333333333,-0.0466666666666667,0.053968253968254,0.053968253968254,0.005,0.176537835197047,0.0538927738927739,-0.0142857142857143,0.134920634920635,0,0.1,0.1,0.0941520467836257,0.0464468864468865,0.109090909090909,0,0.1,0.05,0.0699096225412015,0.0953227931488801
"SMO",-0.293904477399623,-0.358217131705504,-0.23647137745975,-0.0652380952380952,-0.220192307692308,-0.220192307692308,-0.220192307692308,-0.187345374931582,-0.254515599343186,-0.132665482476418,-0.122891046386192,-0.1,-0.1,-0.104444444444444,0,-0.1,-0.0111111111111111,0,-0.0424242424242424,-0.0352380952380952,-0.04,-0.1,0.100877192982456,0,0.1,0.1,0.04,0.0476923076923077,0.1,0.0857142857142857,0.0977142857142857,0.142118697150016,-0.00563063063063063,0,-0.00833333333333333,-0.106551724137931,0,0.0550847457627119,0.0550847457627119,-0.0446620046620047,-0.0522602272139226,-0.0801322751322751,0.0424242424242424,0.0416666666666667,0.0333333333333333,0.0533333333333333,0.0408333333333333,0.0388278388278388,-0.00942265795206972,0.0352777777777778,0,0.133333333333333,0.0933333333333333,0.093010752688172,-0.0280590717299578
"FUS",-0.306279059339422,-0.371501803238351,-0.254375307590754,-0.0642071674030437,-0.23647137745975,-0.23647137745975,-0.23647137745975,-0.197219701682031,-0.2688013136289,-0.135111134650331,-0.132665482476418,-0.133333333333333,-0.1,-0.122891046386192,-0.0111111111111111,-0.0933333333333333,-0.0284188034188034,0,-0.0401515151515151,-0.0345929339477727,-0.0352380952380952,-0.1,0.0970310391363023,0,0.04,0.1,0.0476923076923077,0.0446620046620047,0.0857142857142857,0.0977142857142857,0.109252747252747,0.149008827503833,-0.00882211999233276,0,-0.00563063063063063,-0.107867513611615,-0.00833333333333333,0.0606062181553499,0.0606062181553499,-0.045811429949361,-0.0549999532413199,-0.0933852871804679,0.0424242424242424,0.0465846994535519,0.0424242424242424,0.0408333333333333,0.0352777777777778,0.03737856346552,-0.0193703019311273,0.0362878787878788,-0.1,0.0533333333333333,0.104444444444444,0.100557922499493,-0.0250887747002548
"SHH",-0.256410256410256,-0.325454545454545,-0.207692307692308,-0.02,-0.2,-0.2,-0.2,-0.16544061302682,-0.247619047619048,-0.104444444444444,-0.0933333333333333,0,0,-0.1,0,-0.1,0,0,-0.0333333333333333,-0.05,-0.0666666666666667,-0.1,0.15,0,0,0,0.1,0.1,0,0.1,0.1,0.143655913978495,0,0.2,0,-0.1,0.1,0.075,0.075,-0.04,-0.0530555555555556,-0.0657142857142857,0,0.1,-0.1,0.1,0.133333333333333,0.0666666666666667,-0.025,0.0533333333333333,0,0,0.1,0.0833333333333333,-0.0166666666666667
"RAS",-0.536576227390181,-0.498471092075743,-0.49551282051282,-0.329314465408805,-0.366666666666667,-0.366666666666667,-0.366666666666667,-0.434027399344579,-0.238787878787879,-0.226567576980487,-0.223451429671705,0.1,0,-0.21883604505632,-0.191176470588235,-0.15,-0.220343137254902,-0.15,-0.00337636544190665,0.106369820655535,0.104329004329004,-0.1,-0.10995670995671,-0.1,-0.08,0.1,-0.08,-0.0747368421052632,0.133333333333333,0.166666666666667,0.177777777777778,0.0580753735309263,-0.154536983110076,-0.1,-0.131764705882353,-0.136825396825397,-0.12,0.0979307805596465,0.0979307805596465,0.0688544891640867,0.0268748729179858,-0.183729548590578,0.00526315789473684,0.0907142857142857,0,-0.1,-0.088,-0.100197628458498,0.142334969994544,-0.076135593220339,0,-0.1,0.191176470588235,0.317020648967552,0.194246153846154
"KLF4",-0.336394483964754,-0.371522738168455,-0.303612368024133,-0.235961657390229,-0.287435897435897,-0.287435897435897,-0.287435897435897,-0.242892776406846,-0.270031174338307,-0.227286713829889,-0.222429926781322,-0.2,-0.166666666666667,-0.210724241162592,-0.19594163246694,-0.184313725490196,-0.209734735915216,-0.184313725490196,0.0330794652986731,0.0533333333333333,0.0533333333333333,-0.166666666666667,0.0223270440251572,-0.166666666666667,0.08,0.2,0.0709090909090909,0.0885561497326203,0.22,0.243809523809524,0.26973544973545,0.111734476002769,-0.206226164079823,-0.190909090909091,-0.198909090909091,-0.211254509197643,-0.186909090909091,0.101759545923633,0.101759545923633,-0.0937107889078781,-0.0073269622081634,-0.212501930852755,-0.0361722488038278,0.0703703703703704,-0.0309090909090909,0.15,0.15,-0.0550496562261268,-0.116605664488017,0.155376344086021,-0.1,0.166666666666667,0.19594163246694,0.256345104479465,0.218127798127798
"FOXC2",-0.336394483964754,-0.371522738168455,-0.303612368024133,-0.235961657390229,-0.287435897435897,-0.287435897435897,-0.287435897435897,-0.242892776406846,-0.270031174338307,-0.227286713829889,-0.222429926781322,-0.2,-0.166666666666667,-0.210724241162592,-0.19594163246694,-0.184313725490196,-0.209734735915216,-0.184313725490196,0.0330794652986731,0.0533333333333333,0.0533333333333333,-0.166666666666667,0.0223270440251572,-0.166666666666667,0.08,0.2,0.0709090909090909,0.0885561497326203,0.22,0.243809523809524,0.26973544973545,0.111734476002769,-0.206226164079823,-0.190909090909091,-0.198909090909091,-0.211254509197643,-0.186909090909091,0.101759545923633,0.101759545923633,-0.0937107889078781,-0.0073269622081634,-0.212501930852755,-0.0361722488038278,0.0703703703703704,-0.0309090909090909,0.15,0.15,-0.0550496562261268,-0.116605664488017,0.155376344086021,-0.1,0.166666666666667,0.19594163246694,0.256345104479465,0.218127798127798
"Ecadherin",-0.348315013766079,-0.383079122138633,-0.315902870817429,-0.242328698588731,-0.303612368024133,-0.303612368024133,-0.303612368024133,-0.248130584955913,-0.282608493925936,-0.230367946322887,-0.227286713829889,-0.166666666666667,-0.166666666666667,-0.222429926781322,-0.209734735915216,-0.19594163246694,-0.221068069248549,-0.19594163246694,0.0319642236629854,0.0540597255851493,0.0533333333333333,-0.184313725490196,0.0236428334988414,-0.184313725490196,0.0709090909090909,0.22,0.0885561497326203,0.0937107889078781,0.243809523809524,0.26973544973545,0.282722462722463,0.115452424720717,-0.215086923573494,-0.186909090909091,-0.206226164079823,-0.218805996611831,-0.198909090909091,0.104603147819367,0.104603147819367,-0.0964558869470938,-0.10742433319161,-0.220511084170833,-0.0330794652986731,0.0792311298640413,-0.0361722488038278,0.15,0.155376344086021,-0.0543785152865295,-0.119026521098818,0.161675556684447,-0.2,0.15,0.210724241162592,0.267737509542756,0.227625004831709
"TWIST1",-0.212314081718132,-0.208727773636404,-0.0864551764710326,-0.255667612189351,-0.0802907929093887,-0.0802907929093887,-0.0802907929093887,-0.385385108652161,-0.151269966592547,-0.108941160591619,-0.108308613150561,-0.233333333333333,-0.1,-0.104480129230193,-0.0965329991645781,-0.0912698412698413,-0.102932999164578,-0.0912698412698413,-0.020196204913186,-0.0293824427487794,-0.0277322777322777,-0.0857142857142857,0.0358074673864148,-0.0857142857142857,-0.153333333333333,-0.05,-0.15768115942029,-0.147154843630816,-0.0423076923076923,-0.028021978021978,-0.016157571242317,-0.0126415793087305,-0.0161402107240023,-0.0218181818181818,-0.0127233542319749,-0.0241732105104198,-0.0114733542319749,0.125184833956764,0.125184833956764,0.14367225656614,-0.0186606385108103,-0.0173545721683184,0.0211396011396011,0.114123410464874,0.0237037037037037,0.18,0.175890410958904,0.0343887750667412,-0.0278174149140968,0.179338686820973,0.1,0.2,0.0976528199932455,0.253141258225201,0.234175313559026
"SNAI2",-0.377036617962689,-0.413639019540819,-0.351080068125487,-0.27524358974359,-0.332358606938272,-0.332358606938272,-0.332358606938272,0.0795537101093885,-0.325192647142559,-0.290372469081216,-0.282608493925936,-0.2,-0.22,-0.270031174338307,-0.256052679714652,-0.243376623376623,-0.269421663671871,-0.243376623376623,0.0881920710868079,0.0665774551615916,0.0641851106639839,-0.229090909090909,0.0537525354969574,-0.229090909090909,0.1,0.2,0.0941176470588235,0.103921568627451,0.25,0.281034482758621,0.308745326132115,-0.00378954362348782,-0.258742337514716,-0.229411764705882,-0.250046685340803,-0.260692833354272,-0.238935574229692,0.138917348437172,0.138917348437172,-0.110678325384208,0.194880979537941,-0.274017616028125,-0.0907894736842105,0.107115384615385,-0.0925438596491228,0.214117647058824,0.212076830732293,-0.0716546112115732,-0.154527098323691,0.214893732140744,-0.1,0.22,0.256052679714652,0.300564954796114,0.260052005423497
