"","GSK3","ZEB1","miR200","ZEB2","Destcompl","cateninnuc","DSH","RKIP","cfos","TGFR","SUFU","EGR1","Patched","MEK","ERK","HEY1","ILK","TWIST1","SMAD","RAS","SNAI2","RAF","PI3K","SOSGRB2","KLF4","TrCP","DELTA","Csn","IKK","FOXC2","AKT","SHH","FUS","SMO","NFB","TGF","CDC42","PAK1","NOTCHic","NOTCH","Jagged","LIV1","Csl","SNAI1","Frizzled","GLI","Wnt","cateninmemb","SRC","STAT","CD44","cMet","TCFLEF","Ecadherin","AXIN2"
"IKK",-0.000659340659340659,0.0391228070175439,0.0417948717948718,-2.50626566416029e-05,-0.102564232403732,0.0723933457660126,0.05,-0.097632058287796,-0.0214285714285714,0.154545454545455,-0.1,0.05,-0.0814814814814815,-0.0205396825396825,-0.00942857142857143,-0.0888544891640867,-0.0826388888888889,-0.0422549019607843,-0.0836289878987899,0.0172166696488672,-0.223227236099919,0.024258923169994,0.024258923169994,0.140756302521008,-0.00732600732600733,0,-0.024258923169994,0.1,0.0261904761904762,-0.143751803751804,0.0342985842985843,0.0883780332056194,0.08,0.1,0.142857142857143,-0.148945454545455,-0.15,-0.15,-0.0783549783549784,-0.0640692640692641,0.00275070290534208,-0.1,-0.0545454545454545,0.0825204975968335,-0.0833333333333333,-0.0741025641025641,-0.0602564102564102,-0.109901290515816,-0.0833333333333333,-0.05,-0.0741025641025641,-0.0602564102564102,-0.0690178183398522,-0.154336282287462,-0.089047619047619
"TGFR",0.0888961191201872,0.0595669924058163,0.0412559431052201,0.00747720720001709,-0.126456512457557,-0.0778170715718158,-0.0571428571428571,-0.0744155844155844,0.177694235588972,-0.0691269841269841,-0.0466666666666667,0.161904761904762,-0.0786350574712644,0.147100628283036,0.144360902255639,-0.0456864613104689,-0.0667546432062561,-0.0107130618162647,-0.0656870275478931,-0.0466478696741855,-0.0280905655421218,-0.0589285714285714,-0.0589285714285714,0.260461338531514,0.0105322182267262,0.166666666666667,0.0589285714285714,0.141666666666667,0.153696741854637,0.0513686972795574,0.144394416273241,0.0758101987142022,0.0633333333333333,0.0598850574712644,0.127380952380952,0.0620347855454238,-0.0273015873015873,-0.0177777777777778,0.171149425287356,0.156041511618292,0.0876763569614309,0.1,0.136666666666667,-0.043082727141456,0.107142857142857,0.102614555256065,0.0826145552560647,0.0371849369888906,0.0833333333333333,0.0333333333333333,0.0798576630254882,0.0588050314465409,0.0702882850350576,0.0360659486277927,0.108986571897874
"TWIST1",-0.156338241208058,0.00890539662469487,-0.0107689620235475,0.0126389547442179,-0.144585094842741,-0.130417543622565,-0.104761904761905,0.0103351081611951,-0.0269565217391304,-0.0820010449320794,0.0333333333333333,-0.04,-0.0198112633181126,-0.0408999624304109,-0.0453775743707094,0.0674489352455454,0.0693875693875694,-0.137810740619665,0.073017932423873,0.0671262713816846,0.159790614402633,0.0643865453542873,0.0643865453542873,-0.0793502708834517,0.00148009172399416,-0.2,-0.0643865453542873,-0.15,-0.149267399267399,0.0194803976968268,-0.159436890792823,0.0134073224314131,0.0222222222222222,0.0102222222222222,-0.173076923076923,0.0794953501712594,0.0870010449320794,0.104242424242424,-0.000284900284900286,-0.00971886254905123,0.0348952639363363,0.133333333333333,-0.0259259259259259,0.0354498108972388,0.132539682539683,0.131065998329156,0.123065998329156,0.0776951745419586,0.132539682539683,0.104761904761905,0.131659566330164,0.12402904424181,0.128749918550684,0.165423950986141,0.163176286079512
"SHH",-0.305128205128205,0.325,0.283333333333333,0.025,-0.301558441558442,-0.22,-0.2,-0.18,-0.1,0.133333333333333,-0.2,0,-0.266666666666667,-0.12,-0.1,0.0666666666666667,0.0666666666666667,-0.2,0.0833333333333333,0.0115384615384615,-0.400383141762452,0.05,0.05,0,0,0,-0.05,0,-0.1,-0.35,-0.1,0.186666666666667,0.2,0.3,0,-0.153333333333333,-0.0333333333333333,0,0,0.0333333333333333,0.105714285714286,0,0.1,0.25,0.2,0.3,0.3,-0.222365591397849,0.1,0.1,0.2,0.2,0.22,-0.169722222222222,0.342857142857143
"SMO",-0.326210035918774,0.378531073446328,0.321217600964436,0.0251412429378531,-0.306405532452044,-0.221722753485656,-0.3,-0.222857142857143,-0.12,0.178333333333333,-0.3,-0.1,-0.174166666666667,-0.118135198135198,-0.0969230769230769,0.0945054945054945,0.0933333333333333,-0.233333333333333,0.101269841269841,-0.00401386404293381,-0.429145046524357,0.00528846153846154,0.00528846153846154,0.0719298245614035,0.00277777777777778,0,-0.00528846153846154,-0.1,-0.142857142857143,-0.397241379310345,-0.130857142857143,0.179722222222222,0.266666666666667,0.186666666666667,-0.1,-0.186441441441441,-0.153333333333333,-0.133333333333333,0.00606060606060606,0.0210606060606061,0.105846560846561,0.1,0.0333333333333333,0.26036866359447,0.3,0.325,0.325,-0.249577026133556,0.2,0.2,0.22,0.22,0.220970873786408,-0.199414480309852,0.380474697716077
"FUS",-0.326544484079309,0.390187515164119,0.32517799700404,0.0294357214654605,-0.307135459459343,-0.219005362181308,-0.3,-0.232135493372607,-0.0969230769230769,0.186441441441441,-0.266666666666667,-0.12,-0.179722222222222,-0.119284623422554,-0.118135198135198,0.104650422041726,0.101269841269841,-0.236998254799302,0.107076292882744,-0.00707063260188578,-0.433274310438181,-0.00401386404293381,-0.00401386404293381,0.0950067476383266,0.00769581056466302,-0.1,0.00401386404293381,-0.1,-0.130857142857143,-0.401188747731397,-0.130857142857143,0.174671717171717,0.186666666666667,0.174166666666667,-0.142857142857143,-0.189632930803144,-0.178333333333333,-0.153333333333333,0.0210606060606061,0.0210606060606061,0.103436922292344,0.2,0.00606060606060606,0.259425267368055,0.325,0.326923076923077,0.325,-0.257584474923128,0.22,0.2,0.220970873786408,0.22,0.221722753485656,-0.204072014556427,0.384822523803034
"TCFLEF",-0.263546441518595,0.357266259082049,0.281281663450338,0.0376951089845827,-0.274627675712745,-0.0751996477122912,-0.16078431372549,-0.229215227074436,0.0681533101045296,0.331226767870976,-0.0666666666666667,0.0657142857142857,-0.0734101382488479,0.0667927658868425,0.0633914053426249,0.0862495004282044,0.0935306447938027,-0.28164638921003,0.0948690769161736,0.00616565149942761,-0.338816401318963,0.00314331247183234,0.00314331247183234,0.278725625671733,-0.0625954927425516,-0.0857142857142857,-0.00314331247183234,-0.0766233766233766,-0.0789459572685379,-0.453873959044372,-0.0854676963989727,0.0685021627887252,0.0733333333333333,0.0685714285714286,-0.0886233766233766,-0.333544648665678,-0.330292188431723,-0.325641025641026,0.0440140283755779,0.0357083805350463,0.110132275420446,0.166666666666667,0.028327753865774,0.239945027078918,0.18578431372549,0.183368854788292,0.174673202614379,-0.175805143342277,0.179166666666667,0.154166666666667,0.176860587002096,0.168055555555556,0.0719350429012946,-0.190587718265619,0.526488888888889
"cateninmemb",0.159378734350117,-0.180820751348681,-0.176889652867306,0.0392080319281616,0.156941536416085,0.0716220446069413,0.0862745098039216,0.115044042812903,-0.0437433155080214,-0.0838388765705839,0.1,-0.0672727272727273,0.0714381720430108,-0.0476325413014315,-0.0550835216935884,-0.0322241990145662,-0.0283478260869565,0.0858556249315369,-0.0295584798399832,-0.0182844822501411,0.208602256882448,-0.0252677224736048,-0.0252677224736048,-0.134627305828895,0.0679324894514768,0,0.0252677224736048,0.06,0.0488888888888889,0.207716560822902,0.0372005772005772,-0.077737384641436,-0.0666666666666667,-0.0854166666666667,0.0266666666666667,0.0832963810913796,0.0804242424242424,0.0790909090909091,-0.0547575593153455,-0.0692557005792861,-0.051831835278533,-0.0333333333333333,-0.0784688995215311,-0.122614405552014,-0.0606931144550844,-0.0696586316964637,-0.0796586316964637,0.113427766014382,-0.0606931144550844,-0.0862745098039216,-0.0692549873647834,-0.0789539840203018,-0.0746099064183326,0.270723558339061,-0.182664545485569
"cMet",0.0568164362519201,-0.233333333333333,-0.207022809617918,0.0393939393939394,-0.108205960516885,0.039393691317223,0.1,-0.0122222222222222,0.205,-0.201944444444444,0.1,0.225,0.0727272727272727,0.173181818181818,0.175,0.0566907464740282,0.0605442176870748,0.161898999876528,0.0623623995052566,-0.00492362982929021,0.298195997028114,-0.0219047619047619,-0.0219047619047619,0.123333333333333,-0.0555555555555556,-0.1,0.0219047619047619,-0.1,-0.08,0.194504219409283,-0.07375,-0.0727272727272727,-0.1,-0.1,-0.1,0.193433806146572,0.2075,0.22,-0.0879699248120301,-0.0900975843864982,-0.0765014695449478,0.1,-0.114285714285714,-0.133805494733238,-0.05,-0.0427272727272727,-0.07,-0.0685782722615463,0.05,0,-0.0397674418604651,-0.07,-0.0489982110912343,-0.0714204570097209,-0.0725396825396825
"cateninnuc",0.324754682015989,-0.330975831105435,-0.290122879099591,0.0407302568196815,0.319766385412231,0.115207027111046,0.204428904428904,0.281608085049772,-0.0330227743271222,-0.205017557155488,0.188888888888889,-0.0282608695652174,0.18927683309009,-0.030253061169533,-0.0279594831878817,-0.0683438411443573,-0.0607099567099567,0.265369271072829,-0.0627563414302841,0.0203722403722404,0.447386844792835,0.0203722403722404,0.0203722403722404,-0.242398298259528,0.0818398880676461,0.0333333333333333,-0.0203722403722404,0.00833333333333333,0.0174848484848485,0.384610225839734,0.0213910984848485,-0.185137399538892,-0.198888888888889,-0.187413479052823,0.0234848484848485,0.205672578989549,0.203868131868132,0.197714285714286,-0.0974379188017343,-0.0933470097108252,-0.180968370456169,-0.212121212121212,-0.088135593220339,-0.28871599465879,-0.219497397579589,-0.218311626828601,-0.215149571492633,0.310178560455693,-0.218317793317793,-0.204428904428904,-0.216747745008615,-0.213969967230837,-0.215179410430571,0.340303419494825,-0.40413751930908
"HEY1",0.159378734350117,-0.184138286893705,-0.175213675213675,0.0439473684210526,0.155357193452432,0.0746099064183326,0.0333333333333333,0.124407338693053,-0.0672727272727273,-0.0804242424242424,0,-0.04,0.0854166666666667,-0.0550835216935884,-0.0437433155080214,-0.0328953399541635,-0.024,0.0949803921568627,-0.0283478260869565,-0.0252677224736048,0.204207314076909,-0.0171794871794872,-0.0171794871794872,-0.146469411092053,0.0666666666666667,0.1,0.0171794871794872,0,0.0266666666666667,0.203368734735946,0.0488888888888889,-0.0714381720430108,-0.1,-0.0666666666666667,0.06,0.0838388765705839,0.0790909090909091,0.0590909090909091,-0.0784688995215311,-0.0547575593153455,-0.0598409885966108,-0.1,-0.0363636363636364,-0.118184025805179,-0.0862745098039216,-0.0796586316964637,-0.0606931144550844,-0.000325335233871819,-0.0862745098039216,-0.0333333333333333,-0.0789539840203018,-0.0606931144550844,-0.0692549873647834,-0.0600258930102372,-0.184932586722682
"FOXC2",0.159378734350117,-0.184138286893705,-0.175213675213675,0.0439473684210526,0.155357193452432,0.0746099064183326,0.0333333333333333,0.124407338693053,-0.0672727272727273,-0.0804242424242424,0,-0.04,0.0854166666666667,-0.0550835216935884,-0.0437433155080214,-0.0328953399541635,-0.024,0.0949803921568627,-0.0283478260869565,-0.0252677224736048,0.204207314076909,-0.0171794871794872,-0.0171794871794872,-0.146469411092053,0.0666666666666667,0.1,0.0171794871794872,0,0.0266666666666667,0.203368734735946,0.0488888888888889,-0.0714381720430108,-0.1,-0.0666666666666667,0.06,0.0838388765705839,0.0790909090909091,0.0590909090909091,-0.0784688995215311,-0.0547575593153455,-0.0598409885966108,-0.1,-0.0363636363636364,-0.118184025805179,-0.0862745098039216,-0.0796586316964637,-0.0606931144550844,-0.000325335233871819,-0.0862745098039216,-0.0333333333333333,-0.0789539840203018,-0.0606931144550844,-0.0692549873647834,-0.0600258930102372,-0.184932586722682
"CD44",0.0648809523809524,-0.244444444444444,-0.214835309617918,0.0444444444444444,-0.107530284841209,0.0489982110912343,0,-0.00111111111111111,0.225,-0.2075,0.1,0.2,0.1,0.175,0.205,0.0625730994152047,0.0666666666666667,0.185494505494505,0.0605442176870748,-0.0219047619047619,0.296006216006216,-0.019047619047619,-0.019047619047619,0.116666666666667,-0.0603174603174603,0,0.019047619047619,-0.1,-0.1,0.200833333333333,-0.08,-0.0727272727272727,-0.1,-0.1,-0.1,0.201944444444444,0.22,0.2,-0.114285714285714,-0.0879699248120301,-0.0938927738927739,0.1,-0.1,-0.132110579479001,-0.1,-0.07,-0.05,-0.0781868131868132,0,0.1,-0.07,0.05,-0.0397674418604651,-0.0701481923786777,-0.09
"Destcompl",0.307280197449885,-0.341697832694595,-0.298294762134455,0.0599324919607066,0.210837949435022,0.269650347620956,0.268253968253968,0.263688921861497,0.125641025641026,-0.229467758065113,0.144444444444444,0.125641025641026,0.134512082720051,0.128968133616401,0.127280369903321,-0.0599438168668938,-0.0496825396825397,0.282939155651937,-0.050969089390142,0.11415061479202,0.378041493837928,0.112894727821847,0.112894727821847,-0.167232421163776,0.0723606294422194,-0.1,-0.112894727821847,-0.0857142857142857,-0.0866151866151866,0.329508108342171,-0.0879574684943813,-0.133158117536299,-0.140996168582375,-0.138139025725233,-0.0857142857142857,0.229369235897626,0.227888810696692,0.223061224489796,-0.152775166470819,-0.154177972082041,-0.227639390711313,-0.261111111111111,-0.151688209949079,-0.293349244494669,-0.269623831267667,-0.271418500530512,-0.271604029287469,0.31911229475078,-0.269623831267667,-0.268253968253968,-0.270743234252741,-0.2711163685811,-0.270058302745892,0.171997305678734,-0.327700752685621
"Frizzled",0.158187042842215,0.124918675511741,0.079157196969697,0.092697131980056,0.273308359453257,0.162273896662185,0,0.112380952380952,0.02,0.0246376811594203,0,0,0.0733766233766234,0.0265359477124183,0.0376470588235294,0.0392580469176214,0.0344265553567879,0.0773669467787115,0.0297536581605262,-0.00372656767186398,0.0605901229196127,-0.00293916609706083,-0.00293916609706083,-0.0454545454545454,0.096358543417367,0.1,0.00293916609706083,0.0666666666666667,0.0341666666666667,0.0288164956218812,0.0529166666666667,-0.0701508169250105,-0.05,-0.0590909090909091,0.0466666666666667,-0.0160662525879917,-0.0333333333333333,-0.0666666666666667,0.0107142857142857,0.0244397759103641,-0.0835658051099228,-0.1,0.0357142857142857,-0.107073844030366,-0.15,-0.159022556390977,-0.144736842105263,0.113451708366963,-0.15,-0.1,-0.159022556390977,-0.144736842105263,-0.15703580142409,0.0832201367999952,-0.206074700493305
"Wnt",0.147884012539185,0.141750358680057,0.086969696969697,0.093687230989957,0.270921091548748,0.15703580142409,0,0.101666666666667,0,0.0333333333333333,0,-0.1,0.0590909090909091,0.0376470588235294,0.02,0.0456410256410256,0.0367521367521367,0.0611764705882353,0.0344265553567879,-0.00293916609706083,0.0539655172413793,-0.0120300751879699,-0.0120300751879699,-0.0242424242424242,0.105882352941176,0.1,0.0120300751879699,0.1,0.0466666666666667,0.0195141700404858,0.0341666666666667,-0.0733766233766234,0,-0.05,0.0666666666666667,-0.0246376811594203,-0.0666666666666667,-0.1,0.0357142857142857,0.0107142857142857,-0.0764950980392157,0,0.05,-0.105486542443064,0,-0.144736842105263,-0.15,0.111864406779661,-0.1,-0.1,-0.144736842105263,-0.15,-0.159022556390977,0.0764602300400884,-0.192121212121212
"PI3K",0.0681938431938432,0.137559683204311,0.0882530444005854,0.0945323530843761,0.283428038028302,0.149748794737969,0.1,0.101680672268908,0,-0.0664117647058824,0,0,0.0743589743589744,0.0160077145612343,0.0176470588235294,0.0490633303063936,0.0454101640656262,0.166150765366731,0.0398101640656262,-0.0213988021111309,0.110258556722229,-0.0241385281385281,-0.0241385281385281,-0.0623076923076923,0.10109649122807,0,0.0241385281385281,-0.0333333333333333,-0.0509803921568627,0.108141695702671,-0.0432880844645551,-0.0743589743589744,-0.05,-0.0666666666666667,-0.0333333333333333,0.0737288378766141,0.0544117647058824,0.025,0.0269230769230769,0.0301488833746898,-0.0831578947368421,-0.1,0.05,-0.0983212560386473,-0.133333333333333,-0.145373467112598,-0.13768115942029,0.130744751494896,-0.133333333333333,-0.1,-0.145373467112598,-0.13768115942029,-0.147068382366835,0.122160860060004,-0.190952380952381
"ILK",0.0681938431938432,0.137559683204311,0.0882530444005854,0.0945323530843761,0.283428038028302,0.149748794737969,0.1,0.101680672268908,0,-0.0664117647058824,0,0,0.0743589743589744,0.0160077145612343,0.0176470588235294,0.0490633303063936,0.0454101640656262,0.166150765366731,0.0398101640656262,-0.0213988021111309,0.110258556722229,-0.0241385281385281,-0.0241385281385281,-0.0623076923076923,0.10109649122807,0,0.0241385281385281,-0.0333333333333333,-0.0509803921568627,0.108141695702671,-0.0432880844645551,-0.0743589743589744,-0.05,-0.0666666666666667,-0.0333333333333333,0.0737288378766141,0.0544117647058824,0.025,0.0269230769230769,0.0301488833746898,-0.0831578947368421,-0.1,0.05,-0.0983212560386473,-0.133333333333333,-0.145373467112598,-0.13768115942029,0.130744751494896,-0.133333333333333,-0.1,-0.145373467112598,-0.13768115942029,-0.147068382366835,0.122160860060004,-0.190952380952381
"SNAI1",-0.0716883866958124,0.25957602652722,0.165968379632358,0.106014516420933,-0.0618250956748718,-0.0430953076985921,-0.0440740740740741,-0.0250145378481679,0.0354310980103169,0.16483946782886,0.0642857142857143,0.0269565217391304,0.0657018831427433,0.0327883476366248,0.0300977646769835,0.0660074899525027,0.0672350230414746,-0.0746236517106082,0.0661280119713639,-0.0403291124369143,-0.209248371020898,-0.0439415919114628,-0.0439415919114628,0.130845579841003,0.107382044304367,-0.0583333333333333,0.0439415919114628,-0.0333333333333333,-0.0364522417153996,-0.159059962329969,-0.0399244639376218,-0.0686145045019666,-0.0610599078341014,-0.0697018831427434,-0.043859649122807,-0.164436242022409,-0.16811815635345,-0.171148459383754,-0.0194871794871795,-0.0260177917320774,-0.0437089072336501,0.07,-0.0271794871794872,-0.0637965517051827,0.0519688109161793,0.0442227904943663,0.0407492987210574,0.0390226606489269,0.0521821821821822,0.0440740740740741,0.044994796776975,0.0412910930732713,0.041546520914906,0.000903919336461384,0.0652296131541415
"cfos",-0.0750595238095238,0.266451439332795,0.169947372888549,0.107386909566086,-0.063154982892917,-0.044994796776975,-0.05,-0.0303729603729604,0.04,0.171148459383754,0.0333333333333333,0.12,0.0610599078341014,0.0354310980103169,0.0269565217391304,0.0710144927536232,0.0714285714285714,-0.081021645021645,0.069815668202765,-0.0398506828205537,-0.213042626473283,-0.0471677559912854,-0.0471677559912854,0.143055555555556,0.110349206349206,0,0.0471677559912854,-0.0333333333333333,-0.0333333333333333,-0.164559677529548,-0.043859649122807,-0.0697018831427434,-0.0476190476190476,-0.0642857142857143,-0.0583333333333333,-0.16811815635345,-0.180952380952381,-0.185714285714286,-0.0102564102564103,-0.0271794871794872,-0.0408680555555556,0.1,-0.0333333333333333,0.0370803879664639,0.07,0.0519688109161793,0.0440740740740741,0.0377798965046083,0.07,0.05,0.0521821821821822,0.0440740740740741,0.0412910930732713,-0.00304374187284697,0.0723809523809524
"CDC42",-0.0750595238095238,0.266451439332795,0.169947372888549,0.107386909566086,-0.063154982892917,-0.044994796776975,-0.05,-0.0303729603729604,0.04,0.171148459383754,0.0333333333333333,0.02,0.0610599078341014,0.0354310980103169,0.0269565217391304,0.0710144927536232,0.0714285714285714,-0.081021645021645,0.069815668202765,-0.0398506828205537,-0.213042626473283,-0.0471677559912854,-0.0471677559912854,0.143055555555556,0.110349206349206,0,0.0471677559912854,-0.0333333333333333,-0.0333333333333333,-0.164559677529548,-0.043859649122807,-0.0697018831427434,-0.0476190476190476,-0.0642857142857143,-0.0583333333333333,-0.16811815635345,-0.180952380952381,-0.0857142857142857,-0.0102564102564103,-0.0271794871794872,-0.0408680555555556,0.1,-0.0333333333333333,0.0370803879664639,0.07,0.0519688109161793,0.0440740740740741,0.0377798965046083,0.07,0.05,0.0521821821821822,0.0440740740740741,0.0412910930732713,-0.00304374187284697,0.0723809523809524
"GLI",-0.180144713982734,0.270179894179894,0.17795189330793,0.107769073220686,-0.0396898349102016,-0.0388269329009383,-0.2,-0.0506272972310708,-0.0938095238095238,0.0625894599869876,-0.0190476190476191,-0.0771428571428571,-0.0141066953097028,-0.0948857956040276,-0.0899134199134199,0.0870984891358406,0.0936674510073339,-0.0732924847271197,0.0920458293857122,0.0206979666026795,-0.214168868762205,0.0268365804640656,0.0268365804640656,-0.0885124315212811,0.102743886743887,-0.0833333333333333,-0.0268365804640656,-0.0944444444444444,-0.0742511039503521,-0.161760943412453,-0.0680011039503521,0.0169873537459168,0.0190476190476191,0.0243107769423559,-0.0681286549707602,-0.0581188717516935,-0.0632183908045977,-0.0666666666666667,-0.0672723253757736,-0.0587008968043451,-0.077492357110148,0.05,-0.0522723253757736,0.0739319437140302,0.170967741935484,0.0666623602083249,0.181555977229602,0.0351564971153531,0.0409677419354839,0.07,0.0385076914729103,0.0531628638867034,0.0440271719923908,-0.000211340643623391,0.0619489734299517
"TrCP",-0.0721504329004329,0.259699027757233,0.16740930182256,0.108351539791167,-0.0633053588327666,-0.041546520914906,-0.07,-0.0220856675552808,0.0269565217391304,0.16811815635345,0.0476190476190476,0.04,0.0697018831427434,0.0300977646769835,0.0354310980103169,0.0666027280477408,0.069815668202765,-0.0712390363259928,0.0672350230414746,-0.0439415919114628,-0.212500130994079,-0.0398506828205537,-0.0398506828205537,0.128204070407041,0.107070517824616,-0.0333333333333333,0.0398506828205537,-0.0583333333333333,-0.043859649122807,-0.162490712012307,-0.0364522417153996,-0.0657018831427433,-0.0642857142857143,-0.0610599078341014,-0.0333333333333333,-0.16483946782886,-0.171148459383754,-0.180952380952381,-0.0271794871794872,-0.0194871794871795,-0.0470030248807089,0.05,-0.0102564102564103,0.0392283593268458,0.0440740740740741,0.0407492987210574,0.0519688109161793,0.0359483946731065,0.0440740740740741,0.07,0.0412910930732713,0.0521821821821822,0.044994796776975,-0.000344779935130707,0.0654627133872417
"PAK1",-0.0721504329004329,0.259699027757233,0.16740930182256,0.108351539791167,-0.0633053588327666,-0.041546520914906,-0.07,-0.0220856675552808,0.0269565217391304,0.16811815635345,0.0476190476190476,0.04,0.0697018831427434,0.0300977646769835,0.0354310980103169,0.0666027280477408,0.069815668202765,-0.0712390363259928,0.0672350230414746,-0.0439415919114628,-0.212500130994079,-0.0398506828205537,-0.0398506828205537,0.128204070407041,0.107070517824616,-0.0333333333333333,0.0398506828205537,-0.0583333333333333,-0.043859649122807,-0.162490712012307,-0.0364522417153996,-0.0657018831427433,-0.0642857142857143,-0.0610599078341014,-0.0333333333333333,-0.16483946782886,-0.171148459383754,-0.180952380952381,-0.0271794871794872,-0.0194871794871795,-0.0470030248807089,0.05,-0.0102564102564103,0.0392283593268458,0.0440740740740741,0.0407492987210574,0.0519688109161793,0.0359483946731065,0.0440740740740741,0.07,0.0412910930732713,0.0521821821821822,0.044994796776975,-0.000344779935130707,0.0654627133872417
"EGR1",-0.0721504329004329,0.259699027757233,0.16740930182256,0.108351539791167,-0.0633053588327666,-0.041546520914906,-0.07,-0.0220856675552808,0.0269565217391304,0.16811815635345,0.0476190476190476,0.04,0.0697018831427434,0.0300977646769835,0.0354310980103169,0.0666027280477408,0.069815668202765,-0.0712390363259928,0.0672350230414746,-0.0439415919114628,-0.212500130994079,-0.0398506828205537,-0.0398506828205537,0.128204070407041,0.107070517824616,-0.0333333333333333,0.0398506828205537,-0.0583333333333333,-0.043859649122807,-0.162490712012307,-0.0364522417153996,-0.0657018831427433,-0.0642857142857143,-0.0610599078341014,-0.0333333333333333,-0.16483946782886,-0.171148459383754,-0.180952380952381,-0.0271794871794872,-0.0194871794871795,-0.0470030248807089,0.05,-0.0102564102564103,0.0392283593268458,0.0440740740740741,0.0407492987210574,0.0519688109161793,0.0359483946731065,0.0440740740740741,0.07,0.0412910930732713,0.0521821821821822,0.044994796776975,-0.000344779935130707,0.0654627133872417
"miR200",-0.0229199566197105,-0.0656720430107527,-0.124289031954611,0.110990143369176,0.119859800835807,0.0410372431824643,0.08,0.0620436704268092,0.0471428571428571,-0.193421884882985,0.12,0.0571428571428571,0.0944092827004219,0.0395980210265925,0.0198701298701299,0.0533050847457627,0.0630594184576486,0.18203798246743,0.0652537758244197,-0.0881876632567071,0.197616640902102,-0.102900880214313,-0.102900880214313,-0.111312056737589,0.117908902691511,-0.1,0.102900880214313,-0.08,-0.0433082706766917,0.212920358774017,-0.065949780110654,-0.106365804439552,-0.095,-0.108333333333333,-0.0747368421052632,0.191677698836474,0.190196078431373,0.2,-0.0599014778325123,-0.0875850936517214,-0.0773551506433309,0,-0.10128078817734,-0.0875983275983276,-0.036,-0.0492332456276118,-0.0712112676056338,-0.0122110975352219,-0.0234782608695652,-0.08,-0.0362176183628395,-0.058689528475199,-0.0489160310612522,0.00203350768254614,-0.114234742139317
"ZEB1",0.0576800172141487,-0.177399278705831,-0.0997347124240467,0.136591642769436,0.177586979107193,0.069535983243455,0.0428571428571429,0.200428546308624,0.064,-0.284593363216869,0.208333333333333,0.1,0.226292335115865,0.0688717284270536,0.0816470588235294,0.129565503581048,0.148137180962966,0.287896519644092,0.14573333480912,-0.0891232240787704,0.259631104503675,-0.0776271610866444,-0.0776271610866444,-0.209590643274854,0.136233406097504,-0.166666666666667,0.0776271610866444,-0.166666666666667,-0.151136036813345,0.349357699984045,-0.129707465384773,-0.215260306646114,-0.233333333333333,-0.210606060606061,-0.129824561403509,0.288136670303483,0.287131434282859,0.279885057471264,-0.172794117647059,-0.146347836655323,-0.175274595824061,-0.1,-0.1375,-0.211372225902273,-0.0989547038327526,-0.0898349575996043,-0.0681854730635219,-0.0175630304318163,-0.0868667917448405,-0.0307692307692308,-0.075061236189285,-0.0535334584115072,-0.0622952787424765,-0.100589861660815,-0.19505523389111
