"","SNAI2","DSH","Destcompl","cMet","SOSGRB2","FOXC2","SHH","Patched","HEY1","SMO","ILK","EGR1","SMAD","cfos","FUS","TGFR","CDC42","TrCP","SUFU","TWIST1","PAK1","TGF","ZEB2","RKIP","AKT","miR200","SNAI1","Csn","IKK","ERK","MEK","NFB","cateninmemb","Jagged","Csl","KLF4","NOTCHic","NOTCH","ZEB1","TCFLEF","cateninnuc","STAT","SRC","LIV1","CD44","GLI","Frizzled","Wnt","Ecadherin","RAF","PI3K","DELTA","RAS","AXIN2","GSK3"
"FUS",-0.195299393989421,0.05,-0.209136810114573,-0.0877777777777778,-0.00573549257759784,0.0500816696914701,0.018459595959596,0.0113888888888889,-0.0132027392896958,0.0558333333333333,-0.00825396825396826,-0.14,0.00400409626216077,-0.0861538461538462,0.0933333333333333,0.0546396396396397,0.0816666666666667,0.1,0.133333333333333,0.0544913253259419,0.106666666666667,-0.0652779375119801,0.0130957332501473,0.0524644084437899,0.13556043956044,-0.0192105467327926,0.0408167405732835,0.15,0.131714285714286,0.0952447552447552,0.119382686279238,0.135714285714286,-0.0187932877300068,0.0843615732772359,0.157575757575758,0.00214025500910747,0.197575757575758,0.208939393939394,0.0708112370455097,0.0667032467901145,0.0767575946162014,0.05,0.11,0,0.057680690399137,-0.0510683760683761,0,-0.0222222222222222,0.100607755964513,0.199675760286225,0.199675760286225,0.199675760286225,0.186138642382295,0.211842779908747,0.20494868857047
"ZEB2",-0.166136740899852,-0.159090909090909,-0.155308376017325,-0.155263157894737,-0.137179487179487,-0.0860714840714841,-0.0583275261324042,-0.0583275261324042,-0.0551590345138732,-0.0485714285714286,-0.0432819996904504,-0.0416666666666667,-0.0384039509099626,-0.0364035087719298,-0.0285714285714286,-0.00729746444032159,-0.0038961038961039,0,0,0.000425814788583635,0.00519480519480519,0.0104720676149248,0.0207027962685938,0.02170692431562,0.0263110072689512,0.0265991000259577,0.0326008664718142,0.0333333333333333,0.0347222222222222,0.0396293152235427,0.0432878518089086,0.0458333333333333,0.102224344541126,0.102333072343547,0.112820512820513,0.117885710111504,0.122153846153846,0.128164775115595,0.1401277361424,0.143239162067924,0.143498902327664,0.15,0.15,0.15,0.150633528265107,0.158714527063151,0.159090909090909,0.164219114219114,0.170797419854657,0.171991341991342,0.171991341991342,0.171991341991342,0.172205474753655,0.191561582918475,0.216078950012907
"cMet",0.218284035510313,-0.1,-0.105559816064018,-0.00333333333333333,0.0157142857142857,0.0389240506329114,-0.0642613636363636,-0.0736363636363636,-0.0534227726178191,-0.11,-0.0631519274376417,0.075,-0.0867882910740054,0.015,-0.15,0.0519444444444444,0.0075,-0.1,-0.1,0.000101247067539201,0.02,-0.0647104018912529,0.0393939393939394,0.144074074074074,-0.0679166666666667,-0.0503800230566535,0.0129880427828688,-0.1,-0.0866666666666667,-0.005,-0.0322727272727273,-0.133333333333333,0.0132791052364006,0.0732816458903416,0.142857142857143,0.144444444444444,0.116541353383459,0.0888817789153735,-0.0561327561327561,0.0364997018485391,0.0319799278372396,0,-0.05,-0.1,0.0149612403100775,0.016969696969697,0.05,0.00333333333333333,-0.0178874840707938,0.019047619047619,0.019047619047619,0.019047619047619,0.0133872416891285,0.0352380952380952,-0.0379800307219662
"NOTCH",0.235802868155809,0.1,0.187166889185581,0.136923076923077,0.106315789473684,0.0106122448979592,-0.0294871794871795,-0.0294871794871795,-0.145652173913043,-0.0833333333333333,-0.0357142857142857,0,-0.049047619047619,-0.06,-0.133333333333333,-0.0164444444444444,-0.0444444444444444,0,-0.1,-0.0363050847457627,-0.1,0.0293476702508961,0.0406602254428341,-0.0221927497789567,-0.144444444444444,0.00225108225108225,-0.033974358974359,-0.1,-0.144444444444444,0.0266666666666667,0.00523809523809524,-0.133333333333333,-0.0786540375044173,0.0334872534872535,0.18,0.0480676328502415,0.122857142857143,0.00672811059907835,-0.0297101449275362,-0.131661671661672,-0.131253508396366,-0.1,-0.16,0,-0.121771561771562,-0.121771561771562,-0.16,-0.136923076923077,-0.144219581211092,-0.14,-0.14,-0.14,-0.132753623188406,-0.175768194070081,-0.0792842215256008
"Csl",0.231407799121394,0.136923076923077,0.184026730745605,0.131661671661672,0.114261096199479,0.0114279660696314,-0.0408794672142837,-0.0434656741108354,-0.151846241283581,-0.0294871794871795,-0.0497670435080507,-0.0266666666666667,-0.0486559323969396,-0.00523809523809524,-0.0294871794871795,-0.0299846129260553,-0.0293476702508961,-0.133333333333333,-0.0833333333333333,-0.0414813415426166,-0.0164444444444444,0.0293043408172117,0.0408730349374116,-0.024879840062594,-0.139793281653747,0.00118820366355218,-0.0418983190722321,-0.144444444444444,-0.137467700258398,0.010952380952381,0.0153002070393375,-0.144444444444444,-0.0793996441937871,0.0333458351649577,0.00672811059907835,0.0516390614216701,0.00935968954644677,0.0111778713646286,-0.0319323671497585,-0.122245874808579,-0.122303050337453,-0.136923076923077,-0.121771561771562,-0.16,-0.131253508396366,-0.128491991879089,-0.121771561771562,-0.129298443491992,-0.152063877660396,-0.139157564075105,-0.139157564075105,-0.139157564075105,-0.14173109348687,-0.181220207780449,-0.081321734153554
"cateninmemb",-0.0573141735215669,-0.0196078431372549,-0.0747306992770475,0.0515347251135034,-0.086407270319882,0.0942410617303434,0.0615813648293963,0.0458333333333333,-0.0271912059515692,0.0125,-0.0220869565217391,-0.0127272727272727,-0.0281402252868723,-0.0480213903743316,0.05,-0.0147760532150776,-0.0367272727272727,0.1,0.1,0.00674480592982071,-0.0247272727272727,0.0070002846798154,0.0423679564117989,0.0312480456942736,0.0487542087542088,-0.0288934818543757,0.0196543584128807,0.04,0.0500529100529101,0.0614234522300017,0.0453450208574526,0.0352380952380952,0.0193038314327564,-0.0242799174575392,0.0806698564593301,0.0467885607126114,0.0755152172840724,0.0543256262060055,-0.0699646628419389,-0.015616741965026,-0.0288753787530745,0.0196078431372549,-0.024578203374373,-0.0333333333333333,-0.0264511130733697,-0.0257736056732236,-0.024578203374373,-0.0504402723398903,-0.0597840809633098,0.0474396681749623,0.0474396681749623,0.0474396681749623,0.0552608972252416,0.0578402569684414,0.0646725662968666
"NOTCHic",0.236404070560619,0.16,0.187500222518914,0.121771561771562,0.119952153110048,0.0154509545753785,-0.0434656741108354,-0.0294871794871795,-0.156421404682274,-0.0294871794871795,-0.049047619047619,-0.06,-0.0497670435080507,-0.0266666666666667,-0.0833333333333333,-0.0293476702508961,-0.0164444444444444,-0.1,-0.133333333333333,-0.039449738833813,-0.0444444444444444,0.0299846129260553,0.0458454106280193,-0.0179673976662806,-0.137467700258398,-0.00295122988764607,-0.0387362637362637,-0.133333333333333,-0.144444444444444,0.00523809523809524,0.010952380952381,-0.144444444444444,-0.0723660050500562,0.0328250018316244,0.122857142857143,0.044496204278813,0.00672811059907835,0.00935968954644677,-0.0319323671497585,-0.131253508396366,-0.122245874808579,-0.16,-0.136923076923077,-0.1,-0.131661671661672,-0.129298443491992,-0.136923076923077,-0.121771561771562,-0.149273179985977,-0.132753623188406,-0.132753623188406,-0.132753623188406,-0.139157564075105,-0.179934860736748,-0.081763560368576
"SMAD",0.146036528146105,0.0619047619047619,-0.0102104866866559,0.0234080298786181,0.0631248151434487,0.0823555515277282,0.0361765742414424,0.0529051987767584,0.0805488262768512,0.0666666666666667,0.0513293099594469,-0.0571428571428571,-0.0481944995643626,-0.028110599078341,0.0416666666666667,-0.05663759090858,-0.0516096579476861,-0.05,-0.00833333333333333,0.0510612148757048,-0.0642857142857143,0.0697850012671457,0.0467484850870347,0.00266533814920911,-0.00375163398692811,0.00434769394422916,-0.00600863562960337,-0.0388888888888889,0.00424836601307189,0.014157110706248,0.0208878799370172,-0.00555555555555556,-0.0122193400921331,-0.0301702276218405,-0.0542857142857143,0.0507560252445582,-0.0600328407224959,-0.0465407772304324,-0.0383323838818787,-0.0293239050482246,-0.0298304906611932,-0.0485714285714286,-0.043015873015873,-0.02,-0.0215898480604363,-0.0330370868140652,-0.0563492063492064,-0.0351953601953602,-0.040931429185846,-0.122140229493941,-0.122140229493941,-0.122140229493941,-0.122469176862362,-0.0275974476666407,-0.0454355766761782
"Jagged",0.233157365510307,0,0.183428571428571,0.16,0.08,0.00857142857142857,-0.0294871794871795,-0.0833333333333333,-0.15,-0.133333333333333,-0.05,0.1,-0.0357142857142857,0,-0.1,-0.0444444444444444,-0.1,0,0,-0.038,0,0.0164444444444444,0.0480676328502415,-0.0256410256410256,-0.144444444444444,-0.000606060606060606,-0.0416666666666667,0,-0.133333333333333,0.06,0.0266666666666667,-0.1,-0.089648801902323,0.0297835497835498,0.2,0.0611111111111111,0.18,0.122857142857143,-0.0297101449275362,-0.121771561771562,-0.131661671661672,0,-0.1,0,-0.136923076923077,-0.136923076923077,-0.1,-0.16,-0.157122807017544,-0.14,-0.14,-0.14,-0.14,-0.181428571428571,-0.0770114942528736
"DELTA",0.233157365510307,0,0.183428571428571,0.16,0.08,0.00857142857142857,-0.0294871794871795,-0.0833333333333333,-0.15,-0.133333333333333,-0.05,0.1,-0.0357142857142857,0,-0.1,-0.0444444444444444,-0.1,0,0,-0.038,0,0.0164444444444444,0.0480676328502415,-0.0256410256410256,-0.144444444444444,-0.000606060606060606,-0.0416666666666667,0,-0.133333333333333,0.06,0.0266666666666667,-0.1,-0.089648801902323,0.0297835497835498,0.2,0.0611111111111111,0.18,0.122857142857143,-0.0297101449275362,-0.121771561771562,-0.131661671661672,0,-0.1,0,-0.136923076923077,-0.136923076923077,-0.1,-0.16,-0.157122807017544,-0.14,-0.14,-0.14,-0.14,-0.181428571428571,-0.0770114942528736
"PAK1",0.23011011902262,0.15,0.184171493741269,0.136186186186186,0.0876925192519252,0.0327976102131349,-0.0528481538374011,-0.0468481538374011,-0.0643641414586824,-0.0307987711213518,-0.06068441713603,-0.04,-0.0587489332650623,-0.00956521739130434,-0.0404761904761905,-0.0288006111535523,-0.0257703081232493,-0.133333333333333,-0.0904761904761905,-0.0311463391680783,-0.0238095238095238,0.034811540115301,0.0487934367526872,-0.00338317299643266,-0.122977582846004,0.00175891922682009,-0.0190278003921096,-0.133333333333333,-0.115570175438596,0.00448047162859248,0.0111471382952591,-0.120833333333333,-0.0985604755346555,0.0502202624403545,0.0269230769230769,0.0572672391360916,0.0253846153846154,0.0330769230769231,-0.0435191189124841,-0.133344235324433,-0.133758028427882,-0.15,-0.138888888888889,-0.15,-0.135196087176285,-0.132162316360006,-0.138888888888889,-0.133625730994152,-0.156469422823046,-0.129617673627717,-0.129617673627717,-0.129617673627717,-0.131435855445898,-0.177018000433745,-0.0395351731601732
"EGR1",0.23011011902262,0.15,0.184171493741269,0.136186186186186,0.0876925192519252,0.0327976102131349,-0.0528481538374011,-0.0468481538374011,-0.0643641414586824,-0.0307987711213518,-0.06068441713603,-0.04,-0.0587489332650623,-0.00956521739130434,-0.0404761904761905,-0.0288006111535523,-0.0257703081232493,-0.133333333333333,-0.0904761904761905,-0.0311463391680783,-0.0238095238095238,0.034811540115301,0.0487934367526872,-0.00338317299643266,-0.122977582846004,0.00175891922682009,-0.0190278003921096,-0.133333333333333,-0.115570175438596,0.00448047162859248,0.0111471382952591,-0.120833333333333,-0.0985604755346555,0.0502202624403545,0.0269230769230769,0.0572672391360916,0.0253846153846154,0.0330769230769231,-0.0435191189124841,-0.133344235324433,-0.133758028427882,-0.15,-0.138888888888889,-0.15,-0.135196087176285,-0.132162316360006,-0.138888888888889,-0.133625730994152,-0.156469422823046,-0.129617673627717,-0.129617673627717,-0.129617673627717,-0.131435855445898,-0.177018000433745,-0.0395351731601732
"SNAI1",0.229137943360535,0.138888888888889,0.184007020057058,0.135196087176285,0.0865604437802271,0.0298751197429951,-0.0522656295655565,-0.0528481538374011,-0.0607927128872539,-0.0468481538374011,-0.0587489332650623,-0.00956521739130434,-0.0539518852945826,-0.00448047162859248,-0.0307987711213518,-0.034811540115301,-0.0288006111535523,-0.133333333333333,-0.0404761904761905,-0.030838646860386,-0.0257703081232493,0.0346099272120752,0.0499004478227979,-0.00589363324747869,-0.127144249512671,-0.000450494798155891,-0.116536697189263,-0.120833333333333,-0.122977582846004,0.0111471382952591,0.0160798737212681,-0.115570175438596,-0.0983877639629802,0.0506908506756486,0.0253846153846154,0.0525943419398299,0.0330769230769231,0.0343014128728414,-0.040198085702152,-0.133758028427882,-0.134687300498093,-0.138888888888889,-0.136186186186186,-0.15,-0.133344235324433,-0.130882608864576,-0.133625730994152,-0.132162316360006,-0.154804490460924,-0.131435855445898,-0.131435855445898,-0.131435855445898,-0.129958022933583,-0.175386298802044,-0.037356955338391
"cfos",0.231737605460233,0.15,0.185825629079615,0.138888888888889,0.0847222222222222,0.0376251964200314,-0.0468481538374011,-0.0307987711213518,-0.0628935532233883,-0.0404761904761905,-0.0542328042328042,0.04,-0.06068441713603,-0.04,-0.0904761904761905,-0.0257703081232493,-0.0238095238095238,-0.1,-0.133333333333333,-0.0273419913419913,-0.0571428571428571,0.0288006111535523,0.0536165878780891,0.00932400932400932,-0.115570175438596,-0.00280960869196163,-0.0168798290317278,-0.133333333333333,-0.120833333333333,0.00956521739130434,0.00448047162859248,-0.133333333333333,-0.0970952740694541,0.0471527777777778,0.05,0.0523492063492063,0.0269230769230769,0.0253846153846154,-0.0489853568546062,-0.135196087176285,-0.133344235324433,-0.15,-0.15,-0.1,-0.136186186186186,-0.133625730994152,-0.15,-0.138888888888889,-0.156400218670797,-0.127178649237473,-0.127178649237473,-0.127178649237473,-0.129617673627717,-0.178275862068966,-0.0420806277056277
"CDC42",0.231737605460233,0.15,0.185825629079615,0.138888888888889,0.0847222222222222,0.0376251964200314,-0.0468481538374011,-0.0307987711213518,-0.0628935532233883,-0.0404761904761905,-0.0542328042328042,-0.06,-0.06068441713603,-0.04,-0.0904761904761905,-0.0257703081232493,-0.0238095238095238,-0.1,-0.133333333333333,-0.0273419913419913,0.0428571428571429,0.0288006111535523,0.0536165878780891,0.00932400932400932,-0.115570175438596,-0.00280960869196163,-0.0168798290317278,-0.133333333333333,-0.120833333333333,0.00956521739130434,0.00448047162859248,-0.133333333333333,-0.0970952740694541,0.0471527777777778,0.05,0.0523492063492063,0.0269230769230769,0.0253846153846154,-0.0489853568546062,-0.135196087176285,-0.133344235324433,-0.15,-0.15,-0.1,-0.136186186186186,-0.133625730994152,-0.15,-0.138888888888889,-0.156400218670797,-0.127178649237473,-0.127178649237473,-0.127178649237473,-0.129617673627717,-0.178275862068966,-0.0420806277056277
"GLI",0.231077781661658,0.02,0.154015270977473,0.144335169158143,0.0932992376355208,0.105989529583763,-0.0981792002050983,-0.0911833154314357,-0.00513625216511464,-0.0830200501253133,-0.00394055531973537,0.0371428571428571,-0.00448109586027591,0.0621428571428571,-0.0988095238095238,-0.0993710691823899,-0.1,-0.0333333333333333,-0.123809523809524,0.00998591768540835,-0.1,0.104782833888272,0.0661188769414576,0.0233525494697292,-0.0352272049170545,0.00460892049127343,0.0275846116820722,-0.0444444444444444,-0.0289772049170545,-0.0712337662337662,-0.0717862524216115,-0.0391812865497076,-0.094603070926756,-0.0177456631261659,-0.0177541998231653,0.0728022308022308,-0.0252541998231653,-0.0214446760136415,-0.0644808841099164,-0.138938841348022,-0.140074525747305,-0.15,-0.146774193548387,-0.15,-0.140886893296074,-0.109414994549639,-0.0167741935483871,-0.0132447817836812,-0.15327801511714,-0.0324650788114339,-0.0324650788114339,-0.0324650788114339,-0.0330591382173745,-0.182125603864734,-0.12551838176688
"TGF",-0.023829295513763,0,-0.01821487098193,0,-0.0197368421052632,-0.00788819875776398,0.0998850574712644,0.0998850574712644,0.0978723404255319,0.103333333333333,0.0975757575757576,-0.1,0.0927370478983382,-0.0857142857142857,0.0866666666666667,-0.0104761904761905,-0.02,0.2,0.0666666666666667,0.012962962962963,-0.02,-0.0805952380952381,0.0671867415574509,0.0246753246753247,0.166666666666667,-0.0457757281033143,-0.0123649078194533,0.166666666666667,0.166666666666667,0.0488721804511278,0.0377610693400167,0.166666666666667,0.00401005384801045,-0.0855976926853216,0.0133333333333333,0.07627765064836,-0.00666666666666667,0.00022988505747126,-0.017073249659062,0.0109235352532274,0.00853119075561975,0,0,0,0.00566037735849057,-0.00862533692722372,-0.0142857142857143,-0.0142857142857143,0.0144563107365851,0.0339285714285714,0.0339285714285714,0.0339285714285714,0.0392857142857143,0.0037037037037037,-0.0938495946323735
"cateninnuc",-0.136231579823787,-0.0662004662004662,-0.192379958245591,-0.0386642343164082,-0.136344191414185,0.205117887576904,-0.052438372355357,-0.0465560194141805,-0.0776129700042695,-0.0720218579234973,-0.0613304473304473,-0.00507246376811595,-0.0661053450112113,-0.0288819875776398,-0.0933333333333333,0.00690185676392573,-0.00861538461538461,0.166666666666667,-0.0333333333333333,0.149232728439146,-0.024,0.00183176769022274,0.0724078063369767,0.162928276851354,0.155445075757576,-0.0121010398459961,0.153845910379316,0.154166666666667,0.163257575757576,0.0200212280839689,0.00947076936837254,0.163257575757576,-0.0314820253835617,0.060794545176414,0.208474576271186,0.0601172552240168,0.185218762317698,0.181127853226789,-0.1385329085708,0.0454493855190352,-0.0612614678363915,0.0662004662004662,0.0245337995337995,0.096969696969697,0.0549340755862495,0.0564151502656565,0.0264744388032059,0.0406048735858146,0.113057242738786,0.175512325512326,0.175512325512326,0.175512325512326,0.182751382751383,0.186477834413638,0.179333945118365
"RKIP",-0.270009034213441,-0.1,0.111340773243095,-0.0964912280701754,0.0573968253968254,0.11333628057766,0.00937704918032787,-0.048,0.0563298490127758,-0.06,0.0421694480102696,0.15,0.0590011311785864,0.1,0,-0.115238095238095,-0.12,0.1,0.1,0.172207367795603,-0.0333333333333333,0.0806586559857588,0.0730186513629842,-0.0778711484593838,-0.00378787878787879,-0.0122345374385743,0.051465326523366,0.1,-0.025,-0.0551724137931034,-0.0317681584739545,0,0.0673682085446791,-0.0328078260166545,-0.0222222222222222,0.0710186513629842,0.00505050505050505,-0.0141802641802642,-0.0660334768053563,0.0828548644338118,0.095831963670453,0.1,0.133333333333333,0,0.0695681511470985,0.0664102564102564,0.133333333333333,0.0933333333333333,0.0768815818611889,-0.0811688311688312,-0.0811688311688312,-0.0811688311688312,-0.0837329337329338,0.117369901547117,0.00275807722616233
"TWIST1",0.293529547566308,0.019047619047619,-0.0409934729814032,-0.00624788922661264,-0.0688435134659391,0.150675777710661,0.070842596966357,0.0536012176560122,0.0728565220090644,0.0768888888888889,0.0696878696878697,0.0666666666666667,0.0792588267835793,0.0884057971014493,0.0888888888888889,-0.11046499477534,-0.0954649947753396,0.2,0.0333333333333333,0.0353638625549381,-0.0678787878787879,0.0961141975088248,0.0806078007832394,0.0433337781163868,0.140342708139318,-0.0601918037941516,0.0687252987721132,0.2,0.131868131868132,-0.0699847444698703,-0.0585419584002186,0.146153846153846,0.0318912997468129,-0.113501564341832,-0.0511111111111111,0.0814675839066083,-0.0357264957264957,-0.038556684405741,-0.0919120875261226,-0.00412376584697421,0.00823966141007007,-0.019047619047619,0.0253968253968254,-0.0333333333333333,-0.0174468898898532,-0.0178031746031746,0.0253968253968254,0.0053968253968254,-0.0854689923948987,0.0333788164654705,0.0333788164654705,0.0333788164654705,0.0224199123558814,0.0233081971791649,0.046360588944967
"TCFLEF",0.369692286294292,0.00784313725490196,-0.180704417086204,0.0091025641025641,-0.0715338553661907,0.378189204818908,-0.0862509777312865,-0.0856374807987711,-0.0733620071684588,-0.0904761904761905,-0.0408866104655578,0.0942857142857143,-0.0384009508097261,0.0820905923344948,-0.1,0.0204498464659299,0.028861061419201,0.114285714285714,-0.133333333333333,0.180331035799857,0.0102564102564103,-0.0227677272606319,0.0950704412546518,0.152502640400422,0.0920217846669459,-0.0197237434586832,0.177852433480049,0.123376623376623,0.0920217846669459,-0.0811382113821138,-0.0777368508378961,0.111376623376623,0.0552782981034015,0.0437018992034427,0.185286146979117,0.0942608861726509,0.181364578351666,0.177045641474589,-0.159347598794967,-0.118938523384157,-0.112838867026768,-0.0166666666666667,-0.0116666666666667,0.0333333333333333,-0.017907595549105,-0.00897468686471243,-0.00284313725490195,-0.000279034690799391,-0.105640562535573,0.115617054393228,0.115617054393228,0.115617054393228,0.11075503074014,0.332057142857143,0.106114495683616
"Ecadherin",-0.136609371127977,-0.131372549019608,-0.181874145343256,-0.0910894347627828,-0.161174054346845,0.203808938610617,-0.126828274489882,-0.155174731182796,-0.0722229685040581,-0.15625,-0.0586086956521739,-0.0163636363636364,-0.056429518896726,-0.0222459893048128,-0.1,-0.0763311160384331,-0.0816969696969697,0.2,-0.1,0.191693625929577,-0.0483636363636364,0.0584287652246899,0.109812994292254,0.155373964362728,0.165088985088985,-0.0478051991459813,0.144490159361477,0.18,0.15989417989418,0.0500810408512046,0.0496888839884595,0.156190476190476,-0.000708961318717419,0.0994362627298791,0.179043062200957,0.0939521800281294,0.196568835396833,0.179840210861517,-0.150100998244147,0.108968875155624,0.107101461523504,0.131372549019608,0.133698130414957,0.0666666666666667,0.0894171939601072,0.0909854867367958,0.133698130414957,0.0923188200701291,0.00238939110179485,0.171934389140272,0.171934389140272,0.171934389140272,0.168023774615132,0.16319103077718,0.169907929362839
"KLF4",-0.127398052645136,-0.0666666666666667,-0.177493903031979,-0.133698130414957,-0.142753001715266,0.210445094217024,-0.155174731182796,-0.15625,-0.0903437738731856,-0.1,-0.076,-0.08,-0.0586086956521739,-0.0163636363636364,-0.1,-0.0816969696969697,-0.0483636363636364,0.1,-0.2,0.190762527233115,-0.0363636363636364,0.0763311160384331,0.1121826625387,0.150505050505051,0.15989417989418,-0.0483638583638584,0.150186361893122,0.2,0.156190476190476,0.0222459893048128,0.0500810408512046,0.18,0.0178807822710262,0.106072418336286,0.152727272727273,0.0888888888888889,0.179043062200957,0.196568835396833,-0.142518059855521,0.0894171939601072,0.108968875155624,0.0666666666666667,0.131372549019608,0.1,0.0910894347627828,0.0923188200701291,0.131372549019608,0.133698130414957,0.109497472893421,0.188846153846154,0.188846153846154,0.188846153846154,0.171934389140272,0.172469381292643,0.174543690952243
"HEY1",-0.127398052645136,-0.0666666666666667,-0.177493903031979,-0.133698130414957,-0.142753001715266,0.210445094217024,-0.155174731182796,-0.15625,-0.0903437738731856,-0.1,-0.076,-0.08,-0.0586086956521739,-0.0163636363636364,-0.1,-0.0816969696969697,-0.0483636363636364,0.1,-0.2,0.190762527233115,-0.0363636363636364,0.0763311160384331,0.1121826625387,0.150505050505051,0.15989417989418,-0.0483638583638584,0.150186361893122,0.2,0.156190476190476,0.0222459893048128,0.0500810408512046,0.18,0.0178807822710262,0.106072418336286,0.152727272727273,0.0888888888888889,0.179043062200957,0.196568835396833,-0.142518059855521,0.0894171939601072,0.108968875155624,0.0666666666666667,0.131372549019608,0.1,0.0910894347627828,0.0923188200701291,0.131372549019608,0.133698130414957,0.109497472893421,0.188846153846154,0.188846153846154,0.188846153846154,0.171934389140272,0.172469381292643,0.174543690952243
"miR200",-0.145886335376699,-0.18,-0.202675979330326,-0.170936925903246,-0.0602643455834945,0.058657548413646,-0.0318184736745551,-0.022035864978903,-0.0150847457627119,-0.0258333333333333,-0.0116683054736152,-0.0142857142857143,-0.0132357035927375,-0.0142857142857143,-0.0325,-0.028882036685642,-0.0321078431372549,0,-0.02,0.140100676419695,-0.0458333333333333,0.0370215715693629,0.113387096774194,0.0370610575518551,0.0329862391828628,0.000105388482229474,0.0392990342990343,0.02,0.0386466165413534,-0.0038961038961039,-0.00729746444032159,0.0357894736842105,0.0877928957694943,0.0493885878686166,0.0663054187192118,0.109506556245687,0.0594088669950739,0.0633636692549609,0.08375,0.168154689413144,0.164063780322235,0.18,0.158260869565217,0.2,0.177678498936953,0.179269462931435,0.16,0.172676056338028,0.202694051596859,0.163451970914657,0.163451970914657,0.163451970914657,0.16719261929371,0.20721900605816,0.131365700274642
"AXIN2",0.245506776096202,0.193333333333333,-0.17201640219412,0.22460839347768,0.15266550497967,0.0913784030177473,0.0813472047078605,0.0698717948717949,-0.154772869073072,0.052014652014652,-0.154428341384863,0.0133333333333333,-0.153634690591212,-0.00861788617886179,0.0615384615384615,0.16147834043483,0.151743827160494,0.133333333333333,0.1,-0.0408146832758057,0.157916666666667,-0.166098802481035,0.115216639001952,0.139352180077987,0.0571980676328502,-0.0595105877572866,0.130116169030096,0.1,0.0594202898550725,0.0170291011321328,0.0101325494079949,0.0695652173913043,0.136750516937465,-0.167940619897142,-0.00280701754385965,0.124706467123545,-0.0117355889724311,-0.0245734268102689,-0.142812117373844,-0.211050011666962,-0.213600811494026,-0.193333333333333,-0.214263565891473,-0.2,-0.216091043319951,-0.216432292848749,-0.214263565891473,-0.22460839347768,-0.181000844765456,0.0769359015466282,0.0769359015466282,0.0769359015466282,0.0800855078458408,0.200335599899944,0.172677570459035
