"","FOXC2","Jagged","NOTCH","EGR1","NOTCHic","Csl","SUFU","TWIST1","MEK","Csn","ERK","AKT","cMet","NFB","IKK","SMAD","STAT","SRC","ILK","SNAI1","RKIP","Frizzled","SOSGRB2","LIV1","FUS","SNAI2","ZEB2","PAK1","RAF","PI3K","DELTA","RAS","ZEB1","CDC42","TGFR","TGF","HEY1","SMO","DSH","Wnt","Patched","GLI","AXIN2","KLF4","Destcompl","SHH","cateninnuc","TCFLEF","miR200","CD44","cateninmemb","Ecadherin","cfos","TrCP","GSK3"
"RAS",0.0542857142857143,-0.198801498127341,0.0604766633565045,0.12,0.0736842105263158,0.1,-0.1,0.013202400436443,0.0917750257997936,-0.3,0.101578947368421,-0.27,-0.194117647058824,-0.333333333333333,-0.286666666666667,-0.168645640074212,-0.1,-0.2,-0.158441558441558,0.0594886922320551,-0.033125786163522,-0.2,-0.115584415584416,0,-0.2,0.298228767244495,0.0761782032400589,0.1,0.0917948717948718,0.0917948717948718,0.0917948717948718,-0.000512820512820511,-0.0761782032400589,-0.04,-0.04,-0.0508910891089109,0.163438735177866,0.183333333333333,0.1,0.194117647058824,0.203333333333333,0.194117647058824,0.149064558629776,0.0607142857142857,-0.122428106149036,0.188079096045198,0.201222425831374,0.19470684509483,0.0764923076923077,0.196245306633292,0.12526186803629,0.111457016710944,-0.17,0.2,0.0894573643410853
"STAT",-0.00462304021813225,0.0206470252449353,0.0124243032295574,0.133333333333333,-0.00408055113937467,-0.0392156862745098,-0.1,-0.136610482637469,0.107311827956989,-0.15,0.0933333333333334,-0.142897497982244,0.181493506493507,-0.15,-0.154761904761905,-0.0535482258870565,0.142857142857143,0.167857142857143,-0.0615942028985507,-0.0811990046177164,-0.0688079150579151,0.167857142857143,0.134852216748768,0.2,-0.125,-0.0966334850376505,0.0802133763672225,-0.00909090909090909,0.0979373449131514,0.0979373449131514,0.0979373449131514,0.09196719565942,-0.0802133763672225,-0.00965909090909091,-0.0254485645933014,-0.0326949414048956,0.0633333333333333,0.0783333333333333,-0.142857142857143,-0.181493506493507,0.0481007751937984,-0.189056531703591,-0.115772854596384,-0.0243216478510596,-0.208658410399617,0.0295167043973383,-0.190126405144566,-0.189053699542659,0.037140565488084,-0.187476412476413,-0.244699168527674,-0.170945369277778,-0.0933333333333334,0.1,-0.148117489986649
"AXIN2",0.0522252454805148,0.086831764005677,0.101828896565739,0.113333333333333,0.0930451127819549,0.0894736842105263,0.05,-0.0347098670492856,0.0896676439532684,-0.144444444444444,0.0848400577463718,-0.132850241545894,0.107206629243518,-0.140096618357488,-0.132850241545894,-0.0853692201518288,0.0933333333333333,0.10031007751938,-0.0853692201518288,0.0427471753141584,0.0355489582102485,0.10031007751938,0.0804983920551943,0.1,0.0423076923076923,-0.157227438739091,0.0883660708428327,0.0970833333333333,0.113700050767525,0.113700050767525,0.113700050767525,0.112650182001121,-0.0883660708428327,-0.0983179012345679,-0.104512591500055,-0.107482888529758,0.094144274671658,-0.0470695970695971,-0.0933333333333333,-0.107206629243518,-0.0577838827838828,-0.109093421696348,-0.104655068379864,0.0830961634049041,0.0516342629515752,-0.0633576532756861,-0.108353091815871,-0.108828664664984,0.0739793171560093,-0.109414831136262,-0.132626630380435,-0.0737898711522304,-0.0913821138211382,0.133333333333333,0.0604241037376049
"Wnt",0.0582186234817814,-0.122867647058824,-0.0714285714285714,0.1,-0.0714285714285714,0,0,0.0791176470588235,-0.0392156862745098,-0.1,-0.0333333333333333,-0.113333333333333,-0.175,-0.133333333333333,-0.113333333333333,-0.0929238719936394,-0.1,-0.2,-0.0905982905982906,-0.0294513457556936,-0.05,-0.3,-0.145454545454545,0,-0.1,0.223275862068966,0.111190817790531,-0.1,-0.056390977443609,-0.056390977443609,-0.056390977443609,-0.0427546138072454,-0.111190817790531,0.166666666666667,0.16,0.142608695652174,0.0994871794871795,0.15,0.2,0.175,0.177272727272727,0.159210526315789,0.106060606060606,0.0941176470588235,-0.11771820856489,0.134415584415584,0.170468804461485,0.159210526315789,0.0524242424242424,0.159210526315789,0.0851694915254237,0.0478972312764602,-0.0666666666666667,0.1,0.0168495297805643
"Destcompl",0.0234495557809499,0.178001542205118,0.176490807702361,0.161538461538462,0.165869565217391,0.149565217391304,0.0333333333333333,-0.0768835212251022,0.15251357897135,-0.233333333333333,0.141121173908059,-0.216456491507557,0.218562925749595,-0.220289855072464,-0.215785350567959,-0.104156223893066,0.196031746031746,0.211100239182431,-0.103571428571429,0.0645368678356515,0.0607848313727347,0.211100239182431,0.0983621169386245,0.188888888888889,0.0367816091954023,-0.263017113789182,0.118278343097955,0.113673469387755,0.173297183345922,0.173297183345922,0.173297183345922,0.168430621336503,-0.118278343097955,-0.124018296973962,-0.132439349605541,-0.134114226452832,0.119881656804734,-0.0567816091954023,-0.196031746031746,-0.218030932251738,-0.0718075159311536,-0.21858751852261,-0.108828664664984,0.112426333990841,-0.0270637787355302,-0.0762562586777687,-0.218146136010697,-0.217840169666994,0.0782972705119966,-0.218936060077953,-0.264769458898302,-0.121855271240178,-0.137296037296037,0.233333333333333,0.0937570587025622
"cMet",0.114504219409283,-0.13243539069626,-0.0429531274996001,0.125,-0.0195488721804511,-0.0142857142857143,-0.1,0.0746511915051241,0.131363636363636,-0.2,0.155,-0.214166666666667,0.0566666666666667,-0.233333333333333,-0.226666666666667,-0.151352298495156,0.2,0.15,-0.154988662131519,0.0909901873327386,-0.00962962962962963,0.05,0.0166666666666667,0.1,-0.15,0.229369770537654,0.119191919191919,0.0866666666666667,0.0628571428571429,0.0628571428571429,0.0628571428571429,0.0704043126684636,-0.119191919191919,-0.0741666666666667,-0.0630555555555556,-0.0694385342789598,0.136050911592707,0.13,-0.1,-0.0566666666666667,0.157272727272727,-0.0612121212121212,-0.0552380952380952,0.0222222222222222,-0.141107819048996,0.151022727272727,-0.0657110659672741,-0.0651460942158617,0.0926130873956961,-0.0589922480620155,-0.0885243700546192,-0.0460762894680356,-0.185,0.1,0.0645353302611367
"SNAI1",0.0538223836154634,-0.105520916035126,-0.10880167451596,0.0443478260869565,-0.102271062271062,-0.106666666666667,-0.126190476190476,0.0148118548118548,0.0840669109847296,-0.145833333333333,0.088551215917465,-0.137037037037037,-0.0255519876311955,-0.145833333333333,-0.143981481481481,-0.0942960683063052,-0.0188888888888889,-0.0215915915915916,-0.0941730670762929,-0.115572153117284,-0.00854456361426009,-0.0188888888888889,-0.030246227452934,-0.03,-0.110061443932412,0.182592350895468,0.122605762071372,-0.0728291316526611,-0.0188147133699501,-0.0188147133699501,-0.0188147133699501,-0.019143120594909,-0.122605762071372,0.069798828622358,0.0725310690595165,0.0743455851885488,0.085896337545513,0.0989503328213005,0.0188888888888889,0.0223035230352304,0.0999503328213005,0.0232175998176801,0.0436435024528714,0.124379712111595,0.0407387330705741,0.102086255151398,0.0246563128276291,0.0257920898023322,0.0630787271579009,0.027033469112677,0.0184177919467388,0.00221533336415169,-0.076551215917465,0.133333333333333,0.0837191504864772
"GSK3",0.0714885848545579,-0.137907058316194,-0.0337685843568197,-0.0392156862745098,-0.0267555973438326,-0.0302521008403361,-0.177272727272727,0.0918753797865892,0.0117616624002073,-0.113333333333333,0.0123298442183891,-0.132169908635426,-0.170468804461485,-0.125833333333333,-0.133879310344828,-0.10440176380069,-0.159210526315789,-0.159210526315789,-0.103652138613283,-0.0406173463655769,-0.0264489896068843,-0.159210526315789,-0.0918915759982124,-0.175,-0.134415584415584,0.232811242764841,0.123114994261249,-0.142608695652174,-0.0619919150269459,-0.0619919150269459,-0.0619919150269459,-0.0632524192286265,-0.123114994261249,0.132132505175983,0.138055850123719,0.143440465508334,0.0986162507850221,0.131189777963972,0.159210526315789,0.169014447884417,0.133030268761518,0.173731429016492,0.113994636848807,0.129670120475375,-0.105845091668472,0.141642708952905,0.175502208318411,0.176686418844727,0.0558047520316539,0.17570689969958,0.0940538933426877,0.0519703359486728,0.0169934640522876,0.113333333333333,-0.0851465949373968
"TrCP",0.0552200964490085,-0.104109151329243,-0.102271062271062,0.04,-0.106666666666667,-0.120512820512821,-0.176190476190476,0.0153246753246753,0.088551215917465,-0.133333333333333,0.076551215917465,-0.143981481481481,-0.0215915915915916,-0.145833333333333,-0.145833333333333,-0.0941730670762929,-0.03,-0.0188888888888889,-0.0928827444956477,-0.0153942171742238,-0.00226841298664502,-0.0188888888888889,-0.0238311331133113,-0.05,-0.126190476190476,0.182424734402005,0.124942785441606,-0.0904761904761905,-0.0133601679154046,-0.0133601679154046,-0.0133601679154046,-0.0188147133699501,-0.124942785441606,0.0728291316526611,0.069798828622358,0.0725310690595165,0.0811344327836082,0.110061443932412,0.03,0.0188888888888889,0.0989503328213005,0.0223035230352304,0.0429442017535707,0.127183450429352,0.0405194348249601,0.0999503328213005,0.0257920898023322,0.027033469112677,0.0641354034307155,0.0255519876311955,0.0189359266617647,0.00216330422783535,-0.0443478260869565,0.133333333333333,0.0803528138528139
"LIV1",0.0552200964490085,-0.104109151329243,-0.102271062271062,0.04,-0.106666666666667,-0.120512820512821,-0.176190476190476,0.0153246753246753,0.088551215917465,-0.133333333333333,0.076551215917465,-0.143981481481481,-0.0215915915915916,-0.145833333333333,-0.145833333333333,-0.0941730670762929,-0.03,-0.0188888888888889,-0.0928827444956477,-0.0153942171742238,-0.00226841298664502,-0.0188888888888889,-0.0238311331133113,-0.05,-0.126190476190476,0.182424734402005,0.124942785441606,-0.0904761904761905,-0.0133601679154046,-0.0133601679154046,-0.0133601679154046,-0.0188147133699501,-0.124942785441606,0.0728291316526611,0.069798828622358,0.0725310690595165,0.0811344327836082,0.110061443932412,0.03,0.0188888888888889,0.0989503328213005,0.0223035230352304,0.0429442017535707,0.127183450429352,0.0405194348249601,0.0999503328213005,0.0257920898023322,0.027033469112677,0.0641354034307155,0.0255519876311955,0.0189359266617647,0.00216330422783535,-0.0443478260869565,0.133333333333333,0.0803528138528139
"EGR1",0.0552200964490085,-0.104109151329243,-0.102271062271062,0.04,-0.106666666666667,-0.120512820512821,-0.176190476190476,0.0153246753246753,0.088551215917465,-0.133333333333333,0.076551215917465,-0.143981481481481,-0.0215915915915916,-0.145833333333333,-0.145833333333333,-0.0941730670762929,-0.03,-0.0188888888888889,-0.0928827444956477,-0.0153942171742238,-0.00226841298664502,-0.0188888888888889,-0.0238311331133113,-0.05,-0.126190476190476,0.182424734402005,0.124942785441606,-0.0904761904761905,-0.0133601679154046,-0.0133601679154046,-0.0133601679154046,-0.0188147133699501,-0.124942785441606,0.0728291316526611,0.069798828622358,0.0725310690595165,0.0811344327836082,0.110061443932412,0.03,0.0188888888888889,0.0989503328213005,0.0223035230352304,0.0429442017535707,0.127183450429352,0.0405194348249601,0.0999503328213005,0.0257920898023322,0.027033469112677,0.0641354034307155,0.0255519876311955,0.0189359266617647,0.00216330422783535,-0.0443478260869565,0.133333333333333,0.0803528138528139
"DSH",0.0726050122867748,-0.131629686053421,-0.0267555973438326,-0.0333333333333333,-0.0302521008403361,-0.0714285714285714,-0.15,0.0912351749210323,0.0123298442183891,-0.113333333333333,-0.0169934640522876,-0.133879310344828,-0.159210526315789,-0.113333333333333,-0.125833333333333,-0.103652138613283,-0.175,-0.159210526315789,-0.0957276103113965,-0.040728088336784,-0.0191808191808192,-0.159210526315789,-0.0914264597191426,-0.2,-0.177272727272727,0.22979139807114,0.126829704513849,-0.16,-0.0482664248308674,-0.0482664248308674,-0.0482664248308674,-0.0619919150269459,-0.126829704513849,0.142608695652174,0.132132505175983,0.138055850123719,0.0913498147988629,0.134415584415584,0.175,0.159210526315789,0.131189777963972,0.169014447884417,0.113233601841197,0.129670120475375,-0.108205077579004,0.133030268761518,0.176686418844727,0.17570689969958,0.0577977180339985,0.170468804461485,0.0940538933426877,0.0499617748686597,0.0392156862745098,0.133333333333333,0.008530609721505
"CDC42",0.0572890619662499,-0.101041666666667,-0.106666666666667,0.1,-0.120512820512821,-0.166666666666667,-0.133333333333333,0.0153246753246753,0.076551215917465,-0.133333333333333,0.0443478260869565,-0.145833333333333,-0.0188888888888889,-0.133333333333333,-0.145833333333333,-0.0928827444956477,-0.05,-0.03,-0.0912698412698413,-0.0127689188448682,0.00270396270396271,-0.03,-0.0347222222222222,-0.1,-0.176190476190476,0.182063070749202,0.127193589300127,-0.214285714285714,5.44662309368199e-05,5.44662309368199e-05,5.44662309368199e-05,-0.0133601679154046,-0.127193589300127,0.0904761904761905,0.0728291316526611,0.069798828622358,0.0811344327836082,0.126190476190476,0.05,0.0188888888888889,0.110061443932412,0.0188888888888889,0.0423152709359606,0.123904761904762,0.0378126679076668,0.0989503328213005,0.027033469112677,0.0255519876311955,0.0661658602835073,0.0215915915915916,0.0196685273943655,0.00195569177108795,-0.04,0.1,0.0781709956709957
"SMAD",0.110892901509141,-0.033659544756319,-0.0343459222769568,0.0285714285714286,-0.0351395730706075,-0.0523809523809524,-0.0833333333333333,0.0889038591289598,0.0865941073180383,0.0111111111111111,0.0731325688564998,0.00172175536881419,-0.0640802987861811,0.00634920634920635,0.00438842203548086,-0.0994493178054821,-0.0657142857142857,-0.0601587301587302,0.00626496790880353,0.00923891744456261,0.0213805746850593,-0.0801587301587302,-0.0481070689145223,-0.08,-0.0458333333333333,0.237507359489642,0.130122170628296,-0.111904761904762,-0.11366052288323,-0.11366052288323,-0.11366052288323,-0.120568417620072,-0.130122170628296,0.0935949027498323,0.0941535619677094,0.0989344384617333,-0.00318732089398945,0.0258333333333333,0.0857142857142857,0.0820818070818071,0.0230810397553517,0.0892760516861236,0.0642699261849084,0.133378390138492,0.109527303675303,0.0308877312051658,0.0741969385770032,0.0751087926803467,0.0657234035624735,0.0717166624225448,0.091340234502885,0.0418570891797775,-0.0382488479262673,0,0.0230492175604958
"GLI",0.0858928878568972,-0.102929165401012,-0.0656110269041303,0.0485714285714286,-0.0684681697612732,-0.0759681697612732,-0.276190476190476,0.0248809698130581,0.079711559159073,-0.161111111111111,0.0758441558441559,-0.159451269542905,-0.0211880409126672,-0.155847953216374,-0.157888769542905,-0.101356189846649,-0.03,-0.0138709677419355,-0.101896730387189,0.0287894832232512,0.0447474604177683,-0.103870967741935,-0.0347776117687622,-0.05,-0.213690476190476,0.174585995421504,0.136084826762246,-0.163333333333333,0.141946534456126,0.141946534456126,0.141946534456126,0.139768316634344,-0.136084826762246,0.146091954022988,0.142947299934938,0.146947299934938,0.0902827082368678,0.208427318295739,0.12,0.107400379506641,0.198223236663086,0.00867697525132222,0.0407759661835749,0.139795795795796,0.0222080781028515,0.203573030901769,0.0218620783166137,0.023236854168377,0.0679281915195228,0.0229121788437017,0.0126150465280866,-0.00486214674549963,-0.0485714285714286,0.15,0.169512334755065
"PI3K",-0.00311730545876887,-0.129736842105263,-0.042741935483871,0.0666666666666667,-0.075,-0.075,-0.1,0.00260665919967417,0.0106672177067548,-0.233333333333333,-0.0106442577030812,-0.201809954751131,-0.175845410628019,-0.2,-0.194117647058824,-0.0997976790716286,-0.2,-0.188888888888889,-0.0941976790716287,0.0121014492753623,0.0166936005171299,-0.188888888888889,-0.0584615384615385,-0.1,-0.15,0.116488894252904,0.147074184072577,-0.05,-0.0528311688311688,-0.0528311688311688,-0.0528311688311688,-0.0569407578722647,-0.147074184072577,0.0441176470588235,0.0281176470588235,0.0191745576279292,0.0955873944775165,0.166666666666667,0.2,0.175845410628019,0.135897435897436,0.174306949089558,0.113809523809524,0.132236842105263,-0.0969584156966103,0.133119658119658,0.189066108038827,0.183911468863569,0.0673107906714464,0.174306949089558,0.114424295990539,0.0934211224038886,0.00476190476190476,0.2,0.0171236171236171
"SRC",0.169626517273576,-0.0507898141613738,0.0954761904761905,0.2,0.0811904761904762,0.105,-0.1,-0.0326449412656309,0.14819897084048,-0.2,0.172727272727273,-0.257692307692308,0.125,-0.266666666666667,-0.274358974358974,-0.109103840682788,0.2,0.125,-0.129824561403509,0.0800283375704641,-0.0103290974258716,0.125,-0.0142857142857143,0.2,-0.1,0.0132629593584259,0.149303683737646,0.0888888888888889,0.235244055068836,0.235244055068836,0.235244055068836,0.2488804187052,-0.149303683737646,-0.0888888888888889,-0.0888888888888889,-0.0997979797979798,0.129510095994704,0.14,-0.1,-0.125,0.106666666666667,-0.136475409836066,-0.0951315398019465,0.0494186046511628,-0.19532967032967,0.0949019607843137,-0.141699941947158,-0.140133946421431,0.0839935587761675,-0.136475409836066,-0.200966546924113,-0.122003367003367,-0.172727272727273,0.1,0.0541125541125541
"TCFLEF",0.322097146312041,-0.106829205309026,-0.188246627824887,-0.138571428571429,-0.193894468356448,-0.205659174238801,-0.166666666666667,0.118697452280771,-0.147560975609756,0.0012987012987013,-0.152322880371661,0.0214627966703703,0.0269017094017094,0.0052987012987013,0.0182019271051529,-0.0803338338894342,0.0125,0.0175,-0.080142629300524,0.12801360889227,0.141286678605869,0.0226470588235294,-0.0491447873483802,0,-0.186666666666667,0.148617987042794,0.178234582668793,-0.00512820512820513,-0.0378035720093482,-0.0378035720093482,-0.0378035720093482,-0.0403002868582312,-0.178234582668793,0.00512820512820513,-0.0032830098250659,-0.00791877141446987,0.0218418498429917,0.158095238095238,-0.0176470588235294,-0.0320487682252388,0.151643625192012,-0.0351543582873506,-0.0380771672771673,0.173024891774892,0.0350620542118089,0.141827674271767,-0.129704882152363,-0.130048524764047,0.0967145638832386,-0.0287885018545396,-0.178993879971629,-0.161150080649374,0.136132404181185,-0.0285714285714286,0.0265880025148235
"ZEB1",0.196117516433918,-0.124798526297522,-0.108795170960946,0,-0.111274509803922,-0.125,-0.125,0.214694041687188,0.0201243845555843,-0.0333333333333333,0.00470588235294118,-0.037590698056617,-0.241551705109811,-0.0175438596491228,-0.0290192694851884,-0.106978725521029,-0.241025641025641,-0.233708567854909,-0.0978441101364136,0.0369712696952472,0.0358299212070972,-0.240301974448316,-0.090448343079922,-0.233333333333333,-0.125,0.311470065956367,0.196419925137625,-0.121455938697318,-0.10539425841774,-0.10539425841774,-0.10539425841774,-0.111221030071283,-0.196419925137625,0.111311011161086,0.105727254815908,0.11123906583953,0.0909644673116176,0.125,0.247619047619048,0.246071205217547,0.121078431372549,0.251913129616172,0.125322239142623,0.199264654637214,0.259683703953667,0.130686972297816,0.254946788684872,0.253283383596809,0.123504268568306,0.248496149554256,0.305961200723972,0.190708677255207,0.02,0.0333333333333333,0.168118301616236
"cateninnuc",0.292617830257175,-0.211181236102229,-0.215584673432525,-0.0282608695652174,-0.218311946159798,-0.207846829880728,-0.177777777777778,0.224794425533664,-0.0526193405500965,-0.0708333333333333,-0.0507844781647754,-0.0814867424242424,-0.173230634100199,-0.0799242424242424,-0.0799242424242424,-0.150561288188846,-0.165501165501166,-0.171056721056721,-0.149060606060606,0.207576922013377,0.209475531085953,-0.169610754542261,-0.19706340862762,-0.142424242424242,-0.197777777777778,0.372705192239475,0.20958003501744,-0.0445714285714286,0.0321200871200871,0.0321200871200871,0.0321200871200871,0.0343086393086393,-0.20958003501744,0.0491868131868132,0.0497615258304914,0.0480148009396617,0.106098224284115,0.219089253187614,0.165501165501166,0.17178466758574,0.217225899150347,0.172575181419732,0.0515217358352929,0.206835325607568,0.242207769954194,0.219622413311567,0.0789529239277489,0.176936906253073,0.123006629644321,0.17402428489385,0.225208758740858,0.166819110303261,0.0457211870255349,0.0333333333333333,0.241257571671939
"FUS",0.308366606170599,-0.232397526614394,-0.255606060606061,0.06,-0.262424242424242,-0.242424242424242,-0.2,0.155274384331976,0.0301069045896632,0,0.0427505827505827,-0.0747032967032967,-0.154444444444444,-0.0428571428571429,-0.0708571428571429,-0.184014336917563,-0.15,-0.143333333333333,-0.191111111111111,0.161948236385242,0.159751268204876,-0.2375,-0.169163292847503,-0.1,-0.32,0.360459836936281,0.246755745034834,-0.04,0.0540809481216458,0.0540809481216458,0.0540809481216458,0.061504528907672,-0.246755745034834,0.04,0.0454054054054054,0.0432777458309373,0.170616340181558,0.3825,0.25,0.248611111111111,0.365833333333333,0.246688034188034,0.0445251400273889,0.256193078324226,0.229485202739319,0.376944444444444,0.158319925676016,0.157232969154277,0.138107472591744,0.153473570658037,0.169594919091907,0.0791147841622052,-0.0215384615384615,-0.1,0.254859858025751
"KLF4",0.338886088145011,-0.354407341783654,-0.267669313865733,-0.08,-0.250143540669856,-0.229090909090909,-0.2,0.360344226579521,-0.0584166712608192,0.1,-0.0532620320855615,0.0281481481481482,-0.305243958048336,0.08,0.0466666666666667,-0.199246376811594,-0.266666666666667,-0.284313725490196,-0.192,0.240927910681237,0.23989898989899,-0.284313725490196,-0.23138936535163,-0.233333333333333,-0.233333333333333,0.4191366160721,0.247058823529412,-0.109090909090909,-0.0765384615384615,-0.0765384615384615,-0.0765384615384615,-0.0750678733031674,-0.247058823529412,0.121090909090909,0.135757575757576,0.144050258684405,0.139877769289534,0.3,0.266666666666667,0.305243958048336,0.3375,0.315588785634543,0.149318727614957,0.251851851851852,0.290715461056243,0.364381720430108,0.324849117629672,0.32223392460352,0.161847781847782,0.316548305874423,0.475013359495067,0.452895686212557,0.0709090909090909,-0.1,0.28310624740033
"Ecadherin",0.343691580135858,-0.360585831486171,-0.28068046628209,-0.0709090909090909,-0.267669313865733,-0.250143540669856,-0.233333333333333,0.364627280583245,-0.0635147104765055,0.08,-0.0584166712608192,0.0216546416546417,-0.316548305874423,0.0466666666666667,0.0281481481481482,-0.203362599571885,-0.284313725490196,-0.305243958048336,-0.199246376811594,0.246624113212883,0.240273521734196,-0.305243958048336,-0.248494628509524,-0.266666666666667,-0.3,0.426060156108223,0.248954558126568,-0.121090909090909,-0.0750678733031674,-0.0750678733031674,-0.0750678733031674,-0.072274577213782,-0.248954558126568,0.135757575757576,0.144050258684405,0.147486063386033,0.14591803774591,0.3375,0.284313725490196,0.315588785634543,0.364381720430108,0.320922118967876,0.15158676885207,0.253117674636662,0.291927017440213,0.373043137752942,0.327650238077851,0.324849117629672,0.163151320022828,0.32223392460352,0.480013359495067,0.356887896533881,0.0532620320855615,-0.1,0.288625011197239
"cateninmemb",0.343691580135858,-0.360585831486171,-0.28068046628209,-0.0709090909090909,-0.267669313865733,-0.250143540669856,-0.233333333333333,0.364627280583245,-0.0635147104765055,0.08,-0.0584166712608192,0.0216546416546417,-0.316548305874423,0.0466666666666667,0.0281481481481482,-0.203362599571885,-0.284313725490196,-0.305243958048336,-0.199246376811594,0.246624113212883,0.240273521734196,-0.305243958048336,-0.248494628509524,-0.266666666666667,-0.3,0.426060156108223,0.248954558126568,-0.121090909090909,-0.0750678733031674,-0.0750678733031674,-0.0750678733031674,-0.072274577213782,-0.248954558126568,0.135757575757576,0.144050258684405,0.147486063386033,0.14591803774591,0.3375,0.284313725490196,0.315588785634543,0.364381720430108,0.320922118967876,0.15158676885207,0.253117674636662,0.291927017440213,0.373043137752942,0.327650238077851,0.324849117629672,0.163151320022828,0.32223392460352,0.382598798952884,0.348558660657252,0.0532620320855615,-0.1,0.288625011197239
"SUFU",0.310103578875314,-0.232159996923183,-0.260367965367965,0.0215384615384615,-0.255606060606061,-0.262424242424242,-0.32,0.157542425569089,0.0356388194832802,-0.0428571428571429,0.0301069045896632,-0.075374437642894,-0.153473570658037,-0.0708571428571429,-0.0747032967032967,-0.187940433915253,-0.143333333333333,-0.154444444444444,-0.184014336917563,0.164844318156962,0.158526778408958,-0.248611111111111,-0.179652803337014,-0.15,-0.3825,0.362767022170295,0.249654295759472,-0.04,0.061504528907672,0.061504528907672,0.061504528907672,0.0592893390342543,-0.249654295759472,0.0454054054054054,0.0432777458309373,0.042686029854606,0.163387424518907,0.365833333333333,0.2375,0.246688034188034,0.376944444444444,0.249290264671306,0.0485064046643912,0.259187090300274,0.229751018794609,0.371925139425139,0.160417112376784,0.158319925676016,0.138850967015536,0.157232969154277,0.173278411588496,0.0792177707739457,-0.0427505827505827,0,0.256402274478193
"SNAI2",0.386657766661998,-0.405149033298744,-0.318603326498063,-0.1,-0.299122807017544,-0.276315789473684,-0.2,0.407919713703034,-0.0790408055113938,0.133333333333333,-0.0803921568627451,0.0887134745880072,-0.357969635997805,0.133333333333333,0.109195402298851,-0.23470776813994,-0.305454545454545,-0.334025974025974,-0.215090543259557,0.288529806340513,0.283217948717949,-0.334025974025974,-0.274104124408384,-0.26,-0.26,0.6744712585774,0.288488986784141,-0.150980392156863,-0.128169339348981,-0.128169339348981,-0.128169339348981,-0.128169339348981,-0.288488986784141,0.165266106442577,0.179796020972492,0.190355027183672,0.155605786618445,0.324705882352941,0.305454545454545,0.357969635997805,0.371644657863145,0.373477657388179,0.200851649046887,0.286538461538462,0.339889871710675,0.405447474764554,0.389068893010944,0.383789389905354,0.198280888626183,0.37409866825587,0.538110140455866,0.612865871711643,0.0941176470588235,-0.1,0.327829847126661
