"","RKIP","HEY1","GSK3","ILK","AKT","IKK","Destcompl","SOSGRB2","SHH","Patched","SMO","FUS","cateninmemb","SUFU","AXIN2","Ecadherin","TrCP","GLI","PI3K","CD44","TCFLEF","cateninnuc","MEK","ERK","cfos","EGR1","ZEB1","SNAI2","LIV1","FOXC2","STAT","SRC","DSH","cMet","Frizzled","RAF","DELTA","TWIST1","Wnt","RAS","Csn","NFB","Csl","NOTCHic","Jagged","NOTCH","SMAD","PAK1","miR200","SNAI1","CDC42","TGFR","TGF","ZEB2","KLF4"
"TGFR",-0.081948051948052,-0.217027050434481,-0.0213374758305595,-0.215620723362659,-0.0922116337355015,-0.0782581453634085,-0.0552020877390404,-0.149431448992852,-0.207836304305474,-0.194841954022988,-0.176091954022988,-0.193333333333333,0.0149210730145085,-0.193333333333333,0.0138508526920544,0.0150766173409491,-0.0333333333333333,-0.000463437961916354,0.0541666666666667,0.0145183714001986,0.0173891847973278,0.0188949421046794,0.11916366258111,0.113684210526316,0.107017543859649,0.133333333333333,0.00132628037640775,-0.140530189119982,0,0.145478789769183,0,-0.01,0.0142857142857143,-0.0118867924528302,0.00428571428571428,-0.0541666666666667,-0.0541666666666667,0.0681270594437854,0.0023989218328841,-0.0576754385964912,0.108333333333333,0.094047619047619,0.0833333333333333,0.0695402298850575,0.177704851550661,0.0774538989498057,0.215264851476538,0.193333333333333,0.147031126702984,0.0952442770423462,0.193333333333333,0.091547619047619,0.0979305977710233,0.190527554374538,0.185589426464712
"ERK",-0.0887299048046135,-0.24036778578858,-0.207884086395884,-0.233713482392771,-0.243348290942732,-0.247935446906035,-0.0907289808841949,-0.0809308059793497,-0.260613885278511,-0.248536590592521,-0.232196721311475,-0.224,0.312251430036206,-0.18,0.287784269295538,0.298326729464908,-0.214285714285714,0.242303485987697,-0.112852702852703,0.249287166563181,0.255235121953516,0.258082344175738,0.0471335214867526,0.0440694546343849,0.147402787967718,0.166551724137931,-0.0327998975020518,-0.55511245419939,-0.166666666666667,0.056595534526569,-0.203508771929825,-0.226585695006748,-0.196666666666667,-0.239872408293461,-0.21974358974359,0.112852702852703,0.112852702852703,0.197764521156868,-0.233030303030303,0.0984412617085884,0.251785714285714,0.260876623376623,0.19028749028749,0.173499169119607,0.0719445888107844,0.165465928122377,0.238576704277269,0.177142857142857,0.184281823829212,0.129639367366985,0.187423230974633,0.181583814916239,0.175814584147008,0.237461277526823,0.247212305228387
"MEK",-0.0934652808491818,-0.229104987153768,-0.224142033716502,-0.222274368001627,-0.247935446906035,-0.260876623376623,-0.103167913616251,-0.0653968253968254,-0.248536590592521,-0.232196721311475,-0.224,-0.18,0.30360377594237,-0.1,0.274613537588221,0.291975888407579,-0.2,0.233030303030303,-0.129043179043179,0.239872408293461,0.249287166563181,0.255235121953516,0.0440694546343849,0.147402787967718,0.166551724137931,0.17,-0.0310676140374849,-0.546906863577208,-0.1,0.061552799483834,-0.166666666666667,-0.203508771929825,-0.166666666666667,-0.226585695006748,-0.196666666666667,0.129043179043179,0.129043179043179,0.195406684818449,-0.21974358974359,0.112852702852703,0.214285714285714,0.251785714285714,0.197979797979798,0.19028749028749,0.0728482032686157,0.173499169119607,0.233713482392771,0.153333333333333,0.191634765005683,0.136815293292911,0.177142857142857,0.187423230974633,0.181583814916239,0.243917970440209,0.246437111429938
"RKIP",-0.103991596638655,-0.218195896244677,-0.241095350669819,-0.209403080872914,-0.260876623376623,-0.251785714285714,-0.119276700227129,-0.0453968253968254,-0.232196721311475,-0.224,-0.18,-0.1,0.289945239357004,-0.1,0.254793717768401,0.280682627933991,-0.2,0.21974358974359,-0.148701298701299,0.226585695006748,0.239872408293461,0.249287166563181,0.147402787967718,0.166551724137931,0.17,0.12,-0.0183692013390722,-0.531821705426357,0,0.0750663129973475,-0.1,-0.166666666666667,-0.1,-0.203508771929825,-0.166666666666667,0.148701298701299,0.148701298701299,0.194307783719548,-0.196666666666667,0.129043179043179,0.2,0.214285714285714,0.188888888888889,0.197979797979798,0.0753072196620584,0.19028749028749,0.222274368001627,0.133333333333333,0.19627872785398,0.145148626626244,0.153333333333333,0.177142857142857,0.187423230974633,0.244711621233859,0.232711621233859
"RAF",-0.103991596638655,-0.218195896244677,-0.241095350669819,-0.209403080872914,-0.260876623376623,-0.251785714285714,-0.119276700227129,-0.0453968253968254,-0.232196721311475,-0.224,-0.18,-0.1,0.289945239357004,-0.1,0.254793717768401,0.280682627933991,-0.2,0.21974358974359,-0.148701298701299,0.226585695006748,0.239872408293461,0.249287166563181,0.147402787967718,0.166551724137931,0.17,0.12,-0.0183692013390722,-0.531821705426357,0,0.0750663129973475,-0.1,-0.166666666666667,-0.1,-0.203508771929825,-0.166666666666667,0.148701298701299,0.148701298701299,0.194307783719548,-0.196666666666667,0.129043179043179,0.2,0.214285714285714,0.188888888888889,0.197979797979798,0.0753072196620584,0.19028749028749,0.222274368001627,0.133333333333333,0.19627872785398,0.145148626626244,0.153333333333333,0.177142857142857,0.187423230974633,0.244711621233859,0.232711621233859
"STAT",-0.0783655083655084,-0.170666666666667,0.354043168669337,-0.174718196457327,0.0148910411622276,-0.00714285714285715,0.394957939296631,-0.341297208538588,-0.212822597242231,-0.206627906976744,-0.195,-0.175,0.371715587493177,-0.1,0.327552447552448,0.382103460266681,0,0.279469060351413,0.337711952026468,0.279512154512154,0.279827611925404,0.278516527300851,-0.0506894370651486,-0.0517647058823529,-0.04,0,-0.123220369374216,-0.330905119523189,-0.1,-0.100419904567144,-0.242857142857143,-0.267857142857143,-0.242857142857143,-0.276948051948052,-0.267857142857143,-0.337711952026468,-0.337711952026468,0.270444323292899,-0.276948051948052,-0.355622399787662,0.05,0.05,-0.0509803921568627,-0.0861155272919979,-0.0265330444203684,-0.10262038166093,0.170120495307902,0.209090909090909,0.16508718207845,0.0214486981242956,0.202840909090909,0.18441985645933,0.169444011048702,0.261323292092523,0.190681323034264
"SNAI1",-0.195291578975899,-0.190723755769174,0.212955820582058,-0.191559993172896,-0.0778996101364522,-0.08067738791423,0.264464365876656,-0.248107499429188,-0.212275234460744,-0.216352904363657,-0.211352904363657,-0.197772657450077,0.21813020898942,-0.188095238095238,0.216472685848093,0.198609739823905,-0.125,0.172667452756185,0.237862121936727,0.175064173083975,0.173684862739147,0.171826318598724,-0.095082192429665,-0.0905978874969295,-0.0932645541635962,-0.101739130434783,-0.10155831960577,-0.309132851869584,-0.17,-0.0182971215572726,-0.173703703703704,-0.173703703703704,-0.173703703703704,-0.174693802713605,-0.173703703703704,-0.237862121936727,-0.237862121936727,0.202200487917879,-0.173215898825655,-0.242952433923591,0.0875,0.0769736842105263,0.0115384615384615,0.0137362637362637,0.0665671413248326,0.0116954474097331,0.187254950122466,0.24733893557423,0.224553032139838,0.050605994801002,0.239763177998472,0.238670281823609,0.235847701178447,0.330429996841741,0.340388773373606
"TrCP",-0.202822959729037,-0.199057089102508,0.207477272727273,-0.198011606076122,-0.08067738791423,-0.0769736842105263,0.260791120262621,-0.253767876787679,-0.216352904363657,-0.211352904363657,-0.197772657450077,-0.188095238095238,0.218510174447105,-0.171428571428571,0.215307184682591,0.198661768960222,-0.1,0.173215898825655,0.226498485573091,0.174693802713605,0.175064173083975,0.173684862739147,-0.0905978874969295,-0.0932645541635962,-0.101739130434783,-0.08,-0.099221296235536,-0.309434561557818,-0.15,-0.0141039830566373,-0.17,-0.173703703703704,-0.17,-0.173703703703704,-0.173703703703704,-0.226498485573091,-0.226498485573091,0.205790231507623,-0.173703703703704,-0.237862121936727,0.125,0.0875,0.0192307692307692,0.0115384615384615,0.0691553766189502,0.0137362637362637,0.191559993172896,0.257142857142857,0.227915183916975,0.158435176295664,0.24733893557423,0.239763177998472,0.238670281823609,0.33571904973227,0.345061670569867
"LIV1",-0.202822959729037,-0.199057089102508,0.207477272727273,-0.198011606076122,-0.08067738791423,-0.0769736842105263,0.260791120262621,-0.253767876787679,-0.216352904363657,-0.211352904363657,-0.197772657450077,-0.188095238095238,0.218510174447105,-0.171428571428571,0.215307184682591,0.198661768960222,-0.1,0.173215898825655,0.226498485573091,0.174693802713605,0.175064173083975,0.173684862739147,-0.0905978874969295,-0.0932645541635962,-0.101739130434783,-0.08,-0.099221296235536,-0.309434561557818,-0.15,-0.0141039830566373,-0.17,-0.173703703703704,-0.17,-0.173703703703704,-0.173703703703704,-0.226498485573091,-0.226498485573091,0.205790231507623,-0.173703703703704,-0.237862121936727,0.125,0.0875,0.0192307692307692,0.0115384615384615,0.0691553766189502,0.0137362637362637,0.191559993172896,0.257142857142857,0.227915183916975,0.158435176295664,0.24733893557423,0.239763177998472,0.238670281823609,0.33571904973227,0.345061670569867
"RAS",-0.148754716981132,-0.237549407114625,-0.355064599483204,-0.232034632034632,-0.392222222222222,-0.353333333333333,-0.1701501515455,-0.0593073593073593,-0.248316384180791,-0.209333333333333,-0.133333333333333,-0.1,0.259297557478206,-0.1,0.308563899868248,0.257778160891058,-0.2,0.286274509803922,-0.36,0.289111389236546,0.309111389236546,0.320159547876772,0.125433436532508,0.131315789473684,0.105,0.08,0.0632879234167894,-0.518270287166367,0,0.0507936507936508,-0.1,-0.2,-0.1,-0.252941176470588,-0.2,0.36,0.36,0.350965630114566,-0.252941176470588,0.231153846153846,0.3,0.333333333333333,0.3,0.294736842105263,0.0724186871673566,0.304170804369414,0.234075448361163,0.26,0.291538461538462,0.254464110127827,0.26,0.277647058823529,0.29843913803145,0.343516200294551,0.323928571428571
"Jagged",-0.241025641025641,-0.266666666666667,0.0409961685823755,-0.166666666666667,-0.133333333333333,-0.1,0.0316911196911197,-0.18,-0.157692307692308,-0.15,-0.1,0,0.0276824583866837,0,0.0242857142857143,0.0306666666666667,0,0.0276923076923077,0.0733333333333333,0.0276923076923077,0.0246620046620047,0.0213653013653014,-0.0466666666666667,0.02,0,-0.1,-0.0710144927536232,-0.160960281548517,0,0.0328571428571428,0,0,0,-0.02,0,-0.0733333333333333,-0.0733333333333333,0.162,-0.02,-0.0824242424242424,0,0,0.1,0.16,0.0825108225108225,0.174285714285714,0.171428571428571,0.2,0.253939393939394,0.208333333333333,0.2,0.233333333333333,0.253333333333333,0.355072463768116,0.333333333333333
"DELTA",-0.241025641025641,-0.266666666666667,0.0409961685823755,-0.166666666666667,-0.133333333333333,-0.1,0.0316911196911197,-0.18,-0.157692307692308,-0.15,-0.1,0,0.0276824583866837,0,0.0242857142857143,0.0306666666666667,0,0.0276923076923077,0.0733333333333333,0.0276923076923077,0.0246620046620047,0.0213653013653014,-0.0466666666666667,0.02,0,-0.1,-0.0710144927536232,-0.160960281548517,0,0.0328571428571428,0,0,0,-0.02,0,-0.0733333333333333,-0.0733333333333333,0.162,-0.02,-0.0824242424242424,0,0,0.1,0.16,0.0825108225108225,0.174285714285714,0.171428571428571,0.2,0.253939393939394,0.208333333333333,0.2,0.233333333333333,0.253333333333333,0.355072463768116,0.333333333333333
"NOTCH",-0.230680813439434,-0.271014492753623,0.0409961685823755,-0.171428571428571,-0.111111111111111,-0.133333333333333,0.032625699130372,-0.195789473684211,-0.163574660633484,-0.157692307692308,-0.15,-0.1,0.0282060185961078,0,0.0261725067385445,0.0322795698924731,0,0.0246620046620047,0.0824242424242424,0.0246620046620047,0.0213653013653014,0.0209571380999952,-0.0680952380952381,-0.0466666666666667,0.02,0,-0.0895330112721417,-0.164663985252221,0,0.0226530612244898,0,-0.02,0,-0.0276923076923077,-0.02,-0.0824242424242424,-0.0824242424242424,0.156915254237288,-0.0276923076923077,-0.0780764163372859,0,0.1,0.16,0.174285714285714,0.0862145262145262,0.0581566820276498,0.188095238095238,0.2,0.256796536796537,0.209871794871795,0.233333333333333,0.253333333333333,0.253333333333333,0.366183574879227,0.355072463768116
"NOTCHic",-0.237723066960561,-0.291014492753623,0.0451283999873342,-0.188095238095238,-0.108785529715762,-0.111111111111111,0.0329590324637054,-0.218516746411483,-0.173252079988323,-0.163574660633484,-0.157692307692308,-0.15,0.0288145378658847,-0.1,0.0247836178496556,0.0315138731083996,0,0.0214361982103918,0.0780764163372859,0.0213653013653014,0.0209571380999952,0.0214151533671708,-0.0623809523809524,-0.0680952380952381,-0.0466666666666667,0.02,-0.0902737520128824,-0.164463584450617,0,0.0258788676761027,-0.02,-0.0276923076923077,-0.02,-0.0246620046620047,-0.0276923076923077,-0.0780764163372859,-0.0780764163372859,0.157544185054898,-0.0246620046620047,-0.0785690271747243,0.1,0.133333333333333,0.174285714285714,0.0581566820276498,0.094823797737705,0.0581566820276498,0.200325453922576,0.233333333333333,0.255062432750294,0.216750101750102,0.253333333333333,0.253333333333333,0.252696390658174,0.368405797101449,0.365786749482402
"Csl",-0.246478827329224,-0.303432793407218,0.0470429802524299,-0.200325453922576,-0.118863049095607,-0.108785529715762,0.0337512323418285,-0.22258178706189,-0.179286562746944,-0.173252079988323,-0.163574660633484,-0.157692307692308,0.0286616326671079,-0.15,0.0240124096234345,0.0310487568293298,-0.1,0.0198232949845853,0.0785690271747243,0.0209571380999952,0.0214151533671708,0.0210149246650553,-0.0580331262939959,-0.0623809523809524,-0.0680952380952381,-0.0466666666666667,-0.08585386251012,-0.164239870804085,-0.02,0.0293271435381717,-0.0276923076923077,-0.0246620046620047,-0.0276923076923077,-0.0213653013653014,-0.0246620046620047,-0.0785690271747243,-0.0785690271747243,0.160930189569571,-0.0214361982103918,-0.0822454977629596,0.133333333333333,0.111111111111111,0.0581566820276498,0.0581566820276498,0.099511297737705,0.0654294093003771,0.199769898367021,0.253333333333333,0.258330406606503,0.218331129418086,0.253333333333333,0.252696390658174,0.256551265941621,0.371168228040676,0.368643892339545
"KLF4",-0.330715316429602,-0.105408708938121,-0.448898267382819,-0.0826666666666667,-0.347301587301587,-0.302857142857143,-0.458237417938595,0.101943967981704,0.221370967741935,0.2375,0.25,0.233333333333333,-0.479564709229343,0.2,-0.354895275858474,-0.497297599330428,-0.1,-0.289566331745208,-0.392435897435897,-0.290420904458851,-0.286073078371895,-0.280469093315855,0.0878284359667016,0.0826737967914438,0.0709090909090909,0.08,0.127894736842105,0.357666240188546,0.233333333333333,0.288054827362147,0.266666666666667,0.284313725490196,0.266666666666667,0.291290469676243,0.284313725490196,0.392435897435897,0.392435897435897,-0.119856209150327,0.291290469676243,0.407877073906486,0.2,0.26,0.305454545454545,0.337033492822967,0.307254554540911,0.364868544369358,0.105855072463768,0.0954545454545455,0.338046398046398,0.381970047787957,0.131454545454545,0.159454545454545,0.186283813747228,0.372832817337461,0.281481481481481
"FOXC2",-0.330715316429602,-0.105408708938121,-0.448898267382819,-0.0826666666666667,-0.347301587301587,-0.302857142857143,-0.458237417938595,0.101943967981704,0.221370967741935,0.2375,0.25,0.233333333333333,-0.479564709229343,0.2,-0.354895275858474,-0.497297599330428,-0.1,-0.289566331745208,-0.392435897435897,-0.290420904458851,-0.286073078371895,-0.280469093315855,0.0878284359667016,0.0826737967914438,0.0709090909090909,0.08,0.127894736842105,0.357666240188546,0.233333333333333,0.288054827362147,0.266666666666667,0.284313725490196,0.266666666666667,0.291290469676243,0.284313725490196,0.392435897435897,0.392435897435897,-0.119856209150327,0.291290469676243,0.407877073906486,0.2,0.26,0.305454545454545,0.337033492822967,0.307254554540911,0.364868544369358,0.105855072463768,0.0954545454545455,0.338046398046398,0.381970047787957,0.131454545454545,0.159454545454545,0.186283813747228,0.372832817337461,0.281481481481481
"IKK",-0.242531876138433,-0.0473684210526316,-0.456483516483516,-0.0444444444444444,-0.161325611325611,-0.126190476190476,-0.380259247487205,-0.0119747899159664,0.0540740740740741,0.0540740740740741,0.08,0.12,-0.269937818233908,0.1,-0.203333333333333,-0.275782093567316,0,-0.162649572649573,-0.299879007864489,-0.162649572649573,-0.163214544400985,-0.161948721616175,0.000984126984126984,0.0254285714285714,0.0214285714285714,-0.05,-0.0197794486215539,0.362887157907303,0.1,0.206608946608947,0.15,0.161111111111111,0.15,0.161111111111111,0.161111111111111,0.299879007864489,0.299879007864489,-0.0723529411764706,0.161111111111111,0.318188867019418,-0.1,-0.0571428571428571,0.145454545454545,0.197835497835498,0.0908794126835364,0.218470418470418,0.0612761276127613,0.1,0.300133779264214,0.269734238054849,0.122222222222222,0.163131313131313,0.186331313131313,0.378606516290727,0.338827838827839
"miR200",-0.250462054602169,-0.206694915254237,-0.297942028606508,-0.196131479140329,-0.214983685629167,-0.209323308270677,-0.328681887096801,-0.148990973565442,-0.128811227297744,-0.12120253164557,-0.125,-0.105,-0.276275462873175,-0.08,-0.266231664711743,-0.269269901274312,-0.1,-0.236705154000929,-0.24646383467279,-0.229127063308036,-0.22873023791121,-0.226305995486968,-0.0791774891774892,-0.0744155844155844,-0.0471428571428571,-0.0571428571428571,-0.0598387096774194,0.165622516513161,0.2,0.0889375664985421,0.22,0.224347826086957,0.22,0.225756276791182,0.232,0.24646383467279,0.24646383467279,0.0283896063037167,0.233408450704225,0.259680792278775,0.12,0.177894736842105,0.207684729064039,0.228374384236453,0.215613394070167,0.23232918649634,0.215880695441269,0.225,0.220731105035717,0.267996817996818,0.262254901960784,0.286448450347881,0.295750775929276,0.386948924731183,0.361766735679779
"SRC",-0.153144346692734,-0.247864945382324,-0.0844155844155844,-0.232456140350877,-0.207692307692308,-0.224358974358974,0.156509396400701,-0.218571428571429,-0.254553376906318,-0.219259259259259,-0.193333333333333,-0.133333333333333,0.400295988624457,-0.0333333333333333,0.342458243019253,0.407749908044026,-0.1,0.311311475409836,-0.0884772632457238,0.311311475409836,0.323506597361056,0.329546865817431,0.0150181055841433,0.0131313131313131,0.0242424242424242,0.0333333333333333,-0.0581386642707397,-0.371043807195829,0,0.0367880485527544,-0.1,-0.25,-0.2,-0.29,-0.25,0.0884772632457238,0.0884772632457238,0.32620310723759,-0.29,0.0612045359729966,0.15,0.216666666666667,0.145,0.130714285714286,0.00993178075746883,0.105714285714286,0.247771455666193,0.355555555555556,0.299256331430244,0.243348807582495,0.380555555555556,0.375793650793651,0.368520923520924,0.387196765498652,0.294961240310078
"SNAI2",-0.3565,-0.0951928872814949,-0.485772225298202,-0.0685446009389671,-0.373712089738263,-0.326724137931034,-0.502500940265724,0.150439486139283,0.281593426102835,0.291452581032413,0.289411764705882,0.26,-0.543735784166632,0.2,-0.4119018923074,-0.655213653279856,-0.1,-0.354331765997052,-0.429179692120516,-0.354895275858474,-0.354276719157443,-0.350550011082909,0.105405405405405,0.1,0.0941176470588235,0.1,0.165346129641284,0.622943230035397,0.26,0.330848479947553,0.305454545454545,0.334025974025974,0.305454545454545,0.349518931772453,0.334025974025974,0.429179692120516,0.429179692120516,-0.175737225705521,0.349518931772453,0.452923984357959,0.2,0.275,0.332894736842105,0.373245614035088,0.362167851653357,0.40571314650262,0.0958173282116944,0.0745098039215686,0.364820379074428,0.414792826685388,0.112605042016807,0.144228973640738,0.172800402212167,0.395779735682819,0.299230769230769
"Wnt",-0.278333333333333,-0.183076923076923,-0.323667711598746,-0.178632478632479,-0.218333333333333,-0.193333333333333,-0.166375566244805,-0.260606060606061,-0.196969696969697,-0.163636363636364,-0.1,0,0.272118644067797,0,0.31030303030303,0.272095462890113,-0.1,0.286842105263158,-0.159398496240602,0.286842105263158,0.308270676691729,0.322177961459941,0.0156862745098039,0.0333333333333333,0.0333333333333333,0,-0.0347680535628886,-0.348706896551724,0,0.0719028340080972,-0.1,-0.2,0,-0.25,-0.1,0.159398496240602,0.159398496240602,0.337941176470588,-0.25,0.132125768967874,0.1,0.133333333333333,0.1,0.114285714285714,-0.0199509803921569,0.114285714285714,0.199562711190618,0.3,0.316666666666667,0.288923395445135,0.333333333333333,0.366666666666667,0.384057971014493,0.396461023433764,0.374509803921569
"DSH",-0.266295371295371,-0.218015332931346,-0.284694217961679,-0.215450561657908,-0.208635057471264,-0.212083333333333,-0.129008445342543,-0.309830007390983,-0.240567559625545,-0.2227761485826,-0.196969696969697,-0.163636363636364,0.303687436484646,-0.1,0.360366812071257,0.298857170600021,-0.133333333333333,0.321996166887808,-0.110865926448189,0.322177961459941,0.33074939003137,0.335468891367078,0.00903074680164463,0.00827886710239651,0.0156862745098039,0.0333333333333333,-0.0543439481602223,-0.385122947788765,-0.2,0.0473986560155471,-0.25,-0.286842105263158,-0.25,-0.308270676691729,-0.286842105263158,0.110865926448189,0.110865926448189,0.351477144049109,-0.308270676691729,0.0926586435350239,0.193333333333333,0.218333333333333,0.114285714285714,0.0966386554621849,-0.0245316710193591,0.0861491449726744,0.225639240903191,0.366666666666667,0.312741361788618,0.272581090407177,0.384057971014493,0.383105590062112,0.378575973337373,0.400242110203858,0.407057191808762
"Frizzled",-0.271190476190476,-0.202225859247136,-0.304879832810867,-0.199562711190618,-0.212083333333333,-0.218333333333333,-0.145420659083001,-0.287878787878788,-0.2227761485826,-0.196969696969697,-0.163636363636364,-0.1,0.290848802797955,0,0.340535588442565,0.28911177990643,-0.1,0.308270676691729,-0.132125768967874,0.308270676691729,0.322177961459941,0.33074939003137,0.00827886710239651,0.0156862745098039,0.0333333333333333,0.0333333333333333,-0.0496195387114034,-0.371735287718917,-0.1,0.0556237642406553,-0.2,-0.25,-0.1,-0.286842105263158,-0.25,0.132125768967874,0.132125768967874,0.346512605042017,-0.286842105263158,0.110865926448189,0.133333333333333,0.193333333333333,0.114285714285714,0.114285714285714,-0.0229812834224599,0.0966386554621849,0.215450561657908,0.333333333333333,0.318229166666667,0.280986887508627,0.366666666666667,0.384057971014493,0.383105590062112,0.403391716503071,0.398319327731092
"SMAD",-0.278856599096568,-0.325150103885695,-0.0913937621832359,-0.323230194463071,-0.235675070028011,-0.221008403361345,-0.0131524243677695,-0.259960070984916,-0.29246836738174,-0.28243119266055,-0.265,-0.25,0.0499404375950996,-0.25,0.0402050470058286,0.0550353334579971,-0.2,0.0183670645900862,-0.0273599122856765,0.039519225872167,0.0418258744474723,0.0425350943056284,-0.0624489913687213,-0.0662951452148751,-0.0732718894009216,-0.0571428571428571,-0.0784701165278828,-0.192014452550738,-0.02,0.0393693901972135,-0.0342857142857143,-0.0342857142857143,-0.0142857142857143,-0.0362464985994398,-0.0142857142857143,0.0273599122856765,0.0273599122856765,0.217130405350423,-0.0162087912087912,0.0207809649172554,0.233333333333333,0.219047619047619,0.166666666666667,0.167816091954023,0.198741656193269,0.175752599890531,0.224182575415452,0.311904761904762,0.299615530734747,0.26678212020954,0.313313212608987,0.314989190262619,0.320965285880148,0.423507680134703,0.418318275584384
"ZEB2",-0.393590982286634,-0.36569591698624,-0.351969996444515,-0.349243925088995,-0.337126168224299,-0.3175,-0.280530934583813,-0.27492673992674,-0.269143173899271,-0.260052264808362,-0.247857142857143,-0.239285714285714,-0.230238643198049,-0.225,-0.221837364745377,-0.214035918763363,-0.2,-0.192549132824362,-0.188982683982684,-0.182855750487329,-0.182151525135217,-0.180073603057295,-0.131793932115892,-0.13057441992077,-0.124122807017544,-0.108333333333333,-0.0386267193601344,0.0659885239024594,0.15,0.160285936285936,0.17,0.176666666666667,0.177272727272727,0.181929824561403,0.183939393939394,0.188982683982684,0.188982683982684,0.19038755376158,0.191631701631702,0.197762127237502,0.255555555555556,0.293055555555556,0.317948717948718,0.335282051282051,0.343923922652973,0.348943253467844,0.366926851918264,0.379220779220779,0.400135001382303,0.401833933676797,0.41012987012987,0.429857761286333,0.444143475572047,0.497395417774738,0.571055849199682
