"","FOXC2","CDC42","PAK1","TGF","ERK","SOSGRB2","cfos","IKK","Csl","NFB","TrCP","AKT","Csn","SNAI1","NOTCHic","SHH","SMO","SNAI2","Patched","ILK","TWIST1","PI3K","DELTA","RAS","LIV1","Wnt","Frizzled","GLI","GSK3","ZEB1","Destcompl","CD44","cateninnuc","TCFLEF","SRC","cMet","DSH","STAT","AXIN2","Ecadherin","RAF","cateninmemb","HEY1","SMAD","miR200","SUFU","NOTCH","FUS","Jagged","RKIP","ZEB2","EGR1","MEK","TGFR","KLF4"
"SRC",0.0673809523809524,0.0763888888888889,0.0888888888888889,0.0800252525252525,-0.164646464646465,0.0271428571428571,-0.142424242424242,-0.176923076923077,0.12,-0.2,-0.1,-0.16025641025641,-0.1,-0.0315371500146865,0.124761904761905,-0.0252069716775599,-0.0466666666666667,-0.0656685271107289,-0.0281481481481482,-0.0153508771929825,0.0568548692686624,-0.276245306633292,-0.276245306633292,-0.285336215724201,-0.2,-0.09,-0.1,-0.0883606557377049,-0.23004329004329,0.0854222821203953,-0.0179538939321548,0.0883606557377049,0.0869174298960505,0.087141143542583,0.1,0.09,0.1,0.2,0.137024522929151,0.245040602099426,0.276245306633292,0.22565110013471,0.050571002979146,0.0144499762920816,-0.0136993119601815,-0.0333333333333333,-0.13547619047619,0.0666666666666667,0.0286338508586215,0.13010752688172,-0.0222222222222222,0.133333333333333,0.166533257099295,-0.0763888888888889,0.0801033591731266
"SOSGRB2",0.0168498168498168,0.0142857142857143,0.0142857142857143,0.029370275114956,0.512569712569713,0.406666666666667,0.493650793650794,0.116374269005848,-0.463636363636364,0.111111111111111,0.1,0.120540935672515,0.1,0.0687782515991471,-0.471328671328671,-0.277467001885607,-0.25,0.327557933392428,-0.263513513513513,-0.262795698924731,-0.0407826086956522,0.449529190207156,0.449529190207156,0.46363175430972,0,-0.122619047619048,-0.114285714285714,-0.126966873706004,0.434081586171348,0.0303258145363409,0.187357310847244,0.13167701863354,0.13607874953824,0.13588754494933,0.114285714285714,0.127329192546584,0.1,0.1,0.160994224422442,0.224854283849825,-0.449529190207156,0.223126633126633,0.142992424242424,0.257900594029626,0.00580283937536265,0.2,0.489638530483601,0.233333333333333,0.279013564233125,-0.28983918128655,-0.0189974937343358,-0.438095238095238,-0.551963651963652,-0.0258241758241758,-0.026140350877193
"Csn",0.108900239144748,0.116689280868385,0.118181818181818,0.118864790323131,0.122121212121212,0.143650409316269,0.131212121212121,0.095,-0.128282828282828,0.111666666666667,0.22,0.1118,0.095,0.12330940894789,-0.121789321789322,-0.0325660854217174,-0.0294372294372294,-0.0359855228163672,-0.0219103477167993,-0.0252613871635611,0.00467897771544335,0.151093734799921,0.151093734799921,0.162801988158846,-0.0666666666666667,-0.0838318792411023,-0.0729885057471264,-0.0790283857913207,0.191252144794377,0.0293267162944582,0.0691968036402636,0.0789429903522135,0.0810601883808024,0.0837661414776154,0.0729885057471264,0.0838318792411023,0.0833333333333333,0.0833333333333333,0.115677919420837,0.0155190693516001,-0.151093734799921,0.0390192678876116,0.0173421926910299,0.0203770683974942,0.00739501229446147,0.0142857142857143,0.132366244866245,0.0142857142857143,0.0249557646892954,-0.146615184647144,-0.0185326716294458,-0.0766666666666667,-0.138787878787879,-0.120535434714539,-0.0277813689578395
"RKIP",0.0339964633068081,0.04,0.0333333333333333,0.021041388518024,-0.363448275862069,-0.27384126984127,-0.36,0.0142857142857143,0.255555555555556,0.0142857142857143,0,-0.00692640692640693,0,-0.0230348054880325,0.255555555555556,0.164087431693989,0.153333333333333,-0.315707874337005,0.149333333333333,0.150021394950792,0.128205585264409,-0.238311688311688,-0.238311688311688,-0.252841602841603,0,0.1,0.1,0.1,-0.308431836091411,0.00813390722142515,-0.103581781144514,-0.105263157894737,-0.109775693704983,-0.111556864188443,-0.1,-0.105263157894737,-0.1,-0.1,-0.139908579465541,-0.196500956188363,0.238311688311688,-0.196204103262927,-0.129887727448703,-0.143090701881485,-0.0153525222766118,-0.1,-0.267094017094017,-0.133333333333333,-0.159677419354839,0.280882352941176,-0.0125824964131994,0.31,0.408129126925899,-0.0257142857142857,-0.00258249641319943
"RAF",0.0339964633068081,0.04,0.0333333333333333,0.021041388518024,-0.363448275862069,-0.27384126984127,-0.36,0.0142857142857143,0.255555555555556,0.0142857142857143,0,-0.00692640692640693,0,-0.0230348054880325,0.255555555555556,0.164087431693989,0.153333333333333,-0.315707874337005,0.149333333333333,0.150021394950792,0.128205585264409,-0.238311688311688,-0.238311688311688,-0.252841602841603,0,0.1,0.1,0.1,-0.308431836091411,0.00813390722142515,-0.103581781144514,-0.105263157894737,-0.109775693704983,-0.111556864188443,-0.1,-0.105263157894737,-0.1,-0.1,-0.139908579465541,-0.196500956188363,0.238311688311688,-0.196204103262927,-0.129887727448703,-0.143090701881485,-0.0153525222766118,-0.1,-0.267094017094017,-0.133333333333333,-0.159677419354839,0.280882352941176,-0.0125824964131994,0.31,0.408129126925899,-0.0257142857142857,-0.00258249641319943
"MEK",0.0312937606041054,0.0257142857142857,0.04,0.0188516074961262,-0.408129126925899,-0.282730158730159,-0.363448275862069,-0.00692640692640693,0.255555555555556,0.0142857142857143,0,0.00601476954418131,0.0142857142857143,-0.0223937798470068,0.267094017094017,0.159512268295296,0.149333333333333,-0.316681110346738,0.164087431693989,0.143090701881485,0.12930448636331,-0.252841602841603,-0.252841602841603,-0.247444777444777,0.1,0.1,0.1,0.106293706293706,-0.320471148130723,0.0113085103960283,-0.0981424506005805,-0.111556864188443,-0.112935545006098,-0.109775693704983,-0.105263157894737,-0.105263157894737,-0.1,-0.1,-0.145313984870947,-0.199779644712953,0.252841602841603,-0.19693581058,-0.118978636539612,-0.153791808892555,-0.0162813148462712,-0.133333333333333,-0.272203506145112,-0.153333333333333,-0.160497091485986,0.284829721362229,-0.00543963927034228,0.36,0.309795793592565,-0.021041388518024,-0.0143472022955524
"ERK",-0.0321484614588063,-0.021041388518024,-0.0257142857142857,-0.0183021569466757,0.309795793592565,0.29535151795346,0.408129126925899,-0.00601476954418131,-0.267094017094017,0.00692640692640693,-0.0142857142857143,0.0049944047677453,-0.0142857142857143,0.0258660020692291,-0.272203506145112,-0.168691012256649,-0.164087431693989,0.316320425044664,-0.159512268295296,-0.153791808892555,-0.128611005087304,0.247444777444777,0.247444777444777,0.254375470514084,-0.1,-0.106293706293706,-0.1,-0.104038067195962,0.316565607712921,-0.0111510300810677,0.103666689608472,0.109775693704983,0.112102211672764,0.112935545006098,0.105263157894737,0.111556864188443,0.1,0.105263157894737,0.146126993001028,0.200225920030495,-0.247444777444777,0.200155681785152,0.128876247461114,0.153791808892555,0.0148107266109771,0.153333333333333,0.277466664039849,0.149333333333333,0.163810344498034,-0.290122200470864,0.00622704084514543,-0.363448275862069,-0.318430891085602,0.0188516074961262,0.00737045810950585
"cateninmemb",0.0115890641423927,-0.0462424242424242,-0.0529090909090909,-0.0481724731993333,0.0420475219141077,-0.102644368210406,0.0224598930481283,0.0637037037037037,0.0461244019138756,0.0266666666666667,0,0.0364309764309764,0.06,-0.0441666368038517,0.0265367730478962,0.0416597874862416,0.0479166666666667,0.131892775954283,0.0274865591397849,0.0278260869565217,-0.0113085527196602,0.0401432880844645,0.0401432880844645,0.025059489201783,0,0.0222746355960187,0.00848153214774282,0.0129413022626853,-0.0356789713888429,-0.0761844428467321,-0.0497552810503138,-0.0135651441878766,-0.015745925176071,-0.0204144592563697,-0.00848153214774282,-0.023264140843395,-0.0294117647058824,-0.0294117647058824,-0.121099009937729,0.146024990663426,-0.0401432880844645,0.115326488756763,-0.0200329161560903,-0.0188672491841246,-0.0326553479626105,-0.0333333333333333,-0.0410349143118367,-0.0166666666666667,-0.0170255063855632,0.0344593608638552,0.0413625714690965,-0.0636363636363636,-0.0236161493650881,0.0516082779009608,0.0624472573839662
"SUFU",-0.186629633465884,-0.322297297297297,-0.325,-0.324897070682668,-0.234651555341211,-0.315593178751073,-0.228904428904429,0.134087912087912,0.0756060606060606,0.114857142857143,0.1,0.118651670477174,0.142857142857143,-0.156787418085413,0.0756060606060606,0.298211750711751,0.303055555555556,0.236738508450108,0.293964646464646,0.140071684587814,-0.0179721822699321,-0.0388893337291327,-0.0388893337291327,-0.0468007261341959,0.1,0.210790598290598,0.206944444444444,0.207444873383535,-0.0664660709874108,-0.183152230425289,-0.0601356939242563,-0.116291294579491,-0.117151269004043,-0.118736946753404,-0.114444444444444,-0.119298813376483,-0.2125,-0.12,-0.273362775712421,-0.0690625930018506,0.0388893337291327,-0.148433397506357,-0.132955903883091,-0.140764525234465,-0.013262815421549,-0.293333333333333,-0.0811616161616162,-0.280833333333333,-0.172261354735384,0.197919442691166,0.066955167956904,0.207692307692308,0.245289853213551,0.325488786658999,0.0654393398994361
"FUS",-0.188366606170599,-0.325,-0.333333333333333,-0.325488786658999,-0.228904428904429,-0.313495276653171,-0.207692307692308,0.114857142857143,0.0606060606060606,0.142857142857143,0.1,0.134087912087912,0.1,-0.150143465785584,0.0756060606060606,0.293964646464646,0.280833333333333,0.236540749715764,0.303055555555556,0.135555555555556,-0.0173536255689012,-0.0445661896243292,-0.0445661896243292,-0.0388893337291327,0.1,0.206944444444444,0.2125,0.210790598290598,-0.0739210838408812,-0.183152230425289,-0.0535966189641287,-0.119298813376483,-0.118736946753404,-0.116291294579491,-0.12,-0.114444444444444,-0.2,-0.1,-0.273596967749891,-0.0694745394488125,0.0445661896243292,-0.146523438434051,-0.130546265328874,-0.140071684587814,-0.0169802875405081,-0.133333333333333,-0.0756060606060606,-0.293333333333333,-0.172498884426595,0.198327605956472,0.0708199022564209,0.2,0.234651555341211,0.322297297297297,0.061247723132969
"GLI",-0.12139877880977,-0.226666666666667,-0.226666666666667,-0.232870144284129,-0.380627705627706,-0.425978240049037,-0.384523809523809,0.0321697099892589,0.149778956675508,0.0342105263157895,0.0833333333333333,0.0243572099892589,0.05,-0.0478395014959874,0.142278956675508,0.222390190644159,0.219047619047619,-0.106076819409534,0.212925170068027,0.110128667855855,-0.0327119371856214,-0.186855349045792,-0.186855349045792,-0.192597923303218,0.1,0.193851992409867,0.190322580645161,0.0891711413460374,-0.221990836831019,-0.0708573135347329,-0.124646507443859,-0.11175235356358,-0.113128487889505,-0.114025080836307,-0.110322580645161,-0.115200629425649,-0.2,-0.12,-0.142013888888889,-0.204216311090914,0.186855349045792,-0.194701040730998,-0.100583080379345,-0.106344884072071,0.00102518740289638,-0.219047619047619,-0.146088480485032,-0.219047619047619,-0.122892535364382,0.126394158638449,0.0714669738863287,0.342857142857143,0.390019970821076,0.229811320754717,0.073037323037323
"NOTCHic",-0.149183673469388,-0.162666666666667,-0.166666666666667,-0.16525553044312,-0.248095238095238,-0.220717703349282,-0.226666666666667,0.0555555555555556,0.16,0.0666666666666667,0,0.0578811369509044,0.1,-0.022006512006512,0.0696774193548387,0.081047778913054,0.0826923076923077,-0.14223276930456,0.0885746606334842,0.0614285714285714,-0.0563238460718474,-0.0547826086956522,-0.0547826086956522,-0.0572456628828443,0,0.0246620046620047,0.0276923076923077,0.025737273479209,-0.048640796681549,-0.0734299516908213,-0.0198869603916333,-0.0257609057609058,-0.0252000707398744,-0.0253527424955996,-0.0276923076923077,-0.0246620046620047,-0.02,-0.02,-0.0275613956274334,-0.0785557363992405,0.0547826086956522,-0.055739076059457,0.0428316610925307,-0.070781089414183,0.00689838100242724,-0.1,-0.0696774193548387,-0.075,-0.05235973739285,0.0625297318837873,0.0758132045088567,0.26,0.253809523809524,0.16589247311828,0.074120082815735
"Csl",-0.153206661975135,-0.16589247311828,-0.162666666666667,-0.168656890987338,-0.253809523809524,-0.226408760259851,-0.248095238095238,0.0578811369509044,0.0696774193548387,0.0555555555555556,0.1,0.0524547803617571,0.0666666666666667,-0.0200302274215318,0.0696774193548387,0.0870822616716747,0.0885746606334842,-0.142903910244157,0.081047778913054,0.070781089414183,-0.058806916049274,-0.0572456628828443,-0.0572456628828443,-0.0572456628828443,0.02,0.025737273479209,0.0246620046620047,0.0241243702534025,-0.0496717245166006,-0.0767448688178931,-0.01982602193947,-0.0253527424955996,-0.0257146504997372,-0.0252000707398744,-0.0246620046620047,-0.0257609057609058,-0.0276923076923077,-0.0276923076923077,-0.0278184650361737,-0.0787882945387754,0.0572456628828443,-0.0560448864570105,0.0343349290663869,-0.070781089414183,0.00363040714621809,-0.075,-0.0678592375366569,-0.0826923076923077,-0.05548473739285,0.0712854922524508,0.0796806078237738,0.226666666666667,0.251635610766046,0.16525553044312,0.0755486542443064
"Wnt",-0.282429149797571,-0.3,-0.3,-0.306666666666667,-0.22,-0.327272727272727,-0.2,-0.0333333333333333,0.15,-0.133333333333333,-0.1,-0.0708333333333333,-0.1,-0.204296066252588,0.164285714285714,0.114718614718615,0.1,0.00344827586206897,0.0909090909090909,0.111965811965812,-0.0741176470588235,-0.166165413533835,-0.166165413533835,-0.197983595352016,0,0.125,0.2,0.119736842105263,-0.205407523510972,-0.168101386896222,-0.0893351390899609,-0.119736842105263,-0.127139869541403,-0.130451127819549,-0.1,-0.125,-0.2,-0.1,-0.167272727272727,-0.20099846390169,0.166165413533835,-0.169364406779661,-0.103076923076923,-0.104989067779765,-0.0109090909090909,0,-0.189285714285714,0,-0.10546568627451,0.253333333333333,0.0838833094213295,0.1,0.272941176470588,0.306666666666667,0.096078431372549
"TrCP",-0.142917876990998,-0.163865546218487,-0.161904761904762,-0.168112938170797,-0.24274134119381,-0.258910891089109,-0.247826086956522,0.0605263157894737,0.106410256410256,0.05,0.1,0.0475633528265107,0.075,-0.0386963159193605,0.0987179487179487,0.0962805939580133,0.0953917050691244,-0.102566208007398,0.0842805939580133,0.0748335893497184,-0.0380420666290232,-0.0410701950156756,-0.0410701950156756,-0.0483429222884029,0.1,0.116783625730994,0.108888888888889,0.11044216231636,-0.104863636363636,-0.0848096042602555,-0.109335631610146,-0.112046501947492,-0.113630154565627,-0.115009464910455,-0.108888888888889,-0.116996996996997,-0.12,-0.12,-0.143914552157883,-0.209707808784597,0.0410701950156756,-0.199055829623397,-0.0684789957962195,-0.0716077828981055,0.00385967338789076,-0.0857142857142857,-0.103113553113553,-0.0857142857142857,-0.0893984321745058,0.0893035325632011,0.0841348191137592,0.2,0.249408007860477,0.165380697733639,0.0851147540983607
"PAK1",-0.142917876990998,-0.163865546218487,-0.161904761904762,-0.168112938170797,-0.24274134119381,-0.258910891089109,-0.247826086956522,0.0605263157894737,0.106410256410256,0.05,0.1,0.0475633528265107,0.075,-0.0386963159193605,0.0987179487179487,0.0962805939580133,0.0953917050691244,-0.102566208007398,0.0842805939580133,0.0748335893497184,-0.0380420666290232,-0.0410701950156756,-0.0410701950156756,-0.0483429222884029,0.1,0.116783625730994,0.108888888888889,0.11044216231636,-0.104863636363636,-0.0848096042602555,-0.109335631610146,-0.112046501947492,-0.113630154565627,-0.115009464910455,-0.108888888888889,-0.116996996996997,-0.12,-0.12,-0.143914552157883,-0.209707808784597,0.0410701950156756,-0.199055829623397,-0.0684789957962195,-0.0716077828981055,0.00385967338789076,-0.0857142857142857,-0.103113553113553,-0.0857142857142857,-0.0893984321745058,0.0893035325632011,0.0841348191137592,0.2,0.249408007860477,0.165380697733639,0.0851147540983607
"LIV1",-0.142917876990998,-0.163865546218487,-0.161904761904762,-0.168112938170797,-0.24274134119381,-0.258910891089109,-0.247826086956522,0.0605263157894737,0.106410256410256,0.05,0.1,0.0475633528265107,0.075,-0.0386963159193605,0.0987179487179487,0.0962805939580133,0.0953917050691244,-0.102566208007398,0.0842805939580133,0.0748335893497184,-0.0380420666290232,-0.0410701950156756,-0.0410701950156756,-0.0483429222884029,0.1,0.116783625730994,0.108888888888889,0.11044216231636,-0.104863636363636,-0.0848096042602555,-0.109335631610146,-0.112046501947492,-0.113630154565627,-0.115009464910455,-0.108888888888889,-0.116996996996997,-0.12,-0.12,-0.143914552157883,-0.209707808784597,0.0410701950156756,-0.199055829623397,-0.0684789957962195,-0.0716077828981055,0.00385967338789076,-0.0857142857142857,-0.103113553113553,-0.0857142857142857,-0.0893984321745058,0.0893035325632011,0.0841348191137592,0.2,0.249408007860477,0.165380697733639,0.0851147540983607
"cfos",-0.141538566646171,-0.161904761904762,-0.157142857142857,-0.165380697733639,-0.247826086956522,-0.25,-0.2,0.05,0.0833333333333333,0.075,0,0.0605263157894737,0.1,-0.0360710175900049,0.106410256410256,0.0842805939580133,0.0857142857142857,-0.102385376180997,0.0953917050691244,0.0603174603174603,-0.0353246753246753,-0.0471677559912854,-0.0471677559912854,-0.0410701950156756,0.1,0.108888888888889,0.12,0.116783625730994,-0.110681818181818,-0.0806295399515739,-0.103170218076311,-0.116996996996997,-0.115009464910455,-0.112046501947492,-0.12,-0.108888888888889,-0.1,-0.1,-0.145172413793103,-0.209915421241345,0.0471677559912854,-0.196858027425595,-0.0537731134432784,-0.0748335893497184,0.00182921653509888,-0.1,-0.0987179487179487,-0.0857142857142857,-0.0869444444444445,0.0821212121212121,0.0870287097890003,0.16,0.24274134119381,0.163865546218487,0.072
"CDC42",-0.141538566646171,-0.161904761904762,-0.0571428571428571,-0.165380697733639,-0.247826086956522,-0.25,-0.2,0.05,0.0833333333333333,0.075,0,0.0605263157894737,0.1,-0.0360710175900049,0.106410256410256,0.0842805939580133,0.0857142857142857,-0.102385376180997,0.0953917050691244,0.0603174603174603,-0.0353246753246753,-0.0471677559912854,-0.0471677559912854,-0.0410701950156756,0.1,0.108888888888889,0.12,0.116783625730994,-0.110681818181818,-0.0806295399515739,-0.103170218076311,-0.116996996996997,-0.115009464910455,-0.112046501947492,-0.12,-0.108888888888889,-0.1,-0.1,-0.145172413793103,-0.209915421241345,0.0471677559912854,-0.196858027425595,-0.0537731134432784,-0.0748335893497184,0.00182921653509888,-0.1,-0.0987179487179487,-0.0857142857142857,-0.0869444444444445,0.0821212121212121,0.0870287097890003,0.26,0.24274134119381,0.163865546218487,0.072
"Frizzled",-0.291731475378966,-0.306666666666667,-0.3,-0.313333333333333,-0.272941176470588,-0.342424242424242,-0.22,-0.0708333333333333,0.164285714285714,-0.0333333333333333,-0.1,-0.0583333333333333,-0.133333333333333,-0.194772256728778,0.189285714285714,0.108267001815389,0.0909090909090909,0.00250190362232133,0.114718614718615,0.104989067779765,-0.0750700280112045,-0.197983595352016,-0.197983595352016,-0.184597768580363,0.1,0.119736842105263,0.125,0.130451127819549,-0.231468129571578,-0.171071683925925,-0.075807287631075,-0.130451127819549,-0.131901774303308,-0.127139869541403,-0.125,-0.119736842105263,-0.2,-0.1,-0.176575052854123,-0.204961167864394,0.197983595352016,-0.167777105192359,-0.0924386252045827,-0.115269441611541,-0.0187215909090909,0,-0.19124649859944,-0.1,-0.108495989304813,0.271190476190476,0.0967545965500424,0.2,0.280348583877996,0.306666666666667,0.0817927170868347
"SMAD",-0.191218723971964,-0.204225352112676,-0.2,-0.209166481450075,-0.264580430821991,-0.248321502514049,-0.257603686635945,-0.0878151260504202,-0.0190476190476191,-0.0976190476190476,-0.05,-0.0984817927170868,-0.0833333333333333,-0.0658049056678089,-0.0155993431855501,0.000958442754339892,0.0025,-0.132861898179538,-0.00759174311926606,-0.0215020595842514,-0.0517872787267699,-0.164409610767689,-0.164409610767689,-0.166712242346637,0.02,0.0514652014652015,0.0476190476190476,0.0485875036234748,-0.178222395816381,-0.100133920944079,-0.050769255310538,-0.0363891010949834,-0.037371478514325,-0.0370675271465438,-0.0342857142857143,-0.0382072829131653,-0.0476190476190476,-0.0342857142857143,-0.0386979316825234,-0.0899774602131387,0.164409610767689,-0.0676863727560664,0.0274204356801061,-0.0784979404157486,0.00062033931420756,0.025,0.0163929939792009,0.0125,0.0351241446725318,0.100936240275343,0.0996236295225833,0.228571428571429,0.26554196928353,0.204784011330553,0.0951194140163925
"TWIST1",0.0305334856441383,0.0379519331243469,0.0448484848484849,0.0449906574979232,0.104340198321892,0.113929472510708,0.138550724637681,-0.0805860805860806,-0.0807407407407407,-0.0615384615384615,0,-0.053467436518284,-0.1,-0.113498977615153,-0.0525356125356125,-0.0942924923709052,-0.0928888888888889,0.27899197856805,-0.0750806697108067,-0.114769314769315,0.00461243688932476,0.0320576071619715,0.0320576071619715,0.0498658263400537,0.0333333333333333,0.0111946532999165,0.026984126984127,0.0231946532999165,-0.0306951593354679,-0.140132237500659,-0.0256489864443219,-0.0224126495851695,-0.0193766332162542,-0.0136837062467315,-0.026984126984127,-0.0099628503883823,-0.00476190476190476,-0.00476190476190476,-0.0369224324063034,0.0745400578118024,-0.0320576071619715,0.0201368140692046,0.111870615260446,0.101898027640602,-0.0739139852566118,0.1,0.0704601408374993,0.0888888888888889,0.0791103383045601,0.0715794389707433,0.126471208050155,-0.0733333333333333,-0.128718307774628,-0.0479519331243469,0.101323744006671
"TGF",-0.279347826086957,-0.197777777777778,-0.22,-0.291825396825397,0.0453634085213033,0.025,0.019047619047619,0.0166666666666667,-0.213333333333333,0.0166666666666667,0,0.00614035087719299,-0.0333333333333333,-0.164100445009536,-0.203333333333333,-0.0705316091954023,-0.0733333333333333,-1.49377628780312e-07,-0.0767816091954023,-0.0824242424242424,-0.16537037037037,0.128571428571429,0.128571428571429,0.132142857142857,0,0.0428571428571429,0.0428571428571429,0.044743935309973,0.0936135184667474,-0.13328386843261,-0.00844152347107459,-0.0352201257861635,-0.0334258674129578,-0.0339043363124793,-0.0333333333333333,-0.0333333333333333,0,0,-0.0358465608465608,-0.0799157375240599,-0.128571428571429,-0.0653645352175976,0.0651192778852353,0.0937145650048876,-0.019969924711304,0.133333333333333,0.210229885057471,0.0733333333333333,0.0823453608247423,0.0761904761904762,0.149046529366895,-0.0333333333333333,-0.043141186299081,0.188253968253968,0.149046529366895
"miR200",-0.1935421759812,-0.182352941176471,-0.2,-0.183065619346013,-0.163766233766234,-0.169090909090909,-0.172857142857143,-0.113684210526316,-0.081576354679803,-0.0936842105263158,-0.1,-0.115571002979146,-0.12,-0.0735013135013135,-0.078128078817734,-0.0873303063658044,-0.0958333333333333,-0.1880918739402,-0.0895042194092827,-0.07448798988622,-0.168811188811189,-0.148323765786452,-0.148323765786452,-0.146578129876228,-0.1,-0.0785915492957747,-0.08,-0.0763937470979724,-0.0869178126192072,0.0278091397849462,0.0635735792180657,0.0833008800236691,0.083149364872154,0.0833008800236691,0.0869565217391304,0.0855480710349051,0.1,0.1,0.130210206801451,0.18720562055286,0.148323765786452,0.189258495166552,0.066638418079096,0.0798171434912356,0.0653432107475674,0.12,0.0764331635634967,0.0825,0.0941200831135619,0.103092552279174,0.205008960573477,0.142857142857143,0.171249226963513,0.180740037950664,0.211559696342305
"ZEB2",-0.323555555555555,-0.317402597402597,-0.315584415584416,-0.312338349481207,-0.284168081494058,-0.276190476190476,-0.248684210526316,-0.203611111111111,-0.202564102564103,-0.201388888888889,-0.2,-0.198938213914849,-0.188888888888889,-0.18700976904943,-0.179897435897436,-0.171680392777954,-0.169285714285714,-0.165386798593016,-0.164407665505226,-0.16341046277666,-0.162604465650278,-0.137337662337662,-0.137337662337662,-0.132412608804472,-0.1,-0.0775757575757576,-0.0775757575757576,-0.0711537392271337,-0.0634831689738503,-0.015120485075457,0.0756131308313889,0.0828167641325536,0.0837779860092684,0.0859857782170606,0.0866666666666667,0.0892982456140351,0.0909090909090909,0.1,0.114722515143341,0.128447488765045,0.137337662337662,0.141067810446571,0.150960974509362,0.153654365215684,0.171238015646401,0.175,0.183722572509458,0.189285714285714,0.199663246759965,0.218743961352657,0.255856642375337,0.275,0.276851008323326,0.311280148423006,0.345941710626323
