"","Ecadherin","SHH","SNAI2","HEY1","IKK","TWIST1","AKT","ILK","SUFU","NFB","cateninnuc","TCFLEF","CD44","cMet","STAT","SRC","ERK","cfos","Frizzled","NOTCHic","Destcompl","NOTCH","Csl","LIV1","ZEB1","RAS","RAF","DELTA","TGF","GSK3","FOXC2","PAK1","TGFR","CDC42","SOSGRB2","PI3K","Jagged","AXIN2","DSH","EGR1","RKIP","MEK","Wnt","GLI","cateninmemb","Csn","SNAI1","TrCP","FUS","SMAD","Patched","SMO","miR200","ZEB2","KLF4"
"SOSGRB2",-0.10411596640288,-0.0364864864864865,-0.187036366530074,0.0882575757575758,0.0614035087719298,0.0163478260869565,0.0697368421052632,-0.016989247311828,0,0.0666666666666667,-0.0642579722229341,-0.0705677236569685,-0.0600414078674948,-0.0788819875776397,-0.1,-0.0571428571428571,-0.00776490776490776,-0.0158730158730159,-0.0571428571428571,0.0755244755244755,-0.015341593529513,0.0882005318625037,0.0909090909090909,0,0.002531328320802,-0.0192742285962625,-0.0282485875706215,-0.0282485875706215,0.00227807653339568,0.0868992220184366,-0.0106959706959707,-0.0142857142857143,-0.00582417582417582,0.00571428571428572,0.0452777777777778,0.0282485875706215,0.00978302310409977,0.0529221672167217,0.1,0.00476190476190476,-0.0412646198830409,-0.00738660738660739,0.0821428571428571,0.0633022774327122,0.0794778674778675,-0.1,0.00346268656716418,-0.2,0.0333333333333333,0.0176885480111287,0.0364864864864865,0.05,0.000287595549837281,0.00110275689223058,-0.00175438596491228
"Csn",0.0057145259265694,0.0134609676122103,0.0389507099118623,-0.00339700996677741,-0.0716666666666667,0.000216612124045504,-0.0756666666666667,0.00138845755693582,0.0142857142857143,-0.08,0.0803840211866085,0.0803238888955682,0.0806454323039284,0.0810898767483728,0.0833333333333333,0.0798850574712644,-0.0146320346320346,-0.0133333333333333,0.0798850574712644,-0.08997113997114,0.0196325037210733,-0.0928557553557554,-0.0964646464646465,0.0666666666666667,-0.000494623655913979,0.0102106705338839,0.0115542405914655,0.0115542405914655,0.101974705141449,0.0550943945055579,-0.0902600048797728,-0.1,-0.0993494068120934,-0.104477611940299,-0.00790268649832815,-0.0115542405914655,0.0150770857565824,-0.0665933860560277,-0.0833333333333333,0.0133333333333333,0.0859868600701233,0.0156737012987013,-0.0810898767483728,-0.0806531955256654,0.0260754733513152,0.08,0.0863126803818361,0.18,-0.00317460317460317,-0.0047303598705605,-0.0151003118745054,-0.0183261183261183,0.0240293359628054,0.0263589743589744,0.0273188249658838
"RKIP",-0.131159495757157,0.0417486338797814,-0.336926910299003,0.0771583430120015,0.0321428571428571,-0.123615567439097,0.0412337662337662,0.0647732135216089,0.1,0.0571428571428571,-0.0841424411934657,-0.0894859526438474,-0.0775978407557355,-0.0929824561403509,-0.1,-0.0666666666666667,-0.110344827586207,-0.1,-0.0666666666666667,0.0616161616161616,-0.0243875250448612,0.077000777000777,0.0888888888888889,0,0.00143472022955524,-0.114471639471639,-0.120454545454545,-0.120454545454545,-0.0826613262127281,0.039913317572892,0.0689949896846449,0.0666666666666667,0.0723809523809524,0.0866666666666667,-0.0612698412698413,0.120454545454545,-0.0871048589214973,0.0618143459915612,0.1,0.1,-0.114705882352941,0.0911958914159941,0.0966666666666667,0.0812820512820513,0.0847740177151942,-0.1,0.00982984185944883,-0.1,-0.0666666666666667,-0.059822718472104,-0.0466666666666667,-0.0266666666666667,0.0294071790429842,0.0387766618842659,0.0367766618842659
"KLF4",-0.281535312001692,-0.100806451612903,-0.200676531201583,-0.0219862490450726,-0.115238095238095,-0.0643921568627451,-0.13005291005291,-0.0346666666666667,0,-0.12,-0.0792595271966013,-0.0716630141206362,-0.0806931144550844,-0.0606931144550844,-0.0333333333333333,-0.0862745098039216,-0.110909090909091,-0.110909090909091,-0.0862745098039216,0.0408612440191388,-0.0336692783388634,0.0212736151531594,0.0145454545454545,-0.1,0.0173942208462332,-0.121380090497738,-0.109615384615385,-0.109615384615385,-0.0762350332594235,0.0273526115850357,0.0788146131612556,0.0954545454545455,0.0874545454545455,0.0674545454545455,0.0366209262435678,0.109615384615385,-0.0580418881468357,0.0695794512923091,0.0333333333333333,0.12,0.0359204287775716,0.111940018744142,0.0606931144550844,0.0796586316964637,0.0941794982343763,0.1,0.0483286945755974,0.1,0.1,0.0346666666666667,0.108333333333333,0.0833333333333333,0.0347212047212047,0.0409494324045408,0.0148148148148148
"MEK",-0.129884450219816,0.0437094181935069,-0.33668360129657,0.0717037975574561,0.0412337662337662,-0.132040475864005,0.0471161191749427,0.059822718472104,0.0666666666666667,0.0321428571428571,-0.0889751549481125,-0.0841424411934657,-0.0894859526438474,-0.0775978407557355,-0.0666666666666667,-0.0929824561403509,-0.0911958914159941,-0.110344827586207,-0.0966666666666667,0.077000777000777,-0.0233414999402586,0.0748109959788792,0.0616161616161616,-0.1,0.00143472022955524,-0.119233544233544,-0.114471639471639,-0.114471639471639,-0.0760919831470347,0.0440902217497962,0.0644904851801404,0.0866666666666667,0.0826613262127281,0.0723809523809524,-0.0523809523809524,0.114471639471639,-0.0920228917083825,0.0771296613068765,0.0666666666666667,0.1,-0.114705882352941,-0.0138041085840059,0.0812820512820513,0.0931701631701632,0.089652066495682,-0.0571428571428571,0.0136759957056027,-0.1,-0.0266666666666667,-0.0624057443023623,-0.0417486338797814,-0.0466666666666667,0.0309551666590833,0.0411576142652183,0.0367766618842659
"AXIN2",0.0263591808044824,0.0537292079505194,0.0953550009503457,-0.0399304549405969,0.0671497584541063,0.010872213705209,0.0704830917874396,-0.0395445134575569,0,0.0772946859903382,0.0458291652721535,0.0446618500970562,0.0461858829223786,0.0427158513766373,0.0333333333333333,0.0496124031007752,0.0155672061393511,0.0108943089430894,0.0496124031007752,0.000482456140350879,0.0359097163852769,0.00521218587008061,0.0129824561403509,0.0666666666666667,0.0209703454318236,0.0814105860914024,0.0779985126005887,0.0779985126005887,0.0874454772173383,-0.0324847053531264,-0.0692498368142396,-0.09875,-0.0917359062602426,-0.0802314814814815,0.000257271168912121,-0.0779985126005887,0.0417187571535398,-0.0857253829936036,-0.0333333333333333,-0.0133333333333333,0.0267927055023829,-0.0128085854496959,-0.0427158513766373,-0.0458605054646876,0.0224889515478085,-0.0555555555555556,0.0226095299953651,-0.0666666666666667,-0.0692307692307692,0.0447032436162871,-0.0507783882783883,-0.0454212454212454,0.089223205904564,0.0767249460624037,0.0813914449878569
"Destcompl",0.0353517972424098,0.0528110495208371,0.144906775905727,-0.0430637738330046,0.0899893682502378,0.0226953582312531,0.0933450729482244,-0.0438095238095238,0.0555555555555556,0.0908902691511387,0.0465362125502429,0.0467401901127111,0.045781286003122,0.0461544203314802,0.046031746031746,0.0446618830180474,0.0300622874393366,0.0317016317016317,0.0446618830180474,0.00966705836271053,-0.0773526856409807,0.011069863973933,0.00966705836271053,0.0388888888888889,-0.00204836791330778,0.108472949377149,0.110042808089865,0.110042808089865,0.103258268824771,-0.0160511561352154,-0.0773476838877635,-0.0973469387755102,-0.104933145672062,-0.104933145672062,0.0109611615423184,-0.110042808089865,0.0433824483042281,-0.0446618500970562,-0.046031746031746,-0.0256410256410256,0.00389259523800128,-0.0313281102241467,-0.0456519820279484,-0.0458375107849057,0.011730309409182,-0.0952380952380952,0.00280783178543832,-0.0666666666666667,-0.0521072796934866,0.0436925647451963,-0.0541650147045895,-0.0463929939792009,0.110012413084078,0.104337253865468,0.110970514653407
"miR200",-0.24161012824486,-0.0311933590166942,-0.163922024206787,-0.00336158192090395,-0.0281203007518797,-0.1152288815479,-0.0281203007518797,-0.00458865945591609,-0.02,-0.0252631578947368,-0.123648754006474,-0.123951784309505,-0.121570831928552,-0.12269442743417,-0.12,-0.115652173913043,-0.0242857142857143,-0.0242857142857143,-0.116,0.00571428571428572,-0.0737613812384299,0.00853914447134786,0.00916256157635468,-0.1,-0.0977777777777778,-0.126051241967794,-0.127298124760811,-0.127298124760811,-0.0399283644440522,0.00225313342622613,0.022527824479044,0.0333333333333333,0.0376027830487034,0.0392156862745098,-0.00835267569310122,0.127298124760811,-0.027376824102933,0.0831840444629427,0.12,0.0142857142857143,0.0053754016944201,0.0236054421768707,0.123042253521127,0.121943352422226,0.113239863066686,0.02,0.0107943907943908,0,0.02,0.00552909832738945,0.0279324894514768,0.0266666666666667,0.00479701325807684,0.105918458781362,0.101587301587302
"SUFU",0.0608751120628819,-0.0220341445341445,0.339123699405021,-0.0731278674180717,0.0644395604395604,0.0515577236214049,0.0691375470167417,-0.063778801843318,-0.04,0.0682857142857143,0.223468286417008,0.223519437312149,0.222160741659975,0.222912621359223,0.22,0.22,0.00812796399003296,0.00927738927738928,0.125,-0.0648484848484848,0.0282529406929696,-0.0632611832611833,-0.0625757575757576,0.2,-0.0470352294824131,0.204753958792505,0.207285604362125,0.207285604362125,0.0854021615723743,-0.00894518404081191,-0.133673559915876,-0.0766666666666667,-0.0879662641364769,-0.0847747747747748,-0.075046006624954,-0.207285604362125,0.195330168844893,-0.0770847065290008,-0.125,-0.0123076923076923,0.109352923299904,-0.010255623564501,-0.126923076923077,-0.127294824134973,0.117062011637023,-0.0642857142857143,0.116537011002821,-0.05,0.0275,0.0630859611966667,0.0239646464646465,0.0330555555555556,0.211109830236571,0.265889773996229,0.281978665619581
"PI3K",-0.0136735935065237,-0.112820512820513,-0.174312165587159,-0.0893182658998419,-0.0941176470588235,-0.141291337157339,-0.122322775263952,-0.0935574229691877,-0.1,-0.1,-0.0578951537775201,-0.0506786589321593,-0.056893348197696,-0.033816425120773,0,-0.0555555555555556,-0.0299719887955182,-0.0476190476190476,-0.0555555555555556,0.0480769230769231,-0.012645456161819,0.0222704714640199,0.025,-0.1,-0.0591289741467452,-0.037448615311629,-0.0292294372294372,-0.0292294372294372,-0.0758091822094692,0.0206709956709957,0.063581881533101,0.075,0.0928823529411765,0.0808823529411765,0.0473076923076923,0.0292294372294372,0.037719298245614,0.0575238095238095,0,0.0333333333333333,0.032563025210084,0.0348900215824034,0.033816425120773,0.056893348197696,-0.0240122356002552,0.1,0.0560144927536232,0,0.1,0.0943574229691877,0.129487179487179,0.0833333333333333,0.196965669096817,0.271534560267459,0.26140350877193
"SHH",0.0588888888888889,-0.04,0.317471264367816,-0.0666666666666667,0.1,0.025,0.05,-0.0666666666666667,0,0,0.22,0.22,0.2,0.2,0.1,0.1,0,-0.1,0,0,0.0262337662337662,-0.0666666666666667,-0.1,0,-0.025,0.192307692307692,0.2,0.2,0.0933333333333333,-0.00769230769230769,-0.15,0,-0.0333333333333333,-0.0333333333333333,-0.1,-0.2,0.185714285714286,-0.0571428571428571,0,0,0.12,-0.02,-0.1,-0.1,0.118566308243728,0,0.133333333333333,0,0,0.05,0,-0.1,0.216666666666667,0.275,0.25
"Frizzled",0.00385535655008512,-0.108979192850161,-0.144277167409986,-0.0898745226404801,0.0325,-0.1396918767507,0.00125,-0.0931226396342675,-0.1,0.02,-0.0539945061328819,-0.0487564108947866,-0.0520676691729323,-0.0342105263157895,0,-0.05,-0.0356862745098039,-0.0533333333333333,-0.05,0.0607142857142857,-0.0174429640504874,0.0352240896358543,0.0357142857142857,-0.1,-0.0463438309397654,-0.00107426763042179,0.00758714969241285,0.00758714969241285,-0.0682815734989648,-0.0754179728317659,0.0497354298088692,0.0666666666666667,0.0863768115942029,0.0733333333333333,0.0606060606060606,-0.00758714969241285,0.0379998514557338,0.0535588442565187,-0.1,0.0333333333333333,0.0445238095238095,0.0356862745098039,0.0342105263157895,0.0520676691729323,-0.0321879203658865,0,0.0883885438233264,-0.1,0.1,0.0903189013165105,0.125108225108225,0.0727272727272727,0.196499368686869,0.275032079965529,0.265546218487395
"ZEB1",0.0367528699595568,-0.133300267696855,0.0526450180440305,-0.205936688527362,-0.126102962323842,-0.0580586710483912,-0.116102962323842,-0.189267124465791,-0.133333333333333,-0.108070175438596,-0.00794993296557491,-0.00883055918866689,-0.00457524003973072,-0.00665857337306405,-0.00512820512820513,0.00706691682301438,-0.0852156862745098,-0.0793333333333333,0.0169570267131243,-0.130269607843137,0.00127263252889715,-0.118699359909253,-0.114583333333333,0.0333333333333333,-0.0866495792181479,0.124530783642494,0.123428421437769,0.123428421437769,0.0400298055669928,-0.00605686502957519,-0.0307080758243048,-0.0507662835249042,-0.0502660260394338,-0.0406213559886723,0.0539961013645224,-0.123428421437769,0.154347948550366,-0.0201724554662455,-0.00476190476190476,0.0833333333333333,0.108056637108861,0.0882993867150384,-0.00349548825158581,-0.00590098653337275,0.00935330688950486,0.113333333333333,0.133862828017051,0.133333333333333,0.120833333333333,0.195036355235022,0.127250445632799,0.139015151515152,0.258595427359633,0.307903585376026,0.313655938958204
"ZEB2",-0.273871882149224,-0.226579030725372,-0.226080612586036,-0.217211820437627,-0.213333333333333,-0.210800810129099,-0.206791277258567,-0.2034011762885,-0.2,-0.188888888888889,-0.164535789965738,-0.163496828926777,-0.158567251461988,-0.155789473684211,-0.14,-0.14,-0.134521788341822,-0.128070175438597,-0.127272727272727,-0.124923076923077,-0.115470225615994,-0.114540563261875,-0.11025641025641,-0.1,-0.080591184947826,-0.0314896595196381,-0.0291341991341991,-0.0291341991341991,-0.0262351405208548,-0.00338475399955564,0.00581041181041181,0.012987012987013,0.0145949288806432,0.0220779220779221,0.0244871794871795,0.0291341991341991,0.101291035353535,0.113007714043592,0.127272727272727,0.133333333333333,0.13890499194847,0.13939983712231,0.142657342657343,0.144492205042664,0.147431513997661,0.188888888888889,0.196593238203211,0.2,0.2,0.211937761654354,0.218397212543554,0.225714285714286,0.27701829387967,0.329220238324864,0.425974634713084
"DELTA",0.0140701754385965,-0.0955128205128205,-0.11289592760181,-0.0166666666666667,-0.0666666666666667,-0.105,-0.0333333333333333,-0.116666666666667,0,-0.1,0.0533533133533134,0.0390675990675991,0.0784615384615385,0.04,0,0.1,-0.18,-0.2,0.1,-0.02,0.0350579150579151,0.0228571428571429,0,0,-0.0963768115942029,0.0890909090909091,0.08,0.08,0.0911111111111111,-0.0839080459770115,-0.0757142857142857,0,-0.111111111111111,-0.1,-0.02,-0.08,0.135584415584416,-0.0785714285714286,0,0.1,0.0923076923076923,0.113333333333333,-0.04,-0.0784615384615385,-0.0470513993049204,0,0.191666666666667,0,0.1,0.0928571428571429,0.0416666666666667,0.0666666666666667,0.253939393939394,0.374154589371981,0.361111111111111
"NOTCHic",0.00676024114032055,-0.0800795504305941,-0.119669262631658,-0.00516164994425864,-0.0666666666666667,-0.127385673169172,-0.0503875968992248,-0.0928571428571429,-0.0666666666666667,-0.0333333333333333,0.0444111105179808,0.0390675990675991,0.0533533133533134,0.0390675990675991,0.04,0.0784615384615385,-0.113333333333333,-0.113333333333333,0.0784615384615385,-0.112626728110599,0.0377962328149244,-0.0863109386369149,0.0228571428571429,0.1,-0.0911916264090177,0.0765971559674708,0.0731488801054019,0.0731488801054019,0.0908029130424857,-0.0721311864728793,-0.0755826201448321,-0.111111111111111,-0.116917562724014,-0.0911111111111111,-0.00732057416267943,-0.0731488801054019,0.110860353774261,-0.0601752021563342,-0.04,0.18,0.112220271229499,0.127619047619048,-0.0390675990675991,-0.0551966313256636,-0.040420344644385,0.0666666666666667,0.179310134310134,0.1,0.0416666666666667,0.107965056526208,0.0661010558069382,0.0955128205128205,0.265400995921227,0.380821256038647,0.384868875086266
"Csl",0.00769047369846009,-0.0826657573271458,-0.118998121692061,-0.0149655715128861,-0.0503875968992248,-0.133931948564206,-0.0589147286821705,-0.107965056526208,-0.0416666666666667,-0.0666666666666667,0.0389794352749848,0.0444111105179808,0.0390675990675991,0.0533533133533134,0.0784615384615385,0.0390675990675991,-0.127619047619048,-0.113333333333333,0.0390675990675991,-0.0863109386369149,0.0374915405541078,-0.0972200295460058,-0.112626728110599,0.04,-0.0934015711603989,0.0699795089086473,0.0765971559674708,0.0765971559674708,0.0982859062397646,-0.0699220553977688,-0.0807550339379356,-0.0911111111111111,-0.0908029130424857,-0.116917562724014,0.0162566616096783,-0.0765971559674708,0.107214520440928,-0.0419232741357687,-0.0784615384615385,0.113333333333333,0.110837782750236,0.128706004140787,-0.0551966313256636,-0.0406805022934055,-0.0336925158982076,0.0333333333333333,0.183262703480095,0.0666666666666667,0.0955128205128205,0.0996317231928743,0.0800795504305941,0.0661010558069382,0.261697292217523,0.381373742226493,0.382011732229124
"NOTCH",0.0148766270514997,-0.0661010558069382,-0.110250424956307,-0.0036231884057971,-0.0333333333333333,-0.140593220338983,-0.0666666666666667,-0.0928571428571429,-0.1,-0.0666666666666667,0.0390675990675991,0.0533533133533134,0.0390675990675991,0.0784615384615385,0.1,0.04,-0.113333333333333,-0.18,0.04,0.0228571428571429,0.0387962328149244,-0.112626728110599,-0.02,0,-0.0815619967793881,0.0731488801054019,0.0890909090909091,0.0890909090909091,0.116917562724014,-0.0679989550679206,-0.0981632653061225,-0.1,-0.0911111111111111,-0.111111111111111,0.00631578947368421,-0.0890909090909091,0.102251082251082,-0.0351752021563342,-0.1,0.2,0.116445623342175,0.113333333333333,-0.0784615384615385,-0.0390675990675991,-0.0329152736504702,0.1,0.180897435897436,0,0.0666666666666667,0.0928571428571429,0.0955128205128205,0.0416666666666667,0.262510822510823,0.381561996779388,0.374154589371981
"CDC42",-0.0342536923123825,-0.0933805541332423,-0.191338515499099,-0.107071464267866,-0.0791666666666667,-0.164528138528139,-0.0633771929824561,-0.0965608465608466,-0.0666666666666667,-0.0416666666666667,0.0324131061754824,0.0301908839532602,0.0420720720720721,0.0366666666666667,0.05,0.07,-0.124347826086957,-0.12,0.07,-0.0974358974358975,0.0403814862190053,-0.0743589743589744,-0.0666666666666667,0.1,-0.0911161074599331,0.0648480259312397,0.0660675381263617,0.0660675381263617,0.0672396231219761,-0.0836444805194805,-0.0589260094281615,0.0142857142857143,-0.0929971988795518,-0.0714285714285714,0.00694444444444444,-0.0660675381263617,0.0888541666666667,-0.0555172413793104,-0.05,0.18,0.115011655011655,0.139602063375092,-0.0366666666666667,-0.0445614035087719,-0.0307673940300016,0.0666666666666667,0.187272727272727,0.1,0.0523809523809524,0.112689878818911,0.0798003072196621,0.102380952380952,0.269149477973007,0.385600907029478,0.387396825396825
"TrCP",-0.0351533462916213,-0.100380554133242,-0.193327665589515,-0.118836170150219,-0.0633771929824561,-0.170506399397704,-0.0726364522417154,-0.112689878818911,-0.0523809523809524,-0.0791666666666667,0.0277234510030686,0.0324131061754824,0.0301908839532602,0.0420720720720721,0.07,0.0366666666666667,-0.139602063375092,-0.124347826086957,0.0366666666666667,-0.0743589743589744,0.0397799824596068,-0.0820512820512821,-0.0974358974358975,0.05,-0.093366911318454,0.0598480259312397,0.0648480259312397,0.0648480259312397,0.0721576559088613,-0.0818262987012987,-0.0630639404626443,-0.0714285714285714,-0.0672396231219761,-0.0929971988795518,0.0257563256325633,-0.0648480259312397,0.087627172801636,-0.042309694209499,-0.07,0.12,0.11445916882381,0.140935396708425,-0.0445614035087719,-0.0323662815575524,-0.0252728885354961,0.0416666666666667,0.193239314384899,0.0666666666666667,0.102380952380952,0.104302782044718,0.0933805541332423,0.0798003072196621,0.265596178480622,0.387851710887999,0.38575748113453
"PAK1",-0.0351533462916213,-0.100380554133242,-0.193327665589515,-0.118836170150219,-0.0633771929824561,-0.170506399397704,-0.0726364522417154,-0.112689878818911,-0.0523809523809524,-0.0791666666666667,0.0277234510030686,0.0324131061754824,0.0301908839532602,0.0420720720720721,0.07,0.0366666666666667,-0.139602063375092,-0.124347826086957,0.0366666666666667,-0.0743589743589744,0.0397799824596068,-0.0820512820512821,-0.0974358974358975,0.05,-0.093366911318454,0.0598480259312397,0.0648480259312397,0.0648480259312397,0.0721576559088613,-0.0818262987012987,-0.0630639404626443,-0.0714285714285714,-0.0672396231219761,-0.0929971988795518,0.0257563256325633,-0.0648480259312397,0.087627172801636,-0.042309694209499,-0.07,0.12,0.11445916882381,0.140935396708425,-0.0445614035087719,-0.0323662815575524,-0.0252728885354961,0.0416666666666667,0.193239314384899,0.0666666666666667,0.102380952380952,0.104302782044718,0.0933805541332423,0.0798003072196621,0.265596178480622,0.387851710887999,0.38575748113453
"EGR1",-0.0351533462916213,-0.100380554133242,-0.193327665589515,-0.118836170150219,-0.0633771929824561,-0.170506399397704,-0.0726364522417154,-0.112689878818911,-0.0523809523809524,-0.0791666666666667,0.0277234510030686,0.0324131061754824,0.0301908839532602,0.0420720720720721,0.07,0.0366666666666667,-0.139602063375092,-0.124347826086957,0.0366666666666667,-0.0743589743589744,0.0397799824596068,-0.0820512820512821,-0.0974358974358975,0.05,-0.093366911318454,0.0598480259312397,0.0648480259312397,0.0648480259312397,0.0721576559088613,-0.0818262987012987,-0.0630639404626443,-0.0714285714285714,-0.0672396231219761,-0.0929971988795518,0.0257563256325633,-0.0648480259312397,0.087627172801636,-0.042309694209499,-0.07,0.12,0.11445916882381,0.140935396708425,-0.0445614035087719,-0.0323662815575524,-0.0252728885354961,0.0416666666666667,0.193239314384899,0.0666666666666667,0.102380952380952,0.104302782044718,0.0933805541332423,0.0798003072196621,0.265596178480622,0.387851710887999,0.38575748113453
"TGFR",-0.0875148450213125,-0.214507963179427,-0.104221600190856,-0.241789120163207,-0.281954887218045,-0.277959667852906,-0.279629305822696,-0.210703812316716,-0.22,-0.271428571428571,-0.0368881178237561,-0.0337880292497969,-0.0299602780536246,-0.0194339622641509,0,-0.01,-0.136123642439432,-0.138345864661654,0.00428571428571428,-0.283448275862069,-0.0229056589296788,-0.278412304639047,-0.28,0,-0.0145568024269289,-0.0355576441102757,-0.0267857142857143,-0.0267857142857143,0.0309388720027018,-0.138035444386192,-0.0281278309691068,0.0622222222222222,-0.0401587301587302,0.066984126984127,-0.0191520467836257,0.0267857142857143,0.192196804764039,0.0164259599881917,-0.0142857142857143,0.185714285714286,0.195194805194805,0.144342820521624,0.00514824797843666,0.0135353447526302,0.0316157248334394,0.3,0.264686533632632,0.3,0.203333333333333,0.221735840786466,0.21055316091954,0.21367816091954,0.30605337839765,0.388445484158105,0.387183538556536
"SNAI1",-0.0380669779253361,-0.100186379375961,-0.197383984731319,-0.113479027293076,-0.0726364522417154,-0.172455117346422,-0.0802753411306043,-0.104302782044718,-0.102380952380952,-0.0633771929824561,0.028755975525526,0.0277234510030686,0.0324131061754824,0.0301908839532602,0.0366666666666667,0.0420720720720721,-0.140935396708425,-0.139602063375092,0.0445614035087719,-0.0820512820512821,0.0395606842139928,-0.0816431187859759,-0.0743589743589744,0.07,-0.0885698633479743,0.0623110801184318,0.0598480259312397,0.0598480259312397,0.0699399139733774,-0.0828163977111997,-0.0634451348717929,-0.0929971988795518,-0.0721576559088613,-0.0672396231219761,0.00802047657595949,-0.0598480259312397,0.0859801139781066,-0.0486034005032053,-0.0366666666666667,0.124347826086957,0.117806449158538,0.145419701641161,-0.0323662815575524,-0.0343772504789418,-0.0271727158239244,0.0791666666666667,0.0916378908973546,0.0416666666666667,0.0798003072196621,0.107377812795025,0.100380554133242,0.0933805541332423,0.267997715464291,0.389204724418135,0.388561219452287
"SMAD",-0.147703904169345,-0.209691205393177,-0.240069777279087,-0.254100740501278,-0.168020541549953,-0.184431793618555,-0.17468720821662,-0.216686144905323,-0.166666666666667,-0.181746031746032,-0.0649263985702444,-0.0639132273443072,-0.0597069858246329,-0.0571615312791783,-0.0342857142857143,-0.0453968253968254,-0.161836887793377,-0.152534562211982,-0.0253968253968254,-0.159737274220033,-0.0459556859801438,-0.158943623426382,-0.172380952380952,-0.02,-0.0937936937293103,0.0869412089672375,0.0872701563356585,0.0872701563356585,0.0417439064263835,-0.0957039423956717,-0.0384158924915339,-0.05,-0.0425407191753875,-0.0598591549295775,0.0326678497485951,-0.0872701563356585,0.167857282502444,0.0295103248077589,0.0142857142857143,0.142857142857143,0.106494369495943,0.162798426254915,0.03501221001221,0.0378899078539366,0.0501513581520819,0.138888888888889,0.170222950884241,0.15,0.204166666666667,0.109067097286275,0.197423547400612,0.189166666666667,0.267879340475648,0.389325070986521,0.385225682378941
"GLI",-0.0322458538261473,-0.198528287208321,-0.193473934792814,-0.13451449983708,-0.117889963002745,-0.184061550598053,-0.124139963002745,-0.124291046820803,-0.152380952380952,-0.13625730994152,0.0291087789286205,0.0337112893888715,0.0330619387395209,0.0434067663257278,0.07,0.0409677419354839,-0.129112554112554,-0.122619047619048,-0.0290322580645161,-0.112354111405836,0.0602574234591568,-0.11711601616774,-0.134854111405836,0.05,-0.0905128861580475,-0.0951424376330702,-0.0909840217914861,-0.0909840217914861,-0.0259815658208632,-0.00172758183452728,-0.0649329205366357,0.0283333333333333,0.0299815658208632,0.00419540229885057,0.0247312569436463,0.0909840217914861,0.098934016349555,-0.0442874396135266,0,0.114285714285714,0.152522085660119,0.125245150797637,0.0231499051233397,-0.0662117970043199,-0.026212720410658,0.0888888888888889,0.207417609272448,0.1,0.202380952380952,0.114561317091073,0.191532402434658,0.181328320802005,0.28419011329228,0.412215395118621,0.40960102960103
