"","FOXC2","NOTCH","SNAI1","NFB","Jagged","ILK","SMAD","cfos","AKT","HEY1","ERK","FUS","Csn","Destcompl","RKIP","TWIST1","Frizzled","Wnt","ZEB2","ZEB1","SNAI2","GSK3","SOSGRB2","TGF","RAS","DELTA","RAF","PI3K","PAK1","TGFR","CDC42","Ecadherin","GLI","cateninmemb","TCFLEF","cateninnuc","KLF4","CD44","cMet","miR200","SRC","DSH","SUFU","STAT","MEK","AXIN2","EGR1","SMO","TrCP","LIV1","Patched","IKK","SHH","Csl","NOTCHic"
"SRC",0.0420821661998133,0.0288095238095238,-0.0542453799519004,-0.0666666666666667,-0.0267748764996471,-0.0322368421052632,-0.0331377430061641,-0.0242424242424242,-0.0547008547008547,-0.0474097980801059,-0.0131313131313131,-0.0833333333333333,-0.1,-0.021783723522854,0.0404040404040404,0.0501490463559429,0.075,0.055,0.10297993411201,0.10297993411201,-0.0409981395559378,-0.178441558441558,-0.0442857142857143,-0.113127705627706,-0.0754044828763227,-0.0799499374217772,0.0799499374217772,0.0799499374217772,0.133333333333333,0.111309523809524,0.120833333333333,0.049998585292703,-0.0533606557377049,-0.0500074839095944,-0.0606777289084366,-0.0644808608994881,0.00142118863049096,-0.0533606557377049,-0.055,0.0412413995022691,-0.075,-0.1,0.0333333333333333,0,0.0112445206784829,-0.101591652853925,0.0333333333333333,0.0633333333333333,0.1,0,0.0522222222222222,0.0435897435897436,0.0433986928104575,-0.03,-0.0252380952380952
"AXIN2",0.107657432341273,0.0707779584095374,0.105406622968621,-0.0685990338164251,0.0889209028339463,-0.00966183574879227,-0.00847135955831608,0.0291056910569106,-0.0635748792270532,-0.0150312874450805,0.0300402704961629,-0.107692307692308,-0.0555555555555556,-0.1003470427665,0.102347571783056,0.0115992969542665,0.0950387596899225,0.0881422079657845,0.137974048143691,0.137974048143691,-0.133462260607832,0.0966928455475366,0.0160649978041282,0.0817273255103288,0.0666985090169162,0.0664360418253152,-0.0664360418253152,-0.0664360418253152,-0.08625,-0.0800771604938272,-0.0800771604938272,0.0801800575222957,-0.0862554155129544,-0.0596207823916707,-0.083237640305162,-0.0825891318745524,0.140536510364756,-0.0859340060730401,-0.0881422079657845,0.102767163110379,-0.0950387596899225,-0.106666666666667,0.1,-0.106666666666667,-0.0272816498065077,0.312196507241272,-0.0266666666666667,0.107692307692308,0.0666666666666667,-0.1,0.102335164835165,0.0613526570048309,0.100040082867952,-0.0785964912280702,-0.071453634085213
"AKT",0.00679821504981967,0.0584745506263996,-0.0239404671098035,-0.0274509803921569,-0.0865394446380853,-0.0327734293717487,-0.0317633283616477,-0.0535014005602241,-0.144078797019974,-0.0391805616351443,-0.0649768103962897,0,-0.0333333333333333,-0.0302226064392803,-0.0186820213035047,0.0327175296108186,-0.163768115942029,-0.162229654403567,0.146694525461195,0.146694525461195,0.115061443809231,0.0974497276916632,-0.132521367521368,0.00436853816023499,0.112399877396081,0.11360469667319,-0.11360469667319,-0.11360469667319,-0.00735294117647059,-0.0082960306073649,0.000647058823529413,0.162171475670255,0.163905632057199,0.171022357978631,0.163306012956774,0.159613705264466,0.145591542959964,0.163924569657805,0.162229654403567,0.061142537733666,0.163768115942029,0.133333333333333,0,0.133333333333333,0.0713059243203403,0.212788378889462,0.0476190476190476,-0.0153846153846154,-0.0333333333333333,0.1,-0.0209401709401709,0.0248868778280543,-0.0209401709401709,-0.0596153846153846,-0.0499379652605459
"PI3K",0.00830197444831591,0.0499379652605459,-0.0211835748792271,-0.0333333333333333,-0.0858771929824561,-0.0335734293717487,-0.0327734293717487,-0.0476190476190476,-0.0248868778280543,-0.0384286819358961,-0.0535014005602241,0,0.0333333333333333,-0.0309670233127294,-0.0143341952165482,0.0330233400083721,-0.133333333333333,-0.163768115942029,0.147379456968045,0.147379456968045,0.113553906120789,0.0922077922077922,-0.128076923076923,0.0082960306073649,0.11360469667319,0.117714285714286,-0.117714285714286,-0.117714285714286,-0.025,0.000647058823529413,-0.00735294117647059,0.164141172639952,0.162229654403567,0.172959157163136,0.163924569657805,0.163306012956774,0.144736842105263,0.162229654403567,0.163768115942029,0.0632815751668211,0.133333333333333,0.1,0,0.1,0.0649768103962897,0.208095238095238,0.0333333333333333,0,0,0.1,-0.0153846153846154,0.0274509803921569,-0.0209401709401709,-0.075,-0.0596153846153846
"ILK",0.00830197444831591,0.0499379652605459,-0.0211835748792271,-0.0333333333333333,-0.0858771929824561,-0.0335734293717487,-0.0327734293717487,-0.0476190476190476,-0.0248868778280543,-0.0384286819358961,-0.0535014005602241,0,0.0333333333333333,-0.0309670233127294,-0.0143341952165482,0.0330233400083721,-0.133333333333333,-0.163768115942029,0.147379456968045,0.147379456968045,0.113553906120789,0.0922077922077922,-0.128076923076923,0.0082960306073649,0.11360469667319,0.117714285714286,-0.117714285714286,-0.117714285714286,-0.025,0.000647058823529413,-0.00735294117647059,0.164141172639952,0.162229654403567,0.172959157163136,0.163924569657805,0.163306012956774,0.144736842105263,0.162229654403567,0.163768115942029,0.0632815751668211,0.133333333333333,0.1,0,0.1,0.0649768103962897,0.208095238095238,0.0333333333333333,0,0,0.1,-0.0153846153846154,0.0274509803921569,-0.0209401709401709,-0.075,-0.0596153846153846
"GSK3",0.121839449819866,0.0495289024700789,0.00264087502206815,-0.120416666666667,-0.0920307681798665,-0.018325561907638,-0.0208742875448194,-0.0540305010893246,-0.138836943707633,-0.0242841954443531,-0.0623011777810539,0.0329004329004329,-0.114166666666667,-0.0423396572830968,-0.00626101968207231,0.150547374969276,-0.186842105263158,-0.188802889576883,0.149137614718026,0.149137614718026,0.245018218089497,0.00780817080401979,-0.112193746884615,-0.086716270650523,0.136661480325092,0.134770724022571,-0.134770724022571,-0.134770724022571,0.0910144927536232,0.0869726809069333,0.0824430641821946,0.214951113298734,0.187859493350468,0.209297655562569,0.184225544282117,0.183238702176854,0.147121144463121,0.187876479277664,0.188828860230045,0.0642200080502217,0.186842105263158,0.186842105263158,-0.00909090909090909,0.186842105263158,0.0645739050537812,0.240744758100765,0.0392156862745098,-0.0393520458036587,0.126666666666667,0.15,-0.0411925366012047,0.142255747126437,-0.0421494744002478,-0.0417366946778711,-0.0508276037687802
"DSH",0.122636897985735,0.0508276037687802,-0.000127674258109042,-0.114166666666667,-0.0927606951871658,-0.018702920398204,-0.018325561907638,-0.0392156862745098,-0.142255747126437,-0.0260142992505814,-0.0540305010893246,0.00909090909090909,-0.126666666666667,-0.0435724857438224,-0.00751415251415251,0.151699743727278,-0.186842105263158,-0.186842105263158,0.150772087229171,0.150772087229171,0.246226155966977,0.110969568474569,-0.104286770140429,-0.0869726809069333,0.134770724022571,0.133930387888117,-0.133930387888117,-0.133930387888117,0.0866666666666667,0.0824430641821946,0.0910144927536232,0.216432838685629,0.188802889576883,0.212215427445858,0.187876479277664,0.184225544282117,0.149411220798999,0.188828860230045,0.186842105263158,0.0645717079329884,0.186842105263158,0.15,0,0.15,0.0623011777810539,0.239070481084022,0.0333333333333333,-0.0329004329004329,0.0666666666666667,0.1,-0.0393520458036587,0.120416666666667,-0.0411925366012047,-0.0476190476190476,-0.0417366946778711
"TWIST1",0.247852709930729,0.0453244100413912,0.129028247545251,-0.0423076923076923,-0.0311823348797047,0.121539721539722,0.119229490516619,0.0336231884057971,-0.0518315018315018,0.119184205624884,0.0336231884057971,0.244444444444444,-0.05,-0.105264748125785,0.102352328439285,0.160703706730595,-0.133333333333333,-0.134385964912281,0.156114008745588,0.156114008745588,0.431361592738597,0.111635879389013,0.0554206027890239,-0.0717055570630506,0.157550271028389,0.15618040801469,-0.15618040801469,-0.15618040801469,0.0757575757575758,0.0701110240334378,0.0688610240334378,0.0890142836832494,0.135985964912281,0.148891966740951,0.133466177112739,0.133063646922975,0.147310819262039,0.134538152610442,0.133333333333333,0.118238479544422,0.133333333333333,0.133333333333333,-0.233333333333333,0.133333333333333,-0.0351157257192299,0.18420606275445,-0.0466666666666667,-0.240444444444444,0,0.133333333333333,-0.239074581430746,0.0518315018315018,-0.239567192268184,-0.0437037037037037,-0.0462678062678063
"RKIP",0.19543177129384,0.16965811965812,0.0903629858247071,0.0142857142857143,0.0580968550408279,0.0875802310654685,0.0826297360159636,0.07,0.00443722943722944,0.0692218350754936,0.073448275862069,0.1,0,-0.0152875087317157,-0.0832633053221289,0.191639928698752,0,-0.04,0.188565279770445,0.188565279770445,0.430863495949175,0.0293538219070134,0.0276190476190476,-0.0285536270582999,0.0365606615606616,0.0100649350649351,-0.0100649350649351,-0.0100649350649351,0.0333333333333333,0.0276190476190476,0.0133333333333333,0.0403385369408614,0.0669230769230769,0.0190779014308426,0.0686602870813397,0.0719681751220522,0.198565279770445,0.0637651821862348,0.0368421052631579,0.101495263548796,0,0,-0.1,0,-0.075575935436537,0.0525082044069386,-0.12,-0.08,0,0,-0.084,0.0107142857142857,-0.102032786885246,-0.188888888888889,-0.188888888888889
"RAF",0.19543177129384,0.16965811965812,0.0903629858247071,0.0142857142857143,0.0580968550408279,0.0875802310654685,0.0826297360159636,0.07,0.00443722943722944,0.0692218350754936,0.073448275862069,0.1,0,-0.0152875087317157,-0.0832633053221289,0.191639928698752,0,-0.04,0.188565279770445,0.188565279770445,0.430863495949175,0.0293538219070134,0.0276190476190476,-0.0285536270582999,0.0365606615606616,0.0100649350649351,-0.0100649350649351,-0.0100649350649351,0.0333333333333333,0.0276190476190476,0.0133333333333333,0.0403385369408614,0.0669230769230769,0.0190779014308426,0.0686602870813397,0.0719681751220522,0.198565279770445,0.0637651821862348,0.0368421052631579,0.101495263548796,0,0,-0.1,0,-0.075575935436537,0.0525082044069386,-0.12,-0.08,0,0,-0.084,0.0107142857142857,-0.102032786885246,-0.188888888888889,-0.188888888888889
"ERK",0.203368939231008,0.17127164251636,0.084771817733539,0.00443722943722944,0.0522752077961113,0.0852127618462219,0.085516713214003,0.075575935436537,-0.0156059437953664,0.0679745499374235,-0.0360907312301296,0.084,-0.0107142857142857,-0.0189667968843119,-0.0827355234719603,0.197273130448459,-0.0669230769230769,-0.0718181818181818,0.189050219153022,0.189050219153022,0.441075453412882,0.0333234095278272,0.021793804900601,-0.0267408413039084,0.0385534322663036,0.0362432012432012,-0.0362432012432012,-0.0362432012432012,0.0276190476190476,0.0234441380072051,0.0285536270582999,0.0365154638128635,0.0750763271815903,0.0176380468299047,0.0715964279101563,0.0693047612434896,0.190311745798717,0.0719681751220522,0.0686602870813397,0.102320856944049,0.0637651821862348,0.04,-0.08,0.0368421052631579,0.0424974164668984,0.0717874836862179,-0.073448275862069,-0.102032786885246,-0.0142857142857143,0,-0.107915139826422,-0.000907817672523555,-0.1112967823385,-0.16965811965812,-0.166008484621623
"NOTCHic",0.264265964450296,-0.0646082949308756,0.0762678062678063,-0.0222222222222222,-0.142435837402725,-0.00142857142857143,-0.0050256937307297,-0.0133333333333333,-0.103359173126615,0.103344481605351,-0.049047619047619,0.0166666666666667,-0.0333333333333333,-0.173043553566918,0.0459197270270607,0.251883168105746,-0.253846153846154,-0.281118881118881,0.191755233494364,0.191755233494364,0.448837383642288,0.150417972831766,-0.103062200956938,-0.00679551628883866,0.202176184634955,0.191831357048748,-0.191831357048748,-0.191831357048748,0.0111111111111111,0.00233691756272401,-0.000888888888888889,0.28011254919396,0.288645762839311,0.332453567040318,0.288403025545883,0.287028979744356,0.193236714975845,0.288811188811189,0.281118881118881,0.0935295148011911,0.253846153846154,0.2,0.0333333333333333,0.2,0.0690476190476191,0.334229559748428,-0.02,-0.0551282051282051,0,0.1,-0.0727752639517345,0.0777777777777778,-0.0846032209409819,0.174285714285714,0.0646082949308756
"Csl",0.266564815025009,-0.0627901131126938,0.0750820355168181,-0.0777777777777778,-0.143477504069391,-0.0050256937307297,-0.00724791595295192,-0.049047619047619,-0.108785529715762,0.101383697291626,-0.0690476190476191,0.0551282051282051,-0.0222222222222222,-0.174323261062348,0.0537538284095492,0.253011836277303,-0.281118881118881,-0.288645762839311,0.191755233494364,0.191755233494364,0.451447376185166,0.147914290946641,-0.11688333916832,-0.00384767048385,0.201073243458485,0.202176184634955,-0.202176184634955,-0.202176184634955,-0.000888888888888889,0.00679551628883866,0.00233691756272401,0.277089293380007,0.287839311226408,0.329701273462337,0.287028979744356,0.285142187291526,0.184665286404417,0.288403025545883,0.288811188811189,0.095054569267422,0.281118881118881,0.253846153846154,-0.0166666666666667,0.253846153846154,0.0831780538302277,0.341684572601898,0.0133333333333333,-0.0727752639517345,0.0333333333333333,0.2,-0.0846032209409819,0.103359173126615,-0.0854652899064991,0.0646082949308756,0.0646082949308756
"TrCP",0.2543843306877,-0.0563369963369963,0.0817827766022685,-0.0583333333333333,-0.124351993865031,-0.00428400750981396,-0.0062194913807817,-0.0304347826086957,-0.0883528265107212,0.00107813740188729,-0.0490788504053058,0.0428571428571429,-0.00833333333333333,-0.190282639517189,0.0577883810480496,0.233277432712215,-0.285925925925926,-0.293820662768031,0.194366953459313,0.194366953459313,0.450335720825419,0.155275432900433,-0.103149064906491,-0.00474270184974139,0.174573351883251,0.175027897337797,-0.175027897337797,-0.175027897337797,0,0.00802139037433155,0.00196078431372549,0.273703049879556,0.293332857889982,0.328386533834039,0.292922922922923,0.291681543612578,0.189454072339318,0.294034034034034,0.294034034034034,0.0965869288801507,0.285925925925926,0.26,-0.00952380952380952,0.26,0.0637455170719725,0.344427301174211,0,-0.0589861751152074,0.0333333333333333,0.2,-0.0700972862263185,0.0846491228070175,-0.0710972862263185,0.058974358974359,0.0574358974358974
"PAK1",0.2543843306877,-0.0563369963369963,0.0817827766022685,-0.0583333333333333,-0.124351993865031,-0.00428400750981396,-0.0062194913807817,-0.0304347826086957,-0.0883528265107212,0.00107813740188729,-0.0490788504053058,0.0428571428571429,-0.00833333333333333,-0.190282639517189,0.0577883810480496,0.233277432712215,-0.285925925925926,-0.293820662768031,0.194366953459313,0.194366953459313,0.450335720825419,0.155275432900433,-0.103149064906491,-0.00474270184974139,0.174573351883251,0.175027897337797,-0.175027897337797,-0.175027897337797,0,0.00802139037433155,0.00196078431372549,0.273703049879556,0.293332857889982,0.328386533834039,0.292922922922923,0.291681543612578,0.189454072339318,0.294034034034034,0.294034034034034,0.0965869288801507,0.285925925925926,0.26,-0.00952380952380952,0.26,0.0637455170719725,0.344427301174211,0,-0.0589861751152074,0.0333333333333333,0.2,-0.0700972862263185,0.0846491228070175,-0.0710972862263185,0.058974358974359,0.0574358974358974
"LIV1",0.2543843306877,-0.0563369963369963,0.0817827766022685,-0.0583333333333333,-0.124351993865031,-0.00428400750981396,-0.0062194913807817,-0.0304347826086957,-0.0883528265107212,0.00107813740188729,-0.0490788504053058,0.0428571428571429,-0.00833333333333333,-0.190282639517189,0.0577883810480496,0.233277432712215,-0.285925925925926,-0.293820662768031,0.194366953459313,0.194366953459313,0.450335720825419,0.155275432900433,-0.103149064906491,-0.00474270184974139,0.174573351883251,0.175027897337797,-0.175027897337797,-0.175027897337797,0,0.00802139037433155,0.00196078431372549,0.273703049879556,0.293332857889982,0.328386533834039,0.292922922922923,0.291681543612578,0.189454072339318,0.294034034034034,0.294034034034034,0.0965869288801507,0.285925925925926,0.26,-0.00952380952380952,0.26,0.0637455170719725,0.344427301174211,0,-0.0589861751152074,0.0333333333333333,0.2,-0.0700972862263185,0.0846491228070175,-0.0710972862263185,0.058974358974359,0.0574358974358974
"cfos",0.252315365170458,-0.0574358974358974,0.0824987670557291,-0.00833333333333333,-0.123125,-0.00105820105820106,-0.00428400750981396,0,-0.0846491228070175,0.00254872563718141,-0.0304347826086957,0.00952380952380952,-0.0333333333333333,-0.188929256058542,0.0506060606060606,0.232190476190476,-0.26,-0.285925925925926,0.194688496867674,0.194688496867674,0.447442411602996,0.158184523809524,-0.0902777777777778,-0.00802139037433155,0.175027897337797,0.164052287581699,-0.164052287581699,-0.164052287581699,0.0142857142857143,0.00196078431372549,0,0.276540420121771,0.293820662768031,0.330584336031841,0.294034034034034,0.292922922922923,0.197650793650794,0.294034034034034,0.285925925925926,0.0950640862405568,0.26,0.2,0.0333333333333333,0.2,0.0490788504053058,0.33688013136289,-0.12,-0.0428571428571429,0,0.1,-0.0589861751152074,0.0583333333333333,-0.0700972862263185,0.0666666666666667,0.058974358974359
"CDC42",0.252315365170458,-0.0574358974358974,0.0824987670557291,-0.00833333333333333,-0.123125,-0.00105820105820106,-0.00428400750981396,0,-0.0846491228070175,0.00254872563718141,-0.0304347826086957,0.00952380952380952,-0.0333333333333333,-0.188929256058542,0.0506060606060606,0.232190476190476,-0.26,-0.285925925925926,0.194688496867674,0.194688496867674,0.447442411602996,0.158184523809524,-0.0902777777777778,-0.00802139037433155,0.175027897337797,0.164052287581699,-0.164052287581699,-0.164052287581699,0.114285714285714,0.00196078431372549,0,0.276540420121771,0.293820662768031,0.330584336031841,0.294034034034034,0.292922922922923,0.197650793650794,0.294034034034034,0.285925925925926,0.0950640862405568,0.26,0.2,0.0333333333333333,0.2,0.0490788504053058,0.33688013136289,-0.02,-0.0428571428571429,0,0.1,-0.0589861751152074,0.0583333333333333,-0.0700972862263185,0.0666666666666667,0.058974358974359
"SNAI1",0.254511395490749,-0.0534798534798535,-0.020174518771397,-0.0846491228070175,-0.124351993865031,-0.0062194913807817,-0.0065884950708186,-0.0490788504053058,-0.0959917153996101,-0.00130281497906509,-0.0637455170719725,0.0589861751152074,-0.0583333333333333,-0.190392288639996,0.0594620212154136,0.233174868609651,-0.293820662768031,-0.293332857889982,0.19473595714935,0.19473595714935,0.450570383916267,0.156001505507694,-0.106545291321585,-0.00554915346264461,0.172274501308539,0.174573351883251,-0.174573351883251,-0.174573351883251,0.00196078431372549,0.00474270184974139,0.00802139037433155,0.27209014665375,0.292784411820513,0.32634853728827,0.291681543612578,0.289461615889295,0.187273386981063,0.292922922922923,0.294034034034034,0.0962987444421104,0.294034034034034,0.285925925925926,-0.0428571428571429,0.285925925925926,0.0677813915114344,0.346525203272113,0.0304347826086957,-0.0700972862263185,0.00833333333333333,0.26,-0.0710972862263185,0.0883528265107212,-0.0697380629253476,0.0574358974358974,0.0563369963369963
"SHH",0.2,0.0333333333333333,0.1,0,-0.122857142857143,0,0.0166666666666667,0.1,-0.1,0,0.1,-0.2,0,-0.0501298701298701,0.08,0.125,0,0,0.2,0.2,0.346590038314176,0.0230769230769231,0.05,-0.0333333333333333,0.207692307692308,0.2,-0.2,-0.2,0,0.0333333333333333,0.0333333333333333,0.111388888888889,0.05,0.19168458781362,0.17,0.181111111111111,0.2,0.15,0.1,0.1,0.1,0,0.2,0.1,-0.04,0.276190476190476,0,0.1,0,0,0.0666666666666667,0.1,-0.0133333333333333,0.1,0
"Patched",0.21,0.00606060606060606,0.109677419354839,-0.1,-0.126560846560847,0.0166666666666667,0.0166666666666667,0.1,-0.114285714285714,0.0230769230769231,0.04,-0.1,0,-0.0534265734265734,0.08,0.136111111111111,0,-0.05,0.2,0.2,0.366590038314176,0.0278388278388278,0.05,-0.0333333333333333,0.232692307692308,0.207692307692308,-0.207692307692308,-0.207692307692308,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.108476267529666,0.0625,0.200017921146953,0.181111111111111,0.187907227615965,0.188888888888889,0.17,0.15,0.1,0.1,0,0.2,0.1,-0.0476923076923077,0.303463203463203,-0.1,0.0666666666666667,0,0.1,-0.0133333333333333,0.1,-0.0383333333333333,0,-0.0333333333333333
"STAT",0.188275391956374,-0.0105098245018291,0.100673873334896,0.04,-0.0230353335896271,0.000644122383252818,-0.000505302904103504,0.0533333333333333,-0.00519774011299435,0,0.0415686274509804,-0.025,0,0.0438943405790454,0.0621187258687259,0.0494124150046189,0.0321428571428571,0.0185064935064935,0.200519992827685,0.200519992827685,0.078742842047092,-0.0297797062750334,0.0753694581280788,-0.00357031412523403,-0.0659690844783527,-0.0741780397022333,0.0741780397022333,0.0741780397022333,0.00909090909090909,-0.000777511961722488,-0.00340909090909091,0.108323586525957,-0.012624140565317,0.00639262721200462,-0.0115772152838399,-0.0105045096819329,0.107902554961378,-0.0125235875235875,-0.0185064935064935,0.0984142153855871,-0.0321428571428571,-0.0571428571428571,0.05,-0.0571428571428571,-0.0340417457305503,-0.0629531253060665,-0.0333333333333333,0.005,0,0,-0.00197674418604651,-0.00666666666666667,-0.00994134595595802,0.0176470588235294,0.0095389507154213
"SMAD",0.267610349625689,0.059480021893815,0.0800609072826815,0.0182539682539683,-0.0414104175394498,0.0921748571063639,-0.0102060952745884,-0.0640552995391705,-0.0138244631185808,0.0797262940251413,-0.0826599507019612,0.154166666666667,0.0611111111111111,-0.111985963627678,0.0599110997026025,0.212915994465408,-0.279365079365079,-0.287057387057387,0.201661670437491,0.201661670437491,0.437495608865843,0.205975599171088,-0.118655723158829,0.0265080291597717,0.284539367473865,0.284539367473865,-0.284539367473865,-0.284539367473865,-0.030952380952381,-0.0245159972872617,-0.0295439302481556,0.279419315068523,0.287057387057387,0.329884360031607,0.284993833987688,0.28286617441322,0.197176264526101,0.287571852983618,0.287208216619981,0.0990276466182552,0.279365079365079,0.257142857142857,-0.116666666666667,0.257142857142857,0.0961214891634997,0.338649575856867,0.0285714285714286,-0.169166666666667,-0.05,0.2,-0.179258409785933,0.0111577964519141,-0.179630156997829,-0.0552380952380953,-0.0586863711001642
"SMO",0.220344827586207,0.00606060606060606,0.112058371735791,-0.1,-0.133703703703704,0.0166666666666667,0.0119047619047619,0.04,-0.110285714285714,0.0183150183150183,0.0476923076923077,-0.0666666666666667,-0.1,-0.0565273486203719,0.0966666666666667,0.147875816993464,-0.05,-0.0625,0.205084745762712,0.205084745762712,0.377066228790367,0.0268679540524201,0.0236842105263158,-0.0306306306306306,0.239669051878354,0.232692307692308,-0.232692307692308,-0.232692307692308,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.108845271219702,0.0736111111111111,0.201959668719769,0.187907227615965,0.187907227615965,0.188888888888889,0.181111111111111,0.17,0.10379746835443,0.15,0,0.1,0.1,-0.0446620046620047,0.320704582773548,-0.1,-0.0133333333333333,0,0.1,-0.0383333333333333,0.114285714285714,-0.0438888888888889,-0.0333333333333333,-0.00606060606060606
"SUFU",0.226675635996812,0.00901875901875902,0.107852463857549,-0.110285714285714,-0.139490270398034,0.0125499231950845,0.0118570825484332,0.0446620046620047,-0.131710598126705,0.013478280057641,0.0366160276505104,0.0383333333333333,-0.114285714285714,-0.0570184680358094,0.0940241251139631,0.150732188775188,-0.0736111111111111,-0.0813034188034188,0.20621986327553,0.20621986327553,0.384938943647362,0.0293638486797554,0.014942951785057,-0.033864085664413,0.242561374027489,0.240979095546477,-0.240979095546477,-0.240979095546477,0.0333333333333333,0.0316944604178647,0.0306306306306306,0.107918391714038,0.0816751660153147,0.201873037163018,0.187363749355096,0.187210296669674,0.195603328861403,0.187907227615965,0.187907227615965,0.102928831304852,0.181111111111111,0.0625,-0.0133333333333333,0.17,-0.0336373042462551,0.335244853621731,-0.0476923076923077,-0.0438888888888889,0.1,0.15,-0.0448989898989899,0.12567032967033,-0.0483738933738934,-0.00606060606060606,-0.0106060606060606
"TGFR",0.389710664786135,0.201472752832217,0.209293638782778,-0.0166666666666667,0.00511915434035559,0.116559139784946,0.116915011671067,0.0280701754385965,-0.0597511219910241,0.0923467767545252,-0.00526315789473685,0.13,-0.0166666666666667,-0.0964441879139522,0.0987878787878788,0.322774482667721,-0.26,-0.284528301886792,0.25549011988544,0.25549011988544,0.423854247406658,0.0688935551221974,0.0561565951916829,0.0344849712934819,0.31234335839599,0.303571428571429,-0.303571428571429,-0.303571428571429,0.0622222222222222,-0.0401587301587302,0.066984126984127,0.299822102882534,0.299367011564212,0.345597396325843,0.302829737293491,0.300083944556556,0.25710063201482,0.299001986097319,0.284528301886792,0.14498266225185,0.26,0.2,-0.113333333333333,0.2,0.0203316510454218,0.335774462383904,-0.0333333333333333,-0.161034482758621,-0.0333333333333333,0.1,-0.173534482758621,0.0271929824561404,-0.183139002532632,-0.203333333333333,-0.196436781609195
