"","FOXC2","SMAD","HEY1","SHH","FUS","NOTCHic","SUFU","TWIST1","MEK","cfos","ERK","EGR1","PAK1","SNAI2","CDC42","STAT","DSH","RAF","cMet","LIV1","Frizzled","Ecadherin","GLI","Wnt","Destcompl","cateninnuc","CD44","TCFLEF","SRC","AXIN2","cateninmemb","PI3K","DELTA","RAS","SOSGRB2","ZEB1","TGFR","TGF","GSK3","TrCP","Csl","Csn","NOTCH","NFB","RKIP","Jagged","IKK","SMO","AKT","Patched","SNAI1","ILK","miR200","ZEB2","KLF4"
"SOSGRB2",-0.00614163614163614,-0.015319948868336,0.0965909090909091,-0.0173475801382778,0,0.265034965034965,0,0.00820289855072464,-0.00843180843180842,-0.0206349206349206,0.0036894036894037,-0.0761904761904762,-0.00714285714285715,0.198949604296015,0.00285714285714286,0,0,-0.190583804143126,0.00993788819875776,0,0.0142857142857143,0.175885230737053,-0.00740165631469979,-0.00595238095238095,-0.189499799231343,-0.0100487314387057,-0.0113871635610766,-0.0113871635610766,-0.0142857142857143,-0.00783140814081408,0.144831012831013,0.190583804143126,0.190583804143126,0.182891496450818,-0.0319444444444444,-0.0119924812030075,0.000989010989010991,0.0102088691450394,0.0719559823066134,0.1,-0.272727272727273,0.2,-0.257992711513838,0.166666666666667,0.0455043859649123,0.00728198524116546,0.150877192982456,0,0.175877192982456,0.0243243243243243,0.0269566453447051,0.0202150537634409,0.0175294533161785,0.0310401002506266,0.0267543859649123
"cateninnuc",0.0776656731246895,-0.0312940848752581,-0.047979396144299,0.0843091556730398,0.0888888888888889,-0.165285624607658,0.0888888888888889,0.0923326922210314,0.0958623709750933,0.102760524499655,0.0976972333604144,0.104347826086957,-0.114285714285714,-0.211843155381687,-0.115824175824176,-0.124242424242424,-0.124242424242424,-0.0486630036630037,-0.123155467720685,-0.124242424242424,-0.125612287256123,0.0117116047343277,0.124525330734384,0.124525330734384,0.174703879660251,0.0228159001125144,0.123155467720685,0.12323015031964,0.124242424242424,0.0286970814108246,0.12059569315154,0.0486630036630037,0.0486630036630037,0.0486630036630037,0.232447367334768,-0.0228073024642412,0.116398888467854,0.115525526022439,0.178312116670607,0.0333333333333333,0.165285624607658,0.0458333333333333,0.163467442789477,0.0488636363636364,0.112977292351982,0.138333542023578,0.0548636363636364,-0.0839708561020036,0.0556448863636364,-0.0858342101392707,0.10057587392755,0.0303391053391053,0.0237803142364476,0.0436910679019709,0.00826033397207774
"RAS",-0.0288888888888889,-0.104823747680891,-0.0183794466403162,-0.124248587570621,-0.1,-0.00526315789473684,-0.1,0.0559738134206219,-0.127358101135191,-0.09,-0.105789473684211,-0.14,-0.06,-0.183565983267992,-0.06,0.1,0.1,-0.052051282051282,0.105882352941176,0,0.1,-0.0263232319717522,-0.110049019607843,-0.105882352941176,-0.115537887630911,-0.107321409334124,-0.108010012515645,-0.106471550977183,-0.1,-0.0876416337285903,-0.0539602454711294,0.052051282051282,0.052051282051282,-0.0479487179487179,-0.0822510822510823,-0.0443740795287187,0.0776470588235294,0.0667559697146185,-0.0686950904392765,0.2,0,0.1,-0.0041708043694141,0.0666666666666667,-0.0742201257861635,0.0757855312438399,0.1,0.133333333333333,0.105555555555556,0.129333333333333,-0.0188692232055064,0.112987012987013,0.0743384615384615,0.0681737849779087,0.0671428571428571
"cMet",-0.126360759493671,-0.0745021645021645,-0.128792569659443,-0.0575,-0.05,-0.309022556390977,-0.1,-0.113114376260444,-0.0859090909090909,-0.015,-0.055,-0.075,-0.00666666666666668,-0.23301940557415,-0.0441666666666667,0,-0.1,0.21047619047619,-0.106666666666667,0.1,-0.1,0.0564567989429609,0.102121212121212,0.106666666666667,0.199353230235583,0.104749603306955,0.104341085271318,0.105879546809779,0,0.0852380952380953,0.110374186904436,-0.21047619047619,-0.21047619047619,-0.214249775381851,-0.0766666666666667,-0.0532467532467533,0.0608333333333333,0.0544503546099291,-0.0547811059907834,0,0.314285714285714,-0.1,0.298384258518637,-0.166666666666667,0.0618518518518518,0.0974115739333131,-0.12,0.07,-0.10125,0.07,0.0688373476063039,0.0690476190476191,0.119347139877031,0.137229437229437,0.23015873015873
"PI3K",-0.0110313588850174,-0.125196638655462,-0.101765714862274,-0.116025641025641,-0.1,0.075,0,-0.00629716367421285,-0.03625843780135,0,-0.0411764705882353,0,0.025,0.0577695417789757,-0.00441176470588235,0.1,0.1,-0.0214372294372294,0.115458937198068,0.1,0.111111111111111,0.0995613763750959,-0.113920475659606,-0.115458937198068,-0.250345664292512,-0.113866890709988,-0.113920475659606,-0.114485447411019,-0.111111111111111,-0.0804761904761905,-0.00608059658683493,0.0214372294372294,0.0214372294372294,0.026916681492024,-0.0323076923076923,0.0460415956635344,-0.00758823529411765,-0.0100272596843615,-0.0258417508417508,0.2,-0.075,0.166666666666667,-0.0685483870967742,0.233333333333333,0.0118939883645766,0.0266666666666667,0.250980392156863,0.116666666666667,0.243288084464555,0.124358974358974,0.0219484702093398,0.111596638655462,0.151081148212296,0.188746612136261,0.194956140350877
"ILK",-0.0110313588850174,-0.125196638655462,-0.101765714862274,-0.116025641025641,-0.1,0.075,0,-0.00629716367421285,-0.03625843780135,0,-0.0411764705882353,0,0.025,0.0577695417789757,-0.00441176470588235,0.1,0.1,-0.0214372294372294,0.115458937198068,0.1,0.111111111111111,0.0995613763750959,-0.113920475659606,-0.115458937198068,-0.250345664292512,-0.113866890709988,-0.113920475659606,-0.114485447411019,-0.111111111111111,-0.0804761904761905,-0.00608059658683493,0.0214372294372294,0.0214372294372294,0.026916681492024,-0.0323076923076923,0.0460415956635344,-0.00758823529411765,-0.0100272596843615,-0.0258417508417508,0.2,-0.075,0.166666666666667,-0.0685483870967742,0.233333333333333,0.0118939883645766,0.0266666666666667,0.250980392156863,0.116666666666667,0.243288084464555,0.124358974358974,0.0219484702093398,0.111596638655462,0.151081148212296,0.188746612136261,0.194956140350877
"TWIST1",0.0648872039438431,-0.134160578219984,-0.139883280561247,0.0221468535138823,0.0444444444444444,-0.118860398860399,0.0333333333333333,0.0878412970832879,0.0639053018659563,0.0710144927536232,0.0683829138062548,0.0666666666666667,-0.22,0.173232489555413,-0.226896551724138,-0.147619047619048,-0.147619047619048,-0.0353977701732287,-0.147619047619048,-0.133333333333333,-0.147619047619048,0.405436813224406,0.1457664160401,0.1465664160401,0.14540213421773,0.145667288707378,0.146414228341939,0.145954810271495,0.147619047619048,0.105058006509619,0.31565580994386,0.0353977701732287,0.0353977701732287,0.0364251674335027,0.280551154921864,-0.095587692956114,0.230646551724138,0.230418761291336,0.1627809657395,0.1,0.116296296296296,0.1,0.118860398860399,0.107692307692308,0.1757754649059,0.154511114174434,0.126739926739927,-0.0324444444444444,0.135214503011113,-0.0255951293759513,0.165592842281123,0.131190281190281,0.157910072319463,0.190856646119804,0.172701688555347
"AKT",-0.0102794791857693,-0.123513136971961,-0.116051429147989,-0.12444669365722,-0.116666666666667,0.0685483870967742,-0.1,-0.0053797324815523,-0.0299293238772994,-0.0411764705882353,-0.03625843780135,0,-0.00441176470588235,0.057066024191036,0.00758823529411765,0.111111111111111,0.111111111111111,-0.026916681492024,0.113920475659606,0.1,0.115458937198068,0.100773497587217,-0.114479134877483,-0.113920475659606,-0.251090081165962,-0.114789967633065,-0.114485447411019,-0.113866890709988,-0.115458937198068,-0.0808372013065154,-0.00679415418112647,0.026916681492024,0.026916681492024,0.0295672839016625,-0.0478632478632479,0.049466253197781,-0.0100272596843615,-0.00912091527348541,-0.0290675572933637,0.166666666666667,-0.075,0.233333333333333,-0.0697678992918962,0.250980392156863,0.00754616227762008,0.0319646799116998,0.243288084464555,0.124358974358974,0.132176973353444,0.116025641025641,0.0287153875025729,0.125196638655462,0.149476870137429,0.192171269670508,0.190682636077373
"Wnt",-0.113603238866397,-0.102524349035977,-0.107692307692308,-0.123376623376623,0,0.0571428571428571,0,-0.109411764705882,-0.0411764705882353,0,0,-0.1,0.1,0.00327586206896552,0.133333333333333,0.1,0,0.00150375939849624,0.125,0,0,0.0280141246112922,-0.130263157894737,-0.125,-0.236289481467644,-0.128678484290196,-0.130263157894737,-0.126691729323308,-0.1,-0.0872727272727273,-0.0516949152542373,-0.00150375939849624,-0.00150375939849624,-0.0105946684894053,-0.0909090909090909,0.0543280726924916,-0.1,-0.117391304347826,-0.123746081504702,0.1,-0.1,0.1,-0.0654761904761905,0.0666666666666667,-0.00166666666666666,0.0207843137254902,0.126666666666667,0.1,0.139166666666667,0.109090909090909,0.00755693581780538,0.118803418803419,0.146767676767677,0.196508847441416,0.184313725490196
"GSK3",-0.113100396135892,-0.118019565631523,-0.107228363468943,-0.121944720210472,-0.123376623376623,0.0602931382343147,-0.109090909090909,-0.108534262425923,-0.0341149405003894,-0.0374727668845316,-0.0307058495912985,-0.0411764705882353,0.117391304347826,0.00320782481929931,0.120248447204969,0.130263157894737,0.130263157894737,0.00357642812239238,0.128678484290196,0.125,0.126691729323308,0.0247919087056747,-0.128652513637034,-0.128652513637034,-0.238484771204139,-0.128554769504567,-0.127726103337815,-0.128883716872988,-0.126691729323308,-0.0874731010468829,-0.0553011967379405,-0.00357642812239238,-0.00357642812239238,-0.0073579407274344,-0.100865260661063,0.0528617887777691,-0.119203151037722,-0.115869817704388,-0.224315050493204,0.126666666666667,-0.059593837535014,0.139166666666667,-0.0579554758966524,0.132916666666667,-0.00426363110573637,0.0207222090597529,0.120272988505747,0.113699204021785,0.129674697907457,0.122901658009515,0.0121345916189192,0.115770690069304,0.157651117207445,0.197531138483099,0.197561864737001
"Patched",-0.175,-0.08,-0.0435897435897436,-0.214166666666667,-0.3,0.2,-0.2,-0.0861111111111111,-0.172307692307692,-0.2,-0.18,-0.1,0.1,0.164107279693487,0.1,0.1,0.2,0.0576923076923077,0.1,0.1,0.2,-0.00957659115426106,-0.2125,-0.2,-0.169150849150849,-0.105695792880259,-0.106666666666667,-0.106666666666667,-0.1,-0.0281385281385281,-0.103566308243728,-0.0576923076923077,-0.0576923076923077,-0.0639423076923077,-0.233333333333333,0.0333333333333333,-0.12,-0.103333333333333,-0.201831501831502,0,-0.2,0,-0.154545454545455,0.1,0.04,-0.0882539682539683,0.05,0.266666666666667,0.0642857142857143,0.226666666666667,0.0634408602150538,0.05,0.154761904761905,0.2,0.211111111111111
"SMO",-0.178448275862069,-0.0688888888888889,-0.0673992673992674,-0.236388888888889,-0.266666666666667,0.154545454545455,-0.3,-0.0831699346405229,-0.175337995337995,-0.18,-0.172307692307692,-0.2,0.1,0.162202517788725,0.12,0.1,0.2,0.0639423076923077,0.106666666666667,0.1,0.2,-0.00920758746422416,-0.2125,-0.2125,-0.1668252677555,-0.107199552278755,-0.106666666666667,-0.105695792880259,-0.1,-0.0246902522764592,-0.105508055816543,-0.0639423076923077,-0.0639423076923077,-0.0709190518783542,-0.23859649122807,0.0451977401129944,-0.103333333333333,-0.111441441441441,-0.200860628045094,0,-0.2,0.1,-0.159545454545455,0.05,0.04,-0.0775396825396825,0.0642857142857143,0.226666666666667,0.0522857142857143,0.214166666666667,0.0634408602150538,0.08,0.148432790837854,0.208474576271186,0.211111111111111
"Destcompl",-0.14949831719565,-0.113103592314119,-0.110283904130058,0.0654511745254126,0.0827586206896552,-0.0501664708186447,0.1,-0.00860995722293528,-0.113762916892197,-0.111701631701632,-0.113340975963927,-0.105641025641026,-0.174489795918367,-0.246437248701876,-0.172420830401126,-0.203968253968254,-0.203968253968254,-0.122155442580114,-0.199361152489347,-0.211111111111111,-0.199858664927158,0.0209481804895911,0.198931021142371,0.199858664927158,0.135270674438297,0.197747802468583,0.198241749504272,0.198104763202903,0.199858664927158,0.0987882985960931,0.207682539703028,0.122155442580114,0.122155442580114,0.12372530129283,0.123311264149497,-0.0700636168744402,0.171368198822179,0.171466720989666,0.244078966731662,0.1,0.0490795142969056,0.128571428571429,0.0503668716202479,0.145962732919255,0.198579976770096,0.241117580981457,0.152269039225561,-0.0713300492610837,0.152940180165158,-0.0687393756859542,0.225036926056048,0.111349206349206,0.191275007023823,0.253030152856702,0.240251498369715
"Jagged",-0.262857142857143,-0.145238095238095,-0.25,-0.138461538461538,0,-0.16,0,-0.154,-0.0866666666666667,0,-0.02,-0.1,0,-0.150326797385621,0,0,0,-0.0133333333333333,0.02,0,0,-0.0931228070175439,-0.0276923076923077,-0.02,-0.0155830115830116,-0.0301565101565102,-0.0276923076923077,-0.0246620046620047,0,-0.0142857142857143,-0.0614578379367112,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.02,0.0471014492753623,0.0333333333333333,0.0133333333333333,-0.0340996168582375,0,0.1,0,0.145714285714286,0,0.174358974358974,0.0651948051948052,0.1,0.1,0.111111111111111,0.1,0.208333333333333,0.15,0.263636363636364,0.313768115942029,0.283333333333333
"NOTCH",-0.268979591836735,-0.175238095238095,-0.245652173913043,-0.138461538461538,-0.1,-0.145714285714286,0,-0.155694915254237,-0.0795238095238095,-0.02,-0.0866666666666667,0,0,-0.150855897914721,-0.0333333333333333,0,0,-0.0133333333333333,0.0276923076923077,0,0.02,-0.101187323146576,-0.0246620046620047,-0.0276923076923077,-0.0183867499007686,-0.0289320203605918,-0.0246620046620047,-0.0301565101565102,-0.02,-0.0123989218328841,-0.0661698798215279,0.0133333333333333,0.0133333333333333,0.0176811594202899,0.0252631578947368,0.0433977455716586,0.0133333333333333,0.0133333333333333,-0.0318268895855103,0,0.16,0,0.0618433179723502,0.1,0.177807250221043,0.0651948051948052,0.111111111111111,0.1,0.122222222222222,0.138461538461538,0.212948717948718,0.145238095238095,0.286493506493506,0.317471819645733,0.313768115942029
"STAT",-0.22640081799591,-0.17949081015048,-0.184666666666667,-0.100703162516293,-0.05,-0.0958664546899841,-0.05,-0.0414619530061809,-0.0330423782416192,-0.04,-0.0341176470588235,0,-0.0772727272727273,-0.166405445259934,-0.0647727272727273,-0.0857142857142857,-0.0857142857142857,0.0523159636062862,-0.0857142857142857,0,-0.0857142857142857,0.16921043272412,0.0815126050420168,0.0857142857142857,0.111799771664486,0.080122552965392,0.0814407814407815,0.0823871536805291,0.0857142857142857,0.0639928698752228,0.175734886631739,-0.0523159636062862,-0.0523159636062862,-0.0485846203227041,0.1373973727422,0.0523130715438408,0.0647727272727273,0.0662220026350461,0.0918669336893636,0,0.0823529411764706,0.05,0.0968373284763919,0.07,0.143655083655084,0.110167755915143,0.0842857142857143,0.0833333333333333,0.0859806295399516,0.0856589147286822,0.186589685097884,0.178341384863124,0.277527879437905,0.322314864622557,0.406139829669241
"cfos",-0.27291931406709,-0.179049325823519,-0.187031484257871,-0.15594526938613,-0.0857142857142857,-0.0987179487179487,-0.1,-0.145125541125541,-0.0739572586588062,-0.08,-0.0756521739130435,0.08,-0.0714285714285714,-0.225566404398521,-0.0380952380952381,-0.05,-0.05,-0.00152505446623094,-0.0537037037037037,-0.1,-0.05,0.0109263738810653,0.0458089668615984,0.0537037037037037,0.0685602665030488,0.0442424602820642,0.0455955955955956,0.0475757936153976,0.05,0.0517898193760263,0.046359835295473,0.00152505446623094,0.00152505446623094,0.00640310324671874,0.0347222222222222,0.0574368730543065,0.0439775910364146,0.0439775910364146,-0.00546266233766234,0,0.0833333333333333,0.1,0.10025641025641,0.1,0.18011655011655,0.113159722222222,0.125,0.135714285714286,0.119736842105263,0.132488479262673,0.232559592306428,0.182275132275132,0.291274085391732,0.338043352934394,0.320666666666667
"Csl",-0.280251375299842,-0.182852004110997,-0.27599908190701,-0.158465246285046,-0.138461538461538,-0.0618433179723502,-0.1,-0.163128508394206,-0.0860455486542443,-0.0795238095238095,-0.0795238095238095,-0.0866666666666667,-0.0133333333333333,-0.152286649051596,-0.0133333333333333,0.0276923076923077,0.0276923076923077,-0.0211294352823588,0.0301565101565102,0.02,0.0246620046620047,-0.103898602038275,-0.0300383487480262,-0.0300383487480262,-0.0199351959702384,-0.0311272115058045,-0.0289320203605918,-0.03152744020792,-0.0246620046620047,-0.0142519638208875,-0.0709943024725877,0.0211294352823588,0.0211294352823588,0.0170853176353,0.00497490955770802,0.0475025133228352,0.015244161358811,0.0181920071637997,-0.0355745009244993,0.1,0.0618433179723502,0.111111111111111,0.0663887725178048,0.122222222222222,0.187919536844007,0.0743249100513173,0.119896640826873,0.138461538461538,0.136175710594315,0.156741108354012,0.224327516284038,0.174518670777664,0.300210181345849,0.338728214161796,0.331625258799172
"TGF",-0.373959627329193,-0.222678396871945,-0.189426176660219,-0.192866379310345,-0.126666666666667,0.0233333333333333,-0.0666666666666667,-0.243333333333333,0.00628237259816208,0.0380952380952381,-0.00927318295739347,0.0666666666666667,-0.12,-0.0479261477003314,-0.153333333333333,0,0,-0.207738095238095,0.02,0,0.0142857142857143,-0.0333847471949674,-0.0361725067385445,-0.0342857142857143,-0.0864059571552367,-0.0259537780987632,-0.0218867924528302,-0.0245183714001986,0,-0.0105820105820106,-0.027830620126006,0.207738095238095,0.207738095238095,0.214880952380952,0.230263157894737,-0.0423331715322562,0.139047619047619,0.0301190476190476,0.122685055757463,0.2,-0.0333333333333333,0.166666666666667,-0.0129885057471264,0.241666666666667,0.226839826839827,0.139678448699067,0.28452380952381,0.16,0.279260651629073,0.177241379310345,0.300244755244755,0.198484848484848,0.271912426653806,0.339410581790445,0.335774218154081
"LIV1",-0.283264141653297,-0.190662229049326,-0.182619719551989,-0.15694526938613,-0.135714285714286,-0.10025641025641,-0.0857142857142857,-0.151103801995106,-0.0819572586588062,-0.0756521739130435,-0.0739572586588062,-0.08,-0.0380952380952381,-0.225023908919317,-0.0439775910364146,-0.05,-0.05,-0.00640310324671874,-0.0455955955955956,-0.05,-0.0537037037037037,0.00795059533435254,0.0462967717396472,0.0458089668615984,0.067658010863951,0.0446562533855125,0.0475757936153976,0.0442424602820642,0.0537037037037037,0.0543055426464665,0.0445283334639712,0.00640310324671874,0.00640310324671874,0.0018576487012642,0.0396727172717272,0.0493982878453033,0.0439775910364146,0.0483491757358681,-0.00618993506493506,0.1,0.0987179487179487,0.1,0.105750915750916,0.125,0.195033677188373,0.113159722222222,0.119736842105263,0.132488479262673,0.141959064327485,0.15594526938613,0.231843601852967,0.179049325823519,0.306502511787672,0.346725024960118,0.337060109289618
"EGR1",-0.283264141653297,-0.190662229049326,-0.182619719551989,-0.15694526938613,-0.135714285714286,-0.10025641025641,-0.0857142857142857,-0.151103801995106,-0.0819572586588062,-0.0756521739130435,-0.0739572586588062,-0.08,-0.0380952380952381,-0.225023908919317,-0.0439775910364146,-0.05,-0.05,-0.00640310324671874,-0.0455955955955956,-0.05,-0.0537037037037037,0.00795059533435254,0.0462967717396472,0.0458089668615984,0.067658010863951,0.0446562533855125,0.0475757936153976,0.0442424602820642,0.0537037037037037,0.0543055426464665,0.0445283334639712,0.00640310324671874,0.00640310324671874,0.0018576487012642,0.0396727172717272,0.0493982878453033,0.0439775910364146,0.0483491757358681,-0.00618993506493506,0.1,0.0987179487179487,0.1,0.105750915750916,0.125,0.195033677188373,0.113159722222222,0.119736842105263,0.132488479262673,0.141959064327485,0.15594526938613,0.231843601852967,0.179049325823519,0.306502511787672,0.346725024960118,0.337060109289618
"TGFR",-0.378763120778974,-0.22801647516376,-0.211814236361712,-0.21038050360413,-0.16,0.0129885057471264,-0.126666666666667,-0.246536180308422,0.0131316876666552,-0.00927318295739347,0.00628237259816208,0.0380952380952381,-0.153333333333333,-0.0490835551077388,-0.139047619047619,0,0.0142857142857143,-0.214880952380952,0.0218867924528302,0,0.0342857142857143,-0.0347476092051888,-0.0381079906095122,-0.0361725067385445,-0.0880188603810431,-0.0271052395690909,-0.0245183714001986,-0.0259537780987632,-0.02,-0.0135863024275041,-0.0312948233592624,0.214880952380952,0.214880952380952,0.217220133667502,0.20680636777128,-0.0396916620982939,0.0301190476190476,0.0336651469098278,0.118528576539859,0.166666666666667,-0.0233333333333333,0.241666666666667,-0.00795253452410485,0.28452380952381,0.228268398268398,0.14909873855414,0.279260651629073,0.177241379310345,0.28391181441977,0.192866379310345,0.310569239020566,0.222678396871945,0.278657294688997,0.35035397801686,0.339345646725509
"SNAI1",-0.285678372911239,-0.190785230279338,-0.194524481456751,-0.163741385890984,-0.132488479262673,-0.105750915750916,-0.135714285714286,-0.152232007123311,-0.0886837160579093,-0.0739572586588062,-0.0819572586588062,-0.0756521739130435,-0.0439775910364146,-0.225727898191861,-0.0439775910364146,-0.0537037037037037,-0.0537037037037037,-0.0018576487012642,-0.0475757936153976,-0.05,-0.0458089668615984,0.00748233310750551,0.0431889106793181,0.0462967717396472,0.0673838880569335,0.0437786075414237,0.0442424602820642,0.0446562533855125,0.0455955955955956,0.0512752396161635,0.043250267833574,0.0018576487012642,0.0018576487012642,0.00349968482605894,0.037785924818897,0.0571473653360782,0.0483491757358681,0.0459298208971584,-0.00533184925635421,0.1,0.10025641025641,0.125,0.104118262689691,0.119736842105263,0.194615267146532,0.115277369281046,0.141959064327485,0.15594526938613,0.143347953216374,0.15694526938613,0.133978833169693,0.190662229049326,0.306406450308325,0.353736095070819,0.345471324242889
"ZEB1",-0.398760128521213,-0.394189767812996,-0.388741137963936,-0.385150357457768,-0.320833333333333,-0.180269607843137,-0.308333333333333,-0.293068130952197,-0.208979182862572,-0.202666666666667,-0.201490196078431,-0.166666666666667,-0.021455938697318,0.0486423995105104,-0.0171081126103615,0.0256410256410256,0.0333333333333333,-0.0897274353901128,0.0358753632785197,0.0333333333333333,0.0455284552845528,-0.207571545111517,-0.0513703796831783,-0.0455284552845528,-0.12452188825393,-0.043079230446683,-0.0414309188340752,-0.0406330464936497,-0.0378361475922451,-0.0411971255432957,-0.272586526150024,0.0897274353901128,0.0897274353901128,0.0924046007444435,-0.00467836257309941,0.113932224256327,0.0186309552499554,0.0186309552499554,-0.00209446137300591,0.233333333333333,0.164583333333333,0.293333333333333,0.180269607843137,0.309122807017544,0.280085910221307,0.236790349209678,0.32715559390279,0.35719696969697,0.335727022474218,0.367000891265597,0.324056415415001,0.390343613966843,0.407602623454441,0.518922477998234,0.504037503588141
"ZEB2",-0.434352758352758,-0.424988769389319,-0.424078502143018,-0.374597719353817,-0.289285714285714,-0.286769230769231,-0.275,-0.214617753613541,-0.21345155769045,-0.205701754385965,-0.202475947934352,-0.158333333333333,-0.132467532467532,-0.128282899143597,-0.127012987012987,-0.07,-0.0590909090909091,-0.0568398268398268,-0.0526315789473684,-0.05,-0.0390909090909091,0.0315046900570992,0.0317514595496247,0.0390909090909091,0.0416005670909246,0.0426816436453204,0.045224171539961,0.0459283968920737,0.05,0.0510273492954907,0.0536050819624578,0.0568398268398268,0.0568398268398268,0.0613366148483921,0.0784065934065934,0.12529858475094,0.129053803339518,0.129582903868618,0.184432347103448,0.2,0.264102564102564,0.277777777777778,0.285129886506936,0.302777777777778,0.305877616747182,0.326312126149766,0.331666666666667,0.337857142857143,0.343816199376947,0.350052264808362,0.367877851346712,0.420720476706392,0.432109868797312,0.55941781943833,0.634565508149277
"miR200",-0.407102924176095,-0.403842925234442,-0.371045197740113,-0.360975050449459,-0.295,-0.205320197044335,-0.22,-0.297198793027014,-0.201725417439703,-0.162857142857143,-0.203766233766234,-0.142857142857143,-0.0458333333333333,0.0196354416832579,-0.0595588235294118,0.04,0.04,-0.11937619594336,0.0424494794856093,0,0.036,-0.0898190634403527,-0.0514929577464789,-0.0514929577464789,-0.102506093498805,-0.0457939190660039,-0.0402022884743734,-0.0465514948235797,-0.0269565217391304,-0.0369226144681137,-0.157245243320878,0.11937619594336,0.11937619594336,0.116633053798722,0.0412314635718891,0.206370967741936,0.0547201138519924,0.056464299898504,0.0609194586142904,0.2,0.212216748768473,0.22,0.223964264840945,0.288421052631579,0.289991801193068,0.264844098137937,0.308421052631579,0.308333333333333,0.331062562065541,0.350105485232068,0.332677507677508,0.370927564732874,0.414113972425552,0.61790770609319,0.603812974465148
