"","CDC42","Ecadherin","Csl","NOTCHic","SMO","Patched","FUS","cateninnuc","NOTCH","cMet","Wnt","SUFU","cateninmemb","ZEB2","miR200","ZEB1","SNAI2","RAS","RAF","PI3K","DELTA","GSK3","KLF4","TrCP","AKT","IKK","NFB","Csn","HEY1","SNAI1","GLI","SMAD","ILK","CD44","RKIP","LIV1","TCFLEF","TWIST1","Frizzled","SHH","DSH","MEK","ERK","SRC","cfos","SOSGRB2","STAT","Jagged","EGR1","AXIN2","Destcompl","TGFR","TGF","PAK1","FOXC2"
"cateninnuc",-0.103956043956044,-0.0402719146049054,-0.103578154425612,-0.105903735820961,-0.0351366120218579,-0.0270620778603672,-0.0433333333333333,-0.14494218079488,-0.11499464491187,-0.0378711867842303,-0.039469360300212,-0.0333333333333333,-0.0406174528805036,-0.225063133528094,0.232097785211042,0.225063133528094,-0.105329318671676,-0.163043598043598,-0.166915651915652,-0.166915651915652,-0.166915651915652,-0.166780302766131,-0.173354472731697,0.166666666666667,0.18179071969697,0.17319696969697,0.15719696969697,0.154166666666667,0.0372454526481061,0.159414269395955,0.0505365539761013,0.0453783537971805,0.0463333333333333,0.0493791232921668,0.194410442328556,0.0909090909090909,0.0500512666827568,0.0550907025911454,0.0296867516045598,0.0281514024791036,0.0447552447552447,0.204542370773127,0.191698334075879,0.0280885780885781,0.185369220151829,0.146222313562545,0.0447552447552447,0.0753894538031882,0.18695652173913,-0.11569807271294,-0.144229328736334,0.114300871542251,0.122816155385046,0.108571428571429,0.0857837517673583
"cMet",-0.0708333333333333,-0.0317759894340294,-0.371428571428571,-0.387218045112782,-0.17,-0.17,-0.15,-0.025265051595363,-0.372324428091505,-0.0533333333333333,-0.0533333333333333,-0.1,-0.0606178874506277,-0.0835497835497835,0.0618759606938955,0.0835497835497835,0.306834528002411,-0.383468104222821,-0.347619047619048,-0.347619047619048,-0.347619047619048,-0.258294930875576,0.0396825396825397,0.2,0.386666666666667,0.386666666666667,0.366666666666667,0.3,0.127416580667355,0.195872642572018,0.0215151515151515,0.200368996083282,0.187641723356009,0.0231007751937984,0.291851851851852,-0.1,0.0184853905784138,0.0371881302218381,0.1,0.179375,0.1,0.448181818181818,0.41,0,0.38,0.465714285714286,0,0.146480186480186,0.3,0.0598412698412698,0.218515932171394,0.0875,0.0896276595744681,0.0333333333333333,0.0924208860759494
"ZEB2",-0.212467532467532,-0.19592189125959,-0.164102564102564,-0.157435897435897,-0.156428571428571,-0.156428571428571,-0.153571428571429,-0.153034207370753,-0.150332072299285,-0.150175438596491,-0.13960372960373,-0.125,-0.114059312722234,-0.0257842225356017,-0.010233427139984,0.0257842225356017,0.0459011732720081,0.0494982711792134,0.0531385281385281,0.0531385281385281,0.0531385281385281,0.0531639420279123,0.0685343650590738,0.1,0.101640706126687,0.104444444444444,0.111111111111111,0.111111111111111,0.122463343108504,0.128880444292887,0.136851436025748,0.139729257345197,0.140948769540319,0.147397660818713,0.147745571658615,0.15,0.150566674903221,0.150801688774813,0.152424242424242,0.153701298701299,0.159090909090909,0.159872734550775,0.161092246745897,0.163333333333333,0.167543859649123,0.16974358974359,0.17,0.17009369768448,0.183333333333333,0.190357309267479,0.201628512756058,0.209066171923315,0.209066171923315,0.214285714285714,0.235128205128205
"TWIST1",-0.0762800417972832,-0.320651504663764,-0.106666666666667,-0.0938461538461539,-0.321333333333333,-0.309004566210046,-0.333333333333333,-0.193163692896573,-0.0957329462989841,-0.176984126984127,-0.17593149540518,-0.3,-0.125766088024152,-0.00912842667228632,0.0238133668727946,0.00912842667228632,-0.123430253677549,0.164891531868346,0.159069614060126,0.159069614060126,0.159069614060126,0.234486587879066,-0.0318949343339587,0.1,-0.0350717079530639,-0.0384615384615385,-0.0384615384615385,0,0.112404544607934,-0.036214037164586,0.18793149540518,0.125104942926725,0.134015834015834,0.189433926180914,-0.0102664537447146,0.233333333333333,0.195406361096688,0.148399304420472,0.176984126984127,0.302600625323346,0.204761904761905,0.0187286678734474,0.0202212051868802,0.176984126984127,0.0281159420289855,0.0294822898941892,0.204761904761905,0.202622825969758,0.0933333333333333,0.255512390834972,0.253310893268539,0.0762800417972832,0.0824303834829324,0.096969696969697,0.168487129899358
"CD44",0.0333333333333333,0.03355715991749,0.3,0.371428571428571,0.15,0.17,0.1,0.0184853905784138,0.387218045112782,0,0.1,0.1,0.0567032967032967,0.0603174603174603,-0.0415634606938955,-0.0603174603174603,-0.309024309024309,0.347619047619048,0.333333333333333,0.333333333333333,0.333333333333333,0.235714285714286,-0.0682539682539683,-0.1,-0.386666666666667,-0.366666666666667,-0.3,-0.2,-0.105847953216374,-0.165364167995747,-0.0533333333333333,-0.187641723356009,-0.161111111111111,-0.0533333333333333,-0.273333333333333,0.1,-0.0231007751937984,-0.0517948717948718,-0.1,-0.17,0,-0.41,-0.38,0,-0.3,-0.419047619047619,0.1,-0.146480186480186,-0.2,-0.09,-0.223245661901124,-0.0708333333333333,-0.0875,0.0666666666666667,-0.09875
"Destcompl",0.1209148486981,-0.102708187077321,0.0710066588327458,0.0883979631805719,0.10616310892173,0.109790051926911,0.111877394636015,0.0825214348662692,0.0926063800142392,0.0976420896171458,0.0970657633278005,0.122222222222222,-0.181878867798159,0.239700270178994,-0.251084270800561,-0.239700270178994,-0.120791751034048,0.073394188538383,0.0743361037660125,0.0743361037660125,0.0743361037660125,0.136369126036464,0.240662697030949,-0.0666666666666667,-0.0978924649773789,-0.101919310614963,-0.0884057971014493,-0.0666666666666667,-0.0240284501822963,-0.144933994495877,-0.0942828319734406,-0.0356766917293233,-0.0313492063492064,-0.0950301493186384,-0.176252243080027,-0.0722222222222222,-0.0859890534282274,-0.119633705971659,-0.0812241791693847,-0.115786183454957,-0.0579365079365079,-0.133096392436504,-0.128455042225534,-0.0812241791693847,-0.111515151515151,-0.0594054243308995,-0.0579365079365079,-0.143994609342029,-0.0933333333333333,-0.148158023250708,0.0266885123431783,-0.132493796066521,-0.131015963554206,-0.103673469387755,-0.169909445699318
"KLF4",0.107454545454545,-0.120054692077084,0.00545454545454545,0.0107177033492823,-0.133333333333333,-0.114583333333333,-0.166666666666667,-0.11569807271294,0.00143935283381837,-0.10328317373461,-0.10328317373461,-0.2,-0.0151309993078286,0.248374613003096,-0.261298331298331,-0.248374613003096,0.172569712374105,0.222439668174962,0.211410256410256,0.211410256410256,0.211410256410256,0.20838193959084,0.207407407407407,-0.1,-0.215238095238095,-0.215238095238095,-0.22,-0.2,-0.0446600458365164,-0.184976949431971,0.120524553044955,-0.0457971014492754,-0.04,0.121544043299828,-0.203535353535354,0.166666666666667,0.122547387781433,0.0875032679738562,0.0823529411764706,0.113508064516129,0.1,-0.252367826230773,-0.251336898395722,0.0823529411764706,-0.245454545454545,-0.195040022870212,0.1,0.103968015992004,-0.2,0.188427279217829,0.194511639833584,-0.0981212121212121,-0.091779748706578,-0.0954545454545455,-0.024698639958773
"HEY1",0.107454545454545,-0.120054692077084,0.00545454545454545,0.0107177033492823,-0.133333333333333,-0.114583333333333,-0.166666666666667,-0.11569807271294,0.00143935283381837,-0.10328317373461,-0.10328317373461,-0.2,-0.0151309993078286,0.248374613003096,-0.261298331298331,-0.248374613003096,0.172569712374105,0.222439668174962,0.211410256410256,0.211410256410256,0.211410256410256,0.20838193959084,0.207407407407407,-0.1,-0.215238095238095,-0.215238095238095,-0.22,-0.2,-0.0446600458365164,-0.184976949431971,0.120524553044955,-0.0457971014492754,-0.04,0.121544043299828,-0.203535353535354,0.166666666666667,0.122547387781433,0.0875032679738562,0.0823529411764706,0.113508064516129,0.1,-0.252367826230773,-0.251336898395722,0.0823529411764706,-0.245454545454545,-0.195040022870212,0.1,0.103968015992004,-0.2,0.188427279217829,0.194511639833584,-0.0981212121212121,-0.091779748706578,-0.0954545454545455,-0.024698639958773
"FOXC2",0.107454545454545,-0.120054692077084,0.00545454545454545,0.0107177033492823,-0.133333333333333,-0.114583333333333,-0.166666666666667,-0.11569807271294,0.00143935283381837,-0.10328317373461,-0.10328317373461,-0.2,-0.0151309993078286,0.248374613003096,-0.261298331298331,-0.248374613003096,0.172569712374105,0.222439668174962,0.211410256410256,0.211410256410256,0.211410256410256,0.20838193959084,0.207407407407407,-0.1,-0.215238095238095,-0.215238095238095,-0.22,-0.2,-0.0446600458365164,-0.184976949431971,0.120524553044955,-0.0457971014492754,-0.04,0.121544043299828,-0.203535353535354,0.166666666666667,0.122547387781433,0.0875032679738562,0.0823529411764706,0.113508064516129,0.1,-0.252367826230773,-0.251336898395722,0.0823529411764706,-0.245454545454545,-0.195040022870212,0.1,0.103968015992004,-0.2,0.188427279217829,0.194511639833584,-0.0981212121212121,-0.091779748706578,-0.0954545454545455,-0.024698639958773
"AXIN2",0.157993827160494,-0.139979456002523,0.132280701754386,0.130494987468672,0.152930402930403,0.14757326007326,0.157692307692308,0.143531996445693,0.140630122603807,0.1329243517776,0.1329243517776,0.15,-0.217523151855634,0.278846820986005,-0.290896616520987,-0.278846820986005,-0.165116640192081,0.136183759522111,0.139070898629722,0.139070898629722,0.139070898629722,0.216057178900428,0.270650781509553,-0.133333333333333,-0.144251207729469,-0.130917874396135,-0.117874396135266,-0.122222222222222,-0.0253724602608984,-0.206844598039786,-0.144874037312191,-0.0362146307798482,-0.0374051069703244,-0.145227190894319,-0.223759009807397,-0.2,-0.148158023250708,-0.172186357203261,-0.127751937984496,-0.147901128925719,-0.153333333333333,-0.175657441395555,-0.161174682774865,-0.127751937984496,-0.150894308943089,-0.0613285732500319,-0.153333333333333,-0.176821157690723,-0.153333333333333,0.273175771219709,0.201924438170873,-0.166843384682618,-0.177404440788228,-0.164166666666667,-0.225637313506166
"Wnt",0.0666666666666667,-0.0650284740174591,0.05,0.0357142857142857,0,0.00909090909090909,0,-0.139694019817756,0.0773809523809524,-0.175,-0.175,0,0.0314406779661017,0.304208512673362,-0.306262626262626,-0.304208512673362,0.142155172413793,0.0900888585099111,0.108270676691729,0.108270676691729,0.108270676691729,0.00775862068965517,0.262745098039216,-0.1,-0.136666666666667,-0.0866666666666667,-0.0666666666666667,-0.1,-0.0456410256410256,-0.0785714285714286,0.127631578947368,-0.0519976147883125,-0.058974358974359,0.127631578947368,-0.12,0,0.120488721804511,-0.0244117647058824,0.1,-0.0138528138528139,0,-0.159607843137255,-0.106666666666667,0.2,-0.0666666666666667,-0.190909090909091,0.1,-0.00107843137254902,-0.1,0.182424242424242,-0.127330749233332,-0.0866666666666667,-0.121449275362319,-0.1,-0.0950607287449393
"GSK3",0.133830227743271,-0.0620283082064179,0.106792717086835,0.10189761219173,0.0235302332076526,0.0302786994653213,0.0138528138528139,-0.148205550759983,0.0928067031008207,-0.139694019817756,-0.139442970170524,0.00909090909090909,0.0386630601220771,0.333443800746869,-0.341290942749631,-0.333443800746869,0.164393864436745,0.0980599209506355,0.0879758873371901,0.0879758873371901,0.0879758873371901,-0.0808418381532843,0.325808838320773,-0.0866666666666667,-0.140208885941645,-0.142772988505747,-0.155416666666667,-0.136666666666667,-0.0557212213448918,-0.0688165053685782,0.153593913566751,-0.0726213092891488,-0.0679736331272297,0.153979734103471,-0.119911492016755,0.175,0.153534498128404,-0.000677742260442474,0.120488721804511,-0.0293217616662782,0.127631578947368,-0.190283965260745,-0.193693056169836,0.120488721804511,-0.192941176470588,-0.238130940717441,0.127631578947368,0.0115480884513906,-0.159607843137255,0.18736368894994,-0.114536508609754,-0.125816290461041,-0.121970136614887,-0.121449275362319,-0.103007127511411
"PI3K",0.0294117647058824,-0.134365606902807,0.05,0.0807692307692308,0,0,0,-0.189723807388456,0.0968982630272953,-0.167149758454106,-0.167149758454106,0,0.00750635993490419,0.357340100946167,-0.360598676172447,-0.357340100946167,0.0724188133903707,0.124034632034632,0.124034632034632,0.124034632034632,0.124034632034632,0.104256854256854,0.332675438596491,-0.2,-0.253996983408748,-0.241176470588235,-0.2,-0.166666666666667,-0.0384286819358961,-0.109492753623188,0.168688219992568,-0.0542101640656262,-0.0454101640656262,0.168688219992568,-0.140142210730446,0.1,0.181682570275054,0.0572808833678399,0.188888888888889,-0.00555555555555555,0.2,-0.190333838453414,-0.162464985994398,0.188888888888889,-0.10952380952381,-0.182692307692308,0.2,0.0292982456140351,-0.0666666666666667,0.206095238095238,-0.126845146580486,-0.0574117647058824,-0.0663548541367767,0,-0.0582996515679443
"Patched",0.333333333333333,0.00375134843581446,0,0.0666666666666667,-0.0666666666666667,-0.106666666666667,-0.1,0.00681769147788565,0.0939393939393939,0.05,-0.05,0,0.0610931899641577,0.408333333333333,-0.419047619047619,-0.408333333333333,0.167448275862069,0.198557692307692,0.192307692307692,0.192307692307692,0.192307692307692,0.163736263736264,0.355555555555556,0,-0.164285714285714,-0.15,-0.1,0,-0.0897435897435897,-0.23010752688172,0.05,-0.103333333333333,-0.0833333333333333,-0.0433333333333333,-0.26,0.1,-0.0155555555555556,-0.138888888888889,0.1,0.0816666666666667,0.2,-0.338461538461538,-0.3,0,-0.2,-0.283333333333333,0.1,-0.00656084656084656,-0.1,0.114718614718615,0.157562437562438,-0.373333333333333,-0.373333333333333,-0.233333333333333,-0.285
"RAS",0.22,-0.165253193064665,0.25,0.244736842105263,0.116666666666667,0.120666666666667,0.1,-0.217030167639818,0.265491559086395,-0.229411764705882,-0.229411764705882,0.1,-0.0350247410189505,0.414882179675994,-0.423353846153846,-0.414882179675994,-0.156054226456815,0.237435897435897,0.322051282051282,0.322051282051282,0.322051282051282,0.206537467700258,0.366428571428571,-0.2,-0.331111111111111,-0.286666666666667,-0.266666666666667,-0.3,-0.0539525691699605,-0.318544739429695,0.221078431372549,-0.174211502782931,-0.17012987012987,0.218773466833542,-0.477943396226415,0,0.211081159141234,-0.0568903436988544,0.2,-0.125751412429379,0.1,-0.551547987616099,-0.486842105263158,0.2,-0.45,-0.38961038961039,0.1,-0.0746067415730337,-0.4,0.25270092226614,-0.141868549426689,-0.243529411764706,-0.272242283051835,-0.22,-0.250793650793651
"SMO",0.373333333333333,0.00707238164614656,0.0666666666666667,0.0939393939393939,-0.106666666666667,-0.0816666666666667,-0.0666666666666667,0.0113289696733744,0.0939393939393939,0.0433333333333333,-0.05,-0.1,0.0649766851097888,0.423587570621469,-0.438034960819771,-0.423587570621469,0.174114942528736,0.212511180679785,0.198557692307692,0.198557692307692,0.198557692307692,0.176357622959565,0.388888888888889,0,-0.168285714285714,-0.164285714285714,-0.15,-0.1,-0.104029304029304,-0.23963133640553,0.0777777777777778,-0.117619047619048,-0.103333333333333,-0.0155555555555556,-0.271111111111111,0.1,-0.00681769147788565,-0.121241830065359,0.05,0.0705555555555556,0.1,-0.341491841491841,-0.338461538461538,-0.05,-0.3,-0.320175438596491,0,0.00415343915343916,-0.2,0.128511718166891,0.162213600353135,-0.373333333333333,-0.367927927927928,-0.333333333333333,-0.278103448275862
"RAF",0.22,-0.190534400235581,0.188888888888889,0.207070707070707,0.133333333333333,0.145333333333333,0.133333333333333,-0.159567177164606,0.241686091686092,-0.16140350877193,-0.166666666666667,0.1,-0.09709945239357,0.427705404112865,-0.434179379199125,-0.427705404112865,-0.262888908317305,0.185939060939061,0.178246753246753,0.178246753246753,0.178246753246753,0.176635145784082,0.375705404112865,-0.2,-0.315800865800866,-0.264285714285714,-0.214285714285714,-0.2,-0.180449090205188,-0.263904077786579,0.151282051282051,-0.210340857577414,-0.207370560547711,0.146018893387314,-0.36890756302521,0,0.148116795485217,-0.150430778371955,0.166666666666667,-0.153530054644809,0.1,-0.542626559060895,-0.472413793103448,0.166666666666667,-0.4,-0.505777777777778,0.1,-0.120745411916889,-0.4,0.189721050164088,-0.129176478953951,-0.253333333333333,-0.28417445482866,-0.2,-0.273401119952844
"FUS",0.373333333333333,0.00488060082422875,0.0939393939393939,0.0939393939393939,-0.0816666666666667,-0.0705555555555556,-0.106666666666667,0.0154050566298961,0.0893939393939394,0.0155555555555556,-0.0777777777777778,-0.0666666666666667,0.0644180258919117,0.437698000069322,-0.450906247948484,-0.437698000069322,0.171421944324068,0.224301573692886,0.212511180679785,0.212511180679785,0.212511180679785,0.183381034330802,0.406921675774135,-0.1,-0.179824175824176,-0.168285714285714,-0.164285714285714,-0.15,-0.111275680840898,-0.258499260933832,0.0854700854700855,-0.120844854070661,-0.117619047619048,-0.00681769147788565,-0.284513172966781,0,-0.0113289696733744,-0.119671149437087,0.05,0.0715656565656566,0.05,-0.356434370227474,-0.341491841491841,-0.0433333333333333,-0.338461538461538,-0.331713900134953,-0.05,0.00415343915343916,-0.3,0.139070724378071,0.161483673345836,-0.367927927927928,-0.37111941728963,-0.373333333333333,-0.275471869328494
"SUFU",0.367927927927928,4.02300724264844e-05,0.0939393939393939,0.0893939393939394,-0.0705555555555556,-0.0715656565656566,-0.0816666666666667,0.0141262842513795,0.0941558441558441,0.00681769147788565,-0.0854700854700855,-0.106666666666667,0.0612802359874096,0.453640029054829,-0.466891378060008,-0.453640029054829,0.168191884996447,0.226833219262506,0.224301573692886,0.224301573692886,0.224301573692886,0.184152242557023,0.421891735654374,-0.15,-0.193918135555719,-0.179824175824176,-0.168285714285714,-0.164285714285714,-0.112480500118007,-0.266846790746438,0.0813808661392305,-0.120152013424009,-0.120844854070661,-0.0113289696733744,-0.301247866844332,-0.05,-0.0154050566298961,-0.130186613354613,0.0777777777777778,0.0727239577239577,0.05,-0.369625859589176,-0.356434370227474,-0.0155555555555556,-0.341491841491841,-0.336609005030058,-0.0433333333333333,0.000115434402845333,-0.338461538461538,0.140241684565424,0.159410308114576,-0.37111941728963,-0.3799951569346,-0.373333333333333,-0.2846530107677
"TCFLEF",0.352176505664878,-0.279120292125998,0.0680535628885701,0.075896700143472,-0.06,-0.0535483870967742,-0.06,-0.0565056808263383,0.0828734443295185,-0.149978632478632,-0.143360985419809,-0.0666666666666667,-0.166064366809807,0.459048821548822,-0.472191536709609,-0.459048821548822,-0.181111671722853,0.330801241182046,0.32515078126089,0.32515078126089,0.32515078126089,0.280542918045955,0.337971097529921,-0.142857142857143,-0.251310285787144,-0.240440720569753,-0.224311688311688,-0.188311688311688,-0.0901699495670378,-0.310458409558828,0.144603221444654,-0.111195243453672,-0.106415128730918,0.151236494113853,-0.336283234605318,0.133333333333333,0.0541001825445513,-0.0533603385077138,0.14421568627451,0.0486404116366515,0.13921568627451,-0.430978928156629,-0.41397212543554,0.150833333333333,-0.376829268292683,-0.404988177491172,0.145833333333333,0.0899785381950269,-0.35,0.502732600732601,0.256599003718345,-0.363391458935906,-0.370345101320012,-0.335897435897436,-0.276677463023202
"DELTA",0.2,-0.106526315789474,0.1,0.08,0.0333333333333333,0.0333333333333333,0,-0.0872660672660673,0.108571428571429,-0.12,-0.12,0,-0.0617669654289373,0.46207729468599,-0.472121212121212,-0.46207729468599,0.213876319758673,0.16,0.16,0.16,0.16,0.136781609195402,0.405555555555556,0,-0.0888888888888889,-0.0333333333333333,0,0,0.0333333333333333,-0.225,0.0969230769230769,-0.0714285714285714,-0.0666666666666667,0.0969230769230769,-0.235897435897436,0,0.0817715617715618,-0.094,0.1,-0.0256410256410256,0,-0.326666666666667,-0.26,0.1,-0.2,-0.26,0,-0.00337662337662337,-0.1,0.142857142857143,0.130749034749035,-0.211111111111111,-0.247111111111111,-0.2,-0.225714285714286
"NOTCH",0.211111111111111,-0.115397283531409,0.08,0.108571428571429,0.0333333333333333,0.0256410256410256,0.0333333333333333,-0.099919128490557,0.0376036866359447,-0.0969230769230769,-0.0969230769230769,0,-0.0675261277326022,0.506521739130435,-0.517835497835498,-0.506521739130435,0.216521822404175,0.161449275362319,0.16,0.16,0.16,0.13905433646813,0.46207729468599,0,-0.122222222222222,-0.0888888888888889,-0.0333333333333333,0,0.0289855072463768,-0.223461538461538,0.0817715617715618,-0.0780952380952381,-0.0714285714285714,0.0817715617715618,-0.266931918656057,0,0.0872660672660673,-0.11264406779661,0.12,-0.0374057315233786,0.1,-0.390952380952381,-0.326666666666667,0.12,-0.26,-0.286315789473684,0.1,-0.0144877344877345,-0.2,0.133423180592992,0.129814455309782,-0.247111111111111,-0.269691756272401,-0.2,-0.260408163265306
"CDC42",0.247619047619048,-0.11703040457601,0.0333333333333333,0.0564102564102564,0.0476190476190476,0.0572964669738863,0.0476190476190476,-0.100590788808611,0.0579487179487179,-0.0762962962962963,-0.0762962962962963,0.0333333333333333,-0.07642441453067,0.517051001191437,-0.533129615482557,-0.517051001191437,0.213353872404967,0.157577448323503,0.147821350762527,0.147821350762527,0.147821350762527,0.125208333333333,0.493936507936508,0,-0.108333333333333,-0.108333333333333,-0.0833333333333333,-0.0333333333333333,-0.0779110444777611,-0.210864156940106,0.08682261208577,-0.0869004949650111,-0.0788359788359788,0.0871071071071071,-0.256713286713287,0.1,0.097998196216018,-0.121376623376623,0.08,-0.0634693064800592,0.1,-0.39177597641857,-0.376521739130435,0.08,-0.32,-0.297222222222222,0.1,-0.0321527777777778,-0.26,0.113743842364532,0.110156060968465,-0.265266106442577,-0.266781257957729,-0.314285714285714,-0.270862881738061
"NOTCHic",0.247111111111111,-0.11738809517,0.108571428571429,0.0376036866359447,0.0256410256410256,0.0374057315233786,0.0333333333333333,-0.105262639940939,0.04549842347805,-0.0817715617715618,-0.0817715617715618,0.0333333333333333,-0.0657005699232716,0.529484702093398,-0.545003127893301,-0.529484702093398,0.225139056873113,0.167853216249018,0.161449275362319,0.161449275362319,0.161449275362319,0.141533675311105,0.501363008971705,0,-0.124547803617571,-0.122222222222222,-0.0888888888888889,-0.0333333333333333,0.0212931995540691,-0.223990638990639,0.0871479058575833,-0.0874477560808496,-0.0780952380952381,0.0872660672660673,-0.271157270768733,0.1,0.099919128490557,-0.10824155207334,0.0969230769230769,-0.0470831508782173,0.12,-0.410952380952381,-0.390952380952381,0.0969230769230769,-0.326666666666667,-0.309043062200957,0.12,-0.0138254828321053,-0.26,0.133423180592992,0.133481121976449,-0.269691756272401,-0.272876469648198,-0.211111111111111,-0.268472679394338
"GLI",0.399022988505747,-0.117307171187909,0.100548187444739,0.110548187444739,0.00397869674185463,0.0141827783745077,-0.00654761904761906,-0.0950487812632545,0.112452949349501,-0.077639653815893,-0.158557874762808,-0.0190476190476191,-0.0772882335888941,0.541582693292371,-0.556237199333175,-0.541582693292371,0.21124785023597,0.217706661193799,0.209983888916571,0.209983888916571,0.209983888916571,0.0583900812175265,0.522832260832261,-0.0833333333333333,-0.160999037773004,-0.153186537773004,-0.142982456140351,-0.116666666666667,-0.124743616127317,-0.251529442874673,0.0708983002947232,-0.140037668378874,-0.133010641351847,0.0897086193331344,-0.299301942678308,0.1,0.0952280998526149,-0.156021452608889,0.150322580645161,-0.0154173462757423,0.16,-0.507531869603693,-0.497034632034632,0.0703225806451613,-0.469761904761905,-0.531869133816036,0.08,-0.0721493802144468,-0.411428571428571,0.114533514492754,0.121952295434441,-0.404683365864238,-0.407271601158355,-0.378333333333333,-0.321004686962504
"Csl",0.269691756272401,-0.117039257960698,0.0376036866359447,0.04549842347805,0.0374057315233786,0.0470831508782173,0.0256410256410256,-0.104290655950087,0.04549842347805,-0.0872660672660673,-0.0871479058575833,0.0333333333333333,-0.0640186127367272,0.542744370601685,-0.55872861808938,-0.542744370601685,0.229091331295186,0.175941451543136,0.167853216249018,0.167853216249018,0.167853216249018,0.147571966916407,0.522791580400276,-0.0333333333333333,-0.128423772609819,-0.124547803617571,-0.122222222222222,-0.0888888888888889,0.0154108466128927,-0.22991949274558,0.100051131664035,-0.0963366449697385,-0.0874477560808496,0.099919128490557,-0.279913031137396,0.12,0.105262639940939,-0.100340874872437,0.0817715617715618,-0.0505314267402863,0.0969230769230769,-0.418561076604555,-0.410952380952381,0.0817715617715618,-0.390952380952381,-0.330994281713152,0.0969230769230769,-0.00913798283210535,-0.326666666666667,0.141392332263943,0.136588983036778,-0.272876469648198,-0.272649712278583,-0.247111111111111,-0.266748541463304
