"","SNAI2","FOXC2","miR200","AXIN2","Ecadherin","TWIST1","TCFLEF","CDC42","CD44","cateninnuc","Jagged","Patched","Wnt","AKT","GLI","SMO","TGF","RKIP","SNAI1","IKK","Frizzled","cateninmemb","NFB","FUS","TGFR","PAK1","MEK","EGR1","ZEB2","RAF","GSK3","RAS","PI3K","DELTA","ZEB1","ERK","LIV1","SOSGRB2","cfos","HEY1","KLF4","SHH","ILK","NOTCHic","SRC","SMAD","Csl","DSH","NOTCH","TrCP","SUFU","cMet","STAT","Csn","Destcompl"
"SHH",0.40727969348659,0.25,0.133333333333333,0.342857142857143,-0.0219444444444444,0.175,0.246666666666667,0.1,0.2,0.218888888888889,0.157142857142857,-0.2,0.3,-0.05,0.3,-0.3,0.12,0.16,0.15,-0.1,0.2,-0.168602150537634,0,-0.2,0.1,0,0.18,0,0,0.25,0.192307692307692,-0.257692307692308,-0.25,-0.25,0,-0.2,0,0.05,-0.1,0,0.05,0.2,0,0,-0.1,0,-0.1,-0.2,-0.0666666666666667,0,0.2,-0.2,-0.1,0,-0.21948051948052
"HEY1",0.178255928468694,0.0869457327866281,-0.00183150183150183,0.173664981088879,0.100220903149974,0.0367930283224401,0.0428911388775779,0.0696363636363636,0.0673058545966415,0.0574615000232816,0.0680768706555813,-0.0875,0.0420884632922937,-0.151005291005291,0.0679505322578109,-0.05,0.0727583148558758,0.00471036899608328,-0.00520301527209536,-0.136190476190476,0.0862745098039216,0.0358629412592827,-0.16,-0.1,0.0976363636363636,0.113636363636364,0.123271404156789,0.08,0.000366357069143447,0.137435897435897,0.0947569367983549,-0.14184766214178,-0.137435897435897,-0.137435897435897,-0.000366357069143447,-0.107807486631016,-0.1,-0.0676243567753002,-0.125454545454545,-0.0247669977081742,-0.0148148148148148,0.0541666666666667,-0.0373333333333333,-0.0332057416267943,-0.0862745098039216,-0.031536231884058,0.00363636363636364,-0.0333333333333333,-0.0053706900804025,0.1,0,-0.0420884632922937,-0.0333333333333333,0.1,-0.0856938662823223
"FOXC2",0.178255928468694,0.0869457327866281,-0.00183150183150183,0.173664981088879,0.100220903149974,0.0367930283224401,0.0428911388775779,0.0696363636363636,0.0673058545966415,0.0574615000232816,0.0680768706555813,-0.0875,0.0420884632922937,-0.151005291005291,0.0679505322578109,-0.05,0.0727583148558758,0.00471036899608328,-0.00520301527209536,-0.136190476190476,0.0862745098039216,0.0358629412592827,-0.16,-0.1,0.0976363636363636,0.113636363636364,0.123271404156789,0.08,0.000366357069143447,0.137435897435897,0.0947569367983549,-0.14184766214178,-0.137435897435897,-0.137435897435897,-0.000366357069143447,-0.107807486631016,-0.1,-0.0676243567753002,-0.125454545454545,-0.0247669977081742,-0.0148148148148148,0.0541666666666667,-0.0373333333333333,-0.0332057416267943,-0.0862745098039216,-0.031536231884058,0.00363636363636364,-0.0333333333333333,-0.0053706900804025,0.1,0,-0.0420884632922937,-0.0333333333333333,0.1,-0.0856938662823223
"RKIP",0.43890598589497,0.218287651046272,0.135434771459344,0.0597866854195968,-0.0662578195286186,0.198752228163993,0.0589498221077168,-5.55111512312578e-18,0.0596491228070175,0.061748804296012,0.143467539817285,0.0826666666666667,0.0533333333333333,0.0784632034632035,0.0533333333333333,0.126666666666667,0.0454828660436137,0.137955182072829,0.11160844508781,0.117857142857143,0.0333333333333333,-0.100740908976203,0.142857142857143,0.166666666666667,0.0333333333333333,0.0333333333333333,0.139369038884813,0.17,0.00283978957436633,0.142207792207792,0.01150512214342,-0.143062493062493,-0.142207792207792,-0.142207792207792,-0.00283978957436633,-0.137241379310345,0,-0.223174603174603,-0.12,-0.109717382888115,-0.0151602104256337,-0.103978142076503,-0.110761660248181,-0.124242424242424,-0.0333333333333333,-0.10977156123828,-0.133333333333333,0,-0.108857808857809,-0.1,-0.1,-0.0596491228070175,0,-0.1,-0.234102839742169
"RAF",0.43890598589497,0.218287651046272,0.135434771459344,0.0597866854195968,-0.0662578195286186,0.198752228163993,0.0589498221077168,-5.55111512312578e-18,0.0596491228070175,0.061748804296012,0.143467539817285,0.0826666666666667,0.0533333333333333,0.0784632034632035,0.0533333333333333,0.126666666666667,0.0454828660436137,0.137955182072829,0.11160844508781,0.117857142857143,0.0333333333333333,-0.100740908976203,0.142857142857143,0.166666666666667,0.0333333333333333,0.0333333333333333,0.139369038884813,0.17,0.00283978957436633,0.142207792207792,0.01150512214342,-0.143062493062493,-0.142207792207792,-0.142207792207792,-0.00283978957436633,-0.137241379310345,0,-0.223174603174603,-0.12,-0.109717382888115,-0.0151602104256337,-0.103978142076503,-0.110761660248181,-0.124242424242424,-0.0333333333333333,-0.10977156123828,-0.133333333333333,0,-0.108857808857809,-0.1,-0.1,-0.0596491228070175,0,-0.1,-0.234102839742169
"Ecadherin",0.183614146409694,0.0954125520085961,-0.000155524177870546,0.162324774903312,0.0104448564119023,0.0220816689183432,0.0574615000232816,0.0976363636363636,0.0428911388775779,0.0456034234593226,0.0495414015480298,-0.0541666666666667,0.0679505322578109,-0.132823472823473,0.0432838655911442,-0.0875,0.0859590381831814,0.00133958247922935,0.00175901004436033,-0.151005291005291,0.0420884632922937,0.0229142233105648,-0.136190476190476,-0.05,0.0727583148558758,0.0696363636363636,0.113467482588162,0.125454545454545,0.00320995896487804,0.14184766214178,0.0916664290720856,-0.133188444264685,-0.14184766214178,-0.14184766214178,-0.00320995896487804,-0.123271404156789,-0.0333333333333333,-0.0373611988805633,-0.107807486631016,-0.0240958567685769,-0.0160806375996249,0.0691272965879265,-0.031536231884058,-0.0053706900804025,-0.0420884632922937,-0.0380737621504018,-0.0332057416267943,-0.0862745098039216,-0.0265602811584694,0.1,0.1,-0.0673058545966415,-0.0862745098039216,0.16,-0.0883965689850249
"cateninnuc",0.385088500677259,0.138949214719707,0.00296993169883531,0.362117165326179,-0.194589527857125,0.124983782210735,0.162134161743702,0.13978021978022,0.17236567780046,0.0681822147677282,0.187552984218414,-0.169866951770017,0.164815123332098,-0.273465909090909,0.173906032423007,-0.16551912568306,0.132564940956749,-0.0334548321818793,-0.0472465514478817,-0.276590909090909,0.188728166810359,-0.220698838472657,-0.296590909090909,-0.196666666666667,0.14610205886068,0.162857142857143,0.175780028097337,0.16231884057971,0.00497705830115258,0.277768042768043,0.17968548535836,-0.277768042768043,-0.277768042768043,-0.277768042768043,-0.00497705830115258,-0.170275440941374,-0.212121212121212,-0.0563567858394395,-0.176604554865424,-0.0478224940963088,-0.0312680597378106,0.156141461573938,-0.0593910533910534,0.0119994452473759,-0.187548562548563,-0.0548890070063331,0.0294413057124921,-0.173659673659674,0.0201812634291941,0.3,0.166666666666667,-0.163635519070302,-0.173659673659674,0.2875,-0.16778393615952
"ERK",-0.443088092481426,-0.225573398332019,-0.135202573316929,-0.0652536157645759,0.0715324598727327,-0.206483655312896,-0.0598900682365325,-0.0454828660436137,-0.061748804296012,-0.0586400682365325,-0.141744253228306,-0.103324547305261,-0.0526340326340326,-0.0904869487411311,-0.0543884185989449,-0.103978142076503,-0.0392042906044543,-0.151996378378356,-0.104753031982397,-0.0914043799337917,-0.0533333333333333,0.105779390363777,-0.0784632034632035,-0.0826666666666667,-0.0345339609341247,-0.0333333333333333,-0.0396708030445158,-0.137241379310345,0.00715646089432509,-0.147189477189477,-0.00960825376153801,0.147739532194978,0.147189477189477,0.147189477189477,-0.00715646089432509,0.0310357055514796,0.0333333333333333,0.212904916011712,0.139369038884813,0.100961565326836,0.00759067098194922,0.099459813005744,0.103498498507653,0.116887005938101,0.0596491228070175,0.112920990908869,0.108857808857809,0.0533333333333333,0.116055981007353,0.142857142857143,0.126666666666667,0.0589498221077168,0.0596491228070175,0.117857142857143,0.231306835471587
"FUS",-0.430997227897123,-0.279555353901996,-0.169662626298796,-0.396386222473179,0.0413234837196091,-0.204744835688784,-0.21948017292422,-0.128333333333333,-0.23151024811219,-0.224914955532916,-0.193912156562759,0.194444444444444,-0.322222222222222,0.11389010989011,-0.335683760683761,0.2,-0.124423040061338,-0.20275077728686,-0.175839782047938,0.125428571428571,-0.35,0.166452035732261,0.121428571428571,0.2,-0.149954954954955,-0.12,-0.236562977252632,-0.18,0.0071895254930505,-0.258564400715564,-0.180954236420678,0.261621169274516,0.258564400715564,0.258564400715564,-0.0071895254930505,0.230815850815851,0.2,0.0239541160593792,0.233846153846154,0.0461379200509635,0.00241347905282332,-0.179292929292929,0.0579365079365079,0.0362121212121212,0.246666666666667,0.0521300563236047,0.0212121212121212,0.3,0.0316666666666667,-0.1,-0.2,0.218888888888889,0.2,-0.05,0.203222503745335
"Patched",-0.41927969348659,-0.26,-0.161904761904762,-0.388311688311688,0.0384492988133765,-0.200925925925926,-0.218888888888889,-0.1,-0.246666666666667,-0.23151024811219,-0.183068783068783,0.2,-0.3,0.121428571428571,-0.35,0.2,-0.128333333333333,-0.174285714285714,-0.146774193548387,0.05,-0.3,0.160268817204301,0.1,0.3,-0.12,-0.1,-0.233846153846154,-0.1,0.00833333333333333,-0.257692307692308,-0.187545787545788,0.270192307692308,0.257692307692308,0.257692307692308,-0.00833333333333333,0.18,0.1,0.0166666666666667,0.2,-0.00769230769230769,0.00555555555555556,-0.2,0,0.0666666666666667,0.2,0.05,0,0.2,0.0212121212121212,0,-0.2,0.2,0.1,0,0.20959040959041
"cMet",0.184901311178683,-0.0103691983122363,-0.0392689119455424,-0.132063492063492,-0.221619675335636,-0.000926040251882951,-0.106762075134168,0.0325,-0.0990697674418605,-0.103372244625694,0.0699989865207256,0.120909090909091,-0.12,0.113333333333333,-0.101818181818182,0.13,0.00897754137115839,0.0633333333333333,0.0136525829210932,0.113333333333333,-0.1,-0.146153585441842,0.0666666666666667,0.05,0.00472222222222222,0.02,0.0277272727272727,0.025,0.0111111111111111,-0.0171428571428571,-0.0867319508448541,0.00959568733153639,0.0171428571428571,0.0171428571428571,-0.0111111111111111,-0.015,0.1,-0.0166666666666667,-0.045,-0.0953216374269006,0.122222222222222,-0.0990340909090909,-0.0819727891156462,-0.093984962406015,0.2,-0.100154607297464,-0.0571428571428571,0.1,-0.0876019836826108,-0.1,-0.1,0.12,0.2,-0.1,-0.0945413546253882
"NOTCH",0.217625511743159,0.29,0.0959307359307359,0.0522911051212938,0.0775863044708546,0.162203389830508,0.0487778887778888,-0.0444444444444444,0.0520745920745921,0.0524513581656439,0.0729004329004329,0.0134615384615385,0.0369230769230769,0,0.0520745920745921,-0.025,-0.0567025089605735,0.128647214854111,0.11025641025641,-0.0333333333333333,0.06,0.0315816555688247,0,0,-0.0244444444444444,-0.1,0.0195238095238095,0,0.0119162640901771,0.0442424242424242,-0.00270811563915012,-0.0601844532279315,-0.0442424242424242,-0.0442424242424242,-0.0119162640901771,-0.0266666666666667,0,-0.125263157894737,-0.06,-0.136231884057971,0.0415458937198068,-0.00757918552036199,-0.0428571428571429,0.06,-0.06,-0.0328571428571429,0.06,0,-0.0496774193548387,0,-0.1,-0.0369230769230769,0,-0.1,-0.0467561072420885
"SNAI1",0.336451446557539,0.305638612359182,0.0997263787752239,0.197212098246581,0.177848306616535,0.197093377636856,0.154552249073929,0.0100076394194041,0.155379835280825,0.153158340968611,0.0892456067805445,-0.00115901462138021,0.155552227452099,-0.028983918128655,0.154638150669649,-0.0151590146213802,0.000993449396488562,0.115272271515134,0.0172691777276656,-0.0394005847953216,0.158966861598441,0.114495614132235,-0.0282894736842105,-0.00898617511520737,0.00946119133197243,-0.0112044817927171,0.0508493037816427,0.0269565217391304,0.0188500853022135,0.141007589042022,0.0322037310873945,-0.140514978204584,-0.141007589042022,-0.141007589042022,-0.0188500853022135,-0.054436747727831,-0.15,-0.13539318554497,-0.0557700810611643,-0.045283608195902,0.0255438775683911,0.00679008258254526,-0.0496432838368322,-0.0454212454212454,-0.161811811811812,-0.0500122875268691,-0.0487179487179487,-0.153703703703704,-0.0495028780743066,0.05,-0.00714285714285715,-0.156861316762307,-0.153703703703704,0.0125,-0.160669277793377
"NOTCHic",0.223437134989652,0.293225806451613,0.105757325526112,0.0536799940101827,0.0817210671048515,0.148995842660697,0.0524513581656439,-0.0244444444444444,0.0487778887778888,0.0468025032038118,0.0669401679997707,0.00757918552036199,0.0520745920745921,-0.00697674418604651,0.0466982479885706,0.0134615384615385,-0.0318617446293633,0.10470355288228,0.108669108669109,0,0.0369230769230769,0.0244822640880944,-0.0333333333333333,-0.025,-0.0567025089605735,-0.0444444444444444,0.0366666666666667,0.06,0.0215458937198068,0.0601844532279315,-0.00766679332510053,-0.0587066207156162,-0.0601844532279315,-0.0601844532279315,-0.0215458937198068,-0.0195238095238095,0,-0.102535885167464,-0.0266666666666667,-0.131616499442586,0.0129744651483782,0.00424877146888532,-0.0328571428571429,-0.0496774193548387,-0.0369230769230769,-0.0580369989722508,0.06,-0.06,-0.0523089983022071,-0.1,0,-0.0520745920745921,-0.06,0,-0.0460894405754219
"CDC42",0.337383006288116,0.305256541641047,0.104184704184704,0.198144499178982,0.180583634940188,0.196138528138528,0.156861316762307,0.0142857142857143,0.161811811811812,0.155379835280825,0.0876736111111111,-0.00898617511520737,0.153703703703704,-0.0282894736842105,0.158966861598441,0.00714285714285715,0.0100076394194041,0.103240093240093,0.106212943174969,-0.0125,0.15,0.114716533109631,-0.05,-0.0428571428571429,-0.0112044817927171,0.1,0.0557700810611643,0.06,0.0223067758176717,0.145697167755991,0.0353084415584416,-0.146916679951113,-0.145697167755991,-0.145697167755991,-0.0223067758176717,-0.0269565217391304,-0.1,-0.126388888888889,-0.04,-0.0327836081959021,0.0124444444444444,0.0151590146213802,-0.0354497354497355,-0.0564102564102564,-0.15,-0.0612561870626387,-0.0333333333333333,-0.15,-0.0487179487179487,-0.1,0,-0.153703703703704,-0.15,0,-0.163241332931222
"Csl",0.221125427308817,0.286329254727475,0.0994392427374407,0.0565077575063266,0.0771861833839213,0.149673043563632,0.0468025032038118,-0.0567025089605735,0.0524513581656439,0.050290210465104,0.078398501333104,-0.00424877146888532,0.0466982479885706,-0.0201550387596899,0.0515369576659899,0.00757918552036199,-0.0370771641304971,0.102399405416843,0.118155274677014,-0.00697674418604651,0.0520745920745921,0.0293752304489507,0,0.0134615384615385,-0.0318617446293633,-0.0244444444444444,0.0388405797101449,0.0266666666666667,0.0270707555982598,0.0587066207156162,-0.00751951792009317,-0.0568683854214986,-0.0587066207156162,-0.0587066207156162,-0.0270707555982598,-0.0366666666666667,-0.06,-0.121235072159334,-0.0195238095238095,-0.15449231643605,0.0201173222912353,-0.0129926078414595,-0.0580369989722508,-0.0523089983022071,-0.0520745920745921,-0.0447036656389174,-0.0496774193548387,-0.0369230769230769,-0.043218089211298,0,0.025,-0.0487778887778888,-0.0369230769230769,0.0333333333333333,-0.0442003485583591
"TrCP",0.337021342635313,0.30042895543415,0.0980933336263286,0.198144499178982,0.178576714524963,0.191247223790702,0.155379835280825,-0.0112044817927171,0.156861316762307,0.154552249073929,0.0944220773687798,-0.0151590146213802,0.158966861598441,-0.0394005847953216,0.155552227452099,-0.00898617511520737,0.00946119133197243,0.0993726899251761,0.120294088759694,-0.0282894736842105,0.153703703703704,0.115082833475931,-0.0125,0.00714285714285715,0.0100076394194041,0.0142857142857143,0.054436747727831,0.04,0.0290591873932344,0.146916679951113,0.0338538961038961,-0.141007589042022,-0.146916679951113,-0.146916679951113,-0.0290591873932344,-0.0557700810611643,-0.15,-0.1372799779978,-0.0269565217391304,-0.057783608195902,0.0190018214936248,0.00115901462138021,-0.0612561870626387,-0.0487179487179487,-0.153703703703704,-0.0496432838368322,-0.0564102564102564,-0.15,-0.0454212454212454,0,0.0428571428571429,-0.161811811811812,-0.15,0.05,-0.161436821653026
"PAK1",0.337021342635313,0.30042895543415,0.0980933336263286,0.198144499178982,0.178576714524963,0.191247223790702,0.155379835280825,-0.0112044817927171,0.156861316762307,0.154552249073929,0.0944220773687798,-0.0151590146213802,0.158966861598441,-0.0394005847953216,0.155552227452099,-0.00898617511520737,0.00946119133197243,0.0993726899251761,0.120294088759694,-0.0282894736842105,0.153703703703704,0.115082833475931,-0.0125,0.00714285714285715,0.0100076394194041,0.0142857142857143,0.054436747727831,0.04,0.0290591873932344,0.146916679951113,0.0338538961038961,-0.141007589042022,-0.146916679951113,-0.146916679951113,-0.0290591873932344,-0.0557700810611643,-0.15,-0.1372799779978,-0.0269565217391304,-0.057783608195902,0.0190018214936248,0.00115901462138021,-0.0612561870626387,-0.0487179487179487,-0.153703703703704,-0.0496432838368322,-0.0564102564102564,-0.15,-0.0454212454212454,0,0.0428571428571429,-0.161811811811812,-0.15,0.05,-0.161436821653026
"EGR1",0.337021342635313,0.30042895543415,0.0980933336263286,0.198144499178982,0.178576714524963,0.191247223790702,0.155379835280825,-0.0112044817927171,0.156861316762307,0.154552249073929,0.0944220773687798,-0.0151590146213802,0.158966861598441,-0.0394005847953216,0.155552227452099,-0.00898617511520737,0.00946119133197243,0.0993726899251761,0.120294088759694,-0.0282894736842105,0.153703703703704,0.115082833475931,-0.0125,0.00714285714285715,0.0100076394194041,0.0142857142857143,0.054436747727831,0.04,0.0290591873932344,0.146916679951113,0.0338538961038961,-0.141007589042022,-0.146916679951113,-0.146916679951113,-0.0290591873932344,-0.0557700810611643,-0.15,-0.1372799779978,-0.0269565217391304,-0.057783608195902,0.0190018214936248,0.00115901462138021,-0.0612561870626387,-0.0487179487179487,-0.153703703703704,-0.0496432838368322,-0.0564102564102564,-0.15,-0.0454212454212454,0,0.0428571428571429,-0.161811811811812,-0.15,0.05,-0.161436821653026
"GLI",0.364874859492664,0.359755224458204,0.138888851086994,0.210994867149758,0.200928653216021,0.229917887243864,0.172587427765268,0.0539655172413793,0.172587427765268,0.173005837807109,0.109758485930708,-0.119709989258861,0.280265654648956,0.0350810060866452,0.179840122734063,-0.103383458646617,0.082647722198834,0.201789551064626,0.20375685227607,0.0538310060866452,0.269677419354839,0.118899344867829,0.0640350877192983,-0.0928571428571429,0.0772359574929516,0.085,0.15622563440243,0.142857142857143,0.0297164191841611,-0.0124889962961118,-0.0743331536950859,0.0158553329297751,0.0124889962961118,0.0124889962961118,-0.0297164191841611,-0.153463203463203,-0.15,-0.156645979389342,-0.126190476190476,-0.052565553669119,0.0165439725439725,0.106129742345281,-0.0595602457873382,-0.100842175066313,-0.159677419354839,-0.050371056598149,-0.103342175066313,-0.26,-0.0951278893520273,-0.05,0.142857142857143,-0.174311565696302,-0.15,-0.0166666666666667,-0.187819293795895
"ZEB1",0.192039856153427,0.17944251615797,0.143231268813166,0.140992348353809,0.0914365004907987,0.144251332221064,0.0272391233648064,0.0576045310677994,0.0354838042158702,0.030957322973417,0.108585274700762,0.0277629233511586,0.020736174394711,0.0192904392127861,0.0307018101335426,0.0356060606060606,0.04814571976439,0.0533666591306823,0.0408705971560571,0.0207190106413575,0.0361207897793264,0.00444735781551986,0.00596491228070176,0.00833333333333333,0.0540512315754137,0.0532567049808429,0.0871517664334456,0.0666666666666667,0.0329102514030638,0.0997705991935046,0.00686281862239463,-0.102762725177757,-0.0997705991935046,-0.0997705991935046,-0.0329102514030638,-0.0770196078431372,-0.0333333333333333,-0.0635087719298246,-0.0946666666666667,-0.0629865816394314,0.034645892162164,-0.0288305390095216,-0.0786350705883909,-0.0761029411764706,-0.042714196372733,-0.0863273782806987,-0.0604166666666667,-0.019047619047619,-0.0678384783665532,-0.0333333333333333,-0.0583333333333333,-0.0250671375492035,-0.0256410256410256,-0.0533333333333333,-0.105338400694231
"Frizzled",0.289908082236484,0.119491573298183,0.0601262626262626,0.292938689217759,0.103872072066407,0.170028011204482,0.247646019021063,0.146666666666667,0.248308270676692,0.245741257116301,0.106188354129531,-0.0398268398268398,0.244736842105263,-0.00416666666666667,0.248308270676692,-0.0636363636363636,0.159006211180124,-0.0133333333333333,-0.00484817115251898,-0.0166666666666667,0.25,-0.0481967984934087,0.0333333333333333,0,0.177101449275362,0.1,0.00514161220043574,-0.0333333333333333,0.0365025024740638,0.173718386876282,0.145835945663532,-0.177655394750297,-0.173718386876282,-0.173718386876282,-0.0365025024740638,-0.0125490196078431,-0.1,-0.0787878787878788,-0.00666666666666667,-0.0156137479541735,0.0442577030812325,0.0301494204720011,-0.0253031206519579,-0.0904761904761905,-0.25,-0.0112844290631728,-0.107142857142857,-0.3,-0.096358543417367,-0.1,-0.1,-0.244736842105263,-0.2,-0.133333333333333,-0.278124971225038
"Wnt",0.287068965517241,0.117165991902834,0.0726262626262626,0.283636363636364,0.114361582555918,0.157647058823529,0.248308270676692,0.1,0.244736842105263,0.247646019021063,0.0991176470588235,-0.0636363636363636,0.25,-0.0166666666666667,0.244736842105263,0,0.177101449275362,-0.0383333333333333,-0.00326086956521739,0.0333333333333333,0.3,-0.0459745762711864,0.133333333333333,0.1,0.146666666666667,0.1,0.0125490196078431,0,0.0473935915829747,0.169172932330827,0.150078369905956,-0.173718386876282,-0.169172932330827,-0.169172932330827,-0.0473935915829747,-0.00666666666666667,0,-0.0757575757575758,0.0333333333333333,-0.00923076923076923,0.0156862745098039,0.0398268398268398,-0.0136752136752137,-0.107142857142857,-0.2,-0.0253031206519579,-0.15,-0.2,-0.0904761904761905,-0.1,0,-0.25,-0.1,-0.1,-0.283695263002226
"AKT",0.301698539655764,0.120898465676386,0.0724428930552364,0.301915764139591,0.111771965767872,0.158050521251918,0.256586565205638,0.173176470588235,0.257205121906669,0.250894257513331,0.108074822818636,-0.0262820512820513,0.258900037160907,0.0341926047808401,0.256106741071521,-0.0346153846153846,0.164677956600074,-0.0215163992018212,-0.0185557795454821,0.133182503770739,0.251207729468599,-0.0390796488000496,0.125490196078431,-0.05,0.157729316116691,0.141176470588235,0.00632899767086748,-0.00476190476190476,0.047510362844625,0.116942655517998,0.0546418485934615,-0.113810125397516,-0.116942655517998,-0.116942655517998,-0.047510362844625,0.00379758460761354,-0.2,-0.0449145299145299,-0.00112044817927171,-0.00337257228430778,0.0480994152046784,0.036808367071525,-0.0111452581032413,-0.120533498759305,-0.251207729468599,-0.0242765712345544,-0.117307692307692,-0.255555555555556,-0.124192035344671,-0.233333333333333,0,-0.258900037160907,-0.255555555555556,-0.166666666666667,-0.295939866561435
"PI3K",0.298984971816569,0.115635307781649,0.0670952994723486,0.298666666666667,0.112378026373933,0.1608028148299,0.257205121906669,0.141176470588235,0.258900037160907,0.256586565205638,0.114035087719298,-0.0346153846153846,0.251207729468599,0.133182503770739,0.258900037160907,-0.05,0.157729316116691,-0.0208952811893988,-0.018305152979066,0.125490196078431,0.255555555555556,-0.0336769984432708,0.166666666666667,0,0.173176470588235,0.1,-0.00379758460761354,-0.0333333333333333,0.0523048833925702,0.111463203463203,0.0606902356902357,-0.116942655517998,-0.111463203463203,-0.111463203463203,-0.0523048833925702,-0.00112044817927171,-0.1,-0.0626923076923077,0.00476190476190476,-0.0131470083745333,0.0592105263157895,0.0262820512820513,-0.0231452581032413,-0.117307692307692,-0.255555555555556,-0.0111452581032413,-0.125,-0.2,-0.120533498759305,-0.2,-0.1,-0.251207729468599,-0.2,-0.233333333333333,-0.298503969125537
"miR200",-0.213884892832797,-0.160791674450211,-0.134214804362525,-0.163883486574092,-0.199925965211393,-0.173788093297296,-0.121034151497488,-0.0551470588235294,-0.118653199116536,-0.119367484830822,-0.112202717174139,-0.0514873417721519,-0.113408450704225,-0.0423662930912186,-0.111210648506423,-0.0325,-0.061129804509951,-0.0599996230433594,-0.0597974247974248,-0.0329323308270677,-0.112,-0.0902316534247874,-0.0757894736842105,-0.0725,-0.0745018975332068,-0.0375,-0.0638280766852195,-0.0285714285714286,0.0647804659498208,-0.110907003444317,-0.0124756971270507,0.110657626885713,0.110907003444317,0.110907003444317,-0.0647804659498208,0.0767532467532468,0.1,0.0622791747259832,0.0585714285714286,0.0755932203389831,0.0578502415458937,0.052574298293891,0.0902739148756848,0.0759605911330049,0.121739130434783,0.0774212502988823,0.0932019704433497,0.1,0.0821752803985416,0,0.06,0.123147581139008,0.1,0.06,0.144964602914132
