"","TCFLEF","CD44","GLI","SRC","RAS","AKT","PI3K","DELTA","AXIN2","SUFU","SNAI1","TrCP","RKIP","ERK","MEK","NOTCH","SOSGRB2","TGF","CDC42","TGFR","PAK1","TWIST1","ZEB1","GSK3","ZEB2","FOXC2","Jagged","SNAI2","NOTCHic","Csl","cfos","EGR1","ILK","SMAD","miR200","HEY1","Destcompl","Csn","FUS","KLF4","SMO","NFB","Patched","IKK","LIV1","SHH","RAF","Ecadherin","DSH","Frizzled","STAT","Wnt","cMet","cateninmemb","cateninnuc"
"SMAD",0.0443351640068058,0.0431139971139971,0.0567717254767614,0.0398412698412698,-0.123852778034805,-0.156976657329598,-0.126484356982174,-0.126484356982174,0.0224772216603591,-0.133333333333333,-0.0390687157824255,-0.15,-0.029189082867289,-0.13678062372736,-0.133896008342745,-0.153130815544609,-0.0823794735285418,0.0597431152234991,0.0587860496311201,0.0593447088489972,0.0404761904761905,-0.112739238238938,-0.0600089903174943,-0.133432101176462,0.0600089903174943,-0.0524347908108818,0.140299399525206,-0.0851481530935735,0.153924466338259,0.15047619047619,0.146082949308756,0.142857142857143,0.127405562474056,0.0245484196169128,0.0353591238182075,0.148175517997313,0.00951688547479748,0.161111111111111,0.120833333333333,0.056722497392319,0.115833333333333,0.156349206349206,0.111246177370031,0.158309990662932,-0.02,0.110130935734343,0.126484356982174,-0.0522437001654887,-0.0476190476190476,-0.0531746031746032,-0.0342857142857143,-0.0531746031746032,-0.0398412698412698,-0.0512632372202724,-0.045348335232743
"SOSGRB2",0.162493189495478,0.151966873706004,0.146894409937888,0.114285714285714,0.250470809792844,0.282456140350877,0.250470809792844,0.250470809792844,0.112589383938394,0,-0.107540156361052,0.3,-0.110818713450292,-0.0563706563706564,-0.0684918684918685,0.255195508716635,-0.0483333333333333,-0.0131774608370353,-0.0157142857142857,-0.0195604395604396,-0.0357142857142857,-0.0873623188405797,-0.0601503759398496,0.127055777322257,0.0601503759398496,0.026996336996337,0.0577871491387856,-0.0429800483995258,-0.262237762237762,-0.254545454545455,0.0428571428571429,0.0761904761904762,0.0165591397849462,0.0116640348898413,-0.00422595171422084,-0.0997159090909091,-0.121591235014054,-0.3,0,0.0515789473684211,-0.0166666666666667,-0.266666666666667,-0.00855855855855856,-0.282456140350877,0,-0.0108841399539074,-0.250470809792844,-0.162508276853936,-0.1,-0.114285714285714,-0.1,-0.130952380952381,-0.136024844720497,-0.194012207012207,-0.169567759285153
"AXIN2",-0.0498068652463319,-0.0471104994784539,-0.0467930580563163,-0.0496124031007752,0.0342303297143501,0.0216908212560386,0.0358051328639564,0.0358051328639564,-0.0855040864562435,-0.05,-0.0484189267871678,0,-0.0443290401354917,-0.0460496922726237,-0.0377738302036581,0.0313625279414753,-0.0143746015555272,-0.0970638407252721,-0.0990586419753086,-0.0964037747186715,-0.0904166666666667,0.00160623990238595,-0.0713085037890304,0.0336627745506464,0.0713085037890304,0.0796337230295076,-0.0299676469241687,0.0399677310022682,-0.0374436090225564,-0.0231578947368421,0.0282926829268293,0.06,0.0173452956061652,0.016154819415689,-0.0369765999198805,0.0125597489694853,0.0375001750130122,-0.0555555555555556,0.0884615384615385,0.0770180304774561,0.0789377289377289,-0.0164251207729469,0.0825091575091575,-0.0294685990338164,0.0666666666666667,0.0834927640665346,-0.0358051328639564,0.0224109015949432,0.0333333333333333,0.0496124031007752,0.0333333333333333,0.0461641272387062,0.0461641272387062,0.0400349072296768,0.0476884043730073
"NOTCH",0.281778221778222,0.256503496503496,0.256503496503496,0.16,0.0740447957839262,-0.0222222222222222,0.0696969696969697,0.0696969696969697,0.156172506738544,0,-0.055,0,-0.0442970822281167,-0.213333333333333,-0.206190476190476,-0.10331797235023,-0.154736842105263,0.109591397849462,0.0333333333333333,0.0773333333333333,0,-0.225084745762712,-0.072866344605475,-0.130625217694183,0.072866344605475,-0.076734693877551,0.148648388648389,-0.200132873662285,-0.0257142857142857,-0.04,0.18,0.2,0.0380952380952381,0.0314285714285714,0.045974025974026,-0.0623188405797102,-0.134494858008877,0,0.0333333333333333,0.109903381642512,0.00833333333333333,0.0333333333333333,-0.0147435897435897,0.0222222222222222,0,-0.0382730015082956,-0.0696969696969697,-0.27065987549519,-0.1,-0.16,-0.1,-0.229230769230769,-0.229230769230769,-0.312812783411559,-0.302594548308834
"TrCP",0.272908651225483,0.263279021595853,0.263037132125707,0.228518518518519,0.0464405895395852,-0.0209551656920078,0.039167862266858,0.039167862266858,0.171062676209065,-0.019047619047619,-0.0603871451549769,-0.0333333333333333,-0.035703614985383,-0.197347089167281,-0.190680422500614,-0.0978754578754579,-0.139108910891089,0.095833594242466,0.07703081232493,0.0876368729309906,0.0476190476190476,-0.206714191605496,-0.0730213908732785,-0.140319805194805,0.0730213908732785,-0.0654516541688164,0.133183793456033,-0.165114356831071,0.0912820512820513,0.0897435897435897,0.195652173913043,0.2,0.029552824714115,0.0243915343915344,0.0242421657172329,0.0347399829497016,-0.14135632996738,0.0333333333333333,0.00238095238095238,0.0658084829560239,-0.0137480798771121,0.0333333333333333,-0.0223900551857541,0.0228070175438596,-0.15,-0.0323900551857541,-0.039167862266858,-0.246109736969345,-0.21,-0.228518518518519,-0.21,-0.246939571150097,-0.247437437437437,-0.286938705759078,-0.280218996053069
"DSH",0.209106707165264,0.200535278593836,0.200405425328026,0.176315789473684,0.107265547970309,0.0838649425287356,0.104184315477312,0.104184315477312,0.124377124200498,0,-0.00521739130434782,0.0666666666666667,0.0401631701631702,-0.0844880174291939,-0.0792248595344571,0.0299068578480343,-0.136954915003695,0.145447659445539,0.119710144927536,0.141614906832298,0.106666666666667,-0.152626795399011,-0.0842621619113526,0.0545039603168253,0.0842621619113526,-0.115184399443885,0.10851735549752,-0.094370167259165,-0.0334033613445378,-0.0392857142857143,0.0807843137254902,0.0866666666666667,0.0353611347960403,0.032719625362078,0.0296314517122444,0.0277686852154937,-0.0553266548641336,-0.0866666666666667,0.00909090909090909,0.0930951021185173,-0.0147186147186147,-0.0741666666666667,-0.0243960340734534,-0.0804166666666667,-0.1,-0.0286905126010608,-0.104184315477312,-0.207049295904552,-0.15,-0.176315789473684,-0.15,-0.190601503759398,-0.190601503759398,-0.209610266457904,-0.215963341181293
"CD44",0.14031007751938,0.133333333333333,0.133333333333333,0.2,-0.0866666666666667,-0.193333333333333,-0.0952380952380952,-0.0952380952380952,0.11,-0.1,-0.0574428495481127,0,0.0237037037037037,-0.175,-0.185,-0.209022556390977,-0.219047619047619,-0.0355555555555556,-0.0466666666666667,-0.0466666666666667,-0.0666666666666667,-0.116263736263736,-0.0888888888888889,-0.12202380952381,0.0888888888888889,0.0408333333333333,0.142843822843823,-0.0276035076035076,0.214285714285714,0.2,0.175,0.2,0.111111111111111,0.104988662131519,-0.0489196310935441,0.116374269005848,0.0532085561497326,0.1,0.1,-0.0206349206349206,0.1,0.2,0.1,0.2,-0.1,0.1,0.0952380952380952,-0.139320920638367,0,-0.1,-0.1,-0.1,-0.2,-0.171923076923077,-0.146463923673226
"GSK3",0.215963341181293,0.209106707165264,0.208895991365762,0.190601503759398,0.109996640407284,0.0881384468022399,0.107265547970309,0.107265547970309,0.128791127244638,-0.00909090909090909,0.000208965284799462,0.0866666666666667,0.0424188092609145,-0.0792248595344571,-0.0803612231708207,0.028608156549333,-0.130908403375789,0.149293813291692,0.141614906832298,0.145447659445539,0.119710144927536,-0.156596065565464,-0.0897599330852011,-0.0461615970875008,0.0897599330852011,-0.117576743941493,0.112750932139855,-0.0968723242910891,-0.0299068578480343,-0.0334033613445378,0.0844880174291939,0.0807843137254902,0.032719625362078,0.0295711995749715,0.0238870202937215,0.027422664454248,-0.0569821673685365,-0.0741666666666667,-0.0147186147186147,0.0808813616605021,-0.0243960340734534,-0.0804166666666667,-0.0286905126010608,-0.0838649425287356,-0.15,-0.0339536704957976,-0.107265547970309,-0.209913964985882,-0.176315789473684,-0.190601503759398,-0.176315789473684,-0.200405425328026,-0.200535278593836,-0.213942715617939,-0.218858078023398
"Frizzled",0.200535278593836,0.190601503759398,0.190601503759398,0.15,0.104184315477312,0.0804166666666667,0.0955228981544771,0.0955228981544771,0.121423537702607,0,-0.0072463768115942,0.1,0.0366666666666667,-0.0807843137254902,-0.0844880174291939,0.0334033613445378,-0.139393939393939,0.141614906832298,0.106666666666667,0.119710144927536,0.1,-0.149789915966387,-0.0952857839585967,0.058448275862069,0.0952857839585967,-0.113885698145184,0.102315805109923,-0.0914598063744153,-0.0392857142857143,-0.0642857142857143,0.0866666666666667,0.0666666666666667,0.0344265553567879,0.0353611347960403,0.0430460858585859,0.0277686852154937,-0.0547541357801641,-0.0666666666666667,0,0.117366946778712,0.00909090909090909,-0.0866666666666667,-0.0147186147186147,-0.0741666666666667,-0.1,-0.0243960340734534,-0.0955228981544771,-0.2052055733409,0,-0.15,-0.1,-0.176315789473684,-0.176315789473684,-0.202425343018563,-0.209106707165264
"Destcompl",-0.0527137469858795,-0.0544945689036877,-0.0541605125007888,-0.0501413350728419,0.0115034683646557,-0.00108488162179437,0.0152711292751738,0.0152711292751738,-0.0498068652463319,-0.1,-0.048019760935585,0.0333333333333333,-0.0400134722918286,-0.0309740532691352,-0.0305521123408652,0.0188746117381649,-0.0275438040240447,-0.12751027815845,-0.125179451090781,-0.124653135301307,-0.124489795918367,0.00333714046614778,-0.0984231972159817,0.0221061989077992,0.0984231972159817,0.103829672780566,-0.0247755330648463,0.0365899245270924,-0.019876615746181,-0.0209635722679201,0.0337062937062937,0.0246153846153846,0.0288888888888889,0.0297076023391813,-0.0290013667821728,0.0239973701512163,-0.0767710540512368,-0.00476190476190476,0.103448275862069,0.10221218167822,0.103448275862069,-0.00476190476190476,0.10707521886725,-0.000257400257400257,0.0388888888888889,0.106881795269571,-0.0152711292751738,0.0280924479158978,0.046031746031746,0.0501413350728419,0.046031746031746,0.0491512360629409,0.049643822635031,0.0416225135217625,0.0549065057824119
"DELTA",0.256503496503496,0.229230769230769,0.229230769230769,0.1,0.0696969696969697,-0.0222222222222222,0.0333333333333333,0.0333333333333333,0.154285714285714,0,-0.075,0,-0.0615384615384615,-0.18,-0.213333333333333,0.0257142857142857,-0.16,0.0773333333333333,0,0.0333333333333333,0,-0.22,-0.109903381642512,-0.128352490421456,0.109903381642512,-0.0542857142857143,0.13012987012987,-0.185847159376571,-0.04,-0.1,0.2,0.1,0.0333333333333333,0.0380952380952381,0.0345454545454546,-0.0666666666666667,-0.13169111969112,0,0,0.105555555555556,0.0333333333333333,0,0.00833333333333333,0.0333333333333333,0,-0.0147435897435897,-0.0333333333333333,-0.260982456140351,0,-0.1,0,-0.16,-0.16,-0.286111212730931,-0.281778221778222
"RAS",0.0834379512852604,0.0772841051314143,0.0794117647058824,0.05,-0.0358974358974359,-0.0355555555555555,0.0641025641025641,0.0641025641025641,0.0633201581027668,-0.1,-0.0833923303834808,0.1,-0.0137672955974843,-0.202368421052632,-0.184721362229102,-0.0482125124131082,-0.148917748917749,-0.0891671520093186,-0.1,-0.0941176470588235,-0.06,-0.0319476268412439,-0.119797496318115,-0.0446899224806202,0.119797496318115,0.102222222222222,0.142101320717524,-0.00495768209516422,0.0236842105263158,0.05,0.155,0.18,0.113852813852814,0.115893630179344,-0.0634461538461538,0.0175889328063241,-0.0455032710846664,0,0.1,0.114642857142857,0.1,0.0333333333333333,0.12,0.0133333333333333,0,0.104745762711864,-0.0641025641025641,-0.0258771334620805,-0.1,-0.05,-0.1,-0.0794117647058824,-0.0794117647058824,-0.0491348662775192,-0.0831546651662803
"Wnt",0.190601503759398,0.176315789473684,0.176315789473684,0.1,0.0955228981544771,0.0741666666666667,0.0909774436090226,0.0909774436090226,0.112121212121212,0,-0.012008281573499,0.1,0.0116666666666667,-0.0866666666666667,-0.0807843137254902,0.0392857142857143,-0.124242424242424,0.119710144927536,0.1,0.106666666666667,0.1,-0.152647058823529,-0.120038259206122,0.0602664576802508,0.120038259206122,-0.0929554655870445,0.0952450980392157,-0.0886206896551724,-0.0642857142857143,-0.05,0.0666666666666667,0.1,0.0367521367521367,0.0344265553567879,0.0258585858585859,0.0256410256410256,-0.0497143479817556,-0.1,0,0.107843137254902,0,-0.0666666666666667,0.00909090909090909,-0.0866666666666667,0,-0.0147186147186147,-0.0909774436090226,-0.199378067513394,0,0,-0.1,-0.15,-0.15,-0.191949152542373,-0.200535278593836
"AKT",0.167087932263388,0.160283808552047,0.160214370683159,0.146376811594203,0.0858618648227495,0.080798939622469,0.0861028286781712,0.0861028286781712,0.104947911294482,0,-0.0482798784400615,0.166666666666667,-0.00201090469632669,-0.105280800844928,-0.101483332490498,0.0430324396296072,-0.170470085470085,0.0137485251856251,0.000647058823529413,0.0128421807747489,-0.00735294117647059,-0.0637768554578536,-0.12433229265807,0.0560030023739701,0.12433229265807,0.00916999816614707,0.0945480422911584,-0.0398241291387181,-0.0454714640198511,-0.0519230769230769,0.103641456582633,0.10952380952381,0.0518917967186875,0.0502082950351858,0.0394384434403721,0.0429541465408046,-0.0557347686687434,-0.2,0.0166666666666667,0.12600089968511,0.00128205128205128,-0.182352941176471,-0.0014957264957265,-0.179788838612368,-0.1,-0.00254835807467387,-0.0861028286781712,-0.141831622502204,-0.133333333333333,-0.146376811594203,-0.133333333333333,-0.154069119286511,-0.154069119286511,-0.153253658928161,-0.17139562457108
"PI3K",0.160283808552047,0.154069119286511,0.154069119286511,0.133333333333333,0.0861028286781712,0.179788838612368,0.0806233766233766,0.0806233766233766,0.103142857142857,0,-0.0495330112721417,0.2,-0.00138978668390433,-0.103641456582633,-0.105280800844928,0.0454714640198511,-0.172692307692308,0.0128421807747489,-0.00735294117647059,0.000647058823529413,-0.025,-0.0610245618798719,-0.127756950192317,0.0596320346320346,0.127756950192317,0.00841811846689895,0.0899122807017544,-0.0371105612995222,-0.0519230769230769,-0.075,0.10952380952381,0.0666666666666667,0.0494917967186875,0.0518917967186875,0.0528074273975913,0.0422022668415565,-0.0556520556828046,-0.166666666666667,0,0.147368421052632,0.0166666666666667,-0.2,0.00128205128205128,-0.182352941176471,-0.1,-0.0014957264957265,-0.0806233766233766,-0.140467986138568,-0.1,-0.133333333333333,-0.1,-0.146376811594203,-0.146376811594203,-0.149074250161596,-0.167087932263388
"SNAI2",-0.233348178681181,-0.222832714763655,-0.222246204499726,-0.197662337662338,-0.136920117982738,-0.133367954576928,-0.133267149946208,-0.133267149946208,-0.130202500933184,-0.1,-0.140000142908947,-0.1,-0.132012820512821,0.0745098039215686,0.0772125066242713,0.113157894736842,0.0583502366463827,-0.19216529421133,-0.170028011204482,-0.182848524024995,-0.150980392156863,0.14071055827174,-0.131108034403189,0.0940934818159744,0.131108034403189,0.188015534816154,-0.202665898890585,0.0567798254152715,-0.113157894736842,-0.100877192982456,-0.0843137254901961,-0.0666666666666667,0.0451374916163649,0.0475298361139725,-0.0586912342891281,0.0238848704038577,0.100670337892609,0.0666666666666667,0.16,0.1375,0.177647058823529,0.116666666666667,0.196014405762305,0.120114942528736,0.16,0.207282011396108,0.133267149946208,0.188354464457911,0.169090909090909,0.197662337662338,0.169090909090909,0.213155295408817,0.213155295408817,0.260957466748476,0.237540725265032
"SRC",0.365659736105558,0.346147540983607,0.346147540983607,0.275,0.200286722038912,0.0756410256410256,0.194226115978306,0.194226115978306,0.205856602490544,-0.0333333333333333,-0.149387005907224,0.1,-0.0414467253176931,-0.27979797979798,-0.296779111873452,-0.0069047619047619,-0.27,0.00561327561327561,-0.0388888888888889,-0.0198412698412698,-0.0888888888888889,-0.226163950991537,-0.152470799640611,-0.124502164502165,0.152470799640611,0.0290382819794584,0.189842978122795,-0.114743148571472,0.00333333333333333,-0.03,0.290909090909091,0.3,0.0760964912280702,0.0679883831199621,0.022471087688479,0.0442568685865607,-0.121571110049371,-0.1,0.0333333333333333,0.0596899224806202,0.0133333333333333,-0.0666666666666667,-0.00518518518518519,-0.058974358974359,-0.2,-0.0140087145969499,-0.194226115978306,-0.368411425176131,-0.2,-0.275,-0.3,-0.315,-0.315,-0.400737165095046,-0.381095977716296
"cateninnuc",-0.370251809772705,-0.360020293715946,-0.35803668239642,-0.331138306138306,-0.156094896094896,-0.149618371212121,-0.154579744579745,-0.154579744579745,-0.132317226264082,-0.233333333333333,-0.107269712012132,-0.1,-0.0913055992807854,0.0718771566597654,0.0668312851001323,0.0885179146609971,-0.000261356280832846,-0.314225648968308,-0.298065934065934,-0.308985474295819,-0.281142857142857,0.17909944448586,-0.157820999912417,0.0447908791619439,0.157820999912417,0.266580075662043,-0.299167791863305,0.120657623833712,-0.0816997328428152,-0.0828625235404896,-0.0718771566597654,-0.0702898550724638,0.063015873015873,0.0658808116243314,-0.0171623258523506,0.0446422029428934,0.0576518738697006,0.1125,0.263333333333333,0.182471788788515,0.284644808743169,0.133712121212121,0.29271934290466,0.145712121212121,0.278787878787879,0.30470191371076,0.154579744579745,0.215832134926803,0.317249417249417,0.329578184372705,0.317249417249417,0.351317314807488,0.352877436573089,0.346640821997226,0.274090528358731
"ZEB1",-0.304417928602122,-0.297503034985101,-0.287980613804099,-0.273483427141964,-0.19707987251834,-0.185890956900448,-0.195032628423852,-0.195032628423852,-0.148634230225097,-0.158333333333333,-0.152425792232639,-0.133333333333333,-0.127702780778216,-0.0805098039215686,-0.07742610348104,-0.0630529897909577,-0.0874853801169591,-0.118689789762779,-0.103823088455772,-0.110422073227346,-0.0936781609195402,0.0557715165453601,-0.161822403277999,0.00629797725297358,0.161822403277999,0.0820538659217092,-0.00736640282280985,0.129211890518835,0.0647058823529412,0.0666666666666667,0.0793333333333333,0.0833333333333333,0.126435385490679,0.127877693182986,-0.01298385656723,0.133163822360714,0.126348181894457,0.153333333333333,0.170833333333333,0.163300302405223,0.179924242424242,0.169122807017544,0.18972816399287,0.177319528329019,0.233333333333333,0.195777986056927,0.195032628423852,0.18875203176098,0.247619047619048,0.264692218350755,0.256410256410256,0.28007683373537,0.289169701651768,0.313509108117056,0.309114601791946
"KLF4",-0.512088204030154,-0.489011280953231,-0.487931820683366,-0.419607843137255,-0.22920814479638,-0.206031746031746,-0.220384615384615,-0.220384615384615,-0.222832714763655,-0.2,-0.240360756905225,-0.1,-0.219377447948877,0.0832085561497326,0.0821776283146811,0.186833719725744,0.0556889651229274,-0.342072431633407,-0.289454545454545,-0.320121212121212,-0.245454545454545,0.289734204793028,-0.195397316821465,0.142212141617811,0.195397316821465,0.30202941901369,-0.438627050111308,0.232206535171532,-0.179617224880383,-0.169090909090909,-0.0890909090909091,-0.08,0.0653333333333333,0.0725797101449275,-0.0594993894993895,0.0373873185637892,0.154541734966374,0.1,0.3,0.196296296296296,0.35,0.16,0.3875,0.183809523809524,0.3,0.414381720430108,0.220384615384615,0.499112239575559,0.366666666666667,0.419607843137255,0.366666666666667,0.463793889648883,0.463793889648883,0.601021348795739,0.525164169160913
"HEY1",-0.512088204030154,-0.489011280953231,-0.487931820683366,-0.419607843137255,-0.22920814479638,-0.206031746031746,-0.220384615384615,-0.220384615384615,-0.222832714763655,-0.2,-0.240360756905225,-0.1,-0.219377447948877,0.0832085561497326,0.0821776283146811,0.186833719725744,0.0556889651229274,-0.342072431633407,-0.289454545454545,-0.320121212121212,-0.245454545454545,0.289734204793028,-0.195397316821465,0.142212141617811,0.195397316821465,0.30202941901369,-0.438627050111308,0.232206535171532,-0.179617224880383,-0.169090909090909,-0.0890909090909091,-0.08,0.0653333333333333,0.0725797101449275,-0.0594993894993895,0.0373873185637892,0.154541734966374,0.1,0.3,0.196296296296296,0.35,0.16,0.3875,0.183809523809524,0.3,0.414381720430108,0.220384615384615,0.499112239575559,0.366666666666667,0.419607843137255,0.366666666666667,0.463793889648883,0.463793889648883,0.601021348795739,0.525164169160913
"FOXC2",-0.512088204030154,-0.489011280953231,-0.487931820683366,-0.419607843137255,-0.22920814479638,-0.206031746031746,-0.220384615384615,-0.220384615384615,-0.222832714763655,-0.2,-0.240360756905225,-0.1,-0.219377447948877,0.0832085561497326,0.0821776283146811,0.186833719725744,0.0556889651229274,-0.342072431633407,-0.289454545454545,-0.320121212121212,-0.245454545454545,0.289734204793028,-0.195397316821465,0.142212141617811,0.195397316821465,0.30202941901369,-0.438627050111308,0.232206535171532,-0.179617224880383,-0.169090909090909,-0.0890909090909091,-0.08,0.0653333333333333,0.0725797101449275,-0.0594993894993895,0.0373873185637892,0.154541734966374,0.1,0.3,0.196296296296296,0.35,0.16,0.3875,0.183809523809524,0.3,0.414381720430108,0.220384615384615,0.499112239575559,0.366666666666667,0.419607843137255,0.366666666666667,0.463793889648883,0.463793889648883,0.601021348795739,0.525164169160913
"Ecadherin",-0.525164169160913,-0.512088204030154,-0.510598487350032,-0.463793889648883,-0.240101999544983,-0.221616161616162,-0.22920814479638,-0.22920814479638,-0.233348178681181,-0.3,-0.246689870829275,-0.1,-0.234733253192322,0.0821776283146811,0.081785471451936,0.188692455785223,0.0517415967018748,-0.357081473224727,-0.320121212121212,-0.342072431633407,-0.289454545454545,0.294017258796753,-0.206297790755115,0.14596490099971,0.206297790755115,0.314615231370669,-0.452128194276068,0.23611984040934,-0.186833719725744,-0.179617224880383,-0.0832085561497326,-0.0890909090909091,0.0725797101449275,0.0786329789100607,-0.0585682908029277,0.043427587020165,0.15649886450971,0.16,0.35,0.214017815283638,0.3875,0.183809523809524,0.414381720430108,0.206031746031746,0.366666666666667,0.429342350351367,0.22920814479638,0.406609805300973,0.419607843137255,0.463793889648883,0.419607843137255,0.487931820683366,0.489011280953231,0.613072630847021,0.536462021635236
"cateninmemb",-0.525164169160913,-0.512088204030154,-0.510598487350032,-0.463793889648883,-0.240101999544983,-0.221616161616162,-0.22920814479638,-0.22920814479638,-0.233348178681181,-0.3,-0.246689870829275,-0.1,-0.234733253192322,0.0821776283146811,0.081785471451936,0.188692455785223,0.0517415967018748,-0.357081473224727,-0.320121212121212,-0.342072431633407,-0.289454545454545,0.294017258796753,-0.206297790755115,0.14596490099971,0.206297790755115,0.314615231370669,-0.452128194276068,0.23611984040934,-0.186833719725744,-0.179617224880383,-0.0832085561497326,-0.0890909090909091,0.0725797101449275,0.0786329789100607,-0.0585682908029277,0.043427587020165,0.15649886450971,0.16,0.35,0.214017815283638,0.3875,0.183809523809524,0.414381720430108,0.206031746031746,0.366666666666667,0.429342350351367,0.22920814479638,0.397495826501624,0.419607843137255,0.463793889648883,0.419607843137255,0.487931820683366,0.489011280953231,0.510197685217931,0.536462021635236
"SUFU",-0.242502810600442,-0.243046288861312,-0.334084373907794,-0.231111111111111,-0.12823962653427,-0.199538019027952,-0.122543424002625,-0.122543424002625,-0.088522547327571,-0.293333333333333,-0.26500993839955,-0.1,-0.229623395750053,-0.156985772847842,-0.154858113273374,-0.0156349206349206,-0.179812292970188,-0.387305707444824,-0.381036036036036,-0.383163695610504,-0.378333333333333,-0.00892187378180793,-0.234249673108058,0.0233524028809317,0.234249673108058,0.234714640198511,-0.116772722227749,0.0517614625599278,0.0116666666666667,0.00712121212121212,0.158135198135198,0.136923076923077,0.103205325140809,0.105283847080763,-0.00744497787840186,0.0978117918400789,0.0312050064807616,0.171428571428571,0.305833333333333,0.248754676439471,0.316944444444444,0.175428571428571,0.326035353535354,0.190813186813187,0.2,0.327965855465855,0.122543424002625,0.050798631835581,0.3125,0.323611111111111,0.22,0.325534188034188,0.234023732470334,0.187715926385474,0.246236825945711
"TWIST1",-0.452738095907947,-0.436045906015145,-0.43412096908939,-0.376984126984127,-0.252163568626315,-0.328121313714534,-0.24291699328385,-0.24291699328385,-0.238711181291826,-0.3,-0.33933860156202,-0.2,-0.272444470270557,-0.071815408085431,-0.0733079453988638,0.069965596946729,-0.121772379667117,-0.399940053270114,-0.356489028213166,-0.381489028213166,-0.325454545454545,0.216850459482038,-0.271121121121121,0.161035151069867,0.271121121121121,0.362031619917966,-0.276788051585747,0.22047178123881,-0.0633618233618234,-0.0659259259259259,0.0797101449275362,0.0666666666666667,0.188784238784239,0.195714931853546,-0.0967131327953045,0.17747563171292,0.188443557293204,0.25,0.355555555555556,0.270564936418595,0.407555555555556,0.273076923076923,0.436322678843227,0.311172161172161,0.266666666666667,0.457504944853079,0.24291699328385,0.446533530304144,0.338095238095238,0.376984126984127,0.338095238095238,0.41172096908939,0.413154339750084,0.50472315941333,0.465676566293226
