"","PAK1","CDC42","TrCP","SUFU","FUS","NOTCHic","NOTCH","Jagged","Csn","KLF4","RKIP","LIV1","AXIN2","Destcompl","RAS","RAF","PI3K","TCFLEF","STAT","MEK","Ecadherin","FOXC2","ZEB2","cfos","ERK","EGR1","Frizzled","DSH","GLI","Wnt","SRC","cateninmemb","CD44","cateninnuc","cMet","SNAI2","DELTA","miR200","SNAI1","TWIST1","Csl","NFB","ZEB1","SMAD","ILK","AKT","IKK","SHH","Patched","SMO","GSK3","HEY1","TGF","TGFR","SOSGRB2"
"PI3K",0,-0.00588235294117647,0,0.1,0.05,0.107692307692308,0.110918114143921,0.0183333333333333,0.0333333333333333,-0.0116228070175439,0.000662572721396247,-0.1,-0.136190476190476,0.140634327967954,-0.0449889106327463,-0.0436190476190476,-0.0436190476190476,-0.0877434511774969,-0.1,0.0152500344400055,0.0850408284298905,0.0215400696864111,0.00792946751708132,-0.0142857142857143,-0.0201680672268908,0,0.0888888888888889,0.1,0.0916982534373839,0.0932367149758454,0.0888888888888889,0.00100220934993567,0.0916982534373839,0.0867125233424453,0.0932367149758454,0.012939078193936,0.0436190476190476,-0.0135068003920463,0.0143397745571659,0.0911312493636086,-0.1,-0.0333333333333333,-0.135922472694224,-0.0676280112044818,-0.0700280112044818,-0.0469079939668175,-0.0392156862745098,-0.0542735042735043,-0.0653846153846154,-0.05,-0.00149110149110149,-0.0801970874112939,0.0146953610712578,0.0138823529411765,-0.0319230769230769
"ILK",0,-0.00588235294117647,0,0.1,0.05,0.107692307692308,0.110918114143921,0.0183333333333333,0.0333333333333333,-0.0116228070175439,0.000662572721396247,-0.1,-0.136190476190476,0.140634327967954,-0.0449889106327463,-0.0436190476190476,-0.0436190476190476,-0.0877434511774969,-0.1,0.0152500344400055,0.0850408284298905,0.0215400696864111,0.00792946751708132,-0.0142857142857143,-0.0201680672268908,0,0.0888888888888889,0.1,0.0916982534373839,0.0932367149758454,0.0888888888888889,0.00100220934993567,0.0916982534373839,0.0867125233424453,0.0932367149758454,0.012939078193936,0.0436190476190476,-0.0135068003920463,0.0143397745571659,0.0911312493636086,-0.1,-0.0333333333333333,-0.135922472694224,-0.0676280112044818,-0.0700280112044818,-0.0469079939668175,-0.0392156862745098,-0.0542735042735043,-0.0653846153846154,-0.05,-0.00149110149110149,-0.0801970874112939,0.0146953610712578,0.0138823529411765,-0.0319230769230769
"RKIP",-0.0333333333333333,-0.0266666666666667,0.1,0.1,0.1,0.115151515151515,0.111305361305361,0.109639016897081,0.1,-0.018077474892396,0.155882352941176,0,0.120030473511486,-0.140451372186505,-0.0632783882783883,-0.0607142857142857,-0.0607142857142857,0.0821126242178874,0.1,0.111658107116654,0.0452413226269713,0.0405246094901267,0.012077474892396,-0.13,-0.126551724137931,-0.08,-0.1,-0.1,-0.08,-0.08,-0.1,-0.0886698463169051,-0.0842105263157895,-0.0808403595868441,-0.0842105263157895,-0.101584484466981,0.0607142857142857,0.00838292028287641,0.0161008384999863,0.00810754604872252,-0.133333333333333,-0.114285714285714,0.0338900047824008,-0.0833999542444617,-0.0883504492939666,-0.0923160173160173,-0.0892857142857143,-0.103803278688525,-0.112,-0.1,-0.0423167848699764,-0.100735578784359,0.0323631508678238,0.0314285714285714,-0.108825396825397
"MEK",-0.0266666666666667,-0.0314285714285714,0.1,0.1,0.1,0.111305361305361,0.110575434298062,0.106360328372491,0.114285714285714,-0.014155906264945,0.153250773993808,0.1,0.118228671709684,-0.141288192270187,-0.0661355311355311,-0.0632783882783883,-0.0632783882783883,0.0808403595868441,0.1,0.0116581071166544,0.0456056213519258,0.0387228076883249,0.012077474892396,-0.126551724137931,-0.111658107116654,-0.13,-0.08,-0.1,-0.0779020979020979,-0.08,-0.0842105263157895,-0.0881820414388564,-0.0821126242178874,-0.0808403595868441,-0.0842105263157895,-0.101584484466981,0.0632783882783883,0.00621573762033771,0.0173828897820376,0.00993904788022435,-0.115151515151515,-0.0892857142857143,0.0362709571633531,-0.0845069653145724,-0.0833999542444617,-0.091139546727782,-0.0923160173160173,-0.100535304832315,-0.103803278688525,-0.112,-0.0415796841328756,-0.0989173969661774,0.033093077875123,0.0323631508678238,-0.10215873015873
"ZEB2",-0.214285714285714,-0.208831168831169,-0.2,-0.2,-0.2,-0.170871794871795,-0.170325346784363,-0.169253157741286,-0.166666666666667,-0.115983226630073,-0.109420289855072,-0.1,-0.0916166793372081,-0.069188248787145,-0.0678069004514401,-0.0671645021645022,-0.0671645021645022,-0.0620577656974988,-0.06,-0.031542023824313,-0.0222646698327598,0.0146526806526807,0.0148929566983223,0.0258771929824561,0.0291029994340691,0.0416666666666667,0.0545454545454545,0.0545454545454545,0.055274694724236,0.0571095571095571,0.06,0.0607178664032597,0.0617056530214425,0.0621876358273689,0.0626315789473684,0.0657991922317802,0.0671645021645022,0.0828360288236498,0.10013199014029,0.123926925077259,0.161538461538462,0.166666666666667,0.171775173448991,0.176454537103799,0.178283805396481,0.179418483904465,0.182222222222222,0.182293316439658,0.18411149825784,0.191428571428571,0.193914391207717,0.196431310624859,0.204900707757851,0.205429808286951,0.212564102564103
"TCFLEF",0.0794871794871795,0.072510435301133,-0.0571428571428571,0.0833333333333333,0.05,-0.00993145225569903,-0.0129214854782904,0.0360712130487542,-0.0662337662337662,-0.0204959256429845,-0.0300362768058043,-0.0333333333333333,0.298968498168498,0.167327358927844,0.0254822270285607,0.0245623847158143,0.0245623847158143,-0.144363475628307,-0.0458333333333333,-0.105043968807035,-0.0896058443323287,-0.169316237904941,0.023242512847776,0.11184668989547,0.107084785133566,0.114285714285714,0.0559803921568627,0.0509803921568627,0.0537295029494518,0.0568350930115636,0.0508333333333333,0.154331645207247,0.0479144492823738,0.143933922363703,0.0516880341880342,0.035931009112113,-0.0245623847158143,-0.000870755750273823,0.0291538215387588,-0.0579896797079679,0.01385302088315,0.0702337662337662,-0.122565745171008,0.0383795888121137,0.0393356117566644,0.064904172965884,0.0605563468789275,-0.0365600821765476,-0.037173579109063,-0.0452380952380952,-0.106059625784528,0.0386301265581882,-0.0709724022504429,-0.0706412764226283,-0.0444237678489175
"SMAD",-0.226190476190476,-0.2219651240778,-0.15,-0.166666666666667,-0.166666666666667,-0.170607553366174,-0.172194854953476,-0.165988549085323,-0.161111111111111,-0.0255477233198384,-0.0743410320514963,0.02,0.0248150809159234,0.0722456450474414,-0.0356245655822765,-0.032992986634908,-0.032992986634908,0.0229612543343887,0.02,0.0247865881305491,0.0431964649068807,-0.00198060601128572,0.0250414156074533,-0.0253456221198157,-0.0276712035151645,-0.0285714285714286,-0.0388888888888889,-0.0333333333333333,-0.0372148435098075,-0.0408119658119658,-0.0255555555555556,-0.036178958459216,-0.0222828282828283,-0.0232652057021698,-0.0255555555555556,0.0737783900167594,0.032992986634908,0.0171242958090462,0.065315180786955,0.0931874992657231,0.180952380952381,0.184920634920635,0.162681910509864,0.0571857822542754,0.157661972730466,0.173861811391223,0.171195144724556,0.145220774643884,0.147079510703364,0.151666666666667,0.0892984264412836,0.197709194136604,0.220289146424169,0.220289146424169,0.182645666962437
"KLF4",-0.00909090909090909,-0.0210909090909091,-0.1,0.2,0.166666666666667,0.0127272727272727,0.0137582005623243,0.106914724455954,-0.2,-0.0407407407407407,-0.0757988043702329,0.166666666666667,0.183538415242186,0.194399073923573,0.176282051282051,0.176282051282051,0.176282051282051,0.111920232664895,0.133333333333333,-0.172112023816087,-0.019242255861846,-0.118704487911989,0.0252373581011352,0.187272727272727,0.181390374331551,0.16,-0.115686274509804,-0.133333333333333,-0.108709530323757,-0.108709530323757,-0.115686274509804,-0.14132128485787,-0.109579095541149,-0.113041029676103,-0.108709530323757,-0.0782367940912896,-0.176282051282051,0.0211599511599512,0.0564210114242339,-0.120501089324619,-0.0127272727272727,0.22,0.0435294117647059,0.0334492753623188,0.032,0.198306878306878,0.205714285714286,-0.121572580645161,-0.13125,-0.15,-0.182756936798355,0.0197249809014515,0.0265543237250554,0.0250909090909091,-0.0640794739851344
"HEY1",-0.00909090909090909,-0.0210909090909091,-0.1,0.2,0.166666666666667,0.0127272727272727,0.0137582005623243,0.106914724455954,-0.2,-0.0407407407407407,-0.0757988043702329,0.166666666666667,0.183538415242186,0.194399073923573,0.176282051282051,0.176282051282051,0.176282051282051,0.111920232664895,0.133333333333333,-0.172112023816087,-0.019242255861846,-0.118704487911989,0.0252373581011352,0.187272727272727,0.181390374331551,0.16,-0.115686274509804,-0.133333333333333,-0.108709530323757,-0.108709530323757,-0.115686274509804,-0.14132128485787,-0.109579095541149,-0.113041029676103,-0.108709530323757,-0.0782367940912896,-0.176282051282051,0.0211599511599512,0.0564210114242339,-0.120501089324619,-0.0127272727272727,0.22,0.0435294117647059,0.0334492753623188,0.032,0.198306878306878,0.205714285714286,-0.121572580645161,-0.13125,-0.15,-0.182756936798355,0.0197249809014515,0.0265543237250554,0.0250909090909091,-0.0640794739851344
"FOXC2",-0.00909090909090909,-0.0210909090909091,-0.1,0.2,0.166666666666667,0.0127272727272727,0.0137582005623243,0.106914724455954,-0.2,-0.0407407407407407,-0.0757988043702329,0.166666666666667,0.183538415242186,0.194399073923573,0.176282051282051,0.176282051282051,0.176282051282051,0.111920232664895,0.133333333333333,-0.172112023816087,-0.019242255861846,-0.118704487911989,0.0252373581011352,0.187272727272727,0.181390374331551,0.16,-0.115686274509804,-0.133333333333333,-0.108709530323757,-0.108709530323757,-0.115686274509804,-0.14132128485787,-0.109579095541149,-0.113041029676103,-0.108709530323757,-0.0782367940912896,-0.176282051282051,0.0211599511599512,0.0564210114242339,-0.120501089324619,-0.0127272727272727,0.22,0.0435294117647059,0.0334492753623188,0.032,0.198306878306878,0.205714285714286,-0.121572580645161,-0.13125,-0.15,-0.182756936798355,0.0197249809014515,0.0265543237250554,0.0250909090909091,-0.0640794739851344
"Ecadherin",-0.0210909090909091,-0.0250909090909091,-0.2,0.166666666666667,0.15,0.0137582005623243,0.0141299477742202,0.108058889215679,-0.22,-0.0407407407407407,-0.073926145194203,0.133333333333333,0.183744600809197,0.195051450438019,0.178237358544621,0.176282051282051,0.176282051282051,0.113041029676103,0.115686274509804,-0.167798298325891,-0.118658029961164,-0.117560323152264,0.0252373581011352,0.181390374331551,0.172112023816087,0.187272727272727,-0.108709530323757,-0.115686274509804,-0.110709530323757,-0.108709530323757,-0.108709530323757,-0.142218720755306,-0.111920232664895,-0.113414512402526,-0.109579095541149,-0.0786582269630536,-0.176282051282051,0.0209737314206588,0.0548387329432212,-0.12217706697825,-0.0127272727272727,0.205714285714286,0.0421076108168386,0.0327228831105029,0.0334492753623188,0.198306878306878,0.198306878306878,-0.120785179070358,-0.121572580645161,-0.13125,-0.18363993900586,0.0230806855994381,0.026373491898654,0.0265543237250554,-0.0614478950377659
"FUS",-0.0533333333333333,-0.0533333333333333,0.1,-0.2,-0.28,-0.00106060606060606,-0.00560606060606061,-0.127374258940524,0.05,-0.00846994535519126,-0.125954835542464,-0.1,-0.22259324883013,-0.208030024635015,-0.218606311176383,-0.225156529516995,-0.225156529516995,-0.0674800269281618,-0.1,-0.028127963990033,0.0290245076011074,-0.0123956442831216,0.0279262417247236,0.0323076923076923,0.0292773892773893,0.04,0.175,0.2,0.160042735042735,0.163888888888889,0.08,0.0699594521535412,0.0659762675296656,0.0693822008412053,0.0688888888888889,0.0228440183601454,0.225156529516995,0.0619784672861499,0.120331565371127,0.0931460949708563,0.00606060606060606,-0.0928571428571429,0.192783612353125,0.0678648233486943,0.0723809523809524,-0.0734725274725275,-0.0888571428571429,0.266868686868687,0.28,0.28,0.224056455715384,0.0784997611084568,0.0447364385662258,0.0479279279279279,0.0370445344129555
"SUFU",-0.0533333333333333,-0.0479279279279279,0.05,-0.28,-0.28,-0.00560606060606061,-0.00243145743145743,-0.12666166986689,0.0928571428571429,-0.0114639573312392,-0.124730345746546,-0.1,-0.221422288642777,-0.208933799223,-0.218289855480181,-0.218606311176383,-0.218606311176383,-0.0693822008412053,-0.08,-0.030255623564501,0.0283036013189241,-0.012643783240938,0.0288924252996028,0.0292773892773893,0.028127963990033,0.0323076923076923,0.163888888888889,0.175,0.160414482254631,0.160042735042735,0.0688888888888889,0.0705051547456285,0.0674800269281618,0.0693310499460646,0.0659762675296656,0.0233054554069483,0.218606311176383,0.0642089505575254,0.121183354127516,0.092939909403846,0.00106060606060606,-0.0888571428571429,0.190851245203366,0.0676338764664772,0.0678648233486943,-0.076828232170514,-0.0734725274725275,0.262621582621583,0.266868686868687,0.28,0.225084733350345,0.0724756647229146,0.0445391999074487,0.0447364385662258,0.0307508281192492
"Jagged",-0.2,-0.3,0,0,-0.1,-0.02,-0.02,-0.133852813852814,0,-0.0666666666666667,-0.143589743589744,0,-0.142857142857143,-0.128046332046332,-0.0624242424242424,-0.0533333333333333,-0.0533333333333333,-0.0817715617715618,0,0.0133333333333333,-0.0266666666666667,-0.0185714285714286,0.0449275362318841,0,0.02,0.1,0.1,0,0.0969230769230769,0.12,0.1,0.0895811231022499,0.0969230769230769,0.0784748584748585,0.12,0.13562091503268,0.0533333333333333,0.0406060606060606,0.141666666666667,0.18,0,0.1,0.215458937198068,0.0928571428571429,0.116666666666667,0.0555555555555556,0.0666666666666667,0.130128205128205,0.0916666666666667,0.0666666666666667,0.145210727969349,0.0166666666666667,0.299111111111111,0.311111111111111,0.26
"DELTA",-0.2,-0.3,0,0,-0.1,-0.02,-0.02,-0.133852813852814,0,-0.0666666666666667,-0.143589743589744,0,-0.142857142857143,-0.128046332046332,-0.0624242424242424,-0.0533333333333333,-0.0533333333333333,-0.0817715617715618,0,0.0133333333333333,-0.0266666666666667,-0.0185714285714286,0.0449275362318841,0,0.02,0.1,0.1,0,0.0969230769230769,0.12,0.1,0.0895811231022499,0.0969230769230769,0.0784748584748585,0.12,0.13562091503268,0.0533333333333333,0.0406060606060606,0.141666666666667,0.18,0,0.1,0.215458937198068,0.0928571428571429,0.116666666666667,0.0555555555555556,0.0666666666666667,0.130128205128205,0.0916666666666667,0.0666666666666667,0.145210727969349,0.0166666666666667,0.299111111111111,0.311111111111111,0.26
"SNAI1",-0.294117647058824,-0.291087344028521,-0.0666666666666667,-0.114285714285714,-0.091705069124424,-0.0971428571428571,-0.1,-0.0910422881831669,-0.0916666666666667,-0.0503158017611825,-0.123852895911658,-0.08,-0.100523978298864,-0.0945104310742278,0.0138778507214662,0.0138778507214662,0.0138778507214662,-0.0707480748074808,-0.0688888888888889,0.0174666265711866,-0.0410564113051505,-0.0321466378231273,0.049771228158583,-0.0268238761974945,-0.0201572095308278,-0.0217391304347826,0.0662573099415205,0.0688888888888889,0.0683922365924323,0.0696719440878619,0.0688888888888889,0.0732781737188566,0.0707480748074808,0.0715740944254467,0.0718591859185919,0.105746271733486,-0.0138778507214662,0.0338620586366698,0.0307105844927293,0.157537838972622,0.0938461538461538,0.0758771929824561,0.193886535713765,0.0812097640177631,0.0815787677078,0.0842105263157895,0.0814327485380117,0.0810922200293742,0.082063093815782,0.083063093815782,0.115228971111397,0.0937504462054687,0.288641548153322,0.289447999766225,0.23230073479046
"PAK1",-0.3,-0.294117647058824,-0.0666666666666667,-0.080952380952381,-0.114285714285714,-0.0938461538461538,-0.0971428571428571,-0.0931599352419905,-0.0666666666666667,-0.052496487119438,-0.125526536079022,-0.1,-0.100990178765065,-0.0944556065128242,0.0138778507214662,0.0175142143578298,0.0175142143578298,-0.0707480748074808,-0.08,0.0201572095308278,-0.0417327900772629,-0.0332902210505733,0.0518622490687921,-0.0217391304347826,-0.0268238761974945,0,0.0688888888888889,0.08,0.0696719440878619,0.0662573099415205,0.0688888888888889,0.0724146158604801,0.0718591859185919,0.0707480748074808,0.0688888888888889,0.105109329058327,-0.0175142143578298,0.0356872267442587,0.130354712606608,0.15825578769057,0.107692307692308,0.0916666666666667,0.193025527103679,0.0815787677078,0.0854497354497355,0.0814327485380117,0.0758771929824561,0.082063093815782,0.083063093815782,0.091705069124424,0.115691017316017,0.0967266366816592,0.289447999766225,0.291087344028521,0.234942244224422
"LIV1",-0.3,-0.294117647058824,-0.0666666666666667,-0.080952380952381,-0.114285714285714,-0.0938461538461538,-0.0971428571428571,-0.0931599352419905,-0.0666666666666667,-0.052496487119438,-0.125526536079022,-0.1,-0.100990178765065,-0.0944556065128242,0.0138778507214662,0.0175142143578298,0.0175142143578298,-0.0707480748074808,-0.08,0.0201572095308278,-0.0417327900772629,-0.0332902210505733,0.0518622490687921,-0.0217391304347826,-0.0268238761974945,0,0.0688888888888889,0.08,0.0696719440878619,0.0662573099415205,0.0688888888888889,0.0724146158604801,0.0718591859185919,0.0707480748074808,0.0688888888888889,0.105109329058327,-0.0175142143578298,0.0356872267442587,0.130354712606608,0.15825578769057,0.107692307692308,0.0916666666666667,0.193025527103679,0.0815787677078,0.0854497354497355,0.0814327485380117,0.0758771929824561,0.082063093815782,0.083063093815782,0.091705069124424,0.115691017316017,0.0967266366816592,0.289447999766225,0.291087344028521,0.234942244224422
"NOTCH",-0.3,-0.311111111111111,0,-0.1,-0.0666666666666667,-0.02,-0.116774193548387,-0.115334295334295,-0.1,-0.0449275362318841,-0.140141467727675,0,-0.133423180592992,-0.124308014289323,-0.0435836627140975,-0.0624242424242424,-0.0624242424242424,-0.0784748584748585,-0.1,0.0419047619047619,-0.0234408602150538,-0.0246938775510204,0.0523349436392915,0.02,-0.0133333333333333,0,0.12,0.1,0.0817715617715618,0.0969230769230769,0.12,0.0880104424739776,0.0817715617715618,0.0796993482707768,0.0969230769230769,0.135091814503579,0.0624242424242424,0.0291774891774892,0.130897435897436,0.171525423728814,0.02,0.0666666666666667,0.200644122383253,0.0861904761904762,0.0928571428571429,0.0666666666666667,0.0555555555555556,0.106598793363499,0.130128205128205,0.0916666666666667,0.13611981887844,0.0036231884057971,0.292659498207885,0.299111111111111,0.275789473684211
"NOTCHic",-0.311111111111111,-0.299111111111111,-0.1,-0.0666666666666667,-0.0916666666666667,-0.116774193548387,-0.100984719864177,-0.110698533744891,-0.0666666666666667,-0.0484989648033126,-0.127465411389646,-0.1,-0.127867625037436,-0.123974680955989,-0.0361945001525211,-0.0435836627140975,-0.0435836627140975,-0.0796993482707768,-0.12,0.0504761904761905,-0.0248191144263861,-0.023080974325214,0.0530756843800322,-0.0133333333333333,-0.0419047619047619,0.02,0.0969230769230769,0.12,0.0763952176855403,0.0817715617715618,0.0969230769230769,0.0869962436910162,0.0784748584748585,0.0789359894921509,0.0817715617715618,0.13449061209877,0.0435836627140975,0.0320676625878938,0.129310134310134,0.164607184735103,0.02,0.0555555555555556,0.189533011272142,0.0840322028091812,0.0861904761904762,0.0503875968992248,0.0666666666666667,0.0969213740086605,0.106598793363499,0.130128205128205,0.134466926316456,-0.000992196209587512,0.288200899481771,0.292659498207885,0.257607655502392
"CDC42",-0.214285714285714,-0.3,-0.1,-0.0666666666666667,-0.080952380952381,-0.107692307692308,-0.0938461538461538,-0.0913194444444445,-0.0666666666666667,-0.0508571428571429,-0.129393939393939,-0.1,-0.100361247947455,-0.0950571102722227,0.0175142143578298,0.012636165577342,0.012636165577342,-0.0718591859185919,-0.1,0.0268238761974945,-0.0400026862710345,-0.0319109107057457,0.0547561397440332,0,-0.0217391304347826,0.02,0.08,0.1,0.0662573099415205,0.0688888888888889,0.08,0.0724146158604801,0.0688888888888889,0.0707480748074808,0.0688888888888889,0.10673681549594,-0.012636165577342,0.0326415414650709,0.131548030029043,0.157168831168831,0.1,0.0666666666666667,0.191417810061878,0.0854497354497355,0.0854497354497355,0.0758771929824561,0.0916666666666667,0.083063093815782,0.091705069124424,0.114285714285714,0.117145562770563,0.0967266366816592,0.291087344028521,0.294117647058824,0.245833333333333
"GLI",-0.211666666666667,-0.208218390804598,-0.05,-0.180952380952381,-0.218452380952381,-0.0770490716180371,-0.080858595427561,-0.107250863874684,-0.0388888888888889,-0.0577777777777778,-0.162227911115697,-0.1,-0.102623792270531,-0.0692020810085412,-0.114559199803582,-0.110400783961998,-0.110400783961998,-0.0721474798838536,-0.08,-0.0714669584559087,-0.03970410082519,-0.0451800610595115,0.0569243898276156,0.0692857142857143,0.0653896103896104,0.0942857142857143,0.150322580645161,0.16,0.050622956114498,0.146793168880455,0.0703225806451613,0.07229137536615,0.0737708565072303,0.0717290698420126,0.0703225806451613,0.112960788541968,0.110400783961998,0.0394195896982275,0.149296187683284,0.165257432625854,0.0895490716180371,0.0757309941520468,0.222075610172384,0.0970874479829704,0.101411772307295,0.0676952798663325,0.0614452798663325,0.188001916166077,0.189236484067311,0.197399749373434,0.205055566479503,0.111707482293221,0.205155127763532,0.206331598351768,0.250914837375014
"STAT",-0.259090909090909,-0.246590909090909,-0.1,-0.1,-0.125,-0.0796502384737679,-0.070912374396098,-0.0914383904751919,-0.05,-0.149742523271935,-0.132903796653797,-0.1,-0.194996767937944,-0.194045226353041,-0.12793885720282,-0.133162737799835,-0.133162737799835,-0.146722021406564,-0.185714285714286,0.0646046805819102,-0.125407712800918,0.0189420586230402,0.0574861036399498,-0.04,-0.0635294117647059,0,0.160714285714286,0.185714285714286,0.142876241405653,0.147077922077922,0.160714285714286,0.161286060230404,0.14451381951382,0.146841210917887,0.147077922077922,0.0946370719689042,0.133162737799835,0.0292366076869227,0.139044423586273,0.244790483546106,0.0823529411764706,0.03,0.185063654294424,0.0845549447498473,0.0880032206119163,0.0392009685230024,0.0442857142857143,0.112565342663099,0.12406976744186,0.145,0.201390743213173,0.100666666666667,0.235314529736727,0.238696172248804,0.322167487684729
"Destcompl",-0.158163265306122,-0.151956368754398,-0.1,-0.211111111111111,-0.207662835249042,-0.114884449667058,-0.114283247262249,-0.21318256696355,-0.0857142857142857,-0.0798908552544037,-0.189915175335788,-0.188888888888889,-0.218850071900254,-0.00325448660623843,0.0371472475748728,0.0371472475748728,0.0371472475748728,-0.165525957946731,-0.174603174603175,-0.0672738978528561,0.00371667233974655,-0.0311117763019274,0.0890287872780935,0.0641958041958042,0.0647422522832359,0.0702564102564102,0.165014133507284,0.174603174603175,0.162971480262368,0.162043836477581,0.165014133507284,0.178625068230674,0.164019108631662,0.16588291868105,0.162526571318229,0.111832728551625,-0.0371472475748728,0.0973755004954183,0.172528661454485,0.169876190543531,0.114884449667058,0.0857142857142857,0.181386980015565,0.105217209690894,0.106269841269841,0.0926917329601893,0.092020592020592,0.188691516632701,0.193140259379316,0.201948549534756,-0.0846695527047269,0.11770366385751,0.147582503055669,0.148272158228083,0.153230160149345
"ZEB1",-0.21455938697318,-0.216008662335499,-0.2,-0.108333333333333,-0.120833333333333,-0.141666666666667,-0.134228650137741,-0.119654719436656,-0.2,-0.135006268399656,-0.125446674537584,0.166666666666667,0.181367140758394,0.201628951662363,0.12959948569493,0.127237280970521,0.127237280970521,0.146397729351078,0.143589743589744,-0.108176384210072,0.0683053711054638,-0.0322119185162663,0.134553636239411,0.120666666666667,0.11478431372549,0.116666666666667,-0.149941927990708,-0.152380952380952,-0.156742086594991,-0.155711158759939,-0.1411507191995,-0.164811552003108,-0.147727516585121,-0.147082660857927,-0.147033072140676,-0.0546720343654081,-0.127237280970521,-0.0504095459455713,0.109223091440941,0.00700301594362131,0.141666666666667,0.205263157894737,0.0706554996580572,0.188196296386766,0.189157834848304,0.195052385061013,0.203623813632442,0.126895842452154,0.127963458110517,0.129924242424242,-0.0809172494901703,0.204082515066971,0.214713646547498,0.215501048122301,0.142456140350877
"AXIN2",-0.205833333333333,-0.207067901234568,-0.133333333333333,-0.2,-0.238461538461538,-0.176428571428571,-0.17507722007722,-0.260050208311078,-0.144444444444444,-0.131098646104557,-0.248306156209382,-0.233333333333333,0.195997467979642,0.17520905476961,0.0966162987108141,0.0924168236451973,0.0924168236451973,-0.218850071900254,-0.24,-0.122531512907781,-0.0065547090806481,-0.0639230090752339,0.136624920751227,0.136260162601626,0.12597978876985,0.153333333333333,0.233023255813954,0.24,0.219371119617901,0.224402566158781,0.233023255813954,0.213868780676876,0.219670704960043,0.219498580330864,0.224402566158781,0.163195428960355,-0.0924168236451973,0.139357779487531,0.229237112477355,0.227408199943697,0.18,0.140096618357488,0.235051209991111,0.149850471589602,0.154612376351507,0.141980676328502,0.138647342995169,0.242411577493545,0.247985347985348,0.247985347985348,-0.162099601009212,0.16624584596187,0.199897715189415,0.203528078225718,0.217905280009067
