"","KLF4","PAK1","SOSGRB2","CDC42","TGFR","SNAI2","MEK","TWIST1","ERK","DSH","Csl","TrCP","SUFU","FUS","NOTCHic","cateninnuc","cateninmemb","Patched","GSK3","Ecadherin","NFB","HEY1","IKK","AKT","ILK","SMAD","Csn","SHH","GLI","TCFLEF","RKIP","Wnt","CD44","cMet","Frizzled","NOTCH","Jagged","SMO","SRC","Destcompl","RAS","SNAI1","RAF","PI3K","DELTA","AXIN2","cfos","STAT","EGR1","LIV1","FOXC2","TGF","ZEB2","ZEB1","miR200"
"NFB",-0.227747252747253,-0.144444444444444,-0.11827509951349,-0.13989898989899,-0.12149898989899,-0.139663685127316,-0.0273968253968254,0.0175303454715219,-0.0385079365079365,0.188888888888889,0.222510822510822,0.1,0.12,0.18,0.23997113997114,0.190658023549173,0.223069702268023,0.187662835249042,0.101690368455074,-0.14889233051918,-0.185714285714286,-0.120761462479729,-0.21003861003861,-0.198927498927499,-0.134144664466447,-0.134516411678343,-0.0857142857142857,-0.186458015971934,-0.19499087678863,-0.190422729431526,-0.05835084769511,-0.207350427350427,-0.195486020570766,-0.207350427350427,-0.196581196581197,-0.238035656100172,-0.16260444690171,-0.191111111111111,-0.196581196581197,-0.0329671342159975,0.0537819071611092,-0.0378333933640846,0.0493042952208107,0.0493042952208107,0.0493042952208107,-0.253115501519757,0.0762857142857143,-0.188888888888889,0.0642857142857143,-0.2,0.122976837239785,0.115802787367344,0.232469622331691,0.232469622331691,0.237428150902471
"IKK",-0.245054945054945,-0.2,-0.119327731092437,-0.144444444444444,-0.13989898989899,-0.139053929029755,-0.0385079365079365,0.0280065359477124,-0.0762857142857143,0.2,0.227272727272727,0,0.1,0.12,0.222510822510822,0.190422729431526,0.225920811032543,0.191111111111111,0.111886446886447,-0.152263117036034,-0.0857142857142857,-0.131475748194014,-0.185714285714286,-0.21003861003861,-0.143055555555556,-0.134144664466447,-0.1,-0.187662835249042,-0.207350427350427,-0.195486020570766,-0.0634790528233151,-0.196581196581197,-0.207350427350427,-0.196581196581197,-0.188888888888889,-0.23997113997114,-0.173395813808185,-0.18,-0.188888888888889,-0.0314721176047018,0.0493042952208107,-0.0397512015832627,0.0493042952208107,0.0493042952208107,0.0493042952208107,-0.255952380952381,0.0642857142857143,-0.2,0.05,-0.1,0.127359307359307,0.12149898989899,0.233619047619048,0.233619047619048,0.242564102564103
"SUFU",-0.244984075564718,-0.155,-0.129818427186848,-0.160405405405405,-0.155086256469235,0.18952657180844,-0.141302009313748,-0.000110345932151309,-0.138323285909493,-0.0625,0.0292424242424242,-0.05,0.0533333333333333,0.0408333333333333,0.0360606060606061,0.0463592293167221,0.0435773914301009,0.0398232323232323,0.0123488081018999,0.0502452712382121,0.0157142857142857,-0.066013696448479,0.00802197802197802,0.0154045283575485,-0.0712596006144393,-0.0710286537322222,0.0357142857142857,-0.0417537342537343,0.0493164776157341,-0.0456942676798934,0.0271112981274984,0.0511752136752137,-0.0446073111581543,-0.0423516720604099,0.0569444444444444,-0.0344733044733045,-0.105343318756306,-0.0408333333333333,-0.0355555555555555,-0.00993329958316691,0.0329093510704035,0.0429725983386083,0.033225806766606,0.033225806766606,0.033225806766606,-0.203099227478022,0.141771561771562,-0.03,0.156923076923077,-0.05,0.0709518673469847,0.152127676587578,0.25431483549411,0.25431483549411,0.266503738981493
"FUS",-0.245582877959927,-0.146666666666667,-0.13191632928475,-0.155,-0.160405405405405,0.186955708261967,-0.138323285909493,-0.000316531499161618,-0.141771561771562,-0.05,0.0242424242424242,-0.1,0.133333333333333,0.0533333333333333,0.0292424242424242,0.0456942676798934,0.0433045401340572,0.0408333333333333,0.013120016328121,0.0473616461094788,0.0357142857142857,-0.066013696448479,0.0157142857142857,0.00802197802197802,-0.0719047619047619,-0.0712596006144393,0.05,-0.0398232323232323,0.0511752136752137,-0.0446073111581543,0.0226215022091311,0.0569444444444444,-0.0423516720604099,-0.0355555555555555,0.0625,-0.0360606060606061,-0.104155670300249,-0.0408333333333333,-0.03,-0.00913585141729769,0.033225806766606,0.0424615250847752,0.0354092128801431,0.0354092128801431,0.0354092128801431,-0.200523115065844,0.156923076923077,-0.05,0.18,-0.1,0.0731851179673321,0.155086256469235,0.25479792728155,0.25479792728155,0.266503738981493
"Patched",-0.238888888888889,-0.166666666666667,-0.133333333333333,-0.166666666666667,-0.146666666666667,0.184980842911877,-0.156923076923077,-0.0111111111111111,-0.18,0,0,0,0,0.1,0.0333333333333333,0.0423516720604099,0.0367741935483871,0.0533333333333333,0.00659340659340659,0.04792071197411,0.1,-0.058974358974359,0.05,0.0357142857142857,-0.0666666666666667,-0.0766666666666667,0,-0.0408333333333333,0.0625,-0.0355555555555555,0.0257142857142857,0.05,-0.03,-0.05,0,-0.0242424242424242,-0.0946031746031746,-0.133333333333333,-0.1,-0.00783216783216783,0.0447115384615385,0.0467741935483871,0.0384615384615385,0.0384615384615385,0.0384615384615385,-0.200865800865801,0.2,-0.1,0.1,-0.1,0.075,0.155,0.258333333333333,0.258333333333333,0.266666666666667
"GSK3",-0.264826143901569,-0.0605797101449275,-0.0165520204884924,-0.0481987577639752,-0.0527283744887138,-0.0153428836677925,-0.00889729336710761,-0.00718736586088381,-0.0174200206398349,0.0618421052631579,0.112675070028011,0.0866666666666667,0.0409090909090909,0.0456709956709957,0.107779965132906,0.0454756877391594,0.0411079062706859,0.054734918093319,-0.0182293859059574,0.00031557734552184,-0.0929166666666667,-0.0201260049301525,-0.0917672413793103,-0.0960407456528146,-0.0319296412322949,-0.0299806157450385,-0.111666666666667,-0.0504286979976253,-0.0513097162069065,-0.0460020035286331,-0.0269197469197469,-0.051781414320114,-0.0517900712045013,-0.0517900712045013,-0.0511278195488722,-0.110637107990049,-0.0422115438537673,-0.0553484150258344,-0.0511278195488722,-0.00104027970404975,0.0174671567756817,-0.00661105493764746,0.0151562324059338,0.0151562324059338,0.0151562324059338,-0.106472267608968,0.012156862745098,-0.0618421052631579,0.012156862745098,-0.025,0.0531238569671862,0.0491386308989702,0.263016858950429,0.263016858950429,0.267577889090199
"Wnt",-0.272549019607843,-0.1,-0.0424242424242424,-0.0666666666666667,-0.0866666666666667,-0.019051724137931,-0.012156862745098,-0.000588235294117645,-0.0533333333333333,0,0.1,0.1,0,0,0.0857142857142857,0.0517900712045013,0.0499152542372881,0.0409090909090909,0.0863636363636364,-0.00461672473867596,-0.0666666666666667,-0.0256410256410256,-0.0866666666666667,-0.111666666666667,-0.0367521367521367,-0.0344265553567879,-0.1,-0.0456709956709957,-0.0618421052631579,-0.0511278195488722,-0.03,-0.025,-0.0618421052631579,-0.025,0.1,-0.110714285714286,-0.0497303921568627,-0.05,0,0.00196298198913433,0.0165413533834586,-0.00243271221532091,0.0165413533834586,0.0165413533834586,0.0165413533834586,-0.102424242424242,0.0333333333333333,-0.1,0,0,0.0613765182186235,0.0605797101449275,0.265231946437111,0.265231946437111,0.271212121212121
"Frizzled",-0.263025210084034,-0.0666666666666667,-0.0515151515151515,-0.0866666666666667,-0.0605797101449275,-0.0143198629391929,-0.012156862745098,-0.01296918767507,-0.012156862745098,-0.1,0.0857142857142857,0.1,0,0.05,0.110714285714286,0.0517900712045013,0.0470581113801453,0.0456709956709957,0.0724242424242424,0.00260938248743127,-0.0866666666666667,-0.0235133660665576,-0.111666666666667,-0.0929166666666667,-0.0344265553567879,-0.0390994525530496,-0.0666666666666667,-0.0553484150258344,-0.0511278195488722,-0.0517900712045013,-0.0228571428571429,-0.0618421052631579,-0.0511278195488722,-0.0618421052631579,-0.025,-0.112675070028011,-0.0426596850861557,-0.0409090909090909,-0.025,-0.00466831774561368,0.0204783612574744,-0.00719461697722567,0.0165413533834586,0.0165413533834586,0.0165413533834586,-0.104749823819591,0.0533333333333333,0,0.0333333333333333,-0.1,0.054399774032577,0.0481987577639752,0.268202243466814,0.268202243466814,0.271212121212121
"AKT",-0.300939046333783,-0.129411764705882,-0.0502991452991453,-0.0974117647058824,-0.0787125777140124,-0.0525669249098703,-0.0286967495028723,-0.00585305718539222,-0.0223676355788217,0.0333333333333333,0.130769230769231,-0.0333333333333333,0.05,0.05,0.137220843672457,0.0669130191285491,0.0740978693537979,0.0743589743589743,0.0832231687070397,-0.0102784937074539,-0.0294117647058824,-0.0451955992291292,-0.0114630467571644,-0.110452945747063,-0.0566917967186875,-0.0489476889745797,0,-0.0754116059379217,-0.0720661671742556,-0.0735284037439337,-0.0118342654787668,-0.0703901895206243,-0.0720851047748616,-0.0703901895206243,-0.0811594202898551,-0.132342794891969,-0.0633594748460555,-0.0576923076923077,-0.0811594202898551,-0.0108907881827899,0.0457429676006999,0.000461207366241687,0.0517670639862421,0.0517670639862421,0.0517670639862421,-0.129725287949115,0.0207282913165266,-0.0333333333333333,0.0619047619047619,0,0.0920821566110398,0.0820358405538916,0.299288179009484,0.299288179009484,0.304851237228286
"ILK",-0.294956140350877,-0.1,-0.0880769230769231,-0.129411764705882,-0.0974117647058824,-0.054878482698815,-0.0223676355788217,-0.010440213148695,-0.0207282913165266,0,0.1,0,0,0.05,0.130769230769231,0.0735284037439337,0.0778695309236247,0.0576923076923077,0.0727392977392977,-0.00997546340442356,0,-0.0384286819358961,-0.0294117647058824,-0.0114630467571644,-0.0494917967186875,-0.0566917967186875,0.0333333333333333,-0.0743589743589743,-0.0703901895206243,-0.0720851047748616,-0.00997091144149968,-0.0811594202898551,-0.0703901895206243,-0.0811594202898551,-0.0333333333333333,-0.137220843672457,-0.0593859649122807,-0.05,-0.0333333333333333,-0.0101463713093408,0.0517670639862421,0.00873188405797101,0.0449177489177489,0.0449177489177489,0.0449177489177489,-0.12647619047619,0.0619047619047619,0,0.0333333333333333,-0.1,0.0905783972125435,0.0787125777140124,0.301342973530032,0.301342973530032,0.304851237228286
"GLI",-0.309093951093951,-0.225,-0.336365934950006,-0.19051724137931,-0.178567555844719,-0.161021610921709,-0.226689985888881,0.00364283424555071,-0.236082251082251,-0.08,0.124420866489832,0.0833333333333333,-0.0190476190476191,0.00595238095238094,0.124420866489832,0.010637086604526,0.0232851259358526,0.0258234872896527,0.00921768757024705,-0.0414429923027504,-0.133625730994152,-0.0908066231071325,-0.123421649361499,-0.120296649361499,-0.0987376122838054,-0.0927916663378594,-0.138888888888889,-0.0196506477834799,-0.0302717106059994,-0.0150005056122965,-0.0392460998121375,0.0650474383301708,-0.0218186874304783,-0.0261290322580645,0.0638709677419355,-0.12251610458507,-0.10831625584441,-0.0217418546365915,-0.0261290322580645,0.0391309116754794,0.145134882839024,-0.0136453365897429,0.144144783829123,0.144144783829123,0.144144783829123,-0.00268417874396135,0.237380952380952,-0.01,0.245714285714286,0.05,0.0750798718610251,0.175979320550602,0.303730926779314,0.303730926779314,0.323244650086755
"Csn",-0.313330460389284,-0.0931818181818182,-0.0488343133863715,-0.0618385345997286,-0.0438898166510107,-0.0614324851488624,-0.0617884199134199,0.0167679601059685,-0.0565800865800866,0.0333333333333333,0.124242424242424,-0.02,0.0428571428571429,0.0428571428571429,0.130735930735931,0.0687633027463252,0.0430297459733782,0.0659265465717079,0.07638882280966,-0.0145218348877903,-0.138333333333333,-0.0457225913621262,-0.121666666666667,-0.119266666666667,-0.0529192546583851,-0.0449501029874339,-0.105,-0.0675658908340029,-0.0758565053770268,-0.0755582516338778,-0.0543158607582493,-0.0745464617089046,-0.0758797950422379,-0.0745464617089046,-0.0781609195402299,-0.127851315351315,-0.0593646720634137,-0.0519480519480519,-0.0781609195402299,-0.0110897752332376,0.0222916861312991,-0.0380975940782992,0.0274740277819709,0.0274740277819709,0.0274740277819709,-0.109457625118036,0.0578787878787879,-0.0333333333333333,0.103333333333333,0,0.0482573290778844,0.0446058071044713,0.309707196029777,0.309707196029777,0.321275219646099
"miR200",-0.308350586611456,0.0333333333333333,0.0440973565441651,0.0352941176470588,0.0336812144212524,0.13078131129918,0.000940012368583799,0.0944690891930156,0.000259740259740261,0.1,0.00916256157635468,0,0.02,0.02,0.00571428571428572,0.0902763118858126,0.0932363276788677,0.0162025316455696,0.00310918541435358,0.0103899552756559,0.0147368421052632,0.0034180790960452,0.017593984962406,0.017593984962406,0.00281874795149131,0.00375918682296467,0.02,-0.0151155751238305,-0.0895768456895217,-0.0899732815827823,-0.00169442009932807,-0.091774647887324,-0.0891796307891315,-0.0914268218003674,-0.096,-0.00401937046004843,-0.0126434907695996,-0.02,-0.0956521739130435,-0.0708552322663169,-0.0815773520656835,-0.00137492137492137,-0.08132797550708,-0.08132797550708,-0.08132797550708,-0.135765762357007,0.00428571428571428,-0.1,0.0142857142857143,-0.1,-0.0188648208160403,-0.0307742376770663,0.311375448028674,0.311375448028674,0.246667548578652
"SRC",-0.458850129198966,-0.333333333333333,-0.384285714285714,-0.345833333333333,-0.326785714285714,-0.198747457921222,-0.237449971412236,-0.149166350890489,-0.224242424242424,-0.2,-0.08,-0.1,0.0333333333333333,0.0333333333333333,-0.0466666666666667,-0.0846340121669453,-0.0632483909594372,0.0518518518518519,-0.0754112554112554,0.0223191296720708,0.0166666666666667,-0.119256868586561,-0.00641025641025641,-0.00641025641025641,-0.105263157894737,-0.106164058795638,0.05,-0.066557734204793,0.0921311475409836,0.0799360255897641,0.0523297491039427,0.12,0.0921311475409836,0.12,0.15,0.035952380952381,-0.0547147729945895,-0.0333333333333333,0.15,0.0429009396400701,0.027431638032389,0.152117991431205,0.0410680016687526,0.0410680016687526,0.0410680016687526,0.142241489226061,0.224242424242424,0.3,0.233333333333333,0.2,0.304346405228758,0.314058441558442,0.362406409104522,0.362406409104522,0.378565363782755
"SNAI1",-0.374718101366485,-0.142016806722689,-0.177791892396787,-0.134441049146932,-0.128430120185183,-0.162830533710563,-0.142470850916413,-0.0338932878715487,-0.147403586342422,0.0211111111111111,0.0669230769230769,0.0833333333333333,0.0642857142857143,0.0868663594470046,0.0691208791208791,0.00996950449726095,0.0199438079891136,0.0880391989531774,-0.0548747589044619,-0.0380616118180614,-0.0655701754385965,-0.0552750935456641,-0.0674220272904483,-0.0604775828460039,-0.0602935654548558,-0.0594325568447697,-0.0708333333333333,-0.0843498785648279,-0.0133213229563259,-0.0100727569495067,-0.0177662031442747,-0.0222792754243332,-0.0139348259150239,-0.0228237148039128,-0.0237426900584795,-0.0646310832025118,-0.0729677763743534,-0.0930391989531774,-0.0238138138138138,0.0200401700135539,0.0569583973967292,-0.0781101098802481,0.0538385287596191,0.0538385287596191,0.0538385287596191,0.000463232278456747,0.160736919675755,-0.0211111111111111,0.155652173913043,-0.01,0.124198545130112,0.129438184701312,0.37570315060631,0.37570315060631,0.393961112228469
"PAK1",-0.380014051522248,-0.171428571428571,-0.181188118811881,-0.142016806722689,-0.134441049146932,-0.160785612490315,-0.147403586342422,-0.0266112365894975,-0.160736919675755,0.01,0.0653846153846154,0.0333333333333333,0.0476190476190476,0.0642857142857143,0.0669230769230769,0.0100727569495067,0.0218436352775419,0.0930391989531774,-0.0500562770562771,-0.0379575535454288,-0.0708333333333333,-0.0612274744980451,-0.0655701754385965,-0.0674220272904483,-0.0654548557774364,-0.0602935654548558,-0.0833333333333333,-0.0880391989531774,-0.0222792754243332,-0.0139348259150239,-0.0215318935208438,-0.0237426900584795,-0.0228237148039128,-0.0238138138138138,-0.0211111111111111,-0.0691208791208791,-0.0804971881390593,-0.0868663594470046,-0.0211111111111111,0.0202046436977645,0.0538385287596191,0.0197546588030259,0.0524748923959828,0.0524748923959828,0.0524748923959828,-0.00396567215044768,0.155652173913043,-0.01,0.16,0.05,0.123309091508765,0.128430120185183,0.376072154296347,0.376072154296347,0.394057173707816
"LIV1",-0.380014051522248,-0.171428571428571,-0.181188118811881,-0.142016806722689,-0.134441049146932,-0.160785612490315,-0.147403586342422,-0.0266112365894975,-0.160736919675755,0.01,0.0653846153846154,0.0333333333333333,0.0476190476190476,0.0642857142857143,0.0669230769230769,0.0100727569495067,0.0218436352775419,0.0930391989531774,-0.0500562770562771,-0.0379575535454288,-0.0708333333333333,-0.0612274744980451,-0.0655701754385965,-0.0674220272904483,-0.0654548557774364,-0.0602935654548558,-0.0833333333333333,-0.0880391989531774,-0.0222792754243332,-0.0139348259150239,-0.0215318935208438,-0.0237426900584795,-0.0228237148039128,-0.0238138138138138,-0.0211111111111111,-0.0691208791208791,-0.0804971881390593,-0.0868663594470046,-0.0211111111111111,0.0202046436977645,0.0538385287596191,0.0197546588030259,0.0524748923959828,0.0524748923959828,0.0524748923959828,-0.00396567215044768,0.155652173913043,-0.01,0.16,0.05,0.123309091508765,0.128430120185183,0.376072154296347,0.376072154296347,0.394057173707816
"EGR1",-0.380014051522248,-0.171428571428571,-0.181188118811881,-0.142016806722689,-0.134441049146932,-0.160785612490315,-0.147403586342422,-0.0266112365894975,-0.160736919675755,0.01,0.0653846153846154,0.0333333333333333,0.0476190476190476,0.0642857142857143,0.0669230769230769,0.0100727569495067,0.0218436352775419,0.0930391989531774,-0.0500562770562771,-0.0379575535454288,-0.0708333333333333,-0.0612274744980451,-0.0655701754385965,-0.0674220272904483,-0.0654548557774364,-0.0602935654548558,-0.0833333333333333,-0.0880391989531774,-0.0222792754243332,-0.0139348259150239,-0.0215318935208438,-0.0237426900584795,-0.0228237148039128,-0.0238138138138138,-0.0211111111111111,-0.0691208791208791,-0.0804971881390593,-0.0868663594470046,-0.0211111111111111,0.0202046436977645,0.0538385287596191,0.0197546588030259,0.0524748923959828,0.0524748923959828,0.0524748923959828,-0.00396567215044768,0.155652173913043,-0.01,0.16,0.05,0.123309091508765,0.128430120185183,0.376072154296347,0.376072154296347,0.394057173707816
"STAT",-0.489799960388196,-0.277272727272727,-0.336945812807882,-0.246022727272727,-0.222338516746411,-0.178498518712422,-0.197141049968374,-0.159499795556767,-0.191764705882353,-0.157142857142857,0.00784313725490196,0,0,0,0.0213566507684155,-0.0903549575483265,-0.0745794129126214,0.0455813953488372,-0.11593012906097,0.0340363245382374,-0.09,-0.084,-0.0757142857142857,-0.0740193704600484,-0.0821256038647343,-0.0752290521405964,-0.05,-0.0553159086231735,0.0813980137509549,0.0828460183349773,0.0124646074646075,0.0889610389610389,0.0812687312687313,0.0889610389610389,0.107142857142857,-0.0281527672732698,-0.0404061091112431,-0.02,0.107142857142857,0.0852416022621339,0.10606165821019,0.043214853948966,0.109046732837055,0.109046732837055,0.109046732837055,0.133004642416407,0.18,0.157142857142857,0.2,0.3,0.189348329925017,0.210261222060421,0.378007889546351,0.378007889546351,0.398602406399466
"Jagged",-0.383333333333333,-0.2,-0.22,-0.2,-0.188888888888889,-0.0844394167923579,-0.186666666666667,-0.014,-0.22,0,-0.1,0,0,0,-0.08,0.0981951381951382,0.115514907627584,0.0583333333333333,0.00344827586206897,-0.108140350877193,0,-0.166666666666667,-0.0333333333333333,-0.0666666666666667,-0.0666666666666667,-0.0714285714285714,0,-0.0814102564102564,-0.0984615384615385,-0.101491841491841,-0.00512820512820512,-0.06,-0.0984615384615385,-0.06,0,0.0371428571428572,-0.0892640692640693,-0.0333333333333333,0,-0.0521544401544402,0.00424242424242424,0.0333333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,-0.0828571428571429,0.2,0,0.1,0,0.145714285714286,0.144888888888889,0.378985507246377,0.378985507246377,0.400606060606061
"cfos",-0.386571428571429,-0.214285714285714,-0.2,-0.171428571428571,-0.142016806722689,-0.159338957879104,-0.160736919675755,-0.0304155844155844,-0.155652173913043,-0.05,0.05,0,0.0333333333333333,0.0476190476190476,0.0653846153846154,0.0139348259150239,0.0277044411383478,0.0868663594470046,-0.0511471861471861,-0.0378883493931796,-0.0833333333333333,-0.0744627686156921,-0.0708333333333333,-0.0655701754385965,-0.0751322751322751,-0.0654548557774364,-0.0333333333333333,-0.0930391989531774,-0.0237426900584795,-0.0228237148039128,-0.0154545454545454,-0.0211111111111111,-0.0238138138138138,-0.0211111111111111,-0.01,-0.0669230769230769,-0.0847916666666667,-0.0642857142857143,-0.01,0.0158437414421254,0.0524748923959828,0.0147427256288016,0.0573529411764706,0.0573529411764706,0.0573529411764706,-0.000821018062397368,0.16,0.05,0.32,0.1,0.130205643232903,0.134441049146932,0.379609131788309,0.379609131788309,0.400148544266191
"CDC42",-0.386571428571429,-0.114285714285714,-0.2,-0.171428571428571,-0.142016806722689,-0.159338957879104,-0.160736919675755,-0.0304155844155844,-0.155652173913043,-0.05,0.05,0,0.0333333333333333,0.0476190476190476,0.0653846153846154,0.0139348259150239,0.0277044411383478,0.0868663594470046,-0.0511471861471861,-0.0378883493931796,-0.0833333333333333,-0.0744627686156921,-0.0708333333333333,-0.0655701754385965,-0.0751322751322751,-0.0654548557774364,-0.0333333333333333,-0.0930391989531774,-0.0237426900584795,-0.0228237148039128,-0.0154545454545454,-0.0211111111111111,-0.0238138138138138,-0.0211111111111111,-0.01,-0.0669230769230769,-0.0847916666666667,-0.0642857142857143,-0.01,0.0158437414421254,0.0524748923959828,0.0147427256288016,0.0573529411764706,0.0573529411764706,0.0573529411764706,-0.000821018062397368,0.16,0.05,0.22,0.1,0.130205643232903,0.134441049146932,0.379609131788309,0.379609131788309,0.400148544266191
"NOTCH",-0.378985507246377,-0.2,-0.204210526315789,-0.188888888888889,-0.144888888888889,-0.07650290885585,-0.17952380952381,-0.0123050847457627,-0.186666666666667,0,-0.08,0,0,0.0333333333333333,-0.0371428571428572,0.0945216688073831,0.109755745323919,0.0814102564102564,-0.00336990595611285,-0.0968500282965478,-0.0333333333333333,-0.171014492753623,-0.0666666666666667,-0.0555555555555556,-0.0714285714285714,-0.0714285714285714,0,-0.0990573152337858,-0.101491841491841,-0.0981951381951382,-0.00857648099027409,-0.0984615384615385,-0.101491841491841,-0.0984615384615385,-0.06,-0.0725345622119816,-0.092967772967773,-0.0583333333333333,-0.06,-0.0549581784721972,0.00569169960474308,0.0256410256410257,0.00424242424242424,0.00424242424242424,0.00424242424242424,-0.0998382749326145,0.22,0,0.2,0,0.12734693877551,0.122308243727599,0.382689210950081,0.382689210950081,0.397748917748918
"SMAD",-0.424356647410889,-0.254761904761905,-0.239847678201715,-0.230818242790074,-0.226907628264934,-0.20522062387795,-0.176107866252277,-0.0900709071871784,-0.188607866252277,-0.00952380952380954,-0.0428571428571429,-0.05,-0.0666666666666667,-0.0541666666666667,-0.0417077175697865,-0.0107506684727838,0.00530084878086823,-0.0209097859327217,0.0521760389429562,-0.0752000591502388,0.00873015873015873,0.0101602567340493,0.0106909430438842,0.00402427637721755,0.0227186512118019,-0.0734718249786743,-0.00555555555555556,0.0212815331446176,-0.0121219507910155,0.00750852054978482,0.0498890455027355,-0.00564713064713064,0.00058857482386895,0.00749766573295986,0.00396825396825398,0.0337712096332786,0.0414098589582461,0.0291666666666667,0.0173015873015873,0.0322686576049105,0.156655380760357,0.0915177242112726,0.156326433391936,0.156326433391936,0.156326433391936,0.0444574613649156,0.174654377880184,0.0228571428571429,0.171428571428571,0.08,0.215719352497983,0.21615065615338,0.419057936641769,0.419057936641769,0.43603341040086
"TGFR",-0.450689677091279,-0.304444444444444,-0.130653021442495,-0.285396825396825,-0.36218253968254,-0.0868631841011304,-0.15348210709422,-0.229905100830368,-0.143893065998329,-0.0857142857142857,-0.193333333333333,-0.233333333333333,-0.113333333333333,-0.0966666666666667,-0.176091954022989,-0.0285886087027653,-0.0158488690808109,-0.0644468390804598,0.130849809640617,-0.0272593595193162,0.151190476190476,0.025861023701608,0.151190476190476,0.151190476190476,0.0454740957966764,0.0493886865440074,0.208333333333333,0.0559722628092733,0.0203764890009564,0.0246027805362463,0.159307359307359,0.0300539083557952,0.03512909632572,0.0443396226415094,0.0357142857142857,0.173933680641694,0.0774108343471858,0.0863218390804598,0.05,0.0431620230876194,0.0120509607351713,0.208682449221468,0.0202380952380952,0.0202380952380952,0.0202380952380952,0.0721187107810856,0.146115288220551,0.1,0.161904761904762,0.1,0.358798651984052,0.360054880108072,0.453249711396596,0.453249711396596,0.468786294968164
"ZEB2",-0.565141079624808,-0.27012987012987,-0.266959706959707,-0.253766233766234,-0.239480519480519,-0.164461907798544,-0.141838861512554,-0.138921173941676,-0.134521788341822,-0.122727272727273,-0.102564102564103,-0.1,-0.1,-0.1,-0.0932307692307692,-0.0842037463127159,-0.0763435627640049,-0.0743554006968641,-0.00559923689612035,0.0250583514276671,0.0416666666666667,0.042683284457478,0.0483333333333333,0.0492679127725857,0.053796625909302,0.0568454063971069,0.0666666666666667,0.0689008552423186,0.0752796133530079,0.0801777722867419,0.0802737520128824,0.0817016317016317,0.0822904483430799,0.0887719298245614,0.0893939393939394,0.0904985287936107,0.0905066317269529,0.0914285714285714,0.0966666666666667,0.0989341322995408,0.106316452997395,0.10960698744666,0.10995670995671,0.10995670995671,0.10995670995671,0.1256646312055,0.128070175438597,0.13,0.133333333333333,0.15,0.227850815850816,0.234189514189514,0.465982458847516,0.465982458847516,0.488276999221268
