"","Ecadherin","SNAI2","TGFR","CDC42","FOXC2","PAK1","ZEB2","ZEB1","cateninnuc","Wnt","TWIST1","STAT","SNAI1","KLF4","cateninmemb","miR200","SOSGRB2","TrCP","Csn","RAS","RAF","DELTA","ILK","FUS","SHH","Patched","SMO","AKT","cfos","IKK","NFB","SMAD","EGR1","PI3K","MEK","ERK","SUFU","HEY1","NOTCHic","Csl","NOTCH","RKIP","Destcompl","Jagged","LIV1","GSK3","SRC","Frizzled","DSH","cMet","CD44","GLI","TCFLEF","AXIN2","TGF"
"ERK",-0.184142726165255,-0.401365326444818,0.0717225562712977,0.0688028482421006,0.0830435475263061,0.080952380952381,0.0393640949113785,0.0393640949113785,-0.143445678751372,-0.136689976689977,0.0340975611735178,-0.13859649122807,0.155139124567948,0.0344989044965689,-0.100219236252083,0.0165074520521209,0.116378486669749,-0.0857142857142857,-0.0857142857142857,-0.107628828816948,-0.103778443778444,-0.103778443778444,-0.0989264707654893,-0.076,0.0708085102418254,0.0737070609664631,0.0743606557377049,0.0876489044324986,0.0509831254585473,0.0885663356251592,0.0826839826839827,0.0977106652943647,0.0403448275862069,0.103778443778444,-0.0437429655349531,-0.042350207874786,0.08,0.111833604023731,0.119472093194721,0.12020202020202,0.120857134745967,-0.193416638023044,0.0181213548235598,0.142485781106478,0.133333333333333,-0.136229242012186,0.127058029689609,0.131794871794872,0.143333333333333,0.131953134584714,0.138823363592347,0.14345689398321,0.14309845652915,0.175321252094948,-0.0717225562712977
"IKK",0.340392473550946,0.438353776822754,0.215151515151515,0.183333333333333,0.20040404040404,0.15,0.0433383458646617,0.0433383458646617,0.208782917718768,0.183333333333333,0.280522875816993,0.15,0.0612736782584111,0.0373626373626374,0.151555520829264,0.0245819397993311,0.0974789915966387,0,-0.1,-0.0371880405238448,-0.0385964912280702,-0.0385964912280702,-0.10625,-0.12,0.15455938697318,0.151111111111111,0.14,0.0282496782496783,0.0142857142857143,0.030952380952381,0.114285714285714,0.113180693069307,0,0.0385964912280702,-0.00526984126984127,0.0102857142857143,0.1,0.10061919504644,-0.113852813852814,-0.109090909090909,-0.115440115440115,-0.0549180327868852,-0.141322675277036,-0.0480927835051546,-0.1,-0.239908424908425,-0.183333333333333,-0.183333333333333,-0.15,-0.183333333333333,-0.191025641025641,-0.191025641025641,-0.199500217296827,-0.228333333333333,-0.220751515151515
"NFB",0.345689423791716,0.447703370318689,0.220751515151515,0.215151515151515,0.203192885025554,0.183333333333333,0.0437214876271138,0.0437214876271138,0.212939780463866,0.191025641025641,0.285284780578898,0.183333333333333,0.0599038152447124,0.046978021978022,0.152505890417437,0.0242798249957057,0.111163202122954,-0.1,-0.114285714285714,-0.0317154037079244,-0.0371880405238448,-0.0371880405238448,-0.113180693069307,-0.14,0.161788302635831,0.15455938697318,0.151111111111111,0.0304719004719005,0.0102857142857143,0.0282496782496783,0.030952380952381,0.118013406823954,0.0142857142857143,0.0371880405238448,-0.00461624649859944,-0.00526984126984127,0.12,0.105976337903582,-0.115440115440115,-0.113852813852814,-0.117375599311083,-0.053635981504834,-0.1423193530179,-0.0509704813468813,-0.15,-0.243437836673131,-0.183333333333333,-0.183333333333333,-0.183333333333333,-0.191025641025641,-0.199500217296827,-0.198890809564967,-0.208782917718768,-0.237553191489362,-0.224548983505946
"CD44",0.104816523721637,-0.214416694416694,0.125833333333333,0.113333333333333,0.11375,0.133333333333333,0.103174603174603,0.103174603174603,0.105295169946333,0.1,0.134212454212454,-0.1,0.0593833067517278,0.00793650793650794,0.0690476190476191,0.0827228809837506,0.319047619047619,-0.1,-0.2,0.22,0.228571428571429,0.228571428571429,-0.161111111111111,-0.1,0.17,0.17,0.15,0.273333333333333,0.1,0.266666666666667,0.2,0.159070294784581,0.1,-0.228571428571429,0.15,0.14,0.1,0.183040935672515,0.242857142857143,0.2,0.24812030075188,-0.206296296296296,-0.0839299356106079,0.118601398601399,0.1,-0.0738095238095238,0,-0.1,0,0,-0.12,-0.12,-0.108372093023256,-0.14,-0.120277777777778
"miR200",0.0227516700444258,0.131137795145902,0.0383380771663504,0.0399509803921569,0.0291826872314677,0.0458333333333333,0.105940860215054,0.105940860215054,0.0947608661249372,0.0910422535211268,0.103378952336008,0.08,0.0167297517297517,0.109506556245687,0.0187547892720306,0.00455933797806979,0.0116408768536428,0,-0.02,0.0805503653800821,0.0793034825870647,0.0793034825870647,-0.00635857096034087,-0.02,0.0214786277747202,0.0171308016877637,0.0133333333333333,0.0137664917009505,-0.00571428571428572,0.0118796992481203,0.0147368421052632,0.00416421359356971,0.0142857142857143,-0.0793034825870647,0.00359307359307359,-0.00116883116883117,0.02,0.00502824858757062,-0.00571428571428572,-0.00226600985221675,-0.007409200968523,-0.00894480412390565,-0.0643000167311626,-0.0174231758970671,-0.1,0.00241387471904289,-0.0843478260869565,-0.084,-0.08,-0.0913900796080833,-0.0947608661249372,-0.0943389568178301,-0.0947608661249372,-0.134173571960094,-0.040082263212862
"cMet",0.105579882500263,-0.216606475438592,0.120277777777778,0.125833333333333,0.122610759493671,0.113333333333333,0.106204906204906,0.106204906204906,0.102470311189271,0.12,0.133088858706836,0,0.054298560989016,0.00317460317460317,0.06940349093374,0.0858478809837505,0.339047619047619,-0.2,-0.2,0.22188679245283,0.22,0.22,-0.159070294784581,-0.15,0.173125,0.17,0.17,0.285833333333333,0.14,0.273333333333333,0.266666666666667,0.164524840239126,0.1,-0.22,0.155454545454545,0.15,0.1,0.181080151358789,0.24812030075188,0.242857142857143,0.250247960326348,-0.221111111111111,-0.0758218275024998,0.122949224688355,0.1,-0.0818740399385561,0,-0.1,-0.1,-0.12,-0.108372093023256,-0.106363636363636,-0.105295169946333,-0.138412698412698,-0.130916075650118
"cateninnuc",0.186740679548115,0.284087373072125,0.177527346217001,0.17178021978022,0.179405250487218,0.154857142857143,0.106499152632013,0.106499152632013,0.00813764198851995,0.100494938851103,0.133564716815913,0.101864801864802,-0.0251945128335916,0.119223925540652,-0.0265976848885229,0.0658941578740645,0.0439874969150684,0.0333333333333333,0.0208333333333333,0.0031016781016781,0.00141817641817642,0.00141817641817642,-0.0513939393939394,-0.0733333333333333,0.0739051150673305,0.0710728710586159,0.0716939890710383,0.00815625,0.0717046238785369,0.0105,0.0125,0.0550774318905288,0.063768115942029,-0.00141817641817642,0.0599812468027037,0.0641096871696762,0.0333333333333333,0.0396798393051814,-0.00379932553759909,-0.00263653483992467,-0.00516296190123545,0.0139696573071263,0.00385057824805427,-0.0641683312318125,-0.0787878787878788,0.00960405915493214,-0.101864801864802,-0.100494938851103,-0.101864801864802,-0.101864801864802,-0.101467976467976,-0.100494938851103,-0.105127423816744,-0.236024770889785,-0.178400708662416
"TGF",0.226338000563354,0.273918260561532,-0.0244444444444445,-0.0577777777777778,0.0734316770186335,-0.08,0.108811686660657,0.108811686660657,0.187028678041588,0.171428571428571,0.0655555555555556,0.1,0.0612523839796567,0.0960844139333842,0.107025271944937,0.0916579588993382,-0.155263157894737,0.2,0.233333333333333,-0.0785714285714286,-0.0803571428571428,-0.0803571428571428,0.128787878787879,0.113333333333333,-0.0929669540229885,-0.0960919540229885,-0.113333333333333,-0.228070175438596,-0.080952380952381,-0.233333333333333,-0.233333333333333,-0.127174975562072,-0.0666666666666667,0.0803571428571428,-0.0868003341687552,-0.0756892230576441,-0.133333333333333,-0.158478401031593,-0.273333333333333,-0.253333333333333,-0.269885057471264,-0.0372294372294372,-0.0681644207727342,-0.182026264113893,0,-0.112018140589569,-0.166666666666667,-0.171428571428571,-0.1,-0.166666666666667,-0.164779874213836,-0.169541778975741,-0.177937768950679,-0.202601410934744,-0.0880555555555556
"AXIN2",0.0463889485710396,-0.139693457198012,0.0879427510105976,0.0861728395061729,0.110017336293683,0.08,0.142588129329132,0.142588129329132,-0.0951867225530267,-0.0956589147286822,0.00553610814597968,-0.0933333333333333,0.112297460744128,0.137292518163111,0.114043011425163,0.105470960272237,0.0653491436100132,0.133333333333333,0.144444444444444,-0.152051854127979,-0.152051854127979,-0.152051854127979,-0.00225442834138486,0.0923076923076923,-0.0985274425028524,-0.0988553113553114,-0.0970695970695971,-0.146666666666667,-0.115772357723577,-0.144444444444444,-0.140096618357488,0.00304807913503566,-0.113333333333333,0.152051854127979,-0.121334716730989,-0.118576096041334,-0.1,0.00123818399680469,-0.028452380952381,-0.0266666666666667,-0.0298037323037323,-0.0971805703257316,-0.136047101627186,0.0977880873533047,0.1,-0.136777572414872,0.0956589147286822,0.0956589147286822,0.0933333333333333,0.0956589147286822,0.0972362017949282,0.0969167763639023,0.0961811021466281,0.47942533858115,-0.0889328500204986
"FOXC2",0.366072152218614,0.329951334412556,0.211757575757576,0.205090909090909,0.22961338531514,0.209090909090909,0.146945304437565,0.146945304437565,0.236024770889785,0.221659826721386,0.263045751633987,0.166666666666667,0.119856397427757,0.155555555555556,0.0576455173101515,0.103374033374033,-0.0139651229273871,-0.1,-0.1,0.105026395173454,0.102820512820513,0.102820512820513,-0.0626666666666667,-0.166666666666667,0.224260752688172,0.214583333333333,0.183333333333333,0.106984126984127,0.0309090909090909,0.0847619047619048,0.08,0.0612173913043478,0.04,-0.102820512820513,0.0598963559181873,0.0485561497326203,0.2,0.0418792971734148,-0.0996172248803828,-0.0890909090909091,-0.0985862970453312,-0.113698206555349,-0.0929336514127832,-0.197933760392531,-0.166666666666667,-0.0903696781887252,-0.196078431372549,-0.196078431372549,-0.166666666666667,-0.221659826721386,-0.231225044112691,-0.230280516376559,-0.234903973878577,-0.289516905932172,-0.224928307464893
"Ecadherin",0.27220652417577,0.334707505393893,0.224928307464893,0.211757575757576,0.238080204537108,0.205090909090909,0.153106441878323,0.153106441878323,0.238732520656358,0.230280516376559,0.268446124073466,0.196078431372549,0.122388042997377,0.158087201125176,0.0599532096178438,0.106912208420588,-0.0139651229273871,-0.1,-0.08,0.104188406346638,0.105026395173454,0.105026395173454,-0.0612173913043478,-0.183333333333333,0.227410358987385,0.224260752688172,0.214583333333333,0.113477633477633,0.0485561497326203,0.106984126984127,0.0847619047619048,0.0638808295610064,0.0309090909090909,-0.105026395173454,0.0595041990554422,0.0598963559181873,0.166666666666667,0.0398658743546229,-0.0985862970453312,-0.0996172248803828,-0.0989580442572272,-0.123061502435499,-0.0927472581229416,-0.200908588767817,-0.166666666666667,-0.0886036737737141,-0.221659826721386,-0.221659826721386,-0.196078431372549,-0.231225044112691,-0.234903973878577,-0.233613849709892,-0.236024770889785,-0.297558143045574,-0.233427403305761
"cateninmemb",0.297658898251946,0.334707505393893,0.224928307464893,0.211757575757576,0.238080204537108,0.205090909090909,0.153106441878323,0.153106441878323,0.238732520656358,0.230280516376559,0.268446124073466,0.196078431372549,0.122388042997377,0.158087201125176,-0.0320336106378148,0.106912208420588,-0.0139651229273871,-0.1,-0.08,0.104188406346638,0.105026395173454,0.105026395173454,-0.0612173913043478,-0.183333333333333,0.227410358987385,0.224260752688172,0.214583333333333,0.113477633477633,0.0485561497326203,0.106984126984127,0.0847619047619048,0.0638808295610064,0.0309090909090909,-0.105026395173454,0.0595041990554422,0.0598963559181873,0.166666666666667,0.0398658743546229,-0.0985862970453312,-0.0996172248803828,-0.0989580442572272,-0.123061502435499,-0.0927472581229416,-0.200908588767817,-0.166666666666667,-0.0886036737737141,-0.221659826721386,-0.221659826721386,-0.196078431372549,-0.231225044112691,-0.234903973878577,-0.233613849709892,-0.236024770889785,-0.297558143045574,-0.233427403305761
"SRC",0.342687095040036,0.180228389501241,0.169444444444444,0.136111111111111,0.152586367880486,0.111111111111111,0.163499550763702,0.163499550763702,0.25880761789244,0.25,0.195497031703928,0.1,0.0226670628074452,0.0579457364341085,0.127850621164496,0.0732367149758454,0.172857142857143,-0.1,-0.15,0.294057723669739,0.297088026700042,0.297088026700042,-0.0697368421052632,-0.0833333333333333,0.120326797385621,0.114444444444444,0.103333333333333,0.206410256410256,0.127272727272727,0.206410256410256,0.183333333333333,0.0760431484115695,0.1,-0.297088026700042,0.117838765008576,0.127272727272727,0.0333333333333333,0.0875041377027474,0.115238095238095,0.12,0.115238095238095,-0.123818833496253,-0.0545054945054945,-0.0411420842154787,0,-0.0289177489177489,-0.25,-0.25,-0.2,-0.25,-0.245081967213115,-0.245081967213115,-0.248740503798481,-0.29056483488461,-0.176717171717172
"SNAI2",0.540331803882108,0.589164067458295,0.264863894275659,0.25546218487395,0.280113543650696,0.241176470588235,0.188083490664988,0.188083490664988,0.301284851120108,0.274463142491312,0.308254540869663,0.229090909090909,0.172635616125131,0.198076923076923,0.153102180106444,0.136420734073231,-0.041683569979716,-0.1,-0.133333333333333,0.154985752149986,0.149506300095191,0.149506300095191,-0.0737089201877934,-0.22,0.279670628814906,0.264177671068427,0.237647058823529,0.152444259797812,0.0490196078431373,0.136781609195402,0.133333333333333,0.075144326886358,0.0666666666666667,-0.149506300095191,0.0643614202437732,0.0549019607843137,0.2,0.0456148282097649,-0.147368421052632,-0.13859649122807,-0.149965823650034,-0.166141025641026,-0.140497862806989,-0.260674596533066,-0.22,-0.136866388812708,-0.250519480519481,-0.250519480519481,-0.229090909090909,-0.274463142491312,-0.289516905932172,-0.288901645165108,-0.297558143045574,-0.341869910983734,-0.276665136511684
"SNAI1",0.353400240771166,0.426280274106803,0.298176140799092,0.296536796536797,0.27203200796254,0.29047619047619,0.217929070645515,0.217929070645515,0.268985542076672,0.252778966386155,0.234711505885419,0.236296296296296,0.0226554718546144,0.22543772996661,0.15638697942816,0.108928570481763,0.126647310957511,-0.0583333333333333,-0.0833333333333333,0.164649840787722,0.160216343250777,0.160216343250777,-0.0572828127666837,-0.0970814132104455,0.114277146160224,0.10631598111168,0.09831598111168,0.0934576023391813,0.0690935887988209,0.0885964912280702,0.0885964912280702,0.0571598115366714,0.0843478260869565,-0.160216343250777,0.074923185211377,0.0690935887988209,0.080952380952381,0.0538395193159723,-0.0142490842490842,-0.012051282051282,-0.0162899005756149,-0.0952655801013368,-0.15880368712237,-0.0672990371506476,-0.24,-0.0407600563627791,-0.241701701701702,-0.241559454191033,-0.236296296296296,-0.253582889820514,-0.263212519450143,-0.262102549567142,-0.267488381519109,-0.310969611607217,-0.301805173057156
"TrCP",0.3506426965464,0.419609137666977,0.296536796536797,0.29047619047619,0.270380165522895,0.257142857142857,0.219528086635675,0.219528086635675,0.267488381519109,0.241559454191033,0.229685864859778,0.24,0.119986432708707,0.225126203486859,0.156007013970474,0.109601000837191,0.128534103410341,-0.0333333333333333,-0.0583333333333333,0.160216343250777,0.153398161432595,0.153398161432595,-0.0514763611537805,-0.080952380952381,0.10631598111168,0.09831598111168,0.0970814132104455,0.0885964912280702,0.0843478260869565,0.0885964912280702,0.0833333333333333,0.0572828127666837,0.08,-0.153398161432595,0.0690935887988209,0.0690935887988209,0.0476190476190476,0.0484823764588294,-0.012051282051282,-0.0166666666666667,-0.0142490842490842,-0.0986128604360649,-0.158255441508335,-0.0632990371506476,-0.2,-0.0393739177489177,-0.236296296296296,-0.236296296296296,-0.24,-0.241701701701702,-0.253582889820514,-0.252778966386155,-0.263212519450143,-0.300713201350807,-0.298176140799092
"PAK1",0.3506426965464,0.419609137666977,0.296536796536797,0.29047619047619,0.270380165522895,0.257142857142857,0.219528086635675,0.219528086635675,0.267488381519109,0.241559454191033,0.229685864859778,0.24,0.119986432708707,0.225126203486859,0.156007013970474,0.109601000837191,0.128534103410341,-0.0333333333333333,-0.0583333333333333,0.160216343250777,0.153398161432595,0.153398161432595,-0.0514763611537805,-0.080952380952381,0.10631598111168,0.09831598111168,0.0970814132104455,0.0885964912280702,0.0843478260869565,0.0885964912280702,0.0833333333333333,0.0572828127666837,0.08,-0.153398161432595,0.0690935887988209,0.0690935887988209,0.0476190476190476,0.0484823764588294,-0.012051282051282,-0.0166666666666667,-0.0142490842490842,-0.0986128604360649,-0.158255441508335,-0.0632990371506476,-0.2,-0.0393739177489177,-0.236296296296296,-0.236296296296296,-0.24,-0.241701701701702,-0.253582889820514,-0.252778966386155,-0.263212519450143,-0.300713201350807,-0.298176140799092
"LIV1",0.3506426965464,0.419609137666977,0.296536796536797,0.29047619047619,0.270380165522895,0.257142857142857,0.219528086635675,0.219528086635675,0.267488381519109,0.241559454191033,0.229685864859778,0.24,0.119986432708707,0.225126203486859,0.156007013970474,0.109601000837191,0.128534103410341,-0.0333333333333333,-0.0583333333333333,0.160216343250777,0.153398161432595,0.153398161432595,-0.0514763611537805,-0.080952380952381,0.10631598111168,0.09831598111168,0.0970814132104455,0.0885964912280702,0.0843478260869565,0.0885964912280702,0.0833333333333333,0.0572828127666837,0.08,-0.153398161432595,0.0690935887988209,0.0690935887988209,0.0476190476190476,0.0484823764588294,-0.012051282051282,-0.0166666666666667,-0.0142490842490842,-0.0986128604360649,-0.158255441508335,-0.0632990371506476,-0.2,-0.0393739177489177,-0.236296296296296,-0.236296296296296,-0.24,-0.241701701701702,-0.253582889820514,-0.252778966386155,-0.263212519450143,-0.300713201350807,-0.298176140799092
"EGR1",0.3506426965464,0.419609137666977,0.296536796536797,0.29047619047619,0.270380165522895,0.257142857142857,0.219528086635675,0.219528086635675,0.267488381519109,0.241559454191033,0.229685864859778,0.24,0.119986432708707,0.225126203486859,0.156007013970474,0.109601000837191,0.128534103410341,-0.0333333333333333,-0.0583333333333333,0.160216343250777,0.153398161432595,0.153398161432595,-0.0514763611537805,-0.080952380952381,0.10631598111168,0.09831598111168,0.0970814132104455,0.0885964912280702,0.0843478260869565,0.0885964912280702,0.0833333333333333,0.0572828127666837,0.08,-0.153398161432595,0.0690935887988209,0.0690935887988209,0.0476190476190476,0.0484823764588294,-0.012051282051282,-0.0166666666666667,-0.0142490842490842,-0.0986128604360649,-0.158255441508335,-0.0632990371506476,-0.2,-0.0393739177489177,-0.236296296296296,-0.236296296296296,-0.24,-0.241701701701702,-0.253582889820514,-0.252778966386155,-0.263212519450143,-0.300713201350807,-0.298176140799092
"cfos",0.345590793432213,0.409844219041299,0.29047619047619,0.257142857142857,0.269690510350482,0.214285714285714,0.220492716860756,0.220492716860756,0.263212519450143,0.236296296296296,0.224251082251082,0.2,0.121657077100115,0.213650793650794,0.155091263054723,0.111123843476785,0.109722222222222,0,-0.0333333333333333,0.153398161432595,0.152178649237473,0.152178649237473,-0.0417989417989418,-0.0476190476190476,0.09831598111168,0.0970814132104455,0.080952380952381,0.0885964912280702,0.08,0.0833333333333333,0.0583333333333333,0.0514763611537805,0.12,-0.152178649237473,0.0690935887988209,0.0843478260869565,0.0333333333333333,0.0411294352823588,-0.0166666666666667,-0.0166666666666667,-0.012051282051282,-0.101375291375291,-0.15645093023014,-0.0596180555555556,-0.1,-0.0361011904761905,-0.24,-0.24,-0.2,-0.236296296296296,-0.241701701701702,-0.241559454191033,-0.253582889820514,-0.289392446633826,-0.296536796536797
"CDC42",0.345590793432213,0.409844219041299,0.29047619047619,0.257142857142857,0.269690510350482,0.314285714285714,0.220492716860756,0.220492716860756,0.263212519450143,0.236296296296296,0.224251082251082,0.2,0.121657077100115,0.213650793650794,0.155091263054723,0.111123843476785,0.109722222222222,0,-0.0333333333333333,0.153398161432595,0.152178649237473,0.152178649237473,-0.0417989417989418,-0.0476190476190476,0.09831598111168,0.0970814132104455,0.080952380952381,0.0885964912280702,0.08,0.0833333333333333,0.0583333333333333,0.0514763611537805,0.02,-0.152178649237473,0.0690935887988209,0.0843478260869565,0.0333333333333333,0.0411294352823588,-0.0166666666666667,-0.0166666666666667,-0.012051282051282,-0.101375291375291,-0.15645093023014,-0.0596180555555556,-0.1,-0.0361011904761905,-0.24,-0.24,-0.2,-0.236296296296296,-0.241701701701702,-0.241559454191033,-0.253582889820514,-0.289392446633826,-0.296536796536797
"Wnt",0.286158255591772,0.147068965517241,0.286666666666667,0.266666666666667,0.303481781376518,0.3,0.234768053562889,0.234768053562889,0.0751331972314893,0.05,0.157647058823529,-0.1,0.202691511387164,0.227450980392157,0.123474576271186,0.127676767676768,0.121212121212121,0.1,0.1,-0.159398496240602,-0.159398496240602,-0.159398496240602,-0.0299145299145299,0,0.0329004329004329,0.00909090909090909,0,-0.113333333333333,-0.133333333333333,-0.113333333333333,-0.133333333333333,0.0229377857284834,-0.1,0.159398496240602,-0.0956862745098039,-0.113333333333333,0,0.021025641025641,-0.114285714285714,-0.1,-0.130952380952381,-0.148333333333333,-0.0628699076884758,-0.028578431372549,0,-0.147570532915361,0,-0.1,0,-0.05,-0.0763157894736842,-0.0763157894736842,-0.0691729323308271,-0.0121212121212121,-0.308405797101449
"FUS",0.220716472758557,0.344825534398741,0.381621621621622,0.36,0.297214156079855,0.36,0.242067865931857,0.242067865931857,0.137479636371074,0.227777777777778,0.14933214705312,0.05,0.162210532417471,0.239526411657559,-0.00780036365241082,0.135377091054494,0.194939271255061,-0.1,-0.1,0.0473655584285725,0.0521690518783542,0.0521690518783542,-0.0922222222222222,-0.213333333333333,0.27469696969697,0.271666666666667,0.238333333333333,0.157054945054945,-0.0215384615384615,0.126285714285714,0.114285714285714,0.0954480286738351,-0.06,-0.0521690518783542,0.00542078611044129,-0.000326340326340321,0.133333333333333,0.090922121356904,0.00924242424242424,0.0242424242424242,0.0160606060606061,-0.156093928980527,-0.00986540647718715,-0.0921307452030344,0,-0.0156903037865469,-0.11,-0.2,-0.15,-0.137777777777778,-0.132923408845739,-0.222008547008547,-0.133675288544987,-0.270206455213951,-0.401834387579068
"PI3K",0.194191931995255,0.0504322390741709,0.208647058823529,0.192647058823529,0.218576074332172,0.175,0.244018371553305,0.244018371553305,0.0450222234949005,0.0463768115942029,0.038440303657695,0,0.205080515297907,0.232236842105263,0.0997239091984196,0.134565862434715,0.116538461538462,0.2,0.233333333333333,-0.139568997212833,-0.138199134199134,-0.138199134199134,-0.013093237294918,0,0.0153846153846154,0.0153846153846154,0,-0.193061840120664,-0.119047619047619,-0.205882352941176,-0.2,0.017093237294918,-0.133333333333333,0.138199134199134,-0.106318593010975,-0.10140056022409,0,0.00628258164329197,-0.115384615384615,-0.1,-0.112158808933002,-0.179541047188106,-0.0378316756089653,-0.0144736842105263,0.1,-0.135521885521886,-0.0333333333333333,-0.0333333333333333,0,-0.0463768115942029,-0.0356075808249721,-0.0356075808249721,-0.040692326587684,0.0133333333333333,-0.222468197034912
"ILK",0.194191931995255,0.0504322390741709,0.208647058823529,0.192647058823529,0.218576074332172,0.175,0.244018371553305,0.244018371553305,0.0450222234949005,0.0463768115942029,0.038440303657695,0,0.205080515297907,0.232236842105263,0.0997239091984196,0.134565862434715,0.116538461538462,0.2,0.233333333333333,-0.139568997212833,-0.138199134199134,-0.138199134199134,-0.013093237294918,0,0.0153846153846154,0.0153846153846154,0,-0.193061840120664,-0.119047619047619,-0.205882352941176,-0.2,0.017093237294918,-0.133333333333333,0.138199134199134,-0.106318593010975,-0.10140056022409,0,0.00628258164329197,-0.115384615384615,-0.1,-0.112158808933002,-0.179541047188106,-0.0378316756089653,-0.0144736842105263,0.1,-0.135521885521886,-0.0333333333333333,-0.0333333333333333,0,-0.0463768115942029,-0.0356075808249721,-0.0356075808249721,-0.040692326587684,0.0133333333333333,-0.222468197034912
"ZEB1",0.358281589885809,0.379286047185856,0.36397583780022,0.354331167749459,0.339987416801881,0.329693486590038,0.28955948011773,0.28955948011773,0.31926957410053,0.301847136603234,0.322136724492521,0.271794871794872,0.194594380427951,0.293142010293794,0.0859996913912793,0.168204579207117,0.120389863547758,0.0666666666666667,0.0666666666666667,0.121374525122061,0.116807595988202,0.116807595988202,0.0658772939573162,0.0291666666666667,0.00682967946156139,0.000779857397504449,-0.0109848484848485,-0.0359591601955709,-0.0713333333333333,-0.0459591601955709,-0.0508771929824561,-0.0610696016496239,-0.0833333333333333,-0.116807595988202,-0.0703071607497625,-0.0725098039215686,-0.0416666666666667,-0.0856823314854403,-0.154044117647059,-0.152083333333333,-0.154044117647059,-0.165730027548209,-0.133808707781311,-0.210424387046944,-0.233333333333333,-0.114689997362075,-0.283989993746091,-0.288385598141696,-0.276190476190476,-0.29771548394217,-0.308132150608836,-0.311812772342066,-0.315844916566283,-0.34534281715722,-0.37145615276085
