"","HEY1","ILK","SMAD","SHH","Patched","Jagged","Csn","NFB","FUS","MEK","Csl","EGR1","CDC42","TGFR","TGF","LIV1","STAT","AXIN2","SRC","Destcompl","Frizzled","CD44","Wnt","SOSGRB2","Ecadherin","GLI","cateninmemb","cateninnuc","TCFLEF","cMet","SNAI2","RAS","RAF","PI3K","DELTA","DSH","GSK3","ZEB2","PAK1","TrCP","TWIST1","KLF4","ERK","cfos","NOTCHic","NOTCH","SUFU","AKT","SMO","IKK","SNAI1","RKIP","FOXC2","miR200","ZEB1"
"MEK",-0.0977904480343505,-0.0980185309930223,-0.0910074608823212,-0.100378442087217,-0.0958032786885246,-0.100872554204125,0.0142857142857143,0.0142857142857143,-0.1,-0.0687319638053314,0.0111111111111111,0.03,0.0695238095238095,0.0629817534490432,0.0702810235220359,0,0,0.000264821783809126,-0.00526315789473684,-0.288602882437071,0,0.0020794994479205,0.00384615384615385,-0.0497142857142857,0.128585315143212,0.00734265734265734,0.115892336279711,-0.00404654353732902,-0.00386066993138106,0.001417004048583,0.32270136170506,-0.232866022866023,-0.23000888000888,-0.23000888000888,-0.23000888000888,0,-0.286311843758652,0.00912732572703878,-0.06,0,0.0532707162118927,0.0013868962219034,-0.0329347028613353,-0.026551724137931,-0.0188034188034188,-0.0195333458107181,0.1,-0.0269060351413293,0.104,-0.0233766233766234,-0.0317839677233882,-0.171060002948548,0.00422133008339905,-0.00133512890240421,0.0137529548404728
"IKK",-0.0900928792569659,-0.0951388888888889,-0.0941487898789879,-0.0866411238825032,-0.0762962962962963,-0.0225523273976882,-0.1,-0.0857142857142857,-0.08,-0.074952380952381,0.109090909090909,-0.05,-0.15,-0.136363636363636,-0.129163636363636,-0.1,-0.1,-0.0976190476190476,-0.0888888888888889,-0.275962104658562,-0.0888888888888889,-0.0596581196581196,-0.0735042735042735,-0.0821428571428571,0.0732960726816451,-0.0596581196581196,0.0954413928715605,0.0465421931759627,0.0511835433869332,0.0735042735042735,-0.321908854866147,-0.212555064202517,-0.199879007864489,-0.199879007864489,-0.199879007864489,0.1,-0.369102564102564,0.0105263157894737,0.15,0,-0.188562091503268,0.00769230769230769,0.0682857142857143,0.0642857142857143,-0.113852813852814,-0.118614718614719,0.1,-0.0498712998712999,0.08,-0.030952380952381,-0.0380265761945151,-0.0104735883424408,-0.144935064935065,-0.0117725752508361,-0.0185263157894737
"ILK",0.155927757037635,0.147298919567827,0.173698919567827,0.061965811965812,0.0564102564102564,0.00666666666666667,0.233333333333333,0.3,0.05,0.0526197364191578,0.125,0.0333333333333333,0.277941176470588,0.273941176470588,0.278006217120995,0.1,0.2,0.241904761904762,0.211111111111111,-0.205107569054417,0.211111111111111,0.20214790040877,0.206763285024155,0.112307692307692,-0.0135233504663116,0.20214790040877,-0.0815959383709837,-0.187586772795048,-0.194803267640408,-0.206763285024155,0.117814141332868,-0.269450750163079,-0.272190476190476,-0.272190476190476,-0.272190476190476,-0.2,-0.237301587301587,0.0155926935748251,-0.225,-0.2,-0.0204810553349399,0.0138157894736842,-0.0509803921568627,-0.0333333333333333,-0.132692307692308,-0.145595533498759,0,-0.335595776772247,-0.0333333333333333,-0.317647058823529,-0.316940418679549,-0.308742727860375,-0.269814169570267,-0.285630563499416,-0.357400230455881
"SHH",-0.133333333333333,-0.133333333333333,-0.133333333333333,0.106666666666667,0.266666666666667,0.0371428571428572,0,0,0.2,-0.12,0.1,0,-0.233333333333333,-0.233333333333333,-0.233333333333333,0,-0.1,-0.247619047619048,-0.1,-0.31974025974026,-0.2,-0.1,-0.2,-0.1,-0.0502777777777778,-0.2,0.0640860215053763,0.0388888888888889,0.0666666666666667,0.1,-0.220766283524904,-0.0884615384615385,-0.05,-0.05,-0.05,0.2,-0.28974358974359,0.025,0.2,0,0,0,0.1,0.1,0,0,-0.2,0.1,-0.3,0.1,0.1,0.12,0.1,0.15,0.225
"Patched",-0.125641025641026,-0.133333333333333,-0.153333333333333,0.106666666666667,0.106666666666667,0.0186243386243386,0,-0.1,0.3,-0.143076923076923,0,-0.1,-0.233333333333333,-0.233333333333333,-0.233333333333333,-0.1,-0.1,-0.229437229437229,-0.1,-0.318641358641359,-0.2,-0.0666666666666667,-0.2,-0.1,-0.0590156418554477,-0.175,0.0446415770609319,0.0243257820927724,0.0388888888888889,0.1,-0.203432950191571,-0.113461538461538,-0.0884615384615385,-0.0884615384615385,-0.0884615384615385,0.2,-0.304029304029304,0.025,0.233333333333333,0,0.0185185185185185,0.0111111111111111,0.12,0.1,0,0.00909090909090909,-0.2,0.114285714285714,-0.266666666666667,0.1,0.0967741935483871,0.12,0.1,0.164285714285714,0.225
"TGF",0.143971631205674,0.149393939393939,0.157458455522972,0.162658045977012,0.143908045977012,0.154473490427099,-0.0333333333333333,0.0416666666666667,0.126666666666667,0.330977443609023,0.0266666666666667,0.333333333333333,0.12,0.12,0.00392857142857143,0,0,-0.0720899470899471,-0.0333333333333333,-0.148524294377369,-0.0428571428571429,-0.0765408805031446,-0.0728571428571429,0.0105263157894737,0.142065290361955,-0.0860646900269542,0.118359064415093,0.0808471005988384,0.0818040383978815,0.0633333333333333,-0.0662017536933619,0.0172619047619048,0.0297619047619048,0.0297619047619048,0.0297619047619048,0,-0.134333550771907,0.0332048170492106,-0.12,0,-0.257407407407407,0.0441139079583016,-0.324310776942356,-0.319047619047619,-0.0266666666666667,-0.0473563218390805,-0.0666666666666667,-0.0431704260651629,-0.126666666666667,-0.0273809523809524,-0.265702479338843,-0.282251082251082,-0.358757763975155,-0.252235886718645,-0.315104361694751
"FUS",-0.148001274088231,-0.151746031746032,-0.154971838197645,0.0753535353535354,0.0844444444444445,-0.0148093963154204,-0.1,-0.114285714285714,0.106666666666667,-0.166274415239932,-0.00909090909090909,-0.12,-0.233333333333333,-0.21981981981982,-0.207053862373011,-0.1,-0.1,-0.187286876042498,-0.0666666666666667,-0.305477775774839,-0.175,-0.0243257820927724,-0.147222222222222,-0.098582995951417,-0.0633264137302897,-0.133760683760684,0.0279631586631448,0.0141529314879996,0.0160551054010431,0.0388888888888889,-0.177602395348449,-0.136869683074111,-0.132066189624329,-0.132066189624329,-0.132066189624329,0.2,-0.297437752904194,0.0365420609337631,0.233333333333333,0.1,0.0349952662856882,0.0193078324225865,0.158228438228438,0.143076923076923,0.00909090909090909,0.0159090909090909,-0.266666666666667,0.0865934065934066,-0.106666666666667,0.0942857142857143,0.0858577514998696,0.116907216494845,0.108212341197822,0.164009990510805,0.225790267235104
"TGFR",0.155911929713136,0.157458455522972,0.165643508903755,0.172262565751023,0.162658045977012,0.160995229557533,0.0416666666666667,0.0273809523809524,0.126666666666667,0.33371716963642,0.0266666666666667,0.319047619047619,0.12,0.00392857142857143,0.00534701114488349,0,-0.0333333333333333,-0.0819611917251402,-0.0633333333333333,-0.157798487925756,-0.0728571428571429,-0.0818040383978815,-0.0860646900269542,0.0166991552956465,0.141213501605566,-0.0905808190592122,0.122054214530566,0.0791641953729748,0.0808471005988384,0.0765408805031446,-0.0708313833229915,0.0143379281537176,0.0172619047619048,0.0172619047619048,0.0172619047619048,0.0428571428571429,-0.151203966419829,0.0373557604454371,-0.12,0.0333333333333333,-0.264880717015948,0.0333996222440158,-0.330977443609023,-0.324310776942356,-0.0473563218390805,-0.0552699909038287,-0.126666666666667,-0.0478215888558606,-0.143908045977012,-0.0431704260651629,-0.27071722860138,-0.296536796536797,-0.370548156988256,-0.264845857393132,-0.325293040940034
"SNAI2",-0.0347498493068113,-0.0641851106639839,-0.0608358283673332,0.245819116378946,0.255678271308523,0.252554305984401,-0.133333333333333,-0.133333333333333,0.26,0.130498145204028,0.174122807017544,0.133333333333333,-0.200840336134454,-0.19656683186095,-0.187250061674614,-0.26,-0.287272727272727,-0.331648936170213,-0.287272727272727,-0.424943489627695,-0.287272727272727,-0.258467638676635,-0.274596670934699,0.0681203515889114,0.382024529106299,-0.259088649544325,0.362880381227303,0.236991042659474,0.245065576820965,0.274596670934699,0.0258351148863292,0.0347597772596274,0.0548511014605406,0.0548511014605406,0.0548511014605406,0.287272727272727,-0.41471953672864,0.0424648625970212,0.196078431372549,0.1,-0.279316611050857,0.0101923076923077,-0.137254901960784,-0.13921568627451,-0.179385964912281,-0.181983367509683,-0.2,0.107325855144717,-0.265882352941176,0.122988505747126,-0.104934002861752,-0.0965769230769231,-0.239179683344669,-0.0527792252534235,-0.0747042164883575
"KLF4",-0.0301145912910619,-0.0533333333333333,-0.0446376811594203,0.188239247311828,0.197916666666667,0.178177274998864,-0.1,-0.08,0.233333333333333,0.0957483874524505,0.129090909090909,0.12,-0.147090909090909,-0.137757575757576,-0.125562453806356,-0.233333333333333,-0.233333333333333,-0.258467638676635,-0.215686274509804,-0.370172434971987,-0.215686274509804,-0.176495172386447,-0.194756041951664,0.0344625500285878,0.197534594603378,-0.17751466264132,0.282356169124462,0.15993269971915,0.164789486767718,0.194756041951664,-0.285069509534163,-0.0290309200603318,-0.0135897435897436,-0.0135897435897436,-0.0135897435897436,0.233333333333333,-0.366924464614164,0.0435552115583075,0.159090909090909,0.1,-0.226893246187364,0.0111111111111111,-0.105026737967914,-0.110909090909091,-0.129090909090909,-0.130121836925961,-0.2,0.0471957671957672,-0.216666666666667,0.0657142857142857,-0.114276138962223,-0.107699443413729,-0.201166789899397,-0.0561660561660562,-0.0802167182662539
"HEY1",-0.0301145912910619,-0.0533333333333333,-0.0446376811594203,0.188239247311828,0.197916666666667,0.178177274998864,-0.1,-0.08,0.233333333333333,0.0957483874524505,0.129090909090909,0.12,-0.147090909090909,-0.137757575757576,-0.125562453806356,-0.233333333333333,-0.233333333333333,-0.258467638676635,-0.215686274509804,-0.370172434971987,-0.215686274509804,-0.176495172386447,-0.194756041951664,0.0344625500285878,0.197534594603378,-0.17751466264132,0.282356169124462,0.15993269971915,0.164789486767718,0.194756041951664,-0.285069509534163,-0.0290309200603318,-0.0135897435897436,-0.0135897435897436,-0.0135897435897436,0.233333333333333,-0.366924464614164,0.0435552115583075,0.159090909090909,0.1,-0.226893246187364,0.0111111111111111,-0.105026737967914,-0.110909090909091,-0.129090909090909,-0.130121836925961,-0.2,0.0471957671957672,-0.216666666666667,0.0657142857142857,-0.114276138962223,-0.107699443413729,-0.201166789899397,-0.0561660561660562,-0.0802167182662539
"Ecadherin",-0.0213897590762968,-0.0446376811594203,-0.0390686738954978,0.185089641012615,0.188239247311828,0.172914117104127,-0.08,-0.0657142857142857,0.216666666666667,0.089866034511274,0.129090909090909,0.110909090909091,-0.137757575757576,-0.125562453806356,-0.116340030659882,-0.233333333333333,-0.215686274509804,-0.245065576820965,-0.194756041951664,-0.36700374904468,-0.194756041951664,-0.164789486767718,-0.17751466264132,0.0344625500285878,0.0988977883716354,-0.166181329307986,0.279663861432154,0.158812251539878,0.15993269971915,0.176495172386447,-0.278507197673838,-0.0354555010659184,-0.0290309200603318,-0.0290309200603318,-0.0290309200603318,0.215686274509804,-0.366262212958535,0.0440291452075966,0.147090909090909,0.1,-0.224472389576563,0.0149085794655415,-0.0957483874524505,-0.105026737967914,-0.130121836925961,-0.132724067409232,-0.233333333333333,0.029013949013949,-0.197916666666667,0.0471957671957672,-0.120921708582476,-0.115564611953055,-0.204599284178573,-0.0630561865198737,-0.0906432585506141
"cateninmemb",-0.0213897590762968,-0.0446376811594203,-0.0390686738954978,0.185089641012615,0.188239247311828,0.172914117104127,-0.08,-0.0657142857142857,0.216666666666667,0.089866034511274,0.129090909090909,0.110909090909091,-0.137757575757576,-0.125562453806356,-0.116340030659882,-0.233333333333333,-0.215686274509804,-0.245065576820965,-0.194756041951664,-0.36700374904468,-0.194756041951664,-0.164789486767718,-0.17751466264132,0.0344625500285878,0.116661238594081,-0.166181329307986,0.186260567683029,0.158812251539878,0.15993269971915,0.176495172386447,-0.278507197673838,-0.0354555010659184,-0.0290309200603318,-0.0290309200603318,-0.0290309200603318,0.215686274509804,-0.366262212958535,0.0440291452075966,0.147090909090909,0.1,-0.224472389576563,0.0149085794655415,-0.0957483874524505,-0.105026737967914,-0.130121836925961,-0.132724067409232,-0.233333333333333,0.029013949013949,-0.197916666666667,0.0471957671957672,-0.120921708582476,-0.115564611953055,-0.204599284178573,-0.0630561865198737,-0.0906432585506141
"TCFLEF",-0.112415770609319,-0.141553277132224,-0.136773162409471,-0.0377209201511596,-0.0340399385560676,-0.0240734729505298,-0.123376623376623,-0.0873766233766234,-0.01,-0.0626514020242243,-0.00967639088155588,-0.0342857142857143,-0.00190816935002982,0.0121105222387552,0.0160840321725301,-0.1,-0.0625,-0.371007081807082,-0.0325,-0.307381528004981,-0.0405882352941176,-0.0138417190775681,-0.0294771241830065,-0.00910548134500231,0.0441785645511243,-0.0214025900215159,0.0332258940508374,-0.0878764939808511,-0.0885637792042188,0.0213888888888889,-0.125209068123855,-0.0770436469558943,-0.0753353683750796,-0.0753353683750796,-0.0753353683750796,0.0705882352941176,-0.244460461158676,0.0454610579479,0.0205128205128205,0.114285714285714,0.0029543988165219,-0.0555147058823529,0.0599303135888502,0.0513588850174216,0.00967639088155588,0.0113375204496622,0.0166666666666667,0.0636739585799894,0.0195238095238095,0.0680217846669459,-0.00516099428233319,0.013610230977637,0.00942358762750415,0.146979519810845,0.186814947722842
"Jagged",-0.0166666666666667,-0.116666666666667,-0.111904761904762,-0.0884615384615385,-0.05,-0.0442424242424242,0,0,0,-0.213333333333333,0.1,-0.1,0,-0.0777777777777778,-0.0577777777777778,0,0,-0.104285714285714,-0.1,-0.118285714285714,-0.1,-0.0569230769230769,-0.08,0.06,-0.0199298245614035,-0.0569230769230769,0.0495811231022499,0.0401398601398601,0.0478321678321678,0.08,0.0643790849673203,0.0151515151515151,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,-0.0340996168582375,0.0471014492753623,0,0,0.112,0.0166666666666667,0.18,0.2,-0.08,-0.08,0,0.0888888888888889,0.1,0.1,0.2,0.241025641025641,0.234285714285714,0.263636363636364,0.313768115942029
"cateninnuc",-0.0076821827712864,-0.0182366522366522,-0.0110060928914953,0.041716157120962,0.0423697518922038,0.00900698082311399,0.0458333333333333,0.0670454545454545,0.0466666666666667,0.0460341143251778,0.0313245448838669,0.0623188405797102,-0.0352967032967033,-0.0278254389288872,-0.0236769673131667,-0.0393939393939394,-0.0163170163170163,-0.15993269971915,0.000349650349650341,-0.305687614387048,-0.00124852316633139,0.00875199679547505,0.00636017248584252,-0.00642702127790381,-0.0211956006400891,0.00715068631983461,0.0304005264082981,-0.105450040053633,-0.00763175781115839,-0.00795834600182425,-0.208986157119483,-0.137125972125972,-0.138977823977824,-0.138977823977824,-0.138977823977824,0.0163170163170163,-0.307372213730198,0.0479882670525498,0.0491428571428571,-0.0333333333333333,-0.0877037772392936,0.0165244699942209,-0.0474102611141687,-0.051207729468599,-0.0348129169768902,-0.0375401897041629,-0.0666666666666667,-0.0952017045454545,-0.0417486338797814,-0.0850454545454545,-0.174732071538715,-0.171600265739224,-0.157413733807176,-0.0706369382872917,-0.102896758846686
"TrCP",-0.142896933885998,-0.140877282812767,-0.148619218296638,-0.142215338226091,-0.145215338226091,-0.115520620313565,-0.075,-0.1,-0.107142857142857,-0.250296241709654,-0.0807692307692308,-0.24,-0.0243697478991597,-0.0213394448688566,-0.0246181333934468,-0.05,-0.01,-0.0122427734919602,0.00111111111111111,-0.0106165656187495,0.00111111111111111,0.0084967145363185,0.00637426900584795,0.0196369636963696,-0.0532707091511049,0.00978890315218942,-0.0263428477919378,-0.00679811938944749,-0.00886708490668887,-0.00651651651651652,0.176248761555978,-0.000338608466298568,-0.0089749721026622,-0.0089749721026622,-0.0089749721026622,0.01,0.0827965367965368,0.0526624372567709,0.0380952380952381,0.1,0.176190758516845,0.0574754098360656,0.254296241709654,0.235652173913043,0.0792307692307692,0.0957142857142857,0.0571428571428571,0.1135477582846,0.116820276497696,0.0894736842105263,0.228841265176723,0.262921479993303,0.289882748726067,0.302097027089562,0.341357218673616
"PAK1",-0.142896933885998,-0.140877282812767,-0.148619218296638,-0.142215338226091,-0.145215338226091,-0.115520620313565,-0.075,-0.1,-0.107142857142857,-0.250296241709654,-0.0807692307692308,-0.24,-0.0243697478991597,-0.0213394448688566,-0.0246181333934468,-0.05,-0.01,-0.0122427734919602,0.00111111111111111,-0.0106165656187495,0.00111111111111111,0.0084967145363185,0.00637426900584795,0.0196369636963696,-0.0532707091511049,0.00978890315218942,-0.0263428477919378,-0.00679811938944749,-0.00886708490668887,-0.00651651651651652,0.176248761555978,-0.000338608466298568,-0.0089749721026622,-0.0089749721026622,-0.0089749721026622,0.01,0.0827965367965368,0.0526624372567709,0.0380952380952381,0.1,0.176190758516845,0.0574754098360656,0.254296241709654,0.235652173913043,0.0792307692307692,0.0957142857142857,0.0571428571428571,0.1135477582846,0.116820276497696,0.0894736842105263,0.228841265176723,0.262921479993303,0.289882748726067,0.302097027089562,0.341357218673616
"EGR1",-0.142896933885998,-0.140877282812767,-0.148619218296638,-0.142215338226091,-0.145215338226091,-0.115520620313565,-0.075,-0.1,-0.107142857142857,-0.250296241709654,-0.0807692307692308,-0.24,-0.0243697478991597,-0.0213394448688566,-0.0246181333934468,-0.05,-0.01,-0.0122427734919602,0.00111111111111111,-0.0106165656187495,0.00111111111111111,0.0084967145363185,0.00637426900584795,0.0196369636963696,-0.0532707091511049,0.00978890315218942,-0.0263428477919378,-0.00679811938944749,-0.00886708490668887,-0.00651651651651652,0.176248761555978,-0.000338608466298568,-0.0089749721026622,-0.0089749721026622,-0.0089749721026622,0.01,0.0827965367965368,0.0526624372567709,0.0380952380952381,0.1,0.176190758516845,0.0574754098360656,0.254296241709654,0.235652173913043,0.0792307692307692,0.0957142857142857,0.0571428571428571,0.1135477582846,0.116820276497696,0.0894736842105263,0.228841265176723,0.262921479993303,0.289882748726067,0.302097027089562,0.341357218673616
"Csl",-0.0431282925656327,-0.143535457348407,-0.150202124015074,-0.121225611832822,-0.121225611832822,-0.068713925959373,-0.0888888888888889,-0.111111111111111,-0.0884615384615385,-0.221159420289855,-0.0425806451612903,-0.213333333333333,-0.0481003584229391,-0.0436417596968244,-0.044775546544897,-0.08,-0.0569230769230769,-0.080091683469721,-0.0478321678321678,-0.103197433262632,-0.0478321678321678,-0.0348337376908805,-0.0403052861117377,0.0225354961683588,-0.0292791086665033,-0.0338536732085119,0.0335049560055754,0.0310364096648329,0.0313222873092012,0.0401398601398601,0.0839859205268666,0.0100646415714984,0.00822640627738079,0.00822640627738079,0.00822640627738079,0.0569230769230769,-0.026962541187891,0.053792670883711,0.0577777777777778,0.1,0.125517813610576,0.0549585921325052,0.223333333333333,0.206190476190476,0.0399490662139219,0.0535854298502855,0.05,0.117312661498708,0.0943438914027149,0.0994832041343669,0.208769587900023,0.244976599277936,0.247193480284216,0.292426520675416,0.327265148886576
"SNAI1",-0.152420743409808,-0.148619218296638,-0.147512207226527,-0.148234755701819,-0.142215338226091,-0.118579443842977,-0.1,-0.0894736842105263,-0.116820276497696,-0.254780546642389,-0.0792307692307692,-0.235652173913043,-0.0213394448688566,-0.0246181333934468,-0.0238116817805436,-0.01,0.00111111111111111,-0.0101448713940581,0.00651651651651652,-0.00749156561874951,0.00637426900584795,0.00886708490668887,0.00978890315218942,0.023787907092596,-0.0528544760605742,0.00960608779569947,-0.0263083054776027,-0.00493957524902416,-0.00679811938944749,-0.0084967145363185,0.176818657633752,0.0031096673957704,-0.000338608466298568,-0.000338608466298568,-0.000338608466298568,-0.00111111111111111,0.0915754146843256,0.0557374680070784,0.0243697478991597,0.075,0.17854973287582,0.0534255655993054,0.250296241709654,0.254296241709654,0.0957142857142857,0.0936734693877551,0.107142857142857,0.108686647173489,0.145215338226091,0.1135477582846,0.132222048094873,0.270452860746441,0.296363053681595,0.305074932949312,0.350582310924538
"CD44",0.128070175438597,0.122222222222222,0.132426303854875,0.130909090909091,0.14,0.146107226107226,0.1,0,0.1,0.045,0,0,0.0866666666666667,0.0616666666666667,0.0727777777777778,0.1,0.1,-0.14,0,0.0912037542289643,-0.1,-0.12,-0.1,-0.0166666666666667,0.046209966344588,-0.12,0.110549450549451,0.128515205724508,0.126976744186046,0,-0.31014763014763,0.141904761904762,0.133333333333333,0.133333333333333,0.133333333333333,0,0.119047619047619,0.0682539682539683,-0.0666666666666667,0,-0.13992673992674,0.158730158730159,-0.045,-0.025,-0.0142857142857143,-0.0195488721804511,-0.1,-0.00666666666666667,-0.1,0,-0.128920786815524,-0.0385185185185185,-0.16625,-0.145349143610013,-0.163492063492063
"TWIST1",0.10989010989011,0.12022932022932,0.116598957193017,0.00327348524041959,-0.00411567732115677,0.0164933993737173,0.1,0.0769230769230769,-0.0444444444444444,0.154481027357492,-0.0237037037037037,0.133333333333333,0.200564263322884,0.193064263322884,0.186913921637235,0.133333333333333,0.119047619047619,0.135350455995617,0.102380952380952,0.193732969247026,0.102380952380952,0.0766439618656999,0.0865914786967418,0.0360323886639676,-0.036792249716599,0.0761914786967418,-0.09118930802835,-0.0706127897728159,-0.0715903630908147,-0.0874873353596758,0.372858229259988,0.0612452777357511,0.0567932229412305,0.0567932229412305,0.0567932229412305,-0.119047619047619,0.180046329112867,0.070104314841157,-0.210909090909091,-0.1,0.0688228269950238,0.082426516572858,-0.149008390541571,-0.146376811594203,0.0134472934472934,0.0125038972208784,0.0333333333333333,-0.071515490159558,0.0164444444444444,-0.0816849816849817,-0.0960929268392678,-0.123099664404012,0.0895470620901979,-0.12212521398875,-0.138997769699524
"ZEB1",-0.360453398069978,-0.352820227841067,-0.353300997071836,-0.394264816894082,-0.376827094474153,-0.337765110277927,-0.246666666666667,-0.230877192982456,-0.333333333333333,-0.239959575019435,-0.2625,-0.2,0.0331334332833583,0.0285649053645766,0.025415299065364,0.233333333333333,0.256410256410256,0.303897936495779,0.263727329580988,0.386220854296364,0.269221835075494,0.25829432304504,0.269221835075494,-0.0618323586744639,-0.24196327376823,0.266129051570339,-0.334521196767623,-0.251690667301192,-0.254039003896104,-0.261766545267263,0.333088344112556,-0.00657483747109857,-0.0146063335340907,-0.0146063335340907,-0.0146063335340907,-0.261904761904762,0.382337987466476,0.102669704255823,-0.0229885057471264,0.166666666666667,0.382605542825417,0.103094613448688,0.232470588235294,0.236,0.289950980392157,0.290777426673149,0.333333333333333,0.274717942396976,0.378787878787879,0.271860799539833,0.35972110789239,0.367856682324767,0.451354580274081,0.421355128394298,0.537912562787772
"ZEB2",-0.394459733814572,-0.391619718309859,-0.388570937822054,-0.357122267975927,-0.328031358885017,-0.30267170659105,-0.3,-0.275,-0.260714285714286,-0.239441591784339,-0.228205128205128,-0.175,-0.125194805194805,-0.124514533085962,-0.120281728853157,-0.1,-0.08,-0.0727489625142714,-0.06,-0.0557616518276013,-0.0527272727272727,-0.0375828460038986,-0.0373426573426573,-0.0325091575091575,-0.0291504614578772,-0.0281683454160518,0.0159637524088412,0.0316691822029109,0.0333574938912226,0.0468421052631579,0.0575939190085105,0.0676630792476617,0.0717316017316017,0.0717316017316017,0.0717316017316017,0.0727272727272727,0.0764836668479078,0.131406560026486,0.141558441558442,0.2,0.206409418727046,0.217816661709791,0.222368421052632,0.222368421052632,0.264205128205128,0.26475157629256,0.275,0.313255451713396,0.320714285714286,0.321666666666667,0.339430719270923,0.356006441223833,0.416590520590521,0.421717519051508,0.54137656785825
"miR200",-0.341101694915254,-0.338538184201901,-0.370199626208171,-0.354905980554027,-0.352732067510549,-0.304423175897067,-0.18,-0.269473684210526,-0.3075,-0.22886827458256,-0.251231527093596,-0.2,-0.0384803921568627,-0.0255771663504111,-0.02790274774576,0.1,0.12,0.20329225892433,0.141739130434783,0.259113560478225,0.148,0.158909568795283,0.160676056338028,-0.0608091553836235,-0.136729414686671,0.167269462931435,-0.208106640226006,-0.160287635173349,-0.16089369577941,-0.154415186772811,0.261025580382735,-0.02071360061385,-0.0369230769230769,-0.0369230769230769,-0.0369230769230769,-0.12,0.257184056019167,0.206671146953405,0.0208333333333333,0.2,0.340614926995295,0.215165631469979,0.230909090909091,0.19,0.247783251231527,0.278856697559211,0.22,0.292869910625621,0.300833333333333,0.249473684210526,0.338703333703334,0.34550262456061,0.423198752467045,0.413462533439163,0.617159498207885
