"","ILK","SHH","Patched","SMO","MEK","RKIP","SOSGRB2","NFB","FUS","AXIN2","Destcompl","cateninnuc","CD44","cMet","SRC","PAK1","STAT","Frizzled","CDC42","Ecadherin","cateninmemb","SNAI2","GSK3","RAF","PI3K","DELTA","RAS","ZEB1","DSH","LIV1","Wnt","TGF","TGFR","GLI","TCFLEF","TWIST1","TrCP","EGR1","Csl","NOTCHic","NOTCH","Jagged","SUFU","Csn","cfos","ERK","IKK","AKT","SNAI1","HEY1","SMAD","FOXC2","miR200","ZEB2","KLF4"
"GLI",-0.0845313135129874,0.0421448793942528,0.0409103114930183,0.0429511278195489,-0.259768960321447,-0.100499619546293,-0.308802053403823,-0.0868421052631579,0.0482142857142857,-0.0583257850241546,-0.0320058497481612,-0.0346011467156857,-0.0389659241976179,-0.0381038552321007,-0.0332258064516129,-0.0983333333333334,-0.03,-0.163225806451613,-0.101781609195402,-0.0281343922222333,-0.0424247576976995,0.0334981896489619,0.162559962356886,-0.192554437191689,-0.192554437191689,-0.192554437191689,-0.194732655013471,0.0505650281618023,0.16,0.05,0.169108159392789,0.104211501907204,0.101152678377792,0.069533691307683,0.0366931969248907,0.116890644725959,0.0166666666666667,0.257142857142857,-0.0130150309460654,-0.0205150309460654,-0.0243245547555892,0.0376339438061654,-0.0857142857142857,0.05,0.257142857142857,0.263636363636364,0.097046186895811,0.104858686895811,0.150650108299388,0.0812638267222308,0.0937205027021766,0.218213256793946,0.253893670828655,0.279884707287933,0.275327327327327
"STAT",-0.120209339774557,-0.0301227961857721,-0.0310077519379845,-0.0333333333333333,-0.265173940543959,-0.074786036036036,-0.291543513957307,0,0,-0.251420344361521,-0.307751914910915,-0.223359936549553,-0.212171162171162,-0.199350649350649,-0.185714285714286,-0.0954545454545455,-0.185714285714286,-0.185714285714286,-0.0892045454545455,-0.178304139563729,-0.0385231193008697,-0.0616754765389722,-0.226764574988874,0.171469189412738,0.171469189412738,0.171469189412738,0.1834094879202,0.0687197417966649,0.185714285714286,0.1,0.199350649350649,0.0896876372419851,0.0892045454545455,0.211955691367456,0.219426682675894,-0.0484558586507612,0,0.2,-0.00392156862745098,0.00959194488606254,0.0047375759540237,-0.0288252426053426,0,0,0.24,0.257647058823529,0.0142857142857143,0.00920096852300242,0.114800411248809,0.116666666666667,0.124807040923982,0.161686434901159,0.250901968596232,0.285789851174467,0.377609427609428
"Jagged",-0.116666666666667,-0.112179487179487,-0.0583333333333333,-0.0333333333333333,-0.18,-0.107692307692308,-0.12,0,0,0.0728571428571429,0.0897760617760618,0.0894039294039294,0.0830769230769231,0.06,0,0,0,0,0,0.10340350877193,0.0213590634717395,0.105882352941176,0.0977011494252874,-0.0733333333333333,-0.0733333333333333,-0.0733333333333333,-0.100606060606061,0.0519323671497584,0,0,-0.06,-0.00888888888888889,0.0111111111111111,-0.0830769230769231,-0.0861072261072261,0.17,0,0.1,0.1,0.12,0.148571428571429,0.0987878787878788,0,0,0.2,0.18,0.0333333333333333,0.0666666666666667,0.175,0.216666666666667,0.121428571428571,0.244285714285714,0.252121212121212,0.291545893719807,0.261111111111111
"DELTA",-0.116666666666667,-0.112179487179487,-0.0583333333333333,-0.0333333333333333,-0.18,-0.107692307692308,-0.12,0,0,0.0728571428571429,0.0897760617760618,0.0894039294039294,0.0830769230769231,0.06,0,0,0,0,0,0.10340350877193,0.0213590634717395,0.105882352941176,0.0977011494252874,-0.0733333333333333,-0.0733333333333333,-0.0733333333333333,-0.100606060606061,0.0519323671497584,0,0,-0.06,-0.00888888888888889,0.0111111111111111,-0.0830769230769231,-0.0861072261072261,0.17,0,0.1,0.1,0.12,0.148571428571429,0.0987878787878788,0,0,0.2,0.18,0.0333333333333333,0.0666666666666667,0.175,0.216666666666667,0.121428571428571,0.244285714285714,0.252121212121212,0.291545893719807,0.261111111111111
"NOTCH",-0.121428571428571,-0.12394419306184,-0.112179487179487,-0.0583333333333333,-0.172857142857143,-0.13183023872679,-0.104210526315789,-0.0333333333333333,-0.0333333333333333,0.0860646900269542,0.104729332804099,0.094710051852909,0.0861072261072261,0.0830769230769231,0.06,0,0,0.06,-0.0111111111111111,0.10582286361064,0.0208355032623154,0.108527855586679,0.115882967607106,-0.100606060606061,-0.100606060606061,-0.100606060606061,-0.116548089591568,0.044524959742351,0,0,-0.0830769230769231,-0.0121146953405018,-0.00888888888888889,-0.0861072261072261,-0.0894039294039294,0.181864406779661,0,0.2,0.12,0.148571428571429,0.0582488479262673,0.102491582491582,0,0,0.18,0.18,0.0666666666666667,0.111111111111111,0.185769230769231,0.221014492753623,0.134761904761905,0.266734693877551,0.274978354978355,0.306360708534622,0.291545893719807
"RAF",-0.167618741976893,-0.159868852459016,-0.132,-0.12,-0.168679383712399,-0.174579831932773,-0.208825396825397,-0.214285714285714,-0.1,0.0375058602906704,0.349585897076601,0.0580734719947255,0.0455465587044534,0.0263157894736842,0,-0.0666666666666667,0,0,-0.0733333333333333,-0.0509015004503104,-0.097286193756782,-0.0416075071399429,0.386800630417652,-0.286038961038961,-0.286038961038961,-0.286038961038961,-0.307406482406482,-0.042336681013869,0,0,-0.03,0.0669692923898531,0.0828571428571429,-0.0492307692307692,-0.0532388663967611,0.299111705288176,0.2,0.12,-0.0111111111111111,-0.0111111111111111,-0.00726495726495726,0.157918991025952,0.1,0.2,0.17,0.166551724137931,0.239285714285714,0.266558441558442,0.38029825471827,0.164924506387921,0.176529633066002,0.370394930739758,0.250212993091449,0.321339072214252,0.301339072214252
"NOTCHic",-0.134761904761905,-0.133621612416679,-0.12394419306184,-0.112179487179487,-0.17,-0.141689393656368,-0.0860287081339713,-0.0666666666666667,-0.0583333333333333,0.0930091344713986,0.116062666137433,0.100358906814741,0.0894039294039294,0.0861072261072261,0.0830769230769231,-0.0111111111111111,0.06,0.0830769230769231,0.00888888888888889,0.107813675249231,0.0194156249661694,0.111533867610727,0.13241189322694,-0.116548089591568,-0.116548089591568,-0.116548089591568,-0.122952030478267,0.0511916264090177,-0.06,0,-0.0861072261072261,-0.012751638015661,-0.0121146953405018,-0.089333032558839,-0.094710051852909,0.188782645773372,0,0.18,0.148571428571429,0.0582488479262673,0.0529856900315304,0.109776350703503,0.0333333333333333,0.0333333333333333,0.18,0.172857142857143,0.111111111111111,0.127390180878553,0.198996743996744,0.234860646599777,0.14123672490579,0.278025016458196,0.281336736481245,0.323397745571659,0.305831608005521
"cfos",-0.132539682539683,-0.113469306480059,-0.107296466973886,-0.0976190476190476,-0.209432571849668,-0.135501165501166,-0.138888888888889,-0.0583333333333333,-0.0476190476190476,-0.0552380952380952,-0.0559592619168946,-0.0338138138138138,-0.0364064064064064,-0.0337037037037037,-0.03,-0.0428571428571429,-0.05,-0.03,-0.0285714285714286,-0.0187561283780724,-0.0391749081829865,0.0390416153189876,0.0465151515151515,-0.0537581699346405,-0.0537581699346405,-0.0537581699346405,-0.0537581699346405,0.0572216457204351,0.05,0.1,0.0337037037037037,0.0266106442577031,0.0266106442577031,0.0363352826510721,0.0364064064064064,0.139038961038961,0,0.28,0.0333333333333333,0.0487179487179487,0.0441025641025641,0.0764583333333333,0.0333333333333333,0.0333333333333333,0.2,0.204347826086957,0.0958333333333333,0.106359649122807,0.190192339306263,0.13135932033983,0.138991295442908,0.258029650884744,0.280982089805619,0.323984396018294,0.306444444444444
"CDC42",-0.132539682539683,-0.113469306480059,-0.107296466973886,-0.0976190476190476,-0.209432571849668,-0.135501165501166,-0.138888888888889,-0.0583333333333333,-0.0476190476190476,-0.0552380952380952,-0.0559592619168946,-0.0338138138138138,-0.0364064064064064,-0.0337037037037037,-0.03,0.0571428571428571,-0.05,-0.03,-0.0285714285714286,-0.0187561283780724,-0.0391749081829865,0.0390416153189876,0.0465151515151515,-0.0537581699346405,-0.0537581699346405,-0.0537581699346405,-0.0537581699346405,0.0572216457204351,0.05,0.1,0.0337037037037037,0.0266106442577031,0.0266106442577031,0.0363352826510721,0.0364064064064064,0.139038961038961,0,0.18,0.0333333333333333,0.0487179487179487,0.0441025641025641,0.0764583333333333,0.0333333333333333,0.0333333333333333,0.2,0.204347826086957,0.0958333333333333,0.106359649122807,0.190192339306263,0.13135932033983,0.138991295442908,0.258029650884744,0.280982089805619,0.323984396018294,0.306444444444444
"TrCP",-0.138991295442908,-0.116469306480059,-0.113469306480059,-0.107296466973886,-0.204099238516335,-0.141578513567464,-0.13987898789879,-0.0958333333333333,-0.0976190476190476,-0.0552380952380952,-0.0526509912402029,-0.0318827793310552,-0.0364064064064064,-0.0364064064064064,-0.0337037037037037,-0.0285714285714286,-0.03,-0.0337037037037037,-0.0266106442577031,-0.0192405574438163,-0.039724358732437,0.0401266062773963,0.0494242424242424,-0.0537581699346405,-0.0537581699346405,-0.0537581699346405,-0.0560308972073678,0.0556139286786344,0.03,0.05,0.0363352826510721,0.0298893327822932,0.0266106442577031,0.0358474777730233,0.0338138138138138,0.142843308865048,0.0333333333333333,0.2,0.0487179487179487,0.0441025641025641,0.043003663003663,0.0789123210633947,0.0476190476190476,0.0583333333333333,0.204347826086957,0.209432571849668,0.106359649122807,0.117470760233918,0.196158926418435,0.140182849751595,0.14931387608807,0.262857237091641,0.291641988282777,0.330093720777137,0.322837887067395
"PAK1",-0.138991295442908,-0.116469306480059,-0.113469306480059,-0.107296466973886,-0.204099238516335,-0.141578513567464,-0.13987898789879,-0.0958333333333333,-0.0976190476190476,-0.0552380952380952,-0.0526509912402029,-0.0318827793310552,-0.0364064064064064,-0.0364064064064064,-0.0337037037037037,-0.0285714285714286,-0.03,-0.0337037037037037,-0.0266106442577031,-0.0192405574438163,-0.039724358732437,0.0401266062773963,0.0494242424242424,-0.0537581699346405,-0.0537581699346405,-0.0537581699346405,-0.0560308972073678,0.0556139286786344,0.03,0.05,0.0363352826510721,0.0298893327822932,0.0266106442577031,0.0358474777730233,0.0338138138138138,0.142843308865048,0.0333333333333333,0.2,0.0487179487179487,0.0441025641025641,0.043003663003663,0.0789123210633947,0.0476190476190476,0.0583333333333333,0.204347826086957,0.209432571849668,0.106359649122807,0.117470760233918,0.196158926418435,0.140182849751595,0.14931387608807,0.262857237091641,0.291641988282777,0.330093720777137,0.322837887067395
"EGR1",-0.138991295442908,-0.116469306480059,-0.113469306480059,-0.107296466973886,-0.204099238516335,-0.141578513567464,-0.13987898789879,-0.0958333333333333,-0.0976190476190476,-0.0552380952380952,-0.0526509912402029,-0.0318827793310552,-0.0364064064064064,-0.0364064064064064,-0.0337037037037037,-0.0285714285714286,-0.03,-0.0337037037037037,-0.0266106442577031,-0.0192405574438163,-0.039724358732437,0.0401266062773963,0.0494242424242424,-0.0537581699346405,-0.0537581699346405,-0.0537581699346405,-0.0560308972073678,0.0556139286786344,0.03,0.05,0.0363352826510721,0.0298893327822932,0.0266106442577031,0.0358474777730233,0.0338138138138138,0.142843308865048,0.0333333333333333,0.2,0.0487179487179487,0.0441025641025641,0.043003663003663,0.0789123210633947,0.0476190476190476,0.0583333333333333,0.204347826086957,0.209432571849668,0.106359649122807,0.117470760233918,0.196158926418435,0.140182849751595,0.14931387608807,0.262857237091641,0.291641988282777,0.330093720777137,0.322837887067395
"Csl",-0.14123672490579,-0.138794026209782,-0.133621612416679,-0.12394419306184,-0.163478260869565,-0.154131789969732,-0.0819636674835648,-0.111111111111111,-0.112179487179487,0.0989217308724269,0.125508126222746,0.104647071480264,0.094710051852909,0.0894039294039294,0.0861072261072261,0.00888888888888889,0.0830769230769231,0.0861072261072261,0.0121146953405018,0.107813675249231,0.0175807625808483,0.114143860153606,0.142573896172448,-0.122952030478267,-0.122952030478267,-0.122952030478267,-0.130672618713561,0.0473242230941006,-0.0830769230769231,-0.06,-0.089333032558839,-0.0102573069499014,-0.012751638015661,-0.0949781938491616,-0.100358906814741,0.198037724780144,0.0333333333333333,0.18,0.0582488479262673,0.0529856900315304,0.0529856900315304,0.11550551737017,0.0583333333333333,0.0666666666666667,0.172857142857143,0.17,0.127390180878553,0.142118863049096,0.208482910004649,0.243357378625921,0.150125613794679,0.288369844044403,0.29375503713484,0.333342496952874,0.32440303657695
"SNAI1",-0.14931387608807,-0.12287707347035,-0.116469306480059,-0.113469306480059,-0.206789821475976,-0.146181024027715,-0.14176578035162,-0.106359649122807,-0.107296466973886,-0.0536063936063936,-0.0502387105384485,-0.0310567597130893,-0.0338138138138138,-0.0364064064064064,-0.0364064064064064,-0.0266106442577031,-0.0337037037037037,-0.0363352826510721,-0.0266106442577031,-0.0190844700348673,-0.0409333397341642,0.0410317353420962,0.0530546054605461,-0.0560308972073678,-0.0560308972073678,-0.0560308972073678,-0.0586581550070394,0.0577049495888435,0.0337037037037037,0.03,0.0358474777730233,0.0308973972984223,0.0298893327822932,0.0331052474256742,0.0318827793310552,0.147458693480433,0.0583333333333333,0.204347826086957,0.0441025641025641,0.043003663003663,0.0446363160648875,0.084324085769277,0.0976190476190476,0.0958333333333333,0.209432571849668,0.204099238516335,0.117470760233918,0.120248538011696,0.10131906876719,0.15089713546588,0.151404896998279,0.267812764410573,0.295388385977301,0.338334803187961,0.329379943142162
"ERK",-0.187230740077072,-0.181948988861403,-0.172287153112611,-0.159868852459016,-0.0639532927188987,-0.197688613636336,-0.193981815379874,-0.266558441558442,-0.132,0.0565346451731138,0.372606704367407,0.0678163468398308,0.0580734719947255,0.0532388663967611,0.0455465587044534,-0.0828571428571429,0.0263157894736842,0.0492307692307692,-0.0669692923898531,-0.0490162264102525,-0.100745704156854,-0.0363876624276903,0.415577685897704,-0.321692196692197,-0.321692196692197,-0.321692196692197,-0.330163043776905,-0.0426828877380284,-0.03,0,-0.0569230769230769,0.0645910137342022,0.0662393653825539,-0.0616849816849817,-0.0636496801731642,0.318827911412149,0.214285714285714,0.166551724137931,-0.00726495726495726,0.00222409382993325,0.000839052278686709,0.173344628000078,0.12,0.239285714285714,0.168679383712399,0.0653460503790658,0.288911382734912,0.304507713010142,0.400276887196902,0.18209484458215,0.193309767432696,0.396821357166185,0.273858503927362,0.347738272314239,0.3333500161267
"Wnt",-0.0829059829059829,-0.101948051948052,-0.0590909090909091,-0.05,-0.00745098039215686,-0.278333333333333,-0.0575757575757576,-0.133333333333333,0,0.212121212121212,0.51970765422874,0.208080217099039,0.176315789473684,0.15,0.1,-0.1,0.1,0,-0.0666666666666667,-0.00705574912891986,-0.0909745762711864,0.112241379310345,0.55846394984326,-0.408270676691729,-0.408270676691729,-0.408270676691729,-0.44917976760082,-0.000573888091822095,0,0,-0.15,0.0649275362318841,0.0866666666666667,-0.176315789473684,-0.194172932330827,0.292941176470588,0.1,0,-0.1,-0.114285714285714,-0.114285714285714,0.113995098039216,0,0.1,0.0333333333333333,0.0133333333333333,0.193333333333333,0.230833333333333,0.3324016563147,0.0717948717948718,0.0945338898827271,0.43004048582996,0.27020202020202,0.361119081779053,0.329411764705882
"SMAD",-0.23973049781269,-0.244553619135318,-0.23525993883792,-0.223333333333333,-0.184430723065382,-0.207496529349401,-0.0925022182786158,-0.226190476190476,-0.208333333333333,0.111888363635809,0.187210968792901,0.122590930021748,0.110333757745522,0.101970121381886,0.0941269841269841,-0.0119047619047619,0.0885714285714286,0.100793650793651,-0.00486250838363514,0.114800340176074,0.013034854328913,0.127377327659917,0.270973465409556,-0.238036106542657,-0.238036106542657,-0.238036106542657,-0.248891369700552,0.0229885216078545,-0.0952380952380952,-0.06,-0.108485958485958,0.00542116760151224,0.00542116760151224,-0.117119052011138,-0.117525073892062,0.249159774554095,0.15,0.2,0.137142857142857,0.133694581280788,0.134488232074439,0.225187543639157,0.158333333333333,0.183333333333333,0.196774193548387,0.192123030757689,0.243837535014006,0.262504201680672,0.266246533932018,0.256132084684521,0.149254307336499,0.358353514597894,0.315250578006448,0.367616472472057,0.356536166175773
"AKT",-0.104949179671869,-0.135479082321188,-0.121794871794872,-0.105128205128205,-0.00117107644053679,-0.313976560523875,-0.0100854700854701,-0.307843137254902,-0.0666666666666667,0.261443699501461,0.530473831919458,0.235604831190591,0.215907765369814,0.202913415087328,0.185990338164251,-0.0926470588235294,0.155555555555556,0.185990338164251,-0.0686470588235294,0.0242112765443114,-0.0823872453463778,0.118245515830169,0.487680763083989,-0.396692166281207,-0.396692166281207,-0.396692166281207,-0.414282527726991,-0.0146848183464757,-0.155555555555556,-0.1,-0.202913415087328,0.0633023286390675,0.0678340506934481,-0.215762577098501,-0.22683560042136,0.329515929428306,0.233333333333333,0.019047619047619,-0.0923076923076923,-0.0826302729528536,-0.0850692973430975,0.146793307772743,0.05,0.266666666666667,0.0131652661064426,0.00496854479496717,0.33604826546003,0.261300790712555,0.346131754507041,0.0925481648829975,0.112019886742576,0.453446665444098,0.292369530484285,0.376117512045799,0.356764507422402
"DSH",-0.108552581471512,-0.133414507519,-0.118077084206116,-0.101948051948052,0.00591576981669861,-0.329357309357309,-0.0289726533628973,-0.230833333333333,-0.0590909090909091,0.252676604133772,0.570757525652394,0.228502555223959,0.208080217099039,0.194172932330827,0.176315789473684,-0.0866666666666667,0.15,0.176315789473684,-0.0649275362318841,-0.00340473230845616,-0.100565691869369,0.123278349156435,0.619407491993299,-0.476738822718931,-0.476738822718931,-0.476738822718931,-0.496066553811367,-0.00752796932671724,-0.15,-0.1,-0.194172932330827,0.0639519264757865,0.0677846790890269,-0.207898422526906,-0.21950878852761,0.336385958638775,0.133333333333333,0.0133333333333333,-0.114285714285714,-0.108403361344538,-0.11050126344244,0.143100101562824,0.05,0.193333333333333,0.00745098039215686,-0.00366013071895425,0.268333333333333,0.294770114942529,0.371297446514838,0.0947138714215982,0.115722392792267,0.480891185517868,0.309302629958118,0.406320609805871,0.383133447553779
"Destcompl",-0.0788888888888889,-0.249160368267261,-0.234653598441342,-0.216518883415435,0.0969973265304247,-0.417588549209644,0.117320677863547,-0.362939958592133,-0.190804597701149,0.43358083429234,0.664040723181397,0.412087934296033,0.388365413636319,0.371947503188558,0.350554468362688,-0.0277551020408163,0.319047619047619,0.350554468362688,-0.0215482054890922,0.0201282267819502,-0.29598106214897,0.216875721068104,0.723028348610958,-0.539695628013189,-0.539695628013189,-0.539695628013189,-0.561673649991211,-0.133787204675271,-0.319047619047619,-0.283333333333333,-0.372336646580509,0.0111281899329605,0.0157587318048817,-0.388848705949712,-0.401379112266456,0.412548538715195,0.266666666666667,-0.0764102564102564,-0.0663768115942029,-0.0652898550724638,-0.067494263890099,0.349145455463009,0.166666666666667,0.323809523809524,-0.0855011655011655,-0.0915120944629141,0.396273291925466,0.422447788569761,0.451065354978109,0.0697137050983205,0.0874269005847953,0.454971528805742,0.304158866545606,0.412998472901341,0.39669661299349
"GSK3",-0.115722392792267,-0.142983885509431,-0.133414507519,-0.118077084206116,0.0127339516348804,-0.346650542440016,-0.0229261417349903,-0.268333333333333,-0.101948051948052,0.266223027269236,0.588122795113471,0.235607818381854,0.21950878852761,0.208080217099039,0.194172932330827,-0.0649275362318841,0.176315789473684,0.194172932330827,-0.0677846790890269,-0.00185715245992142,-0.104013967731438,0.127247287896729,0.539540603474164,-0.496066553811367,-0.496066553811367,-0.496066553811367,-0.511402688265149,-0.0115398563995256,-0.176315789473684,-0.15,-0.207898422526906,0.0629262854501455,0.0639519264757865,-0.219690875357094,-0.228502555223959,0.351366752492808,0.193333333333333,0.00745098039215686,-0.108403361344538,-0.11050126344244,-0.1102415231827,0.152881123460634,0.0590909090909091,0.230833333333333,-0.00366013071895425,-0.00591576981669861,0.294770114942529,0.31613763631005,0.383811289261239,0.101288265885266,0.125167670153586,0.498913514066513,0.32512912468262,0.421030862406169,0.408324287248435
"AXIN2",-0.064872325741891,-0.265130156728517,-0.243818681318681,-0.217032967032967,0.0849354283423595,-0.435005317263382,0.103924518679077,-0.342995169082126,-0.188461538461538,0.757127382064515,0.782466793466527,0.449188270522344,0.413533940974638,0.387350975674953,0.352868217054264,-0.0508333333333333,0.313333333333333,0.352868217054264,-0.0471296296296296,0.0049160335080435,-0.328795944553158,0.2596111858839,0.732260263255687,-0.548078571651236,-0.548078571651236,-0.548078571651236,-0.582199306559372,-0.181517252605862,-0.313333333333333,-0.266666666666667,-0.387350975674953,0.0362093340602497,0.0418198951163553,-0.413766070014576,-0.43358083429234,0.432951523472145,0.2,-0.04,-0.0557894736842105,-0.0611466165413534,-0.0624979678927047,0.367784729958643,0.15,0.277777777777778,-0.0619512195121951,-0.0759699111009802,0.390821256038647,0.429710144927536,0.47615504259661,0.0585276235377655,0.0759834368530021,0.472141379307656,0.32067706279655,0.426332309464123,0.399847329423854
"ZEB1",-0.360529247542307,-0.253547934864661,-0.243939393939394,-0.243939393939394,-0.284681178198151,-0.230746313647668,-0.299805068226121,-0.20140350877193,-0.216666666666667,-0.313087703488266,-0.348814800919712,-0.281955248367247,-0.272624357748102,-0.264985468859214,-0.253220762976861,-0.135249042145594,-0.241025641025641,-0.245528455284553,-0.130901216058637,-0.14554444121797,0.0185386462276231,-0.113811420076154,-0.189370136326589,0.190254291991534,0.190254291991534,0.190254291991534,0.199860591204133,0.128154041918924,0.233333333333333,0.233333333333333,0.255143839899937,0.138847177128224,0.136484972403815,0.263047619968666,0.277943506684273,0.0376300941406595,0.166666666666667,0.216666666666667,0.170833333333333,0.178676470588235,0.180329363150219,0.136215232017463,0.216666666666667,0.206666666666667,0.268666666666667,0.274549019607843,0.219436295657176,0.215150581371461,0.271175764555438,0.363329770402309,0.365817709080768,0.286485028101472,0.38916192147773,0.489897053735576,0.472659563815513
"ZEB2",-0.382806325130269,-0.310750712701932,-0.295296167247387,-0.292857142857143,-0.282206302538407,-0.278099838969404,-0.272472527472527,-0.255555555555556,-0.25,-0.204780581645971,-0.19315499859125,-0.172120463343592,-0.167485380116959,-0.161929824561404,-0.156666666666667,-0.150649350649351,-0.15,-0.147575757575758,-0.145194805194805,-0.133649954079805,-0.0699000840889206,-0.0314381111628907,-0.0247005780375203,0.0316450216450216,0.0316450216450216,0.0316450216450216,0.0369983407028375,0.132625550616734,0.140909090909091,0.15,0.15013986013986,0.151619597333883,0.152677798392084,0.155644447295823,0.17030228152541,0.175914741190024,0.2,0.2,0.205128205128205,0.219794871794872,0.221434216057167,0.232865526776141,0.25,0.255555555555556,0.257894736842105,0.267572156196944,0.288888888888889,0.289823468328141,0.338320243317349,0.387154297315588,0.390733154398562,0.407923853923854,0.423494252891756,0.544504788357634,0.621988263510963
"miR200",-0.347541321346631,-0.265264171711613,-0.264177215189873,-0.23,-0.272028447742733,-0.25835759991707,-0.278542875564152,-0.227368421052632,-0.23,-0.300964260639617,-0.318049674422839,-0.274184201049934,-0.263195745061478,-0.254206981016534,-0.244347826086957,-0.1125,-0.24,-0.236,-0.141911764705882,-0.240806740539517,-0.0776304753392895,-0.119061959232892,-0.124517545879318,0.163781094527363,0.163781094527363,0.163781094527363,0.166524236672002,0.216200716845878,0.24,0.2,0.245859154929577,0.143468403865672,0.137073055028463,0.252452561522984,0.26994177680751,0.0575990675990676,0.2,0.2,0.169852216748768,0.183645320197044,0.194379783473881,0.171437912570926,0.18,0.18,0.21,0.264545454545455,0.224511278195489,0.249039580082281,0.297301772301772,0.350819209039548,0.370425333885816,0.337511918975334,0.40320178146221,0.601626344086021,0.587594893029676
