"","Csn","SUFU","EGR1","ERK","cfos","MEK","RKIP","CDC42","NOTCH","TGFR","TrCP","NFB","RAF","PI3K","STAT","SRC","GLI","cateninmemb","RAS","cMet","FUS","KLF4","GSK3","ZEB2","ZEB1","SOSGRB2","LIV1","TWIST1","AXIN2","HEY1","Destcompl","SMAD","CD44","cateninnuc","Wnt","TCFLEF","DELTA","ILK","Frizzled","DSH","Jagged","Csl","Ecadherin","SMO","SNAI1","SNAI2","SHH","NOTCHic","TGF","IKK","AKT","Patched","PAK1","FOXC2","miR200"
"Jagged",0,0,-0.1,-0.26,-0.2,-0.226666666666667,-0.18974358974359,-0.3,-0.14,-0.355555555555556,0,-0.1,-0.0466666666666667,-0.0466666666666667,0,0.1,0.0230769230769231,0.0122096213645509,-0.0103030303030303,0,-0.1,-0.0111111111111111,-0.0961685823754789,-0.0106280193236715,-0.0106280193236715,-0.16,0,0.145,-0.05,0,-0.0248648648648649,0.114285714285714,-0.0230769230769231,-0.0228105228105228,0,-0.0261072261072261,0.0466666666666667,0.1,-0.1,0,0.0729004329004329,0.2,0.0442456140350877,0.0666666666666667,0.175,0.109502262443439,0.0916666666666667,0.14,0.319555555555556,0.0666666666666667,0.0111111111111111,-0.00833333333333333,0.2,0.322857142857143,0.143636363636364
"DELTA",0,0,-0.1,-0.26,-0.2,-0.226666666666667,-0.18974358974359,-0.3,-0.14,-0.355555555555556,0,-0.1,-0.0466666666666667,-0.0466666666666667,0,0.1,0.0230769230769231,0.0122096213645509,-0.0103030303030303,0,-0.1,-0.0111111111111111,-0.0961685823754789,-0.0106280193236715,-0.0106280193236715,-0.16,0,0.145,-0.05,0,-0.0248648648648649,0.114285714285714,-0.0230769230769231,-0.0228105228105228,0,-0.0261072261072261,0.0466666666666667,0.1,-0.1,0,0.0729004329004329,0.2,0.0442456140350877,0.0666666666666667,0.175,0.109502262443439,0.0916666666666667,0.14,0.319555555555556,0.0666666666666667,0.0111111111111111,-0.00833333333333333,0.2,0.322857142857143,0.143636363636364
"Csn",0.095,-0.0142857142857143,0.0633333333333333,0.103593073593074,0.117878787878788,0.125468073593074,0.154768494751674,0.15050881953867,0.0943917193917194,0.154354973384824,0.22,0.12,0.138416407531524,0.138416407531524,-0.1,-0.0896551724137931,-0.0965684149034022,0.0322891993889318,0.15357955532423,-0.100498545907769,-0.00317460317460317,0.0146376499317676,0.193551688219618,-0.00914805624483044,-0.00914805624483044,0.0883108497636343,0.0666666666666667,-0.116032413900577,0.0739137747875354,0.00401993355481728,0.0761557229793893,-0.00790191710975214,0.096498545907769,0.098338478002751,0.100498545907769,0.102607870666611,-0.138416407531524,-0.0030175983436853,0.0896551724137931,0.1,0.0191258679637658,-0.0964646464646465,0.0108748219374712,0.0243867243867244,-0.140900157188346,0.0525598716818562,0.0174768001843623,-0.0847763347763348,-0.158412252621101,-0.095,-0.1182,0.0125587673974771,-0.134090909090909,-0.152270027251378,-0.0402051915934909
"Csl",-0.0111111111111111,0.00833333333333333,-0.226666666666667,-0.262380952380952,-0.276666666666667,-0.281946169772257,-0.212170252053377,-0.329232974910394,-0.0804043833924988,-0.345156541789375,-0.0666666666666667,-0.1,-0.0215831045516203,-0.0215831045516203,0.0230769230769231,0.0261072261072261,0.0134728175050756,0.014074810497027,-0.0370242810222085,0.0228105228105228,-0.0916666666666667,-0.00365769496204279,-0.0767483119242806,-0.00907287301714398,-0.00907287301714398,-0.129428560314311,0,0.144874849095826,-0.030758799372686,-0.0157627822589459,-0.0445257281406199,0.104505538426402,-0.0150554207697065,-0.0187846619064084,-0.0207308820212046,-0.0246737413803935,0.0215831045516203,0.0872833162041795,-0.0261072261072261,-0.0230769230769231,0.0732928783259909,0.0819354838709677,0.0444195242814089,0.0916666666666667,0.198713034147817,0.112030588866535,0.0759547645532073,0.0740407470288625,0.339941122288241,0.0883720930232558,0.0968992248062016,0.081989247311828,0.319555555555556,0.343162016753309,0.140041430480057
"PI3K",0.3,0.1,0.2,0.278991596638655,0.214285714285714,0.283909629425541,0.324078862314156,0.379411764705882,0.150062034739454,0.383411764705882,0.2,0.266666666666667,0.266095238095238,0.266095238095238,-0.1,-0.0888888888888889,-0.0983872166480862,0.0769168916545599,0.255136333985649,-0.0845410628019324,0.05,-0.00285087719298246,0.336952861952862,-0.00318134605709463,-0.00318134605709463,0.212692307692308,0.1,-0.253471585830816,0.0738095238095238,-0.0857868361752935,0.0793662472676309,-0.0865274109643858,0.0983872166480862,0.0949601096529205,0.0845410628019324,0.0910425838797246,-0.266095238095238,-0.0985274109643858,0.0888888888888889,0.1,-0.0248245614035088,-0.125,-0.0226542433193013,-0.0333333333333333,-0.294355877616747,-0.0711404120457908,-0.0730769230769231,-0.140384615384615,-0.392354854136777,-0.284313725490196,-0.297134238310709,-0.0564102564102564,-0.35,-0.395507549361208,-0.202960486567044
"Wnt",0.1,0,0.1,0.2,0.2,0.264705882352941,0.31,0.366666666666667,0.11547619047619,0.4,0.1,0.2,0.155639097744361,0.155639097744361,-0.1,-0.1,-0.0947368421052632,0.0634745762711864,0.192002734107997,-0.1,0.1,0.0294117647058824,0.208855799373041,-0.00258249641319943,-0.00258249641319943,0.175757575757576,0,-0.239411764705882,0.0690909090909091,-0.0651282051282051,0.0802580986628061,-0.097376267143709,0.0947368421052632,0.102660210127969,0.1,0.112593984962406,-0.155639097744361,-0.0717948717948718,0.2,0.2,-0.0144362745098039,-0.15,-0.00743321718931475,-0.05,-0.303830227743271,0.000172413793103448,-0.0465367965367965,-0.107142857142857,-0.404347826086957,-0.14,-0.1525,-0.0227272727272727,-0.3,-0.403724696356275,-0.208282828282828
"CDC42",0.0666666666666667,0.0666666666666667,0.26,0.279130434782609,0.24,0.270655858511422,0.217808857808858,0.3,0.0915384615384615,0.309803921568627,0.1,0.0166666666666667,0.0678104575163399,0.0678104575163399,0,-0.02,-0.01317738791423,-0.0192431024958381,0.0556153355651204,-0.0237037037037037,-0.00476190476190476,-0.0262222222222222,0.0997997835497836,-0.00116069026480649,-0.00116069026480649,0.108333333333333,0.1,-0.154147186147186,0.0323809523809524,-0.0836581709145427,0.0291196525199583,-0.0802952722307561,0.0155955955955956,0.0185438904250785,0.0237037037037037,0.00965500153618966,-0.0678104575163399,-0.0883597883597883,0.02,0,-0.08125,-0.05,-0.0367670508422742,-0.0952380952380952,-0.1820844977807,-0.163324169747527,-0.0799453831711896,-0.0961538461538462,-0.326470588235294,-0.104166666666667,-0.0989035087719298,-0.0984639016897081,-0.442857142857143,-0.331238641798183,-0.126614888379594
"SHH",0,-0.2,0,0.2,0.1,0.14,0.1,0.166666666666667,0.266666666666667,0.0666666666666667,0,0,0.1,0.1,0.1,0.1,0.1,-0.0963440860215054,0.0615384615384615,0.2,-0.2,-0.1,0.00256410256410257,0,0,0.05,0,0.05,-0.0571428571428571,-0.0666666666666667,-0.102077922077922,0.0166666666666667,-0.2,-0.248888888888889,-0.1,-0.26,-0.1,-0.0666666666666667,0,0,-0.185714285714286,-0.1,-0.0975,0.1,-0.05,-0.317471264367816,-0.12,-0.2,-0.0466666666666667,-0.1,-0.15,0,-0.2,0,-0.0666666666666667
"MEK",-0.0857142857142857,-0.1,0.13,0.12501100513573,0.105862068965517,0.0166776718023967,0.165332448768981,-0.0133333333333333,-0.140180581786421,-0.00679127725856698,-0.1,-0.123214285714286,0.0703740703740704,0.0703740703740704,-0.1,-0.115789473684211,-0.13013986013986,-0.100310665246103,0.0598978798978799,-0.119635627530364,-0.14,-0.00932568149210904,0.204059475336071,0.000300471408075426,0.000300471408075426,-0.0658412698412698,0.1,-0.00623295005647947,0.0951264555694935,0.0956280575792771,0.080952652517278,0.109048257366367,0.125929333824071,0.127454159538005,0.123846153846154,0.122621445783358,-0.0703740703740704,0.10867925367633,0.12,0.1,0.14497053713077,0.138383838383838,0.173740737393043,0.128,0.00318262323806803,0.392035125157998,0.135543126540234,0.130691530691531,0.000221934192873545,0.102002164502165,0.114943340972753,0.136196721311475,0.0133333333333333,0.0149855425717495,0.0212968288314463
"cfos",-0.0666666666666667,-0.0666666666666667,-0.16,-0.279130434782609,-0.24,-0.270655858511422,-0.217808857808858,-0.3,-0.0915384615384615,-0.309803921568627,-0.1,-0.0166666666666667,-0.0678104575163399,-0.0678104575163399,0,0.02,0.01317738791423,0.0192431024958381,-0.0556153355651204,0.0237037037037037,0.00476190476190476,0.0262222222222222,-0.0997997835497836,0.00116069026480649,0.00116069026480649,-0.108333333333333,-0.1,0.154147186147186,-0.0323809523809524,0.0836581709145427,-0.0291196525199583,0.0802952722307561,-0.0155955955955956,-0.0185438904250785,-0.0237037037037037,-0.00965500153618966,0.0678104575163399,0.0883597883597883,-0.02,0,0.08125,0.05,0.0367670508422742,0.0952380952380952,0.1820844977807,0.163324169747527,0.0799453831711896,0.0961538461538462,0.326470588235294,0.104166666666667,0.0989035087719298,0.0984639016897081,0.342857142857143,0.331238641798183,0.126614888379594
"ILK",-0.3,-0.1,-0.2,-0.278991596638655,-0.214285714285714,-0.283909629425541,-0.324078862314156,-0.379411764705882,-0.150062034739454,-0.383411764705882,-0.2,-0.266666666666667,-0.266095238095238,-0.266095238095238,0.1,0.0888888888888889,0.0983872166480862,-0.0769168916545599,-0.255136333985649,0.0845410628019324,-0.05,0.00285087719298246,-0.336952861952862,0.00318134605709463,0.00318134605709463,-0.212692307692308,-0.1,0.253471585830816,-0.0738095238095238,0.0857868361752935,-0.0793662472676309,0.0865274109643858,-0.0983872166480862,-0.0949601096529205,-0.0845410628019324,-0.0910425838797246,0.266095238095238,0.0985274109643858,-0.0888888888888889,-0.1,0.0248245614035088,0.125,0.0226542433193013,0.0333333333333333,0.294355877616747,0.0711404120457908,0.0730769230769231,0.140384615384615,0.392354854136777,0.284313725490196,0.297134238310709,0.0564102564102564,0.35,0.395507549361208,0.202960486567044
"NOTCHic",-0.0666666666666667,-0.0666666666666667,-0.26,-0.276666666666667,-0.226666666666667,-0.262380952380952,-0.222769330394391,-0.319555555555556,-0.0740407470288625,-0.329232974910394,-0.1,-0.0111111111111111,-0.0378392621870883,-0.0378392621870883,0,0.0230769230769231,0.0207308820212046,0.0165212936774552,-0.0215831045516203,0.0261072261072261,0.00833333333333333,0.0249137336093858,-0.0916231278300244,0.00418679549114332,0.00418679549114332,-0.13511961722488,-0.1,0.158644600788828,-0.037185534591195,-0.00334448160535117,-0.0299614380735876,0.0872833162041795,-0.0228105228105228,-0.0246737413803935,-0.0261072261072261,-0.0150554207697065,0.0378392621870883,0.100952380952381,-0.0230769230769231,0,0.0732928783259909,0.14,0.0354660359093158,0.0916666666666667,0.190807895807896,0.114640581409413,0.081989247311828,0.0819354838709677,0.345156541789375,0.1,0.0883720930232558,0.0916666666666667,0.355555555555556,0.348334430546412,0.132851887996397
"ERK",-0.123214285714286,-0.14,0.105862068965517,0.0166776718023967,0.12501100513573,0.0269840784876334,0.162268381916614,-0.00679127725856698,-0.137133490373679,-0.000221934192873545,-0.0857142857142857,-0.102002164502165,0.0598978798978799,0.0598978798978799,-0.115789473684211,-0.119635627530364,-0.126881714776452,-0.0995746946849253,0.0683687269825884,-0.125929333824071,-0.128,-0.00234893730606253,0.195794261893746,0.00486740054193369,0.00486740054193369,-0.0658412698412698,0.1,-0.000823796103636193,0.091061414919087,0.0939215729376389,0.0886565232425692,0.103881084114088,0.122621445783358,0.125162492871338,0.13013986013986,0.127454159538005,-0.0598978798978799,0.109048257366367,0.123846153846154,0.12,0.143163308215107,0.130691530691531,0.170410836946768,0.136196721311475,-0.00283589528045049,0.393297523715257,0.137958585477432,0.140180581786421,-0.00197586800492865,0.114943340972753,0.105769029046147,0.135543126540234,0.0133333333333333,0.0137889613751683,0.0193360445177208
"AKT",-0.266666666666667,-0.05,-0.214285714285714,-0.283909629425541,-0.278991596638655,-0.304162793982503,-0.333395632500492,-0.383411764705882,-0.15981813230043,-0.392354854136777,-0.3,-0.284313725490196,-0.255136333985649,-0.255136333985649,0.0888888888888889,0.0845410628019324,0.0900073283799298,-0.0762033340602684,-0.266943562901312,0.0983872166480862,-0.0333333333333333,-0.00142262708052182,-0.330501249049636,0.00592107208449189,0.00592107208449189,-0.201581196581197,-0.1,0.250107671457727,-0.0655062747120509,0.0760124000850679,-0.0888782406505921,0.0868641113010861,-0.0910425838797246,-0.0937293404221513,-0.0983872166480862,-0.0949601096529205,0.255136333985649,0.0865274109643858,-0.0845410628019324,-0.0888888888888889,0.0241623097478796,0.140384615384615,0.0253815160465741,0.0564102564102564,0.30112279490998,0.0712409145583536,0.0604453441295546,0.150062034739454,0.404137331478166,0.297134238310709,0.222386763563234,0.0730769230769231,0.379411764705882,0.40678574484993,0.206703802075065
"RKIP",-0.1,-0.1,0.08,0.105862068965517,0.13,0.12501100513573,0.15875350140056,-0.0133333333333333,-0.130691530691531,-0.0133333333333333,-0.1,-0.0857142857142857,0.0558441558441558,0.0558441558441558,-0.1,-0.1,-0.123846153846154,-0.0988472506119565,0.0703740703740704,-0.115789473684211,-0.1,-0.00344332855093257,0.191528762805359,0.00744332855093257,0.00744332855093257,-0.076952380952381,0,0.00365715983363042,0.0897210501640881,0.0992644212156407,0.0903668784587005,0.10867925367633,0.119635627530364,0.122621445783358,0.12,0.125929333824071,-0.0558441558441558,0.111649550706033,0.1,0.1,0.142511520737327,0.111111111111111,0.170462048868453,0.14,-0.00322763317218838,0.392765052165297,0.136196721311475,0.138383838383838,0.00679127725856698,0.123214285714286,0.102002164502165,0.128,0.0333333333333333,0.0221927497789567,0.0240832065404246
"RAF",-0.1,-0.1,0.08,0.105862068965517,0.13,0.12501100513573,0.15875350140056,-0.0133333333333333,-0.130691530691531,-0.0133333333333333,-0.1,-0.0857142857142857,0.0558441558441558,0.0558441558441558,-0.1,-0.1,-0.123846153846154,-0.0988472506119565,0.0703740703740704,-0.115789473684211,-0.1,-0.00344332855093257,0.191528762805359,0.00744332855093257,0.00744332855093257,-0.076952380952381,0,0.00365715983363042,0.0897210501640881,0.0992644212156407,0.0903668784587005,0.10867925367633,0.119635627530364,0.122621445783358,0.12,0.125929333824071,-0.0558441558441558,0.111649550706033,0.1,0.1,0.142511520737327,0.111111111111111,0.170462048868453,0.14,-0.00322763317218838,0.392765052165297,0.136196721311475,0.138383838383838,0.00679127725856698,0.123214285714286,0.102002164502165,0.128,0.0333333333333333,0.0221927497789567,0.0240832065404246
"STAT",0.1,0.1,0.266666666666667,0.247843137254902,0.206666666666667,0.22741302972802,0.182535392535393,0.196022727272727,0.0887034950427298,0.198654306220096,0.1,0.04,0.108612489660877,0.108612489660877,0.0714285714285714,0.0589285714285714,0.0643143621084798,0.0556970902565826,0.0892095045862499,0.063474025974026,0.025,0.0754406813230342,-0.0146194926568758,0.00753093060785369,0.00753093060785369,-0.0141625615763547,-0.1,-0.0551923172612828,-0.0517294470235647,-0.076,-0.0597309258728963,-0.0724471097784441,-0.0626193251193251,-0.0624358409504746,-0.063474025974026,-0.0711366752770538,-0.108612489660877,-0.0816425120772947,-0.0589285714285714,-0.0714285714285714,-0.0680580505364694,-0.0607843137254902,-0.0961435850190385,-0.111666666666667,-0.152529286167696,-0.139204537527082,-0.0973838924332853,-0.101324854266031,-0.20590068303169,-0.120952380952381,-0.0955286521388216,-0.100038759689922,-0.227272727272727,-0.234873892297205,-0.101729130454675
"Patched",0,-0.2,0.1,0.14,0.2,0.193846153846154,0.0714285714285714,0.0666666666666667,0.293939393939394,0.0466666666666667,0,0.1,0.0615384615384615,0.0615384615384615,0.1,0.2,0.15,-0.107455197132616,0.111538461538462,0.2,-0.1,0,-0.045054945054945,0.00833333333333333,0.00833333333333333,-0.05,-0.1,0.105555555555556,-0.111688311688312,0.0179487179487179,-0.0592207792207792,-0.0433333333333333,-0.26,-0.263451995685005,-0.1,-0.248888888888889,-0.0615384615384615,0.0166666666666667,-0.1,0,-0.182010582010582,-0.2,-0.119830097087379,0,-0.0532258064516129,-0.324137931034483,-0.0575,-0.266666666666667,-0.0383333333333333,-0.15,-0.192857142857143,-0.12,-0.166666666666667,0.01,-0.102380952380952
"IKK",-0.3,-0.1,-0.05,-0.101428571428571,-0.121428571428571,-0.121428571428571,-0.127140255009107,-0.1,-0.23044733044733,-0.1,-0.2,-0.342857142857143,-0.175741076830006,-0.175741076830006,-0.1,-0.111111111111111,-0.114188034188034,-0.137577320258885,-0.19264248528071,-0.103418803418803,-0.12,-0.0124542124542125,-0.146300366300366,0.0120250626566416,0.0120250626566416,-0.0394957983193277,0.1,0.0245751633986928,0.0947619047619048,0.0758513931888545,-0.0257981321801972,0.0851210121012101,0.114188034188034,0.113186818426038,0.103418803418803,0.110233231928147,0.175741076830006,0.0861111111111111,0.111111111111111,0.1,0.105635738831615,0.227272727272727,0.218771978240855,0.12,0.101915465083404,0.33877831497896,0.113869731800766,0.222510822510822,0.1056,0.226190476190476,0.245109395109395,0.131111111111111,0.1,0.141240981240981,0.0361761426978818
"TCFLEF",-0.00909090909090909,0,0.171428571428571,0.18123112659698,0.203135888501742,0.202999834079973,0.154510263121642,0.402802623732856,-0.0987237927880549,0.401868044293604,0,0.0109090909090909,0.0208509819773358,0.0208509819773358,-0.0791666666666667,-0.0541666666666667,-0.0569141926558806,0.137512283081055,0.0367511133833805,-0.0635683760683761,-0.00666666666666667,-0.0128644639674051,0.033502898089732,0.0188909711146553,0.0188909711146553,0.209953017042837,0.0666666666666667,-0.213095411175458,-0.000791208791208792,-0.075812731944048,0.0298246770508697,-0.0712834528525381,0.052876552169005,-0.044832497086436,0.0687154348919055,-0.0410524283579137,-0.0208509819773358,-0.0634440647072226,0.0593137254901961,0.0843137254901961,0.0180925470443724,0.109022796110314,-0.220102946588019,0.0114285714285714,-0.216672734517923,-0.309369455885696,0.0110228718441661,0.109022796110314,-0.406503805883008,0.00521994134897361,-0.0176061456075481,-0.00308755760368664,-0.405128205128205,-0.412963296212637,-0.170322415201933
"NOTCH",0.1,0.1,0.2,0.226666666666667,0.26,0.276666666666667,0.193191865605659,0.355555555555556,0.0819354838709677,0.319555555555556,0,0.0666666666666667,0.0103030303030303,0.0103030303030303,-0.1,0,-0.0261072261072261,-0.0106389407362787,0.0378392621870883,-0.0230769230769231,0.0666666666666667,-0.0106280193236715,0.0643504005572971,0.0217391304347826,0.0217391304347826,0.144210526315789,0,-0.146694915254237,0.0330188679245283,-0.00434782608695652,0.0472947714069209,-0.100952380952381,0.0261072261072261,0.0150554207697065,0.0230769230769231,0.0228105228105228,-0.0103030303030303,-0.114285714285714,0,0.1,-0.0766041366041366,-0.14,-0.0402133559705716,0.00833333333333333,-0.210384615384615,-0.110031362972539,-0.0916666666666667,-0.14,-0.329232974910394,-0.0111111111111111,-0.1,-0.0916666666666667,-0.3,-0.328979591836735,-0.126493506493506
"SMO",0.1,-0.1,0.2,0.193846153846154,0.14,0.148391608391608,0.0658730158730159,0.0466666666666667,0.278939393939394,0.0383333333333333,0,0.15,0.111538461538462,0.111538461538462,0.2,0.2,0.138888888888889,-0.103571701986985,0.0743291592128801,0.26,0,-0.00833333333333333,-0.00719086738504214,0.0235875706214689,0.0235875706214689,-0.0447368421052632,-0.1,0.0967320261437909,-0.08410210479176,-0.0344322344322344,-0.0925541125541125,-0.0385714285714286,-0.248888888888889,-0.260444476888013,-0.15,-0.263451995685005,-0.111538461538462,-0.0433333333333333,-0.1,-0.1,-0.196296296296296,-0.266666666666667,-0.116509063877047,-0.12,-0.0341781874039939,-0.327947454844007,-0.113055555555556,-0.293939393939394,-0.00860360360360361,-0.192857142857143,-0.132857142857143,-0.0575,-0.0666666666666667,0.0341379310344828,-0.098583484026522
"TGF",-0.233333333333333,-0.133333333333333,-0.333333333333333,-0.40250626566416,-0.376190476190476,-0.42250626566416,-0.315584415584416,-0.493333333333333,-0.264022988505747,-0.488571428571429,-0.2,-0.258333333333333,-0.220833333333333,-0.220833333333333,0,-0.0333333333333333,-0.0334231805929919,-0.0466919608055285,-0.22797619047619,-0.0333333333333333,-0.153333333333333,-0.0422578184591915,-0.287745783244805,0.0349850911864642,0.0349850911864642,-0.119736842105263,0,0.264074074074074,0.0141534391534392,0.120373952288846,-0.0416089267381213,0.134975562072336,0.0238993710691824,0.0280859739399958,0.0428571428571429,0.0252151605428666,0.220833333333333,0.147878787878788,0.0428571428571429,0,0.144121256750123,0.253333333333333,0.0835938453593728,0.103333333333333,0.307854418308964,0.0343308629118821,0.153117816091954,0.243333333333333,0.390357142857143,0.229761904761905,0.261340852130326,0.134367816091954,0.46,0.402531055900621,0.211015660584626
"KLF4",0,0,0,0.00427807486631016,0.0454545454545455,0.0218038480621864,-0.0576994434137291,-0.121090909090909,0.0964208553248163,-0.130424242424242,0.1,0.06,0.0158974358974359,0.0158974358974359,0.0333333333333333,0.0509803921568627,0.0484944258376967,0.00431065885334178,0.0372209653092006,0.0347013223894209,0.0333333333333333,-0.0296296296296296,-0.0558652415951525,0.0353457172342621,0.0353457172342621,-0.160906232132647,-0.0333333333333333,0.0593333333333333,-0.0508997484417748,0.0561497326203209,-0.0350023672169402,0.0563478260869565,-0.0477448006502904,-0.0462329117054057,-0.0347013223894209,-0.0393835966369125,-0.0158974358974359,0.052,-0.0509803921568627,-0.0333333333333333,-0.0291926763890782,-0.107272727272727,-0.0776687657412248,0.0166666666666667,0.0475313693008127,-0.107369816182445,-0.00685483870967742,-0.0809569377990431,0.128960827790096,0.00190476190476191,-0.0388359788359788,-0.0208333333333333,0.109090909090909,0.158488494544151,0.10991452991453
"TWIST1",-0.2,-0.233333333333333,-0.18,-0.164324942791762,-0.16695652173913,-0.161837380602707,-0.0857444161791988,-0.0306792058516197,-0.166660216094178,-0.0244292058516197,-0.2,-0.207692307692308,-0.0982154538131768,-0.0982154538131768,-0.147619047619048,-0.158730158730159,-0.164288053467001,-0.12248478480888,-0.0985579195666014,-0.160857818304627,-0.244444444444444,-0.0585261621846988,0.0985006087879762,0.0420490666104701,0.0420490666104701,0.0682704531674783,0.133333333333333,-0.135120318913225,0.112907361455749,0.0610852424411746,0.120923156145681,0.0736754756556737,0.162865850433141,0.163499014306343,0.161888053467001,0.162406432362697,0.0982154538131768,0.0746655746655747,0.158730158730159,0.147619047619048,0.148271125893918,0.171111111111111,0.25221180414478,0.232444444444444,0.0449471383473751,0.396856660069115,0.232984291937528,0.168547008547009,0.020101187628385,0.193406593406593,0.188321847643882,0.225595129375951,0.0375757575757576,0.0591789587007142,0.0825496977954792
"CD44",0,-0.1,0.1,0.12,0.1,0.12,0.0737037037037037,-0.113333333333333,-0.037593984962406,-0.0758333333333333,0.1,0,0.2,0.2,-0.1,-0.2,-0.146666666666667,-0.0970879120879121,0.185714285714286,-0.2,-0.1,-0.134920634920635,0.339285714285714,0.0492063492063492,0.0492063492063492,-0.119047619047619,0.1,0.00564102564102564,0.12,0.152046783625731,0.180579504529084,0.161678004535147,0.146666666666667,0.162909958258795,0.1,0.158294573643411,-0.2,0.155555555555556,0.1,0,0.195337995337995,0,0.187698404082076,0.2,0.0412014885699096,0.36957264957265,0.172727272727273,0.0428571428571429,0.0702777777777778,0.0333333333333333,0.0266666666666667,0.2,0.133333333333333,0.07375,0.0916864295125165
"SRC",-0.05,0.1,-0.0333333333333333,-0.0505050505050505,-0.00606060606060606,-0.0335239184295788,-0.109677419354839,0.0791666666666667,-0.0507142857142857,0.0458333333333333,-0.1,-0.05,-0.201385064664164,-0.201385064664164,0.1,0.075,0.0799180327868853,0.0605253704535249,-0.184718397997497,0.075,0.1,0.0541343669250646,-0.30017316017316,0.0616202455825097,0.0616202455825097,0.13,-0.2,0.023199444233927,-0.0658294020145353,-0.0266219794769944,-0.0864922758401019,-0.0245673304883831,-0.0799180327868853,-0.0866512679044713,-0.075,-0.0774790083966413,0.201385064664164,-0.0326754385964912,-0.075,0,-0.0625358739120207,0.065,-0.111139829669241,-0.02,0.0192105094347904,-0.150015610830712,-0.0710893246187364,0.0792857142857143,-0.0385606060606061,0.119230769230769,0.0747863247863248,-0.0681481481481481,-0.0666666666666667,-0.0425816993464052,-0.0727829014785537
