"","KLF4","SOSGRB2","PAK1","CDC42","ILK","TrCP","SUFU","FUS","Csn","RKIP","ZEB1","cateninmemb","AXIN2","NOTCHic","RAF","STAT","NOTCH","TCFLEF","Csl","RAS","EGR1","CD44","SRC","Wnt","DSH","GLI","ERK","Frizzled","MEK","cfos","LIV1","GSK3","cateninnuc","PI3K","DELTA","cMet","Destcompl","Jagged","TWIST1","SNAI2","SNAI1","NFB","IKK","AKT","SHH","SMO","Patched","HEY1","SMAD","TGF","TGFR","Ecadherin","FOXC2","miR200","ZEB2"
"AXIN2",-0.279777535688807,-0.277271168912123,-0.212083333333333,-0.220725308641975,-0.203795721187026,0.2,0.1,0.0923076923076923,0.233333333333333,-0.288800169364685,0.113564382323867,0.231051595668697,0.0785859636226269,0.287268170426065,-0.368703824932199,-0.313333333333333,0.294024927182822,-0.346157943960111,0.272982456140351,-0.367653956165794,-0.233333333333333,-0.347447510196923,-0.334263565891473,-0.34460839347768,-0.313333333333333,-0.34775304756573,-0.256948560139807,-0.334263565891473,-0.256258904967393,-0.250406504065041,-0.266666666666667,0.272806704609908,0.343866547505291,0.368703824932199,0.368703824932199,0.34460839347768,-0.267372279218162,-0.242903154424894,0.308789725537528,0.421852499422476,0.255608870116648,-0.246376811594203,-0.256521739130435,-0.260966183574879,-0.100494655617606,-0.0970695970695971,-0.0988553113553114,0.21864546377731,0.202208419599724,0.218415077618873,0.220725308641975,0.137675866933659,0.324183529195239,0.225522816925985,0.289732178207799
"SRC",-0.39031007751938,-0.167142857142857,-0.311111111111111,-0.311111111111111,-0.169956140350877,-0.1,-0.1,-0.1,-0.15,-0.118996415770609,-0.0189502845163223,-0.179110911540189,-0.185430745038038,-0.140238095238095,-0.0106967042136003,0,-0.136666666666667,-0.135039984006397,-0.145,-0.0106967042136003,-0.0333333333333333,-0.139918032786885,-0.125,-0.135,-0.1,-0.139918032786885,-0.0131313131313131,-0.125,-0.0150181055841433,-0.0242424242424242,0,-0.0427705627705628,0.1343688430668,0.0106967042136003,0.0106967042136003,0.135,0.0784352603917821,0.0679769466007998,0.156849816849817,0.217077995307396,0.190093396940938,0.183333333333333,0.191025641025641,0.191025641025641,0.117821350762527,0.12,0.123703703703704,0.118462429659053,0.169055239449976,0.304531024531025,0.306349206349206,0.365322199586905,0.325,0.23931488801054,0.292857142857143
"AKT",-0.294365721997301,-0.305683760683761,-0.230882352941176,-0.230882352941176,-0.150621208483393,-0.0333333333333333,-0.1,-0.0833333333333333,-0.0333333333333333,-0.239751552795031,-0.0199115892896485,-0.0181837384793394,-0.280361010830325,0.154528535980149,-0.306202929490601,-0.233333333333333,0.155748048175271,-0.236180870437911,0.148076923076923,-0.300660760815902,-0.147619047619048,-0.237211798272963,-0.23768115942029,-0.242296544035674,-0.233333333333333,-0.236151292639026,-0.155140744822519,-0.23768115942029,-0.151343276468089,-0.153501400560224,-0.2,0.167135836087449,0.233257793514834,0.306202929490601,0.306202929490601,0.242296544035674,-0.157445670082499,0.00277622865109794,0.160492209116062,0.160687504889779,0.200513633116608,0.0156862745098039,0.00799396681749623,-0.0909959321724028,0.0801754385964912,0.0833333333333333,0.0833333333333333,0.161206214001354,0.148937706799892,0.225724295318304,0.228443328550933,0.219518502700329,0.26591857693013,0.241417491393383,0.299735086896718
"STAT",-0.418676965735789,-0.324055829228243,-0.259090909090909,-0.252840909090909,-0.182689210950081,-0.1,-0.1,-0.1,-0.1,-0.165489060489061,-0.0533799533799534,-0.186667634028226,-0.16513564866506,-0.0301536830948596,-0.11985111662531,-0.114285714285714,-0.0291828093084518,-0.112532805435014,-0.0274509803921569,-0.115373504685012,-0.0333333333333333,-0.112848262848263,-0.114285714285714,-0.118831168831169,-0.114285714285714,-0.111268143621085,-0.0133333333333333,-0.114285714285714,-0.012258064516129,-0.0133333333333333,0,-0.142291944815309,0.110029825697231,0.11985111662531,0.11985111662531,0.118831168831169,0.198980381918469,0.0630497792378756,0.241570232199917,0.196290880836335,0.160801652532442,0.1,0.104761904761905,0.106456820016142,0.117900802634287,0.12,0.122325581395349,0.179333333333333,0.183838636237437,0.249459266578832,0.252840909090909,0.367094285451918,0.304043626448534,0.273415419921444,0.323435538820154
"miR200",-0.324206349206349,-0.00867504835589942,-0.0125,-0.0105392156862745,-0.00475254015077024,0,-0.02,-0.0075,-0.02,-0.018004014588222,-0.312948028673835,0.041413155790871,0.0794457267059333,-0.00571428571428572,0.0600727133562955,0.04,-0.007409200968523,0.0160302874621665,-0.00916256157635468,0.0553345587428291,0.0142857142857143,0.0132525096843887,0.00956521739130435,0.0246760563380282,0.04,0.0158848475468194,0.00701298701298701,0.012,-0.00727272727272727,-0.0157142857142857,0,0.0214264084239474,-0.0136060450379241,-0.0600727133562955,-0.0600727133562955,-0.0222412737293325,-0.0950675101237613,-0.00907494605610165,-0.0651217698456962,-0.0951120507188661,0.0269447219447219,0.00421052631578948,0.0184962406015038,0.0128358632430132,0.0202967345441203,0.0208333333333333,0.017035864978903,0.0034180790960452,0.00820081601283921,0.0159593207125311,0.0153779253636939,-0.0323710123832067,0.00694351718741963,0.257665431989887,0.325936379928315
"DELTA",-0.333333333333333,-0.26,-0.2,-0.3,-0.183333333333333,0,0,-0.1,0,-0.194871794871795,-0.0502415458937198,-0.146782513261386,-0.134285714285714,0.02,-0.1,0,0.0342857142857143,-0.106107226107226,0,-0.118181818181818,-0.1,-0.103076923076923,-0.1,-0.08,0,-0.103076923076923,-0.02,-0.1,-0.0866666666666667,0,0,-0.046360153256705,0.100612720612721,0.1,0.1,0.08,0.153096525096525,0.0938528138528139,0.196,0.256586224233283,0.225,0.1,0.133333333333333,0.1,0.146794871794872,0.133333333333333,0.108333333333333,0.283333333333333,0.207142857142857,0.321333333333333,0.333333333333333,0.278456140350877,0.351428571428571,0.278787878787879,0.33768115942029
"SMAD",-0.349287315577814,-0.293537414965986,-0.309523809523809,-0.316566063044936,-0.305795574288725,-0.2,-0.208333333333333,-0.258333333333333,-0.166666666666667,-0.183357357019828,-0.0450210851409099,-0.159282708603518,-0.154106050274804,-0.151789819376026,-0.226459479385244,-0.108571428571429,-0.150202517788725,-0.109445578321786,-0.155238095238095,-0.226788426753665,-0.0857142857142857,-0.112023597317715,-0.114126984126984,-0.09502442002442,-0.0952380952380952,-0.0964632689452833,-0.0770871289250884,-0.100793650793651,-0.0722794366173961,-0.0631336405529954,-0.08,0.0697447623387473,0.108128455728067,0.226459479385244,0.226459479385244,0.110205415499533,0.0783747330208276,0.200299399525206,0.161646035917188,0.261193473918659,0.183528427665524,0.19047619047619,0.188515406162465,0.183182072829132,0.256396155201619,0.258333333333333,0.250076452599388,0.268076313051209,0.204367002860154,0.309710802522779,0.314890085391305,0.289359897691114,0.328868153798067,0.300014110955529,0.347088753480598
"Csl",-0.351966873706004,-0.280815342124713,-0.321333333333333,-0.324559139784946,-0.200739979445015,-0.133333333333333,-0.108333333333333,-0.146794871794872,-0.1,-0.202341977480238,-0.0594823889467176,-0.164083919265634,-0.144490884776086,-0.0689400921658986,-0.1103286019328,-0.103076923076923,-0.0689400921658986,-0.09863110353841,-0.0689400921658986,-0.1103286019328,-0.0866666666666667,-0.101837210408639,-0.106107226107226,-0.098580344386796,-0.103076923076923,-0.0993867959996992,-0.0695238095238095,-0.106107226107226,-0.065175983436853,-0.0580952380952381,-0.08,-0.0675997618205872,0.0975447684898108,0.1103286019328,0.1103286019328,0.100612720612721,0.166251622000054,0.101118802937925,0.193363938396206,0.258159478337102,0.203782602260863,0.122222222222222,0.124547803617571,0.120671834625323,0.150322756808722,0.152677224736048,0.145150343015618,0.293259667300588,0.199628868333904,0.316979377519106,0.322648311759469,0.288344841469495,0.350824347536567,0.30043102287917,0.348276616756079
"NOTCH",-0.33768115942029,-0.275789473684211,-0.3,-0.333333333333333,-0.207142857142857,0,-0.1,-0.133333333333333,-0.1,-0.219009725906278,-0.0391304347826087,-0.157777277659292,-0.143719676549865,0.0342857142857143,-0.118181818181818,-0.1,-0.0689400921658986,-0.100612720612721,0.02,-0.116732542819499,0,-0.106107226107226,-0.08,-0.103076923076923,-0.1,-0.106107226107226,-0.0866666666666667,-0.08,-0.0580952380952381,-0.02,0,-0.0577237896203413,0.101837210408639,0.118181818181818,0.118181818181818,0.103076923076923,0.159638581171291,0.101260221260221,0.204474576271186,0.258173525820585,0.214230769230769,0.133333333333333,0.1,0.122222222222222,0.152677224736048,0.108333333333333,0.146794871794872,0.296376811594203,0.197142857142857,0.324559139784946,0.321333333333333,0.284907753254103,0.361632653061224,0.301645021645022,0.348792270531401
"SHH",-0.25,-0.15,-0.2,-0.233333333333333,-0.133333333333333,0,-0.2,-0.2,0,-0.3,0.05,-0.105663082437276,0.219047619047619,-0.2,-0.05,0.1,-0.233333333333333,0.03,-0.1,-0.0884615384615385,0,0.05,0.1,0.2,0.2,0.15,0,0.2,-0.06,-0.1,0,0.305128205128205,-0.0133333333333333,0.05,0.05,-0.1,-0.301558441558442,0.145714285714286,0.125,-0.191647509578544,0.333333333333333,0,0.1,0.15,0.32,0.3,0.4,0.133333333333333,0.166666666666667,0.393333333333333,0.333333333333333,0.0936111111111111,0.275,0.233333333333333,0.35
"TCFLEF",-0.343387127578304,-0.110897589436512,-0.351282051282051,-0.362909958258795,-0.16427903091061,-0.142857142857143,-0.15,-0.156666666666667,-0.115584415584416,-0.19721862515498,0.0263170742512848,-0.0422172876951466,0.28417094017094,-0.162665391359796,-0.0166783681567075,-0.0375,-0.156353099000992,-0.171041405859048,-0.176390881555874,-0.0199635192736589,-0.0257142857142857,-0.0690940977261732,-0.0525,-0.0572322775263952,-0.0294117647058824,-0.060337867588507,-0.0462485481997677,-0.0444117647058824,-0.0496499087439854,-0.0281533101045296,0,0.264339239477535,0.170955495206127,0.0166783681567075,0.0166783681567075,0.0653205128205128,-0.259467759385748,0.101938069105647,0.171912435431451,-0.0383425533879881,0.285252947888931,0.111584415584416,0.098681189777964,0.0965072767344857,0.168189288777058,0.166190476190476,0.169416282642089,0.102983220731437,0.168676736455543,0.370114265989191,0.369452014333562,0.150113288911172,0.315922699467888,0.277505346059563,0.351314238880028
"NOTCHic",-0.344824016563147,-0.28488038277512,-0.333333333333333,-0.321333333333333,-0.197142857142857,-0.1,-0.133333333333333,-0.108333333333333,-0.133333333333333,-0.214784373793602,-0.0561674718196457,-0.160414194494992,-0.143719676549865,-0.0689400921658986,-0.116732542819499,-0.08,-0.0689400921658986,-0.101837210408639,0.0342857142857143,-0.1103286019328,-0.02,-0.100612720612721,-0.103076923076923,-0.106107226107226,-0.08,-0.098580344386796,-0.0580952380952381,-0.103076923076923,-0.0695238095238095,-0.0866666666666667,-0.1,-0.0618560210253,0.09863110353841,0.116732542819499,0.116732542819499,0.106107226107226,0.164971914504625,0.100597969604592,0.196298475642256,0.259576331431807,0.204177859177859,0.1,0.122222222222222,0.124547803617571,0.145150343015618,0.146794871794872,0.152677224736048,0.288684503901895,0.200739979445015,0.322648311759469,0.324559139784946,0.2890425158881,0.360019749835418,0.297598778870455,0.355458937198068
"TrCP",-0.369455113192818,-0.289081408140814,-0.338095238095238,-0.343977591036415,-0.208277863116573,-0.133333333333333,-0.119047619047619,-0.152380952380952,-0.108333333333333,-0.218640291568468,-0.0590424706951104,-0.177048224922003,-0.158525575487189,-0.0817948717948718,-0.141472713746745,-0.12,-0.0817948717948718,-0.126083410142816,-0.0833333333333333,-0.142381804655836,-0.08,-0.128676002735409,-0.131111111111111,-0.123216374269006,-0.12,-0.12565539865925,-0.0754310980103169,-0.131111111111111,-0.0740977646769835,-0.0669565217391304,-0.1,-0.0253095238095238,0.12525582393592,0.141472713746745,0.141472713746745,0.125705705705706,0.168634258537076,0.116840277777778,0.21805119518163,0.271469789565512,0.221800392894318,0.120833333333333,0.12609649122807,0.122392787524366,0.161885532229618,0.162058371735791,0.155885532229618,0.19881088867331,0.208277863116573,0.339059558249529,0.343977591036415,0.293954144866886,0.367560716464887,0.313947154003887,0.367251102304784
"PAK1",-0.369455113192818,-0.289081408140814,-0.338095238095238,-0.343977591036415,-0.208277863116573,-0.133333333333333,-0.119047619047619,-0.152380952380952,-0.108333333333333,-0.218640291568468,-0.0590424706951104,-0.177048224922003,-0.158525575487189,-0.0817948717948718,-0.141472713746745,-0.12,-0.0817948717948718,-0.126083410142816,-0.0833333333333333,-0.142381804655836,-0.08,-0.128676002735409,-0.131111111111111,-0.123216374269006,-0.12,-0.12565539865925,-0.0754310980103169,-0.131111111111111,-0.0740977646769835,-0.0669565217391304,-0.1,-0.0253095238095238,0.12525582393592,0.141472713746745,0.141472713746745,0.125705705705706,0.168634258537076,0.116840277777778,0.21805119518163,0.271469789565512,0.221800392894318,0.120833333333333,0.12609649122807,0.122392787524366,0.161885532229618,0.162058371735791,0.155885532229618,0.19881088867331,0.208277863116573,0.339059558249529,0.343977591036415,0.293954144866886,0.367560716464887,0.313947154003887,0.367251102304784
"LIV1",-0.369455113192818,-0.289081408140814,-0.338095238095238,-0.343977591036415,-0.208277863116573,-0.133333333333333,-0.119047619047619,-0.152380952380952,-0.108333333333333,-0.218640291568468,-0.0590424706951104,-0.177048224922003,-0.158525575487189,-0.0817948717948718,-0.141472713746745,-0.12,-0.0817948717948718,-0.126083410142816,-0.0833333333333333,-0.142381804655836,-0.08,-0.128676002735409,-0.131111111111111,-0.123216374269006,-0.12,-0.12565539865925,-0.0754310980103169,-0.131111111111111,-0.0740977646769835,-0.0669565217391304,-0.1,-0.0253095238095238,0.12525582393592,0.141472713746745,0.141472713746745,0.125705705705706,0.168634258537076,0.116840277777778,0.21805119518163,0.271469789565512,0.221800392894318,0.120833333333333,0.12609649122807,0.122392787524366,0.161885532229618,0.162058371735791,0.155885532229618,0.19881088867331,0.208277863116573,0.339059558249529,0.343977591036415,0.293954144866886,0.367560716464887,0.313947154003887,0.367251102304784
"Wnt",-0.350980392156863,-0.363636363636364,-0.3,-0.366666666666667,-0.198290598290598,0.1,0,-0.1,0.1,-0.308333333333333,0.00349115255858441,-0.00758474576271186,-0.278787878787879,0.142857142857143,-0.379699248120301,-0.1,0.15952380952381,-0.258458646616541,0.1,-0.393335611756664,-0.1,-0.251315789473684,-0.2,-0.225,0,-0.251315789473684,-0.173333333333333,-0.1,-0.17921568627451,-0.133333333333333,0,0.302115987460815,0.256471891649654,0.379699248120301,0.379699248120301,0.225,-0.184683759087159,0.0137009803921569,0.332647058823529,0.296465517241379,0.313457556935818,-0.0666666666666667,-0.0866666666666667,-0.0991666666666667,0.114718614718615,0.1,0.0909090909090909,0.207179487179487,0.205267342476645,0.391014492753623,0.386666666666667,0.259392679180248,0.448987854251012,0.276060606060606,0.36805356288857
"SNAI1",-0.364159163037055,-0.28945876663138,-0.343977591036415,-0.343977591036415,-0.208277863116573,-0.108333333333333,-0.152380952380952,-0.162058371735791,-0.120833333333333,-0.219895521693991,-0.0606414866852703,-0.177704528894369,-0.157826274787888,-0.0817948717948718,-0.142381804655836,-0.131111111111111,-0.0834275248560963,-0.12525582393592,-0.0817948717948718,-0.139097732406247,-0.0669565217391304,-0.126083410142816,-0.125705705705706,-0.12565539865925,-0.131111111111111,-0.12327879902488,-0.0740977646769835,-0.123216374269006,-0.0673713072778804,-0.0754310980103169,-0.12,-0.0269596888260255,0.123655410926111,0.142381804655836,0.142381804655836,0.128676002735409,0.17011452169497,0.118487336601307,0.216512733643168,0.270497613903426,0.118775481862289,0.12609649122807,0.122392787524366,0.127253898635478,0.16091465844321,0.155885532229618,0.161885532229618,0.19881088867331,0.203726817606118,0.337849880830174,0.339059558249529,0.294682552775315,0.36667126284354,0.314235338441928,0.369096120754968
"CDC42",-0.359619047619048,-0.286111111111111,-0.242857142857143,-0.338095238095238,-0.203439153439153,-0.1,-0.133333333333333,-0.119047619047619,-0.133333333333333,-0.229137529137529,-0.0535762327529882,-0.173018920892699,-0.156009852216749,-0.0833333333333333,-0.146350762527233,-0.1,-0.0817948717948718,-0.128676002735409,-0.0833333333333333,-0.141472713746745,-0.02,-0.125705705705706,-0.12,-0.131111111111111,-0.1,-0.123216374269006,-0.0669565217391304,-0.12,-0.0754310980103169,-0.08,-0.1,-0.019491341991342,0.126083410142816,0.146350762527233,0.146350762527233,0.131111111111111,0.166679371319031,0.116840277777778,0.220225108225108,0.271831453218314,0.221561729409831,0.108333333333333,0.120833333333333,0.12609649122807,0.155885532229618,0.152380952380952,0.162058371735791,0.192928535732134,0.208277863116573,0.343977591036415,0.343977591036415,0.293469715801142,0.375836578533853,0.310393854511502,0.372074253430186
"GLI",-0.376779064779065,-0.314934298739608,-0.44,-0.453793103448276,-0.224047238736451,-0.1,-0.219047619047619,-0.269047619047619,-0.0666666666666667,-0.199492771379564,-0.0374760197986004,-0.183310010495713,-0.164960748792271,-0.0647679045092838,-0.245354776022722,-0.12,-0.0628631426045219,-0.135124695971979,-0.0672679045092838,-0.248325073052425,0.0171428571428571,-0.13642339727068,-0.136129032258065,-0.00789373814041746,0,-0.112574589204247,0.0221212121212121,-0.0161290322580645,0.0226736983090574,0.0338095238095238,-0.1,0.0865071365744281,0.134108557298936,0.245354776022722,0.245354776022722,0.131250983477577,0.141243933264355,0.127201221028999,0.224503491226751,0.286254219843745,0.223305018020186,0.0929824561403509,0.0991049051199427,0.0928549051199427,0.280875690107102,0.279573934837093,0.27141066953097,0.214980449657869,0.225128319817532,0.451209307665812,0.455679895901106,0.3089168461097,0.369728672170623,0.320323319611245,0.375321385902031
"Csn",-0.367166558931265,-0.396700103770322,-0.402272727272727,-0.40376526458616,-0.20425983436853,0.14,-0.114285714285714,-0.103174603174603,0.04,-0.318873439428528,-0.0265674110835401,-0.0750373710557015,-0.285696608435631,0.117099567099567,-0.407510390564462,-0.216666666666667,0.120945720945721,-0.247413395163238,0.110606060606061,-0.403863557551026,-0.133333333333333,-0.246127221529797,-0.240804597701149,-0.249238332640908,-0.216666666666667,-0.244434839191127,-0.15021645021645,-0.240804597701149,-0.155424783549784,-0.151515151515152,-0.2,0.282839248471116,0.244587177484344,0.407510390564462,0.407510390564462,0.249238332640908,-0.154338985013808,0.0554198614391064,0.330222845566464,0.295596745894964,0.304362138892954,-0.0566666666666667,-0.0525,-0.0533,0.128243910739945,0.13044733044733,0.131522599264535,0.207948504983389,0.208115875499635,0.407222825322957,0.408893469714365,0.280211925748596,0.464633990129224,0.296930445326699,0.376044665012407
"GSK3",-0.375530688077499,-0.405781467539834,-0.391014492753623,-0.395776397515528,-0.209598148330992,0.0866666666666667,-0.0909090909090909,-0.114718614718615,0.0991666666666667,-0.311062183430604,-0.0137272520163678,-0.0250264692504936,-0.301686989786078,0.174222835987542,-0.394191387137683,-0.251315789473684,0.174482576247282,-0.254009524690404,0.169327731092437,-0.391880462767935,-0.17921568627451,-0.256948082125844,-0.258458646616541,-0.255190672760332,-0.251315789473684,-0.25566237087354,-0.186678788474454,-0.258458646616541,-0.183269697565363,-0.182919389978213,-0.225,0.176026132531786,0.252298998374614,0.394191387137683,0.394191387137683,0.256471891649654,-0.165726538169487,0.015263164789174,0.332625627852143,0.305689610053256,0.296528800937294,-0.0991666666666667,-0.102614942528736,-0.104324344238137,0.113001599766107,0.111492808267002,0.109652317469456,0.22156950772891,0.20704942269381,0.38949121927913,0.393337373125284,0.273181252357751,0.453734922767971,0.290835217904028,0.378483676929914
"Frizzled",-0.365266106442577,-0.390909090909091,-0.366666666666667,-0.386666666666667,-0.205267342476645,0.1,-0.1,-0.1,0.0666666666666667,-0.322619047619048,0.000520855528881436,-0.0174260156039817,-0.295066948555321,0.15952380952381,-0.393335611756664,-0.2,0.169327731092437,-0.256471891649654,0.142857142857143,-0.39727261963068,-0.133333333333333,-0.258458646616541,-0.225,-0.251315789473684,-0.1,-0.258458646616541,-0.17921568627451,-0.225,-0.182919389978213,-0.173333333333333,-0.1,0.290600835945664,0.256948082125844,0.393335611756664,0.393335611756664,0.251315789473684,-0.175399939458512,0.0126908793820558,0.339313725490196,0.303090122919613,0.30552104899931,-0.0866666666666667,-0.0991666666666667,-0.0991666666666667,0.111492808267002,0.0909090909090909,0.114718614718615,0.213562465902891,0.206201921915897,0.395776397515528,0.391014492753623,0.267551187338756,0.460615761227756,0.288560606060606,0.378944651997481
"DSH",-0.374003970520247,-0.400665188470067,-0.386666666666667,-0.391014492753623,-0.206201921915897,0.0666666666666667,-0.1,-0.0909090909090909,0.0866666666666667,-0.316325341325341,-0.00971536494355951,-0.0213129413990347,-0.299708298766291,0.169327731092437,-0.39727261963068,-0.225,0.174222835987542,-0.256948082125844,0.15952380952381,-0.394191387137683,-0.173333333333333,-0.256471891649654,-0.251315789473684,-0.258458646616541,-0.225,-0.255190672760332,-0.182919389978213,-0.251315789473684,-0.186678788474454,-0.17921568627451,-0.2,0.282016149170722,0.254009524690404,0.39727261963068,0.39727261963068,0.258458646616541,-0.168720550145535,0.0142412669789551,0.33505840634126,0.306466141545922,0.298854382332643,-0.0991666666666667,-0.0991666666666667,-0.102614942528736,0.109652317469456,0.114718614718615,0.111492808267002,0.217071237832716,0.209598148330992,0.393337373125284,0.395776397515528,0.272028799279055,0.459317059929055,0.289780118255728,0.38130685672189
"Patched",-0.35,-0.15,-0.233333333333333,-0.333333333333333,-0.166666666666667,0,-0.2,-0.3,0,-0.314285714285714,0.05,-0.111218637992832,0.200865800865801,-0.233333333333333,-0.0884615384615385,0.1,-0.206060606060606,0.0133333333333333,-0.2,-0.119711538461538,-0.1,0.03,0.1,0.15,0.2,0.1375,-0.06,0.2,-0.0984615384615385,0,0.1,0.319413919413919,0.00122977346278317,0.0884615384615385,0.0884615384615385,-0.05,-0.304855144855145,0.149417989417989,0.150925925925926,-0.166314176245211,0.349462365591398,0.1,0.15,0.135714285714286,0.3325,0.4,0.32,0.156410256410256,0.226666666666667,0.426666666666667,0.393333333333333,0.104290722761597,0.325,0.276190476190476,0.383333333333333
"SMO",-0.383333333333333,-0.207894736842105,-0.333333333333333,-0.393333333333333,-0.226666666666667,0,-0.3,-0.4,-0.1,-0.336507936507937,0.038135593220339,-0.109276890420016,0.183624421555456,-0.206060606060606,-0.119711538461538,0.1,-0.196060606060606,-0.00122977346278317,-0.233333333333333,-0.133665026833631,0,0.0133333333333333,0.05,0.1375,0.2,0.120833333333333,-0.0984615384615385,0.15,-0.11967365967366,-0.06,0.1,0.324268288345958,0.00498917195902377,0.119711538461538,0.119711538461538,-0.03,-0.300979175862897,0.160132275132275,0.165631808278867,-0.148218938149973,0.368509984639017,0.15,0.135714285714286,0.131714285714286,0.360277777777778,0.32,0.3325,0.208791208791209,0.244126984126984,0.44018018018018,0.426666666666667,0.120157881433183,0.345689655172414,0.292646172393008,0.412146892655367
"ZEB2",-0.507713071714679,-0.256849816849817,-0.242857142857143,-0.241038961038961,-0.236468812877264,-0.2,-0.2,-0.2,-0.188888888888889,-0.180209339774557,-0.180062030555925,-0.155010563557501,-0.147583087415836,-0.121948717948718,-0.121926406926407,-0.12,-0.119216477511559,-0.118917030447794,-0.117948717948718,-0.117429618917842,-0.116666666666667,-0.1164522417154,-0.113333333333333,-0.112680652680653,-0.109090909090909,-0.104423771946708,-0.104102999434069,-0.102424242424242,-0.101663975043825,-0.100877192982456,-0.1,-0.0166020744166286,0.116319627850391,0.121926406926407,0.121926406926407,0.123859649122807,0.138556414004349,0.14434101254632,0.155134663549693,0.167740411108824,0.173288294475587,0.188888888888889,0.191111111111111,0.193914849428868,0.211270193221413,0.214285714285714,0.216724738675958,0.219323257387774,0.237688325072386,0.240661032089603,0.241719233147805,0.249540188019762,0.267145299145299,0.356921039386131,0.415338262017738
