"","GSK3","ZEB1","AXIN2","LIV1","Destcompl","cateninnuc","TCFLEF","RAS","RAF","PI3K","Wnt","GLI","CDC42","SOSGRB2","NFB","TGFR","miR200","TGF","Jagged","Csn","NOTCHic","IKK","AKT","NOTCH","HEY1","TWIST1","SNAI2","cfos","ZEB2","SNAI1","RKIP","TrCP","SUFU","EGR1","MEK","SHH","ERK","Patched","ILK","FUS","SMAD","Csl","SMO","PAK1","FOXC2","DSH","cateninmemb","STAT","Frizzled","DELTA","Ecadherin","CD44","KLF4","SRC","cMet"
"Patched",0.286080586080586,0.133333333333333,0.407792207792208,0.1,0.34985014985015,0.302901833872708,0.292222222222222,0.348076923076923,0.323076923076923,0.323076923076923,0.35,0.375,-0.0333333333333333,-0.1,0.1,-0.0933333333333333,0.0404761904761905,-0.126666666666667,0.145396825396825,0,0,0.1,0.142857142857143,-0.0272727272727273,-0.0743589743589744,-0.118518518518519,0.386819923371648,0.2,0,0.0301075268817204,0.0114285714285714,0,0.2,0.1,-0.227692307692308,0.305833333333333,-0.22,0.293333333333333,0.0666666666666667,0.3,0.0366666666666667,0,0.333333333333333,0.0333333333333333,0.11,-0.2,0.176899641577061,-0.1,-0.3,-0.323076923076923,0.000960086299892128,-0.27,-0.0111111111111111,-0.2,-0.25
"Wnt",0.163871473354232,0.116068866571019,0.260606060606061,0,0.313600772116627,0.246373798735249,0.240413533834586,0.146821599453178,0.119548872180451,0.119548872180451,0.2,0.236842105263158,0.0333333333333333,-0.0303030303030303,-0.0666666666666667,5.55111512312578e-18,0.027979797979798,0.00434782608695653,0.0967156862745098,-0.1,0.0857142857142857,-0.0466666666666667,-0.0341666666666667,0.0857142857142857,0.00512820512820513,-0.0758823529411765,0.123793103448276,-0.0333333333333333,0.00143472022955524,-0.0146997929606625,-0.00333333333333334,-0.1,0,0,0.0156862745098039,0.0352813852813853,0.0333333333333333,0.0590909090909091,-0.0162393162393162,0,-0.00926257205326973,-0.1,0.05,-0.1,-0.0463967611336032,-0.2,0.0709745762711864,-0.1,-0.3,-0.119548872180451,-0.079866809036754,-0.236842105263158,-0.00588235294117647,-0.2,-0.2
"PI3K",-0.0803631553631553,-0.160953876365289,-0.275047619047619,-0.1,-0.331779099076485,-0.252836083649506,-0.246444331072187,-0.103499495937852,-0.0898008658008658,-0.0898008658008658,-0.232850241545894,-0.243619472315125,0.0426470588235294,0.0434615384615385,0.166666666666667,0.0466470588235294,-0.0243434567205059,0.0539641319942611,-0.0853508771929825,0.166666666666667,-0.1,0.16078431372549,0.137707390648567,-0.109677419354839,0.022446439982511,0.139010510357624,-0.174947834949243,0.019047619047619,0.00163477611698071,-0.0174033816425121,-0.0190368455074337,0.2,0,0.0333333333333333,0.0166322266611563,-0.0651709401709402,-0.00140056022408963,-0.0512820512820513,-0.014125650260104,-0.05,-0.024525650260104,0.1,-0.0666666666666667,-0.025,-0.0608408826945412,0.2,-0.0598864252801177,0.2,0.211111111111111,0.0898008658008658,0.0912680070702607,0.243619472315125,0.00307017543859649,0.211111111111111,0.232850241545894
"AKT",-0.0852018650405747,-0.153419629789946,-0.282628846484442,-0.2,-0.336162887331241,-0.254528391341814,-0.252836083649506,-0.108077809190864,-0.103499495937852,-0.103499495937852,-0.243619472315125,-0.24641276840451,0.0466470588235294,0.0479059829059829,0.16078431372549,0.0539641319942611,-0.0222044192873508,0.0609127724776448,-0.0827018705704659,0.166666666666667,-0.109677419354839,0.137707390648567,0.0306366835778601,-0.103579858379229,0.0322208760727366,0.143597666320926,-0.182083513341203,0.00140056022408963,0.00231970762383002,-0.0121402237477752,-0.0109623113459431,0.166666666666667,-0.05,0.019047619047619,0.024227163370017,-0.0756972559604139,0.0166322266611563,-0.0651709401709402,-0.024525650260104,-0.0666666666666667,-0.023515549250003,0.1,-0.0512820512820513,-0.0426470588235294,-0.059337123296045,0.211111111111111,-0.0632503396532064,0.211111111111111,0.232850241545894,0.103499495937852,0.0886922494945031,0.246444331072187,0.00563427800269906,0.232850241545894,0.243619472315125
"SRC",-0.0814718614718615,0.158827493261456,-0.0994092396616941,-0.2,-0.0982620640229336,-0.0443284967892038,-0.0423150739704118,0.0606462623734213,0.0697371714643304,0.0697371714643304,-0.03,-0.0447540983606557,0.108333333333333,0.235714285714286,0.0833333333333333,0.132142857142857,0.0230185917142439,0.12487012987013,0.017191837214773,0.15,-0.0747619047619048,0.091025641025641,0.0854700854700855,-0.0533333333333333,0.0593429328037074,0.143380068207654,-0.0452152004164498,0.0212121212121212,0.00297993411200958,0.0194382003504495,-0.0674812642554578,0.1,-0.0333333333333333,0.0666666666666667,-0.0304364398704021,-0.0533769063180828,-0.0323232323232323,-0.0592592592592593,-0.0407894736842105,-0.0333333333333333,-0.0236723565670934,0.07,-0.0333333333333333,-0.133333333333333,-0.102222222222222,0,0.0114283041460859,0.1,0.05,-0.0697371714643304,-0.00476020711314829,0.0447540983606557,0.101421188630491,0.05,0.03
"SMO",0.304527188022334,0.135028248587571,0.435378414688759,0.1,0.361478056826894,0.309668751165941,0.302901833872708,0.362030411449016,0.348076923076923,0.348076923076923,0.375,0.397222222222222,-0.0933333333333333,-0.136842105263158,0.1,-0.126666666666667,0.0442736588306209,-0.14018018018018,0.170396825396825,0.1,-0.0272727272727273,0.142857142857143,0.154857142857143,-0.0272727272727273,-0.041025641025641,-0.130283224400871,0.406819923371648,0.22,0.00508474576271186,0.0301075268817204,0.00587301587301588,0,0.3,0.2,-0.224662004662005,0.300277777777778,-0.227692307692308,0.305833333333333,0.0366666666666667,0.333333333333333,0.0382539682539682,0,0.293333333333333,0.0333333333333333,0.116896551724138,-0.3,0.186608379441139,-0.2,-0.35,-0.348076923076923,0.00649514165044563,-0.292222222222222,-0.0111111111111111,-0.25,-0.27
"MEK",-0.0567468822787972,-0.0695535059552276,-0.0316167433256041,0,-0.190912882290233,-0.0310931621112775,-0.0336953925945489,-0.0535736485736486,-0.0513514263514264,-0.0513514263514264,-0.0364102564102564,-0.0231235431235431,0.0276190476190476,-0.076952380952381,-0.0107142857142857,0.00986203827325323,-0.0256218266450879,0.00986203827325323,-0.0915344614842235,0.0142857142857143,-0.143240093240093,-0.0137445887445887,-0.0196269416857652,-0.164407976451772,-0.0667426882061029,0.0541645935763583,-0.270458677248205,-0.00655172413793103,0.00680986540957847,0.114083319151737,0.0748230871295887,0,0.0666666666666667,-0.01,-0.0848312545854732,0.0667600985749491,0.000168745414526777,0.0752568306010929,0.0832953096336591,0.0466666666666667,0.0711181878624414,0.139393939393939,0.0506666666666667,-0.0133333333333333,-0.00366852263403987,0.0333333333333333,-0.117436904007923,0.0333333333333333,0.0133333333333333,0.0513514263514264,-0.102247052623343,0.0273340694393326,0.00923003347680536,0.0175438596491228,0.0406207827260459
"FUS",0.314895080998922,0.136868739385117,0.452148601024163,0.2,0.368047399892588,0.314560055513767,0.309668751165941,0.377314254243776,0.362030411449016,0.362030411449016,0.397222222222222,0.408760683760684,-0.126666666666667,-0.156072874493927,0.142857142857143,-0.14018018018018,0.0422934608108189,-0.148690818478052,0.176420921782368,0.1,-0.0272727272727273,0.154857142857143,0.18178021978022,-0.0204545454545455,-0.0424749163879599,-0.136042386704536,0.41920771511312,0.227692307692308,0.00692523656025788,0.0235037532968148,0.00484208803796433,0.1,0.333333333333333,0.22,-0.239604533397637,0.309368686868687,-0.224662004662005,0.300277777777778,0.0382539682539682,0.293333333333333,0.0453507424475166,0.0272727272727273,0.305833333333333,0.0933333333333333,0.122159709618875,-0.35,0.192753630837787,-0.25,-0.375,-0.362030411449016,0.00978281288332234,-0.302901833872708,-0.00947176684881603,-0.27,-0.292222222222222
"ERK",-0.0588358922697145,-0.0656164980812119,-0.0343809709678805,-0.0333333333333333,-0.190198865003499,-0.0335931621112775,-0.0310931621112775,-0.0572040116099522,-0.0535736485736486,-0.0535736485736486,-0.0231235431235431,-0.0298904604167762,0.00986203827325323,-0.0788941285251965,-0.0137445887445887,0.00986203827325323,-0.0194943756646957,0.00464225805347301,-0.0903296422071151,-0.0107142857142857,-0.164407976451772,-0.0196269416857652,-0.0214618040710863,-0.157482768695539,-0.0575276711412564,0.0587415699979949,-0.268565079412316,-0.000168745414526777,0.0069673457245391,0.121490726559145,0.0773300509178895,0.0142857142857143,0.0466666666666667,-0.00655172413793103,-0.0784245693487044,0.0633784560628718,-0.0848312545854732,0.0667600985749491,0.0711181878624414,0.0506666666666667,0.0677747228168487,0.143240093240093,0.0752568306010929,-0.0276190476190476,0.00368190471638748,0.0133333333333333,-0.115412984964684,0.0175438596491228,0.0364102564102564,0.0535736485736486,-0.102693327940885,0.0336953925945489,0.00767964587990613,0.0406207827260459,0.0273340694393326
"SUFU",0.322350093852393,0.13252091329816,0.462687242710346,0.25,0.372140967144049,0.317373354746503,0.314560055513767,0.386175013737447,0.377314254243776,0.377314254243776,0.408760683760684,0.415823880786706,-0.14018018018018,-0.16935958778064,0.154857142857143,-0.148690818478052,0.0385759886918598,-0.155988648852806,0.178083629620847,0.142857142857143,-0.0204545454545455,0.18178021978022,0.18916277011579,-0.0212481962481962,-0.0472941934963936,-0.142021768147835,0.42678846659631,0.224662004662005,0.00934069549745594,0.0161783699918744,-0.000464034411015261,0.1,0.293333333333333,0.227692307692308,-0.248540703610403,0.318248995748996,-0.239604533397637,0.309368686868687,0.0453507424475166,0.305833333333333,0.0492768394452072,0.0272727272727273,0.300277777777778,0.126666666666667,0.121415292745426,-0.375,0.196846400278441,-0.27,-0.397222222222222,-0.377314254243776,0.0120485183416128,-0.309668751165941,-0.00887296445360645,-0.292222222222222,-0.302901833872708
"SOSGRB2",-0.0449402428645065,-0.0465789473684211,-0.00554180418041804,0,-0.0770062525096082,-0.000254739434003579,0.0041429661109295,-0.108134144574823,-0.109416195856874,-0.109416195856874,0.0107142857142857,-0.00522774327122153,-0.0557142857142857,-0.164722222222222,-0.166666666666667,-0.0441758241758242,-0.0443844761472287,-0.0548141220481646,-0.179487804051478,-0.2,-0.0678321678321678,-0.182456140350877,-0.182456140350877,-0.0664237171279425,-0.155018939393939,-0.041768115942029,-0.265994671979627,-0.0761904761904762,0.0140726817042607,0.0290135039090263,0.0846125730994152,-0.1,0.2,-0.10952380952381,0.0752076752076752,0.171307353865493,0.0842985842985843,0.152702702702703,0.169462365591398,0.166666666666667,0.165965862094894,0.0909090909090909,0.15,0.0857142857142857,0.00263736263736264,0,-0.115937521937522,0,0.0142857142857143,0.109416195856874,-0.130078071436582,0.00848861283643892,0.0169298245614035,0.0142857142857143,-0.00745341614906832
"Csn",-0.165263802347998,-0.141533498759305,-0.262857058545798,-0.2,-0.323503707658608,-0.237173765893867,-0.234107019050812,-0.148108298488221,-0.139471062403768,-0.139471062403768,-0.224546461708905,-0.231096680049516,-0.0270691994572592,0.0200622621930128,0.0633333333333333,-0.0180948404829002,-0.0207893765560067,-0.0188108309363608,-0.0704259670477287,0.08,-0.123376623376623,0.0508333333333333,0.0404333333333333,-0.111838161838162,-3.04540420819482e-05,0.0599906498363721,-0.0656196777746497,0.0275757575757576,0.0151827956989247,0.0149543466912333,0.00403924502747043,0.18,-0.0428571428571429,0.0366666666666667,0.00961309523809524,-0.0384591171212007,-0.00809523809523809,-0.0278033794162826,0.00526138716356108,-0.0428571428571429,0.00346190130237856,0.0909090909090909,-0.00952380952380952,0.0136363636363636,0.0538932648371107,0.183333333333333,-0.0224707981256596,0.183333333333333,0.22816091954023,0.139471062403768,0.0947774002755807,0.231213128375571,0.0177591036414566,0.22816091954023,0.224546461708905
"SMAD",-0.0540040758461811,-0.165155256678104,0.0107833491214341,0.02,0.0518895649104576,0.0116795177707139,0.0108689807899641,-0.0326675568934245,-0.0349701884723719,-0.0349701884723719,0.0231379731379731,0.0245768220588364,-0.19382964453387,-0.171702159124519,-0.106349206349206,-0.203326851237781,-0.0181435409814712,-0.197350755620251,-0.102793743890518,-0.111111111111111,-0.105451559934319,-0.112231559290383,-0.104231559290383,-0.103070607553366,-0.106912995309148,-0.123764254252482,0.151512559139104,0.0474654377880184,0.0268251582424881,-0.101478563551144,-0.0966932370158177,-0.1,0.0916666666666667,0.0571428571428571,-0.0377606077343512,0.11232515375783,-0.0358375308112742,0.116414373088685,0.120689082606891,0.129166666666667,0.0240224159402242,0.118095238095238,0.119166666666667,0.195238095238095,0.0251095373814231,-0.00476190476190476,0.0186983920755767,0.00857142857142857,-0.026984126984127,0.0349701884723719,0.0300329066055455,-0.0115474068415245,0.0277709506176925,-0.0136507936507937,-0.00972922502334267
"cateninmemb",0.318856502545911,-0.0630587550560259,0.385552436871331,0.266666666666667,0.323411104773903,0.329696444145586,0.327735659831861,0.357020062859695,0.350874811463047,0.350874811463047,0.3180511659355,0.324717832602167,-0.227939393939394,-0.259140561523878,0.274285714285714,-0.239158906134516,-0.0324777002430634,-0.246573011016975,0.299290976521309,0.26,0.0563675824988901,0.296507936507936,0.308196248196248,0.0552523408632024,-0.0412715275249819,-0.305110721631918,0.421098429683816,0.217219251336898,0.0371338752512729,-0.087376324486346,-0.102731974642087,0.2,0.233333333333333,0.205454545454545,-0.227965157946965,0.292579480992295,-0.224435746182259,0.28864247311828,0.0345507246376812,0.266666666666667,0.0362456398919184,-0.0656459330143541,0.285416666666667,0.205272727272727,0.143646597753755,-0.296078431372549,0.205656809020905,-0.296078431372549,-0.307706338349293,-0.350874811463047,-0.0207060991514014,-0.323626070790765,0.00623534927332396,-0.307706338349293,-0.317271555740598
"Csl",-0.0594932244966178,-0.167338813711622,-0.126859147290224,-0.04,-0.12319043405932,-0.091707501568204,-0.0919933792125722,-0.0369015105701542,-0.0372691576289777,-0.0372691576289777,-0.0883720580494774,-0.0883720580494774,-0.167541218637993,-0.119042673201852,0,-0.174547588064744,-0.0259857590493429,-0.164343506432091,-0.0488676739007865,0,-0.0383119088042687,-0.0116279069767442,-0.00310077519379845,-0.0346755451679051,0.0754639648501541,-0.0632057614654086,0.0389888216090957,0.0457142857142857,0.0373353439916015,-0.0927768447333665,-0.0742637451014521,0.0333333333333333,-0.0333333333333333,0.06,-0.0228571428571429,-0.016142286468793,-0.0228571428571429,-0.0126940106067241,0.0226241863651936,0.0205128205128205,0.0237352974763047,0.0541013824884793,-0.00301659125188537,0.180444444444444,-0.0240151945093944,0.0938461538461538,0.0585487884266213,0.0938461538461538,0.0786946386946387,0.0372691576289777,0.0951775569627879,0.0881765853194425,0.0432367149758454,0.0786946386946387,0.0885847485847486
"TrCP",-0.0254107142857143,-0.173150260340298,-0.121021470396877,-0.05,-0.120427469087657,-0.103266789493488,-0.103542651562454,0.00545437637977093,0.00590892183431638,0.00590892183431638,-0.0993762183235868,-0.100839632957733,-0.180672268907563,-0.127970297029703,0.00833333333333333,-0.189763177998472,-0.0268532701497766,-0.179927112424702,-0.0383680555555556,0.00833333333333333,-0.0369230769230769,-0.00219298245614035,0.00706627680311891,-0.0325274725274725,-0.0234919305053356,-0.0749135140222097,0.0820664385969754,0.0669565217391304,0.0391248282698187,-0.104494158047827,-0.0880526471686693,0.0333333333333333,-0.019047619047619,0.08,-0.0401994595922378,-0.00427023951755134,-0.0415327929255711,-0.000270239517551343,0.0214029697900666,0.030952380952381,0.0226932923707117,0.0538461538461538,0.00837173579109063,0.19047619047619,-0.0164431659964238,0.11,0.0795666614530368,0.11,0.0914814814814815,-0.00590892183431638,0.122236572817728,0.100579688599491,0.0436507936507936,0.0914814814814815,0.0995895895895896
"PAK1",-0.0254107142857143,-0.173150260340298,-0.121021470396877,-0.05,-0.120427469087657,-0.103266789493488,-0.103542651562454,0.00545437637977093,0.00590892183431638,0.00590892183431638,-0.0993762183235868,-0.100839632957733,-0.180672268907563,-0.127970297029703,0.00833333333333333,-0.189763177998472,-0.0268532701497766,-0.179927112424702,-0.0383680555555556,0.00833333333333333,-0.0369230769230769,-0.00219298245614035,0.00706627680311891,-0.0325274725274725,-0.0234919305053356,-0.0749135140222097,0.0820664385969754,0.0669565217391304,0.0391248282698187,-0.104494158047827,-0.0880526471686693,0.0333333333333333,-0.019047619047619,0.08,-0.0401994595922378,-0.00427023951755134,-0.0415327929255711,-0.000270239517551343,0.0214029697900666,0.030952380952381,0.0226932923707117,0.0538461538461538,0.00837173579109063,0.19047619047619,-0.0164431659964238,0.11,0.0795666614530368,0.11,0.0914814814814815,-0.00590892183431638,0.122236572817728,0.100579688599491,0.0436507936507936,0.0914814814814815,0.0995895895895896
"LIV1",-0.0254107142857143,-0.173150260340298,-0.121021470396877,-0.05,-0.120427469087657,-0.103266789493488,-0.103542651562454,0.00545437637977093,0.00590892183431638,0.00590892183431638,-0.0993762183235868,-0.100839632957733,-0.180672268907563,-0.127970297029703,0.00833333333333333,-0.189763177998472,-0.0268532701497766,-0.179927112424702,-0.0383680555555556,0.00833333333333333,-0.0369230769230769,-0.00219298245614035,0.00706627680311891,-0.0325274725274725,-0.0234919305053356,-0.0749135140222097,0.0820664385969754,0.0669565217391304,0.0391248282698187,-0.104494158047827,-0.0880526471686693,0.0333333333333333,-0.019047619047619,0.08,-0.0401994595922378,-0.00427023951755134,-0.0415327929255711,-0.000270239517551343,0.0214029697900666,0.030952380952381,0.0226932923707117,0.0538461538461538,0.00837173579109063,0.19047619047619,-0.0164431659964238,0.11,0.0795666614530368,0.11,0.0914814814814815,-0.00590892183431638,0.122236572817728,0.100579688599491,0.0436507936507936,0.0914814814814815,0.0995895895895896
"EGR1",-0.0254107142857143,-0.173150260340298,-0.121021470396877,-0.05,-0.120427469087657,-0.103266789493488,-0.103542651562454,0.00545437637977093,0.00590892183431638,0.00590892183431638,-0.0993762183235868,-0.100839632957733,-0.180672268907563,-0.127970297029703,0.00833333333333333,-0.189763177998472,-0.0268532701497766,-0.179927112424702,-0.0383680555555556,0.00833333333333333,-0.0369230769230769,-0.00219298245614035,0.00706627680311891,-0.0325274725274725,-0.0234919305053356,-0.0749135140222097,0.0820664385969754,0.0669565217391304,0.0391248282698187,-0.104494158047827,-0.0880526471686693,0.0333333333333333,-0.019047619047619,0.08,-0.0401994595922378,-0.00427023951755134,-0.0415327929255711,-0.000270239517551343,0.0214029697900666,0.030952380952381,0.0226932923707117,0.0538461538461538,0.00837173579109063,0.19047619047619,-0.0164431659964238,0.11,0.0795666614530368,0.11,0.0914814814814815,-0.00590892183431638,0.122236572817728,0.100579688599491,0.0436507936507936,0.0914814814814815,0.0995895895895896
"cfos",-0.0246834415584416,-0.183118105999462,-0.118505747126437,-0.1,-0.11907408562901,-0.103542651562454,-0.100579688599491,0.00590892183431638,0.0168845315904139,0.0168845315904139,-0.0914814814814815,-0.0993762183235868,-0.19047619047619,-0.125,0.00833333333333333,-0.180672268907563,-0.0309141838553603,-0.189763177998472,-0.0383680555555556,0.0333333333333333,-0.0538461538461538,0.00833333333333333,-0.00219298245614035,-0.0369230769230769,-0.0249625187406297,-0.0808917748917749,0.0842364205137928,0.08,0.0433048925785003,-0.105210148501288,-0.101864801864802,0,-0.0333333333333333,0.16,-0.0415327929255711,-0.000270239517551343,-0.0669565217391304,0.00837173579109063,0.023015873015873,-0.019047619047619,0.0214029697900666,0,0.030952380952381,0.157142857142857,-0.0212707522033204,0.05,0.0813981632845386,0.05,0.11,-0.0168845315904139,0.122028960360981,0.0995895895895896,0.0436507936507936,0.11,0.0914814814814815
"TCFLEF",0.26961612184277,0.0875146198830409,0.604695970695971,0.2,0.327233488219449,0.162045596237388,0.160585115137731,0.272623672482475,0.266447588382606,0.266447588382606,0.258813474107592,0.260676828144859,-0.0988073941562314,-0.0972596345769998,0.161350649350649,-0.102545711913241,-0.0196344686103722,-0.110161605952976,0.152851730255452,0.149350649350649,-0.0214889207715606,0.174253875157101,0.178601701244057,-0.023150050339667,0.0154526596250833,-0.157550943486311,0.371909824622894,0.234947735191638,0.0497742335637072,-0.0763193199176463,-0.0773729163796666,0.0857142857142857,0.183333333333333,0.247142857142857,-0.263927327028372,0.175610811116451,-0.253042973286876,0.168248847926267,-0.000351332877648668,0.163333333333333,0.00672323691202628,0.0352144109676391,0.158571428571429,0.0871794871794872,0.00525582831134367,-0.229411764705882,0.0175186287415536,-0.225,-0.249411764705882,-0.266447588382606,-0.00938651471090066,-0.25565957103693,-0.0585306850012732,-0.245,-0.254401709401709
"cateninnuc",0.367080904527905,-0.0845543800777432,0.487226831625532,0.278787878787879,0.372799094712153,0.222855926818154,0.320121875451128,0.435464135464136,0.427720027720028,0.427720027720028,0.312462914294362,0.31957753880029,-0.242769230769231,-0.287021787301763,0.351893939393939,-0.25541290893015,-0.0396926725516177,-0.260216402379932,0.279579100172695,0.3125,-0.0166323595964905,0.359893939393939,0.371612689393939,-0.0202687232328541,-0.0258517365698309,-0.270999003089939,0.51700372856544,0.243995859213251,0.0520308529789903,-0.164877395090813,-0.182449045578078,0.3,0.233333333333333,0.229710144927536,-0.253408238727825,0.270029603985413,-0.246527504782871,0.266325900281709,0.0253520923520924,0.253333333333333,0.0249428154080269,0.0189579409918393,0.258251366120219,0.232,0.134927738927739,-0.286480186480187,0.245602672208124,-0.286480186480187,-0.307028131685666,-0.427720027720028,0.0668576740454727,-0.318105445279358,0.00783450436475347,-0.305924630924631,-0.311359413533327
"RAS",-0.0816279069767442,-0.117930780559647,-0.191225296442688,0,-0.166125546358105,-0.173441548612602,-0.168059112351978,-0.0980769230769231,0.0153846153846154,0.0153846153846154,-0.155882352941176,-0.168382352941176,-0.06,0.0506493506493506,0.0666666666666667,-0.071764705882353,-0.0904307692307692,-0.070774606872452,0.031291149221368,0.1,-0.0157894736842105,0.06,0.0711111111111111,-0.0289970208540218,0.0729249011857707,0.0653573376977632,0.125216691653594,0.03,0.0808836524300442,-0.117138643067847,-0.163553459119497,0.2,-0.1,-0.02,-0.012249742002064,-0.0989152542372881,-0.0142105263157895,-0.104,-0.0766233766233766,-0.1,-0.0888682745825603,0,-0.1,0.06,-0.146190476190476,0.1,0.0224792709762506,0.1,0.15,-0.0153846153846154,0.114322682959877,0.166520650813517,0.0942857142857143,0.15,0.155882352941176
"miR200",-0.0424181574140557,-0.0437141577060932,0.0688000134532353,0,0.0815072876767361,0.0174746546914336,0.0174746546914336,0.0657189212197215,0.0759433601224646,0.0759433601224646,0.0209577464788732,0.018759944281071,-0.121813725490196,-0.106995486782721,-0.0273684210526316,-0.149233080328906,-0.075684069729841,-0.145744708235883,-0.0539403979860945,0.02,-0.0532019704433498,-0.0359398496240601,-0.0189587175485885,-0.0639364337201859,-0.0367514124293785,-0.131214123300013,0.133931492324041,0.03,0.0929480286738351,-0.0258646908646909,-0.0320477227106952,0,0.02,0,0.0115584415584416,0.0548798385617318,-0.00272727272727273,0.064662447257384,0.0476490143746781,0.045,0.0429468200173113,0.0532019704433498,0.0583333333333333,0.104166666666667,0.0559819584209828,0,0.000113517599093217,0,-0.028,-0.0759433601224646,0.0119455855091124,-0.0146968769136558,0.101501035196687,-0.0217391304347826,-0.0146968769136558
"Destcompl",0.326047543790761,-0.223620214968504,0.348384756742242,0.261111111111111,0.222143680324774,0.295792861052753,0.295180928365349,0.345973487587989,0.343775685390186,0.343775685390186,0.290840238622688,0.293623169977048,-0.283462350457424,-0.208464553815299,0.270600414078675,-0.290304455720582,-0.117793979103514,-0.296314307937331,0.25781604876485,0.261904761904762,-0.052340383862123,0.280510323988585,0.283866028686571,-0.053342387870139,0.00145478453170761,-0.258553986012798,0.387161640182719,0.116223776223776,0.110874961455443,-0.232955231436193,-0.243325543554754,0.233333333333333,0.144444444444444,0.104102564102564,-0.116846312019585,0.174329379150959,-0.118956016660935,0.174522802748638,0.00285714285714286,0.154789272030651,0.00133667502088555,0.0403838621229926,0.171932129173508,0.268979591836735,-0.0252220209185304,-0.282539682539683,0.285419186541569,-0.282539682539683,-0.283909545553381,-0.343775685390186,0.0743525600742245,-0.292989147543431,0.0984637123791013,-0.283909545553381,-0.290377207244923
"AXIN2",0.393128312699251,-0.265726091362456,0.699034983740958,0.266666666666667,0.392176642916261,0.351454363313794,0.348384756742242,0.407184651460324,0.398260766945888,0.398260766945888,0.335926222935044,0.344102323563975,-0.322685185185185,-0.252837491322765,0.294685990338164,-0.338614388725008,-0.157578836738529,-0.348845411827318,0.297027942680117,0.255555555555556,-0.0355012531328321,0.313526570048309,0.326859903381643,-0.0442850369166159,-0.00217263046877651,-0.307924870311618,0.43002012627655,0.0850406504065041,0.155314049492013,-0.285052191771439,-0.283435444483832,0.2,0.15,0.0533333333333333,-0.113632335872182,0.210975049540623,-0.104666818630803,0.203434065934066,0.00538302277432712,0.173076923076923,0.00458937198067633,0.0319298245614035,0.187362637362637,0.304166666666667,-0.0596409835285713,-0.3,0.323350781921692,-0.3,-0.325581395348837,-0.398260766945888,0.0861912026860841,-0.343812658266274,0.143684697144123,-0.325581395348837,-0.335926222935044
