"","SHH","AXIN2","FUS","SOSGRB2","SMO","TrCP","Wnt","GLI","TCFLEF","EGR1","CD44","SUFU","MEK","ERK","cfos","NFB","NOTCH","STAT","IKK","cateninmemb","RAF","PI3K","DELTA","RAS","TWIST1","CDC42","TGFR","PAK1","ZEB1","GSK3","TGF","SNAI2","Jagged","Csn","AKT","NOTCHic","LIV1","DSH","Csl","SRC","miR200","SNAI1","cMet","HEY1","cateninnuc","Frizzled","Destcompl","SMAD","ILK","RKIP","Patched","ZEB2","Ecadherin","FOXC2","KLF4"
"PI3K",-0.0258547008547009,-0.28,0.05,-0.0873076923076923,0,0,-0.23768115942029,-0.242296544035674,-0.240601628781437,0,-0.242296544035674,0,0.0179363548698168,0.0294117647058824,0,0,0.0076302729528536,-0.2,-0.0176470588235294,0.0238458848519237,0.000865800865800864,0.000865800865800864,0.000865800865800864,0.00360552689319812,0.0946350790256706,0.129411764705882,0.105411764705882,0.1,0.0621162179268708,0.141245791245791,-0.112728837876614,0.0480482135593372,-0.124824561403509,0.0333333333333333,0.0150829562594268,-0.0173076923076923,0.1,0.2,-0.025,0.233333333333333,0.022499697909534,-0.0862238325281804,0.23768115942029,-0.0494198365452527,0.24245729888453,0.233333333333333,0.246562078378463,-0.02991212484994,-0.04031212484994,-0.0589043309631545,0.0230769230769231,-0.00262070532482919,0.145691431960369,-0.0150522648083624,0.0131578947368421
"ILK",-0.0258547008547009,-0.28,0.05,-0.0873076923076923,0,0,-0.23768115942029,-0.242296544035674,-0.240601628781437,0,-0.242296544035674,0,0.0179363548698168,0.0294117647058824,0,0,0.0076302729528536,-0.2,-0.0176470588235294,0.0238458848519237,0.000865800865800864,0.000865800865800864,0.000865800865800864,0.00360552689319812,0.0946350790256706,0.129411764705882,0.105411764705882,0.1,0.0621162179268708,0.141245791245791,-0.112728837876614,0.0480482135593372,-0.124824561403509,0.0333333333333333,0.0150829562594268,-0.0173076923076923,0.1,0.2,-0.025,0.233333333333333,0.022499697909534,-0.0862238325281804,0.23768115942029,-0.0494198365452527,0.24245729888453,0.233333333333333,0.246562078378463,-0.02991212484994,-0.04031212484994,-0.0589043309631545,0.0230769230769231,-0.00262070532482919,0.145691431960369,-0.0150522648083624,0.0131578947368421
"AKT",-0.0342757534862798,-0.282527075812274,0,-0.0961965811965812,-0.0230769230769231,-0.0333333333333333,-0.242296544035674,-0.240620566382043,-0.24245729888453,0,-0.240601628781437,0.05,0.0192021776546269,0.0179363548698168,0.0294117647058824,-0.0176470588235294,0.00884978514797555,-0.233333333333333,-0.0150829562594268,0.0225207064625251,0.00360552689319812,0.00360552689319812,0.00360552689319812,0.00384649074861981,0.0967757518085453,0.105411764705882,0.112728837876614,0.129411764705882,0.0545819713515284,0.138826436407082,-0.114239411894741,0.0517668065241613,-0.119526548158476,0,-0.0839069427304721,-0.0076302729528536,0.2,0.233333333333333,-0.0173076923076923,0.23768115942029,0.022499697909534,-0.0829656871647718,0.242296544035674,-0.0351341222595385,0.242303452730684,0.23768115942029,0.245652235533136,-0.0437168386546538,-0.02991212484994,-0.0669788651246452,0.0258547008547009,-0.000565910804281242,0.145236886505824,-0.0203154227030992,-0.00650022492127755
"TCFLEF",0.0336594008274198,0.256194871794872,0.0666666666666667,0.0503393213572854,0.0523809523809524,-0.114285714285714,-0.0853821015585721,-0.0884876916206839,-0.199430670477159,0.0328571428571428,-0.095879696823093,0.1,0.0695785631325701,0.0722996515679442,0.0694425087108014,-0.115012987012987,0.0713834484446076,-0.0583333333333333,-0.1182387934646,-0.0300004358865293,0.136427948835891,0.136427948835891,0.136427948835891,0.135770918612501,-0.0238497420520095,0.108884913536076,0.110754072414581,0.120512820512821,0.0522702463228779,0.244454569277682,-0.114727582348356,-0.0902832835932601,0.00903508729887274,0.087012987012987,0.113890967377643,-0.0690578670492587,0.0333333333333333,0.0509803921568627,-0.0631755141080823,0.0833333333333333,0.028787791860081,-0.071140393776377,0.0927350427350427,0.0205678941859359,0.200203866353448,0.0759803921568627,0.317197528761625,0.000518227604470936,0.00682797903850535,-0.0561431785829086,-0.0459293394777266,-7.02640439482594e-05,0.135459681773682,0.0996298378718052,0.101270053475936
"SHH",0.0533333333333333,-0.4,0.2,-0.2,0.1,0,-0.1,-0.2,-0.306666666666667,0,-0.3,0.2,0,-0.1,-0.1,0,0.0666666666666667,-0.1,0.1,0.116559139784946,-0.05,-0.05,-0.05,-0.0730769230769231,0.175,-0.166666666666667,-0.0666666666666667,-0.2,0.05,0.256410256410256,0.0666666666666667,0.375708812260536,-0.26,0,-0.1,0,0,0,-0.1,0.1,0.0333333333333333,-0.1,0.2,-0.133333333333333,0.323333333333333,0,0.244415584415584,-0.1,-0.133333333333333,-0.02,-0.133333333333333,0,0.131111111111111,-0.075,0
"GSK3",0.0270542209291467,0.293372929882743,0.0192640692640693,0.1263029615497,0.0257156821672951,-0.126666666666667,0.245971546513342,0.248801735192587,0.249367956388527,-0.0294117647058824,0.249278909193514,-0.00454545454545455,-0.0282714454734579,-0.0197487182007306,-0.0220043572984749,-0.114166666666667,-0.00505504299621947,0.240789473684211,-0.115316091954023,-0.0428103814364664,0.029283074417274,0.029283074417274,0.029283074417274,0.0326444189550891,-0.122342523300763,-0.116356107660455,-0.120188860273696,-0.111594202898551,-0.0399617373613258,-0.253846510957906,0.117111937196773,-0.137556667826471,0.131433017706396,0.114166666666667,0.107623784261715,0.00791218585336233,-0.225,-0.240789473684211,0.00721288515406163,-0.247932330827068,-0.0197698206293051,0.107857624343974,-0.24594557586018,0.0475533926815521,-0.248446903756948,-0.247932330827068,-0.268069753208221,0.0397734510167443,0.0423221766539257,0.0672013950961319,-0.0361451300200558,0.00665044986934957,-0.137222227848961,0.0551836005691575,0.0142941012468131
"Patched",-0.00333333333333333,0.436363636363636,-0.1,0.2,-0.133333333333333,0,0.2,0.2,0.323333333333333,0.1,0.306666666666667,-0.2,0.00769230769230769,0,0.1,-0.1,-0.112121212121212,0.1,-0.1,-0.119336917562724,0.0730769230769231,0.0730769230769231,0.0730769230769231,0.0668269230769231,-0.200925925925926,0.0666666666666667,0.0666666666666667,0.166666666666667,-0.0333333333333333,-0.251648351648352,-0.05,-0.406375478927203,0.248888888888889,0,0.171428571428571,0.0666666666666667,-0.1,0,0,-0.2,-0.0404761904761905,0.109677419354839,-0.3,0.0948717948717949,-0.328187702265372,-0.1,-0.238921078921079,0.07,0.1,0.0628571428571429,0.0533333333333333,0.0333333333333333,-0.126256742179072,0.135,0.0111111111111111
"Csn",0.035122052282285,0.199921702864337,0.0142857142857143,0.01298743226104,0.0294372294372294,-0.18,0.161549646863315,0.162859690531438,0.163204523605009,-0.0233333333333333,0.162882980196649,0.0142857142857143,-0.0381331168831169,-0.0402164502164502,-0.0415151515151515,-0.08,0.0513222888222888,0.15,-0.08,-0.0539594926132959,0.00326057422334933,0.00326057422334933,0.00326057422334933,0.00345251280300384,-0.158920056100982,-0.104613297150611,-0.103331245868559,-0.109090909090909,0.0485310173697271,-0.148144651292058,0.105956544197915,-0.12443574399503,0.0423843596160399,0.08,0.0824,-0.0503607503607504,-0.133333333333333,-0.15,-0.0464646464646465,-0.160344827586207,-0.0112512650580341,0.152984336316227,-0.161549646863315,-0.0081312292358804,-0.163625449642291,-0.160344827586207,-0.246530047024445,-0.00841101300249618,-0.0107246376811594,0.142248096730855,-0.0326630358888423,0.041277088502895,-0.00968505841132807,0.186643362163462,0.0402398908281261
"ZEB1",0.031702333149371,0.139275966543361,0.0208333333333333,0.0756335282651072,0.0390151515151515,-0.0333333333333333,0.0411931564370589,0.0387876581552719,0.0330980062111202,0.0333333333333333,0.0338958785515457,-0.0166666666666667,0.043195992053209,0.0498039215686275,0.0533333333333333,-0.0480701754385965,0.0311365661967266,0.041025641025641,-0.0365947656025309,0.00345697340980374,0.0875711729583942,0.0875711729583942,0.0875711729583942,0.086783771383591,-0.058132226770148,-0.040887889388639,-0.0424107320282329,-0.0423371647509579,-0.120220146875496,-0.0179834504053273,0.040442228091225,-0.104092927178305,-0.0173682546274117,0.0533333333333333,0.0323090513168166,-0.0410539215686275,-0.0333333333333333,-0.0476190476190476,-0.03125,-0.0288305190744215,0.0371989502159384,0.0298665651327642,-0.0366736563293235,-0.0101304395086778,-0.0333915482854842,-0.0354239256678281,-0.104225214465776,-0.00662649219817879,-0.00951110758279417,0.0150252455474893,-0.0292112299465241,0.0445865528774074,-0.102909068905218,-0.0576630923961961,0.049580971835593
"RAF",-0.0976393442622951,0.00243788091889358,-0.1,0.0911746031746032,-0.1,-0.2,0,-0.00384615384615385,-0.000680898049319102,0.13,0.001417004048583,-0.1,0.0590168745414527,0.0696551724137931,0.08,-0.185714285714286,-0.024048174048174,0,-0.173214285714286,-0.146316400434047,-0.0256493506493507,-0.0256493506493507,-0.0256493506493507,-0.0247946497946498,-0.156889483065954,-0.04,-0.04,-0.0333333333333333,0.0718660927785748,-0.0515760441292356,0.0278504672897196,0.310205746925453,0.0989247311827957,0.2,0.164123376623377,0.0202020202020202,0,0,0.0111111111111111,0,0.00625002611838943,0.221708864793015,-0.00526315789473684,0.0960898180410376,0.00195316268036236,0,-0.177265331219596,0.0942055694658041,0.0971758664955071,0.0401960784313725,0.096,0.0522974653275945,0.174313743735768,0.171927497789567,0.0582974653275944
"ERK",-0.0974688412784929,-0.000827335517054566,-0.096,0.0918650023116042,-0.0976393442622951,-0.185714285714286,-0.00594405594405594,-0.00719718877613614,-0.00213903628631031,0.0696551724137931,-0.00195316268036236,-0.1,-0.0295950103239141,-0.0293164587918807,0.0590168745414527,-0.164123376623377,-0.016999626825334,0.00526315789473684,-0.172358670741024,-0.145704512714434,-0.0257470307470307,-0.0257470307470307,-0.0257470307470307,-0.0265171077547315,-0.153987530649438,-0.0278504672897196,-0.0307701753189167,-0.04,0.0685215108513158,-0.0523294356183219,0.0299459994947409,0.310872707581356,0.0955621003315218,0.173214285714286,0.171441239548363,0.0189386849970792,0,0,0.024048174048174,-0.001417004048583,0.00258645542695496,0.219322824906975,0.000680898049319102,0.091429563619691,0.00206959184186587,0.00384615384615385,-0.177093706055872,0.0990037390280468,0.0938365657757672,0.0425491058467075,0.0969857494910532,0.0545459342689768,0.173458335813115,0.166785432647502,0.0578414689755653
"MEK",-0.0969857494910532,0.000636079117091775,-0.1,0.0889523809523809,-0.096,-0.2,-0.00384615384615385,-0.00594405594405594,-0.00195316268036236,0.08,-0.000680898049319102,-0.1,-0.0293164587918807,0.0590168745414527,0.0696551724137931,-0.173214285714286,-0.0189386849970792,0,-0.164123376623377,-0.146072497995023,-0.0247946497946498,-0.0247946497946498,-0.0247946497946498,-0.0257470307470307,-0.155790581967053,-0.04,-0.0278504672897196,-0.04,0.0671041880166701,-0.0513303438835354,0.0307701753189167,0.310692364930319,0.0964657147893531,0.185714285714286,0.172358670741024,0.024048174048174,0,0,0.0202020202020202,-0.00526315789473684,0.00160606327009222,0.219785787869938,-0.001417004048583,0.0924534544046739,0.00213903628631031,0,-0.177056126198675,0.0938365657757672,0.0942055694658041,0.042827657378741,0.0976393442622951,0.05785302088315,0.173767295648337,0.168323894185963,0.052415112386418
"CD44",0.101818181818182,-0.13,0.1,-0.0476190476190476,0.1,0,-0.1,-0.106666666666667,-0.113643410852713,-0.2,-0.106666666666667,0.1,-0.205,-0.205,-0.225,0.2,0.0300751879699248,0.1,0.2,-0.0432967032967033,-0.0857142857142857,-0.0857142857142857,-0.0857142857142857,-0.0828571428571429,-0.0332600732600733,-0.0466666666666667,-0.0466666666666667,-0.0666666666666667,0.0650793650793651,-0.0196428571428571,0.03,-0.221804861804862,-0.133986013986014,-0.1,-0.22,-0.0142857142857143,-0.1,0,0,0,-0.0341458058849363,0.0232589048378522,0,-0.107017543859649,0.112104949314252,0.1,0.151167739823202,-0.10907029478458,-0.111111111111111,0.161481481481482,-0.12,0.0619047619047619,0.0674003908370427,0.0683333333333333,0.180952380952381
"STAT",-0.0251478356314742,-0.174966993790523,0,-0.187725779967159,-0.00666666666666667,0,-0.126785714285714,-0.124264705882353,-0.128322558093851,-0.0333333333333333,-0.124221611721612,0.05,0.00579380139152435,0.00901960784313725,0.0266666666666667,0.06,0.0488096891866167,-0.114285714285714,0.0647619047619048,-0.0917214708528687,-0.106415425971878,-0.106415425971878,-0.106415425971878,-0.107161694628594,0.0478991023968535,0.0142045454545455,0.0247308612440191,0.0454545454545455,0.0603012372243142,0.106152647975078,-0.0271463201812172,0.0324359444539574,-0.0685791423478838,-0.1,-0.066456820016142,-0.05172231054584,0,0.114285714285714,-0.0490196078431372,0.126785714285714,0.0121844773994658,0.0272368955661207,0.126785714285714,-0.00666666666666667,0.126534715424006,0.126785714285714,0.130702807723339,-0.0303292798045422,-0.0107890499194847,0.0446187258687259,0.0136434108527132,0.0686928456159225,0.209008920870132,0.100362644853442,0.161408199643494
"GLI",0.160877060375807,-0.12955615942029,0.161904761904762,-0.0879895031222465,0.151378446115288,0.133333333333333,0.0250094876660342,-0.0779692357382212,-0.0982710261604155,0.105714285714286,-0.100219078108467,0.161904761904762,0.100126043385712,0.092943722943723,0.0890476190476191,0.0947368421052632,0.049518757104964,-0.1,0.0804511278195489,-0.0817199756102173,-0.110850897736144,-0.110850897736144,-0.110850897736144,-0.11698951159753,-0.0312977430040248,-0.0696551724137931,-0.0715419648666233,-0.08,0.0672709506741765,0.119102011058272,0.0741302001607409,-0.0943614531955554,-0.0866771835831101,-0.1,-0.0742011278195489,-0.0514235190097259,0.1,-0.02,-0.0514235190097259,0.103225806451613,0.000995361707436006,0.0419088472726084,0.0959087332808812,-0.05124204695512,0.0973744332136133,-0.0167741935483871,0.0833085659867604,-0.0493221816063305,-0.0552681275522764,0.0598343199336248,-0.147296813462227,0.0714520395972009,0.100726090176314,0.119768876848985,0.0694551694551695
"TGFR",-0.0801032534580168,-0.119541521902037,-0.09,-0.0811728395061729,-0.0727586206896552,-0.166666666666667,-0.108921832884097,-0.104405703851839,-0.0911900033101622,-0.00952380952380953,-0.0859268454154254,-0.00666666666666668,0.0106924846362482,0.00521303258145363,-0.0147869674185464,-0.120238095238095,0.0168237823534276,-0.0666666666666667,-0.130764411027569,-0.0508173032840916,-0.0404761904761905,-0.0404761904761905,-0.0404761904761905,-0.0422305764411028,0.013202846975089,-0.00253968253968254,-0.0918253968253968,0.00222222222222222,0.0114067404322575,-0.0981870726654195,0.0925346166835529,-0.0719560235817483,0.0385218565238736,0.0916666666666667,0.133089992422918,-0.0074712643678161,0.1,0.0857142857142857,0.0166666666666667,0.0766666666666667,-0.0475547055218913,-0.0190139185030577,0.089874213836478,0.0674788533156269,0.0891528022472747,0.0957142857142857,0.121192309750923,0.0634400253249984,0.0687781036168133,0.08,0.0727586206896552,0.0734842313729236,0.0699600267105215,-0.00658852965906317,0.0700714648941193
"SNAI1",0.0209692587013811,-0.138077192813693,0.0253456221198157,-0.100535058222803,0.0117653752062354,0.075,-0.107606618171445,-0.107423802814955,-0.106591106640953,-0.0130434782608696,-0.107832485951298,0.0285714285714286,-0.00379699349990582,-0.00334856300663228,-0.0113485630066323,0.0697368421052632,0.0570015698587127,-0.111111111111111,0.0604775828460039,-0.085870988728624,-0.0931190431333903,-0.0931190431333903,-0.0931190431333903,-0.0929548395209109,-0.0298713967192228,0.023249299719888,0.0205170592827295,0.023249299719888,0.0762236840231579,0.0228815042218508,-0.0217267367020843,-0.100131330133606,-0.0611209025021051,-0.075,-0.0674220272904484,-0.048021978021978,0.1,0.111111111111111,-0.0546153846153846,0.103003003003003,0.00615294878793897,-0.0766875463851139,0.108943597062409,-0.0240871686005737,0.107520378711165,0.103216374269006,0.115869360902256,-0.0269522650679656,-0.0263372589179041,0.0480224393527984,-0.0277653752062354,0.0782335688101776,0.112822453371545,0.132556620392409,0.0788689035289311
"cfos",0.0117653752062354,-0.134466338259442,0.0285714285714286,-0.104166666666667,0.0285714285714286,0,-0.111111111111111,-0.103216374269006,-0.108943597062409,0.08,-0.103003003003003,0.1,-0.0113485630066323,-0.0130434782608696,0,0.075,0.0546153846153846,-0.1,0.075,-0.085805889751608,-0.0904139433551198,-0.0904139433551198,-0.0904139433551198,-0.086755406769754,-0.0318095238095238,0.00952380952380952,0.023249299719888,0.0428571428571429,0.0738498789346247,0.0244020562770563,-0.023249299719888,-0.100506209119348,-0.0532291666666667,-0.1,-0.0697368421052632,-0.05,0.1,0.1,-0.05,0.1,0.00705797470503352,0.0227913858293605,0.111111111111111,-0.00829585207396303,0.107832485951298,0.1,0.115802005012531,-0.0347243556920976,-0.0137566137566138,0.0462470862470862,-0.0253456221198157,0.0802490487720512,0.111941486673793,0.133083282093325,0.072
"EGR1",0.0277653752062354,-0.137610992347492,0.0285714285714286,-0.103176567656766,0.0253456221198157,0.1,-0.103216374269006,-0.107606618171445,-0.107832485951298,0,-0.108943597062409,0.0285714285714286,-0.00334856300663228,-0.0113485630066323,-0.0130434782608696,0.075,0.048021978021978,-0.1,0.0697368421052632,-0.0845238384695567,-0.086755406769754,-0.086755406769754,-0.086755406769754,-0.0931190431333903,-0.0301790890269151,0.023249299719888,0.023249299719888,0.00952380952380952,0.0761006827931456,0.0229475108225108,-0.0205170592827295,-0.0999637136401435,-0.0648856083844581,-0.075,-0.0604775828460039,-0.0546153846153846,0.1,0.1,-0.05,0.111111111111111,0.00451990363904368,0.0206434144689787,0.103003003003003,-0.0318252638386689,0.106591106640953,0.111111111111111,0.11625313283208,-0.0263372589179041,-0.0347243556920976,0.0501144895620034,-0.0117653752062354,0.0805705921804113,0.113394773871025,0.134462592438153,0.0785573770491803
"NOTCHic",0.0326302729528536,-0.0147836178496556,0.05,-0.0883732057416268,0.0423076923076923,0,-0.0153379953379953,-0.0121121888863824,-0.0157147614290471,-0.02,-0.012041292041292,0.1,-0.00952380952380953,-0.0152380952380952,0.0133333333333333,0.0666666666666667,0.0243827310211011,-0.02,0.0777777777777778,-0.00732891909734044,-0.03699604743083,-0.03699604743083,-0.03699604743083,-0.0365034365933916,-0.0676386312759834,-0.00266666666666667,0.0134623655913978,0.0333333333333333,0.080450885668277,-0.0111791900193154,-0.0128254229162386,-0.148154495684851,-0.0206805997534474,-0.1,-0.0708010335917313,-0.0217511520737327,0,0.02,0.0685714285714286,0.0123076923076923,0.0072396967194655,0.0334798534798535,0.0153379953379953,-0.1120624303233,0.0146460591389708,0.0123076923076923,0.0152140631953716,-0.0375402535114765,-0.0152380952380952,0.0544077906875381,-0.0423076923076923,0.0857971014492754,0.020762788262956,0.166813693219223,0.0772256728778468
"RAS",-0.121028248587571,-0.194519104084321,-0.1,0.0900432900432901,-0.0833333333333333,-0.1,-0.167647058823529,-0.167647058823529,-0.170134783864446,0.06,-0.165519399249061,-0.1,0.0750928792569659,0.0692105263157895,0.085,-0.233333333333333,0.163108242303873,-0.1,-0.213333333333333,-0.0383897631243666,0.167179487179487,0.167179487179487,0.167179487179487,0.0748717948717949,-0.010278232405892,-0.06,-0.0482352941176471,-0.06,0.066859351988218,0.129870801033592,0.0630867792661619,0.255400111965693,0.0427360536171891,0.2,0.224444444444444,-0.176315789473684,0,0.1,-0.15,0.15,-0.0675076923076923,0.0560668633235005,0.167647058823529,0.0944664031620553,0.169851497745466,0.15,0.11812541638123,0.103339517625232,0.101298701298701,-0.0193522012578616,0.119333333333333,0.0858210603829161,0.1426445360753,0.0736507936507937,0.0703571428571429
"Csl",0.0472854453666467,-0.0165831037108381,0.0423076923076923,-0.0875601976115455,0.0423076923076923,0.1,-0.0121121888863824,-0.0145315437250921,-0.0146460591389708,0.0133333333333333,-0.0157147614290471,0.05,-0.000828157349896483,-0.00952380952380953,-0.0152380952380952,0.0777777777777778,0.0216554582938284,-0.0123076923076923,0.0708010335917313,-0.00656439310345665,-0.0365034365933916,-0.0365034365933916,-0.0365034365933916,-0.0401799071816269,-0.0683158321789179,0.0134623655913978,0.0128254229162386,-0.00266666666666667,0.0843182889831941,-0.0127992194743964,-0.00942406237202092,-0.148378209331383,-0.0310972664201141,-0.0666666666666667,-0.0607235142118863,-0.0243827310211011,0.02,0.0123076923076923,-0.0217511520737327,0.0153379953379953,0.00397172286325635,0.0287367704759009,0.012041292041292,-0.134938247316764,0.014131479379108,0.0153379953379953,0.0153968785518616,-0.0280958090670321,-0.0375402535114765,0.0622418920700266,-0.0326302729528536,0.086902073824966,0.0220418580303978,0.168537831150258,0.0857971014492754
"SMAD",-0.081698270863886,-0.150395160146257,-0.075,-0.132305530908015,-0.075,0,-0.12518315018315,-0.12949969694574,-0.109574776993565,-0.0571428571428571,-0.11052457346575,-0.075,-0.0352445941155619,-0.0410138248847926,-0.0410138248847926,-0.0253968253968254,-0.0721948549534756,-0.0942857142857143,-0.0234360410830999,-0.0675313605568158,-0.167842567912437,-0.167842567912437,-0.167842567912437,-0.173763620544016,-0.0644162907348917,-0.000100603621730382,0.00269269246765509,-0.00714285714285714,0.0923764127215795,-0.0165463984636917,0.000494558528360843,-0.0554124853137926,0.0264257785225527,0.0111111111111111,0.0287693744164332,0.0658456486042693,0.08,0.114285714285714,0.0761904761904762,0.110952380952381,0.00370542837604611,0.0688109072826815,0.105070028011204,0.0642476621509222,0.10805502015466,0.130952380952381,0.12201630769649,-0.031337566543046,0.0634243382188588,0.0867347481234185,0.0887614678899083,0.0964607122453854,0.120525379390541,0.190269665096431,0.0936083686029081
"Jagged",0.0423076923076923,-0.0142857142857143,0,-0.08,0.1,0,-0.02,-0.0123076923076923,-0.0153379953379953,-0.1,-0.0123076923076923,0,0.0133333333333333,-0.02,0,0,-0.0685714285714286,0,0.1,-0.00386683738796415,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,-0.0442424242424242,-0.078,0,0.0333333333333333,0,0.0797101449275362,-0.00498084291187739,0.00266666666666667,-0.146254399195576,-0.027965367965368,0,-0.0666666666666667,0.04,0,0,0.1,0,-0.0127272727272727,0.0333333333333333,0.02,-0.133333333333333,0.012041292041292,0,0.0182857142857143,-0.0285714285714286,-0.0333333333333333,0.0717948717948718,-0.05,0.105797101449275,0.020140350877193,0.167142857142857,0.0666666666666667
"miR200",-0.128471381397909,-0.204241174467441,-0.0825,-0.124835589941973,-0.1225,-0.1,-0.156225352112676,-0.162818758706083,-0.153727449646039,-0.0857142857142857,-0.15531475123334,-0.12,-0.0936734693877551,-0.0957142857142857,-0.0957142857142857,-0.0431578947368421,-0.0811160279424452,-0.14,-0.0517293233082707,-0.120905673428752,-0.146502104860314,-0.146502104860314,-0.146502104860314,-0.147748987653331,0.031611823759063,0.0137254901960784,0.00888678051865908,0,-0.0293906810035842,0.0281290573087128,-0.0135379433093568,0.12620206268168,0.0484323343722529,0.08,0.0536161157611009,0.0839408866995074,0.1,0.14,0.0632512315270936,0.144347826086957,0.0698068612752447,0.0704377104377104,0.148573178199633,0.0916949152542373,0.155394116312705,0.152,0.168246555386836,0.102730007252436,0.0980278128950695,0.0926678163844204,0.12629746835443,0.202979390681004,0.270542969503248,0.155134621476085,0.209972394755003
"ZEB2",-0.229735508394045,-0.221292177234988,-0.217857142857143,-0.216978021978022,-0.203571428571429,-0.2,-0.193449883449883,-0.193449883449883,-0.186859402026192,-0.183333333333333,-0.181929824561403,-0.175,-0.159456568249893,-0.157017543859649,-0.157017543859649,-0.156944444444444,-0.151584699453552,-0.15,-0.145833333333333,-0.141887004582546,-0.137727272727273,-0.137727272727273,-0.137727272727273,-0.13751313996496,-0.0926928804846574,-0.0675324675324675,-0.0586889301175016,-0.0584415584415584,0.0137316429621583,0.0368584223274502,0.0576307290593005,0.0653581270781137,0.120759309811335,0.144444444444444,0.144898753894081,0.146666666666667,0.15,0.159090909090909,0.166666666666667,0.176666666666667,0.178365582666979,0.181198838402027,0.181929824561403,0.182925783893526,0.185300960467751,0.185757575757576,0.186199726700604,0.187442912635286,0.193540473610896,0.204975845410628,0.220644599303136,0.252737739573517,0.255992476676716,0.287454545454545,0.349064020217094
