"","FOXC2","CDC42","TGFR","PAK1","TGF","Jagged","NOTCHic","Ecadherin","NOTCH","TWIST1","SNAI2","SMO","Csl","SUFU","FUS","SOSGRB2","Csn","RKIP","TCFLEF","CD44","SRC","cMet","SNAI1","cfos","cateninmemb","ERK","ZEB2","RAS","miR200","PI3K","DELTA","RAF","KLF4","EGR1","MEK","DSH","STAT","LIV1","Wnt","Frizzled","GLI","TrCP","NFB","AKT","cateninnuc","ZEB1","IKK","SMAD","AXIN2","ILK","HEY1","Patched","SHH","Destcompl","GSK3"
"cateninnuc",-0.0575014329932363,0.0773186813186813,0.0928359226979917,0.0588571428571429,0.107028062435983,-0.364244906185334,-0.172907633688083,-0.0246586620677194,-0.186998542778992,-0.201287690377829,-0.597440985004933,-0.259307832422586,-0.151977401129943,-0.211111111111111,-0.251111111111111,-0.156694218069751,0.0208333333333333,0.229121066691786,-0.45689373358221,-0.435310462484375,-0.377097902097902,-0.407532684706598,0.265324013449953,-0.0139751552795031,0.27432701686827,0.00627800927745892,0.1036020221441,0.027995317995318,0.0340938551064463,0.0210929610929611,0.0210929610929611,-0.0210929610929611,0.0477149679106974,0.0282608695652174,-0.0204981927636974,0.335431235431235,0.335431235431235,0.296969696969697,0.405592045437191,0.375157262828496,0.432864772709919,-0.0333333333333333,-0.0178030303030303,-0.0094592803030303,0.375645459624739,-0.130632244892337,-0.0118030303030303,-0.0206776417458546,0.591103188893744,-0.013992784992785,0.00197732601194405,0.273593546708301,0.283397468276928,0.696248812099476,0.626411543806679
"STAT",0.271038854805726,0.233522727272727,0.22825956937799,0.227272727272727,0.222945559716155,0.112178205710691,0.0634870164281929,0.225466533403824,0.0663996377874162,0.24242813658106,0.221236594659055,0.0816666666666667,0.0607843137254902,0.1,0.075,0.226067323481117,0.05,0.170094916344916,0.152167167742878,0.148697136197136,0.126785714285714,0.135876623376623,0.134552437167377,0.0533333333333333,0.0878648217715516,0.0474509803921569,0.113806706114398,0.103808500919719,0.000954672607154093,0.102315963606286,0.102315963606286,-0.102315963606286,0.0220439691027926,-0.0333333333333333,-0.044225173940544,-0.114285714285714,-0.114285714285714,0,-0.135876623376623,-0.126785714285714,-0.14848166539343,0,-0.03,-0.0235431799838579,-0.160868002069457,-0.114488076026538,-0.0252380952380952,-0.0731578655116886,-0.192445985387162,-0.0789049919484702,-0.084,-0.0839922480620155,-0.0972665843452013,-0.229217606098077,-0.178633733867379
"Jagged",0.271428571428571,0.2,0.233333333333333,0.2,0.245333333333333,0.0878787878787879,0.2,0.105122807017544,0.142857142857143,0.178,0.222599296128708,0.1,0.1,0,0,0.16,0,0.225641025641026,0.0726340326340326,0.0938461538461538,0.1,0.04,0.191666666666667,0,0.0751929760380464,0.02,0.120289855072464,0.0963636363636364,0.00727272727272727,0.06,0.06,-0.06,0.133333333333333,-0.1,-0.12,0,0,0,-0.04,-0.1,-0.0938461538461538,0,0,-0.0444444444444444,-0.0979087579087579,-0.146376811594203,-0.1,-0.0619047619047619,-0.115714285714286,-0.0666666666666667,-0.166666666666667,-0.1,-0.0769230769230769,-0.121714285714286,-0.0670498084291188
"RKIP",0.191850869437076,0.166666666666667,0.195238095238095,0.133333333333333,0.205518469069871,0.118489772819145,0.134343434343434,-0.110597011085681,0.0804972804972805,-8.61556743909683e-05,-0.42985166404383,0.173333333333333,0.0888888888888889,0.1,0.133333333333333,-0.14184126984127,0.1,0.423739495798319,-0.156066740277267,-0.127395411605938,-0.0666666666666667,-0.135087719298246,0.198672238458107,0.31,-0.0392474827768945,0.327241379310345,0.122077474892396,0.131909756909757,0.041534127712276,0.113961038961039,0.113961038961039,-0.113961038961039,0.118077474892396,-0.31,-0.376177549523111,0.1,0.1,0,0.136666666666667,0.0666666666666667,0.128974358974359,-0.1,-0.114285714285714,-0.118831168831169,0.160392440022814,-0.131794356767097,-0.164285714285714,-0.202353338671479,0.159540553211439,-0.193442447582371,-0.199728997289973,-0.153333333333333,-0.145136612021858,0.435706547427333,0.406501182033097
"NOTCHic",0.268729427254773,0.245333333333333,0.24210752688172,0.233333333333333,0.236375042805287,0.0949182776997346,0.0783410138248848,0.10677646507218,0.0572883822459374,0.174695448246456,0.238801011729221,0.0769230769230769,0.142857142857143,0.1,0.1,0.163827751196172,0.1,0.220784299074731,0.0909699823985538,0.0979087579087579,0.0938461538461538,0.0726340326340326,0.188833943833944,0.12,0.0657221647852189,0.0914285714285714,0.123993558776167,0.0869397768648143,0.00268148036934164,0.0746245059288538,0.0746245059288538,-0.0746245059288538,0.131004140786749,-0.02,-0.102857142857143,-0.04,-0.04,-0.1,-0.0726340326340326,-0.0938461538461538,-0.0973652154297316,0,-0.0444444444444444,-0.0457364341085271,-0.102420364077943,-0.124895330112721,-0.0666666666666667,-0.0764131551901336,-0.129105271039233,-0.0785714285714286,-0.185395763656633,-0.0945701357466063,-0.0977959421982192,-0.144340453938585,-0.0775869985117634
"CDC42",0.269389902302384,0.257142857142857,0.255182072829132,0.342857142857143,0.250636618283677,0.0884722222222222,0.0730769230769231,0.0891639140688243,0.0561538461538462,0.164709956709957,0.216544380194015,0.0690476190476191,0.05,0.1,0.0857142857142857,0.155555555555556,0.1,0.224242424242424,0.0814895093112915,0.0904004004004004,0.09,0.0714814814814815,0.197539591210477,0.12,0.0718801912945487,0.0982608695652174,0.125861870171798,0.0980883681385834,0.00229606994312877,0.0858932461873639,0.0858932461873639,-0.0858932461873639,0.131047619047619,-0.02,-0.106735445836404,-0.05,-0.05,-0.1,-0.0714814814814815,-0.09,-0.0899025341130604,0,-0.05,-0.0467105263157895,-0.09000802782981,-0.128248587570621,-0.0625,-0.0771974739716675,-0.105582922824302,-0.0804232804232804,-0.0864567716141929,-0.0787250384024578,-0.0848978779086306,-0.108809489144715,-0.0210660173160173
"SNAI1",0.27732049863065,0.250636618283677,0.255008202983131,0.255182072829132,0.255209815886356,0.0861943441998476,0.0748351648351648,0.0904767766074861,0.0662637362637363,0.167007615572833,0.221346577576531,0.0848978779086306,0.0561538461538462,0.0690476190476191,0.0787250384024578,0.155697532017353,0.0625,0.229332694475208,0.0872494071401548,0.09000802782981,0.0904004004004004,0.0814895093112915,0.0927140873417507,0.106735445836404,0.0693876406672831,0.0987354458364038,0.127325228856831,0.094592323952884,0.00450353348121446,0.0908156408658561,0.0908156408658561,-0.0908156408658561,0.133917748254503,-0.0982608695652174,-0.106358764222054,-0.0714814814814815,-0.0714814814814815,-0.09,-0.079658631674036,-0.0899025341130604,-0.0882509534290635,-0.05,-0.0467105263157895,-0.0568957115009747,-0.0913278790038616,-0.134670754686183,-0.065229044834308,-0.0737558202002911,-0.108358135033477,-0.0746168288103772,-0.0785085923424842,-0.0898978779086306,-0.0842668099474656,-0.114771268593337,-0.025717682482534
"NOTCH",0.281632653061224,0.233333333333333,0.245333333333333,0.2,0.24210752688172,0.0730639730639731,0.142857142857143,0.107542161856254,0.0783410138248848,0.162745762711864,0.239001412530824,0.1,0.2,0,0.1,0.154736842105263,0,0.222192749778957,0.0979087579087579,0.0726340326340326,0.04,0.0938461538461538,0.180897435897436,0.02,0.0610568503835962,0.12,0.127697262479871,0.0746245059288538,0.00441558441558441,0.0963636363636364,0.0963636363636364,-0.0963636363636364,0.120289855072464,0,-0.0914285714285714,-0.1,-0.1,0,-0.0938461538461538,-0.04,-0.0726340326340326,0,-0.1,-0.0666666666666667,-0.0909699823985538,-0.131561996779388,-0.0444444444444444,-0.0785714285714286,-0.113827493261456,-0.0619047619047619,-0.16231884057971,-0.0769230769230769,-0.0945701357466063,-0.141340453938585,-0.060231626610937
"TWIST1",0.156442357342582,0.162424242424242,0.167424242424242,0.162424242424242,0.172663422378684,0.000470326184721086,-0.014017094017094,-0.0478242372218311,-0.0149604902435091,-0.0495132305401184,0.203198285715762,0.02,-0.00888888888888889,0.0333333333333333,0,0.131563300670852,0.05,0.133113237461064,-0.106892932289334,-0.103370727082596,-0.0968253968253968,-0.0989530563998649,0.165162095402087,-0.0597101449275362,-0.0402689367814481,-0.0544469870327994,0.127811144477811,0.0460117827063925,0.0736006009153478,0.0449843854461185,0.0449843854461185,-0.0449843854461185,0.117823639774859,0.0466666666666667,0.0499693750925009,0.0857142857142857,0.0857142857142857,0.1,0.0999832915622389,0.0968253968253968,0.103983291562239,-0.1,-0.0576923076923077,-0.0576923076923077,0.109020591863802,-0.156648754017175,-0.0576923076923077,-0.0955236514642455,0.134781132845649,-0.0984939484939485,-0.0928105792512572,-0.0158904109589041,-0.0153978001214657,0.166906434952992,0.144031737682654
"Csl",0.278499542197302,0.24210752688172,0.236375042805287,0.245333333333333,0.238869373871047,0.0897099443664013,0.0572883822459374,0.108753209258227,0.0791065640641192,0.173115312806275,0.246332704495813,0.0945701357466063,0.0783410138248848,0.1,0.0769230769230769,0.163014743066091,0.0444444444444444,0.224010105526344,0.102420364077943,0.0909699823985538,0.0726340326340326,0.0979087579087579,0.182905090079003,0.0914285714285714,0.0596059568341486,0.102857142857143,0.128965934466775,0.0781162474530496,0.00899956315801266,0.0869397768648143,0.0869397768648143,-0.0869397768648143,0.125289855072464,-0.12,-0.0919875776397515,-0.0938461538461538,-0.0938461538461538,-0.04,-0.0973652154297316,-0.0726340326340326,-0.0893006993006993,-0.1,-0.0666666666666667,-0.0651162790697674,-0.101677082202586,-0.128210247239793,-0.0457364341085271,-0.0725242663012447,-0.130390618082935,-0.0764131551901336,-0.178206221172973,-0.0977959421982192,-0.106416631853392,-0.153907790928225,-0.0800906803968886
"PAK1",0.279734729888591,0.255182072829132,0.250636618283677,0.257142857142857,0.255008202983131,0.0817237559645535,0.0561538461538462,0.0913092427885475,0.0748351648351648,0.163623000188218,0.221246007680453,0.0787250384024578,0.0730769230769231,0.0857142857142857,0.0690476190476191,0.154565456545655,0.05,0.231424744684413,0.09000802782981,0.0814895093112915,0.0714814814814815,0.0904004004004004,0.193959638943174,0.0982608695652174,0.0669351363494938,0.106735445836404,0.13261428174736,0.0908156408658561,0.00940266892790034,0.0980883681385834,0.0980883681385834,-0.0980883681385834,0.126129586260734,-0.12,-0.0987354458364038,-0.09,-0.09,-0.05,-0.0899025341130604,-0.0714814814814815,-0.079658631674036,-0.1,-0.0625,-0.065229044834308,-0.0872494071401548,-0.133071738696023,-0.0467105263157895,-0.0746168288103772,-0.103696130371472,-0.0771974739716675,-0.0791038304377223,-0.0848978779086306,-0.0898978779086306,-0.114223022979302,-0.0199751082251082
"LIV1",0.279734729888591,0.255182072829132,0.250636618283677,0.257142857142857,0.255008202983131,0.0817237559645535,0.0561538461538462,0.0913092427885475,0.0748351648351648,0.163623000188218,0.221246007680453,0.0787250384024578,0.0730769230769231,0.0857142857142857,0.0690476190476191,0.154565456545655,0.05,0.231424744684413,0.09000802782981,0.0814895093112915,0.0714814814814815,0.0904004004004004,0.193959638943174,0.0982608695652174,0.0669351363494938,0.106735445836404,0.13261428174736,0.0908156408658561,0.00940266892790034,0.0980883681385834,0.0980883681385834,-0.0980883681385834,0.126129586260734,-0.12,-0.0987354458364038,-0.09,-0.09,-0.05,-0.0899025341130604,-0.0714814814814815,-0.079658631674036,-0.1,-0.0625,-0.065229044834308,-0.0872494071401548,-0.133071738696023,-0.0467105263157895,-0.0746168288103772,-0.103696130371472,-0.0771974739716675,-0.0791038304377223,-0.0848978779086306,-0.0898978779086306,-0.114223022979302,-0.0199751082251082
"EGR1",0.279734729888591,0.255182072829132,0.250636618283677,0.257142857142857,0.255008202983131,0.0817237559645535,0.0561538461538462,0.0913092427885475,0.0748351648351648,0.163623000188218,0.221246007680453,0.0787250384024578,0.0730769230769231,0.0857142857142857,0.0690476190476191,0.154565456545655,0.05,0.231424744684413,0.09000802782981,0.0814895093112915,0.0714814814814815,0.0904004004004004,0.193959638943174,0.0982608695652174,0.0669351363494938,0.106735445836404,0.13261428174736,0.0908156408658561,0.00940266892790034,0.0980883681385834,0.0980883681385834,-0.0980883681385834,0.126129586260734,-0.12,-0.0987354458364038,-0.09,-0.09,-0.05,-0.0899025341130604,-0.0714814814814815,-0.079658631674036,-0.1,-0.0625,-0.065229044834308,-0.0872494071401548,-0.133071738696023,-0.0467105263157895,-0.0746168288103772,-0.103696130371472,-0.0771974739716675,-0.0791038304377223,-0.0848978779086306,-0.0898978779086306,-0.114223022979302,-0.0199751082251082
"ERK",0.204417282003489,0.205518469069871,0.213547666150163,0.195238095238095,0.219866347468844,0.105073813901507,0.0958257476505652,-0.111458046692036,0.0811443072073519,-0.0054206270282798,-0.451324945029528,0.145136612021858,0.0804972804972805,0.173333333333333,0.153333333333333,-0.152391431653568,0.164285714285714,0.453177994552168,-0.175819949316494,-0.160392440022814,-0.127395411605938,-0.156066740277267,0.220431497717366,0.376177549523111,-0.0318236041222846,0.266177549523111,0.136029480891646,0.136938831245762,0.0440883072788395,0.127147852147852,0.127147852147852,-0.127147852147852,0.132441359981315,-0.327241379310345,-0.280383677656816,0.136666666666667,0.135087719298246,0.0666666666666667,0.157645687645688,0.128974358974359,0.162407592407592,-0.114285714285714,-0.118831168831169,-0.133326581675206,0.180611615983161,-0.141110692225165,-0.138831168831169,-0.20971210222872,0.192957384677051,-0.207888394022033,-0.215534147770891,-0.153633344048002,-0.147353150811287,0.469279904409246,0.450746864425918
"Wnt",0.384372469635628,0.333333333333333,0.38,0.3,0.401739130434783,-0.00825980392156863,-0.107142857142857,0.0929236446742348,-0.157142857142857,0.124117647058824,-0.0993103448275862,0.05,-0.15,0,0,0.0757575757575758,-0.1,0.36,-0.22312030075188,-0.180263157894737,-0.1,-0.175,0.358229813664596,0.133333333333333,0.155423728813559,0.173333333333333,0.143615494978479,0.297983595352016,0.0294949494949495,0.266165413533835,0.266165413533835,-0.266165413533835,0.141176470588235,-0.1,-0.238039215686275,0.2,0.1,0,0.175,0.2,0.180263157894737,0.1,0.133333333333333,0.110833333333333,0.234378578897575,-0.251362984218077,0.0733333333333333,-0.114291393361161,0.223636363636364,-0.111965811965812,-0.103076923076923,-0.0409090909090909,-0.0266233766233766,0.543277448279083,0.585658307210031
"TGFR",0.278675784534433,0.381269841269841,0.275912698412698,0.362222222222222,0.265983620398514,0.152557042539113,0.0204597701149425,0.124182507307645,0.00247415860415116,0.237658494793726,0.255938983328745,0.135862068965517,0.00666666666666667,0.126666666666667,0.16,0.371637426900585,0.0166666666666667,0.112207792207792,0.11379404772652,0.117143330023171,0.106666666666667,0.0934591194968554,0.198337684037604,-0.11077694235589,0.0732207461596293,-0.117443609022556,0.147028185224291,0.14984335839599,0.00909330750821297,0.141071428571429,0.141071428571429,-0.141071428571429,0.1514229414115,0.147619047619048,0.121553198063652,-0.0571428571428571,-0.0666666666666667,-0.1,-0.0839353099730458,-0.0971428571428571,-0.107806277714981,0.0333333333333333,-0.00238095238095238,0.0185492801771872,-0.123802905122446,-0.129273617832834,-0.00238095238095238,-0.124945958262455,-0.145685824798843,-0.12672531769306,-0.124718765938201,-0.132737068965517,-0.143471532242353,-0.175540242569201,-0.100021197033144
"TGF",0.293959627329193,0.362222222222222,0.381269841269841,0.34,0.275912698412698,0.130093274423171,0.00666666666666667,0.124863938312755,0.0204597701149425,0.230185185185185,0.253855649995412,0.16,0.0266666666666667,0.0666666666666667,0.126666666666667,0.360526315789474,-0.0333333333333333,0.120779220779221,0.117143330023171,0.0934591194968554,0.0666666666666667,0.106666666666667,0.193912905276542,-0.147619047619048,0.0711422242196755,-0.11077694235589,0.149669694658253,0.141071428571429,0.0099730729041074,0.160714285714286,0.160714285714286,-0.160714285714286,0.147851512840071,0.133333333333333,0.117443609022556,-0.1,-0.1,0,-0.0971428571428571,-0.0571428571428571,-0.0839353099730458,0,-0.0166666666666667,-0.00238095238095238,-0.11379404772652,-0.140971731040381,-0.00238095238095238,-0.12672531769306,-0.129805996472663,-0.105757575757576,-0.100838168923275,-0.135862068965517,-0.132737068965517,-0.169088629665975,-0.0846177740502594
"PI3K",0.2871475029036,0.266176470588235,0.286176470588235,0.225,0.299997608799617,-0.0294736842105263,-0.171153846153846,0.119445240365607,-0.171153846153846,0.00879747479890032,-0.16042629395699,0.0333333333333333,-0.125,0,0.05,0.0476923076923077,-0.233333333333333,0.36740465416936,-0.216977999483526,-0.203983649201041,-0.155555555555556,-0.168599033816425,0.354239130434783,0.176190476190476,0.165385820462779,0.240896358543417,0.155491503968061,0.331501630789302,0.0307850324243767,0.328761904761905,0.328761904761905,-0.328761904761905,0.136842105263158,-0.133333333333333,-0.249093079854893,0.1,0.1,0.1,0.168599033816425,0.155555555555556,0.203983649201041,0.2,0.2,0.233484162895928,0.239039855153629,-0.24147921839752,0.241176470588235,-0.11648787515006,0.241047619047619,-0.09968787515006,-0.088487539097972,-0.0256410256410256,-0.0228632478632479,0.564163816635813,0.628811928811929
"ILK",0.2871475029036,0.266176470588235,0.286176470588235,0.225,0.299997608799617,-0.0294736842105263,-0.171153846153846,0.119445240365607,-0.171153846153846,0.00879747479890032,-0.16042629395699,0.0333333333333333,-0.125,0,0.05,0.0476923076923077,-0.233333333333333,0.36740465416936,-0.216977999483526,-0.203983649201041,-0.155555555555556,-0.168599033816425,0.354239130434783,0.176190476190476,0.165385820462779,0.240896358543417,0.155491503968061,0.331501630789302,0.0307850324243767,0.328761904761905,0.328761904761905,-0.328761904761905,0.136842105263158,-0.133333333333333,-0.249093079854893,0.1,0.1,0.1,0.168599033816425,0.155555555555556,0.203983649201041,0.2,0.2,0.233484162895928,0.239039855153629,-0.24147921839752,0.241176470588235,-0.11648787515006,0.241047619047619,-0.09968787515006,-0.088487539097972,-0.0256410256410256,-0.0228632478632479,0.564163816635813,0.628811928811929
"AKT",0.290906901399841,0.286176470588235,0.299997608799617,0.266176470588235,0.309967397319255,-0.0301359358661554,-0.171153846153846,0.11777857369894,-0.191885553470919,0.00910328519645383,-0.179622273856487,0.0256410256410256,-0.171153846153846,0.05,0.0333333333333333,0.0432478632478632,-0.2,0.387901548579298,-0.239039855153629,-0.216977999483526,-0.168599033816425,-0.203983649201041,0.376043641712978,0.240896358543417,0.176700805172259,0.249093079854893,0.162340819036554,0.344272715126651,0.0302502730660879,0.331501630789302,0.331501630789302,-0.331501630789302,0.153081421502474,-0.176190476190476,-0.270612067196665,0.155555555555556,0.155555555555556,0.1,0.203983649201041,0.168599033816425,0.216832811212214,0.233333333333333,0.241176470588235,0.144595274007039,0.24980908592286,-0.249698396479712,0.233484162895928,-0.118844777506962,0.260903214715489,-0.11648787515006,-0.105780772180679,-0.0228632478632479,-0.0218106162843005,0.593361500672207,0.65663450945709
"RAS",0.201111111111111,0.16,0.195294117647059,0.14,0.214105998835178,0.0592864182929233,-0.144736842105263,-0.0140786046522254,-0.157944389275074,0.00856519367157665,-0.372417549340568,0.133333333333333,-0.15,0.1,0.1,-0.174891774891775,-0.1,0.401861635220126,-0.227071339173967,-0.207071339173967,-0.15,-0.179411764705882,0.249941002949852,0.37,0.0766717584996886,0.406842105263158,0.162378497790869,0.290512820512821,0.0727384615384616,0.382820512820513,0.382820512820513,-0.382820512820513,0.159285714285714,-0.32,-0.43625386996904,0.1,0.1,0,0.179411764705882,0.15,0.208578431372549,0.1,0.133333333333333,0.118888888888889,0.243218647955837,-0.181178203240059,0.113333333333333,-0.155658627087199,0.226798418972332,-0.145454545454545,-0.0452569169960474,-0.129333333333333,-0.117468926553672,0.519612505659017,0.637428940568475
"Frizzled",0.402977120798418,0.38,0.401739130434783,0.333333333333333,0.417929606625259,-0.0314921271538919,-0.157142857142857,0.0940891458397359,-0.151260504201681,0.111736694677871,-0.115398672903296,0.0409090909090909,-0.107142857142857,0,0.05,0.0666666666666667,-0.133333333333333,0.388571428571429,-0.234378578897575,-0.22312030075188,-0.175,-0.180263157894737,0.374102829537612,0.173333333333333,0.158915792305623,0.238039215686275,0.162427376166598,0.297196193777213,0.0310574494949495,0.297983595352016,0.297983595352016,-0.297983595352016,0.141176470588235,-0.133333333333333,-0.245446623093682,0.2,0.1,0.1,0.180263157894737,0.175,0.22312030075188,0.1,0.0733333333333333,0.0983333333333333,0.25961667413567,-0.256313479267582,0.110833333333333,-0.132048402706955,0.260845665961945,-0.114291393361161,-0.100949263502455,-0.0266233766233766,-0.0266233766233766,0.574311931037704,0.63474921630094
"DSH",0.406007423828721,0.401739130434783,0.417929606625259,0.38,0.428731000353482,-0.0307169333554422,-0.151260504201681,0.0924210159011934,-0.177134630075807,0.113864354252339,-0.136469685708884,0.0266233766233766,-0.157142857142857,0.05,0.0409090909090909,0.0642276422764228,-0.0733333333333333,0.41024975024975,-0.25961667413567,-0.234378578897575,-0.180263157894737,-0.22312030075188,0.397581090407177,0.238039215686275,0.171989997252619,0.245446623093682,0.169513990339826,0.312602356242199,0.0298379372998275,0.297196193777213,0.297196193777213,-0.297196193777213,0.159623072529983,-0.173333333333333,-0.27025865316887,0.175,0.175,0.1,0.22312030075188,0.180263157894737,0.234231411862991,0.133333333333333,0.110833333333333,0.113275862068966,0.270569479122313,-0.264974896590417,0.0983333333333333,-0.134689912140917,0.281520771447177,-0.132048402706955,-0.12024750911649,-0.0266233766233766,-0.0235558919607999,0.606372999739994,0.663751536486555
"GSK3",0.419883021914846,0.417929606625259,0.428731000353482,0.401739130434783,0.442064333686815,-0.0451694880999678,-0.177134630075807,0.0931783422100508,-0.176355409296586,0.109895084085886,-0.149498158530282,0.0266233766233766,-0.151260504201681,0.0409090909090909,0.0266233766233766,0.0591113632066553,-0.110833333333333,0.431553008395114,-0.270569479122313,-0.25961667413567,-0.22312030075188,-0.234378578897575,0.409208997383922,0.245446623093682,0.176587698402045,0.27025865316887,0.182144005198667,0.314283028511107,0.0346445023643059,0.312602356242199,0.312602356242199,-0.312602356242199,0.164203225201739,-0.238039215686275,-0.279349562259779,0.180263157894737,0.180263157894737,0.175,0.234231411862991,0.22312030075188,0.259703109976198,0.0733333333333333,0.0983333333333333,0.104728853521957,0.285964215964419,-0.276416204168426,0.113275862068966,-0.138438038077949,0.305112856683098,-0.134689912140917,-0.118517405310262,-0.0235558919607999,-0.0211635474631923,0.628669583043974,0.593368840979068
"Destcompl",0.248723124621625,0.281688951442646,0.301688951442646,0.257551020408163,0.317551020408163,-0.372984844134783,-0.256200548374461,0.0330243481975944,-0.277242632542798,-0.0596105045849291,-0.526834506701443,-0.174789272030651,-0.238809244026635,-0.144444444444444,-0.154789272030651,-0.0513396285104203,-0.119047619047619,0.458185044730061,-0.557499553764121,-0.529965307188779,-0.45956729723853,-0.500860829576839,0.4728498511167,0.2404662004662,0.403725401696967,0.260684779701173,0.241430480301896,0.240396689328925,0.0760036741235919,0.22909370659737,0.22909370659737,-0.22909370659737,0.213289335767951,-0.204102564102564,-0.282203767042945,0.41984126984127,0.41984126984127,0.355555555555556,0.500161356644471,0.45956729723853,0.528918313972857,0.133333333333333,0.132091097308489,0.142176350346762,0.578254270745253,-0.320983877362231,0.134793800011191,-0.105167084377611,0.570072977460492,-0.098968253968254,-0.0792110453648915,0.184633831616144,0.193724740707053,0.779156179103648,0.815791232497533
"AXIN2",0.276210027287311,0.283302469135802,0.311621053206599,0.2475,0.334723363437622,-0.396246509072596,-0.283721804511278,0.0481490882640936,-0.306694777484251,-0.0528090953445923,-0.534976314977591,-0.187362637362637,-0.251578947368421,-0.15,-0.173076923076923,-0.0429229178177285,-0.166666666666667,0.466028299657332,-0.570072977460492,-0.535254689066588,-0.44077519379845,-0.49077519379845,0.489141546095591,0.243252032520325,0.42911556408717,0.279700630651166,0.272617395577354,0.276862038707801,0.1078201381385,0.264526080702551,0.264526080702551,-0.264526080702551,0.242037925555066,-0.206666666666667,-0.30590752720289,0.373333333333333,0.373333333333333,0.3,0.49077519379845,0.44077519379845,0.534800351031154,0.133333333333333,0.171014492753623,0.186714975845411,0.6002934703269,-0.345299391433778,0.181159420289855,-0.0951863354037267,0.865925662741014,-0.084472049689441,-0.0662120393357716,0.20521978021978,0.218006665465682,0.869690304841211,0.799281004909151
