"","cateninmemb","GLI","Wnt","cateninnuc","TCFLEF","PAK1","Frizzled","CDC42","SRC","Ecadherin","DSH","miR200","RKIP","AXIN2","Patched","SMO","FUS","Destcompl","SNAI2","SUFU","cfos","EGR1","MEK","ERK","SMAD","IKK","KLF4","HEY1","FOXC2","NOTCH","Jagged","RAS","RAF","PI3K","DELTA","ZEB2","ZEB1","SOSGRB2","NOTCHic","Csl","TWIST1","AKT","ILK","NFB","Csn","TrCP","SNAI1","SHH","STAT","LIV1","TGF","TGFR","cMet","CD44","GSK3"
"ZEB2",-0.199492450564216,-0.184515515065974,-0.182680652680653,-0.181922402748941,-0.179584740411279,-0.176623376623377,-0.172424242424242,-0.167532467532468,-0.163333333333333,-0.159161028423621,-0.159090909090909,-0.157079249736729,-0.134041867954911,-0.127220519192464,-0.122020905923345,-0.117142857142857,-0.114285714285714,-0.112053801025159,-0.109296920922822,-0.1,-0.0969298245614035,-0.0916666666666667,-0.0904782116581777,-0.0904782116581777,-0.0903604554154193,-0.0866666666666667,-0.0860103937846003,-0.0813343108504399,-0.0335586635586636,-0.0298192517864649,-0.025736531986532,-0.0197797028096814,-0.0174242424242424,-0.0174242424242424,-0.0174242424242424,-0.0156090875820707,-0.0156090875820707,0.0327655677655678,0.0369230769230769,0.0435897435897436,0.0448698628070157,0.081993769470405,0.0885311871227364,0.0888888888888889,0.0888888888888889,0.1,0.113187590304937,0.12747545137789,0.15,0.15,0.154456125884697,0.158688930117502,0.173859649122807,0.175711500974659,0.200093652873794
"Destcompl",-0.0742989708756847,-0.0586309972903916,-0.057703353505605,-0.0609933768872791,-0.0598715002937043,0.135510204081633,-0.049782561426397,0.132061928219564,-0.049782561426397,-0.099709583034194,-0.0484126984126984,0.0951535020939006,0.0271531161087412,-0.0493652569861688,-0.0929318143790182,-0.0893048713738369,-0.0950191570881226,-0.104970580558583,-0.0244731917505998,-0.0777777777777778,0.0634965034965035,0.0574358974358974,0.0547256658400049,0.0509281974855745,-0.0195029239766082,0.0876895529069442,0.00583718544811263,-0.0278680294064909,0.0232550080136231,0.081851195536392,0.0304047399404978,-0.101805783990311,-0.102590713346669,-0.102590713346669,-0.102590713346669,-0.0136957623012202,-0.0136957623012202,-0.0958459244388412,-0.0792459851155503,-0.0825068546807677,-0.0400289052528391,-0.0870184119673469,0.0205555555555556,-0.0939958592132505,-0.080952380952381,-0.0666666666666667,-0.0156036356509156,0.0962200155395598,0.0484126984126984,0.0555555555555556,-0.137024334234601,-0.134167191377458,0.0572452479935612,0.0583646509786359,-0.00103894892965627
"NFB",0.205934360199313,0.156997983290118,0.15025641025641,0.163652037720011,0.161534390661187,-0.0888888888888889,0.148717948717949,-0.107070707070707,0.148717948717949,0.189013509168634,0.133333333333333,0.0359208102200352,0.0912428191116716,0.11306990881459,0.138007662835249,0.131111111111111,0.12,0.115672398076082,0.0187464687029358,0.12,0.0182857142857143,0.0142857142857143,0.00599813258636788,0.00273015873015873,0.102355625897162,-0.0277992277992278,0.0139194139194139,0.105263157894737,0.194873493040824,-0.13830749895266,-0.0344383836885506,0.166032697889352,0.161057573511243,0.161057573511243,0.161057573511243,-0.0131738541756691,-0.0131738541756691,0.133852277753207,0.137662337662338,0.123376623376623,0.20359943977591,0.0277992277992278,-0.099009900990099,0.0142857142857143,0.114285714285714,0.1,-0.0868579904802847,-0.138007662835249,-0.133333333333333,-0.1,0.115536529855517,0.114270707070707,-0.15025641025641,-0.156471099521947,0.00216763628528334
"SRC",0.342977099236641,0.273032786885246,0.255,0.291513716660987,0.282788884446222,-0.355555555555556,0.225,-0.380555555555556,0.225,0.325616175763235,0.2,-0.170215195432587,-0.356761159986966,0.165075013812742,0.0403703703703704,0.0366666666666667,0.0166666666666667,0.110451903169294,0.0141733064753412,-0.0333333333333333,-0.342424242424242,-0.333333333333333,-0.351648561082523,-0.353535353535354,0.00577287814129919,-0.124358974358974,0.11531007751938,0.0412777226084078,-0.0397619047619048,-0.192142857142857,-0.106870736297342,0.222527780938294,0.214952023362536,0.214952023362536,0.214952023362536,-0.0130952380952381,-0.0130952380952381,0.0571428571428571,0.174285714285714,0.16,0.279541492989769,0.135470085470085,-0.00307017543859649,0.116666666666667,0.15,0.1,0.21064815158687,-0.0550762527233115,-0.3,-0.2,0.402806637806638,0.390079365079365,-0.255,-0.273032786885246,-0.112987012987013
"Csn",-0.041359300006655,-0.0822665454771956,-0.0827032266999031,-0.084729233324982,-0.0841880427056194,0.106818181818182,-0.0839080459770115,0.105325644504749,-0.0839080459770115,-0.0220214493557609,-0.0666666666666667,0.0114273182541934,0.0637151704477188,-0.0668915250236072,-0.0226923614020388,-0.0173160173160173,-0.0142857142857143,-0.00443965425379188,-0.0123085243452994,-0.0142857142857143,-0.0306060606060606,-0.00333333333333333,-0.0178760822510823,-0.0189177489177489,-0.0120928004598509,-0.0883333333333333,0.000897795015442073,-0.0064562569213732,0.0613691844141492,-0.0722957597957598,0.0125049130763417,0.00884093730608405,0.00941675304504758,0.00941675304504758,0.00941675304504758,0.000703060380479736,0.000703060380479736,-0.119767093277989,0.0751803751803752,0.0868686868686869,-0.0742480910082593,0.0827333333333333,0.0108074534161491,0.0966666666666667,0.08,0.18,-0.0700988350178483,0.0218726892708913,0.0666666666666667,0.0666666666666667,-0.10926053221052,-0.110453849632954,0.0827032266999031,0.0822587822554586,0.119554966207344
"SOSGRB2",0.127686166686167,0.0324016563146998,0.030952380952381,0.0355692498350373,0.0319363626457448,-0.0142857142857143,0.0142857142857143,-0.0142857142857143,0.0142857142857143,0.12720192067163,0,-0.00302732157723454,0.103326023391813,0.0163710121012101,0.0252252252252252,0.0333333333333333,0.0333333333333333,0.0934664142717834,0.017789104160511,0,0.10952380952381,0.0761904761904762,0.0797940797940798,0.0797940797940798,0.0285495150011279,-0.160233918128655,-0.00175438596491228,0.127367424242424,0.0163369963369963,-0.188239929084999,0.00820017622489007,0.253520208604954,0.254802259887006,0.254802259887006,0.254802259887006,0.00175438596491228,0.00175438596491228,0.0961111111111111,0.16993006993007,0.154545454545455,0.048231884057971,0.181067251461988,-0.0264516129032258,0.144444444444444,0.2,0.1,0.00549253731343284,-0.0345275508066206,0,0,0.0259332865715844,0.0181318681318681,-0.0273291925465838,-0.0287784679089027,0.150935855480035
"SNAI2",0.223392982629276,0.172296129719493,0.164274739345162,0.178878204276196,0.175306775704767,-0.117647058823529,0.154415584415584,-0.131932773109244,0.154415584415584,0.174182070893217,0.147272727272727,-0.0134917980700901,-0.0213333333333333,0.106773808845952,0.151452581032413,0.149411764705882,0.12,0.0976674471442753,0.0147225670343089,0.1,-0.0725490196078431,-0.0666666666666667,-0.0757286698463169,-0.0784313725490196,0.038006026590163,-0.0951149425287356,0.00769230769230769,0.0491862567811935,0.118591094122964,-0.172704488493962,-0.159470324971932,0.119799046712316,0.114776215662087,0.114776215662087,0.114776215662087,0.00860730018879799,0.00860730018879799,0.1815753887762,0.164912280701754,0.159649122807018,0.154433698039206,0.101139038914278,-0.0356136820925553,0.0916666666666667,0.0666666666666667,0.1,0.018433039119538,-0.159903285257765,-0.147272727272727,-0.12,0.141796339494549,0.136206277382748,-0.164274739345162,-0.171801621065592,-0.0914020662537379
"IKK",-0.202238478467529,-0.15025641025641,-0.148717948717949,-0.161534390661187,-0.156471099521947,0.1,-0.133333333333333,0.0888888888888889,-0.133333333333333,-0.1859637499391,-0.1,-0.0325975473801561,-0.0938069216757741,-0.10952380952381,-0.131111111111111,-0.12,-0.12,-0.114343494421597,-0.0171204524427731,-0.1,-0.0142857142857143,0,-0.00273015873015873,-0.0182857142857143,-0.099009900990099,0.0142857142857143,-0.00622710622710623,-0.105263157894737,-0.197662337662338,0.137662337662338,0.0301218369259606,-0.161057573511243,-0.159649122807018,-0.159649122807018,-0.159649122807018,0.0112581453634085,0.0112581453634085,-0.120168067226891,-0.123376623376623,-0.109090909090909,-0.198202614379085,-0.0277992277992278,0.1,-0.114285714285714,-0.1,-0.2,0.0887757986994628,0.138007662835249,0.1,0.1,-0.114270707070707,-0.107070707070707,0.148717948717949,0.15025641025641,-0.00373626373626374
"KLF4",0.511825646124427,0.369307514505401,0.350341997264022,0.386816338884284,0.378970759805828,-0.177272727272727,0.329411764705882,-0.213272727272727,0.329411764705882,0.46866222681392,0.3,-0.0232763532763533,-0.044465058750773,0.171801621065592,0.302083333333333,0.283333333333333,0.233333333333333,0.1497094603243,0.135557513865681,0.2,-0.0709090909090909,-0.08,-0.0816428689563923,-0.0826737967914438,0.0552463768115942,-0.134285714285714,0.0148148148148148,0.0695951107715814,0.171483946136094,-0.301971094559266,-0.337139612012176,0.191191553544495,0.180897435897436,0.180897435897436,0.180897435897436,0.0147884416924665,0.0147884416924665,0.289665523156089,0.286507177033493,0.265454545454545,0.320505446623094,0.145396825396825,-0.048,0.12,0.1,0.1,0.0404366001963714,-0.316061827956989,-0.3,-0.233333333333333,0.239158906134516,0.227939393939394,-0.350341997264022,-0.368602866829239,-0.135290085455356
"HEY1",0.511825646124427,0.369307514505401,0.350341997264022,0.386816338884284,0.378970759805828,-0.177272727272727,0.329411764705882,-0.213272727272727,0.329411764705882,0.46866222681392,0.3,-0.0232763532763533,-0.044465058750773,0.171801621065592,0.302083333333333,0.283333333333333,0.233333333333333,0.1497094603243,0.135557513865681,0.2,-0.0709090909090909,-0.08,-0.0816428689563923,-0.0826737967914438,0.0552463768115942,-0.134285714285714,0.0148148148148148,0.0695951107715814,0.171483946136094,-0.301971094559266,-0.337139612012176,0.191191553544495,0.180897435897436,0.180897435897436,0.180897435897436,0.0147884416924665,0.0147884416924665,0.289665523156089,0.286507177033493,0.265454545454545,0.320505446623094,0.145396825396825,-0.048,0.12,0.1,0.1,0.0404366001963714,-0.316061827956989,-0.3,-0.233333333333333,0.239158906134516,0.227939393939394,-0.350341997264022,-0.368602866829239,-0.135290085455356
"FOXC2",0.511825646124427,0.369307514505401,0.350341997264022,0.386816338884284,0.378970759805828,-0.177272727272727,0.329411764705882,-0.213272727272727,0.329411764705882,0.46866222681392,0.3,-0.0232763532763533,-0.044465058750773,0.171801621065592,0.302083333333333,0.283333333333333,0.233333333333333,0.1497094603243,0.135557513865681,0.2,-0.0709090909090909,-0.08,-0.0816428689563923,-0.0826737967914438,0.0552463768115942,-0.134285714285714,0.0148148148148148,0.0695951107715814,0.171483946136094,-0.301971094559266,-0.337139612012176,0.191191553544495,0.180897435897436,0.180897435897436,0.180897435897436,0.0147884416924665,0.0147884416924665,0.289665523156089,0.286507177033493,0.265454545454545,0.320505446623094,0.145396825396825,-0.048,0.12,0.1,0.1,0.0404366001963714,-0.316061827956989,-0.3,-0.233333333333333,0.239158906134516,0.227939393939394,-0.350341997264022,-0.368602866829239,-0.135290085455356
"Ecadherin",0.52067179997058,0.379974181172068,0.369307514505401,0.392605321143854,0.386816338884284,-0.213272727272727,0.350341997264022,-0.227939393939394,0.350341997264022,0.374407114837289,0.329411764705882,-0.0249523309299846,-0.046337717926803,0.175306775704767,0.316061827956989,0.302083333333333,0.283333333333333,0.15203937644732,0.137303450048704,0.233333333333333,-0.0826737967914438,-0.0709090909090909,-0.080466398368157,-0.0816428689563923,0.0569412920658315,-0.145396825396825,0.0148148148148148,0.0796622248655411,0.176747104030831,-0.312008269280456,-0.341945104003022,0.197336804941143,0.191191553544495,0.191191553544495,0.191191553544495,0.0147884416924665,0.0147884416924665,0.300191838945563,0.301971094559266,0.286507177033493,0.326650698019742,0.149292929292929,-0.0552463768115942,0.134285714285714,0.12,0.1,0.041385967284979,-0.32866025315384,-0.329411764705882,-0.3,0.247658001975384,0.239158906134516,-0.368602866829239,-0.378970759805828,-0.136835339318491
"cateninmemb",0.425152021754997,0.379974181172068,0.369307514505401,0.392605321143854,0.386816338884284,-0.213272727272727,0.350341997264022,-0.227939393939394,0.350341997264022,0.367344440619197,0.329411764705882,-0.0249523309299846,-0.046337717926803,0.175306775704767,0.316061827956989,0.302083333333333,0.283333333333333,0.15203937644732,0.137303450048704,0.233333333333333,-0.0826737967914438,-0.0709090909090909,-0.080466398368157,-0.0816428689563923,0.0569412920658315,-0.145396825396825,0.0148148148148148,0.0796622248655411,0.176747104030831,-0.312008269280456,-0.341945104003022,0.197336804941143,0.191191553544495,0.191191553544495,0.191191553544495,0.0147884416924665,0.0147884416924665,0.300191838945563,0.301971094559266,0.286507177033493,0.326650698019742,0.149292929292929,-0.0552463768115942,0.134285714285714,0.12,0.1,0.041385967284979,-0.32866025315384,-0.329411764705882,-0.3,0.247658001975384,0.239158906134516,-0.368602866829239,-0.378970759805828,-0.136835339318491
"cateninnuc",0.283220516035001,0.254042636934239,0.247718526262302,0.15977400311574,0.257481818636314,-0.161142857142857,0.242283743653607,-0.170373626373626,0.241142191142191,0.194221766048233,0.224475524475524,-0.0246179060082687,-0.101000954380607,0.0831139787416934,0.178832207627646,0.167030965391621,0.155555555555556,0.0518882686795617,0.0455930991830151,0.155555555555556,-0.0638026224982747,-0.0717391304347826,-0.0671239556767673,-0.0625367997134645,0.0388401595372946,-0.0549242424242424,0.0165229491741947,0.0587585986242201,0.132737590278574,-0.268285595410152,-0.222778104199342,0.103125193125193,0.100599940599941,0.100599940599941,0.100599940599941,0.0197340738089873,0.0197340738089873,0.257391285254949,0.263285595410152,0.256308851224106,0.229523965281677,0.0596117424242424,-0.0365209235209235,0.0549242424242424,0.0458333333333333,0.0333333333333333,0.0945857064525301,-0.180357262093877,-0.224475524475524,-0.209090909090909,0.179890265434009,0.177270178097764,-0.246576973750887,-0.252926180100093,-0.0365782033992049
"RAF",-0.127118883589472,-0.0394871794871795,-0.0433333333333333,-0.0433341200115005,-0.0410440436756226,-0.133333333333333,-0.0333333333333333,-0.14,-0.0333333333333333,-0.120121923208537,0,-0.0541983743914415,-0.312675070028011,-0.0200304735114862,-0.129333333333333,-0.133333333333333,-0.133333333333333,-0.0263039013514814,-0.128741330069359,-0.1,-0.3,-0.25,-0.27960381511372,-0.268965517241379,-0.125851031829755,-0.0178571428571429,-0.0181252989000478,-0.124777390631049,-0.0323460064839375,0.00932400932400932,-0.105564314010834,-0.062953712953713,-0.0603896103896104,-0.0603896103896104,-0.0603896103896104,0.0221252989000478,0.0221252989000478,-0.20247619047619,0.00606060606060606,0.0333333333333333,0.123461081402258,-0.00335497835497836,0.124860932819855,0.0428571428571429,0,0,0.199070457669862,0.137530054644809,0,0,0.130565198041834,0.135238095238095,0.0385964912280702,0.0347503373819163,-0.0629235618597321
"SHH",-0.23168458781362,-0.3,-0.2,-0.231111111111111,-0.22,0.2,-0.2,0.3,-0.1,-0.160277777777778,-0.2,0.116666666666667,0.12,-0.0761904761904762,-0.333333333333333,-0.3,-0.2,-0.0501298701298701,-0.0252107279693487,-0.2,0.1,0,0.04,0.1,-0.0833333333333333,0.1,-0.05,-0.0666666666666667,0,0.166666666666667,0.122857142857143,-0.103846153846154,-0.05,-0.05,-0.05,0.025,0.025,-0.25,-0.2,-0.1,-0.15,-0.05,0.0666666666666667,0,0,0,-0.0833333333333333,0.253333333333333,0.1,0,-0.3,-0.3,0.1,0.2,0.0230769230769231
"TrCP",-0.203915738573488,-0.178659249750392,-0.174269005847953,-0.183936233946476,-0.181177613256821,0.219047619047619,-0.161111111111111,0.217086834733894,-0.161111111111111,-0.167169993541731,-0.15,0.0619066146686332,0.0798855104379966,-0.128658487467856,-0.0712152244410309,-0.0675115207373272,-0.0642857142857143,-0.122549440683313,0.00358708586371896,-0.0476190476190476,0.0182608695652174,0.04,0.0232326209776468,0.0165659543109801,-0.0393855606758833,-0.0135964912280702,-0.0419188134270101,-0.0406223358908781,-0.0506583928777567,0.0447619047619048,0.034433154396728,-0.115484568303794,-0.115030022849248,-0.115030022849248,-0.115030022849248,0.0371594329595155,0.0371594329595155,-0.169430693069307,-0.0348717948717949,-0.0333333333333333,-0.155368718238283,0.00618908382066277,0.0380952380952381,0.00833333333333333,0.00833333333333333,0.0333333333333333,-0.054128901822325,0.0762152244410309,0.15,0.15,-0.228065473581385,-0.2231474407945,0.174624624624625,0.178585020664229,0.113670454545455
"LIV1",-0.203915738573488,-0.178659249750392,-0.174269005847953,-0.183936233946476,-0.181177613256821,0.219047619047619,-0.161111111111111,0.217086834733894,-0.161111111111111,-0.167169993541731,-0.15,0.0619066146686332,0.0798855104379966,-0.128658487467856,-0.0712152244410309,-0.0675115207373272,-0.0642857142857143,-0.122549440683313,0.00358708586371896,-0.0476190476190476,0.0182608695652174,0.04,0.0232326209776468,0.0165659543109801,-0.0393855606758833,-0.0135964912280702,-0.0419188134270101,-0.0406223358908781,-0.0506583928777567,0.0447619047619048,0.034433154396728,-0.115484568303794,-0.115030022849248,-0.115030022849248,-0.115030022849248,0.0371594329595155,0.0371594329595155,-0.169430693069307,-0.0348717948717949,-0.0333333333333333,-0.155368718238283,0.00618908382066277,0.0380952380952381,0.00833333333333333,0.00833333333333333,0.0333333333333333,-0.054128901822325,0.0762152244410309,0.15,0.15,-0.228065473581385,-0.2231474407945,0.174624624624625,0.178585020664229,0.113670454545455
"EGR1",-0.203915738573488,-0.178659249750392,-0.174269005847953,-0.183936233946476,-0.181177613256821,0.219047619047619,-0.161111111111111,0.217086834733894,-0.161111111111111,-0.167169993541731,-0.15,0.0619066146686332,0.0798855104379966,-0.128658487467856,-0.0712152244410309,-0.0675115207373272,-0.0642857142857143,-0.122549440683313,0.00358708586371896,-0.0476190476190476,0.0182608695652174,0.04,0.0232326209776468,0.0165659543109801,-0.0393855606758833,-0.0135964912280702,-0.0419188134270101,-0.0406223358908781,-0.0506583928777567,0.0447619047619048,0.034433154396728,-0.115484568303794,-0.115030022849248,-0.115030022849248,-0.115030022849248,0.0371594329595155,0.0371594329595155,-0.169430693069307,-0.0348717948717949,-0.0333333333333333,-0.155368718238283,0.00618908382066277,0.0380952380952381,0.00833333333333333,0.00833333333333333,0.0333333333333333,-0.054128901822325,0.0762152244410309,0.15,0.15,-0.228065473581385,-0.2231474407945,0.174624624624625,0.178585020664229,0.113670454545455
"cfos",-0.200069584727334,-0.174269005847953,-0.161111111111111,-0.181177613256821,-0.178585020664229,0.214285714285714,-0.15,0.219047619047619,-0.15,-0.164886256517509,-0.15,0.0573380867498515,0.0837529137529137,-0.128029556650246,-0.0675115207373272,-0.0642857142857143,-0.0476190476190476,-0.121647185044215,0.00485290864852909,-0.0333333333333333,0.04,0.12,0.0165659543109801,0.0182608695652174,-0.0380952380952381,-0.00833333333333333,-0.0484761904761905,-0.0376811594202899,-0.0465204618432739,0.0348717948717949,0.0319791666666667,-0.115030022849248,-0.108932461873638,-0.108932461873638,-0.108932461873638,0.0381240631845959,0.0381240631845959,-0.1625,-0.0333333333333333,-0.0333333333333333,-0.153194805194805,0.0135964912280702,0.0380952380952381,0.00833333333333333,0.0333333333333333,0,-0.0519809304619431,0.0712152244410309,0.15,0.1,-0.2231474407945,-0.217086834733894,0.161111111111111,0.174624624624625,0.114034090909091
"Jagged",-0.229828059264679,-0.167692307692308,-0.16,-0.205387945387945,-0.188904428904429,0.2,-0.1,0.2,-0.1,-0.197719298245614,0,0.0739393939393939,0.0769230769230769,-0.114285714285714,-0.0583333333333333,-0.0333333333333333,0,-0.121096525096525,0.0022875816993464,0,0,0.1,0.0533333333333333,0.02,-0.0380952380952381,-0.0333333333333333,-0.0166666666666667,-0.133333333333333,-0.0628571428571429,0.162857142857143,0.052034632034632,-0.1,-0.1,-0.1,-0.1,0.0384057971014493,0.0384057971014493,-0.16,-0.12,-0.1,-0.171,0,0.0333333333333333,0,0,0,-0.0583333333333333,0.0814102564102564,0,0,-0.245333333333333,-0.233333333333333,0.16,0.167692307692308,0.107662835249042
"STAT",-0.367804356991507,-0.302005347593583,-0.286038961038961,-0.31679007027204,-0.311426542262504,0.277272727272727,-0.267857142857143,0.289772727272727,-0.267857142857143,-0.348117495342553,-0.242857142857143,0.05950994217823,0.10923906048906,-0.176548941254824,-0.111279069767442,-0.095,-0.075,-0.166439915328981,-0.0615232648641036,-0.05,0.0333333333333333,0.0333333333333333,0.0189120809614168,0.0156862745098039,-0.0481925703814759,0.0247619047619048,-0.150069320657556,-0.0506666666666667,-0.0862944785276074,0.118329808963732,0.109796595952889,-0.193784026517536,-0.186321339950372,-0.186321339950372,-0.186321339950372,0.0388470503855119,0.0388470503855119,-0.301888341543514,-0.109591944886063,-0.096078431372549,-0.298844733477417,-0.0264568200161421,0.0458937198067633,-0.02,0,0,-0.0782672434199602,0.119243671537353,0.242857142857143,0.3,-0.309477787023554,-0.300299043062201,0.286038961038961,0.302278277278277,0.172712505562973
"SMAD",-0.0215544973839253,0.00538975413076132,0.00467032967032967,-0.0154386822773799,-0.0140202425610678,0.242857142857143,0.0142857142857143,0.232997987927565,-0.00571428571428572,-0.0248458548047575,0.0142857142857143,0.0901243935002768,0.125524091023698,-0.00736152615256949,0.0675840978593272,0.0666666666666667,0.0666666666666667,-0.0273351485089257,0.08177714207959,0.0666666666666667,0.0345622119815668,0.0571428571428571,0.0436185626076849,0.0368877933769157,-0.0378375961937606,0.10046685340803,-0.039562608244807,0.0446816248598301,-0.000402379952763453,0.109408866995074,0.0838174835916771,-0.127682850685666,-0.130643377001456,-0.130643377001456,-0.130643377001456,0.0396741724399777,0.0396741724399777,-0.12312925170068,-0.102266009852217,-0.105714285714286,-0.129807665209789,-0.105800186741363,-0.0621624038062394,-0.106349206349206,-0.111111111111111,-0.1,-0.108831167040844,-0.0649818673760559,0.00571428571428572,0.02,-0.235947085392454,-0.233556647145442,0.0155182072829132,0.0144272981920041,-0.0654846170259704
"NOTCH",-0.242917064500281,-0.188904428904429,-0.167692307692308,-0.212326720898149,-0.205387945387945,0.2,-0.16,0.233333333333333,-0.16,-0.204977362761743,-0.1,0.0625108225108225,0.0872679045092838,-0.127493261455526,-0.0814102564102564,-0.0583333333333333,-0.0333333333333333,-0.124834842853534,-0.00247432306255836,0,0.02,0,0.0319047619047619,0.0533333333333333,-0.0414285714285714,0,-0.0384057971014493,-0.13768115942029,-0.056734693877551,0.0660829493087558,0.0631457431457431,-0.118840579710145,-0.1,-0.1,-0.1,0.042109500805153,0.042109500805153,-0.186315789473684,-0.162857142857143,-0.12,-0.186254237288136,0,0.0380952380952381,0.0333333333333333,0,0,-0.0598717948717949,0.0872926093514329,0.1,0,-0.248559139784946,-0.245333333333333,0.167692307692308,0.188904428904429,0.114481017067224
"miR200",0.106432687293399,0.0979433524222257,0.0990422535211268,0.10041956773381,0.0993589616732038,-0.0333333333333333,0.092,-0.0274509803921569,0.0930434782608696,0.0211705724115872,0.08,-0.0691892289149543,-0.00292141396435875,0.0699674179457751,0.019662447257384,0.0133333333333333,0.02,0.0699050993439178,0.0780167458948978,0.02,-0.00428571428571428,-0.0142857142857143,-0.00586270871985158,0.000259740259740261,0.00250526832766686,-0.0118796992481203,-0.0444444444444444,0.00508474576271186,0.0195649337112752,-0.0324739083242882,-0.0206997682410293,0.0856124804712291,0.0878568694986605,0.0878568694986605,0.0878568694986605,0.0461514336917563,0.0461514336917563,0.038036750483559,0.0273891625615764,0.0239408866995074,0.101554335235317,0.0156532841537807,-0.00281874795149131,0.0147368421052632,0.02,0,0.0033026233026233,-0.0218363603008622,-0.08,-0.1,0.0346152714649251,0.0322896900695762,-0.100085731781996,-0.0989621362763784,-0.00179996175894453
"RAS",0.0166033428034357,-0.0406862745098039,-0.0323529411764706,-0.0273608926608249,-0.0310436122075671,-0.18,-0.05,-0.18,-0.05,0.0409756032408572,-0.1,-0.150092307692308,-0.323672955974843,-0.0443478260869565,-0.104666666666667,-0.116666666666667,-0.1,0.0378894989360106,-0.0820151509262804,-0.1,-0.305,-0.28,-0.329355005159959,-0.331315789473684,-0.10160791589363,-0.0866666666666667,-0.0796428571428571,0.00395256916996047,-0.0680952380952381,-0.0819761668321748,-0.0863118470333136,-0.0561538461538462,0.0438461538461538,0.0438461538461538,0.0438461538461538,0.0703645066273932,0.0703645066273932,-0.10995670995671,0.0763157894736842,0.05,0.142182214948172,0.0866666666666667,0.0995670995670996,0.0666666666666667,0.1,0.2,0.156440511307768,0.0961920903954802,0.1,0,0.200617355853232,0.197647058823529,0.0323529411764706,0.0387359198998748,-0.0463565891472868
