"","TGF","PAK1","FOXC2","DELTA","TWIST1","cateninnuc","GLI","Jagged","SNAI1","MEK","RKIP","ERK","NOTCH","NOTCHic","SNAI2","IKK","FUS","Csn","SHH","TrCP","SUFU","SMO","ILK","SMAD","Patched","HEY1","NFB","cfos","AKT","EGR1","Csl","LIV1","Frizzled","AXIN2","Wnt","SRC","DSH","TCFLEF","cMet","CD44","STAT","cateninmemb","RAF","PI3K","RAS","Destcompl","Ecadherin","TGFR","CDC42","ZEB2","SOSGRB2","GSK3","KLF4","miR200","ZEB1"
"PI3K",-0.188296508847441,-0.2,-0.218269454123113,-0.244709956709957,0.0145787371731777,0.214860439464896,0.211631363805277,0.177982456140351,-0.243329307568438,-0.141612710658034,-0.207773109243697,-0.136694677871148,0.269354838709677,0.25,-0.144784914153402,-0.172549019607843,-0.15,-0.166666666666667,0.188247863247863,-0.2,0.1,-0.166666666666667,-0.157102841136455,0.159502841136455,0.174358974358974,0.140002690613123,0.166666666666667,0.119047619047619,0.169984917043741,0.133333333333333,-0.25,-0.1,-0.188888888888889,-0.128380952380952,-0.219323671497585,-0.188888888888889,-0.2,-0.216716109567989,-0.219323671497585,-0.211631363805277,-0.2,0.0736223258656058,0.244709956709957,0.244709956709957,0.241970230682559,0.248273718009057,-0.0503914226573947,0.202117647058824,0.194117647058824,0.00738408231494555,0.137307692307692,0.340776815776816,-0.00109649122807017,0.255450383319236,0.317402177970365
"ILK",-0.188296508847441,-0.2,-0.218269454123113,-0.244709956709957,0.0145787371731777,0.214860439464896,0.211631363805277,0.177982456140351,-0.243329307568438,-0.141612710658034,-0.207773109243697,-0.136694677871148,0.269354838709677,0.25,-0.144784914153402,-0.172549019607843,-0.15,-0.166666666666667,0.188247863247863,-0.2,0.1,-0.166666666666667,-0.157102841136455,0.159502841136455,0.174358974358974,0.140002690613123,0.166666666666667,0.119047619047619,0.169984917043741,0.133333333333333,-0.25,-0.1,-0.188888888888889,-0.128380952380952,-0.219323671497585,-0.188888888888889,-0.2,-0.216716109567989,-0.219323671497585,-0.211631363805277,-0.2,0.0736223258656058,0.244709956709957,0.244709956709957,0.241970230682559,0.248273718009057,-0.0503914226573947,0.202117647058824,0.194117647058824,0.00738408231494555,0.137307692307692,0.340776815776816,-0.00109649122807017,0.255450383319236,0.317402177970365
"TGF",-0.190119047619048,-0.18,-0.188804347826087,0.108928571428571,-0.120555555555556,0.0565213204537932,0.0825067385444744,-0.0100638193421699,-0.0852860775588048,0.0777944862155388,-0.025974025974026,0.0844611528822055,-0.109770114942529,-0.116666666666667,-0.203624541464029,0.0869047619047619,0.00666666666666668,0.0333333333333333,0.00759339080459769,0,-0.0666666666666667,-0.0266666666666667,0.0139393939393939,-0.028455522971652,0.0232183908045977,-0.000386847195357848,-0.0583333333333333,-0.0476190476190476,-0.081641604010025,-0.0333333333333333,0.106666666666667,0,-0.0857142857142857,-0.0553791887125221,-0.0957142857142857,-0.0666666666666667,-0.1,-0.0555643826547501,-0.0766666666666667,-0.0634591194968554,-0.1,-0.0874968165588874,-0.108928571428571,-0.108928571428571,-0.116071428571429,-0.0733616120931121,-0.10055163489977,0.0990476190476191,0.113333333333333,0.00785659801678107,0.068421052631579,-0.15033081725841,0.00785659801678107,0.177116992203199,0.201448813073527
"AKT",-0.19101554208007,-0.194117647058824,-0.219773213521609,-0.241970230682559,0.0167194099560523,0.213783516387973,0.215541978330416,0.181955966074126,-0.243078681002022,-0.137815242303603,-0.207151991231275,-0.141612710658034,0.26447678992919,0.269354838709677,-0.145287426716216,-0.169984917043741,-0.166666666666667,-0.166666666666667,0.187195231668916,-0.166666666666667,0.15,-0.174358974358974,-0.159502841136455,0.157145938779552,0.188247863247863,0.139250810913875,0.172549019607843,0.136694677871148,0.0608940079528315,0.119047619047619,-0.25,-0.2,-0.219323671497585,-0.136684201478425,-0.211631363805277,-0.219323671497585,-0.188888888888889,-0.214860439464896,-0.211631363805277,-0.216716109567989,-0.188888888888889,0.0735203890664213,0.241970230682559,0.241970230682559,0.240765411405451,0.248852708910629,-0.0508459681119402,0.188296508847441,0.202117647058824,0.0108087398491921,0.137307692307692,0.335131654486493,0.0031770130454341,0.257589420752391,0.322196698518311
"RAF",0.131588785046729,0.133333333333333,0.132979664014147,0.10974025974026,0.126185383244207,-0.0185226184020881,-0.01,-0.110451532055946,0.187540855251778,-0.00280997798972854,0.165196078431373,-0.013448275862069,-0.113364413364413,-0.097979797979798,-0.250594218103398,-0.0696428571428571,0.0666666666666667,-0.1,-0.110142076502732,-0.1,-0.1,0.0866666666666667,0.119651262302097,-0.116680965272394,-0.0986666666666667,-0.104258614014712,0.0571428571428571,0.01,0.0726731601731602,0.06,0.0888888888888889,0,0,0.00731364275668073,0.01,0,0,0.019285977180714,0.0157894736842105,0.0157894736842105,0,-0.150583692936634,-0.10974025974026,-0.10974025974026,-0.112304362304362,-0.24526291352778,-0.166016863138641,-0.14,-0.14,0.0161339072214252,-0.0151746031746032,-0.187194641449961,0.0201339072214252,-0.0460386096279032,-0.072988043998087
"cateninmemb",0.0703286675247157,0.0732727272727273,0.0973394637963669,0.137605580693816,0.00728905441754604,-0.014038628106819,-0.0137711527273299,-0.0205325566881631,0.0568224885186289,0.104138412628407,0.0436777775461564,0.0998246871382105,-0.0290944701479086,-0.0220312731218862,-0.0727595551439338,0.124761904761905,0,0.12,-0.011252222504445,0.1,0.0333333333333333,0,0.039768115942029,-0.0419472926974769,-0.00967741935483871,-0.0368757338200686,-0.124761904761905,-0.100855614973262,-0.122164502164502,-0.0890909090909091,0.0230622009569378,0,0.00820793433652531,-0.0217445743278893,0.0151044860606632,0.00820793433652531,0.00588235294117647,0.0136651453803951,0.0142948908582644,0.0132915463766591,0.00588235294117647,0.00909412019738725,-0.137605580693816,-0.137605580693816,-0.137884910302755,-0.142787369687105,0.138426926774976,-0.0734028085735403,-0.0719393939393939,0.0192080319281616,-0.132762330354187,-0.149266380737352,0.00876699484294421,-0.0303407434692351,-0.0453449346812808
"FOXC2",0.0734028085735403,0.0772727272727273,0.0993989603638726,0.141282051282051,0.00859259259259259,-0.0136651453803951,-0.0151044860606632,-0.0221343873517787,0.0542908429490087,0.0998246871382105,0.0485466914038343,0.100855614973262,-0.0220312731218862,-0.0230622009569378,-0.0735422161914955,0.124761904761905,-0.0333333333333333,0.1,-0.00967741935483871,0.1,0,0,0.0426666666666667,-0.039768115942029,0,-0.0415737203972498,-0.12,-0.0890909090909091,-0.124761904761905,-0.08,0.00727272727272727,-0.0333333333333333,0.00588235294117647,-0.0207136464928378,0.00820793433652531,0.00588235294117647,0,0.0132915463766591,0.00820793433652531,0.0142948908582644,0,-0.117226430976431,-0.141282051282051,-0.141282051282051,-0.137605580693816,-0.143160156266788,-0.224591867705461,-0.0719393939393939,-0.0732727272727273,0.0239473684210526,-0.131446540880503,-0.150370133496734,0.0037037037037037,-0.0316442816442816,-0.0448710010319917
"FUS",-0.0874113475177305,-0.1,-0.197368421052632,-0.235576923076923,-0.0693566140825149,-0.028621058855807,0.064957264957265,-0.0176410403518837,-0.113935020143176,-0.152614741580259,-0.0872164948453608,-0.144568764568765,0.0824242424242424,0.0756060606060606,0.110813335573813,-0.0897142857142857,-0.0533333333333333,-0.1,0.0818686868686869,-0.1,-0.0666666666666667,-0.0783333333333333,-0.0812698412698413,0.0819150025601638,0.0727777777777778,0.079805701544832,0.0857142857142857,0.141538461538462,0.101252747252747,0.18,-0.0606060606060606,0.1,-0.05,-0.00891437398184025,-0.0611111111111111,0.0433333333333333,-0.05,0.0278058414645027,0.0322222222222222,0.0293096008629989,0.05,-0.0724606754416814,0.235576923076923,0.235576923076923,0.230773429627141,0.271400659545287,-0.00772555092222022,0.0916666666666667,0.0916666666666667,0.0266905826487817,0.102159244264507,0.244547165230998,0.0364754098360656,0.177093441713068,0.242421406537035
"SRC",-0.267463924963925,-0.311111111111111,-0.264761904761905,-0.273108051731331,-0.0843665529872426,-0.000209325665706872,-0.00319672131147541,0.0715266996000941,-0.164701988469152,-0.119058509624547,-0.0751384815900945,-0.117171717171717,0.192619047619048,0.174761904761905,-0.119591088578563,-0.0923076923076923,-0.0333333333333333,-0.1,0.0755119825708061,-0.1,0.0333333333333333,-0.0733333333333333,-0.0927631578947369,0.0882586533902323,0.0696296296296296,0.0579361138695796,0.1,0.106060606060606,0.0978632478632479,0.133333333333333,-0.17,0.2,0.025,0.0273619788346296,-0.005,0.025,0,-0.000461815273890443,-0.005,0.00319672131147541,0.1,0.0562741356084418,0.273108051731331,0.273108051731331,0.270077748701028,0.095509635292244,0.0321579237755708,0.278373015873016,0.273611111111111,0.0271787960467206,0.28,0.108138528138528,0.132945736434109,0.215341824037476,0.254859239293202
"SMO",-0.0916666666666667,-0.1,-0.2,-0.235576923076923,-0.069880174291939,-0.0278058414645027,0.0611111111111111,-0.0224603174603175,-0.115821812596006,-0.144568764568765,-0.08,-0.141538461538462,0.0756060606060606,0.0606060606060606,0.111711001642036,-0.0857142857142857,0.0666666666666667,-0.1,0.0727777777777778,0,-0.1,-0.0533333333333333,-0.0733333333333333,0.0812698412698413,0.0783333333333333,0.0754578754578755,0.1,0.18,0.0897142857142857,0.2,-0.0333333333333333,0.1,-0.05,-0.0107777280191073,-0.05,0.05,0,0.0293096008629989,0.0433333333333333,0.0322222222222222,0.1,-0.0741366530953127,0.235576923076923,0.235576923076923,0.235576923076923,0.273590440567185,-0.00690363311400104,0.0916666666666667,0.1,0.0285310734463277,0.117543859649123,0.242874924428323,0.025,0.170162748643761,0.24180790960452
"NFB",-0.162938652346247,-0.177777777777778,-0.1734805079825,-0.155873656944693,-0.076797385620915,-0.0299123119659738,-0.0317843080764429,0.00378783383789688,-0.178002931824431,-0.0748347338935574,-0.158757180888328,-0.0689523809523809,0.0968263277940697,0.0858585858585859,0.226643675475165,-0.143178893178893,0,-0.257142857142857,0.0159303882195448,-0.3,-0.04,-0.0111111111111111,-0.0434543454345434,0.0460565759178148,0.0111111111111111,0.0373359870263895,0.14047619047619,0.0622857142857143,0.152067782067782,0.114285714285714,-0.0779220779220779,0.05,0.0388888888888889,0.0497112462006079,0.025042735042735,0.0388888888888889,0.0388888888888889,0.0273240766718561,0.025042735042735,0.0323873678110966,0.0388888888888889,0.123230048765642,0.155873656944693,0.155873656944693,0.156371169382504,0.228888734632469,0.139352136253035,0.172432323232323,0.173232323232323,0.0304326333074064,0.0974458204334365,0.323694246929541,0.0295787545787546,0.221559579262193,0.26815763546798
"Frizzled",-0.234285714285714,-0.266666666666667,-0.263005366726297,-0.205912508544088,-0.0356442577030812,0.217276054374346,0.215601503759398,0.173331847890671,-0.182556935817805,-0.0946840958605664,-0.163809523809524,-0.0909803921568627,0.260994397759104,0.251190476190476,-0.261263733275318,-0.0466666666666667,-0.15,-0.0666666666666667,0.182188241865661,-0.1,0.1,-0.177272727272727,-0.139077718147486,0.140012297586738,0.172510822510823,0.119258046917621,0.0466666666666667,0.0733333333333333,0.0529166666666667,0.133333333333333,-0.242857142857143,-0.1,-0.2,-0.130288935870331,-0.226315789473684,-0.2,-0.1,-0.221561768660061,-0.226315789473684,-0.215601503759398,-0.2,0.067092413236481,0.205912508544088,0.205912508544088,0.200400697520465,0.218209981186388,-0.0750415267921169,0.246666666666667,0.246666666666667,0.0366473950120981,0.145454545454545,0.314237199582027,0.034733893557423,0.234371843434343,0.284671695290046
"Wnt",-0.246666666666667,-0.3,-0.272307692307692,-0.219548872180451,-0.0308823529411765,0.221561768660061,0.226315789473684,0.178382352941176,-0.182556935817805,-0.0909803921568627,-0.156666666666667,-0.0733333333333333,0.251190476190476,0.242857142857143,-0.260948275862069,-0.0466666666666667,-0.1,-0.1,0.172510822510823,-0.1,0,-0.15,-0.136752136752137,0.139077718147486,0.177272727272727,0.125641025641026,0.0666666666666667,0.133333333333333,0.0466666666666667,0.1,-0.2,0,-0.1,-0.144242424242424,-0.2,-0.2,0,-0.215601503759398,-0.2,-0.226315789473684,-0.1,0.0623305084745763,0.219548872180451,0.219548872180451,0.205912508544088,0.224310776942356,-0.0738760256266157,0.246666666666667,0.266666666666667,0.037637494021999,0.172727272727273,0.311206896551724,0.0156862745098039,0.223434343434343,0.289622190339551
"GSK3",-0.236323595104083,-0.246666666666667,-0.264053441458582,-0.196759240937832,-0.0352401567595736,0.216858059810912,0.215459686026016,0.173558181846423,-0.182293081034234,-0.097674526482576,-0.161460995145206,-0.0999472537553033,0.254081310846017,0.253302090066796,-0.259525753141105,-0.0448706896551724,-0.172510822510823,-0.0466666666666667,0.179120757203085,-0.0466666666666667,0.177272727272727,-0.182188241865661,-0.137370788152776,0.135121912590557,0.179120757203085,0.114389474101498,0.0529166666666667,0.0946840958605664,0.041451886236369,0.0909803921568627,-0.260994397759104,-0.2,-0.215601503759398,-0.133213622304641,-0.220176667158091,-0.215601503759398,-0.226315789473684,-0.217187007179333,-0.221561768660061,-0.217276054374346,-0.226315789473684,0.0643833437429592,0.196759240937832,0.196759240937832,0.195078568668925,0.218122190893601,-0.0747232398638228,0.238118466898955,0.234285714285714,0.041119087164992,0.140689939668953,0.208139087773016,0.0371647836485813,0.235942340675072,0.289440564263148
"DSH",-0.238118466898955,-0.246666666666667,-0.265169868890799,-0.200400697520465,-0.0328073782704571,0.217187007179333,0.220176667158091,0.177207816882919,-0.182846790890269,-0.0999472537553033,-0.161711621711622,-0.0946840958605664,0.253302090066796,0.260994397759104,-0.260216003356808,-0.0529166666666667,-0.177272727272727,-0.0466666666666667,0.179120757203085,-0.0666666666666667,0.15,-0.172510822510823,-0.140012297586738,0.137370788152776,0.182188241865661,0.117503660952709,0.0466666666666667,0.0909803921568627,0.0448706896551724,0.0733333333333333,-0.251190476190476,-0.2,-0.226315789473684,-0.139149695364002,-0.215601503759398,-0.226315789473684,-0.2,-0.217276054374346,-0.215601503759398,-0.221561768660061,-0.2,0.0643833437429592,0.200400697520465,0.200400697520465,0.196759240937832,0.219355019354327,-0.074953730479562,0.234285714285714,0.246666666666667,0.0421592060357201,0.143015521064302,0.307972698421934,0.0318212721981997,0.23254257514166,0.290183506313668
"cateninnuc",0.121650220381436,0.124571428571429,0.151864801864802,0.280908820908821,0.0919497194767964,-0.0813830838638813,0.0171989515348658,0.0110817568062341,0.158437220176034,0.129619139946426,0.13540120838632,0.132830149120738,-0.119394238004802,-0.118939692550256,-0.136943486783199,0.244863636363636,-0.0466666666666667,0.245833333333333,0.0218772498307948,0.233333333333333,0.0666666666666667,-0.0319125683060109,0.0708080808080808,-0.0701259525679717,0.0238380341445203,-0.0594497728045632,-0.248863636363636,-0.126501035196687,-0.240957386363636,-0.121739130434783,0.108474576271186,-0.0393939393939394,-0.019372864578344,0.0136651453803951,-0.0171989515348658,-0.0205905205905206,-0.0317016317016317,-0.0175950989585435,-0.0184166075470423,-0.0184166075470423,-0.0317016317016317,0.052507435050548,-0.280908820908821,-0.280908820908821,-0.28006707006707,-0.2888471614641,-0.00318218670703338,-0.122086901604143,-0.12610989010989,0.0423043653290441,-0.21665221908679,-0.300572206819365,0.011042674209934,-0.063871818837329,-0.0925185242360758
"GLI",-0.0225503336012349,-0.035,-0.113168214654283,0.130815768930523,-0.047367220593027,0.0501993399900884,0.0397157737494449,0.0426423169216936,-0.0129453645188031,-0.012284087919447,-0.014007875606684,-0.0117316017316017,0.0173951623089554,0.0212046861184792,-0.205385820570283,0.0701694712972909,-0.143452380952381,0.0944444444444444,0.134054547745024,0.0833333333333333,0.180952380952381,-0.143452380952381,-0.0265076475259736,0.0216427826611088,0.135289115646258,0.0247457598051826,-0.0681286549707602,0.00523809523809523,-0.0717319712972909,-0.0114285714285714,-0.0337046861184792,-0.05,-0.143870967741935,-0.0549622584541063,-0.1426944971537,-0.0538709677419355,-0.16,-0.0496613842220071,-0.0538709677419355,-0.0512847608453838,-0.07,-0.0708872968624279,-0.130815768930523,-0.130815768930523,-0.131409828336464,-0.127604819418611,-0.0630587490018677,0.0209032747777055,0.0177586206896552,0.0785449735449736,0.0966908018235452,-0.239080596075309,0.0824667524667525,0.193351364837433,0.193371906468681
"PAK1",-0.035976447210777,-0.0333333333333333,-0.0298699799516106,-0.00364923747276688,-0.0157204968944099,0.0473632724564783,0.0423154091190035,0.0956015678254942,0.0443297654783713,0.0803399656104151,0.0165055570580432,0.0830066322770818,0.112234432234432,0.113333333333333,-0.190241553081801,0.0958333333333333,-0.0976190476190476,0.133333333333333,0.0818129942538545,0.133333333333333,0.147619047619048,-0.0943932411674347,-0.0616402116402116,0.0597047277692439,0.0808129942538545,0.0527199635476379,-0.0958333333333333,-0.0982608695652174,-0.0939814814814815,-0.12,-0.133333333333333,-0.05,-0.0440740740740741,-0.0510078383988599,-0.0467056530214425,-0.0440740740740741,-0.07,-0.0462598241806163,-0.0494794794794795,-0.0455190834398755,-0.07,-0.0625675332717782,0.00364923747276688,0.00364923747276688,0.00364923747276688,-0.0937982577467181,-0.0462585349363727,0.0332442067736185,0.0196078431372549,0.0974368347444342,0.0493949394939494,-0.116992424242424,0.103977101223003,0.180148733851332,0.164887148384887
"LIV1",-0.035976447210777,-0.0333333333333333,-0.0298699799516106,-0.00364923747276688,-0.0157204968944099,0.0473632724564783,0.0423154091190035,0.0956015678254942,0.0443297654783713,0.0803399656104151,0.0165055570580432,0.0830066322770818,0.112234432234432,0.113333333333333,-0.190241553081801,0.0958333333333333,-0.0976190476190476,0.133333333333333,0.0818129942538545,0.133333333333333,0.147619047619048,-0.0943932411674347,-0.0616402116402116,0.0597047277692439,0.0808129942538545,0.0527199635476379,-0.0958333333333333,-0.0982608695652174,-0.0939814814814815,-0.12,-0.133333333333333,-0.05,-0.0440740740740741,-0.0510078383988599,-0.0467056530214425,-0.0440740740740741,-0.07,-0.0462598241806163,-0.0494794794794795,-0.0455190834398755,-0.07,-0.0625675332717782,0.00364923747276688,0.00364923747276688,0.00364923747276688,-0.0937982577467181,-0.0462585349363727,0.0332442067736185,0.0196078431372549,0.0974368347444342,0.0493949394939494,-0.116992424242424,0.103977101223003,0.180148733851332,0.164887148384887
"STAT",-0.146549880960636,-0.136363636363636,-0.115192910702113,-0.11985111662531,-0.109664323682315,-0.0274162701219284,-0.0289724980901451,0.0603972553268328,0.0143858178045296,0.0550411132194813,0.00231981981981982,0.0690196078431373,0.0836649327797243,0.0904610492845787,-0.0526627836309795,0.0666666666666667,-0.125,0.1,0.0755755642450436,0.1,0.1,-0.0783333333333333,-0.0723832528180354,0.0769809539674607,0.0853100775193798,0.0646666666666667,-0.1,-0.0866666666666667,-0.0649717514124294,-0.0666666666666667,-0.0823529411764706,0.1,0.0178571428571429,0.0331656578715402,0.0314935064935065,0.0178571428571429,0.0428571428571429,0.0275354596332514,0.0314935064935065,0.0272200022200022,0.0428571428571429,0.064591971535331,0.11985111662531,0.11985111662531,0.121343653938743,0.0936038177960826,0.0724472265564897,0.138337320574163,0.148863636363636,0.100161377084454,0.220361247947455,0.0643947485536271,0.197662903545256,0.180221885626992,0.179684418145957
"NOTCH",-0.0180931899641577,-0.1,-0.0142857142857143,0.0315151515151515,-0.0202542372881356,0.035427429713144,0.0358041958041958,0.105743145743146,0.0567948717948718,0.111904761904762,0.0306808134394341,0.133333333333333,0.134654377880184,0.231428571428571,-0.19140989729225,0.144444444444444,-0.133333333333333,0.1,0.104487179487179,0,0.1,-0.158333333333333,-0.0690476190476191,0.0590476190476191,0.104487179487179,-0.0384057971014493,-0.133333333333333,-0.1,-0.111111111111111,0,-0.26,0,-0.04,-0.0364959568733154,-0.0630769230769231,-0.04,-0.1,-0.0391008991008991,-0.0630769230769231,-0.0358041958041958,-0.1,-0.0687111531636272,-0.0315151515151515,-0.0315151515151515,-0.0387615283267457,-0.111213654241692,-0.0679298245614035,0.0342222222222222,0.0222222222222222,0.103220611916264,0.0526315789473684,-0.123885405781958,0.110628019323672,0.17965367965368,0.156199677938808
"NOTCHic",-0.0301951007921832,-0.0222222222222222,-0.0223502304147465,0.0387615283267457,-0.0196253064705255,0.0349694144459684,0.0368794646214001,0.103756390776258,0.0499165649165649,0.10047619047619,0.0264554613267581,0.111904761904762,0.113601746301237,0.134654377880184,-0.188003083664996,0.111111111111111,-0.158333333333333,0.133333333333333,0.088358147229115,0.1,0.133333333333333,-0.104487179487179,-0.0590476190476191,0.0597670435080507,0.104487179487179,-0.0522519509476031,-0.144444444444444,-0.133333333333333,-0.11343669250646,-0.1,-0.231428571428571,-0.1,-0.0630769230769231,-0.0503848457622043,-0.0358041958041958,-0.0630769230769231,-0.04,-0.035427429713144,-0.0358041958041958,-0.0391008991008991,-0.04,-0.0705367109729578,-0.0387615283267457,-0.0387615283267457,-0.0382689174893073,-0.107213654241692,-0.0683892426318476,0.0180931899641577,0.0342222222222222,0.105442834138486,0.0480861244019139,-0.127191190905924,0.0999137336093858,0.17329529815079,0.159903381642512
"Jagged",-0.0342222222222222,-0.2,-0.0285714285714286,0.0133333333333333,-0.005,0.0391008991008991,0.0630769230769231,0.127965367965368,0.0583333333333333,0.133333333333333,0.041025641025641,0.1,0.231428571428571,0.26,-0.199346405228758,0.133333333333333,-0.1,0,0.104487179487179,0,0,-0.133333333333333,-0.0833333333333333,0.0690476190476191,0.158333333333333,-0.0166666666666667,-0.1,0,-0.144444444444444,0.1,-0.2,0,-0.1,-0.0685714285714286,-0.04,-0.1,0,-0.0358041958041958,-0.04,-0.0630769230769231,0,-0.0723760746295957,-0.0133333333333333,-0.0133333333333333,-0.0315151515151515,-0.105606177606178,-0.0679298245614035,0.0222222222222222,0.1,0.110628019323672,0.1,-0.135249042145594,0.0888888888888889,0.173939393939394,0.171014492753623
"ZEB2",-0.189960832817976,-0.177922077922078,-0.17635742035742,-0.130454545454545,-0.0956585494003021,-0.0828383378420443,-0.0725491328243622,-0.063616213343867,-0.0615253667038194,-0.0473170041547614,-0.0465056360708535,-0.0387804187889078,-0.0369886506935687,-0.0342564102564103,-0.0284053181912144,-0.0266666666666667,-0.0142857142857143,-0.0111111111111111,-0.00301552106430155,0,0,0,0.00211912500644895,0.00214916767647788,0.0024390243902439,0.00475637265959847,0.0111111111111111,0.0258771929824561,0.0313395638629283,0.0416666666666667,0.0435897435897436,0.05,0.0639393939393939,0.0712272986133251,0.0716317016317016,0.0766666666666667,0.0772727272727273,0.0824487274524339,0.0845614035087719,0.0845614035087719,0.09,0.119961732440167,0.130454545454545,0.130454545454545,0.13409480241386,0.142358156672563,0.176926776296348,0.183611626468769,0.187012987012987,0.187108822543072,0.202124542124542,0.224050976305249,0.282353002561922,0.308146477132914,0.358795411528921
"ZEB1",0.117575673306212,0.116283524904215,0.122570042957473,-0.115134319517294,-0.0119980977291086,-0.027632369031295,-0.0375821919259183,0.0281241712841913,0.0442870212526961,0.0199464455385679,0.0386644561112646,0.0168627450980392,0.0616046831955923,0.0541666666666667,0.166660286782937,-0.0108714408973253,0.025,0,0.000829574793359596,0,0,0.00681818181818182,-0.0135701716085156,0.0116470946854387,-0.00877896613190731,0.00668399821249562,0.0157894736842105,-0.0133333333333333,0.0123000123258967,-0.0333333333333333,-0.0541666666666667,0.0666666666666667,0.0502903600464576,0.0369966194564274,0.040674975431073,0.0404002501563477,0.0380952380952381,0.0285129952543869,0.0305963285877203,0.0285129952543869,0.0282051282051282,0.105764550893164,0.115134319517294,0.115134319517294,0.11403195731257,0.154182664423226,0.241805977502851,-0.114032366219597,-0.120631350991171,0.243749216212837,-0.0633138401559454,0.0560548316293919,0.246762688669484,0.200478623571594,0.0952562115839301
"miR200",-0.0470757395231161,-0.0333333333333333,-0.0329114787651373,-0.157508610792193,-0.112463426144408,-0.112713866506466,-0.115210648506423,-0.0234895388795653,-0.0154889554889555,-0.0222325293753865,-0.00982820201106368,-0.0188311688311688,0.00168879240767026,-0.00226600985221675,0.131796113860083,-0.0338345864661654,0.02,-0.02,-0.0228691983122363,0,-0.02,0.0266666666666667,-0.00458865945591609,0.00803693531798506,-0.0228691983122363,0.00508474576271186,0.0252631578947368,0.0142857142857143,0.0376081713718258,0.0142857142857143,0.00916256157635468,0.1,0.116,0.0801474810918982,0.117408450704225,0.115652173913043,0.12,0.113622957415557,0.117060624617269,0.114813433606033,0.12,0.164061392918558,0.157508610792193,0.157508610792193,0.161249259171245,0.184217691432776,0.314440782562982,0.0447501581277672,0.0431372549019608,0.309068100358423,0.0583462282398453,0.108320239846081,0.311111111111111,0.252836228944351,0.32043458781362
