"","FOXC2","RKIP","SNAI1","cfos","MEK","ERK","ILK","SMO","NOTCHic","HEY1","Patched","AKT","Destcompl","KLF4","AXIN2","FUS","cateninmemb","TrCP","LIV1","TCFLEF","cateninnuc","Ecadherin","PAK1","CD44","DSH","cMet","GLI","Wnt","Frizzled","TGF","CDC42","GSK3","DELTA","SOSGRB2","RAS","RAF","PI3K","SNAI2","ZEB2","ZEB1","TGFR","SRC","STAT","Csl","NFB","NOTCH","miR200","Jagged","SMAD","IKK","SUFU","EGR1","SHH","Csn","TWIST1"
"PI3K",-0.0490220673635308,-0.00134130575307046,-0.0255595813204509,0.019047619047619,0.0232906277265004,0.0249299719887955,-0.00943577430972389,-0.0166666666666667,0.0596153846153846,-0.0106245585712844,-0.00128205128205128,0.0336349924585219,0.141674040140985,0.00065789473684211,-0.0963809523809524,0,0.0319671424147384,0,-0.1,-0.0616892466413469,-0.066431514682584,0.112227434472172,-0.025,-0.0520847268673356,-0.1,-0.0536231884057971,-0.0520847268673356,-0.0536231884057971,-0.0666666666666667,0.00610282161645146,0.00441176470588235,-0.0827922077922078,-0.031047619047619,-0.0869230769230769,0.0351572080887149,0.031047619047619,0.031047619047619,-0.0113358298355482,0.0192873719914958,0.0192873719914958,-0.000411764705882354,0.0666666666666667,0.1,-0.075,-0.0333333333333333,-0.0660669975186104,-0.0258015467031861,0.00368421052631579,-0.00736422569027611,-0.0156862745098039,0.1,-0.0333333333333333,0.0262820512820513,0.0333333333333333,0.0926314360384211
"ILK",-0.0490220673635308,-0.00134130575307046,-0.0255595813204509,0.019047619047619,0.0232906277265004,0.0249299719887955,-0.00943577430972389,-0.0166666666666667,0.0596153846153846,-0.0106245585712844,-0.00128205128205128,0.0336349924585219,0.141674040140985,0.00065789473684211,-0.0963809523809524,0,0.0319671424147384,0,-0.1,-0.0616892466413469,-0.066431514682584,0.112227434472172,-0.025,-0.0520847268673356,-0.1,-0.0536231884057971,-0.0520847268673356,-0.0536231884057971,-0.0666666666666667,0.00610282161645146,0.00441176470588235,-0.0827922077922078,-0.031047619047619,-0.0869230769230769,0.0351572080887149,0.031047619047619,0.031047619047619,-0.0113358298355482,0.0192873719914958,0.0192873719914958,-0.000411764705882354,0.0666666666666667,0.1,-0.075,-0.0333333333333333,-0.0660669975186104,-0.0258015467031861,0.00368421052631579,-0.00736422569027611,-0.0156862745098039,0.1,-0.0333333333333333,0.0262820512820513,0.0333333333333333,0.0926314360384211
"RKIP",0.0117300324196876,0.0714985994397759,-0.109731151958776,0.18,0.170755685986794,0.155862068965517,0.127428326914848,0.113333333333333,0.0717171717171717,0.109717382888115,0.0693333333333333,0.0798701298701299,0.222364904149813,-0.0600669536107126,0.0473159868729489,0.0333333333333333,0.147698286521816,0.1,0,0.0431787510734879,0.0388530513279408,0.147640963547078,0,0.04527665317139,0,0.0491228070175439,0.0394871794871795,0.0433333333333333,0.0333333333333333,-0.0035781041388518,-0.02,-0.0121355397951143,-0.118181818181818,0.0883174603174603,0.124164724164724,0.118181818181818,0.118181818181818,-0.338002855977152,0.0300669536107126,0.0300669536107126,-0.00857142857142857,-0.0333333333333333,0,-0.0444444444444444,-0.0571428571428571,-0.0486402486402486,-0.0307195948705383,-0.0817083030156035,-0.0888144655287095,-0.107142857142857,-0.1,-0.13,-0.0939234972677596,-0.1,0.0330510992275698
"RAF",0.0117300324196876,0.0714985994397759,-0.109731151958776,0.18,0.170755685986794,0.155862068965517,0.127428326914848,0.113333333333333,0.0717171717171717,0.109717382888115,0.0693333333333333,0.0798701298701299,0.222364904149813,-0.0600669536107126,0.0473159868729489,0.0333333333333333,0.147698286521816,0.1,0,0.0431787510734879,0.0388530513279408,0.147640963547078,0,0.04527665317139,0,0.0491228070175439,0.0394871794871795,0.0433333333333333,0.0333333333333333,-0.0035781041388518,-0.02,-0.0121355397951143,-0.118181818181818,0.0883174603174603,0.124164724164724,0.118181818181818,0.118181818181818,-0.338002855977152,0.0300669536107126,0.0300669536107126,-0.00857142857142857,-0.0333333333333333,0,-0.0444444444444444,-0.0571428571428571,-0.0486402486402486,-0.0307195948705383,-0.0817083030156035,-0.0888144655287095,-0.107142857142857,-0.1,-0.13,-0.0939234972677596,-0.1,0.0330510992275698
"SUFU",0.203540596163979,0.14043154031372,0.101693870434001,0.19995337995338,0.205441274304077,0.196505104091311,0.0635483870967742,-0.158055555555556,-0.174242424242424,0.0780730183035055,-0.183308080808081,0.107113208938712,0.13598380828214,-0.0621421092241746,0.231529413066513,-0.185833333333333,0.073525502850221,0.1,0.05,0.0725981219581951,0.0689664084032078,-0.0227316095058659,0.171666666666667,0.073956817610369,0.15,0.0709492988133765,0.181764528325867,0.178418803418803,0.161111111111111,0.17260459943766,0.171666666666667,-0.14631441292675,-0.165017801204584,-0.0271377745061956,0.171663370824837,0.165017801204584,0.165017801204584,0.1391884289627,0.0340974416781073,0.0340974416781073,-0.179113475177305,-0.0544444444444444,-0.0433333333333333,0.187878787878788,-0.114857142857143,0.188528138528139,-0.0225564557840593,0.068771934247566,-0.0485368397526634,-0.122549450549451,0.173333333333333,-0.196923076923077,0.18214977964978,-0.142857142857143,-0.0845317150627366
"ERK",0.00723938792904309,0.0648903308574566,-0.112045966773591,0.170755685986794,0.0749386014928291,0.0690890193201272,0.112799705381108,0.0939234972677596,0.0566694457205406,0.0989448107503547,0.0697404907318118,0.0946029954934434,0.219097815142157,-0.0500350338660705,0.0445517592306725,0.0693333333333333,0.148186091399865,0.0571428571428571,0.0333333333333333,0.0405259137814724,0.0411509137814724,0.149056888766417,0.00857142857142857,0.0388530513279408,0.0433333333333333,0.0431787510734879,0.0341311320258689,0.0373892773892774,0.0394871794871795,-0.00459879877268513,-0.0035781041388518,-0.00634942174741583,-0.121942501942502,0.0792775466173525,0.117872094901798,0.121942501942502,0.121942501942502,-0.340066704296258,0.0347838639969143,0.0347838639969143,-7.1530897644545e-05,-0.04527665317139,-0.0491228070175439,-0.0486402486402486,-0.0798701298701299,-0.0447580883798204,-0.0358924534876693,-0.0793036022453092,-0.0972981856242691,-0.109281894576012,-0.113333333333333,-0.155862068965517,-0.0861656115047587,-0.107142857142857,0.0382931064113246
"STAT",0.191811860940695,0.110916988416988,0.0524002115128468,0.206666666666667,0.20831119544592,0.20078431372549,0.00789049919484702,-0.0783333333333333,-0.122257551669316,0.0213333333333333,-0.113217054263566,0.00970137207425343,0.176301245043884,0.0280946722123193,0.225546218487395,-0.125,0.201352405615694,-0.1,0.1,0.181155026186572,0.185803417128169,0.157719774289887,-0.00454545454545455,0.171375846375846,0.214285714285714,0.175649350649351,0.173128342245989,0.175649350649351,0.189285714285714,-0.0216809109400643,-0.0232954545454545,-0.125580774365821,-0.172332506203474,0.156773399014778,0.161884745009444,0.172332506203474,0.172332506203474,0.0316999893498627,0.0412587412587413,0.0412587412587413,0.0154007177033493,-0.189285714285714,-0.214285714285714,0.141176470588235,0.02,0.134878910892617,-0.0362767088112506,0.0674165589067906,0.020845132989061,-0.0419047619047619,0.05,-0.166666666666667,0.0804736914317075,0,-0.199684140613676
"Jagged",0.124285714285714,0.158974358974359,0.1,0.2,0.173333333333333,0.14,0.0333333333333333,0,-0.14,0.133333333333333,-0.05,-0.0555555555555556,0.028988416988417,-0.1,0.0242857142857143,-0.1,0.0391512712639473,0,0,0.0367832167832168,0.0312887112887113,0.0435438596491228,0,0.0276923076923077,0,0.02,0.0276923076923077,0.02,0,-0.0644444444444444,-0.1,0.00344827586206897,0.0133333333333333,0.06,0.00484848484848485,-0.0133333333333333,-0.0133333333333333,-0.136752136752137,0.0434782608695652,0.0434782608695652,0.0444444444444444,0,0,0.2,0.1,0.168571428571429,-0.0333333333333333,0.0521212121212121,0.0571428571428571,0,0,-0.1,-0.00384615384615384,0,-0.096
"ZEB1",-0.263928195495135,-0.244795900424527,-0.223338637419462,-0.144666666666667,-0.153031528029714,-0.141137254901961,-0.169291469852737,-0.253030303030303,-0.241053921568627,-0.124243330072346,-0.215775401069519,-0.1116602982867,0.143519781625361,-0.0284098024686413,0.195253321941074,-0.216666666666667,0.165509393762281,-0.1,0.2,0.159069907519379,0.159461296951865,0.0210615154844411,-0.0477011494252874,0.156410333051294,0.171428571428571,0.147382555273517,0.167824514769448,0.159233449477352,0.159233449477352,-0.0260107355890782,-0.0288605697151424,-0.161733332036917,-0.187530807295728,0.0966471734892788,0.19052293327998,0.187530807295728,0.187530807295728,0.21631581520081,0.0436518360083048,0.0436518360083048,0.035459554486716,-0.149343339587242,-0.161538461538462,0.23125,0.0821052631578947,0.219566318262842,0.15895654755087,0.183215341780848,0.147176085237352,0.123088869715272,0.266666666666667,0.116666666666667,0.238907073667384,0.14,0.0568366081672763
"CDC42",0.142943226070916,0.137575757575758,0.0809370376458984,0.2,0.214296241709654,0.195652173913043,-0.00529100529100529,-0.0214285714285714,-0.0846153846153846,0.00424787606196902,-0.0827188940092166,-0.0118421052631579,0.145211559327087,-0.0860952380952381,0.177865353037767,-0.0714285714285714,0.147921208963186,-0.1,0.1,0.135753079812486,0.137975302034708,0.109356946835341,0.0714285714285714,0.132782782782783,0.15,0.146296296296296,0.135769980506823,0.146296296296296,0.15,-0.0577285459638401,-0.0523809523809524,-0.044629329004329,-0.0794117647058824,0.0847222222222222,0.0684361549497848,0.0794117647058824,0.0794117647058824,-0.0939751003254653,0.0477458780122218,0.0477458780122218,0.0425770308123249,-0.15,-0.15,0.1,0.05,0.12,-0.034733893557423,0.0733680555555556,0.0440006827103601,-0.025,0,-0.14,0.0469164248734141,0,-0.114883116883117
"MEK",0.0108291315187867,0.0701828099660917,-0.118064485292109,0.155862068965517,0.0690890193201272,0.170755685986794,0.0888144655287095,0.0693333333333333,0.0486402486402486,0.0788082919790237,0.0939234972677596,0.109281894576012,0.219436033856926,-0.0306551889048302,0.0473159868729489,0.113333333333333,0.148186091399865,0.1,0,0.0388530513279408,0.0405259137814724,0.146001619284783,-0.02,0.0431787510734879,0.0333333333333333,0.04527665317139,0.0373892773892774,0.0394871794871795,0.0433333333333333,7.1530897644545e-05,0.00857142857142857,-0.011889839549414,-0.124164724164724,0.0705396825396825,0.121942501942502,0.124164724164724,0.124164724164724,-0.339706018994184,0.0491145726583316,0.0491145726583316,0.0035781041388518,-0.0491228070175439,-0.0333333333333333,-0.0717171717171717,-0.107142857142857,-0.0566694457205406,-0.0508434338798262,-0.0669542046549478,-0.112799705381108,-0.0798701298701299,-0.0333333333333333,-0.18,-0.0697404907318118,-0.0571428571428571,0.031219597396068
"ZEB2",-0.357076923076923,-0.260386473429952,-0.224175913277192,-0.211842105263158,-0.209914489212804,-0.198938879456706,-0.192119898880462,-0.177857142857143,-0.15374358974359,-0.153204376268892,-0.146149825783972,-0.143603322949117,-0.129311064141941,-0.123862223219395,-0.120063761434142,-0.117857142857143,-0.110214657800015,-0.1,-0.1,-0.0967839002827884,-0.096394289893178,-0.0939118396170064,-0.0935064935064935,-0.0911500974658869,-0.0909090909090909,-0.0892982456140351,-0.0803280511537392,-0.0775757575757576,-0.0775757575757576,-0.0756902356902357,-0.0698701298701299,-0.0148524022547687,-0.00426406926406926,9.15750915750912e-05,0.00404993650175663,0.00426406926406926,0.00426406926406926,0.0363631188073349,0.0517256671849062,0.0517256671849062,0.0841558441558442,0.0866666666666667,0.1,0.123076923076923,0.127777777777778,0.137896595208071,0.153603979765621,0.160399243834998,0.160412581807292,0.174444444444444,0.175,0.175,0.176149825783972,0.177777777777778,0.191138431963534
"SNAI1",0.143542621417715,0.149177967520509,-0.0147487589040978,0.214296241709654,0.203205060842688,0.20096290837632,-0.0143232633555214,-0.0469164248734141,-0.0991208791208791,-0.000444000688731255,-0.0669164248734141,-0.00883284600389863,0.150741007948641,-0.077525706406356,0.178401923385658,-0.0827188940092166,0.153681614360897,-0.05,0.15,0.141837371000225,0.141321108738997,0.107161605333373,-0.0425770308123249,0.137975302034708,0.146296296296296,0.135753079812486,0.140341256201298,0.137233395140969,0.135769980506823,-0.0502853941922906,-0.0577285459638401,-0.0455222182932579,-0.0638907004043303,0.0857160574548021,0.0648759220792071,0.0638907004043303,0.0638907004043303,-0.0898211210856622,0.0595508320746242,0.0595508320746242,0.0462531361277745,-0.132782782782783,-0.146296296296296,0.12,0.0118421052631579,0.106467817896389,-0.0456497934389309,0.0805207080275873,0.0358484786076739,-0.014083820662768,0.0214285714285714,-0.195652173913043,0.0496348714753559,-0.025,-0.122450563928825
"TrCP",0.140874260553675,0.149177967520509,0.0783117393165428,0.195652173913043,0.20096290837632,0.214296241709654,-0.0440006827103601,-0.0827188940092166,-0.12,-0.0266344768792074,-0.0469164248734141,0.014083820662768,0.148219078124079,-0.0516690085870414,0.177236422220157,-0.0214285714285714,0.153232564274541,0,0.15,0.137975302034708,0.141837371000225,0.106381168288628,-0.0523809523809524,0.135753079812486,0.15,0.132782782782783,0.137233395140969,0.135769980506823,0.146296296296296,-0.0462531361277745,-0.0425770308123249,-0.0457202380952381,-0.0684361549497848,0.0777915291529153,0.0638907004043303,0.0684361549497848,0.0684361549497848,-0.0912626229294436,0.0744339809061125,0.0744339809061125,0.0577285459638401,-0.146296296296296,-0.15,0.0846153846153846,-0.025,0.0991208791208791,-0.0626526752833113,0.0899324727334697,0.0143232633555214,0.0118421052631579,0.0714285714285714,-0.2,0.0669164248734141,0.05,-0.12357876905703
"PAK1",0.140874260553675,0.149177967520509,0.0783117393165428,0.195652173913043,0.20096290837632,0.214296241709654,-0.0440006827103601,-0.0827188940092166,-0.12,-0.0266344768792074,-0.0469164248734141,0.014083820662768,0.148219078124079,-0.0516690085870414,0.177236422220157,-0.0214285714285714,0.153232564274541,0,0.15,0.137975302034708,0.141837371000225,0.106381168288628,-0.0523809523809524,0.135753079812486,0.15,0.132782782782783,0.137233395140969,0.135769980506823,0.146296296296296,-0.0462531361277745,-0.0425770308123249,-0.0457202380952381,-0.0684361549497848,0.0777915291529153,0.0638907004043303,0.0684361549497848,0.0684361549497848,-0.0912626229294436,0.0744339809061125,0.0744339809061125,0.0577285459638401,-0.146296296296296,-0.15,0.0846153846153846,-0.025,0.0991208791208791,-0.0626526752833113,0.0899324727334697,0.0143232633555214,0.0118421052631579,0.0714285714285714,-0.2,0.0669164248734141,0.05,-0.12357876905703
"EGR1",0.140874260553675,0.149177967520509,0.0783117393165428,0.195652173913043,0.20096290837632,0.214296241709654,-0.0440006827103601,-0.0827188940092166,-0.12,-0.0266344768792074,-0.0469164248734141,0.014083820662768,0.148219078124079,-0.0516690085870414,0.177236422220157,-0.0214285714285714,0.153232564274541,0,0.15,0.137975302034708,0.141837371000225,0.106381168288628,-0.0523809523809524,0.135753079812486,0.15,0.132782782782783,0.137233395140969,0.135769980506823,0.146296296296296,-0.0462531361277745,-0.0425770308123249,-0.0457202380952381,-0.0684361549497848,0.0777915291529153,0.0638907004043303,0.0684361549497848,0.0684361549497848,-0.0912626229294436,0.0744339809061125,0.0744339809061125,0.0577285459638401,-0.146296296296296,-0.15,0.0846153846153846,-0.025,0.0991208791208791,-0.0626526752833113,0.0899324727334697,0.0143232633555214,0.0118421052631579,0.0714285714285714,-0.2,0.0669164248734141,0.05,-0.12357876905703
"Csl",0.123270603013174,0.150103559091637,0.0797212449386362,0.166190476190476,0.17463768115942,0.183333333333333,-0.0471668379582049,-0.0549773755656109,-0.0866529226291535,0.0671628740682449,-0.0280956551355033,-0.00930232558139535,0.0233270582317892,-0.0549068322981366,0.0339767459586056,0.00384615384615384,0.0373499280858854,0,0.02,0.0297121417295899,0.0313702320669256,0.0386724771786966,-0.0644444444444444,0.0316968745540174,0.0276923076923077,0.0312887112887113,0.0327509587187007,0.0335574103316039,0.0367832167832168,-0.0602063133314417,-0.0547670250896057,-0.000919170187663869,-0.0106170291477638,0.0372746722682538,0.00877879385364614,0.0106170291477638,0.0106170291477638,-0.139411074883362,0.0761363333066432,0.0761363333066432,0.0681428212679497,-0.0367832167832168,-0.0276923076923077,0.0524423963133641,0,0.0739256499018808,-0.062650108212842,0.0845493148928579,0.0210557268470937,0.0348837209302326,0.05,-0.173333333333333,0.0487853103079171,0.0555555555555556,-0.101529234803646
"NOTCH",0.130408163265306,0.162422634836428,0.0769230769230769,0.14,0.166190476190476,0.173333333333333,-0.0571428571428571,-0.05,-0.168571428571429,0.0594202898550725,0.00384615384615384,0,0.0271192581099123,-0.0434782608695652,0.0337196765498652,0,0.0396748314733714,0,0,0.0312887112887113,0.0316968745540174,0.0354793435200906,-0.1,0.0367832167832168,0,0.0276923076923077,0.0367832167832168,0.0276923076923077,0.02,-0.0547670250896057,-0.0444444444444444,-0.0079153605015674,-0.00484848484848485,0.0231578947368421,0.0120948616600791,0.00484848484848485,0.00484848484848485,-0.137281237281237,0.0879227053140097,0.0879227053140097,0.0644444444444444,-0.02,0,0.14,0,0.0524423963133641,-0.0761904761904762,0.0928619528619529,0.0104761904761905,0.0555555555555556,0.1,-0.2,0.0549773755656109,0.1,-0.111254237288136
"GLI",0.217082365841073,0.160536461221665,0.112167948729376,0.297142857142857,0.302036306235201,0.311428571428571,0.0104421178670187,-0.121867167919799,-0.0418346595932803,0.0190504364528134,-0.0994181883279627,0.0334474579305406,0.127133562528967,-0.0753221793221793,0.186126207729469,-0.0797619047619047,0.160665564622367,0.0166666666666667,0.15,0.148003967735241,0.151052383754368,0.111351543019716,0.09,0.146055915787189,0.26,0.143469708890637,0.156267108078647,0.254990512333966,0.263225806451613,0.0983502621608175,0.103793103448276,-0.103839051412952,0.00712458684206156,0.0481776041068076,-0.00969884426780413,-0.00712458684206156,-0.00712458684206156,-0.0995081171392089,0.0928445980542754,0.0928445980542754,-0.0905855562784646,-0.153225806451613,-0.15,0.0168346595932803,-0.0412280701754386,0.027548945307566,-0.0599045124122523,0.031854344040671,-0.0353069827318836,-0.0146974579305406,0.104761904761905,-0.297142857142857,0.116290616311502,0.0166666666666667,-0.148496813505302
"SRC",0.322591036414566,0.317171717171717,0.197772901044709,0.242424242424242,0.262759672193634,0.264646464646465,-0.00285087719298245,-0.0633333333333333,-0.162857142857143,0.0343346573982125,-0.0448148148148148,0.126923076923077,0.177903726708075,0.0172480620155039,0.221873007777636,0.0166666666666667,0.224411390510403,0.1,0,0.179580167932827,0.186515290975332,0.198606088900207,0.111111111111111,0.178360655737705,0.2,0.18,0.178360655737705,0.18,0.2,0.0975180375180375,0.111111111111111,0.0467532467532467,-0.132382144347101,0.117142857142857,0.120260932225888,0.132382144347101,0.132382144347101,-0.0451120053715984,0.0967430368373765,0.0967430368373765,-0.0920634920634921,-0.2,-0.1,0.12,-0.116666666666667,0.159285714285714,-0.0587761674718196,0.0526799576570219,-0.0196716453295401,-0.0935897435897436,0.0333333333333333,-0.233333333333333,0.0536383442265795,-0.05,-0.154652014652015
"TCFLEF",0.459459713861568,0.226881113100978,0.233019737120156,0.126236933797909,0.13249543719927,0.129094076655052,-0.0214168755221387,-0.170952380952381,-0.246692172804081,0.00921698861293495,-0.187081413210445,0.0720402178466694,-0.194508055197739,-0.215423669467787,0.564761416361416,-0.156666666666667,0.0347331942949818,0.0571428571428571,0.166666666666667,0.108309492815425,0.111660008279343,0.039243179102364,0.120512820512821,0.20750766005483,0.219607843137255,0.215683760683761,0.211171521005281,0.218624937154349,0.224607843137255,0.104844904957463,0.106559332140727,0.185125101631752,-0.0883616264536842,0.143823737141102,0.0808714819070351,0.0883616264536842,0.0883616264536842,-0.22424205070774,0.104888135743399,0.104888135743399,-0.10749391157998,-0.221666666666667,-0.216666666666667,0.234927466921728,-0.0462337662337662,0.256326724299098,-0.0648020654044751,0.186072062690489,0.030403491200915,-0.0720402178466694,0.0833333333333333,-0.104285714285714,0.174811474560139,-0.0662337662337662,-0.289552063265131
"TWIST1",-0.000218479944661493,0.156791550269811,0.132260328905561,0.120289855072464,0.114529184739916,0.115026697177727,0.0692010192010192,0.0866666666666667,0.0987464387464388,0.0624945675793133,0.085296803652968,0.0309492767119886,0.0518473802485664,-0.114154680008339,0.0354349951124145,0.0666666666666667,-0.0105757411321716,0.1,1.11022302462516e-17,0.00600379301915761,0.00019585742398797,-0.0726271223694289,0.124242424242424,0.00830088337137813,-0.0285714285714286,-0.00173927727119215,0.007384126984127,-0.003015873015873,-0.023015873015873,0.131588862071346,0.131138975966562,-0.0467475805026432,0.0752827648842829,-0.0577441373780046,-0.0626115320075706,-0.0752827648842829,-0.0752827648842829,0.270895118740273,0.113229018492176,0.113229018492176,-0.133638975966562,0.023015873015873,0.0285714285714286,-0.0859259259259259,-0.0615384615384615,-0.0940294576143633,-0.0763172972784125,-0.0912116608865408,-0.0675508541845176,-0.0377289377289377,-0.0333333333333333,-0.133333333333333,-0.0710110893672538,-0.1,-0.0710369674185464
"miR200",-0.305139142700118,-0.260202802672623,-0.216434861434861,-0.141428571428571,-0.165763760049474,-0.173246753246753,-0.138321861684694,-0.174166666666667,-0.184729064039409,-0.104322033898305,-0.221002109704641,-0.147005248971485,0.0868489753277536,-0.1574016563147,0.122083737981426,-0.2275,0.0745724780092144,-0.2,0.1,0.0789703072148355,0.0780612163057446,-0.0366592276445128,-0.0291666666666667,0.0746052278497561,0.1,0.076852418860992,0.0865915492957746,0.0865915492957746,0.088,-0.0514159789947487,-0.0625,-0.109799145393895,-0.158013777267509,0.0758156028368794,0.154771882005663,0.158013777267509,0.158013777267509,0.183926776615655,0.12255376344086,0.12255376344086,0.0415322580645161,-0.0782608695652174,-0.1,0.21576354679803,0.157894736842105,0.203373131836019,0.181219537290178,0.151005402381523,0.179387692405697,0.103609022556391,0.14,0.171428571428571,0.186219501008989,0.1,0.0853954838617415
"RAS",0.0898412698412698,0.216754716981132,0.0386627335299902,0.16,0.147616099071207,0.165263157894737,0.0012987012987013,-0.0166666666666667,-0.0763157894736842,-0.0104743083003953,0.0193333333333333,0.0822222222222222,0.197286952519511,-0.104642857142857,-0.0858761528326746,0,0.0771486939625053,0.1,0,-0.055694618272841,-0.0605104822955039,0.124117511738995,0.06,-0.055694618272841,-0.1,-0.0705882352941176,-0.0580882352941176,-0.0705882352941176,-0.1,0.0548514851485149,0.04,0.00614987080103359,-0.140769230769231,0.0965367965367966,0.0561538461538462,0.140769230769231,0.140769230769231,-0.264900268668047,0.124230486008837,0.124230486008837,-0.04,0.1,0.1,0.05,-0.0666666666666667,0.0668818272095333,-0.0730153846153846,-0.0425862408831066,-0.0115027829313544,-0.06,-0.1,-0.16,-0.000689265536723163,-0.1,0.0182869612656847
"TGF",0.292406832298137,0.184848484848485,0.169787031150668,0.233333333333333,0.219766081871345,0.217543859649123,0.0666666666666667,0.07,0.166666666666667,0.0409413281753707,0.0596551724137931,-0.0423558897243108,0.0857953969051512,-0.139181286549708,0.0503968253968254,0.0866666666666667,0.0707878427227507,0,0,0.0527672955974843,0.0494180133008336,0.0755157915121356,0.12,0.0527672955974843,0,0.0433333333333333,0.0337196765498652,0.0242857142857143,0.0142857142857143,-0.000634920634920633,0.108888888888889,-0.0603360979094834,0.0892857142857143,-0.0394736842105263,-0.0839285714285714,-0.0892857142857143,-0.0892857142857143,-0.163470042316548,0.137363104731526,0.137363104731526,-0.0993650793650794,-0.0333333333333333,0,-0.186666666666667,0.0333333333333333,-0.152873563218391,-0.0359650885512954,-0.0453976435935199,-0.0650537634408602,0.0476190476190476,-0.0666666666666667,-0.233333333333333,-0.0627801724137931,0.0333333333333333,-0.203518518518519
"AXIN2",0.258449731377132,0.225087144038757,0.220827566722595,0.0424390243902439,0.0354973550380041,0.0396352860724869,-0.121854152288935,-0.227838827838828,-0.063859649122807,-0.117502825920676,-0.218910256410256,-0.135072463768116,-0.210428767630144,-0.156986558911321,0.582705458647921,-0.223076923076923,0.199845757366252,-0.133333333333333,0.233333333333333,0.225449192267133,0.226962378605222,-0.0526478972571263,0.1075,0.219939227437121,0.226666666666667,0.213314621758888,0.220232860752599,0.213314621758888,0.215038759689922,0.110120684880681,0.106265432098765,0.206961597136654,0.10396821685749,0.0320138269086376,-0.10396821685749,-0.10396821685749,-0.10396821685749,0.208930969039575,0.154216111891256,0.154216111891256,-0.107150387850978,-0.215038759689922,-0.226666666666667,0.063859649122807,0.131400966183575,0.0584542437174016,-0.0842433267402588,0.248892670197018,0.121457326892109,0.132850241545894,0.2,-0.04,0.220549600672551,0.144444444444444,-0.220784798053223
