"","TGFR","PAK1","CDC42","SMAD","ILK","AKT","ZEB1","Patched","IKK","SHH","SUFU","NFB","FUS","cfos","SOSGRB2","EGR1","RAS","RAF","DELTA","SRC","GSK3","SNAI2","Destcompl","DSH","Ecadherin","GLI","Wnt","STAT","cateninmemb","cateninnuc","TCFLEF","CD44","cMet","Frizzled","LIV1","ZEB2","AXIN2","PI3K","MEK","ERK","miR200","TWIST1","KLF4","Csl","NOTCH","NOTCHic","Jagged","TrCP","SMO","Csn","SNAI1","RKIP","HEY1","TGF","FOXC2"
"IKK",-0.106565656565657,-0.1,-0.111111111111111,-0.142244224422442,-0.133333333333333,-0.2498712998713,-0.0701453634085213,-0.0911111111111111,-0.230952380952381,-0.0876628352490422,-0.1,-0.114285714285714,-0.08,0.0357142857142857,-0.154621848739496,0.05,-0.196213457392875,-0.189171203871748,-0.189171203871748,0.133333333333333,-0.422655677655678,0.0229483391530128,0.324944796903471,0.1,-0.17965259669903,-0.145641025641026,-0.141025641025641,-0.1,-0.198211313825839,-0.157791494066971,-0.158635375923512,-0.145641025641026,-0.141025641025641,-0.133333333333333,-0.1,0.0415739348370927,-0.172142857142857,0.189171203871748,-0.0570476190476191,-0.0637142857142857,0.0425641025641026,0.0245751633986928,0.0267399267399267,-0.109090909090909,-0.128138528138528,-0.132900432900433,-0.0140018744142455,0,0.08,0.1,0.151314673452078,0.126867030965392,0.126315789473684,0.115365656565657,0.163607503607504
"ZEB2",-0.27526283240569,-0.271428571428571,-0.262337662337662,-0.256730155794051,-0.254291131403807,-0.251570612668744,-0.239754921081245,-0.238797909407666,-0.231944444444444,-0.230616091225847,-0.225,-0.220833333333333,-0.210714285714286,-0.117982456140351,-0.108424908424908,-0.0916666666666667,-0.0805944733353727,-0.0795238095238095,-0.0795238095238095,-0.05,-0.0446916231387657,-0.0419586261396115,-0.0356827768038513,-0.0227272727272727,-0.0120006222086562,0.0255077949573362,0.0273426573426573,0.03,0.0301796881786008,0.0308170679223311,0.0332846003898635,0.0332846003898635,0.0342105263157895,0.0427272727272727,0.05,0.0534433740148295,0.0559645551822514,0.0795238095238095,0.101853423882286,0.101853423882286,0.116998295335836,0.141024145894239,0.150867105306639,0.176923076923077,0.187152585119798,0.19425641025641,0.199334176259805,0.2,0.219285714285714,0.233333333333333,0.235661111297141,0.239275362318841,0.265906835100383,0.276321033463891,0.289676767676768
"Jagged",-0.333333333333333,-0.2,-0.3,-0.207142857142857,-0.183333333333333,-0.144444444444444,-0.246376811594203,-0.133333333333333,-0.133333333333333,-0.141025641025641,0,-0.1,-0.1,0,-0.16,-0.1,-0.0296969696969697,0.00666666666666667,0.00666666666666667,0,-0.0256704980842912,-0.0435143288084465,0.046965250965251,0,-0.155649122807018,-0.0369230769230769,-0.06,0,-0.115542344978965,-0.0597668997668998,-0.0520745920745921,-0.0369230769230769,-0.06,0,0,0.0584541062801932,-0.0428571428571429,-0.00666666666666667,0.06,0.06,0.0587878787878788,0.129,0.0888888888888889,0.2,0.191428571428571,0.22,0.126060606060606,0,0.133333333333333,0,0.241666666666667,0.21025641025641,0.283333333333333,0.305333333333333,0.322857142857143
"DELTA",-0.333333333333333,-0.2,-0.3,-0.207142857142857,-0.183333333333333,-0.144444444444444,-0.246376811594203,-0.133333333333333,-0.133333333333333,-0.141025641025641,0,-0.1,-0.1,0,-0.16,-0.1,-0.0296969696969697,0.00666666666666667,0.00666666666666667,0,-0.0256704980842912,-0.0435143288084465,0.046965250965251,0,-0.155649122807018,-0.0369230769230769,-0.06,0,-0.115542344978965,-0.0597668997668998,-0.0520745920745921,-0.0369230769230769,-0.06,0,0,0.0584541062801932,-0.0428571428571429,-0.00666666666666667,0.06,0.06,0.0587878787878788,0.129,0.0888888888888889,0.2,0.191428571428571,0.22,0.126060606060606,0,0.133333333333333,0,0.241666666666667,0.21025641025641,0.283333333333333,0.305333333333333,0.322857142857143
"FUS",-0.206891891891892,-0.206666666666667,-0.215,-0.165739887352791,-0.174126984126984,-0.0503956043956044,-0.253535406051783,-0.111666666666667,-0.0388571428571429,-0.120757575757576,0,-0.0428571428571429,-0.12,-0.0784615384615385,-0.193522267206478,-0.04,-0.0640959077735507,-0.0584190518783542,-0.0584190518783542,0.156666666666667,-0.273762905168562,0.0375895656514737,0.27671288028443,0.05,-0.092969049270889,-0.0719017094017094,-0.0680555555555556,-0.15,-0.183394130316492,-0.17246642443311,-0.170835989650502,-0.167076591154261,-0.162222222222222,-0.0625,-0.1,0.0658140099130013,-0.311549420095147,0.0584190518783542,0.0642504621814967,0.0814918414918415,0.0902864065791751,0.0235450957579076,0.0291894353369763,0.00606060606060606,0.00515151515151515,-0.00393939393939394,-0.0510680818512144,-0.1,0.095,0,0.229962611946787,0.213712976599575,0.171954132823698,0.211147211040828,0.169682395644283
"Patched",-0.206666666666667,-0.166666666666667,-0.166666666666667,-0.156666666666667,-0.116666666666667,-0.0428571428571429,-0.25,-0.12,0,-0.095,0,0.1,0.1,-0.1,-0.15,-0.1,-0.0514423076923077,-0.0576923076923077,-0.0576923076923077,0.1,-0.26007326007326,0.0332260536398468,0.267052947052947,0,-0.0876240560949299,-0.0625,-0.05,-0.1,-0.171344086021505,-0.167076591154261,-0.162222222222222,-0.156666666666667,-0.15,0,-0.1,0.0666666666666667,-0.294372294372294,0.0576923076923077,0.0784615384615385,0.04,0.104761904761905,0.0287037037037037,0.0555555555555556,0,0.00606060606060606,0.0333333333333333,-0.0653968253968254,0,0,0,0.200537634408602,0.214285714285714,0.11025641025641,0.215,0.17
"SUFU",-0.211147211040828,-0.215,-0.206891891891892,-0.171513559408218,-0.165739887352791,-0.0618050003687588,-0.259815599288498,-0.120757575757576,-0.0503956043956044,-0.114193869193869,-0.12,-0.0388571428571429,-0.095,-0.0814918414918415,-0.190025763709974,-0.0784615384615385,-0.0634629963811456,-0.0640959077735507,-0.0640959077735507,0.162222222222222,-0.277361876890927,0.0367326111359826,0.27878624551569,0.0625,-0.0962646208465842,-0.0767344231563562,-0.0719017094017094,-0.156666666666667,-0.184485535500667,-0.172824480699095,-0.17246642443311,-0.170835989650502,-0.167076591154261,-0.0680555555555556,-0.15,0.0701618359999578,-0.316467452882032,0.0640959077735507,0.0714845047346882,0.0642504621814967,0.0992083396646769,0.0254007658610004,0.045357100007635,-0.00393939393939394,0.00515151515151515,0.00515151515151515,-0.0565312647490766,0,0.111666666666667,0.0428571428571429,0.226725814672511,0.223100731701615,0.162315578606831,0.216078177510256,0.176878425420958
"SHH",-0.166666666666667,-0.2,-0.166666666666667,-0.116666666666667,-0.133333333333333,0,-0.225,0,0.1,-0.12,0,0,0,-0.1,-0.15,0,-0.0576923076923077,-0.05,-0.05,0.1,-0.241025641025641,0.0345593869731801,0.261558441558442,0,-0.0769444444444444,-0.05,0,-0.1,-0.163010752688172,-0.162222222222222,-0.156666666666667,-0.15,-0.1,0,0,0.075,-0.276190476190476,0.05,0.04,0.1,0.0833333333333333,0.025,0,-0.1,0.0333333333333333,0,-0.0542857142857143,0,-0.1,0,0.216666666666667,0.2,0.133333333333333,0.206666666666667,0.15
"TWIST1",-0.0825796760710554,-0.0684848484848485,-0.0788296760710554,-0.190956392936591,-0.191946491946492,-0.167538958216924,-0.117499956096447,-0.0392937595129376,-0.162454212454212,-0.0378159270006223,-0.0333333333333333,-0.157692307692308,-0.0444444444444444,0.104927536231884,-0.185949265583133,0.126666666666667,-0.0523896069714998,-0.0448553603961574,-0.0448553603961574,0.0944444444444444,-0.143631732673198,0.00360853347880652,0.133101762410704,0.1,-0.238941339972365,-0.102233918128655,-0.110233918128655,-0.1,-0.194473530798113,-0.107586188545581,-0.106148580724994,-0.101707539377368,-0.109338061465721,-0.0944444444444444,-0.1,0.0768171680452382,-0.136183547635161,0.0448553603961574,-0.114026776870795,-0.107559115179252,0.0867491178422947,-0.0728506047728016,0.0653637690223056,-0.00148148148148148,-0.0157775627586948,-0.00917378917378918,0.0158059260735316,0.1,0.0324444444444444,0.15,0.107280674107783,0.0828320197885415,0.193226547463836,0.0773404961166135,0.116322302978342
"NOTCH",-0.305333333333333,-0.3,-0.333333333333333,-0.20047619047619,-0.207142857142857,-0.144444444444444,-0.246376811594203,-0.141025641025641,-0.144444444444444,-0.164555052790347,-0.1,-0.133333333333333,-0.133333333333333,-0.06,-0.175789473684211,0,-0.0282476943346509,-0.0296969696969697,-0.0296969696969697,0.06,-0.0302159526297457,-0.0461598314539491,0.0535073070400173,0,-0.166939445387663,-0.0520745920745921,-0.0369230769230769,0,-0.117113025607237,-0.0544607773179202,-0.0597668997668998,-0.0520745920745921,-0.0369230769230769,-0.06,0,0.0806763285024154,-0.0522911051212938,0.0296969696969697,0.0528571428571429,0.06,0.0530735930735931,0.127305084745763,0.0584541062801932,0.22,0.126912442396313,0.191428571428571,0.126060606060606,0,0.133333333333333,0.1,0.258589743589744,0.241290893015031,0.313768115942029,0.321462365591398,0.337142857142857
"SNAI1",-0.350736181208698,-0.350140056022409,-0.356200662083015,-0.216235645920207,-0.215374637310121,-0.178740253411306,-0.257141305504108,-0.164478466177391,-0.180823586744639,-0.175158077827876,-0.147619047619048,-0.182675438596491,-0.176651305683564,-0.0324834193072955,-0.177226633040663,-0.0443478260869565,-0.0769256444836517,-0.0798813095082822,-0.0798813095082822,-0.0126726726726727,0.0154523220179161,-0.0626271083468918,-0.0341399097675031,-0.0288888888888889,-0.0495524717294516,0.0130950266974045,0.0216873484524319,0.0288888888888889,-0.0126349669043102,0.0173791907410913,0.0168629284798626,0.016035342272966,0.0245538607914846,0.0104678362573099,0.04,0.0817751740854564,0.0287846462797666,0.0798813095082822,0.045356364000868,0.0471500859739622,0.0612713093129631,0.165698497155019,0.0822265120950581,0.143076923076923,0.142323390894819,0.135384615384615,0.154002012410281,0.158333333333333,0.170478466177391,0.145833333333333,0.160478851013015,0.249746994723762,0.224517415661917,0.354566826369988,0.364641269697184
"TrCP",-0.356200662083015,-0.328571428571429,-0.350140056022409,-0.215374637310121,-0.20505205666496,-0.180823586744639,-0.256772301814071,-0.170478466177391,-0.182675438596491,-0.164478466177391,-0.147619047619048,-0.145833333333333,-0.147619047619048,-0.0443478260869565,-0.16703795379538,-0.04,-0.0798813095082822,-0.0730631276901004,-0.0730631276901004,-0.0288888888888889,0.018422619047619,-0.0590401153867845,-0.0351267518727663,-0.04,-0.045910432187308,0.0216873484524319,0.0104678362573099,0.04,-0.0132221862480062,0.0168629284798626,0.016035342272966,0.0245538607914846,0.0126726726726727,0.0288888888888889,0,0.0828821851555671,0.0329804504755708,0.0730631276901004,0.0471500859739622,0.0324834193072955,0.0659783218009554,0.170519009975532,0.0893916211293261,0.153846153846154,0.135384615384615,0.143076923076923,0.15564907123381,0.133333333333333,0.176651305683564,0.158333333333333,0.253895221119776,0.251839044932968,0.210826939471441,0.350736181208698,0.362735297651441
"PAK1",-0.356200662083015,-0.328571428571429,-0.350140056022409,-0.215374637310121,-0.20505205666496,-0.180823586744639,-0.256772301814071,-0.170478466177391,-0.182675438596491,-0.164478466177391,-0.147619047619048,-0.145833333333333,-0.147619047619048,-0.0443478260869565,-0.16703795379538,-0.04,-0.0798813095082822,-0.0730631276901004,-0.0730631276901004,-0.0288888888888889,0.018422619047619,-0.0590401153867845,-0.0351267518727663,-0.04,-0.045910432187308,0.0216873484524319,0.0104678362573099,0.04,-0.0132221862480062,0.0168629284798626,0.016035342272966,0.0245538607914846,0.0126726726726727,0.0288888888888889,0,0.0828821851555671,0.0329804504755708,0.0730631276901004,0.0471500859739622,0.0324834193072955,0.0659783218009554,0.170519009975532,0.0893916211293261,0.153846153846154,0.135384615384615,0.143076923076923,0.15564907123381,0.133333333333333,0.176651305683564,0.158333333333333,0.253895221119776,0.251839044932968,0.210826939471441,0.350736181208698,0.362735297651441
"LIV1",-0.356200662083015,-0.328571428571429,-0.350140056022409,-0.215374637310121,-0.20505205666496,-0.180823586744639,-0.256772301814071,-0.170478466177391,-0.182675438596491,-0.164478466177391,-0.147619047619048,-0.145833333333333,-0.147619047619048,-0.0443478260869565,-0.16703795379538,-0.04,-0.0798813095082822,-0.0730631276901004,-0.0730631276901004,-0.0288888888888889,0.018422619047619,-0.0590401153867845,-0.0351267518727663,-0.04,-0.045910432187308,0.0216873484524319,0.0104678362573099,0.04,-0.0132221862480062,0.0168629284798626,0.016035342272966,0.0245538607914846,0.0126726726726727,0.0288888888888889,0,0.0828821851555671,0.0329804504755708,0.0730631276901004,0.0471500859739622,0.0324834193072955,0.0659783218009554,0.170519009975532,0.0893916211293261,0.153846153846154,0.135384615384615,0.143076923076923,0.15564907123381,0.133333333333333,0.176651305683564,0.158333333333333,0.253895221119776,0.251839044932968,0.210826939471441,0.350736181208698,0.362735297651441
"Csl",-0.324647078967194,-0.305333333333333,-0.321462365591398,-0.213517757222793,-0.204073312778349,-0.170801033591731,-0.255981886282151,-0.154877633435508,-0.174677002583979,-0.153153495504474,-0.133333333333333,-0.144444444444444,-0.141025641025641,-0.0528571428571429,-0.16688333916832,-0.06,-0.0300786853517473,-0.0267698618223356,-0.0267698618223356,0.0520745920745921,-0.0367946597707772,-0.0446543596602499,0.05576202977006,0.0369230769230769,-0.16917421158304,-0.0569133017520114,-0.0617520114294308,-0.0369230769230769,-0.12351953632921,-0.0595950525198895,-0.0601096322797522,-0.0544607773179202,-0.0597668997668998,-0.0520745920745921,-0.06,0.083500146795847,-0.0603673690458868,0.0267698618223356,0.0619565217391304,0.05,0.0665862556852016,0.13032054537015,0.0884541062801932,0.126912442396313,0.111840672061385,0.11638612660684,0.123463337848686,0.133333333333333,0.164555052790347,0.144444444444444,0.256071810637028,0.252636385323722,0.309806326097886,0.321699233162205,0.344057947984533
"GLI",-0.455353502494036,-0.418333333333333,-0.445919540229885,-0.237658382470398,-0.225766490578506,-0.228934501432152,-0.286217869943676,-0.282353204439671,-0.227372001432152,-0.280295591270946,-0.247619047619048,-0.18859649122807,-0.260119047619048,0.0971428571428571,-0.387420219898096,0.0971428571428571,-0.197938236023014,-0.188631305329945,-0.188631305329945,-0.0303225806451613,-0.113247620804698,-0.0624165819570326,-0.0076572003617452,-0.14,-0.0477756597865053,0.0177568735112439,0.107969639468691,0.04,-0.0179864405236601,0.0111677110717057,0.0120643040185079,0.021155213109417,0.0108103855232101,0.130322580645161,0,0.0861513056835637,0.0299230072463768,0.188631305329945,-0.0968415010403961,-0.106233766233766,0.0684505381099808,0.185381805517629,0.0922488202488202,0.124774535809019,0.102750726285209,0.112274535809019,0.1657998919141,0.15,0.286434837092732,0.183333333333333,0.260555439184471,0.223028024606972,0.230095522285675,0.449941737788154,0.367125795493636
"STAT",-0.320693779904306,-0.327272727272727,-0.302272727272727,-0.202012882447665,-0.202012882447665,-0.174051654560129,-0.237260175721714,-0.186899224806202,-0.145238095238095,-0.17539480002744,-0.15,-0.15,-0.15,-0.0533333333333333,-0.0605090311986864,-0.0333333333333333,-0.0889046547658729,-0.08741211745244,-0.08741211745244,-0.0946428571428571,0.122160658655986,-0.0554704484932461,-0.124183533056683,-0.0571428571428571,0.143982892755615,0.0739400305576776,0.076461038961039,0.0571428571428571,0.150838622868821,0.0752130503181871,0.0803381993050763,0.0756063381063381,0.076461038961039,0.0946428571428571,0.2,0.0895642818719742,0.120329866212219,0.08741211745244,0.0340417457305503,0.0415686274509804,0.0586148121065773,0.242498664087869,0.182630223806694,0.0823529411764706,0.112213870066526,0.122893481717011,0.133955486433905,0.1,0.156666666666667,0.15,0.224025056499604,0.227014157014157,0.21,0.321176871691746,0.332188139059305
"CDC42",-0.350140056022409,-0.271428571428571,-0.328571428571429,-0.20505205666496,-0.203439153439153,-0.182675438596491,-0.250662977055229,-0.176651305683564,-0.145833333333333,-0.170478466177391,-0.133333333333333,-0.158333333333333,-0.147619047619048,-0.04,-0.154166666666667,-0.06,-0.0730631276901004,-0.0779411764705882,-0.0779411764705882,-0.04,0.018422619047619,-0.0653692293108352,-0.0379838947299091,0,-0.0462564529485536,0.0104678362573099,0.0288888888888889,0,-0.00846028148610148,0.016035342272966,0.0245538607914846,0.0126726726726727,0.0288888888888889,0.04,0.1,0.0915638571812906,0.0298357963875205,0.0779411764705882,0.0324834193072955,0.0443478260869565,0.0644554791613615,0.165627705627706,0.0795555555555556,0.1,0.143076923076923,0.153846153846154,0.147673611111111,0.1,0.147619047619048,0.133333333333333,0.254611211573237,0.253496503496503,0.213768115942029,0.356200662083015,0.364804263168682
"NOTCHic",-0.321462365591398,-0.333333333333333,-0.305333333333333,-0.204073312778349,-0.20047619047619,-0.174677002583979,-0.251561996779388,-0.164555052790347,-0.144444444444444,-0.154877633435508,-0.133333333333333,-0.144444444444444,-0.133333333333333,-0.06,-0.153062200956938,-0.06,-0.0267698618223356,-0.0282476943346509,-0.0282476943346509,0.0369230769230769,-0.0351746303156962,-0.0475626370651716,0.0535073070400173,0.06,-0.168011420885366,-0.0617520114294308,-0.0520745920745921,-0.06,-0.120155621956121,-0.0601096322797522,-0.0544607773179202,-0.0597668997668998,-0.0520745920745921,-0.0369230769230769,0,0.0917874396135266,-0.0606244384546271,0.0282476943346509,0.05,0.0528571428571429,0.0663683907614543,0.129191877198593,0.0798826777087647,0.191428571428571,0.11638612660684,0.126912442396313,0.118775837848686,0.1,0.141025641025641,0.133333333333333,0.25488603988604,0.25678385076151,0.309152731326644,0.324647078967194,0.345207373271889
"TGF",-0.198412698412698,-0.2,-0.222222222222222,-0.249794721407625,-0.248181818181818,-0.365601503759398,-0.150992302891616,-0.204137931034483,-0.339285714285714,-0.222887931034483,-0.2,-0.325,-0.18,0.285714285714286,-0.440789473684211,0.3,-0.285119047619048,-0.285119047619048,-0.285119047619048,0.0666666666666667,-0.325272574783338,-0.0437913109167305,0.152941038837097,0,-0.100649852119619,-0.0621832884097035,-0.0414285714285714,0,-0.083150594103629,-0.0636414793415786,-0.0679476994372724,-0.0574213836477987,-0.0366666666666667,-0.0714285714285714,0,0.0964824445831311,-0.053968253968254,0.285119047619048,-0.333667502088555,-0.322556390977444,0.0798830479864963,0.0372222222222222,0.0655733536740402,0.06,0.0644827586206897,0.03,0.198416789396171,0.2,0.18,0.3,0.154164017800381,0.0727272727272727,0.264603481624758,0.126984126984127,0.138975155279503
"PI3K",-0.258176470588235,-0.225,-0.266176470588235,-0.224158783513405,-0.216958783513405,-0.353996983408748,-0.325628722592791,-0.124358974358974,-0.341176470588235,-0.138247863247863,-0.1,-0.3,-0.1,0.00476190476190476,-0.243076923076923,0.0333333333333333,-0.262483781059124,-0.257004329004329,-0.257004329004329,0.155555555555556,-0.430339105339105,0.0458587118316772,0.454466076788721,0.1,0.0075284554736377,-0.173749535488666,-0.159903381642512,-0.1,-0.0927307087170598,-0.189729499377069,-0.187873829273977,-0.173749535488666,-0.159903381642512,-0.155555555555556,-0.1,0.0987352516351007,-0.219333333333333,0.257004329004329,-0.0207696193231391,-0.0224089635854342,0.116724063855211,0.0393725463575784,0.0802631578947368,-0.075,-0.0928660049627792,-0.105769230769231,0.0542982456140351,0.2,0.116666666666667,0.3,0.369339774557166,0.329961215255333,0.20435542999361,0.271997608799617,0.309962833914053
"Wnt",-0.38,-0.3,-0.333333333333333,-0.246094215861658,-0.22051282051282,-0.27,-0.334672405547585,-0.127272727272727,-0.22,-0.132034632034632,0,-0.2,-0.1,0.0333333333333333,-0.260606060606061,0,-0.302529049897471,-0.266165413533835,-0.266165413533835,0.1,-0.553761755485893,0.0364655172413793,0.497317828733324,0,-0.050835487617549,-0.180263157894737,-0.175,-0.1,-0.136228813559322,-0.219572524025295,-0.201691729323308,-0.180263157894737,-0.175,0,0,0.103443328550933,-0.223636363636364,0.266165413533835,-0.0309803921568627,-0.0133333333333333,0.128181818181818,0.152352941176471,0.105882352941176,-0.1,-0.119047619047619,-0.0857142857142857,0.0544362745098039,0.1,0.1,0.1,0.408592132505176,0.326666666666667,0.207179487179487,0.371304347826087,0.419109311740891
"Frizzled",-0.371304347826087,-0.333333333333333,-0.38,-0.260112907450443,-0.246094215861658,-0.28875,-0.3495238906961,-0.132034632034632,-0.27,-0.148163664292697,-0.1,-0.22,-0.1,0.0133333333333333,-0.293939393939394,0.0333333333333333,-0.309615664070699,-0.302529049897471,-0.302529049897471,0.175,-0.5798223615465,0.0374118894811269,0.517211727937568,0,-0.0641222009042623,-0.201691729323308,-0.180263157894737,-0.1,-0.145435162765671,-0.222429666882438,-0.219572524025295,-0.201691729323308,-0.180263157894737,-0.175,-0.1,0.120275011719249,-0.246892177589852,0.302529049897471,-0.027276688453159,-0.0309803921568627,0.131306818181818,0.153305322128852,0.101120448179272,-0.0857142857142857,-0.105322128851541,-0.119047619047619,0.0534261734997029,0.1,0.127272727272727,0.2,0.430814354727398,0.358809523809524,0.230583742498636,0.389399585921325,0.442365125694379
"TCFLEF",-0.480249555559271,-0.471794871794872,-0.462492546213476,-0.287028752424546,-0.270011544011544,-0.313863481539498,-0.3948504784689,-0.237004608294931,-0.28668956849602,-0.237618105227446,-0.2,-0.260883116883117,-0.206666666666667,0.129686411149826,-0.222825118992784,0.102857142857143,-0.276370069045854,-0.27466179046504,-0.27466179046504,0.0775,-0.488824280132281,0.0333340178161097,0.521060974573077,0.0647058823529412,-0.228795937591224,-0.117838281354905,-0.0942357968828557,-0.0625,-0.25390499921121,-0.225496166231918,-0.217076922245664,-0.114671423963877,-0.0920299145299145,-0.0797058823529412,0,0.14026355661882,0.245520390720391,0.27466179046504,-0.128597975775676,-0.130638792102207,0.157380170030772,0.209452222053682,0.230495607333843,-0.0411127052446995,-0.0343965304026697,-0.0254264307348956,0.128768944650561,0.171428571428571,0.225714285714286,0.216883116883117,0.429397320485187,0.288446526151444,0.237656358042313,0.490845582049337,0.549297928970926
"Destcompl",-0.158135856883588,-0.148571428571429,-0.153399014778325,-0.250284043441938,-0.241746031746032,-0.265618100488249,-0.356041914453108,0.046553794408002,-0.250181858877511,0.0459735236149653,0.0555555555555556,-0.231262939958592,0.0590038314176245,-0.0270862470862471,-0.175735944168872,-0.021025641025641,-0.242098080507827,-0.237388504369679,-0.237388504369679,0.354674929332464,-0.616542879934367,0.16538100652915,0.535115454896737,0.334126984126984,-0.122593416433292,-0.377998282075901,-0.368536315471077,-0.334126984126984,-0.353973578178514,-0.388968056301337,-0.385143477005059,-0.378431148237936,-0.369102790028981,-0.354674929332464,-0.305555555555556,0.185180498656447,-0.426043555154719,0.237388504369679,0.023434037084172,0.0221682142993618,0.18356756346927,0.0103513782357534,0.164293827343101,-0.188585977281629,-0.198915331642525,-0.195107716412064,-0.227771937201031,0.166666666666667,-0.0532895457033388,0.20952380952381,0.437987722625141,0.404842982424986,0.221227661227661,0.162569354420534,0.26671545494583
"AXIN2",-0.18031560690484,-0.155416666666667,-0.171466049382716,-0.276995629169542,-0.261122613296526,-0.29048309178744,-0.388622377271561,0.0887362637362637,-0.267149758454106,0.0831624932444605,0.1,-0.236714975845411,0.0923076923076923,-0.0157723577235772,-0.198454672956777,-0.0133333333333333,-0.284649386650245,-0.274675633369405,-0.274675633369405,0.366201550387597,-0.656285376205285,0.211898251583815,0.684040044450806,0.326666666666667,-0.130858593506841,-0.41265568181245,-0.393787757284149,-0.326666666666667,-0.383795700160123,-0.435079439287879,-0.426043555154719,-0.413030659492351,-0.393787757284149,-0.366201550387597,-0.266666666666667,0.223291641598473,0.0232084679745368,0.274675633369405,0.0190659445750113,0.0204452549198389,0.217807586614346,0.00810866993422774,0.203666463208915,-0.219649122807018,-0.248317076474971,-0.23750626566416,-0.262927877058312,0.133333333333333,-0.0923076923076923,0.188888888888889,0.473609897105581,0.432333392414038,0.241459454238359,0.186586233967546,0.296299165315559
