"","PAK1","TGF","CDC42","ILK","FUS","Patched","HEY1","TrCP","SUFU","cfos","EGR1","TWIST1","SNAI1","cateninmemb","Ecadherin","RKIP","Frizzled","GLI","SRC","CD44","AXIN2","STAT","cateninnuc","TCFLEF","Destcompl","cMet","SNAI2","PI3K","DELTA","LIV1","FOXC2","ZEB1","GSK3","RAS","RAF","Wnt","DSH","NOTCHic","Csl","NOTCH","Jagged","miR200","ERK","MEK","IKK","NFB","SOSGRB2","AKT","Csn","SMO","SHH","TGFR","SMAD","ZEB2","KLF4"
"SNAI2",0.0274509803921569,0.0397512405185039,0.0322128851540616,0.0622401073105298,-0.06,-0.028547418967587,0.0603526220614828,0.1,0,-0.0843137254901961,-0.0666666666666667,0.0563338980602609,0.0908100257772014,0.136905784020751,0.103544592366343,0.078525641025641,0.0366233766233766,0.045345226438847,0.0366233766233766,0.0457707338852273,0.041374058116803,0.0509090909090909,0.0566883236912079,0.0591727957408974,0.103844379809623,0.066200841412109,-0.00445984713700441,-0.102427240518878,-0.102427240518878,0.06,0.0483510924286423,0.0925586322634781,0.0954602998285309,0.0987742724823481,0.102427240518878,-0.066200841412109,-0.0509090909090909,0.0184210526315789,0.0342105263157895,0.0353041695146958,0.035956908039665,0.0470640152945606,0.0784313725490196,0.0730259671436142,-0.108908045977011,-0.0916666666666667,0.0573360378634212,-0.102883949591469,-0.0666666666666667,0.0305882352941176,0.0384065738971645,-0.041614594555771,-0.0703740786023959,-0.0679400041955108,-0.0688461538461538
"TWIST1",0.122424242424242,0.11352608045739,0.118975966562173,0.093984893984894,0.155555555555556,0.126185692541857,0.0914322965170423,0,0.1,0.181739130434783,0.16,-0.0488666412407831,0.0285301103868151,-0.0664087595536633,-0.0710161657639046,0.0365445235010452,-0.0357142857142857,-0.0401353383458647,-0.0357142857142857,-0.041806740640373,-0.0399888820856563,-0.0523809523809524,-0.0528084692922271,-0.0566612582513991,-0.07413919797122,-0.0655015197568389,0.0102819291752971,0.084816797043236,0.084816797043236,-0.0666666666666667,0.0459592170769965,0.0478302864267777,-0.0787303368441266,-0.0789948792350168,-0.084816797043236,0.0641353383458647,0.0523809523809524,-0.0309401709401709,-0.0488888888888889,-0.0488646992420577,-0.0438033910981966,0.0502665688432379,-0.179107551487414,-0.173634914671494,-0.0232600732600733,-0.0423076923076923,-0.181722701402335,-0.0317346495312597,-0.05,-0.127555555555556,-0.135545298453187,-0.111475966562173,-0.0877142669221877,-0.0489612419436981,-0.0462163852407755
"TGF",0.08,-0.0656349206349206,0.0688888888888889,0.0706060606060606,0.113333333333333,0.0932183908045977,0.0669245647969052,0,0.133333333333333,0.280952380952381,0.266666666666667,-0.0568518518518518,-0.0890178003814368,-0.0439692239616711,-0.0605079104267405,-0.0974025974025974,-0.0142857142857143,-0.0225876010781671,-0.0333333333333333,-0.0416352201257862,-0.0294973544973545,0,-0.038764406728657,-0.0363720622310493,-0.105118407699856,-0.0133333333333333,-0.0402139941230573,0.24047619047619,0.24047619047619,0,-0.0602950310559006,-0.0249945681066963,-0.0921473612275961,-0.254761904761905,-0.24047619047619,-0.00571428571428572,0,0.00666666666666667,0.00666666666666667,0.0308045977011494,-0.114040255277369,0.0416274817136886,-0.26516290726817,-0.267385129490393,0.030952380952381,0.0166666666666667,-0.305263157894737,0.0572681704260652,-0.0333333333333333,-0.0966666666666667,-0.0775933908045977,-0.0450793650793651,-0.057702834799609,-0.0447236668746966,-0.0483600305110603
"TCFLEF",0.105128205128205,0.092294758324962,0.105128205128205,0.0908866104655578,-0.0166666666666667,0.00384024577572964,0.0708308434040664,0.114285714285714,0.0166666666666667,-0.0630313588850174,-0.0557142857142857,0.0961969452516826,-0.0170847144487312,-0.0991799688507622,-0.0525073799438499,0.0792046654727465,0.0187254901960784,-0.000608798703427865,0.0216666666666667,0.00149250120948234,-0.0241909645909646,0.0166666666666667,-0.0989084151708155,-0.0887709581261419,-0.222823033323105,0.0191025641025641,0.00925110611912684,0.0153740062909738,0.0153740062909738,0.0666666666666667,0.17939935203203,0.090622009569378,-0.230225023587973,-0.0257550838205401,-0.0153740062909738,-0.0161613876319759,-0.0137254901960784,-0.0131516021042563,-0.0209947393591583,-0.00883266522717992,0.0158460013463554,-0.0210695596237765,0.0544599303135888,0.0551402024224324,-0.0915173858399665,-0.101194805194805,0.0400196530016889,-0.0828217336660534,-0.105194805194805,-0.0119047619047619,-0.00445374270824498,-0.0985861490534388,-0.0849592682093437,-0.0363262449051923,-0.0368029029793736
"TGFR",-0.0688888888888889,0.0684718000675447,-0.0450793650793651,-0.057702834799609,-0.0966666666666667,-0.0775933908045977,-0.0579693409163082,-0.0333333333333333,-0.113333333333333,-0.26516290726817,-0.280952380952381,0.0564959799657308,0.102292136664623,0.0506666835459667,0.0560786088935208,0.0974025974025974,-0.00571428571428572,0.0167811494652639,0.0133333333333333,0.0363720622310493,0.017051002566024,0.0333333333333333,0.0448760099173195,0.038764406728657,0.107537762538566,0.0416352201257862,0.0471584385675017,-0.254761904761905,-0.254761904761905,0,0.0677186118419268,0.0238624926349981,0.0928808575601144,0.257685881370092,0.254761904761905,-0.0225876010781671,-0.0142857142857143,-0.0308045977011494,-0.00666666666666667,-0.0214520797155379,0.105344603103456,-0.0442667779013719,0.267385129490393,0.2605358144219,-0.0572681704260652,-0.030952380952381,0.284275503573749,-0.059593751821414,-0.0166666666666667,0.0932183908045977,0.0770284190531853,-0.0656349206349206,0.0509412689633101,0.0413274404596023,0.0447886019396317
"RAS",-0.06,-0.0688526499708794,-0.06,0.0186147186147186,0,0.0206666666666667,-0.0865612648221344,0.1,0.1,-0.12,-0.12,-0.0119476268412439,-0.0797738446411013,-0.0430084052559657,-0.00943764418371653,0.0274465408805031,-0.1,-0.11421568627451,-0.1,-0.116520650813517,-0.0934387351778656,-0.1,-0.116638323509093,-0.107289881582748,-0.177740800996615,-0.105882352941176,0.00173958632232393,0.0194871794871795,0.0194871794871795,0,0.0931746031746032,-0.0777356406480118,-0.119521963824289,-0.123333333333333,-0.0194871794871795,0.105882352941176,0.1,-0.155263157894737,-0.15,-0.157149950347567,-0.086461659767396,-0.0614461538461539,0.114736842105263,0.112776057791538,-0.106666666666667,-0.1,0.10995670995671,-0.106666666666667,-0.2,-0.0166666666666667,-0.0257514124293785,0.0658823529411765,-0.0145330859616574,0.0843262150220913,0.0853571428571429
"KLF4",-0.0590909090909091,-0.0828632668144863,-0.0630909090909091,-0.0813333333333333,0.0333333333333333,-0.00208333333333333,-0.0746371275783041,-0.1,0,0.0890909090909091,0.08,-0.0869019607843137,-0.130842758047807,-0.288140830488392,-0.304827949423526,-0.11559472273758,-0.0372549019607843,-0.0612725443024042,-0.0372549019607843,-0.0620071769860624,-0.0457707338852273,-0.0666666666666667,-0.0751468663616064,-0.0710372773205105,-0.161610226192517,-0.0767897856817145,-0.0657895581883228,0.150897435897436,0.150897435897436,-0.0333333333333333,-0.0428211332930026,-0.131764705882353,-0.146948434240439,-0.150897435897436,-0.150897435897436,0.0767897856817145,0.0666666666666667,0.00248803827751196,-0.0290909090909091,-0.0150377349183643,-0.042395166053337,-0.043996743996744,-0.0890909090909091,-0.0777507029053421,0.153333333333333,0.12,-0.0572327044025157,0.153333333333333,0.1,-0.0166666666666667,-0.0118951612903226,0.0804242424242424,0.0987246376811594,0.0856914344685243,0.0888888888888889
"HEY1",-0.0590909090909091,-0.0828632668144863,-0.0630909090909091,-0.0813333333333333,0.0333333333333333,-0.00208333333333333,-0.0746371275783041,-0.1,0,0.0890909090909091,0.08,-0.0869019607843137,-0.130842758047807,-0.288140830488392,-0.304827949423526,-0.11559472273758,-0.0372549019607843,-0.0612725443024042,-0.0372549019607843,-0.0620071769860624,-0.0457707338852273,-0.0666666666666667,-0.0751468663616064,-0.0710372773205105,-0.161610226192517,-0.0767897856817145,-0.0657895581883228,0.150897435897436,0.150897435897436,-0.0333333333333333,-0.0428211332930026,-0.131764705882353,-0.146948434240439,-0.150897435897436,-0.150897435897436,0.0767897856817145,0.0666666666666667,0.00248803827751196,-0.0290909090909091,-0.0150377349183643,-0.042395166053337,-0.043996743996744,-0.0890909090909091,-0.0777507029053421,0.153333333333333,0.12,-0.0572327044025157,0.153333333333333,0.1,-0.0166666666666667,-0.0118951612903226,0.0804242424242424,0.0987246376811594,0.0856914344685243,0.0888888888888889
"miR200",0.0125,0.0140275877792978,0.0105392156862745,0.00475254015077024,-0.0075,-0.0103691983122363,0.00347457627118644,0,-0.02,-0.00428571428571428,-0.0142857142857143,0.0888602399645344,0.0177006327006327,0.100395913603472,0.0230103632444465,0.0164603771451189,0.024,0.0262287571583346,0.0243478260869565,0.0268482217191768,0.0333186188572317,0.02,0.0234355233064784,0.0201021899731451,0.0806689578738423,0.0144886711573791,0.0645543242938758,-0.0875277458859548,-0.0875277458859548,0,-0.00131066765213106,0.109135304659498,0.0110407744780181,0.0912683942650072,0.0875277458859548,-0.0141408450704225,-0.02,-0.012512315270936,-0.012512315270936,-0.0198569480392975,-0.00288335331255494,0.00516256577593556,0.00883116883116883,0.00815089672232529,-0.017593984962406,-0.0147368421052632,-0.00196969696969697,-0.0232543623208966,-0.02,0.0141666666666667,0.00819528526875802,-0.0105392156862745,-0.00569297902224359,0.0947132616487455,0.0951863354037267
"SMAD",-0.235714285714286,-0.222457783044502,-0.228672032193159,-0.238289746782897,-0.245833333333333,-0.238585626911315,-0.198968450402578,-0.2,-0.233333333333333,-0.266820276497696,-0.257142857142857,-0.107794849761712,-0.0869379258734097,0.011348581391299,0.00555226919349343,-0.0433989288827999,-0.000793650793650791,-0.00800173048374487,0.0192063492063492,0.0141938714879891,0.00852893035998395,-0.00857142857142857,0.0188558338508089,0.0221992988964016,0.0856903500543788,0.0152847805788982,-0.0572891147925564,-0.198221214011607,-0.198221214011607,0.02,-0.00287616465347225,-0.0993896658780858,0.200134553555606,0.198879108748449,0.198221214011607,0.00656288156288156,0.0285714285714286,0.19264367816092,0.18,0.18311986863711,0.227873621002653,0.00791255549404626,0.266820276497696,0.269704891882311,0.1765639589169,0.174603174603175,0.249844720496894,0.163230625583567,0.188888888888889,0.235833333333333,0.233009418732876,0.229230691411036,0.136861175354326,0.0978523169545257,0.107478412323698
"SHH",0,-0.173333333333333,-0.0333333333333333,-0.0666666666666667,0,0.0666666666666667,-0.0666666666666667,0,0,-0.1,0,-0.225,-0.266666666666667,-0.193691756272401,-0.109444444444444,-0.22,-0.2,-0.3,-0.1,-0.2,-0.0761904761904762,-0.1,-0.216666666666667,-0.166666666666667,-0.286493506493506,-0.1,-0.0538697318007663,0.25,0.25,0,0.1,-0.25,-0.238461538461538,-0.273076923076923,-0.25,0.2,0.2,0,-0.1,0.0333333333333333,-0.122857142857143,-0.0333333333333333,0,0.02,0.1,0,-0.05,0.15,0,-0.1,-0.146666666666667,0.133333333333333,0.1,0.1,0.1
"cateninmemb",-0.0630909090909091,-0.0888307170857341,-0.0804242424242424,-0.0987246376811594,0.0166666666666667,0.0118951612903226,-0.0914156510682369,-0.1,0.0333333333333333,0.0890909090909091,0.0890909090909091,-0.0993786833169022,-0.131792125136415,0.0570294692672855,0.105572287102828,-0.130201464310614,-0.0767897856817145,-0.0706058776357375,-0.0767897856817145,-0.0710372773205105,-0.0591727957408974,-0.0372549019607843,-0.0709451856893375,-0.0751468663616064,-0.166270058438556,-0.0620071769860624,-0.0605517496392559,0.150897435897436,0.150897435897436,-0.0666666666666667,-0.0284046573204626,-0.134134374128798,-0.150038941966708,-0.154528720813637,-0.150897435897436,0.0612725443024042,0.0372549019607843,-0.0150377349183643,0.00248803827751196,-0.00202658250200745,-0.0430816649091722,-0.0538663901792393,-0.0777507029053421,-0.0836330558465186,0.153333333333333,0.153333333333333,-0.0598642833498842,0.165021645021645,0.12,0.00208333333333333,0.00464027178054356,0.0828632668144863,0.0984825069305541,0.101805178544354,0.0787623066104079
"IKK",-0.35,-0.409894949494949,-0.372222222222222,-0.274305555555556,-0.2,-0.198518518518519,-0.260887512899897,-0.2,-0.1,-0.121428571428571,-0.05,-0.253660130718954,-0.285022618037885,-0.0113006732559805,-0.051214639374636,-0.25063752276867,0.0111111111111111,-0.0273504273504274,0.0111111111111111,-0.0273504273504274,0.00976190476190476,0,-0.0238819298892245,-0.00531652904534261,-0.22604214364584,0.0111111111111111,-0.0501951830960695,0.135148215366001,0.135148215366001,0.1,-0.0119480519480519,-0.224290726817043,-0.27525641025641,-0.152049623816705,-0.135148215366001,-0.0111111111111111,0,0.224242424242424,0.190909090909091,0.232178932178932,0.10950328022493,-0.022530657748049,0.125428571428571,0.140984126984127,0.292857142857143,0.342857142857143,0.275840336134454,0.306370656370656,0.3,0.18,0.208863346104725,0.399494949494949,0.293117436743674,0.127578947368421,0.133333333333333
"NFB",-0.372222222222222,-0.41116077227976,-0.399494949494949,-0.293117436743674,-0.18,-0.208863346104725,-0.27874465575704,-0.3,-0.2,-0.125428571428571,-0.121428571428571,-0.242549019607843,-0.304474672832406,-0.0206987725168042,-0.0483253937887612,-0.25063752276867,0.0111111111111111,-0.00600211274368578,0.0111111111111111,-0.00531652904534261,0.0303292806484296,0.0111111111111111,-0.0225485965558911,-0.0238819298892245,-0.233517226702319,-0.0273504273504274,-0.0666585977302158,0.152049623816705,0.152049623816705,0,-0.0227050240596057,-0.217777316855357,-0.272119155354449,-0.147074499438596,-0.152049623816705,0.0273504273504274,-0.0111111111111111,0.232178932178932,0.224242424242424,0.218630545082158,0.130366589577448,-0.0216243133371729,0.140984126984127,0.146866479925303,0.306370656370656,0.292857142857143,0.28952454666077,0.310815100815101,0.342857142857143,0.198518518518519,0.2052488882734,0.409894949494949,0.298693644922113,0.134858640855011,0.125641025641026
"SMO",-0.133333333333333,-0.211621621621622,-0.173333333333333,-0.14,0.0666666666666667,0.146666666666667,-0.138461538461538,0,0.1,-0.02,0,-0.260947712418301,-0.308602150537634,-0.213972230921808,-0.136808038468734,-0.281904761904762,-0.3,-0.3125,-0.2,-0.216666666666667,-0.0846544260337364,-0.1,-0.211688201085237,-0.207928802588997,-0.317322367554926,-0.166666666666667,-0.0742506841817187,0.266826923076923,0.266826923076923,-0.1,0.107586206896552,-0.26864406779661,-0.254966392830471,-0.287757155635063,-0.266826923076923,0.2625,0.2,0.0242424242424242,0.0333333333333333,0.0542424242424242,-0.107380952380952,-0.0375828812537673,0.0276923076923077,0.0307226107226107,0.192857142857143,0.15,-0.0447368421052632,0.220857142857143,0.1,-0.146666666666667,-0.107777777777778,0.19,0.151111111111111,0.142090395480226,0.105555555555556
"ILK",-0.225,-0.290606886657102,-0.254411764705882,-0.189347739095638,-0.1,-0.107692307692308,-0.173278848417583,0,-0.1,-0.0333333333333333,-0.0333333333333333,-0.217530461935309,-0.338860708534622,-0.204177630279941,-0.179231306835361,-0.29912734324499,-0.211111111111111,-0.245626161278335,-0.211111111111111,-0.245626161278335,-0.147047619047619,-0.2,-0.267577352378574,-0.262010342069296,-0.467415205045339,-0.25024154589372,-0.0935933428097607,0.327463203463203,0.327463203463203,-0.1,0.186819976771196,-0.232692033042829,-0.357431457431457,-0.335682381545395,-0.327463203463203,0.25024154589372,0.2,0.165384615384615,0.15,0.165384615384615,0.0141228070175439,-0.0268823592594084,0.0392156862745098,0.0408550305368049,0.162745098039216,0.133333333333333,0.117692307692308,0.185822021116139,0.1,0.1,0.107692307692308,0.278411764705882,0.204547739095638,0.144780174302546,0.134649122807018
"PAK1",-0.347619047619048,-0.34561150838875,-0.341736694677871,-0.192780337941628,-0.169047619047619,-0.168012175001422,-0.181798806479113,-0.133333333333333,-0.119047619047619,-0.301739130434783,-0.28,-0.210550912855261,-0.220750066927524,-0.142175802071799,-0.153664680400859,-0.136229957887416,-0.0840740740740741,-0.100851994484857,-0.0840740740740741,-0.0979354602126879,-0.0794714502586981,-0.11,-0.0916289468027262,-0.0834910157682435,-0.0911015262915241,-0.0840740740740741,-0.0871806274356399,-0.0544848291620171,-0.0544848291620171,-0.05,0.0578227590447449,-0.163606739769318,0.043909632034632,0.0508484655256535,0.0544848291620171,0.0867056530214425,0.11,0.113589743589744,0.0935897435897436,0.109194139194139,0.119292774369461,0.00466967589989387,0.300044215180545,0.308044215180545,0.149122807017544,0.133333333333333,0.297799779977998,0.141715399610136,0.133333333333333,0.15937019969278,0.164012175001422,0.347797300738477,0.196006144393241,0.151335432714332,0.160650013010669
"EGR1",-0.347619047619048,-0.34561150838875,-0.341736694677871,-0.192780337941628,-0.169047619047619,-0.168012175001422,-0.181798806479113,-0.133333333333333,-0.119047619047619,-0.301739130434783,-0.28,-0.210550912855261,-0.220750066927524,-0.142175802071799,-0.153664680400859,-0.136229957887416,-0.0840740740740741,-0.100851994484857,-0.0840740740740741,-0.0979354602126879,-0.0794714502586981,-0.11,-0.0916289468027262,-0.0834910157682435,-0.0911015262915241,-0.0840740740740741,-0.0871806274356399,-0.0544848291620171,-0.0544848291620171,-0.05,0.0578227590447449,-0.163606739769318,0.043909632034632,0.0508484655256535,0.0544848291620171,0.0867056530214425,0.11,0.113589743589744,0.0935897435897436,0.109194139194139,0.119292774369461,0.00466967589989387,0.300044215180545,0.308044215180545,0.149122807017544,0.133333333333333,0.297799779977998,0.141715399610136,0.133333333333333,0.15937019969278,0.164012175001422,0.347797300738477,0.196006144393241,0.151335432714332,0.160650013010669
"AXIN2",-0.178333333333333,-0.218562744671714,-0.194382716049383,-0.179687140556706,0.0576923076923077,0.0356684981684982,-0.172320726986041,-0.133333333333333,0.05,0.0108943089430894,0.0133333333333333,-0.221802995291839,-0.268009581175474,-0.208955705214389,-0.135238128217177,-0.24394048603726,-0.164341085271318,-0.188316361784005,-0.164341085271318,-0.188625867170589,-0.136811476790664,-0.166666666666667,-0.201340991279238,-0.196714964474223,-0.28276664572805,-0.190203154236835,-0.136608378260346,0.248404719598491,0.248404719598491,-0.133333333333333,0.084658534283827,-0.211323828268395,-0.255091298480314,-0.253391596238911,-0.248404719598491,0.190203154236835,0.166666666666667,0.0578571428571429,0.04,0.0558301158301158,-0.107156439330352,-0.0715162263813421,-0.0099597295038371,-0.00375283295211296,0.238164251207729,0.210628019323672,0.0310014591922025,0.251497584541063,0.188888888888889,-0.0481684981684982,-0.0373078424307932,0.210311919589206,0.192385553255118,0.160989507665385,0.152446309044598
"cfos",-0.342857142857143,-0.347797300738477,-0.347619047619048,-0.197619047619048,-0.119047619047619,-0.15937019969278,-0.18768115942029,-0.1,-0.133333333333333,-0.28,-0.16,-0.207290043290043,-0.225284673132774,-0.1429084028044,-0.158024541992555,-0.147832167832168,-0.11,-0.0867056530214425,-0.11,-0.0840740740740741,-0.0756978653530378,-0.05,-0.0834910157682435,-0.0979354602126879,-0.0968158120058098,-0.0840740740740741,-0.0933289095332891,-0.0471677559912854,-0.0471677559912854,-0.1,0.0667882762861242,-0.163928283177678,0.0475459956709957,0.0544848291620171,0.0471677559912854,0.0840740740740741,0.05,0.0935897435897436,0.116666666666667,0.113589743589744,0.129722222222222,-0.00395976572447161,0.301739130434783,0.300044215180545,0.133333333333333,0.133333333333333,0.288888888888889,0.149122807017544,0.133333333333333,0.169047619047619,0.168012175001422,0.341736694677871,0.192780337941628,0.161303278373496,0.149174603174603
"CDC42",-0.242857142857143,-0.347797300738477,-0.347619047619048,-0.197619047619048,-0.119047619047619,-0.15937019969278,-0.18768115942029,-0.1,-0.133333333333333,-0.28,-0.26,-0.207290043290043,-0.225284673132774,-0.1429084028044,-0.158024541992555,-0.147832167832168,-0.11,-0.0867056530214425,-0.11,-0.0840740740740741,-0.0756978653530378,-0.05,-0.0834910157682435,-0.0979354602126879,-0.0968158120058098,-0.0840740740740741,-0.0933289095332891,-0.0471677559912854,-0.0471677559912854,-0.1,0.0667882762861242,-0.163928283177678,0.0475459956709957,0.0544848291620171,0.0471677559912854,0.0840740740740741,0.05,0.0935897435897436,0.116666666666667,0.113589743589744,0.129722222222222,-0.00395976572447161,0.301739130434783,0.300044215180545,0.133333333333333,0.133333333333333,0.288888888888889,0.149122807017544,0.133333333333333,0.169047619047619,0.168012175001422,0.341736694677871,0.192780337941628,0.161303278373496,0.149174603174603
"RKIP",-0.3,-0.374054294615042,-0.333333333333333,-0.264933675652546,-0.166666666666667,-0.206666666666667,-0.236236933797909,-0.2,-0.1,0.03,0.08,-0.378603683897802,-0.398049508826555,-0.184214803038332,-0.16808685717783,-0.392787114845938,-0.1,-0.146923076923077,-0.1,-0.142712550607287,-0.10491092358181,-0.1,-0.145580929048185,-0.133621641516378,-0.371540672017936,-0.115789473684211,-0.153024421518914,0.234090909090909,0.234090909090909,0,0.0718685529030357,-0.210264945002391,-0.274152876280536,-0.24520202020202,-0.234090909090909,0.12,0.1,0.260606060606061,0.233333333333333,0.264452214452214,0.153458242380144,-0.0259416581663181,-0.0127586206896552,0.00213499633162142,0.308928571428571,0.271428571428571,0.081968253968254,0.324080086580087,0.2,0.186666666666667,0.214863387978142,0.361904761904762,0.281765358820863,0.180940219990435,0.174940219990435
"Frizzled",-0.366666666666667,-0.461863354037267,-0.413333333333333,-0.246094215861658,-0.1,-0.142424242424242,-0.2263284233497,-0.1,-0.1,-0.0533333333333333,-0.0333333333333333,-0.392983193277311,-0.44951690821256,-0.224109496906107,-0.192483912625533,-0.357619047619048,-0.2,-0.261278195488722,-0.2,-0.261278195488722,-0.149978858350951,-0.2,-0.292864445882919,-0.280483493501967,-0.523413968468133,-0.268421052631579,-0.159211628412923,0.405536568694463,0.405536568694463,-0.1,0.108880519725073,-0.290709357879834,-0.491415882967607,-0.415772789166904,-0.405536568694463,0.268421052631579,0.1,0.189285714285714,0.164285714285714,0.187324929971989,0.0273819073083779,-0.0300126262626263,0.0592156862745098,0.0703267973856209,0.2975,0.26,0.187878787878788,0.335,0.2,0.109090909090909,0.13919843597263,0.443768115942029,0.267589542964461,0.186720551538655,0.174789915966387
"Csn",-0.420454545454545,-0.468612141904095,-0.442842605156038,-0.241875,-0.114285714285714,-0.148303309593632,-0.225290697674419,-0.3,-0.114285714285714,-0.125757575757576,-0.116666666666667,-0.384751441483559,-0.417198440024757,-0.196544378333249,-0.191402478325659,-0.343016722554149,-0.248850574712644,-0.250008043013796,-0.248850574712644,-0.24848645155334,-0.167395636606862,-0.183333333333333,-0.255515355656837,-0.261348187887745,-0.50143721145473,-0.235597562664451,-0.138789978134046,0.37094700895987,0.37094700895987,-0.2,0.135099335669166,-0.252511166253102,-0.454710186315947,-0.375745473451233,-0.37094700895987,0.235597562664451,0.183333333333333,0.188888888888889,0.197979797979798,0.210042735042735,0.0668598059834181,-0.0250150942692702,0.14004329004329,0.14004329004329,0.3,0.275,0.226332295630116,0.3264,0.25,0.153679653679654,0.16223773582314,0.453099015412448,0.24881587403599,0.1928105872622,0.171595202183437
"ZEB2",-0.232467532467532,-0.225039510753796,-0.223376623376623,-0.223269101790229,-0.214285714285714,-0.211428571428571,-0.20475975637266,-0.2,-0.2,-0.174122807017544,-0.158333333333333,-0.151692795282649,-0.12787945955193,-0.107931292781963,-0.10393800170516,-0.0988566827697262,-0.0906060606060606,-0.0838547079831484,-0.0833333333333333,-0.0752436647173489,-0.071474060813149,-0.07,-0.069035506678205,-0.0689056365483348,-0.063397529524337,-0.062280701754386,-0.0535791569257892,-0.0516883116883117,-0.0516883116883117,-0.05,-0.000675990675990676,0.00233051128543608,0.0422545981358138,0.0510459134013738,0.0516883116883117,0.0700932400932401,0.0772727272727273,0.134358974358974,0.141025641025641,0.146927280369903,0.151912831762692,0.163333860929794,0.174122807017544,0.175342319212666,0.196388888888889,0.198611111111111,0.199468864468864,0.202930944963655,0.211111111111111,0.211428571428571,0.214155844155844,0.221335807050093,0.222659345692668,0.228245008092007,0.329689160444484
