"","TGFR","CDC42","PAK1","RKIP","SNAI1","GSK3","ERK","SUFU","HEY1","FUS","SHH","Patched","ILK","SMAD","IKK","AKT","Destcompl","RAS","RAF","PI3K","DELTA","ZEB2","cateninmemb","Ecadherin","FOXC2","AXIN2","Wnt","Frizzled","DSH","GLI","cateninnuc","KLF4","miR200","SNAI2","CD44","TCFLEF","STAT","SRC","LIV1","cMet","SOSGRB2","NFB","SMO","NOTCH","NOTCHic","Csl","Jagged","TrCP","TWIST1","Csn","cfos","MEK","EGR1","ZEB1","TGF"
"RKIP",0.158095238095238,0.153333333333333,0.133333333333333,0.297689075630252,0.125964183941951,0.30397951142632,0.183448275862069,0.1,0.10267131242741,0.1,0.103475409836066,0.092,0.0898267008985879,0.0888366018886869,0.0857142857142857,0.0402597402597403,0.269605891136943,0.182348207348207,0.181493506493507,0.181493506493507,0.181493506493507,0.0974347202295552,0.0676044111338229,0.0759973420122119,0.107500736811082,-0.0523792780121894,-0.0433333333333333,-0.0333333333333333,0,-0.0471794871794872,-0.0507482807804222,-0.101434720229555,-0.0324432186213669,0.0664119601328904,0.0529689608636977,0.0438780517727886,0,0.0333333333333333,0,0.0491228070175439,-0.00882539682539682,-0.0857142857142857,-0.12,-0.0451825951825952,-0.0797979797979798,-0.0888888888888889,-0.0716468590831918,-0.1,-0.0321449792038027,-0.1,-0.18,-0.177065297138665,-0.13,-0.0973955045432807,-0.151553182020472
"Patched",0.38,0.4,0.3,0.248571428571429,0.226344086021505,0.296703296703297,0.22,0,-0.0384615384615385,-0.1,-0.223333333333333,-0.173333333333333,-0.05,-0.03,0.05,0.00714285714285715,0.27952047952048,0.129807692307692,0.0923076923076923,0.0923076923076923,0.0923076923076923,0.1,0.121433691756272,0.0840453074433657,0.1,0.171861471861472,0.15,0.1,0.2,0.125,0.0181877022653722,-0.0888888888888889,-0.0238095238095238,-0.0272490421455939,-0.03,-0.0133333333333333,-0.1,0,-0.1,-0.05,-0.183333333333333,-0.1,0.133333333333333,-0.124242424242424,-0.133333333333333,-0.2,-0.0495238095238095,0,-0.121296296296296,0,-0.2,-0.212307692307692,-0.1,-0.216666666666667,-0.405
"ERK",0.148633473991275,0.151553182020472,0.158095238095238,0.298726313571903,0.127299654027421,0.299625640587436,0.0720652971386647,0.12,0.09914664596759,0.092,0.10026427030779,0.104129004607307,0.0877295908185763,0.0849940285085459,0.039083269671505,0.0381658384788444,0.266381413599162,0.183731202790609,0.180760905760906,0.180760905760906,0.180760905760906,0.100779302156814,0.0653814659052906,0.0752287880080211,0.109223998534343,-0.0530912094558282,-0.0380885780885781,-0.0471794871794872,-0.0433333333333333,-0.0448554953818112,-0.0484545488514672,-0.101389120594352,-0.0358487913767849,0.0633577629977497,0.0507482807804222,0.0501906599625783,0.0491228070175439,0.0529689608636977,0.0333333333333333,0.0438780517727886,-0.0122989674834335,-0.0402597402597403,-0.103475409836066,-0.0460399055734397,-0.0429928141606974,-0.0451825951825952,-0.0720468195809205,-0.0857142857142857,-0.0334394775856798,-0.0857142857142857,-0.177065297138665,-0.0734580547988318,-0.183448275862069,-0.0954744946695149,-0.152479627837429
"AKT",0.286565279770445,0.293882352941176,0.305882352941176,0.207671229026728,0.203928117394937,0.193472939843908,0.0420259907241585,0.05,-0.0323366938180888,0,0.00415429599640126,0.0104700854700855,-0.0252251300520208,-0.0248884297153205,-0.0822021116138763,-0.187252616664381,0.231698765538984,0.267268434706626,0.265581687718674,0.265581687718674,0.265581687718674,0.102319536438196,-0.0143547035745774,0.0854987469175087,0.106668745033315,-0.162812790097989,-0.110308435525827,-0.124154589371981,-0.111111111111111,-0.116453686922475,-0.112513608534425,-0.103660593792173,-0.0139755934596822,-0.0556015823126935,0.116523124791364,0.114667454688271,0.111111111111111,0.124154589371981,0.1,0.110308435525827,-0.237863247863248,0.0745098039215686,-0.00769230769230769,0.188007625733826,0.190446650124069,0.180769230769231,0.0527936563262461,0.0333333333333333,-0.0921013459996112,0.0333333333333333,-0.0535014005602241,-0.0407601679393484,-0.0476190476190476,-0.173841446754265,-0.290492772217575
"GLI",0.294906744740837,0.287988505747126,0.298333333333333,0.171704518586346,0.123633281040625,0.207356894265089,0.28461038961039,-0.171428571428571,-0.0612401605185985,-0.146428571428571,-0.14279470722662,-0.143206229860365,-0.0551763621478339,-0.056257443228915,-0.10671917889963,-0.09578167889963,0.114243129629451,0.183509667225629,0.182915607819689,0.182915607819689,0.182915607819689,0.10276113671275,0.0801829458428899,0.0738385102990991,-0.00309404024767802,0.0633484299516908,0.131992409867173,0.14258064516129,0.12,0.0307158141224918,0.0416723272914071,-0.101269841269841,-0.00304256115401626,-0.0320191519339655,-0.0411004096692802,-0.0407757343446049,-0.03,-0.0525806451612903,-0.05,-0.0428245476003147,-0.0625931885223921,0.104678362573099,0.141165413533835,0.0740637236326891,0.076920866489832,0.084420866489832,0.0413211772112921,0.0333333333333333,-0.1025326663527,0.0888888888888889,-0.280714285714286,-0.289582765300997,-0.305714285714286,-0.10607825567503,-0.293259685917308
"cateninnuc",0.202502210433245,0.203076923076923,0.2,0.222031738319579,0.209383894530077,0.277101029257725,0.109362196538861,-0.0333333333333333,-0.0013408821475981,-0.0133333333333333,-0.0126316445640583,-0.0180782676577402,-0.0179220779220779,-0.0188770574582307,-0.133151515151515,-0.136276515151515,0.275623825264949,0.135758485758486,0.136936936936937,0.136936936936937,0.136936936936937,0.103201023858587,0.102706842016198,0.097993108865171,0.0110602621422294,0.136512100489193,-0.000686562791982687,0.00474821981671296,0.00885780885780886,0.0016849787099936,-0.0979311255965083,-0.129132828421085,-0.0237934685505824,-0.0277312780070728,-0.00262937545546241,-0.00270405805441685,-0.00885780885780886,-0.00608003108003108,-0.0242424242424242,-0.000645248471335425,-0.0592872644363819,0.115151515151515,0.0149726775956284,-0.0319899096071741,-0.0360808186980832,-0.0477087256748274,-0.00287867113781315,0.1,-0.137768566704215,0.1,-0.110628019323672,-0.109362196538861,-0.121739130434783,-0.174915017606178,-0.198572079428878
"GSK3",0.288187648336111,0.285051759834369,0.293623188405797,0.211573777100093,0.217495626494615,0.201182939449355,0.0258489360656543,0.00454545454545455,-0.0316585578762371,0.0188311688311688,0.0179092663562546,0.0140815151600823,-0.0196416006686949,-0.0191918255562511,-0.209080459770115,-0.206516357206012,0.248236144395512,0.340190659393019,0.343552003930834,0.343552003930834,0.343552003930834,0.105013533121393,-0.0510700626539627,0.0348205360016383,0.117754713666586,-0.18192574056362,-0.133693301882156,-0.126503759398496,-0.140789473684211,-0.130863113202911,-0.12964192166992,-0.102621402818891,-0.0107557402868071,-0.0673070959959639,0.131407575229464,0.12918139535413,0.140789473684211,0.126503759398496,0.125,0.133788527610417,-0.223339005483078,0.203333333333333,-0.0220569752827817,0.210545337015925,0.209246635717224,0.211344537815126,0.0577008662165606,0.153333333333333,-0.0913130461000157,0.190833333333333,-0.0281045751633987,-0.026985299702018,-0.0392156862745098,-0.181512531658262,-0.284085084233547
"SUFU",0.401233467510063,0.402297297297297,0.405,0.266061668653716,0.23177050846281,0.299590984909164,0.218577284784181,-0.173333333333333,-0.0301051314671011,-0.223333333333333,-0.202803712803713,-0.20010101010101,-0.0398719918074757,-0.038255363631956,-0.0282417582417582,-0.0409934360941072,0.282299986839829,0.14753637790621,0.142156631070767,0.142156631070767,0.142156631070767,0.105023210206965,0.115428104547464,0.0841967820447474,0.108933903167262,0.151286981589044,0.112179487179487,0.108333333333333,0.125,0.105116290153465,0.0121848514683028,-0.11763876618348,-0.0195697233295464,-0.0267413345931782,-0.0114207849721391,-0.0122360023634434,-0.03,-0.0133333333333333,-0.05,-0.0181877022653722,-0.174150410992516,0.0128571428571429,0.201111111111111,-0.0827777777777778,-0.0883333333333334,-0.104242424242424,-0.0409642574369415,-0.05,-0.117912522535267,-0.00714285714285715,-0.233519813519813,-0.219002816699075,-0.212307692307692,-0.227242544025551,-0.403008615439057
"ILK",0.293882352941176,0.305882352941176,0.3,0.209534583063995,0.204178743961353,0.197101972101972,0.0535014005602241,0,-0.0300810547203444,0.05,0.0104700854700855,0.00769230769230769,-0.0228251300520208,-0.0252251300520208,-0.0745098039215686,-0.0822021116138763,0.232443182412433,0.265581687718674,0.273800865800866,0.273800865800866,0.273800865800866,0.105744193972443,-0.015883755562345,0.0865593529781147,0.111180023228804,-0.160285714285714,-0.124154589371981,-0.111111111111111,-0.1,-0.110308435525827,-0.114667454688271,-0.10109649122807,-0.0150451121762597,-0.0573101250262613,0.110308435525827,0.116523124791364,0.1,0.111111111111111,0.1,0.124154589371981,-0.242307692307692,0.0333333333333333,0,0.190446650124069,0.180769230769231,0.15,0.0481578947368421,0,-0.0966885019629139,0.0333333333333333,-0.0476190476190476,-0.0420259907241585,-0.0333333333333333,-0.173156515247415,-0.286565279770445
"DSH",0.285051759834369,0.293623188405797,0.306666666666667,0.214330669330669,0.21959972394755,0.303346001013414,0.0281045751633987,0.05,-0.0306204955925001,0.00454545454545455,0.0140815151600823,0.0220569752827817,-0.0215283931215251,-0.0196416006686949,-0.203333333333333,-0.209080459770115,0.248905394131334,0.343552003930834,0.341030995527473,0.341030995527473,0.341030995527473,0.105756475171913,-0.051246897313556,0.033733937384582,0.116000327701674,-0.182077947565142,-0.126503759398496,-0.140789473684211,-0.125,-0.133693301882156,-0.12918139535413,-0.104911479154769,-0.0104040404040404,-0.0677385023807784,0.133788527610417,0.131407575229464,0.125,0.140789473684211,0.1,0.126503759398496,-0.228455284552846,0.190833333333333,-0.0188311688311688,0.209246635717224,0.211344537815126,0.197619047619048,0.0598906472384585,0.133333333333333,-0.0914410870731271,0.153333333333333,-0.0392156862745098,-0.0258489360656543,-0.0333333333333333,-0.182255473708783,-0.288187648336111
"FUS",0.402297297297297,0.405,0.38,0.264837178857797,0.231600150711532,0.300619262544125,0.233519813519813,-0.133333333333333,-0.0276954929128842,-0.173333333333333,-0.20010101010101,-0.201111111111111,-0.0379365079365079,-0.0398719918074757,-0.0128571428571429,-0.0282417582417582,0.282565802895119,0.142156631070767,0.146086762075134,0.146086762075134,0.146086762075134,0.105989393781845,0.116246658435595,0.0856385946091141,0.112159709618875,0.156205014375929,0.108333333333333,0.125,0.15,0.112179487179487,0.0122360023634434,-0.112249544626594,-0.0225437010247137,-0.0285211632022751,-0.0181877022653722,-0.0114207849721391,-0.05,-0.03,0,-0.0133333333333333,-0.176248313090418,-0.00714285714285715,0.223333333333333,-0.0883333333333334,-0.104242424242424,-0.124242424242424,-0.045952380952381,-0.1,-0.123067161710525,-0.05,-0.212307692307692,-0.218577284784181,-0.22,-0.22820872760043,-0.401233467510063
"SNAI1",0.224781358146835,0.226967150496562,0.21484593837535,0.172905802212305,0.0244566547400804,0.0975576968411127,0.226622451486121,-0.0214285714285714,-0.0329251865663807,-0.0117511520737327,-0.0180564379421254,-0.0178622631848438,-0.0298617511520737,-0.029984752382086,-0.0324074074074074,-0.0393518518518518,0.0902175693382835,0.0458203386697425,0.049104410919332,0.049104410919332,0.049104410919332,0.106817832306046,0.0806799668614002,0.0709086318532466,0.00374473711330595,0.0690210158525058,0.0487120239623449,0.0501754385964912,0.0633333333333333,0.0503573621707544,0.0496562544118367,-0.108300077091252,-0.00119810749526876,-0.0323363354904954,-0.0504322143926104,-0.0496046281857139,-0.0633333333333333,-0.0498198198198198,-0.03,-0.0478396218000178,-0.0679873175996845,0.0416666666666667,0.0228622631848438,0.0141287284144427,0.00923076923076923,0.00923076923076923,0.00814080105457315,0.0166666666666667,-0.115838183555575,0.0416666666666667,-0.219955784819455,-0.220792855073565,-0.218260869565217,-0.10956325815826,-0.223974906533932
"Frizzled",0.293623188405797,0.306666666666667,0.3,0.216428571428571,0.221048999309869,0.308218390804598,0.0392156862745098,0,-0.0253573376977632,0.05,0.0220569752827817,0.0188311688311688,-0.0168554959252634,-0.0215283931215251,-0.190833333333333,-0.203333333333333,0.25024127199393,0.341030995527473,0.349692412850308,0.349692412850308,0.349692412850308,0.107331278321519,-0.0523069679849341,0.0355776599482343,0.119896431597778,-0.178280479210712,-0.140789473684211,-0.125,0,-0.126503759398496,-0.131407575229464,-0.105882352941176,-0.0104040404040404,-0.0706488632655281,0.126503759398496,0.133788527610417,0.1,0.125,0.1,0.140789473684211,-0.233333333333333,0.153333333333333,-0.00454545454545455,0.211344537815126,0.197619047619048,0.164285714285714,0.0536890968508616,0.1,-0.0971148459383753,0.133333333333333,-0.0333333333333333,-0.0281045751633987,-0.0333333333333333,-0.183830276858389,-0.285051759834369
"cfos",0.21484593837535,0.228571428571429,0.242857142857143,0.171398601398601,0.127194914789852,0.0973944805194805,0.218260869565217,0.0333333333333333,-0.0255372313843078,-0.0380952380952381,-0.0228622631848438,-0.0117511520737327,-0.0285714285714286,-0.0285714285714286,-0.0416666666666667,-0.0416666666666667,0.0903146871327697,0.0495589563738775,0.037363834422658,0.037363834422658,0.037363834422658,0.10769822053115,0.0801409549234246,0.0703565109008073,-0.00131857621097219,0.0708374384236453,0.0633333333333333,0.03,0.05,0.0501754385964912,0.0504322143926104,-0.106349206349206,-0.00176131058484,-0.0323556735235567,-0.0498198198198198,-0.0478396218000178,-0.05,-0.03,-0.1,-0.0633333333333333,-0.0694444444444444,0.0166666666666667,0.0214285714285714,0.00923076923076923,0.0230769230769231,0,0.00809027777777777,0,-0.114987012987013,-0.0333333333333333,-0.24,-0.219955784819455,-0.12,-0.103974018986126,-0.226967150496562
"CDC42",0.21484593837535,0.228571428571429,0.342857142857143,0.171398601398601,0.127194914789852,0.0973944805194805,0.218260869565217,0.0333333333333333,-0.0255372313843078,-0.0380952380952381,-0.0228622631848438,-0.0117511520737327,-0.0285714285714286,-0.0285714285714286,-0.0416666666666667,-0.0416666666666667,0.0903146871327697,0.0495589563738775,0.037363834422658,0.037363834422658,0.037363834422658,0.10769822053115,0.0801409549234246,0.0703565109008073,-0.00131857621097219,0.0708374384236453,0.0633333333333333,0.03,0.05,0.0501754385964912,0.0504322143926104,-0.106349206349206,-0.00176131058484,-0.0323556735235567,-0.0498198198198198,-0.0478396218000178,-0.05,-0.03,-0.1,-0.0633333333333333,-0.0694444444444444,0.0166666666666667,0.0214285714285714,0.00923076923076923,0.0230769230769231,0,0.00809027777777777,0,-0.114987012987013,-0.0333333333333333,-0.24,-0.219955784819455,-0.22,-0.103974018986126,-0.226967150496562
"NOTCH",0.243555555555556,0.255555555555556,0.2,0.179398762157383,0.134871794871795,0.108324625566005,0.253333333333333,0,-0.128985507246377,0.0333333333333333,-0.00682503770739065,-0.0185897435897436,-0.0285714285714286,-0.0319047619047619,0,-0.0333333333333333,0.101358640349295,0.0169169960474308,0.0357575757575758,0.0357575757575758,0.0357575757575758,0.10805152979066,0.108620538078543,0.101893604980192,-0.00040816326530612,0.078921832884097,0.0169230769230769,0.04,0.1,0.0502564102564103,0.0339298796441654,-0.115458937198068,0.00233766233766234,-0.0481948334889511,-0.0502564102564103,-0.035970695970696,-0.1,-0.04,0,-0.0169230769230769,-0.0768421052631579,-0.0333333333333333,0.0416666666666667,0.011889400921659,0.0828571428571429,0.04,-0.0043001443001443,0,-0.132864406779661,0,-0.22,-0.231904761904762,-0.2,-0.116747181964573,-0.230652329749104
"Wnt",0.306666666666667,0.3,0.3,0.22,0.224223602484472,0.312460815047022,0.0333333333333333,0,-0.018974358974359,0,0.0188311688311688,0.00454545454545455,-0.0145299145299145,-0.0168554959252634,-0.153333333333333,-0.190833333333333,0.255281059792338,0.349692412850308,0.340601503759398,0.340601503759398,0.340601503759398,0.10832137733142,-0.0500847457627119,0.0358107601813345,0.117570850202429,-0.180606060606061,-0.125,0,0,-0.140789473684211,-0.133788527610417,-0.105882352941176,-0.0104040404040404,-0.0646551724137931,0.140789473684211,0.126503759398496,0.1,0.1,0,0.125,-0.224242424242424,0.133333333333333,-0.05,0.197619047619048,0.164285714285714,0.15,0.0607598039215686,0.1,-0.0923529411764706,0.1,-0.0333333333333333,-0.0392156862745098,0,-0.186800573888092,-0.293623188405797
"PAK1",0.226967150496562,0.21484593837535,0.228571428571429,0.174161032337828,0.125524270398443,0.0963035714285714,0.219955784819455,-0.0380952380952381,-0.0299489960901902,-0.0214285714285714,-0.0178622631848438,-0.0228622631848438,-0.0285714285714286,-0.0298617511520737,-0.0416666666666667,-0.0324074074074074,0.0907658149523185,0.049104410919332,0.0495589563738775,0.0495589563738775,0.0495589563738775,0.108662850756231,0.080507255289725,0.0715329814890426,0.00488832034075194,0.0683217151532051,0.0501754385964912,0.0633333333333333,0.03,0.0487120239623449,0.0496046281857139,-0.107988550611501,-0.00379176743763188,-0.0316323462179509,-0.0478396218000178,-0.0504322143926104,-0.03,-0.0633333333333333,-0.05,-0.0498198198198198,-0.0585533553355336,0.0416666666666667,0.0117511520737327,0.00923076923076923,0.00923076923076923,0.0230769230769231,0.00931727164280845,-0.0333333333333333,-0.115530491247883,0.0166666666666667,-0.218260869565217,-0.226622451486121,-0.24,-0.109440256928248,-0.224781358146835
"EGR1",0.226967150496562,0.21484593837535,0.228571428571429,0.174161032337828,0.125524270398443,0.0963035714285714,0.219955784819455,-0.0380952380952381,-0.0299489960901902,-0.0214285714285714,-0.0178622631848438,-0.0228622631848438,-0.0285714285714286,-0.0298617511520737,-0.0416666666666667,-0.0324074074074074,0.0907658149523185,0.049104410919332,0.0495589563738775,0.0495589563738775,0.0495589563738775,0.108662850756231,0.080507255289725,0.0715329814890426,0.00488832034075194,0.0683217151532051,0.0501754385964912,0.0633333333333333,0.03,0.0487120239623449,0.0496046281857139,-0.107988550611501,-0.00379176743763188,-0.0316323462179509,-0.0478396218000178,-0.0504322143926104,-0.03,-0.0633333333333333,-0.05,-0.0498198198198198,-0.0585533553355336,0.0416666666666667,0.0117511520737327,0.00923076923076923,0.00923076923076923,0.0230769230769231,0.00931727164280845,-0.0333333333333333,-0.115530491247883,0.0166666666666667,-0.218260869565217,-0.226622451486121,-0.24,-0.109440256928248,-0.224781358146835
"NOTCHic",0.230652329749104,0.243555555555556,0.255555555555556,0.183624114270059,0.141750101750102,0.10584528672303,0.231904761904762,0.0333333333333333,-0.127447045707915,-0.0416666666666667,-0.0208035323310466,-0.00682503770739065,-0.0319047619047619,-0.0283076396026036,-0.0333333333333333,-0.0356589147286822,0.102358640349295,0.032187932008022,0.0169169960474308,0.0169169960474308,0.0169169960474308,0.114718196457327,0.10841769832195,0.0992902359143425,-0.00524687294272548,0.0747551662174304,0.0502564102564103,0.0169230769230769,0.04,0.0362779156327543,0.0359146124685928,-0.111887508626639,-0.00286464980106599,-0.045188821464903,-0.035970695970696,-0.0339298796441654,-0.04,-0.0169230769230769,-0.1,-0.0502564102564103,-0.0722966507177033,0,0.0185897435897436,-0.00126849381518312,0.011889400921659,0.0828571428571429,0.00563363053429279,0,-0.12594616778595,-0.0333333333333333,-0.253333333333333,-0.234761904761905,-0.22,-0.111561996779388,-0.242754240577129
"Jagged",0.255555555555556,0.2,0.2,0.18974358974359,0.133333333333333,0.0992337164750958,0.22,0,-0.133333333333333,0,-0.0185897435897436,-0.0416666666666667,-0.0333333333333333,-0.0285714285714286,0.0333333333333333,0,0.103227799227799,0.0357575757575758,0.0266666666666667,0.0266666666666667,0.0266666666666667,0.115458937198068,0.111238339125663,0.100280701754386,0.00571428571428572,0.0657142857142857,0.04,0.1,0,0.0169230769230769,0.035970695970696,-0.111111111111111,-0.00909090909090909,-0.0349673202614379,-0.0169230769230769,-0.0502564102564103,0,-0.1,0,-0.04,-0.04,0,-0.0333333333333333,0.0828571428571429,0.04,0.1,0.0179220779220779,0,-0.121,0,-0.2,-0.253333333333333,-0.1,-0.124154589371981,-0.243555555555556
"DELTA",0.255555555555556,0.2,0.2,0.18974358974359,0.133333333333333,0.0992337164750958,0.22,0,-0.133333333333333,0,-0.0185897435897436,-0.0416666666666667,-0.0333333333333333,-0.0285714285714286,0.0333333333333333,0,0.103227799227799,0.0357575757575758,0.0266666666666667,0.0266666666666667,0.0266666666666667,0.115458937198068,0.111238339125663,0.100280701754386,0.00571428571428572,0.0657142857142857,0.04,0.1,0,0.0169230769230769,0.035970695970696,-0.111111111111111,-0.00909090909090909,-0.0349673202614379,-0.0169230769230769,-0.0502564102564103,0,-0.1,0,-0.04,-0.04,0,-0.0333333333333333,0.0828571428571429,0.04,0.1,0.0179220779220779,0,-0.121,0,-0.2,-0.253333333333333,-0.1,-0.124154589371981,-0.243555555555556
"Csl",0.242754240577129,0.230652329749104,0.243555555555556,0.186849920721672,0.141354844833106,0.105108909697993,0.234761904761905,-0.0416666666666667,-0.128100640479157,-0.0185897435897436,-0.0130449116413914,-0.0208035323310466,-0.0283076396026036,-0.0321965284914925,-0.0356589147286822,-0.0271317829457364,0.102785209514438,0.032187932008022,0.032187932008022,0.032187932008022,0.032187932008022,0.115823168833017,0.108111887924397,0.101034421960854,0.00164967878141246,0.0719274027212864,0.0362779156327543,0.0502564102564103,0.0169230769230769,0.0346650124069479,0.0347139263622464,-0.116173222912353,-0.00526116396228603,-0.0449651078183706,-0.0339298796441654,-0.0359146124685928,-0.0169230769230769,-0.0502564102564103,-0.04,-0.035970695970696,-0.0617275450266464,0.0333333333333333,0.00682503770739065,-0.000359402906092207,-0.00126849381518312,0.011889400921659,0.00563363053429279,-0.0333333333333333,-0.127074835957508,0,-0.231904761904762,-0.242370600414079,-0.253333333333333,-0.117639344845686,-0.24025990951137
"SMAD",0.245312096039927,0.235814889336016,0.242857142857143,0.153509154315606,0.126847950884241,0.14148703287801,0.19264816204051,0.0833333333333333,0.0802364620270002,0.0833333333333333,0.0847524527358094,0.0814067278287462,0.0669035986844206,-0.031667829887008,0.0321195144724556,0.033452847805789,0.0380758519759412,0.161736422487342,0.162065369855763,0.162065369855763,0.162065369855763,0.116470192632224,-0.0428391537781649,-0.0562996513211138,0.0172189742726638,-0.0252483003003553,-0.00167887667887668,0.00793650793650794,-0.0142857142857143,-0.00311772559973999,-0.0211691640675632,-0.114885819731105,-0.000572362065409706,-0.0769159908031089,0.0236855954503013,0.0197507243512511,0.0342857142857143,0.0120634920634921,0.02,0.0218674136321195,-0.10312777284827,-0.0301587301587302,-0.0933333333333333,-0.0500273672687466,-0.0532019704433498,-0.0428571428571429,-0.0724060885351208,-0.1,-0.11690543731084,-0.0444444444444444,-0.190322580645161,-0.196494315886664,-0.2,-0.119749929842034,-0.242523251418413
"Destcompl",0.0735827252861217,0.0788458831808586,0.0836734693877551,0.185897912071,0.188225957023569,0.222889206969919,-0.0410332836562345,0.144444444444444,-0.0146841192995039,0.140996168582375,0.137303195256506,0.138657160440259,0.00142857142857143,0.000609857978279032,-0.250881316098707,-0.248196752340318,0.138911422885637,0.267392890189804,0.269433706516335,0.269433706516335,0.269433706516335,0.122480911266758,-0.246939945958614,-0.0864014287399461,0.134337493575387,-0.267897715626622,-0.214673336218162,-0.219623831267667,-0.218253968253968,-0.213003577405546,-0.212289826558584,-0.114223227542649,-0.0397395096577475,-0.103852874836048,0.213653682013936,0.213105736808456,0.218253968253968,0.219623831267667,0.211111111111111,0.215146219327368,-0.117116465284112,0.246376811594203,-0.138139025725233,0.23501269283573,0.238419506462985,0.235158636897767,0.208584824157762,0.233333333333333,0.0161240603208128,0.233333333333333,0.0393939393939394,0.0418771655127746,0.0333333333333333,-0.165815712964187,-0.0726960257787325
"AXIN2",0.115225609089916,0.118765432098765,0.12,0.245224408208279,0.247222125588328,0.3032255862622,-0.0337785882531723,0.15,-0.0154549797551826,0.173076923076923,0.178166696691287,0.177838827838828,0.000690131124913733,0.000293305728088336,-0.293236714975845,-0.302125603864734,0.318655027859887,0.341586329898934,0.343686067431742,0.343686067431742,0.343686067431742,0.174919240031346,-0.283670115402672,-0.102654985897842,0.184575931484597,0.151576320504771,-0.270133654103181,-0.264961240310078,-0.253333333333333,-0.268875792467961,-0.267076271614517,-0.168046419272342,-0.0718714406897168,-0.151951009045263,0.269187281863433,0.267897715626622,0.253333333333333,0.264961240310078,0.233333333333333,0.270133654103181,-0.155858727527732,0.277294685990338,-0.177838827838828,0.289437444963761,0.282005012531328,0.267719298245614,0.24900354052528,0.2,0.0137453861591793,0.255555555555556,0.0291056910569106,0.0365372089428274,0.0266666666666667,-0.217181186791098,-0.110605147043711
