"","AXIN2","cateninmemb","cateninnuc","TCFLEF","Ecadherin","CD44","GLI","SRC","Wnt","ZEB2","STAT","Frizzled","DSH","Jagged","IKK","ERK","SHH","SMAD","Csl","NOTCHic","NOTCH","ILK","EGR1","cfos","HEY1","RKIP","KLF4","ZEB1","TrCP","SNAI1","TWIST1","miR200","CDC42","PAK1","TGF","TGFR","SNAI2","FOXC2","SUFU","MEK","Patched","Csn","SMO","AKT","FUS","SOSGRB2","NFB","LIV1","Destcompl","cMet","RAF","PI3K","DELTA","RAS","GSK3"
"TGF",0.01331569664903,0.0408591198999054,0.0297752098943757,0.0235551142005958,0.0583945941505094,0.0156603773584906,0.00137466307277628,0,-0.00428571428571428,-0.00331830894759957,0,-0.0142857142857143,0,0.239954590083456,0.34047619047619,0.326315789473684,0.269949712643678,0.297761485826002,0.0533333333333333,0.0733333333333333,0.0871264367816092,0.28969696969697,0.3,0.3,0.263958736299162,0.305194805194805,-0.00150012712941775,0.387225573815963,0.2,0.286252383979657,0.22037037037037,0.305605792674758,0.131111111111111,0.12,0.0459920634920635,0.140634920634921,0.0077045139785451,-0.36554347826087,-0.133333333333333,-0.346315789473684,-0.260574712643678,-0.233333333333333,-0.243333333333333,-0.356265664160401,-0.193333333333333,-0.380263157894737,-0.283333333333333,0,-0.0154014093495361,-0.01,-0.188095238095238,-0.188095238095238,-0.188095238095238,-0.195238095238095,-0.100490789923275
"NFB",-0.257011144883485,-0.281324042959375,-0.242073084651703,-0.233367202298762,-0.27179125623615,-0.223240620020281,-0.222580428310765,-0.191880341880342,-0.205726495726496,-0.00311560510471581,-0.161111111111111,-0.191880341880342,-0.161111111111111,-0.184869352877585,-0.0503217503217503,-0.0758412698412698,-0.187131052947422,-0.139202870101137,-0.194805194805195,-0.212265512265512,-0.215491318717125,-0.141061606160616,-0.0642857142857143,-0.0602857142857143,-0.126481645289695,-0.100357292980244,-0.00796703296703297,-0.0342133494656181,-0.1,-0.0717708877967165,0.252012138188609,-0.0343355663557949,-0.209090909090909,-0.2,-0.226787111622555,-0.221090909090909,0.464508988656902,-0.100976986714039,0.12,0.0699589169000934,0.178697318007663,0.114285714285714,0.151111111111111,0.0725439725439725,0.14,0.23531844316674,0.0476190476190476,0.15,0.01077947821323,0.205726495726496,0.0252856522072544,0.0252856522072544,0.0252856522072544,0.0357334134012843,-0.107280758457229
"Destcompl",0.178530626172367,0.088741804795522,0.0824917043237949,0.0793810464961559,0.100325996117643,0.0763673478660189,0.0759959613517964,0.0644270493585562,0.0713577424278631,-0.00068987416119701,0.0603174603174603,0.0644270493585562,0.0603174603174603,0.0749124371076829,0.0147725365116669,0.0449180327868852,0.139471284367828,0.0746365914786968,0.0518683901292597,0.0442596944770858,0.0488689129139595,0.0698412698412698,0.04,0.04,0.0634235849620465,0.025171976264984,0.00197386217530279,0.114301242236025,-0.0333333333333333,0.0113953672463643,-0.0329517199626639,0.117223310222595,0.118099929627023,0.107755102040816,0.118255490944109,0.112836771732286,-0.172832428629786,-0.0589302126484056,-0.122222222222222,-0.0419644462889949,-0.135409388816571,-0.00952380952380952,-0.129709906951286,-0.0174571002700562,-0.132567049808429,-0.131082862622586,-0.013871635610766,-0.0388888888888889,-0.0872702695339504,-0.0718897359257204,0.00518441787400332,0.00518441787400332,0.00518441787400332,0.00282962980492953,0.0188725287139533
"SOSGRB2",-0.15492299229923,-0.206770133770134,-0.150839210421098,-0.142617413097962,-0.200703247175841,-0.132091097308489,-0.126656314699793,-0.0857142857142857,-0.110714285714286,0.000751879699248125,-0.1,-0.0857142857142857,-0.1,-0.0933826706543196,-0.269005847953216,-0.106477906477906,-0.0926461345065996,-0.0807008045717723,0.0545454545454545,0.0545454545454545,0.0446862996158771,-0.0772043010752688,-0.114285714285714,-0.125396825396825,-0.166287878787879,-0.112207602339181,-0.00210526315789473,-0.0922305764411027,-0.2,0.0323319118692253,0.070463768115942,-0.0916447501198315,-0.0542857142857143,-0.0142857142857143,-0.0635055724417427,-0.0542857142857143,0.30486544657496,0.0277167277167277,0,0.118599118599119,0.0972972972972973,0.2,0.1,0.269005847953216,0.0333333333333333,0.207222222222222,0.211111111111111,0,0.0135518843572535,0.116149068322981,0.227306967984934,0.227306967984934,0.227306967984934,0.237563378241344,0.0218388655134798
"IKK",0.238571428571429,0.269602818038572,0.233367202298762,0.223240620020281,0.260876328467289,0.205726495726496,0.205726495726496,0.161111111111111,0.191880341880342,0.00349874686716792,0.15,0.161111111111111,0.15,0.171919712589816,0.0476190476190476,0.0602857142857143,0.178697318007663,0.141061606160616,0.209090909090909,0.194805194805195,0.212265512265512,0.136111111111111,0.05,0.0642857142857143,0.122910216718266,0.101639344262295,0.0021978021978022,0.0345964912280702,0,0.0742366412213741,-0.241535947712418,0.0346376811594203,0.2,0.2,0.221090909090909,0.209090909090909,-0.451907362640642,0.0965945165945166,-0.1,-0.0758412698412698,-0.151111111111111,-0.1,-0.14,-0.0503217503217503,-0.12,-0.223739495798319,-0.114285714285714,-0.1,-0.00878612273150242,-0.191880341880342,-0.0154264972776769,-0.0154264972776769,-0.0154264972776769,-0.0252856522072544,0.1096336996337
"cateninnuc",0.442316538880401,0.390566502266196,0.230217196129869,0.322567375638292,0.367113822505087,0.312783955175259,0.311138727264397,0.282400932400932,0.299281019754516,0.00449831163130487,0.265734265734266,0.280802758884951,0.265734265734266,0.267248574882546,0.207136363636364,-0.136729389976501,0.162242378221582,-0.0545955934318827,0.0319522912743252,0.0296267098789763,0.0355358007880672,-0.0506392496392496,-0.122463768115942,-0.13040027605245,-0.0531688810585008,-0.0723380283901376,0.00235118776044043,-0.20413199552887,0.166666666666667,-0.06513302538867,-0.291741876628761,-0.190824740595874,0.0895824175824176,0.0834285714285714,0.10400544624276,0.0941801187318429,-0.480443156249257,0.31028847109175,-0.155555555555556,0.146362417499436,-0.156795755127901,-0.204166666666667,-0.143752276867031,-0.218073863636364,-0.135555555555556,-0.216786383968368,-0.201136363636364,-0.227272727272727,-0.0453478907674945,-0.300879193270498,-0.27011484011484,-0.27011484011484,-0.27011484011484,-0.276680496680497,-0.0563457467456903
"MEK",-0.201302885163645,-0.251599722288388,-0.195954287669134,-0.186660607371736,-0.252891417329377,-0.172156790577843,-0.165314685314685,-0.136842105263158,-0.149230769230769,0.0264427592175081,-0.1,-0.13,-0.1,-0.254808027472171,-0.197997835497836,-0.42995597945708,-0.265734490517518,-0.26433293449662,-0.164646464646465,-0.183877233877234,-0.190446576942927,-0.258797879146066,-0.41,-0.406551724137931,-0.230924576778235,-0.404500221141088,0.0142037302725968,-0.240542825260185,-0.1,-0.14727737170558,0.0512815942227707,-0.190898740705198,-0.138095238095238,-0.133333333333333,-0.155852247441032,-0.155852247441032,0.462041079187529,0.152478473168128,0.133333333333333,0.34495597945708,0.248087431693989,0.114285714285714,0.233333333333333,0.206233129615483,0.213333333333333,0.408380952380952,0.176785714285714,0.1,0.0205467112420464,0.156072874493927,-0.0120934620934621,-0.0120934620934621,-0.0120934620934621,0.000287490287490286,-0.19728316324061
"cMet",0.0752380952380952,0.0515458266525882,0.0454830559008722,0.0466129994036971,-0.00313771453149694,0.0496899224806202,0.0521212121212121,-0.05,0.0566666666666667,0.0277056277056277,0,0.05,0.1,-0.0994182628965238,-0.08,-0.165,-0.104431818181818,-0.110204081632653,-0.0857142857142857,-0.101503759398496,-0.0993760998240282,-0.110204081632653,-0.125,-0.145,-0.103955968352253,-0.0774074074074074,-0.0793650793650794,0.0597402597402597,-0.1,0.0141855666387334,0.0127003333744907,0.0671224472990777,0.06,0.06,0.0552718676122931,0.0488888888888889,0.257384335048569,-0.0437974683544304,0.1,0.163181818181818,0.0981818181818182,0.1,0.08,0.0925,0.1,0.282380952380952,0.1,0.1,-0.0926960218977026,-0.0566666666666667,-0.0104761904761905,-0.0104761904761905,-0.0104761904761905,-0.0123629829290207,-0.143452380952381
"SMO",0.372160023884162,0.283314890211226,0.271677332489801,0.260399137001079,0.208208152712595,0.247777777777778,0.340277777777778,0.2,0.3125,0.0313559322033898,0.1,0.3,0.2,0.145132275132275,0.107142857142857,-0.136923076923077,0.174722222222222,-0.118095238095238,0,0.00909090909090909,0.00409090909090909,-0.113333333333333,-0.1,-0.16,-0.113553113553114,-0.227619047619048,0.0555555555555556,-0.328531073446328,0,-0.205222734254992,-0.222930283224401,-0.275979505726341,0.04,0,0.053963963963964,0.0566666666666667,-0.424470717022441,0.344137931034483,-0.1,0.158135198135198,-0.185833333333333,-0.1,-0.173333333333333,-0.111142857142857,-0.133333333333333,-0.142982456140351,-0.15,-0.1,-0.0396403596403596,-0.22,-0.248076923076923,-0.248076923076923,-0.248076923076923,-0.259704830053667,-0.0346349443436822
"FUS",0.391414682269255,0.295791612743814,0.281188202055018,0.271677332489801,0.218345139013965,0.260399137001079,0.351816239316239,0.22,0.340277777777778,0.0344234168659665,0.2,0.3125,0.3,0.151156371517817,0.111142857142857,-0.158135198135198,0.181792929292929,-0.11099846390169,0.00909090909090909,0.00409090909090909,-0.000454545454545455,-0.118095238095238,-0.16,-0.136923076923077,-0.11790093964007,-0.232773686794305,0.0375227686703097,-0.34141450902915,0.1,-0.215600092745558,-0.234972168041155,-0.288850792855054,0.0566666666666667,0.04,0.0656660916235384,0.053963963963964,-0.440808239464093,0.362558983666062,-0.133333333333333,0.175376577445543,-0.174722222222222,-0.15,-0.185833333333333,-0.114989010989011,-0.173333333333333,-0.16221322537112,-0.107142857142857,-0.1,-0.0424140822680969,-0.247777777777778,-0.259704830053667,-0.259704830053667,-0.259704830053667,-0.268875135730523,-0.0336315998620769
"SUFU",0.405700396554969,0.305614259401386,0.287377460367038,0.281188202055018,0.226687054564943,0.271677332489801,0.362596908461221,0.247777777777778,0.351816239316239,0.0353896004408457,0.22,0.340277777777778,0.3125,0.160895088857485,0.114989010989011,-0.175376577445543,0.190673238173238,-0.119081604779288,0.00409090909090909,-0.000454545454545455,-0.000454545454545455,-0.11099846390169,-0.136923076923077,-0.158135198135198,-0.111876843254528,-0.244610421488183,0.0429119902271959,-0.353008711927701,0.15,-0.214066872984059,-0.24507526082466,-0.295913989881076,0.053963963963964,0.0566666666666667,0.068230194187641,0.0656660916235384,-0.452476004790395,0.373725236767799,-0.173333333333333,0.177504237020011,-0.181792929292929,-0.107142857142857,-0.174722222222222,-0.119686997566192,-0.185833333333333,-0.162912526070421,-0.111142857142857,-0.2,-0.043317856856082,-0.260399137001079,-0.268875135730523,-0.268875135730523,-0.268875135730523,-0.274254882565966,-0.0364593633582208
"ILK",-0.0600952380952381,0.0312456483288544,-0.00385883972130164,-0.00406502528831195,0.0966525455264321,-0.00575994054254924,-0.00575994054254924,-0.0111111111111111,0.00193236714975845,0.0406937208887158,0,-0.0111111111111111,0,-0.088421052631579,0.127450980392157,-0.238655462184874,-0.13482905982906,-0.170251140456182,-0.125,-0.155769230769231,-0.155769230769231,-0.167851140456182,-0.2,-0.185714285714286,-0.150580163454747,-0.31043956043956,0.0258771929824561,-0.366241783923268,0.2,-0.278389694041868,-0.160955548767381,-0.292139941730106,-0.105882352941176,-0.1,-0.10731324725012,-0.117882352941176,-0.106248876909254,0.36475493612079,0,0.25996693759471,0.132051282051282,-0.233333333333333,0.116666666666667,-0.119758672699849,0.1,0.207692307692308,-0.133333333333333,0.1,-0.0320067354857603,-0.00193236714975845,-0.154857142857143,-0.154857142857143,-0.154857142857143,-0.146637964774951,-0.17012987012987
"AXIN2",0.54898481808761,0.189652366681771,0.182551378442147,0.178530626172367,0.110190703840938,0.172786194753845,0.172446929233935,0.156279069767442,0.164899759422614,0.0492937823505745,0.14,0.156279069767442,0.14,0.17437079371862,-0.0458937198067633,0.110120811488489,0.168440070858104,0.0738152749022314,0.105263157894737,0.117763157894737,0.117763157894737,0.0710374971244536,0.1,0.107317073170732,0.0620593064812132,0.125792370711726,0.059048487330248,0.165339627037918,-0.0666666666666667,0.113257838594468,-0.0301534878613986,0.161310652045297,0.138672839506173,0.1325,0.147522397028297,0.147522397028297,-0.216520318465642,-0.0967141523581805,-0.1,-0.114258742522971,-0.1628663003663,0.0777777777777778,-0.157509157509158,0.0414492753623189,-0.138461538461538,-0.159675294317651,0.0560386473429952,-0.133333333333333,0.120469727791916,-0.164899759422614,0.0572300859930618,0.0572300859930618,0.0572300859930618,0.0522432093526418,0.127329079387432
"Patched",0.341125541125541,0.266810035842294,0.260399137001079,0.247777777777778,0.19455501618123,0.22,0.3125,0.1,0.3,0.05,0.1,0.2,0.2,0.137989417989418,0.15,-0.16,0.185833333333333,-0.113333333333333,0,0,0.00909090909090909,-0.0833333333333333,-0.1,-0.1,-0.0897435897435898,-0.194285714285714,0.0555555555555556,-0.316666666666667,0,-0.195698924731183,-0.193518518518519,-0.259523809523809,0,0.1,0.0566666666666667,0.04,-0.406375478927203,0.32,0,0.136923076923077,-0.173333333333333,0,-0.133333333333333,-0.107142857142857,-0.1,-0.116666666666667,-0.1,-0.1,-0.0396403596403596,-0.2,-0.223076923076923,-0.223076923076923,-0.223076923076923,-0.248076923076923,-0.0278388278388278
"RAS",0.124347826086957,0.0492681390168612,0.115519148336161,0.111269856551459,0.0302550603025576,0.100500625782228,0.0982843137254902,0.1,0.0941176470588235,0.0653497790868925,0.1,0.1,0.1,0.215099546619357,-0.0866666666666667,0.450789473684211,0.22064406779661,0.244094001236858,0.25,0.265789473684211,0.286544190665343,0.235930735930736,0.36,0.435,0.120553359683794,0.450622641509434,0.0560714285714286,0.345578055964654,-0.1,0.281917404129793,0.197381342062193,0.293138461538462,0.08,0.06,0.104577751892836,0.0976470588235294,-0.209680600083189,-0.295079365079365,-0.1,-0.46843653250774,-0.202,0.1,-0.15,0.0477777777777778,-0.1,-0.288311688311688,0.133333333333333,0,0.0989855995669949,-0.0941176470588235,0.240769230769231,0.240769230769231,0.240769230769231,0.146538461538462,0.312906976744186
"KLF4",-0.449556399983479,-0.588218685108929,-0.442316538880401,-0.426998979727226,-0.588344950971944,-0.405928745613513,-0.404849285343648,-0.341176470588235,-0.380711354309165,0.0669711042311661,-0.3,-0.341176470588235,-0.3,-0.371335241470174,-0.253333333333333,0.174438502673797,-0.297110215053763,0.02,-0.107272727272727,-0.117799043062201,-0.118829970897252,0.02,0.16,0.150909090909091,0.0314896867838044,0.193599257884972,0.0407407407407408,0.230691434468524,-0.1,0.199289179998122,0.400418300653595,0.214367114367114,-0.155272727272727,-0.127272727272727,-0.182849963045085,-0.172606060606061,0.49335904086762,-0.330988550559028,0.2,-0.187840564529467,0.289583333333333,0.2,0.283333333333333,0.264444444444444,0.233333333333333,0.246483704974271,0.22,0.233333333333333,0.143527148430138,0.380711354309165,0.302692307692308,0.302692307692308,0.302692307692308,0.317398190045249,0.150823092626457
"FOXC2",-0.449556399983479,-0.588218685108929,-0.442316538880401,-0.426998979727226,-0.588344950971944,-0.405928745613513,-0.404849285343648,-0.341176470588235,-0.380711354309165,0.0669711042311661,-0.3,-0.341176470588235,-0.3,-0.371335241470174,-0.253333333333333,0.174438502673797,-0.297110215053763,0.02,-0.107272727272727,-0.117799043062201,-0.118829970897252,0.02,0.16,0.150909090909091,0.0314896867838044,0.193599257884972,0.0407407407407408,0.230691434468524,-0.1,0.199289179998122,0.400418300653595,0.214367114367114,-0.155272727272727,-0.127272727272727,-0.182849963045085,-0.172606060606061,0.49335904086762,-0.330988550559028,0.2,-0.187840564529467,0.289583333333333,0.2,0.283333333333333,0.264444444444444,0.233333333333333,0.246483704974271,0.22,0.233333333333333,0.143527148430138,0.380711354309165,0.302692307692308,0.302692307692308,0.302692307692308,0.317398190045249,0.150823092626457
"SRC",-0.171596752943177,-0.17932120939979,-0.143244930215833,-0.141231507397041,-0.105675947146535,-0.131475409836066,-0.131475409836066,-0.1,-0.12,0.08196316262354,0,-0.1,-0.1,-0.0796836038579158,-0.22051282051282,0.193939393939394,-0.0793246187363835,-0.061409435751541,0.095,0.0902380952380952,0.0866666666666667,-0.0695175438596491,0.133333333333333,0.160606060606061,-0.106703078450844,0.139752362333008,0.161434108527132,-0.163986223420186,-0.1,0.0434179071387494,0.0440154098774788,-0.118058849363197,0.0638888888888889,0.0888888888888889,0.0586940836940837,0.0496031746031746,-0.00111030939501618,0.0253548085901027,-0.0333333333333333,-0.176958261863922,0.0881481481481482,0.1,0.106666666666667,0.198290598290598,0.0666666666666667,-0.0471428571428571,0.166666666666667,0,0.0972364229972926,0.12,0.286324572382144,0.286324572382144,0.286324572382144,0.293900329957902,0.293506493506494
"TrCP",0.133315363881402,0.108126655690371,0.102489816549222,0.102489816549222,0.0772704472559875,0.103971298030704,0.105462368658774,0.103703703703704,0.101072124756335,0.0848266212583458,0.1,0.103703703703704,0.1,-0.10701495398773,-0.142763157894737,-0.326131171702284,-0.173724924617398,-0.223662741082096,-0.091025641025641,-0.0894871794871795,-0.094981684981685,-0.215275644307902,-0.28,-0.327826086956522,-0.204888732104536,-0.322413166943554,0.0886932084309134,-0.419706128677423,-0.1,-0.280326642935023,-0.210790607942782,-0.296162516691033,-0.0165266106442577,-0.0380952380952381,-0.0207740025965677,-0.0180417621594092,-0.241461537938485,0.342615290018446,0.142857142857143,0.334131171702284,0.154724924617398,0.15,0.146082949308756,0.150170565302144,0.142857142857143,0.133732123212321,0.1375,-0.1,-0.0852826395171886,-0.101001001001001,-0.0130200860832138,-0.0130200860832138,-0.0130200860832138,-0.0134746315377592,-0.0810443722943723
"EGR1",0.133315363881402,0.108126655690371,0.102489816549222,0.102489816549222,0.0772704472559875,0.103971298030704,0.105462368658774,0.103703703703704,0.101072124756335,0.0848266212583458,0.1,0.103703703703704,0.1,-0.10701495398773,-0.142763157894737,-0.326131171702284,-0.173724924617398,-0.223662741082096,-0.091025641025641,-0.0894871794871795,-0.094981684981685,-0.215275644307902,-0.28,-0.327826086956522,-0.204888732104536,-0.322413166943554,0.0886932084309134,-0.419706128677423,-0.1,-0.280326642935023,-0.210790607942782,-0.296162516691033,-0.0165266106442577,-0.0380952380952381,-0.0207740025965677,-0.0180417621594092,-0.241461537938485,0.342615290018446,0.142857142857143,0.334131171702284,0.154724924617398,0.15,0.146082949308756,0.150170565302144,0.142857142857143,0.133732123212321,0.1375,-0.1,-0.0852826395171886,-0.101001001001001,-0.0130200860832138,-0.0130200860832138,-0.0130200860832138,-0.0134746315377592,-0.0810443722943723
"TCFLEF",0.643515995115995,0.26803406157233,0.209962443702961,0.204807804527703,0.250984597028239,0.296216739235607,0.288117675163711,0.273333333333333,0.278800904977376,0.0858295676058834,0.258333333333333,0.265980392156863,0.250980392156863,0.185386905786351,0.130731462086301,-0.030418118466899,0.145404238877423,-0.059281181399527,0.0168181093575642,0.0207396779850151,0.0277164221710617,-0.0533538391433128,-0.0242857142857143,-0.0218466898954704,-0.0466914073651156,-0.114887266381963,0.0866899032340209,-0.232355972000709,0.114285714285714,-0.0249754870884578,-0.296568221323572,-0.16378040299727,0.237745974955277,0.230769230769231,0.253927815643524,0.248960928226305,-0.438119226345912,0.242793966093302,-0.116666666666667,0.031778662684586,-0.143563748079877,-0.123376623376623,-0.129047619047619,-0.140514070781953,-0.11,-0.262861354214648,-0.111376623376623,-0.233333333333333,0.0828111777971763,-0.286153846153846,-0.17203942777228,-0.17203942777228,-0.17203942777228,-0.175061766799875,0.05423132015556
"cfos",0.131428571428571,0.109225556789273,0.102489816549222,0.103971298030704,0.0791389593667142,0.101001001001001,0.101072124756335,0.1,0.103703703703704,0.087720511933587,0.1,0.1,0.1,-0.0978125,-0.1375,-0.327826086956522,-0.154724924617398,-0.215275644307902,-0.0833333333333333,-0.091025641025641,-0.0894871794871795,-0.186243386243386,-0.12,-0.28,-0.18135932033983,-0.314125874125874,0.0788571428571429,-0.420027672085783,0,-0.270064113102088,-0.209160173160173,-0.294639674051439,-0.0380952380952381,-0.0142857142857143,-0.0180417621594092,-0.0165266106442577,-0.242546528896894,0.342615290018446,0.1,0.326131171702284,0.146082949308756,0.1,0.142857142857143,0.142763157894737,0.142857142857143,0.134722222222222,0.15,-0.1,-0.0854330154570382,-0.103703703703704,-0.0191176470588235,-0.0191176470588235,-0.0191176470588235,-0.0130200860832138,-0.0792261904761905
"STAT",-0.210130653660065,-0.2175443833926,-0.184879369970059,-0.176416914666126,-0.150571956307679,-0.169161394161394,-0.1688884644767,-0.139285714285714,-0.152922077922078,0.095553164783934,-0.114285714285714,-0.139285714285714,-0.114285714285714,-0.172965551788814,-0.155238095238095,-0.235294117647059,-0.18091033820402,-0.197068132600366,-0.0843137254901961,-0.0978272390037096,-0.100739860362933,-0.182125603864734,-0.2,-0.2,-0.174666666666667,-0.194879343629344,0.185571400277283,-0.350062757755065,0,-0.150085417743761,0.0160181813854977,-0.238745379744606,-0.0840909090909091,-0.0590909090909091,-0.0860741280077665,-0.0788277511961722,0.0821484148025099,0.194468984321745,0.1,0.22561669829222,0.172945736434109,0.1,0.156666666666667,0.170492332526231,0.15,0.27188013136289,0.16,0,0.0919610608501266,0.152922077922078,0.17288564929694,0.17288564929694,0.17288564929694,0.184825947804402,0.0814663996439697
"GLI",0.131674214975845,0.108869734064324,0.101931318822137,0.101034725875335,0.0812363466202668,0.102658102498711,0.0828753684040534,0.103225806451613,0.177343453510436,0.0990260283324799,0.1,0.183225806451613,0.18,-0.0529360030634061,-0.0543919322114811,-0.129458874458874,-0.0149770369486326,-0.13638705031299,-0.0531918656056587,-0.0481918656056587,-0.0510490084628016,-0.132062725988666,-0.0942857142857143,-0.135952380952381,-0.128911354632917,-0.165844284811514,0.101074217074217,-0.316105052056665,-0.0166666666666667,-0.14622471157303,-0.140012829087532,-0.213283434831422,0.124137931034483,0.1,0.121545256228711,0.122251138581653,-0.233621704462392,0.222070218438253,0.00952380952380953,0.133326277773792,0.00221983530254208,0.0722222222222222,0.00426065162907269,0.0512669322114811,0.00952380952380953,-0.106026510362794,0.0564327485380117,-0.1,-0.0750233907707876,-0.0983477576711251,-0.0843759861810089,-0.0843759861810089,-0.0843759861810089,-0.0853660851909099,0.0205667708082993
"SNAI2",-0.488836192988783,-0.636097599178607,-0.494016603607734,-0.474917224725747,-0.734167721330808,-0.449556399983479,-0.448849137606387,-0.373636363636364,-0.41729833546735,0.10503608139291,-0.323636363636364,-0.373636363636364,-0.323636363636364,-0.419417907517662,-0.287931034482759,0.205882352941176,-0.348066212400453,0.00548233580109044,-0.149122807017544,-0.16140350877193,-0.166598313966735,-0.000737759892689469,0.166666666666667,0.184313725490196,0.018836648583484,0.23924358974359,0.0771153846153846,0.265704636039438,-0.1,0.247007968960177,0.439342115571529,0.249345380939583,-0.191316526610644,-0.162745098039216,-0.22696976226388,-0.212684047978166,0.73873828051674,-0.371287256435175,0.2,-0.222098569157393,0.335390156062425,0.2,0.312941176470588,0.308412962193602,0.26,0.283299526707235,0.25,0.26,0.191885309632041,0.41729833546735,0.346689704118015,0.346689704118015,0.346689704118015,0.365411165305229,0.197443693751966
