"","ZEB1","Csl","NFB","Csn","IKK","AKT","RAF","DELTA","GSK3","cateninmemb","cMet","Wnt","GLI","cateninnuc","STAT","TGF","SOSGRB2","TGFR","Ecadherin","CDC42","Frizzled","SRC","DSH","PAK1","TCFLEF","Destcompl","CD44","RAS","PI3K","AXIN2","LIV1","SNAI1","MEK","TWIST1","ERK","NOTCH","SUFU","SNAI2","NOTCHic","cfos","RKIP","EGR1","Jagged","HEY1","TrCP","FUS","SMAD","ILK","SHH","Patched","miR200","SMO","FOXC2","ZEB2","KLF4"
"SMAD",-0.156479906010443,-0.0914285714285714,-0.0277777777777778,-0.0611111111111111,-0.0297385620915033,-0.0417385620915033,-0.162594831660334,-0.162594831660334,-0.176621839591764,0.0544287030334446,0.0818487394957983,0.0885531135531135,0.0943085092365668,0.0923706972670416,-0.117142857142857,-0.0256678608751786,0.0379103815439219,-0.0260662672496806,0.0799861587425886,0.0232729711602951,-0.0904761904761905,-0.0838095238095238,0.123809523809524,0.019047619047619,-0.0919654287766667,-0.156827123178,-0.0880305576776165,0.163581673765597,0.162594831660334,-0.134886516351744,-0.16,0.0329633158060578,-0.0473059198865651,0.0244132685771345,-0.0511520737327189,0.0851340996168582,0.116666666666667,0.0443585696149505,0.0787848932676519,-0.0511520737327189,0.0540065129758285,-0.0285714285714286,0.122801005446167,0.0784539047214954,0.05,0.141666666666667,-0.00382494218110657,0.0971274387712744,0.113229198640337,0.116574923547401,0.0773740597219056,0.126666666666667,0.117757823592259,0.156479906010443,0.153045464963921
"Patched",-0.183333333333333,0,0.1,0,0.1,0.114285714285714,-0.176923076923077,-0.176923076923077,-0.186446886446886,-0.0589068100358423,0,0.1,0.125,0.0115318230852211,-0.1,-0.05,-0.0833333333333333,-0.0333333333333333,0.0109735706580367,0.0333333333333333,-0.1,0,0.2,0.0333333333333333,-0.0144444444444444,-0.178381618381618,-0.02,0.183173076923077,0.176923076923077,-0.161471861471861,-0.1,0.0827956989247312,0.0630769230769231,0.0240740740740741,0.04,-0.0424242424242424,0.2,-0.16144061302682,-0.0333333333333333,0.1,0.0914285714285714,0.1,0.0842328042328042,0.00769230769230769,0,0.3,0.0166666666666667,0.0166666666666667,0.185833333333333,0.173333333333333,0.0857142857142857,0.333333333333333,0.105,0.183333333333333,0.188888888888889
"SMO",-0.185028248587571,0.0333333333333333,0.1,0.1,0.114285714285714,0.0942857142857143,-0.183173076923077,-0.183173076923077,-0.187417760233294,-0.0579359362494345,0.02,0.125,0.119444444444444,0.0137874621829655,0,-0.0391891891891892,-0.0675438596491228,-0.05,0.00986655958792597,0.0333333333333333,-0.1,0,0.1,0.0333333333333333,-0.0115318230852211,-0.177606424583169,-0.0144444444444444,0.190149821109123,0.183173076923077,-0.161471861471861,-0.1,0.0827956989247312,0.0661072261072261,0.035838779956427,0.0630769230769231,-0.0224242424242424,0.3,-0.163345374931582,-0.0424242424242424,0.04,0.096984126984127,0.1,0.0806613756613757,0.0124542124542125,0,0.333333333333333,0.0119047619047619,0.0166666666666667,0.196944444444444,0.185833333333333,0.0920433996383364,0.173333333333333,0.101551724137931,0.185028248587571,0.172222222222222
"SUFU",-0.187129549675268,0.0224242424242424,0.0942857142857143,0.114285714285714,0.0981318681318681,0.104172136588244,-0.187966414995586,-0.187966414995586,-0.187340381481499,-0.0590662113109785,0.0115318230852211,0.117521367521368,0.120123598004639,0.0139057486279783,-0.02,-0.0433668718447769,-0.071739663844927,-0.0423806785508913,0.0113394092133651,0.0391891891891892,-0.119444444444444,-0.0144444444444444,0.125,0.05,-0.0140592013134003,-0.17881482048999,-0.0137874621829655,0.188915782084194,0.187966414995586,-0.160311083547007,0,0.0817606952282894,0.0630844821600508,0.0355537904816065,0.0626589502451571,-0.0317316017316017,0.173333333333333,-0.162968082983593,-0.026969696969697,0.0661072261072261,0.0988524206933633,0.0630769230769231,0.0801348038157986,0.0158242142003273,-0.1,0.185833333333333,0.0148042627615003,0.01642089093702,0.193824441324441,0.191893939393939,0.0912999052145445,0.196944444444444,0.106566743074852,0.187129549675268,0.180134266985155
"FUS",-0.188095733250147,0.0424242424242424,0.114285714285714,0.1,0.0942857142857143,0.0981318681318681,-0.190149821109123,-0.190149821109123,-0.187083312072759,-0.0596119139030658,0.0144444444444444,0.119444444444444,0.117521367521368,0.0140592013134003,0,-0.0423806785508913,-0.0752361673414305,-0.0391891891891892,0.0112364226016246,0.05,-0.125,-0.02,0.1,0.0333333333333333,-0.0137874621829655,-0.178336351590468,-0.0115318230852211,0.187966414995586,0.190149821109123,-0.159608507434594,0,0.080908906471901,0.0626589502451571,0.0374094605846993,0.0661072261072261,-0.026969696969697,0.333333333333333,-0.163165841717937,-0.0224242424242424,0.0630769230769231,0.100076910489282,0.04,0.0770469178300504,0.0110049370918936,-0.1,0.173333333333333,0.01642089093702,0.0119047619047619,0.191893939393939,0.196944444444444,0.0920433996383364,0.185833333333333,0.106814882032668,0.188095733250147,0.177140255009107
"SHH",-0.2,-0.1,0,0,0.1,0.1,-0.2,-0.2,-0.176923076923077,-0.0672401433691756,0,0.1,0.1,0.0144444444444444,-0.1,-0.0333333333333333,-0.05,-0.0333333333333333,0.0119444444444444,0.0333333333333333,-0.2,-0.1,0.2,0,-0.02,-0.179480519480519,0,0.176923076923077,0.2,-0.152380952380952,0,0.0666666666666667,0.04,0.05,0.1,-0.0333333333333333,0.2,-0.16544061302682,0,0.1,0.12,0,0.0657142857142857,0,0,0.2,0.0166666666666667,0,0.173333333333333,0.333333333333333,0.1,0.3,0.125,0.2,0.2
"Csl",-0.200450885668277,-0.0130875576036866,0.0555555555555556,0.0222222222222222,0.0578811369509044,0.0416020671834625,-0.0622917112872135,-0.0622917112872135,-0.0670765263169038,0.0571467225064482,0.0915018315018315,0.0914309346567411,0.0994954507857734,0.101848756649275,-0.121538461538462,-0.000658542164896914,0.0503392072198234,-0.00269935849142753,0.0935193516683354,0.000788530465949819,-0.0882051282051282,-0.0882051282051282,0.121538461538462,-0.00888888888888889,-0.102363336409138,-0.14903062194053,-0.10007326007326,0.0644975936401547,0.0622917112872135,-0.148460201205508,-0.16,0.0874103754538537,0.0124430641821946,0.0430142497815694,0.0080952380952381,0.00820717482856702,0.0166666666666667,0.0482803486644173,-0.00270191608052389,0.00523809523809524,0.116205214516327,0.0266666666666667,0.0277043943455367,0.093078016044768,-0.0333333333333333,0.0397435897435897,-0.00313120931825968,-0.00313120931825968,0.0128455112685957,0.0145696491996302,0.0995844325936132,0.0220965309200603,0.174079665236506,0.200450885668277,0.194789510006901
"cfos",-0.20590722164572,-0.0333333333333333,0.00833333333333333,0.0333333333333333,0.0333333333333333,0.0385964912280702,-0.037363834422658,-0.037363834422658,-0.0262202380952381,0.0802378469497948,0.104074074074074,0.104074074074074,0.104074074074074,0.114957829116245,-0.15,-0.00179526355996944,0.0486111111111111,-0.000280112044817928,0.109596759143613,-0.00952380952380952,-0.13,-0.13,0.15,0.0142857142857143,-0.111994866153282,-0.144202206761718,-0.104074074074074,0.0324857856421702,0.037363834422658,-0.147208538587849,-0.1,0.0989818620198367,0.0320412675018423,0.0642943722943723,0.0269565217391304,-0.00358974358974359,-0.0333333333333333,0.0992043479634721,0.0102564102564103,0.04,0.128298368298368,0.16,0.0153472222222222,0.00254872563718141,0,0.00952380952380952,-0.00219320703191671,0.00264550264550265,0.0128093531319338,0.0165130568356375,0.101646719293778,0.0261904761904762,0.187601284416206,0.20590722164572,0.207174603174603
"TrCP",-0.206228765054081,-0.0102564102564103,0.0333333333333333,0.00833333333333333,0.0385964912280702,0.0256335282651072,-0.0324857856421702,-0.0324857856421702,-0.0280384199134199,0.0793220960340439,0.104074074074074,0.104074074074074,0.111391147244806,0.114130242909348,-0.13,-0.000155919297674361,0.0397002200220022,-0.00179526355996944,0.110219596513855,0.000280112044817928,-0.104074074074074,-0.104074074074074,0.13,-0.00952380952380952,-0.114957829116245,-0.145555590220364,-0.111994866153282,0.0333948765512611,0.0324857856421702,-0.150353192675899,-0.15,0.0992205255043236,0.0333746008351756,0.0604900244682854,0.0320412675018423,0.0041025641025641,0.00952380952380952,0.0973960296994576,-0.00358974358974359,0.0269565217391304,0.128850854486214,0.04,0.0184147068847989,-0.00480421553928918,-0.0333333333333333,0.0261904761904762,-0.00154804574159413,-0.00219320703191671,0.00980935313193377,0.0128093531319338,0.102661947720174,0.0165130568356375,0.188290939588619,0.206228765054081,0.202256570387718
"LIV1",-0.206228765054081,-0.0102564102564103,0.0333333333333333,0.00833333333333333,0.0385964912280702,0.0256335282651072,-0.0324857856421702,-0.0324857856421702,-0.0280384199134199,0.0793220960340439,0.104074074074074,0.104074074074074,0.111391147244806,0.114130242909348,-0.13,-0.000155919297674361,0.0397002200220022,-0.00179526355996944,0.110219596513855,0.000280112044817928,-0.104074074074074,-0.104074074074074,0.13,-0.00952380952380952,-0.114957829116245,-0.145555590220364,-0.111994866153282,0.0333948765512611,0.0324857856421702,-0.150353192675899,-0.15,0.0992205255043236,0.0333746008351756,0.0604900244682854,0.0320412675018423,0.0041025641025641,0.00952380952380952,0.0973960296994576,-0.00358974358974359,0.0269565217391304,0.128850854486214,0.04,0.0184147068847989,-0.00480421553928918,-0.0333333333333333,0.0261904761904762,-0.00154804574159413,-0.00219320703191671,0.00980935313193377,0.0128093531319338,0.102661947720174,0.0165130568356375,0.188290939588619,0.206228765054081,0.202256570387718
"EGR1",-0.206228765054081,-0.0102564102564103,0.0333333333333333,0.00833333333333333,0.0385964912280702,0.0256335282651072,-0.0324857856421702,-0.0324857856421702,-0.0280384199134199,0.0793220960340439,0.104074074074074,0.104074074074074,0.111391147244806,0.114130242909348,-0.13,-0.000155919297674361,0.0397002200220022,-0.00179526355996944,0.110219596513855,0.000280112044817928,-0.104074074074074,-0.104074074074074,0.13,-0.00952380952380952,-0.114957829116245,-0.145555590220364,-0.111994866153282,0.0333948765512611,0.0324857856421702,-0.150353192675899,-0.15,0.0992205255043236,0.0333746008351756,0.0604900244682854,0.0320412675018423,0.0041025641025641,0.00952380952380952,0.0973960296994576,-0.00358974358974359,0.0269565217391304,0.128850854486214,0.04,0.0184147068847989,-0.00480421553928918,-0.0333333333333333,0.0261904761904762,-0.00154804574159413,-0.00219320703191671,0.00980935313193377,0.0128093531319338,0.102661947720174,0.0165130568356375,0.188290939588619,0.206228765054081,0.202256570387718
"SNAI1",-0.206843771204142,0.00358974358974359,0.0385964912280702,0.0333333333333333,0.0256335282651072,0.0249390838206628,-0.0333948765512611,-0.0333948765512611,-0.0296885849299216,0.0800474846350801,0.111994866153282,0.111391147244806,0.114864639018115,0.113717233100365,-0.104074074074074,-0.000155919297674361,0.037813427569172,-0.000155919297674361,0.109491188605427,0.00179526355996944,-0.104074074074074,-0.104074074074074,0.104074074074074,0.000280112044817928,-0.114130242909348,-0.145720063904575,-0.114957829116245,0.03684315241333,0.0333948765512611,-0.153383495706202,-0.13,0.000466077105747069,0.0374104752746375,0.0593618193400802,0.0333746008351756,0.0077760334903192,0.0261904761904762,0.0967590870242984,0.0041025641025641,0.0320412675018423,0.129687674569896,0.0269565217391304,0.0205323539436224,-0.0024232631583368,-0.00833333333333333,0.0165130568356375,-0.000933039591532628,-0.00154804574159413,0.0131103240057202,0.00980935313193377,0.102758009199521,0.0128093531319338,0.186639097148975,0.206843771204142,0.20319114982697
"GLI",-0.212065369516982,-0.0191688770999116,0.0213450292397661,0.00555555555555556,0.0315491108724191,0.0190491108724191,-0.181801119471158,-0.181801119471158,-0.132341503636865,0.082848404528352,0.113870967741935,0.225047438330171,0.127175097904639,0.119028766226815,-0.13,-0.0883323637848113,-0.154597938934222,-0.0904500108436348,0.119587305913864,0.0885632183908046,-0.223870967741935,-0.113870967741935,0.24,0.0816666666666667,-0.118729901911214,-0.166275770513007,-0.116457174638487,0.181207060065217,0.181801119471158,-0.155401570048309,-0.15,0.110318369002309,0.111026524120447,0.0798133681070863,0.112683982683983,0.0142879247189592,0.142857142857143,0.102362853136177,0.00666887709991158,0.106190476190476,0.146502878121547,0.122857142857143,0.0608921878561283,0.0374251856425031,-0.0166666666666667,0.167857142857143,0.0406658553361746,0.0406658553361746,0.156490984957986,0.1593716433942,0.10562582927908,0.157330827067669,0.209001547987616,0.212065369516982,0.208041184041184
"STAT",-0.213609467455621,-0.0196078431372549,-0.04,0,-0.0161904761904762,-0.0009362389023406,0.091914805624483,0.091914805624483,0.116724521584335,-0.00329130172146149,-0.0387987012987013,-0.0387987012987013,-0.0430003819709702,-0.0361599658997699,0.0285714285714286,0.001980474077156,-0.0753694581280788,0.00439593301435407,0.0405700355670126,-0.00965909090909091,0.0160714285714286,0.0160714285714286,-0.0285714285714286,0.00909090909090909,0.037709429546969,0.0934346411188684,0.0430722055722056,-0.0978849548782144,-0.091914805624483,0.0807835301952949,0.2,0.11744434538776,0.0775585072738773,0.175113633659361,0.0807843137254902,-0.00694686691260078,-0.05,0.139413850995613,0.0114997350291468,0.0866666666666667,0.153334942084942,0.0666666666666667,-0.00664680390032503,0.00666666666666667,0,-0.025,0.00124382253317786,0.0035426731078905,0.00623413596762022,0.0106589147286822,0.105963363485194,0.00833333333333333,0.229183367416496,0.213609467455621,0.318251138839374
"ZEB2",-0.215668739216526,-0.105128205128205,-0.101388888888889,-0.0888888888888889,-0.0813888888888889,-0.0785851505711319,-0.0375974025974026,-0.0375974025974026,-0.0364029407181522,-0.0322594839416152,-0.0310526315789474,-0.0268764568764569,-0.0268764568764569,-0.0262328035196827,-0.01,-0.00935202363773792,-0.00904761904761905,-0.00723562152133581,-0.00318847748345484,0.00519480519480519,0.00636363636363637,0.01,0.0136363636363636,0.0142857142857143,0.027531504818384,0.0290960628888736,0.0310526315789474,0.0322440835395868,0.0375974025974026,0.0479588439016548,0.05,0.0604011378621395,0.0710612585752343,0.0718662878727366,0.0735002829654782,0.074745691467003,0.075,0.0847443964930103,0.0851282051282051,0.0864035087719298,0.0910144927536232,0.0916666666666667,0.0927051238643418,0.0974633431085044,0.1,0.103571428571429,0.105293468125828,0.107122736418511,0.10989071903706,0.116254355400697,0.122944317997159,0.123571428571429,0.1703108003108,0.215668739216526,0.317509944187325
"ZEB1",-0.222524663653952,-0.122916666666667,-0.128070175438597,-0.133333333333333,-0.10348001150417,-0.10348001150417,0.0636518014710392,0.0636518014710392,0.0467707322269833,0.0405600164239769,-0.0955082220505463,-0.0918721522380059,-0.0901539391795867,-0.0903187555615316,0.0461538461538462,-0.00515086029203845,0.0100194931773879,-0.00396975792983373,-0.0138776124668673,0.000416458437447942,0.0745644599303136,0.0778611632270169,-0.0428571428571429,0.00766283524904215,0.0912972291427449,0.121813687667346,0.093424888717213,-0.0682187306048975,-0.0636518014710392,0.116137321154623,0.1,0.0809575355313663,0.10236468860672,0.162766426672766,0.103686274509804,0.0880276697455842,0.0416666666666667,0.160785176588776,0.0954656862745098,0.121333333333333,0.102363787083323,0.133333333333333,0.0841214834407579,0.0980143604236868,0.133333333333333,0.0916666666666667,0.107125468307741,0.109048545230818,0.092745700674317,0.0980837789661319,0.126680246857097,0.109848484848485,0.200489911867441,0.222524663653952,0.227090995266991
"SRC",-0.226984126984127,0.12,0.1,0.1,0.0615384615384615,0.0893162393162393,0.0372632457238214,0.0372632457238214,0.0797402597402597,-0.00302462206256548,-0.015,-0.015,-0.0330327868852459,-0.0358974128469418,0.2,0.0707359307359307,0.13,0.0761904761904762,0.0335190136660725,-0.0666666666666667,0.025,0.025,-0.1,-0.0666666666666667,0.0379108356657337,0.0884034081860169,0.0330327868852459,-0.038778397238973,-0.0372632457238214,0.0696459688044541,0.2,0.176384765235946,-0.0486182580522203,0.14850827333586,-0.0505050505050505,-0.0819047619047619,-0.0333333333333333,0.0368523398893994,-0.0676190476190476,-0.0393939393939394,0.0848484848484849,-0.0666666666666667,-0.0289861209127264,-0.0146888447533929,-0.1,-0.0833333333333333,-0.0464201043148411,-0.0491228070175439,-0.0433986928104575,-0.0522222222222222,0.123126921387791,-0.0633333333333333,0.296727357609711,0.226984126984127,0.329198966408269
"PI3K",-0.24731161854683,-0.15,0,-0.0333333333333333,-0.0176470588235294,0.000301659125188536,0.125108225108225,0.125108225108225,0.21041366041366,-0.0131559981876264,0.228985507246377,0.228985507246377,0.215139353400223,0.218599077321243,-0.2,0.0895652797704448,0.0923076923076923,0.0968823529411765,0.138257983115101,-0.0808823529411765,-0.233333333333333,-0.233333333333333,0.2,-0.075,-0.213444438145986,0.222820484662128,-0.215139353400223,-0.136067129217814,-0.125108225108225,-0.260285714285714,-0.1,0.212286634460547,0.149175735868118,0.0572299720553463,0.144257703081232,0.160173697270471,0,-3.63635550906759e-05,0.173076923076923,0.161904761904762,0.247996121525533,0.133333333333333,0.0799122807017544,-0.0100561665489523,0,0,0.00930676270508204,0.00690676270508204,0.0604700854700855,0.0576923076923077,0.134366482727138,0.05,0.279031358885017,0.24731161854683,0.240570175438596
"AKT",-0.249366413067378,-0.173076923076923,-0.0176470588235294,0,0.000301659125188536,-0.102728643905114,0.136067129217814,0.136067129217814,0.216462047510435,-0.015092797372132,0.215139353400223,0.215139353400223,0.213463375746592,0.221829846552013,-0.233333333333333,0.0928885426103239,0.103418803418803,0.0895652797704448,0.139470104327222,-0.0968823529411765,-0.228985507246377,-0.228985507246377,0.233333333333333,-0.0808823529411765,-0.218599077321243,0.223730327507454,-0.213444438145986,-0.140645442470826,-0.136067129217814,-0.25775863847344,-0.2,0.213539767292628,0.150441558652928,0.061205507223542,0.149175735868118,0.156515160685106,0,-0.000538876117904746,0.160173697270471,0.144257703081232,0.251101711587645,0.161904761904762,0.0799122807017544,-0.00780052745120798,0.0333333333333333,0.05,0.00560305900137833,0.00930676270508204,0.0573121907332434,0.0604700854700855,0.136505520160294,0.0576923076923077,0.284294516779754,0.249366413067378,0.243134278002699
"RKIP",-0.284940219990435,-0.155555555555556,-0.142857142857143,-0.1,-0.117857142857143,-0.11482683982684,0.0237012987012987,0.0237012987012987,0.237864460204886,0.111917631917632,0.226315789473684,0.23,0.218461538461538,0.211663393523578,-0.1,0.0884468179795283,-0.140190476190476,0.0819047619047619,0.239174002767807,-0.0866666666666667,-0.2,-0.2,0.1,-0.0666666666666667,-0.209882223040118,0.164679530348725,-0.214777327935223,-0.0245559995559996,-0.0237012987012987,-0.257008907641819,0,0.371729167235681,0.384776228906823,0.154171122994652,0.374137931034483,0.172338772338772,0.1,0.316986944104447,0.164646464646465,0.35,0.485504201680672,0.35,0.198548791333172,0.126480836236934,0.1,0.133333333333333,0.13334763193906,0.136317928968763,0.187366120218579,0.169333333333333,0.161331069106409,0.133333333333333,0.323268493958149,0.284940219990435,0.274940219990435
"RAF",-0.284940219990435,-0.155555555555556,-0.142857142857143,-0.1,-0.117857142857143,-0.11482683982684,0.0237012987012987,0.0237012987012987,0.237864460204886,0.111917631917632,0.226315789473684,0.23,0.218461538461538,0.211663393523578,-0.1,0.0884468179795283,-0.140190476190476,0.0819047619047619,0.239174002767807,-0.0866666666666667,-0.2,-0.2,0.1,-0.0666666666666667,-0.209882223040118,0.164679530348725,-0.214777327935223,-0.0245559995559996,-0.0237012987012987,-0.257008907641819,0,0.371729167235681,0.384776228906823,0.154171122994652,0.374137931034483,0.172338772338772,0.1,0.316986944104447,0.164646464646465,0.35,0.485504201680672,0.35,0.198548791333172,0.126480836236934,0.1,0.133333333333333,0.13334763193906,0.136317928968763,0.187366120218579,0.169333333333333,0.161331069106409,0.133333333333333,0.323268493958149,0.284940219990435,0.274940219990435
"CD44",-0.287301587301587,0,0,0,0,-0.02,0.0476190476190476,0.0476190476190476,0.217261904761905,-0.00386446886446887,-0.15,-0.05,0.0366666666666667,0.0390995825879547,0.1,0.126944444444444,-0.119047619047619,0.115833333333333,0.0873015959179242,-0.153333333333333,0.1,0.2,0,-0.133333333333333,-0.0529457364341085,0.171275783040489,-0.0366666666666667,-0.0104761904761905,-0.0476190476190476,0.01,0.1,0.309223817118554,0.265,0.245494505494506,0.255,0.0120300751879699,0.1,0.219353979353979,-0.0142857142857143,0.175,0.303703703703704,0.2,0.102470862470862,0.105847953216374,-0.1,0.1,0.0549886621315193,0.0611111111111111,0.0590909090909091,0.05,0.184440052700922,0.05,0.333333333333333,0.287301587301587,0.382539682539683
"Destcompl",-0.291520491020954,-0.151194672933803,-0.11304347826087,-0.1,-0.115746180963572,-0.11641732190317,0.134715562464622,0.134715562464622,0.306041409061126,-0.203706147063661,0.230003926875732,0.230496513447822,0.232537329774353,0.234431333165068,-0.225396825396825,0.119141449683322,0.087478442975503,0.118451794510908,0.0324048235405044,-0.118451794510908,-0.229506414437921,-0.229506414437921,0.225396825396825,-0.112244897959184,-0.233513434133962,0.214232326020574,-0.231869598517523,-0.135814463563523,-0.134715562464622,-0.284165023481056,-0.211111111111111,0.305076095314238,0.175731503745615,0.0303225826098008,0.171512094462914,0.15505674490383,0.122222222222222,-0.252090125121164,0.154455542499021,0.165501165501166,0.322018783863241,0.156410256410256,0.217417871955661,-0.0204470742932281,0.1,0.132567049808429,-0.00812865497076023,-0.00777777777777778,0.141576552046903,0.139835739667793,0.178829891824709,0.138281335522715,0.20890119517582,0.291520491020954,0.278052495558292
"MEK",-0.292083077133292,-0.164646464646465,-0.117857142857143,-0.142857142857143,-0.11482683982684,-0.108944486885663,0.0245559995559996,0.0245559995559996,0.244498366838792,0.111429827039583,0.214777327935223,0.218461538461538,0.213566433566434,0.213893876794954,-0.2,0.0884468179795283,-0.144634920634921,0.0884468179795283,0.242270541929919,-0.0819047619047619,-0.23,-0.226315789473684,0.2,-0.0866666666666667,-0.211663393523578,0.167817605662532,-0.209882223040118,-0.0343972693972694,-0.0245559995559996,-0.257008907641819,-0.1,0.371729167235681,0.27644289557349,0.158933027756557,0.384776228906823,0.16430957525848,0.133333333333333,0.319420034128778,0.172338772338772,0.374137931034483,0.496030517470146,0.35,0.194450430677434,0.119208108964207,0.1,0.133333333333333,0.136668665149392,0.13334763193906,0.181483767277403,0.187366120218579,0.164117446815387,0.169333333333333,0.33407930476896,0.292083077133292,0.282783357245337
"ERK",-0.293500399967938,-0.172338772338772,-0.11482683982684,-0.117857142857143,-0.108944486885663,-0.108027055693003,0.0343972693972694,0.0343972693972694,0.247858948128529,0.111889808640319,0.209882223040118,0.213566433566434,0.215822072664178,0.216046654572732,-0.226315789473684,0.0876226421553524,-0.146576668207736,0.0884468179795283,0.242785474988622,-0.0884468179795283,-0.218461538461538,-0.214777327935223,0.23,-0.0819047619047619,-0.213893876794954,0.169057740950018,-0.211663393523578,-0.0367075004203717,-0.0343972693972694,-0.258147119023933,-0.2,0.374969907976422,0.282292477746192,0.158516938990954,0.27644289557349,0.161816500466237,0.133333333333333,0.320051233407407,0.16430957525848,0.384776228906823,0.497423275130313,0.374137931034483,0.196860069231651,0.1215971874625,0.142857142857143,0.169333333333333,0.136364713781611,0.136668665149392,0.181966859064842,0.181483767277403,0.164117446815387,0.187366120218579,0.336301526991182,0.293500399967938,0.287434520036035
"Frizzled",-0.296552883408857,-0.164285714285714,-0.113333333333333,-0.133333333333333,-0.125833333333333,-0.113333333333333,0.17447026657553,0.17447026657553,0.338793103448276,-0.0304876244283024,0.219736842105263,0.219736842105263,0.212593984962406,0.218866454215008,-0.2,0.104057971014493,0.0939393939393939,0.110724637681159,0.129416348141761,-0.0933333333333333,-0.225,-0.225,0.1,-0.1,-0.214580739929293,0.252540201022351,-0.212593984962406,-0.186281290197577,-0.17447026657553,-0.258787878787879,-0.1,0.273015873015873,0.183093681917211,0.0852100840336134,0.175686274509804,0.171148459383754,0,-0.0640299684542587,0.180952380952381,0.193333333333333,0.304047619047619,0.133333333333333,0.0734647950089126,-0.0231533006001091,0.1,0,0.0011753297778075,-0.00536672629695886,0.0502164502164502,0.0502164502164502,0.157171717171717,0.0454545454545455,0.332136333678561,0.296552883408857,0.286834733893557
"GSK3",-0.30341719996067,-0.171148459383754,-0.113333333333333,-0.125833333333333,-0.116781609195402,-0.126183318597112,0.188802298600938,0.188802298600938,0.244996608048111,-0.0324906049983599,0.214580739929293,0.214554769276131,0.218800052294999,0.222106717607237,-0.219736842105263,0.108219500541876,0.0991577717045669,0.107193859516235,0.131380880975472,-0.104057971014493,-0.212593984962406,-0.212593984962406,0.219736842105263,-0.110724637681159,-0.221448822870395,0.254715665988243,-0.218866454215008,-0.190062802802619,-0.188802298600938,-0.263250048604652,-0.225,0.279383054873449,0.195709027098346,0.0869536206887473,0.192868118007437,0.176942665177959,0.0454545454545455,-0.0659665261025063,0.170449158684453,0.183093681917211,0.312807280438859,0.175686274509804,0.0783626618113797,-0.0230804541240574,0.113333333333333,0.0502164502164502,-0.00132643820612506,-0.00297561361841892,0.0501430654159101,0.0520569410139962,0.161603707564306,0.0502164502164502,0.340566500003465,0.30341719996067,0.293979179161474
