"","GSK3","ZEB2","ZEB1","Csn","AXIN2","NFB","TrCP","cMet","IKK","AKT","EGR1","SMAD","SOSGRB2","HEY1","ERK","cfos","ILK","NOTCHic","NOTCH","KLF4","TWIST1","RKIP","RAS","RAF","DELTA","PI3K","SNAI2","Jagged","Csl","SNAI1","MEK","FOXC2","SHH","Patched","cateninmemb","SMO","Ecadherin","FUS","GLI","Destcompl","Wnt","CD44","TCFLEF","Frizzled","cateninnuc","miR200","TGF","SRC","TGFR","CDC42","DSH","SUFU","STAT","PAK1","LIV1"
"FOXC2",-0.0835327518581992,0.0173684210526316,0.0173684210526316,-0.1,-0.186764221693799,-0.08,-0.1,-0.108709530323757,-0.0657142857142857,-0.0583068783068783,-0.12,0.047536231884058,-0.0397798742138365,0.0219862490450726,-0.0868449197860963,-0.0927272727272727,0.0533333333333333,0.147464114832536,0.146433186997484,0.037037037037037,-0.14081045751634,-0.0151721294578437,0.0729751131221719,0.0707692307692308,0.0707692307692308,-0.0707692307692308,0.160644163660636,-0.133227931488801,-0.152727272727273,0.0212189350430696,0.0899377032912509,0.0937784275503574,-0.163440860215054,-0.166666666666667,-0.014066551109234,-0.166666666666667,0.0571293230433401,-0.166666666666667,0.113881944116861,0.0882985283332831,0.108709530323757,0.114796486845497,0.120482105574594,0.115686274509804,0.122101034590783,-0.00914122914122914,0.107445676274945,0.115686274509804,0.108909090909091,0.120909090909091,0.133333333333333,-0.2,0.133333333333333,0.140909090909091,0.166666666666667
"cateninnuc",0.0116832845973583,0.0209801348667822,0.0209801348667822,0.0458333333333333,-0.122101034590783,0.0488636363636364,0.0333333333333333,0.0231005709266579,0.0448636363636364,0.0393948863636364,-0.0376811594202899,0.0243730778846741,0.000493360700299229,0.00525372893979347,-0.0418201990023674,-0.0456176673567978,0.0242366522366522,0.0767164484153053,0.0785346302334871,0.0310543845241354,-0.015866040015773,-0.0709022714258446,-0.0288968438968439,-0.0282234432234432,-0.0282234432234432,0.0282234432234432,0.106958500445571,0.0187285540948471,-0.0720652856246077,0.0766606318389616,0.0450312081766793,0.0446168749283503,-0.00746779110789006,-0.00681419633664822,-0.0999182116341751,-0.00619307832422586,-0.149774815271128,-0.0111111111111111,-0.0250559496092551,-0.00644069596821973,-0.0246606926922591,-0.0238942217203087,-0.0251638259025342,-0.0300954753009548,-0.126240876441059,-0.00721169758630622,0.0320482296401586,-0.0285353535353535,0.0292098016925603,0.0251868131868132,-0.0424242424242424,-0.0111111111111111,-0.0424242424242424,0.0205714285714286,-0.0424242424242424
"ERK",0.093400947893962,0.0350767649739622,0.0350767649739622,0.0428571428571429,0.135696408047442,0.0277056277056277,0.0428571428571429,0.10172984909827,0.0359409218232748,0.0359409218232748,0.232758620689655,0.157676437156214,0.229679765757436,0.133845039687044,0.151907556859868,0.251907556859868,0.157372485788433,0.208193671697321,0.210132729869067,0.0320320754507135,0.140631207107506,-0.114711960139576,0.0437312907114887,0.0447213897213897,0.0447213897213897,-0.0447213897213897,0.340291355409477,-0.113904071373505,-0.214763014763015,0.0109851726065571,-0.1488434900075,-0.0511278387140456,-0.129835991036947,-0.130319082824387,-0.0812966026162417,-0.130972677595628,-0.125774181587121,-0.129333333333333,-0.104737367895263,-0.0303540493146927,-0.106993006993007,-0.098930866909975,-0.100975476575402,-0.107692307692308,-0.101600476575402,-0.0100939733182943,-0.0856189036876669,-0.102429149797571,-0.0861683542371175,-0.0847085002225189,-0.1,-0.133333333333333,-0.0947368421052632,-0.0819047619047619,-0.1
"SOSGRB2",0.158556238836744,0.0605639097744361,0.0605639097744361,-0.2,0.138283828382838,-0.144444444444444,-0.1,0.101242236024845,-0.128654970760234,-0.132821637426901,0.104761904761905,0.0793006993006993,0.111944444444444,0.0606060606060606,0.113770913770914,0.138095238095238,0.08,0.288111888111888,0.300787944449916,0.0634210526315789,0.059768115942029,-0.153070175438597,0.223576705780096,0.224858757062147,0.224858757062147,-0.224858757062147,0.203562958518056,-0.0232642271945506,-0.272727272727273,0.0836950959488273,-0.128922428922429,-0.0632600732600733,-0.0550282840980515,-0.0527027027027027,-0.0745777075777076,-0.05,-0.11489234507855,-0.0333333333333333,-0.113198757763975,0.0529484311363506,-0.105952380952381,-0.108488612836439,-0.107435981257492,-0.114285714285714,-0.102655866534738,-0.0273255190595121,0.00743277998597148,-0.114285714285714,0.00956043956043956,0.00571428571428572,-0.1,0,-0.1,0.0357142857142857,0
"TWIST1",-0.0411192319948347,0.0848269321953533,0.0848269321953533,-0.05,-0.0232876263521425,-0.0269230769230769,-0.1,0.0155859506923337,-0.0173992673992674,-0.0190941826535047,-0.0866666666666667,-0.0662039176890662,-0.140258952844765,-0.0534363941143602,-0.056231884057971,-0.056231884057971,-0.0586131586131586,-0.0911111111111111,-0.0911111111111111,0.0875547217010632,-0.0157314481856816,-0.0503262698914873,-0.0706080220315185,-0.0712929535383678,-0.0712929535383678,0.0712929535383678,0.273876155921717,0.100470326184721,0.0911111111111111,0.0599547485804481,0.0636945706251352,-0.130058407459008,0.0729642575972288,0.0695159817351598,0.0194291848318468,0.0626666666666667,-0.0899104413318225,0.0666666666666667,-0.00657811194653299,0.0354721280244565,-0.014578111946533,-0.00715221575257462,-0.0045488466867247,-0.0198412698412698,-0.00552642000472355,-0.0765398455787304,-0.0803710699009576,-0.0198412698412698,-0.0860658307210031,-0.0810658307210031,-0.0142857142857143,0.0333333333333333,-0.0142857142857143,-0.0672727272727273,1.11022302462516e-17
"DELTA",0.0494252873563218,0.0900966183574879,0.0900966183574879,0,0.142857142857143,0.1,0,0.12,0.2,0.211111111111111,0.1,0.0976190476190476,0.12,0.05,0.18,0.2,0.15,0.22,0.205714285714286,0.0944444444444444,0.071,0.0102564102564102,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,0.0133333333333333,0.0750125691302162,-0.106147186147186,-0.2,-0.0833333333333333,-0.146666666666667,-0.0571428571428571,-0.136538461538462,-0.175,-0.029070788366563,-0.2,-0.0282105263157895,-0.1,-0.0969230769230769,-0.0764169884169884,-0.12,-0.0969230769230769,-0.0757109557109557,-0.1,-0.0658208458208458,-0.0460606060606061,-0.143555555555556,-0.1,-0.155555555555556,-0.1,0,0,0,0,0
"NOTCH",0.0494252873563218,0.0938003220611916,0.0938003220611916,0.1,0.129649595687332,0.2,0,0.0969230769230769,0.211111111111111,0.177777777777778,0.2,0.0842857142857143,0.0936842105263158,-0.00652173913043478,0.146666666666667,0.18,0.0976190476190476,0.205714285714286,0.108940092165899,0.0900966183574879,0.0625254237288136,0.0137046861184792,-0.0118840579710145,-0.0133333333333333,-0.0133333333333333,0.0133333333333333,0.0829490770667241,-0.0987397787397787,-0.22,-0.0664102564102564,-0.153809523809524,-0.0551020408163265,-0.113009049773756,-0.136538461538462,-0.0358770710890761,-0.175,-0.0362750424448217,-0.2,-0.0757109557109557,-0.0736132500992314,-0.0969230769230769,-0.0757109557109557,-0.0658208458208458,-0.12,-0.0670453356167642,-0.0460606060606061,-0.13710394265233,-0.12,-0.143555555555556,-0.155555555555556,-0.1,-0.1,-0.1,-0.1,0
"NOTCHic",0.0485988410753301,0.10194847020934,0.10194847020934,0.2,0.11853848457622,0.211111111111111,0.1,0.0757109557109557,0.177777777777778,0.152196382428941,0.18,0.0878828365878726,0.0891387559808613,-0.0203678929765886,0.153809523809524,0.146666666666667,0.0842857142857143,0.108940092165899,0.103676934271162,0.0900966183574879,0.0656700778168639,0.00102862978045105,-0.0104062254586992,-0.0118840579710145,-0.0118840579710145,0.0118840579710145,0.0839510810747402,-0.0994020303954079,-0.205714285714286,-0.0584737484737485,-0.145238095238095,-0.0599407504937459,-0.111933780956551,-0.113009049773756,-0.0393253469511451,-0.136538461538462,-0.0446977070696303,-0.175,-0.0681840739905256,-0.0739465834325647,-0.0757109557109557,-0.0658208458208458,-0.0670453356167642,-0.0969230769230769,-0.073304877601497,-0.0524189875634962,-0.122454261123667,-0.0969230769230769,-0.13710394265233,-0.143555555555556,-0.12,-0.2,-0.12,-0.155555555555556,-0.1
"cfos",0.038961038961039,0.105974480187555,0.105974480187555,0.2,0.0887027914614122,0.2,0.1,0.0614814814814815,0.1625,0.136184210526316,0.28,0.0929595494111623,0.075,0.0796851574212894,0.124347826086957,0.12,0.0865079365079365,0.15,0.139230769230769,0.0936825396825397,0.0258701298701299,-0.00727272727272728,0.0203371592539455,0.0191176470588235,0.0191176470588235,-0.0191176470588235,0.139626820867697,-0.126388888888889,-0.15,-0.0476431585292345,-0.119263080324245,-0.0384614333538293,-0.122114126415202,-0.123348694316436,-0.0522869912600311,-0.152380952380952,-0.0460021620420282,-0.185714285714286,-0.0562183235867447,-0.069092197991521,-0.0614814814814815,-0.0533733733733734,-0.0563436704030763,-0.08,-0.0626399666993726,-0.0553136406077583,-0.0995289024700789,-0.08,-0.113165266106443,-0.119047619047619,-0.1,-0.2,-0.1,-0.142857142857143,-0.1
"CDC42",0.038961038961039,0.105974480187555,0.105974480187555,0.2,0.0887027914614122,0.2,0.1,0.0614814814814815,0.1625,0.136184210526316,0.18,0.0929595494111623,0.075,0.0796851574212894,0.124347826086957,0.12,0.0865079365079365,0.15,0.139230769230769,0.0936825396825397,0.0258701298701299,-0.00727272727272728,0.0203371592539455,0.0191176470588235,0.0191176470588235,-0.0191176470588235,0.139626820867697,-0.126388888888889,-0.15,-0.0476431585292345,-0.119263080324245,-0.0384614333538293,-0.122114126415202,-0.123348694316436,-0.0522869912600311,-0.152380952380952,-0.0460021620420282,-0.185714285714286,-0.0562183235867447,-0.069092197991521,-0.0614814814814815,-0.0533733733733734,-0.0563436704030763,-0.08,-0.0626399666993726,-0.0553136406077583,-0.0995289024700789,-0.08,-0.113165266106443,-0.119047619047619,-0.1,-0.2,-0.1,-0.0428571428571429,-0.1
"RAS",-0.0974160206718346,0.105997790868925,0.105997790868925,-0.1,0.0785507246376812,0,-0.2,0.0558823529411765,0.02,0.0144444444444444,-0.14,0.000742115027829313,-0.137229437229437,0.0183794466403162,-0.184736842105263,-0.19,0.012987012987013,0.0263157894736842,0.024428997020854,0.113214285714286,-0.0349481723949809,0.083874213836478,-0.100384615384615,-0.00615384615384615,-0.00615384615384615,0.00615384615384615,-0.265834810084189,0.0419672777449241,0,0.0128613569321534,0.186697626418989,-0.0593650793650794,-0.0121920903954802,-0.0206666666666667,0.0272097396592518,-0.0166666666666667,0.0258004545691794,0,-0.0517156862745098,0.0213301312138521,-0.0558823529411765,-0.0537546933667084,-0.0429854625974776,-0.05,-0.0393027430507354,-0.0899076923076923,0.060990099009901,-0.05,0.06,0.06,-0.1,0.1,-0.1,0.06,0
"PAK1",0.0422337662337662,0.113369978579838,0.113369978579838,0.2,0.086815999008582,0.1625,0.2,0.0533733733733734,0.136184210526316,0.13062865497076,0.12,0.101991807475678,0.074009900990099,0.0855675103624658,0.119263080324245,0.124347826086957,0.0929595494111623,0.139230769230769,0.139230769230769,0.10351860525631,0.030761434217956,-0.0144550477147162,0.0194280683448546,0.0203371592539455,0.0203371592539455,-0.0203371592539455,0.137276007124478,-0.127002385821404,-0.15,-0.0497911298896163,-0.124596413657578,-0.0453579850779673,-0.128114126415202,-0.122114126415202,-0.0533858923589322,-0.123348694316436,-0.0471786326302635,-0.152380952380952,-0.0606085674891837,-0.0704455814501676,-0.0562183235867447,-0.0563436704030763,-0.0626399666993726,-0.0614814814814815,-0.0665020356648899,-0.0583593258869461,-0.0973431101203522,-0.0614814814814815,-0.0995289024700789,-0.113165266106443,-0.08,-0.185714285714286,-0.08,-0.119047619047619,-0.1
"EGR1",0.0422337662337662,0.113369978579838,0.113369978579838,0.2,0.086815999008582,0.1625,0.2,0.0533733733733734,0.136184210526316,0.13062865497076,0.12,0.101991807475678,0.074009900990099,0.0855675103624658,0.119263080324245,0.124347826086957,0.0929595494111623,0.139230769230769,0.139230769230769,0.10351860525631,0.030761434217956,-0.0144550477147162,0.0194280683448546,0.0203371592539455,0.0203371592539455,-0.0203371592539455,0.137276007124478,-0.127002385821404,-0.15,-0.0497911298896163,-0.124596413657578,-0.0453579850779673,-0.128114126415202,-0.122114126415202,-0.0533858923589322,-0.123348694316436,-0.0471786326302635,-0.152380952380952,-0.0606085674891837,-0.0704455814501676,-0.0562183235867447,-0.0563436704030763,-0.0626399666993726,-0.0614814814814815,-0.0665020356648899,-0.0583593258869461,-0.0973431101203522,-0.0614814814814815,-0.0995289024700789,-0.113165266106443,-0.08,-0.185714285714286,-0.08,-0.119047619047619,-0.1
"SNAI1",0.0437519180489477,0.113738982269875,0.113738982269875,0.1625,0.0900794022719852,0.136184210526316,0.2,0.0563436704030763,0.13062865497076,0.132711988304094,0.124347826086957,0.109494882506429,0.0774061274051933,0.0939008436957992,0.124596413657578,0.119263080324245,0.101991807475678,0.139230769230769,0.140047095761381,0.11130676725008,0.0327101521666739,-0.0119445874636702,0.0184428466699777,0.0194280683448546,0.0194280683448546,-0.0194280683448546,0.135029946112074,-0.126296503468463,-0.139230769230769,-0.151570489320221,-0.126838566123946,-0.0465015683054133,-0.131803446803551,-0.128114126415202,-0.0520387420998649,-0.122114126415202,-0.0455137002681407,-0.123348694316436,-0.0666414742533519,-0.0708293533799922,-0.0606085674891837,-0.0626399666993726,-0.0665020356648899,-0.0562183235867447,-0.0667601667955042,-0.057494772572825,-0.100972142378417,-0.0533733733733734,-0.0973431101203522,-0.0995289024700789,-0.0614814814814815,-0.152380952380952,-0.0614814814814815,-0.113165266106443,-0.08
"Wnt",0.106818181818182,0.118125298900048,0.118125298900048,-0.1,0.117575757575758,0,-0.1,0.075,0.06,0.0225,0,0.111926058437686,0.0575757575757576,0.121538461538462,0.0133333333333333,0.0333333333333333,0.128205128205128,0.142857142857143,0.151190476190476,0.115686274509804,0.0555882352941176,0.0283333333333333,0.0285030758714969,0.037593984962406,0.037593984962406,-0.037593984962406,0.0192241379310345,-0.0749509803921569,-0.1,-0.0396997929606625,0.016078431372549,-0.0516599190283401,-0.108441558441558,-0.122727272727273,0.0266101694915254,-0.15,-0.0251742160278746,-0.1,-0.0697368421052632,0.00203925963978269,-0.075,-0.0697368421052632,-0.062593984962406,0,-0.057958223373002,-0.051010101010101,-0.118260869565217,-0.1,-0.14,-0.133333333333333,0,0,-0.1,-0.1,0
"Frizzled",0.106212121212121,0.123075793949553,0.123075793949553,0,0.110599013389711,0.06,-0.1,0.0697368421052632,0.0225,0.01,0.0333333333333333,0.110991478998434,0.0424242424242424,0.106644844517185,-0.016078431372549,0.0133333333333333,0.111926058437686,0.151190476190476,0.141386554621849,0.115686274509804,0.0565406162464986,0.0283333333333333,0.0308652805959064,0.0285030758714969,0.0285030758714969,-0.0285030758714969,0.0220632546502774,-0.0719206773618538,-0.142857142857143,-0.0333505866114562,0.00867102396514162,-0.0563110818190378,-0.0987641390867197,-0.108441558441558,0.0205784234597794,-0.122727272727273,-0.0277383185919771,-0.15,-0.062593984962406,0.00336551958673229,-0.0697368421052632,-0.062593984962406,-0.057958223373002,-0.075,-0.0627201281349068,-0.052572601010101,-0.117308488612836,-0.075,-0.118260869565217,-0.14,0,-0.1,-0.1,-0.133333333333333,-0.1
"cMet",0.126190476190476,0.123232323232323,0.123232323232323,0,0.218412698412698,0.0333333333333333,0.1,0.193333333333333,0.08,0.08,0.275,0.195553494124923,0.313333333333333,0.180426556587547,0.335,0.335,0.206462585034014,0.209022556390977,0.219660854263318,0.0222222222222222,0.129083425937358,-0.24,0.0952920035938904,0.100952380952381,0.100952380952381,-0.100952380952381,0.233059317000923,-0.136783216783217,-0.214285714285714,0.0916065201524613,-0.322272727272727,-0.141682489451477,-0.174659090909091,-0.180909090909091,-0.101234992765242,-0.19,-0.189500751811572,-0.15,-0.184242424242424,0.0369959531724238,-0.193333333333333,-0.181705426356589,-0.178628503279666,-0.2,-0.175803644522604,-0.0957380873956961,0.0354550827423168,-0.3,0.0269444444444444,0.0491666666666667,-0.1,-0.1,-0.2,0.0866666666666667,-0.1
"DSH",0.105516065527666,0.127012801823569,0.127012801823569,0.06,0.105113781322201,0.0225,0,0.062593984962406,0.01,0.00655172413793103,0.0133333333333333,0.116651856356925,0.0473022912047302,0.10313607258736,-0.00867102396514162,-0.016078431372549,0.110991478998434,0.141386554621849,0.136491449726744,0.120540643441843,0.0579590559628107,0.0262354312354312,0.0317056167303602,0.0308652805959064,0.0308652805959064,-0.0308652805959064,0.0203170381194276,-0.0742462587572027,-0.151190476190476,-0.0313216011042098,0.00942290366438974,-0.0602071857151417,-0.100604629884266,-0.0987641390867197,0.0216384941311575,-0.108441558441558,-0.0313379674067269,-0.122727272727273,-0.0593260111061969,0.0014571226401674,-0.062593984962406,-0.057958223373002,-0.0627201281349068,-0.0697368421052632,-0.066014874350401,-0.0550116254003449,-0.113475735999596,-0.0697368421052632,-0.117308488612836,-0.118260869565217,-0.075,-0.15,-0.075,-0.14,-0.1
"AXIN2",0.104907263979346,0.127732232366264,0.127732232366264,-0.1,0.338259858799026,-0.0869565217391304,-0.133333333333333,-0.0576744186046512,-0.0884057971014493,-0.0884057971014493,-0.0133333333333333,0.138365539452496,0.0104149489282729,0.13278459566492,-0.0155672061393511,-0.0108943089430894,0.140349666436623,0.120382205513784,0.119706529838109,0.130389376929951,0.0144461450952323,-0.0919760526212139,0.123612470913781,0.122562602147377,0.122562602147377,-0.122562602147377,0.119072597941086,-0.109340882384361,-0.11859649122807,0.0931110967309064,0.0155672061393511,-0.10302266039971,-0.152955773734462,-0.155906593406593,-0.10568324144967,-0.157692307692308,-0.0947575780304102,-0.157692307692308,0.0614480035103115,-0.101920611517037,0.0576744186046512,0.0617753649768909,0.0637683309792356,0.0576744186046512,0.0632927581301219,-0.0967828233141753,0.10254214924934,0.0576744186046512,0.10221211624604,0.101327160493827,0.06,-0.15,0.06,0.1075,0.0666666666666667
"GLI",0.154513285543086,0.128905700631507,0.128905700631507,0.138888888888889,0.0892481884057971,0.102046783625731,0.15,0.0565538945712038,0.0836794366869555,0.0821169366869555,0.257142857142857,0.129244207980274,0.263059418457649,0.109978391727118,0.250649350649351,0.257142857142857,0.121136099872166,0.156744031830239,0.159601174687382,0.121713427713428,0.0448061323697996,-0.0899525400121229,0.156076582818977,0.156274602620958,0.156274602620958,-0.156274602620958,0.138671382857214,-0.130595414141086,-0.164244031830239,0.0235971589609201,-0.25783167109134,-0.0860107069143447,-0.234946990492103,-0.2312432867884,-0.0484088921916653,-0.227161654135338,-0.0448432144876581,-0.248214285714286,-0.0841713432112721,-0.0620615754860629,0.0196584440227704,-0.0591401014677555,-0.0653089326365867,0.0161290322580645,-0.0685964401081946,-0.0649874686716792,0.0247538622475666,-0.0638709677419355,0.0249891563652136,0.0117816091954023,0,-0.285714285714286,-0.08,0.00833333333333333,-0.1
"GSK3",0.00817829514497095,0.129241627975129,0.129241627975129,0.0225,0.106179230332855,0.01,0.06,0.057958223373002,0.00655172413793103,0.00484232242852932,-0.016078431372549,0.120399982293956,0.0477674074838,0.107634342483554,-0.00942290366438974,-0.00867102396514162,0.116651856356925,0.136491449726744,0.138829112064406,0.125120796113598,0.06064791639815,0.0234785390048548,0.0298148604278391,0.0317056167303602,0.0317056167303602,-0.0317056167303602,0.0184188500262438,-0.0735163317499034,-0.141386554621849,-0.0332042146147303,0.0082865400280261,-0.0619615716800539,-0.105389318879481,-0.100604629884266,0.0214616594715642,-0.0987641390867197,-0.0305806410978695,-0.108441558441558,-0.0645146903514799,0.00121055694802228,-0.0593260111061969,-0.0627201281349068,-0.066014874350401,-0.062593984962406,-0.0664754006661905,-0.0558322584601339,-0.112450094973955,-0.062593984962406,-0.113475735999596,-0.117308488612836,-0.0697368421052632,-0.122727272727273,-0.0697368421052632,-0.118260869565217,-0.075
"TCFLEF",-0.0778700655944006,0.136914274322169,0.136914274322169,-0.0194805194805195,-0.403691819291819,-0.0394805194805195,-0.0285714285714286,-0.0551923076923077,-0.0491579388353582,-0.0535057649223147,-0.0342857142857143,0.0865769760748125,-0.000354368186703518,0.0121838424207822,-0.0355400696864111,-0.0269686411149826,0.0833264980633402,0.24095329188586,0.239956614144996,0.130228227654698,-0.00889931168892213,0.0087169949947192,0.0947774834046057,0.0959601378067082,0.0959601378067082,-0.0959601378067082,-0.254382870815514,-0.163487112677744,-0.24095329188586,-0.018148128022605,0.0375808860129418,0.025985411251813,-0.177001781120127,-0.175161290322581,-0.0268912439346232,-0.18,0.0192218225735225,-0.18,0.04710407239819,0.0975293517289601,0.04710407239819,0.0564501693275278,-0.0477880895499063,0.0394117647058824,-0.0501935878316933,-0.0553029433752325,-0.00889808556756859,0.0475,-0.0135338471569726,-0.0191413237924866,0.0294117647058824,-0.2,0.0375,-0.0307692307692308,0
"SMO",0.033351114904513,0.153248587570621,0.153248587570621,-0.1,-0.102179429765637,0,0,0.0566666666666667,0.0428571428571429,0.0468571428571429,0.1,0.176031746031746,0.167543859649123,0.183882783882784,0.127692307692308,0.12,0.196666666666667,0.209090909090909,0.214090909090909,0.172222222222222,0.0404139433551198,-0.0657142857142857,0.0139423076923077,0.0139423076923077,0.0139423076923077,-0.0139423076923077,0.152170771756979,-0.134417989417989,-0.2,0.0324884792626728,-0.124662004662005,-0.086551724137931,-0.303333333333333,-0.32,-0.0892060757907923,-0.32,-0.064787524331554,-0.2,0.0430555555555556,-0.00956655747353422,0.0375,-0.0511111111111111,-0.0365480043149946,0.05,-0.0305329667210096,-0.0749246534056661,0.153963963963964,-0.05,0.156666666666667,0.173333333333333,0.1,-0.1,0,0.233333333333333,0.1
"FUS",0.0296721851386267,0.153862084503137,0.153862084503137,0,-0.110253963927127,0.0428571428571429,-0.1,0.0511111111111111,0.0468571428571429,0.0353186813186813,0.12,0.170225294418843,0.163697705802969,0.165042204172639,0.124662004662005,0.127692307692308,0.176031746031746,0.214090909090909,0.214090909090909,0.164025500910747,0.0357019014703031,-0.0688070692194404,0.0169990762512597,0.0139423076923077,0.0139423076923077,-0.0139423076923077,0.15737723495267,-0.135622808695098,-0.209090909090909,0.0381488566211634,-0.118914878225223,-0.0852359346642468,-0.292222222222222,-0.303333333333333,-0.0908820534444236,-0.32,-0.0702669763863485,-0.32,0.056517094017094,-0.00912860126915466,0.0430555555555556,-0.0365480043149946,-0.0305329667210096,0.0375,-0.0318916623731836,-0.0759147524155671,0.1582192831129,-0.0566666666666667,0.153963963963964,0.156666666666667,0.05,-0.2,-0.05,0.173333333333333,0
"SUFU",0.0301863239561074,0.157243727015214,0.157243727015214,0.0428571428571429,-0.117045533013778,0.0468571428571429,0,0.0365480043149946,0.0353186813186813,0.0265938491039162,0.127692307692308,0.169994347536626,0.160201202306465,0.159018107787097,0.118914878225223,0.124662004662005,0.170225294418843,0.214090909090909,0.21488455988456,0.163426698515537,0.0354957159032928,-0.0732968651378077,0.0173155319474622,0.0169990762512597,0.0169990762512597,-0.0169990762512597,0.157970511155702,-0.137285516533578,-0.214090909090909,0.0400227918852179,-0.119340410140117,-0.085980351537696,-0.294152724152724,-0.292222222222222,-0.092928438164751,-0.303333333333333,-0.074077481020746,-0.32,0.0613498077717409,-0.00971339659079208,0.056517094017094,-0.0305329667210096,-0.0318916623731836,0.0430555555555556,-0.0347049616059201,-0.0781452356869425,0.165122636170099,-0.0511111111111111,0.1582192831129,0.153963963963964,0.0375,-0.32,-0.0566666666666667,0.156666666666667,-0.05
"Patched",0.0362637362637363,0.158333333333333,0.158333333333333,0,-0.105627705627706,-0.1,0,0.05,0,0.0428571428571429,0.1,0.196666666666667,0.183333333333333,0.207692307692308,0.12,0.1,0.216666666666667,0.2,0.209090909090909,0.188888888888889,0.0462962962962963,-0.0657142857142857,0.0139423076923077,0.00769230769230769,0.00769230769230769,-0.00769230769230769,0.144551724137931,-0.137989417989418,-0.2,0.0301075268817204,-0.127692307692308,-0.09,-0.32,-0.32,-0.0853225806451613,-0.2,-0.0673705501618123,-0.1,0.0375,-0.0126673326673327,0.05,-0.0566666666666667,-0.0511111111111111,0.1,-0.0365480043149946,-0.0761904761904762,0.156666666666667,0,0.173333333333333,0.233333333333333,0.2,0,0.1,0.233333333333333,0.1
"SHH",0.041025641025641,0.175,0.175,0,-0.123809523809524,0,0,0,-0.1,0,0,0.216666666666667,0.15,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.05,-0.08,0.00769230769230769,0,0,0,0.143218390804598,-0.134285714285714,-0.1,0.0333333333333333,-0.12,-0.1,-0.32,-0.2,-0.0992114695340502,-0.1,-0.0741666666666667,0,0.05,-0.0137662337662338,0.1,-0.05,-0.0566666666666667,0.2,-0.0511111111111111,-0.0833333333333333,0.173333333333333,0.1,0.233333333333333,0.233333333333333,0.2,0,0.1,0.2,0
