"","TGFR","CDC42","cateninnuc","Ecadherin","CD44","cMet","Frizzled","Destcompl","Patched","DSH","LIV1","RKIP","PI3K","NFB","TrCP","SOSGRB2","Csn","SNAI2","cfos","GSK3","FOXC2","EGR1","Jagged","MEK","ERK","NOTCH","NOTCHic","Csl","cateninmemb","AKT","RAS","IKK","RAF","DELTA","HEY1","SUFU","ILK","SMAD","SNAI1","STAT","FUS","SMO","SRC","SHH","Wnt","TCFLEF","GLI","TWIST1","AXIN2","PAK1","TGF","ZEB2","ZEB1","miR200","KLF4"
"SRC",-0.136111111111111,-0.136111111111111,-0.185626308760612,-0.203600642277113,-0.189754098360656,-0.175,-0.175,0.00656911928651059,-0.112222222222222,-0.2,-0.2,0.0949494949494949,-0.120500625782228,-0.0666666666666667,-0.1,0.00428571428571429,-0.1,-0.103930730522297,-0.0545454545454545,0.222164502164502,-0.122124183006536,-0.1,-0.00765584568336862,0.0750905279207166,0.0656565656565657,-0.0347619047619048,-0.0311904761904762,-0.055,0.0668481514743302,0.0743589743589744,0.125046080327682,0.0743589743589744,0.120500625782228,0.120500625782228,0.0974097980801059,0.0333333333333333,0.0822368421052631,0.0813359412043622,-0.0020188099345805,0.3,0.0833333333333333,0.123333333333333,0.175,0.109281045751634,0.175,0.188534586165534,0.189754098360656,0.152092964506758,0.223186280759913,0.111111111111111,0.134292929292929,0.255855046421084,0.255855046421084,0.261721563460694,0.356072351421189
"KLF4",-0.283272727272727,-0.255272727272727,-0.268551220580269,-0.187561330576986,-0.252501040861238,-0.248153214774282,-0.241176470588235,-0.277967734244929,-0.23125,-0.2,-0.166666666666667,-0.240610183467326,-0.0357692307692308,0.04,0.1,0.0101915380217267,0.1,-0.23920413148965,-0.00545454545454545,-0.271807447264588,-0.0581059129304743,0.04,-0.221133069828722,-0.00703787419372623,-0.012192513368984,-0.134949933408968,-0.135980861244019,-0.125454545454545,-0.0530216215582069,-0.0315343915343915,0.0342986425339367,-0.0352380952380952,0.0357692307692308,0.0357692307692308,0.0695951107715814,0.2,0.0653333333333333,0.0740289855072464,0.262045891079104,0.2,0.166666666666667,0.2,0.241176470588235,0.240927419354839,0.248153214774282,0.262200037516757,0.253325628567385,0.328187363834423,0.310974291496781,0.227272727272727,0.301321507760532,0.304772961816305,0.304772961816305,0.313524623524624,0.274074074074074
"miR200",-0.110143896268185,-0.0924019607843137,-0.283637036997984,-0.292870645677369,-0.271284944645892,-0.260048989589712,-0.24,-0.283348452390925,-0.0480274261603375,-0.22,-0.2,-0.0659152036037055,-0.113333333333333,0.0252631578947368,0,0.000593165699548679,0.02,-0.222315479931517,0.00428571428571428,-0.199211334133401,-0.0216901797389602,0.0142857142857143,-0.0872492128186686,0.01139146567718,0.00935064935064935,-0.0542935069995269,-0.0480788177339901,-0.0377339901477833,0.0927322796934866,-0.0205192225847638,0.110091438071488,-0.022406015037594,0.113333333333333,0.113333333333333,0.0100847457627119,0.02,0.00812848246476565,0.0122037175744835,0.0855942205942206,0.22,0.0325,0.0391666666666667,0.241739130434783,0.0578100348559897,0.25830985915493,0.278030976391924,0.269298870143941,0.202488166230498,0.302822362640366,0.0708333333333333,0.124678779989115,0.362889784946237,0.362889784946237,0.29643075521063,0.352708764665286
"RAS",-0.301176470588235,-0.26,-0.238280752989614,-0.0769192455199032,-0.207071339173967,-0.179411764705882,-0.15,-0.478799139264256,0.0633333333333333,-0.1,0,-0.333540880503145,0.267435897435897,-0.0333333333333333,0.1,-0.128138528138528,0,0.151609155386716,-0.085,-0.533152454780362,0.148730158730159,-0.06,-0.153128326434063,0.125041279669763,0.111315789473684,-0.175223435948361,-0.165789473684211,-0.15,-0.0426529850985654,0.07,-0.367435897435897,0.0533333333333333,-0.267435897435897,-0.267435897435897,-0.0509881422924901,-0.1,-0.0623376623376623,-0.0521335807050093,0.36858407079646,0.1,-0.1,-0.0833333333333333,0.15,-0.0446892655367232,0.179411764705882,0.225532877635506,0.204411764705882,0.247070376432079,0.226798418972332,0.18,0.32592894583576,0.370011045655376,0.370011045655376,0.3792,0.333928571428571
"SHH",-0.4,-0.3,-0.225555555555556,-0.120277777777778,-0.2,-0.1,-0.2,-0.291168831168831,-0.333333333333333,-0.2,0,-0.22,0.05,0,0,-0.15,0,-0.230574712643678,-0.1,-0.271794871794872,0.1,0,-0.122857142857143,0.06,0,0,0,-0.1,-0.0987813620071685,-0.05,-0.0423076923076923,-0.1,-0.05,-0.05,0.0666666666666667,0.2,0.0666666666666667,0.1,0.283333333333333,0.1,0.2,0.3,0.1,0.253333333333333,0.2,0.22,0.3,0.225,0.304761904761905,0.2,0.44,0.375,0.375,0.383333333333333,0.3
"SMAD",-0.185692179145637,-0.186250838363514,0.00969211234057217,-0.0209114562960082,0.0107070707070707,0.00888888888888889,-0.0111111111111111,0.0799250652023268,-0.156085626911315,0,0.02,-0.102633365634939,-0.0955384411803626,-0.128571428571429,-0.1,-0.117162082224194,-0.133333333333333,0.148607552855944,-0.0032258064516129,0.191942464386073,-0.0235917164031419,0,0.139296606619187,-0.0151328697559005,-0.00840210052513128,0.149408866995074,0.147027914614121,0.15047619047619,0.0139150873878041,0.113434173669468,0.0958673885487836,0.118767507002801,0.0955384411803626,0.0955384411803626,0.124068985489677,0.158333333333333,0.160634798990963,0.0601586085147729,0.106783129504904,-0.02,0.158333333333333,0.153333333333333,-0.00888888888888889,0.157944362970795,0.0111111111111111,-0.0103000150761345,0.0096722621902478,0.112251984673991,-0.0123584981931396,0.19047619047619,0.185293772771135,0.398214827455639,0.398214827455639,0.415324823341691,0.394420825167094
"TGF",-0.405396825396825,-0.391111111111111,-0.0114020041527489,-0.0249917609501901,-0.00566037735849057,0,-0.0142857142857143,0.0181899475994137,-0.130344827586207,0,0,-0.183549783549784,0.116071428571429,-0.191666666666667,-0.2,-0.310526315789474,-0.166666666666667,0.167636824573047,0.080952380952381,0.157388252104495,-0.0125310559006211,0.0666666666666667,0.105559646539028,-0.0734670008354219,-0.0756892230576441,-0.0064367816091954,-0.0133333333333333,-0.0333333333333333,0.00807986483899695,0.220238095238095,-0.108928571428571,0.220238095238095,-0.116071428571429,-0.116071428571429,0.119084461637653,0.0666666666666667,0.131212121212121,0.131212121212121,0.207561983471074,0,0.0866666666666667,0.12,0,0.127219827586207,0.0142857142857143,0.0109235352532274,0.0199460916442048,0.226851851851852,0.0037037037037037,0.38,0.30718253968254,0.406460023576728,0.406460023576728,0.417698872009217,0.391914569031274
"NFB",-0.24929696969697,-0.21969696969697,-0.265000807379873,-0.23601266468585,-0.247001303780965,-0.229487179487179,-0.206410256410256,-0.390894901627168,-0.00712643678160919,-0.183333333333333,-0.15,-0.171745831581897,0.0818247658972589,-0.00238095238095238,0.1,0.0157363998230871,0.114285714285714,-0.400901013039139,-0.0611428571428571,-0.430500969618617,0.0726625388776783,-0.0571428571428571,-0.15514067096838,0.0927768440709617,0.0855873015873016,-0.225711492808267,-0.218614718614719,-0.213852813852814,0.0550428100782941,0.0267052767052767,-0.0843123280863137,0.0267052767052767,-0.0818247658972589,-0.0818247658972589,-0.0144884269497273,-0.08,-0.0241130363036304,-0.0177933337013999,0.229077211164945,0.183333333333333,-0.04,-0.00666666666666667,0.206410256410256,0.0179698102755851,0.229487179487179,0.257549826987716,0.246341112071449,0.237268907563025,0.279138804457953,0.183333333333333,0.270183045646337,0.420861579235445,0.420861579235445,0.428241604273392,0.39478021978022
"Jagged",-0.255555555555556,-0.2,-0.156063936063936,-0.131122807017544,-0.112307692307692,-0.12,-0.1,-0.160370656370656,-0.0833333333333333,0,0,-0.153846153846154,-0.0333333333333333,0,0,-0.08,0,0.0245098039215686,0,-0.0701149425287356,0.00571428571428572,-0.1,-0.00614718614718615,-0.02,-0.02,0.0942857142857143,0.08,0.1,0.0552551673678434,0.0444444444444444,0.0151515151515151,0.0333333333333333,0.0333333333333333,0.0333333333333333,-0.0333333333333333,0,0.0666666666666667,0.0619047619047619,0.2,0,0,0.0333333333333333,0.1,0.091025641025641,0.12,0.13958041958042,0.112307692307692,0.195,0.152857142857143,0.2,0.291555555555556,0.453381642512077,0.453381642512077,0.465454545454545,0.405555555555556
"DELTA",-0.255555555555556,-0.2,-0.156063936063936,-0.131122807017544,-0.112307692307692,-0.12,-0.1,-0.160370656370656,-0.0833333333333333,0,0,-0.153846153846154,-0.0333333333333333,0,0,-0.08,0,0.0245098039215686,0,-0.0701149425287356,0.00571428571428572,-0.1,-0.00614718614718615,-0.02,-0.02,0.0942857142857143,0.08,0.1,0.0552551673678434,0.0444444444444444,0.0151515151515151,0.0333333333333333,0.0333333333333333,0.0333333333333333,-0.0333333333333333,0,0.0666666666666667,0.0619047619047619,0.2,0,0,0.0333333333333333,0.1,0.091025641025641,0.12,0.13958041958042,0.112307692307692,0.195,0.152857142857143,0.2,0.291555555555556,0.453381642512077,0.453381642512077,0.465454545454545,0.405555555555556
"SMO",-0.498333333333333,-0.44,-0.256032232685273,-0.138434192351632,-0.225555555555556,-0.22,-0.3,-0.315659844031937,-0.303333333333333,-0.2,-0.1,-0.290634920634921,0.0548076923076923,0.05,0,-0.200877192982456,0.1,-0.235908045977012,-0.06,-0.300458764536434,0.100344827586207,0,-0.122724867724868,0.0707226107226107,0.0676923076923077,-0.0404545454545455,-0.0454545454545455,0,-0.0905828722552807,0.00485714285714285,-0.0687611806797853,-0.00714285714285715,-0.0548076923076923,-0.0548076923076923,0.1003663003663,0.3,0.1,0.111111111111111,0.346697388632873,0.1,0.333333333333333,0.253333333333333,0.2,0.314444444444444,0.325,0.244002157497303,0.330555555555556,0.271514161220044,0.358366920435886,0.4,0.530765765765766,0.482485875706215,0.482485875706215,0.492374924653406,0.436111111111111
"Wnt",-0.426666666666667,-0.366666666666667,-0.311865757108002,-0.178324154209284,-0.261842105263158,-0.225,-0.3,-0.50959853048771,-0.0954545454545455,-0.2,0,-0.263333333333333,0.219548872180451,-0.133333333333333,-0.1,-0.0757575757575758,-0.1,-0.112241379310345,-0.133333333333333,-0.460501567398119,0.0929554655870445,-0.1,-0.0662009803921569,0.162745098039216,0.133333333333333,-0.164285714285714,-0.164285714285714,-0.15,-0.0542796610169492,0.178333333333333,-0.224094326725906,0.153333333333333,-0.219548872180451,-0.219548872180451,0.081025641025641,0,0.0743589743589744,0.0859868813357186,0.347929606625259,0.1,0,0.05,0.2,0.10974025974026,0.225,0.293984962406015,0.261842105263158,0.341176470588235,0.285454545454545,0.3,0.465797101449275,0.48259206121473,0.48259206121473,0.494141414141414,0.431372549019608
"NOTCH",-0.291555555555556,-0.255555555555556,-0.159737405451691,-0.139187323146576,-0.13958041958042,-0.112307692307692,-0.12,-0.171585609641684,-0.091025641025641,-0.1,0,-0.171087533156499,-0.0151515151515151,-0.0333333333333333,0,-0.106315789473684,0,0.0165732959850607,0.02,-0.081478578892372,0.0036734693877551,0,-0.0246657046657047,0.00857142857142857,-0.02,-0.00248847926267281,0.0942857142857143,0.08,0.0484488846453303,0.0444444444444444,0.025296442687747,0.0444444444444444,0.0151515151515151,0.0151515151515151,-0.0376811594202899,0,0.0619047619047619,0.0685714285714286,0.198461538461538,0.1,0.0333333333333333,0.0833333333333333,0.12,0.0851432880844645,0.112307692307692,0.156063936063936,0.13958041958042,0.217033898305085,0.173611859838275,0.2,0.304458781362007,0.490418679549114,0.490418679549114,0.502597402597403,0.453381642512077
"cfos",-0.276470588235294,-0.266666666666667,-0.144521848581255,-0.15160249947101,-0.136736736736737,-0.125925925925926,-0.1,-0.144348474921744,-0.0729646697388633,-0.1,-0.1,-0.14981351981352,-0.00522875816993464,-0.0583333333333333,0,-0.136111111111111,-0.0333333333333333,0.0697254084115398,0,-0.0301488095238095,0.00175855708136913,0.12,-0.00135416666666666,0.0200442151805453,0.0217391304347826,0.00282051282051282,0.0166666666666667,0.0166666666666667,0.0757023590478353,0.0583333333333333,0.00400924597481269,0.0583333333333333,0.00522875816993464,0.00522875816993464,0.0657671164417791,0.0333333333333333,0.0656084656084656,0.070447175285885,0.186403638555537,0.1,0.0761904761904762,0.0761904761904762,0.1,0.0840757808499744,0.125925925925926,0.13970703376644,0.1364522417154,0.189679653679654,0.159507389162562,0.242857142857143,0.287076648841355,0.494279180598793,0.494279180598793,0.511234190645955,0.480412698412698
"ZEB2",-0.280853432282004,-0.270649350649351,-0.199600213365966,-0.195688048930276,-0.191793372319688,-0.184385964912281,-0.172424242424242,-0.171369646566871,-0.161306620209059,-0.159090909090909,-0.15,-0.125394524959742,-0.105454545454545,-0.101388888888889,-0.1,-0.0985897435897436,-0.0888888888888889,-0.0658237984375736,-0.0429824561403509,-0.0394375207537376,-0.028035742035742,-0.0166666666666667,0.0443163948610876,0.0497881209711927,0.0558856819468025,0.0682807902480034,0.0753846153846154,0.0820512820512821,0.0886349164910238,0.100807372793354,0.101814288495231,0.103611111111111,0.105454545454545,0.105454545454545,0.12375366568915,0.125,0.137102615694165,0.141980664474653,0.148963187134723,0.15,0.153571428571429,0.156428571428571,0.163333333333333,0.170397529299968,0.192937062937063,0.195314499080252,0.200276512478347,0.214638308598125,0.226136520315101,0.250649350649351,0.291964543393115,0.49600765745327,0.49600765745327,0.512314336167581,0.583187235959434
"TrCP",-0.287076648841355,-0.276470588235294,-0.14879771065022,-0.154716686322221,-0.13970703376644,-0.136736736736737,-0.125925925925926,-0.147506369658586,-0.0840757808499744,-0.1,-0.1,-0.155890867879818,-0.00400924597481269,-0.0583333333333333,-0.0333333333333333,-0.129180418041804,-0.0583333333333333,0.0670129310155181,-0.0217391304347826,-0.0323306277056277,0.00451717777102431,0,-0.00135416666666666,0.0120442151805453,0.0200442151805453,0.00282051282051282,0.00282051282051282,0.0166666666666667,0.0762518095972859,0.0546296296296296,0.00128197324753996,0.0583333333333333,0.00400924597481269,0.00400924597481269,0.0687082929123673,0.0761904761904762,0.070447175285885,0.0736729817374979,0.194756860512578,0.1,0.0761904761904762,0.0729646697388633,0.125925925925926,0.0910757808499744,0.1364522417154,0.144521848581255,0.139866875861741,0.196201392810088,0.166425628156272,0.266666666666667,0.295819818240262,0.508748633974999,0.508748633974999,0.524432160189103,0.495166796773354
"PAK1",-0.287076648841355,-0.276470588235294,-0.14879771065022,-0.154716686322221,-0.13970703376644,-0.136736736736737,-0.125925925925926,-0.147506369658586,-0.0840757808499744,-0.1,-0.1,-0.155890867879818,-0.00400924597481269,-0.0583333333333333,-0.0333333333333333,-0.129180418041804,-0.0583333333333333,0.0670129310155181,-0.0217391304347826,-0.0323306277056277,0.00451717777102431,0,-0.00135416666666666,0.0120442151805453,0.0200442151805453,0.00282051282051282,0.00282051282051282,0.0166666666666667,0.0762518095972859,0.0546296296296296,0.00128197324753996,0.0583333333333333,0.00400924597481269,0.00400924597481269,0.0687082929123673,0.0761904761904762,0.070447175285885,0.0736729817374979,0.194756860512578,0.1,0.0761904761904762,0.0729646697388633,0.125925925925926,0.0910757808499744,0.1364522417154,0.144521848581255,0.139866875861741,0.196201392810088,0.166425628156272,0.266666666666667,0.295819818240262,0.508748633974999,0.508748633974999,0.524432160189103,0.495166796773354
"EGR1",-0.287076648841355,-0.276470588235294,-0.14879771065022,-0.154716686322221,-0.13970703376644,-0.136736736736737,-0.125925925925926,-0.147506369658586,-0.0840757808499744,-0.1,-0.1,-0.155890867879818,-0.00400924597481269,-0.0583333333333333,-0.0333333333333333,-0.129180418041804,-0.0583333333333333,0.0670129310155181,-0.0217391304347826,-0.0323306277056277,0.00451717777102431,0,-0.00135416666666666,0.0120442151805453,0.0200442151805453,0.00282051282051282,0.00282051282051282,0.0166666666666667,0.0762518095972859,0.0546296296296296,0.00128197324753996,0.0583333333333333,0.00400924597481269,0.00400924597481269,0.0687082929123673,0.0761904761904762,0.070447175285885,0.0736729817374979,0.194756860512578,0.1,0.0761904761904762,0.0729646697388633,0.125925925925926,0.0910757808499744,0.1364522417154,0.144521848581255,0.139866875861741,0.196201392810088,0.166425628156272,0.266666666666667,0.295819818240262,0.508748633974999,0.508748633974999,0.524432160189103,0.495166796773354
"NOTCHic",-0.304458781362007,-0.291555555555556,-0.164470229879172,-0.146384872916867,-0.156063936063936,-0.13958041958042,-0.112307692307692,-0.176918942975018,-0.0851432880844645,-0.12,-0.1,-0.169679082452273,-0.025296442687747,-0.0444444444444444,0,-0.129043062200957,-0.0333333333333333,0.0143688871674254,0.02,-0.0922223805452645,-0.00761685319289006,0.02,-0.0319504728776252,0.0142857142857143,0.00857142857142857,-0.0209095318942518,-0.00248847926267281,0.0942857142857143,0.0506801219678455,0.051421188630491,0.0248038318503086,0.0444444444444444,0.025296442687747,0.025296442687747,-0.0299888517279822,0.0333333333333333,0.0685714285714286,0.0750462487153135,0.210630850630851,0.12,0.0833333333333333,0.091025641025641,0.112307692307692,0.0991217827081205,0.13958041958042,0.159737405451691,0.155709451838484,0.226467860569236,0.191667415393831,0.255555555555556,0.317834577540351,0.508937198067633,0.508937198067633,0.525140755198559,0.492667356797792
"FUS",-0.530765765765766,-0.498333333333333,-0.261738754424403,-0.146927343036564,-0.244002157497303,-0.225555555555556,-0.325,-0.324272982718068,-0.314444444444444,-0.3,-0.1,-0.308160693830797,0.0687611806797853,0.00714285714285715,0.1,-0.220107962213225,0.05,-0.241832642027281,-0.0676923076923077,-0.310157761191953,0.102976406533575,-0.06,-0.129953783387518,0.0902628406076682,0.0707226107226107,-0.0472727272727273,-0.0404545454545455,-0.0454545454545455,-0.0937486078232509,0.0125494505494505,-0.0630843247845888,0.00485714285714285,-0.0687611806797853,-0.0687611806797853,0.110511227902532,0.333333333333333,0.111111111111111,0.12078853046595,0.355187954670608,0.2,0.253333333333333,0.303333333333333,0.22,0.323535353535354,0.330555555555556,0.256032232685273,0.349786324786325,0.291933009387583,0.376379342796134,0.44,0.548850872148745,0.51868219472462,0.51868219472462,0.529998687029643,0.483652094717668
"SNAI1",-0.295819818240262,-0.287076648841355,-0.151275769504118,-0.156953939183824,-0.144521848581255,-0.13970703376644,-0.1364522417154,-0.150083124044551,-0.0910757808499744,-0.125925925925926,-0.1,-0.163422248632956,-0.00128197324753996,-0.0583333333333333,-0.0583333333333333,-0.131821927475766,-0.0583333333333333,0.0647668700031145,-0.0200442151805453,-0.0353009247353307,0.00591489060456942,-0.0217391304347826,-0.00323651960784313,0.0165285201132807,0.0120442151805453,0.0024123495552067,0.00282051282051282,0.00282051282051282,0.0756645902535898,0.0574074074074074,0.00243139853489628,0.0546296296296296,0.00128197324753996,0.00128197324753996,0.0716844833885578,0.0761904761904762,0.0736729817374979,0.0752719977276578,0.0976038356015458,0.125925925925926,0.0729646697388633,0.0840757808499744,0.136736736736737,0.0943767517237608,0.139866875861741,0.14879771065022,0.145168521199949,0.202457803066499,0.172020033750678,0.276470588235294,0.302473044046713,0.519449740986069,0.519449740986069,0.53643984510745,0.509185488362139
"STAT",-0.354425837320574,-0.338636363636364,-0.249459631602683,-0.262809565209857,-0.239434176934177,-0.230032467532468,-0.198214285714286,-0.256451192184122,-0.10031007751938,-0.185714285714286,-0.3,-0.194000965250965,-0.084449958643507,-0.02,0,-0.0594006568144499,0,-0.0808722068812134,-0.00666666666666667,-0.196450823319982,-0.0210770279481936,0.0333333333333333,-0.0601254091962861,0.0285515496521189,0.036078431372549,-0.0418211472466184,-0.0291997880233174,-0.0156862745098039,0.0677549250086142,0.0359806295399516,0.0784798093897757,0.0342857142857143,0.084449958643507,0.084449958643507,0.08,0.05,0.0776167471819646,0.0845132989061025,0.240783398361364,0.185714285714286,0.1,0.0933333333333333,0.198214285714286,0.117124236811415,0.230032467532468,0.242904208479918,0.239276165011459,0.32539422929228,0.276606922489275,0.313636363636364,0.371334049880961,0.521525909987448,0.521525909987448,0.538388359365479,0.604486036838978
"Csl",-0.317834577540351,-0.304458781362007,-0.169673203006673,-0.150105803149425,-0.159737405451691,-0.156063936063936,-0.13958041958042,-0.180758065461307,-0.0991217827081205,-0.112307692307692,-0.12,-0.176591524848587,-0.0248038318503086,-0.0444444444444444,-0.0333333333333333,-0.121725989030225,-0.0444444444444444,0.011758894624547,-0.00857142857142857,-0.0953151640504192,-0.00531800261817741,0.02,-0.0319504728776252,0.00450310559006211,0.0142857142857143,-0.0227277137124336,-0.0209095318942518,-0.00248847926267281,0.0519033635580596,0.0490956072351421,0.0200244200856027,0.051421188630491,0.0248038318503086,0.0248038318503086,-0.0254136883292894,0.0833333333333333,0.0750462487153135,0.0794906931597579,0.222488558140732,0.112307692307692,0.091025641025641,0.0851432880844645,0.13958041958042,0.109466610294327,0.155709451838484,0.164470229879172,0.159741709903,0.233917070501516,0.200664844699743,0.291555555555556,0.32985271812992,0.526064269890837,0.526064269890837,0.54104489463211,0.51123878536922
"Csn",-0.463232787113384,-0.43887381275441,-0.303721974491019,-0.181478829998717,-0.286480635184416,-0.27092507962886,-0.240804597701149,-0.514129436190434,-0.108220453381744,-0.216666666666667,-0.2,-0.280605933175319,0.215865444286783,-0.17,-0.02,-0.11759022252969,-0.145,-0.0630119716648618,-0.120606060606061,-0.468019814543737,0.0888150718600366,-0.0933333333333333,-0.0525033308660252,0.139572510822511,0.137489177489177,-0.157498057498057,-0.145959595959596,-0.136868686868687,-0.0106080612567128,0.179766666666667,-0.219512277300219,0.174166666666667,-0.215865444286783,-0.215865444286783,0.0911434108527132,0.0428571428571429,0.0845108695652174,0.0919658824186878,0.352618501815386,0.216666666666667,0.0873015873015873,0.0963924963924964,0.240804597701149,0.122974551742399,0.27092507962886,0.295483850618499,0.28620892242362,0.355030388031791,0.316756275574441,0.404545454545454,0.483519183294768,0.532527708850289,0.532527708850289,0.54762821341627,0.509306902248079
"SUFU",-0.548850872148745,-0.530765765765766,-0.267109598414173,-0.152385633458809,-0.256032232685273,-0.244002157497303,-0.330555555555556,-0.329642467034921,-0.323535353535354,-0.325,-0.2,-0.315099469341001,0.0630843247845888,-0.00485714285714285,0.05,-0.23479327689854,0.00714285714285715,-0.244271666417525,-0.0707226107226107,-0.317355704636683,0.0977654884194314,-0.0676923076923077,-0.133991788138112,0.0983479469906469,0.0902628406076682,-0.0567965367965368,-0.0472727272727273,-0.0404545454545455,-0.0923843513430326,0.0253011284017995,-0.0646666032656015,0.0125494505494505,-0.0630843247845888,-0.0630843247845888,0.122559420673617,0.253333333333333,0.12078853046595,0.126562202521377,0.365579777498547,0.22,0.303333333333333,0.314444444444444,0.225555555555556,0.337048867048867,0.349786324786325,0.261738754424403,0.36205398277889,0.302860844439129,0.390665057081849,0.498333333333333,0.564038248874583,0.541387508734281,0.541387508734281,0.555277497438565,0.521376645615872
"GLI",-0.451476903057905,-0.437011494252874,-0.156608492915244,-0.153909296007637,-0.144675655877805,-0.141227380015736,-0.249032258064516,-0.174970818122037,-0.225850340136054,-0.22,-0.1,-0.221780738295138,0.137207467570216,-0.11140350877193,-0.0833333333333333,-0.346705742634946,-0.116666666666667,0.0789739220862914,0.0290476190476191,-0.139115856150223,0.0406696121431028,0.0457142857142857,0.0323294094901421,-0.0375286407883093,-0.0303463203463204,0.00448212706833396,0.00257736516357206,0.0175773651635721,0.0738623227484815,0.117525957751522,-0.139781724995959,0.117525957751522,-0.137207467570216,-0.137207467570216,0.105227144106601,0.20952380952381,0.108951788811982,0.111654491514684,0.265546644501689,0.1,0.20952380952381,0.20952380952381,0.129032258064516,0.235315360712186,0.261973434535104,0.151169162371311,0.165803221769147,0.240057206517308,0.171808574879227,0.426666666666667,0.463006314822611,0.55350238948626,0.55350238948626,0.568007121877091,0.535444873444873
