"","SOSGRB2","PAK1","Jagged","NOTCH","MEK","ERK","cfos","ILK","NFB","Csn","IKK","AKT","EGR1","SMO","Patched","HEY1","Destcompl","AXIN2","cateninnuc","GLI","TCFLEF","Wnt","cMet","STAT","SRC","LIV1","miR200","ZEB2","RAS","PI3K","DELTA","RAF","KLF4","SNAI2","cateninmemb","TWIST1","FOXC2","Frizzled","DSH","CD44","TrCP","SHH","Ecadherin","SUFU","FUS","SMAD","RKIP","Csl","NOTCHic","GSK3","SNAI1","ZEB1","CDC42","TGFR","TGF"
"KLF4",-0.0882790165809034,-0.00909090909090909,-0.0712825405479079,-0.112427366447985,0.0436330558465186,0.0549732620320856,0.0490909090909091,0.00133333333333333,0.02,0,0.0342857142857143,0.0194708994708995,0.04,0.05,0.0375,0.0138579067990833,-0.14631580875084,-0.168142029105228,-0.0816765601543688,-0.07287686526094,-0.076072575098329,-0.0746010031919745,-0.0746010031919745,-0.0666666666666667,-0.0490196078431372,-0.0333333333333333,0.0236630036630037,-0.0357378740970072,-0.0304788838612368,-0.0297435897435897,-0.0297435897435897,0.0297435897435897,-0.037037037037037,0.039786972350459,-0.0151207927122561,-0.028078431372549,0.104592659810446,0.0490196078431372,0.0666666666666667,0.0737314379745832,-0.1,-0.0536290322580645,0.0725699575991374,0,-0.0333333333333333,0.000115942028985507,0.0470727685013399,0.107272727272727,0.107272727272727,0.141019192083598,0.0421829373282347,0.0200257997936017,0.0130909090909091,0.0144242424242424,0.019790096082779
"HEY1",-0.0882790165809034,-0.00909090909090909,-0.0712825405479079,-0.112427366447985,0.0436330558465186,0.0549732620320856,0.0490909090909091,0.00133333333333333,0.02,0,0.0342857142857143,0.0194708994708995,0.04,0.05,0.0375,0.0138579067990833,-0.14631580875084,-0.168142029105228,-0.0816765601543688,-0.07287686526094,-0.076072575098329,-0.0746010031919745,-0.0746010031919745,-0.0666666666666667,-0.0490196078431372,-0.0333333333333333,0.0236630036630037,-0.0357378740970072,-0.0304788838612368,-0.0297435897435897,-0.0297435897435897,0.0297435897435897,-0.037037037037037,0.039786972350459,-0.0151207927122561,-0.028078431372549,0.104592659810446,0.0490196078431372,0.0666666666666667,0.0737314379745832,-0.1,-0.0536290322580645,0.0725699575991374,0,-0.0333333333333333,0.000115942028985507,0.0470727685013399,0.107272727272727,0.107272727272727,0.141019192083598,0.0421829373282347,0.0200257997936017,0.0130909090909091,0.0144242424242424,0.019790096082779
"FOXC2",-0.0882790165809034,-0.00909090909090909,-0.0712825405479079,-0.112427366447985,0.0436330558465186,0.0549732620320856,0.0490909090909091,0.00133333333333333,0.02,0,0.0342857142857143,0.0194708994708995,0.04,0.05,0.0375,0.0138579067990833,-0.14631580875084,-0.168142029105228,-0.0816765601543688,-0.07287686526094,-0.076072575098329,-0.0746010031919745,-0.0746010031919745,-0.0666666666666667,-0.0490196078431372,-0.0333333333333333,0.0236630036630037,-0.0357378740970072,-0.0304788838612368,-0.0297435897435897,-0.0297435897435897,0.0297435897435897,-0.037037037037037,0.039786972350459,-0.0151207927122561,-0.028078431372549,0.104592659810446,0.0490196078431372,0.0666666666666667,0.0737314379745832,-0.1,-0.0536290322580645,0.0725699575991374,0,-0.0333333333333333,0.000115942028985507,0.0470727685013399,0.107272727272727,0.107272727272727,0.141019192083598,0.0421829373282347,0.0200257997936017,0.0130909090909091,0.0144242424242424,0.019790096082779
"Ecadherin",-0.0948579639493244,-0.0130909090909091,-0.0733420371154136,-0.113542608083673,0.0440252127092637,0.0436330558465186,0.0549732620320856,-0.000115942028985507,0.0342857142857143,0.02,0.0194708994708995,0.0272631072631073,0.0490909090909091,0.0375,0.0536290322580645,0.0145290477386806,-0.149204904743384,-0.171647183744403,-0.0813964481095509,-0.0755435319276066,-0.0816765601543688,-0.07287686526094,-0.0737314379745832,-0.0490196078431372,-0.0746010031919745,-0.0666666666666667,0.0227319049665418,-0.0352639404477181,-0.0288029062076055,-0.0304788838612368,-0.0304788838612368,0.0304788838612368,-0.0458977965307079,0.0424961836689418,-0.0181977157891792,-0.0312441669405192,0.100244833723489,0.0746010031919745,0.0490196078431372,0.076072575098329,0,-0.0520542291084582,-0.026845816500181,-0.0333333333333333,-0.05,-0.000610450222830474,0.043701981984486,0.107272727272727,0.112427366447985,0.143668198706115,0.04534749429026,0.0152864633007107,0.0144242424242424,0.019790096082779,0.0188859369507718
"miR200",0.317053513862025,0.304166666666667,0.264116486853672,0.25617155102836,0.238917748917749,0.234155844155844,0.211428571428571,0.247609683007913,0.227368421052632,0.18,0.218796992481203,0.215023407575543,0.171428571428571,0.210833333333333,0.201972573839662,0.219971751412429,0.219317680661944,0.210671610730637,0.178678482346165,0.177836867357994,0.175951209618892,0.156957746478873,0.152088181261482,0.12,0.159130434782609,0.1,0.0979764529499956,-0.0314023297491039,0.0741600648207266,0.0664293915040184,0.0664293915040184,-0.0664293915040184,-0.0362146307798482,-0.150537310985599,-0.127537209788432,-0.0548450526978134,-0.119247960711375,-0.164,-0.12,-0.171189304856988,-0.2,-0.203059530361402,-0.316182715519032,-0.18,-0.2175,-0.242280529402897,-0.24546945237624,-0.231527093596059,-0.252216748768473,-0.200967739368067,-0.292357827357827,-0.404220430107527,-0.321813725490196,-0.336329854522454,-0.33923683126664
"SNAI2",-0.0703853955375253,-0.00588235294117647,-0.0528511331633128,-0.0823877876509456,0.0514573396926338,0.0568627450980392,0.0627450980392157,0.002280348759222,0.05,0,0.046551724137931,0.038117989198172,0.0333333333333333,0.0541176470588235,0.0479951980792317,0.0122814948764316,-0.0960727101811801,-0.104313761775517,-0.0607424621452168,-0.0540547025468318,-0.0588791081079497,-0.0620760929211633,-0.0620760929211633,-0.0509090909090909,-0.0437662337662338,-0.06,0.0136849388502751,-0.0204648625970212,-0.0416687634705665,-0.0444084894979638,-0.0444084894979638,0.0444084894979638,-0.0223076923076923,-0.0189976267064726,0.0291649755319439,-0.0309160756211792,0.0815524178506465,0.0437662337662338,0.0509090909090909,0.0545492112007332,-0.1,-0.0606712544172599,0.0231121298919211,0,-0.06,0.00106893353742872,0.0241538461538462,0.0824561403508772,0.0771929824561404,0.0944440285642609,0.0180262845281415,0.0112739668554647,0.00588235294117647,0.00673705379587732,0.00984264385798913
"CD44",-0.0619047619047619,-0.0666666666666667,0.0813986013986014,-0.127067669172932,-0.05,-0.01,-0.05,0.05,0.3,0.2,0.3,0.28,-0.1,0.05,0.05,0.0953216374269006,0.269114918694751,0.1,0.118252832438879,0.0833333333333333,0.122868217054264,0.05,-0.05,-0.1,0,-0.1,0.0341458058849363,-0.0126984126984127,-0.281904761904762,-0.29047619047619,-0.29047619047619,0.29047619047619,-0.117460317460317,-0.0397247197247197,-0.0102747252747253,0.0316483516483516,-0.00541666666666667,-0.1,0,-0.0833333333333333,-0.1,-0.05,-0.0315714906090544,-0.1,-0.1,-0.0479591836734694,-0.0162962962962963,0.1,0.142857142857143,-0.263095238095238,-0.060233918128655,0.00952380952380952,-0.0333333333333333,-0.00833333333333333,-0.00277777777777777
"cMet",0.0685714285714286,-0.0333333333333333,-0.0987899057464275,0.137705967045273,0.0190909090909091,0.05,0.01,-0.0479591836734694,-0.3,-0.3,-0.28,-0.29875,0.05,-0.05,-0.05,-0.0972824217406261,-0.277898702478534,-0.133333333333333,-0.126162436958653,-0.124242424242424,-0.118252832438879,-0.0833333333333333,-0.0833333333333333,0,0.05,0.1,-0.0357083058849363,0.00764790764790765,0.26115004492363,0.281904761904762,0.281904761904762,-0.281904761904762,0.112698412698413,0.0331553766590263,0.00422490321066833,-0.0529966662550932,0.00921413502109705,0.05,0.1,0.122868217054264,0.2,0.040625,0.0440396839932783,0.1,0.05,0.0425046382189239,0.00888888888888889,-0.142857142857143,-0.127067669172932,0.280837173579109,0.060233918128655,-0.0145743145743146,0.00833333333333333,0.00277777777777777,0.00490543735224586
"RAS",-0.0645021645021645,0.02,0.0656179775280899,0.0823237338629593,-0.0822755417956656,-0.0881578947368421,-0.125,0.109090909090909,-0.0333333333333333,0,-0.0133333333333333,-0.0133333333333333,-0.1,0.116666666666667,0.120666666666667,0.00513833992094862,-0.188511425720728,-0.16764163372859,-0.150164391586672,-0.13578431372549,-0.151580822181573,-0.144117647058824,-0.144117647058824,-0.1,-0.15,0,0.0124923076923077,0.0118262150220913,0.0632051282051282,0.145897435897436,0.145897435897436,-0.145897435897436,0.0128571428571429,0.0331692741001192,-0.0133752463594834,-0.168641571194763,0.0974603174603174,0.15,0.1,0.137734668335419,0.1,-0.122361581920904,0.0460706443315139,-0.1,-0.1,-0.0968460111317254,-0.139433962264151,-0.1,-0.0842105263157895,0.0980232558139535,-0.035575221238938,0.030640648011782,-0.04,-0.0458823529411765,-0.0488526499708794
"cateninmemb",0.188113508471006,0.0210909090909091,0.350511442843172,0.281465604168527,-0.0359979418196519,-0.0434489222118088,-0.0527272727272727,-0.000231884057971015,-0.0942857142857143,-0.08,-0.0905820105820106,-0.0918807118807119,-0.0527272727272727,-0.272916666666667,-0.286895161290323,-0.0303205992586174,0.351993593369878,0.425735563424383,0.385866401385166,0.369136500149378,0.380357531170413,0.360469833482711,0.361489323737584,0.317647058823529,0.343228454172367,0.3,-0.0448833454978706,0.0659281567453621,0.101112368024133,0.101112368024133,0.101112368024133,-0.101112368024133,0.0805907172995781,-0.140127993884056,0.164919680916702,0.273457674565792,-0.208239179630458,-0.343228454172367,-0.317647058823529,-0.370519424072032,0.1,0.29634398018796,-0.173348992544714,0.233333333333333,0.266666666666667,0.00144253781099765,-0.0804855479815351,-0.263062200956938,-0.274402407142505,-0.336097260012794,-0.085838868428748,-0.0316844942017715,-0.0277575757575758,-0.036050258684405,-0.0402093906916383
"cateninnuc",0.205688745554844,0.0365714285714286,0.373919700328874,0.344712895609624,-0.019000124946513,-0.0231285653134855,-0.028191856452726,-5.77200577200655e-06,-0.0306818181818182,-0.0458333333333333,-0.0406818181818182,-0.0414630681818182,-0.0456521739130435,-0.26120218579235,-0.266792247904151,-0.0323786075022698,0.416232892040496,0.553016466264401,0.318436507134165,0.40431721345956,0.411780887139688,0.390483221364698,0.3920433431303,0.362937062937063,0.376825951825952,0.309090909090909,-0.0598252973313299,0.0902786737450027,0.0517112767112767,0.0481759231759232,0.0481759231759232,-0.0481759231759232,0.108613924628159,-0.0894053734909122,0.225015277467398,0.231809390241521,-0.224132790706561,-0.375265830060351,-0.362937062937063,-0.406329057416014,0.0333333333333333,0.274417520235306,-0.0747121140505839,0.233333333333333,0.233333333333333,0.00314356191027405,-0.153275559015013,-0.329755178907721,-0.337894713791442,-0.392558593714857,-0.162413374505243,-0.0442454422621568,-0.0488791208791209,-0.0523273967411898,-0.056039187134203
"SHH",0.05,0,0.162857142857143,0.2,0.06,0,0.1,-0.0666666666666667,0,0,-0.1,-0.1,0,-0.1,-0.133333333333333,-0.0666666666666667,0.349350649350649,0.4,0.347777777777778,0.2,0.32,0.1,0.2,0.1,0.1,0,-0.15,0.225,0.0384615384615385,0,0,0,0.2,-0.0745593869731801,0.123010752688172,0.1,-0.125,0,0,-0.3,0,0.0933333333333333,-0.125555555555556,0,0,0.0666666666666667,-0.08,-0.1,-0.2,-0.271794871794872,-0.0833333333333333,0.025,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333
"FUS",0.0906882591093117,0.0333333333333333,0.19427806463951,0.256363636363636,0.0605867695522868,0.0525407925407925,0.0676923076923077,-0.0814285714285714,-0.114285714285714,-0.1,-0.134285714285714,-0.138131868131868,0.06,-0.118333333333333,-0.135,-0.0929925147316452,0.387588353478695,0.500434198485173,0.376758649913795,0.264316239316239,0.369421693392056,0.252777777777778,0.347777777777778,0.3,0.32,0.2,-0.166880919556693,0.231889709195522,0.0432650319113201,0.0384615384615385,0.0384615384615385,-0.0384615384615385,0.236475409836066,-0.0843437761327936,0.144083715872108,0.129959848977404,-0.158003629764065,-0.225,-0.2,-0.360399137001079,0.1,0.148131313131313,-0.132373187051461,0.133333333333333,0.0933333333333333,0.0859447004608295,-0.0872164948453608,-0.227272727272727,-0.247272727272727,-0.32268665624512,-0.103477958438397,0.0285709334165194,-0.025,-0.0277027027027027,-0.034085681426107
"SUFU",0.0955833640044166,0.025,0.198316069390104,0.26033189033189,0.0644165567863294,0.0605867695522868,0.0525407925407925,-0.0859447004608295,-0.134285714285714,-0.114285714285714,-0.138131868131868,-0.14014529095066,0.0676923076923077,-0.135,-0.148131313131313,-0.0990166111171873,0.392851511373432,0.513783144621004,0.382129493903565,0.272866425189845,0.376758649913795,0.264316239316239,0.360399137001079,0.32,0.347777777777778,0.3,-0.168367908404277,0.235271351707599,0.0432650319113201,0.0432650319113201,0.0432650319113201,-0.0432650319113201,0.245457445764209,-0.0865191222105788,0.145175121056282,0.13428974588462,-0.15974060246878,-0.252777777777778,-0.225,-0.369421693392056,0.1,0.15546722046722,-0.13443291928627,0.0933333333333333,0.118333333333333,0.0857137535786124,-0.0900736377025037,-0.247272727272727,-0.256363636363636,-0.32988459968985,-0.105692609205007,0.0309863923537174,-0.0277027027027027,-0.034085681426107,-0.035860829355101
"SRC",0.104285714285714,0.133333333333333,-0.00178310985650435,0.100952380952381,-0.00470745187726319,-0.0141414141414141,0.0303030303030303,-0.0199561403508772,-0.0666666666666667,-0.1,-0.105128205128205,-0.116239316239316,-0.0333333333333333,0.0133333333333333,0.00222222222222222,-0.0547831843760344,-0.0984169453734671,-0.0779824896935696,-0.0353921339741508,-0.0252459016393443,-0.0289044382247101,-0.04,-0.04,0.1,0,0,-0.176940418679549,0.236313267445343,0.197629612773543,0.182478097622028,0.182478097622028,-0.182478097622028,0.330103359173127,-0.0172558797124082,-0.00939791947313277,-0.153684476443097,0.0967366946778711,0,0,0.0252459016393443,0.1,-0.0110457516339869,-0.0358746427864075,-0.0333333333333333,-0.0333333333333333,0.0262624466571835,-0.115184099055067,-0.095,-0.118809523809524,0.102683982683983,-0.045858449446472,0.0399895178197065,-0.145833333333333,-0.145833333333333,-0.144015151515152
"STAT",0.127052545155993,0.190909090909091,-0.0471259567329536,-0.0257531089055932,0.174977862112587,0.167450980392157,0.173333333333333,-0.100080515297907,-0.04,0,-0.0733333333333333,-0.0580790960451977,0.233333333333333,-0.0583333333333333,-0.0467054263565891,-0.0953333333333333,-0.0675750876530759,-0.0590107931284402,-0.0127383109421494,-0.0125954927425516,-0.0161948067705166,-0.00503246753246753,-0.00503246753246753,0.0142857142857143,-0.0232142857142857,0.1,-0.221999375665784,0.243132508517124,0.0115107619470884,0.0122570306038048,0.0122570306038048,-0.0122570306038048,0.341671618142206,-0.0392113540523335,-0.00288135265021053,-0.139670640870041,0.0260340831629175,0.0232142857142857,-0.0142857142857143,0.0127247752247752,0,0.0617496741441998,-0.0209294974357813,0,0.025,0.0966322394358376,-0.0230341055341055,0.00392156862745098,0.0228404875463699,0.106228304405874,-0.0509169364554639,0.0804644073874843,-0.184659090909091,-0.179395933014354,-0.176980474077156
"TrCP",0.239287678767877,0.180952380952381,-0.0238660957736878,0.0166300366300366,0.143431098010317,0.155431098010317,0.14695652173913,-0.101297149684246,-0.108333333333333,-0.0583333333333333,-0.0925438596491228,-0.111062378167641,0.16,-0.0879416282642089,-0.103991010980258,-0.10294485110386,0.153490590237697,0.166142764197416,0.128499017966413,0.124808634051253,0.131947293828482,0.131150097465887,0.131221221221221,0.11,0.128518518518519,0.15,-0.229350580410598,0.243923918323847,0.129704288219353,0.134704288219353,0.134704288219353,-0.134704288219353,0.252453291699193,-0.120157664873548,-0.0910929343702803,-0.0262943722943723,-0.003102623724006,-0.128518518518519,-0.11,-0.125280627161815,0.0333333333333333,0.103991010980258,-0.117505718161953,0.0476190476190476,0.0976190476190476,0.103232633555214,-0.00611379412484386,-0.0179487179487179,-0.0133333333333333,-0.0232700216450216,-0.0419406745535866,0.0890891691935735,-0.175070028011204,-0.172039724980901,-0.16821458836888
"PAK1",0.239287678767877,0.180952380952381,-0.0238660957736878,0.0166300366300366,0.143431098010317,0.155431098010317,0.14695652173913,-0.101297149684246,-0.108333333333333,-0.0583333333333333,-0.0925438596491228,-0.111062378167641,0.16,-0.0879416282642089,-0.103991010980258,-0.10294485110386,0.153490590237697,0.166142764197416,0.128499017966413,0.124808634051253,0.131947293828482,0.131150097465887,0.131221221221221,0.11,0.128518518518519,0.15,-0.229350580410598,0.243923918323847,0.129704288219353,0.134704288219353,0.134704288219353,-0.134704288219353,0.252453291699193,-0.120157664873548,-0.0910929343702803,-0.0262943722943723,-0.003102623724006,-0.128518518518519,-0.11,-0.125280627161815,0.0333333333333333,0.103991010980258,-0.117505718161953,0.0476190476190476,0.0976190476190476,0.103232633555214,-0.00611379412484386,-0.0179487179487179,-0.0133333333333333,-0.0232700216450216,-0.0419406745535866,0.0890891691935735,-0.175070028011204,-0.172039724980901,-0.16821458836888
"LIV1",0.239287678767877,0.180952380952381,-0.0238660957736878,0.0166300366300366,0.143431098010317,0.155431098010317,0.14695652173913,-0.101297149684246,-0.108333333333333,-0.0583333333333333,-0.0925438596491228,-0.111062378167641,0.16,-0.0879416282642089,-0.103991010980258,-0.10294485110386,0.153490590237697,0.166142764197416,0.128499017966413,0.124808634051253,0.131947293828482,0.131150097465887,0.131221221221221,0.11,0.128518518518519,0.15,-0.229350580410598,0.243923918323847,0.129704288219353,0.134704288219353,0.134704288219353,-0.134704288219353,0.252453291699193,-0.120157664873548,-0.0910929343702803,-0.0262943722943723,-0.003102623724006,-0.128518518518519,-0.11,-0.125280627161815,0.0333333333333333,0.103991010980258,-0.117505718161953,0.0476190476190476,0.0976190476190476,0.103232633555214,-0.00611379412484386,-0.0179487179487179,-0.0133333333333333,-0.0232700216450216,-0.0419406745535866,0.0890891691935735,-0.175070028011204,-0.172039724980901,-0.16821458836888
"NOTCH",0.265263157894737,0.2,0.00686868686868687,0.0324423963133641,0.153333333333333,0.153333333333333,0.22,-0.0880952380952381,-0.0333333333333333,0,-0.0666666666666667,-0.1,0.2,-0.0583333333333333,-0.0967948717948718,-0.18768115942029,0.147899830404503,0.156064690026954,0.116628133770991,0.118135198135198,0.117036297036297,0.0969230769230769,0.0969230769230769,0.1,0.12,0,-0.232987012987013,0.248228663446055,0.114466403162055,0.0927272727272727,0.0927272727272727,-0.0927272727272727,0.251932367149758,-0.134252675429146,-0.06888689586352,-0.0217457627118644,-0.0140816326530612,-0.12,-0.1,-0.118135198135198,0,0.0909125188536953,-0.128800792303339,0,0.0333333333333333,0.101428571428571,-0.0152961980548188,-0.12,-0.148571428571429,-0.058594566353187,-0.0567948717948718,0.0778582930756844,-0.188888888888889,-0.184888888888889,-0.181663082437276
"Jagged",0.26,0.2,-0.00424242424242424,0.148571428571429,0.153333333333333,0.22,0.2,-0.0833333333333333,0,0,-0.0333333333333333,-0.0666666666666667,0.1,-0.0333333333333333,-0.0583333333333333,-0.183333333333333,0.146965250965251,0.142857142857143,0.117036297036297,0.0969230769230769,0.118135198135198,0.12,0.12,0,0.1,0,-0.227272727272727,0.251932367149758,0.0927272727272727,0.12,0.12,-0.12,0.238888888888889,-0.139014580191051,-0.0746460581671849,-0.037,-0.0242857142857143,-0.1,0,-0.0969230769230769,0,0.0967948717948718,-0.119929824561404,0,0,0.0880952380952381,-0.0256410256410257,-0.1,-0.12,-0.0563218390804598,-0.0583333333333333,0.0741545893719807,-0.2,-0.188888888888889,-0.184888888888889
"DELTA",0.26,0.2,-0.00424242424242424,0.148571428571429,0.153333333333333,0.22,0.2,-0.0833333333333333,0,0,-0.0333333333333333,-0.0666666666666667,0.1,-0.0333333333333333,-0.0583333333333333,-0.183333333333333,0.146965250965251,0.142857142857143,0.117036297036297,0.0969230769230769,0.118135198135198,0.12,0.12,0,0.1,0,-0.227272727272727,0.251932367149758,0.0927272727272727,0.12,0.12,-0.12,0.238888888888889,-0.139014580191051,-0.0746460581671849,-0.037,-0.0242857142857143,-0.1,0,-0.0969230769230769,0,0.0967948717948718,-0.119929824561404,0,0,0.0880952380952381,-0.0256410256410257,-0.1,-0.12,-0.0563218390804598,-0.0583333333333333,0.0741545893719807,-0.2,-0.188888888888889,-0.184888888888889
"ILK",0.298461538461538,0.2,0.0849122807017544,-0.0608560794044665,0.210208017633283,0.215126050420168,0.185714285714286,-0.0847859143657463,0.2,0.233333333333333,0.194117647058824,0.1710407239819,0.2,-0.0833333333333333,-0.121794871794872,-0.073722799582955,0.508726794473555,0.335809523809524,0.333944640962851,0.306525455221107,0.321779692509243,0.277294685990338,0.277294685990338,0.2,0.255555555555556,0.1,-0.231486553617701,0.277620543031955,-0.165181521674672,-0.174770562770563,-0.174770562770563,0.174770562770563,0.280263157894737,-0.0939426184441673,0.0516060394440669,0.0928769417008904,-0.234364692218351,-0.255555555555556,-0.2,-0.306525455221107,-0.2,0.130128205128205,-0.167950333744215,0,0.05,0.0951859143657463,-0.172640594699418,0.075,0.0673076923076923,-0.433658008658009,-0.208522544283414,0.0156783030657124,-0.205882352941176,-0.205882352941176,-0.206695361071258
"AKT",0.30957264957265,0.205882352941176,0.0895480422911584,-0.0535390062337348,0.219068777126954,0.210208017633283,0.215126050420168,-0.0951859143657463,0.194117647058824,0.2,0.1710407239819,0.0760912290324055,0.185714285714286,-0.121794871794872,-0.130128205128205,-0.0850009950716768,0.520389325490925,0.357109162798693,0.343483102501313,0.321609254103789,0.333944640962851,0.306525455221107,0.306525455221107,0.255555555555556,0.277294685990338,0.2,-0.231486553617701,0.285839721114147,-0.167350196373468,-0.165181521674672,-0.165181521674672,0.165181521674672,0.281117858749438,-0.0988672415597452,0.0545622066204175,0.0986873392544072,-0.243387248609328,-0.277294685990338,-0.255555555555556,-0.321779692509243,-0.233333333333333,0.146970310391363,-0.169162454956336,0.05,0.0833333333333333,0.094849214029046,-0.173261712711841,0.0673076923076923,0.0608560794044665,-0.444948331238654,-0.211780689646822,0.0197878921068083,-0.205882352941176,-0.206695361071258,-0.208810164696635
"RKIP",0.177333333333333,0.3,0.119435685989166,0.000427350427350429,0.150520909757887,0.144137931034483,0.12,0.0372593068035943,0.214285714285714,0.2,0.214285714285714,0.199134199134199,0.02,0.08,0.052,0.0399535423925668,0.388847037072669,0.109728082512893,0.140133978784039,0.114358974358974,0.12868359710465,0.106666666666667,0.103508771929825,0,0.0666666666666667,0,-0.23801466048943,0.301582974653276,-0.197388722388722,-0.187987012987013,-0.187987012987013,0.187987012987013,0.291582974653276,0.0145756833945328,0.0728331693037576,-0.193615567439097,-0.09447391688771,-0.0666666666666667,0,-0.111201079622132,-0.2,-0.0241311475409836,-0.0291199878022253,-0.1,-0.1,-0.0283484157144854,-0.313655462184874,0.0111111111111111,0.0111111111111111,-0.384278959810875,-0.328593486830725,-0.0305805834528933,-0.32,-0.32952380952381,-0.328589230084557
"Wnt",0.363636363636364,0.3,0.0827450980392157,-0.0690476190476191,0.249411764705882,0.22,0.2,-0.0829059829059829,0.133333333333333,0.1,0.113333333333333,0.113333333333333,0.1,-0.05,-0.0772727272727273,-0.0717948717948718,0.558036395336167,0.328484848484848,0.366429318328935,0.301315789473684,0.340601503759398,0.275,0.275,0.1,0.2,0,-0.256565656565657,0.339598278335725,-0.206151742993848,-0.18796992481203,-0.18796992481203,0.18796992481203,0.317647058823529,-0.160689655172414,0.0342796610169492,-0.0405882352941176,-0.158866396761134,-0.3,-0.2,-0.301315789473684,-0.1,0.12965367965368,-0.224903525532951,0,0,0.0898827270920294,-0.196666666666667,0.1,0.0857142857142857,-0.550313479623824,-0.271790890269151,0.0111908177905308,-0.333333333333333,-0.353333333333333,-0.35768115942029
"Destcompl",0.339637601561573,0.24530612244898,0.407900981175057,0.130013426775211,0.270368292563769,0.258975887500478,0.245314685314685,-0.0628571428571429,0.128985507246377,0.133333333333333,0.12267920094007,0.118652355302487,0.224102564102564,-0.258248494800219,-0.282600826406437,-0.0654748670133286,0.636331036905046,0.602246700508334,0.593978212787983,0.562436654624367,0.581229615133725,0.537761329949042,0.538421395955642,0.457142857142857,0.505088062622309,0.4,-0.274386308144685,0.370051759834369,-0.154340910826538,-0.156067755410526,-0.156067755410526,0.156067755410526,0.368251423737421,-0.231292744945273,0.299443900919499,0.11182322435787,-0.278444859636519,-0.505088062622309,-0.457142857142857,-0.563421395955642,-0.133333333333333,0.300589220990576,-0.228937860305298,0.188888888888889,0.226819923371648,0.0678863826232247,-0.314142604774627,-0.102687034860948,-0.118991382687035,-0.684914375350636,-0.37880076937079,-0.112052773005594,-0.257030260380014,-0.267030260380014,-0.273040112596763
