"","SNAI1","RKIP","SHH","TWIST1","SNAI2","TCFLEF","RAS","RAF","PI3K","DELTA","GLI","Csn","cMet","Wnt","MEK","cfos","TrCP","EGR1","STAT","NOTCHic","SOSGRB2","FOXC2","PAK1","CDC42","TGFR","TGF","ZEB1","NOTCH","LIV1","DSH","Csl","AXIN2","Jagged","Frizzled","ERK","SRC","NFB","Ecadherin","AKT","IKK","CD44","cateninmemb","SUFU","cateninnuc","FUS","Destcompl","SMO","Patched","GSK3","HEY1","ILK","SMAD","miR200","ZEB2","KLF4"
"SRC",-0.194847086283288,-0.325676115998697,-0.0611546840958606,-0.0316470885436403,0.252798454911014,0.378314674130348,0.158176508514431,0.133934084272007,0.133934084272007,0.133934084272007,0.352704918032787,-0.1,0.315,0.315,-0.262969315799504,-0.242424242424242,-0.1,-0.233333333333333,0.1,-0.228333333333333,0.122857142857143,-0.124612511671335,-0.111111111111111,-0.136111111111111,0.15515873015873,0.166067821067821,0.021136567834681,0.271190476190476,0,-0.2,0.195,-0.2102044285775,0.250732180663373,-0.275,0.253535353535354,-0.275,0.166666666666667,-0.385687759952466,0.218803418803419,0.174358974358974,-0.352704918032787,-0.423867310282892,0.0333333333333333,-0.400014897843994,0.0833333333333333,-0.137128921802835,0.0633333333333333,0.067037037037037,0.11965367965368,0.196276067527309,0.178508771929825,0.195625889046942,0.242892695066608,0.296421084156933,0.206072351421189
"TrCP",-0.145907447637305,-0.206682635964404,-0.0905995903737839,0.0165294560511952,0.109499394627363,0.308728233183679,0.169252351347043,0.154252351347043,0.154252351347043,0.154252351347043,0.295656824989303,-0.1,0.272252252252252,0.271754385964912,-0.27143404568902,-0.261739130434783,-0.1,-0.24,0.22,-0.205641025641026,0.0543316831683168,-0.072734850037576,-0.0952380952380952,-0.0893557422969188,0.106022408963585,0.109847545575607,0.0762972680488621,0.22981684981685,-0.2,-0.22,0.179487179487179,-0.193798680174737,0.235731083844581,-0.253333333333333,0.26343404568902,-0.253333333333333,0.1625,-0.208963449143123,0.211330409356725,0.183552631578947,-0.295024529479975,-0.294821797332608,0.0857142857142857,-0.320176509045748,0.0857142857142857,-0.315187085972192,0.0824884792626728,0.0935995903737839,-0.13260119047619,0.20110238998148,0.194546850998464,0.199708141321045,0.272786690433749,0.300304544947305,0.311224043715847
"LIV1",-0.145907447637305,-0.206682635964404,-0.0905995903737839,0.0165294560511952,0.109499394627363,0.308728233183679,0.169252351347043,0.154252351347043,0.154252351347043,0.154252351347043,0.295656824989303,-0.1,0.272252252252252,0.271754385964912,-0.27143404568902,-0.261739130434783,-0.1,-0.24,0.22,-0.205641025641026,0.0543316831683168,-0.072734850037576,-0.0952380952380952,-0.0893557422969188,0.106022408963585,0.109847545575607,0.0762972680488621,0.22981684981685,-0.2,-0.22,0.179487179487179,-0.193798680174737,0.235731083844581,-0.253333333333333,0.26343404568902,-0.253333333333333,0.1625,-0.208963449143123,0.211330409356725,0.183552631578947,-0.295024529479975,-0.294821797332608,0.0857142857142857,-0.320176509045748,0.0857142857142857,-0.315187085972192,0.0824884792626728,0.0935995903737839,-0.13260119047619,0.20110238998148,0.194546850998464,0.199708141321045,0.272786690433749,0.300304544947305,0.311224043715847
"EGR1",-0.145907447637305,-0.206682635964404,-0.0905995903737839,0.0165294560511952,0.109499394627363,0.308728233183679,0.169252351347043,0.154252351347043,0.154252351347043,0.154252351347043,0.295656824989303,-0.1,0.272252252252252,0.271754385964912,-0.27143404568902,-0.261739130434783,-0.1,-0.24,0.22,-0.205641025641026,0.0543316831683168,-0.072734850037576,-0.0952380952380952,-0.0893557422969188,0.106022408963585,0.109847545575607,0.0762972680488621,0.22981684981685,-0.2,-0.22,0.179487179487179,-0.193798680174737,0.235731083844581,-0.253333333333333,0.26343404568902,-0.253333333333333,0.1625,-0.208963449143123,0.211330409356725,0.183552631578947,-0.295024529479975,-0.294821797332608,0.0857142857142857,-0.320176509045748,0.0857142857142857,-0.315187085972192,0.0824884792626728,0.0935995903737839,-0.13260119047619,0.20110238998148,0.194546850998464,0.199708141321045,0.272786690433749,0.300304544947305,0.311224043715847
"cfos",-0.15235136171845,-0.211655011655012,-0.0935995903737839,0.00022510822510821,0.092139539292824,0.295024529479975,0.154252351347043,0.138398692810458,0.138398692810458,0.138398692810458,0.271754385964912,-0.1,0.253333333333333,0.253333333333333,-0.26343404568902,-0.24,0,-0.08,0.2,-0.179487179487179,0.0375,-0.072734850037576,-0.0714285714285714,-0.0952380952380952,0.0893557422969188,0.106022408963585,0.0727602905569007,0.205641025641026,-0.1,-0.2,0.133333333333333,-0.180591133004926,0.219166666666667,-0.22,0.261739130434783,-0.22,0.1,-0.20114337993897,0.183552631578947,0.1625,-0.272252252252252,-0.285664288175099,0.1,-0.308728233183679,0.0857142857142857,-0.301653251385726,0.0857142857142857,0.0824884792626728,-0.1176920995671,0.192278860569715,0.188095238095238,0.194546850998464,0.272786690433749,0.305770782889427,0.304666666666667
"PI3K",-0.29304347826087,-0.279040077569489,-0.106410256410256,-0.233524533595809,-0.226193068797969,-0.13470450780694,-0.303149380300065,-0.292190476190476,-0.292190476190476,-0.292190476190476,-0.118320327015979,0.0333333333333333,-0.110628019323672,-0.110628019323672,-0.032534325205492,-0.00476190476190476,0,-0.0333333333333333,-0.1,0.140384615384615,-0.136538461538462,-0.0993704994192799,-0.05,-0.0911764705882353,0.0911764705882353,0.0854854136776662,-0.00537432851323498,-0.137158808933002,0.1,0.1,-0.125,0.080952380952381,0.0176315789473684,0.0888888888888889,0.0341736694677871,0.0888888888888889,0,-0.128896876526269,-0.0114630467571644,-0.0294117647058824,0.118320327015979,-0.0170593043145715,0,0.140271518116218,0.1,0.404236557790259,0.0833333333333333,0.106410256410256,0.321729196729197,0.100696196145697,0.110972388955582,0.132572388955582,0.262818705441656,0.322650972945778,0.313815789473684
"ILK",-0.29304347826087,-0.279040077569489,-0.106410256410256,-0.233524533595809,-0.226193068797969,-0.13470450780694,-0.303149380300065,-0.292190476190476,-0.292190476190476,-0.292190476190476,-0.118320327015979,0.0333333333333333,-0.110628019323672,-0.110628019323672,-0.032534325205492,-0.00476190476190476,0,-0.0333333333333333,-0.1,0.140384615384615,-0.136538461538462,-0.0993704994192799,-0.05,-0.0911764705882353,0.0911764705882353,0.0854854136776662,-0.00537432851323498,-0.137158808933002,0.1,0.1,-0.125,0.080952380952381,0.0176315789473684,0.0888888888888889,0.0341736694677871,0.0888888888888889,0,-0.128896876526269,-0.0114630467571644,-0.0294117647058824,0.118320327015979,-0.0170593043145715,0,0.140271518116218,0.1,0.404236557790259,0.0833333333333333,0.106410256410256,0.321729196729197,0.100696196145697,0.110972388955582,0.132572388955582,0.262818705441656,0.322650972945778,0.313815789473684
"SMAD",-0.20789495943125,-0.229125365671392,-0.230320077759967,-0.13635795609878,-0.0991333484039441,0.0522250651504383,-0.107493712944529,-0.105520028734003,-0.105520028734003,-0.105520028734003,0.0600947813178029,-0.138888888888889,0.0512698412698413,0.0579365079365079,-0.221932165733741,-0.22258064516129,-0.15,-0.2,0.0457142857142857,-0.169950738916256,0.00590801538006507,-0.0434935689365734,-0.0619047619047619,-0.0435949027498323,0.0553267463252513,0.0537331208272434,0.0395900940495414,0.173125342090859,-0.06,-0.0523809523809524,0.161904761904762,-0.0292299525441724,0.216569194246614,-0.0579365079365079,0.213278319579895,-0.0512698412698413,0.172222222222222,-0.0468065877328504,0.187359477124183,0.18202614379085,-0.0523607503607504,-0.0534876315872056,0.2,-0.0503000398211576,0.2,0.0159936941819741,0.215,0.223256880733945,0.139853566094168,0.282473254063665,0.281968260050452,0.183396831479023,0.291992901103911,0.335920560407728,0.331308645243847
"AKT",-0.302316661218263,-0.294568027880048,-0.123252361673414,-0.249120863871039,-0.235137792416059,-0.140271518116218,-0.315438536926571,-0.303149380300065,-0.303149380300065,-0.303149380300065,-0.134521444334415,0,-0.118320327015979,-0.118320327015979,-0.0350659707751123,-0.0341736694677871,0.0333333333333333,-0.00476190476190476,-0.0888888888888889,0.137158808933002,-0.136538461538462,-0.10312989791552,-0.0911764705882353,-0.0911764705882353,0.0854854136776662,0.0869959876957931,-0.0019496709789884,-0.1481344186891,0.1,0.0888888888888889,-0.140384615384615,0.0914216950318033,0.0169693272917393,0.110628019323672,0.032534325205492,0.110628019323672,-0.0294117647058824,-0.125260512889906,-0.124594359888478,-0.0114630467571644,0.13470450780694,-0.00982179157247162,0.1,0.149502287346987,0.0833333333333333,0.412259717426322,0.106410256410256,0.106410256410256,0.336245325761455,0.122500707423892,0.132572388955582,0.134929291312485,0.268701058382833,0.339774260617011,0.31979869545659
"TGF",-0.291398601398601,-0.282251082251082,-0.225301724137931,-0.217407407407407,0.0299876229964726,0.100400529625952,-0.10297619047619,-0.106547619047619,-0.106547619047619,-0.106547619047619,0.0946361185983828,-0.0333333333333333,0.0766666666666667,0.0814285714285714,-0.266800334168755,-0.247619047619048,0,-0.233333333333333,0,-0.0833333333333333,-0.0486842105263158,-0.0577329192546584,-0.16,-0.137777777777778,0.175873015873016,0.070515873015873,-0.0376279962092319,0.0971264367816092,0,0,0.0533333333333333,-0.053968253968254,0.249625675012273,-0.0714285714285714,0.242355889724311,-0.0666666666666667,0.0583333333333333,-0.121713663677762,0.0884085213032581,0.0726190476190476,-0.089874213836478,-0.11449772373557,0.133333333333333,-0.104228280822124,0.193333333333333,0.00105069306700724,0.21,0.206551724137931,0.0215233125213556,0.259187620889749,0.263333333333333,0.268172043010753,0.274536478846824,0.347852899706447,0.336943808797356
"TGFR",-0.289923675144914,-0.289393939393939,-0.224736752386519,-0.216339791749044,0.0362376229964726,0.104228280822124,-0.0953738512949039,-0.10297619047619,-0.10297619047619,-0.10297619047619,0.105603860533867,-0.0583333333333333,0.089874213836478,0.0946361185983828,-0.262690745127659,-0.242355889724311,-0.0333333333333333,-0.247619047619048,0.0666666666666667,-0.0971264367816092,-0.0672027290448343,-0.0669032249315143,-0.137777777777778,-0.175873015873016,0.070515873015873,0.0804449510300574,-0.0402695056431942,0.116550897213264,0,-0.0714285714285714,0.0833333333333333,-0.0569725458137475,0.257596689505027,-0.0814285714285714,0.266800334168755,-0.0766666666666667,0.0726190476190476,-0.12035080166754,0.111664335256747,0.0884085213032581,-0.100400529625952,-0.120502342673215,0.193333333333333,-0.110162736092274,0.21,-0.00257833919105728,0.206551724137931,0.225301724137931,0.0163888381937272,0.26515777014348,0.268172043010753,0.284898021658439,0.28714644952131,0.353513277064937,0.347658094511641
"KLF4",-0.429328374716145,-0.354452690166976,-0.418817204301075,-0.590444444444444,-0.692270186916721,-0.65143986567171,-0.532194570135747,-0.488076923076923,-0.488076923076923,-0.488076923076923,-0.600287749422143,0.2,-0.548563611491108,-0.548563611491108,0.112427366447985,0.107272727272727,0.1,0.08,-0.4,0.468421052631579,-0.133647798742138,0.106295512088011,0.145454545454545,0.173454545454545,-0.196121212121212,-0.213194382852919,-0.172373581011352,-0.520998372219208,0.3,0.4,-0.4,0.274069854119831,-0.549250829130889,0.476470588235294,-0.107272727272727,0.476470588235294,-0.3,0.537742414221429,-0.398941798941799,-0.361904761904762,0.601607089751978,0.688040436302631,0.2,0.69116589306897,0.3,0.554748032799272,0.333333333333333,0.383333333333333,0.478811365253829,-0.0424293353705118,-0.00933333333333333,0.000811594202898555,0.273691493691494,0.364989680082559,0.27037037037037
"HEY1",-0.429328374716145,-0.354452690166976,-0.418817204301075,-0.590444444444444,-0.692270186916721,-0.65143986567171,-0.532194570135747,-0.488076923076923,-0.488076923076923,-0.488076923076923,-0.600287749422143,0.2,-0.548563611491108,-0.548563611491108,0.112427366447985,0.107272727272727,0.1,0.08,-0.4,0.468421052631579,-0.133647798742138,0.106295512088011,0.145454545454545,0.173454545454545,-0.196121212121212,-0.213194382852919,-0.172373581011352,-0.520998372219208,0.3,0.4,-0.4,0.274069854119831,-0.549250829130889,0.476470588235294,-0.107272727272727,0.476470588235294,-0.3,0.537742414221429,-0.398941798941799,-0.361904761904762,0.601607089751978,0.688040436302631,0.2,0.69116589306897,0.3,0.554748032799272,0.333333333333333,0.383333333333333,0.478811365253829,-0.0424293353705118,-0.00933333333333333,0.000811594202898555,0.273691493691494,0.364989680082559,0.27037037037037
"FOXC2",-0.429328374716145,-0.354452690166976,-0.418817204301075,-0.590444444444444,-0.692270186916721,-0.65143986567171,-0.532194570135747,-0.488076923076923,-0.488076923076923,-0.488076923076923,-0.600287749422143,0.2,-0.548563611491108,-0.548563611491108,0.112427366447985,0.107272727272727,0.1,0.08,-0.4,0.468421052631579,-0.133647798742138,0.106295512088011,0.145454545454545,0.173454545454545,-0.196121212121212,-0.213194382852919,-0.172373581011352,-0.520998372219208,0.3,0.4,-0.4,0.274069854119831,-0.549250829130889,0.476470588235294,-0.107272727272727,0.476470588235294,-0.3,0.537742414221429,-0.398941798941799,-0.361904761904762,0.601607089751978,0.688040436302631,0.2,0.69116589306897,0.3,0.554748032799272,0.333333333333333,0.383333333333333,0.478811365253829,-0.0424293353705118,-0.00933333333333333,0.000811594202898555,0.273691493691494,0.364989680082559,0.27037037037037
"Csn",-0.342400002581465,-0.34307433945365,-0.131870796809982,-0.237243260090385,-0.134823133644317,-0.0384386304503968,-0.335038368496769,-0.331007658324025,-0.331007658324025,-0.331007658324025,-0.0415841955383649,0.07,-0.0376540645339981,-0.0376540645339981,-0.109315476190476,-0.0996969696969697,0.22,-0.0633333333333333,-0.0333333333333333,0.0735930735930736,-0.125034013605442,-0.139297214044417,-0.120454545454545,-0.12791723202171,0.122789026893505,0.130664921881571,0.0187791563275434,-0.0716699966699967,0.0666666666666667,0.0333333333333333,-0.0878787878787879,0.0461810473717343,0.09897721852126,0.0436781609195402,0.106190476190476,0.0436781609195402,-0.0866666666666667,-0.170253984794121,-0.0583,-0.0575,0.0416540645339981,-0.110264667868391,0.1,0.0403027314726457,0.0888888888888889,0.364356269885182,0.11010101010101,0.115477354187032,0.413670333475044,0.168950719822813,0.176789596273292,0.183730470309282,0.305964800881566,0.381579818031431,0.362159017453135
"Frizzled",-0.376104209799862,-0.334285714285714,-0.133919843597263,-0.286792717086835,-0.232236484281519,-0.148690434696012,-0.396334519189886,-0.381373889268626,-0.381373889268626,-0.381373889268626,-0.133458646616541,0.133333333333333,-0.126315789473684,-0.126315789473684,-0.0427450980392157,-0.0133333333333333,0.1,-0.0333333333333333,-0.1,0.152380952380952,-0.160606060606061,-0.118461538461538,-0.0666666666666667,-0.1,0.1,0.0952380952380952,-0.015308891003878,-0.154341736694678,0.1,0.2,-0.135714285714286,0.0890909090909091,0.0240040106951872,0.1,0.0427450980392157,0.1,-0.113333333333333,-0.158558239557453,-0.125833333333333,-0.138333333333333,0.133458646616541,-0.0200686037126715,0,0.154880910886488,0.1,0.455186597397823,0.0909090909090909,0.124242424242424,0.459519331243469,0.131718494271686,0.145060624130392,0.170294268990205,0.310400883838384,0.399471568390698,0.379271708683473
"cateninnuc",-0.460653470143958,-0.390889132373003,-0.346885889225414,-0.537319338786113,-0.741999685791836,-0.587083323786574,-0.565797780797781,-0.536336501336501,-0.536336501336501,-0.536336501336501,-0.553620828248583,0.35,-0.522359886490321,-0.520419247220915,0.112256479526604,0.111559696342305,0.3,0.103623188405797,-0.432867132867133,0.536300529934744,-0.111926428883215,0.0609739768428293,0.105714285714286,0.11956043956044,-0.125882278640899,-0.139419396544829,-0.125132609646507,-0.56766416629838,0.363636363636364,0.432867132867133,-0.497928436911488,0.218934361270209,-0.466894476937056,0.472593160264393,-0.114091341911925,0.4745337995338,-0.371212121212121,0.281249454299847,-0.426743371212121,-0.407212121212121,0.55609004522048,0.491817745071804,0.211111111111111,0.511524086006955,0.271111111111111,0.583609378345329,0.298979963570128,0.324445802079444,0.507653810068016,-0.00700047992321228,0.0384559884559885,0.0473236555774073,0.294489773930899,0.404938516766867,0.312368068862731
"Ecadherin",-0.463505589906018,-0.393778532863605,-0.447951062568792,-0.636813159528243,-0.73880841689866,-0.69116589306897,-0.571021385778205,-0.532194570135747,-0.532194570135747,-0.532194570135747,-0.649621082755476,0.3,-0.601607089751978,-0.600287749422143,0.115956778212691,0.107272727272727,0.2,0.107272727272727,-0.476470588235294,0.520998372219208,-0.142858325057928,0.105609013232175,0.173454545454545,0.196121212121212,-0.213194382852919,-0.223501796957802,-0.181378320347845,-0.564492796011029,0.4,0.476470588235294,-0.468421052631579,0.296544080923955,-0.580143277643475,0.548563611491108,-0.112427366447985,0.548563611491108,-0.361904761904762,0.455950788126005,-0.435305435305435,-0.398941798941799,0.65143986567171,0.719578897841093,0.3,0.725432933218363,0.333333333333333,0.589696774644565,0.383333333333333,0.418817204301075,0.514793705209679,-0.0404159125517199,0.000811594202898555,0.00783338597045303,0.301810674324641,0.405747973921422,0.308345053914674
"cateninmemb",-0.463505589906018,-0.393778532863605,-0.447951062568792,-0.636813159528243,-0.73880841689866,-0.69116589306897,-0.571021385778205,-0.532194570135747,-0.532194570135747,-0.532194570135747,-0.649621082755476,0.3,-0.601607089751978,-0.600287749422143,0.115956778212691,0.107272727272727,0.2,0.107272727272727,-0.476470588235294,0.520998372219208,-0.142858325057928,0.105609013232175,0.173454545454545,0.196121212121212,-0.213194382852919,-0.223501796957802,-0.181378320347845,-0.564492796011029,0.4,0.476470588235294,-0.468421052631579,0.296544080923955,-0.580143277643475,0.548563611491108,-0.112427366447985,0.548563611491108,-0.361904761904762,0.446894515286693,-0.435305435305435,-0.398941798941799,0.65143986567171,0.618290737129868,0.3,0.725432933218363,0.333333333333333,0.589696774644565,0.383333333333333,0.418817204301075,0.514793705209679,-0.0404159125517199,0.000811594202898555,0.00783338597045303,0.301810674324641,0.405747973921422,0.308345053914674
"DSH",-0.389147688060732,-0.357362637362637,-0.152938248505238,-0.305232433398892,-0.242364540160448,-0.154880910886488,-0.409499785296329,-0.396334519189886,-0.396334519189886,-0.396334519189886,-0.148491326355103,0.113333333333333,-0.133458646616541,-0.133458646616541,-0.0465044965354563,-0.0427450980392157,0.133333333333333,-0.0133333333333333,-0.1,0.154341736694678,-0.160606060606061,-0.124955044955045,-0.1,-0.1,0.0952380952380952,0.0990708478513357,-0.0129466862794686,-0.163432645785587,0.1,0.1,-0.152380952380952,0.0987955504411201,0.0255543982920864,0.126315789473684,0.0427450980392157,0.126315789473684,-0.138333333333333,-0.155134183367813,-0.13617816091954,-0.125833333333333,0.148690434696012,-0.0133548227939436,0.1,0.16423086636289,0.0909090909090909,0.464919421825303,0.124242424242424,0.133919843597263,0.475528611985928,0.156279897780458,0.170294268990205,0.177464080310959,0.323205761887164,0.423881017209596,0.395776563052405
"GSK3",-0.402768950519203,-0.368640832851359,-0.162986095395191,-0.313811178597355,-0.252890855949921,-0.16423086636289,-0.418953566808934,-0.409499785296329,-0.409499785296329,-0.409499785296329,-0.153680005600386,0.138333333333333,-0.148690434696012,-0.148491326355103,-0.050481769262729,-0.0427450980392157,0.113333333333333,-0.0427450980392157,-0.126315789473684,0.163432645785587,-0.160140944326991,-0.123838617522828,-0.1,-0.0952380952380952,0.0990708478513357,0.0952246940051818,-0.0133924515097806,-0.167328749681691,0.1,0.126315789473684,-0.154341736694678,0.0992521714456863,0.0245325004818674,0.133458646616541,0.0465044965354563,0.133458646616541,-0.125833333333333,-0.152401223209762,-0.132759357500737,-0.13617816091954,0.154880910886488,-0.0069887750485855,0.0909090909090909,0.170875603204995,0.124242424242424,0.473831010412834,0.133919843597263,0.152938248505238,0.383182522135679,0.161470209199143,0.177464080310959,0.186909357672279,0.336453124138044,0.436808208888645,0.41944068518981
"Destcompl",-0.598946366826885,-0.530062136703906,-0.321184755643869,-0.550805004191074,-0.634684971778744,-0.573631727208705,-0.623063731465136,-0.594492302893707,-0.594492302893707,-0.594492302893707,-0.546696879640438,0.309523809523809,-0.513786092369204,-0.513116174631162,0.0232037907447743,0.0226573426573427,0.266666666666667,0.0287179487179487,-0.427777777777778,0.411286721504113,-0.147612686324569,-0.101509462044007,-0.0281632653061224,-0.0191977480647431,0.00972406385421682,0.00509352198229563,-0.174517495558199,-0.438741631323752,0.377777777777778,0.427777777777778,-0.379764982373678,0.26491840002818,-0.37991760916893,0.478462709284627,-0.0232037907447743,0.478462709284627,-0.348654244306418,0.10797225747102,-0.389720814232049,-0.367573163225337,0.547741316249801,0.443854562186775,0.211111111111111,0.596528208595753,0.235249042145594,0.663877882729728,0.272391899288451,0.29778050032472,0.680307956602816,0.0852286175363098,0.114761904761905,0.124703425229741,0.38163571573946,0.520721187025535,0.465795941135487
"ZEB2",-0.440319592062573,-0.436119162640902,-0.417174532784289,-0.405171628796149,-0.341836665378274,-0.290624742607693,-0.289331507179473,-0.265562770562771,-0.265562770562771,-0.265562770562771,-0.256545625628194,-0.255555555555556,-0.240350877192982,-0.226270396270396,-0.216287423909893,-0.211842105263158,-0.2,-0.175,-0.17,-0.162666666666667,-0.0921978021978022,-0.0882393162393162,-0.0662337662337662,-0.0644155844155844,0.0501298701298701,0.0501298701298701,0.103982836045875,0.142448087431694,0.15,0.159090909090909,0.166666666666667,0.177788677168229,0.192000686567726,0.205757575757576,0.215067911714771,0.216666666666667,0.230555555555556,0.236704452838469,0.237242990654206,0.255,0.270906432748538,0.290691378373147,0.3,0.310884482867433,0.314285714285714,0.316273018898334,0.368571428571429,0.38808362369338,0.394701551093168,0.41164448454771,0.412648970747562,0.421795312210977,0.459555267839619,0.595727202921083,0.654707466097583
"ZEB1",-0.487232698070415,-0.460727808619491,-0.460064481955836,-0.544798472476942,-0.504459058339275,-0.45157091298457,-0.423493456533523,-0.396249362045334,-0.396249362045334,-0.396249362045334,-0.411795963235491,-0.206666666666667,-0.391641834970386,-0.379149915125525,-0.166560767038093,-0.162,-0.166666666666667,-0.15,-0.305128205128205,-0.0281862745098039,-0.106744639376218,-0.0370494808678192,0.021455938697318,0.0258037647842745,-0.0415398053934116,-0.0450831124800258,0.0735897096700519,0.00256643979906011,0.266666666666667,0.295238095238095,0.0458333333333333,0.214475181883257,0.0659664936694668,0.346457607433217,0.167882352941176,0.356347717323327,0.169824561403509,0.29056810573588,0.156171165618965,0.174742594190394,0.424975168303719,0.450117116412704,0.333333333333333,0.475152126291811,0.358333333333333,0.449742127172799,0.403787878787879,0.431238859180036,0.410762943585616,0.383559790813677,0.391362415485783,0.401458569331937,0.475455565231101,0.609965650658833,0.562083231530251
"miR200",-0.444194694194694,-0.416946839689765,-0.413280132085856,-0.494451070401991,-0.449962310134343,-0.402210493051126,-0.383764202200202,-0.352093379257558,-0.352093379257558,-0.352093379257558,-0.356768302120415,-0.18,-0.339730557256583,-0.329295774647887,-0.188917748917749,-0.161428571428571,-0.2,-0.171428571428571,-0.26,-0.0964532019704434,-0.0894197292069633,-0.0526924024485,-0.00833333333333333,-0.00637254901960784,0.00314674256799494,-0.0119695365017725,0.185604838709677,0.0845887951907823,0.2,0.26,0.127487684729064,0.215559969898386,0.127457012706785,0.28,0.184155844155844,0.290434782608696,0.227368421052632,0.354435881032222,0.209147396793871,0.19593984962406,0.370067635908268,0.404438607350805,0.22,0.425846856687489,0.32,0.413009950231244,0.34,0.389367088607595,0.376699995887855,0.36771186440678,0.370927564732874,0.400708128996197,0.447524179086927,0.667455197132616,0.633954451345756
