"","SNAI1","Csl","NOTCHic","AXIN2","cMet","cateninmemb","IKK","AKT","ZEB2","DELTA","SUFU","NFB","HEY1","FUS","SHH","Patched","SMAD","ILK","SOSGRB2","TGF","GSK3","KLF4","CDC42","TGFR","LIV1","SMO","miR200","PAK1","Wnt","Frizzled","DSH","RAF","PI3K","ZEB1","GLI","RAS","STAT","SRC","TCFLEF","Destcompl","cateninnuc","CD44","TrCP","Csn","Ecadherin","NOTCH","RKIP","Jagged","SNAI2","ERK","TWIST1","MEK","EGR1","cfos","FOXC2"
"FOXC2",-0.012375823717658,-0.0327272727272727,-0.0327272727272727,-0.144351288572097,-0.0461924304605563,-0.0148174984455472,-0.0457142857142857,-0.0457142857142857,-0.00820949432404541,-0.0526923076923077,0,-0.06,0.0147135217723453,0.0333333333333333,0.0532258064516129,0.05,0.0266666666666667,0.0266666666666667,-0.0193396226415094,0.0760990391722099,0.0385039344781989,0.0037037037037037,-0.0710909090909091,-0.0697575757575758,0.0333333333333333,-0.05,-0.00212047212047212,-0.0590909090909091,0.0461924304605563,0.0392156862745098,0.0333333333333333,0.0526923076923077,0.0526923076923077,0.00820949432404541,0.0444682925295218,0.0512217194570136,0.0333333333333333,0.0392156862745098,0.0486004572164092,0.0422262618904205,0.0474796602052012,0.0435837348083824,0.1,0,0.105124218430626,0.0378819119025305,0.00345289631003917,0.0340638771523329,0.163512961529434,0.0832085561497326,0.0274858387799564,0.0842394839847842,0.08,0.0890909090909091,0.0839343729694607
"HEY1",0.012375823717658,0.0327272727272727,0.0327272727272727,0.144351288572097,0.0461924304605563,0.0148174984455472,0.0457142857142857,0.0457142857142857,0.00820949432404541,0.0526923076923077,0,0.06,-0.0147135217723453,-0.0333333333333333,-0.0532258064516129,-0.05,-0.0266666666666667,-0.0266666666666667,0.0193396226415094,-0.0760990391722099,-0.0385039344781989,-0.0037037037037037,0.0710909090909091,0.0697575757575758,-0.0333333333333333,0.05,0.00212047212047212,0.0590909090909091,-0.0461924304605563,-0.0392156862745098,-0.0333333333333333,-0.0526923076923077,-0.0526923076923077,-0.00820949432404541,-0.0444682925295218,-0.0512217194570136,-0.0333333333333333,-0.0392156862745098,-0.0486004572164092,-0.0422262618904205,-0.0474796602052012,-0.0435837348083824,-0.1,0,-0.105124218430626,-0.0378819119025305,-0.00345289631003917,-0.0340638771523329,-0.163512961529434,-0.0832085561497326,-0.0274858387799564,-0.0842394839847842,-0.08,-0.0890909090909091,-0.0839343729694607
"Csn",0.0718950879336442,0.0772727272727273,0.0785714285714286,-0.122712169499528,-0.0855767899182939,0.0229626735734606,-0.113333333333333,-0.106133333333333,0.0104152191894127,-0.0915419631206245,0.0142857142857143,-0.113333333333333,0.000301771871539313,-0.00793650793650794,0.00868128287483126,0.00868128287483126,-0.00549904663441324,-0.00524197722567288,0.00890579960797879,0.0975622123041351,-0.0904554206623337,0.0113739854916326,-0.0953867028493894,-0.0992328566955433,0.0666666666666667,-0.00115440115440116,0.00984968760918363,-0.0909090909090909,0.0855767899182939,0.0867816091954023,0.0833333333333333,0.0915419631206245,0.0915419631206245,-0.0104152191894127,0.087760196031831,0.0936532874968241,0.0833333333333333,0.0867816091954023,0.0887636423655965,0.0333202434992191,0.0895453621491202,0.0877990121405161,0.18,0.105,0.0190228727974666,-0.0804945054945055,-0.0857378786058349,0.0236817720755545,0.0582356829060901,-0.00350649350649351,0.0111804581580178,-0.00558982683982684,-0.01,-0.01,-0.0757839839398066
"NFB",0.0275492542631516,-0.012987012987013,-0.0177489177489177,0.080952380952381,0.0626495726495726,0.00664503043594913,0.216537966537967,0.203204633204633,0.0216626047878316,0.114562511183252,0.08,0.197619047619048,0.0899270234409553,0.1,0.0921540568403884,0.0933588761174968,0.0909992648893142,0.0913710121012101,0.0544139761167625,0.0760537015726889,0.031184012066365,0.021978021978022,-0.0787878787878788,-0.0747878787878788,-0.05,-0.103703703703704,0.0115730178136588,-0.0833333333333333,-0.0626495726495726,-0.0611111111111111,-0.0611111111111111,-0.114562511183252,-0.114562511183252,-0.0216626047878316,-0.0615259771439547,-0.116055048496685,-0.0611111111111111,-0.0611111111111111,-0.0616626599698902,-0.078777346018331,-0.0633097187934196,-0.0620846008981602,-0.3,-0.314285714285714,0.0291915508699116,0.0171037564585952,-0.00547849236373826,-0.0803380575764318,0.221095464580754,-0.0589523809523809,0.0171148459383753,-0.0556844070961718,-0.0642857142857143,-0.0522857142857143,0.0566064745347614
"IKK",0.0294670624823297,-0.0272727272727273,-0.012987012987013,0.080952380952381,0.0611111111111111,0.00463869463869464,0.197619047619048,0.216537966537967,0.022812030075188,0.115970961887477,0.1,0.314285714285714,0.0934984520123839,0.08,0.0933588761174968,0.103703703703704,0.0913710121012101,0.0923611111111111,0.0533613445378151,0.0747878787878788,0.0296153846153846,0.021978021978022,-0.0833333333333333,-0.0787878787878788,-0.1,-0.1,0.0112709030100334,-0.05,-0.0611111111111111,-0.0611111111111111,-0.05,-0.115970961887477,-0.115970961887477,-0.022812030075188,-0.0626495726495726,-0.114562511183252,-0.05,-0.0611111111111111,-0.0620846008981602,-0.0792756848887629,-0.0616626599698902,-0.0626495726495726,-0.2,-0.3,0.0288705235825922,0.0177489177489177,-0.0029143897996357,-0.0810574820368635,0.220688960515713,-0.0522857142857143,0.016797385620915,-0.0589523809523809,-0.05,-0.0642857142857143,0.0554112554112554
"SOSGRB2",0.077316986496091,0.0909090909090909,0.0755244755244755,0.0359942244224422,0.0211180124223602,0.118421629421629,0.16140350877193,0.157236842105263,0.0569423558897243,0.12391713747646,0.2,0.166666666666667,0.0362689393939394,0.166666666666667,0.122962497381102,0.109009009009009,0.122637792315212,0.116344086021505,-0.0788888888888889,0.0257033746395449,0.018581891849774,0.0612280701754386,-0.0357142857142857,-0.0164835164835165,0,-0.133333333333333,0.0259315320769949,-0.0357142857142857,-0.0178571428571429,-0.0428571428571429,0,-0.12391713747646,-0.12391713747646,-0.0569423558897243,-0.0337991718426501,-0.126481240040562,0,-0.0428571428571429,-0.0317968835131307,0.0116761314747892,-0.0346649523467827,-0.0370600414078675,-0.1,-0.2,-0.149378042283891,-0.0543977149610952,0.0486111111111111,-0.161340029314333,-0.321850348926403,-0.157357357357357,-0.0331304347826087,-0.133114933114933,-0.133333333333333,-0.122222222222222,-0.0499267399267399
"CD44",-0.00728335991493886,-0.1,-0.142857142857143,-0.14,-0.2,-0.132509157509158,-0.2,-0.18,0.0634920634920635,-0.0666666666666667,-0.1,-0.1,-0.095906432748538,-0.1,-0.152727272727273,-0.18,-0.133106575963719,-0.155555555555556,-0.0547619047619048,0.0191666666666667,0.00178571428571428,0.168253968253968,-0.00666666666666668,-0.0191666666666667,0.1,0.2,0.0605006587615283,-0.0666666666666667,0.1,0.1,0,0.0666666666666667,0.0666666666666667,-0.0634920634920635,0.12,0.0980952380952381,0.1,0.2,0.103720930232558,-0.030088398995962,0.119105545617173,0.12,0.1,0.2,0.208760178047986,0.14812030075188,-0.104074074074074,0.183216783216783,0.274907314907315,0.005,-0.0504029304029304,0.015,0,-0.075,-0.0470833333333333
"Destcompl",-0.0114434018272262,-0.041551116333725,-0.0437250293772033,-0.167694500701954,-0.0630597826263334,0.00605941225993148,-0.00394493872754742,-0.00595836154633937,0.0780090818319311,0.0182651806258673,0.0333333333333333,-0.00124223602484472,-0.066727631343016,0.0505747126436782,0.0521873586240896,0.0523807822217685,-0.060171261487051,-0.0586507936507937,-0.00879566670623692,0.10882810474462,0.0346439143720338,0.0835596396242933,-0.103793103448276,-0.11010889292196,0.0611111111111111,-0.0477175697865353,0.0630291130603882,-0.11,0.0635572950641444,0.0635572950641444,0.053968253968254,-0.0182651806258673,-0.0182651806258673,-0.0780090818319311,0.0663402264185043,-0.0179512088833241,0.053968253968254,0.0635572950641444,0.0658700463760779,-0.0639410800563511,0.0668389397978015,0.0664179915815573,0,0.0142857142857143,0.0749191935500779,0.041520620559568,0.0169596712560854,0.0615517111992122,0.157746750719347,0.00356605143490389,0.0399163725110909,-0.00191918063260665,0.0107692307692308,-0.00135198135198135,-0.0437081090304764
"NOTCHic",-0.0187973137973138,-0.02,-0.0974193548387097,0.0275613956274334,0.0246620046620047,0.0242528207389993,-0.111111111111111,-0.104134366925065,0.119726247987118,-0.00300395256916996,-0.133333333333333,-0.122222222222222,0.0250947603121516,-0.133333333333333,-0.0995669731912616,-0.0984917043740573,-0.0664542651593011,-0.0628571428571428,-0.0231578947368421,-0.0922519462137296,-0.06267692599981,0.115890269151139,0.0928888888888889,0.0928888888888889,0,0.11025641025641,0.0621670044791432,0.0888888888888889,-0.0246620046620047,-0.0276923076923077,-0.02,0.00300395256916996,0.00300395256916996,-0.119726247987118,-0.0278878111136176,-0.00537043166728324,-0.02,-0.0276923076923077,-0.0245364159649874,-0.00978550379484959,-0.0262158052779645,-0.0257609057609058,0.1,0.133333333333333,-0.0620723212962506,0.0895246179966044,0.0126623578784822,0.0803544113477888,-0.176570649498859,-0.0785714285714286,-0.0622293998507622,-0.0957142857142857,-0.1,-0.1,-0.0681040157998683
"TrCP",-0.0184533601801962,-0.117948717948718,-0.104102564102564,-0.0752201257861635,-0.0537037037037037,-0.0492875894777982,-0.108333333333333,-0.112037037037037,0.121281127852525,-0.0258435623571922,-0.119047619047619,-0.108333333333333,-0.076679307405121,-0.102380952380952,-0.0890173522216533,-0.0850173522216533,-0.0695238095238095,-0.0643625192012289,-0.0381050605060506,-0.068076828346838,-0.0526753246753247,0.119183450429352,0.0694677871148459,0.0664374840845429,0.05,0.0862519201228879,0.0629386472324663,0.0714285714285714,0.0510721247563353,0.0537037037037037,0.05,0.0258435623571922,0.0258435623571922,-0.121281127852525,0.0535111491465792,0.027661744175374,0.05,0.0537037037037037,0.0540814081408141,0.0610721478662077,0.0551848564166762,0.0566740007334067,0.133333333333333,0.133333333333333,0.0295502279648604,0.101904761904762,0.00547991603240221,0.103125426039536,-0.140430636535229,-0.0769049373618276,-0.0217442123094297,-0.0769049373618276,-0.08,-0.0582608695652174,-0.0510799980210755
"LIV1",-0.0184533601801962,-0.117948717948718,-0.104102564102564,-0.0752201257861635,-0.0537037037037037,-0.0492875894777982,-0.108333333333333,-0.112037037037037,0.121281127852525,-0.0258435623571922,-0.119047619047619,-0.108333333333333,-0.076679307405121,-0.102380952380952,-0.0890173522216533,-0.0850173522216533,-0.0695238095238095,-0.0643625192012289,-0.0381050605060506,-0.068076828346838,-0.0526753246753247,0.119183450429352,0.0694677871148459,0.0664374840845429,0.05,0.0862519201228879,0.0629386472324663,0.0714285714285714,0.0510721247563353,0.0537037037037037,0.05,0.0258435623571922,0.0258435623571922,-0.121281127852525,0.0535111491465792,0.027661744175374,0.05,0.0537037037037037,0.0540814081408141,0.0610721478662077,0.0551848564166762,0.0566740007334067,0.133333333333333,0.133333333333333,0.0295502279648604,0.101904761904762,0.00547991603240221,0.103125426039536,-0.140430636535229,-0.0769049373618276,-0.0217442123094297,-0.0769049373618276,-0.08,-0.0582608695652174,-0.0510799980210755
"Csl",-0.020378341465298,-0.0974193548387097,-0.0895246179966044,0.027304326218693,0.0257609057609058,0.0236411999438922,-0.104134366925065,-0.109560723514212,0.121383706550653,0.00537043166728324,-0.133333333333333,-0.111111111111111,0.0218267864559425,-0.11025641025641,-0.103015249053331,-0.0995669731912616,-0.0708987096037456,-0.0664542651593011,-0.0190928540864356,-0.0933857330618022,-0.0619405489747732,0.118747412008282,0.0928888888888889,0.0922519462137296,-0.02,0.0984917043740573,0.0628205992503851,0.0928888888888889,-0.0278878111136176,-0.0246620046620047,-0.0276923076923077,-0.00537043166728324,-0.00537043166728324,-0.121383706550653,-0.0270813595007143,-0.00426749049081265,-0.0276923076923077,-0.0246620046620047,-0.0262158052779645,-0.0102120729599928,-0.0261586297490909,-0.0245364159649874,0.133333333333333,0.122222222222222,-0.0614909259474133,0.0877064361784226,0.00851489244069419,0.0824377446811222,-0.177241790438456,-0.0957142857142857,-0.0620036662164507,-0.0946273291925466,-0.1,-0.0785714285714286,-0.070402866374581
"SNAI1",-0.11987684772468,-0.104102564102564,-0.101904761904762,-0.0742877248537626,-0.0566740007334067,-0.0493912164208034,-0.112037037037037,-0.10787037037037,0.121404129082538,-0.027661744175374,-0.102380952380952,-0.108333333333333,-0.0802507359765495,-0.0862519201228879,-0.0911532745517504,-0.0890173522216533,-0.0694008082937972,-0.0695238095238095,-0.0407465699400129,-0.0672703767339348,-0.0548535424971069,0.121364135787608,0.0664374840845429,0.068076828346838,0.05,0.0850173522216533,0.0628425857531195,0.0694677871148459,0.0535111491465792,0.0510721247563353,0.0537037037037037,0.027661744175374,0.027661744175374,-0.121404129082538,0.0511345495122099,0.0256913008256203,0.0537037037037037,0.0537037037037037,0.0551848564166762,0.0620041654100674,0.0548234728338161,0.0540814081408141,0.133333333333333,0.108333333333333,0.0286657326474826,0.108027210884354,0.00799037628344824,0.103360720157184,-0.140330066639151,-0.0769049373618276,-0.0226672892325066,-0.0836313947609307,-0.0582608695652174,-0.0769049373618276,-0.0504446740058278
"STAT",-0.00969025615901621,-0.105882352941176,-0.0869634340222575,-0.13886427298192,-0.0902597402597403,-0.0716536620302311,-0.125238095238095,-0.120153349475383,0.122207279899588,-0.088802729528536,-0.1,-0.13,-0.0713333333333333,-0.1,-0.0628359744803458,-0.0637209302325581,-0.0623049586317952,-0.0588566827697262,-0.0844006568144499,0.00955334234796477,0.0443591455273698,0.221964745494157,-0.00284090909090909,-0.00810406698564593,0.2,0.08,0.0615665363338625,-0.00909090909090909,0.0902597402597403,0.0857142857142857,0.0857142857142857,0.088802729528536,0.088802729528536,-0.122207279899588,0.091100076394194,0.0828325802748046,0.0857142857142857,0.0857142857142857,0.0937702150635905,0.0760255458902602,0.0938894045749135,0.0928238428238428,0.1,0.15,0.153961516581444,0.0782255699445877,0.00579472329472329,0.0907493097543075,0.00437648038548686,-0.0823529411764706,0.0481028966036462,-0.0963314358001265,-0.1,-0.1,-0.0702944785276074
"SRC",-0.032244576416344,0.015,0.0102380952380952,-0.147894088146543,-0.09,-0.0706930100284389,-0.161538461538462,-0.167094017094017,0.125793650793651,-0.162736754276179,-0.1,-0.2,-0.0301307514068189,-0.1,-0.0585403050108933,-0.0614814814814815,-0.0727833096254149,-0.0736842105263158,0.0228571428571429,-0.0907070707070707,0.0285714285714286,0.228229974160207,0.0888888888888889,0.0888888888888889,0.2,0.08,0.05215049041136,0.0888888888888889,0.09,0.1,0.1,0.162736754276179,0.162736754276179,-0.125793650793651,0.104754098360656,0.165767057306482,0.2,0.1,0.103534586165534,0.0608038700430005,0.104653154398196,0.104754098360656,0.1,0.2,0.162045808222279,-0.0352380952380952,-0.0397849462365591,0.0941384380145848,0.0647227274441905,-0.0171717171717172,-0.0448301124163193,-0.00773775490756624,-0.0666666666666667,-0.0393939393939394,-0.0570541549953315
"Frizzled",-0.0265700483091787,-0.171428571428571,-0.138095238095238,0.109598308668076,0.0552631578947368,-0.0414628732849072,0.0325,0.045,0.1288999057725,0.0727956254272044,-0.1,0.02,-0.0923840698308783,-0.15,-0.112533165758972,-0.109307359307359,-0.0801832377576781,-0.0792486583184258,0.0121212121212121,-0.117805383022774,0.0760292580982236,0.127450980392157,0.1,0.11304347826087,-0.1,0.104545454545455,0.0558112373737374,0.133333333333333,-0.0552631578947368,-0.05,0.1,-0.0727956254272044,-0.0727956254272044,-0.1288999057725,-0.0516917293233083,-0.0751578301516138,0,-0.05,-0.055002987601454,-0.0266774073923131,-0.055002987601454,-0.0516917293233083,-0.1,0,0.0120386366845848,0.132212885154062,0.0480952380952381,0.0426871657754011,-0.153156477754813,-0.0207843137254902,-0.0616946778711485,-0.0207843137254902,-0.0666666666666667,-0.0266666666666667,-0.0674493927125506
"Wnt",-0.0329192546583851,-0.1,-0.171428571428571,0.107272727272727,0.05,-0.0424152542372881,0.02,0.0325,0.129890004782401,0.0909774436090226,0,0,-0.0902564102564102,-0.1,-0.109307359307359,-0.104545454545455,-0.0792486583184258,-0.0769230769230769,-0.0272727272727273,-0.11304347826087,0.0717868338557994,0.127450980392157,0.133333333333333,0.1,0,0.15,0.0573737373737374,0.1,-0.05,0.1,0,-0.0909774436090226,-0.0909774436090226,-0.129890004782401,-0.0552631578947368,-0.0727956254272044,-0.1,0,-0.0516917293233083,-0.0211071156151248,-0.055002987601454,-0.0552631578947368,-0.1,-0.1,0.0136703383162864,0.138095238095238,0.0516666666666667,0.039656862745098,-0.150948275862069,-0.0266666666666667,-0.0626470588235294,-0.0207843137254902,-0.1,-0.0666666666666667,-0.0674493927125506
"DSH",-0.0280193236714976,-0.138095238095238,-0.132212885154062,0.112551895165966,0.0516917293233083,-0.0406383738738353,0.045,0.0346551724137931,0.131262110496909,0.0751578301516138,-0.15,0.0325,-0.0976472277256152,-0.104545454545455,-0.111919668826457,-0.112533165758972,-0.0820700302105083,-0.0801832377576781,0.00724316334072432,-0.113972630409534,0.07208494255298,0.128421854178565,0.11304347826087,0.117805383022774,0,0.109307359307359,0.0582502617639813,0.1,-0.0516917293233083,-0.0552631578947368,-0.05,-0.0751578301516138,-0.0751578301516138,-0.131262110496909,-0.0562668927220011,-0.0832810794513337,-0.05,-0.0552631578947368,-0.055002987601454,-0.0255323692243742,-0.0574072618668146,-0.055002987601454,0,-0.02,0.0124776182473591,0.128716381657558,0.0418015318015318,0.0411367781785018,-0.153738549931763,-0.0207843137254902,-0.0659499970200846,-0.026047471620227,-0.0266666666666667,-0.0207843137254902,-0.0704796957428536
"GSK3",-0.0281300656427047,-0.132212885154062,-0.128716381657558,0.113617344176621,0.055002987601454,-0.0420530511505816,0.0346551724137931,0.035509873268494,0.131707875727221,0.0832810794513337,-0.104545454545455,0.045,-0.0966091654418782,-0.109307359307359,-0.114790482223586,-0.111919668826457,-0.0846187558476897,-0.0820700302105083,0.00398734938723594,-0.117049553486457,-0.02791505744702,0.129185212957191,0.117805383022774,0.113972630409534,-0.05,0.112533165758972,0.0576640952927034,0.11304347826087,-0.0562668927220011,-0.0516917293233083,-0.0552631578947368,-0.0832810794513337,-0.0832810794513337,-0.131707875727221,-0.0567385908352086,-0.0811802391151993,-0.0552631578947368,-0.0516917293233083,-0.0574072618668146,-0.0265538556632611,-0.0566835776562883,-0.055002987601454,-0.02,-0.0325,0.0125763999398188,0.128456641397818,0.043054664633612,0.0418667051858011,-0.155636738024947,-0.026047471620227,-0.0650537102083049,-0.0283201988929543,-0.0207843137254902,-0.0207843137254902,-0.0715961231750705
"ILK",-0.00870772946859904,-0.175,-0.136538461538462,0.110571428571429,0.051207729468599,-0.0491935768814288,0.150980392156863,0.163800904977376,0.139400733563789,0.0748051948051948,-0.1,0.133333333333333,-0.0903003396899068,-0.15,-0.107692307692308,-0.107692307692308,-0.0769270908363345,-0.0777270908363345,0.0569230769230769,-0.0107752271640363,0.068963443963444,0.13640350877193,-0.00441176470588235,0.0115882352941176,-0.1,0.1,0.0592151018380527,0.025,-0.051207729468599,-0.0555555555555556,0,-0.0748051948051948,-0.0748051948051948,-0.139400733563789,-0.0496692679301375,-0.0802846468599893,0,-0.0555555555555556,-0.0524941266871996,-0.0408024536412412,-0.05270031225421,-0.0496692679301375,-0.2,-0.1,0.0320433867479126,0.136538461538462,0.0322236586942469,0.042719298245614,-0.0557052004130292,-0.0464985994397759,0.0189955763726256,-0.048137943702071,-0.0666666666666667,-0.0523809523809524,0.0220905923344948
"AKT",-0.0109633685663434,-0.136538461538462,-0.136538461538462,0.113098504383703,0.0496692679301375,-0.0486838928855063,0.163800904977376,0.0526897938662644,0.142825391098036,0.0802846468599893,-0.15,0.150980392156863,-0.0940597381861474,-0.1,-0.10663967611336,-0.107692307692308,-0.0806307945400382,-0.0769270908363345,0.048034188034188,-0.00805619393140795,0.0661408633182827,0.138967611336032,0.0115882352941176,0.0107752271640363,0,0.107692307692308,0.0618888986294965,-0.00441176470588235,-0.0496692679301375,-0.051207729468599,-0.0555555555555556,-0.0802846468599893,-0.0802846468599893,-0.142825391098036,-0.0535798824552772,-0.0858268155346881,-0.0555555555555556,-0.051207729468599,-0.05270031225421,-0.0395617588521594,-0.05470031225421,-0.0524941266871996,-0.1,-0.133333333333333,0.0324979322024581,0.131660412757974,0.025391360557601,0.0407325432787266,-0.0566097230260945,-0.048137943702071,0.0150200412044298,-0.0506695892716913,-0.0523809523809524,-0.0464985994397759,0.0175793141390061
"SMO",0.0151305683563748,0,-0.0272727272727273,0.403358710255262,0.233333333333333,-0.102690433935345,0.0142857142857143,0.00228571428571429,0.144915254237288,0.0485576923076923,-0.3,0,-0.126739926739927,-0.4,-0.378055555555556,-0.3725,-0.118888888888889,-0.13,-0.103508771929825,-0.176441441441441,-0.0876382517159216,0.141666666666667,0.16,0.168333333333333,-0.1,0.36,0.0703134418324292,0.1,-0.3375,-0.3,-0.3,-0.0485576923076923,-0.0485576923076923,-0.144915254237288,-0.354166666666667,-0.0485576923076923,-0.2,-0.2,-0.252912621359223,-0.0691389230924115,-0.261935177750201,-0.25,0,-0.1,-0.12001373314704,0.0172727272727273,-0.0114285714285714,-0.0946825396825397,-0.433525998905309,-0.0815384615384615,-0.137527233115468,-0.0724475524475524,-0.1,-0.12,-0.173448275862069
"TWIST1",0.131249590021114,0.0266666666666667,0.0292307692307692,0.0348013814142846,0.019047619047619,0.0211858257522277,0.10989010989011,0.114974855652822,0.15338759812444,0.0382014340521614,0.1,0.138461538461538,0.0486744893524555,0.0666666666666667,0.0620085925725982,0.0615159817351598,0.0357157337355357,0.0347256347256347,0.0510277924465568,0.108780877861959,-0.0248397071695047,0.152689180737961,-0.10503657262278,-0.111286572622779,-0.0333333333333333,-0.0546666666666667,0.116422457464277,-0.108484848484848,-0.0179949874686717,-0.019047619047619,-0.019047619047619,-0.0382014340521614,-0.0382014340521614,-0.15338759812444,-0.0155949874686717,-0.0375165025453121,-0.019047619047619,-0.019047619047619,-0.0185334644199199,-0.0337520043613333,-0.016175787594158,-0.0162363740676994,-0.2,-0.1,0.0736682711989673,-0.0311175616835994,-0.0880471010905793,-0.00690398621686777,0.27119982320581,-0.159885583524027,-0.0668466001961425,-0.163368170588704,-0.16,-0.17304347826087,0.00686056254323321
"ZEB1",-0.0166935854767003,-0.0125,0.00318627450980392,-0.106856624966886,-0.0101791560902034,0.00697594514115228,-0.0658498705780846,-0.0615641562923703,0.158336802833231,-0.0303669341938444,-0.0583333333333333,-0.0642105263157895,-0.0540338418058625,-0.0333333333333333,-0.0160446838068776,-0.0171122994652406,-0.0554712287804813,-0.0554712287804813,0.0371150097465887,0.0012290446034294,-0.0100723400081843,0.159502092804358,-0.00248209228718974,0.00310166405798793,0,0.0151515151515151,0.103034492591455,0.00766283524904215,0.0146609488072903,0.00696864111498258,0.0142857142857143,0.0303669341938444,0.0303669341938444,-0.158336802833231,0.0122554505255033,0.0267448869497499,0.00769230769230769,0.000375234521575986,0.00942560999091266,0.0165791794425273,0.00932776263279133,0.0080958227568701,0.1,0.08,0.0848819249351172,0.00259884945713823,0.0227050834400931,0.0206125250559405,0.0786714924545444,-0.028156862745098,0.0491299157004468,-0.0321216204543491,-0.0333333333333333,-0.0293333333333333,-0.0689029086855174
"SMAD",0.0606485141202883,-0.0133333333333333,-0.0167816091954023,0.0299616966945666,0.0290569561157796,0.0227697000421168,0.0122315592903828,0.00823155929038282,0.167243723783114,0.110140002646553,-0.0333333333333333,0.00634920634920635,0.019292836433067,-0.0208333333333333,-0.018848407853302,-0.0162461773700306,-0.106522244878409,-0.0036651020212664,-0.0103741496598639,-0.0265146996440721,0.0427477062063528,0.165712849891954,0.0280348759221999,0.0241242613970602,-0.02,0.0208333333333333,0.083905695398743,0.0238095238095238,-0.0108669108669109,-0.00317460317460317,-0.0142857142857143,-0.110140002646553,-0.110140002646553,-0.167243723783114,-0.00942806194604756,-0.106850528962342,-0.0342857142857143,-0.0231746031746032,-0.0287313116110307,-0.0325455516419914,-0.0286299944884369,-0.0272387742975978,0,-0.0111111111111111,-0.0621798483525122,0.0112260536398467,-0.04785465188691,-0.00562267839687194,-0.181198494368852,-0.160475833244025,-0.0818089059306008,-0.156629679397871,-0.171428571428571,-0.148847926267281,-0.150234314746349
"TGF",0.167520661157025,-0.0533333333333333,-0.0633333333333333,0.017989417989418,0.02,0.0240661351221637,0.130952380952381,0.120426065162907,0.210793056422347,0.101190476190476,0.0666666666666667,0.116666666666667,0.0263700838168923,0.00666666666666668,0.00698994252873564,0.0101149425287356,0.0112121212121212,0.0112121212121212,0.0460526315789474,-0.0142460317460317,0.0633119001025068,0.212611238240529,-0.0911111111111111,-0.0911111111111111,0,-0.00666666666666668,0.120794148380355,-0.08,-0.00571428571428572,0.0142857142857143,0,-0.101190476190476,-0.101190476190476,-0.210793056422347,-0.00382749326145553,-0.094047619047619,0,0,-0.0181132075471698,-0.0102482808388147,-0.0195486142457344,-0.0181132075471698,-0.2,-0.166666666666667,-0.0529694380545514,0.0495402298850575,-0.061038961038961,-0.0343642611683849,-0.216836160482788,-0.239598997493734,-0.173333333333333,-0.219598997493734,-0.266666666666667,-0.223809523809524,-0.26110248447205
