"","GSK3","ZEB2","ZEB1","Csn","FUS","TrCP","miR200","SMO","NFB","IKK","AKT","SHH","cfos","Csl","SMAD","LIV1","EGR1","SOSGRB2","ILK","HEY1","SRC","KLF4","cateninmemb","TGF","NOTCH","Jagged","MEK","STAT","RAS","SNAI2","TWIST1","RAF","Ecadherin","PI3K","DELTA","DSH","PAK1","CDC42","Frizzled","TGFR","SNAI1","RKIP","ERK","NOTCHic","GLI","CD44","Wnt","AXIN2","cateninnuc","TCFLEF","cMet","FOXC2","Patched","Destcompl","SUFU"
"miR200",-0.145456166711294,-0.00293906810035842,-0.00293906810035842,0,0.0025,0.1,-0.0173350089661052,0.0025,-0.0157894736842105,-0.0186466165413534,-0.00732586182437225,0.0197124380847551,0.0357142857142857,0.0382266009852217,-0.0121105558395763,-0.1,0.0857142857142857,-0.113143133462282,-0.0149318724539963,-0.00146892655367231,-0.0782608695652174,-0.00284679089026915,-0.0602031804214129,-0.138884537310798,0.0431360106871504,0.0386600655318469,0.0259431045145331,-0.1,0.0438191642974462,0.061600433948597,0.0134741945171393,0.0500535782625335,0.140630219314172,-0.0500535782625335,-0.0500535782625335,0.1,0.154166666666667,0.140441176470588,0.072,0.145279886148008,-0.0563164613164613,-0.0403219209710403,-0.0266233766233766,-0.0278817733990148,0.0909289583655781,0.0971404391173617,0.0931267605633803,0.0685465460920454,0.104434811411734,0.104283296260219,0.0993876301285977,0.000636274294810879,-0.00123417721518988,0.181997970671891,-0.04
"RKIP",-0.298778565799842,-0.00250023912003826,-0.00250023912003826,0,-0.0666666666666667,0,-0.0104916525627364,-0.0466666666666667,0.0428571428571429,0.0303571428571429,0.0273268398268398,-0.0461420765027322,-0.15,0.0333333333333333,-0.0828148764812296,0,-0.15,0.110412698412698,-0.0640029952931108,-0.0678668215253581,-0.0666666666666667,0.00549976087996174,0.0974436621495445,0.016386292834891,0.0385780885780886,-0.0298791333171639,-0.0785399853264857,0,-0.178710178710179,0.105412368129626,0.0812299465240642,-0.172727272727273,-0.053509343304325,0.172727272727273,0.172727272727273,0,-0.0333333333333333,-0.0266666666666667,0.0666666666666667,-0.0266666666666667,-0.0509318183887326,-0.170658263305322,0.118965517241379,-0.0424242424242424,0.0935897435897436,0.0883265856950067,0.0666666666666667,0.0555321143928739,0.100479826855881,0.0834314807999018,0.0614035087719298,-0.0829207191276157,0.0346666666666667,0.331899101103856,0.1
"RAF",0.298778565799842,0.00250023912003826,0.00250023912003826,0,0.0666666666666667,0,0.0104916525627364,0.0466666666666667,-0.0428571428571429,-0.0303571428571429,-0.0273268398268398,0.0461420765027322,0.15,-0.0333333333333333,0.0828148764812296,0,0.15,-0.110412698412698,0.0640029952931108,0.0678668215253581,0.0666666666666667,-0.00549976087996174,-0.0974436621495445,-0.016386292834891,-0.0385780885780886,0.0298791333171639,0.0785399853264857,0,0.178710178710179,-0.105412368129626,-0.0812299465240642,0.172727272727273,0.053509343304325,-0.172727272727273,-0.172727272727273,0,0.0333333333333333,0.0266666666666667,-0.0666666666666667,0.0266666666666667,0.0509318183887326,0.170658263305322,-0.118965517241379,0.0424242424242424,-0.0935897435897436,-0.0883265856950067,-0.0666666666666667,-0.0555321143928739,-0.100479826855881,-0.0834314807999018,-0.0614035087719298,0.0829207191276157,-0.0346666666666667,-0.331899101103856,-0.1
"MEK",0.304921071942349,0.00488119150099064,0.00488119150099064,-0.0428571428571429,0.0466666666666667,0,0.0126588352252751,0.0346666666666667,-0.0303571428571429,-0.0273268398268398,-0.0308562515915457,0.0494100503589414,0.118965517241379,-0.0424242424242424,0.0853979023114879,0,0.15,-0.0993015873015873,0.0828148764812296,0.0824122760708127,0.0614035087719298,0.00234337637494022,-0.111590003612959,-0.0244154899151829,-0.0509868477021762,0.0405348710220819,-0.0147933480068476,0.0666666666666667,0.191726051726052,-0.120497526280478,-0.0750028402969579,0.178710178710179,0.0485913105174398,-0.178710178710179,-0.178710178710179,-0.0666666666666667,0.0266666666666667,0.0266666666666667,-0.0666666666666667,0.016386292834891,0.0470856645425788,0.169342473831638,-0.0785399853264857,0.0385780885780886,-0.0886946386946387,-0.0834314807999018,-0.0935897435897436,-0.0438204026811622,-0.0971341019488183,-0.100479826855881,-0.0883265856950067,0.0928306290375256,-0.0461420765027322,-0.347380272651973,-0.0666666666666667
"SNAI2",0.124971872509151,0.0287981959303545,0.0287981959303545,0,-0.06,0.1,0.0184463127682331,-0.0541176470588235,0.05,0.0120689655172414,0.0373701703365185,-0.0516456723534484,-0.096078431372549,-0.0381578947368421,-0.00572301432197652,0.06,-0.0666666666666667,-0.0916497633536173,-0.00811535881958417,-0.0158529234478602,0.0684415584415584,0.03,0.0252814595084024,-0.0462721989576209,-0.0503246753246753,-0.0623962846392613,-0.0893746687864335,0.0327272727272727,-0.028396322711353,-0.0448318055676883,-0.0357870595925642,-0.0137844505652343,-0.0125104854045791,0.0137844505652343,0.0137844505652343,-0.0327272727272727,0.0627450980392157,0.0436974789915966,-0.0684415584415584,0.0599367952309129,0.0316586548338058,0.0278461538461538,0.0745098039215686,0.075,-0.0696315863092996,-0.0703043480826307,-0.0444978964697274,-0.0651802152333593,-0.0707170393805752,-0.0581393996290224,-0.0444978964697274,0.0817762416565465,0.0643217286914766,-0.123881638459078,0
"HEY1",0.196491081601195,0.0514241486068111,0.0514241486068111,0,-0.0333333333333333,0.1,0.0316442816442816,-0.05,0.02,-0.0133333333333333,0.00518518518518519,-0.0485215053763441,-0.107272727272727,-0.0509090909090909,0.00301449275362319,0.0333333333333333,-0.08,-0.119311034877073,-0.00133333333333333,-0.00799083269671505,0.0745098039215686,0.0518518518518519,-0.0278321249662713,-0.0495624538063563,-0.0702254229763725,-0.0703739039571123,-0.100965874634765,0.0333333333333333,0.00697963800904977,-0.0525511425202571,-0.0268976034858388,0.0165384615384615,-0.0361886269957997,-0.0165384615384615,-0.0165384615384615,-0.0333333333333333,0.0590909090909091,0.0470909090909091,-0.0745098039215686,0.0617575757575758,0.0687736333965096,0.0561430632859204,0.0896256684491979,0.0877511961722488,-0.084092803119644,-0.0851872558932572,-0.0582307341541268,-0.0703043480826307,-0.0943352252556399,-0.0815083261273709,-0.0582307341541268,0.10974378795008,0.0625,-0.206622701269902,0
"GLI",-0.187861224598788,0.0643809523809524,0.0643809523809524,0.233333333333333,0.273214285714286,0.2,0.0312210390228966,0.21531954887218,0.196491228070175,0.1781238811314,0.1546863811314,0.195255720871845,0.163095238095238,0.175915119363395,0.0678474772504623,0,0.171428571428571,0.0394130942803509,0.0619015313045164,0.0880297028005008,0.0174193548387097,0.055028743028743,0.0448477487680399,0.101070381568372,0.151510357458633,0.114752446203931,0.124162899715386,0.04,-0.200115065893953,0.0411435341972137,-0.0234929482892131,-0.212590313418705,-0.0196470307510055,0.212590313418705,0.212590313418705,0.02,-0.1,-0.0862068965517241,0.0425806451612903,-0.103188028627196,-0.0815214801213428,-0.0307327495410912,-0.128030303030303,-0.173415119363395,-0.0648786789939037,-0.0205522396158333,0.0202277039848197,-0.0307729468599034,-0.0176274447454318,-0.0273704214340151,-0.0369315499606609,-0.0869870141038872,-0.203074650912997,-0.00596558242404343,-0.285714285714286
"Csn",0.58960373562237,0.0695996691480562,0.0695996691480562,-0.12,-0.00317460317460317,-0.02,0.0420378082168361,-0.000144300144300144,-0.12,-0.115833333333333,-0.116633333333333,-0.00316739198283355,0.0133333333333333,-0.153535353535354,0.0629709745751436,0.133333333333333,0.0133333333333333,-0.0331004266113225,0.0606573498964803,0.0483693244739756,0.190804597701149,0.0678962867198161,-0.0910893166526455,0.0949504858171549,-0.168682706182706,-0.0511548803747175,0.0187987012987013,0.166666666666667,0.271609863999997,-0.0770384688555625,-0.0224107838553841,0.265275890871399,-0.00701312882426307,-0.265275890871399,-0.265275890871399,-0.166666666666667,-0.109090909090909,-0.104613297150611,-0.190804597701149,-0.0994850920224054,0.170289460793245,0.16200239205706,-0.0146320346320346,0.16002886002886,-0.224823643315923,-0.225064303189771,-0.211286525411993,-0.14742003068933,-0.248289675536264,-0.238247582932536,-0.211286525411993,0.146507168063322,-0.000930968672904157,-0.543237565466504,0.0142857142857143
"Jagged",-0.0118773946360153,0.0727053140096618,0.0727053140096618,0,0.1,0,0.0327272727272727,0.2,0.1,0.2,0.233333333333333,0.182692307692308,0,0.2,0.0976190476190476,0,-0.1,0.1,0.15,0.25,0.1,0.0944444444444444,0.0397475763672947,0.02,0.277142857142857,0.122597402597403,0.1,0,-0.105454545454545,0.0660633484162896,-0.003,-0.06,0.00182456140350877,0.06,0.06,0,-0.2,-0.1,-0.1,0,-0.1,-0.107692307692308,-0.1,-0.22,-0.0384615384615385,-0.0384615384615385,0,-0.06,-0.0485847485847486,-0.0233100233100233,0,-0.105714285714286,-0.175,-0.0609266409266409,0
"DELTA",-0.0118773946360153,0.0727053140096618,0.0727053140096618,0,0.1,0,0.0327272727272727,0.2,0.1,0.2,0.233333333333333,0.182692307692308,0,0.2,0.0976190476190476,0,-0.1,0.1,0.15,0.25,0.1,0.0944444444444444,0.0397475763672947,0.02,0.277142857142857,0.122597402597403,0.1,0,-0.105454545454545,0.0660633484162896,-0.003,-0.06,0.00182456140350877,0.06,0.06,0,-0.2,-0.1,-0.1,0,-0.1,-0.107692307692308,-0.1,-0.22,-0.0384615384615385,-0.0384615384615385,0,-0.06,-0.0485847485847486,-0.0233100233100233,0,-0.105714285714286,-0.175,-0.0609266409266409,0
"NOTCH",-0.0232410309996517,0.0764090177133655,0.0764090177133655,0.1,0.2,0,0.0384415584415585,0.175,0.2,0.233333333333333,0.188888888888889,0.135633484162896,0.1,0.22,0.0742857142857143,0,0,0.0526315789473684,0.0976190476190476,0.210869565217391,0,0.0727053140096618,0.0214229690374517,0.00709677419354839,0.135207373271889,0.111486291486291,0.1,0.1,-0.0837154150197628,0.0348464171993584,0.00886440677966101,-0.105454545454545,-0.00865930956423316,0.105454545454545,0.105454545454545,-0.1,-0.1,0,0,-0.02,-0.0830769230769231,-0.076657824933687,-0.1,-0.277142857142857,-0.0233100233100233,-0.0233100233100233,-0.0384615384615385,-0.0279245283018868,-0.0310337281765853,-0.0485847485847486,-0.0384615384615385,-0.083265306122449,-0.182692307692308,-0.0730761736369213,-0.1
"NFB",0.410885585003232,0.0813110938265203,0.0813110938265203,-0.114285714285714,-0.1,-0.1,0.051726870703621,-0.103703703703704,-0.247619047619048,-0.228700128700129,-0.233144573144573,-0.0887057809783194,-0.0102857142857143,-0.233766233766234,-0.0321071605301794,0.05,-0.0142857142857143,-0.0827841662980982,-0.033965896589659,-0.0487063246351172,0.105555555555556,0.0817765567765568,-0.0153997453173033,-0.0714059583173507,-0.236203509751897,-0.098448832311845,-0.0102857142857143,0.105555555555556,0.210379825521558,-0.106652126566928,-0.150345471521942,0.196449477262851,-0.0107630670785566,-0.196449477262851,-0.196449477262851,-0.105555555555556,0.0555555555555556,0.0646464646464646,-0.105555555555556,0.0606464646464646,0.150020507279213,0.137249544626594,0.0213968253968254,0.222655122655123,-0.126091424181312,-0.12662465594669,-0.131709401709402,-0.0888956433637285,-0.14406223350936,-0.144768115862302,-0.131709401709402,0.206639876281311,0.0899106002554278,-0.326002834375507,0.12
"IKK",0.405787545787546,0.0816942355889724,0.0816942355889724,-0.1,-0.12,0,0.0520289855072464,-0.1,-0.114285714285714,-0.247619047619048,-0.228700128700129,-0.0899106002554278,-0.0142857142857143,-0.190909090909091,-0.033965896589659,0.1,0,-0.0775210084033613,-0.0527777777777778,-0.0665634674922601,0.105555555555556,0.0798534798534799,-0.00388971363831699,-0.0606464646464646,-0.222655122655123,-0.108520774757888,-0.0213968253968254,0.05,0.196449477262851,-0.0912049720953831,-0.153202614379085,0.204900181488203,-0.00739228056170263,-0.204900181488203,-0.204900181488203,-0.05,0.1,0.0555555555555556,-0.105555555555556,0.0646464646464646,0.146458863443596,0.137249544626594,0.0102857142857143,0.233766233766234,-0.131709401709402,-0.131709401709402,-0.105555555555556,-0.100952380952381,-0.144768115862302,-0.12662465594669,-0.105555555555556,0.200663780663781,0.103703703703704,-0.310055990521686,0.1
"TCFLEF",-0.176653693792733,0.0820442140705299,0.0820442140705299,0.0272727272727273,0.266666666666667,0,0.0245697074010327,0.280952380952381,0.0552727272727273,0.0262404692082111,0.0284143822516894,0.250237953879355,0.174703832752613,0.140459110473458,0.116216032578114,-0.133333333333333,0.177142857142857,0.201660678642715,0.118319283056125,0.0920252481999556,-0.193333333333333,-0.0205277565571683,-0.0150044398755244,0.169593415298135,0.126564250203768,0.215004458077442,0.179873900779824,-0.208333333333333,-0.0354814973867427,0.0723732244620856,0.198309186174943,-0.0229979231423275,0.0655071138219646,0.0229979231423275,0.0229979231423275,0.198039215686275,-0.158974358974359,-0.170602265951103,0.183039215686275,-0.160321892119327,-0.0898771637474566,0.0294227855076457,-0.192799070847851,-0.116929698708752,0.196953320904728,0.208411546524754,0.204406737053796,0.0732332112332112,0.121040412504136,0.12318817882716,0.214700854700855,-0.246673144667166,-0.255145929339478,0.234884764473415,-0.3
"CDC42",-0.0742559523809524,0.082845228486875,0.082845228486875,0.2,0.185714285714286,0.1,0.0428953399541635,0.185714285714286,0.225,0.1875,0.182236842105263,0.12868521363145,0.12,0.2,0.0802355350742447,0.1,0.1,0.0444444444444444,0.0753968253968254,0.0936281859070465,0.04,0.0746349206349206,0.0462925657186026,0.015711739241151,0.166153846153846,0.111180555555556,0.0732792925571113,0,-0.122837292098411,0.0558432078870035,-0.0112900432900433,-0.10942265795207,-0.01658353325321,0.10942265795207,0.10942265795207,0,0.1,-0.0142857142857143,-0.04,-0.000560224089635852,-0.0830215354265987,-0.0616550116550117,-0.115652173913043,-0.161538461538462,-0.0451656920077973,-0.0431031031031031,-0.0214814814814815,-0.0525287356321839,-0.0352813209248853,-0.0252813209248853,-0.0214814814814815,-0.0928386964541914,-0.137327188940092,-0.0254884444860422,-0.2
"STAT",-0.172890520694259,0.0837636722252107,0.0837636722252107,0.15,0.175,0.1,0.0398928590660657,0.181666666666667,0.19,0.156666666666667,0.165141242937853,0.148779241270495,0.1,0.152941176470588,0.0949275362318841,0.1,0.1,0.215476190476191,0.0949275362318841,0.11,-0.0464285714285714,0.178619528619529,-0.0254844571894514,0.132499768855604,0.139716301109791,0.108923449713999,0.0725490196078431,-0.0714285714285714,-0.018811417478365,0.05709662823651,0.0986018895314248,-0.0023935070306038,0.0491649283004567,0.0023935070306038,0.0023935070306038,0.0714285714285714,-0.118181818181818,-0.130681818181818,0.0464285714285714,-0.117523923444976,-0.070956954309221,-0.047033462033462,-0.105882352941176,-0.123211446740858,0.0526928953399542,0.054043179043179,0.0737012987012987,0.0429981782922959,0.067431507494881,0.0751788257308762,0.0737012987012987,-0.0973960463531016,-0.151434108527132,0.150971184367651,-0.2
"PAK1",-0.0829832251082251,0.0889545532457174,0.0889545532457174,0.225,0.185714285714286,0.2,0.0454334110201533,0.137327188940092,0.1875,0.182236842105263,0.161866471734893,0.12268521363145,0.115652173913043,0.161538461538462,0.0853968253968254,0,0.12,0.0434543454345434,0.0802355350742447,0.102451715318811,0.0214814814814815,0.081192297684101,0.0382339576599946,0.0107937064542658,0.145274725274725,0.124063991138378,0.0719459592237779,0.04,-0.108291837552957,0.042280820906895,0.000666478449087145,-0.122837292098411,-0.0181752287549401,0.122837292098411,0.122837292098411,-0.04,-0.0142857142857143,-0.000560224089635852,-0.0214814814814815,-0.015711739241151,-0.0818282180041644,-0.0566826359644039,-0.0732792925571113,-0.166153846153846,-0.0290681310321875,-0.0252813209248853,-0.0451656920077973,-0.0317740186510518,-0.0254882174766094,-0.0352813209248853,-0.0431031031031031,-0.0859421447300535,-0.12868521363145,-0.0298493467416813,-0.185714285714286
"LIV1",-0.0829832251082251,0.0889545532457174,0.0889545532457174,0.225,0.185714285714286,0.2,0.0454334110201533,0.137327188940092,0.1875,0.182236842105263,0.161866471734893,0.12268521363145,0.115652173913043,0.161538461538462,0.0853968253968254,0,0.12,0.0434543454345434,0.0802355350742447,0.102451715318811,0.0214814814814815,0.081192297684101,0.0382339576599946,0.0107937064542658,0.145274725274725,0.124063991138378,0.0719459592237779,0.04,-0.108291837552957,0.042280820906895,0.000666478449087145,-0.122837292098411,-0.0181752287549401,0.122837292098411,0.122837292098411,-0.04,-0.0142857142857143,-0.000560224089635852,-0.0214814814814815,-0.015711739241151,-0.0818282180041644,-0.0566826359644039,-0.0732792925571113,-0.166153846153846,-0.0290681310321875,-0.0252813209248853,-0.0451656920077973,-0.0317740186510518,-0.0254882174766094,-0.0352813209248853,-0.0431031031031031,-0.0859421447300535,-0.12868521363145,-0.0298493467416813,-0.185714285714286
"SNAI1",-0.0789568224679611,0.0907995716959019,0.0907995716959019,0.1875,0.137327188940092,0.225,0.0459137184168873,0.12868521363145,0.182236842105263,0.161866471734893,0.171588693957115,0.132199776738246,0.0732792925571113,0.166153846153846,0.0894558659872313,0.04,0.115652173913043,0.0543977416609585,0.0853968253968254,0.104237429604525,0.0431031031031031,0.0883574067183689,0.0439334395252795,0.0190598354865238,0.158335949764521,0.119593402903084,0.0647710713314013,0.0214814814814815,-0.116994629014369,0.0543827317349205,-0.00374377796116927,-0.108291837552957,-0.0146372474854292,0.108291837552957,0.108291837552957,-0.0214814814814815,-0.000560224089635852,-0.015711739241151,-0.0451656920077973,-0.0107937064542658,-0.186454552523737,-0.060866736382814,-0.0719459592237779,-0.145274725274725,-0.0387573449261546,-0.0352813209248853,-0.0290681310321875,-0.0457600326370658,-0.0298764466970534,-0.0254882174766094,-0.0252813209248853,-0.0908976720489862,-0.12268521363145,-0.0244217151627339,-0.185714285714286
"Csl",-0.0141659448861401,0.093597476890775,0.093597476890775,0.233333333333333,0.182692307692308,0.2,0.0471964541056687,0.135633484162896,0.188888888888889,0.18656330749354,0.164082687338501,0.119059513083919,0.1,0.135207373271889,0.0868716455407103,0,0.1,0.0501925545571245,0.0807605344295992,0.201980676328502,0.0233100233100233,0.0869910282953761,0.0260916951169376,0.0151704920033899,0.116834167530263,0.10052464689468,0.0621739130434783,0.0384615384615385,-0.0821923057760654,0.041104720532348,0.0109428598653972,-0.0980011293054771,-0.00473733940860084,0.0980011293054771,0.0980011293054771,-0.0384615384615385,-0.02,-0.00709677419354839,-0.0233100233100233,-0.0217464557222108,-0.0740947619208489,-0.056095742763245,-0.06,-0.140470531166626,-0.0340627114820663,-0.0310337281765853,-0.0501917437401308,-0.0343655451542147,-0.0352629714955593,-0.0440108274132265,-0.0485847485847486,-0.07256823530302,-0.125956064808057,-0.0729945161110225,-0.175
"RAS",0.482105943152455,0.102054491899853,0.102054491899853,-0.2,0.2,-0.1,0.0910461538461538,0.183333333333333,-0.166666666666667,-0.173333333333333,-0.167777777777778,0.173028248587571,0.135,-0.2,0.199072356215213,0,0.06,-0.0766233766233766,0.190909090909091,0.0865612648221344,0.15,0.0907142857142857,-0.0835462437028009,0.0830285381479324,-0.21390268123138,0.0912162428543268,0.114772961816305,0.1,0.299871794871795,-0.032198935085533,0.00951445717403165,0.397948717948718,0.0104969383449471,-0.397948717948718,-0.397948717948718,-0.1,-0.1,-0.08,-0.15,-0.0741176470588235,0.102861356932153,0.164968553459119,-0.140263157894737,0.215789473684211,-0.193382352941176,-0.192052565707134,-0.155882352941176,-0.14463768115942,-0.217108133368934,-0.204360258014826,-0.155882352941176,0.093968253968254,-0.171333333333333,-0.452163691117179,-0.1
"Patched",0.347985347985348,0.158333333333333,0.158333333333333,0,-0.1,0,0.0761904761904762,0,0.1,0.15,0.221428571428571,0.095,-0.1,0,0.163333333333333,0.1,-0.1,0.0666666666666667,0.183333333333333,0.176923076923077,0.2,0.188888888888889,-0.182365591397849,0.0733333333333334,0.0272727272727273,-0.0916402116402117,-0.0723076923076923,0.1,-0.0269230769230769,-0.0770268199233717,-0.125925925925926,-0.0269230769230769,-0.0137378640776699,0.0269230769230769,0.0269230769230769,0,-0.166666666666667,-0.166666666666667,-0.1,-0.106666666666667,0.043010752688172,0.0257142857142857,0.08,0,-0.1875,-0.283333333333333,-0.15,-0.112987012987013,-0.332038834951456,-0.3,-0.25,0.11,-0.12,-0.44979020979021,0
"SRC",0.195497835497836,0.160714285714286,0.160714285714286,-0.05,0.2,-0.1,0.0897848045674133,0.2,-0.05,-0.0115384615384615,-0.0337606837606838,0.17276688453159,0.0151515151515151,-0.065,0.166139165481271,0,-0.0666666666666667,0.142857142857143,0.177850877192982,0.135476663356504,-0.05,0.258720930232558,-0.0632966621763209,0.242463924963925,-0.0471428571428571,0.130212302987532,0.054145225843339,0.1,0.23965866423939,-0.00689273249892492,0.122505999747379,0.221476846057572,0.0512300879947939,-0.221476846057572,-0.221476846057572,0,-0.311111111111111,-0.248611111111111,0.05,-0.253373015873016,0.100212835636464,0.188041707396546,-0.0484848484848485,0.0221428571428571,0.0380327868852459,0.0380327868852459,0.02,0.047787836287135,0.0250519389559612,0.0136425429828069,0.02,0.0408543417366947,-0.196296296296296,-0.0652576047141264,-0.1
"TGFR",0.0683902262158617,0.169844832330908,0.169844832330908,-0.0916666666666667,0.0666666666666667,-0.166666666666667,0.0993927466674964,0.0770114942528735,-0.0630952380952381,-0.0630952380952381,-0.0723975636766335,0.0495220874732125,0.0634085213032581,-0.0766666666666667,0.0282377906026167,0,0.0476190476190476,0.105831708901884,0.0328641251221896,-0.00381650740494819,-0.0333333333333333,0.168810159456613,-0.0276570061137151,0.244315265113137,-0.0817026378896883,0.0235632643913684,0.0645957359151303,-0.0333333333333333,0.0554093567251462,0.0940220202186177,0.175842230130486,0.0583333333333333,0.0609893546199613,-0.0583333333333333,-0.0583333333333333,0.0428571428571429,-0.157777777777778,-0.148253968253968,0.0428571428571429,-0.242896825396825,0.108674029108462,0.041948051948052,-0.0700751879699248,0.0766666666666667,0.0415181288583601,0.0325885468387951,0.044743935309973,0.018556554715353,0.03269534414852,0.0340239535373597,0.0352201257861635,-0.0514539314871572,-0.0613864942528735,0.0211764033227156,-0.0333333333333333
"SUFU",0.424595320595607,0.186699064508853,0.186699064508853,0.221428571428571,0.095,0.15,0.095836890034251,0.0672222222222222,0.201428571428571,0.193736263736264,0.174273176487942,0.0337445887445887,-0.0632167832167832,0.00227272727272727,0.148479534653266,0.25,-0.0723076923076923,-0.0209115445957551,0.1394726062468,0.142591963650109,0.3,0.192110314889347,-0.207838001986094,0.0621803888743333,-0.0336940836940837,-0.147421974592939,-0.0862444183353941,0.283333333333333,0.00501693436353225,-0.104655188819858,-0.141929723245577,-0.00700838209216395,-0.0168358229666306,0.00700838209216395,0.00700838209216395,-0.1875,-0.0733333333333334,-0.0598198198198199,-0.204166666666667,-0.0651389687559901,0.095032162968719,0.0727605956471936,0.0781593119524154,0.00909090909090909,-0.25017753312363,-0.346324549237171,-0.234935897435897,-0.134654867584305,-0.37141086637272,-0.362357157932823,-0.332038834951456,0.154693384011925,-0.048030303030303,-0.525874836308951,-0.12
"GSK3",0.549170209641578,0.251837116200422,0.251837116200422,0.00583333333333332,0.163852813852814,-0.00666666666666668,0.137651810112101,0.141272168691524,-0.00666666666666668,-0.0101149425287356,-0.0212260536398468,0.122708749546897,0.0592156862745098,-0.106792717086835,0.24058360338863,0.2,0.0592156862745098,0.0394743807903195,0.235036377001823,0.223682909980255,0.279323308270677,0.246112508591964,-0.157903023406583,0.215037076744394,-0.136243266537384,-0.000101709199597801,0.0435928222963827,0.257894736842105,0.272823211340069,-0.104518478175125,-0.000355110524336136,0.260218169323262,-0.0204027230919986,-0.260218169323262,-0.260218169323262,-0.257894736842105,-0.233333333333333,-0.219047619047619,-0.279323308270677,-0.219396051103368,0.216618036496702,0.22292330476541,-0.0464337313872918,0.117282227576345,-0.322670206778508,-0.321401517037627,-0.311349452061526,-0.183921440869594,-0.348515157661895,-0.341080947135579,-0.310449136085246,0.143625970113118,-0.130842720838763,-0.633905537524301,-0.159090909090909
