"","ZEB1","HEY1","miR200","Patched","NFB","Csn","Jagged","RKIP","KLF4","SNAI1","NOTCH","NOTCHic","Csl","TrCP","MEK","ERK","Ecadherin","AXIN2","STAT","SRC","LIV1","TCFLEF","cateninnuc","CD44","cMet","PAK1","TGF","CDC42","Destcompl","SNAI2","GSK3","SOSGRB2","RAS","TGFR","RAF","PI3K","DELTA","cateninmemb","Wnt","Frizzled","DSH","GLI","TWIST1","EGR1","cfos","ZEB2","SUFU","FUS","AKT","IKK","FOXC2","SMO","SHH","ILK","SMAD"
"ILK",0.307869338007368,0.113860020852252,0.25178266940562,0.0576923076923077,-0.2,-0.233333333333333,0.0686842105263158,0.294376212023271,0.00285087719298246,0.252765700483092,0.165446650124069,0.155769230769231,0.125,-0.2,0.19951324792212,0.191316526610644,0.0290775170360723,-0.0979047619047619,0,-0.0333333333333333,-0.1,-0.0462513462955615,-0.0435709339244275,-0.0422965440356745,-0.0376811594202899,0.075,0.102850789096126,0.104411764705882,0.019620187631389,-0.199272158971539,0.16497113997114,0.0126923076923077,0.184952380952381,-0.100411764705882,0.184952380952381,0.184952380952381,0.184952380952381,-0.0555269341164783,0.0376811594202899,0.0333333333333333,0,0.0422965440356745,-0.21847967507269,-0.133333333333333,-0.161904761904762,-0.000896668127302533,0,0,0.169532428355958,0.182352941176471,-0.357781649245064,-0.05,-0.0576923076923077,-0.104785914365746,-0.119985914365746
"IKK",-0.00852631578947368,0.0947368421052632,-0.00408026755852843,0.103703703703704,0.142857142857143,0.1,0.021426116838488,-0.017304189435337,0.0128205128205128,-0.0225614927905004,-0.105916305916306,-0.0948051948051948,-0.109090909090909,0,-0.0508571428571429,-0.0308571428571429,-0.032257724843364,0.0771428571428572,0.05,0.0611111111111111,0.1,0.0627104157612632,0.0572251836937527,0.0564957264957265,0.0611111111111111,-0.1,-0.100290909090909,-0.1,-0.0502482902034107,-0.227535291133196,-0.163186813186813,0.0989495798319328,-0.167649940782018,0.109090909090909,-0.156382335148215,-0.156382335148215,-0.156382335148215,-0.000928559336380565,-0.0611111111111111,-0.0611111111111111,-0.05,-0.0564957264957265,-0.0230065359477124,0,0.0428571428571429,-0.000526315789473683,-0.1,-0.12,-0.228442728442728,-0.20952380952381,-0.0676767676767677,-0.1,-0.103703703703704,-0.1,-0.097029702970297
"Csn",0.039778329197684,0.0264645625692137,0.0326618098619328,-0.000828562118884699,-0.12,-0.12,0.0236768531246696,0.139909997487794,-0.0120232708468003,0.113851357989643,0.137900987900988,0.134054834054834,0.135353535353535,-0.02,0.116758658008658,0.114675324675325,-0.0038516041099785,-0.116381708372679,-0.0833333333333333,-0.0729885057471264,-0.0666666666666667,-0.080977796242441,-0.0826013681005288,-0.080977796242441,-0.0814222406868855,0.0931818181818182,0.0883719680383735,0.085719131614654,0.0281217403943359,-0.06838457447771,0.163012854634463,0.0430439294361813,0.216083180969164,-0.0895652854608079,0.217042873867437,0.217042873867437,0.217042873867437,-0.0267896406376792,0.0814222406868855,0.0729885057471264,0.0833333333333333,0.0809855594641781,-0.101720430107527,-0.09,-0.108181818181818,0.00727708850289496,0.0142857142857143,0.00317460317460317,0.1176,0.12,-0.13359384951283,0.0062049062049062,0.000828562118884699,-0.0189013975155279,-0.019672605741749
"NFB",0.0119745916515426,-0.0911654135338346,0.0110289080419121,-0.103703703703704,-0.20952380952381,-0.142857142857143,-0.0163901456154664,0.0249964971276447,-0.00128205128205128,0.0179039585439251,0.0988195317227575,0.105916305916306,0.0948051948051948,-0.1,0.04628197945845,0.0508571428571429,0.0330602930616626,-0.0799797365754813,-0.0611111111111111,-0.0611111111111111,-0.05,-0.0572251836937527,-0.0607545954584586,-0.0627104157612632,-0.0564957264957265,0.1,0.10662002301496,0.109090909090909,0.0490854995057362,0.22977106349092,0.167892695539754,-0.106318000884564,0.164664866155153,-0.100290909090909,0.167649940782018,0.167649940782018,0.167649940782018,0.00441324782634889,0.0564957264957265,0.0611111111111111,0.0611111111111111,0.0632372995294344,0.0138001867413632,-0.0428571428571429,-0.0308571428571429,0.00857229280096794,0.12,0.1,0.21955383955384,0.228442728442728,0.0648879230552537,0.103703703703704,0.100089245872378,0.097029702970297,0.0966579557584011
"ERK",0.204907583467418,0.221315623802929,0.188419758517943,0.164290581806493,0.141937229437229,0.126785714285714,0.188836412675748,0.404571511935664,-0.0138389331909735,0.148922670267275,0.177220578968562,0.182483736863299,0.165695415695416,0.114285714285714,0.267522362803663,0.261672780630961,-0.160303369954284,-0.120211101808817,-0.0807017543859649,-0.0845479082321188,-0.0333333333333333,-0.0856244067688176,-0.0891660734354843,-0.0900853733115686,-0.0796528033370139,0.106666666666667,0.110884362130354,0.111339563862928,0.0113784901282667,-0.488317204787109,0.224637303123012,0.205732778548313,0.104156932176734,-0.110609636855629,0.103166833166833,0.103166833166833,0.103166833166833,0.0981717704934435,0.0722843822843823,0.0771794871794872,0.0733333333333333,0.0820588183746079,-0.121586280652528,-0.341034482758621,-0.351672780630961,0.0100245614922238,-0.133333333333333,-0.161333333333333,-0.147700855988767,-0.143113700025465,-0.192598672943501,-0.166251366120219,-0.173469325767846,-0.21140109069147,-0.213528750265938
"SOSGRB2",0.110388471177945,0.0668560606060606,0.104421308559752,0.0468468468468468,0.211111111111111,0.2,0.0562043022595759,0.150694444444444,-0.0169298245614035,0.0233496801705757,-0.0600709150004925,-0.0699300699300699,-0.0545454545454545,0.2,0.116688116688117,0.116688116688117,-0.120626828271727,-0.0943275577557756,-0.1,-0.0285714285714286,0,-0.0636286368094148,-0.0710856157769101,-0.0720496894409938,-0.0677018633540373,0.0428571428571429,0.0521479229989868,0.0528571428571429,0.00923822635232031,-0.287412801983551,-0.00439721413073447,0.0177777777777778,-0.178762856728958,-0.0528571428571429,-0.173634651600753,-0.173634651600753,-0.173634651600753,0.0913131313131313,0.0619047619047619,0.0285714285714286,0.1,0.0662525879917184,-0.036231884057971,-0.114285714285714,-0.103174603174603,0.0112155388471178,0,-0.0333333333333333,-0.231067251461988,-0.226900584795322,-0.0821001221001221,-0.0333333333333333,-0.044521265451498,-0.0630107526881721,-0.0581156477930671
"MEK",0.199710733073717,0.211418012881428,0.185968778125786,0.166251366120219,0.126785714285714,0.114285714285714,0.177993039181773,0.401507445083296,-0.0161645145863223,0.146144892489497,0.182483736863299,0.165695415695416,0.146464646464646,0.1,0.261672780630961,0.351672780630961,-0.158621255295856,-0.113219231890118,-0.0333333333333333,-0.0807017543859649,-0.1,-0.0900853733115686,-0.0856244067688176,-0.0796528033370139,-0.0845479082321188,0.106666666666667,0.110609636855629,0.106666666666667,0.00916127855367068,-0.486784292253295,0.225091435729734,0.204761904761905,0.103166833166833,-0.111339563862928,0.0990398490398491,0.0990398490398491,0.0990398490398491,0.0929279802450534,0.0771794871794872,0.0733333333333333,0.0333333333333333,0.0722843822843823,-0.115344949168479,-0.31,-0.341034482758621,0.013331648106397,-0.133333333333333,-0.133333333333333,-0.143113700025465,-0.141937229437229,-0.19208585243068,-0.161333333333333,-0.164290581806493,-0.199961976300326,-0.21140109069147
"TGFR",0.0914653551620867,0.17385220897447,0.116363699024989,0.167198275862069,0.272619047619048,0.258333333333333,0.151651512240934,0.107099567099567,-0.0133876357560568,0.000622385123591883,0.0248962209542711,0.0371264367816092,0.0233333333333333,0.233333333333333,0.0354216591707579,0.0340517961570593,0.0337019740857237,0.0684505832216848,0.0333333333333333,0.0333333333333333,0.1,0.0418758087328097,0.0387757201588505,0.0346987752399868,0.0465408805031447,0.00888888888888889,0.115550489699426,0.0184126984126984,0.00172781338275861,-0.105517493207072,-0.094247135837287,0.112410656270305,-0.168462823725982,-0.11484126984127,-0.169047619047619,-0.169047619047619,-0.169047619047619,-0.044014750563701,-0.0703504043126685,-0.0571428571428571,-0.0571428571428571,-0.0593826623771846,0.0172545143007776,-0.0476190476190476,-0.0318295739348371,0.0140088070376054,-0.153333333333333,-0.17,-0.274944629014396,-0.272619047619048,0.00123206487835309,-0.173448275862069,-0.175672852133255,-0.168875855327468,-0.166384752124621
"RKIP",0.194948828311813,0.207781649245064,0.177609644998851,0.161333333333333,0.114285714285714,0.1,0.181271727706363,0.392296918767507,-0.0181252989000478,0.14422181556642,0.165695415695416,0.146464646464646,0.155555555555556,0.1,0.351672780630961,0.341034482758621,-0.152610326334108,-0.112318330989217,-0.1,-0.0333333333333333,0,-0.0796528033370139,-0.0900853733115686,-0.0845479082321188,-0.0807017543859649,0.1,0.111339563862928,0.106666666666667,0.0106257137001142,-0.477051932155971,0.226319936958235,0.184761904761905,0.0990398490398491,-0.106666666666667,0.108441558441558,0.108441558441558,0.108441558441558,0.0987816387816388,0.0733333333333333,0.0333333333333333,0.1,0.0771794871794872,-0.11644385026738,-0.31,-0.31,0.0141252989000478,-0.1,-0.133333333333333,-0.141937229437229,-0.126785714285714,-0.185779546124374,-0.133333333333333,-0.166251366120219,-0.200952075310227,-0.199961976300326
"RAF",0.194948828311813,0.207781649245064,0.177609644998851,0.161333333333333,0.114285714285714,0.1,0.181271727706363,0.392296918767507,-0.0181252989000478,0.14422181556642,0.165695415695416,0.146464646464646,0.155555555555556,0.1,0.351672780630961,0.341034482758621,-0.152610326334108,-0.112318330989217,-0.1,-0.0333333333333333,0,-0.0796528033370139,-0.0900853733115686,-0.0845479082321188,-0.0807017543859649,0.1,0.111339563862928,0.106666666666667,0.0106257137001142,-0.477051932155971,0.226319936958235,0.184761904761905,0.0990398490398491,-0.106666666666667,0.108441558441558,0.108441558441558,0.108441558441558,0.0987816387816388,0.0733333333333333,0.0333333333333333,0.1,0.0771794871794872,-0.11644385026738,-0.31,-0.31,0.0141252989000478,-0.1,-0.133333333333333,-0.141937229437229,-0.126785714285714,-0.185779546124374,-0.133333333333333,-0.166251366120219,-0.200952075310227,-0.199961976300326
"Destcompl",0.143687686298695,0.0513573605881298,0.124084037490346,-0.0639116760396017,-0.091304347826087,-0.1,0.0428293162263093,0.0743976970036581,-0.024886969995432,0.0527674332873867,0.0944589256852915,0.0958617312965139,0.0904269486878183,-0.1,0.109998989044434,0.109155107187894,-0.0124162799160631,-0.146016502339604,-0.0380952380952381,-0.0367253750815395,-0.0166666666666667,-0.0381153430499167,-0.0405630737995343,-0.0405810964745743,-0.0372228875193504,0.0871428571428571,0.0847135079077003,0.0836945812807882,-0.0768258031933523,-0.175277876154996,0.0334898788858878,0.0405848083271849,0.112095692852558,-0.0842208970702619,0.112095692852558,0.112095692852558,0.112095692852558,-0.0139648403332786,0.0377154740914405,0.0367253750815395,0.0380952380952381,0.040869462959715,-0.0472624829521279,-0.102051282051282,-0.102051282051282,0.0158622601060159,0.0777777777777778,0.060536398467433,0.092664768649595,0.0940070505287897,-0.159274656671648,0.0633935413245758,0.0598497804883445,-0.0451587301587302,-0.0441060985797828
"Frizzled",-0.322951735632674,-0.118177850518276,-0.261019570707071,-0.0502164502164502,0.113333333333333,0.133333333333333,-0.0720603089720737,-0.30452380952381,-0.0182072829131653,-0.245583160800552,-0.182773109243697,-0.169047619047619,-0.135714285714286,0.1,-0.21755991285403,-0.202745098039216,-0.0102648662640795,0.107582804792107,0,0.05,0.1,0.0565154608375243,0.0527059370280005,0.0518796992481203,0.0447368421052632,-0.0666666666666667,-0.0985093167701863,-0.1,-0.0315593256829406,0.185296421190036,-0.176630094043887,-0.0181818181818182,-0.231041544448092,0.0956521739130435,-0.22552973342447,-0.22552973342447,-0.22552973342447,0.0438720742534302,-0.0447368421052632,-0.05,0.1,-0.0518796992481203,0.208417366946779,0.133333333333333,0.173333333333333,0.0160442443096533,0,0,-0.0945833333333333,-0.100833333333333,0.368573580642124,0.0454545454545455,0.0534422566680631,0.107453786523554,0.125210795869348
"Wnt",-0.316021042563367,-0.111794871794872,-0.240707070707071,-0.0454545454545455,0.133333333333333,0.1,-0.0670098039215686,-0.286666666666667,-0.00392156862745098,-0.243995859213251,-0.169047619047619,-0.135714285714286,-0.15,0.1,-0.202745098039216,-0.173333333333333,-0.0193557753549886,0.100606060606061,0.1,0,0,0.0518796992481203,0.0565154608375243,0.0447368421052632,0.05,-0.1,-0.0956521739130435,-0.0666666666666667,-0.0312940736935506,0.17551724137931,-0.178448275862069,-0.00909090909090909,-0.22552973342447,0.1,-0.230075187969925,-0.230075187969925,-0.230075187969925,0.0391101694915254,-0.05,0.1,0,-0.0447368421052632,0.197941176470588,0.1,0.133333333333333,0.0209947393591583,0,0,-0.100833333333333,-0.113333333333333,0.359271255060729,0,0.0502164502164502,0.105128205128205,0.107453786523554
"DSH",-0.333975357679918,-0.133967324202487,-0.262239082902193,-0.0534422566680631,0.100833333333333,0.113333333333333,-0.0821378283519186,-0.309418914418914,-0.015294661553942,-0.251090407177364,-0.1848710113416,-0.182773109243697,-0.169047619047619,0.133333333333333,-0.22583058954576,-0.21755991285403,-0.00947469945108563,0.113068036859618,0.05,0.0447368421052632,0,0.0527059370280005,0.0576035327537351,0.0565154608375243,0.0518796992481203,-0.1,-0.0967671564914407,-0.0956521739130435,-0.033276882934849,0.188905268687126,-0.177790186851312,-0.0254988913525499,-0.230201208313639,0.0985093167701863,-0.231041544448092,-0.231041544448092,-0.231041544448092,0.0373938645950085,-0.0518796992481203,-0.0447368421052632,-0.05,-0.0564548626468131,0.211254246379403,0.173333333333333,0.202745098039216,0.0254930632072911,0,0.0454545454545455,-0.0911350574712644,-0.0945833333333333,0.37420128626983,0.0502164502164502,0.0626447106557932,0.125210795869348,0.128607022284443
"Patched",-0.2,-0.00769230769230769,-0.154761904761905,0.0133333333333333,-0.1,0,0.115767195767196,-0.08,-0.0555555555555556,-0.0698924731182796,0.209090909090909,0.2,0.2,0,0.0123076923076923,0.02,-0.0106903991370011,-0.276190476190476,-0.1,-0.1,-0.1,-0.141111111111111,-0.140140237324703,-0.13,-0.15,-0.166666666666667,-0.163333333333333,-0.166666666666667,-0.00563436563436564,-0.261885057471264,0.0124542124542125,0.183333333333333,-0.00769230769230769,0.146666666666667,-0.00769230769230769,-0.00769230769230769,-0.00769230769230769,-0.111989247311828,0.05,0,0,0.025,-0.0314814814814815,0.1,0,0.0333333333333333,-0.2,-0.1,0.0642857142857143,0.05,0.065,-0.133333333333333,0.0116666666666667,0.0166666666666667,0.0266666666666667
"Jagged",-0.30024154589372,-0.0166666666666667,-0.258787878787879,-0.0583333333333333,0,0,-0.0806060606060606,-0.18974358974359,-0.0388888888888889,-0.175,0.0514285714285714,0.08,0.1,0,-0.0933333333333333,-0.06,0.118456140350877,0.0342857142857143,0,0,0,0.033986013986014,0.0416783216783217,0.0430769230769231,0.02,0,-0.0231111111111111,0,0.0128803088803089,0.195625942684766,-0.0118773946360153,0.02,-0.0424242424242424,0.0111111111111111,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0528059264678983,-0.02,0,0,-0.0430769230769231,0.153,0.1,0,0.0432367149758454,0,0,0.0444444444444444,0.0333333333333333,0.244285714285714,0.0333333333333333,0.0814102564102564,0.116666666666667,0.111904761904762
"DELTA",-0.30024154589372,-0.0166666666666667,-0.258787878787879,-0.0583333333333333,0,0,-0.0806060606060606,-0.18974358974359,-0.0388888888888889,-0.175,0.0514285714285714,0.08,0.1,0,-0.0933333333333333,-0.06,0.118456140350877,0.0342857142857143,0,0,0,0.033986013986014,0.0416783216783217,0.0430769230769231,0.02,0,-0.0231111111111111,0,0.0128803088803089,0.195625942684766,-0.0118773946360153,0.02,-0.0424242424242424,0.0111111111111111,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0528059264678983,-0.02,0,0,-0.0430769230769231,0.153,0.1,0,0.0432367149758454,0,0,0.0444444444444444,0.0333333333333333,0.244285714285714,0.0333333333333333,0.0814102564102564,0.116666666666667,0.111904761904762
"NOTCH",-0.311352657004831,-0.0123188405797101,-0.275930735930736,-0.0814102564102564,-0.0333333333333333,0,-0.0731986531986532,-0.206984969053935,-0.0432367149758454,-0.173461538461538,-0.0711520737327189,0.0514285714285714,0.08,0,-0.10047619047619,-0.0933333333333333,0.124907753254103,0.0361725067385445,0,0.02,0,0.0416783216783217,0.0380048522905666,0.033986013986014,0.0430769230769231,0,-0.0198853046594982,-0.0111111111111111,0.0175532060765706,0.206737053795877,-0.0186955764541971,0.00421052631578948,-0.0351778656126482,0.0231111111111111,-0.0424242424242424,-0.0424242424242424,-0.0424242424242424,-0.0470467641642334,-0.0430769230769231,-0.02,0,-0.033986013986014,0.151305084745763,0,0.06,0.0469404186795491,0,0.0333333333333333,0.0666666666666667,0.0444444444444444,0.26265306122449,0.0583333333333333,0.0696455505279035,0.111904761904762,0.131904761904762
"STAT",-0.312488793258024,-0.134,-0.270930075782513,-0.0496899224806202,-0.04,0,-0.0848063817146052,-0.19626287001287,0.0510299069122599,-0.16343696599189,-0.070030510236107,-0.0807101218865925,-0.0509803921568627,0,-0.087539531941809,-0.0843137254901961,0.124466499651843,0.110072672425614,0.0428571428571429,0.0553571428571429,0.1,0.0505693964290179,0.0566480615064911,0.0590867465867466,0.0462662337662338,-0.00909090909090909,-0.0170778147608811,-0.0215909090909091,0.0339530579240909,0.170144594749154,0.0329661771250556,-0.0786945812807882,-0.0764921515252522,0.0136961722488038,-0.0772384201819686,-0.0772384201819686,-0.0772384201819686,-0.0785127870971486,-0.0462662337662338,-0.0553571428571429,-0.0428571428571429,-0.0588712757830405,0.211122685410541,0.0666666666666667,0.0666666666666667,0.0517751479289941,0,0.05,0.0437126715092817,0.0352380952380952,0.268835719154738,0.0566666666666667,0.0647341702682308,0.131803542673108,0.135251818535177
"SRC",-0.181940700808625,-0.000388944058258853,-0.141999707217099,-0.00296296296296297,-0.1,-0.1,-0.00443542695836274,0.108471814923428,0.0597545219638243,-0.00916608989919792,0.100952380952381,0.115238095238095,0.12,-0.1,0.193062702496665,0.194949494949495,0.0929324760207113,0.0854349951124145,0.1,0.025,0.2,0.0337405037984806,0.0272528080490399,0.0300819672131148,0.035,0.0888888888888889,0.0777741702741703,0.0763888888888889,0.0650903806338589,0.0141126979456654,0.264935064935065,0.134285714285714,0.204572761406303,-0.0668650793650794,0.212148518982061,0.212148518982061,0.212148518982061,-0.0731234096692112,-0.035,-0.025,0,-0.0300819672131148,0.0531375521030694,-0.2,-0.172727272727273,0.0518942797244684,-0.0333333333333333,-0.0333333333333333,0.127350427350427,0.138461538461538,0.0842436974789916,0.00666666666666667,-0.00880174291938997,0.0177631578947368,0.0240694642010431
"Csl",-0.325578153219277,-0.0395083830633703,-0.288473710731446,-0.085774582785968,-0.0666666666666667,-0.0444444444444444,-0.0852606013222735,-0.216227521140648,-0.0553795721187026,-0.180607532564054,-0.0748841311489868,-0.0685204947853505,-0.0711520737327189,-0.0333333333333333,-0.113674948240166,-0.114761904761905,0.129740190306705,0.0414709928853597,0.0430769230769231,0.033986013986014,0.02,0.0406002721378948,0.0422583624752304,0.0380048522905666,0.0416783216783217,-0.0231111111111111,-0.0218293519174672,-0.0198853046594982,0.016083979994913,0.212101399190619,-0.018302436323475,-0.00114793635974637,-0.0348319513848881,0.0179744766340205,-0.039611363149594,-0.039611363149594,-0.039611363149594,-0.0528822840729245,-0.0415128957064441,-0.033986013986014,-0.0430769230769231,-0.037480637641928,0.155578407005371,0.0933333333333333,0.10047619047619,0.0543601035577975,0.0583333333333333,0.0814102564102564,0.0728682170542636,0.0596899224806201,0.266787284435465,0.0696455505279035,0.085774582785968,0.136940733127783,0.144718510905561
"NOTCHic",-0.319500805152979,-0.0323188405797101,-0.279976978705302,-0.0696455505279035,-0.0444444444444444,-0.0333333333333333,-0.0857814346556068,-0.20839341975816,-0.046808143547274,-0.181398046398046,-0.0685204947853505,-0.0711520737327189,0.0514285714285714,0,-0.114761904761905,-0.10047619047619,0.1290425158881,0.0417280622941,0.02,0.0430769230769231,0,0.0380048522905666,0.0406002721378948,0.0416783216783217,0.033986013986014,-0.0111111111111111,-0.0179744766340205,-0.0231111111111111,0.0132198727432372,0.209342264216719,-0.0137368987682467,-0.00033492822966507,-0.039611363149594,0.0198853046594982,-0.0351778656126482,-0.0351778656126482,-0.0351778656126482,-0.0521177580790407,-0.033986013986014,-0.0430769230769231,-0.02,-0.0415128957064441,0.154449738833813,0.06,0.0933333333333333,0.0565700483091787,0.0333333333333333,0.0583333333333333,0.0596899224806201,0.0666666666666667,0.261040157998683,0.0814102564102564,0.085774582785968,0.131904761904762,0.136940733127783
"TrCP",-0.330451151885173,-0.140361436928595,-0.291204757552921,-0.101698242020823,-0.0708333333333333,-0.0583333333333333,-0.0775575153374233,-0.219839663099332,-0.058208170699974,-0.186958524290931,-0.0673992673992674,-0.0564102564102564,-0.0641025641025641,-0.0333333333333333,-0.106241218373864,-0.104907885040531,0.0201592576418799,-0.0556191715463023,-0.03,-0.0411111111111111,-0.05,-0.033035907194323,-0.0326221140908748,-0.0382210923795082,-0.0303003003003003,-0.0285714285714286,-0.0254213160674106,-0.0226890756302521,-0.0478168796819157,0.185826096660431,-0.0590595238095238,0.022029702970297,-0.0153371592539455,0.0226890756302521,-0.0203371592539455,-0.0203371592539455,-0.0203371592539455,0.0322627800524382,0.0305847953216374,0.0411111111111111,0.03,0.0388774782484667,0.139410502540937,0.08,0.0930434782608696,0.0579262754932118,0.0761904761904762,0.0928571428571428,0.0819444444444444,0.0708333333333333,0.263504156919286,0.0831797235023041,0.100698242020823,0.138965693804403,0.14799795186892
"LIV1",-0.330451151885173,-0.140361436928595,-0.291204757552921,-0.101698242020823,-0.0708333333333333,-0.0583333333333333,-0.0775575153374233,-0.219839663099332,-0.058208170699974,-0.186958524290931,-0.0673992673992674,-0.0564102564102564,-0.0641025641025641,-0.0333333333333333,-0.106241218373864,-0.104907885040531,0.0201592576418799,-0.0556191715463023,-0.03,-0.0411111111111111,-0.05,-0.033035907194323,-0.0326221140908748,-0.0382210923795082,-0.0303003003003003,-0.0285714285714286,-0.0254213160674106,-0.0226890756302521,-0.0478168796819157,0.185826096660431,-0.0590595238095238,0.022029702970297,-0.0153371592539455,0.0226890756302521,-0.0203371592539455,-0.0203371592539455,-0.0203371592539455,0.0322627800524382,0.0305847953216374,0.0411111111111111,0.03,0.0388774782484667,0.139410502540937,0.08,0.0930434782608696,0.0579262754932118,0.0761904761904762,0.0928571428571428,0.0819444444444444,0.0708333333333333,0.263504156919286,0.0831797235023041,0.100698242020823,0.138965693804403,0.14799795186892
"SMAD",-0.243249927746038,-0.224195567768158,-0.230332041638173,-0.197255351681957,-0.188095238095238,-0.183333333333333,-0.14041488618908,-0.11616229582398,-0.062748943138459,-0.0892183081255662,-0.116633825944171,-0.109490968801314,-0.115238095238095,-0.15,-0.00967741935483871,-0.00967741935483871,-0.0204829704550444,-0.0789429447019862,-0.04,-0.04,-0.04,-0.03845957378881,-0.0396753792599346,-0.0432085561497326,-0.0341176470588235,0.00952380952380952,0.0135110081053587,0.0137491616364856,0.00875255617226985,0.102146385126636,0.0792965277551744,0.0267746228926353,0.117913341810262,-0.0143078208543627,0.114623868126052,0.114623868126052,0.114623868126052,0.0431787598302985,0.0608974358974359,0.0666666666666667,0.0666666666666667,0.0702499538830474,0.0740460147844275,0,0.00967741935483871,0.0618116335097467,0.183333333333333,0.195833333333333,0.191389355742297,0.190056022408964,0.159508276260458,0.190833333333333,0.194653121198686,0.207957339464189,0.113195434702284
"RAS",0.210187776141384,0.171343873517787,0.174830769230769,0.136666666666667,-0.133333333333333,-0.1,0.180713581707077,0.349540880503145,-0.0832142857142857,0.177964601769911,0.275223435948362,0.265789473684211,0.25,-0.1,0.417884416924665,0.396315789473684,-0.0382825488561696,-0.13304347826087,-0.1,-0.1,0,-0.114805044767498,-0.115654903124438,-0.113266583229036,-0.0941176470588235,0.06,0.0746767617938265,0.06,0.0985319834157043,-0.410096973535908,0.305361757105943,0.221645021645022,0.210512820512821,-0.0776470588235294,0.298974358974359,0.298974358974359,0.298974358974359,-0.0242633240989033,0.0941176470588235,0.1,0.1,0.11078431372549,-0.192253136933988,-0.32,-0.37,0.0759977908689249,-0.1,-0.1,0.102222222222222,0.113333333333333,-0.220634920634921,-0.116666666666667,-0.148531073446328,-0.165367965367965,-0.173531230674088
"ZEB2",-0.483896630504203,-0.382227611098579,-0.377207954255277,-0.334581881533101,-0.277777777777778,-0.277777777777778,-0.260110685533172,-0.257423510466989,-0.234927099149678,-0.227734177800527,-0.223139134089954,-0.217128205128205,-0.205128205128205,-0.2,-0.156439880188276,-0.149122807017544,-0.145554469145158,-0.128359178512942,-0.1,-0.1,-0.1,-0.0989985723306702,-0.0987388320709299,-0.0982943469785575,-0.0973684210526316,-0.0844155844155844,-0.078877207448636,-0.0753246753246753,-0.0704246206406845,0.0164348654237384,0.0364857051888217,0.0787362637362637,0.0832985251721869,0.0841682127396413,0.0860822510822511,0.0860822510822511,0.0860822510822511,0.106269499539162,0.109090909090909,0.109090909090909,0.109090909090909,0.11000834028357,0.129969345027309,0.133333333333333,0.149122807017544,0.150851992711581,0.275,0.289285714285714,0.315327102803738,0.32,0.329894327894328,0.332142857142857,0.350036426987646,0.37755172057989,0.378771232775012
