"","PAK1","FOXC2","SUFU","FUS","GSK3","IKK","Ecadherin","HEY1","TrCP","AKT","NFB","Jagged","LIV1","cateninmemb","SRC","STAT","Frizzled","DSH","Wnt","Destcompl","MEK","ZEB2","KLF4","miR200","RAF","PI3K","DELTA","RAS","ERK","EGR1","cfos","GLI","CD44","cateninnuc","TCFLEF","cMet","Csl","NOTCH","NOTCHic","RKIP","AXIN2","SNAI1","TWIST1","SNAI2","SMAD","ILK","ZEB1","Csn","Patched","SHH","SMO","SOSGRB2","TGF","CDC42","TGFR"
"SOSGRB2",-0.0928571428571429,-0.0644810744810745,0,0.0333333333333333,0.070665419978183,0.0608187134502924,0.0761785300206491,-0.0794507575757576,-0.1,0.0358187134502924,0.0555555555555556,0.00972689378214198,0,0.0838482118482119,0.0142857142857143,0,0.0142857142857143,0,0.00595238095238095,0.00710147421556817,-0.0544284544284544,-0.0381203007518797,0.0352631578947368,0.00427136153787936,0.201694915254237,0.201694915254237,0.201694915254237,0.202976966536289,0.0604890604890605,0.0190476190476191,0.0523809523809524,-0.00450310559006211,0.000207039337474121,-0.00524732314617285,-0.00505611855726272,-0.00124223602484472,-0.0454545454545455,-0.0327784891165173,-0.0454545454545455,0.0771929824561404,-0.00189081408140814,0.0767036247334755,0.0801449275362319,0.187708407174533,-0.0169411233927363,-0.00645161290322581,0.0407518796992481,0,-0.00900900900900901,-0.0113345904043578,-0.0333333333333333,0.0869444444444444,0.0666923856285559,0.0728571428571429,0.0574725274725275
"MEK",-0.126666666666667,-0.11462828876622,-0.0666666666666667,-0.0666666666666667,-0.0439809248319887,-0.165854978354978,0.0864556197860528,-0.0698856157392743,-0.2,-0.171737331296155,-0.144642857142857,-0.0833228960820878,0,0.0949586048438272,-0.00526315789473684,0,0,0,-0.00384615384615385,0.00247332382430324,-0.0482171680117388,-0.0307154016077976,0.0338115734098517,-0.00422079089429524,0.00702353202353202,0.00702353202353202,0.00702353202353202,0.00670607170607171,-0.0517828319882612,-0.06,-0.0496551724137931,0.00174825174825175,0.00701140964298859,0.00615960718926781,0.00523023915952803,0.00910931174089069,0.157575757575758,0.171304000136117,0.169114219114219,0.172549019607843,0.00750117205813408,0.17344169473222,0.113855882679412,0.29925083886086,0.0868254143719134,0.0894084402021717,0.0435019926669855,0.157142857142857,0.0915846994535519,0.0857023465123754,0.0866666666666667,-0.0236190476190476,0.117695093864,0.112380952380952,0.113315531820205
"cateninnuc",-0.116571428571429,-0.11939562077267,-0.133333333333333,-0.113333333333333,-0.0248172148875216,0.0303030303030303,0.106228400619091,-0.0505935474165193,0.0333333333333333,0.0310842803030303,0.0303030303030303,0.105307055854146,-0.106060606060606,0.151344765341682,-0.111616161616162,-0.106060606060606,-0.110170195101702,-0.106060606060606,-0.104735412493006,-0.0296762521320198,-0.0506885522626259,-0.0238200118145526,-0.00954542689418134,0.00125813859970022,0.0483486783486784,0.0483486783486784,0.0483486783486784,0.0502005302005302,0.0497711210699653,0.0456521739130435,0.0472394755003451,0.107502210911979,0.108959156785244,0.00797312373061407,0.108884474186289,0.106181379007466,-0.187193973634652,-0.187701373211819,-0.18951955503,0.0827495771391553,0.259598021867287,0.0859390899111767,0.130830916005967,0.296470680501107,0.0310982874939219,0.0323261183261183,0.0263527259884032,-0.0333333333333333,0.120908936632386,0.118948152318661,0.121530054644809,0.21159027893051,0.114744394490216,0.116571428571429,0.117146141215107
"miR200",-0.220833333333333,-0.216105249763786,-0.12,-0.1575,-0.0695532883801957,-0.0902255639097744,-0.229129576160943,-0.0867514124293785,-0.1,-0.0864519790041141,-0.127368421052632,-0.0849566690641733,-0.1,-0.120782670215792,-0.115652173913043,-0.12,-0.108,-0.12,-0.100957746478873,-0.0718128484534469,-0.0536672850958565,-0.0222043010752688,0.0141994478951001,-0.0721220272216833,0.0818867202449292,0.0818867202449292,0.0818867202449292,0.0791435781002908,0.052987012987013,0.0857142857142857,0.0257142857142857,0.0998588453799722,0.107486324886299,0.109109701509675,0.109867277267251,0.108609920391917,0.0898522167487685,0.0697275333277671,0.0691625615763547,0.0950202142998502,0.157407687683143,0.093016058016058,0.195883564288472,0.203271014585086,0.116869610119534,0.102136067799785,0.183588709677419,0.08,0.13623417721519,0.130799394606494,0.1375,0.217714377820761,0.229309349396173,0.238480392156863,0.236867488931056
"cateninmemb",-0.144909090909091,-0.132907912515477,-0.166666666666667,-0.183333333333333,-0.0944282461511985,0.0847619047619048,-0.0100543788002507,-0.0616512425592568,0.1,0.0834632034632035,0.0847619047619048,0.147858319644006,-0.166666666666667,0.117812428727455,-0.153807569539444,-0.16078431372549,-0.153807569539444,-0.16078431372549,-0.157255845401513,-0.0986099718095703,-0.0577808405461529,-0.0151305640739708,-0.00740740740740741,0.00309013353706091,0.10329939668175,0.10329939668175,0.10329939668175,0.101064759810241,0.0558200562324274,0.0527272727272727,0.0527272727272727,0.155922512068179,0.157152051144795,0.157774483596397,0.15702751814355,0.1581553956264,-0.170909090909091,-0.168931549039624,-0.167816307403936,0.0251596450633369,0.225734640228427,0.0273540922500929,0.184064653546086,0.258451881827252,0.0427893462469734,0.044,0.0182102768770267,-0.08,0.182258064516129,0.183832867665735,0.183333333333333,0.206301345129548,0.138398615894757,0.140909090909091,0.137494456762749
"KLF4",0.0409090909090909,0.0662678407385001,0,-0.0333333333333333,0.0200853851448316,-0.0247619047619048,-0.00829076771078158,0.0270282658517953,-0.1,-0.0210582010582011,-0.02,0.0130243968924629,-0.0333333333333333,0.00600446978495759,-0.0176470588235294,0,-0.0176470588235294,0,-0.0153214774281806,0.0188289698799904,0.0560041898671371,0.00820949432404541,0,-0.000390720390720389,-0.031025641025641,-0.031025641025641,-0.031025641025641,-0.030290346907994,-0.0549732620320856,-0.04,-0.0490909090909091,0.0101490636350771,0.00923452090644144,0.0121341822932976,0.0142512433144682,0.0153214774281806,0.0672727272727273,0.0609786415429389,0.0620095693779904,-0.0151309008451866,-0.0837654076954395,-0.0149805299482337,-0.000775599128540303,-0.099958216114702,-0.0169855072463768,-0.0213333333333333,-0.0108668730650155,0,0.01875,0.0133736559139785,0,-0.101129216695254,-0.0450391722099039,-0.0529090909090909,-0.0435757575757576
"HEY1",0.0409090909090909,0.0662678407385001,0,-0.0333333333333333,0.0200853851448316,-0.0247619047619048,-0.00829076771078158,0.0270282658517953,-0.1,-0.0210582010582011,-0.02,0.0130243968924629,-0.0333333333333333,0.00600446978495759,-0.0176470588235294,0,-0.0176470588235294,0,-0.0153214774281806,0.0188289698799904,0.0560041898671371,0.00820949432404541,0,-0.000390720390720389,-0.031025641025641,-0.031025641025641,-0.031025641025641,-0.030290346907994,-0.0549732620320856,-0.04,-0.0490909090909091,0.0101490636350771,0.00923452090644144,0.0121341822932976,0.0142512433144682,0.0153214774281806,0.0672727272727273,0.0609786415429389,0.0620095693779904,-0.0151309008451866,-0.0837654076954395,-0.0149805299482337,-0.000775599128540303,-0.099958216114702,-0.0169855072463768,-0.0213333333333333,-0.0108668730650155,0,0.01875,0.0133736559139785,0,-0.101129216695254,-0.0450391722099039,-0.0529090909090909,-0.0435757575757576
"FOXC2",0.0409090909090909,0.0662678407385001,0,-0.0333333333333333,0.0200853851448316,-0.0247619047619048,-0.00829076771078158,0.0270282658517953,-0.1,-0.0210582010582011,-0.02,0.0130243968924629,-0.0333333333333333,0.00600446978495759,-0.0176470588235294,0,-0.0176470588235294,0,-0.0153214774281806,0.0188289698799904,0.0560041898671371,0.00820949432404541,0,-0.000390720390720389,-0.031025641025641,-0.031025641025641,-0.031025641025641,-0.030290346907994,-0.0549732620320856,-0.04,-0.0490909090909091,0.0101490636350771,0.00923452090644144,0.0121341822932976,0.0142512433144682,0.0153214774281806,0.0672727272727273,0.0609786415429389,0.0620095693779904,-0.0151309008451866,-0.0837654076954395,-0.0149805299482337,-0.000775599128540303,-0.099958216114702,-0.0169855072463768,-0.0213333333333333,-0.0108668730650155,0,0.01875,0.0133736559139785,0,-0.101129216695254,-0.0450391722099039,-0.0529090909090909,-0.0435757575757576
"SNAI2",0.0941176470588235,0.099456613560257,0.1,0.08,0.0718187992791666,-0.0701149425287356,0.193716518534265,0.044122965641953,-0.1,-0.0689101232516272,-0.0666666666666667,-0.0784935183836534,0.08,0.10720715559073,0.081948051948052,0.0890909090909091,0.081948051948052,0.0890909090909091,0.0805396012438266,0.0720175331927702,0.0640964493905671,0.00863079504929725,0.00269230769230769,-0.00254058620891294,-0.0776891577530318,-0.0776891577530318,-0.0776891577530318,-0.0776891577530318,-0.0627450980392157,-0.0666666666666667,-0.0607843137254902,-0.0832133980352705,-0.0837654076954395,-0.0825308556047691,-0.0819097375923467,-0.0805396012438266,0.11359649122807,0.110543403964457,0.111842105263158,-0.0113461538461538,-0.136089705873049,-0.0120350055466535,-0.0924797775530839,0.200182411713508,-0.03136137398554,-0.0327967806841046,-0.0107262429200755,0.0666666666666667,-0.0915246098439376,-0.0929330605481629,-0.0976470588235294,-0.142968221771467,-0.0939849295348017,-0.0988795518207283,-0.094606047547224
"Ecadherin",0.0529090909090909,0.0669543395943354,-0.0333333333333333,0,0.017436378522315,-0.0210582010582011,-0.109167106561804,0.0250148430330033,0,-0.0210582010582011,-0.0247619047619048,0.0150838934599686,0,0.00459421337470118,-0.0153214774281806,-0.0176470588235294,-0.0153214774281806,-0.0176470588235294,-0.0101490636350771,0.0212520826479307,0.0563963467298822,0.00868342797333451,0.00506329113924051,-0.000576940130012754,-0.030290346907994,-0.030290346907994,-0.030290346907994,-0.0280557100364856,-0.0560041898671371,-0.0490909090909091,-0.0549732620320856,0.0148157303017438,0.0142512433144682,0.0121341822932976,0.0121341822932976,0.00923452090644144,0.0620095693779904,0.0635808720262103,0.0609786415429389,-0.0140073053395686,-0.0819097375923467,-0.0152969856444362,0.00201769696084517,-0.100620467770331,-0.0172276379969821,-0.0169855072463768,-0.00991900576643728,0.02,0.0133736559139785,0.0133736559139785,0.01875,-0.098497637747886,-0.0466666586475169,-0.0435757575757576,-0.0450391722099039
"ERK",0.112380952380952,0.113089827227758,0.0666666666666667,0.0866666666666667,0.0442534043960214,0.171737331296155,-0.0865586063977933,0.068179131097636,0.157142857142857,0.166232744140192,0.165854978354978,0.0833228960820878,0,-0.0946826158833856,0.00910931174089069,0.00526315789473684,0.00384615384615385,0,0.00174825174825175,-0.00213510510953436,0.0490528226078391,0.0299280000329944,-0.0307107982160533,0.00642667324723642,-0.00670607170607171,-0.00670607170607171,-0.00670607170607171,-0.00571597269617072,-0.0482171680117388,0.0496551724137931,0.0517828319882612,-0.000495118916171548,-0.00523023915952803,-0.00643738496704559,-0.00615960718926781,-0.00701140964298859,-0.169114219114219,-0.168810925343873,-0.171304000136117,-0.169484952755475,-0.00636296067602026,-0.17182132436185,-0.111498046340993,-0.299611524162933,-0.0904728307852873,-0.0868254143719134,-0.0405098666827335,-0.144642857142857,-0.0857023465123754,-0.0832868875751774,-0.0915846994535519,0.0226481738326399,-0.116046742215649,-0.113315531820205,-0.117695093864
"RKIP",0.133333333333333,0.110123784261715,0.1,0.0666666666666667,0.0437352245862884,0.144642857142857,-0.0879128146858706,0.0771583430120015,0.2,0.165854978354978,0.157142857142857,0.086601584606678,0,-0.0956903121609004,0,0,0,0,0,-0.00247332382430324,-0.0517828319882612,0.0338900047824008,-0.0298900047824008,0.00205360823175654,-0.00616883116883117,-0.00616883116883117,-0.00616883116883117,-0.00702353202353202,0.0496551724137931,0.11,0.06,-0.00384615384615385,-0.00910931174089069,-0.00523023915952803,-0.00701140964298859,-0.00526315789473684,-0.166666666666667,-0.169114219114219,-0.157575757575758,-0.172549019607843,-0.00750117205813408,-0.177287848578374,-0.112756981580511,-0.299980765868159,-0.0894084402021717,-0.100299529311083,-0.0379464371114299,-0.2,-0.0866666666666667,-0.0915846994535519,-0.0666666666666667,0.0213968253968254,-0.113315531820205,-0.126666666666667,-0.112380952380952
"RAF",0.133333333333333,0.110123784261715,0.1,0.0666666666666667,0.0437352245862884,0.144642857142857,-0.0879128146858706,0.0771583430120015,0.2,0.165854978354978,0.157142857142857,0.086601584606678,0,-0.0956903121609004,0,0,0,0,0,-0.00247332382430324,-0.0517828319882612,0.0338900047824008,-0.0298900047824008,0.00205360823175654,-0.00616883116883117,-0.00616883116883117,-0.00616883116883117,-0.00702353202353202,0.0496551724137931,0.11,0.06,-0.00384615384615385,-0.00910931174089069,-0.00523023915952803,-0.00701140964298859,-0.00526315789473684,-0.166666666666667,-0.169114219114219,-0.157575757575758,-0.172549019607843,-0.00750117205813408,-0.177287848578374,-0.112756981580511,-0.299980765868159,-0.0894084402021717,-0.100299529311083,-0.0379464371114299,-0.2,-0.0866666666666667,-0.0915846994535519,-0.0666666666666667,0.0213968253968254,-0.113315531820205,-0.126666666666667,-0.112380952380952
"SMO",0.166666666666667,0.11,-0.1,-0.0666666666666667,-0.00108111952772147,0.142857142857143,0.0870970913592631,0.0842490842490842,0,0.122857142857143,0.1,0.136666666666667,-0.1,0.146568535337718,-0.1,-0.1,0,0,0.0125,-0.0252387922155364,0.0274592074592075,0.0464689265536723,-0.0694444444444444,0.004249547920434,-0.00480769230769231,-0.00480769230769231,-0.00480769230769231,0.00449463327370304,-0.0123076923076923,0,-0.02,-0.00694444444444444,0.0855555555555556,0.0827670308457227,0.0865264293419633,0.08,-0.2,-0.207272727272727,-0.227272727272727,-0.0919047619047619,0.238528138528139,-0.100537634408602,-0.00675381263616558,0.224424740010947,-0.0917460317460317,-0.0933333333333333,-0.153248587570621,-0.1,-0.0558333333333333,-0.0669444444444444,-0.0933333333333333,-0.0719298245614035,-0.177702702702703,-0.166666666666667,-0.175
"SHH",0.2,0.1,0,0,-0.00769230769230769,0.1,0.0877777777777778,0.133333333333333,0,0.1,0,0.162857142857143,0,0.143655913978495,-0.1,-0.1,0,0,0,-0.0205194805194805,0.02,0.05,-0.05,0,0,0,0,0.00769230769230769,0,0,-0.1,0,0.1,0.0855555555555556,0.08,0.1,-0.1,-0.2,-0.2,-0.08,0.247619047619048,-0.116666666666667,0,0.227662835249042,-0.0833333333333333,-0.133333333333333,-0.15,0,0.0666666666666667,-0.0933333333333333,0.1,-0.1,-0.166666666666667,-0.166666666666667,-0.166666666666667
"Patched",0.166666666666667,0.11,0,-0.1,0.00183150183150183,0.1,0.0926321467098166,0.0794871794871795,0,0.142857142857143,0.1,0.12952380952381,-0.1,0.143655913978495,-0.1,-0.1,0,0,0,-0.026013986013986,0.0123076923076923,0.0583333333333333,-0.0611111111111111,-0.00714285714285714,0.00769230769230769,0.00769230769230769,0.00769230769230769,-0.00480769230769231,-0.02,-0.1,0,-0.0125,0.08,0.0865264293419633,0.0855555555555556,0.1,-0.2,-0.227272727272727,-0.2,-0.108571428571429,0.238528138528139,-0.100537634408602,-0.0185185185185185,0.226329501915709,-0.0933333333333333,-0.0833333333333333,-0.158333333333333,0,-0.0933333333333333,-0.0558333333333333,0.0666666666666667,-0.0666666666666667,-0.175,-0.166666666666667,-0.166666666666667
"ILK",0.1,0.150968641114983,0,0.05,-0.127657527657528,-0.186274509803922,0.0878547456799312,0.0758349308848754,-0.2,-0.193966817496229,-0.133333333333333,0.0478070175438596,-0.1,0.071996151823701,-0.0111111111111111,0,-0.0111111111111111,0,-0.0328502415458937,0.0150864945143443,0.0455021352803416,0.0769970949575604,-0.0697368421052632,0.0140455283897907,-0.0967619047619048,-0.0967619047619048,-0.0967619047619048,-0.100871493803001,-0.0504201680672269,0,0.0142857142857143,0.022081010776663,0.022081010776663,0.0238912501616009,0.0203860955224257,0.0328502415458937,0.05,0.0775434243176179,0.0807692307692308,-0.0459599224305107,0.078952380952381,-0.0791022544283414,-0.0692031813913496,-0.0883584883310313,-0.0760835534213685,-0.0688835534213685,-0.136697745751984,0.166666666666667,-0.017948717948718,-0.0290598290598291,-0.0333333333333333,-0.112307692307692,-0.139632711621234,-0.164705882352941,-0.156705882352941
"Csn",0.138636363636364,0.118853764690897,0.0714285714285714,0.0380952380952381,-0.137395218624764,-0.0841666666666667,0.100669001676811,0.0605647840531561,-0.18,-0.0721666666666667,-0.0716666666666667,0.0371008424095027,0,0.0819630099522638,-0.0241379310344828,0,-0.0241379310344828,0,-0.0205234732031575,0.0192916313486426,0.0185119047619048,0.0780727874276261,-0.0826862026862027,0.00321982423833504,-0.0757560204892874,-0.0757560204892874,-0.0757560204892874,-0.0786350991841051,-0.0247619047619048,0.0466666666666667,-0.0260606060606061,0.0165933421987906,0.0165234732031575,0.0198408034841164,0.020381994103479,0.0205234732031575,0.0838383838383839,0.0767704517704518,0.0825396825396826,-0.0127010037901543,0.0481906082782499,-0.048288413352976,-0.0518809412498052,-0.0946519184555355,-0.0397311548962941,-0.0574689440993789,-0.113085194375517,0.005,-0.0300795978215333,-0.0440140240510415,-0.029004329004329,-0.0993704600484261,-0.114689318980809,-0.134158751696065,-0.114927982465296
"SRC",0.333333333333333,0.323562091503268,-0.0333333333333333,0.0666666666666667,-0.147099567099567,-0.173076923076923,0.19590689811278,0.074428997020854,-0.1,-0.167521367521368,-0.15,0.00610973888496824,0.2,0.108963852716659,0.075,0.2,0.075,0.1,0.085,0.0773455168020385,0.129693157995045,0.0933587900569033,0.014405684754522,-0.0173532425706339,-0.30828535669587,-0.30828535669587,-0.30828535669587,-0.302224750635264,-0.135353535353535,-0.133333333333333,-0.124242424242424,-0.0768032786885246,-0.0768032786885246,-0.0767023347260648,-0.0755837664934026,-0.085,0.16,0.164761904761905,0.164761904761905,-0.0973607038123167,-0.123120404607081,-0.186507962767268,-0.181611721611722,-0.0646263826962105,-0.0409554291133239,-0.0346491228070176,-0.16031746031746,0.15,-0.0377777777777778,-0.0348366013071895,-0.0266666666666667,-0.32,-0.329264069264069,-0.333333333333333,-0.323809523809524
"AXIN2",0.16625,0.16654152249,0.1,0.123076923076923,-0.100002581705099,-0.130917874396135,0.0179563480484756,0.0433304356225249,-0.133333333333333,-0.132028985507246,-0.117874396135266,-0.0986689456254674,0.1,-0.102702807489035,0.113023255813953,0.12,0.113023255813953,0.12,0.111299117882919,-0.0917955093122474,0.0985353277316209,0.0955612668520815,-0.0902173907444751,-0.0514284459349667,-0.148464338040463,-0.148464338040463,-0.148464338040463,-0.148464338040463,-0.0992249829040347,-0.1,-0.0926829268292683,-0.112556979518139,-0.112876404949165,-0.112185473575498,-0.112055771889376,-0.111299117882919,0.11859649122807,0.123953634085213,0.123953634085213,-0.103907203907204,0.28848815412653,-0.117074526254977,-0.116381570999556,-0.185037434195769,-0.03743961352657,-0.0350586611456177,-0.122915980439219,0.122222222222222,-0.119505494505494,-0.121800576472708,-0.123076923076923,-0.166159491124428,-0.175525214640441,-0.17983024691358,-0.177175379656943
"Jagged",0.2,0.242857142857143,0,0,-0.0118773946360153,0.1,0.019859649122807,-0.0666666666666667,0,0.0444444444444444,0,0.0193073593073593,0,0.0136253886958112,0,0,0,0,0.02,0.00758301158301158,0.00666666666666667,0.102898550724638,-0.133333333333333,0.00606060606060606,-0.0733333333333333,-0.0733333333333333,-0.0733333333333333,-0.0642424242424242,0.06,-0.1,0,-0.0123076923076923,-0.0123076923076923,-0.0109090909090909,-0.00321678321678322,-0.02,-0.1,-0.117142857142857,-0.16,-0.143589743589744,-0.0142857142857143,-0.158333333333333,-0.13,-0.147385620915033,-0.0380952380952381,-0.0333333333333333,-0.128985507246377,0,-0.05,-0.0576923076923077,-0.1,-0.18,-0.237333333333333,-0.2,-0.233333333333333
"DELTA",0.2,0.242857142857143,0,0,-0.0118773946360153,0.1,0.019859649122807,-0.0666666666666667,0,0.0444444444444444,0,0.0193073593073593,0,0.0136253886958112,0,0,0,0,0.02,0.00758301158301158,0.00666666666666667,0.102898550724638,-0.133333333333333,0.00606060606060606,-0.0733333333333333,-0.0733333333333333,-0.0733333333333333,-0.0642424242424242,0.06,-0.1,0,-0.0123076923076923,-0.0123076923076923,-0.0109090909090909,-0.00321678321678322,-0.02,-0.1,-0.117142857142857,-0.16,-0.143589743589744,-0.0142857142857143,-0.158333333333333,-0.13,-0.147385620915033,-0.0380952380952381,-0.0333333333333333,-0.128985507246377,0,-0.05,-0.0576923076923077,-0.1,-0.18,-0.237333333333333,-0.2,-0.233333333333333
"cfos",0.271428571428571,0.237044476327116,0.1,0.0571428571428571,-0.00312770562770563,0.0125,0.0906887778346912,0.0583708145927036,0,0.0177631578947368,0.025,0.0330902777777778,0.1,0.0870473444959339,0.08,0.1,0.08,0.1,0.0762962962962963,0.0793190964964278,0.0339572586588062,0.108197855413352,-0.116,-0.000708768355827176,-0.111710239651416,-0.111710239651416,-0.111710239651416,-0.116588288431904,-0.0356521739130435,0.16,-0.04,-0.0815594541910331,-0.0817017017017017,-0.0781116760324681,-0.0777413056620977,-0.0762962962962963,0,-0.00461538461538462,0,-0.13041958041958,-0.110295566502463,-0.157539591210477,-0.139160173160173,-0.219661263310898,-0.0430534220856802,-0.064021164021164,-0.107817364233829,-0.1,-0.0539170506912442,-0.0699664334072936,-0.0571428571428571,-0.218055555555556,-0.242959001782531,-0.266666666666667,-0.249019607843137
"CDC42",0.171428571428571,0.237044476327116,0.1,0.0571428571428571,-0.00312770562770563,0.0125,0.0906887778346912,0.0583708145927036,0,0.0177631578947368,0.025,0.0330902777777778,0.1,0.0870473444959339,0.08,0.1,0.08,0.1,0.0762962962962963,0.0793190964964278,0.0339572586588062,0.108197855413352,-0.116,-0.000708768355827176,-0.111710239651416,-0.111710239651416,-0.111710239651416,-0.116588288431904,-0.0356521739130435,0.06,-0.04,-0.0815594541910331,-0.0817017017017017,-0.0781116760324681,-0.0777413056620977,-0.0762962962962963,0,-0.00461538461538462,0,-0.13041958041958,-0.110295566502463,-0.157539591210477,-0.139160173160173,-0.219661263310898,-0.0430534220856802,-0.064021164021164,-0.107817364233829,-0.1,-0.0539170506912442,-0.0699664334072936,-0.0571428571428571,-0.218055555555556,-0.242959001782531,-0.266666666666667,-0.249019607843137
"STAT",0.277272727272727,0.245918200408998,0.1,0.05,0.0586448598130841,-0.00428571428571429,0.167616486026401,0.0586666666666667,0,-0.002590799031477,0.01,0.016674704970934,0.2,0.0930900884511945,0.0857142857142857,0.0857142857142857,0.0857142857142857,0.0857142857142857,0.0766233766233766,0.0701615706167672,-0.012258064516129,0.109144701452394,-0.0101703307585661,-0.00189452638662322,-0.119649503722084,-0.119649503722084,-0.119649503722084,-0.124127115662383,0.0133333333333333,0.0333333333333333,0.0133333333333333,-0.0808250572956455,-0.0808968808968809,-0.0790319598364326,-0.0805814234836317,-0.0766233766233766,0.0176470588235294,0.0209007979995987,0.0257551669316375,-0.10342824967825,-0.128153806977336,-0.129533270287745,-0.196747838202111,-0.161446710714935,-0.0477427952690321,-0.0603864734299517,-0.108499193114578,-0.05,-0.0503100775193798,-0.0565047677848666,-0.0433333333333333,-0.314285714285714,-0.255881613619028,-0.271022727272727,-0.263127990430622
"LIV1",0.266666666666667,0.241872062534013,0.0571428571428571,0.0571428571428571,-0.00312770562770563,0.0177631578947368,0.0928341065544144,0.0436649322397625,0.1,0.0344298245614035,0.0125,0.0275688053851397,0.1,0.0859484433970328,0.0762962962962963,0.08,0.0762962962962963,0.08,0.0815594541910331,0.0806724799550744,0.0232905919921395,0.114950266988914,-0.10616393442623,-0.00781536734059875,-0.116588288431904,-0.116588288431904,-0.116588288431904,-0.116588288431904,-0.0339572586588062,-0.04,-0.0356521739130435,-0.0761936005324965,-0.0777413056620977,-0.0779737449979853,-0.0781116760324681,-0.0817017017017017,0,-0.0123076923076923,-0.00461538461538462,-0.140916817988641,-0.108408774049633,-0.152527658036253,-0.14350799924713,-0.21857627235249,-0.0449889059566479,-0.0430534220856802,-0.112640515359231,-0.025,-0.0699664334072936,-0.0589664334072936,-0.0539170506912442,-0.207164466446645,-0.247877034569416,-0.249019607843137,-0.242959001782531
"EGR1",0.266666666666667,0.241872062534013,0.0571428571428571,0.0571428571428571,-0.00312770562770563,0.0177631578947368,0.0928341065544144,0.0436649322397625,0.1,0.0344298245614035,0.0125,0.0275688053851397,0.1,0.0859484433970328,0.0762962962962963,0.08,0.0762962962962963,0.08,0.0815594541910331,0.0806724799550744,0.0232905919921395,0.114950266988914,-0.10616393442623,-0.00781536734059875,-0.116588288431904,-0.116588288431904,-0.116588288431904,-0.116588288431904,-0.0339572586588062,-0.04,-0.0356521739130435,-0.0761936005324965,-0.0777413056620977,-0.0779737449979853,-0.0781116760324681,-0.0817017017017017,0,-0.0123076923076923,-0.00461538461538462,-0.140916817988641,-0.108408774049633,-0.152527658036253,-0.14350799924713,-0.21857627235249,-0.0449889059566479,-0.0430534220856802,-0.112640515359231,-0.025,-0.0699664334072936,-0.0589664334072936,-0.0539170506912442,-0.207164466446645,-0.247877034569416,-0.249019607843137,-0.242959001782531
