"","TGFR","PAK1","GSK3","EGR1","MEK","ERK","ZEB2","ZEB1","cfos","RKIP","SNAI2","Destcompl","TrCP","SOSGRB2","RAS","Wnt","DSH","cateninnuc","RAF","PI3K","DELTA","Patched","TCFLEF","SRC","Csn","miR200","Ecadherin","ILK","LIV1","FOXC2","NOTCH","Jagged","NOTCHic","Csl","cateninmemb","SMAD","AKT","IKK","NFB","HEY1","STAT","cMet","FUS","KLF4","SHH","CD44","Frizzled","SMO","GLI","AXIN2","SUFU","SNAI1","TWIST1","TGF","CDC42"
"LIV1",-0.147288006111536,-0.161904761904762,0.117662337662338,-0.16,-0.142454433800049,-0.143787767133382,0.0128188539935385,0.0128188539935385,-0.155652173913043,-0.0869439400378627,-0.135217748157783,0.109124280271911,0.0333333333333333,-0.0738311331133113,0.125176417450449,0.0762573099415205,0.09,0.0811801039687691,0.120176417450449,0.120176417450449,0.120176417450449,0.0694800022757012,0.0807663108653208,0.0788888888888889,0.0333333333333333,0.0828851368266119,0.0701979621908293,0.0661119644990613,0.05,0.00724055475848876,-0.000622710622710621,-0.0224301295160191,-0.00282051282051282,-0.00128205128205128,-0.0599732811230149,-0.0628861580474484,-0.0225146198830409,-0.0280701754385965,-0.0333333333333333,-0.0675662168915542,-0.09,-0.0761861861861862,-0.0595238095238095,-0.013512360135311,-0.0674800022757012,-0.0811366812356911,-0.0788888888888889,-0.075652841781874,-0.0816231636000571,-0.100791585339406,-0.0761904761904762,0.0439922127357552,0.054176359872012,0.146741558024104,0.144257703081232
"Csl",-0.136452663059608,-0.156444444444444,0.120902402634943,-0.153333333333333,-0.134016563146998,-0.136190476190476,0.0128724833408955,0.0128724833408955,-0.153333333333333,-0.0863576427332714,-0.0764054417724173,0.118300854873272,0.0333333333333333,-0.0893352005290388,0.132424224289689,0.0722054289796225,0.0784615384615385,0.0803889558450164,0.125806577230865,0.125806577230865,0.125806577230865,0.0725271249939182,0.0795313229119118,0.0754312354312354,0.0222222222222222,0.0827261851199287,0.0668412815704934,0.0640424803014731,0.04,-0.00592033476349383,0.0290203514651732,1.02630690379177e-06,0.0244748969197187,0.0218433179723502,-0.0473584459475278,-0.0607091469681398,-0.00516795865633075,-0.0152454780361757,-0.0222222222222222,0.0360242201674427,-0.0784615384615385,-0.0721345321345322,-0.0602564102564102,-0.0154589371980676,-0.0708029870628837,-0.0790733076447362,-0.0754312354312354,-0.0779034690799397,-0.0794634934957516,-0.115744843021362,-0.0833333333333333,0.0443326882457317,0.0446799799219545,0.137132935168451,0.137089605734767
"SNAI1",-0.146741558024104,-0.144257703081232,0.117992370665638,-0.155652173913043,-0.141109142320229,-0.142454433800049,0.0129418552235508,0.0129418552235508,-0.143787767133382,-0.0848518898286577,-0.134044432703543,0.109727350447349,0.0333333333333333,-0.0772273595284057,0.124683806613011,0.0816231636000571,0.0788888888888889,0.0825740120740866,0.125176417450449,0.125176417450449,0.125176417450449,0.0674800022757012,0.0811801039687691,0.0761861861861862,0.0333333333333333,0.0825969523885715,0.0703540495997783,0.0628861580474484,0.09,0.00609697153104276,0.000193615907901624,-0.0214889530454309,-0.000622710622710621,-0.00282051282051282,-0.0607677543527212,-0.0625171543574115,-0.0245979532163743,-0.0225146198830409,-0.0280701754385965,-0.0633995502248876,-0.0788888888888889,-0.0811366812356911,-0.075652841781874,-0.0144469395745633,-0.0676741770329827,-0.0807663108653208,-0.0762573099415205,-0.0694800022757012,-0.081805978956547,-0.101490886038706,-0.0595238095238095,-0.0549401716058818,0.0540737957694479,0.144120590282168,0.147288006111536
"CDC42",-0.144257703081232,-0.257142857142857,0.115844155844156,-0.22,-0.143787767133382,-0.155652173913043,0.0131403974018986,0.0131403974018986,-0.16,-0.0886013986013986,-0.13612190728979,0.108071648692963,0,-0.0847222222222222,0.120176417450449,0.0788888888888889,0.05,0.0807663108653208,0.125054466230937,0.125054466230937,0.125054466230937,0.075652841781874,0.0811366812356911,0.09,0.0333333333333333,0.0833927510398099,0.0681910417756044,0.0677248677248677,0.1,0.00724055475848876,-0.00282051282051282,-0.0261111111111111,-0.00128205128205128,-0.0166666666666667,-0.0612553324050661,-0.0661119644990613,-0.0280701754385965,-0.0333333333333333,-0.0333333333333333,-0.0675662168915542,-0.05,-0.0788888888888889,-0.0761904761904762,-0.0118730158730159,-0.0694800022757012,-0.0761861861861862,-0.09,-0.0595238095238095,-0.0762573099415205,-0.0982758620689655,-0.0333333333333333,0.0447082031892159,0.0574372294372294,0.147288006111536,0.161904761904762
"FUS",0.182072072072072,0.16,0.293974366705477,0.12,0.200307049272566,0.192261072261072,0.0133868843367648,0.0133868843367648,0.189230769230769,0.157684503354606,0.506132846716763,0.368960557916593,-0.1,-0.086774628879892,0.393709964378061,0.197222222222222,0.15,0.343411341601506,0.382792933810376,0.382792933810376,0.382792933810376,0.0519444444444444,0.336346124210202,0.283333333333333,-0.1,-0.109686737208983,0.108261692900876,-0.0444444444444444,0.2,-0.0377132486388385,0.347878787878788,0.224934021801492,0.331969696969697,0.296969696969697,0.148166508324483,0.052831541218638,0.218967032967033,0.207428571428571,0.171428571428571,0.0562669214843128,-0.25,-0.305555555555556,-0.0533333333333333,-0.0183060109289617,-0.0529545454545454,-0.322060409924488,-0.175,-0.0408333333333333,-0.214529914529915,-0.46965673007652,0.0666666666666667,-0.129406138596644,-0.23008246928789,-0.192710369944413,-0.176666666666667
"KLF4",0.0906060606060606,0.0772727272727273,0.135111366424013,0.08,0.126182259220464,0.131336898395722,0.0134984520123839,0.0134984520123839,0.125454545454545,0.0415172129457844,0.193608689411709,0.1497094603243,-0.1,-0.0390222984562607,0.163514328808446,0.077063383492932,0.0666666666666667,0.0887798980682912,0.159102564102564,0.159102564102564,0.159102564102564,0.0333333333333333,0.0844212430247046,0.0607843137254902,-0.1,-0.0123158323158323,0.10682500371141,-0.0306666666666667,0.0333333333333333,-0.0846698483117116,0.166154984462092,0.0856017445822543,0.163062200956938,0.147272727272727,0.00490677682750853,0.0379130434782609,0.145925925925926,0.153333333333333,0.12,0.0424293353705118,-0.0666666666666667,-0.077063383492932,-0.0333333333333333,-0.0185185185185185,-0.0387096774193548,-0.0814112095798886,-0.0607843137254902,-0.0333333333333333,-0.0822357972860355,-0.174618522474043,0,-0.0281154867672076,-0.0585315904139434,-0.0979231337767923,-0.0972727272727273
"HEY1",0.0906060606060606,0.0772727272727273,0.135111366424013,0.08,0.126182259220464,0.131336898395722,0.0134984520123839,0.0134984520123839,0.125454545454545,0.0415172129457844,0.193608689411709,0.1497094603243,-0.1,-0.0390222984562607,0.163514328808446,0.077063383492932,0.0666666666666667,0.0887798980682912,0.159102564102564,0.159102564102564,0.159102564102564,0.0333333333333333,0.0844212430247046,0.0607843137254902,-0.1,-0.0123158323158323,0.10682500371141,-0.0306666666666667,0.0333333333333333,-0.0846698483117116,0.166154984462092,0.0856017445822543,0.163062200956938,0.147272727272727,0.00490677682750853,0.0379130434782609,0.145925925925926,0.153333333333333,0.12,0.0424293353705118,-0.0666666666666667,-0.077063383492932,-0.0333333333333333,-0.0185185185185185,-0.0387096774193548,-0.0814112095798886,-0.0607843137254902,-0.0333333333333333,-0.0822357972860355,-0.174618522474043,0,-0.0281154867672076,-0.0585315904139434,-0.0979231337767923,-0.0972727272727273
"FOXC2",0.0906060606060606,0.0772727272727273,0.135111366424013,0.08,0.126182259220464,0.131336898395722,0.0134984520123839,0.0134984520123839,0.125454545454545,0.0415172129457844,0.193608689411709,0.1497094603243,-0.1,-0.0390222984562607,0.163514328808446,0.077063383492932,0.0666666666666667,0.0887798980682912,0.159102564102564,0.159102564102564,0.159102564102564,0.0333333333333333,0.0844212430247046,0.0607843137254902,-0.1,-0.0123158323158323,0.10682500371141,-0.0306666666666667,0.0333333333333333,-0.0846698483117116,0.166154984462092,0.0856017445822543,0.163062200956938,0.147272727272727,0.00490677682750853,0.0379130434782609,0.145925925925926,0.153333333333333,0.12,0.0424293353705118,-0.0666666666666667,-0.077063383492932,-0.0333333333333333,-0.0185185185185185,-0.0387096774193548,-0.0814112095798886,-0.0607843137254902,-0.0333333333333333,-0.0822357972860355,-0.174618522474043,0,-0.0281154867672076,-0.0585315904139434,-0.0979231337767923,-0.0972727272727273
"NOTCHic",-0.137089605734767,-0.144444444444444,0.118398720749818,-0.22,-0.136190476190476,-0.153333333333333,0.0139774557165862,0.0139774557165862,-0.153333333333333,-0.0858968132401838,-0.0784188645912093,0.116655516664862,0,-0.0999043062200957,0.125806577230865,0.0754312354312354,0.04,0.0795313229119118,0.131225296442688,0.131225296442688,0.131225296442688,0.0779034690799397,0.0790733076447362,0.0784615384615385,0.0333333333333333,0.0825083201961815,0.0641668629658422,0.0647619047619048,0.1,-0.00534562211981567,0.0244748969197187,-0.00468647369309621,0.0218433179723502,0.105714285714286,-0.0488874979352953,-0.0640424803014731,-0.0152454780361757,-0.0222222222222222,-0.0222222222222222,0.0366778149386845,-0.04,-0.0754312354312354,-0.0833333333333333,-0.0154589371980676,-0.0725271249939182,-0.0721345321345322,-0.0784615384615385,-0.0602564102564102,-0.0722054289796225,-0.111374663072776,-0.0333333333333333,0.0459137159137159,0.0480659844366272,0.136452663059608,0.156444444444444
"Jagged",-0.144444444444444,-0.2,0.113026819923372,-0.1,-0.153333333333333,-0.22,0.0154589371980676,0.0154589371980676,-0.2,-0.0923076923076923,-0.0846153846153846,0.111119691119691,0,-0.12,0.118181818181818,0.04,0,0.0721345321345322,0.1,0.1,0.1,0.0833333333333333,0.0754312354312354,0.1,0,0.0842424242424242,0.0643508771929825,0.0666666666666667,0,0.00571428571428572,0.105714285714286,-0.00164502164502164,0.12,0.1,-0.047453813791842,-0.0714285714285714,-0.0222222222222222,-0.0333333333333333,0,0.0333333333333333,0,-0.04,0,-0.0111111111111111,-0.0602564102564102,-0.0784615384615385,-0.1,-0.0333333333333333,-0.0784615384615385,-0.105714285714286,0,0.05,0.047,0.156444444444444,0.2
"DELTA",-0.144444444444444,-0.2,0.113026819923372,-0.1,-0.153333333333333,-0.22,0.0154589371980676,0.0154589371980676,-0.2,-0.0923076923076923,-0.0846153846153846,0.111119691119691,0,-0.12,0.118181818181818,0.04,0,0.0721345321345322,0.1,0.1,0.1,0.0833333333333333,0.0754312354312354,0.1,0,0.0842424242424242,0.0643508771929825,0.0666666666666667,0,0.00571428571428572,0.105714285714286,-0.00164502164502164,0.12,0.1,-0.047453813791842,-0.0714285714285714,-0.0222222222222222,-0.0333333333333333,0,0.0333333333333333,0,-0.04,0,-0.0111111111111111,-0.0602564102564102,-0.0784615384615385,-0.1,-0.0333333333333333,-0.0784615384615385,-0.105714285714286,0,0.05,0.047,0.156444444444444,0.2
"Csn",0.194435166823227,0.168181818181818,0.460554222521607,0.103333333333333,0.149856601731602,0.138398268398268,0.0215913978494624,0.0215913978494624,0.121515151515152,0.154881489410505,0.189029917679127,0.481977245372425,-0.02,-0.0211506975671625,0.423801380569358,0.208876886857776,0.166666666666667,0.23973900259063,0.410557618573197,0.410557618573197,0.410557618573197,0.0244518921938277,0.232944053703078,0.190804597701149,-0.145,-0.0339229936504086,0.0383636688247353,-0.025151397515528,0.133333333333333,0.0672772347834511,0.223175435675436,0.0897599035008362,0.204906204906205,0.182828282828283,0.0739426376592569,0.0284932998291526,0.2009,0.1825,0.161666666666667,0.0345044296788483,-0.166666666666667,-0.208876886857776,-0.0142857142857143,-0.0248552754435107,-0.0277305807184178,-0.222654664635554,-0.190804597701149,-0.0233766233766234,-0.222414004761706,-0.254977769908719,-0.0142857142857143,-0.142518767025166,-0.174504441327723,-0.202788388780267,-0.181614654002714
"cateninmemb",0.246183296378418,0.221272727272727,0.324439652536894,0.165454545454545,0.221399562636676,0.210027013617068,0.0217897231229733,0.0217897231229733,0.200748663101604,0.0723464871137423,0.474100697906986,0.35840428887213,-0.2,-0.0817655201468508,0.396503239886414,0.375682815227133,0.329411764705882,0.403990862807809,0.387006033182504,0.387006033182504,0.387006033182504,0.26377688172043,0.397454915095391,0.35499316005472,-0.26,-0.0238350124942304,0.252346732146966,-0.0729275362318841,0.3,-0.172202008157715,0.409730436053447,0.383064496459904,0.391514822670547,0.365741626794258,0.141129719973552,0.0784965434958066,0.355189995189995,0.338306878306878,0.312380952380952,0.100432421901036,-0.329411764705882,-0.37499316005472,-0.25,-0.0445382090951711,-0.266926488019643,-0.387367741994519,-0.35499316005472,-0.25625,-0.3883494818938,-0.440732457548244,-0.233333333333333,-0.0500128602475252,-0.331155925560789,-0.255044055872089,-0.235939393939394
"SHH",0.1,0,0.256410256410256,0,0.12,0.1,0.025,0.025,0.1,0.16,0.429501915708812,0.331168831168831,0,-0.05,0.338461538461538,0.1,0,0.305555555555556,0.3,0.3,0.3,-0.0666666666666667,0.283333333333333,0.1,0,-0.116666666666667,0.0769444444444444,0,0,0,0.233333333333333,0.162857142857143,0.2,0.1,0.14078853046595,0.0333333333333333,0.1,0.1,0,0,-0.1,-0.2,0.2,0,-0.0533333333333333,-0.25,0,0.1,-0.15,-0.371428571428571,0.2,-0.133333333333333,-0.2,-0.16,-0.1
"Wnt",0.373333333333333,0.3,0.434247648902821,0.1,0.245882352941176,0.24,0.025011956001913,0.025011956001913,0.2,0.268333333333333,0.301206896551724,0.48126060492847,-0.1,0.0757575757575758,0.393472317156528,0.175,0.2,0.244786635462829,0.361654135338346,0.361654135338346,0.361654135338346,-0.0272727272727273,0.222932330827068,0.1,-0.1,-0.142626262626263,-0.0263422127308831,-0.0743589743589744,0,0.0565182186234818,0.23452380952381,0.118774509803922,0.192857142857143,0.15,0.124194915254237,0.0906380441264162,0.218333333333333,0.193333333333333,0.133333333333333,0.081025641025641,-0.1,-0.175,0,-0.0274509803921569,0.00346320346320346,-0.190789473684211,-0.2,0,-0.190789473684211,-0.23030303030303,0,-0.241614906832298,-0.254411764705882,-0.395072463768116,-0.366666666666667
"cateninnuc",0.270341543513957,0.240571428571429,0.375624881542756,0.230434782608696,0.269028183813873,0.263064881061579,0.0287066963251959,0.0287066963251959,0.241545893719807,0.13878891084102,0.598554262966475,0.424206995584553,-0.3,-0.0609393298255136,0.488770158770159,0.414105549007276,0.373426573426573,0.341767873806079,0.476312246312246,0.476312246312246,0.476312246312246,0.234449874984444,0.435167487172553,0.395648795648796,-0.3625,-0.0267367277338243,0.208838120751582,-0.0793665223665223,0.327272727272727,-0.178963315373151,0.525277542206986,0.414003979682644,0.507095724025168,0.480351537978657,0.18196070208013,0.0838685687512427,0.432462121212121,0.413712121212121,0.383712121212121,0.11379564170395,-0.373426573426573,-0.413040099996622,-0.221111111111111,-0.0566246920339447,-0.238589308535642,-0.427325814282336,-0.39671424465945,-0.232586520947177,-0.42873005493613,-0.574588375068907,-0.211111111111111,-0.112506385137081,-0.321224228315164,-0.275363377575093,-0.260571428571429
"DSH",0.405548654244306,0.373333333333333,0.464584427360249,0.24,0.27938277065212,0.268104575163399,0.0287930427720073,0.0287930427720073,0.245882352941176,0.285491175491175,0.345268842251918,0.510673709591641,-0.133333333333333,0.0558019216555802,0.434725983977587,0.222932330827068,0.175,0.267884205746508,0.413157356526606,0.413157356526606,0.413157356526606,-0.00991481636642927,0.257643778319972,0.190789473684211,-0.193333333333333,-0.146704006528702,-0.0105998631869532,-0.0953109413226779,0.1,0.0503468705916686,0.287286732874968,0.158755717226989,0.260014005602241,0.23452380952381,0.132300810144584,0.0994618847189043,0.273721264367816,0.249583333333333,0.218333333333333,0.107192121055503,-0.175,-0.222932330827068,0.0272727272727273,-0.0342470968970112,0.00193935624372988,-0.244786635462829,-0.190789473684211,0.00346320346320346,-0.244500958278048,-0.288599566462387,0,-0.242636300897171,-0.286245604624829,-0.419137504418522,-0.395072463768116
"GSK3",0.419137504418522,0.395072463768116,0.37223833751,0.245882352941176,0.287905497924848,0.27938277065212,0.0304275152831514,0.0304275152831514,0.268104575163399,0.290754333385912,0.358815002735094,0.51881037743243,-0.193333333333333,0.0469647123532546,0.445860437759099,0.244500958278048,0.190789473684211,0.275844732062298,0.434725983977587,0.434725983977587,0.434725983977587,-0.00193935624372988,0.267884205746508,0.222932330827068,-0.218333333333333,-0.147759106177002,-0.00687908610430585,-0.0994618847189043,0.175,0.0473165675613656,0.303650369238605,0.16824476832188,0.287286732874968,0.260014005602241,0.133096566112754,0.102910160580973,0.286541777188329,0.273721264367816,0.249583333333333,0.114458557041662,-0.190789473684211,-0.244786635462829,0.00346320346320346,-0.0334837381183853,-0.00332380165100696,-0.257643778319972,-0.222932330827068,0.00991481636642927,-0.257236807334652,-0.306103371637425,0.0272727272727273,-0.24341149469562,-0.293800022038401,-0.428111863392881,-0.405548654244306
"ILK",0.371882352941176,0.35,0.456553631553631,0.2,0.266772282683565,0.248739495798319,0.0337686028206501,0.0337686028206501,0.242857142857143,0.271137685843568,0.32099170589103,0.499308409944254,0,0.0826923076923077,0.401827432841131,0.177294685990338,0.1,0.239701528376213,0.382649350649351,0.382649350649351,0.382649350649351,-0.0179487179487179,0.226299466520542,0.155555555555556,-0.0333333333333333,-0.146190303567353,-0.050474126101821,-0.0935014005602241,0.1,0.0708524970963995,0.261042183622829,0.138508771929825,0.238461538461538,0.2,0.137468200325479,0.0991014005602241,0.152488687782805,0.129411764705882,0.1,0.101651363804527,-0.1,-0.177294685990338,0,-0.0280701754385965,0.0207264957264957,-0.206525455221107,-0.155555555555556,0.0333333333333333,-0.206525455221107,-0.244761904761905,0,-0.229078099838969,-0.266515064091686,-0.385703491152559,-0.355882352941176
"TGF",-0.0415873015873016,-0.04,-0.0142857142857143,0.0666666666666667,0.0739515455304929,0.0583959899749374,0.0458054226475279,0.0458054226475279,0.0952380952380952,0.0515151515151515,-0.037762259101899,0.0244453636531007,0,0.0736842105263158,0.0476190476190476,-0.0585714285714286,-0.1,-0.0583364930336132,0.0583333333333333,0.0583333333333333,0.0583333333333333,0.104137931034483,-0.0535518040383979,-0.0333333333333333,0.0333333333333333,-0.0855765881627951,-0.0842254119524905,0.0933333333333333,0,0.139472049689441,-0.0302298850574713,-0.124012027491409,-0.0233333333333333,-0.0333333333333333,0.0686561647787959,-0.0917204301075269,-0.0173558897243108,-0.0226190476190476,-0.00833333333333333,-0.108768536428111,0.1,0.0633333333333333,-0.113333333333333,-0.0403508771929825,-0.0885129310344828,0.0614465408805031,0.0285714285714286,-0.08,0.0566846361185984,0.092989417989418,-0.133333333333333,-0.028560076287349,-0.0172222222222222,-0.049484126984127,0.0511111111111111
"CD44",0.161666666666667,0.0666666666666667,0.080952380952381,0.1,0.155,0.135,0.0634920634920635,0.0634920634920635,0.075,0.201481481481482,0.229361749361749,-0.017379679144385,0.1,0.0976190476190476,0.0171428571428571,0.05,0,0.0787775790101372,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.05,0.0710852713178295,0,0,-0.0996179183135705,0.115874497882966,-0.0611111111111111,-0.1,0.0745833333333333,0.00902255639097744,0.0935198135198135,0.0142857142857143,0,-0.0795238095238095,0.0590702947845805,0.00666666666666667,0,0,0.0497076023391813,0.1,0.05,0.1,0.0174603174603175,0.0590909090909091,-0.0966666666666667,-0.1,0.05,-0.0966666666666667,-0.11,0.1,-0.1443115364168,-0.131648351648352,-0.156111111111111,-0.0866666666666667
"TWIST1",-0.0124568965517241,-0.02,0.113958312982421,-0.02,0.0011761558341018,0.00963386727688787,0.0662908522557645,0.0662908522557645,0.00173913043478261,0.0799334690639038,-0.215092634569709,0.109159010761882,0,-0.0536662168241116,0.111365159726263,0.0793149540517961,0.080952380952381,0.0791978705420227,0.109995296712564,0.109995296712564,0.109995296712564,0.166928462709285,0.0773002282188484,0.0698412698412698,0,-0.0892565419417951,0.00153235322744509,0.105209755209755,0.0666666666666667,0.0939569713857036,0.0288319088319088,-0.024108971183081,0.0288319088319088,0.0237037037037037,-0.0414990319876474,-0.100919326166851,0.0045756503383622,0.0113553113553114,-0.00769230769230769,-0.107189420748743,-0.080952380952381,-0.0783519081391422,-0.177777777777778,-0.0678236397748593,-0.172347181921107,-0.0771470888620337,-0.0698412698412698,-0.173777777777778,-0.0785149540517961,-0.109640520769553,-0.166666666666667,-0.0863018751409303,-0.102945770222658,0.00995120179090409,0.00620689655172414
"cMet",0.156111111111111,0.0866666666666667,0.0745007680491551,0.075,0.145909090909091,0.155,0.0685425685425685,0.0685425685425685,0.135,0.216296296296296,0.236661019434742,-0.0126499494146553,0,0.124285714285714,0.015256064690027,0.0966666666666667,0.1,0.0849922682756739,0.0171428571428571,0.0171428571428571,0.0171428571428571,-0.0590909090909091,0.0787775790101372,-0.05,0,-0.10118041831357,0.111039892285002,-0.0590702947845805,-0.1,0.0733175105485232,0.0196608542633179,0.080476335258944,0.00902255639097744,0.0142857142857143,-0.0834384002711405,0.0754339311482169,0.000416666666666667,0.00666666666666667,0,0.0477468180254558,0,-0.0966666666666667,0.05,0.0365079365079365,0.0465909090909091,-0.0710852713178295,-0.05,0.05,-0.0693939393939394,-0.102063492063492,0.1,-0.147701366925274,-0.12153599209779,-0.16887706855792,-0.161666666666667
"miR200",0.0197501581277672,0.00833333333333333,0.00727411957928775,0.0142857142857143,0.0158812615955473,0.0179220779220779,0.0999148745519713,0.0999148745519713,0.00428571428571428,0.00169442009932807,0.097918764357672,0.0780847042679013,0,0.015170857511283,0.0926282266015024,0.0197746478873239,0.02,0.0245230609029573,0.088388825105243,0.088388825105243,0.088388825105243,0.0129008438818565,0.024220030599927,0.0243478260869565,-0.02,7.64323720492694e-06,0.00870004011836769,-0.00104883644706654,0,-0.0108173127685323,0.0143057526926609,-0.00175620554623192,0.0126108374384236,0.00916256157635468,-0.0107430671381595,0.00198927531853989,0.0232543623208966,0.017593984962406,0.0147368421052632,0.00175141242937853,-0.02,-0.0201224739742805,-0.0075,-0.101173222912353,-0.0129008438818565,-0.0246168559967524,-0.024,-0.0141666666666667,-0.0241702522829283,-0.0814360908261548,-0.02,-0.00296222296222296,-0.0793621920002288,-0.0168431813835812,-0.0181372549019608
"Destcompl",0.435263898662913,0.388367346938776,0.621379231321455,0.321538461538462,0.400808648362083,0.381399365661661,0.129974046664611,0.129974046664611,0.357902097902098,0.374329790970329,0.616948304545358,0.609808112764384,-0.266666666666667,-0.0118075643304687,0.605923989651087,0.510059655672025,0.434920634920635,0.563649339688484,0.585201854643238,0.585201854643238,0.585201854643238,0.187242995822592,0.55151267472163,0.477386388345292,-0.338095238095238,-0.191566672601879,0.148417943820405,-0.0980952380952381,0.377777777777778,0.0104527471045194,0.478560458166627,0.449894640824141,0.447097532314924,0.407967097532315,0.320447930732291,0.10546365914787,0.45807857129713,0.427206088075653,0.390269151138716,0.11891458968382,-0.434920634920635,-0.509724696803004,-0.170114942528736,-0.143029454083638,-0.192465432959923,-0.533978428146287,-0.477386388345292,-0.181543513957307,-0.534363922833435,-0.575159331754139,-0.166666666666667,-0.336611714351916,-0.433854138189177,-0.449943701618578,-0.415263898662913
"ZEB1",0.254810116092546,0.249233716475096,0.113383417262172,0.166666666666667,0.179993435259566,0.182196078431373,0.171486335048378,0.171486335048378,0.178666666666667,0.146934277843369,0.191987649826133,0.131873508184901,0.0666666666666667,0.112358674463938,0.141408573054314,0.0289466630930046,0.0285714285714286,0.0292334317998446,0.138416447070062,0.138416447070062,0.138416447070062,0.0964572192513369,0.0271786372792966,0.0157598499061914,0.0466666666666667,0.0582693814921696,0.0841654719061029,0.0545834160282618,0,-0.0214801162390487,-0.0352657591962405,-0.0636598412597658,-0.0377450980392157,-0.0416666666666667,0.015932020337997,-0.0521795698744157,-0.0313566703644357,-0.0299280989358643,-0.0414035087719298,-0.065743686365448,-0.0230769230769231,-0.0236029871610933,-0.0958333333333333,-0.173412345876808,-0.0975248349096999,-0.0263807649388711,-0.0212543554006969,-0.100378787878788,-0.0320394465981592,-0.122703586075052,-0.108333333333333,-0.122706469293573,-0.198627614687009,-0.257566021604357,-0.259378644011328
"AXIN2",0.454411122036491,0.358333333333333,0.658833127970428,0.273333333333333,0.419264336375236,0.386850543271788,0.179864995927777,0.179864995927777,0.339186991869919,0.413165248729765,0.628044957867575,0.746571231491497,-0.2,0.00130873956960913,0.624842697992032,0.505832665062817,0.386666666666667,0.597251852290239,0.58940962712589,0.58940962712589,0.58940962712589,0.215247252747253,0.575159331754139,0.454108527131783,-0.277777777777778,-0.2324815488201,0.149273800261782,-0.0804692891649413,0.3,0.0575456861639531,0.476087008060692,0.462226028965159,0.428114035087719,0.365614035087719,0.355326726959866,0.095151828847481,0.456666666666667,0.411111111111111,0.351690821256039,0.0958766358360679,-0.386666666666667,-0.505832665062817,-0.188461538461538,-0.186009420866524,-0.223443974058728,-0.545264841718969,-0.454108527131783,-0.202747252747253,-0.545455306572251,-0.0942182080851086,-0.15,-0.390778834237862,-0.464101966948485,-0.481143795303818,-0.416358024691358
