"","miR200","IKK","FUS","NFB","NOTCH","Csn","SUFU","Csl","MEK","cfos","EGR1","TWIST1","Ecadherin","RAS","RAF","PI3K","DELTA","cateninmemb","Wnt","GLI","cMet","CD44","LIV1","TCFLEF","cateninnuc","SNAI2","STAT","DSH","AXIN2","SRC","Frizzled","Destcompl","PAK1","CDC42","TGFR","TGF","FOXC2","GSK3","SOSGRB2","ERK","TrCP","NOTCHic","Jagged","RKIP","SNAI1","SMO","AKT","Patched","SHH","HEY1","ILK","SMAD","ZEB2","ZEB1","KLF4"
"CD44",-0.343776899429073,-0.133333333333333,-0.1,-0.1,-0.161654135338346,-0.1,-0.1,-0.1,-0.385,-0.325,-0.3,-0.215457875457875,-0.164386060145478,-0.0619047619047619,-0.0476190476190476,-0.0476190476190476,-0.0476190476190476,-0.179029304029304,-0.1,-0.12,0,-0.12,-0.1,-0.126976744186046,-0.117745974955277,0.256783216783217,-0.1,0,0.14,0,0.1,0.232975008185092,0.133333333333333,0.0733333333333333,0.0983333333333333,0.120555555555556,0.131666666666667,0.263095238095238,0.335714285714286,0.365,0,0.114285714285714,0.182937062937063,0.358148148148148,0.271531100478469,0.15,0.193333333333333,0.23,0.257272727272727,0.237426900584795,0.261111111111111,0.303968253968254,0.334920634920635,0.334920634920635,0.187301587301587
"RKIP",-0.37138001971701,-0.2,-0.2,-0.2,-0.211538461538462,-0.1,-0.1,-0.2,-0.421335289801908,-0.36,-0.31,-0.16889780154486,-0.0375428690303395,-0.120679320679321,-0.112987012987013,-0.112987012987013,-0.112987012987013,0.0354783354783355,0.07,0.0738461538461538,0.0736842105263158,0.0775303643724696,0,0.0670408538829591,0.0601706248753256,0.29609896835111,-0.1,-0.1,-0.112623066104079,-0.1,-0.1,0.265744067661908,0.1,0.16,0.131428571428571,0.147316421895861,0.146949602122016,0.370764381402679,0.407492063492063,0.397931034482759,0.1,0.2,0.252235427277872,0.464635854341737,0.260988355684229,0.18,0.233333333333333,0.232,0.286098360655738,0.316647309330236,0.334274711168164,0.361007384435491,0.35993400286944,0.35993400286944,0.31793400286944
"RAF",-0.37138001971701,-0.2,-0.2,-0.2,-0.211538461538462,-0.1,-0.1,-0.2,-0.421335289801908,-0.36,-0.31,-0.16889780154486,-0.0375428690303395,-0.120679320679321,-0.112987012987013,-0.112987012987013,-0.112987012987013,0.0354783354783355,0.07,0.0738461538461538,0.0736842105263158,0.0775303643724696,0,0.0670408538829591,0.0601706248753256,0.29609896835111,-0.1,-0.1,-0.112623066104079,-0.1,-0.1,0.265744067661908,0.1,0.16,0.131428571428571,0.147316421895861,0.146949602122016,0.370764381402679,0.407492063492063,0.397931034482759,0.1,0.2,0.252235427277872,0.464635854341737,0.260988355684229,0.18,0.233333333333333,0.232,0.286098360655738,0.316647309330236,0.334274711168164,0.361007384435491,0.35993400286944,0.35993400286944,0.31793400286944
"cMet",-0.379714399429073,-0.193333333333333,-0.15,-0.133333333333333,-0.172292433210686,-0.1,-0.1,-0.114285714285714,-0.401363636363636,-0.365,-0.325,-0.218828661974729,-0.172783006710364,-0.0807726864330638,-0.0619047619047619,-0.0619047619047619,-0.0619047619047619,-0.181520407232151,-0.12,-0.129090909090909,-0.12,-0.126976744186046,-0.1,-0.117745974955277,-0.117181003203865,0.25386350875402,0,0.1,0.151111111111111,0,0.1,0.242434467644552,0.0733333333333333,0.0983333333333333,0.120555555555556,0.114172576832151,0.127869198312236,0.288901689708141,0.362380952380952,0.385,0.1,0.161654135338346,0.202502280328367,0.376666666666667,0.298649744546266,0.23,0.218333333333333,0.257272727272727,0.294772727272727,0.278603371173031,0.303968253968254,0.34033189033189,0.368253968253968,0.368253968253968,0.234920634920635
"IKK",-0.400914158305463,-0.0428571428571429,0.04,0.0571428571428571,-0.145454545454545,0.1,0.1,-0.145454545454545,-0.144412698412698,-0.0928571428571429,-0.05,-0.140980392156863,-0.0312718362581152,-0.0545393352249005,-0.0418632788868724,-0.0418632788868724,-0.0418632788868724,0.0565555859410608,0.108119658119658,0.0911965811965812,0.108119658119658,0.0911965811965812,-0.1,0.0838519484282196,0.0825861256434095,0.152501865281881,-0.15,-0.15,-0.143095238095238,-0.138888888888889,-0.138888888888889,0.104225825443326,0.1,0.122222222222222,0.122222222222222,0.124622222222222,0.0949206349206349,0.218461538461538,0.256932773109244,0.128857142857143,0,0.140692640692641,0.0959122149328335,0.190255009107468,0.198487418716426,-0.04,0.0725868725868726,0.00814814814814814,0.0495274584929757,0.13828689370485,0.15,0.180693069306931,0.393914786967419,0.393914786967419,0.362271062271062
"NFB",-0.422364309362864,-0.0725868725868726,0.04,-0.0428571428571429,-0.153841642228739,0.0571428571428571,0.04,-0.140692640692641,-0.150295051353875,-0.128857142857143,-0.0928571428571429,-0.142567693744164,-0.0317533771890943,-0.05951445960301,-0.0545393352249005,-0.0545393352249005,-0.0545393352249005,0.0564499893201527,0.0911965811965812,0.0844550081628733,0.0911965811965812,0.0838519484282196,-0.15,0.0825861256434095,0.0850174981924291,0.157583166094889,-0.138888888888889,-0.138888888888889,-0.132456940222898,-0.108119658119658,-0.108119658119658,0.11053811780213,0.122222222222222,0.122222222222222,0.124622222222222,0.127153867791842,0.102490356036173,0.229834087481146,0.257985404688191,0.144412698412698,-0.1,0.145454545454545,0.102387035076718,0.205639624492084,0.206432624195878,0.00814814814814814,0.0992535392535393,0.0495274584929757,0.0748286633122528,0.161501179419136,0.180693069306931,0.204856638080165,0.414987583902284,0.414987583902284,0.387271062271062
"ERK",-0.433596221987392,-0.27921568627451,-0.232,-0.233333333333333,-0.247282643352967,-0.2,-0.18,-0.211538461538462,-0.345527490359011,-0.421335289801908,-0.397931034482759,-0.17938181591237,-0.04726619334062,-0.135452226541335,-0.125441225441225,-0.125441225441225,-0.125441225441225,0.0280800362883519,0.0633566433566433,0.055085966664914,0.0670408538829591,0.0601706248753256,-0.1,0.0605423720872215,0.0592923720872215,0.301109729673535,-0.0736842105263158,-0.07,-0.0984239889781724,-0.0775303643724696,-0.0738461538461538,0.280221511099506,0.131428571428571,0.147316421895861,0.154615691968854,0.152143164496326,0.154544889717304,0.397596812049824,0.415388503621513,0.336335289801908,0.2,0.241465468837732,0.269201652835842,0.506521208395395,0.28621983716571,0.286098360655738,0.2957294477424,0.302438229936783,0.3319068289706,0.369529717024931,0.400490779269439,0.426326645530838,0.418004244089288,0.418004244089288,0.391258216275733
"Destcompl",-0.445433203936912,-0.195484304179956,0.0176245210727969,-0.16935817805383,-0.190931573291511,-0.147619047619048,0.0555555555555556,-0.17768115942029,-0.11345013014239,-0.111561771561772,-0.0964102564102564,-0.251687176797508,-0.243413272323743,-0.130314899545132,-0.124506422308083,-0.124506422308083,-0.124506422308083,0.0760302446553041,0.165266017795517,0.163596258982901,0.164709394969056,0.163216857655623,-0.238888888888889,0.167463432998088,0.171593978638068,-0.283131395813854,-0.203174603174603,-0.203174603174603,-0.224968711358988,-0.177147205914329,-0.177147205914329,0.182991989237648,0.126326530612245,0.125636875439831,0.128794770176673,0.130863735693915,0.0949917495792347,0.290795350356233,0.149243907557869,0.11429401199893,0.133333333333333,0.183115942028986,0.29319284571621,0.346696991819549,0.357708768784941,0.0252326217843459,0.21696081424707,0.0558025699708744,0.073017270164298,0.28521307752077,0.311587301587302,0.326908939014202,0.433495917947814,0.433495917947814,0.404509830864207
"AXIN2",-0.472642727879451,-0.210144927536232,0.0923076923076923,-0.188405797101449,-0.240943236469552,-0.166666666666667,0.1,-0.227719298245614,-0.108754287091695,-0.0801626016260163,-0.0533333333333333,-0.307887381694008,-0.290556957037721,-0.177119594129103,-0.167145840848263,-0.167145840848263,-0.167145840848263,0.104814765323514,0.247973803795777,0.232250533355525,0.247973803795777,0.231885475720067,-0.266666666666667,0.224968711358988,0.22509841304511,-0.340646917605723,-0.286666666666667,-0.286666666666667,0.179072361670521,-0.270387596899225,-0.270387596899225,0.349597926575453,0.149166666666667,0.15533950617284,0.157109417677264,0.159749681703667,0.11761266056348,0.34908775841499,0.188577500106252,0.0997887698503153,0.133333333333333,0.234862155388471,0.332400155661025,0.384496829335539,0.400054847585675,-0.0637362637362637,0.234589371980676,-0.0262362637362637,0.00687849036209691,0.292832734212045,0.317391304347826,0.345169082125604,0.461178314601172,0.461178314601172,0.422887863873887
"ILK",-0.496312482378056,-0.352941176470588,-0.1,-0.3,-0.235980148883375,-0.3,-0.1,-0.2,-0.0676631308261009,-0.0333333333333333,-0.0333333333333333,-0.237941372795257,-0.262054410772845,-0.243184012334697,-0.232225108225108,-0.232225108225108,-0.232225108225108,-0.129860985540501,0.0449275362318841,0.0341583054626533,0.0449275362318841,0.0341583054626533,-0.1,0.0313334467055911,0.0323643745406427,-0.15800933562198,-0.1,-0.1,-0.0826666666666667,-0.0666666666666667,-0.0666666666666667,0.317747534331106,0.1,0.117647058823529,0.121647058823529,0.127338115734099,0.129909407665505,0.328114478114478,0.157692307692308,0.0627450980392157,0.2,0.223076923076923,0.165350877192982,0.315643180349063,0.341638486312399,0.166666666666667,0.386274509803922,0.205128205128205,0.244017094017094,0.273995224161706,0.301448579431773,0.329448579431773,0.485711573104825,0.485711573104825,0.445394736842105
"AKT",-0.52518948772565,-0.386274509803922,-0.166666666666667,-0.352941176470588,-0.253053319615082,-0.3,-0.1,-0.223076923076923,-0.0689289536109111,-0.0627450980392157,-0.0333333333333333,-0.243140149553667,-0.266599865318299,-0.2520996749853,-0.243184012334697,-0.243184012334697,-0.243184012334697,-0.1311861639299,0.0341583054626533,0.0302476909375136,0.0341583054626533,0.0313334467055911,-0.1,0.0323643745406427,0.0332874514637196,-0.157908833109417,-0.0666666666666667,-0.0666666666666667,-0.0758074608904934,-0.0449275362318841,-0.0449275362318841,0.325439842023413,0.117647058823529,0.121647058823529,0.127338115734099,0.128848689752225,0.134420685860994,0.34101770392093,0.15991452991453,0.0676631308261009,0.3,0.235980148883375,0.17528465202742,0.332413366684466,0.35742795999661,0.205128205128205,0.321628045157457,0.244017094017094,0.266122357174989,0.30031101363539,0.329448579431773,0.359414909398103,0.51105403885825,0.51105403885825,0.482146873594242
"GLI",-0.550267864230713,-0.187922186418427,-0.129166666666667,-0.157309941520468,-0.103361437413162,-0.0888888888888889,-0.0666666666666667,-0.0589566755083996,-0.385583817655641,-0.371190476190476,-0.362857142857143,-0.125725862517034,-0.191691140259107,0.012078189158295,0.0114841297523544,0.0114841297523544,0.0114841297523544,-0.22330206759334,-0.0550284629981025,-0.143539101295975,-0.193249409913454,-0.181180444396213,0.2,-0.181505119720888,-0.185270810097457,0.00832047035294823,0.22,0.08,0.236994263285024,0.210322580645161,0.0703225806451613,0.257977856927041,0.146666666666667,0.153563218390805,0.155450010843635,0.16462648143187,0.100264017887857,0.155051674317476,0.331860705666015,0.37508658008658,0.0333333333333333,0.0814566755083996,0.141252421411675,0.298246946697791,0.276321854192479,0.155482456140351,0.212922186418427,0.179972252058718,0.191906408437319,0.315749172540344,0.325755244818158,0.350079569142482,0.538675285884963,0.538675285884963,0.510799656799657
"DELTA",-0.548484848484849,-0.133333333333333,-0.1,-0.1,0.00571428571428572,0,0,0,-0.26,-0.2,-0.1,-0.07,-0.153473684210526,-0.158787878787879,-0.113333333333333,-0.113333333333333,-0.113333333333333,-0.214596670934699,-0.2,-0.207692307692308,-0.2,-0.207692307692308,0,-0.192540792540793,-0.173859473859474,0.0536450477626948,0,0,0.24,0.1,0.1,0.284432432432432,0,0.1,0.0888888888888889,0.108888888888889,0.164285714285714,0.251724137931034,0.12,0.26,0,-0.02,0.122424242424242,0.287179487179487,0.333333333333333,0.133333333333333,0.211111111111111,0.233333333333333,0.333333333333333,0.433333333333333,0.333333333333333,0.395238095238095,0.542995169082126,0.542995169082126,0.477777777777778
"Frizzled",-0.59,-0.27,-0.1,-0.22,-0.264775910364146,-0.2,-0.1,-0.214285714285714,-0.0938562091503268,-0.0533333333333333,-0.0333333333333333,-0.300028011204482,-0.298350266308567,-0.275139800108718,-0.263328776486671,-0.263328776486671,-0.263328776486671,-0.138825665859564,0.0592105263157895,0.0449248120300752,0.0592105263157895,0.0449248120300752,-0.1,0.0363155405068964,0.0348869690783249,-0.159319862939193,-0.1,0,-0.0969556025369979,-0.075,-0.075,0.344248738226937,0.133333333333333,0.14,0.144347826086957,0.154824016563147,0.154497693249223,0.449817136886102,0.196969696969697,0.0827450980392157,0.1,0.239285714285714,0.1915834818776,0.379047619047619,0.443098688750863,0.163636363636364,0.32,0.225541125541126,0.270702415863706,0.322629569012548,0.353866030610217,0.397791264255076,0.583063198715854,0.583063198715854,0.528851540616247
"NOTCH",-0.608484848484849,-0.211111111111111,-0.133333333333333,-0.133333333333333,-0.142672811059908,-0.1,-0.1,0.02,-0.26,-0.26,-0.2,-0.102203389830508,-0.171215619694397,-0.168932806324111,-0.158787878787879,-0.158787878787879,-0.158787878787879,-0.207790388212186,-0.207692307692308,-0.192540792540793,-0.207692307692308,-0.192540792540793,0,-0.173859473859474,-0.162022739165596,0.047824941942589,0.1,0.1,0.245660377358491,0.2,0.2,0.298451124021217,0.1,0.0888888888888889,0.108888888888889,0.118566308243728,0.178571428571429,0.290360501567398,0.104210526315789,0.26,0,-0.00571428571428572,0.155757575757576,0.338903625110522,0.371794871794872,0.233333333333333,0.3,0.333333333333333,0.374509803921569,0.481159420289855,0.395238095238095,0.451904761904762,0.602254428341385,0.602254428341385,0.542995169082126
"DSH",-0.629024390243902,-0.32,-0.163636363636364,-0.27,-0.283657029245265,-0.22,-0.1,-0.239285714285714,-0.102126885842056,-0.0827450980392157,-0.0533333333333333,-0.304992550211574,-0.303705841374414,-0.287744842125525,-0.275139800108718,-0.275139800108718,-0.275139800108718,-0.142477020394311,0.0449248120300752,0.0351208904614477,0.0449248120300752,0.0363155405068964,-0.1,0.0348869690783249,0.0347979218833116,-0.157806475279123,-0.075,-0.075,-0.0864070793302468,-0.0592105263157895,-0.0592105263157895,0.354363242043731,0.14,0.144347826086957,0.154824016563147,0.156566176841893,0.160125398876929,0.466290454751532,0.201847745750185,0.0938562091503268,0.2,0.264775910364146,0.204761776451243,0.400725940725941,0.46367839889579,0.225541125541126,0.360229885057471,0.270702415863706,0.30444474715205,0.36298044620553,0.397791264255076,0.43741390576451,0.618496269581996,0.618496269581996,0.578366103723043
"Csn",-0.643341348833542,-0.345833333333333,-0.192063492063492,-0.283333333333333,-0.287819125319125,-0.225,-0.114285714285714,-0.231313131313131,-0.162919372294372,-0.143939393939394,-0.116666666666667,-0.291380707495715,-0.270451007596108,-0.308182582833444,-0.2957065751559,-0.2957065751559,-0.2957065751559,-0.180037278495091,-0.00900844758343719,-0.012938578587804,-0.00900844758343719,-0.0112306698056594,-0.0666666666666667,-0.00897986594713851,-0.00891973365609823,-0.104410938998321,-0.0166666666666667,-0.0166666666666667,-0.0174774748190116,0.000574712643678155,0.000574712643678155,0.395979605667284,0.15,0.16044776119403,0.17070417145044,0.173806796748769,0.19424447841149,0.515663808707306,0.218072178023752,0.155627705627706,0.1,0.263780663780664,0.205814591582171,0.430883477330071,0.483081814132463,0.267821067821068,0.391433333333333,0.314057626960853,0.350123200731345,0.391035437430786,0.420161749482402,0.46206406310708,0.633740281224152,0.633740281224152,0.589901601666307
"GSK3",-0.65844994710205,-0.360229885057471,-0.225541125541126,-0.32,-0.296384301972537,-0.27,-0.163636363636364,-0.264775910364146,-0.107808704023874,-0.0938562091503268,-0.0827450980392157,-0.314339541248706,-0.308282726458379,-0.295097783301996,-0.287744842125525,-0.287744842125525,-0.287744842125525,-0.145217957618007,0.0351208904614477,0.0337057961218251,0.0363155405068964,0.0348869690783249,-0.075,0.0347979218833116,0.0352584481991011,-0.157547631448234,-0.0592105263157895,-0.0592105263157895,-0.0816886622830627,-0.0449248120300752,-0.0449248120300752,0.36151364711594,0.144347826086957,0.154824016563147,0.156566176841893,0.161950792226508,0.169216307967838,0.378603266731565,0.206033792261813,0.102126885842056,0.22,0.283657029245265,0.219214331195768,0.420024186339976,0.480178952605646,0.270702415863706,0.386725611553198,0.30444474715205,0.333152881123342,0.397236501568852,0.43741390576451,0.463650787323731,0.648065363192694,0.648065363192694,0.613480607539836
"SMAD",-0.673238572839667,-0.459430438842204,-0.433333333333333,-0.418253968253968,-0.323497536945813,-0.327777777777778,-0.333333333333333,-0.268571428571429,-0.242374158099965,-0.231797235023041,-0.228571428571429,-0.177591060611597,-0.208908622320013,-0.274970658832472,-0.272010132516683,-0.272010132516683,-0.272010132516683,-0.224711517649224,-0.17542735042735,-0.165355407981307,-0.173202614379085,-0.16265715983363,0.2,-0.163335585885191,-0.16738827078894,0.0140287294725346,0.2,0.2,0.220742971244301,0.188888888888889,0.188888888888889,0.307378112886125,0.0880952380952381,0.0951374916163649,0.102400061448767,0.111563408062313,0.157651291668747,0.398537812785933,0.125783791777581,0.231797235023041,0.25,0.297307060755337,0.309135455941908,0.360842327659794,0.386163358147229,0.463333333333333,0.492763772175537,0.497278287461774,0.51400691199709,0.519456595310495,0.571409138806399,0.505218662615923,0.663564867243665,0.663564867243665,0.626399108179232
"cfos",-0.67257448433919,-0.295833333333333,-0.233333333333333,-0.208333333333333,-0.198205128205128,-0.133333333333333,-0.133333333333333,-0.116666666666667,-0.298128224023581,-0.28,-0.16,-0.161203463203463,-0.2172370239547,-0.154951113236623,-0.142755991285403,-0.142755991285403,-0.142755991285403,-0.243046523930689,-0.216296296296296,-0.208401559454191,-0.216296296296296,-0.205485485485486,0.1,-0.195584495386476,-0.195214125016105,0.00976301071191582,0.2,0.2,0.259228243021347,0.22,0.22,0.321403786090399,0.0857142857142857,0.10952380952381,0.119327731092437,0.125388337153043,0.176681013868962,0.321360930735931,0.148611111111111,0.29304347826087,0.1,0.162820512820513,0.2153125,0.387482517482517,0.423136610225218,0.333333333333333,0.353728070175439,0.381720430107527,0.422461170848268,0.439780109945027,0.458201058201058,0.504975251749445,0.665014028210154,0.665014028210154,0.613206349206349
"Csl",-0.704592244558243,-0.353488372093023,-0.333333333333333,-0.3,-0.205878552686702,-0.211111111111111,-0.233333333333333,-0.142672811059908,-0.274813664596273,-0.26,-0.26,-0.153400913859073,-0.200477345539335,-0.178527851238628,-0.176321968885687,-0.176321968885687,-0.176321968885687,-0.218936960096239,-0.176411760282728,-0.165121437702083,-0.173859473859474,-0.162022739165596,0.2,-0.162480754432772,-0.167111972271537,0.0286187443124294,0.207692307692308,0.207692307692308,0.224884170560433,0.192540792540793,0.192540792540793,0.309232964362473,0.108888888888889,0.118566308243728,0.125572677670479,0.135323244563903,0.191456115260342,0.318941667355687,0.122244524837593,0.262857142857143,0.133333333333333,0.179514916323066,0.212449076861329,0.406833786725372,0.431495396712788,0.374509803921569,0.385271317829457,0.405692599620493,0.424658116861873,0.572260476096793,0.49435080507023,0.529906360625785,0.696082952998639,0.696082952998639,0.655138026224983
"ZEB1",-0.71511502721251,-0.499240724762726,-0.45,-0.448421052631579,-0.312635715443202,-0.38,-0.375,-0.258333333333333,-0.182720393884426,-0.162,-0.15,-0.135682869412167,-0.210541814347032,-0.293375980083483,-0.287549208429939,-0.287549208429939,-0.287549208429939,-0.297073013210441,-0.231577771821674,-0.229859558763255,-0.222948166133245,-0.220170388355467,0.233333333333333,-0.222564005376744,-0.227162831208446,0.173522197275781,0.241025641025641,0.247619047619048,0.267053642091415,0.228830519074422,0.235423925667828,0.357765372566575,0.0645593869731801,0.0805014159586873,0.086085172303865,0.0919906841148886,0.171961639307743,0.373213638915475,0.106003898635478,0.172588235294118,0.3,0.293627450980392,0.308441780026812,0.426420993577667,0.447911796046433,0.5,0.527812153334155,0.527450980392157,0.556988346940199,0.597236977185164,0.641346141123857,0.67740383343155,0.7071252221336,0.7071252221336,0.666335769931709
"EGR1",-0.719782606166602,-0.353728070175439,-0.333333333333333,-0.295833333333333,-0.225677655677656,-0.208333333333333,-0.233333333333333,-0.162820512820513,-0.310128224023581,-0.29304347826087,-0.28,-0.185116506681724,-0.229901383816292,-0.159496567782077,-0.154951113236623,-0.154951113236623,-0.154951113236623,-0.249639930524095,-0.208401559454191,-0.199133266771264,-0.205485485485486,-0.195584495386476,0.2,-0.195214125016105,-0.19797274570576,0.00415722409347098,0.22,0.22,0.252310004027636,0.216296296296296,0.216296296296296,0.328170703383632,0.10952380952381,0.119327731092437,0.125388337153043,0.135770850814245,0.187715496627583,0.335179112554113,0.15752200220022,0.298128224023581,0.133333333333333,0.198205128205128,0.239238880368098,0.423394119692462,0.447718949127366,0.381720430107527,0.392616959064327,0.422461170848268,0.448461170848268,0.480956580533263,0.504975251749445,0.544330090459123,0.711637822422373,0.711637822422373,0.667304709862087
"ZEB2",-0.738402625214468,-0.486944444444444,-0.435714285714286,-0.418055555555556,-0.387160992013451,-0.355555555555556,-0.35,-0.338461538461538,-0.300178061203362,-0.286842105263158,-0.25,-0.245258028958033,-0.127759399627814,-0.107938392799207,-0.0974458874458874,-0.0974458874458874,-0.0974458874458874,-0.0807928624072154,-0.0582517482517482,-0.0573343170590877,-0.0524561403508772,-0.0506042884990253,-0.05,-0.0456747110342366,-0.0425578279173535,-0.0413575681290104,0.01,0.0136363636363636,0.0291389754028006,0.0366666666666667,0.0403030303030303,0.0521395509921649,0.114285714285714,0.127012987012987,0.129053803339518,0.135932110217825,0.165664335664336,0.176328458998013,0.215054945054945,0.296519524617997,0.3,0.369128205128205,0.408583636645788,0.455990338164251,0.472788468394098,0.512857142857143,0.5290005192108,0.561637630662021,0.604364903389294,0.621635461312881,0.67263839446938,0.708614004225478,0.727658574863771,0.727658574863771,0.782905737626509
"SNAI1",-0.757534767549887,-0.392616959064327,-0.381720430107527,-0.353728070175439,-0.245677655677656,-0.295833333333333,-0.333333333333333,-0.198205128205128,-0.322235847341967,-0.298128224023581,-0.29304347826087,-0.197321634886852,-0.238954453535334,-0.1649152869939,-0.159496567782077,-0.159496567782077,-0.159496567782077,-0.257342866620814,-0.199133266771264,-0.200047343553714,-0.195584495386476,-0.195214125016105,0.22,-0.19797274570576,-0.202412601152327,0.000570231133363701,0.216296296296296,0.216296296296296,0.249512801230433,0.205485485485486,0.208401559454191,0.333214563032755,0.119327731092437,0.125388337153043,0.135770850814245,0.139198270169084,0.189621468673326,0.343825977240581,0.164691813520975,0.310128224023581,0.208333333333333,0.225677655677656,0.253827115662216,0.445569851910035,0.364978735604234,0.422461170848268,0.419700292397661,0.448461170848268,0.468461170848268,0.513694675771358,0.544330090459123,0.579385441012628,0.747185177895928,0.747185177895928,0.713099102385451
