"","AXIN2","STAT","LIV1","ZEB1","EGR1","cfos","IKK","FUS","SHH","Jagged","SOSGRB2","NOTCH","CDC42","SNAI1","PAK1","RAF","TWIST1","FOXC2","RKIP","PI3K","DELTA","RAS","TGFR","TGF","NOTCHic","Csl","Patched","SMO","cateninmemb","MEK","SUFU","ERK","AKT","ILK","NFB","Csn","SMAD","miR200","HEY1","TrCP","Ecadherin","ZEB2","Destcompl","cateninnuc","TCFLEF","CD44","cMet","GLI","Wnt","SRC","DSH","Frizzled","SNAI2","KLF4","GSK3"
"SOSGRB2",-0.113359460946095,0,0,-0.00199248120300752,-0.0238095238095238,-0.0349206349206349,-0.162573099415205,0,0.0355855855855856,0.0594513305826435,-0.0777777777777778,-0.151797498276372,0.0328571428571428,0.0377064676616915,0.0428571428571429,0.0301318267419962,-0.0728405797101449,-0.0389255189255189,-0.0325657894736842,-0.0301318267419962,-0.0301318267419962,-0.0467984934086629,-0.0367032967032967,-0.0260649988309563,0.144755244755245,0.190909090909091,-0.0355855855855856,-0.0166666666666667,0.109286026286026,0.0196872196872197,0,0.0105963105963106,0.170906432748538,-0.02,0.188888888888889,0.2,-0.0193006993006993,-0.0496545384595979,0.0940340909090909,0.3,0.151470533138511,0.00199248120300752,0.0203407330924109,0.0970485653821977,0.0968573607932876,0.111594202898551,0.0956521739130435,0.115942028985507,0.1,0.1,0,0.1,-0.125515186204969,0.0134210526315789,0.125798779683773
"RKIP",-0.127508204406939,0,0,-0.00212529890004782,0.02,-0.08,-0.189285714285714,-0.1,-0.0470819672131148,-0.0214649527043415,-0.00539682539682539,-0.16950271950272,0.08,-0.0442576862498748,0.1,0.171753246753247,-0.0609209744503862,-0.0842027704096669,-0.182633053221289,-0.171753246753247,-0.171753246753247,-0.189701964701965,-0.0847619047619048,-0.0707432131731197,0.165656565656566,0.211111111111111,0.052,0.08,0.116853155676685,0.0665003668378577,0.1,0.0558620689655172,0.198376623376623,0.0672978177150193,0.214285714285714,0.2,0.0663077187051183,-0.0701297181683316,0.0912117692605497,0.2,0.178616331733781,0.00212529890004782,0.0172444587591134,0.119662880309726,0.1188995215311,0.132186234817814,0.105263157894737,0.136923076923077,0.11,0.1,0,0.1,-0.199818732878708,0.0181252989000478,-0.0551221434200158
"DSH",-0.0433996128491271,-0.025,0,-0.00728776805650831,0.16,0.201176470588235,0.0483333333333333,-0.0272727272727273,-0.0318913885112183,-0.0506953426190772,0.212638580931264,0.0729427435309788,-0.0649275362318841,0.163426501035197,-0.0866666666666667,-0.0935880323571994,-0.113498122653317,0.0570909873480253,0.113501498501498,0.0935880323571994,0.0935880323571994,0.114596435718544,0.0849275362318841,0.068551229611675,-0.0540616246498599,-0.0952380952380952,0.038639854768887,0.0225108225108225,-0.0576217284542133,-0.183047815617475,0,-0.156732026143791,-0.0678735632183908,0.0535277540928486,-0.0858333333333333,-0.0733333333333333,0.0523956786211505,0.114257976102488,0.0424067533809975,-0.133333333333333,-0.0901224449478746,0.00728776805650831,0.0287404042513093,-0.00765614936068151,-0.000799515344653018,-0.0184185629637006,-0.00451127819548872,-0.0182367683915672,-0.00451127819548872,-0.0223684210526316,0.025,-0.0223684210526316,-0.10197670900836,-0.0114057273394795,0.0510256335658368
"Wnt",-0.0490909090909091,-0.1,0,-0.00918220946915351,0.1,0.2,0.0733333333333333,0,-0.0225108225108225,-0.0520343137254902,0.224242424242424,0.0952380952380952,-0.0666666666666667,0.174896480331263,-0.1,-0.0849624060150376,-0.112647058823529,0.0468825910931174,0.115,0.0849624060150376,0.0849624060150376,0.125871496924129,0.0866666666666667,0.0649275362318841,-0.0785714285714286,-0.15,0.0272727272727273,0,-0.0652542372881356,-0.201176470588235,0,-0.16,-0.0858333333333333,0.0521367521367521,-0.133333333333333,-0.1,0.054462333532101,0.115858585858586,0.041025641025641,-0.1,-0.095626803042224,0.00918220946915351,0.0349429474306885,-0.0184185629637006,-0.00451127819548872,-0.0223684210526316,0.025,-0.0223684210526316,0.025,0,0.2,0.1,-0.105172413793103,-0.0176470588235294,0.043730407523511
"GLI",0.123638285024155,0.12,0.1,-0.0107847755589691,0.277142857142857,0.252142857142857,-0.0818892469268409,0.00654761904761906,0.00946452330119833,-0.0794387408367615,0.267032141899399,-0.0966919287608943,-0.073448275862069,0.0612973419853996,-0.07,0.08796693075556,-0.0586464620080919,-0.0119230521155831,0.0294615612788403,-0.08796693075556,-0.08796693075556,-0.0968778218446689,0.0677878985035784,0.0736702514447549,0.0928824049513705,0.10288240495137,-0.00740691013247405,-0.00128446115288222,-0.0495094204169218,-0.244824208940231,-0.0190476190476191,-0.258636363636364,0.0897017469268409,0.0729992156593328,0.0880116959064327,0.0722222222222222,0.0719181345782517,0.0860695857290285,0.0800067740220542,0.0833333333333333,-0.0648957127344913,0.0107847755589691,-0.0881703983638587,-0.0874937173877839,-0.0906616791331515,-0.0893629778344502,-0.101431943351692,-0.108001130445315,-0.0203415559772296,-0.103870967741935,-0.04,-0.0238709677419355,-0.249726816295019,0.015976833976834,0.0158475041207557
"LIV1",0.128375623509,0.12,0.1,-0.0108296447723275,0.16,0.138260869565217,-0.0405701754385965,-0.0476190476190476,-0.0481236274677135,-0.0448949812542604,0.0773789878987899,-0.0598901098901099,0.0131652661064426,0.0422550501671978,0.019047619047619,0.0209934109145013,-0.0471332580463015,0.000138713180814798,0.0109168179886412,-0.0209934109145013,-0.0209934109145013,-0.0282661381872286,-0.0207410236822001,-0.0147300947204515,0.0576923076923077,0.0653846153846154,0.0511236274677135,0.0572964669738863,-0.0501903059792967,-0.128678948661263,0.0476190476190476,-0.143345615327929,0.0479775828460039,0.0327786311657279,0.0458333333333333,0.0333333333333333,0.0321334698754054,0.0830244819047447,0.0362105711849957,0.0333333333333333,-0.0652436944313335,0.0108296447723275,-0.100544150833515,-0.0899282819863222,-0.0929627647449429,-0.0925923943745726,-0.103483483483483,-0.0924062187990301,-0.103625730994152,-0.108888888888889,-0.12,-0.108888888888889,-0.249837035366001,0.0160697371844913,-0.0958603896103896
"EGR1",0.128375623509,0.12,0.1,-0.0108296447723275,0.16,0.138260869565217,-0.0405701754385965,-0.0476190476190476,-0.0481236274677135,-0.0448949812542604,0.0773789878987899,-0.0598901098901099,0.0131652661064426,0.0422550501671978,0.019047619047619,0.0209934109145013,-0.0471332580463015,0.000138713180814798,0.0109168179886412,-0.0209934109145013,-0.0209934109145013,-0.0282661381872286,-0.0207410236822001,-0.0147300947204515,0.0576923076923077,0.0653846153846154,0.0511236274677135,0.0572964669738863,-0.0501903059792967,-0.128678948661263,0.0476190476190476,-0.143345615327929,0.0479775828460039,0.0327786311657279,0.0458333333333333,0.0333333333333333,0.0321334698754054,0.0830244819047447,0.0362105711849957,0.0333333333333333,-0.0652436944313335,0.0108296447723275,-0.100544150833515,-0.0899282819863222,-0.0929627647449429,-0.0925923943745726,-0.103483483483483,-0.0924062187990301,-0.103625730994152,-0.108888888888889,-0.12,-0.108888888888889,-0.249837035366001,0.0160697371844913,-0.0958603896103896
"SRC",-0.24557567257427,-0.3,-0.2,-0.0111111111111111,-0.1,-0.127272727272727,0.00897435897435898,0.0166666666666667,0.0462527233115468,0.0667748764996472,0.00285714285714286,0.0823809523809524,0.0638888888888889,-0.145547366395333,0.0888888888888889,0.111989987484355,0.0845029682960717,-0.087936507936508,-0.229716520039101,-0.111989987484355,-0.111989987484355,-0.0998687753631433,-0.0638888888888889,-0.0638888888888889,-0.0752380952380952,-0.08,-0.0403703703703704,-0.0366666666666667,0.0635922766052986,0.102954068991805,0.0333333333333333,0.116161616161616,-0.0145299145299145,-0.00942982456140351,-0.0166666666666667,-0.05,-0.00852892366050261,-0.121703996486605,-0.0404832836809004,-0.1,0.19123935432759,0.0111111111111111,0.0332632584806498,0.195505931855446,0.200203918432627,0.205081967213115,0.21,0.205081967213115,0.21,0.2,0.2,0.2,0.136123679544923,0.11343669250646,-0.156017316017316
"FUS",0.145329283410243,0,0.1,-0.0121685556826453,-0.2,-0.161538461538462,0.114857142857143,-0.146666666666667,-0.0974242424242424,0.0104937209154077,-0.217543859649123,0.0713636363636364,0.251666666666667,-0.139745819204127,0.226666666666667,0.0106775491949911,0.0687412312219827,-0.0964156079854809,-0.141022745868107,-0.0106775491949911,-0.0106775491949911,0.0124665556085024,-0.232747747747748,-0.240194556258386,-0.0486363636363636,-0.0636363636363636,0.110555555555556,0.121666666666667,0.109104452963234,0.174495619323206,0.0666666666666667,0.200932400932401,-0.130241758241758,-0.0782539682539682,-0.142857142857143,-0.1,-0.0788991295442908,-0.139196939585459,-0.0747093486223921,-0.1,0.115351821851774,0.0121685556826453,0.00365514189313205,0.0141477281743828,0.0280064238265567,0.023495145631068,0.04,-0.0695512820512821,-0.0541666666666667,0.00666666666666667,-0.1,-0.0875,-0.0718095513241926,-0.00186703096539162,-0.0264749040181712
"SNAI1",0.125578420711797,0.108888888888889,0.12,-0.0134126706025858,0.138260869565217,0.143345615327929,-0.0479775828460039,-0.0572964669738863,-0.0432692585356746,-0.0448949812542604,0.0762469124270918,-0.0533594976452119,0.0207410236822001,-0.0516951277687452,0.0131652661064426,0.0282661381872286,-0.0464153093283528,-0.00532507335031608,0.00882476777943618,-0.0282661381872286,-0.0282661381872286,-0.0238326406502828,-0.0147300947204515,-0.0167462237527096,0.0598901098901099,0.0576923076923077,0.0481236274677135,0.0511236274677135,-0.0545771798998494,-0.134956975567092,0.0476190476190476,-0.128678948661263,0.0445053606237817,0.0321334698754054,0.0405701754385965,0.0458333333333333,0.0312724612653193,0.0823520515493172,0.0368058092802338,0.0333333333333333,-0.0651396361587008,0.0134126706025858,-0.0957195894300065,-0.0930258555536945,-0.0899282819863222,-0.0929627647449429,-0.0925923943745726,-0.09258903415552,-0.0924062187990301,-0.103483483483483,-0.108888888888889,-0.103625730994152,-0.24852962671699,0.00828157519072181,-0.0993587394453731
"NOTCH",0.174743935309973,0.1,0,-0.0167471819645733,0.2,0.18,-0.0222222222222222,-0.0333333333333333,-0.077790346907994,-0.075969215969216,0.0642105263157895,-0.0761290322580645,0.0111111111111111,0.0133333333333333,0,-0.0315151515151515,-0.00547457627118644,0.0185714285714286,-0.00167992926613616,0.0315151515151515,0.0315151515151515,0.00977602108036891,-0.0231111111111111,-0.0166594982078853,-0.04,-0.04,0.066025641025641,0.0583333333333333,-0.022296587712855,-0.151428571428571,0,-0.18,0.0333333333333333,0.0380952380952381,0.0333333333333333,0,0.0347619047619048,0.0775757575757576,-0.0623188405797102,0,-0.0472642897566497,0.0167471819645733,-0.114843863890593,-0.105947385947386,-0.1202331002331,-0.127925407925408,-0.143076923076923,-0.127925407925408,-0.143076923076923,-0.12,-0.1,-0.12,-0.270695970695971,0.0241545893719807,-0.106287008011146
"PI3K",0.040952380952381,0,0.1,-0.0180173491082007,-0.2,-0.171428571428571,-0.0176470588235294,0,0.0305555555555556,0.0393859649122807,-0.192307692307692,-0.0863523573200992,0.0926470588235294,-0.165768921095008,0.075,0.205160173160173,0.146586113656677,-0.0925249709639953,-0.161328377504848,-0.205160173160173,-0.205160173160173,-0.179132775899899,-0.0766470588235294,-0.0888421807747489,0.115384615384615,0.1,-0.0166666666666667,-0.0166666666666667,0.0647890309828594,0.1814575010332,0,0.212605042016807,-0.00542986425339366,-0.0412565026010404,0,0.0333333333333333,-0.0404565026010404,-0.126505753145097,-0.0282379847307705,0,0.120373084168663,0.0180173491082007,-0.030549454572077,0.00800857083879822,0.0226477460965302,0.0141731698253437,0.0280193236714976,0.0141731698253437,0.0280193236714976,-0.0111111111111111,0,-0.0111111111111111,0.158445441257325,0.00328947368421052,-0.186940836940837
"cfos",0.136551724137931,0.1,0.1,-0.0182251431646105,0.28,0.16,-0.0458333333333333,-0.0476190476190476,-0.0511236274677135,-0.0522569444444445,0.0763888888888889,-0.0576923076923077,0.019047619047619,0.043925694558606,0.0142857142857143,0.0258714596949891,-0.0373506493506494,-0.00606818337090934,0.000419580419580431,-0.0258714596949891,-0.0258714596949891,-0.0209934109145013,-0.0131652661064426,-0.0207410236822001,0.0653846153846154,0.05,0.0572964669738863,0.0476190476190476,-0.0518386576276483,-0.143345615327929,0.0333333333333333,-0.138260869565217,0.0405701754385965,0.0343915343915344,0.0333333333333333,0.0333333333333333,0.0327786311657279,0.0794711824123589,0.0376811594202899,0,-0.0594997497946553,0.0182251431646105,-0.0963336245177258,-0.0929627647449429,-0.0925923943745726,-0.103483483483483,-0.108888888888889,-0.103625730994152,-0.108888888888889,-0.12,-0.1,-0.12,-0.252911176414826,0.00787301587301587,-0.104951298701299
"TWIST1",-0.134957569312408,-0.104761904761905,-0.133333333333333,-0.0199366032699366,0.04,0.0443478260869565,-0.193406593406593,0.0222222222222222,-0.00401625540784728,-0.0130714556408888,0.198351229243678,-0.0416147933129065,-0.0975757575757576,0.00466076809544308,-0.0975757575757576,0.0706650015947929,-0.106858450474011,0.0424863115129432,-0.0316235729279208,-0.0706650015947929,-0.0706650015947929,-0.0758019878961627,0.0938257575757576,0.0945091288741631,0.035954415954416,0.0385185185185185,-0.00337290715372907,-0.0102222222222222,0.0279047125805712,-0.054023133759122,-0.0333333333333333,-0.0575057208237986,0.191711678152356,0.128796978796979,0.207692307692308,0.2,0.129127011800279,-0.0340628166160081,0.132097845657168,0.2,0.00179366234710009,0.0199366032699366,0.100493926638561,0.0848098842373291,0.0806120694012164,0.0807652087580311,0.078757176629517,0.0815665831244778,0.0799665831244778,0.0936507936507936,0.104761904761905,0.0936507936507936,0.341554896466902,0.0297894517406713,0.111488348146014
"TGFR",-0.153888964582813,-0.1,-0.1,-0.0215284139700184,-0.0666666666666667,-0.0614035087719298,-0.22280701754386,-0.0966666666666667,-0.085538306058835,-0.0813707284796482,0.113905133203379,-0.201698503266352,0.00412698412698413,0.0352147785172725,0.00888888888888889,0.103571428571429,-0.070338078291815,-0.118414928530744,-0.0413852813852814,-0.103571428571429,-0.103571428571429,-0.106495405179616,-0.107698412698413,-0.102024653833164,0.199540229885057,0.213333333333333,0.0838433908045977,0.0932183908045977,0.0431092424934703,0.0427733717856285,0.113333333333333,0.0414035087719298,0.225132598939209,0.110400782013685,0.233333333333333,0.233333333333333,0.111468397672048,-0.0561833790977284,0.140296582849774,0.233333333333333,0.0640926766940823,0.0215284139700184,0.0623722355733478,0.110364575357952,0.110098853480184,0.116797418073486,0.11811320754717,0.131753760542562,0.132398921832884,0.12,0.114285714285714,0.134285714285714,0.0458333231574763,0.0296642875304203,0.192460433280724
"Jagged",0.172857142857143,0,0,-0.0241545893719807,0.1,0.2,-0.0333333333333333,0,-0.066025641025641,-0.0833766233766234,0.08,0.04,0,0.0333333333333333,0,-0.0133333333333333,0.003,0.00428571428571428,-0.00512820512820512,0.0133333333333333,0.0133333333333333,0.0315151515151515,-0.0111111111111111,-0.0231111111111111,-0.04,-0.1,0.0583333333333333,0.0333333333333333,-0.0301499908542162,-0.18,0,-0.18,0.0222222222222222,0.0333333333333333,0,0,0.0380952380952381,0.0775757575757576,-0.0666666666666667,0,-0.0488771929824562,0.0241545893719807,-0.105498069498069,-0.1202331002331,-0.127925407925408,-0.143076923076923,-0.12,-0.143076923076923,-0.12,-0.1,0,-0.1,-0.278632478632479,0.0111111111111111,-0.11992337164751
"DELTA",0.172857142857143,0,0,-0.0241545893719807,0.1,0.2,-0.0333333333333333,0,-0.066025641025641,-0.0833766233766234,0.08,0.04,0,0.0333333333333333,0,-0.0133333333333333,0.003,0.00428571428571428,-0.00512820512820512,0.0133333333333333,0.0133333333333333,0.0315151515151515,-0.0111111111111111,-0.0231111111111111,-0.04,-0.1,0.0583333333333333,0.0333333333333333,-0.0301499908542162,-0.18,0,-0.18,0.0222222222222222,0.0333333333333333,0,0,0.0380952380952381,0.0775757575757576,-0.0666666666666667,0,-0.0488771929824562,0.0241545893719807,-0.105498069498069,-0.1202331002331,-0.127925407925408,-0.143076923076923,-0.12,-0.143076923076923,-0.12,-0.1,0,-0.1,-0.278632478632479,0.0111111111111111,-0.11992337164751
"TGF",-0.152601410934744,-0.1,0,-0.027943508309641,-0.0666666666666667,-0.0666666666666667,-0.233333333333333,-0.113333333333333,-0.0838433908045977,-0.0799214531173294,0.105263157894737,-0.199540229885057,0.00888888888888889,0.0390495867768595,0.02,0.117857142857143,-0.065,-0.12583850931677,-0.0528138528138528,-0.117857142857143,-0.117857142857143,-0.103571428571429,-0.00412698412698413,-0.107698412698413,0.213333333333333,0.213333333333333,0.0932183908045977,0.0966666666666667,0.0410307205535165,0.0414035087719298,0.133333333333333,0.0614035087719298,0.22280701754386,0.108787878787879,0.233333333333333,0.233333333333333,0.110400782013685,-0.0611687163411301,0.140296582849774,0.2,0.0673294739683583,0.027943508309641,0.068420622670122,0.110098853480184,0.116797418073486,0.11811320754717,0.12,0.132398921832884,0.134285714285714,0.1,0.1,0.114285714285714,0.0502314713056245,0.0243071446732774,0.186347963843071
"STAT",0.242367044719986,0.214285714285714,0.3,-0.0290478752017214,0.2,0.16,-0.00476190476190476,-0.075,-0.076027646292104,-0.0832306993324713,-0.0378489326765189,-0.0723391009513225,0.0272727272727273,0.00475870930055905,0.0272727272727273,-0.074229735318445,0.0844680473616006,0.0207007498295842,-0.0320962033462033,0.074229735318445,0.074229735318445,0.0697521233781465,-0.0272727272727273,-0.0287220026350461,0.0752517223105458,0.0725490196078431,0.0839922480620155,0.0816666666666667,-0.039937518552057,-0.132675521821632,0.05,-0.142352941176471,0.00984665052461663,0.0326892109500805,0,0,0.0303903603753679,0.0619848969423414,0.0386666666666667,0,-0.133183706407089,0.0290478752017214,-0.150912733613673,-0.177314451967505,-0.178863915614704,-0.186119436119436,-0.200649350649351,-0.186363636363636,-0.200649350649351,-0.214285714285714,-0.214285714285714,-0.214285714285714,-0.222402041152393,-0.0793721529015647,-0.169815309301291
"RAS",0.0429776021080369,0.1,0,-0.0784977908689249,-0.06,-0.085,-0.126666666666667,-0.1,-0.0795254237288136,-0.0904474669820619,0.0251082251082251,-0.128550148957299,0.06,-0.113352999016716,0.06,0.193846153846154,0.114697217675941,-0.0531746031746032,-0.179352201257862,-0.193846153846154,-0.193846153846154,-0.297692307692308,-0.06,-0.0550495049504951,0.134210526315789,0.15,0.088,0.1,0.0948102974696248,0.0816976264189886,0.1,0.0797368421052631,0.126666666666667,0.0813852813852814,0.133333333333333,0.1,0.0793444650587508,-0.1144,-0.00474308300395257,0,0.130664344789299,0.0784977908689249,-0.111112316344874,-0.0113822573488161,-0.0116655434677963,-0.0132040050062578,-0.0323529411764706,-0.0115196078431373,-0.0323529411764706,-0.05,-0.1,-0.05,-0.125051819277118,0.0857142857142857,-0.263720930232558
"CD44",-0.21,-0.1,-0.1,-0.0873015873015873,0,-0.05,-0.2,-0.1,-0.0618181818181818,-0.0296503496503496,0.116666666666667,-0.180451127819549,0.0733333333333333,-0.142371079213185,0.133333333333333,0.119047619047619,0.121831501831502,-0.0808333333333333,-0.196666666666667,-0.119047619047619,-0.119047619047619,-0.127619047619048,-0.0858333333333333,-0.0691666666666667,0.185714285714286,0.2,0.08,0.1,0.131923076923077,0.07,0.1,0.05,0.206666666666667,0.0777777777777778,0.2,0.1,0.0757369614512472,-0.134145805884936,0.083625730994152,0,0.233063728151124,0.0873015873015873,-0.0299192404234421,0.205146094215862,0.198992248062016,0.196666666666667,0.25,0.196666666666667,0.15,0.2,0,0.1,-0.094958374958375,0.201587301587302,-0.0446428571428571
"cMet",-0.227460317460317,-0.2,-0.1,-0.0883116883116883,-0.05,-0.05,-0.206666666666667,-0.1,-0.0493181818181818,-0.0274764366068714,0.116666666666667,-0.1570468725004,0.0858333333333333,-0.125421926670812,0.0733333333333333,0.127619047619048,0.113966333292176,-0.0922257383966245,-0.189259259259259,-0.127619047619048,-0.127619047619048,-0.112524707996406,-0.0691666666666667,-0.0712943262411348,0.180451127819549,0.185714285714286,0.0618181818181818,0.08,0.117332329592116,0.05,0.1,0.07,0.194166666666667,0.0757369614512472,0.2,0.2,0.0739187796330653,-0.131020805884936,0.0855865153078775,0.1,0.228229122553159,0.0883116883116883,-0.0164057269099286,0.194976602690438,0.205146094215862,0.198992248062016,0.196666666666667,0.201212121212121,0.196666666666667,0.25,0.1,0.15,-0.0913087399218786,0.187301587301587,-0.04786866359447
"AXIN2",0.477583457126667,0.1,0.133333333333333,-0.0937185055063336,-0.14,-0.122926829268293,-0.0942028985507246,-0.107692307692308,-0.0845541343902,-0.0903376470767775,-0.133866859336705,-0.0839770033191086,0.108163580246914,-0.156101042320451,0.0945833333333333,0.112933138279159,0.129125573797649,-0.0815037499580825,-0.153367009334751,-0.112933138279159,-0.112933138279159,-0.0995473115075055,-0.0966591554681525,-0.10391988154076,0.0995175438596491,0.0870175438596491,0.0934065934065934,0.0934065934065934,0.143421495401028,0.131608749990175,0.1,0.148160474128106,0.0819806763285024,-0.0239245456636761,0.0782608695652174,0.1,-0.0247181964573269,-0.134333756200179,-0.015262451672188,0.0666666666666667,0.134044489885408,0.0937185055063336,-0.155733369180599,-0.0947362238834818,-0.0872567599837844,-0.094173524344863,-0.0862870890136327,-0.0938342588249535,-0.0862870890136327,-0.106976744186046,-0.1,-0.106976744186046,-0.103364261283351,0.0810884217086846,-0.158968677267304
"miR200",0.128104943643557,0.1,0.1,-0.101420250896057,0.0142857142857143,-0.00571428571428572,0.017593984962406,-0.02,-0.0151155751238305,-0.00844318708543115,-0.0209026434558349,-0.0050908686092789,0.00661764705882353,-0.0223848373848374,0.0125,-0.0781132797550708,0.0975395769874298,0.00925735511101365,-0.0149412418836523,0.0781132797550708,0.0781132797550708,0.0733751251416045,-0.00984345351043643,-0.00693647676625039,0.00226600985221675,0.00916256157635468,0.0162025316455696,0.02,0.000135604008550655,0.00865182436611008,0.02,0.00116883116883117,-0.0119336076039155,-0.000884955752212389,-0.0147368421052632,-0.02,-0.00119843537603684,-0.0071627421583326,2.82485875706215e-05,0,0.0178635081218049,0.101420250896057,-0.0746780612219756,-0.0812504398271615,-0.0823110458877676,-0.0799300935068152,-0.0855480710349051,-0.0810970438012692,-0.0865915492957746,-0.0869565217391304,-0.1,-0.088,-0.105782204020539,0.102812284334023,-0.00313596552316815
"SNAI2",0.305453195285364,0.269090909090909,0.26,-0.128273966855465,0.0666666666666667,0.0490196078431373,0.147988505747126,-0.26,-0.247083847623556,-0.238424255692957,-0.200845165652468,-0.147032353611301,0.0487394957983193,-0.212975203511273,0.0392156862745098,-0.124380410843937,0.29709743008444,0.101339934450912,-0.216512820512821,0.124380410843937,0.124380410843937,0.123923789839371,-0.0461753932342168,-0.0467965112466391,0.154824561403509,0.153070175438596,0.259759903961585,0.265882352941176,-0.0334415368957968,-0.0128510863804981,0.2,-0.0196078431372549,-0.144374047915801,-0.00898725687458082,-0.158333333333333,-0.133333333333333,-0.0123365391712315,-0.164200081749968,0.0130198915009042,-0.1,-0.190997583799821,0.128273966855465,-0.177332184876938,-0.228001301313196,-0.225827388269718,-0.232219140847037,-0.240821291384672,-0.231730382293763,-0.240821291384672,-0.261948051948052,-0.269090909090909,-0.261948051948052,0.137625697129107,0.100192307692308,-0.189787747786492
"ZEB1",-0.259880431009359,-0.225641025641026,-0.233333333333333,-0.144781563646102,-0.1,-0.096,-0.107121081392005,-0.0291666666666667,-0.0359282325029656,-0.0251306098359882,-0.0205068226120858,-0.0483379922216821,-0.0331334332833583,-0.0121180968816974,-0.0229885057471264,0.0456898799408749,-0.086800807868769,-0.0158346553718917,-0.00125365285906873,-0.0456898799408749,-0.0456898799408749,-0.0508867303345757,0.0285649053645766,0.0317145116637892,0.0400735294117647,0.0479166666666667,0.0291666666666667,0.0291666666666667,-0.0215275883155747,0.0776118165327805,0.0416666666666667,0.0736470588235294,0.109978224249147,0.0890485452308181,0.11859649122807,0.113333333333333,0.090971622153895,0.103172552101663,0.0979900237931326,0.133333333333333,0.0736120126077253,0.144781563646102,0.134633746795457,0.20736163393657,0.204621907909173,0.211004886632577,0.212393775521466,0.218669529280543,0.220387742338962,0.22808005003127,0.233333333333333,0.235772357723577,0.230906579792371,0.154930193125455,0.144702916428521
"ZEB2",-0.205264296594213,-0.17,-0.15,-0.147257417877202,-0.108333333333333,-0.0925438596491228,-0.0866666666666667,-0.0607142857142857,-0.0533401963889769,-0.0354056686511296,-0.0346886446886447,-0.0346296763345944,-0.0197402597402597,-0.0186740666885802,-0.0142857142857143,-0.0137229437229437,-0.0112556557270838,-0.00863247863247863,-0.00380032206119163,0.0137229437229437,0.0137229437229437,0.0156501385837574,0.0204205318491033,0.0214787329073043,0.0318974358974359,0.0358974358974359,0.0497038327526132,0.0521428571428571,0.0653581459819227,0.0747625850621834,0.075,0.0796406338426712,0.0857320872274143,0.0871227364185111,0.0888888888888889,0.0888888888888889,0.088952004711194,0.0931270299273816,0.0975366568914956,0.1,0.110092211161538,0.147257417877202,0.149231771374863,0.154209775755365,0.155378606924196,0.161364522417154,0.168771929824561,0.168907636705802,0.176247086247086,0.176666666666667,0.177272727272727,0.183939393939394,0.188153355427518,0.251822825627566,0.253066881966426
