"","SNAI2","TCFLEF","CD44","cMet","Wnt","SRC","STAT","Frizzled","PAK1","CDC42","ZEB2","Jagged","NOTCH","ZEB1","miR200","NFB","EGR1","RAS","ILK","RAF","DELTA","KLF4","Patched","HEY1","ERK","Csn","SMAD","SMO","TrCP","cfos","FUS","MEK","SOSGRB2","AKT","IKK","PI3K","SHH","SUFU","FOXC2","RKIP","TWIST1","NOTCHic","Csl","SNAI1","Ecadherin","LIV1","DSH","TGFR","TGF","cateninmemb","GLI","cateninnuc","AXIN2","Destcompl","GSK3"
"TGF",0.0733901252851512,0.0997037404832837,0.0878616352201258,0.0633333333333333,0.0442857142857143,0.0333333333333333,0,0.0142857142857143,-0.04,-0.04,0.0822531955712734,0.111892488954345,0.230459770114943,-0.101702147331438,0.00810157275674518,0.191666666666667,-0.233333333333333,0.251785714285714,0.0803030303030303,0.25,0.25,0.0786168319349097,-0.0667816091954023,0.0578981302385558,-0.313032581453634,-0.166666666666667,0.072238514173998,0.0633333333333333,0.2,-0.276190476190476,-0.0466666666666667,0.310810359231412,0.296052631578947,-0.225501253132832,-0.220238095238095,-0.25,0.0605316091954023,0.0666666666666667,-0.18360248447205,-0.00822510822510823,-0.154259259259259,-0.216666666666667,-0.186666666666667,0.0649523204068659,-0.0777911306980893,0,0,0.0447619047619048,-0.0695238095238095,-0.0909073015238904,-0.0688140161725067,-0.109751587373236,-0.0794973544973545,-0.179791639839019,-0.331497530519057
"Csl",0.264745976304625,0.108818625939673,0.101337709909138,0.0943989343989344,0.0942807729904504,0.0889044289044289,0.0676923076923077,0.0889044289044289,0.00711111111111111,0.0296917562724014,0.093427282675421,0.0654696444100418,0.034267413401539,-0.095292568571454,-0.00648879952518171,-0.0111111111111111,0.0266666666666667,-0.0123285387481966,0.0230078794107571,-0.0145344211011377,-0.0145344211011377,0.0999137336093858,0.0155184158030458,0.120337945657639,0.0566666666666667,-0.0222222222222222,0.031896768299646,-0.0122926093514329,-0.0333333333333333,0.0623809523809524,0.00641025641025641,-0.0523188405797101,0.0100066129847901,0.00801033591731266,0.00878552971576227,0.0145344211011377,-0.0250011744237354,0.0166666666666667,-0.218782169152422,0.113188431521791,-0.153292243363044,-0.0315401406742663,-0.0210138248847926,0.0625865680213506,-0.0807009391785361,-0.06,-0.0676923076923077,-0.0379720110494715,-0.0440944600290633,-0.0990591288961961,-0.101538837506579,-0.112763737431954,-0.103206261437818,-0.111829177664251,-0.0505841805481465
"NOTCHic",0.256915998675989,0.101337709909138,0.0943989343989344,0.0889044289044289,0.0889044289044289,0.0676923076923077,0.06,0.0676923076923077,0.0111111111111111,0.00711111111111111,0.0972946859903382,0.0654696444100418,0.0315401406742663,-0.103027375201288,-0.00409228536396166,0.0222222222222222,0.06,-0.0145344211011377,0.0352380952380952,-0.0219235836627141,-0.0219235836627141,0.1141994478951,0.0122926093514329,0.136677814938685,0.0623809523809524,0.0333333333333333,0.0230078794107571,-0.00641025641025641,0,0.0266666666666667,-0.0166666666666667,-0.0566666666666667,0.0238277511961722,0.00878552971576227,0.0111111111111111,0.0219235836627141,-0.0155184158030458,-0.0333333333333333,-0.224529295589203,0.118257555945754,-0.155323846071847,-0.0210138248847926,0.0628571428571429,0.0728632478632479,-0.0791893112715593,0,-0.06,-0.0296917562724014,-0.0379720110494715,-0.098447508101089,-0.0942807729904504,-0.108818625939673,-0.094722970949386,-0.101896209961631,-0.0407167284126532
"Csn",-0.145473479263036,-0.241160051671371,-0.228619858745326,-0.211286525411993,-0.211286525411993,-0.190804597701149,-0.166666666666667,-0.190804597701149,-0.152272727272727,-0.168690637720488,0.0996426799007444,-0.0750316402899674,-0.182992007992008,-0.0784532671629446,0.0242005954915896,-0.128333333333333,0.103333333333333,-0.276076412604996,0.013143115942029,-0.26859080799847,-0.26859080799847,0.083956043956044,-0.0484662291113904,0.0214922480620155,0.159177489177489,0.12,0.0185415735255765,0.0344877344877345,-0.22,0.13969696969697,-0.0253968253968254,-0.175844155844156,-0.0320973135016719,0.139066666666667,0.136666666666667,0.26859080799847,0.0566629504228658,0.0142857142857143,-0.192017889211217,0.255805981234913,-0.0155345176873929,0.173376623376623,0.159090909090909,0.268096157537607,0.00148952682416612,0.133333333333333,0.166666666666667,0.184075253105104,0.198633725658803,0.0969868201540616,0.228317093097582,0.252043996349663,0.259373131098521,0.556810229634009,0.609272718922121
"cfos",0.151964483205359,-0.068977195016799,-0.066996996996997,-0.0588888888888889,-0.0588888888888889,-0.07,-0.05,-0.07,-0.0142857142857143,-0.0380952380952381,0.124643529728275,0.00305555555555555,-0.00641025641025642,-0.125554402551981,0.0036541889483066,0.0416666666666667,0.16,0.0351493171794463,0.0396825396825397,0.0278322440087146,0.0278322440087146,0.134222222222222,-0.0246543778801843,0.0427786106946527,0.0565217391304348,0.0333333333333333,0.0251664106502816,0.0214285714285714,0,0,-0.0380952380952381,-0.0514369933677229,0.0166666666666667,-0.00942982456140351,-0.00416666666666667,-0.0278322440087146,0.028358081583888,-0.0333333333333333,-0.231686821069891,0.166969696969697,-0.110952380952381,0.0141025641025641,-0.0166666666666667,0.141471861471861,0.0472943745345292,0.1,0.05,0.0243697478991597,0.0258848994143112,0.0585967782551534,0.0667836257309941,0.0682364542760582,0.0853530377668309,0.108079968247035,0.105473484848485
"SNAI1",0.152573055349256,-0.0701674887588169,-0.0682364542760582,-0.068977195016799,-0.0682470403651405,-0.066996996996997,-0.0588888888888889,-0.0667836257309941,-0.0243697478991597,-0.0258848994143112,0.126581491230077,0.00195414812141625,-0.0128466771323914,-0.122878433670106,0.000827933444276406,0.00942982456140351,0.0565217391304348,0.0308300157911794,0.0393599590373784,0.0337856808158099,0.0337856808158099,0.127189894966209,-0.022358081583888,0.0391371541120196,0.0541036600343896,-0.00416666666666667,0.0365309307470955,0.028358081583888,0.0416666666666667,0.0514369933677229,-0.0246543778801843,-0.0581395344738515,-0.000542374992216205,-0.00549463937621833,-0.00757797270955166,-0.0337856808158099,0.031484295176121,0.0214285714285714,-0.230034978630247,0.172896787286163,-0.108952938365982,0.0108058608058608,0.00641025641025642,0.0475174368546998,0.0458117781906112,0.07,0.0588888888888889,0.0275242436766063,0.0285323081927353,0.0610299236934802,0.0684298557216304,0.0701674887588169,0.0883349615034716,0.111817436918714,0.109868324332433
"TrCP",0.153411137816571,-0.0682364542760582,-0.068977195016799,-0.066996996996997,-0.0667836257309941,-0.0588888888888889,-0.07,-0.0588888888888889,-0.0380952380952381,-0.0243697478991597,0.128180507220237,-0.00369291070211316,-0.0108058608058608,-0.12201742506002,0.00111611788231675,0.00416666666666667,0,0.0337856808158099,0.0251664106502816,0.0351493171794463,0.0351493171794463,0.124386156648452,-0.028358081583888,0.0236609636358291,0.0514369933677229,-0.0416666666666667,0.0393599590373784,0.0246543778801843,-0.0333333333333333,0.0565217391304348,-0.0214285714285714,-0.0541036600343896,-0.000165016501650167,-0.00757797270955166,-0.00942982456140351,-0.0351493171794463,0.022358081583888,0.0380952380952381,-0.231686821069891,0.174152017411686,-0.108234989648033,0.00641025641025642,0.0141025641025641,0.140755871018401,0.043626554465325,0.05,0.07,0.0258848994143112,0.0275242436766063,0.0618934815518567,0.0682470403651405,0.0701674887588169,0.0878687610372711,0.109734103585381,0.108746212121212
"EGR1",0.153411137816571,-0.0682364542760582,-0.068977195016799,-0.066996996996997,-0.0667836257309941,-0.0588888888888889,-0.07,-0.0588888888888889,-0.0380952380952381,-0.0243697478991597,0.128180507220237,-0.00369291070211316,-0.0108058608058608,-0.12201742506002,0.00111611788231675,0.00416666666666667,0,0.0337856808158099,0.0251664106502816,0.0351493171794463,0.0351493171794463,0.124386156648452,-0.028358081583888,0.0236609636358291,0.0514369933677229,-0.0416666666666667,0.0393599590373784,0.0246543778801843,-0.0333333333333333,0.0565217391304348,-0.0214285714285714,-0.0541036600343896,-0.000165016501650167,-0.00757797270955166,-0.00942982456140351,-0.0351493171794463,0.022358081583888,0.0380952380952381,-0.231686821069891,0.174152017411686,-0.108234989648033,0.00641025641025642,0.0141025641025641,0.140755871018401,0.043626554465325,0.05,0.07,0.0258848994143112,0.0275242436766063,0.0618934815518567,0.0682470403651405,0.0701674887588169,0.0878687610372711,0.109734103585381,0.108746212121212
"GLI",0.1584403335589,-0.0654788835516744,-0.0667775848503757,-0.067639653815893,-0.198557874762808,-0.0603225806451613,-0.07,-0.190322580645161,-0.17,-0.156206896551724,0.158567076292883,0.0293623931901716,0.0407878615637236,-0.153032343403311,0.00446807062906134,0.052046783625731,-0.0771428571428571,0.0740801290004929,0.0545515477028796,0.0770504260301958,0.0770504260301958,0.155443157443157,-0.163010204081633,0.0490679288641937,-0.0362337662337662,-0.0888888888888889,0.0664434395947715,0.158928571428571,0.0333333333333333,-0.0271428571428571,-0.158928571428571,0.0345763076702303,0.218808566065203,-0.0581692326053228,-0.0581692326053228,-0.0770504260301958,0.161775636180398,0.171428571428571,-0.305917612659099,0.217382994364126,-0.157242847701252,-0.0436450044208665,-0.0361450044208665,0.225157880897414,0.0390564873456245,0.05,0.2,0.156835827369334,0.159894650898746,0.0559946628769769,0.0972812790181275,0.0663754764984766,0.0859993961352657,0.131632512699705,0.201566663996368
"STAT",-0.159093292797205,-0.308501868793667,-0.293044455544456,-0.269967532467532,-0.269967532467532,-0.251785714285714,-0.214285714285714,-0.251785714285714,-0.0954545454545455,-0.132954545454545,0.185996055226824,-0.116943522175235,-0.0757224957681839,-0.16878249955173,0.0208388914059302,0.06,0.0333333333333333,0.091221698579065,0.0442834138486312,0.0934605045492142,0.0934605045492142,0.270419885125767,-0.0979457364341085,0.0493333333333333,0.0745098039215686,0,0.0408351379865623,0.0816666666666667,0,0.0333333333333333,-0.075,-0.0841872232764073,-0.0670361247947455,-0.0344955609362389,-0.0361904761904762,-0.0934605045492142,0.10945016121287,0,-0.234892978868439,0.276169562419562,0.0345404137757961,0.066984631690514,0.0372549019607843,0.27742858791621,0.183317978541679,0.1,0.214285714285714,0.143480861244019,0.160389073804406,0.268333281618603,0.292656608097785,0.319586493346706,0.328239995298819,0.396713833675476,0.347031597685803
"RKIP",0.308207437197645,-0.25207336523126,-0.227597840755735,-0.192982456140351,-0.196666666666667,-0.166666666666667,-0.1,-0.166666666666667,-0.0666666666666667,-0.113333333333333,0.236264945002391,0.0558412159430835,-0.0397824397824398,-0.206940219990435,0.046096696926008,0.0142857142857143,0.4,-0.271348096348096,0.172774925117672,-0.256818181818182,-0.256818181818182,0.206264945002391,-0.185333333333333,0.16945412311266,0.451724137931034,0,0.175745222147375,0.133333333333333,0,0.4,-0.133333333333333,-0.492149669845928,-0.237206349206349,-0.0165584415584416,0.0107142857142857,0.256818181818182,0.206644808743169,0.1,-0.379973474801061,0.567927170868347,-0.183915626856803,0.0474747474747475,0.0111111111111111,0.477758901665164,0.158120943199446,0,0.1,0.141904761904762,0.172745883400089,0.234054558760441,0.231282051282051,0.275228581516247,0.252449601500234,0.517562146809944,0.52344365642238
"TWIST1",-0.484507474670314,-0.222472859922774,-0.215887867579741,-0.208257345491388,-0.209197994987469,-0.197619047619048,-0.180952380952381,-0.197619047619048,-0.258181818181818,-0.268526645768025,0.259617512249091,-0.103783036683896,-0.0270278987260119,-0.209307553167202,0.101763966041295,0.192307692307692,-0.113333333333333,0.073324697309647,0.0895713895713896,0.0798315466247155,0.0798315466247155,0.233208255159475,-0.266033485540335,0.0862233811386354,-0.10372234935164,-0.2,0.0925416866010926,0.256444444444444,0.2,-0.108985507246377,-0.244444444444444,0.0952646379088539,0.148268106162843,-0.18585087229155,-0.187545787545788,-0.0798315466247155,0.277363534801419,0.233333333333333,0.000558256447228689,0.244068889721064,0.0840278231811412,0.0213675213675214,0.0111111111111111,0.318260177725847,0.0431734923992971,0.166666666666667,0.180952380952381,0.281026645768025,0.291277215244107,0.174469344078877,0.217197994987469,0.228050778266649,0.259459411556186,0.313615006631575,0.267139948875725
"PI3K",-0.0341403829907068,-0.296795218210104,-0.27024154589372,-0.25024154589372,-0.25024154589372,-0.211111111111111,-0.2,-0.211111111111111,-0.125,-0.166176470588235,0.267881672265771,-0.109561403508772,-0.227791563275434,-0.162578509177662,0.0338163424228998,-0.266666666666667,0.133333333333333,-0.333342584356283,0.0109883953581433,-0.314164502164502,-0.314164502164502,0.244956140350877,-0.05,0.019446406349847,0.219887955182073,0.233333333333333,0.0197883953581433,0.05,-0.2,0.19047619047619,0,-0.27070762731322,-0.0126923076923077,0.282352941176471,0.249019607843137,0.314164502164502,0.0694444444444444,0,-0.407505226480836,0.394440853264383,-0.126967156546629,0.192307692307692,0.2,0.407338969404187,0.0257880200944252,0.1,0.2,0.194176470588235,0.206371592539455,0.128974439712597,0.27024154589372,0.31390862027196,0.29647619047619,0.601491585872214,0.653475228475229
"ERK",0.282471970467793,-0.292886574081303,-0.275228581516247,-0.25207336523126,-0.255757575757576,-0.227597840755735,-0.192982456140351,-0.231282051282051,-0.141904761904762,-0.172745883400089,0.271570531804041,0.0333891124471325,-0.0716040221671376,-0.234737995268525,0.0409496381024786,0.0165584415584416,0.451724137931034,-0.288754979893594,0.186446329158445,-0.281824286824287,-0.281824286824287,0.255421351751137,-0.220370298939248,0.185718473097146,0.427149669845928,0.0107142857142857,0.189181891468476,0.206644808743169,0.0142857142857143,0.492149669845928,-0.185333333333333,-0.450269447004702,-0.248036985668054,-0.00190112909217064,-0.0083231474407945,0.281824286824287,0.235829236137315,0.133333333333333,-0.422121776949363,0.6370042856609,-0.187173210696911,0.0580306149649215,0.0397824397824398,0.532477562633825,0.155494503215879,0.166666666666667,0.196666666666667,0.190264131575271,0.206747648058788,0.253577299802019,0.279065846434267,0.306219907414636,0.306481682361584,0.577904548052752,0.589785847015252
"AKT",-0.0467031970610586,-0.31390862027196,-0.296795218210104,-0.27024154589372,-0.27024154589372,-0.25024154589372,-0.211111111111111,-0.25024154589372,-0.166176470588235,-0.194176470588235,0.279525507882209,-0.121481933310096,-0.236328148641288,-0.187920974931087,0.0407682140806538,-0.249019607843137,0.19047619047619,-0.339848608452669,0.0197883953581433,-0.333342584356283,-0.333342584356283,0.262904858299595,-0.0694444444444444,0.0307246018385688,0.27070762731322,0.266666666666667,0.0201250956948436,0.05,-0.233333333333333,0.219887955182073,-0.05,-0.289694969085372,-0.0126923076923077,0.183363042186572,0.282352941176471,0.333342584356283,0.0820760233918129,0,-0.428557858059784,0.431086815997302,-0.129719450124611,0.227791563275434,0.192307692307692,0.432652252612207,0.0280607473671525,0.2,0.211111111111111,0.206371592539455,0.226009054775104,0.135192584462852,0.296498529133943,0.328062466425806,0.322829981089909,0.62986214004922,0.690572002668777
"DSH",-0.142969393438116,-0.346693555079752,-0.327169745555943,-0.297368421052632,-0.297368421052632,-0.272368421052632,-0.225,-0.272368421052632,-0.18,-0.214782608695652,0.302126824257342,-0.129980671972806,-0.232268221974104,-0.200486878746958,0.0406209195614683,-0.128333333333333,0.193333333333333,-0.302538563554872,0.0345690364599297,-0.294975538344788,-0.294975538344788,0.282834298768051,-0.0909789135595587,0.0443942917851093,0.274596949891068,0.153333333333333,0.0357011119316279,0.0683982683982684,-0.133333333333333,0.222745098039216,-0.0636363636363636,-0.296401461169263,-0.00968218773096822,0.16073275862069,0.159583333333333,0.294975538344788,0.105089343007411,0,-0.447425002578001,0.464145854145854,-0.123341081113296,0.221778711484594,0.18452380952381,0.468454106280193,0.0313908047385797,0.2,0.225,0.230973084886128,0.252924304398323,0.165474372356597,0.326780185758514,0.362454908597117,0.355481039419809,0.658742396746991,0.709054833477587
"GSK3",-0.154531084551145,-0.362454908597117,-0.346693555079752,-0.327169745555943,-0.326780185758514,-0.297368421052632,-0.272368421052632,-0.297368421052632,-0.214782608695652,-0.230973084886128,0.319511668239511,-0.141513518688134,-0.24811237781826,-0.211928186324967,0.0398002865016794,-0.159583333333333,0.222745098039216,-0.313462933302771,0.0357011119316279,-0.302538563554872,-0.302538563554872,0.295048039226066,-0.105089343007411,0.0447403125463549,0.296401461169263,0.128333333333333,0.0478450399676099,0.0909789135595587,-0.153333333333333,0.274596949891068,-0.0683982683982684,-0.319128733896536,-0.0213100947077124,0.167570365458296,0.16073275862069,0.302538563554872,0.116572596595928,0.0636363636363636,-0.464171414061255,0.495474174947859,-0.124749531817522,0.232268221974104,0.221778711484594,0.494478469513859,0.0283285722723301,0.225,0.272368421052632,0.252924304398323,0.270103791577811,0.173962436017074,0.346119808400023,0.376073329649748,0.37907312465573,0.685829399212648,0.640003252778752
"KLF4",-0.570474738027929,-0.551781664676448,-0.519340193104542,-0.480209758321933,-0.480209758321933,-0.431372549019608,-0.366666666666667,-0.431372549019608,-0.263636363636364,-0.323636363636364,0.334855521155831,-0.463728135932034,-0.249888028412174,-0.249618163054696,0.110956450956451,0.12,-0.04,0.0454901960784314,0.0506666666666667,0.0616666666666667,0.0616666666666667,0.251851851851852,-0.38125,0.0642475171886937,0.00438502673796792,-0.1,0.056463768115942,0.35,0.1,-0.0309090909090909,-0.3,-0.0322200782843597,-0.0360062893081761,-0.0983068783068783,-0.105714285714286,-0.0616666666666667,0.416733870967742,0.2,-0.0698141426362842,0.399505256648114,0.234187363834423,0.224114832535885,0.187272727272727,0.476853474135146,0.199306563210143,0.3,0.366666666666667,0.367636363636364,0.402270509977827,0.495520037776135,0.519864930735726,0.57681279792676,0.557229791259778,0.650191416110544,0.574712478311701
"FOXC2",-0.570474738027929,-0.551781664676448,-0.519340193104542,-0.480209758321933,-0.480209758321933,-0.431372549019608,-0.366666666666667,-0.431372549019608,-0.263636363636364,-0.323636363636364,0.334855521155831,-0.463728135932034,-0.249888028412174,-0.249618163054696,0.110956450956451,0.12,-0.04,0.0454901960784314,0.0506666666666667,0.0616666666666667,0.0616666666666667,0.251851851851852,-0.38125,0.0642475171886937,0.00438502673796792,-0.1,0.056463768115942,0.35,0.1,-0.0309090909090909,-0.3,-0.0322200782843597,-0.0360062893081761,-0.0983068783068783,-0.105714285714286,-0.0616666666666667,0.416733870967742,0.2,-0.0698141426362842,0.399505256648114,0.234187363834423,0.224114832535885,0.187272727272727,0.476853474135146,0.199306563210143,0.3,0.366666666666667,0.367636363636364,0.402270509977827,0.495520037776135,0.519864930735726,0.57681279792676,0.557229791259778,0.650191416110544,0.574712478311701
"cateninnuc",-0.55606939995488,-0.436555056500181,-0.417660358964707,-0.397025438329786,-0.397938680338919,-0.368764568764569,-0.335431235431235,-0.369677810773701,-0.336,-0.365230769230769,0.354988451833608,-0.339614073935694,-0.193137451243482,-0.23892022630092,0.0802085511759377,0.0053030303030303,0.0144927536231884,-0.0822390722390722,0.0453246753246753,-0.0699495099495099,-0.0699495099495099,0.271277792985978,-0.30408172962699,0.0559388749455716,0.0623529103441046,-0.00833333333333333,0.0509181268935703,0.29103825136612,0.0333333333333333,0.0383022774327122,-0.253333333333333,-0.0884996993349303,0.0119840435482554,0.0084157196969697,-0.0033030303030303,0.0699495099495099,0.323035977993003,0.233333333333333,-0.188530092857962,0.459265973893765,0.086226865071413,0.174501087607118,0.159384808537351,0.518111097483062,-0.0384295255430185,0.296969696969697,0.335431235431235,0.392242263483643,0.410146193614647,0.259133541303705,0.418887296939709,0.35094334702766,0.57681279792676,0.684401506698525,0.622264045968518
"SNAI2",-0.228016890535484,-0.594961750022664,-0.557229791259778,-0.510993232119993,-0.510993232119993,-0.453246753246753,-0.381818181818182,-0.453246753246753,-0.276470588235294,-0.343137254901961,0.361421439060206,-0.506642288419036,-0.286887673729779,-0.277325571638347,0.139329108720832,0.158333333333333,-0.0666666666666667,0.105629490237073,0.0564050972501677,0.121154604392324,0.121154604392324,0.273846153846154,-0.407563025210084,0.0727094635322483,-0.0196078431372549,-0.133333333333333,0.0664529441401198,0.364705882352941,0.1,-0.0490196078431373,-0.3,-0.00877053524112347,-0.0717038539553752,-0.148860961085722,-0.154885057471264,-0.121154604392324,0.445591194224168,0.2,-0.0184561018942233,0.41924358974359,0.285190913609021,0.257017543859649,0.220175438596491,0.499001245094204,0.386134823352341,0.3,0.381818181818182,0.395274007038713,0.436267795858589,0.555075405225753,0.557517296291116,0.624775414618937,0.588246151802152,0.676797244614927,0.597226788279998
"Ecadherin",-0.592810680231421,-0.57681279792676,-0.551781664676448,-0.519340193104542,-0.519864930735726,-0.480209758321933,-0.431372549019608,-0.480209758321933,-0.323636363636364,-0.367636363636364,0.365661208359622,-0.484094268655146,-0.268847136218865,-0.277106314713463,0.11561194443876,0.105714285714286,-0.0309090909090909,0.0312443860225655,0.056463768115942,0.0454901960784314,0.0454901960784314,0.280965775902485,-0.416733870967742,0.0716300675242641,0.0322200782843597,-0.12,0.0668753903919711,0.38125,0.1,0.00438502673796792,-0.35,-0.057710274362791,-0.0360062893081761,-0.0944107744107744,-0.0983068783068783,-0.0454901960784314,0.437993713487427,0.3,-0.0988759275333094,0.450067054400923,0.229531870352114,0.249888028412174,0.224114832535885,0.51735980324907,0.0951196109219249,0.366666666666667,0.431372549019608,0.402270509977827,0.432107761334066,0.506930294186392,0.552531597402393,0.598007942651316,0.594961750022664,0.691477529810451,0.621953096413246
"cateninmemb",-0.592810680231421,-0.57681279792676,-0.551781664676448,-0.519340193104542,-0.519864930735726,-0.480209758321933,-0.431372549019608,-0.480209758321933,-0.323636363636364,-0.367636363636364,0.365661208359622,-0.484094268655146,-0.268847136218865,-0.277106314713463,0.11561194443876,0.105714285714286,-0.0309090909090909,0.0312443860225655,0.056463768115942,0.0454901960784314,0.0454901960784314,0.280965775902485,-0.416733870967742,0.0716300675242641,0.0322200782843597,-0.12,0.0668753903919711,0.38125,0.1,0.00438502673796792,-0.35,-0.057710274362791,-0.0360062893081761,-0.0944107744107744,-0.0983068783068783,-0.0454901960784314,0.437993713487427,0.3,-0.0988759275333094,0.450067054400923,0.229531870352114,0.249888028412174,0.224114832535885,0.51735980324907,0.111807612968817,0.366666666666667,0.431372549019608,0.402270509977827,0.432107761334066,0.409294168166447,0.552531597402393,0.598007942651316,0.594961750022664,0.691477529810451,0.621953096413246
"Destcompl",-0.507252116729818,-0.575284227914569,-0.550900666270734,-0.519184248360286,-0.519499503766424,-0.482865840400087,-0.434920634920635,-0.482865840400087,-0.322448979591837,-0.363138634764251,0.424208551752493,-0.406888190651905,-0.300710720304691,-0.321739644362216,0.101934176440923,-0.151966873706004,0.231794871794872,-0.265738211017909,0.0393650793650794,-0.252237426088553,-0.252237426088553,0.379661846984782,-0.265705947914274,0.0530894746279362,0.308893729221598,0.147619047619048,0.0467335004177109,0.237208538587849,-0.133333333333333,0.271188811188811,-0.211494252873563,-0.337585712343961,-0.0236531211165424,0.169047712934494,0.163678585417716,0.252237426088553,0.284854884084487,0.166666666666667,-0.378577783767063,0.616248878295562,-0.0146717672977115,0.282875048962005,0.256788092440266,0.658028398858997,-0.00272594001257935,0.377777777777778,0.434920634920635,0.393138634764251,0.419838142153413,0.396917845976365,0.551224921206127,0.595325023427063,0.588489227876488,0.793243238451764,0.831796076791365
"AXIN2",-0.524102652140292,-0.588489227876488,-0.552498606540028,-0.509280940924886,-0.509280940924886,-0.454108527131783,-0.386666666666667,-0.454108527131783,-0.282916666666667,-0.336003086419753,0.430945268337558,-0.425472019167671,-0.327889656573867,-0.337420567427903,0.131146168709375,-0.188405797101449,0.22,-0.295570576414785,0.0286634460547504,-0.275885537044707,-0.275885537044707,0.382190287081463,-0.263461538461538,0.0410127890858114,0.308397538180989,0.166666666666667,0.0389809063722107,0.231318681318681,-0.133333333333333,0.266341463414634,-0.188461538461538,-0.347707883008576,-0.0249408531315965,0.209661835748792,0.198550724637681,0.275885537044707,0.293297604035309,0.15,-0.375071899217098,0.593340324550002,-0.00763761718460839,0.299511278195489,0.267368421052632,0.650626309748015,0.0146822826077463,0.3,0.386666666666667,0.381135829782585,0.416779394139021,0.425658493776533,0.552677167339981,0.617153300509432,0.882013068492172,0.882281394658721,0.810710995716716
