"","PAK1","cateninmemb","NFB","Wnt","TrCP","Csl","cMet","SRC","CD44","Jagged","DSH","STAT","ZEB2","GSK3","DELTA","RAF","PI3K","RAS","FOXC2","ZEB1","KLF4","NOTCHic","SOSGRB2","AXIN2","NOTCH","TCFLEF","cateninnuc","GLI","Frizzled","LIV1","Ecadherin","Csn","AKT","SMAD","SMO","IKK","ILK","Destcompl","SUFU","FUS","HEY1","Patched","SHH","SNAI1","SNAI2","miR200","ERK","cfos","TWIST1","EGR1","RKIP","MEK","CDC42","TGFR","TGF"
"SNAI2",-0.0823529411764706,-0.217188060981164,0.133333333333333,-0.0948253155295409,0.1,0.0469298245614035,-0.0948253155295409,-0.0962337662337662,-0.0926747778951323,0.0887018040325433,-0.0890909090909091,-0.0890909090909091,-0.00327396685546465,-0.114936484363576,0.13768115942029,-0.13768115942029,-0.13768115942029,-0.138137780424856,0.0960490044172711,0.00327396685546465,-0.0123076923076923,-0.0451754385964912,-0.0629141311697093,0.0717046741447922,-0.0451754385964912,0.0928809634621426,0.0928809634621426,0.0932210374546746,0.0962337662337662,0.08,0.247399767447339,-0.133333333333333,-0.131089876748373,0.024824545358274,0.0976470588235294,-0.129885057471264,0.0243460764587525,0.112762681707863,0.1,0.08,0.0130198915009042,0.09968787515006,0.0968709737416093,-0.00607159380989895,0.391872060490008,-0.00305415920964661,0.111764705882353,0.105882352941176,0.0931437091297248,0.1,0.00152564102564103,0.111764705882353,0.0871148459383753,0.094807153630683,0.0954282716431054
"SOSGRB2",-0.0142857142857143,0.110911703911704,-0.0888888888888889,-0.0226190476190476,0,0.190909090909091,-0.0273291925465838,-0.0142857142857143,-0.025879917184265,0.00925265396378917,0,0,-0.00229323308270677,0.0406736912767768,-0.12391713747646,0.12391713747646,0.12391713747646,0.125199188758511,0.0206105006105006,0.00229323308270677,-0.00657894736842105,-0.183216783216783,0.00138888888888889,0.0143908140814081,-0.184625233921009,0.0237746540263703,0.0239658586152804,0.0211697722567288,0.0142857142857143,0,-0.128698944788638,0.1,0.0689327485380117,0.00112790435371081,0,0.0730994152046784,0.0032258064516129,0.189052371938278,0,0,-0.105965909090909,0.0027027027027027,0.00735386549340038,-0.0108230277185501,-0.177441503805946,-0.00485743207447211,-0.000471900471900472,-0.00317460317460317,0.0316811594202899,-0.0142857142857143,0.0572002923976608,0.00255840255840256,0.00428571428571428,0.000439560439560438,0.00682253916296469
"SHH",-0.2,-0.120143369175627,0,-0.2,0,0.1,-0.1,-0.1,-0.1,0.0657142857142857,-0.2,-0.1,0,-0.158974358974359,0.2,-0.2,-0.2,-0.192307692307692,0,0,0,0,0.15,0.019047619047619,0.0333333333333333,0.106666666666667,0.123333333333333,0.2,0.2,0,0.0422222222222222,0,-0.1,0.0833333333333333,0.3,-0.1,0.0666666666666667,0.173766233766234,0.2,0.2,0.0666666666666667,0.333333333333333,0.253333333333333,0.133333333333333,0.30367816091954,0.1,0.2,0.1,0.1,0,0.12,0.22,0.3,0.3,0.3
"Csn",0.1,-0.00663796499922364,0.0966666666666667,0.103060517933804,-0.02,-0.0601010101010101,0.103060517933804,0.111494252873563,0.0955049623782486,-0.00393465941356393,0.0666666666666667,0.0666666666666667,0.00566914805624483,0.0880082146949475,-0.0840131228048989,0.0840131228048989,0.0840131228048989,0.0811340441100813,-0.0989423316702637,-0.00566914805624483,0.00498886734180852,0.0821789321789322,-0.00551596909950421,-0.0731652305634246,0.0725635475635476,-0.0971126794200493,-0.0996983679347817,-0.095636937147778,-0.111494252873563,-0.0666666666666667,0.0413366231408289,-0.08,-0.0872333333333333,-0.0330775046969721,-0.0398268398268398,-0.100833333333333,-0.0302497412008282,-0.229877913794153,-0.0428571428571429,-0.0428571428571429,-0.0268770764119601,-0.0516547968160871,-0.0475564361603494,-0.0191497585491333,-0.16362369937182,-0.0885189082436373,-0.0981385281385281,-0.0942424242424242,-0.111836527972573,-0.103333333333333,-0.0487025001911461,-0.106471861471861,-0.113432835820896,-0.133945656333716,-0.129411050128465
"Csl",-0.186666666666667,0.089990362161096,-0.0777777777777778,0.0548928490863975,-0.0333333333333333,-0.0023963133640553,0.0550582750582751,0.0473659673659674,0.0505684791399077,-0.0296319569870894,0.0261538461538462,0.0261538461538462,0.00899280255513741,0.0873408964180706,-0.0956543806019068,0.0956543806019068,0.0956543806019068,0.0952867335430833,-0.0290349065098787,-0.00899280255513741,0.0147446514837819,0.0181857870482658,0.112383397518186,-0.0533203104850289,0.0190948779573567,-0.0476677157811291,-0.0480679444832446,-0.0500541394089781,-0.0473659673659674,-0.08,-0.050248352246843,0.0666666666666667,0.0591731266149871,0.0313851775722279,0.0336726998491704,0.0614987080103359,0.0269407331277835,-0.07273950380624,0.00833333333333333,0.016025641025641,-0.0705921699783592,0.0218447428599231,0.0218447428599231,0.149606440258614,0.0699912677843668,0.114048370559761,0.19952380952381,0.193809523809524,0.0970907800046345,0.186666666666667,0.187977039384707,0.196262939958592,0.215698924731183,0.206144784603794,0.199568820884973
"TrCP",-0.2,0.0830189405859933,-0.0708333333333333,0.0664132553606238,-0.0333333333333333,-0.00256410256410257,0.0666266266266266,0.0585185185185185,0.0626662305870227,-0.0268980061349693,0.04,0.04,0.00924339361700681,0.0924864718614719,-0.0980272596843615,0.0980272596843615,0.0980272596843615,0.0975727142298161,-0.0236203480551178,-0.00924339361700681,0.0142336716107208,0.0164102564102564,0.100756325632563,-0.0657700529789014,0.0186080586080586,-0.0597032676240597,-0.0598411986585425,-0.0620230114581848,-0.0585185185185185,-0.1,-0.0449471699558971,0.0583333333333333,0.0531920077972709,0.0326096603515958,0.0351766513056836,0.0550438596491228,0.0280935313193378,-0.0755402163777355,0.019047619047619,0.019047619047619,0.0304560954816709,0.0265346759970416,0.0255346759970416,0.152573240682361,0.106378471693079,0.114629401983836,0.212822402358143,0.204347826086957,0.108406926406926,0.2,0.193325992607761,0.210155735691476,0.229411764705882,0.221836007130125,0.215825078168376
"LIV1",-0.2,0.0830189405859933,-0.0708333333333333,0.0664132553606238,-0.0333333333333333,-0.00256410256410257,0.0666266266266266,0.0585185185185185,0.0626662305870227,-0.0268980061349693,0.04,0.04,0.00924339361700681,0.0924864718614719,-0.0980272596843615,0.0980272596843615,0.0980272596843615,0.0975727142298161,-0.0236203480551178,-0.00924339361700681,0.0142336716107208,0.0164102564102564,0.100756325632563,-0.0657700529789014,0.0186080586080586,-0.0597032676240597,-0.0598411986585425,-0.0620230114581848,-0.0585185185185185,-0.1,-0.0449471699558971,0.0583333333333333,0.0531920077972709,0.0326096603515958,0.0351766513056836,0.0550438596491228,0.0280935313193378,-0.0755402163777355,0.019047619047619,0.019047619047619,0.0304560954816709,0.0265346759970416,0.0255346759970416,0.152573240682361,0.106378471693079,0.114629401983836,0.212822402358143,0.204347826086957,0.108406926406926,0.2,0.193325992607761,0.210155735691476,0.229411764705882,0.221836007130125,0.215825078168376
"SMAD",-0.25,-0.0278785707157897,-0.165873015873016,-0.0353785103785104,-0.15,-0.08,-0.0153408029878618,-0.0173015873015873,-0.0193408029878618,-0.10675827398408,-0.0428571428571429,-0.0228571428571429,0.011720263137593,0.0803719074019826,-0.114435584793663,0.114435584793663,0.114435584793663,0.112132953214716,-0.0100223359466946,-0.011720263137593,0.013793719257862,0.0903448275862069,0.106824903874593,0.00858232007285408,0.0919321291735085,0.019747858618798,0.019747858618798,0.0396950571411003,0.0373015873015873,-0.02,0.0364919803308038,0.161111111111111,0.152147525676937,0.0376902093340449,0.148333333333333,0.152147525676937,0.135309256953093,0.0585389737712273,0.133333333333333,0.133333333333333,0.151824482002687,0.147415902140673,0.147044154928777,0.138365374768601,0.157675988904431,0.1156645717325,0.212528132033008,0.203225806451613,0.145719660956136,0.2,0.163215584360352,0.21156659357147,0.265492957746479,0.263816980092848,0.263418573718346
"SNAI1",-0.229411764705882,0.0836752445583595,-0.0550438596491228,0.0620230114581848,-0.0583333333333333,-0.0164102564102564,0.0626662305870227,0.0666266266266266,0.0597032676240597,-0.0266627120173223,0.0585185185185185,0.0585185185185185,0.0118264194472651,0.0909683200462903,-0.0975727142298161,0.0975727142298161,0.0975727142298161,0.0974085106173366,-0.0250180608886629,-0.0118264194472651,0.00956077441445911,0.0186080586080586,0.0973600992174689,-0.0643714515803,0.0169754055468341,-0.0598411986585425,-0.060409087145894,-0.0592807811108356,-0.0664132553606238,-0.04,-0.0454154321827442,0.0708333333333333,0.0559697855750487,0.0307646419014113,0.0265346759970416,0.0531920077972709,0.0326096603515958,-0.0751564444479109,0.019047619047619,0.0351766513056836,0.0322418097673852,0.0255346759970416,0.0300006954145173,0.0547084719990872,0.106613134783928,0.115686078256651,0.210155735691476,0.212822402358143,0.111381285381285,0.204347826086957,0.196673272942489,0.211501027171297,0.221836007130125,0.215825078168376,0.217841207200634
"CDC42",-0.285714285714286,0.0861324936995464,-0.0583333333333333,0.0585185185185185,0,-0.0333333333333333,0.0585185185185185,0.04,0.0666266266266266,-0.028125,0.1,0.1,0.012137284292248,0.0943046536796537,-0.0955882352941176,0.0955882352941176,0.0955882352941176,0.0980272596843615,-0.0249996583999453,-0.012137284292248,0.0158730158730159,0.00256410256410257,0.0819444444444444,-0.0670279146141215,0.0164102564102564,-0.0626662305870227,-0.0597032676240597,-0.0664132553606238,-0.04,-0.1,-0.0437706993676618,0.0333333333333333,0.0550438596491228,0.0280935313193378,0.019047619047619,0.0708333333333333,0.0248677248677249,-0.0777958554754799,0.0333333333333333,0.019047619047619,0.0289855072463768,0.0351766513056836,0.0265346759970416,0.149947942353006,0.105112648908269,0.117167473049826,0.204347826086957,0.2,0.108406926406926,0.22,0.198298368298368,0.212822402358143,0.2,0.229411764705882,0.221836007130125
"Wnt",0.1,0.0407203389830508,0.0666666666666667,0.1,0.1,-0.1,0.1,0.1,0.136842105263158,-0.0324509803921569,0.2,0.1,0.01324725011956,0.113793103448276,-0.0804511278195489,0.0804511278195489,0.0804511278195489,0.103178400546822,-0.0969230769230769,-0.01324725011956,0.0156862745098039,0.0571428571428571,-0.0242424242424242,-0.0957575757575758,0.0571428571428571,-0.133270676691729,-0.125985908479809,-0.136842105263158,-0.2,0,0.050298789854258,-0.1,-0.0591666666666667,-0.0344265553567879,-0.05,-0.0466666666666667,-0.0367521367521367,-0.245254440448948,0,0,-0.0256410256410256,-0.0590909090909091,-0.0543290043290043,-0.00595238095238095,-0.189396551724138,-0.071010101010101,-0.0533333333333333,-0.0333333333333333,-0.122647058823529,0,-0.0216666666666667,-0.0474509803921569,-0.1,-0.106666666666667,-0.119710144927536
"SUFU",-0.316666666666667,-0.123884715526329,0.0737142857142857,-0.225320512820513,0.1,-0.0424242424242424,-0.118478964401295,-0.123333333333333,-0.115471445604302,0.0717488905211768,-0.2125,-0.106666666666667,0.0153326260511906,-0.15769160155704,0.194344480161861,-0.194344480161861,-0.194344480161861,-0.192762201680848,-0.0148119367898655,-0.0153326260511906,0.00659609742264106,0.0310606060606061,0.113501410869832,0.0296792097883356,0.03502886002886,0.116830141256476,0.118415819005837,0.222718282337241,0.229166666666667,0.1,0.0358527003839049,-0.0857142857142857,-0.0784122722914669,0.0744697149763081,0.265833333333333,-0.0737142857142857,0.0723911930363543,0.183389092708751,0.253333333333333,0.265833333333333,0.0722511642364969,0.270883838383838,0.269725537225537,0.15122372392278,0.317491418537501,0.121479784593879,0.255616108029901,0.252167832167832,0.130020428290902,0.243076923076923,0.185515814573252,0.261148022923518,0.332882882882883,0.343521180755223,0.341351555508675
"Jagged",-0.2,0.0917358697640388,0,0.08,0,0.1,0.08,0.1,0.0261538461538462,-0.0175757575757576,0,0,0.0154589371980676,0.0800766283524904,-0.12,0.12,0.12,0.0927272727272727,-0.0428571428571429,-0.0154589371980676,0.0111111111111111,-0.04,0.12,-0.0371428571428571,-0.0685714285714286,-0.0473659673659674,-0.0550582750582751,-0.0261538461538462,-0.1,0,-0.0609824561403509,0,0.0666666666666667,0.0285714285714286,0.0333333333333333,0.0333333333333333,0.0333333333333333,-0.0675830115830116,0,0,-0.0666666666666667,0.00833333333333333,0.016025641025641,0.158333333333333,0.0679989944695827,0.115757575757576,0.22,0.2,0.111,0.1,0.18974358974359,0.186666666666667,0.2,0.166666666666667,0.186666666666667
"Patched",-0.3,-0.131254480286738,0.1,-0.2,0,0,-0.1,-0.1,-0.106666666666667,0.062010582010582,-0.2,-0.1,0.0166666666666667,-0.154212454212454,0.192307692307692,-0.192307692307692,-0.192307692307692,-0.186057692307692,-0.02,-0.0166666666666667,-0.0111111111111111,0.0333333333333333,0.116666666666667,0.0281385281385281,0.0424242424242424,0.123333333333333,0.118478964401295,0.2125,0.2,0.1,0.0334843581445523,0,-0.0857142857142857,0.0733333333333333,0.333333333333333,-0.1,0.0833333333333333,0.183656343656344,0.2,0.3,0.0743589743589744,0.253333333333333,0.265833333333333,0.149462365591398,0.313011494252874,0.114285714285714,0.22,0.2,0.118518518518519,0.1,0.162857142857143,0.243076923076923,0.3,0.3,0.316666666666667
"IKK",0,-0.207626219218398,-0.114285714285714,-0.0888888888888889,0,-0.0909090909090909,-0.0888888888888889,-0.0888888888888889,-0.075042735042735,-0.00218994064354889,-0.1,-0.1,0.0175438596491228,-0.00765567765567766,0.0859044162129462,-0.0859044162129462,-0.0859044162129462,-0.0746368105791434,0.07994227994228,-0.0175438596491228,0.0153846153846154,0.0861471861471862,0.0247899159663866,0.0714285714285714,0.0877344877344877,0.0778675937997972,0.0812431212259575,0.075042735042735,0.0888888888888889,0.1,0.237864848202246,0.1,-0.0158944658944659,0.0730060506050605,0.1,-0.00238095238095238,0.0680555555555556,-0.100241515217204,0.1,0.12,0.0731682146542828,0.0888888888888889,0.0957854406130268,-0.000812835736499857,0.297922075984123,-0.0684392419175028,-0.0182857142857143,-0.0142857142857143,0.118104575163399,0,-0.013752276867031,-0.0116190476190476,0.0222222222222222,0.0131313131313131,0.00593131313131313
"FUS",-0.3,-0.121292628213914,0.0857142857142857,-0.229166666666667,0.1,-0.0424242424242424,-0.123333333333333,-0.106666666666667,-0.118478964401295,0.0738866577420794,-0.2,-0.1,0.0177480849883886,-0.160005226235703,0.193034436493739,-0.193034436493739,-0.193034436493739,-0.194344480161861,-0.0160526315789474,-0.0177480849883886,0.00719489981785064,0.0424242424242424,0.11140350877193,0.0294450177508648,0.0310606060606061,0.115471445604302,0.116830141256476,0.225320512820513,0.2125,0.1,0.0339989413725764,-0.1,-0.0737142857142857,0.0723911930363543,0.265833333333333,-0.0737142857142857,0.0717460317460317,0.183016950231345,0.333333333333333,0.253333333333333,0.0710463449593884,0.265833333333333,0.270883838383838,0.151394081674057,0.316766303178239,0.122595026229567,0.252167832167832,0.243076923076923,0.132700840662036,0.22,0.18674030436917,0.255616108029901,0.316666666666667,0.332882882882883,0.343521180755223
"DSH",0.106666666666667,0.0374694555908247,0.0591666666666667,0.133270676691729,0.0666666666666667,-0.0571428571428571,0.133270676691729,0.136842105263158,0.125985908479809,-0.0275649103898078,0.1,0.1,0.0177923502988693,0.108314653051032,-0.108690211570444,0.108690211570444,0.108690211570444,0.105608979077446,-0.108983884332722,-0.0177923502988693,0.0185988958690272,0.0747899159663866,-0.0212121212121212,-0.0851894273913703,0.0670976082740789,-0.126462098955999,-0.12886637322136,-0.126081134208069,-0.136842105263158,-0.1,0.0405810273709116,-0.0466666666666667,-0.0465229885057471,-0.0361334853514978,-0.0543290043290043,-0.0591666666666667,-0.0334919759175356,-0.238729950198478,-0.05,-0.0590909090909091,-0.0252677520314698,-0.064006423683843,-0.062165932886297,-0.00132850241545894,-0.191555910967334,-0.0697905888149791,-0.0511546840958606,-0.0474509803921569,-0.114116157101138,-0.0533333333333333,-0.0217415917415917,-0.0594253607875899,-0.119710144927536,-0.135900621118012,-0.13276473261627
"SMO",-0.3,-0.124458363781884,0.1,-0.2125,0,-0.0333333333333333,-0.106666666666667,-0.1,-0.123333333333333,0.0762962962962963,-0.2,-0.1,0.018361581920904,-0.161008570717309,0.186057692307692,-0.186057692307692,-0.186057692307692,-0.193034436493739,-0.02,-0.018361581920904,0.00555555555555555,0.0424242424242424,0.11140350877193,0.0350350798626661,0.0424242424242424,0.118478964401295,0.115471445604302,0.229166666666667,0.2,0.1,0.0301633249342202,-0.1,-0.0737142857142857,0.0717460317460317,0.253333333333333,-0.0857142857142857,0.0733333333333333,0.185206731253243,0.3,0.333333333333333,0.0695970695970696,0.265833333333333,0.265833333333333,0.154224270353303,0.315868637110016,0.120614828209765,0.243076923076923,0.22,0.13322440087146,0.2,0.17952380952381,0.252167832167832,0.3,0.316666666666667,0.332882882882883
"SRC",0.0444444444444444,-0.186807738362521,-0.116666666666667,-0.08,-0.1,0.12,-0.08,-0.1,-0.0881967213114754,0.00626205598682663,-0.1,0,0.0221323749625636,-0.116190476190476,-0.103913224864414,0.103913224864414,0.103913224864414,0.108458679409868,-0.0645051353874883,-0.0221323749625636,0.110594315245478,-0.105714285714286,0.04,0.0704981087169026,-0.0914285714285714,0.0930747700919632,0.0915087745662362,0.0881967213114754,0.1,0,0.174266049854285,0.15,0.088034188034188,0.0168622569938359,0.0333333333333333,0.0935897435897436,0.0177631578947368,0.0947240802675585,0.0333333333333333,0.0333333333333333,-0.0186362131744455,0.037037037037037,0.0399782135076253,-0.00392735318313745,0.0941678503798595,-0.0673107890499195,-0.213131313131313,-0.224242424242424,-0.00511304787166856,-0.233333333333333,-0.128706419029,-0.207470935772823,-0.0444444444444444,-0.0587301587301587,-0.066002886002886
"GLI",-0.378333333333333,0.0808003957705601,-0.121929824561403,-0.0620872865275142,-0.0833333333333333,0.000778072502210436,0.0594335169158143,0.0496774193548387,0.0533990341571936,-0.0590737321678056,-0.08,0.04,0.0288306878306878,0.194564741381612,-0.202742621289883,0.202742621289883,0.202742621289883,0.200960443072061,-0.0479292440660475,-0.0288306878306878,0.0315512655512656,0.00922192749778956,0.139806152549515,-0.0601690821256039,0.0139838322596943,-0.0488535796117391,-0.0492719896535801,-0.0315297347490815,0.0703225806451613,-0.1,-0.0462083478567143,0.116666666666667,0.11172574292875,0.0666495470274046,0.168170426065163,0.11172574292875,0.0628657632436208,-0.0439791595336546,0.152380952380952,0.152380952380952,0.0653337277700605,0.166129609738632,0.165718087104887,0.216673752922895,0.115863531906117,0.140419034010365,0.334307359307359,0.322619047619048,0.170634278002699,0.314285714285714,0.247992451110624,0.333754873119514,0.405919540229885,0.402774886141835,0.397833709671247
"RAF",-0.133333333333333,-0.120966008024832,-0.114285714285714,0.01,-0.1,-0.0888888888888889,0.0157894736842105,0,0.0157894736842105,-0.111601584606678,0,0,0.0318986131037781,0.0461386918833727,-0.129545454545455,0.129545454545455,0.129545454545455,0.132109557109557,-0.0333628057765989,-0.0318986131037781,0.0318986131037781,0.0797979797979798,0.137396825396825,-0.00731364275668073,0.0874902874902875,-0.00949576739050423,-0.00873240861187828,-0.01,0,0,0.137622588970723,0.1,0.129816017316017,0.110672479314684,0.1,0.126785714285714,0.107702182284981,-0.187467321423343,0.1,0.1,0.11831204026326,0.104,0.102360655737705,0.213422190660876,0.33265139593169,0.0407146371253436,-0.076551724137931,-0.08,0.139970291146762,-0.08,0.0456582633053221,-0.074424064563463,0.153333333333333,0.158095238095238,0.151553182020472
"TCFLEF",-0.435897435897436,-0.114751127036952,0.0646233766233766,-0.101553544494721,0.0857142857142857,-0.0298900047824008,-0.0949358974358974,-0.0975,-0.0943069666182874,0.059917670442126,-0.0941176470588235,-0.0875,0.0457197855750487,0.100961631661992,0.0973564784485362,-0.0973564784485362,-0.0973564784485362,-0.0964366361357898,-0.0161165263923946,-0.0457197855750487,0.046738922841864,0.0220468675274988,0.0170059880239521,0.0227189255189255,0.0230435452683626,-0.00420391539774928,-0.00351663017438158,0.101553544494721,0.104117647058824,0.1,0.12969349822527,-0.0766233766233766,-0.0613975701717637,0.0583553132207656,0.151904761904762,-0.0613975701717637,0.0585465178096757,-0.0955394349370712,0.15,0.156666666666667,0.0512218733149364,0.155130568356375,0.155130568356375,0.254990400115923,0.262780265243616,0.160637180757663,0.261126596980256,0.260174216027875,0.253725677023583,0.252857142857143,0.266389769022363,0.265208229633317,0.438223017292785,0.444765073367551,0.444765073367551
"AXIN2",-0.08,0.123741160019631,-0.148792270531401,0.103819834268912,-0.133333333333333,0.0214035087719298,0.103819834268912,0.108992248062016,0.104135291682161,-0.106388206388206,0.106666666666667,0.106666666666667,0.0673566253875888,0.119611130669483,-0.15631365423753,0.15631365423753,0.15631365423753,0.155788719854328,-0.100851201881647,-0.0673566253875888,0.071232619170871,-0.0249749373433584,0.093842775581906,-0.102136336023605,-0.0270019643703854,-0.104721458153439,-0.104505288676569,-0.104448765086522,-0.108992248062016,-0.1,-0.0559432236413626,0.144444444444444,0.154251207729469,0.0115021854152289,-0.0970695970695971,0.153140096618357,0.0115021854152289,-0.11407227074281,-0.1,-0.0923076923076923,0.00985704626678257,-0.0970695970695971,-0.095430252807302,0.102330955490807,-0.150682383741495,0.100969985674589,-0.0185760960413342,-0.0157723577235772,0.000785645626754484,-0.0133333333333333,0.100209539564378,-0.0185760960413342,0.0787654320987654,0.0787654320987654,0.0807456301185674
"TGF",-0.42,0.0107116759465015,-0.191666666666667,-0.0157142857142857,-0.2,0.0333333333333333,0.00333333333333333,0.0333333333333333,-0.00610062893081761,-0.0865120274914089,0,0,0.0732260823336338,0.146693380548566,-0.176785714285714,0.176785714285714,0.176785714285714,0.169642857142857,-0.00520186335403727,-0.0732260823336338,0.0768624459699975,-0.0233333333333333,0.155263157894737,-0.000132275132275134,-0.0371264367816092,0.00346904998344919,0.00442598778249225,0.0251482479784367,-0.0142857142857143,0,-0.0167729449321628,0.166666666666667,0.225501253132832,0.106666666666667,0.103333333333333,0.220238095238095,0.106666666666667,0.0789450759924066,0.0666666666666667,0.0866666666666667,0.106963249516441,0.0998850574712644,0.109260057471264,0.228633184996821,0.0373569335760364,0.144483629397422,0.242355889724311,0.247619047619048,0.240185185185185,0.233333333333333,0.237662337662338,0.244578111946533,0.431111111111111,0.431111111111111,0.341825396825397
"TGFR",-0.431111111111111,0.009325994653199,-0.220238095238095,-0.0251482479784367,-0.166666666666667,0.0233333333333333,-0.00610062893081761,0.00333333333333333,-0.00346904998344919,-0.0879613028537278,0.0142857142857143,0.0333333333333333,0.075112874786464,0.148404871991109,-0.169642857142857,0.169642857142857,0.169642857142857,0.170812447786132,-0.00563854457674469,-0.075112874786464,0.0732910173985689,-0.0371264367816092,0.149090318388564,-0.000561459681631357,-0.0349681634003142,0.00442598778249225,0.0050460054972841,0.0219224415268238,0.0157142857142857,0,-0.0142175786629976,0.191666666666667,0.216198927551437,0.107022538552788,0.0998850574712644,0.225501253132832,0.106666666666667,0.0787434630891808,0.0866666666666667,0.103333333333333,0.106963249516441,0.109260057471264,0.112084916228327,0.228928170247559,0.0394402669093697,0.145363394793317,0.244578111946533,0.242355889724311,0.240541057071306,0.247619047619048,0.239090909090909,0.251427427015026,0.431111111111111,0.341825396825397,0.345371496116177
"RAS",-0.18,-0.0620883637933357,-0.166666666666667,-0.0941176470588235,-0.2,0.1,-0.0941176470588235,-0.1,-0.104755944931164,-0.0782416715947171,-0.1,-0.1,0.0892452135493373,-0.104870801033592,-0.0828205128205128,0.0828205128205128,0.0828205128205128,-0.022948717948718,-0.0466666666666667,-0.0892452135493373,0.0882142857142857,-0.0842105263157895,0.158008658008658,0.0872463768115942,-0.0823237338629593,0.107832868008087,0.105283292937266,0.106617647058824,0.1,0,0.0402516386440391,0.2,0.176666666666667,0.121335807050093,0.116666666666667,0.16,0.123376623376623,0.0976301040254529,0.1,0.1,0.0221343873517787,0.128666666666667,0.126971751412429,0.133765978367748,0.365073236643708,0.121692307692308,-0.0392105263157895,-0.055,0.17012547735952,-0.08,0.0415408805031447,-0.037249742002064,0.18,0.185882352941176,0.194793244030285
"TWIST1",-0.221818181818182,-0.215904207764376,-0.0423076923076923,-0.110058479532164,-0.1,-0.0162962962962963,-0.108983451536643,-0.111111111111111,-0.10858184511094,0.00559377884660442,-0.1,-0.1,0.0931009957325747,-0.117198322945671,0.0441821595838041,-0.0441821595838041,-0.0441821595838041,-0.0458944883509274,0.109158864391423,-0.0931009957325747,0.0853450072962268,0.0137321937321937,0.0423321402726437,0.0898136809427132,0.0156189861850239,0.109041263181384,0.109098767494208,0.110058479532164,0.111111111111111,0.1,0.218802350004675,0.05,0.0552213323399764,0.0961619134886462,0.212,0.0518315018315018,0.0964919464919465,0.129858287554361,0.233333333333333,0.2,0.0928105792512572,0.22158904109589,0.218140765233821,0.13345705727405,0.39705982839682,0.121224539705831,0.165575896262395,0.15768115942029,0.147313482982819,0.153333333333333,0.157599046729481,0.166073408700206,0.221818181818182,0.231818181818182,0.233868295713398
