"","CDC42","TGF","GSK3","FOXC2","RKIP","AKT","SUFU","IKK","SNAI1","Ecadherin","Destcompl","KLF4","PI3K","NFB","DSH","cateninmemb","Wnt","cMet","TWIST1","ILK","cateninnuc","GLI","Jagged","NOTCHic","Frizzled","SNAI2","Csl","NOTCH","ZEB1","LIV1","ZEB2","miR200","SRC","HEY1","FUS","CD44","SMAD","AXIN2","ERK","TCFLEF","Patched","cfos","MEK","SHH","STAT","SMO","RAF","DELTA","EGR1","RAS","TrCP","Csn","SOSGRB2","TGFR","PAK1"
"FOXC2",0.00290909090909091,0.0059660014781966,0.060273227357203,-0.0645845936680783,0.0132549989692847,0.0868783068783069,0,0.0942857142857143,-0.00638407640980838,0.214222396155143,0.0350665413334696,-0.00740740740740741,0.103846153846154,0.08,0,0.217054399981229,0.00848153214774282,0.00848153214774282,-0.0105533769063181,-0.00666666666666667,0.0228724658120535,0.0257229114580876,-0.0194611785016583,-0.11377990430622,0.0294117647058824,0.0151494033305976,-0.0927272727272727,-0.102439698120653,-0.00229102167182663,-0.0333333333333333,0.00229102167182663,0.00201465201465202,-0.0294117647058824,-0.0102215431627196,-0.0333333333333333,-0.0250032712781776,0.00666666666666667,-0.125679433394109,-0.116256684491979,-0.0112908966962378,-0.0291666666666667,-0.0927272727272727,-0.106978333976515,-0.019489247311828,0,-0.0166666666666667,-0.103846153846154,-0.103846153846154,-0.12,-0.0957579185520362,-0.1,-0.1,0.0670097198399085,-0.00157575757575757,0.00909090909090909
"cateninmemb",-0.00157575757575757,-0.00289186042937201,-0.0401849271364524,0.0730514128900462,-0.00389170308913487,-0.0946705146705147,-0.0333333333333333,-0.0868783068783069,-0.00374250586867263,0.143444308986092,-0.0519351340641313,0.0162681669010783,-0.0957579185520362,-0.0942857142857143,-0.0294117647058824,0.116276415976106,-0.0257229114580876,-0.0250032712781776,0.0088773992526868,0.00666666666666667,-0.0138155096962738,-0.0117229114580876,0.01007902747191,0.102439698120653,-0.00848153214774282,-0.0241199030295741,0.11377990430622,0.113963861689426,-0.00339618211964257,0,0.00339618211964257,-0.00182843227535965,0.00848153214774282,0.00820812034392769,0.0166666666666667,0.0112908966962378,-0.00836158192090395,0.12011242308483,0.106978333976515,0.0228724658120535,0.019489247311828,0.116256684491979,0.118350882996123,0.0273632630598594,0.0294117647058824,0.0291666666666667,0.0957579185520362,0.0957579185520362,0.0927272727272727,0.102182499557623,0.1,0.08,-0.0564834040504348,0.0059660014781966,0.00290909090909091
"cMet",-0.00583333333333332,-0.013516548463357,-0.160522273425499,-0.0151107594936709,0.111481481481481,-0.12,-0.1,-0.12,-0.049168311121924,-0.0694632758763101,-0.10284192300999,-0.120634920634921,-0.0247619047619048,-0.1,-0.1,-0.103267959798209,-0.0666666666666667,-0.0666666666666667,-0.0141128534386961,-0.100907029478458,-0.0880662603721335,-0.0893939393939394,-0.087626431539475,-0.0804511278195489,-0.1,-0.0206984904795124,-0.0857142857142857,-0.0910894256918893,-0.00952380952380954,-0.1,0.00952380952380954,0.0294470520421607,0,0.0960440316477468,0.1,0.0875968992248062,0.0972706658420944,0.107936507936508,-0.145,0.0829815146094216,0.12,-0.155,-0.146818181818182,0.104375,0,0.12,0.0247619047619048,0.0247619047619048,-0.175,0.0323090745732255,0.1,0.1,0.00857142857142857,0.0113888888888889,-0.00666666666666668
"Destcompl",0.106903589021816,0.106812844920182,0.0348932902116257,0.079883325017164,0.0425278107723088,0.119552767991636,0.0777777777777778,0.111499076716468,0.0276551285022463,0.0113835291336469,-0.0398471672768898,-0.159610519122798,0.1411154704579,0.117805383022774,0.0444444444444444,0.0209252785898486,0.0371611133716111,0.0368113769054272,-0.00221333356466884,-0.0307142857142857,0.017923940323901,0.0143410762658597,-0.018931490845347,-0.0901860556208383,0.00745814307458143,0.0279450537514542,-0.108664316490403,-0.107620925360317,-0.146573829346725,0.00555555555555556,0.146573829346725,0.180200257080339,-0.00745814307458143,0.0218671926364234,-0.053639846743295,-0.0140501828755765,0.0315329991645781,-0.129424863757421,-0.0873231686346441,-0.0324063472591381,-0.0586139400075437,-0.103170163170163,-0.102513042052366,-0.0707996266613155,-0.0444444444444444,-0.073639846743295,-0.1411154704579,-0.1411154704579,-0.0758974358974359,-0.150220650991652,-0.133333333333333,-0.104761904761905,-0.04198712313713,-0.111640431127079,-0.114489795918367
"TCFLEF",0.0571258199165176,0.0574569457443322,-0.171705692134725,0.153014467192389,-0.054339899894384,-0.135838053951658,-0.1,-0.136925010473398,-0.045024633664801,0.173879211790265,-0.145926766399924,-0.0977495543672014,-0.172482058644513,-0.143376623376623,-0.115686274509804,0.119667951868382,-0.124703368526898,-0.117350427350427,0.157432482986464,0.00433796612743981,-0.0231826260147598,-0.130293430638699,0.115395057989864,0.230240714171848,-0.130686274509804,0.033551720349583,0.226319145544397,0.231237391912711,-0.195834573808258,0.133333333333333,0.195834573808258,0.201597298284045,0.123333333333333,0.0390798997684524,0.12,0.123010804708918,-0.00682362578327155,0.472460073260073,0.177073170731707,0.020605306427131,0.11047619047619,0.17993031358885,0.175032354405177,0.105568215016068,0.108333333333333,0.11047619047619,0.172482058644513,0.172482058644513,0.162857142857143,0.172876276778548,0.114285714285714,0.123376623376623,-0.0764237678489176,-0.0571258199165176,-0.0641025641025641
"SHH",0.0333333333333333,0.0533333333333333,-0.058974358974359,0.225,0.16,-0.1,-0.2,-0.1,0.116666666666667,0.0322222222222222,-0.0527272727272727,-0.25,-0.2,0,-0.2,-0.0834408602150538,-0.2,-0.1,0.125,0,-0.0933333333333333,-0.2,0.105714285714286,0.2,-0.2,0.0123371647509579,0.1,0.233333333333333,-0.3,0,0.3,0.3,0.1,0,0.2,0.1,0.0166666666666667,0.247619047619048,-0.1,0.0933333333333333,0.266666666666667,-0.1,-0.04,0.186666666666667,0.1,0.3,0.2,0.2,0,0.223076923076923,0,0,-0.05,-0.0333333333333333,0
"FUS",0.045,0.0267423806785509,-0.0783142142787563,0.191996370235935,0.103421698576338,-0.126593406593407,-0.266666666666667,-0.134285714285714,0.0964771179317741,0.0447246110045886,-0.0467007829492976,-0.293306010928962,-0.219879248658318,-0.114285714285714,-0.2,-0.075928038775075,-0.2,-0.0933333333333333,0.100922503963773,-0.0150793650793651,-0.0979187600702897,-0.207692307692308,0.0994224517116083,0.224242424242424,-0.2,0.0130378572362105,0.224242424242424,0.21969696969697,-0.303279782329902,0.1,0.303279782329902,0.310601042021019,0.0933333333333333,0.0292881032011467,0.186666666666667,0.100129449838188,0.0144342037890425,0.251966873706004,-0.0264801864801865,0.0941144122442027,0.199166666666667,-0.0476923076923077,-0.0253307611928302,0.198156565656566,0.1,0.199166666666667,0.219879248658318,0.219879248658318,-0.04,0.219442567435611,0.1,0.1,-0.0408906882591093,-0.0341891891891892,-0.0533333333333333
"Patched",0.0333333333333333,0.045,-0.078021978021978,0.215,0.131428571428571,-0.114285714285714,-0.2,-0.1,0.106989247311828,0.0429018338727077,-0.045034965034965,-0.283333333333333,-0.223076923076923,-0.1,-0.2,-0.080663082437276,-0.2,-0.1,0.106481481481481,-0.0166666666666667,-0.100129449838188,-0.2,0.0946031746031746,0.233333333333333,-0.2,0.0136704980842912,0.2,0.224242424242424,-0.308333333333333,0.1,0.308333333333333,0.314285714285714,0.1,0.0230769230769231,0.3,0.0933333333333333,0.0166666666666667,0.247619047619048,-0.04,0.0933333333333333,0.186666666666667,-0.1,-0.0476923076923077,0.199166666666667,0.1,0.266666666666667,0.223076923076923,0.223076923076923,-0.1,0.210576923076923,0,0,-0.05,-0.0533333333333333,-0.0333333333333333
"AKT",0.153117647058824,0.147586244312772,0.123328911232137,0.125560853352894,0.173240634046261,0.10930115635998,0,0.198190045248869,0.140847983485283,-0.0381977312018245,0.0595062781390832,-0.321508097165992,0.208104133309613,0.205882352941176,0.0555555555555556,0.023487422908067,0.0518097361575623,0.0518097361575623,-0.0421729487904853,-0.0531748699479792,0.0291022176873319,0.0255527529173388,-0.0322551411641687,-0.147332506203474,0.0164251207729469,-0.00647035987220435,-0.163461538461538,-0.166844701325425,-0.309343554227274,0,0.309343554227274,0.332403664732498,-0.0164251207729469,0.040390578909184,0.0333333333333333,-0.0252560638411781,0.0521647689378782,-0.0932449716348633,-0.116140882582541,-0.0452560638411781,0.0290598290598291,-0.134173669467787,-0.132596578785073,0.0143229869545659,-0.0555555555555556,0.0179487179487179,-0.208104133309613,-0.208104133309613,-0.104761904761905,-0.216537868249372,-0.233333333333333,-0.2,-0.139358974358974,-0.153930655188905,-0.169117647058824
"SMO",0.0533333333333333,0.0341891891891892,-0.0692841139443081,0.201206896551724,0.114761904761905,-0.134285714285714,-0.3,-0.114285714285714,0.0927035330261137,0.0425328301826708,-0.0535620968179108,-0.291666666666667,-0.210576923076923,-0.1,-0.2,-0.0787213348644605,-0.2,-0.0933333333333333,0.103540305010893,-0.0166666666666667,-0.0941144122442027,-0.2,0.0946031746031746,0.224242424242424,-0.2,0.00890859332238643,0.233333333333333,0.224242424242424,-0.310028248587571,0.1,0.310028248587571,0.315551537070524,0.1,0.0278388278388278,0.266666666666667,0.0933333333333333,0.0150793650793651,0.247619047619048,-0.0476923076923077,0.100129449838188,0.199166666666667,-0.04,-0.0264801864801865,0.199166666666667,0.1,0.186666666666667,0.210576923076923,0.210576923076923,-0.1,0.219879248658318,0,0.1,-0.0447368421052632,-0.045,-0.0333333333333333
"miR200",-0.00196078431372549,-0.000479163908624215,-0.0584118535143966,-0.0144906042467018,-0.00183295166473476,0.0194807774152362,0.02,0.017593984962406,0.00457320457320457,0.0341364968681296,0.0344373061279467,-0.314285714285714,0.0875277458859548,0.0147368421052632,0.04,0.121049191318758,0.0331267605633803,0.0306919779546846,-0.075814635262488,-0.000884955752212389,0.0176816985960907,0.0177421451787649,0.0102240869495724,-0.00571428571428572,0.012,0.0668849102290593,-0.0160591133004926,-0.015318805488297,-0.311129032258065,0,0.311129032258065,0.247891642414087,-0.00956521739130435,-2.82485875706215e-05,-0.0075,-0.0149616408760329,0.000571476128387938,-0.0829479401835526,-0.00974025974025974,-0.0264695773839695,-0.0119725738396624,-0.0142857142857143,-0.0172232529375387,-0.0195812694918364,-0.04,-0.0208333333333333,-0.0875277458859548,-0.0875277458859548,-0.0142857142857143,-0.0922659004994212,0,-0.02,-0.00229206963249516,-0.00126502213788741,0
"TGFR",0.132380952380952,0.21741134751773,-0.131172504280988,0.203104369524533,0.110909090909091,-0.0496648598239786,0.0466666666666667,-0.0566416040100251,0.0966778434759127,-0.000362822831777536,-0.0146486321070411,-0.323534379426828,-0.0857142857142857,-0.0619047619047619,-0.0285714285714286,-0.0420495897977705,-0.0191374663072776,-0.0238993710691824,0.133289837880585,0.0285728250244379,-0.0290375083037254,-0.0249439179201809,0.0413947941345969,0.13632183908046,-0.0285714285714286,0.0070940555251663,0.146666666666667,0.131285867857438,-0.318742661710582,0.1,0.318742661710582,0.334033865652331,0.0333333333333333,-0.00932282494683258,-0.0133333333333333,0.0291625289639192,-0.0331991595440109,0.0596443520978571,0.0200167084377611,0.02629171556679,-0.0268031609195402,0.0177944862155389,0.0159071193966652,-0.0341477936879018,0.0333333333333333,-0.0236781609195402,0.0857142857142857,0.0857142857142857,-0.019047619047619,0.0857142857142857,0.0333333333333333,0.0333333333333333,-0.15237166991553,-0.221666666666667,-0.146666666666667
"PI3K",0.169117647058824,0.153930655188905,0.160425685425685,0.142102206736353,0.18876858435682,0.198190045248869,0,0.205882352941176,0.123554750402576,-0.0456219736260669,0.028488908412036,-0.313815789473684,0.2204329004329,0.2,0,0.0193080141415023,0.0164251207729469,0.0164251207729469,-0.0479833463440021,-0.0571748699479792,0.0452560638411781,0.0518097361575623,-0.0494736842105263,-0.163461538461538,0.0555555555555556,-0.0220482493194405,-0.125,-0.147332506203474,-0.320987389843712,-0.1,0.320987389843712,0.334542702165653,-0.0555555555555556,0.0426462180069283,0,-0.0518097361575623,0.0531748699479792,-0.103714285714286,-0.134173669467787,-0.0252560638411781,0.0179487179487179,-0.104761904761905,-0.116140882582541,0.0290598290598291,0,0.0333333333333333,-0.2204329004329,-0.2204329004329,-0.133333333333333,-0.208104133309613,-0.2,-0.233333333333333,-0.132692307692308,-0.153117647058824,-0.175
"ILK",0.169117647058824,0.153930655188905,0.160425685425685,0.142102206736353,0.18876858435682,0.198190045248869,0,0.205882352941176,0.123554750402576,-0.0456219736260669,0.028488908412036,-0.313815789473684,0.2204329004329,0.2,0,0.0193080141415023,0.0164251207729469,0.0164251207729469,-0.0479833463440021,-0.0571748699479792,0.0452560638411781,0.0518097361575623,-0.0494736842105263,-0.163461538461538,0.0555555555555556,-0.0220482493194405,-0.125,-0.147332506203474,-0.320987389843712,-0.1,0.320987389843712,0.334542702165653,-0.0555555555555556,0.0426462180069283,0,-0.0518097361575623,0.0531748699479792,-0.103714285714286,-0.134173669467787,-0.0252560638411781,0.0179487179487179,-0.104761904761905,-0.116140882582541,0.0290598290598291,0,0.0333333333333333,-0.2204329004329,-0.2204329004329,-0.133333333333333,-0.208104133309613,-0.2,-0.233333333333333,-0.132692307692308,-0.153117647058824,-0.175
"Wnt",0.3,0.289275362318841,0.116300940438871,0.266234817813765,0.211666666666667,0.113333333333333,0,0.113333333333333,0.16620082815735,0.0264724064291334,0.0760161272747085,-0.374509803921569,0.24812030075188,0.133333333333333,0.2,0.0585593220338983,0.075,0.075,0.0905882352941176,-0.0743589743589744,0.039764975352288,0.0276315789473684,-0.0412745098039216,-0.135714285714286,0.1,0.0375862068965517,-0.15,-0.185714285714286,-0.367192730750837,0,0.367192730750837,0.394646464646465,0,0.061025641025641,0,-0.0276315789473684,0.0766845557543232,-0.0987878787878788,-0.113333333333333,-0.0669172932330827,0.0454545454545455,-0.133333333333333,-0.142745098039216,0.0216450216450216,-0.1,0,-0.24812030075188,-0.24812030075188,-0.1,-0.270847573479152,-0.1,-0.1,-0.227272727272727,-0.306666666666667,-0.3
"ERK",0.291624388072986,0.281389367618988,0.207541415315779,0.272413633792944,0.113266370908428,0.100811372922814,0.08,0.0962242169595111,0.264258286876448,-0.0864822333686152,0.0467896001321201,-0.371516910791543,0.133831723831724,0.0926948051948052,0.00666666666666667,-0.0933533669108659,0.00946386946386947,0.00630597472702736,0.204313975256294,0.0422220567958676,0.00167929059234073,0.00369945843630055,0.0671558118694824,0.0583161769293156,-0.00102564102564102,0.114247579161701,0.061965811965812,0.0508369525525843,-0.368134722757934,0.0333333333333333,0.368134722757934,0.385575604417463,0.00418353576248313,-0.0372465543280494,-0.052,-0.000453557424228376,-0.0440457650025545,-0.00085333712842203,-0.0508608461726583,-0.00640151281456295,-0.0569287474552663,0.042472487160675,-0.0550391191531597,-0.0617596653296624,-0.00350877192982456,-0.0601967213114754,-0.133831723831724,-0.133831723831724,0.0403448275862069,-0.137022042863627,-0.114285714285714,-0.101785714285714,-0.0995450762829404,-0.285784972014592,-0.301904761904762
"DSH",0.289275362318841,0.28030904408423,0.126928796727981,0.256056623914641,0.204898434898435,0.12367816091954,0,0.113333333333333,0.160072463768116,0.0240329377912451,0.0669403583476629,-0.380427510810149,0.259036549857105,0.113333333333333,0.075,0.0606031831590315,0.0669172932330827,0.0669172932330827,0.0805578401573395,-0.0757499763150709,0.0444255359255823,0.0401199076121677,-0.0482277632688029,-0.171988795518207,0.0276315789473684,0.032068823687406,-0.185714285714286,-0.19506571859513,-0.369040395832306,0,0.369040395832306,0.394989452451343,-0.0276315789473684,0.0588979814511729,0.0454545454545455,-0.039764975352288,0.0746179008433727,-0.110013469995807,-0.124226579520697,-0.0621459277332404,0.0377740539030862,-0.142745098039216,-0.141519812603404,0.0236636244552334,-0.075,0.0216450216450216,-0.259036549857105,-0.259036549857105,-0.113333333333333,-0.27052114369464,-0.133333333333333,-0.113333333333333,-0.213377679231338,-0.28832298136646,-0.306666666666667
"RAF",0.306666666666667,0.291624388072986,0.203073286052009,0.285853227232538,0.126050420168067,0.0926948051948052,0.1,0.101785714285714,0.267267546135708,-0.0859785556773161,0.0487455609421469,-0.368005738880918,0.127922077922078,0.114285714285714,0,-0.095925000630883,0.00666666666666667,0.00350877192982456,0.212144979203803,0.0413671373555841,0.000453557424228376,-0.00102564102564102,0.0694963214487832,0.0888888888888889,-0.0333333333333333,0.11578597656933,0.0888888888888889,0.061965811965812,-0.370005738880918,0,0.370005738880918,0.387600888215193,0.0333333333333333,-0.0355400696864112,-0.1,0.00418353576248313,-0.0403770383456831,0.00521565869667136,0.0403448275862069,-0.00630597472702736,-0.052,0.03,0.042472487160675,-0.0601967213114754,0,-0.08,-0.127922077922078,-0.127922077922078,0.03,-0.137323787323787,-0.1,-0.1,-0.116761904761905,-0.301904761904762,-0.3
"Csn",0.280597014925373,0.269352293060126,0.128040835589514,0.247340245746794,0.185569943093072,0.1038,-0.0142857142857143,0.095,0.15366219149948,0.026533735920775,0.067789339725329,-0.380889176183294,0.258282428792346,0.0866666666666667,0.0833333333333333,0.0454516388521335,0.0734455061625814,0.0734455061625814,0.0728424497428705,-0.0695652173913043,0.0538905847996773,0.0503014013590879,-0.0456645635801817,-0.165151515151515,0.0385057471264368,0.0368833449521677,-0.174242424242424,-0.184382284382284,-0.371128205128205,0,0.371128205128205,0.395071330923749,-0.0385057471264368,0.0590753045404208,0.0587301587301587,-0.0498899506070258,0.0672515927126411,-0.099423591438464,-0.0838961038961039,-0.0698256419253538,0.0454359260810874,-0.0981818181818182,-0.0984794372294372,0.0323211719827267,-0.0833333333333333,0.0314574314574314,-0.258282428792346,-0.258282428792346,-0.08,-0.268455173514035,-0.02,-0.095,-0.196859218263577,-0.276750861079219,-0.3
"cfos",0.161904761904762,0.146040234275528,-0.070974025974026,0.130334084853454,0.0335198135198135,-0.0280701754385965,-0.0333333333333333,-0.0333333333333333,0.0231015398104006,0.0309472016288903,-0.0265991742842584,-0.378571428571429,0.0447712418300654,-0.0583333333333333,0,0.00401752319509303,-0.0140740740740741,-0.0140740740740741,0.0504502164502164,-0.0582010582010582,-0.0276610273639977,-0.0298635477582846,-0.0393402777777778,-0.05,-0.04,0.0480917622523462,-0.05,-0.0607692307692308,-0.372137668626773,0.1,0.372137668626773,0.393052372464137,0.04,0.0588705647176412,0.0761904761904762,0.0302902902902903,0.0533623485236389,0.0375533661740558,0.0443478260869565,0.0154388051417754,0.0525345622119816,0.04,0.0358732498157701,0.0414234511008705,0,0.0428571428571429,-0.0447712418300654,-0.0447712418300654,0.12,-0.0520883150007971,0,0.0333333333333333,-0.156944444444444,-0.152100840336134,-0.185714285714286
"MEK",0.301904761904762,0.285784972014592,0.217078200056923,0.280447821827132,0.12078726227333,0.0962242169595111,0.1,0.0926948051948052,0.258934212802374,-0.0881643480270429,0.0376576948333603,-0.369966523194644,0.137323787323787,0.101785714285714,-0.0333333333333333,-0.0951932933138098,-0.00102564102564102,-0.00418353576248313,0.204452671511495,0.0403770383456831,0.00640151281456295,0.00946386946386947,0.0629389443996029,0.061965811965812,0.00666666666666667,0.110189869513369,0.0888888888888889,0.0583161769293156,-0.372386691261871,0,0.372386691261871,0.387291290691973,-0.00350877192982456,-0.0355400696864112,-0.08,-0.00630597472702736,-0.0422220567958676,-0.00199154851053585,0.042472487160675,-0.000453557424228376,-0.0601967213114754,0.0403448275862069,-0.0508608461726583,-0.0569287474552663,0.0333333333333333,-0.052,-0.137323787323787,-0.137323787323787,0.03,-0.133831723831724,-0.1,-0.114285714285714,-0.103428571428571,-0.291624388072986,-0.306666666666667
"SNAI1",0.146040234275528,0.150411818974982,-0.064963824953924,0.13630437797881,0.0413563330879959,-0.0255238791423002,-0.0428571428571429,-0.0317738791423002,-0.0726012434644701,0.0288609592847347,-0.0305418434571907,-0.377703240021304,0.0466337695462516,-0.0280701754385965,-0.0140740740740741,0.00135947312771653,-0.01571720629487,-0.0154388051417754,0.0528197816676077,-0.0514268646526711,-0.0263377581777338,-0.0283314658926762,-0.0382316527326677,-0.0497802197802198,-0.0298635477582846,0.0457619233036077,-0.0607692307692308,-0.05712715855573,-0.375020880738637,0.04,0.375020880738637,0.39461666295015,0.0302902902902903,0.0482613210201622,0.0525345622119816,0.0276610273639977,0.0510578609626342,0.03490130125784,0.0438732498157701,0.0195230963295149,0.0444234511008704,0.0358732498157701,0.0335593484704786,0.0376273345960161,0.0140740740740741,0.0414234511008705,-0.0466337695462516,-0.0466337695462516,0.0443478260869565,-0.0507388598582385,0.0583333333333333,0.0333333333333333,-0.147469383730826,-0.150411818974982,-0.152100840336134
"GSK3",0.28832298136646,0.284411608186794,0.0588755521356346,0.267699367136332,0.217680389785653,0.117695254936634,-0.0454545454545455,0.12367816091954,0.147115653136887,0.016426747471851,0.040487381947522,-0.372030564245264,0.27052114369464,0.113333333333333,0.0276315789473684,0.0560938993394029,0.0401199076121677,0.039764975352288,0.0763324880446635,-0.0746179008433727,0.0578465885571613,0.0622897189329224,-0.0615124348016497,-0.19506571859513,0.0669172932330827,0.0181775380963793,-0.171988795518207,-0.180260523789936,-0.377509935208234,-0.075,0.377509935208234,0.39557561892262,-0.0669172932330827,0.0537076700324878,0.0216450216450216,-0.0621459277332404,0.0729687254310789,-0.120820167103874,-0.141519812603404,-0.0444255359255823,0.0236636244552334,-0.124226579520697,-0.128451630785222,0.0327545335461425,-0.0276315789473684,0.0377740539030862,-0.27052114369464,-0.27052114369464,-0.142745098039216,-0.262117782350102,-0.113333333333333,-0.113333333333333,-0.198028842022035,-0.28030904408423,-0.289275362318841
"TrCP",0.152100840336134,0.150411818974982,-0.0487922077922078,0.139989257267247,0.0451220234645649,-0.0317738791423002,-0.0761904761904762,-0.0280701754385965,0.0176122796672025,0.0258952985147035,-0.0441931592466644,-0.373653395784543,0.0520883150007971,-0.0333333333333333,-0.04,-0.000194931017361186,-0.0298635477582846,-0.0302902902902903,0.0488197816676077,-0.0533623485236389,-0.0195230963295149,-0.01571720629487,-0.0467022409679618,-0.0607692307692308,-0.0140740740740741,0.038688507279471,-0.05,-0.0497802197802198,-0.377603906568895,0,0.377603906568895,0.393559986677335,0.0140740740740741,0.0500470353058765,0.0428571428571429,0.0154388051417754,0.0514268646526711,0.0300061963627351,0.0358732498157701,0.0276610273639977,0.0414234511008705,0.0443478260869565,0.0438732498157701,0.0444234511008704,0.04,0.0525345622119816,-0.0520883150007971,-0.0520883150007971,0.04,-0.0466337695462516,0.0333333333333333,0.0583333333333333,-0.144073157315732,-0.146040234275528,-0.161904761904762
"PAK1",0.152100840336134,0.150411818974982,-0.0487922077922078,0.139989257267247,0.0451220234645649,-0.0317738791423002,-0.0761904761904762,-0.0280701754385965,0.0176122796672025,0.0258952985147035,-0.0441931592466644,-0.373653395784543,0.0520883150007971,-0.0333333333333333,-0.04,-0.000194931017361186,-0.0298635477582846,-0.0302902902902903,0.0488197816676077,-0.0533623485236389,-0.0195230963295149,-0.01571720629487,-0.0467022409679618,-0.0607692307692308,-0.0140740740740741,0.038688507279471,-0.05,-0.0497802197802198,-0.377603906568895,0,0.377603906568895,0.393559986677335,0.0140740740740741,0.0500470353058765,0.0428571428571429,0.0154388051417754,0.0514268646526711,0.0300061963627351,0.0358732498157701,0.0276610273639977,0.0414234511008705,0.0443478260869565,0.0438732498157701,0.0444234511008704,0.04,0.0525345622119816,-0.0520883150007971,-0.0520883150007971,0.04,-0.0466337695462516,0.0333333333333333,0.0583333333333333,-0.144073157315732,-0.146040234275528,-0.161904761904762
"EGR1",0.152100840336134,0.150411818974982,-0.0487922077922078,0.139989257267247,0.0451220234645649,-0.0317738791423002,-0.0761904761904762,-0.0280701754385965,0.0176122796672025,0.0258952985147035,-0.0441931592466644,-0.373653395784543,0.0520883150007971,-0.0333333333333333,-0.04,-0.000194931017361186,-0.0298635477582846,-0.0302902902902903,0.0488197816676077,-0.0533623485236389,-0.0195230963295149,-0.01571720629487,-0.0467022409679618,-0.0607692307692308,-0.0140740740740741,0.038688507279471,-0.05,-0.0497802197802198,-0.377603906568895,0,0.377603906568895,0.393559986677335,0.0140740740740741,0.0500470353058765,0.0428571428571429,0.0154388051417754,0.0514268646526711,0.0300061963627351,0.0358732498157701,0.0276610273639977,0.0414234511008705,0.0443478260869565,0.0438732498157701,0.0444234511008704,0.04,0.0525345622119816,-0.0520883150007971,-0.0520883150007971,0.04,-0.0466337695462516,0.0333333333333333,0.0583333333333333,-0.144073157315732,-0.146040234275528,-0.161904761904762
"Frizzled",0.306666666666667,0.28832298136646,0.166603970741902,0.275537143395161,0.222380952380952,0.113333333333333,0,0.113333333333333,0.142391304347826,0.0155166954734225,0.0327800530041515,-0.369747899159664,0.270847573479152,0.113333333333333,0.1,0.0550672585418348,0.0276315789473684,0.0276315789473684,0.0763025210084034,-0.0766845557543232,0.0621459277332404,0.0669172932330827,-0.0645068330362448,-0.185714285714286,0.075,0.0151887305558577,-0.135714285714286,-0.171988795518207,-0.38006401787955,-0.1,0.38006401787955,0.396208964646465,-0.075,0.0588979814511729,0,-0.0669172932330827,0.0757499763150709,-0.119718111346018,-0.142745098039216,-0.039764975352288,0.0216450216450216,-0.113333333333333,-0.124226579520697,0.0377740539030862,0,0.0454545454545455,-0.270847573479152,-0.270847573479152,-0.133333333333333,-0.259036549857105,-0.1,-0.133333333333333,-0.206060606060606,-0.289275362318841,-0.3
