"","TWIST1","Jagged","NOTCH","ZEB2","RKIP","Ecadherin","NFB","Csn","STAT","cMet","CD44","cateninnuc","SRC","ILK","miR200","LIV1","SNAI2","Destcompl","KLF4","TGF","SOSGRB2","TGFR","GSK3","PAK1","CDC42","FOXC2","AXIN2","HEY1","RAS","SMAD","RAF","PI3K","DELTA","cateninmemb","IKK","AKT","TCFLEF","Frizzled","GLI","Wnt","ZEB1","DSH","Patched","SHH","SMO","FUS","SUFU","MEK","NOTCHic","cfos","ERK","TrCP","EGR1","Csl","SNAI1"
"SUFU",0.0864061800871671,0.206709099338954,0.0662842712842713,-0.223353132712352,-0.059688150174159,0.0748189292712486,-0.0657142857142857,-0.0857142857142857,0.22,0.239848975188781,0.242856493985774,0.245836033627717,0.231111111111111,0.109651817716334,-0.178494440764149,0.2,0.059733189935762,0.0546886341270281,-0.241587044490254,-0.0775940116120149,0.0803214329530119,0.0762133410005751,0.0697510448466727,0.065,0.0677027027027027,0.122150319968656,-0.0870970305777492,-0.100170390112768,-0.0685626687639284,-0.104801933189775,-0.0657145674981056,-0.0657145674981056,-0.0657145674981056,0.121509399099123,0.0695604395604396,0.0729161442584261,-0.243943450507513,-0.123611111111111,-0.135828726209767,-0.133226495726496,-0.0559257107607854,-0.1125,-0.107828282828283,-0.110530985530986,-0.102777777777778,-0.0916666666666667,-0.0666666666666667,0.0415585734881406,-0.0646969696969697,0.0520745920745921,0.0394309139136725,0.1,0.0369230769230769,-0.0624242424242424,0.0676815476776802
"SOSGRB2",-0.137217391304348,0.0755110945429591,0.029439574509997,-0.216541353383459,0.0197002923976608,0.024472952521733,0.0111111111111111,0,0.1,0.0614906832298137,0.0542443064182195,0.0647686095278099,0.0571428571428571,0.11010752688172,-0.179888809001236,0,-0.0195237068519048,0.109438995009465,-0.233684210526316,-0.0366027589431845,0.0788888888888889,0.0302197802197802,0.172089521823042,0.0571428571428571,0.0571428571428571,0.0292796092796093,-0.0523033553355336,-0.103219696969697,0.0290163696943358,-0.103813820588014,0.016195856873823,0.016195856873823,0.016195856873823,-0.0316696306696307,-0.016374269005848,-0.028874269005848,-0.0626653590497984,-0.0571428571428571,-0.0498964803312629,-0.0571428571428571,0.00438596491228071,-0.1,-0.108108108108108,-0.105782526712759,-0.1,-0.0333333333333333,0,0.014960414960415,-0.0195804195804196,0.111111111111111,0.0543543543543544,0.1,0.1,-0.0272727272727273,0.123537313432836
"ZEB1",-0.107734094615876,-0.0137121945380443,-0.00101178901312592,-0.205045105113894,0.00867693235198071,-0.0756345588333603,0.0691228070175438,0.0533333333333333,-0.00769230769230769,-0.00133171467461281,-0.00202615911905725,-0.00215419342808836,-0.00525328330206379,0.0362460471824184,-0.182557642819849,0,-0.0729861690525915,-0.00933064905667645,-0.204790552673916,0.0558303648580735,-0.0344249512670565,-0.0554366640706719,0.0774468990858577,-0.0547892720306513,-0.0620356488422455,-0.0627859140429093,0.0191265044761699,-0.038630022826914,0.0818542724587185,-0.033361431797803,0.0823267134036004,0.0823267134036004,0.0823267134036004,-0.0082846170515484,-0.0609260857060684,-0.059497514277497,0.00362190379990832,0.0118466898954704,0.00710838696129116,0.00607745912623961,-0.102582327129906,0.0142857142857143,-0.00643939393939394,-0.00964224091448291,-0.00643939393939394,-0.0291666666666667,-0.0166666666666667,0.0645137773170942,0.00183823529411765,0.0546666666666667,0.0605490196078431,-0.0333333333333333,0.0666666666666667,-0.00208333333333333,0.00380523169664251
"ZEB2",-0.228027600125673,-0.190241950463668,-0.182629676334594,-0.178319228196639,-0.178003220611916,-0.160393481036835,-0.144444444444444,-0.144444444444444,-0.12,-0.115964912280702,-0.115038986354776,-0.114129895445685,-0.113333333333333,-0.107267450859,-0.102197238771165,-0.1,-0.0889060381232066,-0.0790029741763234,-0.07481142133613,-0.0362440733869305,-0.0187545787545788,0.0346567717996289,0.0352668675613537,0.038961038961039,0.0407792207792208,0.0474669774669775,0.0920033897104304,0.0959463117527634,0.104393151459533,0.106047938663878,0.106320346320346,0.106320346320346,0.106320346320346,0.109859879196958,0.111111111111111,0.113914849428868,0.115038986354776,0.120606060606061,0.124816834541605,0.125734265734266,0.127071075152079,0.127272727272727,0.144825783972125,0.148462147608489,0.152142857142857,0.160714285714286,0.175,0.178467017267796,0.179897435897436,0.184210526315789,0.190662139219015,0.2,0.2,0.202564102564103,0.21827447552806
"Destcompl",0.0393940975458254,0.0744053070891754,0.0578362836130546,-0.111134678354845,0.00461674473545401,0.0424496709875198,0.0498964803312629,0.0238095238095238,0.0873015873015873,0.0849162536956444,0.0793192387702713,0.0822719536976566,0.0694933681235051,0.0661111111111111,-0.120434469286225,0.0444444444444444,0.0528463978545092,-0.0493948570654647,-0.121995294391109,-0.128015482054891,0.102435023384018,0.125749472202674,0.0453941604156903,0.118163265306122,0.125749472202674,0.0947728157624849,-0.0588845731459762,-0.0604291435060666,0.0210653121810687,-0.063187134502924,0.0177686088843654,0.0177686088843654,0.0177686088843654,0.0267032923166888,-0.0327793632141458,-0.0401619135497163,-0.0832918415099973,-0.0694933681235051,-0.0795835608162438,-0.085334952281921,-0.00481579372421186,-0.0873015873015873,-0.14021564840575,-0.14737232151987,-0.150060207991242,-0.1272030651341,-0.144444444444444,0.0401887633014423,-0.0472150411280846,0.0501631701631702,0.0212014215292904,-0.0666666666666667,0.0107692307692308,-0.0646063454759107,0.00327734195988636
"miR200",-0.217234544596508,-0.0901562055462319,-0.0742317219114414,-0.0889740143369176,-0.0843289700602188,-0.212023842108093,-0.0431578947368421,-0.08,-0.1,-0.108818126148194,-0.107694530642576,-0.108603621551666,-0.11304347826087,-0.0381916935899237,-0.13992342064262,-0.1,-0.121450864104941,-0.0642199582354513,-0.0889061421670117,0.0366218392833502,-0.0344132817537073,-0.0377846299810247,0.066581137836265,-0.0208333333333333,-0.0345588235294118,-0.0214110550695917,0.0762942642972156,0.0300282485875706,0.13218574306675,0.0385051732137481,0.130440107156525,0.130440107156525,0.130440107156525,0.100925777327403,0.0345864661654135,0.0251525039012626,0.107694530642576,0.12,0.114675746788423,0.115774647887324,0.115277777777778,0.1,0.0780274261603376,0.0747665565951202,0.0691666666666667,0.0825,0.12,0.115343228200371,0.081576354679803,0.122857142857143,0.109220779220779,0.1,0.142857142857143,0.081576354679803,0.111304066304066
"AXIN2",0.0205612670453779,0.0622040532910098,0.0393388877599404,-0.0848566071707511,-0.0349280200086652,0.0327715360904886,0.021256038647343,0.0777777777777778,0.0266666666666667,0.0491205560010692,0.0702562026887664,0.0655858269289421,0.0801550387596899,0.0350126524039567,-0.0936139733167642,0.1,0.0404453448634856,0.0440433452708974,-0.0824096093868711,-0.0968474222053474,0.0931655970646153,0.0991576532284497,0.0536369966164017,0.0966666666666667,0.092962962962963,0.0786160521757712,-0.10231551730299,-0.0290868817237986,0.0309959934050608,-0.0385840809753853,0.048056360859129,0.048056360859129,0.048056360859129,0.0328441337741566,-0.057487922705314,-0.0330434782608696,-0.0588845731459762,-0.0801550387596899,-0.0705042037998114,-0.0491205560010692,0.0234255425983252,-0.0266666666666667,-0.11268315018315,-0.0966175764126584,-0.0858974358974359,-0.119230769230769,-0.05,0.0263969041237302,-0.0663659147869674,0.0110569105691057,0.0643279386064889,0,0.0866666666666667,-0.0235087719298246,0.0228610191681943
"TGF",0.027037037037037,-0.0448024054982818,0.0367816091954023,-0.0675182026211775,-0.0411255411255411,0.0171685601614948,0.0583333333333333,0.0333333333333333,0,0,0.00943396226415094,0.00775932111582558,0,-0.053939393939394,-0.0512133938858077,0,-0.0430192419725529,-0.00168678583664174,-0.0693363844393593,-0.0750396825396825,-0.0144736842105263,-0.0231746031746032,-0.0743950548255832,-0.02,-0.0422222222222222,0.0785403726708075,-0.00617283950617284,0.0560928433268859,0.0494047619047619,0.0603910068426198,0.0494047619047619,0.0494047619047619,0.0494047619047619,-0.00562810194779434,-0.0297619047619048,-0.0350250626566416,-0.00680238331678252,0.0142857142857143,0.00485175202156334,0.0142857142857143,-0.0108180200171047,0,0.0405747126436782,0.0468247126436782,0.0233333333333333,0.00666666666666668,0.0666666666666667,0.0549039264828739,-0.0333333333333333,0.0761904761904762,0.0393483709273183,0,0.133333333333333,-0.0533333333333333,-0.0387158296249205
"KLF4",-0.0321132897603486,-0.0433465085638999,-0.0401608050115918,-0.0212899896800826,-0.0201195629767058,-0.097073922908732,0.06,0,-0.0333333333333333,-0.0415412676698586,-0.0406717024524673,-0.0418920425650052,-0.0392156862745098,-0.0186666666666667,-0.0184696784696785,-0.0333333333333333,-0.044688250436363,-0.033468412950431,-0.00740740740740741,0.069790096082779,-0.137449971412236,-0.0644242424242424,-0.032451971919836,-0.0590909090909091,-0.0710909090909091,-0.0782841522708431,0.0438629037175153,0.00744079449961803,0.0600075414781297,0.0230144927536232,0.062948717948718,0.062948717948718,0.062948717948718,0.0138915725196213,-0.0457142857142857,-0.0531216931216931,0.0430128395762132,0.0392156862745098,0.0415412676698586,0.0415412676698586,0.00820949432404541,0.0333333333333333,0.05,0.0467741935483871,0.05,0.0333333333333333,0,0.0689100832460444,0.0432535885167464,0.0672727272727273,0.0555080213903743,-0.1,0.04,0.0327272727272727,0.02328605460526
"SNAI2",0.0335880827112768,0.0442416974787331,0.0400489861016177,0.0104398993077407,0.00474358974358975,0.033584740364995,-0.075,0,0.0327272727272727,0.042787634900311,0.0438629037175153,0.0438068750308277,0.047012987012987,0.0176391683433937,0.0108505654948883,0.06,-0.017990580319755,0.0394692380235703,0.005,-0.0597669168001649,0.10446247464503,0.0554190907132084,0.0387916630013632,0.0627450980392157,0.0579831932773109,0.0688002129454876,-0.0476528840131342,-0.0054249547920434,-0.0558749725409351,-0.0209884506400444,-0.0558749725409351,-0.0558749725409351,-0.0558749725409351,-0.0396855863943903,0.0439655172413793,0.059628167843789,-0.0448938315525668,-0.047012987012987,-0.0443919129751773,-0.042787634900311,-0.00301111810362912,-0.0327272727272727,-0.0561584633853541,-0.0533415619769034,-0.0541176470588235,-0.06,0,-0.0691573926868045,-0.0504385964912281,-0.0745098039215686,-0.0529411764705882,0.1,-0.0333333333333333,-0.0276315789473684,-0.0108955567821907
"HEY1",0.0321132897603486,0.0433465085638999,0.0401608050115918,0.0212899896800826,0.0201195629767058,0.097073922908732,-0.06,0,0.0333333333333333,0.0415412676698586,0.0406717024524673,0.0418920425650052,0.0392156862745098,0.0186666666666667,0.0184696784696785,0.0333333333333333,0.044688250436363,0.033468412950431,0.00740740740740741,-0.069790096082779,0.137449971412236,0.0644242424242424,0.032451971919836,0.0590909090909091,0.0710909090909091,0.0782841522708431,-0.0438629037175153,-0.00744079449961803,-0.0600075414781297,-0.0230144927536232,-0.062948717948718,-0.062948717948718,-0.062948717948718,-0.0138915725196213,0.0457142857142857,0.0531216931216931,-0.0430128395762132,-0.0392156862745098,-0.0415412676698586,-0.0415412676698586,-0.00820949432404541,-0.0333333333333333,-0.05,-0.0467741935483871,-0.05,-0.0333333333333333,0,-0.0689100832460444,-0.0432535885167464,-0.0672727272727273,-0.0555080213903743,0.1,-0.04,-0.0327272727272727,-0.02328605460526
"FOXC2",0.0321132897603486,0.0433465085638999,0.0401608050115918,0.0212899896800826,0.0201195629767058,0.097073922908732,-0.06,0,0.0333333333333333,0.0415412676698586,0.0406717024524673,0.0418920425650052,0.0392156862745098,0.0186666666666667,0.0184696784696785,0.0333333333333333,0.044688250436363,0.033468412950431,0.00740740740740741,-0.069790096082779,0.137449971412236,0.0644242424242424,0.032451971919836,0.0590909090909091,0.0710909090909091,0.0782841522708431,-0.0438629037175153,-0.00744079449961803,-0.0600075414781297,-0.0230144927536232,-0.062948717948718,-0.062948717948718,-0.062948717948718,-0.0138915725196213,0.0457142857142857,0.0531216931216931,-0.0430128395762132,-0.0392156862745098,-0.0415412676698586,-0.0415412676698586,-0.00820949432404541,-0.0333333333333333,-0.05,-0.0467741935483871,-0.05,-0.0333333333333333,0,-0.0689100832460444,-0.0432535885167464,-0.0672727272727273,-0.0555080213903743,0.1,-0.04,-0.0327272727272727,-0.02328605460526
"Ecadherin",0.0326719489782257,0.0463213369391859,0.0375585745283204,0.0222378569786608,0.0212431584823238,-0.00243922217403332,-0.0457142857142857,-0.06,0.0392156862745098,0.0406717024524673,0.0430128395762132,0.0430124907442769,0.0415412676698586,0.0230144927536232,0.0164212613374625,0.0333333333333333,0.0440259987807339,0.0316044800520154,0.00487576183778715,-0.0692476006035747,0.132186813517499,0.069790096082779,0.0355424796461053,0.0710909090909091,0.0644242424242424,0.0775976534150079,-0.0448938315525668,-0.0134810629559939,-0.0636388263943308,-0.0203510544969646,-0.0600075414781297,-0.0600075414781297,-0.0600075414781297,-0.0144043930324418,0.0531216931216931,0.057017797017797,-0.0418920425650052,-0.0415412676698586,-0.0435412676698586,-0.0415412676698586,-0.00678769337617811,-0.0392156862745098,-0.0467741935483871,-0.0491363982727965,-0.05,-0.05,-0.0333333333333333,-0.0638120440303581,-0.0401608050115918,-0.0555080213903743,-0.0689100832460444,0,-0.0672727272727273,-0.0432535885167464,-0.0248683330862727
"cateninmemb",0.279002884580275,0.306534244839303,0.134844620007529,0.0410554438787239,0.0390606361713906,0.23231236621272,-0.124761904761905,-0.12,0.284313725490196,0.300289458553897,0.303968388319783,0.306209633510263,0.29594163246694,0.0493333333333333,0.0342216628808808,0.266666666666667,0.158829271712953,0.128939788896007,0.00993905297702766,-0.190555294042173,0.276245824681773,0.187481152993348,0.130750614366044,0.179090909090909,0.183090909090909,0.154109105291409,-0.143390057266739,-0.0258070867151009,-0.166979111369516,-0.0481226795803067,-0.163906485671192,-0.163906485671192,-0.163906485671192,0.0974079856944943,0.128465608465608,0.136257816257816,-0.305089185330991,-0.29594163246694,-0.305114046260044,-0.301114046260044,-0.0132348294768144,-0.284313725490196,-0.28864247311828,-0.291004677842689,-0.285416666666667,-0.266666666666667,-0.233333333333333,-0.0749883308524909,-0.137446850490801,-0.0650267379679144,-0.0722432328132753,0.1,-0.0709090909090909,-0.134354066985646,-0.0461208419907799
"cateninnuc",0.234603615686441,0.284561576241116,0.0843465067174173,0.0563435389133054,0.0998245980652929,0.172112357373332,-0.102651515151515,-0.0875,0.275990675990676,0.288067970676666,0.288464796073492,0.190515071631863,0.281546231546232,0.0421327561327561,0.041407333617457,0.260606060606061,0.0985161672441553,0.061456279873855,0.0136022143139581,-0.185668665019666,0.313251267566545,0.183921940128837,0.0632526800579153,0.171428571428571,0.182197802197802,0.150105888646872,-0.0998191481816759,-0.0248443639746117,-0.141864611864612,-0.0433605869649526,-0.143716463716464,-0.143716463716464,-0.143716463716464,0.114548598022248,0.110651515151515,0.109870265151515,-0.290929321838988,-0.282839991059169,-0.290152244023596,-0.289361730189604,-0.0224634745544009,-0.275990675990676,-0.26384142823202,-0.264059293155767,-0.258251366120219,-0.253333333333333,-0.233333333333333,-0.0775506299860892,-0.0811646885355991,-0.0790545203588682,-0.0752570520044378,0.1,-0.0615942028985507,-0.0834902699309479,-0.106737995693387
"RAS",0.0354064375340971,-0.106236940666272,0.0660873882820258,0.0666310751104565,0.0673270440251572,0.105010499588505,0.0666666666666667,0.1,-0.1,-0.0294117647058824,-0.00600750938673342,-0.0153646678090477,0,-0.0948051948051948,0.0724615384615385,0,0.0249790746539938,-0.0421768049675026,0.0717857142857143,0.0450087361677344,-0.0225108225108225,-0.0341176470588235,-0.0141860465116279,-0.06,-0.04,-0.0404761904761905,0.0150197628458498,0.091897233201581,-0.0612820512820513,0.0866419294990724,0.057948717948718,0.057948717948718,0.057948717948718,-0.0841561376750997,-0.0866666666666667,-0.07,0.027545970925195,0,0.00857843137254902,0.0294117647058824,-0.0454307805596465,0.1,0.0886666666666667,0.0971412429378531,0.116666666666667,0.1,0.1,0.0266924664602683,-0.0868421052631579,-0.015,0.0639473684210526,0,-0.04,-0.05,-0.0219567354965585
"TGFR",-0.0231224462897061,0.0491502315852383,-0.0360621847349706,0.0746880139419322,0.0525541125541126,-0.0141021206384965,-0.0297619047619048,-0.0583333333333333,0,-0.00943396226415094,-0.00680238331678252,-0.00820219091210548,0,0.0603910068426198,0.0550257106013502,0,0.0400099827132937,0.00209001164309336,0.067550670153645,0.0814226612630868,-0.0040448343079922,-0.0750396825396825,0.0765955438231382,0.0422222222222222,0.0231746031746032,-0.084217228566004,0.00231017856196683,-0.0635555298940501,-0.0482351712614871,-0.0578999036397728,-0.0494047619047619,-0.0494047619047619,-0.0494047619047619,0.00608999571222852,0.0350250626566416,0.0280483184705951,0.00775932111582558,-0.0142857142857143,-0.00678723589253108,-0.00485175202156334,0.0111953785076707,-0.0142857142857143,-0.0468247126436782,-0.0485196278979155,-0.0405747126436782,-0.0233333333333333,-0.00666666666666668,-0.0631231045650656,0.0367816091954023,-0.0393483709273183,-0.0549039264828739,0.0333333333333333,-0.0761904761904762,0.0333333333333333,0.0396007853771329
"TWIST1",0.139202353710363,0.117700242351285,0.0741885717357415,0.110552657921079,0.100742070307288,0.144689788295322,0.00769230769230769,0,0.128571428571429,0.129398851739277,0.128194032462169,0.129055980722377,0.123015873015873,0.0673855673855674,0.112160500296964,0.1,0.094525153998037,0.096982063046336,0.0995205336668751,-0.162163033206942,0.159574800993565,0.163301985370951,0.0999870032464054,0.146060606060606,0.163301985370951,0.12961803762629,-0.0965392134746973,-0.0561805426212206,-0.10070120626869,-0.069035732402069,-0.103440932296087,-0.103440932296087,-0.103440932296087,-0.0979580180838181,0.0113553113553114,0.00118581982988762,-0.128653450532613,-0.123015873015873,-0.129584294068505,-0.130384294068505,-0.0510510510510511,-0.128571428571429,-0.216109589041096,-0.217587421553411,-0.212,-0.2,-0.233333333333333,0.0201526691485365,-0.0656980056980057,0.0130434782608696,0.015675057208238,0,0,-0.0785185185185185,-0.0735099573621958
"PI3K",0.0479618504565048,-0.0696491228070175,-0.135173697270471,0.233197575344467,0.104023917259211,0.114564446356723,-0.0333333333333333,-0.0333333333333333,0,-0.00289855072463768,-0.0321293199554069,-0.028198980389911,-0.0333333333333333,-0.103361344537815,0.178082329721674,-0.1,0.0353648871545239,-0.0291126729628816,0.238377192982456,0.0636618842659015,-0.0761538461538462,-0.0693529411764706,-0.126154401154401,-0.075,-0.0573529411764706,-0.0577932636469222,0.0448571428571429,0.0915750176571486,-0.134867105497242,0.0977613445378151,-0.152675324675325,-0.152675324675325,-0.152675324675325,-0.094319861079069,0.0509803921568627,0.0484162895927602,0.0213948566785708,0.0333333333333333,0.0321293199554069,0.00289855072463768,0.0683929759644254,0,0.106410256410256,0.086965811965812,0.0833333333333333,0.1,0,-0.104063920650227,0.148076923076923,-0.114285714285714,-0.131932773109244,0,-0.2,0.125,-0.107975040257649
"ILK",0.0479618504565048,-0.0696491228070175,-0.135173697270471,0.233197575344467,0.104023917259211,0.114564446356723,-0.0333333333333333,-0.0333333333333333,0,-0.00289855072463768,-0.0321293199554069,-0.028198980389911,-0.0333333333333333,-0.103361344537815,0.178082329721674,-0.1,0.0353648871545239,-0.0291126729628816,0.238377192982456,0.0636618842659015,-0.0761538461538462,-0.0693529411764706,-0.126154401154401,-0.075,-0.0573529411764706,-0.0577932636469222,0.0448571428571429,0.0915750176571486,-0.134867105497242,0.0977613445378151,-0.152675324675325,-0.152675324675325,-0.152675324675325,-0.094319861079069,0.0509803921568627,0.0484162895927602,0.0213948566785708,0.0333333333333333,0.0321293199554069,0.00289855072463768,0.0683929759644254,0,0.106410256410256,0.086965811965812,0.0833333333333333,0.1,0,-0.104063920650227,0.148076923076923,-0.114285714285714,-0.131932773109244,0,-0.2,0.125,-0.107975040257649
"IKK",-0.133921568627451,-0.149239300218682,-0.228138528138528,0.242877192982456,0.0284153005464481,-0.123252618252244,-0.285714285714286,-0.3,-0.15,-0.125213675213675,-0.114444444444444,-0.12406326730077,-0.0944444444444444,-0.217361111111111,0.1761872909699,-0.1,-0.0912864476079625,-0.122959136871083,0.253846153846154,0.152658585858586,-0.172689075630252,-0.135858585858586,-0.213846153846154,-0.15,-0.172222222222222,-0.129321789321789,0.0921428571428572,0.205263157894737,-0.0564922505389262,0.220331408140814,-0.0424077434966727,-0.0424077434966727,-0.0424077434966727,0.0809456186271829,0.219047619047619,0.237966537966538,0.12743879472693,0.0944444444444444,0.114444444444444,0.125213675213675,0.0784561403508772,0.15,0.188888888888889,0.206130268199234,0.2,0.12,0.1,-0.076952380952381,0.204329004329004,-0.114285714285714,-0.0702857142857143,0.2,-0.1,0.209090909090909,-0.0698331919705966
"TrCP",0.0849610389610389,-0.0645136758691206,-0.0723809523809524,0.24314150097338,-0.0220488351427578,0.0917898213676589,-0.1375,-0.125,0.1,0.0915915915915916,0.0915915915915916,0.0926439542991267,0.0888888888888889,-0.108917904079194,0.153539597657245,0.1,0.0860018687155341,0.0783082706766917,0.240380952380952,-0.0516053217113969,0.0408828382838284,0.0521517697988286,0.00250703463203463,0.0571428571428571,0.0551820728291316,0.0442488921556848,-0.0804284784831304,0.105861774994855,-0.0247617977962311,0.11020822665984,-0.0283981614325947,-0.0283981614325947,-0.0283981614325947,-0.0812021229914474,0.1375,0.128240740740741,-0.0908508508508508,-0.0888888888888889,-0.090057053202111,-0.0915204678362573,0.106135276607782,-0.1,0.104887068327929,0.100887068327929,0.111059907834101,0.114285714285714,0.114285714285714,-0.0847369196757553,0.078974358974359,-0.0756521739130435,-0.0807369196757553,0.1,-0.08,0.0743589743589744,-0.00110692043020371
"NOTCH",0.102305084745763,-0.0462145262145262,-0.0453456221198157,0.24621578099839,-0.0237842617152962,0.0920379173740804,-0.1,0,0.1,0.0876923076923077,0.0786013986013986,0.082306265163408,0.08,-0.128571428571429,0.155584415584416,0,0.113599798893917,0.0657076462310107,0.253623188405797,-0.0577777777777778,0.0757894736842105,0.0577777777777778,0.0172413793103448,0,0.0777777777777778,0.0493877551020408,-0.0639353099730458,0.228985507246377,-0.047167325428195,0.111904761904762,-0.0515151515151515,-0.0515151515151515,-0.0515151515151515,-0.0677924855175795,0.133333333333333,0.133333333333333,-0.0818981018981019,-0.08,-0.0786013986013986,-0.0876923076923077,0.105475040257649,-0.1,0.107692307692308,0.101809954751131,0.1,0.1,0,-0.0923809523809524,-0.0514285714285714,-0.14,-0.106666666666667,0,-0.2,-0.08,-0.00371794871794872
"RKIP",0.140579322638146,0.0190759155954402,-0.0642968142968143,0.250166427546628,0.0712885154061625,-0.0432982900592824,-0.0428571428571429,0,-0.1,-0.0596491228070175,-0.0404183535762483,-0.0549737727118201,-0.0333333333333333,-0.0370881471972614,0.189185277206339,0,-0.0779979017310719,-0.0607664668654918,0.272166427546628,0.0417089452603471,0.0407619047619048,-0.0314285714285714,-0.166154452324665,-0.0666666666666667,-0.06,-0.0294134983790156,0.0391584622597281,0.0278358497870693,-0.163011988011988,0.0281772561081525,-0.139935064935065,-0.139935064935065,-0.139935064935065,0.045137911020264,0.0428571428571429,0.0701298701298701,0.0592994724573672,0.0333333333333333,0.0341025641025641,0.0533333333333333,0.0453715925394548,0.1,0.0173333333333333,0.0255300546448087,0.0133333333333333,-0.0666666666666667,-0.1,-0.211078503301541,0.0373737373737374,-0.3,-0.23448275862069,0,-0.2,0.0555555555555556,-0.218833383406622
"Jagged",0.104,-0.0425108225108225,0.0514285714285714,0.253623188405797,-0.041025641025641,0.0960701754385965,0,0,0,0.08,0.0876923076923077,0.0818981018981019,0.1,-0.133333333333333,0.152727272727273,0,0.102488687782805,0.061034749034749,0.266666666666667,-0.0577777777777778,0.06,0.0777777777777778,0.0172413793103448,0,0,0.0514285714285714,-0.0771428571428571,0.233333333333333,-0.0515151515151515,0.128571428571429,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0651746844704591,0.1,0.133333333333333,-0.0786013986013986,-0.1,-0.0876923076923077,-0.08,0.120289855072464,0,0.1,0.107692307692308,0.1,0,0,-0.106666666666667,-0.08,-0.2,-0.14,0,-0.1,-0.1,-0.00833333333333333
"DELTA",0.104,-0.0425108225108225,0.0514285714285714,0.253623188405797,-0.041025641025641,0.0960701754385965,0,0,0,0.08,0.0876923076923077,0.0818981018981019,0.1,-0.133333333333333,0.152727272727273,0,0.102488687782805,0.061034749034749,0.266666666666667,-0.0577777777777778,0.06,0.0777777777777778,0.0172413793103448,0,0,0.0514285714285714,-0.0771428571428571,0.233333333333333,-0.0515151515151515,0.128571428571429,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0651746844704591,0.1,0.133333333333333,-0.0786013986013986,-0.1,-0.0876923076923077,-0.08,0.120289855072464,0,0.1,0.107692307692308,0.1,0,0,-0.106666666666667,-0.08,-0.2,-0.14,0,-0.1,-0.1,-0.00833333333333333
